word	Turkish-tr	emotion	emotion-intensity-score
fearfully	tasayla	surprise	0.531
concealed	gizli	surprise	0.531
banger	külüstür araba	surprise	0.531
affront	hakaret	surprise	0.531
snag	engel	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	saptırmak	surprise	0.523
wonder	merak etmek	surprise	0.523
immediacy	dolaysızlık	surprise	0.523
undiscovered	keşfedilmemiş	surprise	0.523
abandonment	terk	surprise	0.523
rejoice	sevinmek	surprise	0.523
improvise	uydurmak	surprise	0.523
majestic	görkemli	surprise	0.523
scorpion	akrep	surprise	0.523
victimized	mağdur	surprise	0.523
liberate	kurtarmak	surprise	0.523
yelp	havlama	surprise	0.516
stealthily	sinsice	surprise	0.516
tickle	gıdıklamak	surprise	0.516
chance	şans	surprise	0.516
howl	uluma	surprise	0.516
swerve	saptırmak	surprise	0.508
reflex	refleks	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	şans	surprise	0.508
magnificent	muhteşem	surprise	0.508
transcendence	deneyüstülük	surprise	0.508
garish	cafcaflı	surprise	0.508
unintentionally	istem dışı	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	seyrek	surprise	0.500
marvelous	harika	surprise	0.500
heroic	kahraman	surprise	0.500
remarkable	dikkat çekici	surprise	0.500
fainting	bayılma	surprise	0.500
slayer	katil	surprise	0.500
erotic	erotik	surprise	0.500
enliven	canlandırmak	surprise	0.500
alertness	uyanıklık	surprise	0.500
misbehavior	terbiyesizlik	surprise	0.500
embarrassment	sıkıntı	surprise	0.500
diversion	saptırma	surprise	0.500
unutterable	tarifsiz	surprise	0.492
nab	yakalamak	surprise	0.492
camouflage	kamuflaj	surprise	0.492
trump	koz	surprise	0.492
decoy	yem	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	kuruntu	surprise	0.492
infarct	enfarktüs	surprise	0.492
birthday	doğum günü	surprise	0.492
greatness	büyüklük	surprise	0.492
zeal	heves	surprise	0.484
prick	dikmek	surprise	0.484
magician	büyücü	surprise	0.484
underestimate	Azımsamak	surprise	0.484
horde	kalabalık	surprise	0.484
fanfare	tantana	surprise	0.484
inexpressible	ifade edilemez	surprise	0.484
daemon	şeytan	surprise	0.484
variable	değişken	surprise	0.484
curiosity	merak	surprise	0.484
gawk	ahmak	surprise	0.477
unguarded	korumasız	surprise	0.477
chicane	şike	surprise	0.477
fortune	servet	surprise	0.477
sneeze	hapşırma	surprise	0.477
illumination	aydınlatma	surprise	0.477
incident	olay	surprise	0.477
dreadfully	korkunç	surprise	0.477
strange	garip	surprise	0.477
subversive	yıkıcı	surprise	0.477
reversal	tersine çevirme	surprise	0.469
prowl	kolaçan etmek	surprise	0.469
rapid	hızlı	surprise	0.469
leery	temkinli	surprise	0.469
wizard	sihirbaz	surprise	0.469
coincidence	tesadüf	surprise	0.461
hilarious	neşeli	surprise	0.461
divergent	ıraksak	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	mola	surprise	0.461
slip	kayma	surprise	0.461
wonderful	olağanüstü	surprise	0.453
hoax	şaka	surprise	0.453
winning	kazanan	surprise	0.453
overestimate	abartma	surprise	0.453
confession	itiraf	surprise	0.453
ordeal	çile	surprise	0.453
evanescence	silinme	surprise	0.453
merriment	neşe	surprise	0.453
raffle	çekiliş	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	kahkaha	surprise	0.445
enthusiast	hayran	surprise	0.445
splendid	görkemli	surprise	0.445
feat	ustalık	surprise	0.445
perchance	belki	surprise	0.445
excel	excel	surprise	0.445
gambling	kumar	surprise	0.445
unintentional	kasıtsız	surprise	0.438
brighten	aydınlatmak	surprise	0.438
changeable	değiştirilebilir	surprise	0.438
rapt	mest	surprise	0.438
unique	benzersiz	surprise	0.438
splendor	görkem	surprise	0.438
senseless	anlamsız	surprise	0.438
gift	hediye	surprise	0.430
fascination	çekicilik	surprise	0.430
trepidation	dehşet	surprise	0.430
stealthy	gizli	surprise	0.430
fiesta	şenlik	surprise	0.430
delighted	memnun olmak	surprise	0.430
lawsuit	dava	surprise	0.430
intrigue	entrika	surprise	0.430
quicksilver	civa	surprise	0.422
originality	özgünlük	surprise	0.422
riddle	bilmece	surprise	0.422
judgment	yargı	surprise	0.422
enchant	büyülemek	surprise	0.422
stealth	gizlilik	surprise	0.422
veracity	gerçeklik	surprise	0.414
elusive	yakalanması zor	surprise	0.414
perjury	yalancı şahitlik	surprise	0.414
spirits	alkollü içkiler	surprise	0.414
liberation	kurtuluş	surprise	0.414
illegitimate	gayri meşru	surprise	0.414
syncope	senkop	surprise	0.414
experiment	deney	surprise	0.414
gambler	kumarbaz	surprise	0.406
eager	istekli	surprise	0.406
inspired	yaratıcı	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	alkış	surprise	0.406
allure	cazibe	surprise	0.406
parade	geçit töreni	surprise	0.406
princely	soylu	surprise	0.398
divorce	boşanma	surprise	0.398
guess	tahmin	surprise	0.398
burlesque	vodvil	surprise	0.398
secrecy	gizlilik	surprise	0.398
aspiration	özlem	surprise	0.391
peri	peri	surprise	0.391
cheerful	neşeli	surprise	0.391
hermaphrodite	hermafrodit	surprise	0.391
supremacy	üstünlük	surprise	0.391
incontinence	inkontinans	surprise	0.391
inheritance	miras	surprise	0.383
score	Gol	surprise	0.383
lose	kaybetmek	surprise	0.383
crowning	parlak	surprise	0.383
buck	dolar	surprise	0.383
praiseworthy	övülmeye değer	surprise	0.383
cadaver	kadavra	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	yudum	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	oynak	surprise	0.375
mystic	mistik	surprise	0.375
succeed	başarılı olmak	surprise	0.375
advance	ilerlemek	surprise	0.375
sparkle	pırıltı	surprise	0.367
hope	umut	surprise	0.367
joker	joker	surprise	0.367
sensual	şehvetli	surprise	0.367
excavation	kazı	surprise	0.367
feeling	duygu	surprise	0.359
entertainment	eğlence	surprise	0.359
clown	palyaço	surprise	0.352
newcomer	yeni gelen	surprise	0.352
modify	değiştirmek	surprise	0.352
award	ödül	surprise	0.352
blessings	nimetler	surprise	0.352
postponement	erteleme	surprise	0.352
obit	Ölüm ilanlarını	surprise	0.352
celebrity	şöhret	surprise	0.344
hero	kahraman	surprise	0.344
start	başla	surprise	0.344
wonderfully	harika	surprise	0.344
highest	en yüksek	surprise	0.344
proficiency	yeterlik	surprise	0.344
glorify	övmek	surprise	0.344
unbeaten	dövülmemiş	surprise	0.336
memorable	unutulmaz	surprise	0.336
sanctify	kutsallaştırmak	surprise	0.336
rekindle	alevlendirmek	surprise	0.336
optimism	iyimserlik	surprise	0.336
warned	uyarısında	surprise	0.336
prodigious	müthiş	surprise	0.336
dissolution	çözünme	surprise	0.336
grin	sırıtış	surprise	0.336
admiration	hayranlık	surprise	0.328
hypertrophy	hipertrofi	surprise	0.328
present	mevcut	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	melek	surprise	0.320
examination	sınav	surprise	0.320
catch	yakalamak	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flört	surprise	0.312
puma	puma	surprise	0.312
liberty	özgürlük	surprise	0.312
kiss	öpücük	surprise	0.312
embrace	kucaklamak	surprise	0.312
occasional	nadiren	surprise	0.312
treat	tedavi etmek	surprise	0.312
saint	aziz	surprise	0.312
scrimmage	hücum	surprise	0.312
dismissal	işten çıkarma	surprise	0.312
perfection	mükemmellik	surprise	0.305
generosity	cömertlik	surprise	0.305
gratify	sevindirmek	surprise	0.305
saintly	aziz	surprise	0.305
sally	çıkış hareketi	surprise	0.305
polarity	polarite	surprise	0.297
finally	en sonunda	surprise	0.297
differently	farklı olarak	surprise	0.297
palpable	somut	surprise	0.297
warn	uyarmak	surprise	0.297
ceremony	tören	surprise	0.297
larger	daha büyük	surprise	0.297
favorable	olumlu	surprise	0.297
romance	romantik	surprise	0.289
medal	madalya	surprise	0.289
inviting	çekici	surprise	0.289
greeting	selamlama	surprise	0.289
candid	samimi	surprise	0.281
resignation	istifa	surprise	0.281
trip	gezi	surprise	0.281
accolade	rabıta	surprise	0.281
labor	emek	surprise	0.281
stare	bakıyorum	surprise	0.273
glimmer	hafif ışık	surprise	0.266
invite	Davet et	surprise	0.266
somatic	bedensel	surprise	0.266
admire	beğenmek	surprise	0.266
immerse	batırmak	surprise	0.266
festival	Festival	surprise	0.266
mimicry	taklitçilik	surprise	0.266
compensate	karşılamak	surprise	0.266
insolvency	iflas	surprise	0.266
playful	şakacı	surprise	0.266
complement	Tamamlayıcı	surprise	0.258
receiving	kabul	surprise	0.258
hypothesis	hipotez	surprise	0.258
laugh	gülmek	surprise	0.258
chuckle	kıkırdama	surprise	0.258
honeymoon	balayı	surprise	0.250
marry	evlenmek	surprise	0.242
independence	bağımsızlık	surprise	0.242
opera	opera	surprise	0.242
pleasant	hoş	surprise	0.242
rhythmical	ritmik	surprise	0.234
assessment	değerlendirme	surprise	0.234
hopeful	umutlu	surprise	0.234
trophy	ganimet	surprise	0.234
holiness	kutsallık	surprise	0.234
chant	ilahi	surprise	0.234
leave	ayrılmak	surprise	0.234
procession	alay	surprise	0.227
placard	afiş	surprise	0.227
deal	anlaştık mı	surprise	0.227
cherish	beslemek	surprise	0.219
good	iyi	surprise	0.219
shopping	alışveriş yapmak	surprise	0.219
musical	müzikal	surprise	0.219
shell	kabuk	surprise	0.211
dawn	şafak	surprise	0.211
simplify	basitleştirmek	surprise	0.211
purity	saflık	surprise	0.203
nullify	geçersiz kılmak	surprise	0.203
money	para	surprise	0.203
sweet	tatlı	surprise	0.203
morals	töre	surprise	0.203
synchronize	senkronize etmek	surprise	0.195
preservative	koruyucu	surprise	0.195
humanitarian	insancıl	surprise	0.195
unfulfilled	yerine getirilmemiş	surprise	0.195
precious	değerli	surprise	0.195
obliging	yardımsever	surprise	0.188
singularly	tekil	surprise	0.188
foresee	önceden görmek	surprise	0.180
pray	dua etmek	surprise	0.180
graduation	mezuniyet	surprise	0.180
lovely	güzel	surprise	0.180
sun	Güneş	surprise	0.172
art	Sanat	surprise	0.172
mouth	ağız	surprise	0.172
youth	gençlik	surprise	0.172
thirst	susuzluk	surprise	0.172
young	genç	surprise	0.164
goodness	iyilik	surprise	0.164
overdue	vadesi geçmiş	surprise	0.156
visor	güneşlik	surprise	0.156
practiced	uygulanan	surprise	0.156
latent	gizli	surprise	0.156
loyal	sadık	surprise	0.148
expect	beklemek	surprise	0.148
destination	hedef	surprise	0.148
wireless	kablosuz	surprise	0.148
quote	alıntı	surprise	0.141
slush	sulu kar	surprise	0.141
infant	bebek	surprise	0.141
cream	krem	surprise	0.141
playground	oyun alanı	surprise	0.133
organization	organizasyon	surprise	0.125
teach	öğretmek	surprise	0.125
vote	oy	surprise	0.125
smile	gülümseme	surprise	0.117
weight	ağırlık	surprise	0.117
dolphin	Yunus	surprise	0.117
sisterhood	kardeşlik	surprise	0.109
cable	kablo	surprise	0.109
sunny	güneşli	surprise	0.102
steady	istikrarlı	surprise	0.094
leisure	boş	surprise	0.086
peaceful	huzurlu	surprise	0.086
spa	spa	surprise	0.086
tree	ağaç	surprise	0.078
picnic	piknik	surprise	0.078
worm	solucan	surprise	0.055
truthfulness	doğruluk	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	güvenilir	trust	0.867
honest	dürüst	trust	0.844
honesty	dürüstlük	trust	0.844
honor	Onur	trust	0.844
truth	hakikat	trust	0.844
truthful	doğru sözlü	trust	0.836
trusting	güvenen	trust	0.836
brotherhood	kardeşlik	trust	0.820
entrust	emanet etmek	trust	0.812
committed	taahhüt	trust	0.805
integrity	bütünlük	trust	0.805
loyalty	bağlılık	trust	0.805
honorable	onurlu	trust	0.805
credibility	güvenilirlik	trust	0.805
trust	güven	trust	0.805
faithful	sadık	trust	0.797
sincere	samimi	trust	0.797
responsible	sorumluluk sahibi	trust	0.789
partnership	ortaklık	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	bilgelik	trust	0.789
oath	yemin	trust	0.781
verification	doğrulama	trust	0.781
vow	yemin	trust	0.781
cooperative	kooperatif	trust	0.781
respectable	saygın	trust	0.773
credible	inandırıcı	trust	0.773
hero	kahraman	trust	0.773
sisterhood	kardeşlik	trust	0.773
promise	söz vermek	trust	0.773
verified	doğrulanmış	trust	0.773
qualified	nitelikli	trust	0.766
respected	itibarlı	trust	0.766
authentication	kimlik doğrulama	trust	0.766
compassion	merhamet	trust	0.759
reputable	saygın	trust	0.758
safekeeping	saklanma	trust	0.758
reliability	güvenilirlik	trust	0.758
moral	manevi	trust	0.758
love	Aşk	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	onay	trust	0.758
stable	kararlı	trust	0.750
friend	arkadaş	trust	0.750
genuine	hakiki	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	yetki	trust	0.750
loyal	sadık	trust	0.750
ally	müttefik	trust	0.750
safeguard	korumak	trust	0.750
companion	Arkadaş	trust	0.750
advised	tavsiye	trust	0.750
authentic	otantik	trust	0.750
respect	saygı	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	özgürlük	trust	0.742
proven	kanıtlanmış	trust	0.742
respects	saygılar	trust	0.742
faith	inanç	trust	0.742
wholesome	sağlıklı	trust	0.742
heartfelt	yürekten	trust	0.734
unification	birleşme	trust	0.734
protecting	koruyucu	trust	0.734
reassurance	güvence	trust	0.734
admirable	takdire değer	trust	0.734
trustee	yediemin	trust	0.734
supporter	destek	trust	0.734
confirmation	Onayla	trust	0.734
respectful	saygılı	trust	0.734
alliance	ittifak	trust	0.727
equality	eşitlik	trust	0.727
friendship	dostluk	trust	0.727
agreement	anlaşma	trust	0.727
fact	gerçek	trust	0.727
confident	kendine güvenen	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	inanan	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	mükemmellik	trust	0.727
credential	Kimlik	trust	0.727
closeness	yakınlık	trust	0.719
authenticate	kimlik doğrulaması	trust	0.719
intelligence	zeka	trust	0.719
virtue	Erdem	trust	0.719
honored	şerefli	trust	0.719
virtuous	erdemli	trust	0.719
kindred	akraba	trust	0.719
charitable	hayırsever	trust	0.711
dedication	ithaf	trust	0.711
guarantee	garanti	trust	0.711
cooperation	işbirliği	trust	0.711
creditable	beğenilen	trust	0.711
consistency	tutarlılık	trust	0.711
allegiance	bağlılık	trust	0.711
cooperating	işbirliği	trust	0.711
straightforward	basit	trust	0.711
determination	belirleme	trust	0.711
justice	adalet	trust	0.711
sanctuary	barınak	trust	0.703
nurture	beslemek	trust	0.703
innocent	masum	trust	0.703
admire	beğenmek	trust	0.703
assurance	güvence	trust	0.703
morality	ahlâk	trust	0.703
prepared	hazırlanmış	trust	0.703
friendliness	dostluk	trust	0.703
reliable	dürüst	trust	0.703
mentor	akıl hocası	trust	0.703
guardianship	vasilik	trust	0.703
fulfilled	yerine	trust	0.703
reverence	hürmet	trust	0.703
proof	kanıt	trust	0.703
admiration	hayranlık	trust	0.703
mother	anne	trust	0.703
protected	korumalı	trust	0.703
motherhood	annelik	trust	0.703
marriage	evlilik	trust	0.695
skillful	becerikli	trust	0.695
indestructible	yok edilemez	trust	0.695
guardian	Gardiyan	trust	0.695
accountable	sorumlu	trust	0.695
courage	cesaret	trust	0.695
bodyguard	muhafız	trust	0.695
agreeable	hoş	trust	0.695
scientist	Bilim insanı	trust	0.695
allied	müttefik	trust	0.695
compassionate	merhametli	trust	0.695
humanitarian	insancıl	trust	0.695
approving	onaylayan	trust	0.695
united	birleşmiş	trust	0.695
pact	pakt	trust	0.695
certified	onaylı	trust	0.695
morals	töre	trust	0.695
esteem	saygı	trust	0.688
secure	güvenli	trust	0.688
perfection	mükemmellik	trust	0.688
guidance	rehberlik	trust	0.688
competent	yetkili	trust	0.688
authenticity	otantiklik	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	mazur görülebilir	trust	0.688
humanity	insanlık	trust	0.688
solidity	katılık	trust	0.688
adviser	danışman	trust	0.688
pledge	rehin	trust	0.688
believed	inanılır	trust	0.688
understanding	anlayış	trust	0.688
monogamy	tekeşlilik	trust	0.688
expertise	Uzmanlık	trust	0.680
diplomatic	diplomatik	trust	0.680
confidential	gizli	trust	0.680
hope	umut	trust	0.680
protector	koruyucu	trust	0.680
agreeing	kabul	trust	0.680
diligence	çalışkanlık	trust	0.680
official	resmi	trust	0.680
affirm	onaylamak	trust	0.680
indivisible	bölünmez	trust	0.680
grandfather	Büyük baba	trust	0.680
humble	mütevazi	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	savunma	trust	0.680
elders	yaşlılar	trust	0.680
goodness	iyilik	trust	0.680
commendable	övgüye değer	trust	0.680
inspire	ilham vermek	trust	0.680
approve	onaylamak	trust	0.680
confide	güvenmek	trust	0.680
professional	profesyonel	trust	0.680
familiarity	aşinalık	trust	0.680
leader	lider	trust	0.680
confirmed	onaylı	trust	0.680
acceptance	kabul	trust	0.680
benevolence	yardımseverlik	trust	0.672
dignity	haysiyet	trust	0.672
harmoniously	uyum	trust	0.672
mastery	ustalık	trust	0.672
unwavering	sarsılmaz	trust	0.672
accredited	resmen tanınmış	trust	0.672
healing	şifa	trust	0.672
encyclopedia	ansiklopedi	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	kutsallaştırmak	trust	0.672
cohesive	yapışkan	trust	0.672
covenant	antlaşma	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	kusursuz	trust	0.672
safe	kasa	trust	0.672
intelligent	akıllı	trust	0.672
merit	hak	trust	0.664
impeccable	kusursuz	trust	0.664
affirmatively	onaylayarak	trust	0.664
spiritual	manevi	trust	0.664
advocate	savunucu	trust	0.664
team	takım	trust	0.664
heroic	kahraman	trust	0.664
communicate	iletişim kurmak	trust	0.664
disciple	mürit	trust	0.664
expert	uzman	trust	0.664
proficient	Yetkin	trust	0.664
specialist	uzman	trust	0.664
ambassador	büyükelçi	trust	0.664
accept	kabul etmek	trust	0.664
attestation	tasdik	trust	0.664
supporting	destekleyici	trust	0.664
reliance	güven	trust	0.664
authority	yetki	trust	0.664
accountability	Hesap verebilirlik	trust	0.664
guidebook	rehber kitap	trust	0.664
fulfillment	yerine getirme	trust	0.664
strengthening	güçlendirme	trust	0.661
familiar	tanıdık	trust	0.656
facts	Gerçekler	trust	0.656
achieve	başarmak	trust	0.656
warranty	garanti	trust	0.656
structure	yapı	trust	0.656
steadfast	kararlı	trust	0.656
favorable	olumlu	trust	0.656
counsel	avukat	trust	0.656
relationship	ilişki	trust	0.656
scientific	ilmi	trust	0.656
gentleman	beyefendi	trust	0.656
strength	kuvvet	trust	0.656
elder	yaşça büyük	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	kutsallık	trust	0.656
excellent	mükemmel	trust	0.656
proficiency	yeterlik	trust	0.656
constancy	sabitlik	trust	0.656
defended	savundu	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	güvenmek	trust	0.648
heroism	kahramanlık	trust	0.648
peaceful	huzurlu	trust	0.648
competency	yeterlik	trust	0.648
assuredly	kesinlikle	trust	0.648
brother	erkek kardeş	trust	0.648
counselor	danışman	trust	0.648
successful	başarılı	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	koruyucu	trust	0.648
saint	aziz	trust	0.648
harmony	armoni	trust	0.648
matrimony	evlilik	trust	0.648
noble	asil	trust	0.648
inspiration	ilham	trust	0.648
academic	akademik	trust	0.648
assist	yardım	trust	0.648
agreed	kabul	trust	0.648
uphold	sürdürmek	trust	0.648
comrade	yoldaş	trust	0.648
lovable	sevimli	trust	0.648
advisable	uygun	trust	0.648
solidarity	Dayanışma	trust	0.648
worthy	layık	trust	0.643
durability	dayanıklılık	trust	0.641
coexist	arada	trust	0.641
assure	sağlamak	trust	0.641
establish	kurmak	trust	0.641
benefactor	hayırsever	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	önemli	trust	0.641
loving	seven	trust	0.641
teacher	öğretmen	trust	0.641
judiciary	yargıçlar	trust	0.641
conscientious	vicdanlı	trust	0.641
confidence	güven	trust	0.641
lawful	yasal	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	rütbesi	trust	0.641
champion	şampiyon	trust	0.641
unity	birlik	trust	0.641
legal	yasal	trust	0.641
kind	tür	trust	0.641
credence	itimat	trust	0.641
real	gerçek	trust	0.641
doctor	doktor	trust	0.641
intimate	samimi	trust	0.634
hopeful	umutlu	trust	0.633
fortitude	metanet	trust	0.633
physician	doktor	trust	0.633
brotherly	kardeşçe	trust	0.633
aspiration	özlem	trust	0.633
convincing	inandırıcı	trust	0.633
sanctification	kutsama	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	saygı	trust	0.633
courageous	cesur	trust	0.633
soundness	sağlamlık	trust	0.633
legitimacy	meşruluk	trust	0.633
endorse	desteklemek	trust	0.633
fidelity	doğruluk	trust	0.633
bless	kutsamak	trust	0.633
judicial	adli	trust	0.633
important	önemli	trust	0.633
saintly	aziz	trust	0.633
conscience	vicdan	trust	0.633
therapeutic	tedavi edici	trust	0.633
authorize	yetki vermek	trust	0.633
devotional	dindar	trust	0.633
practiced	uygulanan	trust	0.633
backbone	omurga	trust	0.633
approved	onaylı	trust	0.633
evident	belirgin	trust	0.625
encourage	teşvik etmek	trust	0.625
caretaker	bekçi	trust	0.625
regard	saygı	trust	0.625
angel	melek	trust	0.625
engaged	nişanlı	trust	0.625
blessing	nimet	trust	0.625
professorship	profesörlük	trust	0.625
majestic	görkemli	trust	0.625
communication	iletişim	trust	0.625
purify	arındırmak	trust	0.625
authorization	yetki	trust	0.625
wonderful	olağanüstü	trust	0.625
achievement	başarı	trust	0.625
fireman	itfaiyeci	trust	0.625
certify	onaylamak	trust	0.625
civilized	uygar	trust	0.625
profound	derin	trust	0.625
accurate	doğru	trust	0.625
assured	emin	trust	0.625
positivity	pozitiflik	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	iyi	trust	0.617
absolution	günahların bağışlanması	trust	0.617
commend	övmek	trust	0.617
cherish	beslemek	trust	0.617
fundamental	temel	trust	0.617
advice	tavsiye	trust	0.617
objective	amaç	trust	0.617
optimism	iyimserlik	trust	0.617
testament	ahit	trust	0.617
qualities	nitelikleri	trust	0.617
haven	sığınak	trust	0.617
heroine	kahraman	trust	0.617
constantly	sürekli	trust	0.617
appreciation	takdir	trust	0.617
triumphant	muzaffer	trust	0.617
accord	anlaşma	trust	0.617
reassure	güvence vermek	trust	0.617
truce	ateşkes	trust	0.617
thoughtful	düşünceli	trust	0.617
teach	öğretmek	trust	0.617
god	Allah	trust	0.617
corroborate	doğrulamak	trust	0.617
believer	inançlı	trust	0.617
unimpeachable	suçlanamaz	trust	0.617
surety	kefil	trust	0.617
attentive	özenli	trust	0.617
gospel	İncil	trust	0.617
bedrock	sarsılmaz	trust	0.617
approvement	Güvence	trust	0.617
planning	planlama	trust	0.617
rational	akılcı	trust	0.617
passionate	tutkulu	trust	0.617
happy	mutlu	trust	0.609
babysitter	çocuk bakıcısı	trust	0.609
brilliant	parlak	trust	0.609
praise	övgü	trust	0.609
definitive	kesin	trust	0.609
considerate	düşünceli	trust	0.609
patron	patron	trust	0.609
scripture	yazı	trust	0.609
heal	iyileşmek	trust	0.609
praiseworthy	övülmeye değer	trust	0.609
steward	kamarot	trust	0.609
awareness	farkında olma	trust	0.609
officer	subay	trust	0.609
purification	arıtma	trust	0.609
excel	excel	trust	0.609
civilization	medeniyet	trust	0.609
liking	sevme	trust	0.609
comfort	konfor	trust	0.609
magnificence	görkem	trust	0.609
notary	noter	trust	0.609
progression	ilerleme	trust	0.609
mediator	arabulucu	trust	0.609
blessings	nimetler	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	tavsiye etmek	trust	0.609
brave	cesur	trust	0.602
experienced	deneyimli	trust	0.602
steady	istikrarlı	trust	0.602
enlightenment	aydınlatma	trust	0.602
brighten	aydınlatmak	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	yerine getirmek	trust	0.602
witness	tanık	trust	0.602
humility	tevazu	trust	0.602
sympathetic	sempatik	trust	0.602
helpful	faydalı	trust	0.602
symmetry	simetri	trust	0.602
unquestionable	sorgulanamaz	trust	0.602
peace	Barış	trust	0.602
transcendence	deneyüstülük	trust	0.602
serenity	huzur	trust	0.602
embrace	kucaklamak	trust	0.602
inspired	yaratıcı	trust	0.602
mainstay	dayanak noktası	trust	0.602
unconditional	koşulsuz	trust	0.602
guarded	korunan	trust	0.602
identify	belirlemek	trust	0.602
marry	evlenmek	trust	0.594
grant	hibe	trust	0.594
depend	bağımlı	trust	0.594
complimentary	ücretsiz	trust	0.594
spouse	eş	trust	0.594
tranquility	huzur	trust	0.594
vigilant	uyanık	trust	0.594
ministry	bakanlık	trust	0.594
fairly	oldukça	trust	0.594
philanthropic	hayırsever	trust	0.594
openly	açıkça	trust	0.594
generous	cömert	trust	0.594
strengthen	güçlendirmek	trust	0.594
gratitude	Şükran	trust	0.594
befriend	arkadaş olmak	trust	0.594
substantiate	kanıtlamak	trust	0.594
praised	övdü	trust	0.594
admiral	amiral	trust	0.594
regent	naip	trust	0.594
sage	adaçayı	trust	0.594
assessment	değerlendirme	trust	0.594
enlighten	aydınlatmak	trust	0.594
eminence	itibar	trust	0.594
commendation	övgü	trust	0.594
efficient	verimli	trust	0.594
nurse	hemşire	trust	0.594
visionary	düşsel	trust	0.594
generosity	cömertlik	trust	0.594
vigilance	uyanıklık	trust	0.594
endowment	bağış	trust	0.594
council	konsey	trust	0.594
sweetheart	bir tanem	trust	0.589
attest	kanıtlamak	trust	0.586
prestige	prestij	trust	0.586
serene	sakin	trust	0.586
unfailing	yanılmaz	trust	0.586
testimony	tanıklık	trust	0.586
checklist	kontrol listesi	trust	0.586
inheritance	miras	trust	0.586
monk	keşiş	trust	0.586
godly	dindar	trust	0.586
compliance	uyma	trust	0.586
rooted	köklü	trust	0.586
constitutional	anayasal	trust	0.586
conservation	koruma	trust	0.586
bylaw	iç tüzük	trust	0.586
helper	yardımcı	trust	0.586
joyful	neşeli	trust	0.586
collectively	toplu olarak	trust	0.586
meritorious	değerli	trust	0.586
acclaim	alkış	trust	0.586
diplomacy	diplomasi	trust	0.586
educational	eğitici	trust	0.586
husbandry	çiftçilik	trust	0.586
share	pay	trust	0.586
enjoying	keyfi	trust	0.586
firmness	sıkılık	trust	0.586
convince	ikna etmek	trust	0.586
designation	tayin	trust	0.586
tribe	kabile	trust	0.586
victory	zafer	trust	0.586
magnificent	muhteşem	trust	0.586
lovely	güzel	trust	0.586
seniority	kıdem	trust	0.586
angelic	melek gibi	trust	0.586
ambition	hırs	trust	0.586
father	baba	trust	0.586
mate	Dostum	trust	0.586
sobriety	itidal	trust	0.586
revere	tapmak	trust	0.586
delegate	temsilci	trust	0.586
navigator	denizci	trust	0.578
watchdog	bekçi köpeği	trust	0.578
obey	itaat etmek	trust	0.578
cheerfulness	neşe	trust	0.578
inviting	çekici	trust	0.578
judge	hakim	trust	0.578
irrefutable	reddedilemez	trust	0.578
philanthropist	hayırsever	trust	0.578
careful	dikkatli	trust	0.578
communion	cemaat	trust	0.578
coexisting	eşlik eden	trust	0.578
impartiality	tarafsızlık	trust	0.578
unquestioned	sorgulanmamış	trust	0.578
upright	dik	trust	0.578
authoritative	yetkili	trust	0.578
structural	yapısal	trust	0.578
convinced	ikna olmuş	trust	0.578
smile	gülümseme	trust	0.578
commandant	kumandan	trust	0.578
dutiful	saygılı	trust	0.578
shelter	barınak	trust	0.578
revival	canlanma	trust	0.578
professor	profesör	trust	0.578
adore	tapmak	trust	0.578
legalized	yasallaşması	trust	0.578
punctual	dakik	trust	0.570
counsellor	danışman	trust	0.570
