word	Hmong-hmn	emotion	emotion-intensity-score
chant	chant	surprise	0.234
leave	tawm	surprise	0.234
procession	kev sib ntsib	surprise	0.227
placard	npav	surprise	0.227
deal	deal	surprise	0.227
cherish	hlub	surprise	0.219
good	zoo	surprise	0.219
shopping	khw	surprise	0.219
musical	suab paj nruas	surprise	0.219
shell	plhaub	surprise	0.211
dawn	kaj ntug	surprise	0.211
simplify	simplify	surprise	0.211
purity	purity	surprise	0.203
nullify	nullify	surprise	0.203
money	nyiaj	surprise	0.203
sweet	qab zib	surprise	0.203
morals	kev coj dawb huv	surprise	0.203
synchronize	synchronize	surprise	0.195
preservative	preservative	surprise	0.195
humanitarian	humanitarian	surprise	0.195
unfulfilled	unfulfilled	surprise	0.195
precious	precious	surprise	0.195
obliging	yuam kev	surprise	0.188
singularly	singularly	surprise	0.188
foresee	foresee	surprise	0.180
pray	thov Vajtswv	surprise	0.180
graduation	kawm tiav	surprise	0.180
lovely	ntxim hlub	surprise	0.180
sun	hnub ci	surprise	0.172
art	kos duab	surprise	0.172
mouth	qhov ncauj	surprise	0.172
youth	cov hluas	surprise	0.172
thirst	nqhis dej	surprise	0.172
young	cov tub ntxhais hluas	surprise	0.164
goodness	zoo	surprise	0.164
overdue	dhau sijhawm	surprise	0.156
visor	visor	surprise	0.156
practiced	xyaum ua	surprise	0.156
latent	latent	surprise	0.156
loyal	loyal	surprise	0.148
expect	cia siab tias	surprise	0.148
destination	destination	surprise	0.148
wireless	wireless	surprise	0.148
quote	tsocai	surprise	0.141
slush	txhuam	surprise	0.141
infant	me nyuam mos	surprise	0.141
cream	cream	surprise	0.141
playground	chaw ua si	surprise	0.133
organization	koom haum	surprise	0.125
teach	qhia	surprise	0.125
vote	pov npav	surprise	0.125
smile	luag nyav	surprise	0.117
weight	yuag	surprise	0.117
dolphin	ntses taub ntses	surprise	0.117
sisterhood	viv ncaus	surprise	0.109
cable	cable	surprise	0.109
sunny	tshav ntuj	surprise	0.102
steady	khov kho	surprise	0.094
leisure	leisure	surprise	0.086
peaceful	tiaj tus	surprise	0.086
spa	spa	surprise	0.086
tree	tsob ntoo	surprise	0.078
picnic	noj mov	surprise	0.078
worm	cab	surprise	0.055
truthfulness	truthfulness	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	trustworthy	trust	0.867
honest	ncaj ncees	trust	0.844
honesty	ncaj ncees	trust	0.844
honor	hwm	trust	0.844
truth	qhov tseeb	trust	0.844
truthful	tseeb	trust	0.836
trusting	kev ntseeg	trust	0.836
brotherhood	kwv tij neej tsa	trust	0.820
entrust	tso siab	trust	0.812
committed	cog lus	trust	0.805
integrity	ntseeg siab	trust	0.805
loyalty	kev ncaj ncees	trust	0.805
honorable	honorable	trust	0.805
credibility	kev ntseeg siab	trust	0.805
trust	ntseeg	trust	0.805
faithful	ncaj ncees	trust	0.797
sincere	sincere	trust	0.797
responsible	lub luag haujlwm	trust	0.789
partnership	koom tes	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	txawj ntse	trust	0.789
oath	oath	trust	0.781
verification	kuaj xyuas	trust	0.781
vow	cog lus	trust	0.781
cooperative	koom tes	trust	0.781
respectable	respectable	trust	0.773
credible	credible	trust	0.773
hero	hero	trust	0.773
sisterhood	viv ncaus	trust	0.773
promise	cog lus	trust	0.773
verified	xyuas tau tseeb	trust	0.773
qualified	tsim nyog	trust	0.766
respected	hwm	trust	0.766
authentication	authentication	trust	0.766
compassion	kev khuv leej	trust	0.759
reputable	reputable	trust	0.758
safekeeping	khaws cia	trust	0.758
reliability	kev ntseeg tau	trust	0.758
moral	kev ncaj ncees	trust	0.758
love	hlub	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	kev pom zoo	trust	0.758
stable	ruaj khov	trust	0.750
friend	phooj ywg	trust	0.750
genuine	txoj	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kev txawj ntse	trust	0.750
loyal	loyal	trust	0.750
ally	phooj ywg	trust	0.750
safeguard	kev tiv thaiv	trust	0.750
companion	tus khub	trust	0.750
advised	qhia	trust	0.750
authentic	qhabnias	trust	0.750
respect	hwm	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	txoj kev ywj pheej	trust	0.742
proven	qhov tseeb	trust	0.742
respects	respects	trust	0.742
faith	txoj kev ntseeg	trust	0.742
wholesome	noj qab haus huv	trust	0.742
heartfelt	heartfelt	trust	0.734
unification	unification	trust	0.734
protecting	tiv thaiv	trust	0.734
reassurance	kev cia siab	trust	0.734
admirable	qhuas	trust	0.734
trustee	tus neeg sawv cev	trust	0.734
supporter	tus txhawb nqa	trust	0.734
confirmation	kev pom zoo	trust	0.734
respectful	sib fwm	trust	0.734
alliance	kev sib haum xeeb	trust	0.727
equality	sib luag	trust	0.727
friendship	phooj ywg	trust	0.727
agreement	kev pom zoo	trust	0.727
fact	qhov tseeb	trust	0.727
confident	ntseeg siab	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	ntseeg	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	zoo tshaj plaws	trust	0.727
credential	daim ntawv pov thawj	trust	0.727
closeness	kev txi	trust	0.719
authenticate	ua pov thawj	trust	0.719
intelligence	txawj ntse	trust	0.719
virtue	virtue	trust	0.719
honored	honored	trust	0.719
virtuous	virtuous	trust	0.719
kindred	tsev neeg	trust	0.719
charitable	charitable	trust	0.711
dedication	ua ke	trust	0.711
guarantee	lav	trust	0.711
cooperation	kev koom tes	trust	0.711
creditable	creditable	trust	0.711
consistency	taub hau	trust	0.711
allegiance	allegiance	trust	0.711
cooperating	koom tes	trust	0.711
straightforward	ncaj nraim	trust	0.711
determination	kev txiav txim siab	trust	0.711
justice	kev ncaj ncees	trust	0.711
sanctuary	sanctuary	trust	0.703
nurture	nurture	trust	0.703
innocent	♦	trust	0.703
admire	qhuas	trust	0.703
assurance	kev ruaj siab	trust	0.703
morality	kev ncaj ncees	trust	0.703
prepared	npaj	trust	0.703
friendliness	phooj ywg	trust	0.703
reliable	txhim khu kev qha	trust	0.703
mentor	cob qhia	trust	0.703
guardianship	kev saib xyuas	trust	0.703
fulfilled	tiav	trust	0.703
reverence	kev tswm seeb	trust	0.703
proof	pov thawj	trust	0.703
admiration	admiration	trust	0.703
mother	niam	trust	0.703
protected	kev tiv thaiv	trust	0.703
motherhood	niam tsev	trust	0.703
marriage	sib yuav	trust	0.695
skillful	keej	trust	0.695
indestructible	rhuav tshem	trust	0.695
guardian	tus saib xyuas	trust	0.695
accountable	lav ris	trust	0.695
courage	ua siab loj	trust	0.695
bodyguard	bodyguard	trust	0.695
agreeable	pom zoo	trust	0.695
scientist	tus paub txog	trust	0.695
allied	phooj ywg	trust	0.695
compassionate	kev siab hlub	trust	0.695
humanitarian	humanitarian	trust	0.695
approving	pom zoo	trust	0.695
united	koom siab	trust	0.695
pact	sib tuav hauv	trust	0.695
certified	ntawv pov thawj	trust	0.695
morals	kev coj dawb huv	trust	0.695
esteem	hwm	trust	0.688
secure	kev ruaj ntseg	trust	0.688
perfection	perfection	trust	0.688
guidance	kev taw qhia	trust	0.688
competent	muaj peev xwm	trust	0.688
authenticity	authenticity	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	qhov tseeb	trust	0.688
humanity	tib neeg	trust	0.688
solidity	solidity	trust	0.688
adviser	adviser	trust	0.688
pledge	kev cog lus	trust	0.688
believed	ntseeg	trust	0.688
understanding	nkag siab	trust	0.688
monogamy	kev khom nqi	trust	0.688
expertise	kev txawj ntse	trust	0.680
diplomatic	diplomatic	trust	0.680
confidential	tsis pub leej twg paub	trust	0.680
hope	kev cia siab	trust	0.680
protector	tiv thaiv	trust	0.680
agreeing	pom zoo	trust	0.680
diligence	kev mob siab	trust	0.680
official	zaj	trust	0.680
affirm	lees paub	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	yawg	trust	0.680
humble	txo hwj chim	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	kev tawm suab	trust	0.680
elders	txwj laus	trust	0.680
goodness	zoo	trust	0.680
commendable	commendable	trust	0.680
inspire	txhawb nqa	trust	0.680
approve	pom zoo	trust	0.680
confide	sib tham	trust	0.680
professional	kev cob qhia	trust	0.680
familiarity	paub zoo	trust	0.680
leader	tus thawj coj	trust	0.680
confirmed	paub tseeb	trust	0.680
acceptance	kev txaus sab	trust	0.680
benevolence	benevolence	trust	0.672
dignity	meej mom	trust	0.672
harmoniously	sib haum xeeb	trust	0.672
mastery	kev paub	trust	0.672
unwavering	unwavering	trust	0.672
accredited	accredited	trust	0.672
healing	zoo	trust	0.672
encyclopedia	encyclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	dawb huv	trust	0.672
cohesive	cohesive	trust	0.672
covenant	kev khi lus	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	tsis ua txhaum	trust	0.672
safe	muaj kev nyab xeeb	trust	0.672
intelligent	ntse	trust	0.672
merit	zoo	trust	0.664
impeccable	tsis ncaj	trust	0.664
affirmatively	ua ncaj ncees	trust	0.664
spiritual	sab ntsuj plig	trust	0.664
advocate	tus kws lij choj	trust	0.664
team	pab neeg	trust	0.664
heroic	heroic	trust	0.664
communicate	sib txuas lus	trust	0.664
disciple	tug thwjtim	trust	0.664
expert	kws tshaj lij	trust	0.664
proficient	paub zoo	trust	0.664
specialist	tus kws kho mob tshwj xeeb	trust	0.664
ambassador	Ambassador	trust	0.664
accept	txais	trust	0.664
attestation	attestation	trust	0.664
supporting	txhawb nqa	trust	0.664
reliance	kev tso siab	trust	0.664
authority	txoj cai	trust	0.664
accountability	lub luag hauj lwm	trust	0.664
guidebook	phau ntawv qhia	trust	0.664
fulfillment	ua tiav	trust	0.664
strengthening	ntxiv dag zog	trust	0.661
familiar	paub	trust	0.656
facts	tseeb	trust	0.656
achieve	ua tiav	trust	0.656
warranty	warranty	trust	0.656
structure	qauv	trust	0.656
steadfast	khov kho	trust	0.656
favorable	zoo siab	trust	0.656
counsel	lus ntuas	trust	0.656
relationship	kev sib raug zoo	trust	0.656
scientific	scientific	trust	0.656
gentleman	gentleman	trust	0.656
strength	lub zog	trust	0.656
elder	laus	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	kev dawb huv	trust	0.656
excellent	zoo heev	trust	0.656
proficiency	kev paub	trust	0.656
constancy	constancy	trust	0.656
defended	defended	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	vam khom	trust	0.648
heroism	heroism	trust	0.648
peaceful	tiaj tus	trust	0.648
competency	kev txawj ntse	trust	0.648
assuredly	khov kho	trust	0.648
brother	tij laug	trust	0.648
counselor	tus kws pab tswv yim	trust	0.648
successful	kev vam meej	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	kev tiv thaiv	trust	0.648
saint	neeg dawb huv	trust	0.648
harmony	sib haum xeeb	trust	0.648
matrimony	Matrimony	trust	0.648
noble	noble	trust	0.648
inspiration	kev tshoov siab	trust	0.648
academic	kev kawm	trust	0.648
assist	pab	trust	0.648
agreed	pom zoo	trust	0.648
uphold	uphold	trust	0.648
comrade	phooj ywg	trust	0.648
lovable	lovable	trust	0.648
advisable	tawm tswv yim	trust	0.648
solidarity	solidarity	trust	0.648
worthy	tsim nyog	trust	0.643
durability	durability	trust	0.641
coexist	coexist	trust	0.641
assure	paub tseeb	trust	0.641
establish	tsim kom muaj	trust	0.641
benefactor	pabcuam	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	ua	trust	0.641
loving	hlub	trust	0.641
teacher	xib fwb	trust	0.641
judiciary	kev ncaj ncees	trust	0.641
conscientious	conscientious	trust	0.641
confidence	cog qoob loo	trust	0.641
lawful	raws li txoj cai	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	tsa	trust	0.641
champion	tus yeej	trust	0.641
unity	kev sib haum xeeb	trust	0.641
legal	raws li txoj cai	trust	0.641
kind	zoo	trust	0.641
credence	kev ntseeg	trust	0.641
real	tiag	trust	0.641
doctor	tus kws kho mob	trust	0.641
intimate	sib ze	trust	0.634
hopeful	hopeful	trust	0.633
fortitude	txhim tsa	trust	0.633
physician	tus kws kho mob	trust	0.633
brotherly	kwv tij	trust	0.633
aspiration	aspiration	trust	0.633
convincing	txaus ntseeg	trust	0.633
sanctification	dawb huv	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homage	trust	0.633
courageous	ua siab loj	trust	0.633
soundness	soundness	trust	0.633
legitimacy	legitimacy	trust	0.633
endorse	sau ntawv	trust	0.633
fidelity	kev ncaj ncees	trust	0.633
bless	foom koob hmoov	trust	0.633
judicial	kev ncaj ncees	trust	0.633
important	tseem ceeb	trust	0.633
saintly	saintly	trust	0.633
conscience	lub siab	trust	0.633
therapeutic	kev kho mob	trust	0.633
authorize	tso cai	trust	0.633
devotional	kev sib hawm	trust	0.633
practiced	xyaum ua	trust	0.633
backbone	pob txha	trust	0.633
approved	pom zoo	trust	0.633
evident	pom tseeb	trust	0.625
encourage	txhawb nqa	trust	0.625
caretaker	tus saib xyuas	trust	0.625
regard	hais txog	trust	0.625
angel	Angel	trust	0.625
engaged	koom	trust	0.625
blessing	foom koob hmoov	trust	0.625
professorship	xib fwb	trust	0.625
majestic	majestic	trust	0.625
communication	kev sib txuas lus	trust	0.625
purify	ntxuav	trust	0.625
authorization	kev tso cai	trust	0.625
wonderful	zoo	trust	0.625
achievement	kev ua tiav	trust	0.625
fireman	hluav taws kub	trust	0.625
certify	lees paub	trust	0.625
civilized	pej xeem	trust	0.625
profound	laj lim tswv yim	trust	0.625
accurate	yog	trust	0.625
assured	paub zoo	trust	0.625
positivity	positivity	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	zoo	trust	0.617
absolution	tsis nco qab	trust	0.617
commend	qhuas	trust	0.617
cherish	hlub	trust	0.617
fundamental	siv	trust	0.617
advice	tswv yim	trust	0.617
objective	lub hom phiaj	trust	0.617
optimism	kev zoo siab	trust	0.617
testament	testament	trust	0.617
qualities	qualities	trust	0.617
haven	Haven	trust	0.617
heroine	heroine	trust	0.617
constantly	tas li	trust	0.617
appreciation	kev txaus siab	trust	0.617
triumphant	triumphant	trust	0.617
accord	accord	trust	0.617
reassure	txaus siab	trust	0.617
truce	tshaj tawm	trust	0.617
thoughtful	txawj xav	trust	0.617
teach	qhia	trust	0.617
god	Vaj tswv	trust	0.617
corroborate	ua tsis raws cai	trust	0.617
believer	believer	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	kev ruaj ntseg	trust	0.617
attentive	attentive	trust	0.617
gospel	txoj moo zoo	trust	0.617
bedrock	txaj	trust	0.617
approvement	kev pom zoo	trust	0.617
planning	npaj	trust	0.617
rational	meej pem	trust	0.617
passionate	passionate	trust	0.617
happy	zoo siab	trust	0.609
babysitter	tus neeg zov me nyuam	trust	0.609
brilliant	ci ntsa iab	trust	0.609
praise	qhuas	trust	0.609
definitive	tseem ceeb	trust	0.609
considerate	nco ntsoov	trust	0.609
patron	tus thawj coj	trust	0.609
scripture	vaj lug kub	trust	0.609
heal	zoo	trust	0.609
praiseworthy	praiseworthy	trust	0.609
steward	steward	trust	0.609
awareness	kev paub	trust	0.609
officer	tus tub ceev xwm	trust	0.609
purification	huv huv	trust	0.609
excel	excel	trust	0.609
civilization	kev vam meej	trust	0.609
liking	nyiam	trust	0.609
comfort	kev nplij siab	trust	0.609
magnificence	magnificence	trust	0.609
notary	notary	trust	0.609
progression	kev vam meej	trust	0.609
mediator	tus neeg tuaj daws teeb meem	trust	0.609
blessings	cov koob hmoov	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	pom zoo	trust	0.609
brave	siab tawv	trust	0.602
experienced	kev paub	trust	0.602
steady	khov kho	trust	0.602
enlightenment	enlightenment	trust	0.602
brighten	brighten	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	ua tiav	trust	0.602
witness	pov thawj	trust	0.602
humility	kev txo hwj chim	trust	0.602
sympathetic	sympathetic	trust	0.602
helpful	pab tau	trust	0.602
symmetry	symmetry	trust	0.602
unquestionable	unquestionable	trust	0.602
peace	peace	trust	0.602
transcendence	hloov dua siab tshiab	trust	0.602
serenity	serenity	trust	0.602
embrace	khawm	trust	0.602
inspired	tshwm sim	trust	0.602
mainstay	mainstay	trust	0.602
unconditional	tsis muaj cai	trust	0.602
guarded	saib xyuas	trust	0.602
identify	taw qhia	trust	0.602
marry	yuav	trust	0.594
grant	nyiaj pab	trust	0.594
depend	nyob ntawm seb	trust	0.594
complimentary	dawb	trust	0.594
spouse	tus txij nkawm	trust	0.594
tranquility	tranquility	trust	0.594
vigilant	tsev	trust	0.594
ministry	ministry	trust	0.594
fairly	ncaj	trust	0.594
philanthropic	philanthropic	trust	0.594
openly	openly	trust	0.594
generous	dav dav	trust	0.594
strengthen	ntxiv zog	trust	0.594
gratitude	kev ris txiaj	trust	0.594
befriend	befriend	trust	0.594
substantiate	substantiate	trust	0.594
praised	qhuas	trust	0.594
admiral	admiral	trust	0.594
regent	regent	trust	0.594
sage	sage	trust	0.594
assessment	kev ntsuam xyuas	trust	0.594
enlighten	enlighten	trust	0.594
eminence	eminence	trust	0.594
commendation	kev qhuas	trust	0.594
efficient	npaum	trust	0.594
nurse	tus neeg saib mob	trust	0.594
visionary	visionary	trust	0.594
generosity	siab dawb siab zoo	trust	0.594
vigilance	vigilance	trust	0.594
endowment	lub vaj txiaj ntsim	trust	0.594
council	pawg sab laj	trust	0.594
sweetheart	sweetheart	trust	0.589
attest	attest	trust	0.586
prestige	prestige	trust	0.586
serene	huam xeeb	trust	0.586
unfailing	tsis ncav cuag	trust	0.586
testimony	zaj lus tim khawv	trust	0.586
checklist	daim ntawv txheeb xyuas	trust	0.586
inheritance	qub txeeg qub teg	trust	0.586
monk	hauj sam	trust	0.586
godly	godly	trust	0.586
compliance	kev ua raws cai	trust	0.586
rooted	rooted	trust	0.586
constitutional	kev cai lij choj	trust	0.586
conservation	kev txuag	trust	0.586
bylaw	bylaw	trust	0.586
helper	tus neeg pab	trust	0.586
joyful	zoo siab	trust	0.586
collectively	collectively	trust	0.586
meritorious	meritorious	trust	0.586
acclaim	acclaim	trust	0.586
diplomacy	diplomacy	trust	0.586
educational	kev kawm	trust	0.586
husbandry	txiv hmab txiv ntoo	trust	0.586
share	sib qhia	trust	0.586
enjoying	zoo siab	trust	0.586
firmness	ruaj khov	trust	0.586
convince	hais tau	trust	0.586
designation	lub npe	trust	0.586
tribe	pawg neeg	trust	0.586
victory	yeej	trust	0.586
magnificent	zoo kawg li	trust	0.586
lovely	ntxim hlub	trust	0.586
seniority	seniority	trust	0.586
angelic	tub txib	trust	0.586
ambition	ambition	trust	0.586
father	txiv	trust	0.586
mate	phooj ywg	trust	0.586
sobriety	qaug cawv	trust	0.586
revere	Tshaj tawm	trust	0.586
delegate	delegate	trust	0.586
navigator	tus neeg tsav tsheb	trust	0.578
watchdog	watchdog	trust	0.578
obey	mloog lus	trust	0.578
cheerfulness	zoo siab	trust	0.578
inviting	caw	trust	0.578
judge	kws txiav txim plaub	trust	0.578
irrefutable	irrefutable	trust	0.578
philanthropist	philanthropist	trust	0.578
careful	ceev faj	trust	0.578
communion	kev cais	trust	0.578
coexisting	sib koom tes	trust	0.578
impartiality	kev ncaj ncees	trust	0.578
unquestioned	unquestioned	trust	0.578
upright	upright	trust	0.578
authoritative	ntaub ntawv pov thawj	trust	0.578
structural	yam ntxwv	trust	0.578
convinced	ntxias	trust	0.578
smile	luag nyav	trust	0.578
commandant	commandant	trust	0.578
dutiful	dutiful	trust	0.578
shelter	vaj tse	trust	0.578
revival	kev txhawb siab	trust	0.578
professor	xib fwb	trust	0.578
adore	nco txog	trust	0.578
legalized	legalized	trust	0.578
punctual	sijhawm	trust	0.570
counsellor	tus kws pab tswv yim	trust	0.570
complement	txhawb ntxiv	trust	0.570
corroboration	kev cog lus	trust	0.570
immaculate	immaculate	trust	0.570
relative	tus txheeb ze	trust	0.570
apostle	tus tubtxib	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	sib txuas	trust	0.570
insure	insure	trust	0.570
plausible	plausible	trust	0.570
consult	sab laj	trust	0.570
modest	txaj muag	trust	0.570
measured	ntsuas	trust	0.570
pilot	tsav	trust	0.570
collaborator	tus ua haujlwm	trust	0.570
advise	tawm tswv yim	trust	0.570
cuddle	hnyuv	trust	0.570
ordinance	kab ke	trust	0.570
compass	compass	trust	0.570
guide	phau ntawv qhia	trust	0.570
everlasting	mus ib txhis	trust	0.570
adhering	adhering	trust	0.570
determinate	txiav txim siab	trust	0.570
heavenly	saum ntuj ceeb tsheej	trust	0.570
principal	tus thawj xib fwb	trust	0.570
abundance	abundance	trust	0.570
matron	matron	trust	0.570
unequivocal	unequivocal	trust	0.570
volunteers	tuaj pab dawb	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	unquestionably	trust	0.570
pertinent	qhov chaw	trust	0.562
devout	devout	trust	0.562
curable	curable	trust	0.562
insight	kev pom	trust	0.562
congregation	koom txoos	trust	0.562
admit	lees	trust	0.562
pleasant	qab ntxiag	trust	0.562
vigorous	vigorous	trust	0.562
fort	fort	trust	0.562
remarkable	zoo kawg li	trust	0.562
content	cov ntsiab lus	trust	0.562
spotless	dawb huv	trust	0.562
uplift	uplift	trust	0.562
compensate	nplua ntxiv	trust	0.562
lovemaking	lovemaking	trust	0.562
jury	jury	trust	0.562
jurist	jurist	trust	0.562
soothing	soothing	trust	0.562
ordination	kev txiav txim	trust	0.562
cohesion	cohesion	trust	0.562
frankness	frankness	trust	0.562
strong	muaj zog	trust	0.562
miracle	txuj ci tseem ceeb	trust	0.562
concordance	concordance	trust	0.562
applaud	npuaj teg	trust	0.562
prize	nqi zog	trust	0.562
apostolic	apostolic	trust	0.562
succeeding	ua tau zoo	trust	0.562
vitality	kev loj hlob	trust	0.562
treasurer	tus tuav nyiaj	trust	0.562
save	txuag	trust	0.562
earn	khwv tau	trust	0.562
midwife	tus poj niam	trust	0.555
discretion	kev pom zoo	trust	0.555
worship	pe hawm	trust	0.555
constant	tas li	trust	0.555
foresight	foresight	trust	0.555
vote	pov npav	trust	0.555
cultivate	cultivate	trust	0.555
impartial	kev ncaj ncees	trust	0.555
illumination	illumination	trust	0.555
ambulance	ambulance	trust	0.555
privacy	ntiag tug	trust	0.555
succeed	vam meej	trust	0.555
providing	muab	trust	0.555
veteran	tub rog	trust	0.555
patience	kev siab ntev	trust	0.555
prophet	tus yaj saub	trust	0.555
coach	coach	trust	0.555
intuition	kev xav	trust	0.555
reconciliation	kev sib haum xeeb	trust	0.555
defender	tawm tsam	trust	0.555
coalesce	coalesce	trust	0.555
mediate	sib kho	trust	0.555
precedence	precedence	trust	0.555
congruence	congruence	trust	0.555
buddy	phooj ywg	trust	0.555
reunion	rov sib ntsib	trust	0.555
restorative	rov qab kho	trust	0.555
destined	destined	trust	0.555
physicist	physicist	trust	0.555
influential	kev hais lus	trust	0.555
exalt	exalt	trust	0.555
greatness	greatness	trust	0.555
inclusion	xam nrog	trust	0.555
auditor	soj ntsuam	trust	0.555
meditate	ua tib zoo xav	trust	0.555
betrothed	betrothed	trust	0.555
proud	txaus siab	trust	0.547
provide	muab	trust	0.547
conciliation	kev sib cav	trust	0.547
ancestral	kwvtij	trust	0.547
liberty	kev ywj pheej	trust	0.547
durable	ruaj ruaj	trust	0.547
impenetrable	impenetrable	trust	0.547
prudent	txawj ntse	trust	0.547
invocation	invocation	trust	0.547
engaging	kauj ruam	trust	0.547
statement	daim ntawv qhia	trust	0.547
rejoice	zoo siab	trust	0.547
cheer	siab	trust	0.547
eyewitness	eyewitness	trust	0.547
prevalent	feem ntau	trust	0.547
securities	Cov khoom lag luam	trust	0.547
friendly	tus phooj ywg	trust	0.547
salvation	txoj kev cawm seej	trust	0.547
independence	kev ywj pheej	trust	0.547
govern	kav	trust	0.547
forgive	zam txim rau	trust	0.547
commanding	txib	trust	0.547
convent	convent	trust	0.547
reinforcement	reinforcement	trust	0.547
law	txoj cai	trust	0.547
registry	sau npe	trust	0.547
temperate	temperate	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	npaj txhij	trust	0.547
heritage	cuab yeej cuab tam	trust	0.547
chronicle	chronicle	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	khaub ncaws ntau	trust	0.539
institute	koom haum	trust	0.539
applause	npuaj teg	trust	0.539
architecture	architecture	trust	0.539
obvious	cuab kev	trust	0.539
recovery	rov qab los	trust	0.539
inimitable	inimitable	trust	0.539
relevant	yam	trust	0.539
responsive	teb	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	cov lus qhia	trust	0.539
define	txhais	trust	0.539
delightful	zoo siab	trust	0.539
antidote	antidote	trust	0.539
admitting	lees paub	trust	0.539
psalms	nkauj	trust	0.539
stamina	stamina	trust	0.539
majority	feem ntau	trust	0.539
inoculation	tuag	trust	0.539
perfect	zoo meej	trust	0.539
obedience	mloog lus	trust	0.539
memorable	nco	trust	0.539
chastity	kev coj dawb huv	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	qhov ua tau zoo	trust	0.539
forefathers	forefathers	trust	0.539
immovable	immovable	trust	0.539
eager	eager	trust	0.539
aspiring	aspiring	trust	0.539
obliging	yuam kev	trust	0.539
reinforcements	reinforcements	trust	0.539
tantamount	tantamount	trust	0.539
exalted	tsa nto	trust	0.539
hospital	tsev kho mob	trust	0.531
retirement	nyiaj laus	trust	0.531
strive	siv zog	trust	0.531
edification	kho dua	trust	0.531
candid	ntshiab	trust	0.531
deed	puav pheej	trust	0.531
school	tsev kawm ntawv	trust	0.531
cradle	menyuam	trust	0.531
transcript	ntawv tshaj tawm	trust	0.531
accompaniment	accompaniment	trust	0.531
doubtless	doubtless	trust	0.531
rescue	cawm	trust	0.531
seal	tsiaj hiav txwv	trust	0.531
expedient	tsim nyog	trust	0.531
ballot	daim ntawv xaiv tsa	trust	0.531
deliverance	kev xaav	trust	0.531
heavens	saum ntuj ceeb tsheej	trust	0.531
fraternal	fraternal	trust	0.531
dependent	tos	trust	0.531
answerable	teb tau	trust	0.531
center	chaw	trust	0.531
analyst	analyst	trust	0.531
firstborn	firstborn	trust	0.531
bloom	Bloom	trust	0.531
inseparable	inseparable	trust	0.531
bride	nkauj nyab	trust	0.531
evergreen	evergreen	trust	0.531
princely	princely	trust	0.531
immunization	kev txhaj tshuaj	trust	0.531
refuge	qhov chaw nkaum	trust	0.531
verily	tseeb	trust	0.531
omniscient	omniscient	trust	0.531
terms	cov ntsiab lus	trust	0.531
sponsor	tus neeg pab txhawb nqa	trust	0.531
approbation	kev pom zoo	trust	0.527
correctness	qhov tseeb	trust	0.523
elevation	nce	trust	0.523
neighbor	tus neeg zej zog	trust	0.523
unbroken	unbroken	trust	0.523
countenance	suav	trust	0.523
hug	puag	trust	0.523
nobility	nobility	trust	0.523
paragon	paragon	trust	0.523
coronation	coronation	trust	0.523
celebration	kev ua koob tsheej	trust	0.523
graduation	kawm tiav	trust	0.523
commonwealth	nyiaj txiag	trust	0.523
dictionary	phau ntawv txhais lus	trust	0.523
powerful	haib	trust	0.523
notable	tseem ceeb	trust	0.523
account	account	trust	0.523
winning	yeej	trust	0.523
honeymoon	honeymoon	trust	0.523
improvement	txhim kho	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	tus txiv plig	trust	0.523
ratify	pom zoo	trust	0.523
connoisseur	connoisseur	trust	0.523
award	tus nqi zog	trust	0.523
taught	qhia	trust	0.523
adoration	kev qhuas	trust	0.523
salutary	salutary	trust	0.523
captivate	captivate	trust	0.523
liberate	tso dim	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureate	trust	0.523
benedictory	benedictory	trust	0.523
