word	French-fr	emotion	emotion-intensity-score
cupping	ventouses	sadness	0.172
destination	destination	sadness	0.170
nosnow	pas de neige	sadness	0.169
limited	limité	sadness	0.167
rain	pluie	sadness	0.163
willful	délibéré	sadness	0.160
untitled	sans titre	sadness	0.157
weeds	mauvaises herbes	sadness	0.156
stint	besogne assignée	sadness	0.156
cross	traverser	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	renifler	sadness	0.154
inconsequential	sans conséquence	sadness	0.152
procession	procession	sadness	0.152
tax	impôt	sadness	0.142
lesbian	lesbienne	sadness	0.141
emo	emo	sadness	0.141
overpriced	trop cher	sadness	0.141
tolerate	tolérer	sadness	0.141
mug	agresser	sadness	0.141
weight	poids	sadness	0.141
touchy	suceptible	sadness	0.140
kennel	chenil	sadness	0.130
grounded	à la terre	sadness	0.130
late	en retard	sadness	0.125
theocratic	théocratique	sadness	0.125
clouds	des nuages	sadness	0.125
terrific	terrifiant	sadness	0.125
commemorate	commémorer	sadness	0.125
meek	doux	sadness	0.125
stillness	immobilité	sadness	0.125
sisterhood	la sororité	sadness	0.125
socialist	socialiste	sadness	0.125
unpaid	non payé	sadness	0.125
margin	marge	sadness	0.125
default	défaut	sadness	0.121
lace	dentelle	sadness	0.118
unpublished	non publié	sadness	0.116
interested	intéressé	sadness	0.114
fortress	forteresse	sadness	0.110
fleece	toison	sadness	0.109
rating	évaluation	sadness	0.109
lush	luxuriant	sadness	0.109
harry	harry	sadness	0.109
priesthood	prêtrise	sadness	0.109
orchestra	orchestre	sadness	0.109
ultimate	ultime	sadness	0.109
sanctify	sanctifier	sadness	0.108
income	le revenu	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	gagnant	sadness	0.094
quiet	silencieux	sadness	0.094
boo	huer	sadness	0.094
vainly	vainement	sadness	0.091
wet	humide	sadness	0.078
hug	étreinte	sadness	0.078
hut	cabane	sadness	0.078
ovation	ovation	sadness	0.078
humble	humble	sadness	0.078
motivating	motivant	sadness	0.078
opera	opéra	sadness	0.078
treat	traiter	sadness	0.076
hymn	hymne	sadness	0.064
honest	honnête	sadness	0.062
relics	reliques	sadness	0.061
couch	canapé	sadness	0.060
waffle	gaufre	sadness	0.047
shell	coquille	sadness	0.045
musical	musical	sadness	0.045
savor	saveur	sadness	0.034
vote	vote	sadness	0.031
napkin	serviette de table	sadness	0.031
sing	chanter	sadness	0.017
music	la musique	sadness	0.016
mother	mère	sadness	0.016
nutritious	nutritif	sadness	0.015
lovely	charmant	sadness	0.009
art	art	sadness	0.000
romance	romance	sadness	0.000
liquor	alcool	sadness	0.000
sweetheart	amoureux	sadness	0.000
surprise	surprise	surprise	0.930
flabbergast	époustoufler	surprise	0.906
explode	exploser	surprise	0.906
explosion	explosion	surprise	0.898
explosive	explosif	surprise	0.883
ambush	embuscade	surprise	0.883
eruption	éruption	surprise	0.883
frighten	effrayer	surprise	0.875
startle	surprendre	surprise	0.875
surprisingly	étonnamment	surprise	0.875
shockingly	terriblement	surprise	0.875
surprising	surprenant	surprise	0.867
frightened	effrayé	surprise	0.867
surprised	surpris	surprise	0.867
thrilling	palpitant	surprise	0.859
miracle	miracle	surprise	0.859
outburst	explosion	surprise	0.859
blast	explosion	surprise	0.852
alarm	alarme	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	secousse	surprise	0.844
thunderstruck	abasourdi	surprise	0.844
shock	choc	surprise	0.844
fright	la frayeur	surprise	0.836
bang	coup	surprise	0.836
unexpectedly	de façon inattendue	surprise	0.836
catastrophe	catastrophe	surprise	0.836
dazzle	éblouir	surprise	0.836
emergency	urgence	surprise	0.828
bewilderment	perplexité	surprise	0.828
suddenly	soudainement	surprise	0.828
startling	surprenant	surprise	0.828
astound	étonner	surprise	0.820
stunned	étourdi	surprise	0.820
jackpot	cagnotte	surprise	0.812
earthquake	tremblement de terre	surprise	0.812
disaster	catastrophe	surprise	0.812
astonish	étonner	surprise	0.805
astonishment	étonnement	surprise	0.805
climax	Climax	surprise	0.805
aghast	atterré	surprise	0.805
scare	effrayer	surprise	0.797
awestruck	émerveillé	surprise	0.797
bomb	bombe	surprise	0.789
erupt	éclater	surprise	0.789
exclaim	exclamer	surprise	0.789
amazement	stupéfaction	surprise	0.781
detonate	exploser	surprise	0.773
alarming	alarmant	surprise	0.773
miraculous	miraculeux	surprise	0.773
invade	envahir	surprise	0.773
raid	raid	surprise	0.773
abduction	enlèvement	surprise	0.773
kidnap	kidnapper	surprise	0.766
stupefy	abrutir	surprise	0.758
overwhelming	accablant	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	imprévisible	surprise	0.758
unimaginable	inimaginable	surprise	0.750
erratic	erratique	surprise	0.750
accident	accident	surprise	0.750
outrageous	scandaleux	surprise	0.750
flinch	reculer	surprise	0.742
blitz	blitz	surprise	0.742
petrify	pétrifier	surprise	0.742
slaughter	abattage	surprise	0.742
horror	horreur	surprise	0.742
amaze	étonner	surprise	0.742
bewilder	déconcerter	surprise	0.742
wreck	épave	surprise	0.742
stupefaction	stupéfaction	surprise	0.734
excitement	excitation	surprise	0.734
frenetic	frénétique	surprise	0.734
frantic	frénétique	surprise	0.734
crash	crash	surprise	0.734
sudden	soudain	surprise	0.727
riotous	séditieux	surprise	0.727
vanished	disparu	surprise	0.727
moonstruck	rêveur	surprise	0.727
outcry	tollé	surprise	0.727
bewildered	égaré	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotage	surprise	0.719
shriek	cri	surprise	0.719
breathless	à bout de souffle	surprise	0.719
scream	crier	surprise	0.719
manslaughter	homicide involontaire	surprise	0.719
rupture	rupture	surprise	0.719
unanticipated	imprévu	surprise	0.719
amazedness	étonnement	surprise	0.719
uncontrollable	incontrôlable	surprise	0.711
unexpected	inattendu	surprise	0.711
electrify	électrifier	surprise	0.711
stun	étourdir	surprise	0.711
shot	coup	surprise	0.711
avalanche	avalanche	surprise	0.711
gasp	haleter	surprise	0.711
unforeseen	imprévu	surprise	0.703
slam	claquer	surprise	0.703
surge	poussée	surprise	0.703
intruder	intrus	surprise	0.703
abrupt	brusque	surprise	0.703
suspense	le suspense	surprise	0.703
devastation	dévastation	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	volatilité	surprise	0.695
excite	exciter	surprise	0.695
unprecedented	sans précédent	surprise	0.695
stab	poignarder	surprise	0.695
urgent	urgent	surprise	0.695
yell	hurler	surprise	0.695
strike	la grève	surprise	0.695
disturbance	perturbation	surprise	0.688
carnage	carnage	surprise	0.688
spectacular	spectaculaire	surprise	0.688
incredible	incroyable	surprise	0.688
recklessness	insouciance	surprise	0.680
slap	gifler	surprise	0.680
monstrous	monstrueux	surprise	0.680
clamor	clameur	surprise	0.680
thrill	frisson	surprise	0.680
accidentally	accidentellement	surprise	0.672
accidental	accidentel	surprise	0.672
striking	frappant	surprise	0.672
captivate	captiver	surprise	0.672
exhilaration	euphorie	surprise	0.672
terrorist	terroriste	surprise	0.672
inexplicable	inexplicable	surprise	0.672
exciting	passionnant	surprise	0.672
topple	renverser	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	volcan	surprise	0.664
revolution	révolution	surprise	0.664
freakish	bizarre	surprise	0.664
incendiary	incendiaire	surprise	0.656
revolt	révolte	surprise	0.656
sneak	se faufiler	surprise	0.656
unspeakable	indicible	surprise	0.656
bloodshed	effusion de sang	surprise	0.656
cyclone	cyclone	surprise	0.648
violent	violent	surprise	0.648
disruption	perturbation	surprise	0.648
spellbound	envoûté	surprise	0.648
unsuspecting	sans méfiance	surprise	0.648
mutiny	mutinerie	surprise	0.648
attacking	attaquer	surprise	0.648
unintended	involontaire	surprise	0.648
amazingly	étonnamment	surprise	0.648
epidemic	épidémie	surprise	0.648
shout	crier	surprise	0.641
screech	hurler	surprise	0.641
wildfire	incendies	surprise	0.641
indescribable	indescriptible	surprise	0.641
enthusiasm	enthousiasme	surprise	0.641
excitation	excitation	surprise	0.641
tumult	tumulte	surprise	0.641
improvisation	improvisation	surprise	0.641
anomaly	anomalie	surprise	0.633
apparition	apparition	surprise	0.633
treachery	traîtrise	surprise	0.633
presto	presto	surprise	0.633
gape	bâiller	surprise	0.633
agape	bouche bée	surprise	0.633
uncertain	incertain	surprise	0.633
plunder	pillage	surprise	0.633
tempest	tempête	surprise	0.625
trick	tour	surprise	0.625
slaughtering	abattage	surprise	0.625
wonderment	émerveillement	surprise	0.625
excited	excité	surprise	0.625
sorcery	sorcellerie	surprise	0.625
murderous	meurtrier	surprise	0.625
urgency	urgence	surprise	0.625
distress	détresse	surprise	0.625
mystery	mystère	surprise	0.625
trickery	tromperie	surprise	0.617
intense	intense	surprise	0.617
vanish	disparaître	surprise	0.617
murder	meurtre	surprise	0.617
quickness	rapidité	surprise	0.617
intrusive	intrusif	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	farce	surprise	0.617
blindfold	bandeau	surprise	0.609
coup	coup	surprise	0.609
splash	éclaboussure	surprise	0.609
thief	voleur	surprise	0.609
magical	magique	surprise	0.609
unstable	instable	surprise	0.609
shatter	briser	surprise	0.609
strangle	étrangler	surprise	0.609
defy	defier	surprise	0.602
deluge	inonder	surprise	0.602
inconceivable	inconcevable	surprise	0.602
jubilee	jubilé	surprise	0.602
stupor	stupeur	surprise	0.602
tackle	tacle	surprise	0.602
assail	assaillir	surprise	0.602
betray	trahir	surprise	0.602
monstrosity	monstruosité	surprise	0.594
alerts	alertes	surprise	0.594
lightning	foudre	surprise	0.594
mishap	mésaventure	surprise	0.594
shrill	aigu	surprise	0.594
stupendous	prodigieux	surprise	0.594
mysterious	mystérieux	surprise	0.586
paralyzed	paralysé	surprise	0.586
randomly	au hasard	surprise	0.586
bonus	prime	surprise	0.586
deceit	tromperie	surprise	0.586
wild	sauvage	surprise	0.586
pitfall	piège	surprise	0.586
wondrous	merveilleux	surprise	0.586
uncanny	étrange	surprise	0.586
electric	électrique	surprise	0.578
oddity	singularité	surprise	0.578
death	décès	surprise	0.578
jubilant	radieux	surprise	0.578
godsend	don du ciel	surprise	0.578
stagger	échelonner	surprise	0.578
raving	délirant	surprise	0.578
rejoicing	réjouissance	surprise	0.578
premature	prématuré	surprise	0.578
fluke	patte	surprise	0.578
bizarre	bizarre	surprise	0.578
revenge	vengeance	surprise	0.570
dynamic	dynamique	surprise	0.570
dismay	consternation	surprise	0.570
ecstatic	en extase	surprise	0.562
fascinate	fasciner	surprise	0.562
uncover	devoiler	surprise	0.562
jerk	secousse	surprise	0.562
reward	récompense	surprise	0.562
nefarious	infâme	surprise	0.562
reappear	réapparaître	surprise	0.562
whim	caprice	surprise	0.555
conjure	conjurer	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	loufoque	surprise	0.555
thaumaturgy	thaumaturgie	surprise	0.555
illuminate	éclairer	surprise	0.547
rescue	porter secours	surprise	0.547
tantalizing	alléchant	surprise	0.547
winner	gagnant	surprise	0.547
heroism	héroïsme	surprise	0.547
rarity	rareté	surprise	0.547
ejaculation	éjaculation	surprise	0.547
daze	hébéter	surprise	0.547
unbridled	débridé	surprise	0.547
thwart	contrecarrer	surprise	0.547
treason	trahison	surprise	0.539
punch	coup de poing	surprise	0.539
insult	insulter	surprise	0.539
lunge	fente	surprise	0.539
illusion	illusion	surprise	0.539
lucky	chanceux	surprise	0.539
interrupt	interrompre	surprise	0.539
cheer	acclamation	surprise	0.539
celebration	fête	surprise	0.539
violation	violation	surprise	0.539
marvel	merveille	surprise	0.539
sensation	sensation	surprise	0.531
fearfully	craintivement	surprise	0.531
concealed	caché	surprise	0.531
banger	pétard	surprise	0.531
affront	affront	surprise	0.531
snag	accroc	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	virer	surprise	0.523
wonder	merveille	surprise	0.523
immediacy	immédiateté	surprise	0.523
undiscovered	non découvert	surprise	0.523
abandonment	abandon	surprise	0.523
rejoice	réjouir	surprise	0.523
improvise	improviser	surprise	0.523
majestic	majestueux	surprise	0.523
scorpion	Scorpion	surprise	0.523
victimized	victimisé	surprise	0.523
liberate	libérer	surprise	0.523
yelp	japper	surprise	0.516
stealthily	furtivement	surprise	0.516
tickle	chatouiller	surprise	0.516
chance	chance	surprise	0.516
howl	hurler	surprise	0.516
swerve	embardée	surprise	0.508
reflex	réflexe	surprise	0.508
rave	délirer	surprise	0.508
pop	pop	surprise	0.508
luck	la chance	surprise	0.508
magnificent	magnifique	surprise	0.508
transcendence	transcendance	surprise	0.508
garish	criard	surprise	0.508
unintentionally	involontairement	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	rare	surprise	0.500
marvelous	merveilleux	surprise	0.500
heroic	héroïque	surprise	0.500
remarkable	remarquable	surprise	0.500
fainting	évanouissement	surprise	0.500
slayer	tueur	surprise	0.500
erotic	érotique	surprise	0.500
enliven	animer	surprise	0.500
alertness	vigilance	surprise	0.500
misbehavior	mauvaise conduite	surprise	0.500
embarrassment	embarras	surprise	0.500
diversion	dérivation	surprise	0.500
unutterable	indicible	surprise	0.492
nab	nab	surprise	0.492
camouflage	camouflage	surprise	0.492
trump	atout	surprise	0.492
decoy	leurre	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimère	surprise	0.492
infarct	infarctus	surprise	0.492
birthday	anniversaire	surprise	0.492
greatness	grandeur	surprise	0.492
zeal	zèle	surprise	0.484
prick	piquer	surprise	0.484
magician	magicien	surprise	0.484
underestimate	sous-estimer	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	inexprimable	surprise	0.484
daemon	démon	surprise	0.484
variable	variable	surprise	0.484
curiosity	curiosité	surprise	0.484
gawk	rester bouche bée	surprise	0.477
unguarded	non gardé	surprise	0.477
chicane	chicane	surprise	0.477
fortune	fortune	surprise	0.477
sneeze	éternuement	surprise	0.477
illumination	éclairage	surprise	0.477
incident	incident	surprise	0.477
dreadfully	terriblement	surprise	0.477
strange	étrange	surprise	0.477
subversive	subversif	surprise	0.477
reversal	renversement	surprise	0.469
prowl	rôder	surprise	0.469
rapid	rapide	surprise	0.469
leery	méfiant	surprise	0.469
wizard	sorcier	surprise	0.469
coincidence	coïncidence	surprise	0.461
hilarious	hilarant	surprise	0.461
divergent	divergent	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	Pause	surprise	0.461
slip	caleçon	surprise	0.461
wonderful	formidable	surprise	0.453
hoax	canular	surprise	0.453
winning	gagnant	surprise	0.453
overestimate	surestimer	surprise	0.453
confession	confession	surprise	0.453
ordeal	supplice	surprise	0.453
evanescence	évanescence	surprise	0.453
merriment	gaieté	surprise	0.453
raffle	tombola	surprise	0.453
stound	ternir	surprise	0.445
laughter	rire	surprise	0.445
enthusiast	passionné	surprise	0.445
splendid	splendide	surprise	0.445
feat	exploit	surprise	0.445
perchance	par hasard	surprise	0.445
excel	exceller	surprise	0.445
gambling	jeux d'argent	surprise	0.445
unintentional	involontaire	surprise	0.438
brighten	éclairer	surprise	0.438
changeable	changeable	surprise	0.438
rapt	ravi	surprise	0.438
unique	unique	surprise	0.438
splendor	splendeur	surprise	0.438
senseless	insensé	surprise	0.438
gift	cadeau	surprise	0.430
fascination	fascination	surprise	0.430
trepidation	inquiétude	surprise	0.430
stealthy	furtif	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Enchanté	surprise	0.430
lawsuit	procès	surprise	0.430
intrigue	intrigue	surprise	0.430
quicksilver	mercure	surprise	0.422
originality	originalité	surprise	0.422
riddle	énigme	surprise	0.422
judgment	jugement	surprise	0.422
enchant	enchanter	surprise	0.422
stealth	furtif	surprise	0.422
veracity	véracité	surprise	0.414
elusive	insaisissable	surprise	0.414
perjury	parjure	surprise	0.414
spirits	esprits	surprise	0.414
liberation	libération	surprise	0.414
illegitimate	illégitime	surprise	0.414
syncope	syncope	surprise	0.414
experiment	expérience	surprise	0.414
gambler	joueur	surprise	0.406
eager	désireux	surprise	0.406
inspired	inspiré	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	applaudissements	surprise	0.406
allure	séduire	surprise	0.406
parade	parade	surprise	0.406
princely	princier	surprise	0.398
divorce	divorce	surprise	0.398
guess	deviner	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	secret	surprise	0.398
aspiration	aspiration	surprise	0.391
peri	péri	surprise	0.391
cheerful	de bonne humeur	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	suprématie	surprise	0.391
incontinence	incontinence	surprise	0.391
inheritance	héritage	surprise	0.383
score	But	surprise	0.383
lose	perdre	surprise	0.383
crowning	couronnement	surprise	0.383
buck	mâle	surprise	0.383
praiseworthy	louable	surprise	0.383
cadaver	cadavre	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gorgée	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	fringant	surprise	0.375
mystic	mystique	surprise	0.375
succeed	réussir	surprise	0.375
advance	avance	surprise	0.375
sparkle	scintillait	surprise	0.367
hope	espérer	surprise	0.367
joker	joker	surprise	0.367
sensual	sensuel	surprise	0.367
excavation	les fouilles	surprise	0.367
feeling	sentiment	surprise	0.359
entertainment	divertissement	surprise	0.359
clown	pitre	surprise	0.352
newcomer	nouveau venu	surprise	0.352
modify	modifier	surprise	0.352
award	prix	surprise	0.352
blessings	bénédictions	surprise	0.352
postponement	report	surprise	0.352
obit	obit	surprise	0.352
celebrity	célébrité	surprise	0.344
hero	héros	surprise	0.344
start	début	surprise	0.344
wonderfully	merveilleusement	surprise	0.344
highest	le plus élevé	surprise	0.344
proficiency	compétence	surprise	0.344
glorify	glorifier	surprise	0.344
unbeaten	invaincu	surprise	0.336
memorable	mémorable	surprise	0.336
sanctify	sanctifier	surprise	0.336
rekindle	raviver	surprise	0.336
optimism	optimisme	surprise	0.336
warned	averti	surprise	0.336
prodigious	prodigieux	surprise	0.336
dissolution	dissolution	surprise	0.336
grin	sourire	surprise	0.336
admiration	admiration	surprise	0.328
hypertrophy	hypertrophie	surprise	0.328
present	présent	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ange	surprise	0.320
examination	examen	surprise	0.320
catch	capture	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirter	surprise	0.312
puma	puma	surprise	0.312
liberty	liberté	surprise	0.312
kiss	baiser	surprise	0.312
embrace	embrasse	surprise	0.312
occasional	occasionnel	surprise	0.312
treat	traiter	surprise	0.312
saint	Saint	surprise	0.312
scrimmage	mêlée	surprise	0.312
dismissal	congédiement	surprise	0.312
perfection	la perfection	surprise	0.305
generosity	générosité	surprise	0.305
gratify	satisfaire	surprise	0.305
saintly	saint	surprise	0.305
sally	sortie	surprise	0.305
polarity	polarité	surprise	0.297
finally	enfin	surprise	0.297
differently	différemment	surprise	0.297
palpable	palpable	surprise	0.297
warn	prévenir	surprise	0.297
ceremony	la cérémonie	surprise	0.297
larger	plus grand	surprise	0.297
favorable	favorable	surprise	0.297
romance	romance	surprise	0.289
medal	médaille	surprise	0.289
inviting	attrayant	surprise	0.289
greeting	salutation	surprise	0.289
candid	Candide	surprise	0.281
resignation	démission	surprise	0.281
trip	voyage	surprise	0.281
accolade	accolade	surprise	0.281
labor	la main d'oeuvre	surprise	0.281
stare	regard	surprise	0.273
glimmer	lueur	surprise	0.266
invite	inviter	surprise	0.266
somatic	somatique	surprise	0.266
admire	admirer	surprise	0.266
immerse	immerger	surprise	0.266
festival	Festival	surprise	0.266
mimicry	mimétisme	surprise	0.266
compensate	compenser	surprise	0.266
insolvency	insolvabilité	surprise	0.266
playful	espiègle	surprise	0.266
complement	complément	surprise	0.258
receiving	recevoir	surprise	0.258
hypothesis	hypothèse	surprise	0.258
laugh	rire	surprise	0.258
chuckle	glousser	surprise	0.258
honeymoon	voyage de noces	surprise	0.250
marry	marier	surprise	0.242
independence	indépendance	surprise	0.242
opera	opéra	surprise	0.242
pleasant	agréable	surprise	0.242
rhythmical	rythmé	surprise	0.234
assessment	évaluation	surprise	0.234
hopeful	optimiste	surprise	0.234
trophy	trophée	surprise	0.234
holiness	sainteté	surprise	0.234
chant	chant	surprise	0.234
leave	laisser	surprise	0.234
procession	procession	surprise	0.227
placard	placard	surprise	0.227
deal	traiter	surprise	0.227
cherish	chérir	surprise	0.219
good	bien	surprise	0.219
shopping	achats	surprise	0.219
musical	musical	surprise	0.219
shell	coquille	surprise	0.211
dawn	Aube	surprise	0.211
simplify	simplifier	surprise	0.211
purity	pureté	surprise	0.203
nullify	annuler	surprise	0.203
money	argent	surprise	0.203
sweet	doux	surprise	0.203
morals	morale	surprise	0.203
synchronize	synchroniser	surprise	0.195
preservative	conservateur	surprise	0.195
humanitarian	humanitaire	surprise	0.195
unfulfilled	insatisfait	surprise	0.195
precious	précieux	surprise	0.195
obliging	obligeant	surprise	0.188
singularly	singulièrement	surprise	0.188
foresee	prévoir	surprise	0.180
pray	prier	surprise	0.180
graduation	l'obtention du diplôme	surprise	0.180
lovely	charmant	surprise	0.180
sun	Soleil	surprise	0.172
art	art	surprise	0.172
mouth	bouche	surprise	0.172
youth	jeunesse	surprise	0.172
thirst	la soif	surprise	0.172
young	Jeune	surprise	0.164
goodness	la bonté	surprise	0.164
overdue	en retard	surprise	0.156
visor	visière	surprise	0.156
practiced	exercé	surprise	0.156
latent	latent	surprise	0.156
loyal	fidèle	surprise	0.148
expect	attendre	surprise	0.148
destination	destination	surprise	0.148
wireless	sans fil	surprise	0.148
quote	citation	surprise	0.141
slush	neige fondante	surprise	0.141
infant	bébé	surprise	0.141
cream	crème	surprise	0.141
playground	Cour de récréation	surprise	0.133
organization	organisation	surprise	0.125
teach	apprendre	surprise	0.125
vote	vote	surprise	0.125
smile	sourire	surprise	0.117
weight	poids	surprise	0.117
dolphin	dauphin	surprise	0.117
sisterhood	la sororité	surprise	0.109
cable	câble	surprise	0.109
sunny	ensoleillé	surprise	0.102
steady	stable	surprise	0.094
leisure	loisir	surprise	0.086
peaceful	paisible	surprise	0.086
spa	spa	surprise	0.086
tree	arbre	surprise	0.078
picnic	pique-nique	surprise	0.078
worm	ver	surprise	0.055
truthfulness	véracité	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	digne de confiance	trust	0.867
honest	honnête	trust	0.844
honesty	honnêteté	trust	0.844
honor	honneur	trust	0.844
truth	vérité	trust	0.844
truthful	véridique	trust	0.836
trusting	confiant	trust	0.836
brotherhood	fraternité	trust	0.820
entrust	confier	trust	0.812
committed	engagé	trust	0.805
integrity	intégrité	trust	0.805
loyalty	fidélité	trust	0.805
honorable	honorable	trust	0.805
credibility	crédibilité	trust	0.805
trust	confiance	trust	0.805
faithful	fidèle	trust	0.797
sincere	sincère	trust	0.797
responsible	responsable	trust	0.789
partnership	Partenariat	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	sagesse	trust	0.789
oath	serment	trust	0.781
verification	vérification	trust	0.781
vow	vœu	trust	0.781
cooperative	coopérative	trust	0.781
respectable	respectable	trust	0.773
credible	crédible	trust	0.773
hero	héros	trust	0.773
sisterhood	la sororité	trust	0.773
promise	promettre	trust	0.773
verified	vérifié	trust	0.773
qualified	qualifié	trust	0.766
respected	respecté	trust	0.766
authentication	authentification	trust	0.766
compassion	la compassion	trust	0.759
reputable	honorable	trust	0.758
safekeeping	garde	trust	0.758
reliability	fiabilité	trust	0.758
moral	moral	trust	0.758
love	amour	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	approbation	trust	0.758
stable	stable	trust	0.750
friend	ami	trust	0.750
genuine	authentique	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	compétence	trust	0.750
loyal	fidèle	trust	0.750
ally	allié	trust	0.750
safeguard	sauvegarde	trust	0.750
companion	un compagnon	trust	0.750
advised	informé	trust	0.750
authentic	authentique	trust	0.750
respect	le respect	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	liberté	trust	0.742
proven	éprouvé	trust	0.742
respects	respects	trust	0.742
faith	Foi	trust	0.742
wholesome	sain	trust	0.742
heartfelt	sincère	trust	0.734
unification	unification	trust	0.734
protecting	protéger	trust	0.734
reassurance	réconfort	trust	0.734
admirable	admirable	trust	0.734
trustee	curateur	trust	0.734
supporter	Supporter	trust	0.734
confirmation	confirmation	trust	0.734
respectful	respectueux	trust	0.734
alliance	Alliance	trust	0.727
equality	égalité	trust	0.727
friendship	relation amicale	trust	0.727
agreement	accord	trust	0.727
fact	fait	trust	0.727
confident	sur de soi	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	croire	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	excellence	trust	0.727
credential	credential	trust	0.727
closeness	proximité	trust	0.719
authenticate	authentifier	trust	0.719
intelligence	intelligence	trust	0.719
virtue	vertu	trust	0.719
honored	honoré	trust	0.719
virtuous	vertueux	trust	0.719
kindred	parenté	trust	0.719
charitable	charitable	trust	0.711
dedication	dévouement	trust	0.711
guarantee	garantie	trust	0.711
cooperation	la coopération	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	cohérence	trust	0.711
allegiance	allégeance	trust	0.711
cooperating	coopérant	trust	0.711
straightforward	simple	trust	0.711
determination	détermination	trust	0.711
justice	Justice	trust	0.711
sanctuary	sanctuaire	trust	0.703
nurture	nourrir	trust	0.703
innocent	innocent	trust	0.703
admire	admirer	trust	0.703
assurance	assurance	trust	0.703
morality	moralité	trust	0.703
prepared	préparé	trust	0.703
friendliness	la convivialité	trust	0.703
reliable	fiable	trust	0.703
mentor	mentor	trust	0.703
guardianship	tutelle	trust	0.703
fulfilled	rempli	trust	0.703
reverence	révérence	trust	0.703
proof	preuve	trust	0.703
admiration	admiration	trust	0.703
mother	mère	trust	0.703
protected	protégé	trust	0.703
motherhood	maternité	trust	0.703
marriage	mariage	trust	0.695
skillful	habile	trust	0.695
indestructible	indestructible	trust	0.695
guardian	Gardien	trust	0.695
accountable	responsable	trust	0.695
courage	courage	trust	0.695
bodyguard	garde du corps	trust	0.695
agreeable	agréable	trust	0.695
scientist	scientifique	trust	0.695
allied	allié	trust	0.695
compassionate	compatissant	trust	0.695
humanitarian	humanitaire	trust	0.695
approving	approuvant	trust	0.695
united	uni	trust	0.695
pact	pacte	trust	0.695
certified	agréé	trust	0.695
morals	morale	trust	0.695
esteem	estime	trust	0.688
secure	garantir	trust	0.688
perfection	la perfection	trust	0.688
guidance	orientation	trust	0.688
competent	compétent	trust	0.688
authenticity	authenticité	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justifiable	trust	0.688
humanity	humanité	trust	0.688
solidity	solidité	trust	0.688
adviser	conseiller	trust	0.688
pledge	gage	trust	0.688
believed	a cru	trust	0.688
understanding	compréhension	trust	0.688
monogamy	monogamie	trust	0.688
expertise	compétence	trust	0.680
diplomatic	diplomatique	trust	0.680
confidential	confidentiel	trust	0.680
hope	espérer	trust	0.680
protector	protecteur	trust	0.680
agreeing	d'accord	trust	0.680
diligence	diligence	trust	0.680
official	officiel	trust	0.680
affirm	affirmer	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	grand-père	trust	0.680
humble	humble	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	plaidoyer	trust	0.680
elders	aînés	trust	0.680
goodness	la bonté	trust	0.680
commendable	louable	trust	0.680
inspire	inspirer	trust	0.680
approve	approuver	trust	0.680
confide	confier	trust	0.680
professional	professionnel	trust	0.680
familiarity	familiarité	trust	0.680
leader	chef	trust	0.680
confirmed	confirmé	trust	0.680
acceptance	acceptation	trust	0.680
benevolence	bienveillance	trust	0.672
dignity	dignité	trust	0.672
harmoniously	harmonieusement	trust	0.672
mastery	la maîtrise	trust	0.672
unwavering	inébranlable	trust	0.672
accredited	accrédité	trust	0.672
healing	guérison	trust	0.672
