word	Afrikaans-af	emotion	emotion-intensity-score
honor	eer	trust	0.844
truth	waarheid	trust	0.844
truthful	eerlik	trust	0.836
trusting	vertrou	trust	0.836
brotherhood	broederskap	trust	0.820
entrust	toevertrou	trust	0.812
committed	verbind	trust	0.805
integrity	integriteit	trust	0.805
loyalty	lojaliteit	trust	0.805
honorable	eerbare	trust	0.805
credibility	geloofwaardigheid	trust	0.805
trust	vertroue	trust	0.805
faithful	getrou	trust	0.797
sincere	Opregte	trust	0.797
responsible	verantwoordelik	trust	0.789
partnership	vennootskap	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	wysheid	trust	0.789
oath	eed	trust	0.781
verification	verifikasie	trust	0.781
vow	gelofte	trust	0.781
cooperative	koöperatiewe	trust	0.781
respectable	gerespekteerde	trust	0.773
credible	geloofwaardige	trust	0.773
hero	held	trust	0.773
sisterhood	susterskap	trust	0.773
promise	belofte	trust	0.773
verified	geverifieer	trust	0.773
qualified	gekwalifiseerde	trust	0.766
respected	gerespekteerde	trust	0.766
authentication	verifikasie	trust	0.766
compassion	deernis	trust	0.759
reputable	betroubare	trust	0.758
safekeeping	veilige bewaring	trust	0.758
reliability	betroubaarheid	trust	0.758
moral	morele	trust	0.758
love	lief	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	goedkeuring	trust	0.758
stable	stabiele	trust	0.750
friend	vriend	trust	0.750
genuine	ware	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	bevoegdheid	trust	0.750
loyal	lojale	trust	0.750
ally	bondgenoot	trust	0.750
safeguard	beskerm	trust	0.750
companion	metgesel	trust	0.750
advised	aangeraai	trust	0.750
authentic	outentieke	trust	0.750
respect	opsigte	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	vryheid	trust	0.742
proven	bewys	trust	0.742
respects	opsigte	trust	0.742
faith	geloof	trust	0.742
wholesome	gesonde	trust	0.742
heartfelt	opregte	trust	0.734
unification	eenwording	trust	0.734
protecting	beskerming	trust	0.734
reassurance	gerusstelling	trust	0.734
admirable	bewonderenswaardig	trust	0.734
trustee	trustee	trust	0.734
supporter	ondersteuner	trust	0.734
confirmation	bevestiging	trust	0.734
respectful	respek	trust	0.734
alliance	alliansie	trust	0.727
equality	gelykheid	trust	0.727
friendship	vriendskap	trust	0.727
agreement	ooreenkoms	trust	0.727
fact	feit	trust	0.727
confident	vol vertroue	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	glo	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	uitnemendheid	trust	0.727
credential	Bewyse	trust	0.727
closeness	nabyheid	trust	0.719
authenticate	authentic	trust	0.719
intelligence	intelligensie	trust	0.719
virtue	uit hoofde	trust	0.719
honored	vereer	trust	0.719
virtuous	deugsame	trust	0.719
kindred	familie	trust	0.719
charitable	liefdadigheid	trust	0.711
dedication	toewyding	trust	0.711
guarantee	waarborg	trust	0.711
cooperation	samewerking	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	konsekwentheid	trust	0.711
allegiance	trou	trust	0.711
cooperating	saam	trust	0.711
straightforward	eenvoudig	trust	0.711
determination	bepaling	trust	0.711
justice	geregtigheid	trust	0.711
sanctuary	heiligdom	trust	0.703
nurture	koester	trust	0.703
innocent	onskuldige	trust	0.703
admire	bewonder	trust	0.703
assurance	versekering	trust	0.703
morality	moraliteit	trust	0.703
prepared	bereid	trust	0.703
friendliness	vriendelikheid	trust	0.703
reliable	betroubaar	trust	0.703
mentor	mentor	trust	0.703
guardianship	voogdyskap	trust	0.703
fulfilled	vervul	trust	0.703
reverence	eerbied	trust	0.703
proof	bewys	trust	0.703
admiration	bewondering	trust	0.703
mother	moeder	trust	0.703
protected	beskerm	trust	0.703
motherhood	moederskap	trust	0.703
marriage	huwelik	trust	0.695
skillful	ervare	trust	0.695
indestructible	onvernietigbaar	trust	0.695
guardian	voog	trust	0.695
accountable	aanspreeklik	trust	0.695
courage	moed	trust	0.695
bodyguard	lyfwag	trust	0.695
agreeable	aangenaam	trust	0.695
scientist	wetenskaplike	trust	0.695
allied	geallieerde	trust	0.695
compassionate	barmhartige	trust	0.695
humanitarian	humanitêre	trust	0.695
approving	goedkeuring	trust	0.695
united	Verenigde	trust	0.695
pact	pact	trust	0.695
certified	gesertifiseerde	trust	0.695
morals	morele waardes	trust	0.695
esteem	agting	trust	0.688
secure	verseker	trust	0.688
perfection	perfeksie	trust	0.688
guidance	leiding	trust	0.688
competent	bevoegde	trust	0.688
authenticity	egtheid	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	regverdigbaar	trust	0.688
humanity	mensdom	trust	0.688
solidity	soliditeit	trust	0.688
adviser	adviseur	trust	0.688
pledge	belofte	trust	0.688
believed	geglo	trust	0.688
understanding	begrip	trust	0.688
monogamy	monogamie	trust	0.688
expertise	kundigheid	trust	0.680
diplomatic	diplomatieke	trust	0.680
confidential	vertroulik	trust	0.680
hope	hoop	trust	0.680
protector	beskermer	trust	0.680
agreeing	stem	trust	0.680
diligence	ywer	trust	0.680
official	amptelik	trust	0.680
affirm	bevestig	trust	0.680
indivisible	onverdeelbare	trust	0.680
grandfather	oupa	trust	0.680
humble	nederige	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	voorspraak	trust	0.680
elders	ouderlinge	trust	0.680
goodness	goedheid	trust	0.680
commendable	prysenswaardige	trust	0.680
inspire	inspireer	trust	0.680
approve	goed te keur	trust	0.680
confide	vertrou	trust	0.680
professional	professionele	trust	0.680
familiarity	bekendheid	trust	0.680
leader	leier	trust	0.680
confirmed	bevestig	trust	0.680
acceptance	aanvaarding	trust	0.680
benevolence	welwillendheid	trust	0.672
dignity	waardigheid	trust	0.672
harmoniously	harmonie	trust	0.672
mastery	meesterskap	trust	0.672
unwavering	onwrikbare	trust	0.672
accredited	geakkrediteerde	trust	0.672
healing	genesing	trust	0.672
encyclopedia	ensiklopedie	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	heilig	trust	0.672
cohesive	samehangende	trust	0.672
covenant	verbond	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	foutlose	trust	0.672
safe	veilig	trust	0.672
intelligent	intelligente	trust	0.672
merit	meriete	trust	0.664
impeccable	onberispelike	trust	0.664
affirmatively	bevestigend	trust	0.664
spiritual	geestelike	trust	0.664
advocate	advokaat	trust	0.664
team	span	trust	0.664
heroic	heldhaftige	trust	0.664
communicate	kommunikeer	trust	0.664
disciple	dissipel	trust	0.664
expert	kenner	trust	0.664
proficient	vaardig	trust	0.664
specialist	spesialis	trust	0.664
ambassador	ambassadeur	trust	0.664
accept	aanvaar	trust	0.664
attestation	verklaring	trust	0.664
supporting	ondersteun	trust	0.664
reliance	afhanklikheid	trust	0.664
authority	gesag	trust	0.664
accountability	aanspreeklikheid	trust	0.664
guidebook	gids	trust	0.664
fulfillment	vervulling	trust	0.664
strengthening	versterking	trust	0.661
familiar	bekend	trust	0.656
facts	feite	trust	0.656
achieve	bereik	trust	0.656
warranty	waarborg	trust	0.656
structure	struktuur	trust	0.656
steadfast	standvastig	trust	0.656
favorable	gunstige	trust	0.656
counsel	raad	trust	0.656
relationship	verhouding	trust	0.656
scientific	wetenskaplike	trust	0.656
gentleman	gentleman	trust	0.656
strength	krag	trust	0.656
elder	ouderling	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	heiligheid	trust	0.656
excellent	uitstekende	trust	0.656
proficiency	vaardigheid	trust	0.656
constancy	konstantheid	trust	0.656
defended	verdedig	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	staatmaak	trust	0.648
heroism	heldhaftig	trust	0.648
peaceful	vreedsame	trust	0.648
competency	bevoegdheid	trust	0.648
assuredly	Voorwaar	trust	0.648
brother	broer	trust	0.648
counselor	berader	trust	0.648
successful	suksesvol	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	beskermende	trust	0.648
saint	heilige	trust	0.648
harmony	harmonie	trust	0.648
matrimony	huwelik	trust	0.648
noble	edele	trust	0.648
inspiration	inspirasie	trust	0.648
academic	akademiese	trust	0.648
assist	help	trust	0.648
agreed	ooreengekom	trust	0.648
uphold	handhaaf	trust	0.648
comrade	kameraad	trust	0.648
lovable	lief	trust	0.648
advisable	raadsaam	trust	0.648
solidarity	Solidariteit	trust	0.648
worthy	waardig	trust	0.643
durability	duursaamheid	trust	0.641
coexist	naas	trust	0.641
assure	verseker	trust	0.641
establish	vestig	trust	0.641
benefactor	weldoener	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	voorste	trust	0.641
loving	liefdevolle	trust	0.641
teacher	onderwyser	trust	0.641
judiciary	regbank	trust	0.641
conscientious	pligsgetroue	trust	0.641
confidence	vertroue	trust	0.641
lawful	wettige	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	geordende	trust	0.641
champion	kampioen	trust	0.641
unity	eenheid	trust	0.641
legal	wettig	trust	0.641
kind	soort	trust	0.641
credence	geloofwaardigheid	trust	0.641
real	werklike	trust	0.641
doctor	dokter	trust	0.641
intimate	intieme	trust	0.634
hopeful	hoopvol	trust	0.633
fortitude	moed	trust	0.633
physician	dokter	trust	0.633
brotherly	broederlike	trust	0.633
aspiration	aspirasie	trust	0.633
convincing	oortuigende	trust	0.633
sanctification	heiligmaking	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	eerbetoon	trust	0.633
courageous	moedige	trust	0.633
soundness	gesondheid	trust	0.633
legitimacy	legitimiteit	trust	0.633
endorse	onderskryf	trust	0.633
fidelity	getrouheid	trust	0.633
bless	seën	trust	0.633
judicial	geregtelike	trust	0.633
important	belangrik	trust	0.633
saintly	heilig	trust	0.633
conscience	gewete	trust	0.633
therapeutic	terapeutiese	trust	0.633
authorize	magtig	trust	0.633
devotional	gewyde	trust	0.633
practiced	beoefen	trust	0.633
backbone	ruggraat	trust	0.633
approved	goedgekeur	trust	0.633
evident	duidelik	trust	0.625
encourage	moedig	trust	0.625
caretaker	opsigter	trust	0.625
regard	verband	trust	0.625
angel	engel	trust	0.625
engaged	besig	trust	0.625
blessing	seën	trust	0.625
professorship	professoraat	trust	0.625
majestic	majestieuse	trust	0.625
communication	kommunikasie	trust	0.625
purify	suiwer	trust	0.625
authorization	magtiging	trust	0.625
wonderful	wonderlike	trust	0.625
achievement	prestasie	trust	0.625
fireman	brandweerman	trust	0.625
certify	sertifiseer	trust	0.625
civilized	beskaafde	trust	0.625
profound	diepgaande	trust	0.625
accurate	akkurate	trust	0.625
assured	verseker	trust	0.625
positivity	positiwiteit	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	goeie	trust	0.617
absolution	absolusie	trust	0.617
commend	beveel	trust	0.617
cherish	koester	trust	0.617
fundamental	fundamentele	trust	0.617
advice	advies	trust	0.617
objective	doel	trust	0.617
optimism	optimisme	trust	0.617
testament	testament	trust	0.617
qualities	eienskappe	trust	0.617
haven	hawe	trust	0.617
heroine	heldin	trust	0.617
constantly	voortdurend	trust	0.617
appreciation	waardering	trust	0.617
triumphant	triomfantelike	trust	0.617
accord	beweging	trust	0.617
reassure	gerusstel	trust	0.617
truce	skietstilstand	trust	0.617
thoughtful	deurdagte	trust	0.617
teach	leer	trust	0.617
god	God	trust	0.617
corroborate	bevestig	trust	0.617
believer	gelowige	trust	0.617
unimpeachable	onberispelik	trust	0.617
surety	borg	trust	0.617
attentive	aandagtig	trust	0.617
gospel	evangelie	trust	0.617
bedrock	hoeksteen	trust	0.617
approvement	approvement	trust	0.617
planning	beplanning	trust	0.617
rational	rasionele	trust	0.617
passionate	passievolle	trust	0.617
happy	gelukkig	trust	0.609
babysitter	oppas	trust	0.609
brilliant	briljant	trust	0.609
praise	lof	trust	0.609
definitive	definitiewe	trust	0.609
considerate	bedagsame	trust	0.609
patron	beskermheer	trust	0.609
scripture	Skrif	trust	0.609
heal	genees	trust	0.609
praiseworthy	lofwaardige	trust	0.609
steward	opsigter	trust	0.609
awareness	bewustheid	trust	0.609
officer	beampte	trust	0.609
purification	suiwering	trust	0.609
excel	excel	trust	0.609
civilization	beskawing	trust	0.609
liking	smaak	trust	0.609
comfort	troos	trust	0.609
magnificence	heerlikheid	trust	0.609
notary	notaris	trust	0.609
progression	vordering	trust	0.609
mediator	bemiddelaar	trust	0.609
blessings	seëninge	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	aanbeveel	trust	0.609
brave	dapper	trust	0.602
experienced	ervaar	trust	0.602
steady	bestendige	trust	0.602
enlightenment	verligting	trust	0.602
brighten	kikker	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	vervul	trust	0.602
witness	getuie	trust	0.602
humility	nederigheid	trust	0.602
sympathetic	simpatieke	trust	0.602
helpful	nuttig	trust	0.602
symmetry	simmetrie	trust	0.602
unquestionable	onbetwisbaar	trust	0.602
peace	vrede	trust	0.602
transcendence	transendensie	trust	0.602
serenity	kalmte	trust	0.602
embrace	omhels	trust	0.602
inspired	geïnspireer	trust	0.602
mainstay	steunpilaar	trust	0.602
unconditional	onvoorwaardelike	trust	0.602
guarded	bewaak	trust	0.602
identify	identifiseer	trust	0.602
marry	trou	trust	0.594
grant	verleen	trust	0.594
depend	afhang	trust	0.594
complimentary	komplimentêre	trust	0.594
spouse	eggenoot	trust	0.594
tranquility	rustigheid	trust	0.594
vigilant	waaksaam	trust	0.594
ministry	bediening	trust	0.594
fairly	redelik	trust	0.594
philanthropic	filantropiese	trust	0.594
openly	openlik	trust	0.594
generous	ruim	trust	0.594
strengthen	versterk	trust	0.594
gratitude	dankbaarheid	trust	0.594
befriend	bevriend	trust	0.594
substantiate	staaf	trust	0.594
praised	geprys	trust	0.594
admiral	admiraal	trust	0.594
regent	regent	trust	0.594
sage	salie	trust	0.594
assessment	assessering	trust	0.594
enlighten	verlig	trust	0.594
eminence	voorrang	trust	0.594
commendation	aanbeveling	trust	0.594
efficient	doeltreffende	trust	0.594
nurse	verpleegster	trust	0.594
visionary	visioenêre	trust	0.594
generosity	vrygewigheid	trust	0.594
vigilance	waaksaamheid	trust	0.594
endowment	skenking	trust	0.594
council	raad	trust	0.594
sweetheart	liefling	trust	0.589
attest	getuig	trust	0.586
prestige	prestige	trust	0.586
serene	rustige	trust	0.586
unfailing	onfeilbare	trust	0.586
testimony	getuienis	trust	0.586
checklist	kontrolelys	trust	0.586
inheritance	erfenis	trust	0.586
monk	monnik	trust	0.586
godly	goddelike	trust	0.586
compliance	nakoming	trust	0.586
rooted	gewortel	trust	0.586
constitutional	grondwetlike	trust	0.586
conservation	bewaring	trust	0.586
bylaw	verordening	trust	0.586
helper	helper	trust	0.586
joyful	vreugdevolle	trust	0.586
collectively	gesamentlik	trust	0.586
meritorious	verdienstelike	trust	0.586
acclaim	lof	trust	0.586
diplomacy	diplomasie	trust	0.586
educational	opvoedkundige	trust	0.586
husbandry	akker	trust	0.586
share	aandeel	trust	0.586
enjoying	geniet	trust	0.586
firmness	fermheid	trust	0.586
convince	oortuig	trust	0.586
designation	aanwysing	trust	0.586
tribe	stam	trust	0.586
victory	oorwinning	trust	0.586
magnificent	pragtige	trust	0.586
lovely	pragtige	trust	0.586
seniority	senioriteit	trust	0.586
angelic	engele	trust	0.586
ambition	ambisie	trust	0.586
father	pa	trust	0.586
mate	mate	trust	0.586
sobriety	ingetoënheid	trust	0.586
revere	REVERE	trust	0.586
delegate	delegeer	trust	0.586
navigator	navigator	trust	0.578
watchdog	waghond	trust	0.578
obey	gehoorsaam	trust	0.578
cheerfulness	blymoedigheid	trust	0.578
inviting	nooi	trust	0.578
judge	regter	trust	0.578
irrefutable	onweerlegbare	trust	0.578
philanthropist	filantroop	trust	0.578
careful	versigtig	trust	0.578
communion	nagmaal	trust	0.578
coexisting	naasbestaande	trust	0.578
impartiality	onpartydigheid	trust	0.578
unquestioned	onbevraagtekende	trust	0.578
upright	regop	trust	0.578
authoritative	gesaghebbende	trust	0.578
structural	strukturele	trust	0.578
convinced	oortuig	trust	0.578
smile	glimlag	trust	0.578
commandant	kommandant	trust	0.578
dutiful	pligsgetrou	trust	0.578
shelter	skuiling	trust	0.578
revival	herlewing	trust	0.578
professor	professor	trust	0.578
adore	aanbid	trust	0.578
legalized	gewettig	trust	0.578
punctual	stiptelike	trust	0.570
counsellor	berader	trust	0.570
complement	aanvulling	trust	0.570
corroboration	bevestiging	trust	0.570
immaculate	onberispelike	trust	0.570
relative	relatiewe	trust	0.570
apostle	apostel	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	bind	trust	0.570
insure	verseker	trust	0.570
plausible	geloofwaardige	trust	0.570
consult	raadpleeg	trust	0.570
modest	beskeie	trust	0.570
measured	gemeet	trust	0.570
pilot	vlieënier	trust	0.570
collaborator	medewerker	trust	0.570
advise	adviseer	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	Ordonnansie	trust	0.570
compass	kompas	trust	0.570
guide	lei	trust	0.570
everlasting	ewige	trust	0.570
adhering	voldoening	trust	0.570
determinate	bepaalde	trust	0.570
heavenly	hemelse	trust	0.570
principal	skoolhoof	trust	0.570
abundance	oorvloed	trust	0.570
matron	matrone	trust	0.570
unequivocal	ondubbelsinnige	trust	0.570
volunteers	vrywilligers	trust	0.570
pedigree	stamboom	trust	0.570
unquestionably	ongetwyfeld	trust	0.570
pertinent	pertinente	trust	0.562
devout	toegewyde	trust	0.562
curable	geneesbaar	trust	0.562
insight	insig	trust	0.562
congregation	gemeente	trust	0.562
admit	erken	trust	0.562
pleasant	aangename	trust	0.562
vigorous	lewenskragtige	trust	0.562
fort	fort	trust	0.562
remarkable	merkwaardige	trust	0.562
content	inhoud	trust	0.562
spotless	vlekkelose	trust	0.562
uplift	hef	trust	0.562
compensate	vergoed	trust	0.562
lovemaking	liefde maak	trust	0.562
jury	jurie	trust	0.562
jurist	regsgeleerde	trust	0.562
soothing	strelend	trust	0.562
ordination	koördinering	trust	0.562
cohesion	samehorigheid	trust	0.562
frankness	vrymoedigheid	trust	0.562
strong	sterk	trust	0.562
miracle	wonderwerk	trust	0.562
concordance	konkordansie	trust	0.562
applaud	jubel	trust	0.562
prize	prys	trust	0.562
apostolic	apostoliese	trust	0.562
succeeding	daaropvolgende	trust	0.562
vitality	vitaliteit	trust	0.562
treasurer	tesourier	trust	0.562
save	red	trust	0.562
earn	verdien	trust	0.562
midwife	vroedvrou	trust	0.555
discretion	diskresie	trust	0.555
worship	aanbidding	trust	0.555
constant	konstante	trust	0.555
foresight	versiendheid	trust	0.555
vote	stem	trust	0.555
cultivate	kweek	trust	0.555
impartial	onpartydige	trust	0.555
illumination	verligting	trust	0.555
ambulance	ambulans	trust	0.555
privacy	privaatheid	trust	0.555
succeed	slaag	trust	0.555
providing	verskaffing	trust	0.555
veteran	veteraan	trust	0.555
patience	geduld	trust	0.555
prophet	profeet	trust	0.555
coach	afrigter	trust	0.555
intuition	intuïsie	trust	0.555
reconciliation	versoening	trust	0.555
defender	verdediger	trust	0.555
coalesce	saamvloei	trust	0.555
mediate	bemiddel	trust	0.555
precedence	voorrang	trust	0.555
congruence	kongruensie	trust	0.555
buddy	buddy	trust	0.555
reunion	reünie	trust	0.555
restorative	herstellende	trust	0.555
destined	bestem	trust	0.555
physicist	fisikus	trust	0.555
influential	invloedryke	trust	0.555
exalt	verhef	trust	0.555
greatness	grootheid	trust	0.555
inclusion	insluiting	trust	0.555
auditor	ouditeur	trust	0.555
meditate	mediteer	trust	0.555
betrothed	verloof	trust	0.555
proud	trots	trust	0.547
provide	voorsien	trust	0.547
conciliation	versoening	trust	0.547
ancestral	voorvaderlike	trust	0.547
liberty	vryheid	trust	0.547
durable	duursaam	trust	0.547
impenetrable	ondeurdringbare	trust	0.547
prudent	omsigtige	trust	0.547
invocation	aanroeping	trust	0.547
engaging	innemende	trust	0.547
statement	verklaring	trust	0.547
rejoice	verbly	trust	0.547
cheer	moed	trust	0.547
eyewitness	ooggetuie	trust	0.547
prevalent	algemeen	trust	0.547
securities	sekuriteite	trust	0.547
friendly	vriendelike	trust	0.547
salvation	verlossing	trust	0.547
independence	onafhanklikheid	trust	0.547
govern	regeer	trust	0.547
forgive	vergewe	trust	0.547
commanding	bevelvoerder	trust	0.547
convent	klooster	trust	0.547
reinforcement	versterking	trust	0.547
law	wet	trust	0.547
registry	register	trust	0.547
temperate	gematigde	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	gereedheid	trust	0.547
heritage	erfenis	trust	0.547
chronicle	kroniek	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	instituut	trust	0.539
applause	applous	trust	0.539
architecture	argitektuur	trust	0.539
obvious	voor die hand liggend	trust	0.539
recovery	herstel	trust	0.539
inimitable	onnavolgbaar	trust	0.539
relevant	relevant	trust	0.539
responsive	reageer	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instruksies	trust	0.539
define	definieer	trust	0.539
delightful	heerlike	trust	0.539
antidote	teenmiddel	trust	0.539
admitting	erken	trust	0.539
psalms	psalms	trust	0.539
stamina	stamina	trust	0.539
majority	meerderheid	trust	0.539
inoculation	Inenting	trust	0.539
perfect	perfekte	trust	0.539
obedience	gehoorsaamheid	trust	0.539
memorable	onvergeetlike	trust	0.539
chastity	kuisheid	trust	0.539
proctor	Proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	reëlmaat	trust	0.539
forefathers	voorvaders	trust	0.539
immovable	onroerende	trust	0.539
eager	gretig	trust	0.539
aspiring	aspirant	trust	0.539
obliging	hulpvaardig	trust	0.539
reinforcements	versterkings	trust	0.539
tantamount	gelykstaande	trust	0.539
exalted	verhewe	trust	0.539
hospital	hospitaal	trust	0.531
retirement	aftrede	trust	0.531
strive	streef	trust	0.531
edification	stigting	trust	0.531
candid	openhartige	trust	0.531
deed	daad	trust	0.531
school	skool	trust	0.531
cradle	wieg	trust	0.531
transcript	transkripsie	trust	0.531
accompaniment	begeleiding	trust	0.531
doubtless	ongetwyfeld	trust	0.531
rescue	redding	trust	0.531
seal	seël	trust	0.531
expedient	raadsaam	trust	0.531
ballot	stembrief	trust	0.531
deliverance	verlossing	trust	0.531
heavens	hemel	trust	0.531
fraternal	broederliefde	trust	0.531
dependent	afhanklik	trust	0.531
answerable	verantwoordbaar	trust	0.531
center	sentrum	trust	0.531
analyst	ontleder	trust	0.531
firstborn	eersgeborene	trust	0.531
bloom	blom	trust	0.531
inseparable	onafskeidbaar	trust	0.531
bride	bruid	trust	0.531
evergreen	immergroen	trust	0.531
princely	prins	trust	0.531
immunization	immunisering	trust	0.531
refuge	toevlug	trust	0.531
verily	voorwaar	trust	0.531
omniscient	alwetend	trust	0.531
terms	terme	trust	0.531
sponsor	borg	trust	0.531
approbation	approbasie	trust	0.527
correctness	korrektheid	trust	0.523
elevation	opstand	trust	0.523
neighbor	buurman	trust	0.523
unbroken	ononderbroke	trust	0.523
countenance	aangesig	trust	0.523
hug	drukkie	trust	0.523
nobility	adel	trust	0.523
paragon	toonbeeld	trust	0.523
coronation	kroning	trust	0.523
celebration	viering	trust	0.523
graduation	gradeplegtigheid	trust	0.523
commonwealth	Statebond	trust	0.523
dictionary	woordeboek	trust	0.523
powerful	kragtige	trust	0.523
notable	noemenswaardige	trust	0.523
account	rekening	trust	0.523
winning	wen	trust	0.523
honeymoon	honeymoon	trust	0.523
improvement	verbetering	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kapelaan	trust	0.523
ratify	bekragtig	trust	0.523
connoisseur	fynproewer	trust	0.523
award	toekenning	trust	0.523
taught	geleer	trust	0.523
adoration	aanbidding	trust	0.523
salutary	heilsame	trust	0.523
captivate	boei	trust	0.523
liberate	bevry	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureate	trust	0.523
benedictory	benedictory	trust	0.523
feeling	gevoel	trust	0.518
freely	vrylik	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	gedroom	trust	0.516
organization	organisasie	trust	0.516
framework	raamwerk	trust	0.516
sentinel	brandwag	trust	0.516
advent	koms	trust	0.516
inform	lig	trust	0.516
committee	komitee	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	minded	trust	0.516
obstetrician	verloskundige	trust	0.516
enchanted	betower	trust	0.516
formative	formatiewe	trust	0.516
tribunal	tribunaal	trust	0.516
association	vereniging	trust	0.516
remedy	oplossing	trust	0.516
credit	krediet	trust	0.516
nobleman	edelman	trust	0.516
predominant	oorheersende	trust	0.516
measure	meet	trust	0.516
perpetuity	vir altyd	trust	0.516
fully	ten volle	trust	0.516
deserve	verdien	trust	0.516
tender	tender	trust	0.516
pray	Bid	trust	0.516
confession	belydenis	trust	0.516
management	bestuur	trust	0.516
volunteer	vrywilliger	trust	0.509
instruct	opdrag	trust	0.508
virgin	maagd	trust	0.508
constable	konstabel	trust	0.508
reward	beloning	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	priester	trust	0.508
policy	beleid	trust	0.508
confessional	konfessionele	trust	0.508
savor	geur	trust	0.508
custodian	bewaarder	trust	0.508
vouch	instaan	trust	0.508
tolerance	verdraagsaamheid	trust	0.508
unsurpassed	onoortreflike	trust	0.508
venerable	eerbiedwaardige	trust	0.508
forgiving	vergewe	trust	0.508
intact	ongeskonde	trust	0.508
diversity	diversiteit	trust	0.508
accolade	toekenning	trust	0.508
philosopher	filosoof	trust	0.508
lieutenant	luitenant	trust	0.508
shepherd	skaapwagter	trust	0.508
courtship	hofmakery	trust	0.508
sovereign	soewereine	trust	0.508
medical	medies	trust	0.508
housewife	huisvrou	trust	0.508
automatic	outomatiese	trust	0.508
patronage	begunstiging	trust	0.508
enable	in staat te stel	trust	0.508
admissible	toelaatbaar	trust	0.508
beautification	verfraaiing	trust	0.508
synchronize	sinchroniseer	trust	0.500
info	info	trust	0.500
pontiff	Pous	trust	0.500
retain	behou	trust	0.500
warden	bewaarder	trust	0.500
majesty	majesteit	trust	0.500
infallibility	onfeilbaarheid	trust	0.500
guru	guru	trust	0.500
apologetic	apologetiese	trust	0.500
darling	liefling	trust	0.500
doctrine	leer	trust	0.500
related	verwante	trust	0.500
treasure	skat	trust	0.500
infinity	oneindig	trust	0.500
romantic	romantiese	trust	0.500
optimist	optimis	trust	0.500
timing	tydsberekening	trust	0.500
undying	ewig	trust	0.500
personal	persoonlike	trust	0.500
gateway	gateway	trust	0.500
instruction	opdrag	trust	0.500
backer	wedder	trust	0.500
watchful	wakende	trust	0.500
badge	badge	trust	0.500
birth	geboorte	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	vroom	trust	0.500
indelible	onuitwisbare	trust	0.500
superman	Superman	trust	0.500
guard	wag	trust	0.500
vindication	regverdiging	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	lewendig	trust	0.500
constitute	uitmaak	trust	0.492
jubilant	jubelende	trust	0.492
endow	doteren	trust	0.492
improve	verbeter	trust	0.492
contributor	bydraer	trust	0.492
formality	formaliteit	trust	0.492
salute	saluut	trust	0.492
inevitable	onvermydelike	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	skeidsregter	trust	0.492
grow	groei	trust	0.492
fellow	mede	trust	0.492
popularity	gewildheid	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	woordvoerder	trust	0.492
synonymous	sinoniem	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kerk	trust	0.492
hardy	geharde	trust	0.492
privy	betrokke was	trust	0.492
psalm	Psalm	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	aantrekkingskrag	trust	0.492
grandchildren	kleinkinders	trust	0.492
elegance	elegansie	trust	0.492
laudatory	lofprysing	trust	0.492
sheriff	balju	trust	0.492
radiance	glans	trust	0.492
harbor	hawe	trust	0.492
aspire	streef	trust	0.492
