word	Macedonian-mk	emotion	emotion-intensity-score
desert	пустината	sadness	0.344
attenuation	слабеењето	sadness	0.344
forfeit	се губи	sadness	0.344
plea	молба	sadness	0.344
cumbersome	тежок	sadness	0.344
resigned	поднесе оставка	sadness	0.344
lagging	заостанува	sadness	0.344
intercede	интервенира	sadness	0.344
myopia	миопија	sadness	0.339
unaccountable	неопределен	sadness	0.339
mishap	несреќа	sadness	0.338
probation	условна казна	sadness	0.336
disagreeing	не се согласувам	sadness	0.333
severance	отпремнина	sadness	0.333
bacteria	бактерија	sadness	0.328
adrift	бегам	sadness	0.328
squall	шкарт	sadness	0.328
nether	ниско	sadness	0.328
leave	Остави	sadness	0.328
incompetent	неспособни	sadness	0.328
endless	бескрајни	sadness	0.328
unacceptable	неприфатливо	sadness	0.328
bondage	ропство	sadness	0.328
dependence	зависност	sadness	0.328
sterile	стерилен	sadness	0.328
unacknowledged	непознат	sadness	0.328
disallowed	недозволено	sadness	0.328
nepotism	непотизам	sadness	0.328
soreness	болка	sadness	0.328
scold	караница	sadness	0.327
flaccid	флекирано	sadness	0.324
hobo	hobo	sadness	0.323
fragile	кревка	sadness	0.319
stingy	скржавиот	sadness	0.319
sue	тужи	sadness	0.318
scarcely	едвај	sadness	0.318
mistake	грешка	sadness	0.312
committal	посветеност	sadness	0.312
fatty	масни	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	thresh	sadness	0.312
skid	пропадна	sadness	0.312
hamstring	тетива	sadness	0.312
nonsensical	бесмислено	sadness	0.312
ulcer	чир	sadness	0.312
defy	пркосат	sadness	0.312
nostalgia	носталгија	sadness	0.312
inhibit	инхибираат	sadness	0.312
clouded	заматен	sadness	0.312
evanescence	евангелизација	sadness	0.312
conceal	скрие	sadness	0.311
blemish	шкарт	sadness	0.310
resisting	отпор	sadness	0.309
sympathetic	симпатична	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	признае	sadness	0.303
opium	опиум	sadness	0.303
alas	за жал	sadness	0.302
setback	неуспех	sadness	0.297
halting	запирање	sadness	0.297
incase	во случај	sadness	0.297
inappropriate	несоодветно	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	мигрена	sadness	0.297
incompatible	некомпатибилни	sadness	0.297
dull	досадна	sadness	0.297
discontinuity	дисконтинуитет	sadness	0.297
wrinkled	збрчкан	sadness	0.297
suppress	сузбивање	sadness	0.297
weak	слаб	sadness	0.297
mislead	заблуда	sadness	0.297
subsidence	слегнување	sadness	0.297
hermit	пустиник	sadness	0.296
moving	се движи	sadness	0.295
shrink	се намалува	sadness	0.295
shiver	се тресат	sadness	0.291
tramp	трамп	sadness	0.288
constraint	ограничување	sadness	0.288
unimportant	неважно	sadness	0.288
rubble	урнатини	sadness	0.282
excluding	со исклучок на	sadness	0.281
revoke	одземе	sadness	0.281
negro	негро	sadness	0.281
shortage	недостаток	sadness	0.281
wearily	уморно	sadness	0.281
grey	сиво	sadness	0.281
senseless	бесмислено	sadness	0.281
overdue	задоцнета	sadness	0.281
flinch	flinch	sadness	0.281
adverse	негативни	sadness	0.281
remove	отстрани	sadness	0.281
grumpy	пргаво	sadness	0.281
flop	флоп	sadness	0.281
scrapie	скрепи	sadness	0.281
confession	исповед	sadness	0.281
timid	срамежливи	sadness	0.281
down	надолу	sadness	0.281
unseat	откачете	sadness	0.281
apathy	апатија	sadness	0.281
taint	нечистотија	sadness	0.281
black	црна	sadness	0.281
knell	knell	sadness	0.275
jurisprudence	јуриспруденција	sadness	0.273
humbled	понизен	sadness	0.273
confusion	конфузија	sadness	0.273
soldier	војник	sadness	0.273
throb	удар	sadness	0.273
gray	сиво	sadness	0.269
obstacle	пречка	sadness	0.266
lax	лабави	sadness	0.266
eternity	вечност	sadness	0.266
leaving	оставајќи	sadness	0.266
unrealistic	нереално	sadness	0.266
mixedemotions	Измешани емоции	sadness	0.266
slur	slur	sadness	0.266
drifted	лебдат	sadness	0.266
remiss	незнам	sadness	0.266
shack	колиба	sadness	0.266
inconvenient	незгодно	sadness	0.263
restrict	ограничи	sadness	0.259
misrepresentation	погрешно толкување	sadness	0.259
stagnant	стагнација	sadness	0.259
disservice	лоша услуга	sadness	0.258
backwater	подводна вода	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	пустината	sadness	0.255
wasteful	непотребно	sadness	0.250
labored	работел	sadness	0.250
uneducated	необразован	sadness	0.250
incomplete	нецелосни	sadness	0.250
older	постари	sadness	0.250
speculation	шпекулации	sadness	0.250
undying	бесмртни	sadness	0.250
pine	бор	sadness	0.250
tempest	бура	sadness	0.250
humbug	humbug	sadness	0.250
bang	тресне	sadness	0.250
gullible	лековерни	sadness	0.250
unexplained	необјаснето	sadness	0.250
communism	комунизмот	sadness	0.250
error	грешка	sadness	0.250
anchorage	прицврстување	sadness	0.250
rainyday	дождлив ден	sadness	0.242
demonstrative	демонстративен	sadness	0.242
melodrama	мелодрама	sadness	0.242
necessity	потреба	sadness	0.236
boredom	здодевност	sadness	0.235
misty	магли	sadness	0.234
warp	искриват	sadness	0.234
trash	ѓубре	sadness	0.234
burke	бурке	sadness	0.234
hollow	шупливи	sadness	0.234
void	празнина	sadness	0.234
healing	лекување	sadness	0.234
cloudy	облачно	sadness	0.234
blockade	блокада	sadness	0.234
depart	заминам	sadness	0.234
uninteresting	неинтересен	sadness	0.234
cancel	откажете	sadness	0.234
sentence	реченица	sadness	0.234
foggy	магла	sadness	0.234
pale	Блед	sadness	0.234
case	случај	sadness	0.228
rainy	дождливо	sadness	0.227
onerous	тежок	sadness	0.223
bottom	дното	sadness	0.223
uninterested	незаинтересирани	sadness	0.223
fasting	постот	sadness	0.220
indifference	рамнодушност	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	справување	sadness	0.219
discolored	обезцветен	sadness	0.219
blunder	грешка	sadness	0.219
thirst	жед	sadness	0.219
dole	dole	sadness	0.219
pious	побожен	sadness	0.219
cocaine	кокаин	sadness	0.218
tough	тешко	sadness	0.212
lower	пониско	sadness	0.203
sprain	испрснува	sadness	0.203
arid	суви	sadness	0.203
fat	масти	sadness	0.203
revolution	револуција	sadness	0.203
chilly	студено	sadness	0.203
chargeable	наплатлив	sadness	0.203
sluggish	слаб	sadness	0.203
yucky	јуки	sadness	0.203
hoary	Гоја	sadness	0.203
wanting	сакајќи	sadness	0.202
progression	прогресија	sadness	0.201
closure	затворање	sadness	0.195
unbeaten	непобедлив	sadness	0.193
veal	телешко месо	sadness	0.188
retirement	пензионирање	sadness	0.188
oddity	чудак	sadness	0.188
heartfelt	искрено	sadness	0.188
meh	мех	sadness	0.188
invalid	неважечки	sadness	0.188
tease	закачам	sadness	0.188
splitting	разделување	sadness	0.188
interrupted	прекината	sadness	0.188
rumor	гласини	sadness	0.188
cataract	катаракта	sadness	0.188
rack	решетка	sadness	0.188
halter	петел	sadness	0.188
cold	студ	sadness	0.188
concerned	загрижени	sadness	0.184
sarcasm	сарказам	sadness	0.181
strip	лента	sadness	0.179
esteem	почит	sadness	0.172
feeling	чувство	sadness	0.172
overload	преоптоварување	sadness	0.172
divided	поделени	sadness	0.172
memories	спомени	sadness	0.172
sap	SAP	sadness	0.172
eschew	избегнувај	sadness	0.172
cupping	cupping	sadness	0.172
destination	дестинација	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	ограничен	sadness	0.167
rain	дожд	sadness	0.163
willful	намерно	sadness	0.160
untitled	без наслов	sadness	0.157
weeds	плевел	sadness	0.156
stint	престој	sadness	0.156
cross	крстот	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	шмркаат	sadness	0.154
inconsequential	несуштински	sadness	0.152
procession	поворка	sadness	0.152
tax	данок	sadness	0.142
lesbian	лезбејка	sadness	0.141
emo	емо	sadness	0.141
overpriced	прескапата	sadness	0.141
tolerate	толерира	sadness	0.141
mug	кригла	sadness	0.141
weight	Тежина	sadness	0.141
touchy	досаден	sadness	0.140
kennel	одгледувачницата	sadness	0.130
grounded	втемелени	sadness	0.130
late	доцна	sadness	0.125
theocratic	теократска	sadness	0.125
clouds	облаци	sadness	0.125
terrific	прекрасен	sadness	0.125
commemorate	комеморација	sadness	0.125
meek	кротки	sadness	0.125
stillness	тишина	sadness	0.125
sisterhood	сестринство	sadness	0.125
socialist	социјалистички	sadness	0.125
unpaid	неплатено	sadness	0.125
margin	маргина	sadness	0.125
default	стандардно	sadness	0.121
lace	чипка	sadness	0.118
unpublished	необјавени	sadness	0.116
interested	заинтересирани	sadness	0.114
fortress	тврдина	sadness	0.110
fleece	руно	sadness	0.109
rating	рејтинг	sadness	0.109
lush	бујна	sadness	0.109
harry	Хари	sadness	0.109
priesthood	свештенството	sadness	0.109
orchestra	оркестар	sadness	0.109
ultimate	крајно	sadness	0.109
sanctify	посвети	sadness	0.108
income	приход	sadness	0.100
sonnet	сонет	sadness	0.094
winning	победа	sadness	0.094
quiet	тивок	sadness	0.094
boo	Boo	sadness	0.094
vainly	залудно	sadness	0.091
wet	влажни	sadness	0.078
hug	прегратка	sadness	0.078
hut	колиба	sadness	0.078
ovation	овации	sadness	0.078
humble	смирен	sadness	0.078
motivating	мотивирачки	sadness	0.078
opera	опера	sadness	0.078
treat	третираат	sadness	0.076
hymn	химна	sadness	0.064
honest	искрен	sadness	0.062
relics	мошти	sadness	0.061
couch	каучот	sadness	0.060
waffle	вафли	sadness	0.047
shell	школка	sadness	0.045
musical	музички	sadness	0.045
savor	мирис	sadness	0.034
vote	гласање	sadness	0.031
napkin	салфетка	sadness	0.031
sing	пее	sadness	0.017
music	музика	sadness	0.016
mother	мајка	sadness	0.016
nutritious	хранлива	sadness	0.015
lovely	прекрасна	sadness	0.009
art	art	sadness	0.000
romance	романса	sadness	0.000
liquor	алкохол	sadness	0.000
sweetheart	срдечна	sadness	0.000
surprise	изненадување	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	експлодираат	surprise	0.906
explosion	експлозија	surprise	0.898
explosive	експлозивни	surprise	0.883
ambush	заседа	surprise	0.883
eruption	ерупција	surprise	0.883
frighten	исплашат	surprise	0.875
startle	вчудоневиди	surprise	0.875
surprisingly	изненадувачки	surprise	0.875
shockingly	шокантно	surprise	0.875
surprising	изненадувачки	surprise	0.867
frightened	исплашен	surprise	0.867
surprised	изненаден	surprise	0.867
thrilling	возбудливо	surprise	0.859
miracle	чудо	surprise	0.859
outburst	излив	surprise	0.859
blast	експлозија	surprise	0.852
alarm	аларм	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	веселба	surprise	0.844
thunderstruck	грмотевици	surprise	0.844
shock	шок	surprise	0.844
fright	страв	surprise	0.836
bang	тресне	surprise	0.836
unexpectedly	неочекувано	surprise	0.836
catastrophe	катастрофа	surprise	0.836
dazzle	заслепувај	surprise	0.836
emergency	итен случај	surprise	0.828
bewilderment	збунетост	surprise	0.828
suddenly	одеднаш	surprise	0.828
startling	изненадувачки	surprise	0.828
astound	вчудовидувачки	surprise	0.820
stunned	шокиран	surprise	0.820
jackpot	џекпот	surprise	0.812
earthquake	земјотрес	surprise	0.812
disaster	катастрофа	surprise	0.812
astonish	зачудувачки	surprise	0.805
astonishment	изненадување	surprise	0.805
climax	климакс	surprise	0.805
aghast	вознемирен	surprise	0.805
scare	плашиш	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	бомба	surprise	0.789
erupt	еруптира	surprise	0.789
exclaim	извика	surprise	0.789
amazement	изненадување	surprise	0.781
detonate	детонира	surprise	0.773
alarming	алармантно	surprise	0.773
miraculous	чудесен	surprise	0.773
invade	нападне	surprise	0.773
raid	рација	surprise	0.773
abduction	киднапирање	surprise	0.773
kidnap	киднапирање	surprise	0.766
stupefy	глупав	surprise	0.758
overwhelming	огромно	surprise	0.758
dumfound	ДЕФФОНЕН	surprise	0.758
unpredictable	непредвидливо	surprise	0.758
unimaginable	незамисливо	surprise	0.750
erratic	непредвидливо	surprise	0.750
accident	несреќа	surprise	0.750
outrageous	срамота	surprise	0.750
flinch	flinch	surprise	0.742
blitz	Блиц	surprise	0.742
petrify	petrify	surprise	0.742
slaughter	колење	surprise	0.742
horror	хорор	surprise	0.742
amaze	изненадување	surprise	0.742
bewilder	збунувачки	surprise	0.742
wreck	руина	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	возбуда	surprise	0.734
frenetic	френетичен	surprise	0.734
frantic	избезумено	surprise	0.734
crash	несреќа	surprise	0.734
sudden	одеднаш	surprise	0.727
riotous	немири	surprise	0.727
vanished	исчезна	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	негодување	surprise	0.727
bewildered	збунет	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	саботажа	surprise	0.719
shriek	крик	surprise	0.719
breathless	без здив	surprise	0.719
scream	крик	surprise	0.719
manslaughter	убиство без насилство	surprise	0.719
rupture	руптура	surprise	0.719
unanticipated	неочекувано	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	неконтролирано	surprise	0.711
unexpected	неочекувано	surprise	0.711
electrify	електрификација	surprise	0.711
stun	зашемети	surprise	0.711
shot	shot	surprise	0.711
avalanche	лавина	surprise	0.711
gasp	воздишка	surprise	0.711
unforeseen	непредвидени	surprise	0.703
slam	слем	surprise	0.703
surge	бран	surprise	0.703
intruder	натрапник	surprise	0.703
abrupt	нагло	surprise	0.703
suspense	неизвесност	surprise	0.703
devastation	уништување	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	нестабилност	surprise	0.695
excite	возбуди	surprise	0.695
unprecedented	без преседан	surprise	0.695
stab	прободе	surprise	0.695
urgent	итно	surprise	0.695
yell	викај	surprise	0.695
strike	штрајк	surprise	0.695
disturbance	нарушување	surprise	0.688
carnage	масакр	surprise	0.688
spectacular	спектакуларен	surprise	0.688
incredible	неверојатно	surprise	0.688
recklessness	непромисленост	surprise	0.680
slap	шлаканица	surprise	0.680
monstrous	монструозен	surprise	0.680
clamor	врева	surprise	0.680
thrill	возбуда	surprise	0.680
accidentally	случајно	surprise	0.672
accidental	случајно	surprise	0.672
striking	впечатливо	surprise	0.672
captivate	очаровам	surprise	0.672
exhilaration	возбуда	surprise	0.672
terrorist	терористички	surprise	0.672
inexplicable	необјаснив	surprise	0.672
exciting	возбудливо	surprise	0.672
topple	собори	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	вулкан	surprise	0.664
revolution	револуција	surprise	0.664
freakish	чуден	surprise	0.664
incendiary	запален	surprise	0.656
revolt	револт	surprise	0.656
sneak	искористиш приликата	surprise	0.656
unspeakable	неописливо	surprise	0.656
bloodshed	крвопролевање	surprise	0.656
cyclone	циклон	surprise	0.648
violent	насилни	surprise	0.648
disruption	нарушување	surprise	0.648
spellbound	очаен	surprise	0.648
unsuspecting	доверчив	surprise	0.648
mutiny	бунт	surprise	0.648
attacking	напад	surprise	0.648
unintended	ненамерно	surprise	0.648
amazingly	неверојатно	surprise	0.648
epidemic	епидемија	surprise	0.648
shout	викај	surprise	0.641
screech	крик	surprise	0.641
wildfire	шумски пожар	surprise	0.641
indescribable	неопислива	surprise	0.641
enthusiasm	ентузијазам	surprise	0.641
excitation	возбуда	surprise	0.641
tumult	метеж	surprise	0.641
improvisation	импровизација	surprise	0.641
anomaly	аномалија	surprise	0.633
apparition	сениште	surprise	0.633
treachery	предавство	surprise	0.633
presto	престо	surprise	0.633
gape	зјапа	surprise	0.633
agape	agape	surprise	0.633
uncertain	неизвесно	surprise	0.633
plunder	грабеж	surprise	0.633
tempest	бура	surprise	0.625
trick	трик	surprise	0.625
slaughtering	колење	surprise	0.625
wonderment	чудо	surprise	0.625
excited	возбуден	surprise	0.625
sorcery	магии	surprise	0.625
murderous	убиствен	surprise	0.625
urgency	итност	surprise	0.625
distress	вознемиреност	surprise	0.625
mystery	мистерија	surprise	0.625
trickery	измама	surprise	0.617
intense	интензивно	surprise	0.617
vanish	исчезнуваат	surprise	0.617
murder	убиство	surprise	0.617
quickness	брзина	surprise	0.617
intrusive	наметлива	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	шега	surprise	0.617
blindfold	врзани за очи	surprise	0.609
coup	државен удар	surprise	0.609
splash	поздрав	surprise	0.609
thief	крадец	surprise	0.609
magical	магично	surprise	0.609
unstable	нестабилен	surprise	0.609
shatter	распарчи	surprise	0.609
strangle	задуши	surprise	0.609
defy	пркосат	surprise	0.602
deluge	потоп	surprise	0.602
inconceivable	незамисливо	surprise	0.602
jubilee	јубилеј	surprise	0.602
stupor	ступор	surprise	0.602
tackle	се справи	surprise	0.602
assail	нападам	surprise	0.602
betray	предавам	surprise	0.602
monstrosity	монструозност	surprise	0.594
alerts	сигнали	surprise	0.594
lightning	молња	surprise	0.594
mishap	несреќа	surprise	0.594
shrill	писклив	surprise	0.594
stupendous	фантастичен	surprise	0.594
mysterious	мистериозно	surprise	0.586
paralyzed	парализиран	surprise	0.586
randomly	случајно	surprise	0.586
bonus	бонус	surprise	0.586
deceit	измама	surprise	0.586
wild	диви	surprise	0.586
pitfall	замка	surprise	0.586
wondrous	чудесно	surprise	0.586
uncanny	чуден	surprise	0.586
electric	електричен	surprise	0.578
oddity	чудак	surprise	0.578
death	смрт	surprise	0.578
jubilant	весела	surprise	0.578
godsend	Божји дар	surprise	0.578
stagger	тетеравејќи се	surprise	0.578
raving	бесно	surprise	0.578
rejoicing	радувај се	surprise	0.578
premature	прерано	surprise	0.578
fluke	среќа	surprise	0.578
bizarre	бизарно	surprise	0.578
revenge	одмазда	surprise	0.570
dynamic	динамичен	surprise	0.570
dismay	разочарување	surprise	0.570
ecstatic	екстатично	surprise	0.562
fascinate	Фасцинантно	surprise	0.562
uncover	открие	surprise	0.562
jerk	непредвидлив	surprise	0.562
reward	награда	surprise	0.562
nefarious	злобни	surprise	0.562
reappear	повторно се појавува	surprise	0.562
whim	каприц	surprise	0.555
conjure	апелирам	surprise	0.555
crescendo	крешендо	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	осветли	surprise	0.547
rescue	спаси	surprise	0.547
tantalizing	извонредно	surprise	0.547
winner	победник	surprise	0.547
heroism	хероизмот	surprise	0.547
rarity	реткост	surprise	0.547
ejaculation	ејакулација	surprise	0.547
daze	дремка	surprise	0.547
unbridled	неограничен	surprise	0.547
thwart	спречи	surprise	0.547
treason	предавство	surprise	0.539
punch	удар	surprise	0.539
insult	навреда	surprise	0.539
lunge	скок	surprise	0.539
illusion	илузија	surprise	0.539
lucky	среќа	surprise	0.539
interrupt	прекинеш	surprise	0.539
cheer	навиваат	surprise	0.539
celebration	прослава	surprise	0.539
violation	повреда	surprise	0.539
marvel	чудо	surprise	0.539
sensation	сензација	surprise	0.531
fearfully	страшно	surprise	0.531
concealed	сокриени	surprise	0.531
banger	бенџер	surprise	0.531
affront	навреда	surprise	0.531
snag	финтата	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	вечер	surprise	0.523
wonder	чудо	surprise	0.523
immediacy	непосредност	surprise	0.523
undiscovered	неоткриени	surprise	0.523
abandonment	напуштање	surprise	0.523
rejoice	Радувај се	surprise	0.523
improvise	импровизираат	surprise	0.523
majestic	величествен	surprise	0.523
scorpion	скорпија	surprise	0.523
victimized	жртва	surprise	0.523
liberate	ослободи	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	безшумно	surprise	0.516
tickle	скокање	surprise	0.516
chance	шанса	surprise	0.516
howl	завива	surprise	0.516
swerve	свирев	surprise	0.508
reflex	рефлекс	surprise	0.508
rave	рејвинг	surprise	0.508
pop	поп	surprise	0.508
luck	среќа	surprise	0.508
magnificent	прекрасен	surprise	0.508
transcendence	трансцеденција	surprise	0.508
garish	Гариш	surprise	0.508
unintentionally	ненамерно	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	ретко	surprise	0.500
marvelous	прекрасен	surprise	0.500
heroic	херојски	surprise	0.500
remarkable	извонреден	surprise	0.500
fainting	несвестица	surprise	0.500
slayer	убиец	surprise	0.500
erotic	еротски	surprise	0.500
enliven	enliven	surprise	0.500
alertness	будност	surprise	0.500
misbehavior	погрешно однесување	surprise	0.500
embarrassment	срам	surprise	0.500
diversion	пренасочување	surprise	0.500
unutterable	неизреклив	surprise	0.492
nab	nab	surprise	0.492
camouflage	маскирна	surprise	0.492
trump	адут	surprise	0.492
decoy	мамка	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	химера	surprise	0.492
infarct	инфаркт	surprise	0.492
birthday	роденден	surprise	0.492
greatness	величие	surprise	0.492
zeal	ревност	surprise	0.484
prick	измамник	surprise	0.484
magician	волшебник	surprise	0.484
underestimate	потценувајте	surprise	0.484
horde	орда	surprise	0.484
fanfare	фанфари	surprise	0.484
inexpressible	неизказан	surprise	0.484
daemon	демон	surprise	0.484
variable	променлива	surprise	0.484
curiosity	љубопитност	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	необезбеден	surprise	0.477
chicane	шикан	surprise	0.477
fortune	среќа	surprise	0.477
sneeze	кивавица	surprise	0.477
illumination	осветлување	surprise	0.477
incident	инцидент	surprise	0.477
dreadfully	страшно	surprise	0.477
strange	чудно	surprise	0.477
subversive	субверзивен	surprise	0.477
reversal	пресврт	surprise	0.469
prowl	дупка	surprise	0.469
rapid	брзо	surprise	0.469
leery	лери	surprise	0.469
wizard	волшебник	surprise	0.469
coincidence	случајност	surprise	0.461
hilarious	смешен	surprise	0.461
divergent	дивергентни	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	пауза	surprise	0.461
slip	се лизга	surprise	0.461
wonderful	прекрасно	surprise	0.453
hoax	измама	surprise	0.453
winning	победа	surprise	0.453
overestimate	преценете	surprise	0.453
confession	исповед	surprise	0.453
ordeal	тешко искушение	surprise	0.453
evanescence	евангелизација	surprise	0.453
merriment	веселба	surprise	0.453
raffle	томбола	surprise	0.453
stound	камен	surprise	0.445
laughter	смеа	surprise	0.445
enthusiast	ентузијаст	surprise	0.445
splendid	прекрасен	surprise	0.445
feat	подвиг	surprise	0.445
perchance	perchance	surprise	0.445
excel	ексел	surprise	0.445
gambling	коцкање	surprise	0.445
unintentional	ненамерно	surprise	0.438
brighten	осветли	surprise	0.438
changeable	променлива	surprise	0.438
rapt	извалкан	surprise	0.438
unique	уникатен	surprise	0.438
splendor	сјај	surprise	0.438
senseless	бесмислено	surprise	0.438
gift	подарок	surprise	0.430
fascination	фасцинација	surprise	0.430
trepidation	нервоза	surprise	0.430
stealthy	тајно	surprise	0.430
fiesta	Фиеста	surprise	0.430
delighted	воодушевен	surprise	0.430
lawsuit	тужба	surprise	0.430
intrigue	интрига	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	оригиналност	surprise	0.422
riddle	загатката	surprise	0.422
judgment	судење	surprise	0.422
enchant	маѓепсана	surprise	0.422
stealth	Стелт	surprise	0.422
veracity	веродостојност	surprise	0.414
elusive	неостварлив	surprise	0.414
perjury	вероломство	surprise	0.414
spirits	духови	surprise	0.414
liberation	ослободување	surprise	0.414
illegitimate	нелегитимен	surprise	0.414
syncope	синкопа	surprise	0.414
experiment	експеримент	surprise	0.414
gambler	коцкар	surprise	0.406
eager	желни	surprise	0.406
inspired	инспириран	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	аплауз	surprise	0.406
allure	привлечност	surprise	0.406
parade	парада	surprise	0.406
princely	кнежев	surprise	0.398
divorce	развод	surprise	0.398
guess	погоди	surprise	0.398
burlesque	бурлески	surprise	0.398
secrecy	тајност	surprise	0.398
aspiration	аспирација	surprise	0.391
peri	peri	surprise	0.391
cheerful	весели	surprise	0.391
hermaphrodite	хермафродит	surprise	0.391
supremacy	превласт	surprise	0.391
incontinence	инконтиненција	surprise	0.391
inheritance	наследство	surprise	0.383
score	резултат	surprise	0.383
lose	изгуби	surprise	0.383
crowning	крунисување	surprise	0.383
buck	долар	surprise	0.383
praiseworthy	пофалба	surprise	0.383
cadaver	кадавер	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	жив	surprise	0.375
mystic	мистичен	surprise	0.375
succeed	успее	surprise	0.375
advance	однапред	surprise	0.375
sparkle	Искра	surprise	0.367
hope	надеж	surprise	0.367
joker	џокер	surprise	0.367
sensual	сензуална	surprise	0.367
excavation	ископување	surprise	0.367
feeling	чувство	surprise	0.359
entertainment	забава	surprise	0.359
clown	кловн	surprise	0.352
newcomer	новодојденец	surprise	0.352
modify	модифицирај	surprise	0.352
award	награда	surprise	0.352
blessings	благослови	surprise	0.352
postponement	одложување	surprise	0.352
obit	obit	surprise	0.352
celebrity	славна личност	surprise	0.344
hero	херој	surprise	0.344
start	започнете	surprise	0.344
wonderfully	прекрасно	surprise	0.344
highest	највисоко	surprise	0.344
proficiency	владеење	surprise	0.344
glorify	прослави	surprise	0.344
unbeaten	непобедлив	surprise	0.336
memorable	незаборавно	surprise	0.336
sanctify	посвети	surprise	0.336
rekindle	повторно	surprise	0.336
optimism	оптимизам	surprise	0.336
warned	предупреди	surprise	0.336
prodigious	неверојатно	surprise	0.336
dissolution	растворање	surprise	0.336
grin	насмевка	surprise	0.336
admiration	восхит	surprise	0.328
hypertrophy	хипертрофија	surprise	0.328
present	присутен	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ангел	surprise	0.320
examination	испитување	surprise	0.320
catch	фати	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	флертуваат	surprise	0.312
puma	puma	surprise	0.312
liberty	слобода	surprise	0.312
kiss	бакнеж	surprise	0.312
embrace	прегратка	surprise	0.312
occasional	повремени	surprise	0.312
treat	третираат	surprise	0.312
saint	светец	surprise	0.312
scrimmage	штрек	surprise	0.312
dismissal	разрешување	surprise	0.312
perfection	совршенство	surprise	0.305
generosity	великодушност	surprise	0.305
gratify	задоволи	surprise	0.305
saintly	свети	surprise	0.305
sally	sally	surprise	0.305
polarity	поларитет	surprise	0.297
finally	конечно	surprise	0.297
differently	поинаку	surprise	0.297
palpable	очигледна	surprise	0.297
warn	предупреди	surprise	0.297
ceremony	церемонија	surprise	0.297
larger	поголем	surprise	0.297
favorable	поволна	surprise	0.297
romance	романса	surprise	0.289
medal	медал	surprise	0.289
inviting	поканува	surprise	0.289
greeting	поздрав	surprise	0.289
candid	искрен	surprise	0.281
resignation	оставка	surprise	0.281
trip	патување	surprise	0.281
accolade	признание	surprise	0.281
labor	пороѓај	surprise	0.281
stare	зјапам	surprise	0.273
glimmer	трепер	surprise	0.266
invite	покани	surprise	0.266
somatic	соматски	surprise	0.266
admire	му се восхитувам	surprise	0.266
immerse	миеше	surprise	0.266
festival	фестивал	surprise	0.266
mimicry	мимикрија	surprise	0.266
compensate	компензира	surprise	0.266
insolvency	несолвентност	surprise	0.266
playful	игрива	surprise	0.266
complement	дополнување	surprise	0.258
receiving	примање	surprise	0.258
hypothesis	хипотеза	surprise	0.258
laugh	се смееш	surprise	0.258
chuckle	се смееш	surprise	0.258
honeymoon	меден месец	surprise	0.250
marry	се ожени	surprise	0.242
independence	независност	surprise	0.242
opera	опера	surprise	0.242
pleasant	пријатен	surprise	0.242
rhythmical	ритмички	surprise	0.234
assessment	проценка	surprise	0.234
hopeful	надевајќи се	surprise	0.234
trophy	трофеј	surprise	0.234
holiness	светост	surprise	0.234
chant	пеење	surprise	0.234
leave	Остави	surprise	0.234
procession	поворка	surprise	0.227
placard	плакат	surprise	0.227
deal	договор	surprise	0.227
cherish	негувај	surprise	0.219
good	добро	surprise	0.219
shopping	шопинг	surprise	0.219
musical	музички	surprise	0.219
shell	школка	surprise	0.211
dawn	зората	surprise	0.211
simplify	поедноставување	surprise	0.211
purity	чистота	surprise	0.203
