word	Swedish-sv	emotion	emotion-intensity-score
accident	olycka	surprise	0.750
outrageous	skandalös	surprise	0.750
flinch	rygga tillbaka	surprise	0.742
blitz	blitz	surprise	0.742
petrify	förstena	surprise	0.742
slaughter	slakt	surprise	0.742
horror	Skräck	surprise	0.742
amaze	förvåna	surprise	0.742
bewilder	förvilla	surprise	0.742
wreck	förstöra	surprise	0.742
stupefaction	häpnad	surprise	0.734
excitement	spänning	surprise	0.734
frenetic	frenetisk	surprise	0.734
frantic	utom sig	surprise	0.734
crash	krascha	surprise	0.734
sudden	plötslig	surprise	0.727
riotous	utsvävande	surprise	0.727
vanished	försvann	surprise	0.727
moonstruck	mångalen	surprise	0.727
outcry	skrik	surprise	0.727
bewildered	förvirrad	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotage	surprise	0.719
shriek	skrika	surprise	0.719
breathless	andfådd	surprise	0.719
scream	skrika	surprise	0.719
manslaughter	dråp	surprise	0.719
rupture	brista	surprise	0.719
unanticipated	oförutsedda	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	okontrollerbar	surprise	0.711
unexpected	oväntat	surprise	0.711
electrify	elektrifiera	surprise	0.711
stun	bedöva	surprise	0.711
shot	skott	surprise	0.711
avalanche	lavin	surprise	0.711
gasp	flämtning	surprise	0.711
unforeseen	oförutsedd	surprise	0.703
slam	slam	surprise	0.703
surge	svalla	surprise	0.703
intruder	inkräktare	surprise	0.703
abrupt	abrupt	surprise	0.703
suspense	spänning	surprise	0.703
devastation	förödelse	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	flyktighet	surprise	0.695
excite	excitera	surprise	0.695
unprecedented	utan motstycke	surprise	0.695
stab	hugg	surprise	0.695
urgent	brådskande	surprise	0.695
yell	skrik	surprise	0.695
strike	strejk	surprise	0.695
disturbance	störning	surprise	0.688
carnage	blodbad	surprise	0.688
spectacular	spektakulär	surprise	0.688
incredible	otrolig	surprise	0.688
recklessness	övermod	surprise	0.680
slap	slag	surprise	0.680
monstrous	monstruös	surprise	0.680
clamor	larm	surprise	0.680
thrill	spänning	surprise	0.680
accidentally	av misstag	surprise	0.672
accidental	tillfällig	surprise	0.672
striking	slående	surprise	0.672
captivate	fängsla	surprise	0.672
exhilaration	upprymdhet	surprise	0.672
terrorist	terrorist	surprise	0.672
inexplicable	oförklarlig	surprise	0.672
exciting	spännande	surprise	0.672
topple	störta	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vulkan	surprise	0.664
revolution	rotation	surprise	0.664
freakish	underlig	surprise	0.664
incendiary	upphetsande	surprise	0.656
revolt	revolt	surprise	0.656
sneak	smyg	surprise	0.656
unspeakable	outsäglig	surprise	0.656
bloodshed	blodsutgjutelse	surprise	0.656
cyclone	cyklon	surprise	0.648
violent	våldsam	surprise	0.648
disruption	avbrott	surprise	0.648
spellbound	förtrollad	surprise	0.648
unsuspecting	intet ont anande	surprise	0.648
mutiny	myteri	surprise	0.648
attacking	attackera	surprise	0.648
unintended	oavsiktlig	surprise	0.648
amazingly	otroligt	surprise	0.648
epidemic	epidemi	surprise	0.648
shout	skrika	surprise	0.641
screech	tjut	surprise	0.641
wildfire	löpeld	surprise	0.641
indescribable	obeskrivlig	surprise	0.641
enthusiasm	entusiasm	surprise	0.641
excitation	excitation	surprise	0.641
tumult	tumult	surprise	0.641
improvisation	improvisation	surprise	0.641
anomaly	anomali	surprise	0.633
apparition	uppenbarelse	surprise	0.633
treachery	förräderi	surprise	0.633
presto	presto	surprise	0.633
gape	gapa	surprise	0.633
agape	agape	surprise	0.633
uncertain	osäker	surprise	0.633
plunder	plundra	surprise	0.633
tempest	storm	surprise	0.625
trick	lura	surprise	0.625
slaughtering	slakt	surprise	0.625
wonderment	förundran	surprise	0.625
excited	upphetsad	surprise	0.625
sorcery	trolldom	surprise	0.625
murderous	mördande	surprise	0.625
urgency	brådskande karaktär	surprise	0.625
distress	ångest	surprise	0.625
mystery	mysterium	surprise	0.625
trickery	knep	surprise	0.617
intense	intensiv	surprise	0.617
vanish	försvinna	surprise	0.617
murder	mörda	surprise	0.617
quickness	snabbhet	surprise	0.617
intrusive	påträngande	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	upptåg	surprise	0.617
blindfold	ögonbindel	surprise	0.609
coup	kupp	surprise	0.609
splash	stänk	surprise	0.609
thief	tjuv	surprise	0.609
magical	magisk	surprise	0.609
unstable	instabil	surprise	0.609
shatter	splittra, krossa	surprise	0.609
strangle	strypa	surprise	0.609
defy	trotsa	surprise	0.602
deluge	syndaflod	surprise	0.602
inconceivable	otänkbart	surprise	0.602
jubilee	jubileum	surprise	0.602
stupor	dvala	surprise	0.602
tackle	tackla	surprise	0.602
assail	angripa	surprise	0.602
betray	förråda	surprise	0.602
monstrosity	monster	surprise	0.594
alerts	varningar	surprise	0.594
lightning	blixt-	surprise	0.594
mishap	missöde	surprise	0.594
shrill	gäll	surprise	0.594
stupendous	förbluffande	surprise	0.594
mysterious	mystisk	surprise	0.586
paralyzed	lam	surprise	0.586
randomly	slumpvis	surprise	0.586
bonus	bonus	surprise	0.586
deceit	svek	surprise	0.586
wild	vild	surprise	0.586
pitfall	fälla	surprise	0.586
wondrous	underbar	surprise	0.586
uncanny	kuslig	surprise	0.586
electric	elektrisk	surprise	0.578
oddity	underlighet	surprise	0.578
death	död	surprise	0.578
jubilant	jublande	surprise	0.578
godsend	gudagåva	surprise	0.578
stagger	sprida	surprise	0.578
raving	yra	surprise	0.578
rejoicing	fröjd	surprise	0.578
premature	för tidig	surprise	0.578
fluke	lyckträff	surprise	0.578
bizarre	bisarr	surprise	0.578
revenge	hämnd	surprise	0.570
dynamic	dynamisk	surprise	0.570
dismay	bestörtning	surprise	0.570
ecstatic	extatisk	surprise	0.562
fascinate	fascinera	surprise	0.562
uncover	avslöja	surprise	0.562
jerk	rycka	surprise	0.562
reward	pris	surprise	0.562
nefarious	skändlig	surprise	0.562
reappear	återuppstå	surprise	0.562
whim	infall	surprise	0.555
conjure	trolla	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	belysa	surprise	0.547
rescue	rädda	surprise	0.547
tantalizing	frestande	surprise	0.547
winner	vinnare	surprise	0.547
heroism	hjältemod	surprise	0.547
rarity	sällsynthet	surprise	0.547
ejaculation	ejakulation	surprise	0.547
daze	dvala	surprise	0.547
unbridled	ohämmad	surprise	0.547
thwart	omintetgöra	surprise	0.547
treason	förräderi	surprise	0.539
punch	stansa	surprise	0.539
insult	förolämpning	surprise	0.539
lunge	utfall	surprise	0.539
illusion	illusion	surprise	0.539
lucky	tur-	surprise	0.539
interrupt	avbryta	surprise	0.539
cheer	heja på	surprise	0.539
celebration	firande	surprise	0.539
violation	överträdelse	surprise	0.539
marvel	förundras	surprise	0.539
sensation	känsla	surprise	0.531
fearfully	fruktans	surprise	0.531
concealed	dold	surprise	0.531
banger	skorv	surprise	0.531
affront	skymf	surprise	0.531
snag	krux	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	svänga	surprise	0.523
wonder	undra	surprise	0.523
immediacy	omedelbarhet	surprise	0.523
undiscovered	oupptäckt	surprise	0.523
abandonment	övergivenhet	surprise	0.523
rejoice	glädjas	surprise	0.523
improvise	improvisera	surprise	0.523
majestic	majestätisk	surprise	0.523
scorpion	skorpion	surprise	0.523
victimized	offer	surprise	0.523
liberate	befria	surprise	0.523
yelp	gläfsa	surprise	0.516
stealthily	i smyg	surprise	0.516
tickle	kittla	surprise	0.516
chance	chans	surprise	0.516
howl	tjut	surprise	0.516
swerve	vika av	surprise	0.508
reflex	reflex-	surprise	0.508
rave	rave	surprise	0.508
pop	pop-	surprise	0.508
luck	tur	surprise	0.508
magnificent	magnifik	surprise	0.508
transcendence	överskridande	surprise	0.508
garish	skrikig	surprise	0.508
unintentionally	oavsiktligt	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	sällsynt	surprise	0.500
marvelous	underbar	surprise	0.500
heroic	heroisk-	surprise	0.500
remarkable	anmärkningsvärd	surprise	0.500
fainting	svimning	surprise	0.500
slayer	baneman	surprise	0.500
erotic	erotisk	surprise	0.500
enliven	liva upp	surprise	0.500
alertness	vakenhet	surprise	0.500
misbehavior	dåligt uppförande	surprise	0.500
embarrassment	förlägenhet	surprise	0.500
diversion	avledning	surprise	0.500
unutterable	outsäglig	surprise	0.492
nab	haffa	surprise	0.492
camouflage	kamouflage	surprise	0.492
trump	trumf	surprise	0.492
decoy	bulvan	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimär	surprise	0.492
infarct	infarkt	surprise	0.492
birthday	födelsedag	surprise	0.492
greatness	storhet	surprise	0.492
zeal	iver	surprise	0.484
prick	sticka	surprise	0.484
magician	trollkarl	surprise	0.484
underestimate	underskattar	surprise	0.484
horde	hord	surprise	0.484
fanfare	fanfar	surprise	0.484
inexpressible	outsäglig	surprise	0.484
daemon	demon	surprise	0.484
variable	variabel	surprise	0.484
curiosity	nyfikenhet	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	obevakad	surprise	0.477
chicane	chikan	surprise	0.477
fortune	förmögenhet	surprise	0.477
sneeze	nysa	surprise	0.477
illumination	belysning	surprise	0.477
incident	incident	surprise	0.477
dreadfully	fruktansvärt	surprise	0.477
strange	konstig	surprise	0.477
subversive	omstörtande	surprise	0.477
reversal	omkastning	surprise	0.469
prowl	stryka omkring	surprise	0.469
rapid	snabb	surprise	0.469
leery	leery	surprise	0.469
wizard	trollkarl	surprise	0.469
coincidence	tillfällighet	surprise	0.461
hilarious	munter	surprise	0.461
divergent	avvikande	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ha sönder	surprise	0.461
slip	glida	surprise	0.461
wonderful	underbar	surprise	0.453
hoax	bluff	surprise	0.453
winning	vinnande	surprise	0.453
overestimate	överskattning	surprise	0.453
confession	bekännelse	surprise	0.453
ordeal	prövning	surprise	0.453
evanescence	förbleknande	surprise	0.453
merriment	munterhet	surprise	0.453
raffle	lotta ut	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	skratt	surprise	0.445
enthusiast	entusiast	surprise	0.445
splendid	utmärkt	surprise	0.445
feat	bedrift	surprise	0.445
perchance	måhända	surprise	0.445
excel	excel	surprise	0.445
gambling	spelande	surprise	0.445
unintentional	oavsiktlig	surprise	0.438
brighten	ljusna	surprise	0.438
changeable	föränderlig	surprise	0.438
rapt	försjunken	surprise	0.438
unique	unik	surprise	0.438
splendor	prakt	surprise	0.438
senseless	meningslös	surprise	0.438
gift	gåva	surprise	0.430
fascination	fascination	surprise	0.430
trepidation	bävan	surprise	0.430
stealthy	smyg	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	förtjust	surprise	0.430
lawsuit	rättegång	surprise	0.430
intrigue	intrig	surprise	0.430
quicksilver	kvicksilver	surprise	0.422
originality	originalitet	surprise	0.422
riddle	gåta	surprise	0.422
judgment	dom	surprise	0.422
enchant	tjusa	surprise	0.422
stealth	smygande	surprise	0.422
veracity	sanningshalten	surprise	0.414
elusive	elusive	surprise	0.414
perjury	mened	surprise	0.414
spirits	sprit	surprise	0.414
liberation	befrielse	surprise	0.414
illegitimate	illegitim	surprise	0.414
syncope	synkope	surprise	0.414
experiment	experimentera	surprise	0.414
gambler	spelare	surprise	0.406
eager	ivrig	surprise	0.406
inspired	inspirerad	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	applåder	surprise	0.406
allure	locka	surprise	0.406
parade	parad	surprise	0.406
princely	furstlig	surprise	0.398
divorce	äktenskapsskillnad	surprise	0.398
guess	gissa	surprise	0.398
burlesque	burlesk	surprise	0.398
secrecy	sekretess	surprise	0.398
aspiration	strävan	surprise	0.391
peri	peri	surprise	0.391
cheerful	glad	surprise	0.391
hermaphrodite	hermafrodit	surprise	0.391
supremacy	överlägsenhet	surprise	0.391
incontinence	inkontinens	surprise	0.391
inheritance	arv	surprise	0.383
score	Göra	surprise	0.383
lose	förlora	surprise	0.383
crowning	kröning	surprise	0.383
buck	bock	surprise	0.383
praiseworthy	beröm	surprise	0.383
cadaver	kadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	klunk	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	yster	surprise	0.375
mystic	mystiker	surprise	0.375
succeed	lyckas	surprise	0.375
advance	förskott	surprise	0.375
sparkle	gnistra	surprise	0.367
hope	hoppas	surprise	0.367
joker	joker	surprise	0.367
sensual	sensuell	surprise	0.367
excavation	utgrävning	surprise	0.367
feeling	känsla	surprise	0.359
entertainment	underhållning	surprise	0.359
clown	clown	surprise	0.352
newcomer	nykomling	surprise	0.352
modify	ändra	surprise	0.352
award	tilldela	surprise	0.352
blessings	välsignelser	surprise	0.352
postponement	senareläggning	surprise	0.352
obit	obit	surprise	0.352
celebrity	kändis	surprise	0.344
hero	hjälte	surprise	0.344
start	Start	surprise	0.344
wonderfully	underbart	surprise	0.344
highest	högsta	surprise	0.344
proficiency	skicklighet	surprise	0.344
glorify	förhärliga	surprise	0.344
unbeaten	obesegrad	surprise	0.336
memorable	minnesvärd	surprise	0.336
sanctify	helga	surprise	0.336
rekindle	återuppväcka	surprise	0.336
optimism	optimism	surprise	0.336
warned	varnade	surprise	0.336
prodigious	oerhörd	surprise	0.336
dissolution	upplösning	surprise	0.336
grin	flin	surprise	0.336
admiration	beundran	surprise	0.328
hypertrophy	hypertrofi	surprise	0.328
present	närvarande	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ängel	surprise	0.320
examination	undersökning	surprise	0.320
catch	fånga	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flört	surprise	0.312
puma	puma	surprise	0.312
liberty	frihet	surprise	0.312
kiss	kyss	surprise	0.312
embrace	omfamning	surprise	0.312
occasional	tillfällig	surprise	0.312
treat	behandla	surprise	0.312
saint	helgon	surprise	0.312
scrimmage	gruff	surprise	0.312
dismissal	uppsägning	surprise	0.312
perfection	fulländning	surprise	0.305
generosity	generositet	surprise	0.305
gratify	gratify	surprise	0.305
saintly	saintly	surprise	0.305
sally	utfall	surprise	0.305
polarity	polaritet	surprise	0.297
finally	till sist	surprise	0.297
differently	annorlunda	surprise	0.297
palpable	påtaglig	surprise	0.297
warn	varna	surprise	0.297
ceremony	ceremoni	surprise	0.297
larger	större	surprise	0.297
favorable	gynnsam	surprise	0.297
romance	romantik	surprise	0.289
medal	medalj	surprise	0.289
inviting	inbjudande	surprise	0.289
greeting	hälsning	surprise	0.289
candid	uppriktig	surprise	0.281
resignation	avgång	surprise	0.281
trip	resa	surprise	0.281
accolade	accolade	surprise	0.281
labor	arbetskraft	surprise	0.281
stare	stirra	surprise	0.273
glimmer	glimma	surprise	0.266
invite	inbjudan	surprise	0.266
somatic	somatisk	surprise	0.266
admire	beundra	surprise	0.266
immerse	fördjupa	surprise	0.266
festival	festival	surprise	0.266
mimicry	härmning	surprise	0.266
compensate	kompensera	surprise	0.266
insolvency	insolvens	surprise	0.266
playful	lekfull	surprise	0.266
complement	komplement	surprise	0.258
receiving	tar emot	surprise	0.258
hypothesis	hypotes	surprise	0.258
laugh	skratt	surprise	0.258
chuckle	skrocka	surprise	0.258
honeymoon	smekmånad	surprise	0.250
marry	gifta sig	surprise	0.242
independence	oberoende	surprise	0.242
opera	opera	surprise	0.242
pleasant	behaglig	surprise	0.242
rhythmical	rytmisk	surprise	0.234
assessment	bedömning	surprise	0.234
hopeful	hoppfull	surprise	0.234
trophy	trofén	surprise	0.234
holiness	helighet	surprise	0.234
chant	sång	surprise	0.234
leave	lämna	surprise	0.234
procession	procession	surprise	0.227
placard	plakat	surprise	0.227
deal	handla	surprise	0.227
cherish	vårda	surprise	0.219
good	Bra	surprise	0.219
shopping	handla	surprise	0.219
musical	musikalisk	surprise	0.219
shell	skal	surprise	0.211
dawn	gryning	surprise	0.211
simplify	förenkla	surprise	0.211
purity	renhet	surprise	0.203
nullify	annullera	surprise	0.203
money	pengar	surprise	0.203
sweet	ljuv	surprise	0.203
morals	moral	surprise	0.203
synchronize	synkronisera	surprise	0.195
preservative	konserveringsmedel	surprise	0.195
humanitarian	humanitär	surprise	0.195
unfulfilled	ouppfylld	surprise	0.195
precious	dyrbar	surprise	0.195
obliging	tvinga	surprise	0.188
singularly	singularly	surprise	0.188
foresee	förutse	surprise	0.180
pray	be	surprise	0.180
graduation	gradering	surprise	0.180
lovely	härlig	surprise	0.180
sun	Sol	surprise	0.172
art	konst	surprise	0.172
mouth	mun	surprise	0.172
youth	ungdom	surprise	0.172
thirst	törst	surprise	0.172
young	ung	surprise	0.164
goodness	godhet	surprise	0.164
overdue	försenad	surprise	0.156
visor	visir	surprise	0.156
practiced	tränad	surprise	0.156
latent	latent	surprise	0.156
loyal	lojala	surprise	0.148
expect	förvänta	surprise	0.148
destination	destination	surprise	0.148
wireless	trådlös	surprise	0.148
quote	Citat	surprise	0.141
slush	slask	surprise	0.141
infant	spädbarn	surprise	0.141
cream	grädde	surprise	0.141
playground	lekplats	surprise	0.133
organization	organisation	surprise	0.125
teach	lära	surprise	0.125
vote	rösta	surprise	0.125
smile	leende	surprise	0.117
weight	vikt	surprise	0.117
dolphin	delfin	surprise	0.117
sisterhood	systerskap	surprise	0.109
cable	kabel-	surprise	0.109
sunny	solig	surprise	0.102
steady	stadig	surprise	0.094
leisure	fritid	surprise	0.086
peaceful	fredlig	surprise	0.086
spa	spa	surprise	0.086
tree	träd	surprise	0.078
picnic	picknick	surprise	0.078
worm	mask	surprise	0.055
truthfulness	sanningsenlighet	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	pålitlig	trust	0.867
honest	ärlig	trust	0.844
honesty	ärlighet	trust	0.844
honor	ära	trust	0.844
truth	sanning	trust	0.844
truthful	sanningsenlig	trust	0.836
trusting	förtroendefullt	trust	0.836
brotherhood	broderskap	trust	0.820
entrust	anförtro	trust	0.812
committed	engagerad	trust	0.805
integrity	integritet	trust	0.805
loyalty	lojalitet	trust	0.805
honorable	hedrande	trust	0.805
credibility	trovärdighet	trust	0.805
trust	förtroende	trust	0.805
faithful	trogen	trust	0.797
sincere	uppriktig	trust	0.797
responsible	ansvarig	trust	0.789
partnership	partnerskap	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	visdom	trust	0.789
oath	ed	trust	0.781
verification	verifiering	trust	0.781
vow	svära	trust	0.781
cooperative	kooperativ	trust	0.781
respectable	respektabel	trust	0.773
credible	trovärdig	trust	0.773
hero	hjälte	trust	0.773
sisterhood	systerskap	trust	0.773
promise	löfte	trust	0.773
verified	verifierade	trust	0.773
qualified	kvalificerad	trust	0.766
respected	respekterad	trust	0.766
authentication	autentisering	trust	0.766
compassion	medlidande	trust	0.759
reputable	ansedd	trust	0.758
safekeeping	säkert förvar	trust	0.758
reliability	pålitlighet	trust	0.758
moral	moralisk	trust	0.758
love	kärlek	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	godkännande	trust	0.758
stable	stabil	trust	0.750
friend	vän	trust	0.750
genuine	äkta	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetens	trust	0.750
loyal	lojala	trust	0.750
ally	alliera	trust	0.750
safeguard	skydda	trust	0.750
companion	följeslagare	trust	0.750
advised	rådde	trust	0.750
authentic	äkta	trust	0.750
respect	respekt	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	frihet	trust	0.742
proven	bevisad	trust	0.742
respects	avseenden	trust	0.742
faith	tro	trust	0.742
wholesome	hälsosam	trust	0.742
heartfelt	innerlig	trust	0.734
unification	enande	trust	0.734
protecting	skyddande	trust	0.734
reassurance	uppmuntran	trust	0.734
admirable	beundransvärd	trust	0.734
trustee	förvaltare	trust	0.734
supporter	anhängare	trust	0.734
confirmation	Bekräftelse	trust	0.734
respectful	respekt	trust	0.734
alliance	allians	trust	0.727
equality	jämlikhet	trust	0.727
friendship	vänskap	trust	0.727
agreement	avtal	trust	0.727
fact	faktum	trust	0.727
confident	självsäker	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	troende	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	förträfflighet	trust	0.727
credential	credential	trust	0.727
closeness	närhet	trust	0.719
authenticate	autentisera	trust	0.719
intelligence	intelligens	trust	0.719
virtue	dygd	trust	0.719
honored	hedrad	trust	0.719
virtuous	dygdig	trust	0.719
kindred	släkt	trust	0.719
charitable	välgörande	trust	0.711
dedication	Hängivenhet	trust	0.711
guarantee	garanti	trust	0.711
cooperation	samarbete	trust	0.711
creditable	förtjänst	trust	0.711
consistency	konsistens	trust	0.711
allegiance	trohet	trust	0.711
cooperating	samverkande	trust	0.711
straightforward	enkel	trust	0.711
determination	bestämning	trust	0.711
justice	rättvisa	trust	0.711
sanctuary	fristad	trust	0.703
nurture	uppfostran	trust	0.703
innocent	oskyldig	trust	0.703
admire	beundra	trust	0.703
assurance	försäkran	trust	0.703
morality	moral	trust	0.703
prepared	beredd	trust	0.703
friendliness	vänlighet	trust	0.703
reliable	pålitlig	trust	0.703
mentor	mentor	trust	0.703
guardianship	förmynderskap	trust	0.703
fulfilled	uppfyllda	trust	0.703
reverence	vördnad	trust	0.703
proof	bevis	trust	0.703
admiration	beundran	trust	0.703
mother	mor	trust	0.703
protected	skyddad	trust	0.703
motherhood	moderskap	trust	0.703
marriage	äktenskap	trust	0.695
skillful	skicklig	trust	0.695
indestructible	oförstörbar	trust	0.695
guardian	väktare	trust	0.695
accountable	ansvarig	trust	0.695
courage	mod	trust	0.695
bodyguard	livvakt	trust	0.695
agreeable	angenäm	trust	0.695
scientist	forskare	trust	0.695
allied	allierad	trust	0.695
compassionate	medlidsam	trust	0.695
humanitarian	humanitär	trust	0.695
approving	godkännande	trust	0.695
united	förenad	trust	0.695
pact	pakt	trust	0.695
certified	auktoriserad	trust	0.695
morals	moral	trust	0.695
esteem	aktning	trust	0.688
secure	säkra	trust	0.688
perfection	fulländning	trust	0.688
guidance	vägledning	trust	0.688
competent	behörig	trust	0.688
authenticity	äkthet	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	berättigad	trust	0.688
humanity	mänskligheten	trust	0.688
solidity	hållfasthet	trust	0.688
adviser	rådgivare	trust	0.688
pledge	lova	trust	0.688
believed	tros	trust	0.688
understanding	förståelse	trust	0.688
monogamy	monogami	trust	0.688
expertise	expertis	trust	0.680
diplomatic	diplomatisk	trust	0.680
confidential	konfidentiell	trust	0.680
hope	hoppas	trust	0.680
protector	beskyddare	trust	0.680
agreeing	enas	trust	0.680
diligence	flit	trust	0.680
official	officiell	trust	0.680
affirm	bekräfta	trust	0.680
indivisible	odelbar	trust	0.680
grandfather	farfar	trust	0.680
humble	ödmjuk	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	försvar	trust	0.680
elders	äldste	trust	0.680
goodness	godhet	trust	0.680
commendable	beröm	trust	0.680
inspire	inspirera	trust	0.680
approve	godkänna	trust	0.680
confide	anförtro	trust	0.680
professional	professionell	trust	0.680
familiarity	förtrogenhet	trust	0.680
leader	ledare	trust	0.680
confirmed	bekräftade	trust	0.680
acceptance	godkännande	trust	0.680
benevolence	välvilja	trust	0.672
dignity	värdighet	trust	0.672
harmoniously	harmoniskt	trust	0.672
mastery	herravälde	trust	0.672
unwavering	orubblig	trust	0.672
accredited	ackrediterad	trust	0.672
healing	läkning	trust	0.672
encyclopedia	encyklopedi	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	helga	trust	0.672
cohesive	sammanhängande	trust	0.672
covenant	förbund	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	felfri	trust	0.672
safe	säker	trust	0.672
intelligent	intelligent	trust	0.672
merit	merit	trust	0.664
impeccable	oklanderlig	trust	0.664
affirmatively	jakande	trust	0.664
spiritual	andlig	trust	0.664
advocate	förespråkare	trust	0.664
team	team	trust	0.664
heroic	heroisk-	trust	0.664
communicate	kommunicera	trust	0.664
disciple	lärjunge	trust	0.664
expert	expert-	trust	0.664
proficient	skicklig	trust	0.664
specialist	specialist	trust	0.664
ambassador	ambassadör	trust	0.664
accept	acceptera	trust	0.664
attestation	intyg	trust	0.664
supporting	stödjande	trust	0.664
reliance	beroende	trust	0.664
authority	auktoritet	trust	0.664
accountability	ansvarighet	trust	0.664
guidebook	guidebok	trust	0.664
fulfillment	uppfyllelse	trust	0.664
strengthening	förstärkning	trust	0.661
familiar	bekant	trust	0.656
facts	fakta	trust	0.656
achieve	uppnå	trust	0.656
warranty	garanti	trust	0.656
structure	strukturera	trust	0.656
steadfast	ståndaktig	trust	0.656
favorable	gynnsam	trust	0.656
counsel	råd	trust	0.656
relationship	relation	trust	0.656
scientific	vetenskaplig	trust	0.656
gentleman	herre	trust	0.656
strength	styrka	trust	0.656
elder	äldre	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	helighet	trust	0.656
excellent	excellent	trust	0.656
proficiency	skicklighet	trust	0.656
constancy	beständighet	trust	0.656
defended	varas	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	lita	trust	0.648
heroism	hjältemod	trust	0.648
peaceful	fredlig	trust	0.648
competency	kompetens	trust	0.648
assuredly	förvisso	trust	0.648
brother	bror	trust	0.648
counselor	rådgivare	trust	0.648
successful	framgångsrik	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	skyddande	trust	0.648
saint	helgon	trust	0.648
harmony	harmoni	trust	0.648
matrimony	äktenskap	trust	0.648
noble	ädel	trust	0.648
inspiration	inspiration	trust	0.648
academic	akademisk	trust	0.648
assist	hjälpa	trust	0.648
agreed	gick med på	trust	0.648
uphold	vidmakthålla	trust	0.648
comrade	kamrat	trust	0.648
lovable	intagande	trust	0.648
advisable	tillrådligt	trust	0.648
solidarity	solidaritet	trust	0.648
worthy	värdig	trust	0.643
durability	Hållbarhet	trust	0.641
coexist	existera samtidigt	trust	0.641
assure	försäkra	trust	0.641
establish	slå fast	trust	0.641
benefactor	välgörare	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	ledande	trust	0.641
loving	kärleksfull	trust	0.641
teacher	lärare	trust	0.641
judiciary	dömande	trust	0.641
conscientious	samvetsgrann	trust	0.641
confidence	förtroende	trust	0.641
lawful	laglig	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordinerade	trust	0.641
champion	mästare	trust	0.641
unity	enhet	trust	0.641
legal	Rättslig	trust	0.641
kind	snäll	trust	0.641
credence	tilltro	trust	0.641
real	verklig	trust	0.641
doctor	läkare	trust	0.641
intimate	intim	trust	0.634
hopeful	hoppfull	trust	0.633
fortitude	mod	trust	0.633
physician	läkare	trust	0.633
brotherly	broderlig	trust	0.633
aspiration	strävan	trust	0.633
convincing	övertygande	trust	0.633
sanctification	helgelse	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hyllning	trust	0.633
courageous	modig	trust	0.633
soundness	soliditet	trust	0.633
legitimacy	legitimitet	trust	0.633
endorse	stödja	trust	0.633
fidelity	trohet	trust	0.633
bless	välsigna	trust	0.633
judicial	rättslig	trust	0.633
important	Viktig	trust	0.633
saintly	saintly	trust	0.633
conscience	samvete	trust	0.633
therapeutic	terapeutisk	trust	0.633
authorize	godkänna	trust	0.633
devotional	hängiven	trust	0.633
practiced	tränad	trust	0.633
backbone	ryggrad	trust	0.633
approved	godkänd	trust	0.633
evident	uppenbar	trust	0.625
encourage	uppmuntra	trust	0.625
caretaker	vaktmästare	trust	0.625
regard	betrakta	trust	0.625
angel	ängel	trust	0.625
engaged	engagerad	trust	0.625
blessing	välsignelse	trust	0.625
professorship	professur	trust	0.625
majestic	majestätisk	trust	0.625
