word	Japanese-ja	emotion	emotion-intensity-score
perfection	完璧	trust	0.688
guidance	ガイダンス	trust	0.688
competent	有能な	trust	0.688
authenticity	信憑性	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	正当	trust	0.688
humanity	人類	trust	0.688
solidity	固い	trust	0.688
adviser	顧問	trust	0.688
pledge	約束	trust	0.688
believed	信じる	trust	0.688
understanding	理解	trust	0.688
monogamy	一夫一婦	trust	0.688
expertise	専門知識	trust	0.680
diplomatic	外交	trust	0.680
confidential	機密	trust	0.680
hope	希望	trust	0.680
protector	プロテクター	trust	0.680
agreeing	同意する	trust	0.680
diligence	勤勉	trust	0.680
official	公式	trust	0.680
affirm	肯定する	trust	0.680
indivisible	割り切れない	trust	0.680
grandfather	祖父	trust	0.680
humble	謙虚な	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	アドボカシー	trust	0.680
elders	長老たち	trust	0.680
goodness	良さ	trust	0.680
commendable	立派な	trust	0.680
inspire	インスピレーション	trust	0.680
approve	承認する	trust	0.680
confide	信じる	trust	0.680
professional	専門家	trust	0.680
familiarity	親しみやすさ	trust	0.680
leader	リーダー	trust	0.680
confirmed	確認済み	trust	0.680
acceptance	受け入れ	trust	0.680
benevolence	慈悲	trust	0.672
dignity	尊厳	trust	0.672
harmoniously	調和よく	trust	0.672
mastery	習熟	trust	0.672
unwavering	揺るがない	trust	0.672
accredited	認定された	trust	0.672
healing	ヒーリング	trust	0.672
encyclopedia	百科事典	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	神聖化する	trust	0.672
cohesive	粘着性の	trust	0.672
covenant	契約	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	無意味な	trust	0.672
safe	安全	trust	0.672
intelligent	インテリジェントな	trust	0.672
merit	値する	trust	0.664
impeccable	完璧な	trust	0.664
affirmatively	肯定的に	trust	0.664
spiritual	スピリチュアル	trust	0.664
advocate	主張する	trust	0.664
team	チーム	trust	0.664
heroic	ヒロイック	trust	0.664
communicate	通信する	trust	0.664
disciple	弟子	trust	0.664
expert	専門家	trust	0.664
proficient	熟練	trust	0.664
specialist	スペシャリスト	trust	0.664
ambassador	大使	trust	0.664
accept	受け入れる	trust	0.664
attestation	アテステーション	trust	0.664
supporting	サポートする	trust	0.664
reliance	依存	trust	0.664
authority	権限	trust	0.664
accountability	説明責任	trust	0.664
guidebook	ガイドブック	trust	0.664
fulfillment	履行	trust	0.664
strengthening	強化	trust	0.661
familiar	身近な	trust	0.656
facts	事実	trust	0.656
achieve	達成する	trust	0.656
warranty	保証	trust	0.656
structure	構造	trust	0.656
steadfast	不動の	trust	0.656
favorable	有利な	trust	0.656
counsel	弁護人	trust	0.656
relationship	関係	trust	0.656
scientific	科学的	trust	0.656
gentleman	紳士	trust	0.656
strength	力	trust	0.656
elder	長老	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	聖なる	trust	0.656
excellent	優れた	trust	0.656
proficiency	熟練	trust	0.656
constancy	恒常	trust	0.656
defended	守られた	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	頼りにする	trust	0.648
heroism	ヒロイズム	trust	0.648
peaceful	平和な	trust	0.648
competency	コンピテンシー	trust	0.648
assuredly	確かに	trust	0.648
brother	兄	trust	0.648
counselor	カウンセラー	trust	0.648
successful	成功した	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	保護的な	trust	0.648
saint	聖人	trust	0.648
harmony	調和	trust	0.648
matrimony	結婚	trust	0.648
noble	ノーブル	trust	0.648
inspiration	インスピレーション	trust	0.648
academic	アカデミック	trust	0.648
assist	支援する	trust	0.648
agreed	同意した	trust	0.648
uphold	維持する	trust	0.648
comrade	同志	trust	0.648
lovable	愛らしい	trust	0.648
advisable	お勧め	trust	0.648
solidarity	連帯	trust	0.648
worthy	価値がある	trust	0.643
durability	耐久性	trust	0.641
coexist	共存する	trust	0.641
assure	保証する	trust	0.641
establish	確立します	trust	0.641
benefactor	恩人	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	先導	trust	0.641
loving	愛する	trust	0.641
teacher	先生	trust	0.641
judiciary	司法	trust	0.641
conscientious	良心的な	trust	0.641
confidence	信頼	trust	0.641
lawful	合法的	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	任命された	trust	0.641
champion	チャンピオン	trust	0.641
unity	統一	trust	0.641
legal	法的	trust	0.641
kind	種類	trust	0.641
credence	信用	trust	0.641
real	リアル	trust	0.641
doctor	医師	trust	0.641
intimate	親密な	trust	0.634
hopeful	希望	trust	0.633
fortitude	強迫	trust	0.633
physician	医師	trust	0.633
brotherly	兄弟	trust	0.633
aspiration	吸引	trust	0.633
convincing	説得力のある	trust	0.633
sanctification	聖化	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	敬意	trust	0.633
courageous	勇気のある	trust	0.633
soundness	健全性	trust	0.633
legitimacy	合法性	trust	0.633
endorse	支持する	trust	0.633
fidelity	忠実	trust	0.633
bless	祝福	trust	0.633
judicial	司法	trust	0.633
important	重要	trust	0.633
saintly	聖人	trust	0.633
conscience	良心	trust	0.633
therapeutic	治療的	trust	0.633
authorize	認める	trust	0.633
devotional	信心深い	trust	0.633
practiced	練習した	trust	0.633
backbone	背骨	trust	0.633
approved	承認された	trust	0.633
evident	明らか	trust	0.625
encourage	奨励します	trust	0.625
caretaker	介護者	trust	0.625
regard	尊敬する	trust	0.625
angel	天使	trust	0.625
engaged	従事する	trust	0.625
blessing	祝福	trust	0.625
professorship	教授	trust	0.625
majestic	雄大な	trust	0.625
communication	コミュニケーション	trust	0.625
purify	浄化する	trust	0.625
authorization	承認	trust	0.625
wonderful	素晴らしい	trust	0.625
achievement	成果	trust	0.625
fireman	消防士	trust	0.625
certify	認定する	trust	0.625
civilized	文明化された	trust	0.625
profound	深遠な	trust	0.625
accurate	正確	trust	0.625
assured	保証された	trust	0.625
positivity	陽性	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	良い	trust	0.617
absolution	赦免	trust	0.617
commend	賞賛する	trust	0.617
cherish	大事な	trust	0.617
fundamental	基本的な	trust	0.617
advice	助言	trust	0.617
objective	目的	trust	0.617
optimism	楽観	trust	0.617
testament	証言	trust	0.617
qualities	品質	trust	0.617
haven	避難所	trust	0.617
heroine	ヒロイン	trust	0.617
constantly	常に	trust	0.617
appreciation	感謝	trust	0.617
triumphant	勝利する	trust	0.617
accord	アコード	trust	0.617
reassure	安心する	trust	0.617
truce	休戦	trust	0.617
thoughtful	思慮深い	trust	0.617
teach	教える	trust	0.617
god	神	trust	0.617
corroborate	裏付ける	trust	0.617
believer	信者	trust	0.617
unimpeachable	決心できない	trust	0.617
surety	保証人	trust	0.617
attentive	注意深い	trust	0.617
gospel	福音	trust	0.617
bedrock	岩盤	trust	0.617
approvement	承認	trust	0.617
planning	プランニング	trust	0.617
rational	ラショナル	trust	0.617
passionate	情熱的な	trust	0.617
happy	ハッピー	trust	0.609
babysitter	ベビーシッター	trust	0.609
brilliant	ブリリアント	trust	0.609
praise	賞賛	trust	0.609
definitive	決定的な	trust	0.609
considerate	思慮深い	trust	0.609
patron	パトロン	trust	0.609
scripture	聖書	trust	0.609
heal	癒し	trust	0.609
praiseworthy	賞賛する	trust	0.609
steward	スチュワード	trust	0.609
awareness	意識	trust	0.609
officer	役員	trust	0.609
purification	精製	trust	0.609
excel	優れた	trust	0.609
civilization	文明	trust	0.609
liking	好み	trust	0.609
comfort	快適	trust	0.609
magnificence	雄大	trust	0.609
notary	公証人	trust	0.609
progression	進行	trust	0.609
mediator	メディエーター	trust	0.609
blessings	祝福	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	お勧めする	trust	0.609
brave	勇敢な	trust	0.602
experienced	経験豊富な	trust	0.602
steady	安定しました	trust	0.602
enlightenment	啓発	trust	0.602
brighten	明るく	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	満たす	trust	0.602
witness	証人	trust	0.602
humility	謙虚	trust	0.602
sympathetic	同情的な	trust	0.602
helpful	役に立つ	trust	0.602
symmetry	対称	trust	0.602
unquestionable	疑いのない	trust	0.602
peace	平和	trust	0.602
transcendence	超越	trust	0.602
serenity	静寂	trust	0.602
embrace	擁する	trust	0.602
inspired	インスピレーションを受けた	trust	0.602
mainstay	主力	trust	0.602
unconditional	無条件	trust	0.602
guarded	ガードされた	trust	0.602
identify	識別する	trust	0.602
marry	結婚する	trust	0.594
grant	付与	trust	0.594
depend	依存する	trust	0.594
complimentary	無料	trust	0.594
spouse	配偶者	trust	0.594
tranquility	静けさ	trust	0.594
vigilant	警戒する	trust	0.594
ministry	省	trust	0.594
fairly	かなり	trust	0.594
philanthropic	慈善事業	trust	0.594
openly	公然と	trust	0.594
generous	寛大な	trust	0.594
strengthen	強化する	trust	0.594
gratitude	感謝	trust	0.594
befriend	仲良くする	trust	0.594
substantiate	具体化する	trust	0.594
praised	賞賛された	trust	0.594
admiral	提督	trust	0.594
regent	摂政	trust	0.594
sage	セージ	trust	0.594
assessment	評価	trust	0.594
enlighten	悟り	trust	0.594
eminence	傑出した	trust	0.594
commendation	表彰	trust	0.594
efficient	効率的な	trust	0.594
nurse	ナース	trust	0.594
visionary	先見の明	trust	0.594
generosity	寛大	trust	0.594
vigilance	警戒	trust	0.594
endowment	寄付	trust	0.594
council	評議会	trust	0.594
sweetheart	恋人	trust	0.589
attest	証明する	trust	0.586
prestige	威信	trust	0.586
serene	穏やかな	trust	0.586
unfailing	断りのない	trust	0.586
testimony	証言	trust	0.586
checklist	チェックリスト	trust	0.586
inheritance	継承	trust	0.586
monk	モンク	trust	0.586
godly	神聖な	trust	0.586
compliance	コンプライアンス	trust	0.586
rooted	根付いた	trust	0.586
constitutional	憲法	trust	0.586
conservation	保全	trust	0.586
bylaw	細則	trust	0.586
helper	ヘルパー	trust	0.586
joyful	楽しげ	trust	0.586
collectively	集合的に	trust	0.586
meritorious	功績のある	trust	0.586
acclaim	称賛	trust	0.586
diplomacy	外交	trust	0.586
educational	教育的	trust	0.586
husbandry	畜産	trust	0.586
share	シェア	trust	0.586
enjoying	楽しんで	trust	0.586
firmness	堅さ	trust	0.586
convince	説得する	trust	0.586
designation	指定	trust	0.586
tribe	部族	trust	0.586
victory	勝利	trust	0.586
magnificent	壮大	trust	0.586
lovely	美しい	trust	0.586
seniority	年功	trust	0.586
angelic	天使の	trust	0.586
ambition	野心	trust	0.586
father	お父さん	trust	0.586
mate	メイト	trust	0.586
sobriety	酒精	trust	0.586
revere	敬老	trust	0.586
delegate	デリゲート	trust	0.586
navigator	ナビゲータ	trust	0.578
watchdog	ウォッチドッグ	trust	0.578
obey	従う	trust	0.578
cheerfulness	陽気	trust	0.578
inviting	招待する	trust	0.578
judge	裁判官	trust	0.578
irrefutable	反駁できない	trust	0.578
philanthropist	慈善事業者	trust	0.578
careful	慎重に	trust	0.578
communion	聖体拝領	trust	0.578
coexisting	共存する	trust	0.578
impartiality	公平	trust	0.578
unquestioned	疑いのない	trust	0.578
upright	直立	trust	0.578
authoritative	権威ある	trust	0.578
structural	構造的	trust	0.578
convinced	確信している	trust	0.578
smile	スマイル	trust	0.578
commandant	司令官	trust	0.578
dutiful	忠実な	trust	0.578
shelter	シェルター	trust	0.578
revival	復活	trust	0.578
professor	教授	trust	0.578
adore	崇拝します	trust	0.578
legalized	合法化された	trust	0.578
punctual	定時の	trust	0.570
counsellor	カウンセラー	trust	0.570
complement	補体	trust	0.570
corroboration	裏付け	trust	0.570
immaculate	澄んだ	trust	0.570
relative	相対	trust	0.570
apostle	使徒	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	結合	trust	0.570
insure	保証する	trust	0.570
plausible	もっともらしい	trust	0.570
consult	相談する	trust	0.570
modest	控えめな	trust	0.570
measured	測定された	trust	0.570
pilot	パイロット	trust	0.570
collaborator	協力者	trust	0.570
advise	アドバイス	trust	0.570
cuddle	抱きしめる	trust	0.570
ordinance	条例	trust	0.570
compass	コンパス	trust	0.570
guide	ガイド	trust	0.570
everlasting	永遠の	trust	0.570
adhering	付着する	trust	0.570
determinate	確定する	trust	0.570
heavenly	天	trust	0.570
principal	主要な	trust	0.570
abundance	豊富	trust	0.570
matron	マトロン	trust	0.570
unequivocal	明白な	trust	0.570
volunteers	ボランティア	trust	0.570
pedigree	血統	trust	0.570
unquestionably	疑いなく	trust	0.570
pertinent	関連する	trust	0.562
devout	敬虔な	trust	0.562
curable	硬化可能な	trust	0.562
insight	洞察力	trust	0.562
congregation	会衆	trust	0.562
admit	認める	trust	0.562
pleasant	楽しい	trust	0.562
vigorous	激しい	trust	0.562
fort	砦	trust	0.562
remarkable	顕著	trust	0.562
content	コンテンツ	trust	0.562
spotless	スポットなし	trust	0.562
uplift	隆起	trust	0.562
compensate	補償する	trust	0.562
lovemaking	愛する	trust	0.562
jury	陪審	trust	0.562
jurist	法学者	trust	0.562
soothing	癒しの	trust	0.562
ordination	奉仕	trust	0.562
cohesion	凝集	trust	0.562
frankness	率直	trust	0.562
strong	強い	trust	0.562
miracle	奇跡	trust	0.562
concordance	一致	trust	0.562
applaud	賞賛	trust	0.562
prize	賞	trust	0.562
apostolic	使徒	trust	0.562
succeeding	成功する	trust	0.562
vitality	活力	trust	0.562
treasurer	会計	trust	0.562
save	セーブ	trust	0.562
earn	獲得する	trust	0.562
midwife	助産婦	trust	0.555
discretion	裁量	trust	0.555
worship	崇拝	trust	0.555
constant	定数	trust	0.555
foresight	先見の明	trust	0.555
vote	投票	trust	0.555
cultivate	耕す	trust	0.555
impartial	公平	trust	0.555
illumination	イルミネーション	trust	0.555
ambulance	救急車	trust	0.555
privacy	プライバシー	trust	0.555
succeed	成功する	trust	0.555
providing	提供する	trust	0.555
veteran	ベテラン	trust	0.555
patience	忍耐	trust	0.555
prophet	預言者	trust	0.555
coach	コーチ	trust	0.555
intuition	直感	trust	0.555
reconciliation	和解	trust	0.555
defender	ディフェンダー	trust	0.555
coalesce	合体する	trust	0.555
mediate	仲介する	trust	0.555
precedence	優先順位	trust	0.555
congruence	合同	trust	0.555
buddy	バディ	trust	0.555
reunion	再会	trust	0.555
restorative	修復する	trust	0.555
destined	運命の	trust	0.555
physicist	物理学者	trust	0.555
influential	影響力のある	trust	0.555
exalt	高く評価する	trust	0.555
greatness	偉大	trust	0.555
inclusion	包含	trust	0.555
auditor	審査員	trust	0.555
meditate	瞑想する	trust	0.555
betrothed	婚約者	trust	0.555
proud	誇りに思う	trust	0.547
provide	提供する	trust	0.547
conciliation	調停	trust	0.547
ancestral	祖先	trust	0.547
liberty	自由	trust	0.547
durable	耐久性のある	trust	0.547
impenetrable	浸透しない	trust	0.547
prudent	慎重な	trust	0.547
invocation	呼び出し	trust	0.547
engaging	魅力的	trust	0.547
statement	ステートメント	trust	0.547
rejoice	喜ぶ	trust	0.547
cheer	応援	trust	0.547
eyewitness	目撃者	trust	0.547
prevalent	流行している	trust	0.547
securities	証券	trust	0.547
friendly	フレンドリーな	trust	0.547
salvation	救い	trust	0.547
independence	独立	trust	0.547
govern	支配する	trust	0.547
forgive	許す	trust	0.547
commanding	指揮	trust	0.547
convent	修道院	trust	0.547
reinforcement	強化	trust	0.547
law	法律	trust	0.547
registry	レジストリ	trust	0.547
temperate	温帯	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	準備	trust	0.547
heritage	遺産	trust	0.547
chronicle	クロニクル	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	アンサンブル	trust	0.539
institute	研究所	trust	0.539
applause	拍手	trust	0.539
architecture	建築	trust	0.539
obvious	明らか	trust	0.539
recovery	回復	trust	0.539
inimitable	不可解な	trust	0.539
relevant	関連する	trust	0.539
responsive	応答性の	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	指示	trust	0.539
define	定義する	trust	0.539
delightful	楽しい	trust	0.539
antidote	解毒剤	trust	0.539
admitting	認めている	trust	0.539
psalms	詩篇	trust	0.539
stamina	スタミナ	trust	0.539
majority	多数	trust	0.539
inoculation	接種	trust	0.539
perfect	完璧な	trust	0.539
obedience	従順	trust	0.539
memorable	思い出深い	trust	0.539
chastity	貞操	trust	0.539
proctor	プロクター	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	規則性	trust	0.539
forefathers	先祖	trust	0.539
immovable	不動産	trust	0.539
eager	熱心な	trust	0.539
aspiring	志望する	trust	0.539
obliging	義務づける	trust	0.539
reinforcements	増援	trust	0.539
tantamount	最大	trust	0.539
exalted	高揚した	trust	0.539
hospital	病院	trust	0.531
retirement	退職	trust	0.531
strive	努力する	trust	0.531
edification	啓発	trust	0.531
candid	率直	trust	0.531
deed	証書	trust	0.531
school	学校	trust	0.531
cradle	受け台	trust	0.531
transcript	トランスクリプト	trust	0.531
accompaniment	伴奏	trust	0.531
doubtless	確かに	trust	0.531
rescue	レスキュー	trust	0.531
seal	シール	trust	0.531
expedient	便宜	trust	0.531
ballot	投票	trust	0.531
deliverance	救出	trust	0.531
heavens	天	trust	0.531
fraternal	兄弟	trust	0.531
dependent	依存	trust	0.531
answerable	答えられる	trust	0.531
center	センター	trust	0.531
analyst	アナリスト	trust	0.531
firstborn	先生	trust	0.531
bloom	咲く	trust	0.531
inseparable	不可分な	trust	0.531
bride	花嫁	trust	0.531
evergreen	常緑	trust	0.531
princely	壮大な	trust	0.531
immunization	免疫	trust	0.531
refuge	避難	trust	0.531
verily	本当に	trust	0.531
omniscient	全員	trust	0.531
terms	条項	trust	0.531
sponsor	スポンサー	trust	0.531
approbation	承認	trust	0.527
correctness	正当性	trust	0.523
elevation	標高	trust	0.523
neighbor	隣人	trust	0.523
unbroken	破られていない	trust	0.523
countenance	顔	trust	0.523
hug	抱擁	trust	0.523
nobility	貴族	trust	0.523
paragon	パラゴン	trust	0.523
coronation	戴冠	trust	0.523
celebration	お祝い	trust	0.523
graduation	卒業	trust	0.523
commonwealth	連邦	trust	0.523
dictionary	辞書	trust	0.523
powerful	強力な	trust	0.523
notable	注目すべき	trust	0.523
account	アカウント	trust	0.523
winning	勝つ	trust	0.523
honeymoon	ハネムーン	trust	0.523
improvement	改善	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	牧畜	trust	0.523
ratify	批准する	trust	0.523
connoisseur	愛好家	trust	0.523
award	賞	trust	0.523
taught	教えた	trust	0.523
adoration	礼拝	trust	0.523
salutary	有益な	trust	0.523
captivate	魅了する	trust	0.523
liberate	解放する	trust	0.523
unimpeached	反復しない	trust	0.523
laureate	賞受賞者	trust	0.523
benedictory	ベネディクトリー	trust	0.523
feeling	感じ	trust	0.518
freely	自由に	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	アーメン	trust	0.516
reverie	悔い改め	trust	0.516
organization	組織	trust	0.516
framework	フレームワーク	trust	0.516
sentinel	センチネル	trust	0.516
advent	出現	trust	0.516
inform	通知する	trust	0.516
committee	委員会	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	気になる	trust	0.516
obstetrician	産科医	trust	0.516
enchanted	エンチャンテッド	trust	0.516
formative	形成的	trust	0.516
tribunal	裁判所	trust	0.516
association	協会	trust	0.516
remedy	救済	trust	0.516
credit	クレジット	trust	0.516
nobleman	貴族	trust	0.516
predominant	支配的	trust	0.516
measure	測定	trust	0.516
perpetuity	永久	trust	0.516
fully	完全に	trust	0.516
deserve	値する	trust	0.516
tender	入札	trust	0.516
pray	祈る	trust	0.516
confession	告白	trust	0.516
management	管理	trust	0.516
volunteer	ボランティア	trust	0.509
instruct	命令する	trust	0.508
virgin	バージン	trust	0.508
constable	警備員	trust	0.508
reward	褒賞	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	祭司	trust	0.508
policy	ポリシー	trust	0.508
confessional	告白する	trust	0.508
savor	味わう	trust	0.508
custodian	カストディアン	trust	0.508
vouch	保証	trust	0.508
tolerance	耐性	trust	0.508
unsurpassed	抜群の	trust	0.508
venerable	由緒ある	trust	0.508
forgiving	許す	trust	0.508
intact	損なわれていない	trust	0.508
diversity	多様性	trust	0.508
accolade	称賛	trust	0.508
philosopher	哲学者	trust	0.508
lieutenant	中尉	trust	0.508
shepherd	羊飼い	trust	0.508
courtship	求愛	trust	0.508
sovereign	ソブリン	trust	0.508
medical	医療	trust	0.508
housewife	主婦	trust	0.508
automatic	自動	trust	0.508
patronage	後援	trust	0.508
enable	有効にする	trust	0.508
admissible	容認できる	trust	0.508
beautification	美化	trust	0.508
synchronize	同期する	trust	0.500
info	情報	trust	0.500
pontiff	司教	trust	0.500
retain	保持する	trust	0.500
warden	監督	trust	0.500
majesty	威厳	trust	0.500
infallibility	無実性	trust	0.500
guru	教祖	trust	0.500
apologetic	謝罪する	trust	0.500
darling	ダーリン	trust	0.500
doctrine	教義	trust	0.500
related	関連する	trust	0.500
treasure	宝	trust	0.500
infinity	無限	trust	0.500
romantic	ロマンチック	trust	0.500
optimist	楽観主義者	trust	0.500
timing	タイミング	trust	0.500
undying	不滅	trust	0.500
personal	個人的	trust	0.500
gateway	ゲートウェイ	trust	0.500
instruction	命令	trust	0.500
backer	後援者	trust	0.500
watchful	注意深い	trust	0.500
badge	バッジ	trust	0.500
birth	誕生	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	信心深い	trust	0.500
indelible	消えない	trust	0.500
superman	スーパーマン	trust	0.500
guard	ガード	trust	0.500
vindication	弁護	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	生きている	trust	0.500
constitute	〜を構成する	trust	0.492
jubilant	喜ばしい	trust	0.492
endow	与える	trust	0.492
improve	改善する	trust	0.492
contributor	投稿者	trust	0.492
formality	形式	trust	0.492
salute	敬礼	trust	0.492
inevitable	必然的	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	審判	trust	0.492
grow	成長する	trust	0.492
fellow	仲間	trust	0.492
popularity	人気	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	スポークスマン	trust	0.492
synonymous	同義語	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	教会	trust	0.492
hardy	頑丈な	trust	0.492
privy	秘密	trust	0.492
psalm	詩篇	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	アトラクション	trust	0.492
grandchildren	孫	trust	0.492
elegance	優雅	trust	0.492
laudatory	賞賛	trust	0.492
sheriff	シェリフ	trust	0.492
radiance	輝き	trust	0.492
harbor	港	trust	0.492
aspire	熱望する	trust	0.492
musical	ミュージカル	trust	0.492
chairman	会長	trust	0.492
moderator	モデレータ	trust	0.492
laudation	賞賛	trust	0.484
clean	クリーン	trust	0.484
arbiter	アービタ	trust	0.484
crowning	クラウニング	trust	0.484
depth	深さ	trust	0.484
forecast	予測	trust	0.484
colonel	大佐	trust	0.484
hire	雇う	trust	0.484
found	見つけた	trust	0.484
armor	鎧	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	お気に入り	trust	0.484
voucher	バウチャー	trust	0.484
affection	愛情	trust	0.484
path	パス	trust	0.484
referee	審判	trust	0.484
police	警察	trust	0.484
countryman	カントリーマン	trust	0.484
romance	ロマンス	trust	0.484
diagnosis	診断	trust	0.484
concord	コンコルド	trust	0.484
enjoy	楽しい	trust	0.484
ranger	レンジャー	trust	0.484
confess	告白する	trust	0.484
income	所得	trust	0.484
assembly	アセンブリ	trust	0.484
sweet	甘い	trust	0.484
like	好きな	trust	0.484
apologize	お詫びする	trust	0.477
sermon	説教	trust	0.477
pastor	牧師	trust	0.477
matter	問題	trust	0.477
glory	栄光	trust	0.477
lamb	子羊	trust	0.477
lover	恋人	trust	0.477
putative	推定	trust	0.477
expect	期待する	trust	0.477
purely	純粋に	trust	0.477
follow	フォローする	trust	0.477
parliament	議会	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	保育園	trust	0.477
episcopal	聖公会	trust	0.477
veracity	真実	trust	0.477
mathematical	数学	trust	0.477
frank	フランク	trust	0.477
policeman	警官	trust	0.477
word	ワード	trust	0.477
consul	領事	trust	0.477
landmark	ランドマーク	trust	0.477
calculator	電卓	trust	0.477
sterling	スターリング	trust	0.477
signature	署名	trust	0.477
votive	弁明	trust	0.477
preponderance	優勢	trust	0.477
sacrifice	犠牲	trust	0.477
underwrite	引き受ける	trust	0.469
bridesmaid	花嫁介添人	trust	0.469
commission	手数料	trust	0.469
passion	情熱	trust	0.469
prefer	好む	trust	0.469
recruits	新兵	trust	0.469
cashier	レジ	trust	0.469
judicious	賢明な	trust	0.469
immerse	没頭する	trust	0.469
uncritical	重要でない	trust	0.469
effective	効果的な	trust	0.469
dove	鳩	trust	0.469
tutelage	守備	trust	0.469
associate	関連付ける	trust	0.469
flagship	旗艦	trust	0.469
religion	宗教	trust	0.469
gain	利得	trust	0.469
instructor	インストラクター	trust	0.469
judgment	判定	trust	0.469
title	タイトル	trust	0.469
regal	リーガル	trust	0.469
author	著者	trust	0.469
top	上	trust	0.469
tribune	トリビューン	trust	0.469
eagerness	意気込み	trust	0.469
marshal	マーシャル	trust	0.469
mighty	力強い	trust	0.469
intended	意図されました	trust	0.469
capacity	容量	trust	0.469
vicar	ディケール	trust	0.469
partake	分かる	trust	0.461
commerce	コマース	trust	0.461
magnetic	磁気	trust	0.461
medal	メダル	trust	0.461
courier	宅配便	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	登録する	trust	0.461
necessarily	必ずしも	trust	0.461
lesson	レッスン	trust	0.461
custody	親権	trust	0.461
moorings	係留	trust	0.461
fortress	要塞	trust	0.461
aunt	叔母	trust	0.461
bank	バンク	trust	0.461
theological	神学	trust	0.461
manage	管理する	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	トレード	trust	0.461
lifestyle	ライフスタイル	trust	0.461
consecration	奉献	trust	0.461
admitted	認められた	trust	0.461
crucial	重大な	trust	0.461
cautious	慎重な	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	神権	trust	0.461
attendant	アテンダント	trust	0.461
oblige	占領	trust	0.461
patriarchal	家長	trust	0.461
kitten	子猫	trust	0.461
cathedral	大聖堂	trust	0.455
eagle	鷲	trust	0.453
puppy	子犬	trust	0.453
present	プレゼント	trust	0.453
perceive	知覚する	trust	0.453
foresee	予見する	trust	0.453
governor	知事	trust	0.453
synergistic	相乗的な	trust	0.453
commonplace	普段の	trust	0.453
exchange	交換	trust	0.453
journeyman	職人	trust	0.453
laud	賞賛	trust	0.453
chairwoman	会長	trust	0.453
encomium	エンコンチウム	trust	0.453
strategist	ストラテジスト	trust	0.453
dawn	夜明け	trust	0.453
excited	興奮した	trust	0.453
finally	最後に	trust	0.453
level	レベル	trust	0.453
chart	チャート	trust	0.453
oasis	オアシス	trust	0.453
insulation	絶縁	trust	0.453
president	大統領	trust	0.453
deputy	副	trust	0.453
orthodoxy	正統	trust	0.445
sir	サー	trust	0.445
theorem	定理	trust	0.445
formula	式	trust	0.445
operation	操作	trust	0.445
bridegroom	花婿	trust	0.445
lodging	宿泊	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	ハンドブック	trust	0.445
impart	伝える	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	損害賠償	trust	0.445
negotiate	交渉する	trust	0.445
magnify	拡大する	trust	0.445
chancellor	首相	trust	0.445
crew	クルー	trust	0.445
sensual	官能的な	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	通常の	trust	0.445
asserting	断言する	trust	0.445
chocolate	チョコレート	trust	0.445
statistical	統計的	trust	0.445
lord	主	trust	0.445
exaltation	高揚	trust	0.445
employ	採用する	trust	0.445
orchestra	オーケストラ	trust	0.445
director	ディレクター	trust	0.445
chemist	化学者	trust	0.445
remains	残っている	trust	0.445
enliven	活気のある	trust	0.445
sun	太陽	trust	0.438
imagination	想像力	trust	0.438
comptroller	従業員	trust	0.438
