word	Latvian-lv	emotion	emotion-intensity-score
lush	sulīgs	sadness	0.109
harry	Harijs	sadness	0.109
priesthood	priesterība	sadness	0.109
orchestra	orķestris	sadness	0.109
ultimate	galīgais	sadness	0.109
sanctify	svētīt	sadness	0.108
income	ienākumi	sadness	0.100
sonnet	sonets	sadness	0.094
winning	uzvarot	sadness	0.094
quiet	kluss	sadness	0.094
boo	boo	sadness	0.094
vainly	veltīgi	sadness	0.091
wet	slapjš	sadness	0.078
hug	ķēriens	sadness	0.078
hut	būda	sadness	0.078
ovation	ovācija	sadness	0.078
humble	pazemīgs	sadness	0.078
motivating	motivējošs	sadness	0.078
opera	opera	sadness	0.078
treat	ārstēt	sadness	0.076
hymn	himna	sadness	0.064
honest	godīgi	sadness	0.062
relics	relikvijas	sadness	0.061
couch	dīvāns	sadness	0.060
waffle	vafele	sadness	0.047
shell	apvalks	sadness	0.045
musical	mūzikas	sadness	0.045
savor	izbaudīt	sadness	0.034
vote	balsot	sadness	0.031
napkin	salvete	sadness	0.031
sing	dzied	sadness	0.017
music	mūzika	sadness	0.016
mother	māte	sadness	0.016
nutritious	barojošs	sadness	0.015
lovely	jauki	sadness	0.009
art	art	sadness	0.000
romance	romantika	sadness	0.000
liquor	šķidrums	sadness	0.000
sweetheart	mīļotā	sadness	0.000
surprise	pārsteigums	surprise	0.930
flabbergast	flabbergas	surprise	0.906
explode	eksplodēt	surprise	0.906
explosion	sprādziens	surprise	0.898
explosive	sprādzienbīstams	surprise	0.883
ambush	noslēpums	surprise	0.883
eruption	izvirdums	surprise	0.883
frighten	baidīties	surprise	0.875
startle	pārsteigt	surprise	0.875
surprisingly	pārsteidzoši	surprise	0.875
shockingly	šokējoši	surprise	0.875
surprising	pārsteidzoši	surprise	0.867
frightened	nobijies	surprise	0.867
surprised	pārsteigts	surprise	0.867
thrilling	aizraujošs	surprise	0.859
miracle	brīnums	surprise	0.859
outburst	uzliesmojums	surprise	0.859
blast	sprādziens	surprise	0.852
alarm	trauksme	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	pērkona negaiss	surprise	0.844
shock	šoks	surprise	0.844
fright	bailes	surprise	0.836
bang	sprādziens	surprise	0.836
unexpectedly	negaidīti	surprise	0.836
catastrophe	katastrofa	surprise	0.836
dazzle	apžilbināt	surprise	0.836
emergency	ārkārtas	surprise	0.828
bewilderment	apjukums	surprise	0.828
suddenly	pēkšņi	surprise	0.828
startling	satriecošs	surprise	0.828
astound	pārsteigums	surprise	0.820
stunned	apdullināts	surprise	0.820
jackpot	džekpots	surprise	0.812
earthquake	zemestrīce	surprise	0.812
disaster	katastrofa	surprise	0.812
astonish	pārsteigt	surprise	0.805
astonishment	pārsteigums	surprise	0.805
climax	kulminācija	surprise	0.805
aghast	aghast	surprise	0.805
scare	nobiedēt	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	bumba	surprise	0.789
erupt	izlauzties	surprise	0.789
exclaim	izteikties	surprise	0.789
amazement	izbrīnu	surprise	0.781
detonate	detonēt	surprise	0.773
alarming	satraucošs	surprise	0.773
miraculous	brīnumains	surprise	0.773
invade	iebrukt	surprise	0.773
raid	RAID	surprise	0.773
abduction	nolaupīšana	surprise	0.773
kidnap	nolaupīšana	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	pārsteidzošs	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	neparedzams	surprise	0.758
unimaginable	neiedomājams	surprise	0.750
erratic	nepareizs	surprise	0.750
accident	nelaimes gadījums	surprise	0.750
outrageous	nežēlīgs	surprise	0.750
flinch	šļirce	surprise	0.742
blitz	Blitz	surprise	0.742
petrify	pāries	surprise	0.742
slaughter	kaušana	surprise	0.742
horror	šausmas	surprise	0.742
amaze	pārsteigt	surprise	0.742
bewilder	apjukums	surprise	0.742
wreck	vraks	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	uztraukums	surprise	0.734
frenetic	neprātīgs	surprise	0.734
frantic	izmisīgs	surprise	0.734
crash	crash	surprise	0.734
sudden	pēkšņi	surprise	0.727
riotous	satraucošs	surprise	0.727
vanished	pazuda	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	protests	surprise	0.727
bewildered	sajaukt	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotāža	surprise	0.719
shriek	kliedz	surprise	0.719
breathless	elpas	surprise	0.719
scream	kliegt	surprise	0.719
manslaughter	slepkavība	surprise	0.719
rupture	pārrāvums	surprise	0.719
unanticipated	neparedzēts	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	nekontrolējama	surprise	0.711
unexpected	negaidīti	surprise	0.711
electrify	elektrificēt	surprise	0.711
stun	apdullināt	surprise	0.711
shot	šāviens	surprise	0.711
avalanche	lavīnu	surprise	0.711
gasp	aizplūst	surprise	0.711
unforeseen	neparedzēts	surprise	0.703
slam	slaids	surprise	0.703
surge	pārspriegums	surprise	0.703
intruder	iebrucējs	surprise	0.703
abrupt	pēkšņi	surprise	0.703
suspense	neziņa	surprise	0.703
devastation	izpostīšana	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	nepastāvība	surprise	0.695
excite	satraukt	surprise	0.695
unprecedented	bezprecedenta	surprise	0.695
stab	stab	surprise	0.695
urgent	steidzams	surprise	0.695
yell	kliedz	surprise	0.695
strike	streikot	surprise	0.695
disturbance	traucējumi	surprise	0.688
carnage	asinis	surprise	0.688
spectacular	iespaidīgs	surprise	0.688
incredible	neticami	surprise	0.688
recklessness	neapdomība	surprise	0.680
slap	lāpīt	surprise	0.680
monstrous	briesmīgs	surprise	0.680
clamor	kliedziens	surprise	0.680
thrill	aizraušanās	surprise	0.680
accidentally	nejauši	surprise	0.672
accidental	nejauša	surprise	0.672
striking	pārsteidzošs	surprise	0.672
captivate	aizraut	surprise	0.672
exhilaration	uzmundrinājums	surprise	0.672
terrorist	terorists	surprise	0.672
inexplicable	neizskaidrojams	surprise	0.672
exciting	aizraujoša	surprise	0.672
topple	sarauties	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vulkāns	surprise	0.664
revolution	revolūcija	surprise	0.664
freakish	mīļš	surprise	0.664
incendiary	aizdegšanās	surprise	0.656
revolt	sacelšanās	surprise	0.656
sneak	līst	surprise	0.656
unspeakable	neizsakāms	surprise	0.656
bloodshed	asinsizliešana	surprise	0.656
cyclone	ciklons	surprise	0.648
violent	vardarbīgs	surprise	0.648
disruption	traucējumi	surprise	0.648
spellbound	apburts	surprise	0.648
unsuspecting	nenojauš	surprise	0.648
mutiny	sacelšanās	surprise	0.648
attacking	uzbrukt	surprise	0.648
unintended	neparedzēts	surprise	0.648
amazingly	pārsteidzoši	surprise	0.648
epidemic	epidēmija	surprise	0.648
shout	kliegt	surprise	0.641
screech	screech	surprise	0.641
wildfire	meža ugunsgrēks	surprise	0.641
indescribable	neaprakstāms	surprise	0.641
enthusiasm	entuziasms	surprise	0.641
excitation	uzbudinājums	surprise	0.641
tumult	drūms	surprise	0.641
improvisation	improvizācija	surprise	0.641
anomaly	anomālija	surprise	0.633
apparition	parādīšanās	surprise	0.633
treachery	nodevība	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	Agape	surprise	0.633
uncertain	neskaidra	surprise	0.633
plunder	izlaupīt	surprise	0.633
tempest	tempest	surprise	0.625
trick	triks	surprise	0.625
slaughtering	kaušana	surprise	0.625
wonderment	brīnums	surprise	0.625
excited	satraukti	surprise	0.625
sorcery	burvība	surprise	0.625
murderous	slepkavīgs	surprise	0.625
urgency	steidzamība	surprise	0.625
distress	ciešanas	surprise	0.625
mystery	noslēpums	surprise	0.625
trickery	viltu	surprise	0.617
intense	intensīva	surprise	0.617
vanish	pazudīs	surprise	0.617
murder	slepkavība	surprise	0.617
quickness	ātrums	surprise	0.617
intrusive	uzmācīgs	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	palaidnība	surprise	0.617
blindfold	ar aci	surprise	0.609
coup	apvērsums	surprise	0.609
splash	šļakatām	surprise	0.609
thief	zaglis	surprise	0.609
magical	burvju	surprise	0.609
unstable	nestabils	surprise	0.609
shatter	satricināt	surprise	0.609
strangle	strangle	surprise	0.609
defy	nepareizs	surprise	0.602
deluge	nolaišanās	surprise	0.602
inconceivable	neiedomājams	surprise	0.602
jubilee	jubilejas	surprise	0.602
stupor	stupors	surprise	0.602
tackle	risināt	surprise	0.602
assail	uzbāzties	surprise	0.602
betray	nodot	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	brīdinājumi	surprise	0.594
lightning	zibens	surprise	0.594
mishap	neveiksme	surprise	0.594
shrill	šorīt	surprise	0.594
stupendous	milzīgs	surprise	0.594
mysterious	noslēpumains	surprise	0.586
paralyzed	paralizēta	surprise	0.586
randomly	nejauši	surprise	0.586
bonus	bonuss	surprise	0.586
deceit	krāpšana	surprise	0.586
wild	savvaļas	surprise	0.586
pitfall	pitfall	surprise	0.586
wondrous	brīnumains	surprise	0.586
uncanny	nekonkurētspējīgs	surprise	0.586
electric	elektrisks	surprise	0.578
oddity	dīvains	surprise	0.578
death	nāve	surprise	0.578
jubilant	brīnišķīgs	surprise	0.578
godsend	nelaimes gadījums	surprise	0.578
stagger	satricināt	surprise	0.578
raving	trakojošs	surprise	0.578
rejoicing	priecāties	surprise	0.578
premature	priekšlaicīga	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	savādi	surprise	0.578
revenge	atriebties	surprise	0.570
dynamic	dinamisks	surprise	0.570
dismay	izbailes	surprise	0.570
ecstatic	ekstāze	surprise	0.562
fascinate	apburt	surprise	0.562
uncover	atklāt	surprise	0.562
jerk	jerk	surprise	0.562
reward	atlīdzība	surprise	0.562
nefarious	naidīgs	surprise	0.562
reappear	atkal parādās	surprise	0.562
whim	kaprīze	surprise	0.555
conjure	piedzīvot	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	taumaturģija	surprise	0.555
illuminate	apgaismot	surprise	0.547
rescue	glābšana	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	uzvarētājs	surprise	0.547
heroism	varonība	surprise	0.547
rarity	retums	surprise	0.547
ejaculation	ejakulācija	surprise	0.547
daze	daze	surprise	0.547
unbridled	nekonkurēts	surprise	0.547
thwart	kavēt	surprise	0.547
treason	nodevība	surprise	0.539
punch	perforators	surprise	0.539
insult	apvainojums	surprise	0.539
lunge	skalot	surprise	0.539
illusion	ilūzija	surprise	0.539
lucky	laimīgs	surprise	0.539
interrupt	pārtraukt	surprise	0.539
cheer	uzmundrināt	surprise	0.539
celebration	svinības	surprise	0.539
violation	pārkāpums	surprise	0.539
marvel	brīnums	surprise	0.539
sensation	sajūta	surprise	0.531
fearfully	bailīgi	surprise	0.531
concealed	slēpts	surprise	0.531
banger	bangers	surprise	0.531
affront	apvainojums	surprise	0.531
snag	aizķeršanās	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	brīnums	surprise	0.523
immediacy	tūlītēja rīcība	surprise	0.523
undiscovered	neatklātas	surprise	0.523
abandonment	atmešana	surprise	0.523
rejoice	priecāties	surprise	0.523
improvise	improvizēt	surprise	0.523
majestic	majestātisks	surprise	0.523
scorpion	skorpions	surprise	0.523
victimized	victimized	surprise	0.523
liberate	atbrīvot	surprise	0.523
yelp	smaids	surprise	0.516
stealthily	zādzībās	surprise	0.516
tickle	ķerties	surprise	0.516
chance	iespēja	surprise	0.516
howl	gaudot	surprise	0.516
swerve	izliekt	surprise	0.508
reflex	reflekss	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	veiksmi	surprise	0.508
magnificent	lielisks	surprise	0.508
transcendence	pārpasaulība	surprise	0.508
garish	garish	surprise	0.508
unintentionally	netīšām	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	reti	surprise	0.500
marvelous	brīnišķīgs	surprise	0.500
heroic	varonīgs	surprise	0.500
remarkable	ievērojams	surprise	0.500
fainting	ģībonis	surprise	0.500
slayer	Slayer	surprise	0.500
erotic	erotiska	surprise	0.500
enliven	atdzīvināt	surprise	0.500
alertness	modrība	surprise	0.500
misbehavior	nepareiza uzvedība	surprise	0.500
embarrassment	apmulsums	surprise	0.500
diversion	novirzīšanās	surprise	0.500
unutterable	neizprotama	surprise	0.492
nab	nab	surprise	0.492
camouflage	maskēties	surprise	0.492
trump	trumpis	surprise	0.492
decoy	sautēt	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	kimēra	surprise	0.492
infarct	infarkts	surprise	0.492
birthday	dzimšanas diena	surprise	0.492
greatness	diženums	surprise	0.492
zeal	centība	surprise	0.484
prick	krīt	surprise	0.484
magician	burvis	surprise	0.484
underestimate	novērtēt par zemu	surprise	0.484
horde	orda	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	neizsakāms	surprise	0.484
daemon	dēmons	surprise	0.484
variable	mainīgais	surprise	0.484
curiosity	zinātkāre	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	neapsargāts	surprise	0.477
chicane	čikāns	surprise	0.477
fortune	laime	surprise	0.477
sneeze	šķaudīt	surprise	0.477
illumination	apgaismojums	surprise	0.477
incident	incidents	surprise	0.477
dreadfully	briesmīgi	surprise	0.477
strange	dīvaini	surprise	0.477
subversive	graujošs	surprise	0.477
reversal	mainīšana	surprise	0.469
prowl	izlikties	surprise	0.469
rapid	ātrs	surprise	0.469
leery	leery	surprise	0.469
wizard	vednis	surprise	0.469
coincidence	sakritība	surprise	0.461
hilarious	jautrs	surprise	0.461
divergent	atšķirīgs	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	pārtraukums	surprise	0.461
slip	paslīdēt	surprise	0.461
wonderful	brīnišķīgs	surprise	0.453
hoax	mānīšana	surprise	0.453
winning	uzvarot	surprise	0.453
overestimate	pārvērtēt	surprise	0.453
confession	konfesija	surprise	0.453
ordeal	smaga pārbaude	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	jautrība	surprise	0.453
raffle	izloze	surprise	0.453
stound	stingrs	surprise	0.445
laughter	smiekli	surprise	0.445
enthusiast	entuziasts	surprise	0.445
splendid	lielisks	surprise	0.445
feat	feat	surprise	0.445
perchance	pēkšņi	surprise	0.445
excel	excel	surprise	0.445
gambling	azartspēles	surprise	0.445
unintentional	netīša	surprise	0.438
brighten	atdzīvoties	surprise	0.438
changeable	maināms	surprise	0.438
rapt	rapt	surprise	0.438
unique	unikāls	surprise	0.438
splendor	krāšņums	surprise	0.438
senseless	bezjēdzīgi	surprise	0.438
gift	dāvana	surprise	0.430
fascination	aizraušanās	surprise	0.430
trepidation	satraukums	surprise	0.430
stealthy	neredzīgs	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	priecīgs	surprise	0.430
lawsuit	tiesas prāva	surprise	0.430
intrigue	intriga	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	oriģinalitāte	surprise	0.422
riddle	mīklu	surprise	0.422
judgment	spriedums	surprise	0.422
enchant	enchant	surprise	0.422
stealth	Maskēšanās	surprise	0.422
veracity	patiesība	surprise	0.414
elusive	nenotverams	surprise	0.414
perjury	nepatiesa liecība	surprise	0.414
spirits	stiprie alkoholiskie dzērieni	surprise	0.414
liberation	atbrīvošana	surprise	0.414
illegitimate	nelikumīgs	surprise	0.414
syncope	ģībonis	surprise	0.414
experiment	eksperiments	surprise	0.414
gambler	spēlētājs	surprise	0.406
eager	vēlas	surprise	0.406
inspired	iedvesmoja	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	aplausi	surprise	0.406
allure	Allure	surprise	0.406
parade	parāde	surprise	0.406
princely	princis	surprise	0.398
divorce	laulības šķiršana	surprise	0.398
guess	uzminēt	surprise	0.398
burlesque	burleska	surprise	0.398
secrecy	noslēpums	surprise	0.398
aspiration	aspirācija	surprise	0.391
peri	peri	surprise	0.391
cheerful	jautrs	surprise	0.391
hermaphrodite	hermaphrodīts	surprise	0.391
supremacy	pārākums	surprise	0.391
incontinence	nesaturēšana	surprise	0.391
inheritance	mantojums	surprise	0.383
score	vērtējums	surprise	0.383
lose	zaudēt	surprise	0.383
crowning	vainags	surprise	0.383
buck	buks	surprise	0.383
praiseworthy	slavējams	surprise	0.383
cadaver	mirušais	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulēt	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	vilnīgs	surprise	0.375
mystic	mistika	surprise	0.375
succeed	gūt panākumus	surprise	0.375
advance	iepriekš	surprise	0.375
sparkle	dzirksti	surprise	0.367
hope	ceru	surprise	0.367
joker	džokeris	surprise	0.367
sensual	juteklīgs	surprise	0.367
excavation	izrakumi	surprise	0.367
feeling	sajūta	surprise	0.359
entertainment	izklaide	surprise	0.359
clown	klauns	surprise	0.352
newcomer	jaunpienācējs	surprise	0.352
modify	modificēt	surprise	0.352
award	balvu	surprise	0.352
blessings	svētības	surprise	0.352
postponement	atlikšana	surprise	0.352
obit	obit	surprise	0.352
celebrity	slavenība	surprise	0.344
hero	varonis	surprise	0.344
start	sākt	surprise	0.344
wonderfully	lieliski	surprise	0.344
highest	visaugstākais	surprise	0.344
proficiency	prasme	surprise	0.344
glorify	slavēt	surprise	0.344
unbeaten	nepārspēts	surprise	0.336
memorable	neaizmirstams	surprise	0.336
sanctify	svētīt	surprise	0.336
rekindle	atbaidīt	surprise	0.336
optimism	optimisms	surprise	0.336
warned	brīdināja	surprise	0.336
prodigious	brīnišķīgs	surprise	0.336
dissolution	izšķīšana	surprise	0.336
grin	smaida	surprise	0.336
admiration	apbrīna	surprise	0.328
hypertrophy	hipertrofija	surprise	0.328
present	klāt	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	eņģelis	surprise	0.320
examination	pārbaude	surprise	0.320
catch	nozvejas	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirts	surprise	0.312
puma	Puma	surprise	0.312
liberty	brīvība	surprise	0.312
kiss	skūpsts	surprise	0.312
embrace	apņemt	surprise	0.312
occasional	gadījuma rakstura	surprise	0.312
treat	ārstēt	surprise	0.312
saint	svētais	surprise	0.312
scrimmage	kareivis	surprise	0.312
dismissal	atlaišana	surprise	0.312
perfection	pilnība	surprise	0.305
generosity	dāsnums	surprise	0.305
gratify	apmierināt	surprise	0.305
saintly	svētais	surprise	0.305
sally	Sally	surprise	0.305
polarity	polaritāte	surprise	0.297
finally	beidzot	surprise	0.297
differently	atšķirīgi	surprise	0.297
palpable	jūtams	surprise	0.297
warn	brīdini	surprise	0.297
ceremony	ceremonija	surprise	0.297
larger	lielāks	surprise	0.297
favorable	labvēlīgs	surprise	0.297
romance	romantika	surprise	0.289
medal	medaļa	surprise	0.289
inviting	aicinot	surprise	0.289
greeting	apsveikums	surprise	0.289
candid	atklāti	surprise	0.281
resignation	atkāpšanās no amata	surprise	0.281
trip	ceļojums	surprise	0.281
accolade	accolade	surprise	0.281
labor	darbs	surprise	0.281
stare	skatiens	surprise	0.273
glimmer	mirdzums	surprise	0.266
invite	uzaicināt	surprise	0.266
somatic	somatiska	surprise	0.266
admire	apbrīnot	surprise	0.266
immerse	iegremdēt	surprise	0.266
festival	festivāls	surprise	0.266
mimicry	mīmika	surprise	0.266
compensate	kompensēt	surprise	0.266
insolvency	maksātnespēja	surprise	0.266
playful	rotaļīgs	surprise	0.266
complement	papildināt	surprise	0.258
receiving	saņemšana	surprise	0.258
hypothesis	hipotēze	surprise	0.258
laugh	smieties	surprise	0.258
chuckle	mocīt	surprise	0.258
honeymoon	medusmēnesis	surprise	0.250
marry	precēties	surprise	0.242
independence	neatkarība	surprise	0.242
opera	opera	surprise	0.242
pleasant	patīkams	surprise	0.242
rhythmical	ritmisks	surprise	0.234
assessment	novērtējums	surprise	0.234
hopeful	cerams	surprise	0.234
trophy	trofeja	surprise	0.234
holiness	svētums	surprise	0.234
chant	dziedāt	surprise	0.234
leave	atvaļinājumu	surprise	0.234
procession	gājiens	surprise	0.227
placard	plakāts	surprise	0.227
deal	darījumu	surprise	0.227
cherish	lolot	surprise	0.219
good	labi	surprise	0.219
shopping	iepirkšanās	surprise	0.219
musical	mūzikas	surprise	0.219
shell	apvalks	surprise	0.211
dawn	rītausma	surprise	0.211
simplify	vienkāršot	surprise	0.211
purity	tīrība	surprise	0.203
nullify	anulēt	surprise	0.203
money	nauda	surprise	0.203
sweet	salds	surprise	0.203
morals	morāle	surprise	0.203
synchronize	sinhronizēt	surprise	0.195
preservative	konservants	surprise	0.195
humanitarian	humanitārie	surprise	0.195
unfulfilled	nepiepildīts	surprise	0.195
precious	dārgakmeņi	surprise	0.195
obliging	pienākums	surprise	0.188
singularly	vienskaitlis	surprise	0.188
foresee	paredzēt	surprise	0.180
pray	lūdzieties	surprise	0.180
graduation	izlaidums	surprise	0.180
lovely	jauki	surprise	0.180
sun	saule	surprise	0.172
art	art	surprise	0.172
mouth	mute	surprise	0.172
youth	jaunatne	surprise	0.172
thirst	slāpes	surprise	0.172
young	jaunieši	surprise	0.164
goodness	labums	surprise	0.164
overdue	nokavēts	surprise	0.156
visor	aizsargstikls	surprise	0.156
practiced	praktizē	surprise	0.156
latent	latents	surprise	0.156
loyal	lojāls	surprise	0.148
expect	sagaidīt	surprise	0.148
destination	galamērķis	surprise	0.148
wireless	bezvadu	surprise	0.148
quote	citāts	surprise	0.141
slush	slaucīt	surprise	0.141
infant	zīdainis	surprise	0.141
cream	krējums	surprise	0.141
playground	rotaļlaukums	surprise	0.133
organization	organizācija	surprise	0.125
teach	mācīt	surprise	0.125
vote	balsot	surprise	0.125
smile	smaids	surprise	0.117
weight	svars	surprise	0.117
dolphin	delfīns	surprise	0.117
sisterhood	māsa	surprise	0.109
cable	kabelis	surprise	0.109
sunny	saulains	surprise	0.102
steady	vienmērīgs	surprise	0.094
leisure	izklaide	surprise	0.086
peaceful	miermīlīgs	surprise	0.086
spa	spa	surprise	0.086
tree	koks	surprise	0.078
picnic	pikniks	surprise	0.078
worm	tārps	surprise	0.055
truthfulness	patiesība	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	uzticama	trust	0.867
honest	godīgi	trust	0.844
honesty	godīgums	trust	0.844
honor	gods	trust	0.844
truth	patiesība	trust	0.844
truthful	patiesa	trust	0.836
trusting	uzticoties	trust	0.836
brotherhood	brālība	trust	0.820
entrust	uzticēt	trust	0.812
committed	izdarīts	trust	0.805
integrity	integritāte	trust	0.805
loyalty	lojalitāte	trust	0.805
honorable	cienījams	trust	0.805
credibility	uzticamība	trust	0.805
trust	uzticība	trust	0.805
faithful	uzticīgs	trust	0.797
sincere	sirsnīgs	trust	0.797
responsible	atbildīgs	trust	0.789
partnership	partnerība	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	gudrība	trust	0.789
oath	zvērests	trust	0.781
verification	pārbaude	trust	0.781
vow	solījums	trust	0.781
cooperative	kooperatīvs	trust	0.781
respectable	respektabls	trust	0.773
credible	ticami	trust	0.773
hero	varonis	trust	0.773
sisterhood	māsa	trust	0.773
promise	solījums	trust	0.773
verified	pārbaudīts	trust	0.773
qualified	kvalificēts	trust	0.766
respected	ievērotas	trust	0.766
authentication	autentifikācija	trust	0.766
compassion	līdzjūtība	trust	0.759
reputable	cienījama	trust	0.758
safekeeping	drošība	trust	0.758
reliability	uzticamība	trust	0.758
moral	morāls	trust	0.758
love	mīlestība	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	apstiprinājums	trust	0.758
stable	stabils	trust	0.750
friend	draugs	trust	0.750
genuine	patiesa	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetence	trust	0.750
loyal	lojāls	trust	0.750
ally	sabiedrotais	trust	0.750
safeguard	aizsargāt	trust	0.750
companion	biedrs	trust	0.750
advised	ieteicams	trust	0.750
authentic	autentisks	trust	0.750
respect	cieņu	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	brīvība	trust	0.742
proven	pierādīts	trust	0.742
respects	cienījams	trust	0.742
faith	ticība	trust	0.742
wholesome	veselīgs	trust	0.742
heartfelt	sirsnīgi	trust	0.734
unification	apvienošana	trust	0.734
protecting	aizsargāt	trust	0.734
reassurance	pārapdrošināšana	trust	0.734
admirable	apbrīnojams	trust	0.734
trustee	pilnvarotais	trust	0.734
supporter	atbalstītājs	trust	0.734
confirmation	apstiprinājums	trust	0.734
respectful	cieņu	trust	0.734
alliance	alianse	trust	0.727
equality	vienlīdzība	trust	0.727
friendship	draudzība	trust	0.727
agreement	vienošanās	trust	0.727
fact	fakts	trust	0.727
confident	pārliecināts	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	ticot	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	izcilība	trust	0.727
credential	credential	trust	0.727
closeness	tuvums	trust	0.719
authenticate	autentificēt	trust	0.719
intelligence	izlūkdati	trust	0.719
virtue	tikumība	trust	0.719
honored	cienījams	trust	0.719
virtuous	tikumīgs	trust	0.719
kindred	dzimtais	trust	0.719
charitable	labdarības	trust	0.711
dedication	veltījums	trust	0.711
guarantee	garantija	trust	0.711
cooperation	sadarbība	trust	0.711
creditable	uzticams	trust	0.711
consistency	konsekvenci	trust	0.711
allegiance	uzticība	trust	0.711
cooperating	sadarbojas	trust	0.711
straightforward	vienkārša	trust	0.711
determination	noteikšana	trust	0.711
justice	Taisnīgums	trust	0.711
sanctuary	svētnīca	trust	0.703
nurture	audzināt	trust	0.703
innocent	nevainīgs	trust	0.703
admire	apbrīnot	trust	0.703
assurance	garantija	trust	0.703
morality	morāle	trust	0.703
prepared	sagatavots	trust	0.703
friendliness	draudzīgums	trust	0.703
reliable	uzticams	trust	0.703
mentor	mentors	trust	0.703
guardianship	aizbildnība	trust	0.703
fulfilled	izpildīts	trust	0.703
reverence	godbijība	trust	0.703
proof	pierādījums	trust	0.703
admiration	apbrīna	trust	0.703
mother	māte	trust	0.703
protected	aizsargāts	trust	0.703
motherhood	mātes stāvoklis	trust	0.703
marriage	laulība	trust	0.695
skillful	izveicīgs	trust	0.695
indestructible	neiznīcināms	trust	0.695
guardian	aizbildnis	trust	0.695
accountable	atbildīgs	trust	0.695
courage	drosme	trust	0.695
bodyguard	miesassargs	trust	0.695
agreeable	pieklājīgs	trust	0.695
scientist	zinātnieks	trust	0.695
allied	sabiedrotais	trust	0.695
compassionate	līdzjūtīgs	trust	0.695
humanitarian	humanitārie	trust	0.695
approving	apstiprinot	trust	0.695
united	vienota	trust	0.695
pact	pakts	trust	0.695
certified	sertificēts	trust	0.695
morals	morāle	trust	0.695
esteem	cieņa	trust	0.688
secure	droši	trust	0.688
perfection	pilnība	trust	0.688
guidance	vadlīnijas	trust	0.688
competent	kompetents	trust	0.688
authenticity	autentiskums	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	attaisnojams	trust	0.688
humanity	cilvēce	trust	0.688
solidity	stabilitāte	trust	0.688
adviser	padomnieks	trust	0.688
pledge	ķīla	trust	0.688
believed	ticēja	trust	0.688
understanding	saprašana	trust	0.688
monogamy	monogāmija	trust	0.688
expertise	zināšanas	trust	0.680
diplomatic	diplomātiskais	trust	0.680
confidential	konfidenciāli	trust	0.680
hope	ceru	trust	0.680
protector	aizsargs	trust	0.680
agreeing	piekrītu	trust	0.680
diligence	rūpīgums	trust	0.680
official	ierēdnis	trust	0.680
affirm	apstiprināt	trust	0.680
indivisible	nedalāms	trust	0.680
grandfather	vectēvs	trust	0.680
humble	pazemīgs	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	aizstāvība	trust	0.680
elders	vecākie	trust	0.680
goodness	labums	trust	0.680
commendable	slavējams	trust	0.680
