word	Nyanja (Chichewa)-ny	emotion	emotion-intensity-score
dispassionate	opanda chifundo	sadness	0.422
deviation	kupotoka	sadness	0.422
thief	wakuba	sadness	0.422
cyst	cyst	sadness	0.422
beggar	wopemphapempha	sadness	0.422
falling	kugwa	sadness	0.422
neuralgia	neuralgia	sadness	0.422
unequal	osalinganizana	sadness	0.422
jarring	jarring	sadness	0.422
bad	zoipa	sadness	0.422
rip	RIP	sadness	0.422
handicap	matenda	sadness	0.422
cardiomyopathy	matenda a mtima	sadness	0.422
cutting	kudula	sadness	0.422
unwelcome	osavomerezeka	sadness	0.422
scarce	zochepa	sadness	0.422
wrongdoing	cholakwika	sadness	0.422
insolvent	osungidwa	sadness	0.422
difficulties	zovuta	sadness	0.421
invader	wosakaza	sadness	0.420
drab	denga	sadness	0.420
fall	kugwa	sadness	0.418
illegitimate	wosaloledwa	sadness	0.416
expel	tulutsani	sadness	0.414
meaningless	zopanda pake	sadness	0.409
darkness	mdima	sadness	0.409
syncope	syncope	sadness	0.407
stroke	kupwetekedwa	sadness	0.406
hoax	chopusitsira	sadness	0.406
darken	mdima	sadness	0.406
precarious	zovuta	sadness	0.406
subjected	anagonjetsedwa	sadness	0.406
feudalism	chikhalidwe	sadness	0.406
fury	ukali	sadness	0.406
bitch	bitch	sadness	0.406
enmity	udani	sadness	0.406
wildfire	kupsa moto	sadness	0.406
obnoxious	zosautsa	sadness	0.406
confine	sungani	sadness	0.406
fatigued	watopa	sadness	0.406
fault	cholakwika	sadness	0.406
unsatisfied	osakhutira	sadness	0.405
spank	spank	sadness	0.403
deluge	chigumula	sadness	0.402
sigh	susa	sadness	0.402
spinster	spinster	sadness	0.400
blue	buluu	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	kulipira	sadness	0.398
embarrass	manyazi	sadness	0.394
pitfall	zovuta	sadness	0.394
pointless	zopanda pake	sadness	0.394
seriousness	kuwopsa	sadness	0.394
monsoon	monsoon	sadness	0.391
debt	ngongole	sadness	0.391
exhausted	wotopa	sadness	0.391
stretcher	machira	sadness	0.391
condescension	kudzichepetsa	sadness	0.391
dwarfed	wochepa kwambiri	sadness	0.391
inefficient	kusagwirizana	sadness	0.391
ravenous	owopsa	sadness	0.391
rue	rue	sadness	0.391
banshee	banshee	sadness	0.391
daemon	daemon	sadness	0.391
feeble	zofooka	sadness	0.391
coldness	kuzizira	sadness	0.391
ifonly	ifonly	sadness	0.391
insulting	kunyoza	sadness	0.391
trickery	chinyengo	sadness	0.391
noose	nthano	sadness	0.391
punch	nkhonya	sadness	0.391
reproach	chitonzo	sadness	0.391
ineptitude	kupanda	sadness	0.391
refused	anakana	sadness	0.391
cage	khola	sadness	0.391
brute	zopweteka	sadness	0.391
subvert	kusokoneza	sadness	0.384
jealousy	nsanje	sadness	0.382
geriatric	zolimbitsa thupi	sadness	0.379
miss	akusowa	sadness	0.379
struggle	kulimbana	sadness	0.379
inexcusable	opanda chifukwa	sadness	0.379
descent	mbadwa	sadness	0.377
entangled	kulowerera	sadness	0.377
ashes	phulusa	sadness	0.377
exhaustion	kutopa	sadness	0.375
blackness	wakuda	sadness	0.375
funk	funk	sadness	0.375
disqualify	osayenera	sadness	0.375
slump	slump	sadness	0.375
inconsiderate	osaganizira ena	sadness	0.375
noncompliance	osamvera	sadness	0.375
goodbye	Bayi	sadness	0.375
sucks	imayamwa	sadness	0.375
landslide	kusokonezeka	sadness	0.375
overcast	chisanu	sadness	0.375
rabid	kukwiya	sadness	0.375
inferior	otsika	sadness	0.375
murky	mdima	sadness	0.375
prostitution	uhule	sadness	0.375
scar	zowawa	sadness	0.375
dispel	tulukani	sadness	0.375
parting	kupatukana	sadness	0.375
wasting	kuwononga	sadness	0.375
withdraw	kuchoka	sadness	0.375
oust	kuchotsa	sadness	0.375
sympathy	chifundo	sadness	0.375
delay	kuchedwa	sadness	0.373
unattractive	zosangalatsa	sadness	0.373
apologize	Pepesani	sadness	0.370
crazy	wopenga	sadness	0.368
bastard	Chitsiru	sadness	0.366
deteriorated	zinasokonekera	sadness	0.365
inter	zamkati	sadness	0.364
empty	chopanda kanthu	sadness	0.364
mocking	kunyoza	sadness	0.363
adder	adder	sadness	0.361
hindering	kulepheretsa	sadness	0.359
flounder	fulonda	sadness	0.359
hunter	msaka	sadness	0.359
unable	sangathe	sadness	0.359
fruitless	wopanda zipatso	sadness	0.359
arraignment	kusamvana	sadness	0.359
tremor	kunjenjemera	sadness	0.359
taunt	kunyoza	sadness	0.359
fainting	kutaya	sadness	0.359
plaintive	zovuta	sadness	0.359
defendant	wotsutsa	sadness	0.359
disconnect	sinthani	sadness	0.359
servile	otumikira	sadness	0.359
unsuccessful	sanapambane	sadness	0.359
unemployed	osagwira ntchito	sadness	0.359
austere	zosavuta	sadness	0.359
lockup	malo amodzi	sadness	0.359
numbness	kusowa	sadness	0.359
wrangling	kukangana	sadness	0.359
misunderstanding	kusamvetsetsana	sadness	0.359
obesity	kunenepa kwambiri	sadness	0.359
idiocy	idiocy	sadness	0.359
consecration	kudzipatulira	sadness	0.359
perpetrator	wolakwira	sadness	0.359
doubt	kukayika	sadness	0.359
affront	chisokonezo	sadness	0.359
unpopular	osakondedwa	sadness	0.359
inefficiency	zopanda pake	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	kukangana	sadness	0.359
unrest	chisokonezo	sadness	0.351
intervention	kulowerera	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	zonyansa	sadness	0.348
absentee	palibe	sadness	0.348
spoiler	woponda	sadness	0.348
flaw	kulakwitsa	sadness	0.347
blindly	mwakhungu	sadness	0.344
thrash	thrash	sadness	0.344
furrow	mzere	sadness	0.344
militia	asilikali	sadness	0.344
litigate	kutsutsana	sadness	0.344
stained	kudetsedwa	sadness	0.344
uninspired	osatonthozedwa	sadness	0.344
uninvited	osayitanidwa	sadness	0.344
detention	ndende	sadness	0.344
surgery	opaleshoni	sadness	0.344
lawsuit	mlandu	sadness	0.344
specter	specter	sadness	0.344
desert	chipululu	sadness	0.344
attenuation	kusungidwa	sadness	0.344
forfeit	amataya	sadness	0.344
plea	pempho	sadness	0.344
cumbersome	zovuta	sadness	0.344
resigned	anasiya	sadness	0.344
lagging	kutaya	sadness	0.344
intercede	funsani	sadness	0.344
myopia	myopia	sadness	0.339
unaccountable	osadziwika	sadness	0.339
mishap	kusokonezeka	sadness	0.338
probation	mayesero	sadness	0.336
disagreeing	kusagwirizana	sadness	0.333
severance	kuchotsa	sadness	0.333
bacteria	mabakiteriya	sadness	0.328
adrift	adrift	sadness	0.328
squall	sungani	sadness	0.328
nether	pansi	sadness	0.328
leave	tulukani	sadness	0.328
incompetent	osadziŵa	sadness	0.328
endless	zosatha	sadness	0.328
unacceptable	zosavomerezeka	sadness	0.328
bondage	ukapolo	sadness	0.328
dependence	kudalira	sadness	0.328
sterile	wosabala	sadness	0.328
unacknowledged	osadziwika	sadness	0.328
disallowed	adakana	sadness	0.328
nepotism	malingaliro	sadness	0.328
soreness	kupweteka	sadness	0.328
scold	sungani	sadness	0.327
flaccid	flaccid	sadness	0.324
hobo	hobo	sadness	0.323
fragile	zowonongeka	sadness	0.319
stingy	zovuta	sadness	0.319
sue	sue	sadness	0.318
scarcely	mosakayikira	sadness	0.318
mistake	kulakwa	sadness	0.312
committal	kuchita	sadness	0.312
fatty	mafuta	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	phulani	sadness	0.312
skid	skid	sadness	0.312
hamstring	mimba	sadness	0.312
nonsensical	nonsensical	sadness	0.312
ulcer	chilonda	sadness	0.312
defy	kutaya	sadness	0.312
nostalgia	chisangalalo	sadness	0.312
inhibit	ziletsa	sadness	0.312
clouded	adakalipira	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	kubisa	sadness	0.311
blemish	chilema	sadness	0.310
resisting	kukana	sadness	0.309
sympathetic	wachifundo	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	kuvomereza	sadness	0.303
opium	opiamu	sadness	0.303
alas	tsoka	sadness	0.302
setback	kusokoneza	sadness	0.297
halting	kuimitsa	sadness	0.297
incase	kuti mwina	sadness	0.297
inappropriate	zosayenera	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migraine	sadness	0.297
incompatible	zosagwirizana	sadness	0.297
dull	wosasangalatsa	sadness	0.297
discontinuity	kusiya	sadness	0.297
wrinkled	makwinya	sadness	0.297
suppress	thandizani	sadness	0.297
weak	ofooka	sadness	0.297
mislead	kusocheretsa	sadness	0.297
subsidence	subsidence	sadness	0.297
hermit	mzimayi	sadness	0.296
moving	kusuntha	sadness	0.295
shrink	sungani	sadness	0.295
shiver	kunjenjemera	sadness	0.291
tramp	kupondaponda	sadness	0.288
constraint	zovuta	sadness	0.288
unimportant	osafunika	sadness	0.288
rubble	mphutsi	sadness	0.282
excluding	kupatulapo	sadness	0.281
revoke	kubwezeretsani	sadness	0.281
negro	zopanda pake	sadness	0.281
shortage	kusowa	sadness	0.281
wearily	wolekerera	sadness	0.281
grey	imvi	sadness	0.281
senseless	wopanda nzeru	sadness	0.281
overdue	zatha	sadness	0.281
flinch	flinch	sadness	0.281
adverse	zovuta	sadness	0.281
remove	chotsani	sadness	0.281
grumpy	grumpy	sadness	0.281
flop	tambani	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	kuvomereza	sadness	0.281
timid	wamantha	sadness	0.281
down	pansi	sadness	0.281
unseat	osasamala	sadness	0.281
apathy	kusasamala	sadness	0.281
taint	chitonzo	sadness	0.281
black	wakuda	sadness	0.281
knell	knell	sadness	0.275
jurisprudence	malamulo	sadness	0.273
humbled	adanyozedwa	sadness	0.273
confusion	chisokonezo	sadness	0.273
soldier	msilikali	sadness	0.273
throb	kupweteka	sadness	0.273
gray	imvi	sadness	0.269
obstacle	cholepheretsa	sadness	0.266
lax	lax	sadness	0.266
eternity	kwamuyaya	sadness	0.266
leaving	kuchoka	sadness	0.266
unrealistic	zosatheka	sadness	0.266
mixedemotions	zosokoneza	sadness	0.266
slur	slur	sadness	0.266
drifted	adathamangitsidwa	sadness	0.266
remiss	sungani	sadness	0.266
shack	mthunzi	sadness	0.266
inconvenient	zovuta	sadness	0.263
restrict	khakani	sadness	0.259
misrepresentation	malingaliro olakwika	sadness	0.259
stagnant	wochuluka	sadness	0.259
disservice	sungani	sadness	0.258
backwater	kumbuyo kwa madzi	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	m'chipululu	sadness	0.255
wasteful	zonyansa	sadness	0.250
labored	anagwira ntchito	sadness	0.250
uneducated	osaphunzira	sadness	0.250
incomplete	zosakwanira	sadness	0.250
older	wachikulire	sadness	0.250
speculation	malingaliro	sadness	0.250
undying	kusokoneza	sadness	0.250
pine	pini	sadness	0.250
tempest	mphepo yamkuntho	sadness	0.250
humbug	humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	zopanda pake	sadness	0.250
unexplained	osadziwika	sadness	0.250
communism	chikominisi	sadness	0.250
error	zolakwika	sadness	0.250
anchorage	anchorage	sadness	0.250
rainyday	rainyday	sadness	0.242
demonstrative	zosonyeza	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	zofunikira	sadness	0.236
boredom	kudzikuza	sadness	0.235
misty	zolakwika	sadness	0.234
warp	kumenyana	sadness	0.234
trash	zinyalala	sadness	0.234
burke	burke	sadness	0.234
hollow	dzenje	sadness	0.234
void	palibe	sadness	0.234
healing	machiritso	sadness	0.234
cloudy	mitambo	sadness	0.234
blockade	blockade	sadness	0.234
depart	chokani	sadness	0.234
uninteresting	zosangalatsa	sadness	0.234
cancel	pezani	sadness	0.234
sentence	chigamulo	sadness	0.234
foggy	foggy	sadness	0.234
pale	wotumbululuka	sadness	0.234
case	nkhani	sadness	0.228
rainy	mvula	sadness	0.227
onerous	zovuta	sadness	0.223
bottom	pansi	sadness	0.223
uninterested	osakhudzidwa	sadness	0.223
fasting	kusala	sadness	0.220
indifference	kusayanjanitsika	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	kupirira	sadness	0.219
discolored	zojambula	sadness	0.219
blunder	zolakwika	sadness	0.219
thirst	ludzu	sadness	0.219
dole	dola	sadness	0.219
pious	wopembedza	sadness	0.219
cocaine	cocaine	sadness	0.218
tough	zovuta	sadness	0.212
lower	m'munsi	sadness	0.203
sprain	phokoso	sadness	0.203
arid	louma	sadness	0.203
fat	mafuta	sadness	0.203
revolution	revolution	sadness	0.203
chilly	chilly	sadness	0.203
chargeable	amalephera	sadness	0.203
sluggish	waulesi	sadness	0.203
yucky	yucky	sadness	0.203
hoary	chophimba	sadness	0.203
wanting	akufuna	sadness	0.202
progression	kupita patsogolo	sadness	0.201
closure	kutseka	sadness	0.195
unbeaten	osadziwika	sadness	0.193
veal	nyama yamwana wang'ombe	sadness	0.188
retirement	pantchito	sadness	0.188
oddity	zodabwitsa	sadness	0.188
heartfelt	kuchokera pansi pa mtima	sadness	0.188
meh	meh	sadness	0.188
invalid	zosayenera	sadness	0.188
tease	kudula	sadness	0.188
splitting	kupatukana	sadness	0.188
interrupted	inasokonezedwa	sadness	0.188
rumor	mphekesera	sadness	0.188
cataract	cataract	sadness	0.188
rack	kukwera	sadness	0.188
halter	kusungunuka	sadness	0.188
cold	kuzizira	sadness	0.188
concerned	nkhawa	sadness	0.184
sarcasm	kunyoza	sadness	0.181
strip	dulani	sadness	0.179
esteem	ulemu	sadness	0.172
feeling	kumverera	sadness	0.172
overload	kulemetsa	sadness	0.172
divided	adagawanika	sadness	0.172
memories	kukumbukira	sadness	0.172
sap	kupuma	sadness	0.172
eschew	eschew	sadness	0.172
cupping	kukwapula	sadness	0.172
destination	kupita kopita	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	zochepa	sadness	0.167
rain	mvula	sadness	0.163
willful	mwadala	sadness	0.160
untitled	osatchulidwa	sadness	0.157
weeds	namsongole	sadness	0.156
stint	mphuno	sadness	0.156
cross	mtanda	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	sungani	sadness	0.154
inconsequential	zosafunikira	sadness	0.152
procession	maulendo	sadness	0.152
tax	msonkho	sadness	0.142
lesbian	azimayi	sadness	0.141
emo	Emo	sadness	0.141
overpriced	zapitirira	sadness	0.141
tolerate	kulekerera	sadness	0.141
mug	mugulu	sadness	0.141
weight	kulemera	sadness	0.141
touchy	zovuta	sadness	0.140
kennel	kennel	sadness	0.130
grounded	maziko	sadness	0.130
late	mochedwa	sadness	0.125
theocratic	zachipembedzo	sadness	0.125
clouds	mitambo	sadness	0.125
terrific	mantha	sadness	0.125
commemorate	kondwerera	sadness	0.125
meek	ofatsa	sadness	0.125
stillness	bata	sadness	0.125
sisterhood	ubale	sadness	0.125
socialist	chikhalidwe	sadness	0.125
unpaid	osalipidwa	sadness	0.125
margin	malire	sadness	0.125
default	chosasintha	sadness	0.121
lace	lace	sadness	0.118
unpublished	yosindikizidwa	sadness	0.116
interested	chidwi	sadness	0.114
fortress	linga	sadness	0.110
fleece	nsalu	sadness	0.109
rating	kulongosola	sadness	0.109
lush	zosavuta	sadness	0.109
harry	harry	sadness	0.109
priesthood	unsembe	sadness	0.109
orchestra	orchestra	sadness	0.109
ultimate	chomaliza	sadness	0.109
sanctify	kuyeretsani	sadness	0.108
income	ndalama	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	kupambana	sadness	0.094
quiet	chete	sadness	0.094
boo	boo	sadness	0.094
vainly	zopanda pake	sadness	0.091
wet	yonyowa	sadness	0.078
hug	kukumbatirana	sadness	0.078
hut	nyumba	sadness	0.078
ovation	ovation	sadness	0.078
humble	wodzichepetsa	sadness	0.078
motivating	zolimbikitsa	sadness	0.078
opera	opera	sadness	0.078
treat	chithandizo	sadness	0.076
hymn	nyimbo	sadness	0.064
honest	owona mtima	sadness	0.062
relics	zojambula	sadness	0.061
couch	bedi	sadness	0.060
waffle	funa	sadness	0.047
shell	chipolopolo	sadness	0.045
musical	nyimbo	sadness	0.045
savor	zosangalatsa	sadness	0.034
vote	kuvota	sadness	0.031
napkin	chopukutira	sadness	0.031
sing	kuimba	sadness	0.017
music	nyimbo	sadness	0.016
mother	mayi	sadness	0.016
nutritious	wathanzi	sadness	0.015
lovely	wokondeka	sadness	0.009
art	zojambulajambula	sadness	0.000
romance	chikondi	sadness	0.000
liquor	mowa	sadness	0.000
sweetheart	wokondedwa	sadness	0.000
surprise	kudabwa	surprise	0.930
flabbergast	malo osungira	surprise	0.906
explode	phuluka	surprise	0.906
explosion	kupasuka	surprise	0.898
explosive	kuphulika	surprise	0.883
ambush	akubisala	surprise	0.883
eruption	mphukira	surprise	0.883
frighten	mantha	surprise	0.875
startle	chisokonezo	surprise	0.875
surprisingly	zodabwitsa	surprise	0.875
shockingly	modabwitsa	surprise	0.875
surprising	zodabwitsa	surprise	0.867
frightened	anachita mantha	surprise	0.867
surprised	kudabwa	surprise	0.867
thrilling	zosangalatsa	surprise	0.859
miracle	chozizwitsa	surprise	0.859
outburst	kupsa mtima	surprise	0.859
blast	kuphulika	surprise	0.852
alarm	alamu	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	kudabwa	surprise	0.844
fright	mantha	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	mosayembekezereka	surprise	0.836
catastrophe	masautso	surprise	0.836
dazzle	kwezani	surprise	0.836
emergency	zovuta	surprise	0.828
bewilderment	kudodometsedwa	surprise	0.828
suddenly	mwadzidzidzi	surprise	0.828
startling	kudabwa	surprise	0.828
astound	zodabwitsa	surprise	0.820
stunned	kudabwa	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	chivomerezi	surprise	0.812
disaster	tsoka	surprise	0.812
astonish	kudabwa	surprise	0.805
astonishment	kudabwa	surprise	0.805
climax	pachimake	surprise	0.805
aghast	zovuta	surprise	0.805
scare	mantha	surprise	0.797
awestruck	zovuta	surprise	0.797
bomb	bomba	surprise	0.789
erupt	akuphulika	surprise	0.789
exclaim	funani	surprise	0.789
amazement	kudabwa	surprise	0.781
detonate	onetsetsani	surprise	0.773
alarming	zochititsa mantha	surprise	0.773
miraculous	chozizwitsa	surprise	0.773
invade	pitani	surprise	0.773
raid	kuwomba	surprise	0.773
abduction	kutenga	surprise	0.773
kidnap	kuthandizani	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	zovuta	surprise	0.758
dumfound	kutaya	surprise	0.758
unpredictable	osadziŵika	surprise	0.758
unimaginable	osaganiziridwa	surprise	0.750
erratic	zolakwika	surprise	0.750
accident	ngozi	surprise	0.750
outrageous	woopsa	surprise	0.750
flinch	flinch	surprise	0.742
blitz	blitz	surprise	0.742
petrify	pepani	surprise	0.742
slaughter	kuphedwa	surprise	0.742
horror	mantha	surprise	0.742
amaze	zodabwitsa	surprise	0.742
bewilder	kudodometsedwa	surprise	0.742
wreck	kuwonongeka	surprise	0.742
stupefaction	zovuta	surprise	0.734
excitement	chisangalalo	surprise	0.734
frenetic	omasuka	surprise	0.734
frantic	wokhumudwa	surprise	0.734
crash	kuwonongeka	surprise	0.734
sudden	mwadzidzidzi	surprise	0.727
riotous	zosokoneza	surprise	0.727
vanished	zinatayika	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	kulira	surprise	0.727
bewildered	osokonezeka	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	chiwonongeko	surprise	0.719
shriek	shriek	surprise	0.719
breathless	wopuma	surprise	0.719
scream	kufuula	surprise	0.719
manslaughter	kupha anthu	surprise	0.719
rupture	kupasuka	surprise	0.719
unanticipated	zosayembekezeredwa	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	osasintha	surprise	0.711
unexpected	mosayembekezera	surprise	0.711
electrify	kusokoneza	surprise	0.711
stun	kudulira	surprise	0.711
shot	kuwombera	surprise	0.711
avalanche	zovuta	surprise	0.711
gasp	amatha	surprise	0.711
unforeseen	zosayembekezereka	surprise	0.703
slam	slam	surprise	0.703
surge	kutuluka	surprise	0.703
intruder	wolanda	surprise	0.703
abrupt	mofulumira	surprise	0.703
suspense	kusinkhasinkha	surprise	0.703
devastation	kuwonongeka	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	kusasinthasintha	surprise	0.695
excite	sangalalani	surprise	0.695
unprecedented	kale	surprise	0.695
stab	mbola	surprise	0.695
urgent	mwamsanga	surprise	0.695
yell	dandaula	surprise	0.695
strike	yesani	surprise	0.695
disturbance	chisokonezo	surprise	0.688
carnage	kukupha	surprise	0.688
spectacular	zochititsa chidwi	surprise	0.688
incredible	zodabwitsa	surprise	0.688
recklessness	kusalabadira	surprise	0.680
slap	kukwapula	surprise	0.680
monstrous	wosasangalatsa	surprise	0.680
clamor	chifuwa	surprise	0.680
thrill	zosangalatsa	surprise	0.680
accidentally	mwangozi	surprise	0.672
accidental	mwangozi	surprise	0.672
striking	kumenyana	surprise	0.672
captivate	sangalitsani	surprise	0.672
exhilaration	chisangalalo	surprise	0.672
terrorist	zigawenga	surprise	0.672
inexplicable	osadziwika	surprise	0.672
exciting	zosangalatsa	surprise	0.672
topple	kugwedeza	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	phiri	surprise	0.664
revolution	revolution	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	zovuta	surprise	0.656
revolt	kupanduka	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	zosatheka	surprise	0.656
bloodshed	kukhetsa mwazi	surprise	0.656
cyclone	chimphepo	surprise	0.648
violent	wachiwawa	surprise	0.648
disruption	kusokonezeka	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	osayang'ana	surprise	0.648
mutiny	mutiny	surprise	0.648
attacking	kuwukira	surprise	0.648
unintended	osafuna	surprise	0.648
amazingly	zodabwitsa	surprise	0.648
epidemic	mliri	surprise	0.648
shout	kufuula	surprise	0.641
screech	screech	surprise	0.641
wildfire	kupsa moto	surprise	0.641
indescribable	zosawerengeka	surprise	0.641
enthusiasm	kukhudzika	surprise	0.641
excitation	chisangalalo	surprise	0.641
tumult	chisokonezo	surprise	0.641
improvisation	malingaliro	surprise	0.641
anomaly	zovuta	surprise	0.633
apparition	maonekedwe	surprise	0.633
treachery	chinyengo	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	osatsimikizika	surprise	0.633
plunder	zofunkha	surprise	0.633
tempest	mphepo yamkuntho	surprise	0.625
trick	chinyengo	surprise	0.625
slaughtering	kupha	surprise	0.625
wonderment	zodabwitsa	surprise	0.625
excited	wokondwa	surprise	0.625
sorcery	matsenga	surprise	0.625
murderous	wakupha	surprise	0.625
urgency	mwamsanga	surprise	0.625
distress	kuvutika	surprise	0.625
mystery	chinsinsi	surprise	0.625
trickery	chinyengo	surprise	0.617
intense	kwambiri	surprise	0.617
vanish	zitha	surprise	0.617
murder	kupha	surprise	0.617
quickness	mwamsanga	surprise	0.617
intrusive	intrusive	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	kuphimbidwa khungu	surprise	0.609
coup	kuwombera	surprise	0.609
splash	splash	surprise	0.609
thief	wakuba	surprise	0.609
magical	zamatsenga	surprise	0.609
unstable	osakhazikika	surprise	0.609
shatter	shatter	surprise	0.609
strangle	sungani	surprise	0.609
defy	kutaya	surprise	0.602
deluge	chigumula	surprise	0.602
inconceivable	chosatheka	surprise	0.602
jubilee	chisangalalo	surprise	0.602
stupor	kunyalanyaza	surprise	0.602
tackle	kuthandizani	surprise	0.602
assail	kuzunzidwa	surprise	0.602
betray	akupereka	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	machenjezo	surprise	0.594
lightning	mphezi	surprise	0.594
mishap	kusokonezeka	surprise	0.594
shrill	zosangalatsa	surprise	0.594
stupendous	zosangalatsa	surprise	0.594
mysterious	zodabwitsa	surprise	0.586
paralyzed	olumala	surprise	0.586
randomly	mwachisawawa	surprise	0.586
bonus	bonasi	surprise	0.586
deceit	chinyengo	surprise	0.586
wild	zakutchire	surprise	0.586
pitfall	zovuta	surprise	0.586
wondrous	zodabwitsa	surprise	0.586
uncanny	zosayenera	surprise	0.586
electric	magetsi	surprise	0.578
oddity	zodabwitsa	surprise	0.578
death	imfa	surprise	0.578
jubilant	zosangalatsa	surprise	0.578
godsend	godsend	surprise	0.578
stagger	kunjenjemera	surprise	0.578
raving	kusuta	surprise	0.578
rejoicing	kusangalala	surprise	0.578
premature	msanga	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	zodabwitsa	surprise	0.578
revenge	kubwezera	surprise	0.570
dynamic	mphamvu	surprise	0.570
dismay	mantha	surprise	0.570
ecstatic	chosangalatsa	surprise	0.562
fascinate	chidwi	surprise	0.562
uncover	kuvumbulira	surprise	0.562
jerk	nsomba	surprise	0.562
reward	mphotho	surprise	0.562
nefarious	osasamala	surprise	0.562
reappear	kukolola	surprise	0.562
whim	ndikuwombera	surprise	0.555
conjure	kulumikiza	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	kuunikira	surprise	0.547
rescue	kupulumutsa	surprise	0.547
tantalizing	zosangalatsa	surprise	0.547
winner	wopambana	surprise	0.547
heroism	kulimba mtima	surprise	0.547
rarity	kusowa	surprise	0.547
ejaculation	kuthamangitsidwa	surprise	0.547
daze	dza	surprise	0.547
unbridled	wosayendetsedwa	surprise	0.547
thwart	kusokoneza	surprise	0.547
treason	chiwembu	surprise	0.539
punch	nkhonya	surprise	0.539
insult	kunyoza	surprise	0.539
lunge	lunge	surprise	0.539
illusion	chinyengo	surprise	0.539
lucky	mwayi	surprise	0.539
interrupt	sokonezani	surprise	0.539
cheer	sangalalani	surprise	0.539
celebration	chikondwerero	surprise	0.539
violation	kuphwanya	surprise	0.539
marvel	zodabwitsa	surprise	0.539
sensation	kumverera	surprise	0.531
fearfully	mwamantha	surprise	0.531
concealed	zobisika	surprise	0.531
banger	banger	surprise	0.531
affront	chisokonezo	surprise	0.531
snag	sungani	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	yang'anani	surprise	0.523
wonder	zodabwa	surprise	0.523
immediacy	yomweyo	surprise	0.523
undiscovered	osadziwika	surprise	0.523
abandonment	kusiya	surprise	0.523
rejoice	sangalalani	surprise	0.523
improvise	amavomereza	surprise	0.523
majestic	ulemu	surprise	0.523
scorpion	scorpion	surprise	0.523
victimized	ozunzidwa	surprise	0.523
liberate	kumasula	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	mwachinyengo	surprise	0.516
tickle	kondwerani	surprise	0.516
chance	mwayi	surprise	0.516
howl	Lirani	surprise	0.516
swerve	swerve	surprise	0.508
reflex	kuganiza	surprise	0.508
rave	sangalalani	surprise	0.508
pop	pop	surprise	0.508
luck	mwayi	surprise	0.508
magnificent	zokongola	surprise	0.508
transcendence	kupititsa patsogolo	surprise	0.508
garish	garish	surprise	0.508
unintentionally	mosadzidzimutsa	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	zosavuta	surprise	0.500
marvelous	zodabwitsa	surprise	0.500
heroic	nyonga	surprise	0.500
remarkable	zodabwitsa	surprise	0.500
fainting	kutaya	surprise	0.500
slayer	wakupha	surprise	0.500
erotic	zolaula	surprise	0.500
enliven	enliven	surprise	0.500
alertness	tcheru	surprise	0.500
misbehavior	khalidwe loipa	surprise	0.500
embarrassment	manyazi	surprise	0.500
diversion	zosokoneza	surprise	0.500
unutterable	chosasinthika	surprise	0.492
nab	nab	surprise	0.492
camouflage	kuyambitsidwa	surprise	0.492
trump	lipenga	surprise	0.492
decoy	chiwonongeko	surprise	0.492
