word	Lithuanian-lt	emotion	emotion-intensity-score
severance	atskyrimas	sadness	0.333
bacteria	bakterijos	sadness	0.328
adrift	adrift	sadness	0.328
squall	škvalas	sadness	0.328
nether	netgi	sadness	0.328
leave	palikti	sadness	0.328
incompetent	nekompetentingas	sadness	0.328
endless	begalinis	sadness	0.328
unacceptable	nepriimtina	sadness	0.328
bondage	vergija	sadness	0.328
dependence	priklausomybė	sadness	0.328
sterile	sterilus	sadness	0.328
unacknowledged	nepripažintas	sadness	0.328
disallowed	neleidžiama	sadness	0.328
nepotism	nepotizmas	sadness	0.328
soreness	skausmas	sadness	0.328
scold	šmeižti	sadness	0.327
flaccid	švelnus	sadness	0.324
hobo	HBO	sadness	0.323
fragile	trapi	sadness	0.319
stingy	švelnus	sadness	0.319
sue	iškelti bylą	sadness	0.318
scarcely	vargu ar	sadness	0.318
mistake	klaida	sadness	0.312
committal	priėmimas	sadness	0.312
fatty	riebalingas	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	šluostyti	sadness	0.312
skid	slysti	sadness	0.312
hamstring	hamstringas	sadness	0.312
nonsensical	absurdiškas	sadness	0.312
ulcer	opa	sadness	0.312
defy	iššaukti	sadness	0.312
nostalgia	nostalgija	sadness	0.312
inhibit	slopinti	sadness	0.312
clouded	debesuota	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	paslėpti	sadness	0.311
blemish	trūkumas	sadness	0.310
resisting	atsparus	sadness	0.309
sympathetic	simpatiškas	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	prisipažinti	sadness	0.303
opium	opiumas	sadness	0.303
alas	deja	sadness	0.302
setback	pasipriešinimas	sadness	0.297
halting	sustabdymas	sadness	0.297
incase	tuo atveju	sadness	0.297
inappropriate	netinkamas	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migrena	sadness	0.297
incompatible	nesuderinama	sadness	0.297
dull	nuobodus	sadness	0.297
discontinuity	nutraukimas	sadness	0.297
wrinkled	raukšlėtas	sadness	0.297
suppress	slopinti	sadness	0.297
weak	silpnas	sadness	0.297
mislead	klaidinti	sadness	0.297
subsidence	nusileidimas	sadness	0.297
hermit	atsiskyrėlis	sadness	0.296
moving	juda	sadness	0.295
shrink	susitraukti	sadness	0.295
shiver	drebulys	sadness	0.291
tramp	trampinė	sadness	0.288
constraint	apribojimas	sadness	0.288
unimportant	nesvarbus	sadness	0.288
rubble	griuvėsiai	sadness	0.282
excluding	išskyrus	sadness	0.281
revoke	atšaukti	sadness	0.281
negro	negra	sadness	0.281
shortage	trūkumas	sadness	0.281
wearily	nuobodžiai	sadness	0.281
grey	pilka	sadness	0.281
senseless	beprasmis	sadness	0.281
overdue	pavėluotas	sadness	0.281
flinch	šnibždėti	sadness	0.281
adverse	neigiamas	sadness	0.281
remove	pašalinti	sadness	0.281
grumpy	bjaurus	sadness	0.281
flop	flop	sadness	0.281
scrapie	skrepi	sadness	0.281
confession	prisipažinimas	sadness	0.281
timid	bjaurus	sadness	0.281
down	žemyn	sadness	0.281
unseat	atsitraukti	sadness	0.281
apathy	apatija	sadness	0.281
taint	gaila	sadness	0.281
black	juoda	sadness	0.281
knell	knell	sadness	0.275
jurisprudence	jurisprudencija	sadness	0.273
humbled	nuolankus	sadness	0.273
confusion	sumišimas	sadness	0.273
soldier	kareivis	sadness	0.273
throb	siaubas	sadness	0.273
gray	pilka	sadness	0.269
obstacle	kliūtis	sadness	0.266
lax	lax	sadness	0.266
eternity	amžinybė	sadness	0.266
leaving	palieka	sadness	0.266
unrealistic	nerealu	sadness	0.266
mixedemotions	Įvairios emocijos	sadness	0.266
slur	slysti	sadness	0.266
drifted	dreifuotas	sadness	0.266
remiss	atleidimas	sadness	0.266
shack	kratinys	sadness	0.266
inconvenient	nepatogu	sadness	0.263
restrict	apriboti	sadness	0.259
misrepresentation	klaidinga informacija	sadness	0.259
stagnant	sustingęs	sadness	0.259
disservice	kantrumas	sadness	0.258
backwater	užtvankos	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	dykuma	sadness	0.255
wasteful	švaistomi	sadness	0.250
labored	dirbo	sadness	0.250
uneducated	nebaigtas	sadness	0.250
incomplete	Nebaigtas	sadness	0.250
older	vyresni	sadness	0.250
speculation	spekuliacija	sadness	0.250
undying	nemirtingas	sadness	0.250
pine	pušis	sadness	0.250
tempest	audra	sadness	0.250
humbug	Humbug	sadness	0.250
bang	sprogti	sadness	0.250
gullible	patikimos	sadness	0.250
unexplained	nepaaiškinamas	sadness	0.250
communism	komunizmas	sadness	0.250
error	klaida	sadness	0.250
anchorage	tvirtinimas	sadness	0.250
rainyday	lietinga diena	sadness	0.242
demonstrative	demonstracinis	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	būtinybė	sadness	0.236
boredom	nuobodulys	sadness	0.235
misty	miglotas	sadness	0.234
warp	metmenis	sadness	0.234
trash	šiukšlių dėžė	sadness	0.234
burke	burke	sadness	0.234
hollow	tuščiaviduris	sadness	0.234
void	niekinis	sadness	0.234
healing	gijimas	sadness	0.234
cloudy	Debesuota	sadness	0.234
blockade	blokada	sadness	0.234
depart	išvykti	sadness	0.234
uninteresting	neįdomu	sadness	0.234
cancel	atšaukti	sadness	0.234
sentence	sakinys	sadness	0.234
foggy	rūkas	sadness	0.234
pale	blyškus	sadness	0.234
case	atvejis	sadness	0.228
rainy	lietingą	sadness	0.227
onerous	apsunkintas	sadness	0.223
bottom	apačioje	sadness	0.223
uninterested	nesvarbu	sadness	0.223
fasting	badas	sadness	0.220
indifference	abejingumas	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	susidoroti	sadness	0.219
discolored	pasikeitė	sadness	0.219
blunder	klaida	sadness	0.219
thirst	troškulys	sadness	0.219
dole	Dole	sadness	0.219
pious	dievobaimingas	sadness	0.219
cocaine	kokainas	sadness	0.218
tough	kietas	sadness	0.212
lower	mažesnis	sadness	0.203
sprain	suspaudimas	sadness	0.203
arid	sausas	sadness	0.203
fat	riebalai	sadness	0.203
revolution	revoliucija	sadness	0.203
chilly	šiltas	sadness	0.203
chargeable	apmokestinamas	sadness	0.203
sluggish	vangus	sadness	0.203
yucky	Yucky	sadness	0.203
hoary	siauras	sadness	0.203
wanting	nori	sadness	0.202
progression	progresija	sadness	0.201
closure	uždarymas	sadness	0.195
unbeaten	nepralaimėta	sadness	0.193
veal	veršiena	sadness	0.188
retirement	pensija	sadness	0.188
oddity	keista	sadness	0.188
heartfelt	nuoširdus	sadness	0.188
meh	meh	sadness	0.188
invalid	negaliojantis	sadness	0.188
tease	erzinti	sadness	0.188
splitting	padalijimas	sadness	0.188
interrupted	nutrauktas	sadness	0.188
rumor	gandas	sadness	0.188
cataract	katarakta	sadness	0.188
rack	stovas	sadness	0.188
halter	apleista	sadness	0.188
cold	šalta	sadness	0.188
concerned	susijusi	sadness	0.184
sarcasm	sarkazmas	sadness	0.181
strip	juostelė	sadness	0.179
esteem	pagarba	sadness	0.172
feeling	jausmas	sadness	0.172
overload	perkrovos	sadness	0.172
divided	padalintas	sadness	0.172
memories	atsiminimai	sadness	0.172
sap	sap	sadness	0.172
eschew	išvengti	sadness	0.172
cupping	puodelis	sadness	0.172
destination	Kelionės tikslas	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	ribotas	sadness	0.167
rain	lietus	sadness	0.163
willful	tyčinis	sadness	0.160
untitled	untitled	sadness	0.157
weeds	piktžoles	sadness	0.156
stint	tvirtumas	sadness	0.156
cross	kirsti	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snortas	sadness	0.154
inconsequential	nesvarbus	sadness	0.152
procession	procesija	sadness	0.152
tax	mokestis	sadness	0.142
lesbian	lesbiečių	sadness	0.141
emo	emo	sadness	0.141
overpriced	pervertintas	sadness	0.141
tolerate	toleruoti	sadness	0.141
mug	puodelis	sadness	0.141
weight	svoris	sadness	0.141
touchy	nešvarus	sadness	0.140
kennel	veislynas	sadness	0.130
grounded	pagrįstas	sadness	0.130
late	vėlai	sadness	0.125
theocratic	teokratiškas	sadness	0.125
clouds	debesys	sadness	0.125
terrific	nuostabus	sadness	0.125
commemorate	prisiminti	sadness	0.125
meek	kuklus	sadness	0.125
stillness	tamsumas	sadness	0.125
sisterhood	seserys	sadness	0.125
socialist	socialistė	sadness	0.125
unpaid	nemokama	sadness	0.125
margin	marža	sadness	0.125
default	numatytas	sadness	0.121
lace	nėriniai	sadness	0.118
unpublished	nepaskelbtas	sadness	0.116
interested	suinteresuotas	sadness	0.114
fortress	tvirtovė	sadness	0.110
fleece	vilna	sadness	0.109
rating	įvertinimas	sadness	0.109
lush	sodrus	sadness	0.109
harry	Harry	sadness	0.109
priesthood	kunigystė	sadness	0.109
orchestra	orkestras	sadness	0.109
ultimate	galutinis	sadness	0.109
sanctify	pašventinti	sadness	0.108
income	pajamos	sadness	0.100
sonnet	sonetas	sadness	0.094
winning	laimėti	sadness	0.094
quiet	tylus	sadness	0.094
boo	boo	sadness	0.094
vainly	veltui	sadness	0.091
wet	drėgnas	sadness	0.078
hug	apkabinti	sadness	0.078
hut	namelis	sadness	0.078
ovation	ovacija	sadness	0.078
humble	kuklus	sadness	0.078
motivating	motyvuojantis	sadness	0.078
opera	opera	sadness	0.078
treat	gydyk	sadness	0.076
hymn	himnas	sadness	0.064
honest	nuoširdus	sadness	0.062
relics	relikvijos	sadness	0.061
couch	sofa	sadness	0.060
waffle	vaflis	sadness	0.047
shell	apvalkalas	sadness	0.045
musical	muzikinis	sadness	0.045
savor	išgirsti	sadness	0.034
vote	balsas	sadness	0.031
napkin	servetėlis	sadness	0.031
sing	dainuoti	sadness	0.017
music	muzika	sadness	0.016
mother	motina	sadness	0.016
nutritious	maistingas	sadness	0.015
lovely	mielas	sadness	0.009
art	menas	sadness	0.000
romance	romantika	sadness	0.000
liquor	likeris	sadness	0.000
sweetheart	brangioji	sadness	0.000
surprise	siurprizas	surprise	0.930
flabbergast	flabbergas	surprise	0.906
explode	sprogti	surprise	0.906
explosion	sprogimas	surprise	0.898
explosive	sprogi	surprise	0.883
ambush	pasala	surprise	0.883
eruption	išsiveržimas	surprise	0.883
frighten	bijoti	surprise	0.875
startle	sumušimas	surprise	0.875
surprisingly	stebėtinai	surprise	0.875
shockingly	šokiruojantis	surprise	0.875
surprising	stebina	surprise	0.867
frightened	išgąsdinti	surprise	0.867
surprised	siurprizas	surprise	0.867
thrilling	jaudinantis	surprise	0.859
miracle	stebuklas	surprise	0.859
outburst	sprogimas	surprise	0.859
blast	sprogimas	surprise	0.852
alarm	signalizacija	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	drebėjimas	surprise	0.844
thunderstruck	griaustinis	surprise	0.844
shock	šokas	surprise	0.844
fright	baimė	surprise	0.836
bang	sprogti	surprise	0.836
unexpectedly	netikėtai	surprise	0.836
catastrophe	katastrofa	surprise	0.836
dazzle	apakinti	surprise	0.836
emergency	Skubus atvėjis	surprise	0.828
bewilderment	sumišimas	surprise	0.828
suddenly	staiga	surprise	0.828
startling	siaubingas	surprise	0.828
astound	asound	surprise	0.820
stunned	apsvaigintas	surprise	0.820
jackpot	jackpota	surprise	0.812
earthquake	žemės drebėjimas	surprise	0.812
disaster	nelaimė	surprise	0.812
astonish	nustebinti	surprise	0.805
astonishment	nuostaba	surprise	0.805
climax	kulminacija	surprise	0.805
aghast	pyktis	surprise	0.805
scare	panika	surprise	0.797
awestruck	baisu	surprise	0.797
bomb	bomba	surprise	0.789
erupt	išsiveržti	surprise	0.789
exclaim	šaukti	surprise	0.789
amazement	stebuklas	surprise	0.781
detonate	detonuoti	surprise	0.773
alarming	nerimą keliantis	surprise	0.773
miraculous	stebuklingas	surprise	0.773
invade	įsiveržti	surprise	0.773
raid	reidas	surprise	0.773
abduction	pagrobimas	surprise	0.773
kidnap	pagrobti	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	didžiulis	surprise	0.758
dumfound	niūri	surprise	0.758
unpredictable	nenuspėjamas	surprise	0.758
unimaginable	neįsivaizduojamas	surprise	0.750
erratic	nepastovus	surprise	0.750
accident	avarija	surprise	0.750
outrageous	pasipiktinęs	surprise	0.750
flinch	šnibždėti	surprise	0.742
blitz	Blitz	surprise	0.742
petrify	apleisti	surprise	0.742
slaughter	skerdimas	surprise	0.742
horror	siaubas	surprise	0.742
amaze	stebinti	surprise	0.742
bewilder	keista	surprise	0.742
wreck	avarija	surprise	0.742
stupefaction	apsvaiginimas	surprise	0.734
excitement	jaudulys	surprise	0.734
frenetic	bjaurus	surprise	0.734
frantic	beviltiška	surprise	0.734
crash	avarija	surprise	0.734
sudden	staiga	surprise	0.727
riotous	neramus	surprise	0.727
vanished	praėjo	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	protestas	surprise	0.727
bewildered	sumišimas	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotažas	surprise	0.719
shriek	šaukti	surprise	0.719
breathless	dusulys	surprise	0.719
scream	šaukti	surprise	0.719
manslaughter	žmogžudystė	surprise	0.719
rupture	plyšimas	surprise	0.719
unanticipated	nenumatytas	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	nekontroliuojamas	surprise	0.711
unexpected	netikėtas	surprise	0.711
electrify	elektrifikuokite	surprise	0.711
stun	apsvaiginti	surprise	0.711
shot	kulka	surprise	0.711
avalanche	lavina	surprise	0.711
gasp	drebulys	surprise	0.711
unforeseen	nenumatytas	surprise	0.703
slam	slam	surprise	0.703
surge	banga	surprise	0.703
intruder	įsibrovėlis	surprise	0.703
abrupt	staiga	surprise	0.703
suspense	neveiklumas	surprise	0.703
devastation	nuniokojimas	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	kintamumas	surprise	0.695
excite	sužadinti	surprise	0.695
unprecedented	beprecedentis	surprise	0.695
stab	stab	surprise	0.695
urgent	skubiai	surprise	0.695
yell	klaida	surprise	0.695
strike	streikuoti	surprise	0.695
disturbance	trikdymas	surprise	0.688
carnage	skerdynės	surprise	0.688
spectacular	įspūdingas	surprise	0.688
incredible	neįtikėtinas	surprise	0.688
recklessness	neapdairumas	surprise	0.680
slap	slap	surprise	0.680
monstrous	siaubingas	surprise	0.680
clamor	šoktelėti	surprise	0.680
thrill	jaudulys	surprise	0.680
accidentally	atsitiktinai	surprise	0.672
accidental	atsitiktinis	surprise	0.672
striking	ryškus	surprise	0.672
captivate	patraukti	surprise	0.672
exhilaration	linksmas	surprise	0.672
terrorist	teroristas	surprise	0.672
inexplicable	nepaaiškinamas	surprise	0.672
exciting	įdomus	surprise	0.672
topple	nuleisti	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vulkanas	surprise	0.664
revolution	revoliucija	surprise	0.664
freakish	keista	surprise	0.664
incendiary	uždegiminis	surprise	0.656
revolt	sukilimas	surprise	0.656
sneak	sėlinti	surprise	0.656
unspeakable	neapsakomas	surprise	0.656
bloodshed	kraujo praliejimas	surprise	0.656
cyclone	ciklonas	surprise	0.648
violent	smurtinis	surprise	0.648
disruption	žlugimas	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	Nenuostabu	surprise	0.648
mutiny	maištas	surprise	0.648
attacking	puola	surprise	0.648
unintended	nenoras	surprise	0.648
amazingly	nuostabiai	surprise	0.648
epidemic	epidemija	surprise	0.648
shout	šaukti	surprise	0.641
screech	šaukti	surprise	0.641
wildfire	Laukinė ugnis	surprise	0.641
indescribable	neapsakomas	surprise	0.641
enthusiasm	entuziazmas	surprise	0.641
excitation	sužadinimas	surprise	0.641
tumult	triukšmas	surprise	0.641
improvisation	improvizacija	surprise	0.641
anomaly	anomalija	surprise	0.633
apparition	pasirodymas	surprise	0.633
treachery	išdavystė	surprise	0.633
presto	presto	surprise	0.633
gape	Gape	surprise	0.633
agape	Agape	surprise	0.633
uncertain	neaišku	surprise	0.633
plunder	grobtis	surprise	0.633
tempest	audra	surprise	0.625
trick	triukas	surprise	0.625
slaughtering	skerdimas	surprise	0.625
wonderment	nuostaba	surprise	0.625
excited	susijaudinęs	surprise	0.625
sorcery	burtininkas	surprise	0.625
murderous	nužudantis	surprise	0.625
urgency	skubumas	surprise	0.625
distress	nelaimė	surprise	0.625
mystery	paslaptis	surprise	0.625
trickery	apgaulė	surprise	0.617
intense	intensyvus	surprise	0.617
vanish	išnyks	surprise	0.617
murder	nužudymas	surprise	0.617
quickness	greitis	surprise	0.617
intrusive	intrusyvus	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	pritrenkti	surprise	0.617
blindfold	sargybinis aklas	surprise	0.609
coup	perversmas	surprise	0.609
splash	įstrigti	surprise	0.609
thief	vagis	surprise	0.609
magical	stebuklinga	surprise	0.609
unstable	nestabilus	surprise	0.609
shatter	suplakti	surprise	0.609
strangle	pasislėpti	surprise	0.609
defy	iššaukti	surprise	0.602
deluge	debesis	surprise	0.602
inconceivable	neįsivaizduojamas	surprise	0.602
jubilee	jubiliejus	surprise	0.602
stupor	stuporas	surprise	0.602
tackle	spręsti	surprise	0.602
assail	užmušti	surprise	0.602
betray	išduoti	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	perspėjimai	surprise	0.594
lightning	žaibas	surprise	0.594
mishap	nesėkmė	surprise	0.594
shrill	siautėti	surprise	0.594
stupendous	milžiniškas	surprise	0.594
mysterious	mįslingas	surprise	0.586
paralyzed	paralyžiuotas	surprise	0.586
randomly	atsitiktinai	surprise	0.586
bonus	premija	surprise	0.586
deceit	apgaulė	surprise	0.586
wild	laukinis	surprise	0.586
pitfall	pataikymas	surprise	0.586
wondrous	nuostabus	surprise	0.586
uncanny	nepatogus	surprise	0.586
electric	elektrinis	surprise	0.578
oddity	keista	surprise	0.578
death	mirtis	surprise	0.578
jubilant	linksmas	surprise	0.578
godsend	pasiaukojimas	surprise	0.578
stagger	pasipriešinti	surprise	0.578
raving	ravingas	surprise	0.578
rejoicing	džiaugsmas	surprise	0.578
premature	per anksti	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	keistas	surprise	0.578
revenge	kerštas	surprise	0.570
dynamic	dinamiškas	surprise	0.570
dismay	sumišimas	surprise	0.570
ecstatic	ekstazinis	surprise	0.562
fascinate	sužavėti	surprise	0.562
uncover	atskleisti	surprise	0.562
jerk	šoktelėti	surprise	0.562
reward	atlygis	surprise	0.562
nefarious	blogas	surprise	0.562
reappear	vėl pasirodys	surprise	0.562
whim	kaprizas	surprise	0.555
conjure	pakviesti	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	tauumaturgija	surprise	0.555
illuminate	apšviesti	surprise	0.547
rescue	gelbėjimas	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	nugalėtojas	surprise	0.547
heroism	herojiškumas	surprise	0.547
rarity	retenybė	surprise	0.547
ejaculation	ejakuliacija	surprise	0.547
daze	daze	surprise	0.547
unbridled	nevaldomas	surprise	0.547
thwart	nulaužti	surprise	0.547
treason	išdavystė	surprise	0.539
punch	Punch	surprise	0.539
insult	įžeidimas	surprise	0.539
lunge	pabaisa	surprise	0.539
illusion	iliuzija	surprise	0.539
lucky	laimingas	surprise	0.539
interrupt	nutraukti	surprise	0.539
cheer	nudžiuginti	surprise	0.539
celebration	šventė	surprise	0.539
violation	pažeidimas	surprise	0.539
marvel	stebuklas	surprise	0.539
sensation	sensacija	surprise	0.531
fearfully	baisiai	surprise	0.531
concealed	paslėpta	surprise	0.531
banger	bangeris	surprise	0.531
affront	apgauti	surprise	0.531
snag	užsikimšęs	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	stebuklas	surprise	0.523
immediacy	nedelsiant	surprise	0.523
undiscovered	neatrastas	surprise	0.523
abandonment	atsisakymas	surprise	0.523
rejoice	džiaugtis	surprise	0.523
improvise	improvizuoti	surprise	0.523
majestic	didingas	surprise	0.523
scorpion	skorpionas	surprise	0.523
victimized	nukentėjęs	surprise	0.523
liberate	išlaisvinti	surprise	0.523
yelp	juoktis	surprise	0.516
stealthily	slaptai	surprise	0.516
tickle	pakelti	surprise	0.516
chance	tikimybė	surprise	0.516
howl	gaudyti	surprise	0.516
swerve	pasisukti	surprise	0.508
reflex	refleksas	surprise	0.508
rave	rave	surprise	0.508
pop	popas	surprise	0.508
luck	sėkmė	surprise	0.508
magnificent	puikus	surprise	0.508
transcendence	transcendencija	surprise	0.508
garish	garish	surprise	0.508
unintentionally	netyčia	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	nedažni	surprise	0.500
marvelous	nuostabus	surprise	0.500
heroic	herojiškas	surprise	0.500
remarkable	nuostabus	surprise	0.500
fainting	alpulys	surprise	0.500
slayer	Slayer	surprise	0.500
erotic	erotika	surprise	0.500
enliven	pagyvinti	surprise	0.500
alertness	budrumas	surprise	0.500
misbehavior	neteisingas elgesys	surprise	0.500
embarrassment	sumišimas	surprise	0.500
diversion	nukreipimas	surprise	0.500
unutterable	nepastebimas	surprise	0.492
nab	nab	surprise	0.492
camouflage	kamufliažas	surprise	0.492
trump	trumpas	surprise	0.492
decoy	minkšti	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarktas	surprise	0.492
birthday	gimtadienis	surprise	0.492
greatness	didybė	surprise	0.492
zeal	uolumas	surprise	0.484
prick	traukti	surprise	0.484
magician	magas	surprise	0.484
underestimate	nepakankamai įvertintas	surprise	0.484
horde	orda	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	neapsakomas	surprise	0.484
daemon	daemonas	surprise	0.484
variable	kintamasis	surprise	0.484
curiosity	smalsumas	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	neapsaugotas	surprise	0.477
chicane	chicane	surprise	0.477
fortune	likimas	surprise	0.477
sneeze	Čiaudėti	surprise	0.477
illumination	apšvietimas	surprise	0.477
incident	incidentas	surprise	0.477
dreadfully	baisiai	surprise	0.477
strange	keista	surprise	0.477
subversive	griaunantis	surprise	0.477
reversal	pasikeitimas	surprise	0.469
prowl	garbinti	surprise	0.469
rapid	greitas	surprise	0.469
leery	saldainis	surprise	0.469
wizard	burtininkas	surprise	0.469
coincidence	sutapimas	surprise	0.461
hilarious	linksmas	surprise	0.461
divergent	skiriasi	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	pertrauka	surprise	0.461
slip	paslysti	surprise	0.461
wonderful	nuostabus	surprise	0.453
hoax	apgaulė	surprise	0.453
winning	laimėti	surprise	0.453
overestimate	pervertinti	surprise	0.453
confession	prisipažinimas	surprise	0.453
ordeal	išbandymas	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	linksmas	surprise	0.453
raffle	loterija	surprise	0.453
stound	sustingęs	surprise	0.445
laughter	juokas	surprise	0.445
enthusiast	entuziastai	surprise	0.445
splendid	nuostabus	surprise	0.445
feat	žygdarbis	surprise	0.445
perchance	perchance	surprise	0.445
excel	puikiai	surprise	0.445
gambling	azartiniai lošimai	surprise	0.445
unintentional	netyčia	surprise	0.438
brighten	ryškesni	surprise	0.438
changeable	kintamas	surprise	0.438
rapt	rapt	surprise	0.438
unique	Unikalus	surprise	0.438
splendor	didybė	surprise	0.438
senseless	beprasmis	surprise	0.438
gift	dovana	surprise	0.430
fascination	susižavėjimas	surprise	0.430
trepidation	trepidas	surprise	0.430
stealthy	slaptas	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	malonu	surprise	0.430
lawsuit	ieškinys	surprise	0.430
intrigue	intrigos	surprise	0.430
quicksilver	geltona žaliava	surprise	0.422
originality	originalumas	surprise	0.422
riddle	mįslė	surprise	0.422
judgment	teismo sprendimas	surprise	0.422
enchant	enchant	surprise	0.422
stealth	slaptumas	surprise	0.422
veracity	teisingumas	surprise	0.414
elusive	nepakankamas	surprise	0.414
perjury	liudinėjimas	surprise	0.414
spirits	spiritai	surprise	0.414
liberation	išlaisvinimas	surprise	0.414
illegitimate	neteisėtas	surprise	0.414
syncope	sinkopė	surprise	0.414
experiment	eksperimentas	surprise	0.414
gambler	lošėjas	surprise	0.406
eager	nori	surprise	0.406
inspired	Įkvėptas	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	plojimai	surprise	0.406
allure	Allure	surprise	0.406
parade	paradas	surprise	0.406
princely	princis	surprise	0.398
divorce	skyrybos	surprise	0.398
guess	atspėti	surprise	0.398
burlesque	Burlesque	surprise	0.398
secrecy	slaptumas	surprise	0.398
aspiration	aspiracija	surprise	0.391
peri	peri	surprise	0.391
cheerful	linksmas	surprise	0.391
hermaphrodite	hermaphroditas	surprise	0.391
supremacy	viršenybė	surprise	0.391
incontinence	šlapimo nelaikymas	surprise	0.391
inheritance	paveldėjimas	surprise	0.383
score	rezultatas	surprise	0.383
lose	prarasti	surprise	0.383
crowning	vainikuoja	surprise	0.383
buck	Buck	surprise	0.383
praiseworthy	pagirtinas	surprise	0.383
cadaver	Cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulėti	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	bjaurus	surprise	0.375
mystic	mistikas	surprise	0.375
succeed	pasisekė	surprise	0.375
advance	iš anksto	surprise	0.375
sparkle	spindesys	surprise	0.367
hope	tikiuosi	surprise	0.367
joker	Jokeris	surprise	0.367
sensual	jausmingas	surprise	0.367
excavation	kasimas	surprise	0.367
feeling	jausmas	surprise	0.359
entertainment	pramogos	surprise	0.359
clown	klounas	surprise	0.352
newcomer	naujokas	surprise	0.352
modify	keisti	surprise	0.352
award	apdovanojimas	surprise	0.352
blessings	palaiminimai	surprise	0.352
postponement	atidėjimas	surprise	0.352
obit	obit	surprise	0.352
celebrity	garsenybė	surprise	0.344
hero	herojus	surprise	0.344
start	pradėti	surprise	0.344
wonderfully	nuostabiai	surprise	0.344
highest	aukščiausias	surprise	0.344
proficiency	mokėjimas	surprise	0.344
glorify	šlovink	surprise	0.344
unbeaten	nepralaimėta	surprise	0.336
memorable	įsimintinas	surprise	0.336
sanctify	pašventinti	surprise	0.336
rekindle	atgaivinti	surprise	0.336
optimism	optimizmas	surprise	0.336
warned	perspėtas	surprise	0.336
prodigious	nuostabus	surprise	0.336
dissolution	tirpimas	surprise	0.336
grin	šypsnys	surprise	0.336
admiration	susižavėjimas	surprise	0.328
hypertrophy	hipertrofija	surprise	0.328
present	pateikti	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	angelas	surprise	0.320
examination	egzaminas	surprise	0.320
catch	gaudyti	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirtuoti	surprise	0.312
puma	Puma	surprise	0.312
liberty	laisvė	surprise	0.312
kiss	pabučiuoti	surprise	0.312
embrace	apsirengti	surprise	0.312
occasional	kartais	surprise	0.312
treat	gydyk	surprise	0.312
saint	šventasis	surprise	0.312
scrimmage	kareivis	surprise	0.312
dismissal	atleidimas iš darbo	surprise	0.312
perfection	tobulumas	surprise	0.305
generosity	dosnumas	surprise	0.305
gratify	patenkinti	surprise	0.305
saintly	šventasis	surprise	0.305
sally	sally	surprise	0.305
polarity	poliškumas	surprise	0.297
finally	pagaliau	surprise	0.297
differently	skirtingai	surprise	0.297
palpable	apčiuopiamas	surprise	0.297
warn	perspėk	surprise	0.297
ceremony	ceremonija	surprise	0.297
larger	didesnis	surprise	0.297
favorable	palankus	surprise	0.297
romance	romantika	surprise	0.289
medal	medalis	surprise	0.289
inviting	kviečiantis	surprise	0.289
greeting	pasveikinimas	surprise	0.289
candid	atviras	surprise	0.281
resignation	atsistatydinimas	surprise	0.281
trip	kelionė	surprise	0.281
accolade	apdovanojimas	surprise	0.281
labor	darbo	surprise	0.281
stare	žvilgsnis	surprise	0.273
