word	Danish-da	emotion	emotion-intensity-score
indescribable	ubeskrivelig	surprise	0.641
enthusiasm	entusiasme	surprise	0.641
excitation	excitation	surprise	0.641
tumult	tumult	surprise	0.641
improvisation	improvisation	surprise	0.641
anomaly	anomali	surprise	0.633
apparition	genfærd	surprise	0.633
treachery	forræderi	surprise	0.633
presto	presto	surprise	0.633
gape	måbe	surprise	0.633
agape	agape	surprise	0.633
uncertain	usikker	surprise	0.633
plunder	plyndre	surprise	0.633
tempest	storm	surprise	0.625
trick	trick	surprise	0.625
slaughtering	slagtning	surprise	0.625
wonderment	forundring	surprise	0.625
excited	begejstret	surprise	0.625
sorcery	trolddom	surprise	0.625
murderous	morderiske	surprise	0.625
urgency	haster	surprise	0.625
distress	nød	surprise	0.625
mystery	mysterium	surprise	0.625
trickery	svindel	surprise	0.617
intense	intens	surprise	0.617
vanish	forsvinde	surprise	0.617
murder	mord	surprise	0.617
quickness	hurtighed	surprise	0.617
intrusive	påtrængende	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	bind for øjnene	surprise	0.609
coup	kup	surprise	0.609
splash	plaske	surprise	0.609
thief	tyv	surprise	0.609
magical	magiske	surprise	0.609
unstable	ustabil	surprise	0.609
shatter	splintre	surprise	0.609
strangle	kvæle	surprise	0.609
defy	trodse	surprise	0.602
deluge	syndflod	surprise	0.602
inconceivable	utænkeligt	surprise	0.602
jubilee	jubilæum	surprise	0.602
stupor	stupor	surprise	0.602
tackle	tackle	surprise	0.602
assail	angribe	surprise	0.602
betray	forråde	surprise	0.602
monstrosity	skrummel	surprise	0.594
alerts	advarsler	surprise	0.594
lightning	lyn	surprise	0.594
mishap	uheld	surprise	0.594
shrill	skingrende	surprise	0.594
stupendous	drabelig	surprise	0.594
mysterious	mystisk	surprise	0.586
paralyzed	lammet	surprise	0.586
randomly	tilfældigt	surprise	0.586
bonus	bonus	surprise	0.586
deceit	bedrag	surprise	0.586
wild	vild	surprise	0.586
pitfall	faldgrube	surprise	0.586
wondrous	vidunderlige	surprise	0.586
uncanny	uhyggelig	surprise	0.586
electric	elektrisk	surprise	0.578
oddity	særhed	surprise	0.578
death	død	surprise	0.578
jubilant	jublende	surprise	0.578
godsend	gave	surprise	0.578
stagger	forskyde	surprise	0.578
raving	rablende	surprise	0.578
rejoicing	jubel	surprise	0.578
premature	for tidlig	surprise	0.578
fluke	lykketræf	surprise	0.578
bizarre	bizar	surprise	0.578
revenge	hævn	surprise	0.570
dynamic	dynamisk	surprise	0.570
dismay	forfærdelse	surprise	0.570
ecstatic	ekstatisk	surprise	0.562
fascinate	fascinere	surprise	0.562
uncover	afdække	surprise	0.562
jerk	fjols	surprise	0.562
reward	belønning	surprise	0.562
nefarious	forbryderiske	surprise	0.562
reappear	dukke op igen	surprise	0.562
whim	indfald	surprise	0.555
conjure	trylle	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	belyse	surprise	0.547
rescue	redde	surprise	0.547
tantalizing	forjættende	surprise	0.547
winner	vinder	surprise	0.547
heroism	heltemod	surprise	0.547
rarity	sjældenhed	surprise	0.547
ejaculation	ejakulation	surprise	0.547
daze	døs	surprise	0.547
unbridled	utøjlede	surprise	0.547
thwart	forpurre	surprise	0.547
treason	forræderi	surprise	0.539
punch	patrice	surprise	0.539
insult	fornærme	surprise	0.539
lunge	lunge	surprise	0.539
illusion	illusion	surprise	0.539
lucky	heldig	surprise	0.539
interrupt	afbryde	surprise	0.539
cheer	opmuntre	surprise	0.539
celebration	fest	surprise	0.539
violation	krænkelse	surprise	0.539
marvel	vidunder	surprise	0.539
sensation	sensation	surprise	0.531
fearfully	frygtsomt	surprise	0.531
concealed	skjult	surprise	0.531
banger	banger	surprise	0.531
affront	krænkelse	surprise	0.531
snag	hage	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	Veer	surprise	0.523
wonder	spekulerer	surprise	0.523
immediacy	umiddelbarhed	surprise	0.523
undiscovered	uopdaget	surprise	0.523
abandonment	opgivelse	surprise	0.523
rejoice	Glæd dig	surprise	0.523
improvise	improvisere	surprise	0.523
majestic	majestætisk	surprise	0.523
scorpion	skorpion	surprise	0.523
victimized	offer	surprise	0.523
liberate	befri	surprise	0.523
yelp	vræl	surprise	0.516
stealthily	listende	surprise	0.516
tickle	kildre	surprise	0.516
chance	chance	surprise	0.516
howl	hyle	surprise	0.516
swerve	sno sig	surprise	0.508
reflex	refleks	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	held	surprise	0.508
magnificent	storslået	surprise	0.508
transcendence	transcendens	surprise	0.508
garish	skrigende	surprise	0.508
unintentionally	utilsigtet	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	sjælden	surprise	0.500
marvelous	vidunderlig	surprise	0.500
heroic	heroisk	surprise	0.500
remarkable	bemærkelsesværdig	surprise	0.500
fainting	besvimelse	surprise	0.500
slayer	slayer	surprise	0.500
erotic	erotisk	surprise	0.500
enliven	oplive	surprise	0.500
alertness	årvågenhed	surprise	0.500
misbehavior	dårlig opførsel	surprise	0.500
embarrassment	forlegenhed	surprise	0.500
diversion	afledning	surprise	0.500
unutterable	usigelig	surprise	0.492
nab	nab	surprise	0.492
camouflage	camouflage	surprise	0.492
trump	trumf	surprise	0.492
decoy	lokkedue	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	kimære	surprise	0.492
infarct	infarkt	surprise	0.492
birthday	fødselsdag	surprise	0.492
greatness	storhed	surprise	0.492
zeal	iver	surprise	0.484
prick	pik	surprise	0.484
magician	tryllekunstner	surprise	0.484
underestimate	undervurdere	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	usigelig	surprise	0.484
daemon	dæmon	surprise	0.484
variable	variabel	surprise	0.484
curiosity	nysgerrighed	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	ubevogtet	surprise	0.477
chicane	chikane	surprise	0.477
fortune	formue	surprise	0.477
sneeze	nyse	surprise	0.477
illumination	belysning	surprise	0.477
incident	utilsigtet hændelse	surprise	0.477
dreadfully	frygtelig	surprise	0.477
strange	mærkelig	surprise	0.477
subversive	undergravende	surprise	0.477
reversal	vending	surprise	0.469
prowl	strejftog	surprise	0.469
rapid	hurtig	surprise	0.469
leery	mistænksom	surprise	0.469
wizard	guiden	surprise	0.469
coincidence	sammentræf	surprise	0.461
hilarious	hysterisk morsom	surprise	0.461
divergent	divergerende	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	pause	surprise	0.461
slip	glide	surprise	0.461
wonderful	vidunderlig	surprise	0.453
hoax	fupnummer	surprise	0.453
winning	vinder	surprise	0.453
overestimate	overvurdere	surprise	0.453
confession	tilståelse	surprise	0.453
ordeal	prøvelser	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	lystighed	surprise	0.453
raffle	tombola	surprise	0.453
stound	stound	surprise	0.445
laughter	latter	surprise	0.445
enthusiast	entusiast	surprise	0.445
splendid	glimrende	surprise	0.445
feat	bedrift	surprise	0.445
perchance	maaske	surprise	0.445
excel	Excel	surprise	0.445
gambling	gambling	surprise	0.445
unintentional	uforsætlig	surprise	0.438
brighten	lysne	surprise	0.438
changeable	foranderlig	surprise	0.438
rapt	åndeløs	surprise	0.438
unique	enestående	surprise	0.438
splendor	pragt	surprise	0.438
senseless	meningsløs	surprise	0.438
gift	gave	surprise	0.430
fascination	fascination	surprise	0.430
trepidation	bæven	surprise	0.430
stealthy	snigende	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	glad	surprise	0.430
lawsuit	retssag	surprise	0.430
intrigue	intrige	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	originalitet	surprise	0.422
riddle	gåde	surprise	0.422
judgment	dom	surprise	0.422
enchant	fortrylle	surprise	0.422
stealth	stealth	surprise	0.422
veracity	sandfærdighed	surprise	0.414
elusive	undvigende	surprise	0.414
perjury	mened	surprise	0.414
spirits	spiritus	surprise	0.414
liberation	befrielse	surprise	0.414
illegitimate	uægte	surprise	0.414
syncope	synkope	surprise	0.414
experiment	eksperiment	surprise	0.414
gambler	spiller	surprise	0.406
eager	ivrige	surprise	0.406
inspired	inspireret	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	bifald	surprise	0.406
allure	lokke	surprise	0.406
parade	parade	surprise	0.406
princely	fyrstelige	surprise	0.398
divorce	skilsmisse	surprise	0.398
guess	gætte	surprise	0.398
burlesque	burlesk	surprise	0.398
secrecy	hemmelighed	surprise	0.398
aspiration	forhåbning	surprise	0.391
peri	peri	surprise	0.391
cheerful	glad	surprise	0.391
hermaphrodite	hermafrodit	surprise	0.391
supremacy	overhøjhed	surprise	0.391
incontinence	inkontinens	surprise	0.391
inheritance	arv	surprise	0.383
score	score	surprise	0.383
lose	tabe	surprise	0.383
crowning	kronen	surprise	0.383
buck	sorteper	surprise	0.383
praiseworthy	rosværdigt	surprise	0.383
cadaver	kadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	Felix	surprise	0.375
mystic	mystiker	surprise	0.375
succeed	lykkes	surprise	0.375
advance	rykke	surprise	0.375
sparkle	glimte	surprise	0.367
hope	håber	surprise	0.367
joker	joker	surprise	0.367
sensual	sanselig	surprise	0.367
excavation	udgravning	surprise	0.367
feeling	følelse	surprise	0.359
entertainment	underholdning	surprise	0.359
clown	klovn	surprise	0.352
newcomer	nybegynder	surprise	0.352
modify	modificere	surprise	0.352
award	pris	surprise	0.352
blessings	velsignelser	surprise	0.352
postponement	udsættelse	surprise	0.352
obit	obit	surprise	0.352
celebrity	berømthed	surprise	0.344
hero	helt	surprise	0.344
start	Start	surprise	0.344
wonderfully	vidunderligt	surprise	0.344
highest	højeste	surprise	0.344
proficiency	sprogfærdighed	surprise	0.344
glorify	forherlige	surprise	0.344
unbeaten	ubesejret	surprise	0.336
memorable	mindeværdige	surprise	0.336
sanctify	helliggøre	surprise	0.336
rekindle	genoplive	surprise	0.336
optimism	optimisme	surprise	0.336
warned	advaret	surprise	0.336
prodigious	uhyre	surprise	0.336
dissolution	opløsning	surprise	0.336
grin	grin	surprise	0.336
admiration	beundring	surprise	0.328
hypertrophy	hypertrofi	surprise	0.328
present	til stede	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	Engel	surprise	0.320
examination	undersøgelse	surprise	0.320
catch	fangst	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	frihed	surprise	0.312
kiss	kys	surprise	0.312
embrace	omfavne	surprise	0.312
occasional	lejlighedsvis	surprise	0.312
treat	behandle	surprise	0.312
saint	helgen	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	afskedigelse	surprise	0.312
perfection	fuldkommenhed	surprise	0.305
generosity	gavmildhed	surprise	0.305
gratify	tilfredsstille	surprise	0.305
saintly	hellig	surprise	0.305
sally	sally	surprise	0.305
polarity	polaritet	surprise	0.297
finally	endelig	surprise	0.297
differently	forskelligt	surprise	0.297
palpable	håndgribelig	surprise	0.297
warn	advare	surprise	0.297
ceremony	ceremoni	surprise	0.297
larger	større	surprise	0.297
favorable	gunstig	surprise	0.297
romance	romantik	surprise	0.289
medal	medalje	surprise	0.289
inviting	indbydende	surprise	0.289
greeting	hilsen	surprise	0.289
candid	oprigtig	surprise	0.281
resignation	resignation	surprise	0.281
trip	rejse	surprise	0.281
accolade	hyldest	surprise	0.281
labor	arbejdskraft	surprise	0.281
stare	stirre	surprise	0.273
glimmer	glimt	surprise	0.266
invite	invitere	surprise	0.266
somatic	somatiske	surprise	0.266
admire	beundre	surprise	0.266
immerse	fordybe	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	kompensere	surprise	0.266
insolvency	insolvens	surprise	0.266
playful	legende	surprise	0.266
complement	supplement	surprise	0.258
receiving	modtager	surprise	0.258
hypothesis	hypotese	surprise	0.258
laugh	grine	surprise	0.258
chuckle	klukle	surprise	0.258
honeymoon	bryllupsrejse	surprise	0.250
marry	gifte	surprise	0.242
independence	uafhængighed	surprise	0.242
opera	opera	surprise	0.242
pleasant	behagelig	surprise	0.242
rhythmical	rytmisk	surprise	0.234
assessment	vurdering	surprise	0.234
hopeful	håbefuld	surprise	0.234
trophy	trofæ	surprise	0.234
holiness	hellighed	surprise	0.234
chant	chant	surprise	0.234
leave	forlade	surprise	0.234
procession	procession	surprise	0.227
placard	plakat	surprise	0.227
deal	del	surprise	0.227
cherish	værdsætte	surprise	0.219
good	godt	surprise	0.219
shopping	handle ind	surprise	0.219
musical	musikalsk	surprise	0.219
shell	skal	surprise	0.211
dawn	daggry	surprise	0.211
simplify	forenkle	surprise	0.211
purity	renhed	surprise	0.203
nullify	ophæve	surprise	0.203
money	penge	surprise	0.203
sweet	sød	surprise	0.203
morals	moral	surprise	0.203
synchronize	synkronisere	surprise	0.195
preservative	konserveringsmiddel	surprise	0.195
humanitarian	humanitær	surprise	0.195
unfulfilled	uopfyldte	surprise	0.195
precious	kostbar	surprise	0.195
obliging	imødekommende	surprise	0.188
singularly	ualmindeligt	surprise	0.188
foresee	forudse	surprise	0.180
pray	bede	surprise	0.180
graduation	graduering	surprise	0.180
lovely	dejlig	surprise	0.180
sun	sol	surprise	0.172
art	kunst	surprise	0.172
mouth	mund	surprise	0.172
youth	ungdom	surprise	0.172
thirst	tørst	surprise	0.172
young	ung	surprise	0.164
goodness	godhed	surprise	0.164
overdue	forsinket	surprise	0.156
visor	visir	surprise	0.156
practiced	praktiseres	surprise	0.156
latent	latent	surprise	0.156
loyal	loyal	surprise	0.148
expect	forventer	surprise	0.148
destination	bestemmelsessted	surprise	0.148
wireless	trådløs	surprise	0.148
quote	citere	surprise	0.141
slush	snesjap	surprise	0.141
infant	spædbarn	surprise	0.141
cream	fløde	surprise	0.141
playground	legeplads	surprise	0.133
organization	organisation	surprise	0.125
teach	underviser	surprise	0.125
vote	stemme	surprise	0.125
smile	smil	surprise	0.117
weight	vægt	surprise	0.117
dolphin	delfin	surprise	0.117
sisterhood	søsterskab	surprise	0.109
cable	kabel	surprise	0.109
sunny	solrig	surprise	0.102
steady	steady	surprise	0.094
leisure	fritid	surprise	0.086
peaceful	fredelig	surprise	0.086
spa	spa	surprise	0.086
tree	træ	surprise	0.078
picnic	picnic	surprise	0.078
worm	orm	surprise	0.055
truthfulness	sandfærdighed	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	troværdig	trust	0.867
honest	ærlig	trust	0.844
honesty	ærlighed	trust	0.844
honor	Ære	trust	0.844
truth	sandhed	trust	0.844
truthful	sandfærdig	trust	0.836
trusting	tillidsfuld	trust	0.836
brotherhood	broderskab	trust	0.820
entrust	overdrage	trust	0.812
committed	engageret	trust	0.805
integrity	integritet	trust	0.805
loyalty	loyalitet	trust	0.805
honorable	hæderlig	trust	0.805
credibility	troværdighed	trust	0.805
trust	tillid	trust	0.805
faithful	trofast	trust	0.797
sincere	oprigtig	trust	0.797
responsible	ansvarlig	trust	0.789
partnership	partnerskab	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	visdom	trust	0.789
oath	ed	trust	0.781
verification	verifikation	trust	0.781
vow	løfte	trust	0.781
cooperative	samarbejdsvillig	trust	0.781
respectable	respektabel	trust	0.773
credible	troværdig	trust	0.773
hero	helt	trust	0.773
sisterhood	søsterskab	trust	0.773
promise	løfte	trust	0.773
verified	verificeres	trust	0.773
qualified	kvalificeret	trust	0.766
respected	respekteret	trust	0.766
authentication	Godkendelse	trust	0.766
compassion	medfølelse	trust	0.759
reputable	velrenommeret	trust	0.758
safekeeping	opbevaring	trust	0.758
reliability	pålidelighed	trust	0.758
moral	moralsk	trust	0.758
love	elsker	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	godkendelse	trust	0.758
stable	stabil	trust	0.750
friend	ven	trust	0.750
genuine	ægte	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetence	trust	0.750
loyal	loyal	trust	0.750
ally	allieret	trust	0.750
safeguard	værne	trust	0.750
companion	ledsager	trust	0.750
advised	rådgivet	trust	0.750
authentic	autentisk	trust	0.750
respect	respekt	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	frihed	trust	0.742
proven	bevist	trust	0.742
respects	henseender	trust	0.742
faith	tro	trust	0.742
wholesome	sund	trust	0.742
heartfelt	inderligt	trust	0.734
unification	forening	trust	0.734
protecting	beskyttelse	trust	0.734
reassurance	forsikring	trust	0.734
admirable	beundringsværdig	trust	0.734
trustee	administrator	trust	0.734
supporter	supporter	trust	0.734
confirmation	bekræftelse	trust	0.734
respectful	respektfuld	trust	0.734
alliance	alliance	trust	0.727
equality	lighed	trust	0.727
friendship	venskab	trust	0.727
agreement	aftale	trust	0.727
fact	faktum	trust	0.727
confident	selvsikker	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	tro	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	ekspertise	trust	0.727
credential	legitimationsoplysninger	trust	0.727
closeness	nærhed	trust	0.719
authenticate	autentificere	trust	0.719
intelligence	intelligens	trust	0.719
virtue	dyd	trust	0.719
honored	hædret	trust	0.719
virtuous	dydige	trust	0.719
kindred	beslægtet	trust	0.719
charitable	velgørende	trust	0.711
dedication	dedikation	trust	0.711
guarantee	garanti	trust	0.711
cooperation	samarbejde	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	konsistens	trust	0.711
allegiance	troskab	trust	0.711
cooperating	samarbejder	trust	0.711
straightforward	ligetil	trust	0.711
determination	beslutsomhed	trust	0.711
justice	retfærdighed	trust	0.711
sanctuary	fristed	trust	0.703
nurture	pleje	trust	0.703
innocent	uskyldig	trust	0.703
admire	beundre	trust	0.703
assurance	forsikring	trust	0.703
morality	moral	trust	0.703
prepared	forberedt	trust	0.703
friendliness	venlighed	trust	0.703
reliable	pålidelig	trust	0.703
mentor	mentor	trust	0.703
guardianship	værgemål	trust	0.703
fulfilled	opfyldt	trust	0.703
reverence	ærbødighed	trust	0.703
proof	bevis	trust	0.703
admiration	beundring	trust	0.703
mother	mor	trust	0.703
protected	beskyttet	trust	0.703
motherhood	moderskab	trust	0.703
marriage	ægteskab	trust	0.695
skillful	dygtige	trust	0.695
indestructible	uforgængelige	trust	0.695
guardian	værge	trust	0.695
accountable	ansvarlig	trust	0.695
courage	mod	trust	0.695
bodyguard	livvagt	trust	0.695
agreeable	behagelig	trust	0.695
scientist	videnskabsmand	trust	0.695
allied	allieret	trust	0.695
compassionate	medfølende	trust	0.695
humanitarian	humanitær	trust	0.695
approving	godkendelse	trust	0.695
united	forenet	trust	0.695
pact	pagt	trust	0.695
certified	certificeret	trust	0.695
morals	moral	trust	0.695
esteem	agtelse	trust	0.688
secure	sikker	trust	0.688
perfection	fuldkommenhed	trust	0.688
guidance	vejledning	trust	0.688
competent	kompetent	trust	0.688
authenticity	ægthed	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	berettiget	trust	0.688
humanity	menneskelighed	trust	0.688
solidity	soliditet	trust	0.688
adviser	rådgiver	trust	0.688
pledge	løfte	trust	0.688
believed	troede	trust	0.688
understanding	forståelse	trust	0.688
monogamy	monogami	trust	0.688
expertise	ekspertise	trust	0.680
diplomatic	diplomatisk	trust	0.680
confidential	fortrolig	trust	0.680
hope	håber	trust	0.680
protector	protektor	trust	0.680
agreeing	enige	trust	0.680
diligence	diligence	trust	0.680
official	officiel	trust	0.680
affirm	bekræfte	trust	0.680
indivisible	udelelig	trust	0.680
grandfather	bedstefar	trust	0.680
humble	ydmyg	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	fortalervirksomhed	trust	0.680
elders	ældste	trust	0.680
goodness	godhed	trust	0.680
commendable	prisværdigt	trust	0.680
inspire	inspirere	trust	0.680
approve	godkende	trust	0.680
confide	betro	trust	0.680
professional	professionel	trust	0.680
familiarity	fortrolighed	trust	0.680
leader	leder	trust	0.680
confirmed	bekræftet	trust	0.680
acceptance	accept	trust	0.680
benevolence	velvilje	trust	0.672
dignity	værdighed	trust	0.672
harmoniously	harmonisk	trust	0.672
mastery	beherskelse	trust	0.672
unwavering	urokkelige	trust	0.672
accredited	akkrediteret	trust	0.672
healing	healing	trust	0.672
encyclopedia	encyklopædi	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	helliggøre	trust	0.672
cohesive	sammenhængende	trust	0.672
covenant	pagt	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	fejlfri	trust	0.672
safe	sikker	trust	0.672
intelligent	intelligent	trust	0.672
merit	fortjeneste	trust	0.664
impeccable	upåklagelig	trust	0.664
affirmatively	bekræftende	trust	0.664
spiritual	åndelig	trust	0.664
advocate	fortaler	trust	0.664
team	hold	trust	0.664
heroic	heroisk	trust	0.664
communicate	kommunikere	trust	0.664
disciple	discipel	trust	0.664
expert	ekspert	trust	0.664
proficient	dygtig	trust	0.664
specialist	specialist	trust	0.664
ambassador	ambassadør	trust	0.664
accept	acceptere	trust	0.664
attestation	attest	trust	0.664
supporting	støtte	trust	0.664
reliance	afhængighed	trust	0.664
authority	myndighed	trust	0.664
accountability	ansvarlighed	trust	0.664
guidebook	guidebog	trust	0.664
fulfillment	opfyldelse	trust	0.664
strengthening	styrkelse	trust	0.661
familiar	velkendt	trust	0.656
facts	fakta	trust	0.656
achieve	opnå	trust	0.656
warranty	garanti	trust	0.656
structure	struktur	trust	0.656
steadfast	standhaftige	trust	0.656
favorable	gunstig	trust	0.656
counsel	råd	trust	0.656
relationship	forhold	trust	0.656
scientific	videnskabelig	trust	0.656
gentleman	gentleman	trust	0.656
strength	styrke	trust	0.656
elder	ældre	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	hellighed	trust	0.656
excellent	fremragende	trust	0.656
proficiency	sprogfærdighed	trust	0.656
constancy	konstans	trust	0.656
defended	forsvarede	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	stole	trust	0.648
heroism	heltemod	trust	0.648
peaceful	fredelig	trust	0.648
competency	kompetenceudvikling	trust	0.648
assuredly	sandelig	trust	0.648
brother	bror	trust	0.648
counselor	rådgiver	trust	0.648
successful	vellykket	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	beskyttende	trust	0.648
saint	helgen	trust	0.648
harmony	harmoni	trust	0.648
matrimony	ægteskab	trust	0.648
noble	adelig	trust	0.648
inspiration	inspiration	trust	0.648
academic	akademisk	trust	0.648
assist	hjælpe	trust	0.648
agreed	aftalt	trust	0.648
uphold	opretholde	trust	0.648
comrade	kammerat	trust	0.648
lovable	elskelig	trust	0.648
advisable	tilrådeligt	trust	0.648
solidarity	solidaritet	trust	0.648
worthy	værdig	trust	0.643
durability	holdbarhed	trust	0.641
coexist	sameksistere	trust	0.641
assure	forsikre	trust	0.641
establish	etablere	trust	0.641
benefactor	velgører	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	førende	trust	0.641
loving	kærlig	trust	0.641
teacher	lærer	trust	0.641
judiciary	retsvæsen	trust	0.641
conscientious	samvittighedsfuld	trust	0.641
confidence	tillid	trust	0.641
lawful	lovlig	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordineret	trust	0.641
champion	champion	trust	0.641
unity	enhed	trust	0.641
legal	gyldige	trust	0.641
kind	venlig	trust	0.641
credence	tiltro	trust	0.641
real	ægte	trust	0.641
doctor	læge	trust	0.641
intimate	intim	trust	0.634
hopeful	håbefuld	trust	0.633
fortitude	fatning	trust	0.633
physician	læge	trust	0.633
brotherly	broderlig	trust	0.633
aspiration	forhåbning	trust	0.633
convincing	overbevisende	trust	0.633
sanctification	helliggørelse	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hyldest	trust	0.633
courageous	modig	trust	0.633
soundness	soliditet	trust	0.633
legitimacy	legitimitet	trust	0.633
endorse	godkende	trust	0.633
fidelity	Troskab	trust	0.633
bless	velsigne	trust	0.633
judicial	retslige	trust	0.633
important	vigtig	trust	0.633
saintly	hellig	trust	0.633
conscience	samvittighed	trust	0.633
therapeutic	terapeutisk	trust	0.633
authorize	bemyndige	trust	0.633
devotional	andægtig	trust	0.633
practiced	praktiseres	trust	0.633
backbone	rygrad	trust	0.633
approved	godkendt	trust	0.633
evident	indlysende	trust	0.625
encourage	tilskynde	trust	0.625
caretaker	vicevært	trust	0.625
regard	hensyn	trust	0.625
angel	Engel	trust	0.625
engaged	beskæftiget	trust	0.625
blessing	velsignelse	trust	0.625
professorship	professorat	trust	0.625
majestic	majestætisk	trust	0.625
communication	meddelelse	trust	0.625
purify	rense	trust	0.625
authorization	bemyndigelse	trust	0.625
wonderful	vidunderlig	trust	0.625
achievement	præstation	trust	0.625
fireman	brandmand	trust	0.625
certify	attestere	trust	0.625
civilized	civiliseret	trust	0.625
profound	dybtgående	trust	0.625
accurate	nøjagtig	trust	0.625
assured	sikker	trust	0.625
positivity	positivitet	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	godt	trust	0.617
absolution	syndsforladelse	trust	0.617
commend	rose	trust	0.617
cherish	værdsætte	trust	0.617
fundamental	grundlæggende	trust	0.617
advice	råd	trust	0.617
objective	objektiv	trust	0.617
optimism	optimisme	trust	0.617
testament	testamente	trust	0.617
qualities	kvaliteter	trust	0.617
haven	tilflugtssted	trust	0.617
heroine	heltinde	trust	0.617
constantly	konstant	trust	0.617
appreciation	påskønnelse	trust	0.617
triumphant	Triumferende	trust	0.617
accord	overenskomst	trust	0.617
reassure	berolige	trust	0.617
truce	våbenstilstand	trust	0.617
thoughtful	tankevækkende	trust	0.617
teach	underviser	trust	0.617
god	Gud	trust	0.617
corroborate	bestyrke	trust	0.617
believer	troende	trust	0.617
unimpeachable	uangribelig	trust	0.617
surety	kaution	trust	0.617
attentive	opmærksom	trust	0.617
gospel	evangelium	trust	0.617
bedrock	grundfjeld	trust	0.617
approvement	approvement	trust	0.617
planning	planlægning	trust	0.617
rational	rationel	trust	0.617
passionate	lidenskabelig	trust	0.617
happy	lykkelig	trust	0.609
babysitter	barnepige	trust	0.609
brilliant	strålende	trust	0.609
praise	ros	trust	0.609
definitive	endelige	trust	0.609
considerate	hensynsfuld	trust	0.609
patron	protektor	trust	0.609
scripture	skriften	trust	0.609
heal	hele	trust	0.609
praiseworthy	rosværdigt	trust	0.609
steward	steward	trust	0.609
awareness	opmærksomhed	trust	0.609
officer	officer	trust	0.609
purification	oprensning	trust	0.609
excel	Excel	trust	0.609
civilization	civilisation	trust	0.609
liking	smag	trust	0.609
comfort	komfort	trust	0.609
magnificence	pragt	trust	0.609
notary	notar	trust	0.609
progression	progression	trust	0.609
mediator	mediator	trust	0.609
blessings	velsignelser	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	anbefale	trust	0.609
brave	modig	trust	0.602
experienced	oplevet	trust	0.602
steady	steady	trust	0.602
enlightenment	oplysning	trust	0.602
brighten	lysne	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	opfylde	trust	0.602
witness	vidne	trust	0.602
humility	ydmyghed	trust	0.602
sympathetic	sympatisk	trust	0.602
helpful	nyttig	trust	0.602
symmetry	symmetri	trust	0.602
unquestionable	ubestridelige	trust	0.602
peace	fred	trust	0.602
transcendence	transcendens	trust	0.602
serenity	sindsro	trust	0.602
embrace	omfavne	trust	0.602
inspired	inspireret	trust	0.602
mainstay	grundpille	trust	0.602
unconditional	ubetinget	trust	0.602
guarded	bevogtet	trust	0.602
identify	identificere	trust	0.602
marry	gifte	trust	0.594
grant	give	trust	0.594
depend	afhænge af	trust	0.594
