word	Irish-ga	emotion	emotion-intensity-score
lethargy	díograiseach	sadness	0.438
disagreement	easaontas	sadness	0.438
stigma	stiogma	sadness	0.438
detainee	detainee	sadness	0.438
farewell	slán	sadness	0.438
insignificant	neamhshuntasach	sadness	0.438
diminish	laghdaigh	sadness	0.438
dislocated	dislocated	sadness	0.438
emotional	mothúchánach	sadness	0.438
unattainable	neamh-inbhuanaithe	sadness	0.438
animosity	animosity	sadness	0.438
deflate	deflate	sadness	0.438
appendicitis	appendicitis	sadness	0.438
restriction	srian	sadness	0.438
underpaid	réamhíoctha	sadness	0.438
disapproving	dífhostú	sadness	0.438
absent	as láthair	sadness	0.438
darkened	dorchadaigh	sadness	0.438
disqualified	dícháilithe	sadness	0.435
bothering	ag bagairt	sadness	0.435
tripping	tripping	sadness	0.429
sunk	chuaigh	sadness	0.426
retribution	cúiteamh	sadness	0.424
draining	ag draenáil	sadness	0.424
varicella	varicella	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	haunted	sadness	0.422
dispassionate	deighilte	sadness	0.422
deviation	diallas	sadness	0.422
thief	thief	sadness	0.422
cyst	cist	sadness	0.422
beggar	beggar	sadness	0.422
falling	ag titim	sadness	0.422
neuralgia	nóralgia	sadness	0.422
unequal	neamhionann	sadness	0.422
jarring	jarring	sadness	0.422
bad	dona	sadness	0.422
rip	RIP	sadness	0.422
handicap	míchumas	sadness	0.422
cardiomyopathy	cardiomyopathy	sadness	0.422
cutting	gearradh	sadness	0.422
unwelcome	gan choinne	sadness	0.422
scarce	gann	sadness	0.422
wrongdoing	mícheart	sadness	0.422
insolvent	dócmhainneach	sadness	0.422
difficulties	deacrachtaí	sadness	0.421
invader	ionróir	sadness	0.420
drab	drab	sadness	0.420
fall	titim	sadness	0.418
illegitimate	neamhdhlisteanach	sadness	0.416
expel	díbirt	sadness	0.414
meaningless	gan brí	sadness	0.409
darkness	dorchadas	sadness	0.409
syncope	sioncóp	sadness	0.407
stroke	stróc	sadness	0.406
hoax	hoax	sadness	0.406
darken	dorchadas	sadness	0.406
precarious	lochtach	sadness	0.406
subjected	faoi ​​réir	sadness	0.406
feudalism	feudalism	sadness	0.406
fury	fury	sadness	0.406
bitch	bitch	sadness	0.406
enmity	imní	sadness	0.406
wildfire	fána feartha	sadness	0.406
obnoxious	éagrach	sadness	0.406
confine	teorannú	sadness	0.406
fatigued	fatigued	sadness	0.406
fault	locht	sadness	0.406
unsatisfied	míshásta	sadness	0.405
spank	spank	sadness	0.403
deluge	díligh	sadness	0.402
sigh	sigh	sadness	0.402
spinster	spinster	sadness	0.400
blue	gorm	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	de bharr	sadness	0.398
embarrass	náire	sadness	0.394
pitfall	pitfall	sadness	0.394
pointless	gan aird	sadness	0.394
seriousness	tromchúiseach	sadness	0.394
monsoon	monsoon	sadness	0.391
debt	fiach	sadness	0.391
exhausted	ídithe	sadness	0.391
stretcher	síneadh	sadness	0.391
condescension	coinséis	sadness	0.391
dwarfed	dwarfed	sadness	0.391
inefficient	neamhéifeachtach	sadness	0.391
ravenous	ravenous	sadness	0.391
rue	rue	sadness	0.391
banshee	banshee	sadness	0.391
daemon	daemon	sadness	0.391
feeble	folamh	sadness	0.391
coldness	fuar	sadness	0.391
ifonly	má tá	sadness	0.391
insulting	insulting	sadness	0.391
trickery	trickery	sadness	0.391
noose	noose	sadness	0.391
punch	punch	sadness	0.391
reproach	áilleacht	sadness	0.391
ineptitude	ineptitude	sadness	0.391
refused	dhiúltaigh	sadness	0.391
cage	cage	sadness	0.391
brute	brute	sadness	0.391
subvert	subvert	sadness	0.384
jealousy	éad	sadness	0.382
geriatric	gariatric	sadness	0.379
miss	chailleann	sadness	0.379
struggle	streachailt	sadness	0.379
inexcusable	inexcusable	sadness	0.379
descent	shliocht	sadness	0.377
entangled	isteach	sadness	0.377
ashes	luaithreach	sadness	0.377
exhaustion	ídiú	sadness	0.375
blackness	dubh	sadness	0.375
funk	funk	sadness	0.375
disqualify	dícháiliú	sadness	0.375
slump	caillteanas	sadness	0.375
inconsiderate	neamhréireach	sadness	0.375
noncompliance	neamhchomhlíonadh	sadness	0.375
goodbye	slán	sadness	0.375
sucks	sucks	sadness	0.375
landslide	sciorradh talún	sadness	0.375
overcast	scamallach	sadness	0.375
rabid	raidió	sadness	0.375
inferior	inferior	sadness	0.375
murky	murky	sadness	0.375
prostitution	striapachas	sadness	0.375
scar	scar	sadness	0.375
dispel	dispel	sadness	0.375
parting	ag scaradh	sadness	0.375
wasting	amú	sadness	0.375
withdraw	tarraingt siar	sadness	0.375
oust	oust	sadness	0.375
sympathy	comhbhrón	sadness	0.375
delay	moill	sadness	0.373
unattractive	neamhghníomhach	sadness	0.373
apologize	leithscéal a ghabháil	sadness	0.370
crazy	dÚsachtach	sadness	0.368
bastard	bastard	sadness	0.366
deteriorated	meathlaithe	sadness	0.365
inter	idir	sadness	0.364
empty	folamh	sadness	0.364
mocking	magadh	sadness	0.363
adder	bréagán	sadness	0.361
hindering	ag bagairt	sadness	0.359
flounder	sreabhadh	sadness	0.359
hunter	sealgair	sadness	0.359
unable	in ann	sadness	0.359
fruitless	gan toradh	sadness	0.359
arraignment	díghrádú	sadness	0.359
tremor	tremor	sadness	0.359
taunt	taunt	sadness	0.359
fainting	fainting	sadness	0.359
plaintive	tairbheach	sadness	0.359
defendant	cosantóir	sadness	0.359
disconnect	dhícheangal	sadness	0.359
servile	servile	sadness	0.359
unsuccessful	nár éirigh leo	sadness	0.359
unemployed	dífhostaithe	sadness	0.359
austere	austere	sadness	0.359
lockup	lockup	sadness	0.359
numbness	numbness	sadness	0.359
wrangling	wrangling	sadness	0.359
misunderstanding	míthuiscint	sadness	0.359
obesity	murtall	sadness	0.359
idiocy	idiocy	sadness	0.359
consecration	consecration	sadness	0.359
perpetrator	an té a rinne	sadness	0.359
doubt	amhras	sadness	0.359
affront	dearfach	sadness	0.359
unpopular	neamhfhreagrach	sadness	0.359
inefficiency	neamhéifeachtacht	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	fuadar	sadness	0.359
unrest	maireachtáil	sadness	0.351
intervention	idirghabháil	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	dramhaíl	sadness	0.348
absentee	neamhláithreach	sadness	0.348
spoiler	spoiler	sadness	0.348
flaw	locht	sadness	0.347
blindly	blindly	sadness	0.344
thrash	thrash	sadness	0.344
furrow	ardaigh	sadness	0.344
militia	mílíste	sadness	0.344
litigate	thráchtáil	sadness	0.344
stained	daite	sadness	0.344
uninspired	neamhspleách	sadness	0.344
uninvited	gan iarraidh	sadness	0.344
detention	coinneáil	sadness	0.344
surgery	máinliacht	sadness	0.344
lawsuit	lawsuit	sadness	0.344
specter	speictéar	sadness	0.344
desert	fásach	sadness	0.344
attenuation	luasú	sadness	0.344
forfeit	forghéilleadh	sadness	0.344
plea	pléadáil	sadness	0.344
cumbersome	cumbersome	sadness	0.344
resigned	d'éirigh as	sadness	0.344
lagging	lagging	sadness	0.344
intercede	idirghabháil	sadness	0.344
myopia	myopia	sadness	0.339
unaccountable	neamh-inmhianaithe	sadness	0.339
mishap	mishap	sadness	0.338
probation	promhadh	sadness	0.336
disagreeing	ag easaontú	sadness	0.333
severance	téarnaimh	sadness	0.333
bacteria	baictéir	sadness	0.328
adrift	adrift	sadness	0.328
squall	squall	sadness	0.328
nether	níos lú	sadness	0.328
leave	fág	sadness	0.328
incompetent	neamhinniúnach	sadness	0.328
endless	gan deireadh	sadness	0.328
unacceptable	neamh-inghlactha	sadness	0.328
bondage	cairdeas	sadness	0.328
dependence	spleáchas	sadness	0.328
sterile	steiriúil	sadness	0.328
unacknowledged	neamhchlaonadh	sadness	0.328
disallowed	dhiúltaíodh	sadness	0.328
nepotism	nepotism	sadness	0.328
soreness	tinneas	sadness	0.328
scold	scold	sadness	0.327
flaccid	flaccid	sadness	0.324
hobo	hobo	sadness	0.323
fragile	leochaileach	sadness	0.319
stingy	stingy	sadness	0.319
sue	agairt	sadness	0.318
scarcely	beagnach	sadness	0.318
mistake	botún	sadness	0.312
committal	ciorcal	sadness	0.312
fatty	sailleacha	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	thresh	sadness	0.312
skid	skid	sadness	0.312
hamstring	hamstring	sadness	0.312
nonsensical	nonsensical	sadness	0.312
ulcer	ulcer	sadness	0.312
defy	defy	sadness	0.312
nostalgia	cumha	sadness	0.312
inhibit	bac	sadness	0.312
clouded	scamallach	sadness	0.312
evanescence	imghabháil	sadness	0.312
conceal	ceilt	sadness	0.311
blemish	maorach	sadness	0.310
resisting	resisting	sadness	0.309
sympathetic	báúil	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	admháil	sadness	0.303
opium	opium	sadness	0.303
alas	alas	sadness	0.302
setback	athshocrú	sadness	0.297
halting	stopáil	sadness	0.297
incase	i gcás	sadness	0.297
inappropriate	míchuí	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migraine	sadness	0.297
incompatible	neamhoiriúnach	sadness	0.297
dull	dull	sadness	0.297
discontinuity	neamhleanúnachas	sadness	0.297
wrinkled	wrinkled	sadness	0.297
suppress	faoi ​​chois	sadness	0.297
weak	lag	sadness	0.297
mislead	cuir bac ar	sadness	0.297
subsidence	subsidence	sadness	0.297
hermit	uainmhéid	sadness	0.296
moving	ag bogadh	sadness	0.295
shrink	Laghdaigh	sadness	0.295
shiver	shiver	sadness	0.291
tramp	tramp	sadness	0.288
constraint	srian	sadness	0.288
unimportant	tábhachtach	sadness	0.288
rubble	rothlach	sadness	0.282
excluding	gan áireamh	sadness	0.281
revoke	cúlghairm	sadness	0.281
negro	dubh	sadness	0.281
shortage	ganntanas	sadness	0.281
wearily	go géar	sadness	0.281
grey	liath	sadness	0.281
senseless	ciallmhar	sadness	0.281
overdue	thar téarma	sadness	0.281
flinch	flinch	sadness	0.281
adverse	díobhálach	sadness	0.281
remove	bain úsáid as	sadness	0.281
grumpy	grumpy	sadness	0.281
flop	flop	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	admháil	sadness	0.281
timid	timid	sadness	0.281
down	síos	sadness	0.281
unseat	unseat	sadness	0.281
apathy	apathy	sadness	0.281
taint	taint	sadness	0.281
black	dubh	sadness	0.281
knell	chill	sadness	0.275
jurisprudence	dlí-eolaíocht	sadness	0.273
humbled	humbled	sadness	0.273
confusion	mearbhall	sadness	0.273
soldier	saighdiúir	sadness	0.273
throb	throb	sadness	0.273
gray	liath	sadness	0.269
obstacle	bac	sadness	0.266
lax	lax	sadness	0.266
eternity	an tsíoraíocht	sadness	0.266
leaving	ag fágáil	sadness	0.266
unrealistic	neamhréadúil	sadness	0.266
mixedemotions	measctha	sadness	0.266
slur	slur	sadness	0.266
drifted	drifted	sadness	0.266
remiss	remiss	sadness	0.266
shack	crith	sadness	0.266
inconvenient	neamhchoitianta	sadness	0.263
restrict	srianadh	sadness	0.259
misrepresentation	mífhaisnéis	sadness	0.259
stagnant	stagnant	sadness	0.259
disservice	neamhspleách	sadness	0.258
backwater	backwater	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	wilderness	sadness	0.255
wasteful	dramhaíola	sadness	0.250
labored	oibrithe	sadness	0.250
uneducated	aonaite	sadness	0.250
incomplete	neamhiomlán	sadness	0.250
older	níos sine	sadness	0.250
speculation	tuairimíocht	sadness	0.250
undying	undying	sadness	0.250
pine	péine	sadness	0.250
tempest	aimsir	sadness	0.250
humbug	humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	gullible	sadness	0.250
unexplained	neamhchomhnaithe	sadness	0.250
communism	cumannachas	sadness	0.250
error	earráid	sadness	0.250
anchorage	ancaireacht	sadness	0.250
rainyday	lá	sadness	0.242
demonstrative	léiritheach	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	riachtanas	sadness	0.236
boredom	boredom	sadness	0.235
misty	misty	sadness	0.234
warp	dlúth	sadness	0.234
trash	bruscar	sadness	0.234
burke	burke	sadness	0.234
hollow	log	sadness	0.234
void	neamhní	sadness	0.234
healing	leigheas	sadness	0.234
cloudy	scamallach	sadness	0.234
blockade	bac	sadness	0.234
depart	imeacht	sadness	0.234
uninteresting	gan suim	sadness	0.234
cancel	cealú	sadness	0.234
sentence	pianbhreith	sadness	0.234
foggy	foggy	sadness	0.234
pale	pale	sadness	0.234
case	cás	sadness	0.228
rainy	báisteach	sadness	0.227
onerous	tromchúiseach	sadness	0.223
bottom	bun	sadness	0.223
uninterested	uninterested	sadness	0.223
fasting	troscadh	sadness	0.220
indifference	neamhshuim	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	ag déileáil	sadness	0.219
discolored	díograithe	sadness	0.219
blunder	blunder	sadness	0.219
thirst	tart	sadness	0.219
dole	dole	sadness	0.219
pious	pious	sadness	0.219
cocaine	cóicín	sadness	0.218
tough	diana	sadness	0.212
lower	níos ísle	sadness	0.203
sprain	sprain	sadness	0.203
arid	arid	sadness	0.203
fat	saill	sadness	0.203
revolution	réabhlóid	sadness	0.203
chilly	fuar	sadness	0.203
chargeable	inmhuirearaithe	sadness	0.203
sluggish	sluggish	sadness	0.203
yucky	yucky	sadness	0.203
hoary	hoary	sadness	0.203
wanting	ag iarraidh	sadness	0.202
progression	dul chun cinn	sadness	0.201
closure	dúnadh	sadness	0.195
unbeaten	neamhshóisialta	sadness	0.193
veal	veal	sadness	0.188
retirement	scoir	sadness	0.188
oddity	oddity	sadness	0.188
heartfelt	croí	sadness	0.188
meh	meh	sadness	0.188
invalid	neamhbhailí	sadness	0.188
tease	tease	sadness	0.188
splitting	scoilteadh	sadness	0.188
interrupted	isteach	sadness	0.188
rumor	rumor	sadness	0.188
cataract	cataract	sadness	0.188
rack	raca	sadness	0.188
halter	halter	sadness	0.188
cold	fuar	sadness	0.188
concerned	i gceist	sadness	0.184
sarcasm	sarcasm	sadness	0.181
strip	stiall	sadness	0.179
esteem	meas	sadness	0.172
feeling	mothú	sadness	0.172
overload	ró-ualach	sadness	0.172
divided	roinnte	sadness	0.172
memories	cuimhní cinn	sadness	0.172
sap	sap	sadness	0.172
eschew	eschew	sadness	0.172
cupping	cupping	sadness	0.172
destination	ceann scríbe	sadness	0.170
nosnow	tráthnóna	sadness	0.169
limited	teoranta	sadness	0.167
rain	báisteach	sadness	0.163
willful	toiliúil	sadness	0.160
untitled	gan teideal	sadness	0.157
weeds	fiailí	sadness	0.156
stint	céim	sadness	0.156
cross	trasna	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	neamhchomhairleach	sadness	0.152
procession	próiseas	sadness	0.152
tax	cáin	sadness	0.142
lesbian	leispiach	sadness	0.141
emo	Ioma	sadness	0.141
overpriced	overpriced	sadness	0.141
tolerate	fulaingt	sadness	0.141
mug	mug	sadness	0.141
weight	meáchan	sadness	0.141
touchy	touchy	sadness	0.140
kennel	kennel	sadness	0.130
grounded	bunaithe	sadness	0.130
late	déanach	sadness	0.125
theocratic	theocratic	sadness	0.125
clouds	scamaill	sadness	0.125
terrific	iontach	sadness	0.125
commemorate	comóradh	sadness	0.125
meek	meek	sadness	0.125
stillness	seasmhacht	sadness	0.125
sisterhood	deirfiúr	sadness	0.125
socialist	sóisialach	sadness	0.125
unpaid	gan íoc	sadness	0.125
margin	imeall	sadness	0.125
default	réamhshocraithe	sadness	0.121
lace	lása	sadness	0.118
unpublished	neamhfhoilsithe	sadness	0.116
interested	suim acu	sadness	0.114
fortress	fortress	sadness	0.110
fleece	lomra	sadness	0.109
rating	rátáil	sadness	0.109
lush	lush	sadness	0.109
harry	harry	sadness	0.109
priesthood	sagartacht	sadness	0.109
orchestra	ceolfhoireann	sadness	0.109
ultimate	deiridh	sadness	0.109
sanctify	sanctify	sadness	0.108
income	ioncam	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	a bhuaigh	sadness	0.094
quiet	ciúin	sadness	0.094
boo	boo	sadness	0.094
vainly	vainly	sadness	0.091
wet	fliuch	sadness	0.078
hug	barróg	sadness	0.078
hut	bó	sadness	0.078
ovation	ovation	sadness	0.078
humble	humble	sadness	0.078
motivating	spreagadh	sadness	0.078
opera	ceoldráma	sadness	0.078
treat	cóireáil	sadness	0.076
hymn	hymn	sadness	0.064
honest	macánta	sadness	0.062
relics	relics	sadness	0.061
couch	couch	sadness	0.060
waffle	waffle	sadness	0.047
shell	bhlaosc	sadness	0.045
musical	ceoil	sadness	0.045
savor	savor	sadness	0.034
vote	vótáil	sadness	0.031
napkin	naipcín	sadness	0.031
sing	canadh	sadness	0.017
music	Ceol	sadness	0.016
mother	Máthair	sadness	0.016
nutritious	cothaitheach	sadness	0.015
lovely	álainn	sadness	0.009
art	ealaín	sadness	0.000
romance	grá	sadness	0.000
liquor	deoch	sadness	0.000
sweetheart	báire	sadness	0.000
surprise	iontas	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	pléascadh	surprise	0.906
explosion	pléascadh	surprise	0.898
explosive	pléascach	surprise	0.883
ambush	luíochán	surprise	0.883
eruption	brúchtadh	surprise	0.883
frighten	eagla	surprise	0.875
startle	ag tosú	surprise	0.875
surprisingly	ionadh	surprise	0.875
shockingly	shockingly	surprise	0.875
surprising	iontas	surprise	0.867
frightened	eagla	surprise	0.867
surprised	ionadh	surprise	0.867
thrilling	thrilling	surprise	0.859
miracle	miracle	surprise	0.859
outburst	toradh	surprise	0.859
blast	soinneáin	surprise	0.852
alarm	aláraim	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	turraing	surprise	0.844
fright	fright	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	gan choinne	surprise	0.836
catastrophe	tubaiste	surprise	0.836
dazzle	dazzle	surprise	0.836
emergency	éigeandála	surprise	0.828
bewilderment	díograis	surprise	0.828
suddenly	go tobann	surprise	0.828
startling	súile	surprise	0.828
astound	astound	surprise	0.820
stunned	stunned	surprise	0.820
jackpot	Pota Óir	surprise	0.812
earthquake	crith talún	surprise	0.812
disaster	Tubaiste	surprise	0.812
astonish	iontas	surprise	0.805
astonishment	iontas	surprise	0.805
climax	climax	surprise	0.805
aghast	aghast	surprise	0.805
scare	scare	surprise	0.797
awestruck	a thruim	surprise	0.797
bomb	buama	surprise	0.789
erupt	briseadh	surprise	0.789
exclaim	exclaim	surprise	0.789
amazement	iontas	surprise	0.781
detonate	bhriseadh	surprise	0.773
alarming	scanrúil	surprise	0.773
miraculous	miraculous	surprise	0.773
invade	invade	surprise	0.773
raid	ruathar	surprise	0.773
abduction	fuadach	surprise	0.773
kidnap	kidnap	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	mór	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	neamh-thuar	surprise	0.758
unimaginable	inmhianaithe	surprise	0.750
erratic	erratic	surprise	0.750
accident	timpiste	surprise	0.750
outrageous	aisteach	surprise	0.750
flinch	flinch	surprise	0.742
blitz	blitz	surprise	0.742
petrify	petrify	surprise	0.742
slaughter	marú	surprise	0.742
horror	uafásach	surprise	0.742
amaze	amaze	surprise	0.742
bewilder	díogair	surprise	0.742
wreck	raic	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	spreagadh	surprise	0.734
frenetic	frenetic	surprise	0.734
frantic	frantic	surprise	0.734
crash	tuairteála	surprise	0.734
sudden	tobann	surprise	0.727
riotous	riotous	surprise	0.727
vanished	imithe	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	outcry	surprise	0.727
bewildered	bewildered	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotáiste	surprise	0.719
shriek	shriek	surprise	0.719
breathless	gan breath	surprise	0.719
scream	scream	surprise	0.719
manslaughter	dúnorgain	surprise	0.719
rupture	rupture	surprise	0.719
unanticipated	gan súil	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	neamhrialaithe	surprise	0.711
unexpected	gan choinne	surprise	0.711
electrify	electrify	surprise	0.711
stun	stun	surprise	0.711
shot	lámhaigh	surprise	0.711
avalanche	avalanche	surprise	0.711
gasp	gasp	surprise	0.711
unforeseen	gan choinne	surprise	0.703
slam	slam	surprise	0.703
surge	ardú	surprise	0.703
intruder	intruder	surprise	0.703
abrupt	bruscair	surprise	0.703
suspense	fionraí	surprise	0.703
devastation	tubaiste	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	luaineacht	surprise	0.695
excite	bródúil as	surprise	0.695
unprecedented	nach bhfacthas riamh roimhe	surprise	0.695
stab	stab	surprise	0.695
urgent	práinneach	surprise	0.695
yell	yell	surprise	0.695
strike	stailc	surprise	0.695
disturbance	suaitheadh	surprise	0.688
carnage	carnage	surprise	0.688
spectacular	iontach	surprise	0.688
incredible	dochreidte	surprise	0.688
recklessness	meargánta	surprise	0.680
slap	slap	surprise	0.680
monstrous	monstrous	surprise	0.680
clamor	clamor	surprise	0.680
thrill	trill	surprise	0.680
accidentally	de thaisme	surprise	0.672
accidental	timpiste	surprise	0.672
striking	buailte	surprise	0.672
captivate	gabháil	surprise	0.672
exhilaration	áthas	surprise	0.672
terrorist	sceimhlitheoireachta	surprise	0.672
inexplicable	inexplicable	surprise	0.672
exciting	spreagúil	surprise	0.672
topple	topple	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	bolcán	surprise	0.664
revolution	réabhlóid	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	incendiary	surprise	0.656
revolt	réabhlóid	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	unspeakable	surprise	0.656
bloodshed	fola fuaite	surprise	0.656
cyclone	ciorcal	surprise	0.648
violent	foréigneach	surprise	0.648
disruption	cur isteach	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	unsuspecting	surprise	0.648
mutiny	coitianta	surprise	0.648
attacking	ionsaí	surprise	0.648
unintended	neamhbheartaithe	surprise	0.648
amazingly	iontach	surprise	0.648
epidemic	eipidéim	surprise	0.648
shout	shout	surprise	0.641
screech	screech	surprise	0.641
wildfire	fána feartha	surprise	0.641
indescribable	neamh-inléite	surprise	0.641
enthusiasm	díograis	surprise	0.641
excitation	excitation	surprise	0.641
tumult	tumult	surprise	0.641
improvisation	séasúireacht	surprise	0.641
anomaly	aimhrialtacht	surprise	0.633
apparition	caitheamh	surprise	0.633
treachery	tuile	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	neamhchinnte	surprise	0.633
plunder	plunder	surprise	0.633
tempest	aimsir	surprise	0.625
trick	trick	surprise	0.625
slaughtering	marú	surprise	0.625
wonderment	iontas	surprise	0.625
excited	spreagtha	surprise	0.625
sorcery	sorcery	surprise	0.625
murderous	dúnmharfach	surprise	0.625
urgency	práinne	surprise	0.625
distress	anacair	surprise	0.625
mystery	mistéireach	surprise	0.625
trickery	trickery	surprise	0.617
intense	dian	surprise	0.617
vanish	vanish	surprise	0.617
murder	dúnmharú	surprise	0.617
quickness	tapaidh	surprise	0.617
intrusive	intrusive	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	dallán	surprise	0.609
coup	coup	surprise	0.609
splash	splancscáileán	surprise	0.609
thief	thief	surprise	0.609
magical	draíochta	surprise	0.609
unstable	éagobhsaí	surprise	0.609
shatter	crith	surprise	0.609
strangle	strangle	surprise	0.609
defy	defy	surprise	0.602
deluge	díligh	surprise	0.602
inconceivable	inconceivable	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	stupor	surprise	0.602
tackle	dul i ngleic	surprise	0.602
assail	assail	surprise	0.602
betray	bratach	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	foláirimh	surprise	0.594
lightning	tintreach	surprise	0.594
mishap	mishap	surprise	0.594
shrill	shrill	surprise	0.594
stupendous	stupendous	surprise	0.594
mysterious	mistéireach	surprise	0.586
paralyzed	pairilis	surprise	0.586
randomly	randamach	surprise	0.586
bonus	bónas	surprise	0.586
deceit	cealg	surprise	0.586
wild	fiáin	surprise	0.586
pitfall	pitfall	surprise	0.586
wondrous	iontach	surprise	0.586
uncanny	uncanny	surprise	0.586
electric	Leictreach	surprise	0.578
oddity	oddity	surprise	0.578
death	bás	surprise	0.578
jubilant	buan	surprise	0.578
godsend	godsend	surprise	0.578
stagger	stagger	surprise	0.578
raving	raving	surprise	0.578
rejoicing	ag caoineadh	surprise	0.578
premature	roimh am	surprise	0.578
fluke	fliú	surprise	0.578
bizarre	aisteach	surprise	0.578
revenge	díoltas	surprise	0.570
dynamic	dinimiciúil	surprise	0.570
dismay	briseadh	surprise	0.570
ecstatic	éisteach	surprise	0.562
fascinate	suimiúil	surprise	0.562
uncover	nochtadh	surprise	0.562
jerk	jerk	surprise	0.562
reward	duais	surprise	0.562
nefarious	neamhfhiosach	surprise	0.562
reappear	reappear	surprise	0.562
whim	whim	surprise	0.555
conjure	coinnigh	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	soilsigh	surprise	0.547
rescue	tarrthála	surprise	0.547
tantalizing	tanaí	surprise	0.547
winner	buaiteoir	surprise	0.547
heroism	laochra	surprise	0.547
rarity	rarity	surprise	0.547
ejaculation	ejaculation	surprise	0.547
daze	daze	surprise	0.547
unbridled	unbridled	surprise	0.547
thwart	frith	surprise	0.547
treason	tréas	surprise	0.539
punch	punch	surprise	0.539
insult	insult	surprise	0.539
lunge	gráinne	surprise	0.539
illusion	illusion	surprise	0.539
lucky	ádh	surprise	0.539
interrupt	cur isteach	surprise	0.539
cheer	áthas	surprise	0.539
celebration	ceiliúradh	surprise	0.539
violation	sárú	surprise	0.539
marvel	marvel	surprise	0.539
sensation	ceint	surprise	0.531
fearfully	eagla	surprise	0.531
concealed	folaithe	surprise	0.531
banger	banger	surprise	0.531
affront	dearfach	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	Wonder	surprise	0.523
immediacy	láithreacht	surprise	0.523
undiscovered	neamhshuimnithe	surprise	0.523
abandonment	tréigean	surprise	0.523
rejoice	rejoice	surprise	0.523
improvise	feabhsaithe	surprise	0.523
majestic	maorga	surprise	0.523
scorpion	scairp	surprise	0.523
victimized	íospartach	surprise	0.523
liberate	saoirse	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	stealthily	surprise	0.516
tickle	cuir tic	surprise	0.516
chance	seans	surprise	0.516
howl	howl	surprise	0.516
swerve	swerve	surprise	0.508
reflex	reflex	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	Ádh mór oraibh!	surprise	0.508
magnificent	iontach	surprise	0.508
transcendence	tarchur	surprise	0.508
garish	garish	surprise	0.508
unintentionally	go neamhghníomhach	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	neamhghrialta	surprise	0.500
marvelous	iontach	surprise	0.500
heroic	heroic	surprise	0.500
remarkable	iontach	surprise	0.500
fainting	fainting	surprise	0.500
slayer	slayer	surprise	0.500
erotic	erotic	surprise	0.500
enliven	saothraigh	surprise	0.500
alertness	follasacht	surprise	0.500
misbehavior	mí-iompar	surprise	0.500
embarrassment	náire	surprise	0.500
diversion	atreorú	surprise	0.500
unutterable	neamh-inbhuanaithe	surprise	0.492
nab	nab	surprise	0.492
camouflage	duaithníocht	surprise	0.492
trump	trom	surprise	0.492
decoy	decoy	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	Breithlá	surprise	0.492
greatness	iontach	surprise	0.492
zeal	zeal	surprise	0.484
