word	Bosnian-bs	emotion	emotion-intensity-score
leisure	slobodno vrijeme	surprise	0.086
peaceful	mirno	surprise	0.086
spa	spa	surprise	0.086
tree	drvo	surprise	0.078
picnic	piknik	surprise	0.078
worm	crv	surprise	0.055
truthfulness	istinoljubivost	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	pouzdan	trust	0.867
honest	iskren	trust	0.844
honesty	iskrenost	trust	0.844
honor	čast	trust	0.844
truth	istina	trust	0.844
truthful	istinito	trust	0.836
trusting	poverenje	trust	0.836
brotherhood	bratstvo	trust	0.820
entrust	povjeriti	trust	0.812
committed	posvećeno	trust	0.805
integrity	integritet	trust	0.805
loyalty	lojalnost	trust	0.805
honorable	časni	trust	0.805
credibility	kredibilitet	trust	0.805
trust	poverenje	trust	0.805
faithful	verni	trust	0.797
sincere	Iskreno	trust	0.797
responsible	odgovoran	trust	0.789
partnership	partnerstvo	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	mudrost	trust	0.789
oath	zakletva	trust	0.781
verification	verifikacija	trust	0.781
vow	zavet	trust	0.781
cooperative	kooperativan	trust	0.781
respectable	ugledan	trust	0.773
credible	kredibilan	trust	0.773
hero	heroj	trust	0.773
sisterhood	sestrinstvo	trust	0.773
promise	obećanje	trust	0.773
verified	verifikovan	trust	0.773
qualified	kvalifikovan	trust	0.766
respected	poštovani	trust	0.766
authentication	autentikacija	trust	0.766
compassion	saosećanje	trust	0.759
reputable	ugledan	trust	0.758
safekeeping	čuvanje	trust	0.758
reliability	pouzdanost	trust	0.758
moral	moralno	trust	0.758
love	ljubav	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	odobrenje	trust	0.758
stable	stabilan	trust	0.750
friend	prijatelju	trust	0.750
genuine	originalni	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetentnost	trust	0.750
loyal	lojalni	trust	0.750
ally	saveznik	trust	0.750
safeguard	zaštititi	trust	0.750
companion	pratilac	trust	0.750
advised	savetuje	trust	0.750
authentic	autentičan	trust	0.750
respect	poštovanje	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	sloboda	trust	0.742
proven	dokazan	trust	0.742
respects	poštuje	trust	0.742
faith	vjera	trust	0.742
wholesome	zdrava	trust	0.742
heartfelt	iskreno	trust	0.734
unification	unifikacija	trust	0.734
protecting	zaštititi	trust	0.734
reassurance	sigurnost	trust	0.734
admirable	divno	trust	0.734
trustee	povjerenik	trust	0.734
supporter	supporter	trust	0.734
confirmation	potvrda	trust	0.734
respectful	poštujući	trust	0.734
alliance	savez	trust	0.727
equality	jednakost	trust	0.727
friendship	prijateljstvo	trust	0.727
agreement	sporazum	trust	0.727
fact	činjenica	trust	0.727
confident	samouveren	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	verujući	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	izvrsnost	trust	0.727
credential	akreditiv	trust	0.727
closeness	bliskost	trust	0.719
authenticate	authenticate	trust	0.719
intelligence	inteligencija	trust	0.719
virtue	vrlina	trust	0.719
honored	počastvovan	trust	0.719
virtuous	virtuozno	trust	0.719
kindred	rodbina	trust	0.719
charitable	dobrotvorna	trust	0.711
dedication	posvećenost	trust	0.711
guarantee	garancija	trust	0.711
cooperation	saradnja	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	doslednost	trust	0.711
allegiance	lojalnost	trust	0.711
cooperating	sarađuju	trust	0.711
straightforward	direktno	trust	0.711
determination	odlučnost	trust	0.711
justice	pravda	trust	0.711
sanctuary	svetilište	trust	0.703
nurture	negovati	trust	0.703
innocent	nevin	trust	0.703
admire	divim se	trust	0.703
assurance	osiguranje	trust	0.703
morality	morality	trust	0.703
prepared	pripremljen	trust	0.703
friendliness	prijateljstvo	trust	0.703
reliable	pouzdan	trust	0.703
mentor	mentor	trust	0.703
guardianship	starateljstvo	trust	0.703
fulfilled	ispunjeno	trust	0.703
reverence	poštovanje	trust	0.703
proof	dokaz	trust	0.703
admiration	divljenje	trust	0.703
mother	majka	trust	0.703
protected	zaštićena	trust	0.703
motherhood	materinstvo	trust	0.703
marriage	brak	trust	0.695
skillful	Vješto	trust	0.695
indestructible	neuništiv	trust	0.695
guardian	čuvar	trust	0.695
accountable	odgovorni	trust	0.695
courage	hrabrost	trust	0.695
bodyguard	bodyguard	trust	0.695
agreeable	prikladno	trust	0.695
scientist	naučnik	trust	0.695
allied	saveznik	trust	0.695
compassionate	saosećajna	trust	0.695
humanitarian	humanitarni	trust	0.695
approving	odobrenje	trust	0.695
united	ujedinjen	trust	0.695
pact	pakt	trust	0.695
certified	sertifikovan	trust	0.695
morals	morale	trust	0.695
esteem	esteem	trust	0.688
secure	siguran	trust	0.688
perfection	savršenstvo	trust	0.688
guidance	vođenje	trust	0.688
competent	kompetentan	trust	0.688
authenticity	autentičnost	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	opravdano	trust	0.688
humanity	čovečanstvo	trust	0.688
solidity	čvrstoća	trust	0.688
adviser	savjetnik	trust	0.688
pledge	zalog	trust	0.688
believed	vjerovali	trust	0.688
understanding	razumevanje	trust	0.688
monogamy	monogamija	trust	0.688
expertise	stručnost	trust	0.680
diplomatic	diplomatski	trust	0.680
confidential	poverljivo	trust	0.680
hope	nadam se	trust	0.680
protector	zaštitnik	trust	0.680
agreeing	pristajanje	trust	0.680
diligence	marljivost	trust	0.680
official	službeno	trust	0.680
affirm	potvrditi	trust	0.680
indivisible	nedeljiv	trust	0.680
grandfather	deda	trust	0.680
humble	ponizno	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	zagovaranje	trust	0.680
elders	starešine	trust	0.680
goodness	dobrota	trust	0.680
commendable	pohvalno	trust	0.680
inspire	inspirisati	trust	0.680
approve	odobri	trust	0.680
confide	povjeri	trust	0.680
professional	profesionalno	trust	0.680
familiarity	familiarity	trust	0.680
leader	lider	trust	0.680
confirmed	potvrđeno	trust	0.680
acceptance	prihvatanje	trust	0.680
benevolence	benevolence	trust	0.672
dignity	dostojanstvo	trust	0.672
harmoniously	harmonično	trust	0.672
mastery	majstorstvo	trust	0.672
unwavering	nepokolebljiv	trust	0.672
accredited	akreditovan	trust	0.672
healing	lečenje	trust	0.672
encyclopedia	enciklopedija	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	posveti se	trust	0.672
cohesive	kohezivno	trust	0.672
covenant	savez	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	bezgrešno	trust	0.672
safe	sigurno	trust	0.672
intelligent	inteligentan	trust	0.672
merit	merit	trust	0.664
impeccable	besprekorno	trust	0.664
affirmatively	afirmativno	trust	0.664
spiritual	duhovno	trust	0.664
advocate	advokat	trust	0.664
team	tim	trust	0.664
heroic	herojski	trust	0.664
communicate	komuniciraju	trust	0.664
disciple	učenik	trust	0.664
expert	stručnjak	trust	0.664
proficient	obučen	trust	0.664
specialist	specijalista	trust	0.664
ambassador	ambasador	trust	0.664
accept	prihvatiti	trust	0.664
attestation	atestiranje	trust	0.664
supporting	podrška	trust	0.664
reliance	oslanjanje	trust	0.664
authority	autoritet	trust	0.664
accountability	odgovornost	trust	0.664
guidebook	vodič	trust	0.664
fulfillment	ispunjenje	trust	0.664
strengthening	jačanje	trust	0.661
familiar	poznat	trust	0.656
facts	činjenice	trust	0.656
achieve	postići	trust	0.656
warranty	garancija	trust	0.656
structure	struktura	trust	0.656
steadfast	istrajan	trust	0.656
favorable	povoljan	trust	0.656
counsel	advokat	trust	0.656
relationship	veza	trust	0.656
scientific	naučno	trust	0.656
gentleman	gospodo	trust	0.656
strength	snaga	trust	0.656
elder	stariji	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	svetosti	trust	0.656
excellent	odličan	trust	0.656
proficiency	stručnost	trust	0.656
constancy	konstantnost	trust	0.656
defended	odbranio	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	osloniti se	trust	0.648
heroism	heroizam	trust	0.648
peaceful	mirno	trust	0.648
competency	kompetentnost	trust	0.648
assuredly	sigurno	trust	0.648
brother	brate	trust	0.648
counselor	savjetnik	trust	0.648
successful	uspješno	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	zaštitni	trust	0.648
saint	svetac	trust	0.648
harmony	harmonija	trust	0.648
matrimony	brak	trust	0.648
noble	plemenito	trust	0.648
inspiration	inspiracija	trust	0.648
academic	akademski	trust	0.648
assist	pomoć	trust	0.648
agreed	složio se	trust	0.648
uphold	podržavam	trust	0.648
comrade	drugar	trust	0.648
lovable	ljubazan	trust	0.648
advisable	preporučljivo	trust	0.648
solidarity	solidarnost	trust	0.648
worthy	vredan	trust	0.643
durability	izdržljivost	trust	0.641
coexist	koegzistiraju	trust	0.641
assure	Uverite	trust	0.641
establish	uspostaviti	trust	0.641
benefactor	dobrotvorac	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	vodeći	trust	0.641
loving	ljubavi	trust	0.641
teacher	nastavnik	trust	0.641
judiciary	pravosuđe	trust	0.641
conscientious	savesno	trust	0.641
confidence	samopouzdanje	trust	0.641
lawful	zakonito	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordained	trust	0.641
champion	šampion	trust	0.641
unity	jedinstvo	trust	0.641
legal	legalno	trust	0.641
kind	kind	trust	0.641
credence	vjernost	trust	0.641
real	stvarno	trust	0.641
doctor	doktor	trust	0.641
intimate	intimni	trust	0.634
hopeful	nadati se	trust	0.633
fortitude	otpornost	trust	0.633
physician	lekar	trust	0.633
brotherly	bratski	trust	0.633
aspiration	aspiracija	trust	0.633
convincing	ubedljiv	trust	0.633
sanctification	posvećenje	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homage	trust	0.633
courageous	hrabro	trust	0.633
soundness	ispravnost	trust	0.633
legitimacy	legitimitet	trust	0.633
endorse	potvrditi	trust	0.633
fidelity	vernost	trust	0.633
bless	blagoslovi	trust	0.633
judicial	sudski	trust	0.633
important	bitan	trust	0.633
saintly	sveto	trust	0.633
conscience	savesti	trust	0.633
therapeutic	terapeutski	trust	0.633
authorize	ovlastite	trust	0.633
devotional	devocionalno	trust	0.633
practiced	praktikovali	trust	0.633
backbone	kičma	trust	0.633
approved	odobrena	trust	0.633
evident	očigledno	trust	0.625
encourage	ohrabri	trust	0.625
caretaker	caretaker	trust	0.625
regard	pogled	trust	0.625
angel	anđeo	trust	0.625
engaged	angažovana	trust	0.625
blessing	blagoslov	trust	0.625
professorship	profesora	trust	0.625
majestic	veličanstven	trust	0.625
communication	komunikacija	trust	0.625
purify	pročistiti	trust	0.625
authorization	autorizacija	trust	0.625
wonderful	divno	trust	0.625
achievement	postignuće	trust	0.625
fireman	vatrogasac	trust	0.625
certify	potvrditi	trust	0.625
civilized	civilizovan	trust	0.625
profound	duboko	trust	0.625
accurate	tačan	trust	0.625
assured	siguran	trust	0.625
positivity	pozitivnost	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	dobro	trust	0.617
absolution	oproštaj	trust	0.617
commend	pohvaliti	trust	0.617
cherish	negovati	trust	0.617
fundamental	fundamentalni	trust	0.617
advice	savet	trust	0.617
objective	cilj	trust	0.617
optimism	optimizam	trust	0.617
testament	testament	trust	0.617
qualities	kvalitete	trust	0.617
haven	raj	trust	0.617
heroine	heroina	trust	0.617
constantly	stalno	trust	0.617
appreciation	apresijacija	trust	0.617
triumphant	trijumfalan	trust	0.617
accord	sporazum	trust	0.617
reassure	pomirite	trust	0.617
truce	primirje	trust	0.617
thoughtful	pažljivo	trust	0.617
teach	naučiti	trust	0.617
god	Bog	trust	0.617
corroborate	potkrepiti	trust	0.617
believer	vernik	trust	0.617
unimpeachable	nemoguće	trust	0.617
surety	sigurnost	trust	0.617
attentive	pažljiv	trust	0.617
gospel	gospel	trust	0.617
bedrock	bedrock	trust	0.617
approvement	odobrenje	trust	0.617
planning	planiranje	trust	0.617
rational	racionalno	trust	0.617
passionate	strastveno	trust	0.617
happy	srećan	trust	0.609
babysitter	Dadilja	trust	0.609
brilliant	sjajan	trust	0.609
praise	pohvale	trust	0.609
definitive	definitivno	trust	0.609
considerate	pažljivo	trust	0.609
patron	patron	trust	0.609
scripture	Sveto pismo	trust	0.609
heal	zarastao	trust	0.609
praiseworthy	pohvalno	trust	0.609
steward	stjuard	trust	0.609
awareness	svesnost	trust	0.609
officer	oficir	trust	0.609
purification	prečišćavanje	trust	0.609
excel	excel	trust	0.609
civilization	civilizacija	trust	0.609
liking	liking	trust	0.609
comfort	udobnost	trust	0.609
magnificence	veličanstvenost	trust	0.609
notary	notar	trust	0.609
progression	progresija	trust	0.609
mediator	mediator	trust	0.609
blessings	blagoslovi	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	preporučeno	trust	0.609
brave	hrabar	trust	0.602
experienced	iskusan	trust	0.602
steady	stabilan	trust	0.602
enlightenment	prosvetljenje	trust	0.602
brighten	prosvetliti	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	ispuniti	trust	0.602
witness	svjedok	trust	0.602
humility	poniznost	trust	0.602
sympathetic	saosećajno	trust	0.602
helpful	korisno	trust	0.602
symmetry	simetrija	trust	0.602
unquestionable	neosporno	trust	0.602
peace	mir	trust	0.602
transcendence	transcendencija	trust	0.602
serenity	spokojstvo	trust	0.602
embrace	zagrli	trust	0.602
inspired	inspirisana	trust	0.602
mainstay	mainstay	trust	0.602
unconditional	bezuslovno	trust	0.602
guarded	čuvani	trust	0.602
identify	identifikovati	trust	0.602
marry	oženiti se	trust	0.594
grant	grant	trust	0.594
depend	zavisi	trust	0.594
complimentary	besplatan	trust	0.594
spouse	supružnik	trust	0.594
tranquility	spokojstvo	trust	0.594
vigilant	oprezan	trust	0.594
ministry	ministarstvo	trust	0.594
fairly	pošteno	trust	0.594
philanthropic	filantropski	trust	0.594
openly	otvoreno	trust	0.594
generous	velikodušan	trust	0.594
strengthen	jačati	trust	0.594
gratitude	zahvalnost	trust	0.594
befriend	sprijateljiti se	trust	0.594
substantiate	potkrepi	trust	0.594
praised	hvaljen	trust	0.594
admiral	admiral	trust	0.594
regent	regent	trust	0.594
sage	žalfija	trust	0.594
assessment	procjena	trust	0.594
enlighten	prosvetliti	trust	0.594
eminence	eminence	trust	0.594
commendation	pohvale	trust	0.594
efficient	efikasan	trust	0.594
nurse	medicinska sestra	trust	0.594
visionary	vizionar	trust	0.594
generosity	velikodušnost	trust	0.594
vigilance	budnost	trust	0.594
endowment	zadužbina	trust	0.594
council	vijeće	trust	0.594
sweetheart	duljo	trust	0.589
attest	attest	trust	0.586
prestige	prestiž	trust	0.586
serene	spokojno	trust	0.586
unfailing	neizravno	trust	0.586
testimony	svjedočenje	trust	0.586
checklist	checklist	trust	0.586
inheritance	nasleđivanje	trust	0.586
monk	monah	trust	0.586
godly	božanstveno	trust	0.586
compliance	usklađenost	trust	0.586
rooted	ukorenjen	trust	0.586
constitutional	ustavno	trust	0.586
conservation	konzervacija	trust	0.586
bylaw	podzakonski akt	trust	0.586
helper	pomoćnik	trust	0.586
joyful	veselo	trust	0.586
collectively	kolektivno	trust	0.586
meritorious	meritorious	trust	0.586
acclaim	priznajem	trust	0.586
diplomacy	diplomatije	trust	0.586
educational	obrazovni	trust	0.586
husbandry	uzgoj	trust	0.586
share	podeliti	trust	0.586
enjoying	uživajući	trust	0.586
firmness	čvrstoća	trust	0.586
convince	ubedi	trust	0.586
designation	oznaka	trust	0.586
tribe	pleme	trust	0.586
victory	pobjeda	trust	0.586
magnificent	veličanstven	trust	0.586
lovely	divno	trust	0.586
seniority	senioritet	trust	0.586
angelic	angelski	trust	0.586
ambition	ambicija	trust	0.586
father	otac	trust	0.586
mate	mate	trust	0.586
sobriety	trezvenost	trust	0.586
revere	revere	trust	0.586
delegate	delegat	trust	0.586
navigator	navigator	trust	0.578
watchdog	čuvar	trust	0.578
obey	poslušajte	trust	0.578
cheerfulness	vedro	trust	0.578
inviting	inviting	trust	0.578
judge	sudija	trust	0.578
irrefutable	nepobitno	trust	0.578
philanthropist	filantrop	trust	0.578
careful	pažljiv	trust	0.578
communion	zajedništvo	trust	0.578
coexisting	koegzistiraju	trust	0.578
impartiality	nepristrasnost	trust	0.578
unquestioned	bez sumnje	trust	0.578
upright	uspravno	trust	0.578
authoritative	autoritativan	trust	0.578
structural	strukturalno	trust	0.578
convinced	uveren	trust	0.578
smile	osmeh	trust	0.578
commandant	komandant	trust	0.578
dutiful	dutiful	trust	0.578
shelter	sklonište	trust	0.578
revival	oživljavanje	trust	0.578
professor	profesor	trust	0.578
adore	obožavam	trust	0.578
legalized	legalizovan	trust	0.578
punctual	tačan	trust	0.570
counsellor	savjetnik	trust	0.570
complement	komplement	trust	0.570
corroboration	potvrda	trust	0.570
immaculate	bezgrešno	trust	0.570
relative	relativan	trust	0.570
apostle	apostol	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	vezivno	trust	0.570
insure	osigurati	trust	0.570
plausible	moguče	trust	0.570
consult	konsultujte se	trust	0.570
modest	skroman	trust	0.570
measured	mjereno	trust	0.570
pilot	pilot	trust	0.570
collaborator	saradnik	trust	0.570
advise	savjet	trust	0.570
cuddle	mazim se	trust	0.570
ordinance	uredba	trust	0.570
compass	kompas	trust	0.570
guide	vodič	trust	0.570
everlasting	večno	trust	0.570
adhering	Pridržavati se	trust	0.570
determinate	odrediti	trust	0.570
heavenly	nebesko	trust	0.570
principal	direktor	trust	0.570
abundance	obilje	trust	0.570
matron	Matron	trust	0.570
unequivocal	nedvosmisleno	trust	0.570
volunteers	volonteri	trust	0.570
pedigree	pedigre	trust	0.570
unquestionably	nesporno	trust	0.570
pertinent	relevantni	trust	0.562
devout	pobožni	trust	0.562
curable	otvrdnjavanje	trust	0.562
insight	uvid	trust	0.562
congregation	skupštine	trust	0.562
admit	priznati	trust	0.562
pleasant	prijatan	trust	0.562
vigorous	energičan	trust	0.562
fort	fort	trust	0.562
remarkable	izuzetna	trust	0.562
content	sadržaj	trust	0.562
spotless	besprekorno	trust	0.562
uplift	podizanje	trust	0.562
compensate	nadoknaditi	trust	0.562
lovemaking	vođenje ljubavi	trust	0.562
jury	žiri	trust	0.562
jurist	pravnik	trust	0.562
soothing	umirujuće	trust	0.562
ordination	ordinacija	trust	0.562
cohesion	kohezija	trust	0.562
frankness	iskrenost	trust	0.562
strong	jak	trust	0.562
miracle	čudo	trust	0.562
concordance	usklađenost	trust	0.562
applaud	aplaudi	trust	0.562
prize	nagrada	trust	0.562
apostolic	apostolski	trust	0.562
succeeding	uspješno	trust	0.562
vitality	vitalnost	trust	0.562
treasurer	blagajnik	trust	0.562
save	štedi	trust	0.562
earn	zaradite	trust	0.562
midwife	babica	trust	0.555
discretion	diskreciono pravo	trust	0.555
worship	obožavanje	trust	0.555
constant	konstantno	trust	0.555
foresight	predviđanje	trust	0.555
vote	glasati	trust	0.555
cultivate	kultivisati	trust	0.555
impartial	nepristrasno	trust	0.555
illumination	osvjetljenje	trust	0.555
ambulance	hitna pomoć	trust	0.555
privacy	privatnost	trust	0.555
succeed	uspjeti	trust	0.555
providing	pružanje	trust	0.555
veteran	veteran	trust	0.555
patience	strpljenje	trust	0.555
prophet	prorok	trust	0.555
coach	trener	trust	0.555
intuition	intuicija	trust	0.555
reconciliation	pomirenje	trust	0.555
defender	branitelj	trust	0.555
coalesce	koalesce	trust	0.555
mediate	posredovati	trust	0.555
precedence	prednost	trust	0.555
congruence	kongruencija	trust	0.555
buddy	drugar	trust	0.555
reunion	okupljanje	trust	0.555
restorative	restorative	trust	0.555
destined	predodređeno	trust	0.555
physicist	fizičar	trust	0.555
influential	uticajno	trust	0.555
exalt	exalt	trust	0.555
greatness	veličanstvenost	trust	0.555
inclusion	uključivanje	trust	0.555
auditor	revizor	trust	0.555
meditate	meditirati	trust	0.555
betrothed	oženjen	trust	0.555
proud	ponosan	trust	0.547
provide	pružiti	trust	0.547
conciliation	pomirenje	trust	0.547
ancestral	predak	trust	0.547
liberty	sloboda	trust	0.547
durable	izdržljiv	trust	0.547
impenetrable	neprobojno	trust	0.547
prudent	pametan	trust	0.547
invocation	poziv	trust	0.547
engaging	angažovanje	trust	0.547
statement	izjava	trust	0.547
rejoice	radujte se	trust	0.547
cheer	navijati	trust	0.547
eyewitness	očevidac	trust	0.547
prevalent	preovlađujuće	trust	0.547
securities	hartije od vrednosti	trust	0.547
friendly	prijateljski	trust	0.547
salvation	spasenje	trust	0.547
independence	nezavisnost	trust	0.547
govern	vladati	trust	0.547
forgive	oprosti	trust	0.547
commanding	komandovanje	trust	0.547
convent	manastir	trust	0.547
reinforcement	pojačanje	trust	0.547
law	zakon	trust	0.547
registry	registar	trust	0.547
temperate	umeren	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	spremnost	trust	0.547
heritage	nasleđe	trust	0.547
chronicle	hronika	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ansambl	trust	0.539
institute	institut	trust	0.539
applause	aplauz	trust	0.539
architecture	arhitektura	trust	0.539
obvious	očigledno	trust	0.539
recovery	oporavak	trust	0.539
inimitable	neuporedivo	trust	0.539
relevant	relevantan	trust	0.539
responsive	Odgovarajuće	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instrukcije	trust	0.539
define	define	trust	0.539
delightful	divno	trust	0.539
antidote	antidot	trust	0.539
admitting	priznaje	trust	0.539
psalms	Psalms	trust	0.539
stamina	izdržljivost	trust	0.539
majority	većina	trust	0.539
inoculation	inokulacija	trust	0.539
perfect	savršeno	trust	0.539
obedience	poslušnost	trust	0.539
memorable	nezaboravno	trust	0.539
chastity	čednost	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	regularnost	trust	0.539
forefathers	predci	trust	0.539
immovable	nepokretna	trust	0.539
eager	željan	trust	0.539
aspiring	težak	trust	0.539
obliging	obavezujući	trust	0.539
reinforcements	pojačanja	trust	0.539
tantamount	pantomount	trust	0.539
exalted	exalted	trust	0.539
hospital	bolnica	trust	0.531
retirement	penzionisanje	trust	0.531
strive	težiti	trust	0.531
edification	edificiranje	trust	0.531
candid	iskren	trust	0.531
deed	delo	trust	0.531
school	škola	trust	0.531
cradle	kolevka	trust	0.531
transcript	transkript	trust	0.531
accompaniment	pratnja	trust	0.531
doubtless	nesumnjivo	trust	0.531
rescue	spasavanje	trust	0.531
seal	pečat	trust	0.531
expedient	pogodno	trust	0.531
ballot	glasački listić	trust	0.531
deliverance	isporuka	trust	0.531
heavens	nebesa	trust	0.531
fraternal	bratski	trust	0.531
dependent	ovisno	trust	0.531
answerable	odgovoran	trust	0.531
center	centar	trust	0.531
analyst	analitičar	trust	0.531
firstborn	prvorođeni	trust	0.531
bloom	cvet	trust	0.531
inseparable	neodvojiv	trust	0.531
bride	mlada	trust	0.531
evergreen	zimzeleno	trust	0.531
princely	princely	trust	0.531
immunization	imunizacija	trust	0.531
refuge	utočište	trust	0.531
verily	stvarno	trust	0.531
omniscient	sveznajući	trust	0.531
terms	uslovi	trust	0.531
sponsor	sponzor	trust	0.531
approbation	odobravanje	trust	0.527
correctness	ispravnost	trust	0.523
elevation	elevation	trust	0.523
neighbor	komšija	trust	0.523
unbroken	neprekidana	trust	0.523
countenance	lice	trust	0.523
hug	zagrli	trust	0.523
nobility	plemstvo	trust	0.523
paragon	paragon	trust	0.523
coronation	krunisanje	trust	0.523
celebration	proslava	trust	0.523
graduation	diplomi	trust	0.523
commonwealth	Commonwealth	trust	0.523
dictionary	dictionary	trust	0.523
powerful	moćno	trust	0.523
notable	značajan	trust	0.523
account	račun	trust	0.523
winning	pobjeda	trust	0.523
honeymoon	medeni mesec	trust	0.523
improvement	poboljšanje	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kapelan	trust	0.523
ratify	ratifikovati	trust	0.523
connoisseur	poznavalac	trust	0.523
award	nagrada	trust	0.523
taught	predavao	trust	0.523
adoration	obožavanje	trust	0.523
salutary	pozdravi	trust	0.523
captivate	uhvatiti	trust	0.523
liberate	osloboditi	trust	0.523
unimpeached	neumorno	trust	0.523
laureate	laureat	trust	0.523
benedictory	benedictory	trust	0.523
feeling	osećanje	trust	0.518
freely	slobodno	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	sanjarenje	trust	0.516
organization	organizacija	trust	0.516
framework	okvir	trust	0.516
sentinel	sentinel	trust	0.516
advent	advent	trust	0.516
inform	obavestiti	trust	0.516
committee	odbor	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	minded	trust	0.516
obstetrician	porodničar	trust	0.516
enchanted	očaran	trust	0.516
formative	formativan	trust	0.516
tribunal	tribunal	trust	0.516
association	udruženje	trust	0.516
remedy	lek	trust	0.516
credit	kredit	trust	0.516
nobleman	plemić	trust	0.516
predominant	dominantan	trust	0.516
measure	mjeru	trust	0.516
perpetuity	perpetuity	trust	0.516
fully	potpuno	trust	0.516
deserve	zaslužuju	trust	0.516
tender	tender	trust	0.516
pray	molite	trust	0.516
confession	priznanje	trust	0.516
management	upravljanje	trust	0.516
volunteer	volonter	trust	0.509
instruct	instruct	trust	0.508
virgin	devica	trust	0.508
constable	policajac	trust	0.508
reward	nagrada	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	sveštenik	trust	0.508
policy	politika	trust	0.508
confessional	confessional	trust	0.508
savor	savor	trust	0.508
custodian	čuvar	trust	0.508
vouch	vouch	trust	0.508
tolerance	tolerancija	trust	0.508
unsurpassed	neprevaziđen	trust	0.508
venerable	poštovani	trust	0.508
forgiving	oprosti	trust	0.508
intact	netaknuta	trust	0.508
diversity	raznolikost	trust	0.508
accolade	priznanje	trust	0.508
philosopher	filozof	trust	0.508
lieutenant	poručnik	trust	0.508
shepherd	pastir	trust	0.508
courtship	udvaranje	trust	0.508
sovereign	suvereno	trust	0.508
medical	medicinski	trust	0.508
housewife	domaćica	trust	0.508
automatic	automatski	trust	0.508
patronage	pokroviteljstvo	trust	0.508
enable	omogućiti	trust	0.508
admissible	dopušteno	trust	0.508
beautification	beautification	trust	0.508
synchronize	sinhronizirati	trust	0.500
info	info	trust	0.500
pontiff	pontif	trust	0.500
retain	zadržati	trust	0.500
warden	upravnik	trust	0.500
majesty	veličanstvenost	trust	0.500
infallibility	nepogrešivost	trust	0.500
guru	guru	trust	0.500
apologetic	apologetičan	trust	0.500
darling	dragi	trust	0.500
doctrine	doktrina	trust	0.500
related	povezani	trust	0.500
treasure	blago	trust	0.500
infinity	beskonačnost	trust	0.500
romantic	romantično	trust	0.500
optimist	optimista	trust	0.500
timing	vrijeme	trust	0.500
undying	nesiguran	trust	0.500
personal	lični	trust	0.500
gateway	gateway	trust	0.500
instruction	instrukcija	trust	0.500
backer	podrljka	trust	0.500
watchful	budno	trust	0.500
badge	značka	trust	0.500
birth	rođenje	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	pobožni	trust	0.500
indelible	neizbrisiv	trust	0.500
superman	superman	trust	0.500
guard	stražar	trust	0.500
vindication	opravdanje	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	živ	trust	0.500
constitute	predstavljaju	trust	0.492
jubilant	jubilantno	trust	0.492
endow	endow	trust	0.492
improve	poboljšati	trust	0.492
contributor	doprinosilac	trust	0.492
formality	formalnost	trust	0.492
salute	pozdravi	trust	0.492
inevitable	neizbežno	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	sudija	trust	0.492
grow	raste	trust	0.492
fellow	momak	trust	0.492
popularity	popularnost	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	portparol	trust	0.492
synonymous	sinonim	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	crkva	trust	0.492
hardy	tvrdi	trust	0.492
privy	privy	trust	0.492
