word	Korean-ko	emotion	emotion-intensity-score
jackpot	공동 자금	surprise	0.812
earthquake	지진	surprise	0.812
disaster	재앙	surprise	0.812
astonish	놀라게 하다	surprise	0.805
astonishment	놀람	surprise	0.805
climax	클라이맥스	surprise	0.805
aghast	깜짝 놀라	surprise	0.805
scare	공황	surprise	0.797
awestruck	놀란	surprise	0.797
bomb	폭탄	surprise	0.789
erupt	나다	surprise	0.789
exclaim	외치다	surprise	0.789
amazement	놀람	surprise	0.781
detonate	폭파하다	surprise	0.773
alarming	놀라운	surprise	0.773
miraculous	기적적	surprise	0.773
invade	침략하다	surprise	0.773
raid	급습	surprise	0.773
abduction	유 괴	surprise	0.773
kidnap	채가다	surprise	0.766
stupefy	무례한	surprise	0.758
overwhelming	압도적 인	surprise	0.758
dumfound	멍청한	surprise	0.758
unpredictable	예측할 수없는	surprise	0.758
unimaginable	상상할 수 없는	surprise	0.750
erratic	이상한 사람	surprise	0.750
accident	사고	surprise	0.750
outrageous	터무니없는	surprise	0.750
flinch	꽁무니 빼다	surprise	0.742
blitz	전격 기습	surprise	0.742
petrify	깜짝 놀라게 하다	surprise	0.742
slaughter	학살	surprise	0.742
horror	공포	surprise	0.742
amaze	몹시 놀라게 하다	surprise	0.742
bewilder	괴롭히다	surprise	0.742
wreck	난파선	surprise	0.742
stupefaction	마취	surprise	0.734
excitement	흥분	surprise	0.734
frenetic	열광적 인	surprise	0.734
frantic	굉장한	surprise	0.734
crash	추락	surprise	0.734
sudden	갑자기	surprise	0.727
riotous	폭동의	surprise	0.727
vanished	사라진	surprise	0.727
moonstruck	황폐 한	surprise	0.727
outcry	항의	surprise	0.727
bewildered	당황한	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	사보타주	surprise	0.719
shriek	비명	surprise	0.719
breathless	숨가쁜	surprise	0.719
scream	비명	surprise	0.719
manslaughter	살인	surprise	0.719
rupture	파열	surprise	0.719
unanticipated	예상치 못한	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	제어 할 수없는	surprise	0.711
unexpected	예기치 않은	surprise	0.711
electrify	깜짝 놀라게 하다	surprise	0.711
stun	충격	surprise	0.711
shot	샷	surprise	0.711
avalanche	눈사태	surprise	0.711
gasp	헐떡 거림	surprise	0.711
unforeseen	뜻하지 않은	surprise	0.703
slam	쾅	surprise	0.703
surge	큰 파도	surprise	0.703
intruder	침입자	surprise	0.703
abrupt	험준한	surprise	0.703
suspense	미결	surprise	0.703
devastation	폐허	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	휘발성	surprise	0.695
excite	일으키다	surprise	0.695
unprecedented	새로운	surprise	0.695
stab	찌르다	surprise	0.695
urgent	긴급한	surprise	0.695
yell	외침	surprise	0.695
strike	스트라이크	surprise	0.695
disturbance	방해	surprise	0.688
carnage	대학살	surprise	0.688
spectacular	장관의	surprise	0.688
incredible	놀랄 만한	surprise	0.688
recklessness	무모한	surprise	0.680
slap	찰싹	surprise	0.680
monstrous	거대한	surprise	0.680
clamor	외치다	surprise	0.680
thrill	스릴	surprise	0.680
accidentally	우윤히	surprise	0.672
accidental	우연한	surprise	0.672
striking	치는	surprise	0.672
captivate	사로 잡다	surprise	0.672
exhilaration	기분 전환	surprise	0.672
terrorist	테러리스트	surprise	0.672
inexplicable	설명 할 수없는	surprise	0.672
exciting	흥미 진진한	surprise	0.672
topple	넘어 뜨리다	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	화산	surprise	0.664
revolution	혁명	surprise	0.664
freakish	이상한	surprise	0.664
incendiary	방화범	surprise	0.656
revolt	반란	surprise	0.656
sneak	좀도둑	surprise	0.656
unspeakable	말하기 싫은	surprise	0.656
bloodshed	유혈	surprise	0.656
cyclone	집진 장치	surprise	0.648
violent	격렬한	surprise	0.648
disruption	붕괴	surprise	0.648
spellbound	홀린	surprise	0.648
unsuspecting	순진한	surprise	0.648
mutiny	폭동	surprise	0.648
attacking	공격의	surprise	0.648
unintended	의도하지 않은	surprise	0.648
amazingly	놀랍게도	surprise	0.648
epidemic	전염병	surprise	0.648
shout	외침	surprise	0.641
screech	진한 럼주	surprise	0.641
wildfire	들불	surprise	0.641
indescribable	형언 할 수없는	surprise	0.641
enthusiasm	열광	surprise	0.641
excitation	자극	surprise	0.641
tumult	소란	surprise	0.641
improvisation	즉흥 연주	surprise	0.641
anomaly	변칙	surprise	0.633
apparition	환영	surprise	0.633
treachery	배반	surprise	0.633
presto	프레스토 악장	surprise	0.633
gape	입을 크게 벌리다	surprise	0.633
agape	입을 딱 벌리고	surprise	0.633
uncertain	불확실한	surprise	0.633
plunder	약탈	surprise	0.633
tempest	대소동	surprise	0.625
trick	장난	surprise	0.625
slaughtering	도살	surprise	0.625
wonderment	경탄	surprise	0.625
excited	흥분한	surprise	0.625
sorcery	마법	surprise	0.625
murderous	살인적인	surprise	0.625
urgency	긴급	surprise	0.625
distress	고통	surprise	0.625
mystery	신비	surprise	0.625
trickery	속임수	surprise	0.617
intense	심한	surprise	0.617
vanish	사라지다	surprise	0.617
murder	살인	surprise	0.617
quickness	민첩	surprise	0.617
intrusive	관입하는	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	충돌	surprise	0.617
blindfold	눈가리개	surprise	0.609
coup	일격	surprise	0.609
splash	튀김	surprise	0.609
thief	도둑	surprise	0.609
magical	마법 같은	surprise	0.609
unstable	불안정한	surprise	0.609
shatter	파편	surprise	0.609
strangle	목을 졸라 매다	surprise	0.609
defy	무시하다	surprise	0.602
deluge	대홍수	surprise	0.602
inconceivable	상상할 수없는	surprise	0.602
jubilee	축제	surprise	0.602
stupor	무감각	surprise	0.602
tackle	태클	surprise	0.602
assail	공격하다	surprise	0.602
betray	팔다	surprise	0.602
monstrosity	기괴	surprise	0.594
alerts	경고	surprise	0.594
lightning	번개	surprise	0.594
mishap	재난	surprise	0.594
shrill	날카로운	surprise	0.594
stupendous	깜짝 놀랄 만한	surprise	0.594
mysterious	신비한	surprise	0.586
paralyzed	마비 된	surprise	0.586
randomly	무작위로	surprise	0.586
bonus	보너스	surprise	0.586
deceit	책략	surprise	0.586
wild	야생	surprise	0.586
pitfall	함정	surprise	0.586
wondrous	놀랄 만한	surprise	0.586
uncanny	섬뜩한	surprise	0.586
electric	전기 같은	surprise	0.578
oddity	괴벽	surprise	0.578
death	죽음	surprise	0.578
jubilant	기뻐하는	surprise	0.578
godsend	신의 선물	surprise	0.578
stagger	파상 배치	surprise	0.578
raving	미쳐 날뛰는	surprise	0.578
rejoicing	기쁨	surprise	0.578
premature	조숙 한	surprise	0.578
fluke	흡충	surprise	0.578
bizarre	기괴한	surprise	0.578
revenge	복수	surprise	0.570
dynamic	동적	surprise	0.570
dismay	당황	surprise	0.570
ecstatic	황홀한	surprise	0.562
fascinate	호리다	surprise	0.562
uncover	폭로하다	surprise	0.562
jerk	얼간이	surprise	0.562
reward	보상	surprise	0.562
nefarious	극악한	surprise	0.562
reappear	다시 나타난다.	surprise	0.562
whim	변덕	surprise	0.555
conjure	창작하다	surprise	0.555
crescendo	진전	surprise	0.555
zany	알랑쇠	surprise	0.555
thaumaturgy	혈종	surprise	0.555
illuminate	비추다	surprise	0.547
rescue	구출	surprise	0.547
tantalizing	탄탈	surprise	0.547
winner	우승자	surprise	0.547
heroism	영웅적 자질	surprise	0.547
rarity	희박	surprise	0.547
ejaculation	사정	surprise	0.547
daze	현혹	surprise	0.547
unbridled	구속을받지 않은	surprise	0.547
thwart	방해하다	surprise	0.547
treason	반역	surprise	0.539
punch	펀치	surprise	0.539
insult	모욕	surprise	0.539
lunge	찌르기	surprise	0.539
illusion	환각	surprise	0.539
lucky	운이 좋은	surprise	0.539
interrupt	일시 정지	surprise	0.539
cheer	격려	surprise	0.539
celebration	축하	surprise	0.539
violation	위반	surprise	0.539
marvel	놀라운 일	surprise	0.539
sensation	감각	surprise	0.531
fearfully	몹시	surprise	0.531
concealed	숨기는	surprise	0.531
banger	소시지	surprise	0.531
affront	모욕	surprise	0.531
snag	가지 그루터기	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	부채	surprise	0.523
wonder	경이	surprise	0.523
immediacy	직접	surprise	0.523
undiscovered	발견되지 않은	surprise	0.523
abandonment	포기	surprise	0.523
rejoice	기쁘게 하다	surprise	0.523
improvise	즉석에서 연주하다	surprise	0.523
majestic	위엄 있는	surprise	0.523
scorpion	투석기	surprise	0.523
victimized	희생 된	surprise	0.523
liberate	자유롭게 하다	surprise	0.523
yelp	개가 깽깽 우는 소리	surprise	0.516
stealthily	몰래	surprise	0.516
tickle	간지럼	surprise	0.516
chance	기회	surprise	0.516
howl	멀리서 짖는 소리	surprise	0.516
swerve	곡구	surprise	0.508
reflex	휘어진	surprise	0.508
rave	날뛰다	surprise	0.508
pop	팝	surprise	0.508
luck	운	surprise	0.508
magnificent	장엄한	surprise	0.508
transcendence	초월	surprise	0.508
garish	번쩍 거리는	surprise	0.508
unintentionally	무의식적으로	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	드문	surprise	0.500
marvelous	기이	surprise	0.500
heroic	과장된 어조	surprise	0.500
remarkable	주목할 만한	surprise	0.500
fainting	기절	surprise	0.500
slayer	살해자	surprise	0.500
erotic	에로틱 한	surprise	0.500
enliven	활기 있게 만들다	surprise	0.500
alertness	경보	surprise	0.500
misbehavior	버릇 없음	surprise	0.500
embarrassment	당황	surprise	0.500
diversion	전환	surprise	0.500
unutterable	말로 표현할 수 없는	surprise	0.492
nab	붙잡다	surprise	0.492
camouflage	위장	surprise	0.492
trump	지우다	surprise	0.492
decoy	유인 못	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	키메라	surprise	0.492
infarct	경색	surprise	0.492
birthday	생일	surprise	0.492
greatness	위대	surprise	0.492
zeal	열성	surprise	0.484
prick	찌르기	surprise	0.484
magician	마술사	surprise	0.484
underestimate	싼 어림	surprise	0.484
horde	큰 떼거리	surprise	0.484
fanfare	과시	surprise	0.484
inexpressible	말로 표현할 수 없는	surprise	0.484
daemon	악마	surprise	0.484
variable	변하기 쉬운	surprise	0.484
curiosity	호기심	surprise	0.484
gawk	둔한 사람	surprise	0.477
unguarded	지키지 않는	surprise	0.477
chicane	발뺌	surprise	0.477
fortune	재산	surprise	0.477
sneeze	재채기	surprise	0.477
illumination	조명	surprise	0.477
incident	사건	surprise	0.477
dreadfully	끔찍하게	surprise	0.477
strange	이상한	surprise	0.477
subversive	파괴적 인	surprise	0.477
reversal	반전	surprise	0.469
prowl	배회	surprise	0.469
rapid	빠른	surprise	0.469
leery	의심 많은	surprise	0.469
wizard	마법사	surprise	0.469
coincidence	일치	surprise	0.461
hilarious	들뜬	surprise	0.461
divergent	다른	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	단절	surprise	0.461
slip	슬립	surprise	0.461
wonderful	훌륭한	surprise	0.453
hoax	장난	surprise	0.453
winning	승리	surprise	0.453
overestimate	과대 평가하다	surprise	0.453
confession	고백	surprise	0.453
ordeal	지독한 시련	surprise	0.453
evanescence	소실	surprise	0.453
merriment	명랑한 소동	surprise	0.453
raffle	래플	surprise	0.453
stound	놀라다	surprise	0.445
laughter	웃음	surprise	0.445
enthusiast	열성가	surprise	0.445
splendid	화려한	surprise	0.445
feat	위업	surprise	0.445
perchance	우연히	surprise	0.445
excel	뛰어나다	surprise	0.445
gambling	도박	surprise	0.445
unintentional	의도하지 않은	surprise	0.438
brighten	닦다	surprise	0.438
changeable	변하기 쉬운	surprise	0.438
rapt	황홀한	surprise	0.438
unique	독특한	surprise	0.438
splendor	화려	surprise	0.438
senseless	무의미한	surprise	0.438
gift	선물	surprise	0.430
fascination	매혹	surprise	0.430
trepidation	전율	surprise	0.430
stealthy	은밀한	surprise	0.430
fiesta	축제	surprise	0.430
delighted	기쁜	surprise	0.430
lawsuit	소송	surprise	0.430
intrigue	음모	surprise	0.430
quicksilver	수은	surprise	0.422
originality	독창	surprise	0.422
riddle	수수께끼	surprise	0.422
judgment	심판	surprise	0.422
enchant	호리다	surprise	0.422
stealth	몰래 하기	surprise	0.422
veracity	정확성	surprise	0.414
elusive	피하는	surprise	0.414
perjury	위증	surprise	0.414
spirits	주정	surprise	0.414
liberation	해방	surprise	0.414
illegitimate	사생아의	surprise	0.414
syncope	졸도	surprise	0.414
experiment	실험	surprise	0.414
gambler	노름꾼	surprise	0.406
eager	심한	surprise	0.406
inspired	영감을 얻은	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	박수 갈채	surprise	0.406
allure	매력	surprise	0.406
parade	축제	surprise	0.406
princely	왕자 다운	surprise	0.398
divorce	이혼	surprise	0.398
guess	추측	surprise	0.398
burlesque	익살 연극	surprise	0.398
secrecy	비밀	surprise	0.398
aspiration	포부	surprise	0.391
peri	아름다운 요정	surprise	0.391
cheerful	쾌활한	surprise	0.391
hermaphrodite	남녀 추니	surprise	0.391
supremacy	최고	surprise	0.391
incontinence	실금	surprise	0.391
inheritance	계승	surprise	0.383
score	점수	surprise	0.383
lose	잃다	surprise	0.383
crowning	더할 나위 없는	surprise	0.383
buck	책임	surprise	0.383
praiseworthy	기특한	surprise	0.383
cadaver	시체	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	꿀꺽 꿀꺽 마심	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	유쾌한	surprise	0.375
mystic	신비주의의	surprise	0.375
succeed	성공하다	surprise	0.375
advance	전진	surprise	0.375
sparkle	불꽃	surprise	0.367
hope	기대	surprise	0.367
joker	조커	surprise	0.367
sensual	관능적 인	surprise	0.367
excavation	발굴	surprise	0.367
feeling	감각	surprise	0.359
entertainment	환대	surprise	0.359
clown	시골뜨기	surprise	0.352
newcomer	새로 온 사람	surprise	0.352
modify	수정하다	surprise	0.352
award	장학금	surprise	0.352
blessings	축복	surprise	0.352
postponement	연기	surprise	0.352
obit	떼다	surprise	0.352
celebrity	명성	surprise	0.344
hero	영웅	surprise	0.344
start	스타트	surprise	0.344
wonderfully	훌륭하게	surprise	0.344
highest	제일 높은	surprise	0.344
proficiency	진보	surprise	0.344
glorify	영화 롭게하다	surprise	0.344
unbeaten	매 맞지 않은	surprise	0.336
memorable	기억에 남는	surprise	0.336
sanctify	거룩하게하다	surprise	0.336
rekindle	다시 휘젓다	surprise	0.336
optimism	낙천주의	surprise	0.336
warned	경고 한	surprise	0.336
prodigious	거대한	surprise	0.336
dissolution	해산	surprise	0.336
grin	이를 드러내고 웃다	surprise	0.336
admiration	감탄	surprise	0.328
hypertrophy	비대	surprise	0.328
present	선물	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	천사	surprise	0.320
examination	시험	surprise	0.320
catch	잡기	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	바람둥이	surprise	0.312
puma	퓨마	surprise	0.312
liberty	자유	surprise	0.312
kiss	키스	surprise	0.312
embrace	포옹	surprise	0.312
occasional	가끔	surprise	0.312
treat	턱	surprise	0.312
saint	성자	surprise	0.312
scrimmage	스크럼	surprise	0.312
dismissal	해임	surprise	0.312
perfection	완전	surprise	0.305
generosity	관대	surprise	0.305
gratify	채우다	surprise	0.305
saintly	신성한	surprise	0.305
sally	출격	surprise	0.305
polarity	극성	surprise	0.297
finally	마침내	surprise	0.297
differently	다르게	surprise	0.297
palpable	만져서 알 수 있는	surprise	0.297
warn	경고하다	surprise	0.297
ceremony	의식	surprise	0.297
larger	더 큰	surprise	0.297
favorable	유리한	surprise	0.297
romance	로맨스	surprise	0.289
medal	메달	surprise	0.289
inviting	초대하다	surprise	0.289
greeting	인사	surprise	0.289
candid	솔직한	surprise	0.281
resignation	사직	surprise	0.281
trip	여행	surprise	0.281
accolade	영예	surprise	0.281
labor	노동	surprise	0.281
stare	응시	surprise	0.273
glimmer	희미한 빛	surprise	0.266
invite	초대	surprise	0.266
somatic	신체의	surprise	0.266
admire	감탄하다	surprise	0.266
immerse	잠그다	surprise	0.266
festival	제전	surprise	0.266
mimicry	흉내	surprise	0.266
compensate	보상하다	surprise	0.266
insolvency	지불 불능	surprise	0.266
playful	장난이 심하다	surprise	0.266
complement	보어	surprise	0.258
receiving	전수	surprise	0.258
hypothesis	가설	surprise	0.258
laugh	웃음	surprise	0.258
chuckle	킬킬 웃음	surprise	0.258
honeymoon	신흔 여행	surprise	0.250
marry	얻다	surprise	0.242
independence	독립	surprise	0.242
opera	오페라	surprise	0.242
pleasant	쾌적한	surprise	0.242
rhythmical	리드 미칼 한	surprise	0.234
assessment	평가	surprise	0.234
hopeful	유망한	surprise	0.234
trophy	트로피	surprise	0.234
holiness	신성한 것	surprise	0.234
chant	성가	surprise	0.234
leave	휴가	surprise	0.234
procession	행렬	surprise	0.227
placard	방	surprise	0.227
deal	거래	surprise	0.227
cherish	소중히 하다	surprise	0.219
good	좋은	surprise	0.219
shopping	쇼핑	surprise	0.219
musical	뮤지컬	surprise	0.219
shell	껍질	surprise	0.211
dawn	새벽	surprise	0.211
simplify	단순화하다	surprise	0.211
purity	청정	surprise	0.203
nullify	무효화하다	surprise	0.203
money	돈	surprise	0.203
sweet	단	surprise	0.203
morals	수신	surprise	0.203
synchronize	동기화하다	surprise	0.195
preservative	예방법	surprise	0.195
humanitarian	인도 주의적	surprise	0.195
unfulfilled	완성되지 않은	surprise	0.195
precious	귀한	surprise	0.195
obliging	기꺼이 남을 돌봐 주는	surprise	0.188
singularly	단독으로	surprise	0.188
foresee	예견하다	surprise	0.180
pray	빌다	surprise	0.180
graduation	눈금	surprise	0.180
lovely	아름다운	surprise	0.180
sun	태양	surprise	0.172
art	미술	surprise	0.172
mouth	입	surprise	0.172
youth	청소년	surprise	0.172
thirst	갈증	surprise	0.172
young	젊은	surprise	0.164
goodness	선량	surprise	0.164
overdue	연체 된	surprise	0.156
visor	챙	surprise	0.156
practiced	연습 한	surprise	0.156
latent	숨어있는	surprise	0.156
loyal	충성스러운	surprise	0.148
expect	배고 있다	surprise	0.148
destination	목적지	surprise	0.148
wireless	무선 전화	surprise	0.148
quote	인용문	surprise	0.141
slush	윤활유	surprise	0.141
infant	유아	surprise	0.141
cream	크림	surprise	0.141
playground	운동장	surprise	0.133
organization	조직	surprise	0.125
teach	가르치다	surprise	0.125
vote	투표	surprise	0.125
smile	미소	surprise	0.117
weight	무게	surprise	0.117
dolphin	돌고래	surprise	0.117
sisterhood	여성 단체	surprise	0.109
cable	케이블	surprise	0.109
sunny	맑은	surprise	0.102
steady	확고한	surprise	0.094
leisure	여가	surprise	0.086
peaceful	평화로운	surprise	0.086
spa	온천	surprise	0.086
tree	나무	surprise	0.078
picnic	피크닉	surprise	0.078
worm	벌레	surprise	0.055
truthfulness	박진성	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	신뢰할 수 있는	trust	0.867
honest	정직한	trust	0.844
honesty	정직	trust	0.844
honor	명예	trust	0.844
truth	진실	trust	0.844
truthful	거짓말 안하는	trust	0.836
trusting	신뢰하는	trust	0.836
brotherhood	형제간	trust	0.820
entrust	맡기다	trust	0.812
committed	저지른	trust	0.805
integrity	청렴	trust	0.805
loyalty	충의	trust	0.805
honorable	영예로운	trust	0.805
credibility	믿을 수 있음	trust	0.805
trust	믿음	trust	0.805
faithful	충실한	trust	0.797
sincere	성실한	trust	0.797
responsible	책임있는	trust	0.789
partnership	공동	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	지혜	trust	0.789
oath	맹세	trust	0.781
verification	확인	trust	0.781
vow	맹세	trust	0.781
cooperative	협력적인	trust	0.781
respectable	상당한	trust	0.773
credible	신뢰할 수 있는	trust	0.773
hero	영웅	trust	0.773
sisterhood	여성 단체	trust	0.773
promise	약속	trust	0.773
verified	확인 된	trust	0.773
qualified	자격 있는	trust	0.766
respected	존경받는	trust	0.766
authentication	입증	trust	0.766
compassion	측은히 여김	trust	0.759
reputable	평판이 좋은	trust	0.758
safekeeping	보관	trust	0.758
reliability	신뢰할 수 있음	trust	0.758
moral	사기	trust	0.758
love	애정	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	승인	trust	0.758
stable	안정된	trust	0.750
friend	친구	trust	0.750
genuine	성실한	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	능력	trust	0.750
loyal	충성스러운	trust	0.750
ally	동맹국	trust	0.750
safeguard	보호	trust	0.750
companion	동반자	trust	0.750
advised	조언받은	trust	0.750
authentic	진정한	trust	0.750
respect	존경	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	자유	trust	0.742
proven	입증 된	trust	0.742
respects	인사	trust	0.742
faith	신앙	trust	0.742
wholesome	건강한	trust	0.742
heartfelt	진심 어린	trust	0.734
unification	통일	trust	0.734
protecting	보호	trust	0.734
reassurance	안심	trust	0.734
admirable	훌륭한	trust	0.734
trustee	보관 위원	trust	0.734
supporter	서포터	trust	0.734
confirmation	확인	trust	0.734
respectful	예의 바른	trust	0.734
alliance	동맹	trust	0.727
equality	평등	trust	0.727
friendship	우정	trust	0.727
agreement	협정	trust	0.727
fact	것	trust	0.727
confident	자신감	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	믿는	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	우수	trust	0.727
credential	신임장	trust	0.727
closeness	근사	trust	0.719
authenticate	인증하다	trust	0.719
intelligence	지성	trust	0.719
virtue	덕	trust	0.719
honored	존경받는	trust	0.719
virtuous	덕 있는	trust	0.719
kindred	혈연	trust	0.719
charitable	자비로운	trust	0.711
dedication	봉납	trust	0.711
guarantee	보증	trust	0.711
cooperation	협력	trust	0.711
creditable	신용할만한	trust	0.711
consistency	일관성	trust	0.711
allegiance	충성	trust	0.711
cooperating	협력하는	trust	0.711
straightforward	똑바로	trust	0.711
determination	결심	trust	0.711
justice	정의	trust	0.711
sanctuary	성역	trust	0.703
nurture	양육	trust	0.703
innocent	순진한	trust	0.703
admire	감탄하다	trust	0.703
assurance	보증	trust	0.703
morality	도덕	trust	0.703
prepared	준비된	trust	0.703
friendliness	우정	trust	0.703
reliable	신뢰할 수있는	trust	0.703
mentor	멘토르	trust	0.703
guardianship	후견	trust	0.703
fulfilled	성취 된	trust	0.703
reverence	숭경	trust	0.703
proof	증명	trust	0.703
admiration	감탄	trust	0.703
mother	어머니	trust	0.703
protected	보호 된	trust	0.703
motherhood	어머니	trust	0.703
marriage	결혼	trust	0.695
skillful	잘 만들어진	trust	0.695
indestructible	불멸의	trust	0.695
guardian	보호자	trust	0.695
accountable	책임감있는	trust	0.695
courage	용기	trust	0.695
bodyguard	친위대	trust	0.695
agreeable	기분 좋은	trust	0.695
scientist	과학자	trust	0.695
allied	결연한	trust	0.695
compassionate	인정 많은	trust	0.695
humanitarian	인도 주의적	trust	0.695
approving	승인하는	trust	0.695
united	단합 된	trust	0.695
pact	계약	trust	0.695
certified	인증 된	trust	0.695
morals	수신	trust	0.695
esteem	존중	trust	0.688
secure	안전한	trust	0.688
perfection	완전	trust	0.688
guidance	지도	trust	0.688
competent	유능한	trust	0.688
authenticity	확실성	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	정당한	trust	0.688
humanity	인류	trust	0.688
solidity	견고	trust	0.688
adviser	고문	trust	0.688
pledge	서약	trust	0.688
believed	믿었다	trust	0.688
understanding	이해	trust	0.688
monogamy	일부일처	trust	0.688
expertise	전문적 지식	trust	0.680
diplomatic	외교의	trust	0.680
confidential	기밀	trust	0.680
hope	기대	trust	0.680
protector	보호자	trust	0.680
agreeing	동의하다	trust	0.680
diligence	근민	trust	0.680
official	공무원	trust	0.680
affirm	긍정하다	trust	0.680
indivisible	나누어 떨어지지 않는	trust	0.680
grandfather	할아버지	trust	0.680
humble	겸손한	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	옹호	trust	0.680
elders	연상	trust	0.680
goodness	선량	trust	0.680
commendable	훌륭한	trust	0.680
inspire	일으키게 하다	trust	0.680
approve	승인하다	trust	0.680
confide	신의를 표하다	trust	0.680
professional	직업적인	trust	0.680
familiarity	정통	trust	0.680
leader	리더	trust	0.680
confirmed	확인 된	trust	0.680
acceptance	수락	trust	0.680
benevolence	자비심	trust	0.672
dignity	존엄	trust	0.672
harmoniously	조화롭게	trust	0.672
mastery	지배	trust	0.672
unwavering	흔들리지 않는	trust	0.672
accredited	공인 된	trust	0.672
healing	치료	trust	0.672
encyclopedia	백과 사전	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	거룩하게하다	trust	0.672
cohesive	결합력 있는	trust	0.672
covenant	계약	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	결점없는	trust	0.672
safe	안전한	trust	0.672
intelligent	지적인	trust	0.672
merit	장점	trust	0.664
impeccable	결점없는	trust	0.664
affirmatively	긍정의	trust	0.664
spiritual	영적인	trust	0.664
advocate	대변자	trust	0.664
team	팀	trust	0.664
heroic	과장된 어조	trust	0.664
communicate	소통하다	trust	0.664
disciple	제자	trust	0.664
expert	전문가	trust	0.664
proficient	능숙한	trust	0.664
specialist	전문가	trust	0.664
ambassador	대사	trust	0.664
accept	받아 들인다	trust	0.664
attestation	증명	trust	0.664
supporting	지원	trust	0.664
reliance	신뢰	trust	0.664
authority	권위	trust	0.664
accountability	책임	trust	0.664
guidebook	안내서	trust	0.664
fulfillment	이행	trust	0.664
strengthening	강하게 하는 것	trust	0.661
familiar	익숙한	trust	0.656
facts	사리	trust	0.656
achieve	이루다	trust	0.656
warranty	보증	trust	0.656
structure	구조	trust	0.656
steadfast	확고부동 한	trust	0.656
favorable	유리한	trust	0.656
counsel	조언	trust	0.656
relationship	관계	trust	0.656
scientific	과학적	trust	0.656
gentleman	신사	trust	0.656
strength	힘	trust	0.656
elder	장로	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	신성한 것	trust	0.656
excellent	우수한	trust	0.656
proficiency	진보	trust	0.656
constancy	불변	trust	0.656
defended	변호받은	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	의지하다	trust	0.648
heroism	영웅적 자질	trust	0.648
peaceful	평화로운	trust	0.648
competency	능력	trust	0.648
assuredly	확실히	trust	0.648
brother	동료	trust	0.648
counselor	참사관	trust	0.648
successful	성공한	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	보호적인	trust	0.648
saint	성자	trust	0.648
harmony	조화	trust	0.648
matrimony	결혼	trust	0.648
noble	고귀한	trust	0.648
inspiration	영감	trust	0.648
academic	학생	trust	0.648
assist	돕다	trust	0.648
agreed	동의했다	trust	0.648
uphold	받치다	trust	0.648
comrade	동료	trust	0.648
lovable	사랑스러운	trust	0.648
advisable	타당한	trust	0.648
solidarity	연대	trust	0.648
worthy	가치 있는	trust	0.643
durability	내구성	trust	0.641
coexist	공존하다	trust	0.641
assure	보증하다	trust	0.641
establish	세우다	trust	0.641
benefactor	후원자	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	주요한	trust	0.641
loving	사랑하는	trust	0.641
teacher	선생	trust	0.641
judiciary	사법부	trust	0.641
conscientious	양심적 인	trust	0.641
confidence	자신	trust	0.641
lawful	적법한	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	안수받은	trust	0.641
champion	챔피언	trust	0.641
unity	단일성	trust	0.641
legal	적법한	trust	0.641
kind	종류	trust	0.641
credence	신용	trust	0.641
real	레알	trust	0.641
doctor	의사	trust	0.641
intimate	친밀한	trust	0.634
hopeful	유망한	trust	0.633
fortitude	꿋꿋함	trust	0.633
physician	내과 의사	trust	0.633
brotherly	형제	trust	0.633
aspiration	포부	trust	0.633
convincing	설득력 있는	trust	0.633
sanctification	신성화	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	경의	trust	0.633
courageous	용기 있는	trust	0.633
soundness	건강	trust	0.633
