word	Kazakh-kk	emotion	emotion-intensity-score
advance	аванс	surprise	0.375
sparkle	ұшқын	surprise	0.367
hope	үміт	surprise	0.367
joker	джокер	surprise	0.367
sensual	сезімтал	surprise	0.367
excavation	қазу	surprise	0.367
feeling	сезім	surprise	0.359
entertainment	ойын-сауық	surprise	0.359
clown	клоун	surprise	0.352
newcomer	жаңадан келген	surprise	0.352
modify	өзгерту	surprise	0.352
award	марапаттау	surprise	0.352
blessings	баталар	surprise	0.352
postponement	кейінге қалдыру	surprise	0.352
obit	obit	surprise	0.352
celebrity	атақты	surprise	0.344
hero	батыр	surprise	0.344
start	бастау	surprise	0.344
wonderfully	керемет	surprise	0.344
highest	ең жоғары	surprise	0.344
proficiency	біліктілігі	surprise	0.344
glorify	даңқ	surprise	0.344
unbeaten	непобедимый	surprise	0.336
memorable	есте қаларлық	surprise	0.336
sanctify	қасиетті ету	surprise	0.336
rekindle	жаңалық	surprise	0.336
optimism	оптимизм	surprise	0.336
warned	ескертті	surprise	0.336
prodigious	керемет	surprise	0.336
dissolution	еруі	surprise	0.336
grin	грин	surprise	0.336
admiration	таңырқау	surprise	0.328
hypertrophy	гипертрофия	surprise	0.328
present	қазіргі уақытта	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	періште	surprise	0.320
examination	сараптама	surprise	0.320
catch	ұстау	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	флирт	surprise	0.312
puma	пума	surprise	0.312
liberty	еркіндік	surprise	0.312
kiss	сүйіс	surprise	0.312
embrace	қамту	surprise	0.312
occasional	кездейсоқ	surprise	0.312
treat	емдеу	surprise	0.312
saint	қасиетті	surprise	0.312
scrimmage	шабуыл	surprise	0.312
dismissal	жұмыстан босату	surprise	0.312
perfection	жетілдіру	surprise	0.305
generosity	жомарттық	surprise	0.305
gratify	рақмет	surprise	0.305
saintly	қасиетті	surprise	0.305
sally	слай	surprise	0.305
polarity	Полярлық	surprise	0.297
finally	ақырында	surprise	0.297
differently	басқаша	surprise	0.297
palpable	көрінетін	surprise	0.297
warn	ескерту	surprise	0.297
ceremony	рәсім	surprise	0.297
larger	үлкенірек	surprise	0.297
favorable	қолайлы	surprise	0.297
romance	романс	surprise	0.289
medal	медаль	surprise	0.289
inviting	шақыру	surprise	0.289
greeting	сәлем	surprise	0.289
candid	ашық	surprise	0.281
resignation	отставка	surprise	0.281
trip	сапар	surprise	0.281
accolade	аккредиттеу	surprise	0.281
labor	еңбек	surprise	0.281
stare	қарашы	surprise	0.273
glimmer	жарқырау	surprise	0.266
invite	шақыру	surprise	0.266
somatic	соматикалық	surprise	0.266
admire	таң	surprise	0.266
immerse	суға батырыңыз	surprise	0.266
festival	фестиваль	surprise	0.266
mimicry	иммиграция	surprise	0.266
compensate	өтемақы	surprise	0.266
insolvency	дәрменсіздік	surprise	0.266
playful	көңілді	surprise	0.266
complement	қосымша	surprise	0.258
receiving	қабылдау	surprise	0.258
hypothesis	гипотеза	surprise	0.258
laugh	күлді	surprise	0.258
chuckle	күледі	surprise	0.258
honeymoon	медовый айы	surprise	0.250
marry	үйлену	surprise	0.242
independence	тәуелсіздік	surprise	0.242
opera	опера	surprise	0.242
pleasant	жағымды	surprise	0.242
rhythmical	ритмикалық	surprise	0.234
assessment	бағалау	surprise	0.234
hopeful	үміттенемін	surprise	0.234
trophy	трофей	surprise	0.234
holiness	қасиетті	surprise	0.234
chant	ән айту	surprise	0.234
leave	кету	surprise	0.234
procession	шеру	surprise	0.227
placard	плакаттар	surprise	0.227
deal	мәміле	surprise	0.227
cherish	бағалаңыз	surprise	0.219
good	жақсы	surprise	0.219
shopping	сатып алу	surprise	0.219
musical	музыкалық	surprise	0.219
shell	қабығы	surprise	0.211
dawn	таңғы	surprise	0.211
simplify	жеңілдетеді	surprise	0.211
purity	тазалық	surprise	0.203
nullify	күшін жояды	surprise	0.203
money	ақша	surprise	0.203
sweet	тәтті	surprise	0.203
morals	адамгершілік	surprise	0.203
synchronize	синхрондау	surprise	0.195
preservative	консервант	surprise	0.195
humanitarian	гуманитарлық	surprise	0.195
unfulfilled	орындалмады	surprise	0.195
precious	қымбат	surprise	0.195
obliging	міндетті түрде	surprise	0.188
singularly	жалғыз	surprise	0.188
foresee	алдын ала қарау	surprise	0.180
pray	дұға ет	surprise	0.180
graduation	бітіру	surprise	0.180
lovely	сүйкімді	surprise	0.180
sun	күн	surprise	0.172
art	өнер	surprise	0.172
mouth	ауыз	surprise	0.172
youth	жастар	surprise	0.172
thirst	шөлдеу	surprise	0.172
young	жас	surprise	0.164
goodness	жақсылық	surprise	0.164
overdue	мерзімі өткен	surprise	0.156
visor	сөре	surprise	0.156
practiced	практикалық	surprise	0.156
latent	жасырын	surprise	0.156
loyal	адал	surprise	0.148
expect	күтеді	surprise	0.148
destination	тағайындалған пункт	surprise	0.148
wireless	сымсыз	surprise	0.148
quote	дәйексөз	surprise	0.141
slush	сулану	surprise	0.141
infant	нәресте	surprise	0.141
cream	крем	surprise	0.141
playground	ойын алаңы	surprise	0.133
organization	ұйым	surprise	0.125
teach	үйрету	surprise	0.125
vote	дауыс	surprise	0.125
smile	Улыбка	surprise	0.117
weight	салмағы	surprise	0.117
dolphin	дельфин	surprise	0.117
sisterhood	мейірбике	surprise	0.109
cable	кабель	surprise	0.109
sunny	күн шуақты	surprise	0.102
steady	тұрақты	surprise	0.094
leisure	демалыс	surprise	0.086
peaceful	бейбітшілік	surprise	0.086
spa	СПА	surprise	0.086
tree	ағаш	surprise	0.078
picnic	пикник	surprise	0.078
worm	құрт	surprise	0.055
truthfulness	шыншылдық	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	сенімділік	trust	0.867
honest	адал	trust	0.844
honesty	адалдық	trust	0.844
honor	құрмет	trust	0.844
truth	шындық	trust	0.844
truthful	шыншыл	trust	0.836
trusting	сену	trust	0.836
brotherhood	бауырластық	trust	0.820
entrust	сеніп тапсырыңыз	trust	0.812
committed	жасалды	trust	0.805
integrity	тұтастық	trust	0.805
loyalty	адалдық	trust	0.805
honorable	құрметті	trust	0.805
credibility	сенімділік	trust	0.805
trust	сенімділік	trust	0.805
faithful	адал	trust	0.797
sincere	шынайы	trust	0.797
responsible	жауапты	trust	0.789
partnership	серіктестік	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	даналық	trust	0.789
oath	ант	trust	0.781
verification	тексеру	trust	0.781
vow	ант	trust	0.781
cooperative	кооператив	trust	0.781
respectable	құрметті	trust	0.773
credible	сенімділік	trust	0.773
hero	батыр	trust	0.773
sisterhood	мейірбике	trust	0.773
promise	уәде беріңіз	trust	0.773
verified	тексерілді	trust	0.773
qualified	білікті	trust	0.766
respected	құрметті	trust	0.766
authentication	аутентификация	trust	0.766
compassion	қайырымдылық	trust	0.759
reputable	беделді	trust	0.758
safekeeping	сақтау	trust	0.758
reliability	сенімділік	trust	0.758
moral	адамгершілік	trust	0.758
love	сүйіспеншілік	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	мақұлдау	trust	0.758
stable	тұрақты	trust	0.750
friend	дос	trust	0.750
genuine	шынайы	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	құзыреттілік	trust	0.750
loyal	адал	trust	0.750
ally	одақтас	trust	0.750
safeguard	қорғау	trust	0.750
companion	серігі	trust	0.750
advised	кеңес берді	trust	0.750
authentic	шынайы	trust	0.750
respect	құрмет	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	Бостандық	trust	0.742
proven	дәлелденген	trust	0.742
respects	құрметтейді	trust	0.742
faith	сенім	trust	0.742
wholesome	пайдалы	trust	0.742
heartfelt	шын жүректен	trust	0.734
unification	біріктіру	trust	0.734
protecting	қорғау	trust	0.734
reassurance	сенімділік	trust	0.734
admirable	таңғажайып	trust	0.734
trustee	қамқоршы	trust	0.734
supporter	жақтаушы	trust	0.734
confirmation	растау	trust	0.734
respectful	құрметпен	trust	0.734
alliance	альянс	trust	0.727
equality	теңдік	trust	0.727
friendship	достық	trust	0.727
agreement	келісім	trust	0.727
fact	факт	trust	0.727
confident	сенімді	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	сену	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	артықшылық	trust	0.727
credential	тіркелгі деректері	trust	0.727
closeness	жақындығы	trust	0.719
authenticate	аутентификация	trust	0.719
intelligence	ақыл	trust	0.719
virtue	ізгілік	trust	0.719
honored	құрметті	trust	0.719
virtuous	ізгі	trust	0.719
kindred	туыстық	trust	0.719
charitable	қайырымдылық	trust	0.711
dedication	арнау	trust	0.711
guarantee	кепілдік	trust	0.711
cooperation	ынтымақтастық	trust	0.711
creditable	қолдануға рұқсат етілген	trust	0.711
consistency	келісу	trust	0.711
allegiance	адалдық	trust	0.711
cooperating	ынтымақтастық	trust	0.711
straightforward	тікелей	trust	0.711
determination	анықтау	trust	0.711
justice	әділеттілік	trust	0.711
sanctuary	қасиетті орын	trust	0.703
nurture	тәрбиелеу	trust	0.703
innocent	жазықсыз	trust	0.703
admire	таң	trust	0.703
assurance	сенімділік	trust	0.703
morality	адамгершілік	trust	0.703
prepared	дайындалды	trust	0.703
friendliness	достық	trust	0.703
reliable	сенімді	trust	0.703
mentor	тәлімгер	trust	0.703
guardianship	қамқоршылық	trust	0.703
fulfilled	орындады	trust	0.703
reverence	құрметтеу	trust	0.703
proof	дәлелдеу	trust	0.703
admiration	таңырқау	trust	0.703
mother	анасы	trust	0.703
protected	қорғалған	trust	0.703
motherhood	ана болу	trust	0.703
marriage	неке	trust	0.695
skillful	епті	trust	0.695
indestructible	бұзылмайтын	trust	0.695
guardian	қамқоршы	trust	0.695
accountable	есеп беруші	trust	0.695
courage	батылдық	trust	0.695
bodyguard	күзетші	trust	0.695
agreeable	қолайлы	trust	0.695
scientist	ғалым	trust	0.695
allied	одақтас	trust	0.695
compassionate	мейірімді	trust	0.695
humanitarian	гуманитарлық	trust	0.695
approving	бекіту	trust	0.695
united	біріктірілген	trust	0.695
pact	пакт	trust	0.695
certified	сертификатталған	trust	0.695
morals	адамгершілік	trust	0.695
esteem	құрмет	trust	0.688
secure	қауіпсіз	trust	0.688
perfection	жетілдіру	trust	0.688
guidance	басшылық	trust	0.688
competent	құзыретті	trust	0.688
authenticity	шынайылық	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	әділетті	trust	0.688
humanity	адамзат	trust	0.688
solidity	беріктігі	trust	0.688
adviser	кеңесші	trust	0.688
pledge	кепіл	trust	0.688
believed	сенген	trust	0.688
understanding	түсіну	trust	0.688
monogamy	моногамия	trust	0.688
expertise	сараптама	trust	0.680
diplomatic	дипломатиялық қызмет	trust	0.680
confidential	құпия	trust	0.680
hope	үміт	trust	0.680
protector	қорғаушы	trust	0.680
agreeing	келіседі	trust	0.680
diligence	ынта	trust	0.680
official	ресми тұлға	trust	0.680
affirm	растайды	trust	0.680
indivisible	бөлінбейтін	trust	0.680
grandfather	атасы	trust	0.680
humble	кішіпейіл	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	адвокаттық қызмет	trust	0.680
elders	ақсақалдар	trust	0.680
goodness	жақсылық	trust	0.680
commendable	мақтауға лайық	trust	0.680
inspire	шабыттандырады	trust	0.680
approve	мақұлдау	trust	0.680
confide	сенімдімін	trust	0.680
professional	кәсіби	trust	0.680
familiarity	танысу	trust	0.680
leader	көшбасшы	trust	0.680
confirmed	расталды	trust	0.680
acceptance	қабылдау	trust	0.680
benevolence	қайырымдылық	trust	0.672
dignity	қадiр-қасиет	trust	0.672
harmoniously	үйлесімді	trust	0.672
mastery	шеберлік	trust	0.672
unwavering	күрделі	trust	0.672
accredited	аккредиттелген	trust	0.672
healing	емдеу	trust	0.672
encyclopedia	энциклопедия	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	қасиетті ету	trust	0.672
cohesive	үйлесімді	trust	0.672
covenant	келісім	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	мінсіз	trust	0.672
safe	қауіпсіз	trust	0.672
intelligent	ақылды	trust	0.672
merit	еңбегі	trust	0.664
impeccable	мінсіз	trust	0.664
affirmatively	оң жағынан	trust	0.664
spiritual	рухани	trust	0.664
advocate	адвокат	trust	0.664
team	командасы	trust	0.664
heroic	ерлік	trust	0.664
communicate	қарым-қатынас жасау	trust	0.664
disciple	шәкірт	trust	0.664
expert	сарапшы	trust	0.664
proficient	білікті	trust	0.664
specialist	маман	trust	0.664
ambassador	елші	trust	0.664
accept	қабылдау	trust	0.664
attestation	аттестация	trust	0.664
supporting	қолдау көрсету	trust	0.664
reliance	сенім	trust	0.664
authority	билік	trust	0.664
accountability	есеп берушілік	trust	0.664
guidebook	нұсқаулық	trust	0.664
fulfillment	орындау	trust	0.664
strengthening	нығайту	trust	0.661
familiar	таныс	trust	0.656
facts	фактілер	trust	0.656
achieve	жету	trust	0.656
warranty	кепілдік	trust	0.656
structure	құрылым	trust	0.656
steadfast	берік	trust	0.656
favorable	қолайлы	trust	0.656
counsel	кеңес	trust	0.656
relationship	қатынастар	trust	0.656
scientific	ғылыми	trust	0.656
gentleman	джентльмен	trust	0.656
strength	күші	trust	0.656
elder	ақсақал	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	қасиетті	trust	0.656
excellent	тамаша	trust	0.656
proficiency	біліктілігі	trust	0.656
constancy	тұрақтылық	trust	0.656
defended	қорғалды	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	сену	trust	0.648
heroism	ерлік	trust	0.648
peaceful	бейбітшілік	trust	0.648
competency	құзыреттілік	trust	0.648
assuredly	сөзсіз	trust	0.648
brother	ағасы	trust	0.648
counselor	кеңесші	trust	0.648
successful	табысты	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	қорғаныс	trust	0.648
saint	қасиетті	trust	0.648
harmony	үйлесім	trust	0.648
matrimony	ерлі-зайыптылық	trust	0.648
noble	асыл	trust	0.648
inspiration	шабыт	trust	0.648
academic	академиялық	trust	0.648
assist	көмек	trust	0.648
agreed	келісілді	trust	0.648
uphold	қолдау	trust	0.648
comrade	жолдас	trust	0.648
lovable	сүйкімді	trust	0.648
advisable	ұсынылады	trust	0.648
solidarity	ынтымақтастық	trust	0.648
worthy	лайықты	trust	0.643
durability	төзімділік	trust	0.641
coexist	өмір сүреді	trust	0.641
assure	кепілдік	trust	0.641
establish	орнату	trust	0.641
benefactor	қайырымдылық көмекшісі	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	жетекші	trust	0.641
loving	сүйетін	trust	0.641
teacher	мұғалім	trust	0.641
judiciary	сот жүйесі	trust	0.641
conscientious	адал	trust	0.641
confidence	сенім	trust	0.641
lawful	заңды	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	тағайындалды	trust	0.641
champion	чемпионы	trust	0.641
unity	бірлік	trust	0.641
legal	заңды	trust	0.641
kind	мейірімді	trust	0.641
credence	сенімділік	trust	0.641
real	нақты	trust	0.641
doctor	дәрігер	trust	0.641
intimate	жақын	trust	0.634
hopeful	үміттенемін	trust	0.633
fortitude	тұрақтылық	trust	0.633
physician	дәрігер	trust	0.633
brotherly	бауырластық	trust	0.633
aspiration	ұмтылу	trust	0.633
convincing	сенімді	trust	0.633
sanctification	қасиеттілік	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	құрмет	trust	0.633
courageous	батыл	trust	0.633
soundness	сенімділік	trust	0.633
legitimacy	заңдылық	trust	0.633
endorse	мақұлдау	trust	0.633
fidelity	сенімділік	trust	0.633
bless	батасын беріңіз	trust	0.633
judicial	сот	trust	0.633
important	маңызды	trust	0.633
saintly	қасиетті	trust	0.633
conscience	ар-ұждан	trust	0.633
therapeutic	терапиялық	trust	0.633
authorize	рұқсат ету	trust	0.633
devotional	адалдық	trust	0.633
practiced	практикалық	trust	0.633
backbone	Омыртқа	trust	0.633
approved	бекітілген	trust	0.633
evident	анық	trust	0.625
encourage	ынталандыру	trust	0.625
caretaker	қамқоршы	trust	0.625
regard	назар аударыңыз	trust	0.625
angel	періште	trust	0.625
engaged	айналысады	trust	0.625
blessing	баталар	trust	0.625
professorship	профессорлық құрам	trust	0.625
majestic	ұлы	trust	0.625
communication	байланыс	trust	0.625
purify	тазарту	trust	0.625
authorization	авторизациялау	trust	0.625
wonderful	тамаша	trust	0.625
achievement	жетістік	trust	0.625
fireman	өрт сөндіруші	trust	0.625
certify	куәландыру	trust	0.625
civilized	өркениетті	trust	0.625
profound	терең	trust	0.625
accurate	дәл	trust	0.625
assured	сендірді	trust	0.625
positivity	позитивтілік	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	жақсы	trust	0.617
absolution	абсолютті	trust	0.617
commend	мақтау	trust	0.617
cherish	бағалаңыз	trust	0.617
fundamental	іргелі	trust	0.617
advice	кеңес беру	trust	0.617
objective	мақсат	trust	0.617
optimism	оптимизм	trust	0.617
testament	өсиет	trust	0.617
qualities	қасиеттері	trust	0.617
haven	баспана	trust	0.617
heroine	кейіпкер	trust	0.617
constantly	тұрақты	trust	0.617
appreciation	алғыс	trust	0.617
triumphant	жеңімпаз	trust	0.617
accord	келісім	trust	0.617
reassure	сенімділік	trust	0.617
truce	тыныштық	trust	0.617
thoughtful	мұқият	trust	0.617
teach	үйрету	trust	0.617
god	Құдай	trust	0.617
corroborate	растайды	trust	0.617
believer	сенуші	trust	0.617
unimpeachable	қолайсыз	trust	0.617
surety	кепілдік	trust	0.617
attentive	мұқият	trust	0.617
gospel	Евангелие	trust	0.617
bedrock	негізі	trust	0.617
approvement	бекіту	trust	0.617
planning	жоспарлау	trust	0.617
rational	рационалды	trust	0.617
passionate	құмарлық	trust	0.617
happy	бақытты	trust	0.609
babysitter	күтушіні	trust	0.609
brilliant	тамаша	trust	0.609
praise	мақтау	trust	0.609
definitive	түпкілікті	trust	0.609
considerate	мұқият	trust	0.609
patron	патрон	trust	0.609
scripture	Киелі жазбалар	trust	0.609
heal	емдеу	trust	0.609
praiseworthy	мақтауға лайық	trust	0.609
steward	кемедегі жолсерік	trust	0.609
awareness	хабардар болу	trust	0.609
officer	офицер	trust	0.609
purification	тазарту	trust	0.609
excel	excel	trust	0.609
civilization	өркениет	trust	0.609
liking	ұнату	trust	0.609
comfort	жайлылық	trust	0.609
magnificence	әдемілік	trust	0.609
notary	нотариустар	trust	0.609
progression	прогресс	trust	0.609
mediator	медиатор	trust	0.609
blessings	баталар	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	ұсыну	trust	0.609
brave	батыл	trust	0.602
experienced	тәжірибелі	trust	0.602
steady	тұрақты	trust	0.602
enlightenment	ағарту	trust	0.602
brighten	ағарту	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	орындаңыз	trust	0.602
witness	куәгер	trust	0.602
humility	кішіпейілділік	trust	0.602
sympathetic	симпатикалық	trust	0.602
helpful	пайдалы	trust	0.602
symmetry	симметрия	trust	0.602
unquestionable	талассыз	trust	0.602
peace	бейбітшілік	trust	0.602
transcendence	трансцендентность	trust	0.602
serenity	тыныштық	trust	0.602
embrace	қамту	trust	0.602
inspired	шабыт берді	trust	0.602
mainstay	негізгі	trust	0.602
unconditional	сөзсіз	trust	0.602
guarded	қорғалған	trust	0.602
identify	анықтау	trust	0.602
marry	үйлену	trust	0.594
grant	грант	trust	0.594
depend	байланысты	trust	0.594
complimentary	тегін	trust	0.594
spouse	жұбайым	trust	0.594
tranquility	тыныштық	trust	0.594
vigilant	сергек	trust	0.594
ministry	министрлік	trust	0.594
fairly	әділетті	trust	0.594
philanthropic	қайырымдылық	trust	0.594
openly	ашық	trust	0.594
generous	жомарт	trust	0.594
strengthen	нығайту	trust	0.594
gratitude	алғыс	trust	0.594
befriend	достар	trust	0.594
substantiate	дәлелдеу	trust	0.594
praised	мақтады	trust	0.594
admiral	адмирал	trust	0.594
regent	регент	trust	0.594
sage	шалфей	trust	0.594
assessment	бағалау	trust	0.594
enlighten	ағарту	trust	0.594
eminence	әйгілі	trust	0.594
commendation	мақтау	trust	0.594
efficient	нәтижелі	trust	0.594
nurse	мейірбике	trust	0.594
visionary	көрермен	trust	0.594
generosity	жомарттық	trust	0.594
vigilance	қырағы	trust	0.594
endowment	қайырымдылық	trust	0.594
council	кеңес	trust	0.594
sweetheart	сүйкімділік	trust	0.589
attest	куәландыру	trust	0.586
prestige	беделді	trust	0.586
serene	тыныш	trust	0.586
unfailing	ұмытылмас	trust	0.586
testimony	куәгерлік	trust	0.586
checklist	бақылау тізімі	trust	0.586
inheritance	мұрагерлік	trust	0.586
monk	монах	trust	0.586
godly	Құдайға ұнамды	trust	0.586
compliance	сәйкестік	trust	0.586
rooted	тамыры	trust	0.586
constitutional	конституциялық	trust	0.586
conservation	сақтау	trust	0.586
bylaw	заң	trust	0.586
helper	көмекші	trust	0.586
joyful	қуанышты	trust	0.586
collectively	ұжымдық түрде	trust	0.586
meritorious	лайықты	trust	0.586
acclaim	мақтану	trust	0.586
diplomacy	дипломатия	trust	0.586
educational	білім беру	trust	0.586
husbandry	шаруа қожалықтары	trust	0.586
share	үлесі	trust	0.586
enjoying	ләззат алу	trust	0.586
firmness	қаттылық	trust	0.586
convince	сендіру	trust	0.586
designation	тағайындау	trust	0.586
tribe	тайпа	trust	0.586
victory	жеңіс	trust	0.586
magnificent	керемет	trust	0.586
lovely	сүйкімді	trust	0.586
seniority	еңбек өтілі	trust	0.586
angelic	періште	trust	0.586
ambition	амбиция	trust	0.586
father	әке	trust	0.586
mate	жұбайы	trust	0.586
sobriety	ымырасыздық	trust	0.586
revere	ренжіту	trust	0.586
delegate	делегат	trust	0.586
navigator	навигатор	trust	0.578
watchdog	бақылаушы	trust	0.578
obey	мойынсұну	trust	0.578
cheerfulness	көңілділік	trust	0.578
inviting	шақыру	trust	0.578
judge	судья	trust	0.578
irrefutable	қайтарымсыз	trust	0.578
philanthropist	қайырымдылық көмекшісі	trust	0.578
careful	абай болыңыз	trust	0.578
communion	қарым-қатынас	trust	0.578
coexisting	бар	trust	0.578
impartiality	бейтараптық	trust	0.578
unquestioned	сұраныссыз	trust	0.578
upright	тік	trust	0.578
authoritative	беделді	trust	0.578
structural	құрылымдық	trust	0.578
convinced	сендірді	trust	0.578
smile	Улыбка	trust	0.578
commandant	комендант	trust	0.578
dutiful	ұқыпты	trust	0.578
shelter	баспана	trust	0.578
revival	жаңғырту	trust	0.578
professor	профессор	trust	0.578
adore	сүйетін	trust	0.578
legalized	заңдастырылған	trust	0.578
punctual	ұқыптылық	trust	0.570
counsellor	кеңесші	trust	0.570
complement	қосымша	trust	0.570
corroboration	растау	trust	0.570
immaculate	мінсіз	trust	0.570
relative	салыстырмалы	trust	0.570
apostle	Елші	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	қосылым	trust	0.570
insure	сақтандыру	trust	0.570
plausible	ақылға қонымды	trust	0.570
consult	кеңес алыңыз	trust	0.570
modest	қарапайым	trust	0.570
measured	өлшенген	trust	0.570
pilot	ұшқыш	trust	0.570
collaborator	серіктес	trust	0.570
advise	кеңес беріңіз	trust	0.570
cuddle	қылқалам	trust	0.570
ordinance	жарлық	trust	0.570
compass	компас	trust	0.570
guide	нұсқаулық	trust	0.570
everlasting	мәңгі	trust	0.570
adhering	ұстану	trust	0.570
determinate	анықтаңыз	trust	0.570
heavenly	аспанға	trust	0.570
principal	бастығы	trust	0.570
abundance	молшылық	trust	0.570
matron	матрица	trust	0.570
unequivocal	нақты емес	trust	0.570
volunteers	еріктілер	trust	0.570
pedigree	асыл тұқымды	trust	0.570
unquestionably	сөзсіз	trust	0.570
pertinent	орынды	trust	0.562
devout	Діншіл	trust	0.562
curable	емдік	trust	0.562
insight	түсінік	trust	0.562
congregation	қауым	trust	0.562
admit	мойындау	trust	0.562
pleasant	жағымды	trust	0.562
vigorous	жігерлі	trust	0.562
fort	Форт	trust	0.562
remarkable	керемет	trust	0.562
content	мазмұны	trust	0.562
spotless	мінсіз	trust	0.562
uplift	көтерілу	trust	0.562
compensate	өтемақы	trust	0.562
lovemaking	сүйкімділік	trust	0.562
jury	қазылар алқасы	trust	0.562
jurist	заңгер	trust	0.562
soothing	тыныштандыру	trust	0.562
ordination	үйлестіру	trust	0.562
cohesion	біріктіру	trust	0.562
frankness	ашықтық	trust	0.562
strong	күшті	trust	0.562
miracle	ғажайып	trust	0.562
concordance	келісу	trust	0.562
applaud	алақайлап	trust	0.562
prize	жүлде	trust	0.562
apostolic	апостольдық	trust	0.562
succeeding	табысты	trust	0.562
vitality	тірі	trust	0.562
treasurer	қазынашысы	trust	0.562
save	сақтау	trust	0.562
earn	табыңыз	trust	0.562
midwife	акушер	trust	0.555
discretion	қалауы	trust	0.555
worship	ғибадат	trust	0.555
constant	тұрақты	trust	0.555
foresight	форсайт	trust	0.555
vote	дауыс	trust	0.555
cultivate	өсіру	trust	0.555
impartial	бейтарап	trust	0.555
illumination	жарықтандыру	trust	0.555
ambulance	жедел жәрдем	trust	0.555
privacy	құпиялылық	trust	0.555
succeed	сәттілік	trust	0.555
providing	қамтамасыз ету	trust	0.555
veteran	ардагер	trust	0.555
patience	шыдамдылық	trust	0.555
prophet	пайғамбар	trust	0.555
coach	жаттықтырушы	trust	0.555
intuition	түйсігі	trust	0.555
reconciliation	салыстырып тексеру	trust	0.555
defender	қорғаушы	trust	0.555
coalesce	бірігу	trust	0.555
mediate	делдалдық	trust	0.555
precedence	басымдық	trust	0.555
congruence	үйлесімділік	trust	0.555
buddy	дос	trust	0.555
reunion	қайта қосылу	trust	0.555
restorative	қалпына келтіру	trust	0.555
destined	тағайындалған	trust	0.555
physicist	физик	trust	0.555
influential	ықпалды	trust	0.555
exalt	көрнекті	trust	0.555
greatness	ұлылық	trust	0.555
inclusion	қосу	trust	0.555
auditor	аудитор	trust	0.555
meditate	медитация	trust	0.555
betrothed	нақышталған	trust	0.555
proud	мақтаныш	trust	0.547
provide	қамтамасыз ету	trust	0.547
conciliation	келісу	trust	0.547
ancestral	бабаларымыз	trust	0.547
liberty	еркіндік	trust	0.547
durable	берік	trust	0.547
impenetrable	Өтпейтін	trust	0.547
prudent	ақылды	trust	0.547
invocation	шақыру	trust	0.547
engaging	тарту	trust	0.547
statement	өтініш	trust	0.547
rejoice	қуанамыз	trust	0.547
cheer	көңіл көтеру	trust	0.547
eyewitness	куәгер	trust	0.547
prevalent	кең таралған	trust	0.547
securities	бағалы қағаздар	trust	0.547
friendly	достық	trust	0.547
salvation	құтқару	trust	0.547
independence	тәуелсіздік	trust	0.547
govern	басқару	trust	0.547
forgive	кешіріңіз	trust	0.547
commanding	бұйрық	trust	0.547
convent	монастырь	trust	0.547
reinforcement	нығайту	trust	0.547
law	заң	trust	0.547
registry	тізілім	trust	0.547
temperate	қалыпты	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	дайындығы	trust	0.547
heritage	мұра	trust	0.547
chronicle	жазба	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ансамбль	trust	0.539
institute	институт	trust	0.539
applause	шапалақ	trust	0.539
architecture	сәулет	trust	0.539
obvious	анық	trust	0.539
recovery	қалпына келтіру	trust	0.539
inimitable	қайталанбас	trust	0.539
relevant	маңызды	trust	0.539
responsive	жауапты	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	нұсқаулар	trust	0.539
define	анықтаңыз	trust	0.539
delightful	ғажайып	trust	0.539
antidote	антидот	trust	0.539
admitting	мойындау	trust	0.539
psalms	Забур жырлары	trust	0.539
stamina	төзімділік	trust	0.539
majority	көпшілік	trust	0.539
inoculation	инокуляция	trust	0.539
perfect	мінсіз	trust	0.539
obedience	мойынсұнушылық	trust	0.539
memorable	есте қаларлық	trust	0.539
chastity	тазалық	trust	0.539
proctor	прокорье	trust	0.539
