word	Latin-la	emotion	emotion-intensity-score
bonus	bonus	surprise	0.586
deceit	dolo	surprise	0.586
wild	ferox	surprise	0.586
pitfall	laqueus	surprise	0.586
wondrous	mirabilem praedicamus	surprise	0.586
uncanny	saltim de infausto	surprise	0.586
electric	electrica	surprise	0.578
oddity	MONSTRUM	surprise	0.578
death	mortem	surprise	0.578
jubilant	jubilant	surprise	0.578
godsend	munere amplecteretur	surprise	0.578
stagger	vacillate;	surprise	0.578
raving	insani	surprise	0.578
rejoicing	gaudens	surprise	0.578
premature	maturam	surprise	0.578
fluke	unco dente	surprise	0.578
bizarre	prodigiosum	surprise	0.578
revenge	vindicta	surprise	0.570
dynamic	dynamic	surprise	0.570
dismay	angustia	surprise	0.570
ecstatic	supermentales excessus	surprise	0.562
fascinate	fascinare	surprise	0.562
uncover	revelabis	surprise	0.562
jerk	inprobus	surprise	0.562
reward	praemium	surprise	0.562
nefarious	nefariam	surprise	0.562
reappear	prius incoepit claritas	surprise	0.562
whim	arbitrium	surprise	0.555
conjure	sie	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	RIDICULUS	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	illustrant	surprise	0.547
rescue	liberandum	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	victorem	surprise	0.547
heroism	fortitudinem patrare	surprise	0.547
rarity	haut promptis	surprise	0.547
ejaculation	ejaculation	surprise	0.547
daze	stupet	surprise	0.547
unbridled	infreni cingunt	surprise	0.547
thwart	Resistes	surprise	0.547
treason	coniurationis	surprise	0.539
punch	ferrum	surprise	0.539
insult	contumeliae	surprise	0.539
lunge	ICTUS	surprise	0.539
illusion	procidat deceptionem	surprise	0.539
lucky	felix	surprise	0.539
interrupt	adicias loqui	surprise	0.539
cheer	animaequiores	surprise	0.539
celebration	celebrationem	surprise	0.539
violation	contra	surprise	0.539
marvel	mirabile dictu	surprise	0.539
sensation	sensus	surprise	0.531
fearfully	cogitât	surprise	0.531
concealed	celantur	surprise	0.531
banger	banger	surprise	0.531
affront	enim contumeliam sustinuerant	surprise	0.531
snag	SURCULUS	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	quorundam	surprise	0.523
wonder	miror	surprise	0.523
immediacy	immediatio	surprise	0.523
undiscovered	invisus,	surprise	0.523
abandonment	deditio	surprise	0.523
rejoice	exsultate	surprise	0.523
improvise	Vestibulum	surprise	0.523
majestic	sublimis	surprise	0.523
scorpion	scorpionem	surprise	0.523
victimized	pertulit	surprise	0.523
liberate	liberate	surprise	0.523
yelp	seruasse	surprise	0.516
stealthily	inopinato	surprise	0.516
tickle	titillationem	surprise	0.516
chance	forte	surprise	0.516
howl	ululate	surprise	0.516
swerve	humanitátis offícii constántiam	surprise	0.508
reflex	reflexo	surprise	0.508
rave	flexanima	surprise	0.508
pop	pop	surprise	0.508
luck	fortuna	surprise	0.508
magnificent	magnifico	surprise	0.508
transcendence	denegatio trascendentium,	surprise	0.508
garish	garish	surprise	0.508
unintentionally	nescius	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	infrequens	surprise	0.500
marvelous	mirandum	surprise	0.500
heroic	heroico metro	surprise	0.500
remarkable	praeclarum	surprise	0.500
fainting	Confer medelam	surprise	0.500
slayer	interfectorem	surprise	0.500
erotic	venereae	surprise	0.500
enliven	inflamment acumina	surprise	0.500
alertness	posset decipi	surprise	0.500
misbehavior	uocatur,	surprise	0.500
embarrassment	pudore dormiret	surprise	0.500
diversion	distinendae	surprise	0.500
unutterable	infandum	surprise	0.492
nab	nab	surprise	0.492
camouflage	caveatis Porcina	surprise	0.492
trump	tuba	surprise	0.492
decoy	redintegrentur	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimaeram	surprise	0.492
infarct	infarct	surprise	0.492
birthday	natalem	surprise	0.492
greatness	magnitudo	surprise	0.492
zeal	studium	surprise	0.484
prick	idest	surprise	0.484
magician	magi	surprise	0.484
underestimate	MINORIS AESTIMO	surprise	0.484
horde	turba	surprise	0.484
fanfare	ambitione	surprise	0.484
inexpressible	inexpressibilibus,	surprise	0.484
daemon	daemon	surprise	0.484
variable	variabilis	surprise	0.484
curiosity	curiositas	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	non caute custoditam	surprise	0.477
chicane	chicane	surprise	0.477
fortune	fortunae	surprise	0.477
sneeze	sternumenta	surprise	0.477
illumination	illustratio	surprise	0.477
incident	incident	surprise	0.477
dreadfully	horrende	surprise	0.477
strange	novis	surprise	0.477
subversive	dissol vendae	surprise	0.477
reversal	transuerso	surprise	0.469
prowl	pontumque moueri	surprise	0.469
rapid	celeri	surprise	0.469
leery	CATUS	surprise	0.469
wizard	nec divinos	surprise	0.469
coincidence	accidit	surprise	0.461
hilarious	hilares	surprise	0.461
divergent	divergent	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	intermissum	surprise	0.461
slip	praetermisissent	surprise	0.461
wonderful	mirum	surprise	0.453
hoax	dolus	surprise	0.453
winning	winning	surprise	0.453
overestimate	overestimate	surprise	0.453
confession	confessio	surprise	0.453
ordeal	iudicio	surprise	0.453
evanescence	evanescentiam	surprise	0.453
merriment	Merlucius bilinearis	surprise	0.453
raffle	raffle	surprise	0.453
stound	stound	surprise	0.445
laughter	risus	surprise	0.445
enthusiast	FANATICUS	surprise	0.445
splendid	praeclarum	surprise	0.445
feat	Natus	surprise	0.445
perchance	An forte	surprise	0.445
excel	Excel	surprise	0.445
gambling	alea	surprise	0.445
unintentional	imprudentia	surprise	0.438
brighten	Clara serenatis	surprise	0.438
changeable	variabilis	surprise	0.438
rapt	illustrare dignatus	surprise	0.438
unique	unique	surprise	0.438
splendor	claritate	surprise	0.438
senseless	juméntis insipiéntibus	surprise	0.438
gift	donum	surprise	0.430
fascination	fascinatio	surprise	0.430
trepidation	trepidatio	surprise	0.430
stealthy	furtim,	surprise	0.430
fiesta	Fusce ut	surprise	0.430
delighted	laetus	surprise	0.430
lawsuit	iudicium	surprise	0.430
intrigue	fraudulentia	surprise	0.430
quicksilver	argentum vivum,	surprise	0.422
originality	Novitatis	surprise	0.422
riddle	problema	surprise	0.422
judgment	judicium	surprise	0.422
enchant	fascinare	surprise	0.422
stealth	praetendi taedas	surprise	0.422
veracity	veritate	surprise	0.414
elusive	praeda fugacior	surprise	0.414
perjury	peierantibus fingantur	surprise	0.414
spirits	spirituum	surprise	0.414
liberation	liberation	surprise	0.414
illegitimate	illegitimus	surprise	0.414
syncope	syncope	surprise	0.414
experiment	experimentum	surprise	0.414
gambler	et aleo,	surprise	0.406
eager	cupidi	surprise	0.406
inspired	divinitus inspirata	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	laude	surprise	0.406
allure	potes blandire;	surprise	0.406
parade	agnitio vultus	surprise	0.406
princely	princeps	surprise	0.398
divorce	repudium	surprise	0.398
guess	coniecto	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	secreto	surprise	0.398
aspiration	aspiratio	surprise	0.391
peri	peri	surprise	0.391
cheerful	hilari	surprise	0.391
hermaphrodite	semimarem duodecim	surprise	0.391
supremacy	imperium	surprise	0.391
incontinence	continentiae	surprise	0.391
inheritance	hæreditatem	surprise	0.383
score	score	surprise	0.383
lose	perdet	surprise	0.383
crowning	quondam coronatam	surprise	0.383
buck	hircum	surprise	0.383
praiseworthy	laude	surprise	0.383
cadaver	diri cadaueris fabricatam	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	HAUSTUS	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	ludit	surprise	0.375
mystic	mysticis	surprise	0.375
succeed	succedant	surprise	0.375
advance	proficiscentur	surprise	0.375
sparkle	coruscent	surprise	0.367
hope	spero	surprise	0.367
joker	scurra	surprise	0.367
sensual	sensuale	surprise	0.367
excavation	EXCAVATIO	surprise	0.367
feeling	sensum	surprise	0.359
entertainment	entertainment	surprise	0.359
clown	Corydon	surprise	0.352
newcomer	advena	surprise	0.352
modify	modify	surprise	0.352
award	award	surprise	0.352
blessings	beneficia	surprise	0.352
postponement	differri	surprise	0.352
obit	nocte precedente diem obitus	surprise	0.352
celebrity	celebritas	surprise	0.344
hero	heros	surprise	0.344
start	initium	surprise	0.344
wonderfully	mirum in modum	surprise	0.344
highest	summa	surprise	0.344
proficiency	progressus sum	surprise	0.344
glorify	glorificamus	surprise	0.344
unbeaten	invictus	surprise	0.336
memorable	memorandum	surprise	0.336
sanctify	sanctificate	surprise	0.336
rekindle	Illum cupimus	surprise	0.336
optimism	in optimam partem interpretantes	surprise	0.336
warned	monuit	surprise	0.336
prodigious	monstra	surprise	0.336
dissolution	resolutionis	surprise	0.336
grin	RICTUM	surprise	0.336
admiration	quaestus	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	praesenti	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	angelus	surprise	0.320
examination	examen	surprise	0.320
catch	capturam	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	LUDO	surprise	0.312
puma	pausa	surprise	0.312
liberty	libertatem	surprise	0.312
kiss	basium	surprise	0.312
embrace	embrace	surprise	0.312
occasional	occasionales	surprise	0.312
treat	tractare,	surprise	0.312
saint	sanctus	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	emittitur	surprise	0.312
perfection	perfectum	surprise	0.305
generosity	beneficentia	surprise	0.305
gratify	perficietis	surprise	0.305
saintly	sanctus	surprise	0.305
sally	eruptio	surprise	0.305
polarity	verticitatem	surprise	0.297
finally	tandem	surprise	0.297
differently	aliter	surprise	0.297
palpable	ducit	surprise	0.297
warn	moneo	surprise	0.297
ceremony	ceremonia	surprise	0.297
larger	maior	surprise	0.297
favorable	aequo	surprise	0.297
romance	romance	surprise	0.289
medal	numisma	surprise	0.289
inviting	invitant	surprise	0.289
greeting	salutem	surprise	0.289
candid	aequus	surprise	0.281
resignation	Renuntiatio	surprise	0.281
trip	iter	surprise	0.281
accolade	accolade	surprise	0.281
labor	laborem	surprise	0.281
stare	conspiciunt	surprise	0.273
glimmer	lUMEN	surprise	0.266
invite	invite	surprise	0.266
somatic	Vicia narbonensis	surprise	0.266
admire	admiror	surprise	0.266
immerse	baptizabit	surprise	0.266
festival	festival	surprise	0.266
mimicry	imitationis	surprise	0.266
compensate	crudelitas redundat	surprise	0.266
insolvency	insolvency	surprise	0.266
playful	lasciva	surprise	0.266
complement	complement	surprise	0.258
receiving	accipientes	surprise	0.258
hypothesis	hypothesi	surprise	0.258
laugh	risu	surprise	0.258
chuckle	CACHINNO	surprise	0.258
honeymoon	honeymoon	surprise	0.250
marry	nubere	surprise	0.242
independence	libertatem	surprise	0.242
opera	opera	surprise	0.242
pleasant	iucundum	surprise	0.242
rhythmical	numerosa videbitur	surprise	0.234
assessment	census	surprise	0.234
hopeful	cum spe,	surprise	0.234
trophy	tropaeis funebribus	surprise	0.234
holiness	sanctus	surprise	0.234
chant	cantus	surprise	0.234
leave	relinquo	surprise	0.234
procession	processionis	surprise	0.227
placard	tabula	surprise	0.227
deal	multum	surprise	0.227
cherish	foveam	surprise	0.219
good	bonum	surprise	0.219
shopping	shopping	surprise	0.219
musical	musicis	surprise	0.219
shell	testa	surprise	0.211
dawn	aurora	surprise	0.211
simplify	simpliciorem reddere	surprise	0.211
purity	pudicitiam	surprise	0.203
nullify	rescindentes	surprise	0.203
money	pecunia	surprise	0.203
sweet	dulcis	surprise	0.203
morals	moribus	surprise	0.203
synchronize	synchronize	surprise	0.195
preservative	medicamentum	surprise	0.195
humanitarian	humanitariae	surprise	0.195
unfulfilled	parum	surprise	0.195
precious	pretiosum,	surprise	0.195
obliging	commode scripta	surprise	0.188
singularly	insigniter	surprise	0.188
foresee	euentura prouidere	surprise	0.180
pray	tandem	surprise	0.180
graduation	graduatio	surprise	0.180
lovely	amabilia	surprise	0.180
sun	solis	surprise	0.172
art	artem	surprise	0.172
mouth	os	surprise	0.172
youth	puer	surprise	0.172
thirst	sitis	surprise	0.172
young	iuvenis	surprise	0.164
goodness	bonitatem	surprise	0.164
overdue	indulgendo inveterascere	surprise	0.156
visor	BUCCULA	surprise	0.156
practiced	exercitati	surprise	0.156
latent	latentis	surprise	0.156
loyal	loyal	surprise	0.148
expect	expecto	surprise	0.148
destination	destination	surprise	0.148
wireless	wireless	surprise	0.148
quote	quote	surprise	0.141
slush	slush	surprise	0.141
infant	infans	surprise	0.141
cream	crepito	surprise	0.141
playground	oculis capti fodere cubilia	surprise	0.133
organization	organization	surprise	0.125
teach	docere	surprise	0.125
vote	suffragium	surprise	0.125
smile	risus	surprise	0.117
weight	pondus	surprise	0.117
dolphin	scrutantem delphina uident	surprise	0.117
sisterhood	et sorores,	surprise	0.109
cable	funem	surprise	0.109
sunny	serenum	surprise	0.102
steady	stabilis	surprise	0.094
leisure	otium	surprise	0.086
peaceful	pacificae	surprise	0.086
spa	Spa	surprise	0.086
tree	Arbor	surprise	0.078
picnic	picnic	surprise	0.078
worm	ubi vermis	surprise	0.055
truthfulness	veritatisque commeritus	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	ut sim fidelis	trust	0.867
honest	honestus	trust	0.844
honesty	probitatis	trust	0.844
honor	honoris	trust	0.844
truth	veritas	trust	0.844
truthful	veridicus	trust	0.836
trusting	habentes fiduciam	trust	0.836
brotherhood	fraternitati fieri	trust	0.820
entrust	commendent	trust	0.812
committed	operatus	trust	0.805
integrity	integritas	trust	0.805
loyalty	fide	trust	0.805
honorable	honesta	trust	0.805
credibility	utrum,	trust	0.805
trust	fiducia	trust	0.805
faithful	fidelium	trust	0.797
sincere	commonitione sinceram	trust	0.797
responsible	author	trust	0.789
partnership	societate	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	sapientiae	trust	0.789
oath	juramento	trust	0.781
verification	verificationem	trust	0.781
vow	votum vovit	trust	0.781
cooperative	multaque	trust	0.781
respectable	honesto	trust	0.773
credible	credibília	trust	0.773
hero	heros	trust	0.773
sisterhood	et sorores,	trust	0.773
promise	promissum	trust	0.773
verified	verificatur	trust	0.773
qualified	qualified	trust	0.766
respected	probabat	trust	0.766
authentication	authenticas	trust	0.766
compassion	misericordia	trust	0.759
reputable	honestum	trust	0.758
safekeeping	mecumque servaberis	trust	0.758
reliability	reliability	trust	0.758
moral	moralis	trust	0.758
love	amare	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	approbatione	trust	0.758
stable	firmum	trust	0.750
friend	amica	trust	0.750
genuine	genuina	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	competentiae	trust	0.750
loyal	loyal	trust	0.750
ally	socius	trust	0.750
safeguard	custodi	trust	0.750
companion	particeps	trust	0.750
advised	consilium	trust	0.750
authentic	authentica	trust	0.750
respect	quantum	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	libertas	trust	0.742
proven	proven	trust	0.742
respects	rebus	trust	0.742
faith	fidem	trust	0.742
wholesome	sanatae	trust	0.742
heartfelt	ex animo	trust	0.734
unification	coniunctionis	trust	0.734
protecting	protegens	trust	0.734
reassurance	Octavius ​​missus	trust	0.734
admirable	admirábile	trust	0.734
trustee	trustee	trust	0.734
supporter	susceptor	trust	0.734
confirmation	confirmationis	trust	0.734
respectful	honestum	trust	0.734
alliance	alliance	trust	0.727
equality	aequalitatem	trust	0.727
friendship	amicitia	trust	0.727
agreement	pactum	trust	0.727
fact	quod	trust	0.727
confident	audentes	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	credentes	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	uirtus	trust	0.727
credential	MANDATUM	trust	0.727
closeness	propinquitatis Nostrae indicia perveniant	trust	0.719
authenticate	signo authenticitatis incisionem	trust	0.719
intelligence	intelligentia,	trust	0.719
virtue	virtus	trust	0.719
honored	honored	trust	0.719
virtuous	honestum	trust	0.719
kindred	eroque tecum	trust	0.719
charitable	associationes caritativae	trust	0.711
dedication	dedication	trust	0.711
guarantee	vinculum	trust	0.711
cooperation	cooperante	trust	0.711
creditable	honeste	trust	0.711
consistency	consistency	trust	0.711
allegiance	fidelitatis	trust	0.711
cooperating	operam	trust	0.711
straightforward	straightforward	trust	0.711
determination	arbitrium	trust	0.711
justice	iustitia	trust	0.711
sanctuary	sanctum	trust	0.703
nurture	educate	trust	0.703
innocent	innocentes	trust	0.703
admire	admiror	trust	0.703
assurance	susciperent veritatem	trust	0.703
morality	moribus	trust	0.703
prepared	paratus	trust	0.703
friendliness	benivolentia	trust	0.703
reliable	reliable	trust	0.703
mentor	oraculi	trust	0.703
guardianship	custodiam deputentur	trust	0.703
fulfilled	adimpletur	trust	0.703
reverence	reverentia	trust	0.703
proof	probationem	trust	0.703
admiration	quaestus	trust	0.703
mother	mater	trust	0.703
protected	protected	trust	0.703
motherhood	Lucinam iustosque	trust	0.703
marriage	matrimonium	trust	0.695
skillful	valde sapiens	trust	0.695
indestructible	Physicorum	trust	0.695
guardian	custos	trust	0.695
accountable	accountable	trust	0.695
courage	animo	trust	0.695
bodyguard	corporis custodes	trust	0.695
agreeable	gratus	trust	0.695
scientist	physicus	trust	0.695
allied	socia agmina	trust	0.695
compassionate	miserator,	trust	0.695
humanitarian	humanitariae	trust	0.695
approving	probaverunt,	trust	0.695
united	united	trust	0.695
pact	foedus	trust	0.695
certified	certified	trust	0.695
morals	moribus	trust	0.695
esteem	arbitrantes,	trust	0.688
secure	secure	trust	0.688
perfection	perfectum	trust	0.688
guidance	ductu	trust	0.688
competent	competentis	trust	0.688
authenticity	authenticitate	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	stimulabat iusta	trust	0.688
humanity	humanity	trust	0.688
solidity	solidum mentiebatur,	trust	0.688
adviser	auctor	trust	0.688
pledge	pignus	trust	0.688
believed	crediderunt	trust	0.688
understanding	intellectus	trust	0.688
monogamy	monogamia	trust	0.688
expertise	expertise	trust	0.680
diplomatic	legatorum	trust	0.680
confidential	de secreto	trust	0.680
hope	spero	trust	0.680
protector	protector	trust	0.680
agreeing	annuens,	trust	0.680
diligence	diligentia	trust	0.680
official	officialis	trust	0.680
affirm	dicere	trust	0.680
indivisible	individua	trust	0.680
grandfather	avus	trust	0.680
humble	humilem	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	patrocínio assequámur	trust	0.680
elders	seniores	trust	0.680
goodness	bonitatem	trust	0.680
commendable	laude	trust	0.680
inspire	inspire	trust	0.680
approve	probant	trust	0.680
confide	maxima fortitudo	trust	0.680
professional	professional	trust	0.680
familiarity	consuetudinem	trust	0.680
leader	princeps	trust	0.680
confirmed	confirmatus	trust	0.680
acceptance	acceptatio	trust	0.680
benevolence	benevolentiam	trust	0.672
dignity	dignitate	trust	0.672
harmoniously	repetito concordem	trust	0.672
mastery	magisterium	trust	0.672
unwavering	aequali tenore	trust	0.672
accredited	fidelis	trust	0.672
healing	sanitatem	trust	0.672
encyclopedia	Vicipaedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	sanctificate	trust	0.672
cohesive	haerentia	trust	0.672
covenant	sacramentum	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	querella	trust	0.672
safe	tutum	trust	0.672
intelligent	intelligentes	trust	0.672
merit	merito	trust	0.664
impeccable	impeccabilem	trust	0.664
affirmatively	affirmationem	trust	0.664
spiritual	spiritualis	trust	0.664
advocate	advocatus	trust	0.664
team	bigas	trust	0.664
heroic	heroico metro	trust	0.664
communicate	communicare	trust	0.664
disciple	discipulus	trust	0.664
expert	peritum	trust	0.664
proficient	Periti	trust	0.664
specialist	specialist	trust	0.664
ambassador	legatum	trust	0.664
accept	accipit	trust	0.664
attestation	testimonium	trust	0.664
supporting	supporting	trust	0.664
reliance	fiducia	trust	0.664
authority	auctoritatis	trust	0.664
accountability	accountability	trust	0.664
guidebook	philosophica	trust	0.664
fulfillment	plenitudo	trust	0.664
strengthening	confirmatione	trust	0.661
familiar	nota	trust	0.656
facts	veritates	trust	0.656
achieve	consequi	trust	0.656
warranty	warantizatio	trust	0.656
structure	structure	trust	0.656
steadfast	firmum retineamus	trust	0.656
favorable	aequo	trust	0.656
counsel	consilium	trust	0.656
relationship	necessitudo	trust	0.656
scientific	scientific	trust	0.656
gentleman	virum	trust	0.656
strength	viribus	trust	0.656
elder	seniorem	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	sanctus	trust	0.656
excellent	praeclarus	trust	0.656
proficiency	progressus sum	trust	0.656
constancy	constantiam	trust	0.656
defended	defendebant	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	rely	trust	0.648
heroism	fortitudinem patrare	trust	0.648
peaceful	pacificae	trust	0.648
competency	competentis	trust	0.648
assuredly	amen	trust	0.648
brother	frater	trust	0.648
counselor	consilium	trust	0.648
successful	felix	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	tutela	trust	0.648
saint	sanctus	trust	0.648
harmony	concordia	trust	0.648
matrimony	matrimonium	trust	0.648
noble	nobilis	trust	0.648
inspiration	inspirante,	trust	0.648
academic	academic	trust	0.648
assist	adiuvaret	trust	0.648
agreed	constat	trust	0.648
uphold	suscipiam eum	trust	0.648
comrade	socius	trust	0.648
lovable	amabilis esto	trust	0.648
advisable	opportunum videatur	trust	0.648
solidarity	coniunctionis	trust	0.648
worthy	digna	trust	0.643
durability	habere	trust	0.641
coexist	eodem	trust	0.641
assure	amen amen dico	trust	0.641
establish	statuere	trust	0.641
benefactor	benefactori	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	ducit	trust	0.641
loving	amandi	trust	0.641
teacher	magister	trust	0.641
judiciary	civilibus	trust	0.641
conscientious	conscientious	trust	0.641
confidence	fiduciam	trust	0.641
lawful	licent	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordinavit	trust	0.641
champion	champion	trust	0.641
unity	unitatis	trust	0.641
legal	iuris	trust	0.641
kind	genus	trust	0.641
credence	fides adhibenda	trust	0.641
real	verum	trust	0.641
doctor	medicus	trust	0.641
intimate	familiarius	trust	0.634
hopeful	cum spe,	trust	0.633
fortitude	fortitudine	trust	0.633
physician	medicus	trust	0.633
brotherly	amorem fraternitatis,	trust	0.633
aspiration	aspiratio	trust	0.633
convincing	arguere	trust	0.633
sanctification	in sanctificationem	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homage	trust	0.633
courageous	audax	trust	0.633
soundness	repraesentas incolumes:	trust	0.633
legitimacy	legitimatione	trust	0.633
endorse	dito	trust	0.633
fidelity	fidem,	trust	0.633
bless	benedicite	trust	0.633
judicial	iudicialis	trust	0.633
important	magna	trust	0.633
saintly	sanctus	trust	0.633
conscience	conscientia	trust	0.633
therapeutic	Curationis	trust	0.633
authorize	auctor	trust	0.633
devotional	piam	trust	0.633
practiced	exercitati	trust	0.633
backbone	spinam dorsi removerent	trust	0.633
approved	probatus	trust	0.633
evident	evident	trust	0.625
encourage	robora	trust	0.625
caretaker	ouium	trust	0.625
regard	circa	trust	0.625
angel	angelus	trust	0.625
engaged	versantur	trust	0.625
blessing	beneficium	trust	0.625
professorship	magisterium	trust	0.625
majestic	sublimis	trust	0.625
communication	communicationis	trust	0.625
purify	Purificent	trust	0.625
authorization	auctoritas	trust	0.625
wonderful	mirum	trust	0.625
achievement	factum	trust	0.625
fireman	fireman	trust	0.625
certify	notum	trust	0.625
civilized	civilis	trust	0.625
profound	altum videtur	trust	0.625
accurate	accurate	trust	0.625
assured	ille,	trust	0.625
positivity	positivity	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	bonum	trust	0.617
absolution	absolutionem imponebantur	trust	0.617
commend	commendo	trust	0.617
cherish	foveam	trust	0.617
fundamental	fundamental	trust	0.617
advice	consilium	trust	0.617
objective	objective	trust	0.617
optimism	in optimam partem interpretantes	trust	0.617
testament	testamentum	trust	0.617
qualities	artibus	trust	0.617
haven	portum	trust	0.617
heroine	herois	trust	0.617
constantly	constantly	trust	0.617
appreciation	appreciation	trust	0.617
triumphant	triumphantes;	trust	0.617
accord	eademque sententia	trust	0.617
reassure	adloquatur	trust	0.617
truce	sine pace	trust	0.617
thoughtful	cogitantium	trust	0.617
teach	docere	trust	0.617
god	Deus	trust	0.617
corroborate	dein confirmant,	trust	0.617
believer	fidelis	trust	0.617
unimpeachable	témpora carent crimine	trust	0.617
surety	Perspicuum	trust	0.617
attentive	suspensus	trust	0.617
gospel	evangelii	trust	0.617
bedrock	petram	trust	0.617
approvement	approvement	trust	0.617
planning	consilio	trust	0.617
rational	rationale	trust	0.617
passionate	flagranti	trust	0.617
happy	felix	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	praeclarum	trust	0.609
praise	laude	trust	0.609
definitive	definitivae habent,	trust	0.609
considerate	studiose	trust	0.609
patron	patronum	trust	0.609
scripture	scriptum	trust	0.609
heal	sana	trust	0.609
praiseworthy	laude	trust	0.609
steward	arcessito dispensatore	trust	0.609
awareness	conscientia	trust	0.609
officer	officer	trust	0.609
purification	minus	trust	0.609
excel	Excel	trust	0.609
civilization	civilization	trust	0.609
liking	volebat convertebatur	trust	0.609
comfort	consolatione;	trust	0.609
magnificence	gloria	trust	0.609
notary	notarius	trust	0.609
progression	progressum	trust	0.609
mediator	medium	trust	0.609
blessings	beneficia	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	suadeo	trust	0.609
brave	fortem	trust	0.602
experienced	periti	trust	0.602
steady	stabilis	trust	0.602
enlightenment	illustratio	trust	0.602
brighten	Clara serenatis	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	impleat	trust	0.602
witness	testimonium	trust	0.602
humility	humilitatem	trust	0.602
sympathetic	sympathetici	trust	0.602
helpful	utile	trust	0.602
symmetry	symmetriarum	trust	0.602
unquestionable	dubium	trust	0.602
peace	pax	trust	0.602
transcendence	denegatio trascendentium,	trust	0.602
serenity	serenitatem	trust	0.602
embrace	embrace	trust	0.602
inspired	divinitus inspirata	trust	0.602
mainstay	summam	trust	0.602
unconditional	sine exceptione	trust	0.602
guarded	custodiebantur	trust	0.602
identify	identify	trust	0.602
marry	nubere	trust	0.594
grant	dona	trust	0.594
depend	depend	trust	0.594
complimentary	honorifice	trust	0.594
spouse	coniugi	trust	0.594
tranquility	tranquillum	trust	0.594
vigilant	vigilanti	trust	0.594
ministry	ministerium	trust	0.594
fairly	satis	trust	0.594
philanthropic	philanthropic	trust	0.594
openly	palam	trust	0.594
generous	liberalis	trust	0.594
strengthen	confirma	trust	0.594
gratitude	gratia cantantes	trust	0.594
befriend	quemadmodum speravimus	trust	0.594
substantiate	RATUM FACIO	trust	0.594
praised	laudatur	trust	0.594
admiral	Praefecti	trust	0.594
regent	regens	trust	0.594
sage	sapiens	trust	0.594
assessment	census	trust	0.594
enlighten	Illumináre	trust	0.594
eminence	dignitas	trust	0.594
commendation	Igitur laudata	trust	0.594
efficient	agentibus	trust	0.594
nurse	nutrix	trust	0.594
visionary	visionaria;	trust	0.594
generosity	beneficentia	trust	0.594
vigilance	vigiliarumque adici	trust	0.594
endowment	beneficium	trust	0.594
council	concilio	trust	0.594
sweetheart	puella	trust	0.589
attest	& MzNaRe	trust	0.586
prestige	dignitate	trust	0.586
serene	serenus	trust	0.586
unfailing	ore misericordiae innovate	trust	0.586
testimony	testimonium	trust	0.586
checklist	Genus	trust	0.586
inheritance	hæreditatem	trust	0.586
monk	monachus	trust	0.586
godly	pie vivamus	trust	0.586
compliance	obsequio	trust	0.586
rooted	radicáti,	trust	0.586
constitutional	constitutionalis	trust	0.586
conservation	conservationem	trust	0.586
bylaw	bylaw	trust	0.586
helper	adjútor	trust	0.586
joyful	laetantem alleluia	trust	0.586
collectively	collectively	trust	0.586
meritorious	meritum	trust	0.586
acclaim	vociferantur	trust	0.586
