word	Portuguese (Portugal, Brazil)-pt	emotion	emotion-intensity-score
divergent	divergente	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	pausa	surprise	0.461
slip	escorregar	surprise	0.461
wonderful	Maravilhoso	surprise	0.453
hoax	engano	surprise	0.453
winning	ganhando	surprise	0.453
overestimate	superestimar	surprise	0.453
confession	confissão	surprise	0.453
ordeal	provação	surprise	0.453
evanescence	evanescência	surprise	0.453
merriment	alegria	surprise	0.453
raffle	sorteio	surprise	0.453
stound	stound	surprise	0.445
laughter	riso	surprise	0.445
enthusiast	entusiasta	surprise	0.445
splendid	esplêndido	surprise	0.445
feat	Parceria	surprise	0.445
perchance	por acaso	surprise	0.445
excel	excel	surprise	0.445
gambling	jogos de azar	surprise	0.445
unintentional	não intencional	surprise	0.438
brighten	iluminar	surprise	0.438
changeable	mutável	surprise	0.438
rapt	arrebatado	surprise	0.438
unique	único	surprise	0.438
splendor	esplendor	surprise	0.438
senseless	sem sentido	surprise	0.438
gift	presente	surprise	0.430
fascination	fascinação	surprise	0.430
trepidation	trepidação	surprise	0.430
stealthy	furtivo	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Deleitado	surprise	0.430
lawsuit	ação judicial	surprise	0.430
intrigue	intriga	surprise	0.430
quicksilver	mercúrio	surprise	0.422
originality	originalidade	surprise	0.422
riddle	enigma	surprise	0.422
judgment	julgamento	surprise	0.422
enchant	encantar	surprise	0.422
stealth	furtividade	surprise	0.422
veracity	veracidade	surprise	0.414
elusive	indescritível	surprise	0.414
perjury	perjúrio	surprise	0.414
spirits	espíritos	surprise	0.414
liberation	libertação	surprise	0.414
illegitimate	ilegítimo	surprise	0.414
syncope	síncope	surprise	0.414
experiment	experimentar	surprise	0.414
gambler	jogador	surprise	0.406
eager	ansioso	surprise	0.406
inspired	inspirado	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	aplauso	surprise	0.406
allure	seduzir	surprise	0.406
parade	parada	surprise	0.406
princely	principesco	surprise	0.398
divorce	divórcio	surprise	0.398
guess	acho	surprise	0.398
burlesque	burlesco	surprise	0.398
secrecy	segredo	surprise	0.398
aspiration	aspiração	surprise	0.391
peri	peri	surprise	0.391
cheerful	alegre	surprise	0.391
hermaphrodite	hermafrodita	surprise	0.391
supremacy	supremacia	surprise	0.391
incontinence	incontinência	surprise	0.391
inheritance	herança	surprise	0.383
score	Ponto	surprise	0.383
lose	perder	surprise	0.383
crowning	coroação	surprise	0.383
buck	fanfarrão	surprise	0.383
praiseworthy	louvável	surprise	0.383
cadaver	cadáver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gole	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	brincalhão	surprise	0.375
mystic	místico	surprise	0.375
succeed	suceder	surprise	0.375
advance	avançar	surprise	0.375
sparkle	brilhar	surprise	0.367
hope	esperança	surprise	0.367
joker	palhaço	surprise	0.367
sensual	sensual	surprise	0.367
excavation	escavação	surprise	0.367
feeling	sentindo-me	surprise	0.359
entertainment	entretenimento	surprise	0.359
clown	palhaço	surprise	0.352
newcomer	recém-chegado	surprise	0.352
modify	modificar	surprise	0.352
award	prêmio	surprise	0.352
blessings	bênçãos	surprise	0.352
postponement	adiamento	surprise	0.352
obit	obitu	surprise	0.352
celebrity	celebridade	surprise	0.344
hero	herói	surprise	0.344
start	começar	surprise	0.344
wonderfully	maravilhosamente	surprise	0.344
highest	maior	surprise	0.344
proficiency	proficiência	surprise	0.344
glorify	glorificar	surprise	0.344
unbeaten	invicto	surprise	0.336
memorable	memorável	surprise	0.336
sanctify	santificar	surprise	0.336
rekindle	reavivar	surprise	0.336
optimism	otimismo	surprise	0.336
warned	avisou	surprise	0.336
prodigious	prodigioso	surprise	0.336
dissolution	dissolução	surprise	0.336
grin	sorriso	surprise	0.336
admiration	admiração	surprise	0.328
hypertrophy	hipertrofia	surprise	0.328
present	presente	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	anjo	surprise	0.320
examination	exame	surprise	0.320
catch	pegar	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flerte	surprise	0.312
puma	Puma	surprise	0.312
liberty	liberdade	surprise	0.312
kiss	beijo	surprise	0.312
embrace	abraço	surprise	0.312
occasional	ocasional	surprise	0.312
treat	tratar	surprise	0.312
saint	santo	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	despedimento	surprise	0.312
perfection	perfeição	surprise	0.305
generosity	generosidade	surprise	0.305
gratify	satisfazer	surprise	0.305
saintly	santo	surprise	0.305
sally	sally	surprise	0.305
polarity	polaridade	surprise	0.297
finally	finalmente	surprise	0.297
differently	diferentemente	surprise	0.297
palpable	palpável	surprise	0.297
warn	advertir	surprise	0.297
ceremony	cerimônia	surprise	0.297
larger	maior	surprise	0.297
favorable	favorável	surprise	0.297
romance	romance	surprise	0.289
medal	medalha	surprise	0.289
inviting	convidativo	surprise	0.289
greeting	cumprimento	surprise	0.289
candid	sincero	surprise	0.281
resignation	renúncia	surprise	0.281
trip	viagem	surprise	0.281
accolade	elogio	surprise	0.281
labor	trabalho	surprise	0.281
stare	olhar fixamente	surprise	0.273
glimmer	vislumbre	surprise	0.266
invite	convite	surprise	0.266
somatic	somático	surprise	0.266
admire	admirar	surprise	0.266
immerse	imergir	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimetismo	surprise	0.266
compensate	compensar	surprise	0.266
insolvency	insolvência	surprise	0.266
playful	brincalhão	surprise	0.266
complement	complemento	surprise	0.258
receiving	recebendo	surprise	0.258
hypothesis	hipótese	surprise	0.258
laugh	rir	surprise	0.258
chuckle	risada	surprise	0.258
honeymoon	lua de mel	surprise	0.250
marry	casar	surprise	0.242
independence	independência	surprise	0.242
opera	ópera	surprise	0.242
pleasant	agradável	surprise	0.242
rhythmical	rítmico	surprise	0.234
assessment	avaliação	surprise	0.234
hopeful	esperançoso	surprise	0.234
trophy	troféu	surprise	0.234
holiness	santidade	surprise	0.234
chant	canto	surprise	0.234
leave	sair	surprise	0.234
procession	procissão	surprise	0.227
placard	cartaz	surprise	0.227
deal	acordo	surprise	0.227
cherish	acalentar	surprise	0.219
good	Boa	surprise	0.219
shopping	compras	surprise	0.219
musical	musical	surprise	0.219
shell	Concha	surprise	0.211
dawn	alvorecer	surprise	0.211
simplify	simplificar	surprise	0.211
purity	pureza	surprise	0.203
nullify	anular	surprise	0.203
money	dinheiro	surprise	0.203
sweet	doce	surprise	0.203
morals	moral	surprise	0.203
synchronize	sincronizar	surprise	0.195
preservative	preservativo	surprise	0.195
humanitarian	humanitário	surprise	0.195
unfulfilled	insatisfeito	surprise	0.195
precious	precioso	surprise	0.195
obliging	obrigando	surprise	0.188
singularly	singularmente	surprise	0.188
foresee	prever	surprise	0.180
pray	orar	surprise	0.180
graduation	graduação	surprise	0.180
lovely	adorável	surprise	0.180
sun	dom	surprise	0.172
art	arte	surprise	0.172
mouth	boca	surprise	0.172
youth	juventude	surprise	0.172
thirst	sede	surprise	0.172
young	jovem	surprise	0.164
goodness	bondade	surprise	0.164
overdue	atrasado	surprise	0.156
visor	viseira	surprise	0.156
practiced	praticado	surprise	0.156
latent	latente	surprise	0.156
loyal	fiel	surprise	0.148
expect	Espero	surprise	0.148
destination	destino	surprise	0.148
wireless	sem fio	surprise	0.148
quote	citar	surprise	0.141
slush	lama	surprise	0.141
infant	infantil	surprise	0.141
cream	creme	surprise	0.141
playground	Parque infantil	surprise	0.133
organization	organização	surprise	0.125
teach	Ensinar	surprise	0.125
vote	voto	surprise	0.125
smile	sorrir	surprise	0.117
weight	peso	surprise	0.117
dolphin	golfinho	surprise	0.117
sisterhood	irmandade	surprise	0.109
cable	cabo	surprise	0.109
sunny	ensolarado	surprise	0.102
steady	estável	surprise	0.094
leisure	lazer	surprise	0.086
peaceful	calmo	surprise	0.086
spa	spa	surprise	0.086
tree	árvore	surprise	0.078
picnic	piquenique	surprise	0.078
worm	Minhoca	surprise	0.055
truthfulness	veracidade	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	confiável	trust	0.867
honest	honesto	trust	0.844
honesty	honestidade	trust	0.844
honor	honra	trust	0.844
truth	verdade	trust	0.844
truthful	verdadeiro	trust	0.836
trusting	confiando	trust	0.836
brotherhood	fraternidade	trust	0.820
entrust	confiar	trust	0.812
committed	comprometido	trust	0.805
integrity	integridade	trust	0.805
loyalty	fidelidade	trust	0.805
honorable	honroso	trust	0.805
credibility	credibilidade	trust	0.805
trust	Confiar em	trust	0.805
faithful	fiel	trust	0.797
sincere	sincero	trust	0.797
responsible	responsável	trust	0.789
partnership	parceria	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	sabedoria	trust	0.789
oath	juramento	trust	0.781
verification	verificação	trust	0.781
vow	juramento	trust	0.781
cooperative	cooperativo	trust	0.781
respectable	respeitável	trust	0.773
credible	credível	trust	0.773
hero	herói	trust	0.773
sisterhood	irmandade	trust	0.773
promise	promessa	trust	0.773
verified	verificado	trust	0.773
qualified	qualificado	trust	0.766
respected	respeitado	trust	0.766
authentication	autenticação	trust	0.766
compassion	compaixão	trust	0.759
reputable	respeitável	trust	0.758
safekeeping	custódia	trust	0.758
reliability	confiabilidade	trust	0.758
moral	moral	trust	0.758
love	amor	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	aprovação	trust	0.758
stable	estável	trust	0.750
friend	amigos	trust	0.750
genuine	genuíno	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	competência	trust	0.750
loyal	fiel	trust	0.750
ally	aliado	trust	0.750
safeguard	salvaguarda	trust	0.750
companion	companheiro	trust	0.750
advised	aconselhado	trust	0.750
authentic	autêntico	trust	0.750
respect	respeito	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	liberdade	trust	0.742
proven	provado	trust	0.742
respects	respeitos	trust	0.742
faith	fé	trust	0.742
wholesome	saudável	trust	0.742
heartfelt	sincero	trust	0.734
unification	unificação	trust	0.734
protecting	protegendo	trust	0.734
reassurance	resseguro	trust	0.734
admirable	admirável	trust	0.734
trustee	administrador	trust	0.734
supporter	torcedor	trust	0.734
confirmation	confirmação	trust	0.734
respectful	respeitoso	trust	0.734
alliance	aliança	trust	0.727
equality	igualdade	trust	0.727
friendship	amizade	trust	0.727
agreement	acordo	trust	0.727
fact	facto	trust	0.727
confident	confiante	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	acreditando	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	excelência	trust	0.727
credential	credencial	trust	0.727
closeness	proximidade	trust	0.719
authenticate	autenticar	trust	0.719
intelligence	inteligência	trust	0.719
virtue	virtude	trust	0.719
honored	honrado	trust	0.719
virtuous	virtuoso	trust	0.719
kindred	parentesco	trust	0.719
charitable	caridoso	trust	0.711
dedication	dedicação	trust	0.711
guarantee	garantia	trust	0.711
cooperation	cooperação	trust	0.711
creditable	credível	trust	0.711
consistency	consistência	trust	0.711
allegiance	fidelidade	trust	0.711
cooperating	cooperando	trust	0.711
straightforward	direto	trust	0.711
determination	determinação	trust	0.711
justice	justiça	trust	0.711
sanctuary	santuário	trust	0.703
nurture	nutrir	trust	0.703
innocent	inocente	trust	0.703
admire	admirar	trust	0.703
assurance	garantia	trust	0.703
morality	moralidade	trust	0.703
prepared	preparado	trust	0.703
friendliness	simpatia	trust	0.703
reliable	confiável	trust	0.703
mentor	mentor	trust	0.703
guardianship	tutela	trust	0.703
fulfilled	realizada	trust	0.703
reverence	reverência	trust	0.703
proof	prova	trust	0.703
admiration	admiração	trust	0.703
mother	mãe	trust	0.703
protected	protegido	trust	0.703
motherhood	maternidade	trust	0.703
marriage	casamento	trust	0.695
skillful	hábil	trust	0.695
indestructible	indestrutível	trust	0.695
guardian	guardião	trust	0.695
accountable	responsável	trust	0.695
courage	coragem	trust	0.695
bodyguard	escolta	trust	0.695
agreeable	agradável	trust	0.695
scientist	cientista	trust	0.695
allied	aliado	trust	0.695
compassionate	compassivo	trust	0.695
humanitarian	humanitário	trust	0.695
approving	aprovando	trust	0.695
united	Unidos	trust	0.695
pact	pacto	trust	0.695
certified	certificado	trust	0.695
morals	moral	trust	0.695
esteem	estima	trust	0.688
secure	seguro	trust	0.688
perfection	perfeição	trust	0.688
guidance	orientação	trust	0.688
competent	competente	trust	0.688
authenticity	autenticidade	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justificável	trust	0.688
humanity	humanidade	trust	0.688
solidity	solidez	trust	0.688
adviser	conselheiro	trust	0.688
pledge	juramento	trust	0.688
believed	acreditava	trust	0.688
understanding	compreensão	trust	0.688
monogamy	monogamia	trust	0.688
expertise	perícia	trust	0.680
diplomatic	diplomático	trust	0.680
confidential	confidencial	trust	0.680
hope	esperança	trust	0.680
protector	protetor	trust	0.680
agreeing	concordando	trust	0.680
diligence	diligência	trust	0.680
official	oficial	trust	0.680
affirm	afirmar	trust	0.680
indivisible	indivisível	trust	0.680
grandfather	avô	trust	0.680
humble	humilde	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advocacia	trust	0.680
elders	anciãos	trust	0.680
goodness	bondade	trust	0.680
commendable	louvável	trust	0.680
inspire	inspirar	trust	0.680
approve	aprovar	trust	0.680
confide	confiar	trust	0.680
professional	profissional	trust	0.680
familiarity	familiaridade	trust	0.680
leader	líder	trust	0.680
confirmed	confirmado	trust	0.680
acceptance	aceitação	trust	0.680
benevolence	benevolência	trust	0.672
dignity	dignidade	trust	0.672
harmoniously	harmoniosamente	trust	0.672
mastery	domínio	trust	0.672
unwavering	inabalável	trust	0.672
accredited	acreditado	trust	0.672
healing	cura	trust	0.672
encyclopedia	enciclopédia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	santificar	trust	0.672
cohesive	coeso	trust	0.672
covenant	pacto	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	sem defeito	trust	0.672
safe	seguro	trust	0.672
intelligent	inteligente	trust	0.672
merit	mérito	trust	0.664
impeccable	impecável	trust	0.664
affirmatively	afirmativamente	trust	0.664
spiritual	espiritual	trust	0.664
advocate	advogado	trust	0.664
team	equipe	trust	0.664
heroic	heróico	trust	0.664
communicate	comunicar	trust	0.664
disciple	discípulo	trust	0.664
expert	especialista	trust	0.664
proficient	proficiente	trust	0.664
specialist	especialista	trust	0.664
ambassador	embaixador	trust	0.664
accept	aceitar	trust	0.664
attestation	atestado	trust	0.664
supporting	apoiando	trust	0.664
reliance	confiança	trust	0.664
authority	autoridade	trust	0.664
accountability	prestação de contas	trust	0.664
guidebook	guia	trust	0.664
fulfillment	cumprimento	trust	0.664
strengthening	fortalecimento	trust	0.661
familiar	familiar	trust	0.656
facts	factos	trust	0.656
achieve	conquistar	trust	0.656
warranty	garantia	trust	0.656
structure	estrutura	trust	0.656
steadfast	firme	trust	0.656
favorable	favorável	trust	0.656
counsel	conselho	trust	0.656
relationship	relação	trust	0.656
scientific	científico	trust	0.656
gentleman	cavalheiro	trust	0.656
strength	força	trust	0.656
elder	mais velho	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	santidade	trust	0.656
excellent	excelente	trust	0.656
proficiency	proficiência	trust	0.656
constancy	constância	trust	0.656
defended	defendido	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	contar com	trust	0.648
heroism	heroísmo	trust	0.648
peaceful	calmo	trust	0.648
competency	competência	trust	0.648
assuredly	seguramente	trust	0.648
brother	irmão	trust	0.648
counselor	conselheiro	trust	0.648
successful	bem sucedido	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	protetor	trust	0.648
saint	santo	trust	0.648
harmony	harmonia	trust	0.648
matrimony	matrimônio	trust	0.648
noble	nobre	trust	0.648
inspiration	inspiração	trust	0.648
academic	académico	trust	0.648
assist	ajudar	trust	0.648
agreed	acordado	trust	0.648
uphold	defender	trust	0.648
comrade	camarada	trust	0.648
lovable	adorável	trust	0.648
advisable	aconselhável	trust	0.648
solidarity	solidariedade	trust	0.648
worthy	digno	trust	0.643
durability	durabilidade	trust	0.641
coexist	coexiste	trust	0.641
assure	assegurar	trust	0.641
establish	estabelecer	trust	0.641
benefactor	benfeitor	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	conduzindo	trust	0.641
loving	amoroso	trust	0.641
teacher	professor	trust	0.641
judiciary	Judiciário	trust	0.641
conscientious	consciencioso	trust	0.641
confidence	confiança	trust	0.641
lawful	legal	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordenado	trust	0.641
champion	campeão	trust	0.641
unity	unidade	trust	0.641
legal	legal	trust	0.641
kind	tipo	trust	0.641
credence	crédito	trust	0.641
real	real	trust	0.641
doctor	médico	trust	0.641
intimate	íntimo	trust	0.634
hopeful	esperançoso	trust	0.633
fortitude	fortaleza	trust	0.633
physician	médico	trust	0.633
brotherly	fraternal	trust	0.633
aspiration	aspiração	trust	0.633
convincing	convincente	trust	0.633
sanctification	santificação	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homenagem	trust	0.633
courageous	corajoso	trust	0.633
soundness	solidez	trust	0.633
legitimacy	legitimidade	trust	0.633
endorse	endossar	trust	0.633
fidelity	fidelidade	trust	0.633
bless	abençoe	trust	0.633
judicial	judicial	trust	0.633
important	importante	trust	0.633
saintly	santo	trust	0.633
conscience	consciência	trust	0.633
therapeutic	terapêutico	trust	0.633
authorize	autorizar	trust	0.633
devotional	devocional	trust	0.633
practiced	praticado	trust	0.633
backbone	espinha dorsal	trust	0.633
approved	aprovado	trust	0.633
evident	evidente	trust	0.625
encourage	incentivar	trust	0.625
caretaker	zelador	trust	0.625
regard	que diz respeito	trust	0.625
angel	anjo	trust	0.625
engaged	acionado	trust	0.625
blessing	bênção	trust	0.625
professorship	professorado	trust	0.625
majestic	majestoso	trust	0.625
communication	comunicação	trust	0.625
purify	purificar	trust	0.625
authorization	autorização	trust	0.625
wonderful	Maravilhoso	trust	0.625
achievement	realização	trust	0.625
fireman	bombeiro	trust	0.625
certify	certificar	trust	0.625
civilized	civilizado	trust	0.625
profound	profundo	trust	0.625
accurate	preciso	trust	0.625
assured	Assured	trust	0.625
positivity	positividade	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	Boa	trust	0.617
absolution	absolvição	trust	0.617
commend	elogiar	trust	0.617
cherish	acalentar	trust	0.617
fundamental	fundamental	trust	0.617
advice	conselhos	trust	0.617
objective	objetivo	trust	0.617
optimism	otimismo	trust	0.617
testament	testamento	trust	0.617
qualities	qualidades	trust	0.617
haven	refúgio	trust	0.617
heroine	heroína	trust	0.617
constantly	constantemente	trust	0.617
appreciation	apreciação	trust	0.617
triumphant	triunfante	trust	0.617
accord	acordo	trust	0.617
reassure	tranqüilizar	trust	0.617
truce	trégua	trust	0.617
thoughtful	pensativo	trust	0.617
teach	Ensinar	trust	0.617
god	Deus	trust	0.617
corroborate	corroborar	trust	0.617
believer	crente	trust	0.617
unimpeachable	imperceptível	trust	0.617
surety	garantia	trust	0.617
attentive	atento	trust	0.617
gospel	gospel	trust	0.617
bedrock	base rochosa	trust	0.617
approvement	aprovação	trust	0.617
planning	planejamento	trust	0.617
rational	racional	trust	0.617
passionate	apaixonado	trust	0.617
happy	feliz	trust	0.609
babysitter	babá	trust	0.609
brilliant	brilhante	trust	0.609
praise	elogio	trust	0.609
definitive	definitivo	trust	0.609
considerate	atencioso	trust	0.609
patron	patrono	trust	0.609
scripture	escritura	trust	0.609
heal	curar	trust	0.609
praiseworthy	louvável	trust	0.609
steward	mordomo	trust	0.609
awareness	consciência	trust	0.609
officer	oficial	trust	0.609
purification	purificação	trust	0.609
excel	excel	trust	0.609
civilization	civilização	trust	0.609
liking	gosto	trust	0.609
comfort	conforto	trust	0.609
magnificence	magnificência	trust	0.609
notary	notário	trust	0.609
progression	progressão	trust	0.609
mediator	mediador	trust	0.609
blessings	bênçãos	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	recomendar	trust	0.609
brave	bravo	trust	0.602
experienced	com experiência	trust	0.602
steady	estável	trust	0.602
enlightenment	iluminação	trust	0.602
brighten	iluminar	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	Preencha	trust	0.602
witness	testemunha	trust	0.602
humility	humildade	trust	0.602
sympathetic	simpático	trust	0.602
helpful	útil	trust	0.602
symmetry	simetria	trust	0.602
unquestionable	inquestionável	trust	0.602
peace	Paz	trust	0.602
transcendence	transcendência	trust	0.602
serenity	serenidade	trust	0.602
embrace	abraço	trust	0.602
inspired	inspirado	trust	0.602
mainstay	esteio	trust	0.602
unconditional	incondicional	trust	0.602
guarded	guardado	trust	0.602
identify	identificar	trust	0.602
marry	casar	trust	0.594
grant	conceder	trust	0.594
depend	depender	trust	0.594
complimentary	cortesia	trust	0.594
spouse	cônjuge	trust	0.594
tranquility	tranqüilidade	trust	0.594
vigilant	Vigilância	trust	0.594
ministry	ministério	trust	0.594
fairly	bastante	trust	0.594
philanthropic	filantrópico	trust	0.594
openly	abertamente	trust	0.594
generous	generoso	trust	0.594
strengthen	fortalecer	trust	0.594
gratitude	gratidão	trust	0.594
befriend	fazer amizade	trust	0.594
substantiate	fundamentar	trust	0.594
praised	louvado	trust	0.594
admiral	almirante	trust	0.594
regent	regente	trust	0.594
sage	sábio	trust	0.594
assessment	avaliação	trust	0.594
enlighten	ilumine	trust	0.594
eminence	eminência	trust	0.594
commendation	elogio	trust	0.594
efficient	eficiente	trust	0.594
nurse	enfermeira	trust	0.594
visionary	visionário	trust	0.594
generosity	generosidade	trust	0.594
vigilance	vigilância	trust	0.594
endowment	doação	trust	0.594
council	conselho	trust	0.594
sweetheart	amada	trust	0.589
attest	atestar	trust	0.586
prestige	prestígio	trust	0.586
serene	sereno	trust	0.586
unfailing	infalível	trust	0.586
testimony	testemunho	trust	0.586
checklist	lista de controle	trust	0.586
inheritance	herança	trust	0.586
monk	monge	trust	0.586
godly	piedoso	trust	0.586
compliance	conformidade	trust	0.586
rooted	enraizado	trust	0.586
constitutional	constitucional	trust	0.586
conservation	conservação	trust	0.586
bylaw	estatuto	trust	0.586
helper	ajudante	trust	0.586
joyful	alegre	trust	0.586
collectively	coletivamente	trust	0.586
meritorious	meritório	trust	0.586
acclaim	aclamação	trust	0.586
diplomacy	diplomacia	trust	0.586
educational	educacional	trust	0.586
husbandry	criação	trust	0.586
share	compartilhar	trust	0.586
enjoying	desfrutando	trust	0.586
firmness	firmeza	trust	0.586
convince	convencer	trust	0.586
designation	designação	trust	0.586
tribe	tribo	trust	0.586
victory	vitória	trust	0.586
magnificent	magnífico	trust	0.586
lovely	adorável	trust	0.586
seniority	antiguidade	trust	0.586
angelic	angélico	trust	0.586
ambition	ambição	trust	0.586
father	pai	trust	0.586
mate	companheiro	trust	0.586
sobriety	sobriedade	trust	0.586
revere	reverenciar	trust	0.586
delegate	delegar	trust	0.586
navigator	navegador	trust	0.578
watchdog	cão de guarda	trust	0.578
obey	obedecer	trust	0.578
cheerfulness	alegria	trust	0.578
inviting	convidativo	trust	0.578
judge	juiz	trust	0.578
irrefutable	irrefutável	trust	0.578
philanthropist	filantropo	trust	0.578
careful	Cuidado	trust	0.578
communion	comunhão	trust	0.578
coexisting	coexistindo	trust	0.578
impartiality	imparcialidade	trust	0.578
unquestioned	inquestionável	trust	0.578
upright	na vertical	trust	0.578
authoritative	autoritário	trust	0.578
structural	estrutural	trust	0.578
convinced	convencido	trust	0.578
smile	sorrir	trust	0.578
commandant	comandante	trust	0.578
dutiful	obediente	trust	0.578
shelter	abrigo	trust	0.578
revival	renascimento	trust	0.578
professor	professor	trust	0.578
adore	adoro	trust	0.578
legalized	legalizado	trust	0.578
punctual	pontual	trust	0.570
counsellor	conselheiro	trust	0.570
complement	complemento	trust	0.570
corroboration	corroboração	trust	0.570
immaculate	imaculado	trust	0.570
relative	relativo	trust	0.570
apostle	apóstolo	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	conectivo	trust	0.570
insure	garantir	trust	0.570
plausible	plausível	trust	0.570
consult	consultar	trust	0.570
modest	modesto	trust	0.570
measured	medido	trust	0.570
pilot	piloto	trust	0.570
collaborator	colaborador	trust	0.570
advise	aconselhar	trust	0.570
cuddle	abraço	trust	0.570
ordinance	ordenança	trust	0.570
compass	bússola	trust	0.570
guide	guia	trust	0.570
everlasting	eterno	trust	0.570
adhering	aderindo	trust	0.570
determinate	determinado	trust	0.570
heavenly	celestial	trust	0.570
principal	diretor	trust	0.570
abundance	abundância	trust	0.570
matron	matrona	trust	0.570
unequivocal	inequívoco	trust	0.570
volunteers	voluntários	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	inquestionavelmente	trust	0.570
pertinent	pertinente	trust	0.562
devout	devoto	trust	0.562
curable	curável	trust	0.562
insight	discernimento	trust	0.562
congregation	congregação	trust	0.562
admit	Admitem	trust	0.562
pleasant	agradável	trust	0.562
vigorous	vigoroso	trust	0.562
fort	forte	trust	0.562
remarkable	notável	trust	0.562
content	conteúdo	trust	0.562
spotless	impecável	trust	0.562
uplift	elevar	trust	0.562
compensate	compensar	trust	0.562
lovemaking	fazer amor	trust	0.562
jury	júri	trust	0.562
jurist	jurista	trust	0.562
soothing	calmante	trust	0.562
ordination	ordenação	trust	0.562
cohesion	coesão	trust	0.562
frankness	franqueza	trust	0.562
strong	Forte	trust	0.562
miracle	milagre	trust	0.562
concordance	concordância	trust	0.562
applaud	aplaudir	trust	0.562
prize	prêmio	trust	0.562
apostolic	apostólico	trust	0.562
succeeding	sucedendo	trust	0.562
vitality	vitalidade	trust	0.562
treasurer	tesoureiro	trust	0.562
save	Salve 	trust	0.562
earn	ganhar	trust	0.562
midwife	parteira	trust	0.555
discretion	critério	trust	0.555
worship	adoração	trust	0.555
constant	constante	trust	0.555
foresight	previsão	trust	0.555
vote	voto	trust	0.555
cultivate	cultivar	trust	0.555
impartial	imparcial	trust	0.555
illumination	iluminação	trust	0.555
ambulance	ambulância	trust	0.555
privacy	privacidade	trust	0.555
succeed	suceder	trust	0.555
providing	fornecendo	trust	0.555
veteran	veterano	trust	0.555
patience	paciência	trust	0.555
prophet	profeta	trust	0.555
coach	treinador	trust	0.555
intuition	intuição	trust	0.555
reconciliation	reconciliação	trust	0.555
defender	defensor	trust	0.555
coalesce	coalesça	trust	0.555
mediate	mediar	trust	0.555
precedence	precedência	trust	0.555
congruence	congruência	trust	0.555
buddy	camarada	trust	0.555
reunion	reunião	trust	0.555
restorative	restaurativo	trust	0.555
destined	destinada	trust	0.555
physicist	físico	trust	0.555
influential	influente	trust	0.555
exalt	exaltar	trust	0.555
greatness	grandeza	trust	0.555
inclusion	inclusão	trust	0.555
auditor	auditor	trust	0.555
meditate	meditar	trust	0.555
betrothed	prometido	trust	0.555
proud	orgulhoso	trust	0.547
provide	providenciar	trust	0.547
conciliation	conciliação	trust	0.547
ancestral	ancestral	trust	0.547
liberty	liberdade	trust	0.547
durable	durável	trust	0.547
impenetrable	impenetrável	trust	0.547
prudent	Prudente	trust	0.547
invocation	invocação	trust	0.547
engaging	noivando	trust	0.547
statement	declaração	trust	0.547
rejoice	alegrar	trust	0.547
cheer	alegria	trust	0.547
eyewitness	testemunha ocular	trust	0.547
prevalent	predominante	trust	0.547
securities	títulos	trust	0.547
friendly	amigáveis	trust	0.547
salvation	salvação	trust	0.547
independence	independência	trust	0.547
govern	governo	trust	0.547
forgive	perdoar	trust	0.547
commanding	comandando	trust	0.547
convent	convento	trust	0.547
reinforcement	reforço	trust	0.547
law	lei	trust	0.547
registry	registro	trust	0.547
temperate	temperado	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	prontidão	trust	0.547
heritage	herança	trust	0.547
chronicle	crônica	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	conjunto	trust	0.539
