word	Samoan-sm	emotion	emotion-intensity-score
fatigued	vaivai	sadness	0.406
fault	sese	sadness	0.406
unsatisfied	lē faamalieina	sadness	0.405
spank	vaʻai	sadness	0.403
deluge	lologa	sadness	0.402
sigh	sigh	sadness	0.402
spinster	vili	sadness	0.400
blue	lanu moaga	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	aitalafu	sadness	0.398
embarrass	maasiasi	sadness	0.394
pitfall	togi	sadness	0.394
pointless	leai se aoga	sadness	0.394
seriousness	ogaoga	sadness	0.394
monsoon	minu	sadness	0.391
debt	aitalafu	sadness	0.391
exhausted	vaivai	sadness	0.391
stretcher	ogaoga	sadness	0.391
condescension	faamaualalo	sadness	0.391
dwarfed	faʻanoanoa	sadness	0.391
inefficient	le lelei	sadness	0.391
ravenous	faʻatauvaʻa	sadness	0.391
rue	rue	sadness	0.391
banshee	uila	sadness	0.391
daemon	daemon	sadness	0.391
feeble	vaivai	sadness	0.391
coldness	malulu	sadness	0.391
ifonly	pe afai	sadness	0.391
insulting	taufaifai	sadness	0.391
trickery	togafiti	sadness	0.391
noose	nunu	sadness	0.391
punch	puno	sadness	0.391
reproach	faalumaina	sadness	0.391
ineptitude	le mautonu	sadness	0.391
refused	teena	sadness	0.391
cage	fale puipui	sadness	0.391
brute	faʻanoanoa	sadness	0.391
subvert	faʻalavelave	sadness	0.384
jealousy	fuā	sadness	0.382
geriatric	geriatric	sadness	0.379
miss	misi	sadness	0.379
struggle	tauiviga	sadness	0.379
inexcusable	leai se faʻamatalaga	sadness	0.379
descent	tupuaga	sadness	0.377
entangled	tui	sadness	0.377
ashes	lefulefu	sadness	0.377
exhaustion	vaivai	sadness	0.375
blackness	uliuli	sadness	0.375
funk	malie	sadness	0.375
disqualify	le agavaa	sadness	0.375
slump	toso	sadness	0.375
inconsiderate	le mautonu	sadness	0.375
noncompliance	le tausisia	sadness	0.375
goodbye	tofa	sadness	0.375
sucks	sugu	sadness	0.375
landslide	solo	sadness	0.375
overcast	mamafa	sadness	0.375
rabid	fabid	sadness	0.375
inferior	itiiti ifo	sadness	0.375
murky	le mautonu	sadness	0.375
prostitution	talitane	sadness	0.375
scar	taula	sadness	0.375
dispel	aveese	sadness	0.375
parting	vavae	sadness	0.375
wasting	faʻaumatia	sadness	0.375
withdraw	alu ese	sadness	0.375
oust	solo	sadness	0.375
sympathy	lagona alofa	sadness	0.375
delay	tuai	sadness	0.373
unattractive	lē fiafia	sadness	0.373
apologize	faatoese	sadness	0.370
crazy	valea	sadness	0.368
bastard	faʻailoga	sadness	0.366
deteriorated	faasolosolo malie	sadness	0.365
inter	fesoʻotaʻiga	sadness	0.364
empty	leai se mea	sadness	0.364
mocking	ulagia	sadness	0.363
adder	mea faʻapipiʻi	sadness	0.361
hindering	taofi	sadness	0.359
flounder	faʻafefe	sadness	0.359
hunter	tulimanu	sadness	0.359
unable	le mafai	sadness	0.359
fruitless	leai se aoga	sadness	0.359
arraignment	faʻailoga	sadness	0.359
tremor	gatete	sadness	0.359
taunt	taufaaleaga	sadness	0.359
fainting	faʻanoanoa	sadness	0.359
plaintive	manino	sadness	0.359
defendant	ua molia	sadness	0.359
disconnect	vavae ese	sadness	0.359
servile	tautile	sadness	0.359
unsuccessful	le manuia	sadness	0.359
unemployed	leai se galuega	sadness	0.359
austere	toso	sadness	0.359
lockup	loka	sadness	0.359
numbness	numera	sadness	0.359
wrangling	feteenaʻi	sadness	0.359
misunderstanding	le malamalama	sadness	0.359
obesity	afaina	sadness	0.359
idiocy	valea	sadness	0.359
consecration	faapaiaga	sadness	0.359
perpetrator	tagata faʻamalosi	sadness	0.359
doubt	masalosalo	sadness	0.359
affront	faʻalavelave	sadness	0.359
unpopular	lē lauiloa	sadness	0.359
inefficiency	le atoatoa	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	fuss	sadness	0.359
unrest	faʻalavelave	sadness	0.351
intervention	fofo	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	otaota	sadness	0.348
absentee	leai	sadness	0.348
spoiler	tagata faʻatau	sadness	0.348
flaw	sese	sadness	0.347
blindly	tauaso	sadness	0.344
thrash	tuʻituʻi	sadness	0.344
furrow	uʻu	sadness	0.344
militia	fitafita	sadness	0.344
litigate	faʻailoga	sadness	0.344
stained	mamanu	sadness	0.344
uninspired	lē musuia	sadness	0.344
uninvited	lē faʻafeiloai	sadness	0.344
detention	taofiga	sadness	0.344
surgery	taotoga	sadness	0.344
lawsuit	tagi	sadness	0.344
specter	matamata	sadness	0.344
desert	toafa	sadness	0.344
attenuation	atinaua	sadness	0.344
forfeit	faʻailoa	sadness	0.344
plea	tagi	sadness	0.344
cumbersome	vaivai	sadness	0.344
resigned	faamavae	sadness	0.344
lagging	lafoaʻi	sadness	0.344
intercede	talo	sadness	0.344
myopia	myopia	sadness	0.339
unaccountable	le mafai ona iloa	sadness	0.339
mishap	faʻanoanoa	sadness	0.338
probation	avanoa faataitai	sadness	0.336
disagreeing	feeseeseai	sadness	0.333
severance	faʻasalaga	sadness	0.333
bacteria	siama	sadness	0.328
adrift	faʻatau	sadness	0.328
squall	sikuea	sadness	0.328
nether	pito i lalo	sadness	0.328
leave	tuʻu	sadness	0.328
incompetent	le talafeagai	sadness	0.328
endless	leai se gataaga	sadness	0.328
unacceptable	le taliaina	sadness	0.328
bondage	nofo pologa	sadness	0.328
dependence	faalagolago	sadness	0.328
sterile	faʻamaʻi	sadness	0.328
unacknowledged	le amanaiaina	sadness	0.328
disallowed	le faʻatagaina	sadness	0.328
nepotism	Nepotism	sadness	0.328
soreness	tiga	sadness	0.328
scold	otegia	sadness	0.327
flaccid	sese	sadness	0.324
hobo	hobo	sadness	0.323
fragile	vaivai	sadness	0.319
stingy	valea	sadness	0.319
sue	tagi	sadness	0.318
scarcely	e le taumate	sadness	0.318
mistake	sese	sadness	0.312
committal	tautinoga	sadness	0.312
fatty	gaʻo	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	solo	sadness	0.312
skid	sikola	sadness	0.312
hamstring	hamstring	sadness	0.312
nonsensical	leai se mafaufauga	sadness	0.312
ulcer	maʻi maʻi	sadness	0.312
defy	faʻatau	sadness	0.312
nostalgia	leai se faʻanoanoa	sadness	0.312
inhibit	faʻalavelave	sadness	0.312
clouded	faanenefu	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	natia	sadness	0.311
blemish	pona	sadness	0.310
resisting	tetee	sadness	0.309
sympathetic	alofagia	sadness	0.307
bugaboo	faʻasologa	sadness	0.304
confess	taʻutaʻu	sadness	0.303
opium	opium	sadness	0.303
alas	ala	sadness	0.302
setback	setback	sadness	0.297
halting	taofi	sadness	0.297
incase	mea ane	sadness	0.297
inappropriate	le talafeagai	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migraine	sadness	0.297
incompatible	e le fetaui	sadness	0.297
dull	faʻanoanoa	sadness	0.297
discontinuity	faʻalogo	sadness	0.297
wrinkled	faʻanoanoa	sadness	0.297
suppress	taofia	sadness	0.297
weak	vaivai	sadness	0.297
mislead	taufaasese	sadness	0.297
subsidence	saofaga	sadness	0.297
hermit	ia	sadness	0.296
moving	siitia	sadness	0.295
shrink	toilalo	sadness	0.295
shiver	sulu	sadness	0.291
tramp	taʻavale	sadness	0.288
constraint	faʻagata	sadness	0.288
unimportant	le taua	sadness	0.288
rubble	lapisi	sadness	0.282
excluding	faʻesea	sadness	0.281
revoke	faalēaogā	sadness	0.281
negro	agavaʻa	sadness	0.281
shortage	le lava	sadness	0.281
wearily	ioe	sadness	0.281
grey	lanu efuefu	sadness	0.281
senseless	leai se uiga	sadness	0.281
overdue	leai	sadness	0.281
flinch	flinch	sadness	0.281
adverse	leaga	sadness	0.281
remove	aveese	sadness	0.281
grumpy	muimui	sadness	0.281
flop	flop	sadness	0.281
scrapie	laʻau	sadness	0.281
confession	taʻutaʻu atu	sadness	0.281
timid	fefe	sadness	0.281
down	lalo	sadness	0.281
unseat	leai se mea	sadness	0.281
apathy	le le fiafia	sadness	0.281
taint	taʻavale	sadness	0.281
black	lanu uliuli	sadness	0.281
knell	kulupu	sadness	0.275
jurisprudence	pulega faaletulafono	sadness	0.273
humbled	faamaualalo	sadness	0.273
confusion	fenumiai	sadness	0.273
soldier	fitafita	sadness	0.273
throb	togi	sadness	0.273
gray	lanu efuefu	sadness	0.269
obstacle	faʻalavelave	sadness	0.266
lax	lax	sadness	0.266
eternity	faavavau	sadness	0.266
leaving	tuua	sadness	0.266
unrealistic	le talafeagai	sadness	0.266
mixedemotions	tuufaatasiga	sadness	0.266
slur	slur	sadness	0.266
drifted	feoaʻi	sadness	0.266
remiss	faʻanoanoa	sadness	0.266
shack	ufi	sadness	0.266
inconvenient	e le talafeagai	sadness	0.263
restrict	tapulaa	sadness	0.259
misrepresentation	faʻamatalaga sese	sadness	0.259
stagnant	le mautonu	sadness	0.259
disservice	faʻasalaga	sadness	0.258
backwater	tua	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	vao	sadness	0.255
wasteful	otaota	sadness	0.250
labored	galue	sadness	0.250
uneducated	lē aʻoaʻoina	sadness	0.250
incomplete	le maeʻa	sadness	0.250
older	matua	sadness	0.250
speculation	taumatematega	sadness	0.250
undying	leai	sadness	0.250
pine	Pine	sadness	0.250
tempest	afā	sadness	0.250
humbug	humbug	sadness	0.250
bang	talo	sadness	0.250
gullible	faʻaseseina	sadness	0.250
unexplained	leai se faʻamatalaga	sadness	0.250
communism	Fesoʻotaʻiga	sadness	0.250
error	sese	sadness	0.250
anchorage	taula	sadness	0.250
rainyday	timuga	sadness	0.242
demonstrative	faʻataʻitaʻiga	sadness	0.242
melodrama	faʻataʻitaʻiga	sadness	0.242
necessity	tatau ai	sadness	0.236
boredom	leai se ita	sadness	0.235
misty	sese	sadness	0.234
warp	vaʻavaʻa	sadness	0.234
trash	lapisi	sadness	0.234
burke	sosolo	sadness	0.234
hollow	toso	sadness	0.234
void	leai se aoga	sadness	0.234
healing	faamalologa	sadness	0.234
cloudy	puaoa	sadness	0.234
blockade	poloka poloka	sadness	0.234
depart	alu ese	sadness	0.234
uninteresting	lē fiafia	sadness	0.234
cancel	faalēaogā	sadness	0.234
sentence	faasalaga	sadness	0.234
foggy	foggy	sadness	0.234
pale	pale	sadness	0.234
case	mataupu	sadness	0.228
rainy	timuga	sadness	0.227
onerous	tasi	sadness	0.223
bottom	pito i lalo	sadness	0.223
uninterested	lē fiafia	sadness	0.223
fasting	anapogi	sadness	0.220
indifference	leai se faamemelo	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	taulimaina	sadness	0.219
discolored	faʻanoanoa	sadness	0.219
blunder	faʻalavelave	sadness	0.219
thirst	fiainu	sadness	0.219
dole	leai	sadness	0.219
pious	amioatua	sadness	0.219
cocaine	cocaine	sadness	0.218
tough	faigata	sadness	0.212
lower	pito i lalo	sadness	0.203
sprain	faʻamalosi	sadness	0.203
arid	fafati	sadness	0.203
fat	gaʻo	sadness	0.203
revolution	fouvale	sadness	0.203
chilly	malie	sadness	0.203
chargeable	totogi	sadness	0.203
sluggish	faʻanoanoa	sadness	0.203
yucky	yucky	sadness	0.203
hoary	uila	sadness	0.203
wanting	manaʻo	sadness	0.202
progression	alualu i luma	sadness	0.201
closure	tapunia	sadness	0.195
unbeaten	lē faʻaleagaina	sadness	0.193
veal	vela	sadness	0.188
retirement	litaea	sadness	0.188
oddity	agavaʻa	sadness	0.188
heartfelt	loto momomo	sadness	0.188
meh	au	sadness	0.188
invalid	lē aoga	sadness	0.188
tease	tamaʻitaʻi	sadness	0.188
splitting	vaeluaina	sadness	0.188
interrupted	faʻalavelave	sadness	0.188
rumor	tala	sadness	0.188
cataract	cataract	sadness	0.188
rack	fana	sadness	0.188
halter	faʻauʻu	sadness	0.188
cold	malulu	sadness	0.188
concerned	popole	sadness	0.184
sarcasm	taufaaleaga	sadness	0.181
strip	taʻavale	sadness	0.179
esteem	taua	sadness	0.172
feeling	lagona	sadness	0.172
overload	mamafa	sadness	0.172
divided	vaevaeina	sadness	0.172
memories	manatua	sadness	0.172
sap	sap	sadness	0.172
eschew	ese	sadness	0.172
cupping	fufulu	sadness	0.172
destination	malaga	sadness	0.170
nosnow	tatou iloa	sadness	0.169
limited	tapulaa	sadness	0.167
rain	timuga	sadness	0.163
willful	loto malie	sadness	0.160
untitled	leai se igoa	sadness	0.157
weeds	vao	sadness	0.156
stint	tusitusi	sadness	0.156
cross	koluse	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	sosolo	sadness	0.154
inconsequential	le taua	sadness	0.152
procession	faasologa	sadness	0.152
tax	lafoga	sadness	0.142
lesbian	tamaʻitaʻi	sadness	0.141
emo	emo	sadness	0.141
overpriced	telefoni	sadness	0.141
tolerate	faapalepale	sadness	0.141
mug	muʻu	sadness	0.141
weight	mamafa	sadness	0.141
touchy	afaina	sadness	0.140
kennel	faletalimalo	sadness	0.130
grounded	faʻavaeina	sadness	0.130
late	tuai	sadness	0.125
theocratic	aʻoga	sadness	0.125
clouds	ao	sadness	0.125
terrific	mataʻutia	sadness	0.125
commemorate	faamanatu	sadness	0.125
meek	agamalu	sadness	0.125
stillness	filemu	sadness	0.125
sisterhood	tuafafine	sadness	0.125
socialist	sosaiete	sadness	0.125
unpaid	lē totogia	sadness	0.125
margin	tuaoi	sadness	0.125
default	leai se totogi	sadness	0.121
lace	laumei	sadness	0.118
unpublished	e lei faasalalauina	sadness	0.116
interested	fiafia	sadness	0.114
fortress	malulu	sadness	0.110
fleece	sosola	sadness	0.109
rating	fuainumera	sadness	0.109
lush	lush	sadness	0.109
harry	harry	sadness	0.109
priesthood	perisitua	sadness	0.109
orchestra	aufaʻaili	sadness	0.109
ultimate	mulimuli	sadness	0.109
sanctify	faapaia	sadness	0.108
income	tupe maua	sadness	0.100
sonnet	Sonnet	sadness	0.094
winning	manumalo	sadness	0.094
quiet	filemu	sadness	0.094
boo	u	sadness	0.094
vainly	le aoga	sadness	0.091
wet	susu	sadness	0.078
hug	fusi	sadness	0.078
hut	fale	sadness	0.078
ovation	faiva	sadness	0.078
humble	lotomaualalo	sadness	0.078
motivating	faaosofia	sadness	0.078
opera	opera	sadness	0.078
treat	togafiti	sadness	0.076
hymn	pese	sadness	0.064
honest	faamaoni	sadness	0.062
relics	faʻasologa	sadness	0.061
couch	nofoa	sadness	0.060
waffle	faʻailoga	sadness	0.047
shell	atigi	sadness	0.045
musical	musika	sadness	0.045
savor	mea manogi	sadness	0.034
vote	palota	sadness	0.031
napkin	solo	sadness	0.031
sing	pese	sadness	0.017
music	musika	sadness	0.016
mother	tina	sadness	0.016
nutritious	meaʻai	sadness	0.015
lovely	matagofie	sadness	0.009
art	faatufugaga	sadness	0.000
romance	alofaga	sadness	0.000
liquor	ava malosi	sadness	0.000
sweetheart	manamea	sadness	0.000
surprise	faateia	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	faʻalavelave	surprise	0.906
explosion	faʻalavelave	surprise	0.898
explosive	mea pāpā	surprise	0.883
ambush	faʻatali	surprise	0.883
eruption	faʻaleagaina	surprise	0.883
frighten	fefefe	surprise	0.875
startle	fefe	surprise	0.875
surprisingly	ofo	surprise	0.875
shockingly	ma le ofo	surprise	0.875
surprising	ofo	surprise	0.867
frightened	fefefe	surprise	0.867
surprised	ofo	surprise	0.867
thrilling	fiafia	surprise	0.859
miracle	vavega	surprise	0.859
outburst	ita	surprise	0.859
blast	osofaʻiga	surprise	0.852
alarm	faʻailoga	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	toso	surprise	0.844
thunderstruck	faititili	surprise	0.844
shock	faateia	surprise	0.844
fright	fefe	surprise	0.836
bang	talo	surprise	0.836
unexpectedly	faʻafuaseʻi	surprise	0.836
catastrophe	faʻalavelave	surprise	0.836
dazzle	taofi	surprise	0.836
emergency	faalavelave faʻafuaseʻi	surprise	0.828
bewilderment	faʻanoanoa	surprise	0.828
suddenly	faʻafuaseʻi	surprise	0.828
startling	maofa	surprise	0.828
astound	maofa	surprise	0.820
stunned	maofa	surprise	0.820
jackpot	lapoʻa	surprise	0.812
earthquake	mafuie	surprise	0.812
disaster	mala	surprise	0.812
astonish	maofa	surprise	0.805
astonishment	maofa	surprise	0.805
climax	pito sili	surprise	0.805
aghast	taua	surprise	0.805
scare	fefefe	surprise	0.797
awestruck	faʻanoanoa	surprise	0.797
bomb	pomu	surprise	0.789
erupt	paʻu	surprise	0.789
exclaim	alalaga	surprise	0.789
amazement	maofa	surprise	0.781
detonate	faʻamaonia	surprise	0.773
alarming	mataʻutia	surprise	0.773
miraculous	vavega	surprise	0.773
invade	osofaia	surprise	0.773
raid	osofaʻiga	surprise	0.773
abduction	aveeseina	surprise	0.773
kidnap	faoa	surprise	0.766
stupefy	mataʻutia	surprise	0.758
overwhelming	lofituina	surprise	0.758
dumfound	faʻailoga	surprise	0.758
unpredictable	le mautonu	surprise	0.758
unimaginable	e le mafaamatalaina	surprise	0.750
erratic	lē talafeagai	surprise	0.750
accident	faalavelave	surprise	0.750
outrageous	ita tele	surprise	0.750
flinch	flinch	surprise	0.742
blitz	puaʻa	surprise	0.742
petrify	faanatinati	surprise	0.742
slaughter	fasiga	surprise	0.742
horror	fefe	surprise	0.742
amaze	maofa	surprise	0.742
bewilder	faʻatauvaʻa	surprise	0.742
wreck	solo	surprise	0.742
stupefaction	faʻanoanoa	surprise	0.734
excitement	fiafiaga	surprise	0.734
frenetic	faʻailoga	surprise	0.734
frantic	popole	surprise	0.734
crash	faʻalavelave	surprise	0.734
sudden	faʻafuaseʻi	surprise	0.727
riotous	vevesi	surprise	0.727
vanished	leai	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	alaga	surprise	0.727
bewildered	faʻanoanoa	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotage	surprise	0.719
shriek	tagi	surprise	0.719
breathless	manava	surprise	0.719
scream	alaga	surprise	0.719
manslaughter	fasioti tagata	surprise	0.719
rupture	vavae	surprise	0.719
unanticipated	e leʻi mafaufauina	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	lē mafai ona faʻalogo	surprise	0.711
unexpected	faʻafuaseʻi	surprise	0.711
electrify	filifili	surprise	0.711
stun	toso	surprise	0.711
shot	fana	surprise	0.711
avalanche	avalanche	surprise	0.711
gasp	solo	surprise	0.711
unforeseen	e leʻi mafaufauina	surprise	0.703
slam	slam	surprise	0.703
surge	vaʻaia	surprise	0.703
intruder	tagata faʻalavelave	surprise	0.703
abrupt	faanatinati	surprise	0.703
suspense	masalosalo	surprise	0.703
devastation	faʻaleagaga	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	utiuti	surprise	0.695
excite	fiafia	surprise	0.695
unprecedented	muamua	surprise	0.695
stab	toso	surprise	0.695
urgent	faanatinati	surprise	0.695
yell	tagi	surprise	0.695
strike	oso	surprise	0.695
disturbance	faʻalavelave	surprise	0.688
carnage	tagata oti	surprise	0.688
spectacular	mataʻina	surprise	0.688
incredible	maoae	surprise	0.688
recklessness	le faautauta	surprise	0.680
slap	tui	surprise	0.680
monstrous	mataʻutia	surprise	0.680
clamor	leotele	surprise	0.680
thrill	fiafia	surprise	0.680
accidentally	faʻafuaseʻi	surprise	0.672
accidental	faʻafuaseʻi	surprise	0.672
striking	osofaia	surprise	0.672
captivate	fiafia	surprise	0.672
exhilaration	faʻafiafiaga	surprise	0.672
terrorist	tagata faatupu faalavelave	surprise	0.672
inexplicable	le mafaamatalaina	surprise	0.672
exciting	fiafia	surprise	0.672
topple	toso	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	volcano	surprise	0.664
revolution	fouvale	surprise	0.664
freakish	faʻalavelave	surprise	0.664
incendiary	afi	surprise	0.656
revolt	fouvalega	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	e le mafaamatalaina	surprise	0.656
bloodshed	toto masaa	surprise	0.656
cyclone	afā	surprise	0.648
violent	vevesi	surprise	0.648
disruption	faʻalavelave	surprise	0.648
spellbound	e vaʻaia	surprise	0.648
unsuspecting	leai se faʻamoemoe	surprise	0.648
mutiny	faalumaina	surprise	0.648
attacking	osofaia	surprise	0.648
unintended	e leʻi faʻalagolago	surprise	0.648
amazingly	ofoofogia	surprise	0.648
epidemic	faʻamaʻi	surprise	0.648
shout	alalaga	surprise	0.641
screech	sikola	surprise	0.641
wildfire	vao	surprise	0.641
indescribable	lē faʻamatalaina	surprise	0.641
enthusiasm	naunautaiga	surprise	0.641
excitation	fiafiaga	surprise	0.641
tumult	vevesi	surprise	0.641
improvisation	faaleleia	surprise	0.641
anomaly	anomaly	surprise	0.633
apparition	foliga vaaia	surprise	0.633
treachery	fouvale	surprise	0.633
presto	muamua	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	le mautinoa	surprise	0.633
plunder	vete	surprise	0.633
tempest	afā	surprise	0.625
trick	togafiti	surprise	0.625
slaughtering	fasiotia	surprise	0.625
wonderment	maofa	surprise	0.625
excited	fiafia	surprise	0.625
sorcery	togafiti faataulaitu	surprise	0.625
murderous	fasioti tagata	surprise	0.625
urgency	faanatinati	surprise	0.625
distress	mafatia	surprise	0.625
mystery	mea lilo	surprise	0.625
trickery	togafiti	surprise	0.617
intense	malosi	surprise	0.617
vanish	mou	surprise	0.617
murder	fasioti tagata	surprise	0.617
quickness	vave	surprise	0.617
intrusive	faʻalavelave	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	fusi mata	surprise	0.609
coup	osofaʻi	surprise	0.609
splash	sosolo	surprise	0.609
thief	gaoi	surprise	0.609
magical	togafiti	surprise	0.609
unstable	le maluelue	surprise	0.609
shatter	malepelepe	surprise	0.609
strangle	strangle	surprise	0.609
defy	faʻatau	surprise	0.602
deluge	lologa	surprise	0.602
inconceivable	e le mafaamatalaina	surprise	0.602
jubilee	Iupeli	surprise	0.602
stupor	valea	surprise	0.602
tackle	toso	surprise	0.602
assail	osofaiga	surprise	0.602
betray	faalata	surprise	0.602
monstrosity	mataʻutia	surprise	0.594
alerts	matala	surprise	0.594
lightning	uila	surprise	0.594
mishap	faʻanoanoa	surprise	0.594
shrill	sulu	surprise	0.594
stupendous	mataʻutia	surprise	0.594
mysterious	mea lilo	surprise	0.586
paralyzed	faʻamaʻi	surprise	0.586
randomly	faʻafuaseʻi	surprise	0.586
bonus	ponesi	surprise	0.586
deceit	taufaasese	surprise	0.586
wild	vao	surprise	0.586
pitfall	togi	surprise	0.586
wondrous	ofoofogia	surprise	0.586
uncanny	faʻailoga	surprise	0.586
electric	eletise	surprise	0.578
oddity	agavaʻa	surprise	0.578
death	maliu	surprise	0.578
jubilant	fiafia	surprise	0.578
godsend	atuaend	surprise	0.578
stagger	le mautonu	surprise	0.578
raving	toso	surprise	0.578
rejoicing	fiafia	surprise	0.578
premature	vave	surprise	0.578
fluke	fuʻa	surprise	0.578
bizarre	mea leaga	surprise	0.578
revenge	tauimasui	surprise	0.570
dynamic	malosi	surprise	0.570
dismay	faanoanoa	surprise	0.570
ecstatic	fiafia	surprise	0.562
fascinate	manaia	surprise	0.562
uncover	tatala	surprise	0.562
jerk	samo	surprise	0.562
reward	taui	surprise	0.562
nefarious	leaga	surprise	0.562
reappear	toe maua mai	surprise	0.562
whim	faʻailoga	surprise	0.555
conjure	faʻamaoni	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	talatala	surprise	0.555
illuminate	malamalama	surprise	0.547
rescue	laveai	surprise	0.547
tantalizing	faʻamaonia	surprise	0.547
winner	manumalo	surprise	0.547
heroism	lototoa	surprise	0.547
rarity	leai se mea	surprise	0.547
ejaculation	ejaculation	surprise	0.547
daze	tagi	surprise	0.547
unbridled	le faʻamaonia	surprise	0.547
thwart	faʻailoga	surprise	0.547
treason	fouvale	surprise	0.539
punch	puno	surprise	0.539
insult	taufaaleaga	surprise	0.539
lunge	aoauli	surprise	0.539
illusion	pepelo	surprise	0.539
lucky	laki	surprise	0.539
interrupt	faʻalavelave	surprise	0.539
cheer	fiafia	surprise	0.539
celebration	faamanatu	surprise	0.539
violation	solia	surprise	0.539
marvel	maofa	surprise	0.539
sensation	lagona	surprise	0.531
fearfully	mataʻu	surprise	0.531
concealed	natia	surprise	0.531
banger	banger	surprise	0.531
affront	faʻalavelave	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veve	surprise	0.523
wonder	mafaufau	surprise	0.523
immediacy	vave vave	surprise	0.523
undiscovered	leʻi maua	surprise	0.523
abandonment	lafoaia	surprise	0.523
rejoice	fiafia	surprise	0.523
improvise	faʻaleleia	surprise	0.523
majestic	mamalu	surprise	0.523
scorpion	afua	surprise	0.523
victimized	ua afaina	surprise	0.523
liberate	saoloto	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	faʻamalosi	surprise	0.516
tickle	logoleleia	surprise	0.516
chance	avanoa	surprise	0.516
howl	aue	surprise	0.516
swerve	sui	surprise	0.508
reflex	ata	surprise	0.508
rave	fai	surprise	0.508
pop	Pop	surprise	0.508
luck	manuia	surprise	0.508
magnificent	matagofie	surprise	0.508
transcendence	maualuga	surprise	0.508
garish	fufulu	surprise	0.508
unintentionally	ma le le iloa	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	e le masani	surprise	0.500
marvelous	ofoofogia	surprise	0.500
heroic	totoa	surprise	0.500
remarkable	ofoofogia	surprise	0.500
fainting	faʻanoanoa	surprise	0.500
slayer	fasioti tagata	surprise	0.500
erotic	leaga	surprise	0.500
enliven	faʻaola	surprise	0.500
alertness	mataala	surprise	0.500
misbehavior	amio le pulea	surprise	0.500
embarrassment	maasiasi	surprise	0.500
diversion	feeseeseaiga	surprise	0.500
unutterable	e le mafaamatalaina	surprise	0.492
nab	au	surprise	0.492
camouflage	faʻailoga	surprise	0.492
trump	pu	surprise	0.492
decoy	teuteu	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	aso fanau	surprise	0.492
greatness	maoae	surprise	0.492
zeal	maelega	surprise	0.484
prick	prick	surprise	0.484
magician	taulaitu	surprise	0.484
underestimate	le manatu faatauvaa	surprise	0.484
horde	vete	surprise	0.484
fanfare	osofaʻiga	surprise	0.484
inexpressible	le mafaamatalaina	surprise	0.484
daemon	daemon	surprise	0.484
variable	fesuiaʻi	surprise	0.484
curiosity	fiailoa	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	le puipuia	surprise	0.477
chicane	chicane	surprise	0.477
fortune	tamaoaiga	surprise	0.477
sneeze	sneeze	surprise	0.477
illumination	malamalama	surprise	0.477
incident	mea na tutupu	surprise	0.477
dreadfully	mataʻutia	surprise	0.477
strange	ese	surprise	0.477
subversive	toilalo	surprise	0.477
reversal	fesuiaʻiga	surprise	0.469
prowl	tagi	surprise	0.469
rapid	vave	surprise	0.469
leery	lalelei	surprise	0.469
wizard	taulaitu	surprise	0.469
coincidence	faanatinati	surprise	0.461
hilarious	sulu	surprise	0.461
divergent	eseese	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	malologa	surprise	0.461
slip	slip	surprise	0.461
wonderful	matagofie	surprise	0.453
hoax	uila	surprise	0.453
winning	manumalo	surprise	0.453
overestimate	faʻamalosi	surprise	0.453
confession	taʻutaʻu atu	surprise	0.453
ordeal	faʻalavelave	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	fiafiaga	surprise	0.453
raffle	faffle	surprise	0.453
stound	faʻanoanoa	surprise	0.445
laughter	ata	surprise	0.445
enthusiast	naunautai	surprise	0.445
