word	Spanish-es	emotion	emotion-intensity-score
slap	bofetada	surprise	0.680
monstrous	monstruoso	surprise	0.680
clamor	clamor	surprise	0.680
thrill	emoción	surprise	0.680
accidentally	accidentalmente	surprise	0.672
accidental	accidental	surprise	0.672
striking	sorprendentes	surprise	0.672
captivate	cautivar	surprise	0.672
exhilaration	regocijo	surprise	0.672
terrorist	terrorista	surprise	0.672
inexplicable	inexplicable	surprise	0.672
exciting	emocionante	surprise	0.672
topple	derrocar	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	volcán	surprise	0.664
revolution	revolución	surprise	0.664
freakish	monstruoso	surprise	0.664
incendiary	incendiario	surprise	0.656
revolt	revuelta	surprise	0.656
sneak	furtivo	surprise	0.656
unspeakable	indecible	surprise	0.656
bloodshed	matanza	surprise	0.656
cyclone	ciclón	surprise	0.648
violent	violento	surprise	0.648
disruption	ruptura	surprise	0.648
spellbound	hechizado	surprise	0.648
unsuspecting	nada suspicaz	surprise	0.648
mutiny	motín	surprise	0.648
attacking	agresor	surprise	0.648
unintended	involuntaria	surprise	0.648
amazingly	espantosamente	surprise	0.648
epidemic	epidemia	surprise	0.648
shout	gritar	surprise	0.641
screech	chillido	surprise	0.641
wildfire	fuego fatuo	surprise	0.641
indescribable	indescriptible	surprise	0.641
enthusiasm	entusiasmo	surprise	0.641
excitation	excitación	surprise	0.641
tumult	tumulto	surprise	0.641
improvisation	improvisación	surprise	0.641
anomaly	anomalía	surprise	0.633
apparition	aparición	surprise	0.633
treachery	traición	surprise	0.633
presto	presto	surprise	0.633
gape	mirar boquiabierto	surprise	0.633
agape	ágape	surprise	0.633
uncertain	incierto	surprise	0.633
plunder	saquear	surprise	0.633
tempest	tempestad	surprise	0.625
trick	truco	surprise	0.625
slaughtering	matanza	surprise	0.625
wonderment	admiración	surprise	0.625
excited	emocionado	surprise	0.625
sorcery	brujería	surprise	0.625
murderous	asesino	surprise	0.625
urgency	urgencia	surprise	0.625
distress	angustia	surprise	0.625
mystery	misterio	surprise	0.625
trickery	astucia	surprise	0.617
intense	intenso	surprise	0.617
vanish	desaparecer	surprise	0.617
murder	asesinato	surprise	0.617
quickness	rapidez	surprise	0.617
intrusive	intruso	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	broma	surprise	0.617
blindfold	venda	surprise	0.609
coup	golpe	surprise	0.609
splash	chapoteo	surprise	0.609
thief	ladrón	surprise	0.609
magical	mágico	surprise	0.609
unstable	inestable	surprise	0.609
shatter	romper	surprise	0.609
strangle	estrangular	surprise	0.609
defy	desafiar	surprise	0.602
deluge	diluvio	surprise	0.602
inconceivable	inconcebible	surprise	0.602
jubilee	aniversario	surprise	0.602
stupor	estupor	surprise	0.602
tackle	entrada	surprise	0.602
assail	atacar	surprise	0.602
betray	traicionar	surprise	0.602
monstrosity	monstruosidad	surprise	0.594
alerts	alertas	surprise	0.594
lightning	relámpago	surprise	0.594
mishap	percance	surprise	0.594
shrill	estridente	surprise	0.594
stupendous	estupendo	surprise	0.594
mysterious	misterioso	surprise	0.586
paralyzed	paralizado	surprise	0.586
randomly	al azar	surprise	0.586
bonus	prima	surprise	0.586
deceit	engaño	surprise	0.586
wild	salvaje	surprise	0.586
pitfall	trampa	surprise	0.586
wondrous	maravilloso	surprise	0.586
uncanny	misterioso	surprise	0.586
electric	eléctrico	surprise	0.578
oddity	rareza	surprise	0.578
death	muerte	surprise	0.578
jubilant	jubiloso	surprise	0.578
godsend	bendición	surprise	0.578
stagger	tambalear	surprise	0.578
raving	delirante	surprise	0.578
rejoicing	alegría	surprise	0.578
premature	prematuro	surprise	0.578
fluke	platija	surprise	0.578
bizarre	extraño	surprise	0.578
revenge	venganza	surprise	0.570
dynamic	dinámica	surprise	0.570
dismay	consternación	surprise	0.570
ecstatic	extático	surprise	0.562
fascinate	fascinar	surprise	0.562
uncover	descubrir	surprise	0.562
jerk	imbécil	surprise	0.562
reward	recompensa	surprise	0.562
nefarious	vil	surprise	0.562
reappear	reaparecer	surprise	0.562
whim	capricho	surprise	0.555
conjure	conjurar	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	loco	surprise	0.555
thaumaturgy	taumaturgia	surprise	0.555
illuminate	iluminar	surprise	0.547
rescue	rescate	surprise	0.547
tantalizing	tentador	surprise	0.547
winner	ganador	surprise	0.547
heroism	heroísmo	surprise	0.547
rarity	rareza	surprise	0.547
ejaculation	eyaculación	surprise	0.547
daze	aturdimiento	surprise	0.547
unbridled	desenfrenado	surprise	0.547
thwart	frustrar	surprise	0.547
treason	traición	surprise	0.539
punch	puñetazo	surprise	0.539
insult	insulto	surprise	0.539
lunge	estocada	surprise	0.539
illusion	espejismo	surprise	0.539
lucky	suerte	surprise	0.539
interrupt	interrumpir	surprise	0.539
cheer	animar	surprise	0.539
celebration	celebracion	surprise	0.539
violation	violación	surprise	0.539
marvel	maravilla	surprise	0.539
sensation	sensación	surprise	0.531
fearfully	con miedo	surprise	0.531
concealed	excusado	surprise	0.531
banger	petardo	surprise	0.531
affront	afrenta	surprise	0.531
snag	engancharse	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	virar	surprise	0.523
wonder	preguntarse	surprise	0.523
immediacy	inmediación	surprise	0.523
undiscovered	sin descubrir	surprise	0.523
abandonment	abandono	surprise	0.523
rejoice	alegrarse	surprise	0.523
improvise	improvisar	surprise	0.523
majestic	majestuoso	surprise	0.523
scorpion	escorpión	surprise	0.523
victimized	victimizado	surprise	0.523
liberate	liberar	surprise	0.523
yelp	gañido	surprise	0.516
stealthily	a hurtadillas	surprise	0.516
tickle	cosquillas	surprise	0.516
chance	oportunidad	surprise	0.516
howl	aullido	surprise	0.516
swerve	viraje	surprise	0.508
reflex	reflejo	surprise	0.508
rave	delirio	surprise	0.508
pop	popular	surprise	0.508
luck	suerte	surprise	0.508
magnificent	magnífico	surprise	0.508
transcendence	trascendencia	surprise	0.508
garish	llamativo	surprise	0.508
unintentionally	involuntariamente	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	infrecuente	surprise	0.500
marvelous	maravilloso	surprise	0.500
heroic	heroico	surprise	0.500
remarkable	notable	surprise	0.500
fainting	desmayo	surprise	0.500
slayer	asesino	surprise	0.500
erotic	erótico	surprise	0.500
enliven	animar	surprise	0.500
alertness	vigilancia	surprise	0.500
misbehavior	mal comportamiento	surprise	0.500
embarrassment	vergüenza	surprise	0.500
diversion	desviación	surprise	0.500
unutterable	indecible	surprise	0.492
nab	coger	surprise	0.492
camouflage	camuflaje	surprise	0.492
trump	triunfo	surprise	0.492
decoy	señuelo	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	quimera	surprise	0.492
infarct	infarto	surprise	0.492
birthday	cumpleaños	surprise	0.492
greatness	grandeza	surprise	0.492
zeal	celo	surprise	0.484
prick	pinchazo	surprise	0.484
magician	mago	surprise	0.484
underestimate	subestimar	surprise	0.484
horde	horda	surprise	0.484
fanfare	trompeteo	surprise	0.484
inexpressible	inexpresable	surprise	0.484
daemon	demonio	surprise	0.484
variable	variable	surprise	0.484
curiosity	curiosidad	surprise	0.484
gawk	papar moscas	surprise	0.477
unguarded	sin defensa	surprise	0.477
chicane	crítica	surprise	0.477
fortune	fortuna	surprise	0.477
sneeze	estornudar	surprise	0.477
illumination	iluminación	surprise	0.477
incident	incidente	surprise	0.477
dreadfully	horrorosamente	surprise	0.477
strange	extraño	surprise	0.477
subversive	subversivo	surprise	0.477
reversal	inversión	surprise	0.469
prowl	merodear	surprise	0.469
rapid	rápido	surprise	0.469
leery	sospechoso	surprise	0.469
wizard	mago	surprise	0.469
coincidence	coincidencia	surprise	0.461
hilarious	divertidísimo	surprise	0.461
divergent	divergente	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	descanso	surprise	0.461
slip	resbalón	surprise	0.461
wonderful	maravilloso	surprise	0.453
hoax	farsa	surprise	0.453
winning	victorioso	surprise	0.453
overestimate	sobreestimar	surprise	0.453
confession	confesión	surprise	0.453
ordeal	ordalías	surprise	0.453
evanescence	evanescencia	surprise	0.453
merriment	alegría	surprise	0.453
raffle	rifa	surprise	0.453
stound	stound	surprise	0.445
laughter	risa	surprise	0.445
enthusiast	entusiasta	surprise	0.445
splendid	espléndido	surprise	0.445
feat	hazaña	surprise	0.445
perchance	tal vez	surprise	0.445
excel	sobresalir	surprise	0.445
gambling	juego	surprise	0.445
unintentional	involuntario	surprise	0.438
brighten	aclarar	surprise	0.438
changeable	cambiable	surprise	0.438
rapt	arrebatado	surprise	0.438
unique	único	surprise	0.438
splendor	esplendor	surprise	0.438
senseless	sin sentido	surprise	0.438
gift	regalo	surprise	0.430
fascination	fascinación	surprise	0.430
trepidation	miedo	surprise	0.430
stealthy	cauteloso	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Encantado	surprise	0.430
lawsuit	demanda judicial	surprise	0.430
intrigue	intriga	surprise	0.430
quicksilver	azogue	surprise	0.422
originality	originalidad	surprise	0.422
riddle	enigma	surprise	0.422
judgment	juicio	surprise	0.422
enchant	encantar	surprise	0.422
stealth	sigilo	surprise	0.422
veracity	veracidad	surprise	0.414
elusive	elusivo	surprise	0.414
perjury	perjurio	surprise	0.414
spirits	espíritu	surprise	0.414
liberation	liberación	surprise	0.414
illegitimate	ilegítimo	surprise	0.414
syncope	síncope	surprise	0.414
experiment	experimentar	surprise	0.414
gambler	jugador	surprise	0.406
eager	ansioso	surprise	0.406
inspired	inspirado	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	aplausos	surprise	0.406
allure	seducir	surprise	0.406
parade	desfile	surprise	0.406
princely	principesco	surprise	0.398
divorce	divorcio	surprise	0.398
guess	adivinar	surprise	0.398
burlesque	burlesco	surprise	0.398
secrecy	secreto	surprise	0.398
aspiration	aspiración	surprise	0.391
peri	peri	surprise	0.391
cheerful	alegre	surprise	0.391
hermaphrodite	hermafrodita	surprise	0.391
supremacy	supremacía	surprise	0.391
incontinence	incontinencia	surprise	0.391
inheritance	herencia	surprise	0.383
score	Puntuación	surprise	0.383
lose	perder	surprise	0.383
crowning	coronamiento	surprise	0.383
buck	dólar	surprise	0.383
praiseworthy	loable	surprise	0.383
cadaver	cadáver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	trago	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	retozón	surprise	0.375
mystic	místico	surprise	0.375
succeed	tener éxito	surprise	0.375
advance	avanzar	surprise	0.375
sparkle	brillar	surprise	0.367
hope	esperanza	surprise	0.367
joker	bromista	surprise	0.367
sensual	sensual	surprise	0.367
excavation	excavación	surprise	0.367
feeling	sensación	surprise	0.359
entertainment	entretenimiento	surprise	0.359
clown	payaso	surprise	0.352
newcomer	recién llegado	surprise	0.352
modify	modificar	surprise	0.352
award	premio	surprise	0.352
blessings	bendiciones	surprise	0.352
postponement	aplazamiento	surprise	0.352
obit	obituario	surprise	0.352
celebrity	celebridad	surprise	0.344
hero	héroe	surprise	0.344
start	comienzo	surprise	0.344
wonderfully	maravillosamente	surprise	0.344
highest	más alto	surprise	0.344
proficiency	competencia	surprise	0.344
glorify	glorificar	surprise	0.344
unbeaten	invicto	surprise	0.336
memorable	memorable	surprise	0.336
sanctify	santificar	surprise	0.336
rekindle	reavivar	surprise	0.336
optimism	optimismo	surprise	0.336
warned	prevenido	surprise	0.336
prodigious	prodigioso	surprise	0.336
dissolution	disolución	surprise	0.336
grin	mueca	surprise	0.336
admiration	admiración	surprise	0.328
hypertrophy	hipertrofia	surprise	0.328
present	presente	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ángel	surprise	0.320
examination	examen	surprise	0.320
catch	captura	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	Ligar	surprise	0.312
puma	puma	surprise	0.312
liberty	libertad	surprise	0.312
kiss	Beso	surprise	0.312
embrace	abrazo	surprise	0.312
occasional	ocasional	surprise	0.312
treat	tratar	surprise	0.312
saint	Smo	surprise	0.312
scrimmage	pelea	surprise	0.312
dismissal	despido	surprise	0.312
perfection	perfección	surprise	0.305
generosity	generosidad	surprise	0.305
gratify	satisfacer	surprise	0.305
saintly	santo	surprise	0.305
sally	salida	surprise	0.305
polarity	polaridad	surprise	0.297
finally	finalmente	surprise	0.297
differently	diferentemente	surprise	0.297
palpable	palpable	surprise	0.297
warn	advertir	surprise	0.297
ceremony	ceremonia	surprise	0.297
larger	más grande	surprise	0.297
favorable	favorable	surprise	0.297
romance	romance	surprise	0.289
medal	medalla	surprise	0.289
inviting	atractivo	surprise	0.289
greeting	saludo	surprise	0.289
candid	sincero	surprise	0.281
resignation	resignación	surprise	0.281
trip	viaje	surprise	0.281
accolade	espaldarazo	surprise	0.281
labor	labor	surprise	0.281
stare	mirar fijamente	surprise	0.273
glimmer	luz tenue	surprise	0.266
invite	invitación	surprise	0.266
somatic	somático	surprise	0.266
admire	admirar	surprise	0.266
immerse	sumergirse	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimetismo	surprise	0.266
compensate	compensar	surprise	0.266
insolvency	insolvencia	surprise	0.266
playful	juguetón	surprise	0.266
complement	complemento	surprise	0.258
receiving	recepción	surprise	0.258
hypothesis	hipótesis	surprise	0.258
laugh	risa	surprise	0.258
chuckle	risita	surprise	0.258
honeymoon	Luna de miel	surprise	0.250
marry	casar	surprise	0.242
independence	independencia	surprise	0.242
opera	ópera	surprise	0.242
pleasant	agradable	surprise	0.242
rhythmical	rítmico	surprise	0.234
assessment	evaluación	surprise	0.234
hopeful	esperanzado	surprise	0.234
trophy	trofeo	surprise	0.234
holiness	santidad	surprise	0.234
chant	cantar	surprise	0.234
leave	salir	surprise	0.234
procession	procesión	surprise	0.227
placard	cartel	surprise	0.227
deal	acuerdo	surprise	0.227
cherish	apreciar	surprise	0.219
good	bueno	surprise	0.219
shopping	compras	surprise	0.219
musical	musical	surprise	0.219
shell	cáscara	surprise	0.211
dawn	amanecer	surprise	0.211
simplify	simplificar	surprise	0.211
purity	pureza	surprise	0.203
nullify	anular	surprise	0.203
money	dinero	surprise	0.203
sweet	dulce	surprise	0.203
morals	moralidad	surprise	0.203
synchronize	sincronizar	surprise	0.195
preservative	preservativo	surprise	0.195
humanitarian	humanitario	surprise	0.195
unfulfilled	incumplido	surprise	0.195
precious	precioso	surprise	0.195
obliging	servicial	surprise	0.188
singularly	particularmente	surprise	0.188
foresee	prever	surprise	0.180
pray	orar	surprise	0.180
graduation	graduación	surprise	0.180
lovely	encantador	surprise	0.180
sun	sol	surprise	0.172
art	art	surprise	0.172
mouth	boca	surprise	0.172
youth	juventud	surprise	0.172
thirst	sed	surprise	0.172
young	joven	surprise	0.164
goodness	bondad	surprise	0.164
overdue	atrasado	surprise	0.156
visor	visera	surprise	0.156
practiced	experto	surprise	0.156
latent	latente	surprise	0.156
loyal	leal	surprise	0.148
expect	esperar	surprise	0.148
destination	destino	surprise	0.148
wireless	inalámbrico	surprise	0.148
quote	citar	surprise	0.141
slush	fango	surprise	0.141
infant	infantil	surprise	0.141
cream	crema	surprise	0.141
playground	patio de recreo	surprise	0.133
organization	organización	surprise	0.125
teach	enseñar	surprise	0.125
vote	votar	surprise	0.125
smile	sonreír	surprise	0.117
weight	peso	surprise	0.117
dolphin	delfín	surprise	0.117
sisterhood	hermandad	surprise	0.109
cable	cable	surprise	0.109
sunny	soleado	surprise	0.102
steady	estable	surprise	0.094
leisure	ocio	surprise	0.086
peaceful	pacífico	surprise	0.086
spa	spa	surprise	0.086
tree	árbol	surprise	0.078
picnic	picnic	surprise	0.078
worm	gusano	surprise	0.055
truthfulness	veracidad	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	confiable	trust	0.867
honest	honesto	trust	0.844
honesty	honestidad	trust	0.844
honor	honor	trust	0.844
truth	verdad	trust	0.844
truthful	veraz	trust	0.836
trusting	confiando	trust	0.836
brotherhood	fraternidad	trust	0.820
entrust	confiar	trust	0.812
committed	comprometido	trust	0.805
integrity	integridad	trust	0.805
loyalty	lealtad	trust	0.805
honorable	honorable	trust	0.805
credibility	credibilidad	trust	0.805
trust	confianza	trust	0.805
faithful	fiel	trust	0.797
sincere	sincero	trust	0.797
responsible	responsable	trust	0.789
partnership	asociación	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	sabiduría	trust	0.789
oath	juramento	trust	0.781
verification	verificación	trust	0.781
vow	voto	trust	0.781
cooperative	cooperativa	trust	0.781
respectable	respetable	trust	0.773
credible	creíble	trust	0.773
hero	héroe	trust	0.773
sisterhood	hermandad	trust	0.773
promise	promesa	trust	0.773
verified	verificado	trust	0.773
qualified	calificado	trust	0.766
respected	respetado	trust	0.766
authentication	autenticación	trust	0.766
compassion	compasión	trust	0.759
reputable	acreditado	trust	0.758
safekeeping	custodia	trust	0.758
reliability	confiabilidad	trust	0.758
moral	moral	trust	0.758
love	amor	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	aprobación	trust	0.758
stable	estable	trust	0.750
friend	amigo	trust	0.750
genuine	auténtico	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	competencia	trust	0.750
loyal	leal	trust	0.750
ally	aliado	trust	0.750
safeguard	salvaguardia	trust	0.750
companion	compañero	trust	0.750
advised	aconsejado	trust	0.750
authentic	auténtico	trust	0.750
respect	el respeto	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	libertad	trust	0.742
proven	probado	trust	0.742
respects	saludos	trust	0.742
faith	fe	trust	0.742
wholesome	saludable	trust	0.742
heartfelt	sentido	trust	0.734
unification	unificación	trust	0.734
protecting	protector	trust	0.734
reassurance	seguridades	trust	0.734
admirable	admirable	trust	0.734
trustee	fideicomisario	trust	0.734
supporter	seguidor	trust	0.734
confirmation	confirmación	trust	0.734
respectful	respetuoso	trust	0.734
alliance	Alianza	trust	0.727
equality	igualdad	trust	0.727
friendship	amistad	trust	0.727
agreement	acuerdo	trust	0.727
fact	hecho	trust	0.727
confident	confidente	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	creyendo	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	excelencia	trust	0.727
credential	credencial	trust	0.727
closeness	cercanía	trust	0.719
authenticate	autenticar	trust	0.719
intelligence	inteligencia	trust	0.719
virtue	virtud	trust	0.719
honored	honrado	trust	0.719
virtuous	virtuoso	trust	0.719
kindred	parientes	trust	0.719
charitable	Caritativo	trust	0.711
dedication	Dedicación	trust	0.711
guarantee	garantía	trust	0.711
cooperation	cooperación	trust	0.711
creditable	loable	trust	0.711
consistency	consistencia	trust	0.711
allegiance	lealtad	trust	0.711
cooperating	cooperando	trust	0.711
straightforward	sencillo	trust	0.711
determination	determinación	trust	0.711
justice	justicia	trust	0.711
sanctuary	santuario	trust	0.703
nurture	nutrir	trust	0.703
innocent	inocente	trust	0.703
admire	admirar	trust	0.703
assurance	garantía	trust	0.703
morality	moralidad	trust	0.703
prepared	preparado	trust	0.703
friendliness	amabilidad	trust	0.703
reliable	de confianza	trust	0.703
mentor	mentor	trust	0.703
guardianship	tutela	trust	0.703
fulfilled	cumplido	trust	0.703
reverence	reverencia	trust	0.703
proof	prueba	trust	0.703
admiration	admiración	trust	0.703
mother	madre	trust	0.703
protected	protegido	trust	0.703
motherhood	maternidad	trust	0.703
marriage	matrimonio	trust	0.695
skillful	hábil	trust	0.695
indestructible	indestructible	trust	0.695
guardian	guardián	trust	0.695
accountable	explicable	trust	0.695
courage	valor	trust	0.695
bodyguard	guardaespaldas	trust	0.695
agreeable	agradable	trust	0.695
scientist	científico	trust	0.695
allied	aliado	trust	0.695
compassionate	compasivo	trust	0.695
humanitarian	humanitario	trust	0.695
approving	aprobatorio	trust	0.695
united	unido	trust	0.695
pact	pacto	trust	0.695
certified	certificado	trust	0.695
morals	moralidad	trust	0.695
esteem	estima	trust	0.688
secure	seguro	trust	0.688
perfection	perfección	trust	0.688
guidance	dirección	trust	0.688
competent	competente	trust	0.688
authenticity	autenticidad	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justificable	trust	0.688
humanity	humanidad	trust	0.688
solidity	solidez	trust	0.688
adviser	asesor	trust	0.688
pledge	promesa	trust	0.688
believed	creído	trust	0.688
understanding	comprensión	trust	0.688
monogamy	monogamia	trust	0.688
expertise	pericia	trust	0.680
diplomatic	diplomático	trust	0.680
confidential	confidencial	trust	0.680
hope	esperanza	trust	0.680
protector	protector	trust	0.680
agreeing	aceptando	trust	0.680
diligence	diligencia	trust	0.680
official	oficial	trust	0.680
affirm	afirmar	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	abuelo	trust	0.680
humble	humilde	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	Abogacía	trust	0.680
elders	ancianos	trust	0.680
goodness	bondad	trust	0.680
commendable	recomendable	trust	0.680
inspire	inspirar	trust	0.680
approve	aprobar	trust	0.680
confide	confiar	trust	0.680
professional	profesional	trust	0.680
familiarity	familiaridad	trust	0.680
leader	líder	trust	0.680
confirmed	confirmado	trust	0.680
acceptance	aceptación	trust	0.680
benevolence	benevolencia	trust	0.672
dignity	dignidad	trust	0.672
harmoniously	armoniosamente	trust	0.672
mastery	maestría	trust	0.672
unwavering	inquebrantable	trust	0.672
accredited	autorizado	trust	0.672
healing	curación	trust	0.672
encyclopedia	enciclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	santificar	trust	0.672
cohesive	cohesivo	trust	0.672
covenant	pacto	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	impecable	trust	0.672
safe	seguro	trust	0.672
intelligent	inteligente	trust	0.672
merit	mérito	trust	0.664
impeccable	impecable	trust	0.664
affirmatively	afirmativamente	trust	0.664
spiritual	espiritual	trust	0.664
advocate	abogado	trust	0.664
team	equipo	trust	0.664
heroic	heroico	trust	0.664
communicate	comunicar	trust	0.664
disciple	discípulo	trust	0.664
expert	experto	trust	0.664
proficient	competente	trust	0.664
specialist	especialista	trust	0.664
ambassador	embajador	trust	0.664
accept	aceptar	trust	0.664
attestation	atestación	trust	0.664
supporting	secundario	trust	0.664
reliance	dependencia	trust	0.664
authority	autoridad	trust	0.664
accountability	responsabilidad	trust	0.664
guidebook	guía	trust	0.664
fulfillment	cumplimiento	trust	0.664
strengthening	fortalecimiento	trust	0.661
familiar	familiar	trust	0.656
facts	hechos	trust	0.656
achieve	lograr	trust	0.656
warranty	garantía	trust	0.656
structure	estructura	trust	0.656
steadfast	firme	trust	0.656
favorable	favorable	trust	0.656
counsel	consejo	trust	0.656
relationship	relación	trust	0.656
scientific	científico	trust	0.656
gentleman	hidalgo	trust	0.656
strength	fuerza	trust	0.656
elder	mayor	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	santidad	trust	0.656
excellent	excelente	trust	0.656
proficiency	competencia	trust	0.656
constancy	constancia	trust	0.656
defended	defendido	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	confiar	trust	0.648
heroism	heroísmo	trust	0.648
peaceful	pacífico	trust	0.648
competency	competencia	trust	0.648
assuredly	ciertamente	trust	0.648
brother	hermano	trust	0.648
counselor	consejero	trust	0.648
successful	exitoso	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	protector	trust	0.648
saint	Smo	trust	0.648
harmony	armonía	trust	0.648
matrimony	matrimonio	trust	0.648
noble	noble	trust	0.648
inspiration	inspiración	trust	0.648
academic	académico	trust	0.648
assist	ayudar	trust	0.648
agreed	convenido	trust	0.648
uphold	defender	trust	0.648
comrade	camarada	trust	0.648
lovable	amable	trust	0.648
advisable	aconsejable	trust	0.648
solidarity	solidaridad	trust	0.648
worthy	digno	trust	0.643
durability	durabilidad	trust	0.641
coexist	coexistir	trust	0.641
assure	asegurar	trust	0.641
establish	establecer	trust	0.641
benefactor	benefactor	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	líder	trust	0.641
loving	amoroso	trust	0.641
teacher	profesor	trust	0.641
judiciary	judicial	trust	0.641
conscientious	concienzudo	trust	0.641
confidence	confianza	trust	0.641
lawful	legal	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordenado	trust	0.641
champion	campeón	trust	0.641
unity	unidad	trust	0.641
legal	legal	trust	0.641
kind	tipo	trust	0.641
credence	crédito	trust	0.641
real	real	trust	0.641
doctor	doctor	trust	0.641
intimate	íntimo	trust	0.634
hopeful	esperanzado	trust	0.633
fortitude	fortaleza	trust	0.633
physician	médico	trust	0.633
brotherly	fraternal	trust	0.633
aspiration	aspiración	trust	0.633
convincing	Convincente	trust	0.633
sanctification	santificación	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homenaje	trust	0.633
courageous	valiente	trust	0.633
soundness	solvencia	trust	0.633
legitimacy	legitimidad	trust	0.633
endorse	endosar	trust	0.633
fidelity	fidelidad	trust	0.633
bless	bendecir	trust	0.633
judicial	judicial	trust	0.633
important	importante	trust	0.633
saintly	santo	trust	0.633
conscience	conciencia	trust	0.633
therapeutic	terapéutico	trust	0.633
authorize	autorizar	trust	0.633
devotional	piadoso	trust	0.633
practiced	experto	trust	0.633
backbone	columna vertebral	trust	0.633
approved	aprobado	trust	0.633
evident	evidente	trust	0.625
encourage	alentar	trust	0.625
caretaker	vigilante	trust	0.625
regard	considerar	trust	0.625
angel	ángel	trust	0.625
engaged	comprometido	trust	0.625
blessing	bendición	trust	0.625
professorship	cátedra	trust	0.625
majestic	majestuoso	trust	0.625
communication	comunicación	trust	0.625
purify	purificar	trust	0.625
authorization	autorización	trust	0.625
wonderful	maravilloso	trust	0.625
achievement	logro	trust	0.625
fireman	bombero	trust	0.625
certify	certificar	trust	0.625
civilized	civilizado	trust	0.625
profound	profundo	trust	0.625
accurate	preciso	trust	0.625
assured	seguro	trust	0.625
positivity	positividad	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	bueno	trust	0.617
absolution	absolución	trust	0.617
commend	elogiar	trust	0.617
cherish	apreciar	trust	0.617
fundamental	fundamental	trust	0.617
advice	Consejo	trust	0.617
objective	objetivo	trust	0.617
optimism	optimismo	trust	0.617
testament	testamento	trust	0.617
qualities	calidades	trust	0.617
haven	refugio	trust	0.617
heroine	heroína	trust	0.617
constantly	constantemente	trust	0.617
appreciation	apreciación	trust	0.617
triumphant	triunfante	trust	0.617
accord	acuerdo	trust	0.617
reassure	tranquilizar	trust	0.617
truce	tregua	trust	0.617
thoughtful	pensativo	trust	0.617
teach	enseñar	trust	0.617
god	Dios	trust	0.617
corroborate	corroborar	trust	0.617
believer	creyente	trust	0.617
unimpeachable	intachable	trust	0.617
surety	garantía	trust	0.617
attentive	atento	trust	0.617
gospel	evangelio	trust	0.617
bedrock	base	trust	0.617
approvement	Aprobación	trust	0.617
planning	planificación	trust	0.617
rational	racional	trust	0.617
passionate	apasionado	trust	0.617
happy	contento	trust	0.609
babysitter	niñera	trust	0.609
brilliant	brillante	trust	0.609
praise	alabanza	trust	0.609
definitive	definitivo	trust	0.609
considerate	considerado	trust	0.609
patron	patrón	trust	0.609
scripture	Sagrada Escritura	trust	0.609
heal	sanar	trust	0.609
praiseworthy	loable	trust	0.609
steward	mayordomo	trust	0.609
awareness	conciencia	trust	0.609
officer	oficial	trust	0.609
purification	purificación	trust	0.609
excel	sobresalir	trust	0.609
civilization	civilización	trust	0.609
liking	gusto	trust	0.609
comfort	comodidad	trust	0.609
magnificence	magnificencia	trust	0.609
notary	notario	trust	0.609
progression	progresión	trust	0.609
mediator	mediador	trust	0.609
blessings	bendiciones	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	recomendar	trust	0.609
brave	valiente	trust	0.602
experienced	experimentado	trust	0.602
steady	estable	trust	0.602
enlightenment	ilustración	trust	0.602
brighten	aclarar	trust	0.602
nun	NO TRANSLATION	trust	0.602
