word	Tagalog (Filipino)-tl	emotion	emotion-intensity-score
music	musika	sadness	0.016
mother	ina	sadness	0.016
nutritious	nakapagpapalusog	sadness	0.015
lovely	kaibig-ibig	sadness	0.009
art	sining	sadness	0.000
romance	pagmamahalan	sadness	0.000
liquor	alak	sadness	0.000
sweetheart	sweetheart	sadness	0.000
surprise	sorpresa	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	sumabog	surprise	0.906
explosion	pagsabog	surprise	0.898
explosive	paputok	surprise	0.883
ambush	ambus	surprise	0.883
eruption	pagsabog	surprise	0.883
frighten	takutin	surprise	0.875
startle	magulat ka	surprise	0.875
surprisingly	nakakagulat	surprise	0.875
shockingly	kagulat-gulat	surprise	0.875
surprising	nakakagulat	surprise	0.867
frightened	takot	surprise	0.867
surprised	Nagulat	surprise	0.867
thrilling	kapanapanabik	surprise	0.859
miracle	himala	surprise	0.859
outburst	pagsabog	surprise	0.859
blast	sabog	surprise	0.852
alarm	alarma	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	tumakas	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	shock	surprise	0.844
fright	takot	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	hindi inaasahan	surprise	0.836
catastrophe	sakuna	surprise	0.836
dazzle	magaling	surprise	0.836
emergency	emergency	surprise	0.828
bewilderment	pagkalito	surprise	0.828
suddenly	bigla	surprise	0.828
startling	nakagugulat	surprise	0.828
astound	humanga	surprise	0.820
stunned	masindak	surprise	0.820
jackpot	dyekpot	surprise	0.812
earthquake	lindol	surprise	0.812
disaster	kalamidad	surprise	0.812
astonish	astonish	surprise	0.805
astonishment	pagkamangha	surprise	0.805
climax	rurok	surprise	0.805
aghast	matinding galit	surprise	0.805
scare	takot	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	bomba	surprise	0.789
erupt	sumabog	surprise	0.789
exclaim	sumigaw	surprise	0.789
amazement	paghanga	surprise	0.781
detonate	magpaputok	surprise	0.773
alarming	may alarma	surprise	0.773
miraculous	kahanga-hanga	surprise	0.773
invade	sumalakay	surprise	0.773
raid	pagsalakay	surprise	0.773
abduction	pagdukot	surprise	0.773
kidnap	kidnap	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	napakalaki	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	mahuhulaan	surprise	0.758
unimaginable	hindi mailarawan	surprise	0.750
erratic	mali	surprise	0.750
accident	aksidente	surprise	0.750
outrageous	mapangahas	surprise	0.750
flinch	kumislap	surprise	0.742
blitz	blitz	surprise	0.742
petrify	petrify	surprise	0.742
slaughter	pagpatay	surprise	0.742
horror	katakutan	surprise	0.742
amaze	humanga	surprise	0.742
bewilder	bewilder	surprise	0.742
wreck	mabagsik	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	kaguluhan	surprise	0.734
frenetic	masilakbo	surprise	0.734
frantic	galit na galit	surprise	0.734
crash	bumagsak	surprise	0.734
sudden	bigla	surprise	0.727
riotous	magulo	surprise	0.727
vanished	nawala	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	sumigaw	surprise	0.727
bewildered	bewildered	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotahe	surprise	0.719
shriek	sumigaw	surprise	0.719
breathless	humihingal	surprise	0.719
scream	mapahiyaw	surprise	0.719
manslaughter	pagpatay ng tao	surprise	0.719
rupture	pagkakasira	surprise	0.719
unanticipated	hindi inaasahan	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	hindi mapigilan	surprise	0.711
unexpected	hindi inaasahang	surprise	0.711
electrify	magpalakas	surprise	0.711
stun	stun	surprise	0.711
shot	pagbaril	surprise	0.711
avalanche	avalanche	surprise	0.711
gasp	gasp	surprise	0.711
unforeseen	hindi inaasahan	surprise	0.703
slam	slam	surprise	0.703
surge	pagyurak	surprise	0.703
intruder	nanghihimasok	surprise	0.703
abrupt	biglang	surprise	0.703
suspense	pag-aalinlangan	surprise	0.703
devastation	pagkasira	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	pagkasumpungin	surprise	0.695
excite	gumising	surprise	0.695
unprecedented	walang uliran	surprise	0.695
stab	stab	surprise	0.695
urgent	kagyat na	surprise	0.695
yell	sumigaw	surprise	0.695
strike	welga	surprise	0.695
disturbance	gulo	surprise	0.688
carnage	pagpatay	surprise	0.688
spectacular	kamangha-manghang	surprise	0.688
incredible	hindi kapani-paniwala	surprise	0.688
recklessness	kawalang-ingat	surprise	0.680
slap	sampal	surprise	0.680
monstrous	napakapangit	surprise	0.680
clamor	hiyawan	surprise	0.680
thrill	kiligin	surprise	0.680
accidentally	aksidente	surprise	0.672
accidental	hindi sinasadya	surprise	0.672
striking	kapansin-pansin	surprise	0.672
captivate	makibalita	surprise	0.672
exhilaration	kagalakan	surprise	0.672
terrorist	terorista	surprise	0.672
inexplicable	hindi maipaliwanag	surprise	0.672
exciting	kapanapanabik	surprise	0.672
topple	bumagsak	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	bulkan	surprise	0.664
revolution	rebolusyon	surprise	0.664
freakish	nakakatakot	surprise	0.664
incendiary	sumusunog	surprise	0.656
revolt	pag-aalsa	surprise	0.656
sneak	lumabas	surprise	0.656
unspeakable	hindi masabi	surprise	0.656
bloodshed	pagdanak ng dugo	surprise	0.656
cyclone	bagyo	surprise	0.648
violent	marahas	surprise	0.648
disruption	pagkagambala	surprise	0.648
spellbound	nakabigla	surprise	0.648
unsuspecting	mapagtiwala	surprise	0.648
mutiny	pag-alis	surprise	0.648
attacking	umaatake	surprise	0.648
unintended	hindi sinasadya	surprise	0.648
amazingly	amazingly	surprise	0.648
epidemic	epidemya	surprise	0.648
shout	sumigaw	surprise	0.641
screech	screech	surprise	0.641
wildfire	napakalaking apoy	surprise	0.641
indescribable	hindi mailalarawan	surprise	0.641
enthusiasm	sigasig	surprise	0.641
excitation	paggulo	surprise	0.641
tumult	kaguluhan	surprise	0.641
improvisation	pagbigkas	surprise	0.641
anomaly	anomalya	surprise	0.633
apparition	apparition	surprise	0.633
treachery	pagtataksil	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	hindi tiyak	surprise	0.633
plunder	pandarambong	surprise	0.633
tempest	bagyo	surprise	0.625
trick	lansihin	surprise	0.625
slaughtering	pagpatay	surprise	0.625
wonderment	pagkamangha	surprise	0.625
excited	nasasabik	surprise	0.625
sorcery	pangkukulam	surprise	0.625
murderous	nakamamatay	surprise	0.625
urgency	kagalingan	surprise	0.625
distress	pagkabalisa	surprise	0.625
mystery	misteryo	surprise	0.625
trickery	panlilinlang	surprise	0.617
intense	matindi	surprise	0.617
vanish	maglaho	surprise	0.617
murder	pagpatay	surprise	0.617
quickness	dali	surprise	0.617
intrusive	mapanghimasok	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	kalokohan	surprise	0.617
blindfold	nakapiring	surprise	0.609
coup	kudeta	surprise	0.609
splash	splash	surprise	0.609
thief	magnanakaw	surprise	0.609
magical	mahiwagang	surprise	0.609
unstable	hindi matatag	surprise	0.609
shatter	basagin	surprise	0.609
strangle	bigla	surprise	0.609
defy	lumaban	surprise	0.602
deluge	delubyo	surprise	0.602
inconceivable	hindi maiisip	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	kawalang-malay	surprise	0.602
tackle	harapin	surprise	0.602
assail	pagsalakay	surprise	0.602
betray	ipagkanulo	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	mga alerto	surprise	0.594
lightning	kidlat	surprise	0.594
mishap	mishap	surprise	0.594
shrill	matunaw	surprise	0.594
stupendous	kamangha-mangha	surprise	0.594
mysterious	mahiwaga	surprise	0.586
paralyzed	paralisado	surprise	0.586
randomly	random	surprise	0.586
bonus	bonus	surprise	0.586
deceit	panlilinlang	surprise	0.586
wild	ligaw	surprise	0.586
pitfall	pitfall	surprise	0.586
wondrous	nakakamangha	surprise	0.586
uncanny	mahiwaga	surprise	0.586
electric	electric	surprise	0.578
oddity	kakatwa	surprise	0.578
death	kamatayan	surprise	0.578
jubilant	masayang-masaya	surprise	0.578
godsend	kaloob ng diyos	surprise	0.578
stagger	magparagos	surprise	0.578
raving	nagsisisigaw	surprise	0.578
rejoicing	pagsasaya	surprise	0.578
premature	napaaga	surprise	0.578
fluke	apoy	surprise	0.578
bizarre	kakaiba	surprise	0.578
revenge	paghihiganti	surprise	0.570
dynamic	dynamic	surprise	0.570
dismay	pagkabalisa	surprise	0.570
ecstatic	kalugud-lugod	surprise	0.562
fascinate	magaganda	surprise	0.562
uncover	alisan ng takip	surprise	0.562
jerk	haltak	surprise	0.562
reward	gantimpala	surprise	0.562
nefarious	kasuklam-suklam	surprise	0.562
reappear	lumabas muli	surprise	0.562
whim	kadalasan	surprise	0.555
conjure	kumusta	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	nagpapailaw	surprise	0.547
rescue	iligtas	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	nagwagi	surprise	0.547
heroism	kabayanihan	surprise	0.547
rarity	pambihira	surprise	0.547
ejaculation	bulalas	surprise	0.547
daze	malungkot	surprise	0.547
unbridled	walang pigil	surprise	0.547
thwart	hadlangan	surprise	0.547
treason	pagtataksil	surprise	0.539
punch	sumuntok	surprise	0.539
insult	insulto	surprise	0.539
lunge	lunge	surprise	0.539
illusion	ilusyon	surprise	0.539
lucky	masuwerte	surprise	0.539
interrupt	matakpan	surprise	0.539
cheer	magsaya	surprise	0.539
celebration	pagdiriwang	surprise	0.539
violation	paglabag	surprise	0.539
marvel	humanga	surprise	0.539
sensation	panlasa	surprise	0.531
fearfully	takot	surprise	0.531
concealed	lingid	surprise	0.531
banger	banger	surprise	0.531
affront	apront	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	magkasala	surprise	0.523
wonder	magtaka	surprise	0.523
immediacy	kagyat	surprise	0.523
undiscovered	hindi natuklasan	surprise	0.523
abandonment	pag-abanduna	surprise	0.523
rejoice	magalak	surprise	0.523
improvise	kumusta	surprise	0.523
majestic	marilag	surprise	0.523
scorpion	alakdan	surprise	0.523
victimized	biktima	surprise	0.523
liberate	palayain	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	palihim	surprise	0.516
tickle	tickle	surprise	0.516
chance	pagkakataon	surprise	0.516
howl	alulong	surprise	0.516
swerve	lumayo	surprise	0.508
reflex	pinabalik	surprise	0.508
rave	magmagaling	surprise	0.508
pop	pop	surprise	0.508
luck	luck	surprise	0.508
magnificent	kahanga-hanga	surprise	0.508
transcendence	transcendence	surprise	0.508
garish	mabait	surprise	0.508
unintentionally	hindi sinasadya	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	Madalang	surprise	0.500
marvelous	kahanga-hanga	surprise	0.500
heroic	kabayanihan	surprise	0.500
remarkable	kapansin-pansin	surprise	0.500
fainting	mahina	surprise	0.500
slayer	mamamatay-tao	surprise	0.500
erotic	erotika	surprise	0.500
enliven	pasiglahin	surprise	0.500
alertness	alerto	surprise	0.500
misbehavior	maling gawain	surprise	0.500
embarrassment	kahihiyan	surprise	0.500
diversion	palipasan	surprise	0.500
unutterable	hindi mababago	surprise	0.492
nab	nab	surprise	0.492
camouflage	magbalatkayo	surprise	0.492
trump	magkatakata	surprise	0.492
decoy	tulog	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	kaarawan	surprise	0.492
greatness	kadakilaan	surprise	0.492
zeal	sigasig	surprise	0.484
prick	tipak	surprise	0.484
magician	mago	surprise	0.484
underestimate	maliitin	surprise	0.484
horde	kuyog	surprise	0.484
fanfare	panoorin	surprise	0.484
inexpressible	hindi maipahayag	surprise	0.484
daemon	demonyo	surprise	0.484
variable	variable	surprise	0.484
curiosity	pagkamausisa	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	walang pananggalang	surprise	0.477
chicane	chicane	surprise	0.477
fortune	kapalaran	surprise	0.477
sneeze	bumahin	surprise	0.477
illumination	pag-iilaw	surprise	0.477
incident	insidente	surprise	0.477
dreadfully	katakut-takot	surprise	0.477
strange	kakaiba	surprise	0.477
subversive	subversive	surprise	0.477
reversal	baligtad	surprise	0.469
prowl	prowl	surprise	0.469
rapid	mabilis	surprise	0.469
leery	nakakainis	surprise	0.469
wizard	wizard	surprise	0.469
coincidence	pagkakataon	surprise	0.461
hilarious	masayang-maingay	surprise	0.461
divergent	divergent	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	pahinga	surprise	0.461
slip	slip	surprise	0.461
wonderful	kahanga-hanga	surprise	0.453
hoax	hoax	surprise	0.453
winning	nanalo	surprise	0.453
overestimate	sobrang sobra	surprise	0.453
confession	pag-amin	surprise	0.453
ordeal	mahigpit na pagsubok	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	pagsasaya	surprise	0.453
raffle	raffle	surprise	0.453
stound	stound	surprise	0.445
laughter	tawa	surprise	0.445
enthusiast	mahilig	surprise	0.445
splendid	kahanga-hanga	surprise	0.445
feat	gawa	surprise	0.445
perchance	siguro	surprise	0.445
excel	excel	surprise	0.445
gambling	pagsusugal	surprise	0.445
unintentional	hindi sinasadya	surprise	0.438
brighten	magpasaya	surprise	0.438
changeable	nababago	surprise	0.438
rapt	rapt	surprise	0.438
unique	natatanging	surprise	0.438
splendor	kaluwalhatian	surprise	0.438
senseless	walang saysay	surprise	0.438
gift	regalo	surprise	0.430
fascination	pagkahumaling	surprise	0.430
trepidation	kaguluhan	surprise	0.430
stealthy	pailalim	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Nagagalak	surprise	0.430
lawsuit	demanda	surprise	0.430
intrigue	intriga	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	pagka-orihinal	surprise	0.422
riddle	bugtong	surprise	0.422
judgment	paghatol	surprise	0.422
enchant	magayuma	surprise	0.422
stealth	stealth	surprise	0.422
veracity	katotohanan	surprise	0.414
elusive	mailap	surprise	0.414
perjury	perjury	surprise	0.414
spirits	espiritu	surprise	0.414
liberation	pagpapalaya	surprise	0.414
illegitimate	hindi naaayon sa batas	surprise	0.414
syncope	pangkatin	surprise	0.414
experiment	eksperimento	surprise	0.414
gambler	sugarol	surprise	0.406
eager	sabik	surprise	0.406
inspired	inspirasyon	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	palakpakan	surprise	0.406
allure	gayahin	surprise	0.406
parade	parada	surprise	0.406
princely	prinsipe	surprise	0.398
divorce	diborsyo	surprise	0.398
guess	hulaan	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	lihim	surprise	0.398
aspiration	hangad	surprise	0.391
peri	peri	surprise	0.391
cheerful	masayang	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	supremacy	surprise	0.391
incontinence	kawalan ng pagpipigil	surprise	0.391
inheritance	mana	surprise	0.383
score	puntos	surprise	0.383
lose	mawala	surprise	0.383
crowning	pagpaparangal	surprise	0.383
buck	usang lalaki	surprise	0.383
praiseworthy	kapuri-puri	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	maliksi	surprise	0.375
mystic	mistiko	surprise	0.375
succeed	magtagumpay	surprise	0.375
advance	isulong	surprise	0.375
sparkle	brilyo	surprise	0.367
hope	pag-asa	surprise	0.367
joker	taong mapagbiro	surprise	0.367
sensual	animal	surprise	0.367
excavation	paghuhukay	surprise	0.367
feeling	pakiramdam	surprise	0.359
entertainment	Aliwan	surprise	0.359
clown	clown	surprise	0.352
newcomer	bagong dating	surprise	0.352
modify	baguhin	surprise	0.352
award	award	surprise	0.352
blessings	pagpapala	surprise	0.352
postponement	pagpapaliban	surprise	0.352
obit	obit	surprise	0.352
celebrity	tanyag na tao	surprise	0.344
hero	bayani	surprise	0.344
start	magsimula	surprise	0.344
wonderfully	kamangha-mangha	surprise	0.344
highest	pinakamataas	surprise	0.344
proficiency	kasanayan	surprise	0.344
glorify	luwalhatiin	surprise	0.344
unbeaten	walang kapantay	surprise	0.336
memorable	di-malilimutang	surprise	0.336
sanctify	magpakabanal	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	optimismo	surprise	0.336
warned	binigyan ng babala	surprise	0.336
prodigious	napakahusay	surprise	0.336
dissolution	paglusaw	surprise	0.336
grin	ngumiti	surprise	0.336
admiration	paghanga	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	kasalukuyan	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	anghel	surprise	0.320
examination	pagsusuri	surprise	0.320
catch	mahuli	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	lumandi	surprise	0.312
puma	puma	surprise	0.312
liberty	kalayaan	surprise	0.312
kiss	halik	surprise	0.312
embrace	yakapin	surprise	0.312
occasional	paminsan-minsan	surprise	0.312
treat	gamutin	surprise	0.312
saint	santo	surprise	0.312
scrimmage	pag-aaway	surprise	0.312
dismissal	pagpapaalis	surprise	0.312
perfection	pagiging perpekto	surprise	0.305
generosity	kabutihang-loob	surprise	0.305
gratify	magbigay ng kasiyahan	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	polarity	surprise	0.297
finally	sa wakas	surprise	0.297
differently	naiiba	surprise	0.297
palpable	maririnig	surprise	0.297
warn	balaan	surprise	0.297
ceremony	seremonya	surprise	0.297
larger	mas malaki	surprise	0.297
favorable	kanais-nais	surprise	0.297
romance	pagmamahalan	surprise	0.289
medal	medalya	surprise	0.289
inviting	pag-anyaya	surprise	0.289
greeting	pagbati	surprise	0.289
candid	tapat	surprise	0.281
resignation	pagbibitiw	surprise	0.281
trip	biyahe	surprise	0.281
accolade	parangalan	surprise	0.281
labor	paggawa	surprise	0.281
stare	tumitig	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	mag-anyaya	surprise	0.266
somatic	somatic	surprise	0.266
admire	humanga	surprise	0.266
immerse	isawsaw	surprise	0.266
festival	pagdiriwang	surprise	0.266
mimicry	gayahin	surprise	0.266
compensate	magbayad	surprise	0.266
insolvency	kawalan ng kakayahan	surprise	0.266
playful	mapaglarong	surprise	0.266
complement	umakma	surprise	0.258
receiving	pagtanggap	surprise	0.258
hypothesis	teorya	surprise	0.258
laugh	tumawa	surprise	0.258
chuckle	tumawa nang marahan	surprise	0.258
honeymoon	hanimun	surprise	0.250
marry	mag-asawa	surprise	0.242
independence	pagsasarili	surprise	0.242
opera	opera	surprise	0.242
pleasant	maayang	surprise	0.242
rhythmical	maindayog	surprise	0.234
assessment	pagtatasa	surprise	0.234
hopeful	umaasa	surprise	0.234
trophy	tropeo	surprise	0.234
holiness	kabanalan	surprise	0.234
chant	umawit	surprise	0.234
leave	umalis	surprise	0.234
procession	prusisyon	surprise	0.227
placard	placard	surprise	0.227
deal	pakikitungo	surprise	0.227
cherish	mahalin	surprise	0.219
good	mabuti	surprise	0.219
shopping	pamimili	surprise	0.219
musical	musikal	surprise	0.219
shell	shell	surprise	0.211
dawn	madaling araw	surprise	0.211
simplify	pasimplehin	surprise	0.211
purity	kadalisayan	surprise	0.203
nullify	nullify	surprise	0.203
money	pera	surprise	0.203
sweet	matamis	surprise	0.203
morals	moralidad	surprise	0.203
synchronize	i-synchronize	surprise	0.195
preservative	pang-imbak	surprise	0.195
humanitarian	makatao	surprise	0.195
unfulfilled	hindi natapos	surprise	0.195
precious	mahalaga	surprise	0.195
obliging	mapagbigay	surprise	0.188
singularly	singularly	surprise	0.188
foresee	nakikita	surprise	0.180
pray	manalangin	surprise	0.180
graduation	pagtatapos	surprise	0.180
lovely	kaibig-ibig	surprise	0.180
sun	araw	surprise	0.172
art	sining	surprise	0.172
mouth	bibig	surprise	0.172
youth	kabataan	surprise	0.172
thirst	uhaw	surprise	0.172
young	bata pa	surprise	0.164
goodness	kabutihan	surprise	0.164
overdue	overdue	surprise	0.156
visor	takip	surprise	0.156
practiced	ensayado	surprise	0.156
latent	tago	surprise	0.156
loyal	tapat	surprise	0.148
expect	asahan	surprise	0.148
destination	patutunguhan	surprise	0.148
wireless	wireless	surprise	0.148
quote	quote	surprise	0.141
slush	slush	surprise	0.141
infant	sanggol	surprise	0.141
cream	cream	surprise	0.141
playground	palaruan	surprise	0.133
organization	organisasyon	surprise	0.125
teach	turo	surprise	0.125
vote	bumoto	surprise	0.125
smile	ngumiti	surprise	0.117
weight	timbang	surprise	0.117
dolphin	dolpin	surprise	0.117
sisterhood	kapatiran ng babae	surprise	0.109
cable	cable	surprise	0.109
sunny	maaraw	surprise	0.102
steady	matatag	surprise	0.094
leisure	paglilibang	surprise	0.086
peaceful	mapayapa	surprise	0.086
spa	spa	surprise	0.086
tree	puno	surprise	0.078
picnic	picnic	surprise	0.078
worm	uod	surprise	0.055
truthfulness	katapatan	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	mapagkakatiwalaan	trust	0.867
honest	tapat	trust	0.844
honesty	katapatan	trust	0.844
honor	karangalan	trust	0.844
truth	katotohanan	trust	0.844
truthful	matapat	trust	0.836
trusting	nagtitiwala	trust	0.836
brotherhood	kapatiran	trust	0.820
entrust	ipagkatiwala	trust	0.812
committed	nakatuon	trust	0.805
integrity	integridad	trust	0.805
loyalty	katapatan	trust	0.805
honorable	kagalang-galang	trust	0.805
credibility	kredibilidad	trust	0.805
trust	tiwala	trust	0.805
faithful	tapat	trust	0.797
sincere	taos-puso	trust	0.797
responsible	responsable	trust	0.789
partnership	pakikipagsosyo	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	karunungan	trust	0.789
oath	panunumpa	trust	0.781
verification	pagpapatunay	trust	0.781
vow	panata	trust	0.781
cooperative	kooperatiba	trust	0.781
respectable	kagalang-galang	trust	0.773
credible	kapani-paniwala	trust	0.773
hero	bayani	trust	0.773
sisterhood	kapatiran ng babae	trust	0.773
promise	pangako	trust	0.773
verified	napatunayan na	trust	0.773
qualified	kwalipikadong	trust	0.766
respected	iginagalang	trust	0.766
authentication	pagpapatunay	trust	0.766
compassion	habag	trust	0.759
reputable	kagalang-galang	trust	0.758
safekeeping	pag-iingat	trust	0.758
reliability	pagiging maaasahan	trust	0.758
moral	moral	trust	0.758
love	ibig	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	pag-apruba	trust	0.758
stable	matatag	trust	0.750
friend	kaibigan	trust	0.750
genuine	tunay	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kagalingan	trust	0.750
loyal	tapat	trust	0.750
ally	kapanalig	trust	0.750
safeguard	pangalagaan	trust	0.750
companion	kasama	trust	0.750
advised	pinapayuhan	trust	0.750
authentic	tunay na	trust	0.750
respect	paggalang	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	kalayaan	trust	0.742
proven	napatunayan	trust	0.742
respects	nirerespeto	trust	0.742
faith	pananampalataya	trust	0.742
wholesome	nakapagpapalusog	trust	0.742
heartfelt	taos-puso	trust	0.734
unification	pag-iisa	trust	0.734
protecting	pagprotekta	trust	0.734
reassurance	katiyakan	trust	0.734
admirable	kahanga-hanga	trust	0.734
trustee	tagapangasiwa	trust	0.734
supporter	tagasuporta	trust	0.734
confirmation	kumpirmasyon	trust	0.734
respectful	magalang	trust	0.734
alliance	alyansa	trust	0.727
equality	pagkakapantay-pantay	trust	0.727
friendship	pagkakaibigan	trust	0.727
agreement	kasunduan	trust	0.727
fact	katotohanan	trust	0.727
confident	tiwala	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	paniniwala	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	kahusayan	trust	0.727
credential	kredensyal	trust	0.727
closeness	malapit na	trust	0.719
authenticate	patotohanan	trust	0.719
intelligence	katalinuhan	trust	0.719
virtue	kabutihan	trust	0.719
honored	pinarangalan	trust	0.719
virtuous	walang bahid	trust	0.719
kindred	kamag-anak	trust	0.719
charitable	kawanggawa	trust	0.711
dedication	dedikasyon	trust	0.711
guarantee	garantiya	trust	0.711
cooperation	pakikipagtulungan	trust	0.711
creditable	na pinapahintulutan	trust	0.711
consistency	hindi pagbabago	trust	0.711
allegiance	katapatan	trust	0.711
cooperating	nakikipagtulungan	trust	0.711
straightforward	tapat	trust	0.711
determination	pagpapasiya	trust	0.711
justice	katarungan	trust	0.711
sanctuary	santuwaryo	trust	0.703
nurture	mag-alaga	trust	0.703
innocent	walang sala	trust	0.703
admire	humanga	trust	0.703
assurance	katiyakan	trust	0.703
morality	moralidad	trust	0.703
prepared	handa na	trust	0.703
friendliness	pagkamagiliw	trust	0.703
reliable	maaasahan	trust	0.703
mentor	tagapagturo	trust	0.703
guardianship	pangangalaga	trust	0.703
fulfilled	natupad	trust	0.703
reverence	paggalang	trust	0.703
proof	patunay	trust	0.703
admiration	paghanga	trust	0.703
mother	ina	trust	0.703
protected	protektado	trust	0.703
motherhood	pagiging ina	trust	0.703
marriage	kasal	trust	0.695
skillful	magaling	trust	0.695
indestructible	hindi masisira	trust	0.695
guardian	tagapag-alaga	trust	0.695
accountable	nananagot	trust	0.695
courage	lakas ng loob	trust	0.695
bodyguard	nagbabantay	trust	0.695
agreeable	kaaya-aya	trust	0.695
scientist	siyentipiko	trust	0.695
allied	allied	trust	0.695
compassionate	mahabagin	trust	0.695
humanitarian	makatao	trust	0.695
approving	pag-apruba	trust	0.695
united	nagkakaisa	trust	0.695
pact	kasunduan	trust	0.695
certified	sertipikadong	trust	0.695
morals	moralidad	trust	0.695
esteem	pagpapahalaga	trust	0.688
secure	ligtas	trust	0.688
perfection	pagiging perpekto	trust	0.688
guidance	gabay	trust	0.688
competent	may kakayahan	trust	0.688
authenticity	pagiging tunay	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	makatarungan	trust	0.688
humanity	sangkatauhan	trust	0.688
solidity	solidity	trust	0.688
adviser	tagapayo	trust	0.688
pledge	pangako	trust	0.688
believed	naniniwala	trust	0.688
understanding	pag-unawa	trust	0.688
monogamy	monogamy	trust	0.688
expertise	kadalubhasaan	trust	0.680
diplomatic	diplomatiko	trust	0.680
confidential	kumpidensyal	trust	0.680
hope	pag-asa	trust	0.680
protector	tagapagtanggol	trust	0.680
agreeing	sumang-ayon	trust	0.680
diligence	sipag	trust	0.680
official	opisyal na	trust	0.680
affirm	magpatibay	trust	0.680
indivisible	hindi mababahagi	trust	0.680
grandfather	lolo	trust	0.680
humble	mapagpakumbaba	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	pagtataguyod	trust	0.680
elders	mga matatanda	trust	0.680
goodness	kabutihan	trust	0.680
commendable	kapuri-puri	trust	0.680
inspire	magbigay ng inspirasyon	trust	0.680
approve	aprubahan	trust	0.680
confide	magtiwala	trust	0.680
professional	propesyonal	trust	0.680
familiarity	pamilyar	trust	0.680
leader	pinuno	trust	0.680
confirmed	nakumpirma na	trust	0.680
acceptance	pagtanggap	trust	0.680
benevolence	kabaitan	trust	0.672
dignity	dignidad	trust	0.672
harmoniously	magkakasuwato	trust	0.672
mastery	pagwawagi	trust	0.672
unwavering	hindi matibay	trust	0.672
accredited	pinaniwalaan	trust	0.672
healing	paglunas	trust	0.672
encyclopedia	ensiklopedya	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	magpakabanal	trust	0.672
cohesive	cohesive	trust	0.672
covenant	tipan	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	walang kasalanan	trust	0.672
safe	ligtas	trust	0.672
intelligent	matalino	trust	0.672
merit	merito	trust	0.664
