word	Urdu-ur	emotion	emotion-intensity-score
geriatric	گریٹریک	sadness	0.379
miss	یاد	sadness	0.379
struggle	جدوجہد	sadness	0.379
inexcusable	ناقابل یقین	sadness	0.379
descent	نسل	sadness	0.377
entangled	الجھن	sadness	0.377
ashes	خاور	sadness	0.377
exhaustion	ہم آہنگی	sadness	0.375
blackness	سیاہی	sadness	0.375
funk	مذاق	sadness	0.375
disqualify	ناگزیر	sadness	0.375
slump	اڑانا	sadness	0.375
inconsiderate	متفق	sadness	0.375
noncompliance	غیر عدم اطمینان	sadness	0.375
goodbye	خدا حافظ	sadness	0.375
sucks	بیکار ہے	sadness	0.375
landslide	زمینی	sadness	0.375
overcast	ختم ہوا	sadness	0.375
rabid	خرگوش	sadness	0.375
inferior	کمتر	sadness	0.375
murky	بدقسمتی	sadness	0.375
prostitution	طوائف	sadness	0.375
scar	سکارف	sadness	0.375
dispel	منتقلی	sadness	0.375
parting	تقسیم کرنا	sadness	0.375
wasting	برباد	sadness	0.375
withdraw	واپس لے لو	sadness	0.375
oust	باہر	sadness	0.375
sympathy	ہمدردی	sadness	0.375
delay	تاخیر	sadness	0.373
unattractive	ناجائز	sadness	0.373
apologize	معذرت خواہ	sadness	0.370
crazy	پاگل	sadness	0.368
bastard	حرامزادہ	sadness	0.366
deteriorated	خراب ہوگیا	sadness	0.365
inter	انٹر	sadness	0.364
empty	خالی	sadness	0.364
mocking	مذاق	sadness	0.363
adder	ایڈڈر	sadness	0.361
hindering	معاوضہ	sadness	0.359
flounder	flounder	sadness	0.359
hunter	شکاری	sadness	0.359
unable	قابل نہیں	sadness	0.359
fruitless	بے بنیاد	sadness	0.359
arraignment	آرگنائزیشن	sadness	0.359
tremor	زبردست	sadness	0.359
taunt	طنز	sadness	0.359
fainting	بدمعاش	sadness	0.359
plaintive	سمندری	sadness	0.359
defendant	مدعا	sadness	0.359
disconnect	منقطع	sadness	0.359
servile	سرور	sadness	0.359
unsuccessful	ناکام	sadness	0.359
unemployed	بے روزگار	sadness	0.359
austere	مشکل	sadness	0.359
lockup	حوالات	sadness	0.359
numbness	غصہ	sadness	0.359
wrangling	مسکراہٹ	sadness	0.359
misunderstanding	غلط فہمی	sadness	0.359
obesity	موٹاپا	sadness	0.359
idiocy	بیوقوف	sadness	0.359
consecration	رضاکارانہ	sadness	0.359
perpetrator	مجرم	sadness	0.359
doubt	شک	sadness	0.359
affront	پریشان	sadness	0.359
unpopular	ناپسندی	sadness	0.359
inefficiency	ناکامی	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	افسوس	sadness	0.359
unrest	بدبختی	sadness	0.351
intervention	مداخلت	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	فضلہ	sadness	0.348
absentee	غیر حاضر	sadness	0.348
spoiler	خرابی	sadness	0.348
flaw	غلطی	sadness	0.347
blindly	اندھیرے میں	sadness	0.344
thrash	پھینکنا	sadness	0.344
furrow	فرور	sadness	0.344
militia	ملیشیا	sadness	0.344
litigate	جمع کرنا	sadness	0.344
stained	داغ	sadness	0.344
uninspired	uninspired	sadness	0.344
uninvited	ناممکن	sadness	0.344
detention	حراستی	sadness	0.344
surgery	سرجری	sadness	0.344
lawsuit	مقدمہ	sadness	0.344
specter	سپنر	sadness	0.344
desert	صحرا	sadness	0.344
attenuation	کشیدگی	sadness	0.344
forfeit	جعلی	sadness	0.344
plea	درخواست	sadness	0.344
cumbersome	سنجیدہ	sadness	0.344
resigned	استعفی	sadness	0.344
lagging	جھگڑا	sadness	0.344
intercede	مداخلت	sadness	0.344
myopia	میریپیا	sadness	0.339
unaccountable	ناقابل قبول	sadness	0.339
mishap	غلط	sadness	0.338
probation	امتحان	sadness	0.336
disagreeing	متفق	sadness	0.333
severance	خرابی	sadness	0.333
bacteria	بیکٹیریا	sadness	0.328
adrift	مشغول	sadness	0.328
squall	اسکال	sadness	0.328
nether	قومی	sadness	0.328
leave	چھوڑ دو	sadness	0.328
incompetent	ناکافی	sadness	0.328
endless	لامتناہی	sadness	0.328
unacceptable	ناقابل قبول	sadness	0.328
bondage	پابندی	sadness	0.328
dependence	انحصار	sadness	0.328
sterile	جراثیم	sadness	0.328
unacknowledged	ناگزیر	sadness	0.328
disallowed	ناجائز	sadness	0.328
nepotism	اقربا پروری	sadness	0.328
soreness	درد	sadness	0.328
scold	ڈانٹنا	sadness	0.327
flaccid	غلطی	sadness	0.324
hobo	ہوبو	sadness	0.323
fragile	خراب	sadness	0.319
stingy	گندی	sadness	0.319
sue	مقدمہ	sadness	0.318
scarcely	شاید ہی	sadness	0.318
mistake	غلطی	sadness	0.312
committal	مشترکہ	sadness	0.312
fatty	فیٹی	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	دباؤ	sadness	0.312
skid	سکڈ	sadness	0.312
hamstring	ہڑتال	sadness	0.312
nonsensical	غیر معمولی	sadness	0.312
ulcer	السر	sadness	0.312
defy	دفاع کرنا	sadness	0.312
nostalgia	دوستی	sadness	0.312
inhibit	روکنا	sadness	0.312
clouded	بادل	sadness	0.312
evanescence	تشہیر	sadness	0.312
conceal	چھپانا	sadness	0.311
blemish	بیوقوف	sadness	0.310
resisting	مزاحمت	sadness	0.309
sympathetic	ہمدردی	sadness	0.307
bugaboo	بگابو	sadness	0.304
confess	اقرار	sadness	0.303
opium	اپکرم	sadness	0.303
alas	افسوس	sadness	0.302
setback	انتباہ	sadness	0.297
halting	روکنا	sadness	0.297
incase	کیس میں	sadness	0.297
inappropriate	نامناسب	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	مریض	sadness	0.297
incompatible	ناممکن	sadness	0.297
dull	سست	sadness	0.297
discontinuity	بدمعاش	sadness	0.297
wrinkled	جھکا ہوا	sadness	0.297
suppress	دباؤ	sadness	0.297
weak	کمزور	sadness	0.297
mislead	گمراہ	sadness	0.297
subsidence	سبسکرائب	sadness	0.297
hermit	جھاڑو	sadness	0.296
moving	منتقل	sadness	0.295
shrink	سکڑ	sadness	0.295
shiver	کاںپنا	sadness	0.291
tramp	چراغ	sadness	0.288
constraint	رکاوٹ	sadness	0.288
unimportant	غیر ضروری	sadness	0.288
rubble	مسح	sadness	0.282
excluding	چھوڑ کر	sadness	0.281
revoke	منسوخ کریں	sadness	0.281
negro	negro	sadness	0.281
shortage	قلت	sadness	0.281
wearily	wearily	sadness	0.281
grey	سرمئی	sadness	0.281
senseless	بے حد	sadness	0.281
overdue	زیادہ سے زیادہ	sadness	0.281
flinch	فلنچ	sadness	0.281
adverse	منفی	sadness	0.281
remove	دور	sadness	0.281
grumpy	بدمعاش	sadness	0.281
flop	فلاپ	sadness	0.281
scrapie	سکریپ	sadness	0.281
confession	اقرار	sadness	0.281
timid	ٹائڈڈ	sadness	0.281
down	نیچے	sadness	0.281
unseat	غیب	sadness	0.281
apathy	بے چینی	sadness	0.281
taint	متفق	sadness	0.281
black	سیاہ	sadness	0.281
knell	چھلانگ	sadness	0.275
jurisprudence	فقہ	sadness	0.273
humbled	ناراض	sadness	0.273
confusion	الجھن	sadness	0.273
soldier	سپاہی	sadness	0.273
throb	فورا	sadness	0.273
gray	سرمئی	sadness	0.269
obstacle	رکاوٹ	sadness	0.266
lax	لیز	sadness	0.266
eternity	اخلاقیات	sadness	0.266
leaving	چھوڑ کر	sadness	0.266
unrealistic	غیر حقیقی	sadness	0.266
mixedemotions	مخلوطیمیٹس	sadness	0.266
slur	سوراخ	sadness	0.266
drifted	بڑھتی ہوئی	sadness	0.266
remiss	یاد رکھنا	sadness	0.266
shack	جھٹکا	sadness	0.266
inconvenient	تکلیف دہ	sadness	0.263
restrict	محدود	sadness	0.259
misrepresentation	غلطی	sadness	0.259
stagnant	مستحکم	sadness	0.259
disservice	متفق	sadness	0.258
backwater	واپس پانی	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	جنگل	sadness	0.255
wasteful	فضول	sadness	0.250
labored	مزدور	sadness	0.250
uneducated	ناپسندیدہ	sadness	0.250
incomplete	نامکمل	sadness	0.250
older	پرانے	sadness	0.250
speculation	قیاس	sadness	0.250
undying	undying	sadness	0.250
pine	پائن	sadness	0.250
tempest	tempest	sadness	0.250
humbug	ہنگھگ	sadness	0.250
bang	دھماکے	sadness	0.250
gullible	نرمی	sadness	0.250
unexplained	غیر معمولی	sadness	0.250
communism	اشتراکیت	sadness	0.250
error	غلطی	sadness	0.250
anchorage	لنگر	sadness	0.250
rainyday	بارش کا دن	sadness	0.242
demonstrative	مظاہرین	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	ضرورت	sadness	0.236
boredom	بور	sadness	0.235
misty	مسٹی	sadness	0.234
warp	جنگلی	sadness	0.234
trash	ردی کی ٹوکری	sadness	0.234
burke	برک	sadness	0.234
hollow	کھوکھلی	sadness	0.234
void	باطل	sadness	0.234
healing	شفا	sadness	0.234
cloudy	بادل	sadness	0.234
blockade	بلاکس	sadness	0.234
depart	روانہ	sadness	0.234
uninteresting	uninteresting	sadness	0.234
cancel	منسوخ کریں	sadness	0.234
sentence	جملہ	sadness	0.234
foggy	دھندلا	sadness	0.234
pale	پیلا	sadness	0.234
case	معاملہ	sadness	0.228
rainy	برسات	sadness	0.227
onerous	پریشان	sadness	0.223
bottom	نیچے	sadness	0.223
uninterested	غیر متوقع	sadness	0.223
fasting	روزہ	sadness	0.220
indifference	بے حد	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	کاپی کرنا	sadness	0.219
discolored	بے نقاب	sadness	0.219
blunder	غلطی	sadness	0.219
thirst	پیاس	sadness	0.219
dole	ڈائل	sadness	0.219
pious	پاک	sadness	0.219
cocaine	کوکین	sadness	0.218
tough	مشکل	sadness	0.212
lower	کم	sadness	0.203
sprain	دماغ	sadness	0.203
arid	ارشاد	sadness	0.203
fat	چربی	sadness	0.203
revolution	انقلاب	sadness	0.203
chilly	مرچ	sadness	0.203
chargeable	ذمہ دار	sadness	0.203
sluggish	سست	sadness	0.203
yucky	yucky	sadness	0.203
hoary	دھوکہ / فشنگ	sadness	0.203
wanting	چاہتے ہیں	sadness	0.202
progression	ترقی	sadness	0.201
closure	بندش	sadness	0.195
unbeaten	بے شک	sadness	0.193
veal	سیل	sadness	0.188
retirement	ریٹائرمنٹ	sadness	0.188
oddity	عجیب	sadness	0.188
heartfelt	دلکش	sadness	0.188
meh	مہینہ	sadness	0.188
invalid	غلط	sadness	0.188
tease	چڑھاو	sadness	0.188
splitting	تقسیم	sadness	0.188
interrupted	رکاوٹ	sadness	0.188
rumor	افواہ	sadness	0.188
cataract	موتیابند	sadness	0.188
rack	ریک	sadness	0.188
halter	halter	sadness	0.188
cold	سردی	sadness	0.188
concerned	فکرمند	sadness	0.184
sarcasm	سوراخ	sadness	0.181
strip	پٹی	sadness	0.179
esteem	عزت	sadness	0.172
feeling	احساس	sadness	0.172
overload	اوورلوڈ	sadness	0.172
divided	تقسیم	sadness	0.172
memories	یادیں	sadness	0.172
sap	صابن	sadness	0.172
eschew	اسکو	sadness	0.172
cupping	کپڑا	sadness	0.172
destination	منزل	sadness	0.170
nosnow	نسوہن	sadness	0.169
limited	محدود	sadness	0.167
rain	بارش	sadness	0.163
willful	طلبا	sadness	0.160
untitled	ناممکن	sadness	0.157
weeds	گھاس	sadness	0.156
stint	سٹنٹ	sadness	0.156
cross	کراس	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	ناممکن	sadness	0.152
procession	جلوس	sadness	0.152
tax	ٹیکس	sadness	0.142
lesbian	ہم جنس پرست	sadness	0.141
emo	emo	sadness	0.141
overpriced	ختم ہوا	sadness	0.141
tolerate	برداشت کرنا	sadness	0.141
mug	پیالا	sadness	0.141
weight	وزن	sadness	0.141
touchy	لچکدار	sadness	0.140
kennel	کیینیل	sadness	0.130
grounded	گول	sadness	0.130
late	دیر	sadness	0.125
theocratic	عروج	sadness	0.125
clouds	بادلوں	sadness	0.125
terrific	بہت اچھا	sadness	0.125
commemorate	یاد رکھیں	sadness	0.125
meek	مکی	sadness	0.125
stillness	اب بھی	sadness	0.125
sisterhood	بہادر	sadness	0.125
socialist	سوشلسٹ	sadness	0.125
unpaid	غیر قانونی	sadness	0.125
margin	مارجن	sadness	0.125
default	پہلے سے طے شدہ	sadness	0.121
lace	لیس	sadness	0.118
unpublished	غیر شائع شدہ	sadness	0.116
interested	دلچسپی	sadness	0.114
fortress	قلعہ	sadness	0.110
fleece	اونی	sadness	0.109
rating	درجہ بندی	sadness	0.109
lush	سرسبز	sadness	0.109
harry	ہیری	sadness	0.109
priesthood	پوجاپن	sadness	0.109
orchestra	آرکسٹرا	sadness	0.109
ultimate	حتمی	sadness	0.109
sanctify	پاک	sadness	0.108
income	آمدنی	sadness	0.100
sonnet	بیٹا	sadness	0.094
winning	جیتنا	sadness	0.094
quiet	خاموش	sadness	0.094
boo	بو	sadness	0.094
vainly	بے شک	sadness	0.091
wet	گیلا	sadness	0.078
hug	گلے	sadness	0.078
hut	ہٹ	sadness	0.078
ovation	تجاویز	sadness	0.078
humble	عاجز	sadness	0.078
motivating	حوصلہ افزائی	sadness	0.078
opera	اوپیرا	sadness	0.078
treat	علاج کرو	sadness	0.076
hymn	حمد	sadness	0.064
honest	ایماندار	sadness	0.062
relics	رشتہ دار	sadness	0.061
couch	سوفی	sadness	0.060
waffle	waffle	sadness	0.047
shell	شیل	sadness	0.045
musical	موسیقی	sadness	0.045
savor	ذائقہ	sadness	0.034
vote	ووٹ	sadness	0.031
napkin	نیپکن	sadness	0.031
sing	گانا	sadness	0.017
music	موسیقی	sadness	0.016
mother	ماں	sadness	0.016
nutritious	غذائیت	sadness	0.015
lovely	خوبصورت	sadness	0.009
art	آرٹ	sadness	0.000
romance	رومانوی	sadness	0.000
liquor	شراب	sadness	0.000
sweetheart	عزیز	sadness	0.000
surprise	تعجب	surprise	0.930
flabbergast	فلابربرسٹ	surprise	0.906
explode	دھماکے	surprise	0.906
explosion	دھماکے	surprise	0.898
explosive	دھماکہ خیز مواد	surprise	0.883
ambush	گھات لگا کر حملہ	surprise	0.883
eruption	تباہی	surprise	0.883
frighten	ڈر	surprise	0.875
startle	شروع کرنا	surprise	0.875
surprisingly	حیرت انگیز بات ہے	surprise	0.875
shockingly	پریشانی سے	surprise	0.875
surprising	حیرت انگیز	surprise	0.867
frightened	خوفناک	surprise	0.867
surprised	حیران کن	surprise	0.867
thrilling	زبردست	surprise	0.859
miracle	معجزہ	surprise	0.859
outburst	دھواں	surprise	0.859
blast	دھماکے	surprise	0.852
alarm	الارم	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	جھٹکا	surprise	0.844
thunderstruck	پھول	surprise	0.844
shock	جھٹکا	surprise	0.844
fright	خوف	surprise	0.836
bang	دھماکے	surprise	0.836
unexpectedly	غیر متوقع طور پر	surprise	0.836
catastrophe	تباہی	surprise	0.836
dazzle	چراغ	surprise	0.836
emergency	ایمرجنسی	surprise	0.828
bewilderment	خوف	surprise	0.828
suddenly	اچانک	surprise	0.828
startling	شروع کرنا	surprise	0.828
astound	حیران کن	surprise	0.820
stunned	دنگا	surprise	0.820
jackpot	جیکٹ	surprise	0.812
earthquake	زلزلہ	surprise	0.812
disaster	مصیبت	surprise	0.812
astonish	چکت کرنا	surprise	0.805
astonishment	تعجب	surprise	0.805
climax	پہلو	surprise	0.805
aghast	ابرسٹ	surprise	0.805
scare	ڈراونا	surprise	0.797
awestruck	خوفناک	surprise	0.797
bomb	بم	surprise	0.789
erupt	erupt	surprise	0.789
exclaim	اعلان کریں	surprise	0.789
amazement	تعجب	surprise	0.781
detonate	دھماکہ	surprise	0.773
alarming	خطرناک	surprise	0.773
miraculous	معجزہ	surprise	0.773
invade	حملہ	surprise	0.773
raid	چھاپے	surprise	0.773
abduction	اغوا	surprise	0.773
kidnap	اغوا	surprise	0.766
stupefy	بیوقوف	surprise	0.758
overwhelming	زبردست	surprise	0.758
dumfound	ڈومفاؤنڈ	surprise	0.758
unpredictable	غیر متوقع	surprise	0.758
unimaginable	ناقابل اعتماد	surprise	0.750
erratic	غلطی	surprise	0.750
accident	حادثہ	surprise	0.750
outrageous	غصہ	surprise	0.750
flinch	فلنچ	surprise	0.742
blitz	بلٹز	surprise	0.742
petrify	پریشان	surprise	0.742
slaughter	ذبح	surprise	0.742
horror	ہارر	surprise	0.742
amaze	حیران کن	surprise	0.742
bewilder	بیڈرڈر	surprise	0.742
wreck	چوٹی	surprise	0.742
stupefaction	بیوکوف	surprise	0.734
excitement	حوصلہ افزائی	surprise	0.734
frenetic	نسل پرستی	surprise	0.734
frantic	فرنٹک	surprise	0.734
crash	حادثہ	surprise	0.734
sudden	اچانک	surprise	0.727
riotous	دباؤ	surprise	0.727
vanished	ختم ہوگیا	surprise	0.727
moonstruck	چاند	surprise	0.727
outcry	چللاہٹ	surprise	0.727
bewildered	خوفناک	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	تخریب	surprise	0.719
shriek	شریر	surprise	0.719
breathless	سانس لینے والا	surprise	0.719
scream	چیخ	surprise	0.719
manslaughter	ہنسی	surprise	0.719
rupture	ٹوٹنا	surprise	0.719
unanticipated	غیر متوقع	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	بے شمار	surprise	0.711
unexpected	غیر متوقع	surprise	0.711
electrify	برقی	surprise	0.711
stun	چھٹکارا	surprise	0.711
shot	گولی مار دی	surprise	0.711
avalanche	ہمسھلن	surprise	0.711
gasp	گیس	surprise	0.711
unforeseen	غیر ضروری	surprise	0.703
slam	سلیم	surprise	0.703
surge	اضافے	surprise	0.703
intruder	انٹرویو	surprise	0.703
abrupt	اچانک	surprise	0.703
suspense	مشکوک	surprise	0.703
devastation	تباہی	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	اتار چڑھاؤ	surprise	0.695
excite	حوصلہ افزائی	surprise	0.695
unprecedented	بے مثال	surprise	0.695
stab	پکڑو	surprise	0.695
urgent	فوری	surprise	0.695
yell	ہاں	surprise	0.695
strike	ہڑتال	surprise	0.695
disturbance	مصیبت	surprise	0.688
carnage	قتل عام	surprise	0.688
spectacular	شاندار	surprise	0.688
incredible	ناقابل یقین	surprise	0.688
recklessness	بیکار	surprise	0.680
slap	تپپڑ	surprise	0.680
monstrous	بدترین	surprise	0.680
clamor	کلمر	surprise	0.680
thrill	پریشان	surprise	0.680
accidentally	غلطی سے	surprise	0.672
accidental	حادثاتی	surprise	0.672
striking	حیران کن	surprise	0.672
captivate	قبضہ	surprise	0.672
exhilaration	پرجوش	surprise	0.672
terrorist	دہشت گرد	surprise	0.672
inexplicable	ناقابل یقین	surprise	0.672
exciting	دلچسپ	surprise	0.672
topple	گرانے	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	آتش فشاں	surprise	0.664
revolution	انقلاب	surprise	0.664
freakish	پاگل	surprise	0.664
incendiary	جلدی	surprise	0.656
revolt	بغاوت	surprise	0.656
sneak	چپکے	surprise	0.656
unspeakable	غیر معقول	surprise	0.656
bloodshed	خون کا خون	surprise	0.656
cyclone	سائیکل	surprise	0.648
violent	پرتشدد	surprise	0.648
disruption	خلل	surprise	0.648
spellbound	جادوگر	surprise	0.648
unsuspecting	ناپسندیدہ	surprise	0.648
mutiny	متنوع	surprise	0.648
attacking	حملہ	surprise	0.648
unintended	ناقابل یقین	surprise	0.648
amazingly	حیرت انگیز	surprise	0.648
epidemic	وبا	surprise	0.648
shout	چلو	surprise	0.641
screech	سکریچ	surprise	0.641
wildfire	جنگل کی آگ	surprise	0.641
indescribable	غیر منقولہ	surprise	0.641
enthusiasm	حوصلہ افزائی	surprise	0.641
excitation	حوصلہ افزائی	surprise	0.641
tumult	غصہ	surprise	0.641
improvisation	اصلاحات	surprise	0.641
anomaly	بدنام	surprise	0.633
apparition	ظاہری شکل	surprise	0.633
treachery	غداری	surprise	0.633
presto	اعزاز	surprise	0.633
gape	جپ	surprise	0.633
agape	اجنبی	surprise	0.633
uncertain	غیر یقینی	surprise	0.633
plunder	لوٹ لو	surprise	0.633
tempest	tempest	surprise	0.625
trick	چال	surprise	0.625
slaughtering	ذبح کرنا	surprise	0.625
wonderment	تعجب	surprise	0.625
excited	بہت پرجوش	surprise	0.625
sorcery	جادوگر	surprise	0.625
murderous	قاتل	surprise	0.625
urgency	فوری طور پر	surprise	0.625
distress	تکلیف	surprise	0.625
mystery	اسرار	surprise	0.625
trickery	چالاکی	surprise	0.617
intense	شدید	surprise	0.617
vanish	غائب	surprise	0.617
murder	قتل	surprise	0.617
quickness	جلدی	surprise	0.617
intrusive	اندرونی	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	مذاق	surprise	0.617
blindfold	اندھیراہٹ	surprise	0.609
coup	بغاوت	surprise	0.609
splash	سپاش	surprise	0.609
thief	چور	surprise	0.609
magical	جادو	surprise	0.609
unstable	غیر مستحکم	surprise	0.609
shatter	توڑنا	surprise	0.609
strangle	اجنبی	surprise	0.609
defy	دفاع کرنا	surprise	0.602
deluge	گندگی	surprise	0.602
inconceivable	ناقابل یقین	surprise	0.602
jubilee	جولی	surprise	0.602
stupor	بیوکوف	surprise	0.602
tackle	سے نمٹنے	surprise	0.602
assail	حملہ	surprise	0.602
betray	دھوکہ / فشنگ	surprise	0.602
monstrosity	بھوک	surprise	0.594
alerts	انتباہات	surprise	0.594
lightning	بجلی	surprise	0.594
mishap	غلط	surprise	0.594
shrill	شریر	surprise	0.594
stupendous	بیوقوف	surprise	0.594
mysterious	پراسرار	surprise	0.586
paralyzed	مفلوج	surprise	0.586
randomly	بے ترتیب	surprise	0.586
bonus	بونس	surprise	0.586
deceit	دھوکہ / فشنگ	surprise	0.586
wild	جنگلی	surprise	0.586
pitfall	نقصان	surprise	0.586
wondrous	حیرت انگیز	surprise	0.586
uncanny	غیر جانبدار	surprise	0.586
electric	بجلی	surprise	0.578
oddity	عجیب	surprise	0.578
death	موت	surprise	0.578
jubilant	جیوبینٹ	surprise	0.578
godsend	godsend	surprise	0.578
stagger	اجنبی	surprise	0.578
raving	بڑھ رہا ہے	surprise	0.578
rejoicing	خوش آمدید	surprise	0.578
premature	وقت سے پہلے	surprise	0.578
fluke	چپکے	surprise	0.578
bizarre	عجیب	surprise	0.578
revenge	انتقام	surprise	0.570
dynamic	متحرک	surprise	0.570
dismay	ڈراپ	surprise	0.570
ecstatic	خوشگوار	surprise	0.562
fascinate	گرویدہ کرنا	surprise	0.562
uncover	بے نقاب	surprise	0.562
jerk	جھٹکا	surprise	0.562
reward	انعام	surprise	0.562
nefarious	ناپاک	surprise	0.562
reappear	دوبارہ ظاہر	surprise	0.562
whim	ویسے	surprise	0.555
conjure	شکست	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	زانی	surprise	0.555
thaumaturgy	thumumurgurgy	surprise	0.555
illuminate	روشن کرنا	surprise	0.547
rescue	بچاؤ	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	فاتح	surprise	0.547
heroism	ہیروزم	surprise	0.547
rarity	شدیدی	surprise	0.547
ejaculation	اسباب	surprise	0.547
daze	دھندلا	surprise	0.547
unbridled	اڑایا	surprise	0.547
thwart	ختم	surprise	0.547
treason	غداری	surprise	0.539
punch	پنچ	surprise	0.539
insult	بدنام	surprise	0.539
lunge	زندہ	surprise	0.539
illusion	برم	surprise	0.539
lucky	خوش قسمت	surprise	0.539
interrupt	رکاوٹ	surprise	0.539
cheer	خوشگوار	surprise	0.539
celebration	جشن	surprise	0.539
violation	خلاف ورزی	surprise	0.539
marvel	تعجب	surprise	0.539
sensation	احساس	surprise	0.531
fearfully	خوف سے	surprise	0.531
concealed	چھپی ہوئی	surprise	0.531
banger	بینجر	surprise	0.531
affront	پریشان	surprise	0.531
snag	سنیگ	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	ویز	surprise	0.523
wonder	تعجب	surprise	0.523
immediacy	فوری طور پر	surprise	0.523
undiscovered	ناپسندیدہ	surprise	0.523
abandonment	دستبرداری	surprise	0.523
rejoice	خوش ہوں	surprise	0.523
improvise	بہتر بنانا	surprise	0.523
majestic	شاندار	surprise	0.523
scorpion	بکتر	surprise	0.523
victimized	مظلوم	surprise	0.523
liberate	آزادی	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	چپکے سے	surprise	0.516
tickle	ٹائل	surprise	0.516
chance	موقع	surprise	0.516
howl	کیسے	surprise	0.516
swerve	سویرے	surprise	0.508
reflex	ریپلیکس	surprise	0.508
rave	بڑھانا	surprise	0.508
pop	پاپ	surprise	0.508
luck	قسمت	surprise	0.508
magnificent	شاندار	surprise	0.508
transcendence	ٹرانسمیشن	surprise	0.508
garish	لباس	surprise	0.508
unintentionally	غیر جانبدار	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	بے حد	surprise	0.500
marvelous	شاندار	surprise	0.500
heroic	ہیرو	surprise	0.500
remarkable	قابل ذکر	surprise	0.500
fainting	بدمعاش	surprise	0.500
slayer	خونی	surprise	0.500
erotic	شہوانی، شہوت انگیز	surprise	0.500
enliven	enliven	surprise	0.500
alertness	انتباہ	surprise	0.500
misbehavior	غلط استعمال کی اطلاع دیں	surprise	0.500
embarrassment	شرمندگی	surprise	0.500
diversion	متنوع	surprise	0.500
unutterable	ناقابل اعتماد	surprise	0.492
nab	ناب	surprise	0.492
camouflage	چھتری	surprise	0.492
trump	ٹرم	surprise	0.492
decoy	فیصلہ	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	چیما	surprise	0.492
infarct	انتشار	surprise	0.492
birthday	سالگرہ	surprise	0.492
greatness	عظمت	surprise	0.492
zeal	حوصلہ افزائی	surprise	0.484
prick	پرن	surprise	0.484
magician	جادوگر	surprise	0.484
underestimate	کم از کم	surprise	0.484
horde	ہڈی	surprise	0.484
fanfare	پرستار	surprise	0.484
inexpressible	ناقابل یقین	surprise	0.484
daemon	ڈیمون	surprise	0.484
variable	متغیر	surprise	0.484
curiosity	تجسس	surprise	0.484
gawk	گاک	surprise	0.477
unguarded	غریب	surprise	0.477
chicane	چاکلیٹ	surprise	0.477
fortune	قسمت	surprise	0.477
sneeze	چھڑکیں	surprise	0.477
illumination	الیومینیشن	surprise	0.477
incident	واقعہ	surprise	0.477
dreadfully	خوفناک	surprise	0.477
strange	عجیب	surprise	0.477
subversive	متنوع	surprise	0.477
reversal	بدلاؤ	surprise	0.469
prowl	پروول	surprise	0.469
rapid	تیز رفتار	surprise	0.469
leery	لیری	surprise	0.469
wizard	جادوگر	surprise	0.469
coincidence	اتفاق	surprise	0.461
hilarious	مزاحیہ	surprise	0.461
divergent	الگ الگ	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	وقفے	surprise	0.461
slip	کهسکنا	surprise	0.461
wonderful	حیرت انگیز	surprise	0.453
hoax	چکما	surprise	0.453
winning	جیتنا	surprise	0.453
overestimate	زیادہ سے زیادہ	surprise	0.453
confession	اقرار	surprise	0.453
ordeal	نظریات	surprise	0.453
evanescence	تشہیر	surprise	0.453
merriment	مریم	surprise	0.453
raffle	چیلنج	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	ہنسی	surprise	0.445
enthusiast	حوصلہ افزائی	surprise	0.445
splendid	شاندار	surprise	0.445
feat	فیچر	surprise	0.445
perchance	پریشان	surprise	0.445
excel	ایکسل	surprise	0.445
gambling	جوا	surprise	0.445
unintentional	غیر معمولی	surprise	0.438
brighten	روشن	surprise	0.438
changeable	تبدیل	surprise	0.438
rapt	rapt	surprise	0.438
unique	منفرد	surprise	0.438
splendor	شان	surprise	0.438
senseless	بے حد	surprise	0.438
gift	تحفہ	surprise	0.430
fascination	توجہ	surprise	0.430
trepidation	ڈپریشن	surprise	0.430
stealthy	چپکے	surprise	0.430
