word	Hausa-ha	emotion	emotion-intensity-score
dolphin	dabbar dolfin	surprise	0.117
sisterhood	'yan uwa	surprise	0.109
cable	USB	surprise	0.109
sunny	rana	surprise	0.102
steady	kwanta	surprise	0.094
leisure	dama	surprise	0.086
peaceful	zaman lafiya	surprise	0.086
spa	spa	surprise	0.086
tree	itace	surprise	0.078
picnic	pikinik	surprise	0.078
worm	tsutsa	surprise	0.055
truthfulness	gaskiya	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	amintacce	trust	0.867
honest	gaskiya	trust	0.844
honesty	gaskiya	trust	0.844
honor	girmamawa	trust	0.844
truth	gaskiya	trust	0.844
truthful	gaskiya	trust	0.836
trusting	dogara	trust	0.836
brotherhood	'yan uwantaka	trust	0.820
entrust	amince	trust	0.812
committed	aikata	trust	0.805
integrity	aminci	trust	0.805
loyalty	aminci	trust	0.805
honorable	daraja	trust	0.805
credibility	amincewa	trust	0.805
trust	dogara	trust	0.805
faithful	aminci	trust	0.797
sincere	gaskiya	trust	0.797
responsible	alhakin	trust	0.789
partnership	haɗin gwiwa	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	hikima	trust	0.789
oath	rantsuwa	trust	0.781
verification	tabbaci	trust	0.781
vow	alwashi	trust	0.781
cooperative	hadin	trust	0.781
respectable	girmamawa	trust	0.773
credible	gaskiya	trust	0.773
hero	jarumi	trust	0.773
sisterhood	'yan uwa	trust	0.773
promise	alkawari	trust	0.773
verified	tabbatar	trust	0.773
qualified	m	trust	0.766
respected	girmamawa	trust	0.766
authentication	tabbatarwa	trust	0.766
compassion	tausayi	trust	0.759
reputable	mai daraja	trust	0.758
safekeeping	tsaro	trust	0.758
reliability	aminci	trust	0.758
moral	halin kirki	trust	0.758
love	soyayya	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	amincewa	trust	0.758
stable	barga	trust	0.750
friend	abokin	trust	0.750
genuine	gaske	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	iyawa	trust	0.750
loyal	aminci	trust	0.750
ally	alaƙa	trust	0.750
safeguard	kiyayewa	trust	0.750
companion	abokin	trust	0.750
advised	shawarci	trust	0.750
authentic	gaskiya	trust	0.750
respect	girmamawa	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	'yanci	trust	0.742
proven	tabbatar	trust	0.742
respects	girmamawa	trust	0.742
faith	bangaskiya	trust	0.742
wholesome	lafiya	trust	0.742
heartfelt	zuciya	trust	0.734
unification	unification	trust	0.734
protecting	kare	trust	0.734
reassurance	tabbatarwa	trust	0.734
admirable	m	trust	0.734
trustee	amincewa	trust	0.734
supporter	goyon bayan	trust	0.734
confirmation	tabbaci	trust	0.734
respectful	girmamawa	trust	0.734
alliance	alliance	trust	0.727
equality	daidaito	trust	0.727
friendship	abota	trust	0.727
agreement	yarjejeniya	trust	0.727
fact	gaskiya	trust	0.727
confident	m	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	gaskantawa	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	kyau	trust	0.727
credential	takardun shaida	trust	0.727
closeness	kusanci	trust	0.719
authenticate	tabbatarwa	trust	0.719
intelligence	hankali	trust	0.719
virtue	nagarta	trust	0.719
honored	girmama	trust	0.719
virtuous	mai kyau	trust	0.719
kindred	dangi	trust	0.719
charitable	sadaka	trust	0.711
dedication	sadaukarwa	trust	0.711
guarantee	garanti	trust	0.711
cooperation	hadin kai	trust	0.711
creditable	gaskiya	trust	0.711
consistency	daidaito	trust	0.711
allegiance	amincewa	trust	0.711
cooperating	hadin kai	trust	0.711
straightforward	madaidaici	trust	0.711
determination	ƙuduri	trust	0.711
justice	adalci	trust	0.711
sanctuary	wuri mai tsarki	trust	0.703
nurture	kulawa	trust	0.703
innocent	marar laifi	trust	0.703
admire	sha'awan	trust	0.703
assurance	tabbaci	trust	0.703
morality	halin kirki	trust	0.703
prepared	shirye	trust	0.703
friendliness	abokantaka	trust	0.703
reliable	abin dogara	trust	0.703
mentor	jagoranci	trust	0.703
guardianship	kulawa	trust	0.703
fulfilled	cika	trust	0.703
reverence	girmamawa	trust	0.703
proof	hujja	trust	0.703
admiration	sha'awa	trust	0.703
mother	uwar	trust	0.703
protected	kare	trust	0.703
motherhood	iyaye	trust	0.703
marriage	aure	trust	0.695
skillful	m	trust	0.695
indestructible	indestructible	trust	0.695
guardian	mai kulawa	trust	0.695
accountable	lissafin kuɗi	trust	0.695
courage	ƙarfin hali	trust	0.695
bodyguard	masu tsaron gida	trust	0.695
agreeable	m	trust	0.695
scientist	masanin kimiyya	trust	0.695
allied	kawance	trust	0.695
compassionate	tausayi	trust	0.695
humanitarian	agaji	trust	0.695
approving	amincewa	trust	0.695
united	united	trust	0.695
pact	yarjejeniya	trust	0.695
certified	bokan	trust	0.695
morals	halin kirki	trust	0.695
esteem	daraja	trust	0.688
secure	amintacce	trust	0.688
perfection	kammala	trust	0.688
guidance	shiriya	trust	0.688
competent	m	trust	0.688
authenticity	amincin	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justifiable	trust	0.688
humanity	Adam	trust	0.688
solidity	ƙarfi	trust	0.688
adviser	shawara	trust	0.688
pledge	jingina	trust	0.688
believed	yi imani	trust	0.688
understanding	fahimta	trust	0.688
monogamy	auren mata daya	trust	0.688
expertise	gwaninta	trust	0.680
diplomatic	diplomasiyya	trust	0.680
confidential	sirri	trust	0.680
hope	fata	trust	0.680
protector	mai tsaro	trust	0.680
agreeing	yarda	trust	0.680
diligence	mahimmanci	trust	0.680
official	official	trust	0.680
affirm	tabbacin	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	kakan	trust	0.680
humble	kaskantar da kai	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	tallafi	trust	0.680
elders	dattawa	trust	0.680
goodness	alheri	trust	0.680
commendable	kyakkyawa	trust	0.680
inspire	yin wahayi	trust	0.680
approve	amince da	trust	0.680
confide	sanar	trust	0.680
professional	masu sana'a	trust	0.680
familiarity	sanannu	trust	0.680
leader	shugaban	trust	0.680
confirmed	tabbatar	trust	0.680
acceptance	yarda	trust	0.680
benevolence	benevolence	trust	0.672
dignity	mutunci	trust	0.672
harmoniously	jituwa	trust	0.672
mastery	rinjaye	trust	0.672
unwavering	ba tare da tsoro ba	trust	0.672
accredited	an yarda	trust	0.672
healing	warkar	trust	0.672
encyclopedia	kundin sani	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	tsarkakewa	trust	0.672
cohesive	cohesive	trust	0.672
covenant	alkawari	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	rashin kuskure	trust	0.672
safe	lafiya	trust	0.672
intelligent	hankali	trust	0.672
merit	dace	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	gaskiya	trust	0.664
spiritual	ruhaniya	trust	0.664
advocate	shawara	trust	0.664
team	tawagar	trust	0.664
heroic	heroic	trust	0.664
communicate	sadarwa	trust	0.664
disciple	almajiri	trust	0.664
expert	gwani	trust	0.664
proficient	m	trust	0.664
specialist	gwani	trust	0.664
ambassador	jakadan	trust	0.664
accept	karɓa	trust	0.664
attestation	shaidar	trust	0.664
supporting	goyon bayan	trust	0.664
reliance	dogara	trust	0.664
authority	iko	trust	0.664
accountability	lissafin kuɗi	trust	0.664
guidebook	littafin jagora	trust	0.664
fulfillment	cika	trust	0.664
strengthening	ƙarfafa	trust	0.661
familiar	saba	trust	0.656
facts	gaskiya	trust	0.656
achieve	cimma	trust	0.656
warranty	garanti	trust	0.656
structure	tsarin	trust	0.656
steadfast	mãsu haƙuri	trust	0.656
favorable	m	trust	0.656
counsel	shawara	trust	0.656
relationship	dangantaka	trust	0.656
scientific	kimiyya	trust	0.656
gentleman	manzo	trust	0.656
strength	ƙarfi	trust	0.656
elder	elder	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	tsarki	trust	0.656
excellent	kyau	trust	0.656
proficiency	ƙwarewa	trust	0.656
constancy	juriya	trust	0.656
defended	kare	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	dogara	trust	0.648
heroism	heroism	trust	0.648
peaceful	zaman lafiya	trust	0.648
competency	iyawa	trust	0.648
assuredly	hakika	trust	0.648
brother	ɗan'uwana	trust	0.648
counselor	mai ba da shawara	trust	0.648
successful	nasara	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	m	trust	0.648
saint	saint	trust	0.648
harmony	jituwa	trust	0.648
matrimony	matrimony	trust	0.648
noble	daraja	trust	0.648
inspiration	wahayi	trust	0.648
academic	ilimi	trust	0.648
assist	taimaka	trust	0.648
agreed	amince	trust	0.648
uphold	riƙe	trust	0.648
comrade	aboki	trust	0.648
lovable	ƙauna	trust	0.648
advisable	buƙatar	trust	0.648
solidarity	hadin kai	trust	0.648
worthy	dace	trust	0.643
durability	durability	trust	0.641
coexist	coexist	trust	0.641
assure	tabbatar	trust	0.641
establish	kafa	trust	0.641
benefactor	mai jinƙai	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	jagoran	trust	0.641
loving	ƙauna	trust	0.641
teacher	malami	trust	0.641
judiciary	shari'a	trust	0.641
conscientious	mai hankali	trust	0.641
confidence	amincewa	trust	0.641
lawful	halatta	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	wajabta	trust	0.641
champion	Zakara	trust	0.641
unity	hadin kai	trust	0.641
legal	doka	trust	0.641
kind	irin	trust	0.641
credence	tabbaci	trust	0.641
real	hakikanin	trust	0.641
doctor	likita	trust	0.641
intimate	m	trust	0.634
hopeful	fatan	trust	0.633
fortitude	ƙarfin zuciya	trust	0.633
physician	likita	trust	0.633
brotherly	yan'uwa	trust	0.633
aspiration	fata	trust	0.633
convincing	tabbatarwa	trust	0.633
sanctification	tsarkakewa	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homage	trust	0.633
courageous	ƙarfin hali	trust	0.633
soundness	sauti	trust	0.633
legitimacy	bin doka	trust	0.633
endorse	amince	trust	0.633
fidelity	aminci	trust	0.633
bless	albarka	trust	0.633
judicial	shari'a	trust	0.633
important	muhimmanci	trust	0.633
saintly	saintly	trust	0.633
conscience	lamiri	trust	0.633
therapeutic	warkewa	trust	0.633
authorize	izni	trust	0.633
devotional	sadaukarwa	trust	0.633
practiced	yi	trust	0.633
backbone	kashin baya	trust	0.633
approved	amince	trust	0.633
evident	bayyananne	trust	0.625
encourage	ƙarfafawa	trust	0.625
caretaker	mai kula	trust	0.625
regard	ra'ayi	trust	0.625
angel	mala'ika	trust	0.625
engaged	shiga	trust	0.625
blessing	albarka	trust	0.625
professorship	farfesa	trust	0.625
majestic	majestic	trust	0.625
communication	sadarwa	trust	0.625
purify	tsarkake	trust	0.625
authorization	izini	trust	0.625
wonderful	ban mamaki	trust	0.625
achievement	nasara	trust	0.625
fireman	fireman	trust	0.625
certify	sanar	trust	0.625
civilized	waye	trust	0.625
profound	zurfi	trust	0.625
accurate	daidai	trust	0.625
assured	tabbacin	trust	0.625
positivity	positivity	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	kyau	trust	0.617
absolution	absolution	trust	0.617
commend	yaba	trust	0.617
cherish	ƙauna	trust	0.617
fundamental	muhimmiyar	trust	0.617
advice	shawara	trust	0.617
objective	haƙiƙa	trust	0.617
optimism	fata	trust	0.617
testament	rantsuwa	trust	0.617
qualities	halaye	trust	0.617
haven	Haven	trust	0.617
heroine	heroine	trust	0.617
constantly	kullum	trust	0.617
appreciation	godiya	trust	0.617
triumphant	nasara	trust	0.617
accord	yarjejeniya	trust	0.617
reassure	sake tabbatarwa	trust	0.617
truce	amincewa	trust	0.617
thoughtful	tunani	trust	0.617
teach	koyar	trust	0.617
god	allah	trust	0.617
corroborate	lalata	trust	0.617
believer	mai bi	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	tabbacin	trust	0.617
attentive	mai hankali	trust	0.617
gospel	bishara	trust	0.617
bedrock	gado	trust	0.617
approvement	shirin	trust	0.617
planning	shirin	trust	0.617
rational	m	trust	0.617
passionate	m	trust	0.617
happy	farin ciki	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	m	trust	0.609
praise	yabo	trust	0.609
definitive	tabbatacce	trust	0.609
considerate	la'akari	trust	0.609
patron	mai kulawa	trust	0.609
scripture	nassi	trust	0.609
heal	warkar	trust	0.609
praiseworthy	yabo	trust	0.609
steward	mai kulawa	trust	0.609
awareness	sanarwa	trust	0.609
officer	jami'in	trust	0.609
purification	tsarkakewa	trust	0.609
excel	mafi kyau	trust	0.609
civilization	wayewa	trust	0.609
liking	so	trust	0.609
comfort	ta'aziyya	trust	0.609
magnificence	girma	trust	0.609
notary	notary	trust	0.609
progression	ci gaba	trust	0.609
mediator	matsakanci	trust	0.609
blessings	albarka	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	bayar da shawarar	trust	0.609
brave	jarumi	trust	0.602
experienced	dandana	trust	0.602
steady	kwanta	trust	0.602
enlightenment	Haskakawa	trust	0.602
brighten	brighten	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	cika	trust	0.602
witness	shaida	trust	0.602
humility	tawali'u	trust	0.602
sympathetic	tausayi	trust	0.602
helpful	taimako	trust	0.602
symmetry	Daidaitawa	trust	0.602
unquestionable	maras yarda	trust	0.602
peace	zaman lafiya	trust	0.602
transcendence	matsakaici	trust	0.602
serenity	zaman lafiya	trust	0.602
embrace	rungumi	trust	0.602
inspired	wahayi	trust	0.602
mainstay	mainstay	trust	0.602
unconditional	ba tare da komai ba	trust	0.602
guarded	tsare	trust	0.602
identify	gano	trust	0.602
marry	aure	trust	0.594
grant	kyauta	trust	0.594
depend	dogara	trust	0.594
complimentary	m	trust	0.594
spouse	matar	trust	0.594
tranquility	natsuwa	trust	0.594
vigilant	mai hankali	trust	0.594
ministry	hidima	trust	0.594
fairly	daidai	trust	0.594
philanthropic	jin kai	trust	0.594
openly	bayyane	trust	0.594
generous	karimci	trust	0.594
strengthen	ƙarfafa	trust	0.594
gratitude	godiya	trust	0.594
befriend	abokance	trust	0.594
substantiate	tabbatar	trust	0.594
praised	yabo	trust	0.594
admiral	admiral	trust	0.594
regent	regent	trust	0.594
sage	Sage	trust	0.594
assessment	kima	trust	0.594
enlighten	Haskaka	trust	0.594
eminence	daraja	trust	0.594
commendation	yabo	trust	0.594
efficient	m	trust	0.594
nurse	m	trust	0.594
visionary	mai gani	trust	0.594
generosity	karimci	trust	0.594
vigilance	farkawa	trust	0.594
endowment	kyauta	trust	0.594
council	majalisa	trust	0.594
sweetheart	ƙauna	trust	0.589
attest	shaidar	trust	0.586
prestige	daraja	trust	0.586
serene	serene	trust	0.586
unfailing	bazawa	trust	0.586
testimony	shaida	trust	0.586
checklist	lissafi	trust	0.586
inheritance	gado	trust	0.586
monk	monk	trust	0.586
godly	Allahntaka	trust	0.586
compliance	yarda	trust	0.586
rooted	kafe	trust	0.586
constitutional	tsarin mulki	trust	0.586
conservation	kiyayewa	trust	0.586
bylaw	doka	trust	0.586
helper	mataimaki	trust	0.586
joyful	farin ciki	trust	0.586
collectively	tare	trust	0.586
meritorious	m	trust	0.586
acclaim	acclaim	trust	0.586
diplomacy	diplomacy	trust	0.586
educational	ilimi	trust	0.586
husbandry	yanki	trust	0.586
share	raba	trust	0.586
enjoying	jin dadin	trust	0.586
firmness	tabbaci	trust	0.586
convince	shawo	trust	0.586
designation	sanarwa	trust	0.586
tribe	kabilar	trust	0.586
victory	nasara	trust	0.586
magnificent	m	trust	0.586
lovely	kyakkyawa	trust	0.586
seniority	matsayi na gaba	trust	0.586
angelic	mala'ika	trust	0.586
ambition	kishi	trust	0.586
father	uba	trust	0.586
mate	aboki	trust	0.586
sobriety	sobriety	trust	0.586
revere	girmama	trust	0.586
delegate	wakilai	trust	0.586
navigator	mai kulawa	trust	0.578
watchdog	watchdog	trust	0.578
obey	yi biyayya	trust	0.578
cheerfulness	farin ciki	trust	0.578
inviting	kiran	trust	0.578
judge	alƙali	trust	0.578
irrefutable	wanda ba a iya jurewa ba	trust	0.578
philanthropist	mai taimakawa	trust	0.578
careful	mai hankali	trust	0.578
communion	tarayya	trust	0.578
coexisting	haɗi tare	trust	0.578
impartiality	rashin adalci	trust	0.578
unquestioned	unquestioned	trust	0.578
upright	tsaye	trust	0.578
authoritative	iko	trust	0.578
structural	tsarin	trust	0.578
convinced	yarda	trust	0.578
smile	murmushi	trust	0.578
commandant	kwamandan	trust	0.578
dutiful	mai tausayi	trust	0.578
shelter	tsari	trust	0.578
revival	farkawa	trust	0.578
professor	Farfesa	trust	0.578
adore	ƙauna	trust	0.578
legalized	halatta	trust	0.578
punctual	lokaci-lokaci	trust	0.570
counsellor	mai ba da shawara	trust	0.570
complement	cika	trust	0.570
corroboration	corroboration	trust	0.570
immaculate	m	trust	0.570
relative	dangi	trust	0.570
apostle	Manzo	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	haɗi	trust	0.570
insure	insure	trust	0.570
plausible	plausible	trust	0.570
consult	shawarta	trust	0.570
modest	m	trust	0.570
measured	auna	trust	0.570
pilot	matukin jirgi	trust	0.570
collaborator	abokin aiki	trust	0.570
advise	shawara	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	bin doka	trust	0.570
compass	kamfas	trust	0.570
guide	jagora	trust	0.570
everlasting	har abada	trust	0.570
adhering	adhering	trust	0.570
determinate	kayyade	trust	0.570
heavenly	sama	trust	0.570
principal	babba	trust	0.570
abundance	yawa	trust	0.570
matron	matron	trust	0.570
unequivocal	rashin daidaituwa	trust	0.570
volunteers	masu aikin sa kai	trust	0.570
pedigree	lakabi	trust	0.570
unquestionably	ba shakka	trust	0.570
pertinent	dace	trust	0.562
devout	m	trust	0.562
curable	curable	trust	0.562
insight	hankali	trust	0.562
congregation	ikilisiya	trust	0.562
admit	yarda	trust	0.562
pleasant	m	trust	0.562
vigorous	karfi	trust	0.562
fort	karfi	trust	0.562
remarkable	mamaki	trust	0.562
content	abun ciki	trust	0.562
spotless	m	trust	0.562
uplift	uplift	trust	0.562
compensate	biya	trust	0.562
lovemaking	lovemaking	trust	0.562
jury	juri	trust	0.562
jurist	masana	trust	0.562
soothing	soothing	trust	0.562
ordination	tsarawa	trust	0.562
cohesion	cohesion	trust	0.562
frankness	Gaskiya	trust	0.562
strong	karfi	trust	0.562
miracle	mu'ujiza	trust	0.562
concordance	daidaituwa	trust	0.562
applaud	yabo	trust	0.562
prize	kyauta	trust	0.562
apostolic	apostolic	trust	0.562
succeeding	nasara	trust	0.562
vitality	muhimmanci	trust	0.562
treasurer	mai ba da kuɗi	trust	0.562
save	ajiye	trust	0.562
earn	sami	trust	0.562
midwife	ungozoma	trust	0.555
discretion	hankali	trust	0.555
worship	bauta	trust	0.555
constant	m	trust	0.555
foresight	hankali	trust	0.555
vote	zabe	trust	0.555
cultivate	noma	trust	0.555
impartial	m	trust	0.555
illumination	haske	trust	0.555
ambulance	motar asibiti	trust	0.555
privacy	sirri	trust	0.555
succeed	nasara	trust	0.555
providing	samarwa	trust	0.555
veteran	tsohon soja	trust	0.555
patience	haƙuri	trust	0.555
prophet	annabi	trust	0.555
coach	kocin	trust	0.555
intuition	intuition	trust	0.555
reconciliation	sulhu	trust	0.555
defender	wakĩli a kansu	trust	0.555
coalesce	coalesce	trust	0.555
mediate	matsakaici	trust	0.555
precedence	daidaito	trust	0.555
congruence	congruence	trust	0.555
buddy	buddy	trust	0.555
reunion	gamuwa	trust	0.555
restorative	restorative	trust	0.555
destined	ƙaddara	trust	0.555
physicist	physicist	trust	0.555
influential	tasiri	trust	0.555
exalt	daukaka	trust	0.555
greatness	girman	trust	0.555
inclusion	hada	trust	0.555
auditor	auditor	trust	0.555
meditate	yi tunani	trust	0.555
betrothed	wajaba	trust	0.555
proud	girman kai	trust	0.547
provide	samar	trust	0.547
conciliation	sulhu	trust	0.547
ancestral	kakanninmu	trust	0.547
liberty	yanci	trust	0.547
durable	m	trust	0.547
impenetrable	impenetrable	trust	0.547
prudent	mai hankali	trust	0.547
invocation	kira	trust	0.547
engaging	shiga	trust	0.547
statement	sanarwa	trust	0.547
rejoice	yi farin ciki	trust	0.547
cheer	gaisuwa	trust	0.547
eyewitness	shaidawa	trust	0.547
prevalent	rinjaye	trust	0.547
securities	aminci	trust	0.547
friendly	abokantaka	trust	0.547
salvation	ceto	trust	0.547
independence	'yancin kai	trust	0.547
govern	gwamnati	trust	0.547
forgive	gafara	trust	0.547
commanding	umurni	trust	0.547
convent	dakuna	trust	0.547
reinforcement	ƙarfafawa	trust	0.547
law	doka	trust	0.547
registry	rajista	trust	0.547
temperate	m	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	shiri	trust	0.547
heritage	al'adu	trust	0.547
chronicle	tarihin	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	haɗuwa	trust	0.539
institute	makarantar	trust	0.539
applause	wasa	trust	0.539
architecture	gine-gine	trust	0.539
obvious	bayyane	trust	0.539
recovery	dawo da	trust	0.539
inimitable	inimitable	trust	0.539
relevant	dace	trust	0.539
responsive	m	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	umarnin	trust	0.539
define	ayyana	trust	0.539
delightful	m	trust	0.539
antidote	antidote	trust	0.539
admitting	yarda	trust	0.539
psalms	zabura	trust	0.539
stamina	ƙarfin zuciya	trust	0.539
majority	mafi rinjaye	trust	0.539
inoculation	inoculation	trust	0.539
perfect	cikakke	trust	0.539
obedience	biyayya	trust	0.539
memorable	abin tunawa	trust	0.539
chastity	tsarki	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	tsari akai-akai	trust	0.539
forefathers	kakanninmu	trust	0.539
immovable	balaga	trust	0.539
eager	marmarin	trust	0.539
aspiring	aspiring	trust	0.539
obliging	dashi	trust	0.539
reinforcements	ƙarfafawa	trust	0.539
tantamount	tantamount	trust	0.539
exalted	ɗaukaka	trust	0.539
hospital	asibiti	trust	0.531
retirement	ritaya	trust	0.531
strive	yi aiki	trust	0.531
edification	ingantawa	trust	0.531
candid	takara	trust	0.531
deed	aiki	trust	0.531
school	makaranta	trust	0.531
cradle	shimfiɗar jariri	trust	0.531
transcript	kwafi	trust	0.531
accompaniment	kunnawa	trust	0.531
doubtless	Babu shakka	trust	0.531
rescue	ceto	trust	0.531
seal	hatimi	trust	0.531
expedient	expedient	trust	0.531
ballot	jefa kuri'a	trust	0.531
deliverance	kubuta	trust	0.531
heavens	sammai	trust	0.531
fraternal	fraternal	trust	0.531
dependent	dogara	trust	0.531
answerable	za a iya yin hakan	trust	0.531
center	cibiyar	trust	0.531
analyst	analyst	trust	0.531
firstborn	ɗan fari	trust	0.531
bloom	Bloom	trust	0.531
inseparable	ba za a iya raba shi ba	trust	0.531
bride	amarya	trust	0.531
evergreen	Evergreen	trust	0.531
princely	shugabanci	trust	0.531
immunization	immunization	trust	0.531
refuge	mafaka	trust	0.531
verily	hakika	trust	0.531
omniscient	duk abin sani	trust	0.531
terms	sharuddan	trust	0.531
sponsor	tallafawa	trust	0.531
approbation	amincewa	trust	0.527
correctness	Daidai	trust	0.523
elevation	matsayi	trust	0.523
neighbor	makwabcin	trust	0.523
unbroken	unbroken	trust	0.523
countenance	fuskar	trust	0.523
hug	hug	trust	0.523
nobility	nobility	trust	0.523
paragon	alamar	trust	0.523
coronation	coronation	trust	0.523
celebration	bikin	trust	0.523
graduation	samun digiri	trust	0.523
commonwealth	Commonwealth	trust	0.523
dictionary	ƙamus	trust	0.523
powerful	iko	trust	0.523
notable	sananne	trust	0.523
account	asusu	trust	0.523
winning	lashe	trust	0.523
honeymoon	saƙar zuma	trust	0.523
improvement	inganta	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	mashahurin	trust	0.523
ratify	ratify	trust	0.523
connoisseur	connoisseur	trust	0.523
award	kyauta	trust	0.523
taught	koyar	trust	0.523
adoration	yin sujada	trust	0.523
salutary	salutary	trust	0.523
captivate	fashe	trust	0.523
liberate	yanci	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureate	trust	0.523
benedictory	benedictory	trust	0.523
feeling	ji	trust	0.518
freely	da yardar kaina	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amin	trust	0.516
reverie	sake	trust	0.516
organization	kungiyar	trust	0.516
framework	tsarin	trust	0.516
sentinel	sakon	trust	0.516
advent	zuwan	trust	0.516
inform	sanar	trust	0.516
committee	kwamitin	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	hankali	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	enchanted	trust	0.516
formative	tsari	trust	0.516
tribunal	kotun	trust	0.516
association	ƙungiyar	trust	0.516
remedy	magani	trust	0.516
credit	bashi	trust	0.516
nobleman	Mai daraja	trust	0.516
predominant	rinjaye	trust	0.516
measure	auna	trust	0.516
perpetuity	har abada	trust	0.516
fully	cikakke	trust	0.516
deserve	cancanci	trust	0.516
tender	m	trust	0.516
pray	yi addu'a	trust	0.516
confession	furci	trust	0.516
management	management	trust	0.516
volunteer	aikin sa kai	trust	0.509
instruct	koyarwa	trust	0.508
virgin	budurwa	trust	0.508
constable	makami	trust	0.508
reward	sakamako	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	firist	trust	0.508
policy	manufofin	trust	0.508
confessional	confessional	trust	0.508
savor	savor	trust	0.508
custodian	wakilin	trust	0.508
vouch	bukch	trust	0.508
tolerance	haƙuri	trust	0.508
unsurpassed	ba a yi ba	trust	0.508
venerable	maras kyau	trust	0.508
forgiving	gafartawa	trust	0.508
intact	cikakke	trust	0.508
diversity	bambancin	trust	0.508
accolade	karɓa	trust	0.508
philosopher	masanin kimiyya	trust	0.508
lieutenant	makwabta	trust	0.508
shepherd	makiyayi	trust	0.508
courtship	kaddamarwa	trust	0.508
sovereign	sarauta	trust	0.508
medical	likita	trust	0.508
housewife	uwar gida	trust	0.508
automatic	atomatik	trust	0.508
patronage	patronage	trust	0.508
enable	ba da damar	trust	0.508
admissible	mai yiwuwa	trust	0.508
beautification	beautification	trust	0.508
synchronize	aiki tare	trust	0.500
info	bayani	trust	0.500
pontiff	pontiff	trust	0.500
retain	riƙe	trust	0.500
warden	warden	trust	0.500
majesty	girma	trust	0.500
infallibility	rashin kuskure	trust	0.500
guru	guru	trust	0.500
apologetic	apologetic	trust	0.500
darling	ƙauna	trust	0.500
doctrine	koyarwar	trust	0.500
related	alaka	trust	0.500
treasure	tasiri	trust	0.500
infinity	infinity	trust	0.500
romantic	romantic	trust	0.500
optimist	optimist	trust	0.500
timing	lokaci	trust	0.500
undying	bace	trust	0.500
personal	na sirri	trust	0.500
gateway	ƙofar	trust	0.500
instruction	koyarwa	trust	0.500
backer	mai talla	trust	0.500
watchful	kallo	trust	0.500
badge	lamba	trust	0.500
birth	haihuwa	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	mãsu taƙawa	trust	0.500
indelible	indelible	trust	0.500
superman	superman	trust	0.500
guard	tsaro	trust	0.500
vindication	vindication	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	da rai	trust	0.500
constitute	ƙunshi	trust	0.492
jubilant	jubilant	trust	0.492
endow	kyauta	trust	0.492
improve	inganta	trust	0.492
contributor	mai taimakawa	trust	0.492
formality	tsari	trust	0.492
salute	gaishe	trust	0.492
inevitable	ba makawa	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	umpire	trust	0.492
grow	girma	trust	0.492
fellow	ɗan'uwanmu	trust	0.492
popularity	shahararrun	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	kakakin	trust	0.492
synonymous	synonymous	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	coci	trust	0.492
hardy	Hardy	trust	0.492
privy	privy	trust	0.492
