word	Pashto-ps	emotion	emotion-intensity-score
speculation	اټکل	sadness	0.250
undying	بې ځایه	sadness	0.250
pine	پائن	sadness	0.250
tempest	تر ټولو غوره	sadness	0.250
humbug	هګګګ	sadness	0.250
bang	غږ	sadness	0.250
gullible	منلو وړ	sadness	0.250
unexplained	ناڅاپي	sadness	0.250
communism	کمونیزم	sadness	0.250
error	تېروتنه	sadness	0.250
anchorage	لنگړه	sadness	0.250
rainyday	باراني ورځ	sadness	0.242
demonstrative	مظاهرې	sadness	0.242
melodrama	میډروډام	sadness	0.242
necessity	اړتیا	sadness	0.236
boredom	بورډ	sadness	0.235
misty	خندا	sadness	0.234
warp	جګړه	sadness	0.234
trash	کوډ	sadness	0.234
burke	برک	sadness	0.234
hollow	خوله	sadness	0.234
void	باطل	sadness	0.234
healing	درملنه	sadness	0.234
cloudy	هوا	sadness	0.234
blockade	بندیز	sadness	0.234
depart	رخصتۍ	sadness	0.234
uninteresting	ناڅاپه	sadness	0.234
cancel	لغوه کړه	sadness	0.234
sentence	سزا	sadness	0.234
foggy	تغیر	sadness	0.234
pale	رنګ	sadness	0.234
case	قضیه	sadness	0.228
rainy	باران	sadness	0.227
onerous	زورور	sadness	0.223
bottom	لاندې	sadness	0.223
uninterested	ناڅاپه	sadness	0.223
fasting	روژه	sadness	0.220
indifference	بې کفایته	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	کاپي کول	sadness	0.219
discolored	ړنګ شو	sadness	0.219
blunder	تورونه	sadness	0.219
thirst	تږی	sadness	0.219
dole	غوږ	sadness	0.219
pious	پاک	sadness	0.219
cocaine	کوکاین	sadness	0.218
tough	سخته	sadness	0.212
lower	ټيټه	sadness	0.203
sprain	ټکي	sadness	0.203
arid	ارشاد	sadness	0.203
fat	غوړ	sadness	0.203
revolution	انقلاب	sadness	0.203
chilly	شیلی	sadness	0.203
chargeable	د وړ وړ وړ	sadness	0.203
sluggish	کمښت	sadness	0.203
yucky	يکی	sadness	0.203
hoary	غړی	sadness	0.203
wanting	غواړم	sadness	0.202
progression	پرمختګ	sadness	0.201
closure	تړل	sadness	0.195
unbeaten	ناڅاپه	sadness	0.193
veal	غږ	sadness	0.188
retirement	تقاعد	sadness	0.188
oddity	ناڅاپي	sadness	0.188
heartfelt	زړه نازک	sadness	0.188
meh	میاشت	sadness	0.188
invalid	ناباوره	sadness	0.188
tease	ټکي	sadness	0.188
splitting	جلا کول	sadness	0.188
interrupted	مداخله	sadness	0.188
rumor	افسوس	sadness	0.188
cataract	موټرایټ	sadness	0.188
rack	ریکارډ	sadness	0.188
halter	halter	sadness	0.188
cold	سرد	sadness	0.188
concerned	اندیښنه	sadness	0.184
sarcasm	سمدلاسه	sadness	0.181
strip	پټه	sadness	0.179
esteem	ستاینه	sadness	0.172
feeling	احساس	sadness	0.172
overload	اضافه کول	sadness	0.172
divided	ویشل شوی	sadness	0.172
memories	یادونه	sadness	0.172
sap	سپي	sadness	0.172
eschew	د	sadness	0.172
cupping	کڅوړه	sadness	0.172
destination	منزل	sadness	0.170
nosnow	نرس	sadness	0.169
limited	محدود	sadness	0.167
rain	باران	sadness	0.163
willful	اراده	sadness	0.160
untitled	ناڅاپه	sadness	0.157
weeds	زیان رسوونکی واښه	sadness	0.156
stint	ټکي	sadness	0.156
cross	کراس	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	سحر	sadness	0.154
inconsequential	ناباوره	sadness	0.152
procession	پروسې	sadness	0.152
tax	مالیه	sadness	0.142
lesbian	لمونځ	sadness	0.141
emo	emo	sadness	0.141
overpriced	زیاتوالی	sadness	0.141
tolerate	زغم	sadness	0.141
mug	غوږونه	sadness	0.141
weight	وزن	sadness	0.141
touchy	لمړی	sadness	0.140
kennel	کیینیل	sadness	0.130
grounded	ګرځي	sadness	0.130
late	ناوخته	sadness	0.125
theocratic	علوم	sadness	0.125
clouds	بادونه	sadness	0.125
terrific	ویجاړونکی	sadness	0.125
commemorate	یادښت	sadness	0.125
meek	مکر	sadness	0.125
stillness	نوښت	sadness	0.125
sisterhood	غصب	sadness	0.125
socialist	سوسیالیست	sadness	0.125
unpaid	ناپېژندل شوی	sadness	0.125
margin	حاصله	sadness	0.125
default	منډه	sadness	0.121
lace	لیس	sadness	0.118
unpublished	ناپېژندل شوی	sadness	0.116
interested	لیوالتیا	sadness	0.114
fortress	قلعه	sadness	0.110
fleece	پښه	sadness	0.109
rating	درجه	sadness	0.109
lush	شیر	sadness	0.109
harry	هیري	sadness	0.109
priesthood	کښتۍ	sadness	0.109
orchestra	آرکسټرا	sadness	0.109
ultimate	حتمي	sadness	0.109
sanctify	حرمت وکړئ	sadness	0.108
income	عايد	sadness	0.100
sonnet	سونټ	sadness	0.094
winning	ګټل	sadness	0.094
quiet	خاموش	sadness	0.094
boo	بوټ	sadness	0.094
vainly	بې باوره	sadness	0.091
wet	لوند	sadness	0.078
hug	غلا	sadness	0.078
hut	خوله	sadness	0.078
ovation	تاوان	sadness	0.078
humble	نرمه	sadness	0.078
motivating	هڅول	sadness	0.078
opera	اوپرا	sadness	0.078
treat	درملنه	sadness	0.076
hymn	حمد	sadness	0.064
honest	صادق	sadness	0.062
relics	تالیفونه	sadness	0.061
couch	سوفی	sadness	0.060
waffle	واټن	sadness	0.047
shell	شیل	sadness	0.045
musical	موسيقي	sadness	0.045
savor	خواړه	sadness	0.034
vote	رایه ورکړئ	sadness	0.031
napkin	نيپکن	sadness	0.031
sing	سندره	sadness	0.017
music	موسيقي	sadness	0.016
mother	مور	sadness	0.016
nutritious	غذايي	sadness	0.015
lovely	ښکلی	sadness	0.009
art	هنر	sadness	0.000
romance	رومانس	sadness	0.000
liquor	شراب	sadness	0.000
sweetheart	خواږه	sadness	0.000
surprise	حیرانتیا	surprise	0.930
flabbergast	فلاببرګسټ	surprise	0.906
explode	چاودنه	surprise	0.906
explosion	چاودنه	surprise	0.898
explosive	چاودیدونکي توکي	surprise	0.883
ambush	زخم	surprise	0.883
eruption	له منځه وړل	surprise	0.883
frighten	ویره	surprise	0.875
startle	پیلول	surprise	0.875
surprisingly	حیرانتیا	surprise	0.875
shockingly	په حیرانتیا سره	surprise	0.875
surprising	حیرانتیا	surprise	0.867
frightened	وېرېده	surprise	0.867
surprised	حیرانتیا	surprise	0.867
thrilling	حیرانتیا	surprise	0.859
miracle	معجزه	surprise	0.859
outburst	غلا	surprise	0.859
blast	چاودنه	surprise	0.852
alarm	خطر	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	جال	surprise	0.844
thunderstruck	توره	surprise	0.844
shock	شاک	surprise	0.844
fright	ویره	surprise	0.836
bang	غږ	surprise	0.836
unexpectedly	ناڅاپه	surprise	0.836
catastrophe	آفت وژونکی	surprise	0.836
dazzle	ډیزاین	surprise	0.836
emergency	بیړني حالت	surprise	0.828
bewilderment	ویره	surprise	0.828
suddenly	ناڅاپي	surprise	0.828
startling	پیل کول	surprise	0.828
astound	حیرانتیا	surprise	0.820
stunned	مات شوی	surprise	0.820
jackpot	بکس	surprise	0.812
earthquake	زلزلې	surprise	0.812
disaster	ناورین	surprise	0.812
astonish	حیرانتیا	surprise	0.805
astonishment	حیرانتیا	surprise	0.805
climax	کلکس	surprise	0.805
aghast	عاجل	surprise	0.805
scare	ډار	surprise	0.797
awestruck	ویجاړ شوی	surprise	0.797
bomb	بم	surprise	0.789
erupt	د	surprise	0.789
exclaim	اعالن کړئ	surprise	0.789
amazement	حیرانتیا	surprise	0.781
detonate	غلول	surprise	0.773
alarming	خطرناکه	surprise	0.773
miraculous	معجزه	surprise	0.773
invade	یرغل	surprise	0.773
raid	برید	surprise	0.773
abduction	اختطاف	surprise	0.773
kidnap	تښتول	surprise	0.766
stupefy	ستړی	surprise	0.758
overwhelming	پراخه	surprise	0.758
dumfound	ډوډۍ	surprise	0.758
unpredictable	ناڅاپه	surprise	0.758
unimaginable	د نه منلو وړ	surprise	0.750
erratic	ناڅاپه	surprise	0.750
accident	حادثه	surprise	0.750
outrageous	ناڅاپه	surprise	0.750
flinch	فلینچ	surprise	0.742
blitz	بلوزټ	surprise	0.742
petrify	ویرونکی	surprise	0.742
slaughter	وژنه	surprise	0.742
horror	ډار	surprise	0.742
amaze	حیرانتیا	surprise	0.742
bewilder	ژړا	surprise	0.742
wreck	ټوټه	surprise	0.742
stupefaction	د استملاک غبرګون	surprise	0.734
excitement	خوځښت	surprise	0.734
frenetic	فیزیکي	surprise	0.734
frantic	فرینټیک	surprise	0.734
crash	حادثه	surprise	0.734
sudden	ناڅاپه	surprise	0.727
riotous	ډاريږي	surprise	0.727
vanished	ویجاړ شوی	surprise	0.727
moonstruck	سپوږمکۍ	surprise	0.727
outcry	ژغورل	surprise	0.727
bewildered	ژړل	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	سباوټ	surprise	0.719
shriek	شریک	surprise	0.719
breathless	تناسب	surprise	0.719
scream	چیغه	surprise	0.719
manslaughter	لاسي	surprise	0.719
rupture	ټوټه ټوټه	surprise	0.719
unanticipated	ناڅاپه	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	نانګول شوی	surprise	0.711
unexpected	ناڅاپه	surprise	0.711
electrify	برښنایی	surprise	0.711
stun	ټکان	surprise	0.711
shot	ډزې وکړې	surprise	0.711
avalanche	واشنګټن	surprise	0.711
gasp	ګاز	surprise	0.711
unforeseen	ناڅاپي	surprise	0.703
slam	سلیم	surprise	0.703
surge	زیاتوالی	surprise	0.703
intruder	کڅوړی	surprise	0.703
abrupt	ناڅاپه	surprise	0.703
suspense	شک	surprise	0.703
devastation	تباه	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	بې ثباتۍ	surprise	0.695
excite	خوشحاله	surprise	0.695
unprecedented	بې ساري	surprise	0.695
stab	پټه	surprise	0.695
urgent	بېړنۍ	surprise	0.695
yell	اییل	surprise	0.695
strike	حمله	surprise	0.695
disturbance	اندیښنه	surprise	0.688
carnage	غصب	surprise	0.688
spectacular	غوره	surprise	0.688
incredible	ناقانونه	surprise	0.688
recklessness	بې پروای	surprise	0.680
slap	تڼۍ	surprise	0.680
monstrous	بښنه	surprise	0.680
clamor	کلیمور	surprise	0.680
thrill	تیښته	surprise	0.680
accidentally	په ناڅاپه توګه	surprise	0.672
accidental	ناڅاپه	surprise	0.672
striking	حیرانتیا	surprise	0.672
captivate	تښتول	surprise	0.672
exhilaration	خوندیتوب	surprise	0.672
terrorist	ترهګر	surprise	0.672
inexplicable	غیرقانوني	surprise	0.672
exciting	زړه پورې	surprise	0.672
topple	نسکوره	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	لوزان	surprise	0.664
revolution	انقلاب	surprise	0.664
freakish	ځړول	surprise	0.664
incendiary	انګرېزي	surprise	0.656
revolt	بغاوت	surprise	0.656
sneak	چپ کړئ	surprise	0.656
unspeakable	نامناسب	surprise	0.656
bloodshed	وینې وینې	surprise	0.656
cyclone	سایکلون	surprise	0.648
violent	تاوتریخوالی	surprise	0.648
disruption	خنډونه	surprise	0.648
spellbound	سپړبنډ	surprise	0.648
unsuspecting	ناڅاپه	surprise	0.648
mutiny	متقابل	surprise	0.648
attacking	برید کول	surprise	0.648
unintended	ناباوره شوی	surprise	0.648
amazingly	حیرانتیا	surprise	0.648
epidemic	ایډیدیمیک	surprise	0.648
shout	غږول	surprise	0.641
screech	منډه	surprise	0.641
wildfire	ځنګل غږ	surprise	0.641
indescribable	د منلو وړ	surprise	0.641
enthusiasm	ليوالتيا	surprise	0.641
excitation	هڅونې	surprise	0.641
tumult	خوله	surprise	0.641
improvisation	اصلاح	surprise	0.641
anomaly	انډالي	surprise	0.633
apparition	انځور	surprise	0.633
treachery	خیانت	surprise	0.633
presto	پریزو	surprise	0.633
gape	جېپټ	surprise	0.633
agape	اېډیپ	surprise	0.633
uncertain	ناڅرګند	surprise	0.633
plunder	لوټ کړئ	surprise	0.633
tempest	تر ټولو غوره	surprise	0.625
trick	ټک	surprise	0.625
slaughtering	وژنه	surprise	0.625
wonderment	حیرانتیا	surprise	0.625
excited	خوښ شوی	surprise	0.625
sorcery	ژبي	surprise	0.625
murderous	وژنه	surprise	0.625
urgency	بیړنۍ	surprise	0.625
distress	مصیبت	surprise	0.625
mystery	راز	surprise	0.625
trickery	تریري	surprise	0.617
intense	شدید	surprise	0.617
vanish	غصب کول	surprise	0.617
murder	وژنه	surprise	0.617
quickness	چټکۍ	surprise	0.617
intrusive	ځړول	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	ژمي	surprise	0.617
blindfold	سترګې پټې	surprise	0.609
coup	کودتا	surprise	0.609
splash	ټوټه	surprise	0.609
thief	چور	surprise	0.609
magical	جادویی	surprise	0.609
unstable	ناڅاپه	surprise	0.609
shatter	ټوټه ټوټه	surprise	0.609
strangle	اجنډا	surprise	0.609
defy	دفاع کول	surprise	0.602
deluge	ډوډۍ	surprise	0.602
inconceivable	ناممکن	surprise	0.602
jubilee	جیوب	surprise	0.602
stupor	تنګي	surprise	0.602
tackle	ټکی	surprise	0.602
assail	حمله	surprise	0.602
betray	خيانت	surprise	0.602
monstrosity	بېوزلۍ	surprise	0.594
alerts	خبرتیاوې	surprise	0.594
lightning	برېښنا	surprise	0.594
mishap	خواړه	surprise	0.594
shrill	شریخ	surprise	0.594
stupendous	ناڅاپه	surprise	0.594
mysterious	پراسرار	surprise	0.586
paralyzed	ټوټه ټوټه شوه	surprise	0.586
randomly	ناڅاپه	surprise	0.586
bonus	بونس	surprise	0.586
deceit	غلا	surprise	0.586
wild	وحشیانه	surprise	0.586
pitfall	زیان	surprise	0.586
wondrous	حیرانتیا	surprise	0.586
uncanny	ناڅاپه	surprise	0.586
electric	برقی	surprise	0.578
oddity	ناڅاپي	surprise	0.578
death	مړینه	surprise	0.578
jubilant	جیوبینټ	surprise	0.578
godsend	godsend	surprise	0.578
stagger	ستړی	surprise	0.578
raving	سوځول	surprise	0.578
rejoicing	خوشحاله	surprise	0.578
premature	وخت مخکې	surprise	0.578
fluke	هوښیار	surprise	0.578
bizarre	بې خوبه	surprise	0.578
revenge	انتقالي	surprise	0.570
dynamic	متحرک	surprise	0.570
dismay	ویره	surprise	0.570
ecstatic	خوشحاله	surprise	0.562
fascinate	خوښول	surprise	0.562
uncover	ړنګول	surprise	0.562
jerk	ټک	surprise	0.562
reward	انعام	surprise	0.562
nefarious	ناڅاپه	surprise	0.562
reappear	بیرته راګرځیدل	surprise	0.562
whim	ویاړ	surprise	0.555
conjure	اعلامیه	surprise	0.555
crescendo	کرسکوډ	surprise	0.555
zany	زانی	surprise	0.555
thaumaturgy	تغیرات	surprise	0.555
illuminate	روښانوي	surprise	0.547
rescue	ژغورل	surprise	0.547
tantalizing	تاوان کول	surprise	0.547
winner	ګټونکي	surprise	0.547
heroism	اتلولۍ	surprise	0.547
rarity	ناباوره	surprise	0.547
ejaculation	سکج	surprise	0.547
daze	ډیزاین	surprise	0.547
unbridled	ناڅاپه	surprise	0.547
thwart	وهل	surprise	0.547
treason	غداري	surprise	0.539
punch	پنچ	surprise	0.539
insult	سپکاوی	surprise	0.539
lunge	غوسه	surprise	0.539
illusion	انځور	surprise	0.539
lucky	خوشحاله	surprise	0.539
interrupt	مداخله	surprise	0.539
cheer	خوشحاله	surprise	0.539
celebration	جشن	surprise	0.539
violation	سرغړونه	surprise	0.539
marvel	حیرانتیا	surprise	0.539
sensation	احساس	surprise	0.531
fearfully	له ډار سره	surprise	0.531
concealed	پټول	surprise	0.531
banger	بینجر	surprise	0.531
affront	مخکی	surprise	0.531
snag	انځور	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	بيرته	surprise	0.523
wonder	حیرانتیا	surprise	0.523
immediacy	سمدستي	surprise	0.523
undiscovered	بې ځایه شوی	surprise	0.523
abandonment	پرېښودل	surprise	0.523
rejoice	خوشحاله یم	surprise	0.523
improvise	اصلاح کول	surprise	0.523
majestic	مهمې	surprise	0.523
scorpion	ډوډۍ	surprise	0.523
victimized	قربانی شوی	surprise	0.523
liberate	ازادۍ	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	په چټکه توګه	surprise	0.516
tickle	ټکي	surprise	0.516
chance	چانس	surprise	0.516
howl	څنګه؟	surprise	0.516
swerve	سیند	surprise	0.508
reflex	غبرګون	surprise	0.508
rave	رویټرز	surprise	0.508
pop	پاپ	surprise	0.508
luck	قسمت	surprise	0.508
magnificent	عالي	surprise	0.508
transcendence	انتقال	surprise	0.508
garish	لباس	surprise	0.508
unintentionally	په غیرقانوني توګه	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	ناڅاپه	surprise	0.500
marvelous	حیرانتیا	surprise	0.500
heroic	ناڅاپه	surprise	0.500
remarkable	د پام وړ	surprise	0.500
fainting	بښنه	surprise	0.500
slayer	لرې	surprise	0.500
erotic	جنسي	surprise	0.500
enliven	اټکل شوی	surprise	0.500
alertness	خبرتیا	surprise	0.500
misbehavior	ناوړه ګټه اخیستونکی	surprise	0.500
embarrassment	شرمندوی	surprise	0.500
diversion	توپیر	surprise	0.500
unutterable	ناڅاپه	surprise	0.492
nab	ناب	surprise	0.492
camouflage	تاوان	surprise	0.492
trump	تومان	surprise	0.492
decoy	پریکړه	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	چیما	surprise	0.492
infarct	انتان	surprise	0.492
birthday	د زیږیدو نیټه	surprise	0.492
greatness	عظمت	surprise	0.492
zeal	زیږه	surprise	0.484
prick	پيچل	surprise	0.484
magician	جادوگر	surprise	0.484
underestimate	کم	surprise	0.484
horde	هیډی	surprise	0.484
fanfare	ډوډۍ	surprise	0.484
inexpressible	د نه شتون وړ	surprise	0.484
daemon	daemon	surprise	0.484
variable	متغیر	surprise	0.484
curiosity	ژورتوب	surprise	0.484
gawk	ټوک	surprise	0.477
unguarded	بې ځایه شوی	surprise	0.477
chicane	ښه	surprise	0.477
fortune	خوشحاله	surprise	0.477
sneeze	غوڅ کړئ	surprise	0.477
illumination	روښانتیا	surprise	0.477
incident	پېښه	surprise	0.477
dreadfully	په زړه پورې	surprise	0.477
strange	عجيب	surprise	0.477
subversive	منفي	surprise	0.477
reversal	بدلون	surprise	0.469
prowl	پروول	surprise	0.469
rapid	چټک	surprise	0.469
leery	ژړا	surprise	0.469
wizard	جادوګر	surprise	0.469
coincidence	موافقه	surprise	0.461
hilarious	هراړخیز	surprise	0.461
divergent	منځنی	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ماتول	surprise	0.461
slip	ټوپ	surprise	0.461
wonderful	عجيب	surprise	0.453
hoax	چلکی	surprise	0.453
winning	ګټل	surprise	0.453
overestimate	ډیریدونکی	surprise	0.453
confession	اعتراف	surprise	0.453
ordeal	اډالال	surprise	0.453
evanescence	تشخیص	surprise	0.453
merriment	مریض	surprise	0.453
raffle	غلا	surprise	0.453
stound	ټکی	surprise	0.445
laughter	خندا	surprise	0.445
enthusiast	لیوالتیا	surprise	0.445
splendid	سپینه	surprise	0.445
feat	خپرونې	surprise	0.445
perchance	نغدي	surprise	0.445
excel	اېسلسل	surprise	0.445
gambling	قمار	surprise	0.445
unintentional	غیرقانوني	surprise	0.438
brighten	روښانوي	surprise	0.438
changeable	د بدلون وړ	surprise	0.438
rapt	رپټ	surprise	0.438
unique	بې ساري	surprise	0.438
splendor	ښایسته	surprise	0.438
senseless	بې ساری	surprise	0.438
gift	ډالۍ	surprise	0.430
fascination	غوسه	surprise	0.430
trepidation	تاوان	surprise	0.430
stealthy	خوندور	surprise	0.430
fiesta	فیزیس	surprise	0.430
delighted	خوښ دي	surprise	0.430
lawsuit	محاکمه	surprise	0.430
intrigue	خوندیتوب	surprise	0.430
quicksilver	چټک	surprise	0.422
originality	اصلیت	surprise	0.422
riddle	شیان	surprise	0.422
judgment	قضاوت	surprise	0.422
enchant	ښکلی	surprise	0.422
stealth	غلا	surprise	0.422
veracity	اطمینان	surprise	0.414
elusive	ژغورونکی	surprise	0.414
perjury	خطر	surprise	0.414
spirits	روحونه	surprise	0.414
liberation	ازادۍ	surprise	0.414
illegitimate	ناقانونه	surprise	0.414
syncope	مطابقت	surprise	0.414
experiment	تجربه	surprise	0.414
gambler	قمار	surprise	0.406
eager	خوښ دی	surprise	0.406
inspired	هڅول	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	تلیفون	surprise	0.406
allure	جذب	surprise	0.406
parade	پریډ	surprise	0.406
princely	په اصل کې	surprise	0.398
divorce	طلاق	surprise	0.398
guess	اټکل	surprise	0.398
burlesque	برسکی	surprise	0.398
secrecy	محرمیت	surprise	0.398
aspiration	اطمینان	surprise	0.391
peri	پراني	surprise	0.391
cheerful	خوشحاله	surprise	0.391
hermaphrodite	هیففروډیټ	surprise	0.391
supremacy	لویوالی	surprise	0.391
incontinence	ناڅاپه	surprise	0.391
inheritance	میراث	surprise	0.383
score	سکور	surprise	0.383
lose	له لاسه ورکوی	surprise	0.383
crowning	ډار	surprise	0.383
buck	بکس	surprise	0.383
praiseworthy	ستاینه	surprise	0.383
cadaver	کډوال	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	ګلپ	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	خړوب	surprise	0.375
mystic	صوفی	surprise	0.375
succeed	بریالیتوب	surprise	0.375
advance	مخکی	surprise	0.375
sparkle	سپکر	surprise	0.367
hope	هیله	surprise	0.367
joker	جوکر	surprise	0.367
sensual	حساس	surprise	0.367
excavation	کيندل	surprise	0.367
feeling	احساس	surprise	0.359
entertainment	تفریح	surprise	0.359
clown	ځمکه	surprise	0.352
newcomer	نویوونکی	surprise	0.352
modify	تعدیل کړئ	surprise	0.352
award	جایزه	surprise	0.352
blessings	برکتونه	surprise	0.352
postponement	ځنډول	surprise	0.352
obit	د	surprise	0.352
celebrity	جشن	surprise	0.344
hero	اتل	surprise	0.344
start	پیل کړئ	surprise	0.344
wonderfully	حیرانتیا	surprise	0.344
highest	لوړ	surprise	0.344
proficiency	مهارت	surprise	0.344
glorify	ویاړ	surprise	0.344
unbeaten	ناڅاپه	surprise	0.336
memorable	یادگار	surprise	0.336
sanctify	حرمت وکړئ	surprise	0.336
rekindle	بيرته راګرځول	surprise	0.336
optimism	خوشبینه	surprise	0.336
warned	خبرداری ورکړ	surprise	0.336
prodigious	حاکمیت	surprise	0.336
dissolution	تحلیل	surprise	0.336
grin	ګرانه	surprise	0.336
admiration	ستاینه	surprise	0.328
hypertrophy	هایپرټروفی	surprise	0.328
present	اوسنی	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	فرښته	surprise	0.320
examination	ازموینه	surprise	0.320
catch	نیول	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	هوښیار	surprise	0.312
puma	پاما	surprise	0.312
liberty	آزادي	surprise	0.312
kiss	ښایې	surprise	0.312
embrace	منډه	surprise	0.312
occasional	ځینې ​​وختونه	surprise	0.312
treat	درملنه	surprise	0.312
saint	سنت	surprise	0.312
scrimmage	ککړتیا	surprise	0.312
dismissal	رد کول	surprise	0.312
perfection	بشپړتیا	surprise	0.305
generosity	سخاوت	surprise	0.305
gratify	مهربانی وکړئ	surprise	0.305
saintly	د سوریې	surprise	0.305
sally	سلام	surprise	0.305
polarity	پالنه	surprise	0.297
finally	بالاخره	surprise	0.297
differently	په جلا ډول	surprise	0.297
palpable	خوله	surprise	0.297
warn	خبرداری ورکړئ	surprise	0.297
ceremony	مراسم	surprise	0.297
larger	لوی	surprise	0.297
favorable	ښه	surprise	0.297
romance	رومانس	surprise	0.289
medal	میډل	surprise	0.289
inviting	بلنه ورکول	surprise	0.289
greeting	سلام	surprise	0.289
candid	کانديدان	surprise	0.281
resignation	استعفی	surprise	0.281
trip	سفر	surprise	0.281
accolade	مستند	surprise	0.281
labor	کار	surprise	0.281
stare	ټکی	surprise	0.273
glimmer	ګرمر	surprise	0.266
invite	بلنه ورکړه	surprise	0.266
somatic	سایټ	surprise	0.266
admire	اطمینان	surprise	0.266
immerse	لرې کول	surprise	0.266
festival	فیستیوال	surprise	0.266
mimicry	خواږه	surprise	0.266
compensate	خساره ورکول	surprise	0.266
insolvency	بې ثباتي	surprise	0.266
playful	لوبه کول	surprise	0.266
complement	بشپړ کول	surprise	0.258
receiving	ترلاسه کول	surprise	0.258
hypothesis	فرضيه	surprise	0.258
laugh	خندا	surprise	0.258
chuckle	غلا	surprise	0.258
honeymoon	شاتمن	surprise	0.250
marry	واده وکړئ	surprise	0.242
independence	خپلواکۍ	surprise	0.242
opera	اوپرا	surprise	0.242
pleasant	خوشحاله	surprise	0.242
rhythmical	تالال	surprise	0.234
assessment	ارزونه	surprise	0.234
hopeful	هیله مند	surprise	0.234
trophy	ټرافي	surprise	0.234
holiness	پاکۍ	surprise	0.234
chant	خندا	surprise	0.234
leave	پرېښودل	surprise	0.234
procession	پروسې	surprise	0.227
placard	پلازمینه	surprise	0.227
deal	معامله	surprise	0.227
cherish	ژوره	surprise	0.219
good	ښه	surprise	0.219
shopping	پیرودنه	surprise	0.219
musical	موسيقي	surprise	0.219
shell	شیل	surprise	0.211
dawn	سهار	surprise	0.211
simplify	ساده کول	surprise	0.211
purity	پاکۍ	surprise	0.203
nullify	باطل کړئ	surprise	0.203
money	پیسې	surprise	0.203
sweet	خواږه	surprise	0.203
morals	اخلاقيات	surprise	0.203
synchronize	همغږي کول	surprise	0.195
preservative	محافظه کار	surprise	0.195
humanitarian	بشردوستانه	surprise	0.195
unfulfilled	ناڅاپه	surprise	0.195
precious	قيمتي	surprise	0.195
obliging	منل	surprise	0.188
singularly	په ساده توګه	surprise	0.188
foresee	وړاندیز	surprise	0.180
pray	دعا وکړه	surprise	0.180
graduation	فراغت	surprise	0.180
lovely	ښکلی	surprise	0.180
sun	لمر	surprise	0.172
art	هنر	surprise	0.172
mouth	خوله	surprise	0.172
youth	ځوانان	surprise	0.172
thirst	تږی	surprise	0.172
young	ځوان	surprise	0.164
goodness	ښه	surprise	0.164
overdue	تکرار	surprise	0.156
visor	ویزې	surprise	0.156
practiced	تمرین شوی	surprise	0.156
latent	لنډمهاله	surprise	0.156
loyal	وفاداري	surprise	0.148
expect	تمه لري	surprise	0.148
destination	منزل	surprise	0.148
wireless	بېسیم	surprise	0.148
quote	ټکي	surprise	0.141
slush	لوټ کړئ	surprise	0.141
infant	ماشوم	surprise	0.141
cream	کریم	surprise	0.141
playground	د لوبې ډګر	surprise	0.133
organization	سازمان	surprise	0.125
teach	ښوونه	surprise	0.125
vote	رایه ورکړئ	surprise	0.125
smile	خندا	surprise	0.117
weight	وزن	surprise	0.117
dolphin	ډففین	surprise	0.117
sisterhood	غصب	surprise	0.109
cable	کیبل	surprise	0.109
sunny	دوامداره	surprise	0.102
steady	دوام لري	surprise	0.094
leisure	تفریح	surprise	0.086
peaceful	سوله ییز	surprise	0.086
spa	سپا	surprise	0.086
tree	ونه	surprise	0.078
picnic	پکنیک	surprise	0.078
worm	کورت	surprise	0.055
truthfulness	حقیقت	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	باور لري	trust	0.867
honest	صادق	trust	0.844
honesty	ايماندارۍ	trust	0.844
honor	عزت	trust	0.844
truth	حقیقت	trust	0.844
truthful	رښتیني	trust	0.836
trusting	باور لري	trust	0.836
brotherhood	اخوان المسلمین	trust	0.820
entrust	ځړول	trust	0.812
committed	ژمن دی	trust	0.805
integrity	بشپړتیا	trust	0.805
loyalty	وفاداري	trust	0.805
honorable	معتبره	trust	0.805
credibility	اعتبار	trust	0.805
trust	باور	trust	0.805
faithful	وفاداري	trust	0.797
sincere	مخلص	trust	0.797
responsible	مسؤلیت	trust	0.789
partnership	شراکت	trust	0.789
true	NO TRANSLATION	trust	0.789
