word	Igbo-ig	emotion	emotion-intensity-score
present	ugbu a	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	mmụọ ozi	surprise	0.320
examination	nyocha	surprise	0.320
catch	enweta	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	na-achụpụ	surprise	0.312
puma	puma	surprise	0.312
liberty	nnwere onwe	surprise	0.312
kiss	nsusu	surprise	0.312
embrace	nabata	surprise	0.312
occasional	mgbe ụfọdụ	surprise	0.312
treat	emeso	surprise	0.312
saint	saint	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	nchụpụ	surprise	0.312
perfection	zuru okè	surprise	0.305
generosity	mmesapụ aka	surprise	0.305
gratify	na-enye obi ụtọ	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	polarity	surprise	0.297
finally	n'ikpeazụ	surprise	0.297
differently	dị iche	surprise	0.297
palpable	mara mma	surprise	0.297
warn	dọọ aka ná ntị	surprise	0.297
ceremony	ememe	surprise	0.297
larger	ibu	surprise	0.297
favorable	mma	surprise	0.297
romance	romance	surprise	0.289
medal	nrite	surprise	0.289
inviting	na-akpọ òkù	surprise	0.289
greeting	ekele	surprise	0.289
candid	eziokwu	surprise	0.281
resignation	arụkwaghịm	surprise	0.281
trip	njem	surprise	0.281
accolade	adalata	surprise	0.281
labor	arụ ọrụ	surprise	0.281
stare	nyocha	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	kpọọ	surprise	0.266
somatic	somatic	surprise	0.266
admire	na-enwe mmasị	surprise	0.266
immerse	mikpuo	surprise	0.266
festival	ememe	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	kwụọ ụgwọ	surprise	0.266
insolvency	enweghị isi	surprise	0.266
playful	egwu egwu	surprise	0.266
complement	kwadoro	surprise	0.258
receiving	inweta	surprise	0.258
hypothesis	echiche	surprise	0.258
laugh	ịchị ọchị	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	ezumike nwa	surprise	0.250
marry	lụọ	surprise	0.242
independence	nnwere onwe	surprise	0.242
opera	opera	surprise	0.242
pleasant	obi ụtọ	surprise	0.242
rhythmical	ihe omimi	surprise	0.234
assessment	nyocha	surprise	0.234
hopeful	olileanya	surprise	0.234
trophy	agha	surprise	0.234
holiness	ịdị nsọ	surprise	0.234
chant	abụ	surprise	0.234
leave	hapụ	surprise	0.234
procession	nhazi	surprise	0.227
placard	kaadị	surprise	0.227
deal	eme	surprise	0.227
cherish	akpọrọ	surprise	0.219
good	mma	surprise	0.219
shopping	ịzụ ahịa	surprise	0.219
musical	egwu	surprise	0.219
shell	shea	surprise	0.211
dawn	ụtụtụ	surprise	0.211
simplify	mee mfe	surprise	0.211
purity	dị ọcha	surprise	0.203
nullify	nullify	surprise	0.203
money	ego	surprise	0.203
sweet	ụtọ	surprise	0.203
morals	omume ọma	surprise	0.203
synchronize	mekọrịta	surprise	0.195
preservative	onye nche	surprise	0.195
humanitarian	ndi mmadu	surprise	0.195
unfulfilled	emezughị	surprise	0.195
precious	dị oké ọnụ ahịa	surprise	0.195
obliging	iwu	surprise	0.188
singularly	dị iche iche	surprise	0.188
foresee	na-ahụ ụzọ	surprise	0.180
pray	kpee ekpere	surprise	0.180
graduation	ngụsị akwụkwọ	surprise	0.180
lovely	mara mma	surprise	0.180
sun	anyanwụ	surprise	0.172
art	nka	surprise	0.172
mouth	ọnụ	surprise	0.172
youth	eto eto	surprise	0.172
thirst	akpịrị ịkpọ nkụ	surprise	0.172
young	eto eto	surprise	0.164
goodness	ịdị mma	surprise	0.164
overdue	emebiga ihe ókè	surprise	0.156
visor	nleta	surprise	0.156
practiced	eme	surprise	0.156
latent	latent	surprise	0.156
loyal	eguzosi ike n'ihe	surprise	0.148
expect	atụ anya	surprise	0.148
destination	ebe	surprise	0.148
wireless	wireless	surprise	0.148
quote	ikwu okwu	surprise	0.141
slush	slush	surprise	0.141
infant	nwa	surprise	0.141
cream	ude	surprise	0.141
playground	ebe egwuregwu	surprise	0.133
organization	nzukọ	surprise	0.125
teach	akụzi	surprise	0.125
vote	ntuli aka	surprise	0.125
smile	ọchị	surprise	0.117
weight	arọ	surprise	0.117
dolphin	dolphin	surprise	0.117
sisterhood	umunwanyi	surprise	0.109
cable	USB	surprise	0.109
sunny	anwụ na-acha	surprise	0.102
steady	kwadoro	surprise	0.094
leisure	ezumike	surprise	0.086
peaceful	udo	surprise	0.086
spa	spa	surprise	0.086
tree	osisi	surprise	0.078
picnic	ihe nkiri	surprise	0.078
worm	ikpuru	surprise	0.055
truthfulness	eziokwu	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	atụkwasị obi	trust	0.867
honest	eme ihe n'eziokwu	trust	0.844
honesty	eme ihe n'eziokwu	trust	0.844
honor	nsọpụrụ	trust	0.844
truth	eziokwu	trust	0.844
truthful	eziokwu	trust	0.836
trusting	tụkwasị obi	trust	0.836
brotherhood	òtù ụmụnna	trust	0.820
entrust	nyefee	trust	0.812
committed	mere	trust	0.805
integrity	ikwesị ntụkwasị obi	trust	0.805
loyalty	iguzosi ike n'ihe	trust	0.805
honorable	asọpụrụ	trust	0.805
credibility	nkwenye	trust	0.805
trust	tụkwasị obi	trust	0.805
faithful	kwesịrị ntụkwasị obi	trust	0.797
sincere	ezi obi	trust	0.797
responsible	ọrụ	trust	0.789
partnership	mmekọrịta	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	amamihe	trust	0.789
oath	ṅụọ iyi	trust	0.781
verification	nkwenye	trust	0.781
vow	nkwa	trust	0.781
cooperative	kwenye	trust	0.781
respectable	na-asọpụrụ	trust	0.773
credible	ikwenye	trust	0.773
hero	dike	trust	0.773
sisterhood	umunwanyi	trust	0.773
promise	nkwa	trust	0.773
verified	kwadoro	trust	0.773
qualified	ruru eru	trust	0.766
respected	akwanyere ùgwù	trust	0.766
authentication	nyocha	trust	0.766
compassion	ọmịiko	trust	0.759
reputable	mara aha	trust	0.758
safekeeping	nchebe	trust	0.758
reliability	a pụrụ ịdabere na ya	trust	0.758
moral	omume	trust	0.758
love	ịhụnanya	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	nkwenye	trust	0.758
stable	anụ ụlọ	trust	0.750
friend	enyi	trust	0.750
genuine	ezi	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	ike	trust	0.750
loyal	eguzosi ike n'ihe	trust	0.750
ally	enyi	trust	0.750
safeguard	chebe	trust	0.750
companion	enyi	trust	0.750
advised	gwara	trust	0.750
authentic	ezigbo	trust	0.750
respect	nkwanye ùgwù	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	nnwere onwe	trust	0.742
proven	pụtara	trust	0.742
respects	anya	trust	0.742
faith	okwukwe	trust	0.742
wholesome	dị mma	trust	0.742
heartfelt	obi	trust	0.734
unification	ịdị n'otu	trust	0.734
protecting	ichebe	trust	0.734
reassurance	obi ike	trust	0.734
admirable	adọrọ mmasị	trust	0.734
trustee	onye nduzi	trust	0.734
supporter	akwado	trust	0.734
confirmation	nkwenye	trust	0.734
respectful	nkwanye ùgwù	trust	0.734
alliance	mmekọrịta niile	trust	0.727
equality	nha	trust	0.727
friendship	enyi	trust	0.727
agreement	nkwekọrịta	trust	0.727
fact	eziokwu	trust	0.727
confident	obi ike	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	ikwere	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	mma	trust	0.727
credential	nzere	trust	0.727
closeness	nsochi	trust	0.719
authenticate	nyocha	trust	0.719
intelligence	ọgụgụ isi	trust	0.719
virtue	omume ọma	trust	0.719
honored	akwanyere ùgwù	trust	0.719
virtuous	ezi omume	trust	0.719
kindred	agbụrụ	trust	0.719
charitable	ebere	trust	0.711
dedication	nraranye	trust	0.711
guarantee	nkwa	trust	0.711
cooperation	imekọ ihe	trust	0.711
creditable	akwụ ụgwọ	trust	0.711
consistency	agbanwe agbanwe	trust	0.711
allegiance	nkwado	trust	0.711
cooperating	kwenye	trust	0.711
straightforward	n'ụzọ ziri ezi	trust	0.711
determination	mkpebi	trust	0.711
justice	ikpe ziri ezi	trust	0.711
sanctuary	ebe nsọ	trust	0.703
nurture	zụlite	trust	0.703
innocent	adịghị ọcha	trust	0.703
admire	na-enwe mmasị	trust	0.703
assurance	mmesi obi ike	trust	0.703
morality	omume ọma	trust	0.703
prepared	kwadebere	trust	0.703
friendliness	enyi	trust	0.703
reliable	pụrụ ịdabere na ya	trust	0.703
mentor	onye nkuzi	trust	0.703
guardianship	onye nlekọta	trust	0.703
fulfilled	mezuru	trust	0.703
reverence	nsọpụrụ	trust	0.703
proof	ihe akaebe	trust	0.703
admiration	obi ụtọ	trust	0.703
mother	nne	trust	0.703
protected	echedo	trust	0.703
motherhood	nne	trust	0.703
marriage	alụmdi na nwunye	trust	0.695
skillful	nkà	trust	0.695
indestructible	enweghị ihe ọ bụla	trust	0.695
guardian	onye nlekọta	trust	0.695
accountable	aza ajụjụ	trust	0.695
courage	obi ike	trust	0.695
bodyguard	onye nche	trust	0.695
agreeable	dị mma	trust	0.695
scientist	ọkà mmụta sayensị	trust	0.695
allied	ndị jikọrọ aka	trust	0.695
compassionate	nwe ọmịiko	trust	0.695
humanitarian	ndi mmadu	trust	0.695
approving	kwado	trust	0.695
united	otu	trust	0.695
pact	nkwekọrịta	trust	0.695
certified	kwadoro	trust	0.695
morals	omume ọma	trust	0.695
esteem	dị mma	trust	0.688
secure	echekwa	trust	0.688
perfection	zuru okè	trust	0.688
guidance	nduzi	trust	0.688
competent	mara	trust	0.688
authenticity	eziokwu	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	ziri ezi	trust	0.688
humanity	ndi mmadu	trust	0.688
solidity	siri ike	trust	0.688
adviser	onye ndụmọdụ	trust	0.688
pledge	nkwa	trust	0.688
believed	kweere	trust	0.688
understanding	nghọta	trust	0.688
monogamy	otu nwanyị	trust	0.688
expertise	ọkachamara	trust	0.680
diplomatic	diplomatic	trust	0.680
confidential	nzuzo	trust	0.680
hope	olileanya	trust	0.680
protector	nchebe	trust	0.680
agreeing	ekwenye	trust	0.680
diligence	ịdị uchu	trust	0.680
official	onye ochichi	trust	0.680
affirm	ekwenye	trust	0.680
indivisible	enweghị anya	trust	0.680
grandfather	nna nna	trust	0.680
humble	dị umeala n'obi	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	ntinye	trust	0.680
elders	ndị okenye	trust	0.680
goodness	ịdị mma	trust	0.680
commendable	ezi mma	trust	0.680
inspire	kpalie	trust	0.680
approve	kwado	trust	0.680
confide	kọọrọ ya	trust	0.680
professional	ọkachamara	trust	0.680
familiarity	maara ihe	trust	0.680
leader	onye ndu	trust	0.680
confirmed	kwadoro	trust	0.680
acceptance	anabata	trust	0.680
benevolence	obiọma	trust	0.672
dignity	ebube	trust	0.672
harmoniously	kwekọrọ	trust	0.672
mastery	ike	trust	0.672
unwavering	enweghị mgbagha	trust	0.672
accredited	akwado	trust	0.672
healing	agwọ ọrịa	trust	0.672
encyclopedia	akwụkwọ nkà ihe ọmụma	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	doo nsọ	trust	0.672
cohesive	cohesive	trust	0.672
covenant	ọgbụgba ndụ	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	enweghị ntụpọ	trust	0.672
safe	nchekwa	trust	0.672
intelligent	nwere ọgụgụ isi	trust	0.672
merit	kwesịrị	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	n'ụzọ doro anya	trust	0.664
spiritual	nke ime mmụọ	trust	0.664
advocate	akwado	trust	0.664
team	otu	trust	0.664
heroic	dike	trust	0.664
communicate	okwu	trust	0.664
disciple	eso ụzọ	trust	0.664
expert	ọkachamara	trust	0.664
proficient	onye maara ihe	trust	0.664
specialist	ọkachamara	trust	0.664
ambassador	onye nnọchianya	trust	0.664
accept	kwenye	trust	0.664
attestation	akaebe	trust	0.664
supporting	akwado	trust	0.664
reliance	ndabere	trust	0.664
authority	ikike	trust	0.664
accountability	aza ajụjụ	trust	0.664
guidebook	ntuziaka	trust	0.664
fulfillment	mmezu	trust	0.664
strengthening	ike	trust	0.661
familiar	mara	trust	0.656
facts	eziokwu	trust	0.656
achieve	mezuo	trust	0.656
warranty	ikike	trust	0.656
structure	nhazi	trust	0.656
steadfast	eguzosi ike	trust	0.656
favorable	mma	trust	0.656
counsel	ndụmọdụ	trust	0.656
relationship	mmekọrịta	trust	0.656
scientific	sayensị	trust	0.656
gentleman	nwa nwoke	trust	0.656
strength	ike	trust	0.656
elder	okenye	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	ịdị nsọ	trust	0.656
excellent	magburu onwe ya	trust	0.656
proficiency	ogo	trust	0.656
constancy	obi ike	trust	0.656
defended	kwadoro ya	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	tụkwasị obi	trust	0.648
heroism	heroism	trust	0.648
peaceful	udo	trust	0.648
competency	ike	trust	0.648
assuredly	n'ezie	trust	0.648
brother	nwanne	trust	0.648
counselor	onye ndụmọdụ	trust	0.648
successful	ihe ịga nke ọma	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	echebe	trust	0.648
saint	saint	trust	0.648
harmony	nkwekọrịta	trust	0.648
matrimony	alụmdi na nwunye	trust	0.648
noble	mara mma	trust	0.648
inspiration	n'ike mmụọ nsọ	trust	0.648
academic	agụmakwụkwọ	trust	0.648
assist	nyere aka	trust	0.648
agreed	kwetara	trust	0.648
uphold	kwado	trust	0.648
comrade	enyi m	trust	0.648
lovable	na-ahụ n'anya	trust	0.648
advisable	ezi uche	trust	0.648
solidarity	ịdị n'otu	trust	0.648
worthy	kwesịrị	trust	0.643
durability	ogologo oge	trust	0.641
coexist	coexist	trust	0.641
assure	kwenye	trust	0.641
establish	guzobe	trust	0.641
benefactor	onye ọrụ ebere	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	edu	trust	0.641
loving	ịhụnanya	trust	0.641
teacher	onye nkụzi	trust	0.641
judiciary	ikpe ikpe	trust	0.641
conscientious	akọ na uche	trust	0.641
confidence	obi ike	trust	0.641
lawful	iwu kwadoro	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	edozi	trust	0.641
champion	onye mmeri	trust	0.641
unity	ịdị n'otu	trust	0.641
legal	iwu	trust	0.641
kind	ụdị	trust	0.641
credence	nkwenye	trust	0.641
real	ezigbo	trust	0.641
doctor	dọkịta	trust	0.641
intimate	akpachi anya	trust	0.634
hopeful	olileanya	trust	0.633
fortitude	obi ike	trust	0.633
physician	dibịa	trust	0.633
brotherly	nwanne	trust	0.633
aspiration	ọchịchọ	trust	0.633
convincing	kwenye	trust	0.633
sanctification	ido nsọ	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	asọpụrụ	trust	0.633
courageous	obi ike	trust	0.633
soundness	soundness	trust	0.633
legitimacy	eziomume	trust	0.633
endorse	akwado	trust	0.633
fidelity	ikwesị ntụkwasị obi	trust	0.633
bless	gọzie	trust	0.633
judicial	ikpe	trust	0.633
important	dị mkpa	trust	0.633
saintly	saintly	trust	0.633
conscience	akọ na uche	trust	0.633
therapeutic	ọgwụgwọ	trust	0.633
authorize	nye ikike	trust	0.633
devotional	nraranye	trust	0.633
practiced	eme	trust	0.633
backbone	azụ	trust	0.633
approved	kwadoro	trust	0.633
evident	doro anya	trust	0.625
encourage	gbaa ume	trust	0.625
caretaker	onye nlekọta	trust	0.625
regard	ile anya	trust	0.625
angel	mmụọ ozi	trust	0.625
engaged	gbaa aka	trust	0.625
blessing	ngọzi	trust	0.625
professorship	onye nkuzi	trust	0.625
majestic	ebube	trust	0.625
communication	nkwurịta okwu	trust	0.625
purify	kpochapu	trust	0.625
authorization	ikike	trust	0.625
wonderful	ebube	trust	0.625
achievement	mmezu	trust	0.625
fireman	fireman	trust	0.625
certify	ede ihe	trust	0.625
civilized	mepere anya	trust	0.625
profound	omimi	trust	0.625
accurate	ezi	trust	0.625
assured	obi ike	trust	0.625
positivity	positivity	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	mma	trust	0.617
absolution	ezighi ezi	trust	0.617
commend	jaa ya mma	trust	0.617
cherish	akpọrọ	trust	0.617
fundamental	isi	trust	0.617
advice	ndụmọdụ	trust	0.617
objective	ihe mgbaru ọsọ	trust	0.617
optimism	nchekwube	trust	0.617
testament	nkwa	trust	0.617
qualities	àgwà	trust	0.617
haven	ogige	trust	0.617
heroine	heroine	trust	0.617
constantly	mgbe niile	trust	0.617
appreciation	ekele	trust	0.617
triumphant	mmeri	trust	0.617
accord	nkwenye	trust	0.617
reassure	obi sie gị ike	trust	0.617
truce	agha	trust	0.617
thoughtful	eche echiche	trust	0.617
teach	akụzi	trust	0.617
god	chi	trust	0.617
corroborate	edozi	trust	0.617
believer	kwere ekwe	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	obi ike	trust	0.617
attentive	ntị	trust	0.617
gospel	ozioma	trust	0.617
bedrock	bedrock	trust	0.617
approvement	nkwado	trust	0.617
planning	atụmatụ	trust	0.617
rational	ezi	trust	0.617
passionate	obi ụtọ	trust	0.617
happy	obi ụtọ	trust	0.609
babysitter	onye na-elekọta ụmụaka	trust	0.609
brilliant	brilliant	trust	0.609
praise	otuto	trust	0.609
definitive	nkwenye	trust	0.609
considerate	echebara echiche	trust	0.609
patron	onye nlekọta	trust	0.609
scripture	Akwụkwọ Nsọ	trust	0.609
heal	agwọ	trust	0.609
praiseworthy	otuto	trust	0.609
steward	onye nlekọta	trust	0.609
awareness	mmata	trust	0.609
officer	onye nlekọta	trust	0.609
purification	ọcha	trust	0.609
excel	excel	trust	0.609
civilization	mmepeanya	trust	0.609
liking	amasị	trust	0.609
comfort	nkasi obi	trust	0.609
magnificence	ebube	trust	0.609
notary	notari	trust	0.609
progression	ọganihu	trust	0.609
mediator	onye ogbugbo	trust	0.609
blessings	ngọzi	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	kwadoro	trust	0.609
brave	obi ike	trust	0.602
experienced	ahụmahụ	trust	0.602
steady	kwadoro	trust	0.602
enlightenment	nghọta	trust	0.602
brighten	na-enwu	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	mezuo	trust	0.602
witness	àmà	trust	0.602
humility	ịdị umeala n'obi	trust	0.602
sympathetic	enwe ọmịiko	trust	0.602
helpful	aka	trust	0.602
symmetry	ihe ngosi	trust	0.602
unquestionable	enweghị obi abụọ	trust	0.602
peace	udo	trust	0.602
transcendence	transcendence	trust	0.602
serenity	obi iru ala	trust	0.602
embrace	nabata	trust	0.602
inspired	n'ike mmụọ nsọ	trust	0.602
mainstay	isi	trust	0.602
unconditional	enweghị atụ	trust	0.602
guarded	eche nche	trust	0.602
identify	chọpụta	trust	0.602
marry	lụọ	trust	0.594
grant	nye	trust	0.594
depend	adabere	trust	0.594
complimentary	ekele	trust	0.594
spouse	nwunye	trust	0.594
tranquility	obi iru ala	trust	0.594
vigilant	ele anya	trust	0.594
ministry	ozi	trust	0.594
fairly	n'ụzọ ziri ezi	trust	0.594
philanthropic	onye na-enye gị ego	trust	0.594
openly	n'ihu ọha	trust	0.594
generous	mmesapụ aka	trust	0.594
strengthen	ike	trust	0.594
gratitude	ekele	trust	0.594
befriend	bụrụ enyi	trust	0.594
substantiate	egosi	trust	0.594
praised	otuto	trust	0.594
admiral	admiral	trust	0.594
regent	regent	trust	0.594
sage	sage	trust	0.594
assessment	nyocha	trust	0.594
enlighten	mara	trust	0.594
eminence	dị elu	trust	0.594
commendation	ịja mma	trust	0.594
efficient	nke oma	trust	0.594
nurse	nọọsụ	trust	0.594
visionary	ọhụụ	trust	0.594
generosity	mmesapụ aka	trust	0.594
vigilance	ele anya	trust	0.594
endowment	onyinye	trust	0.594
council	nzukọ	trust	0.594
sweetheart	obi	trust	0.589
attest	akaebe	trust	0.586
prestige	ugwu	trust	0.586
serene	serene	trust	0.586
unfailing	adịghị adị	trust	0.586
testimony	akaebe	trust	0.586
checklist	nyocha	trust	0.586
inheritance	nketa	trust	0.586
monk	onye mọnk	trust	0.586
godly	Chineke	trust	0.586
compliance	nkwado	trust	0.586
rooted	gbanyere mkpọrọgwụ	trust	0.586
constitutional	iwu	trust	0.586
conservation	nchekwa	trust	0.586
bylaw	iwu iwu	trust	0.586
helper	onye inyeaka	trust	0.586
joyful	ọṅụ	trust	0.586
collectively	otu	trust	0.586
meritorious	meritorious	trust	0.586
acclaim	na-eti mkpu	trust	0.586
diplomacy	diplomacy	trust	0.586
educational	agụmakwụkwọ	trust	0.586
husbandry	ugbo	trust	0.586
share	ịkekọrịta	trust	0.586
enjoying	na-ekpori ndụ	trust	0.586
firmness	ike	trust	0.586
convince	kwenye	trust	0.586
designation	aha	trust	0.586
tribe	ebo	trust	0.586
victory	mmeri	trust	0.586
magnificent	ebube	trust	0.586
lovely	mara mma	trust	0.586
seniority	agadi	trust	0.586
angelic	mmụọ ozi	trust	0.586
ambition	ọchịchọ	trust	0.586
father	nna	trust	0.586
mate	nwunye	trust	0.586
sobriety	sobriety	trust	0.586
revere	asọpụrụ	trust	0.586
delegate	nnyefe	trust	0.586
navigator	ọkwọ ụgbọ mmiri	trust	0.578
watchdog	nchedog	trust	0.578
obey	rube isi	trust	0.578
cheerfulness	obi ụtọ	trust	0.578
inviting	na-akpọ òkù	trust	0.578
judge	ikpe	trust	0.578
irrefutable	ihe a na-apụghị ịgbagha agbagha	trust	0.578
philanthropist	onye nkwado	trust	0.578
careful	kpachara anya	trust	0.578
communion	udo	trust	0.578
coexisting	na-ebikọ ọnụ	trust	0.578
impartiality	adịghị ele mmadụ anya n'ihu	trust	0.578
unquestioned	ekwesighi	trust	0.578
upright	ziri ezi	trust	0.578
authoritative	ikike	trust	0.578
structural	ebe obibi	trust	0.578
convinced	kwenyesiri ike	trust	0.578
smile	ọchị	trust	0.578
commandant	onye ndu	trust	0.578
dutiful	dị mma	trust	0.578
shelter	ndo	trust	0.578
revival	mmalite	trust	0.578
professor	prọfesọ	trust	0.578
adore	na-asọpụrụ	trust	0.578
legalized	iwu akwadoro	trust	0.578
punctual	oge	trust	0.570
counsellor	onye ndụmọdụ	trust	0.570
complement	kwadoro	trust	0.570
corroboration	nchịkọta	trust	0.570
immaculate	edoghi oke	trust	0.570
relative	onye ikwu	trust	0.570
apostle	onyeozi	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	jikọọ	trust	0.570
insure	mkpuchi	trust	0.570
plausible	dị mma	trust	0.570
consult	gbaa izu	trust	0.570
modest	dị obi umeala	trust	0.570
measured	tụọ	trust	0.570
pilot	pilot	trust	0.570
collaborator	onye na-emekọ ihe	trust	0.570
advise	nye ndụmọdụ	trust	0.570
cuddle	na-egwu	trust	0.570
ordinance	iwu	trust	0.570
compass	kọmpụ	trust	0.570
guide	ndu	trust	0.570
everlasting	ruo mgbe ebighị ebi	trust	0.570
adhering	na-agbaso	trust	0.570
determinate	chọpụta	trust	0.570
heavenly	eluigwe	trust	0.570
principal	isi	trust	0.570
abundance	ụba	trust	0.570
matron	matron	trust	0.570
unequivocal	enweghị isi	trust	0.570
volunteers	ndị ọrụ afọ ofufo	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	obi abụọ adịghị ya	trust	0.570
pertinent	dị mkpa	trust	0.562
devout	obi ebere	trust	0.562
curable	agwọ ọrịa	trust	0.562
insight	nghọta	trust	0.562
congregation	ọgbakọ	trust	0.562
admit	kweta	trust	0.562
pleasant	obi ụtọ	trust	0.562
vigorous	ike	trust	0.562
fort	ike	trust	0.562
remarkable	dị ịrịba ama	trust	0.562
content	ọdịnaya	trust	0.562
spotless	enweghị ntụpọ	trust	0.562
uplift	elu	trust	0.562
compensate	kwụọ ụgwọ	trust	0.562
lovemaking	ịhụnanya	trust	0.562
jury	juri	trust	0.562
jurist	ndị ọkà mmụta	trust	0.562
soothing	dị jụụ	trust	0.562
ordination	nhazi	trust	0.562
cohesion	cohesion	trust	0.562
frankness	eziokwu	trust	0.562
strong	ike	trust	0.562
miracle	ọrụ ebube	trust	0.562
concordance	nkwekọrịta	trust	0.562
applaud	na-eto	trust	0.562
prize	ihe nrite	trust	0.562
apostolic	apostolic	trust	0.562
succeeding	na-aga nke ọma	trust	0.562
vitality	ike	trust	0.562
treasurer	onye na-echekwa akụ	trust	0.562
save	zọpụta	trust	0.562
earn	nweta	trust	0.562
midwife	midwife	trust	0.555
discretion	ezi uche	trust	0.555
worship	efe ofufe	trust	0.555
constant	mgbe niile	trust	0.555
foresight	nlebara anya	trust	0.555
vote	ntuli aka	trust	0.555
cultivate	ịzụlite	trust	0.555
impartial	enweghị mmasị	trust	0.555
illumination	ìhè	trust	0.555
ambulance	ụgbọ ala	trust	0.555
privacy	nzuzo	trust	0.555
succeed	ihe ịga nke ọma	trust	0.555
providing	inye	trust	0.555
veteran	agha	trust	0.555
patience	ndidi	trust	0.555
prophet	onye amụma	trust	0.555
coach	nchịkwa	trust	0.555
intuition	intuition	trust	0.555
reconciliation	mmekorita	trust	0.555
defender	onye agbachitere	trust	0.555
coalesce	coalesce	trust	0.555
mediate	na-agbasa	trust	0.555
precedence	mbu	trust	0.555
congruence	obi ike	trust	0.555
buddy	enyi	trust	0.555
reunion	ezukọta	trust	0.555
restorative	Ndozi	trust	0.555
destined	kpebiri	trust	0.555
physicist	physicist	trust	0.555
influential	enwe mmetụta	trust	0.555
exalt	ebuli elu	trust	0.555
greatness	ịdị ukwuu	trust	0.555
inclusion	Nsonye	trust	0.555
auditor	onye nyocha	trust	0.555
meditate	tụgharịa uche	trust	0.555
betrothed	mara ya	trust	0.555
proud	mpako	trust	0.547
provide	nye	trust	0.547
conciliation	nkwekọrịta	trust	0.547
ancestral	nna ochie	trust	0.547
liberty	nnwere onwe	trust	0.547
durable	ogologo oge	trust	0.547
impenetrable	enweghị ike	trust	0.547
prudent	dị akọ	trust	0.547
invocation	akpọku aha	trust	0.547
engaging	arụ ọrụ	trust	0.547
statement	nkwupụta	trust	0.547
rejoice	na-aṅụrị ọṅụ	trust	0.547
cheer	obi ụtọ	trust	0.547
eyewitness	onye akaebe	trust	0.547
prevalent	juru ebe nile	trust	0.547
securities	nchebe	trust	0.547
friendly	enyi na enyi	trust	0.547
salvation	nzọpụta	trust	0.547
independence	nnwere onwe	trust	0.547
govern	achị	trust	0.547
forgive	gbaghara	trust	0.547
commanding	na-enye iwu	trust	0.547
convent	ebe obibi ndị nọn	trust	0.547
reinforcement	nkwenye	trust	0.547
law	iwu	trust	0.547
registry	ndebanye aha	trust	0.547
temperate	dị jụụ	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	njikere	trust	0.547
heritage	nketa	trust	0.547
chronicle	nyocha	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ọnụ	trust	0.539
institute	ulo akwukwo	trust	0.539
applause	na-akụ	trust	0.539
architecture	ihe owuwu	trust	0.539
obvious	doro anya	trust	0.539
recovery	mgbake	trust	0.539
inimitable	adighi mma	trust	0.539
relevant	dị mkpa	trust	0.539
responsive	anabata	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	ntụziaka	trust	0.539
define	kọwaa	trust	0.539
delightful	obi ụtọ	trust	0.539
antidote	ngwọta	trust	0.539
admitting	ikweta	trust	0.539
psalms	Abụ ọma	trust	0.539
stamina	ume	trust	0.539
majority	ọtụtụ	trust	0.539
inoculation	inoculation	trust	0.539
perfect	zuru okè	trust	0.539
obedience	nrubeisi	trust	0.539
memorable	echefu echefu	trust	0.539
chastity	ịdị ọcha	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	mgbe niile	trust	0.539
forefathers	nna nna	trust	0.539
