word	Yoruba-yo	emotion	emotion-intensity-score
reward	ère	surprise	0.562
nefarious	ko dara	surprise	0.562
reappear	tun pada	surprise	0.562
whim	whim	surprise	0.555
conjure	conjure	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	tan imọlẹ	surprise	0.547
rescue	igbala	surprise	0.547
tantalizing	Tilara	surprise	0.547
winner	Winner	surprise	0.547
heroism	heroism	surprise	0.547
rarity	rarity	surprise	0.547
ejaculation	ejaculation	surprise	0.547
daze	daju	surprise	0.547
unbridled	unbridled	surprise	0.547
thwart	ti kuna	surprise	0.547
treason	iparun	surprise	0.539
punch	Punch	surprise	0.539
insult	itiju mọlẹ	surprise	0.539
lunge	ọsan	surprise	0.539
illusion	ẹtan	surprise	0.539
lucky	orire	surprise	0.539
interrupt	da gbigbi	surprise	0.539
cheer	idunnu	surprise	0.539
celebration	ajoyo	surprise	0.539
violation	ijẹ	surprise	0.539
marvel	Oniyalenu	surprise	0.539
sensation	aibale okan	surprise	0.531
fearfully	iberu	surprise	0.531
concealed	ti pa	surprise	0.531
banger	banger	surprise	0.531
affront	ojuju	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	jẹ	surprise	0.523
wonder	Iyanu	surprise	0.523
immediacy	lẹsẹkẹsẹ	surprise	0.523
undiscovered	ko mọ	surprise	0.523
abandonment	abandonment	surprise	0.523
rejoice	yọ	surprise	0.523
improvise	improvise	surprise	0.523
majestic	majestic	surprise	0.523
scorpion	ilọ-ara	surprise	0.523
victimized	ti ni ipalara	surprise	0.523
liberate	ominira	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	jiji	surprise	0.516
tickle	ami-ami	surprise	0.516
chance	anfani	surprise	0.516
howl	bawo	surprise	0.516
swerve	pawọn	surprise	0.508
reflex	atunṣe	surprise	0.508
rave	awọn	surprise	0.508
pop	agbejade	surprise	0.508
luck	orire	surprise	0.508
magnificent	nkanigbega	surprise	0.508
transcendence	transcendence	surprise	0.508
garish	garish	surprise	0.508
unintentionally	ni aifọwọyi	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	laipẹ	surprise	0.500
marvelous	iyanu	surprise	0.500
heroic	heroic	surprise	0.500
remarkable	iyanu	surprise	0.500
fainting	didùn	surprise	0.500
slayer	apaniyan	surprise	0.500
erotic	ero	surprise	0.500
enliven	enliven	surprise	0.500
alertness	titaniji	surprise	0.500
misbehavior	iwa aṣiṣe	surprise	0.500
embarrassment	aṣiṣe	surprise	0.500
diversion	diversion	surprise	0.500
unutterable	unutterable	surprise	0.492
nab	nab	surprise	0.492
camouflage	camouflage	surprise	0.492
trump	ipè	surprise	0.492
decoy	decoy	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	ipalara	surprise	0.492
birthday	ojo ibi	surprise	0.492
greatness	titobi	surprise	0.492
zeal	itara	surprise	0.484
prick	prick	surprise	0.484
magician	alawansi	surprise	0.484
underestimate	underestimate	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	ailopin	surprise	0.484
daemon	daemon	surprise	0.484
variable	oniyipada	surprise	0.484
curiosity	iwariiri	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	unguarded	surprise	0.477
chicane	chicane	surprise	0.477
fortune	agbara	surprise	0.477
sneeze	sneeze	surprise	0.477
illumination	itanna	surprise	0.477
incident	iṣẹlẹ	surprise	0.477
dreadfully	ẹru	surprise	0.477
strange	ajeji	surprise	0.477
subversive	Afẹyinti	surprise	0.477
reversal	iyipada	surprise	0.469
prowl	prowl	surprise	0.469
rapid	dekun	surprise	0.469
leery	leery	surprise	0.469
wizard	oluṣeto	surprise	0.469
coincidence	idibajẹ	surprise	0.461
hilarious	hilarious	surprise	0.461
divergent	divergent	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	adehun	surprise	0.461
slip	isokuso	surprise	0.461
wonderful	iyanu	surprise	0.453
hoax	hoax	surprise	0.453
winning	gba	surprise	0.453
overestimate	overestimate	surprise	0.453
confession	ijewo	surprise	0.453
ordeal	ipọnju	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	ibanuje	surprise	0.453
raffle	raffle	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	ẹrin	surprise	0.445
enthusiast	alakikanju	surprise	0.445
splendid	ẹwà	surprise	0.445
feat	pẹlu	surprise	0.445
perchance	bakanna	surprise	0.445
excel	tayo	surprise	0.445
gambling	ayokele	surprise	0.445
unintentional	laisi akiyesi	surprise	0.438
brighten	brighten	surprise	0.438
changeable	iyipada	surprise	0.438
rapt	rapt	surprise	0.438
unique	oto	surprise	0.438
splendor	ọṣọ	surprise	0.438
senseless	alaimọ	surprise	0.438
gift	ẹbun	surprise	0.430
fascination	fanimọra	surprise	0.430
trepidation	irọra	surprise	0.430
stealthy	lilọ kiri	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Inudidun	surprise	0.430
lawsuit	ejo	surprise	0.430
intrigue	intrigue	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	atilẹba	surprise	0.422
riddle	ti jinle	surprise	0.422
judgment	idajọ	surprise	0.422
enchant	enchant	surprise	0.422
stealth	lilọ ni ifura	surprise	0.422
veracity	otitọ	surprise	0.414
elusive	elusive	surprise	0.414
perjury	ijamba	surprise	0.414
spirits	awọn ẹmi	surprise	0.414
liberation	igbala	surprise	0.414
illegitimate	arufin	surprise	0.414
syncope	syncope	surprise	0.414
experiment	ṣàdánwò	surprise	0.414
gambler	alagbata	surprise	0.406
eager	ni itara	surprise	0.406
inspired	atilẹyin	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	gbigbẹ	surprise	0.406
allure	alara	surprise	0.406
parade	igbala	surprise	0.406
princely	ọmọ ọba	surprise	0.398
divorce	ikọsilẹ	surprise	0.398
guess	amoro	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	Iboju	surprise	0.398
aspiration	aspiration	surprise	0.391
peri	peri	surprise	0.391
cheerful	tẹnumọ	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	iṣeduro	surprise	0.391
incontinence	ailewu	surprise	0.391
inheritance	ogún	surprise	0.383
score	O wole	surprise	0.383
lose	padanu	surprise	0.383
crowning	crowning	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	iyìn	surprise	0.383
cadaver	ipalara	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	Igbon	surprise	0.375
succeed	aseyori	surprise	0.375
advance	ilosiwaju	surprise	0.375
sparkle	sparkle	surprise	0.367
hope	ireti	surprise	0.367
joker	joker	surprise	0.367
sensual	ti ara ẹni	surprise	0.367
excavation	excavation	surprise	0.367
feeling	rilara	surprise	0.359
entertainment	Idanilaraya	surprise	0.359
clown	apanilerin	surprise	0.352
newcomer	titunṣe	surprise	0.352
modify	yipada	surprise	0.352
award	eye	surprise	0.352
blessings	ibukun	surprise	0.352
postponement	postponement	surprise	0.352
obit	obit	surprise	0.352
celebrity	Amuludun	surprise	0.344
hero	akikanju	surprise	0.344
start	bẹrẹ	surprise	0.344
wonderfully	iyanu	surprise	0.344
highest	ga	surprise	0.344
proficiency	pipe	surprise	0.344
glorify	ṣe ogo	surprise	0.344
unbeaten	unbeaten	surprise	0.336
memorable	to ṣe iranti	surprise	0.336
sanctify	sọ di mimọ	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	optimism	surprise	0.336
warned	kilo	surprise	0.336
prodigious	prodigious	surprise	0.336
dissolution	ipasọ	surprise	0.336
grin	grin	surprise	0.336
admiration	admiration	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	bayi	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	angeli	surprise	0.320
examination	idanwo	surprise	0.320
catch	apeja	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	Puma	surprise	0.312
liberty	ominira	surprise	0.312
kiss	fẹnuko	surprise	0.312
embrace	gba ara	surprise	0.312
occasional	lẹẹkọọkan	surprise	0.312
treat	tọju	surprise	0.312
saint	mimo	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	ijabọ	surprise	0.312
perfection	pipe	surprise	0.305
generosity	ojurere	surprise	0.305
gratify	ṣe didùn	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	polarity	surprise	0.297
finally	nipari	surprise	0.297
differently	yatọ	surprise	0.297
palpable	palpable	surprise	0.297
warn	kilo	surprise	0.297
ceremony	ayeye	surprise	0.297
larger	tobi	surprise	0.297
favorable	ọjo	surprise	0.297
romance	fifehan	surprise	0.289
medal	agbalagba	surprise	0.289
inviting	pe pe	surprise	0.289
greeting	ikini	surprise	0.289
candid	olootu	surprise	0.281
resignation	ifi sile	surprise	0.281
trip	irin ajo	surprise	0.281
accolade	accolade	surprise	0.281
labor	laala	surprise	0.281
stare	wo	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	pe	surprise	0.266
somatic	somatic	surprise	0.266
admire	ṣe ẹwà	surprise	0.266
immerse	tẹmi	surprise	0.266
festival	àjọyọ	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	san owo san	surprise	0.266
insolvency	insolvency	surprise	0.266
playful	playful	surprise	0.266
complement	iranlowo	surprise	0.258
receiving	gba	surprise	0.258
hypothesis	ọrọ ipilẹ	surprise	0.258
laugh	rẹrin	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	Ijẹfaaji tọkọtaya	surprise	0.250
marry	fẹ	surprise	0.242
independence	ominira	surprise	0.242
opera	opera	surprise	0.242
pleasant	dídùn	surprise	0.242
rhythmical	rhythmical	surprise	0.234
assessment	iwadi iwadi	surprise	0.234
hopeful	ireti	surprise	0.234
trophy	olowoiyebiye	surprise	0.234
holiness	mimo	surprise	0.234
chant	korin	surprise	0.234
leave	fi kuro	surprise	0.234
procession	ilọsiwaju	surprise	0.227
placard	kaadi iranti	surprise	0.227
deal	iṣowo	surprise	0.227
cherish	ẹwọn	surprise	0.219
good	dara	surprise	0.219
shopping	ohun tio wa	surprise	0.219
musical	orin orin	surprise	0.219
shell	ikarahun	surprise	0.211
dawn	owurọ	surprise	0.211
simplify	simplify	surprise	0.211
purity	ti nw	surprise	0.203
nullify	nullify	surprise	0.203
money	owo	surprise	0.203
sweet	dun	surprise	0.203
morals	awọn iwa	surprise	0.203
synchronize	muṣiṣẹ pọ	surprise	0.195
preservative	aṣoju	surprise	0.195
humanitarian	omoniyan eniyan	surprise	0.195
unfulfilled	unfulfilled	surprise	0.195
precious	iyebiye	surprise	0.195
obliging	rọwọ	surprise	0.188
singularly	bakannaa	surprise	0.188
foresee	foresee	surprise	0.180
pray	gbadura	surprise	0.180
graduation	ipari ẹkọ	surprise	0.180
lovely	ẹlẹwà	surprise	0.180
sun	oorun	surprise	0.172
art	aworan	surprise	0.172
mouth	ẹnu	surprise	0.172
youth	ọdọ	surprise	0.172
thirst	oungbe	surprise	0.172
young	ọdọ	surprise	0.164
goodness	ire	surprise	0.164
overdue	tipẹ	surprise	0.156
visor	oju	surprise	0.156
practiced	ti a ṣe	surprise	0.156
latent	Latent	surprise	0.156
loyal	otitọ	surprise	0.148
expect	reti	surprise	0.148
destination	ibi ti nlo	surprise	0.148
wireless	alailowaya	surprise	0.148
quote	gbigba	surprise	0.141
slush	slush	surprise	0.141
infant	ìkókó	surprise	0.141
cream	ipara	surprise	0.141
playground	ibi-idaraya	surprise	0.133
organization	agbari	surprise	0.125
teach	kọ ẹkọ	surprise	0.125
vote	Idibo	surprise	0.125
smile	aririn	surprise	0.117
weight	iwuwo	surprise	0.117
dolphin	ẹja	surprise	0.117
sisterhood	sisterhood	surprise	0.109
cable	USB	surprise	0.109
sunny	Sunny	surprise	0.102
steady	dada	surprise	0.094
leisure	fàájì	surprise	0.086
peaceful	alaafia	surprise	0.086
spa	Sipaa	surprise	0.086
tree	igi	surprise	0.078
picnic	pikiniki	surprise	0.078
worm	alagidi	surprise	0.055
truthfulness	otitọ	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	ti o gbẹkẹle	trust	0.867
honest	ooto	trust	0.844
honesty	otitọ	trust	0.844
honor	ọlá	trust	0.844
truth	otitọ	trust	0.844
truthful	otitọ	trust	0.836
trusting	gbekele	trust	0.836
brotherhood	ẹgbẹ arakunrin	trust	0.820
entrust	gbekele	trust	0.812
committed	ṣe	trust	0.805
integrity	otitọ	trust	0.805
loyalty	iwa iṣootọ	trust	0.805
honorable	ọlá	trust	0.805
credibility	igbekele	trust	0.805
trust	igbekele	trust	0.805
faithful	oloootitọ	trust	0.797
sincere	otitọ	trust	0.797
responsible	lodidi	trust	0.789
partnership	ajọṣepọ	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	ọgbọn	trust	0.789
oath	ibura	trust	0.781
verification	ijerisi	trust	0.781
vow	ẹjẹ jẹ	trust	0.781
cooperative	ifowosowopo	trust	0.781
respectable	kasi	trust	0.773
credible	gbagbọ	trust	0.773
hero	akikanju	trust	0.773
sisterhood	sisterhood	trust	0.773
promise	ileri	trust	0.773
verified	wadi	trust	0.773
qualified	oṣiṣẹ	trust	0.766
respected	bọwọ	trust	0.766
authentication	ìfàṣẹsí	trust	0.766
compassion	aanu	trust	0.759
reputable	olokiki	trust	0.758
safekeeping	ailewu	trust	0.758
reliability	ti o gbẹkẹle	trust	0.758
moral	iwa	trust	0.758
love	ife	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	ìtẹwọgbà	trust	0.758
stable	idurosinsin	trust	0.750
friend	ore	trust	0.750
genuine	onigbagbo	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	ipá	trust	0.750
loyal	otitọ	trust	0.750
ally	ore	trust	0.750
safeguard	dabobo	trust	0.750
companion	alabaṣepọ	trust	0.750
advised	ni imọran	trust	0.750
authentic	nile	trust	0.750
respect	ọwọ	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	ominira	trust	0.742
proven	Fihan	trust	0.742
respects	ibọwọ	trust	0.742
faith	igbagbọ	trust	0.742
wholesome	ti o dara	trust	0.742
heartfelt	okan	trust	0.734
unification	unification	trust	0.734
protecting	aabo	trust	0.734
reassurance	idaniloju	trust	0.734
admirable	admirable	trust	0.734
trustee	Turostii	trust	0.734
supporter	alatilẹyin	trust	0.734
confirmation	ìmúdájú	trust	0.734
respectful	bọwọ fun	trust	0.734
alliance	alakan	trust	0.727
equality	Equality	trust	0.727
friendship	ore	trust	0.727
agreement	adehun	trust	0.727
fact	otitọ	trust	0.727
confident	igboya	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	gbigbagbọ	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	iperegede	trust	0.727
credential	iwe eri	trust	0.727
closeness	ti o sunmọ	trust	0.719
authenticate	jẹrisi	trust	0.719
intelligence	itetisi	trust	0.719
virtue	iwa rere	trust	0.719
honored	lola	trust	0.719
virtuous	olododo	trust	0.719
kindred	ibatan	trust	0.719
charitable	alaafia	trust	0.711
dedication	ìyàsímímọ	trust	0.711
guarantee	ẹri	trust	0.711
cooperation	ifowosowopo	trust	0.711
creditable	ẹda	trust	0.711
consistency	aitasera	trust	0.711
allegiance	igbẹkẹle	trust	0.711
cooperating	ṣiṣẹpọ	trust	0.711
straightforward	titọ	trust	0.711
determination	ipinnu	trust	0.711
justice	idajọ	trust	0.711
sanctuary	mimọ	trust	0.703
nurture	ntọju	trust	0.703
innocent	alaiṣẹ	trust	0.703
admire	ṣe ẹwà	trust	0.703
assurance	idaniloju	trust	0.703
morality	iwa-rere	trust	0.703
prepared	pese sile	trust	0.703
friendliness	ore-ọfẹ	trust	0.703
reliable	gbẹkẹle	trust	0.703
mentor	alakoso	trust	0.703
guardianship	olutọju	trust	0.703
fulfilled	ṣẹ	trust	0.703
reverence	ibowo	trust	0.703
proof	ẹri	trust	0.703
admiration	admiration	trust	0.703
mother	iya	trust	0.703
protected	idabobo	trust	0.703
motherhood	iya	trust	0.703
marriage	igbeyawo	trust	0.695
skillful	ọlọgbọn	trust	0.695
indestructible	indestructible	trust	0.695
guardian	alabojuto	trust	0.695
accountable	ṣe idajọ	trust	0.695
courage	igboya	trust	0.695
bodyguard	igbimọ	trust	0.695
agreeable	agbalagba	trust	0.695
scientist	ọmowé	trust	0.695
allied	ti o darapọ	trust	0.695
compassionate	aanu	trust	0.695
humanitarian	omoniyan eniyan	trust	0.695
approving	fọwọsi	trust	0.695
united	apapọ	trust	0.695
pact	adehun	trust	0.695
certified	ifọwọsi	trust	0.695
morals	awọn iwa	trust	0.695
esteem	niyi	trust	0.688
secure	ni aabo	trust	0.688
perfection	pipe	trust	0.688
guidance	itọsọna	trust	0.688
competent	awọn to	trust	0.688
authenticity	otitọ	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justifiable	trust	0.688
humanity	eda eniyan	trust	0.688
solidity	imudaniloju	trust	0.688
adviser	oluranran	trust	0.688
pledge	ògo	trust	0.688
believed	gbagbọ	trust	0.688
understanding	Oye	trust	0.688
monogamy	ilobirin pupọ	trust	0.688
expertise	imọran	trust	0.680
diplomatic	oselu	trust	0.680
confidential	igbekele	trust	0.680
hope	ireti	trust	0.680
protector	Olugbeja	trust	0.680
agreeing	ngba	trust	0.680
diligence	aikoko	trust	0.680
official	osise	trust	0.680
affirm	jẹri	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	grandfather	trust	0.680
humble	onírẹlẹ	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	agbero	trust	0.680
elders	awọn alàgba	trust	0.680
goodness	ire	trust	0.680
commendable	ti o ṣe akiyesi	trust	0.680
inspire	ti o ni	trust	0.680
approve	fi ọwọ si	trust	0.680
confide	gba daju	trust	0.680
professional	ọjọgbọn	trust	0.680
familiarity	imamọ	trust	0.680
leader	olori	trust	0.680
confirmed	timo	trust	0.680
acceptance	gbigba	trust	0.680
benevolence	rere-rere	trust	0.672
dignity	iyì	trust	0.672
harmoniously	harmoniously	trust	0.672
mastery	iṣakoso	trust	0.672
unwavering	unwavering	trust	0.672
accredited	ti o gba	trust	0.672
healing	iwosan	trust	0.672
encyclopedia	ìmọ ọfẹ	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	sọ di mimọ	trust	0.672
cohesive	àjọyọ	trust	0.672
covenant	majẹmu	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	aibuku	trust	0.672
safe	ailewu	trust	0.672
intelligent	ogbon	trust	0.672
merit	anfani	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	ni otitọ	trust	0.664
spiritual	ẹmí	trust	0.664
advocate	alagbawi	trust	0.664
team	egbe	trust	0.664
heroic	heroic	trust	0.664
communicate	ibaraẹnisọrọ	trust	0.664
disciple	ọmọ ẹhin	trust	0.664
expert	iwé	trust	0.664
proficient	ọlọgbọn	trust	0.664
specialist	ọlọgbọn	trust	0.664
ambassador	Ambassador	trust	0.664
accept	gba	trust	0.664
attestation	iwe-ẹri	trust	0.664
supporting	atilẹyin	trust	0.664
reliance	igbẹkẹle	trust	0.664
authority	aṣẹ	trust	0.664
accountability	ijẹrisi	trust	0.664
guidebook	iwe itọsọna	trust	0.664
fulfillment	imuse	trust	0.664
strengthening	okunkun	trust	0.661
familiar	faramọ	trust	0.656
facts	awọn otitọ	trust	0.656
achieve	ṣe aṣeyọri	trust	0.656
warranty	atilẹyin ọja	trust	0.656
structure	itumọ	trust	0.656
steadfast	duro	trust	0.656
favorable	ọjo	trust	0.656
counsel	imoran	trust	0.656
relationship	ibasepọ	trust	0.656
scientific	sayensi	trust	0.656
gentleman	oluwa	trust	0.656
strength	agbara	trust	0.656
elder	Alàgbà	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	mimo	trust	0.656
excellent	o tayọ	trust	0.656
proficiency	pipe	trust	0.656
constancy	igbagbogbo	trust	0.656
defended	gbeja	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	gbekele	trust	0.648
heroism	heroism	trust	0.648
peaceful	alaafia	trust	0.648
competency	itanna	trust	0.648
assuredly	dajudaju	trust	0.648
brother	arakunrin	trust	0.648
counselor	Oludamoran	trust	0.648
successful	aseyori	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	aabo	trust	0.648
saint	mimo	trust	0.648
harmony	isokan	trust	0.648
matrimony	matrimony	trust	0.648
noble	ọlọla	trust	0.648
inspiration	awokose	trust	0.648
academic	ẹkọ	trust	0.648
assist	ran	trust	0.648
agreed	gbawọ	trust	0.648
uphold	igbẹkẹle	trust	0.648
comrade	alabaṣepọ	trust	0.648
lovable	lovable	trust	0.648
advisable	iṣeduro	trust	0.648
solidarity	iṣọkan	trust	0.648
worthy	yẹ	trust	0.643
durability	agbara	trust	0.641
coexist	ṣọkan	trust	0.641
assure	ṣe idaniloju	trust	0.641
establish	fi idi silẹ	trust	0.641
benefactor	Olùrànlọwọ	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	asiwaju	trust	0.641
loving	ife	trust	0.641
teacher	olukọ	trust	0.641
judiciary	adajo	trust	0.641
conscientious	miiwu	trust	0.641
confidence	igboya	trust	0.641
lawful	tọ	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ti a yàn	trust	0.641
champion	asiwaju	trust	0.641
unity	isokan	trust	0.641
legal	ofin	trust	0.641
kind	Iru	trust	0.641
credence	ijẹrisi	trust	0.641
real	gidi	trust	0.641
doctor	dokita	trust	0.641
intimate	timotimo	trust	0.634
hopeful	ireti	trust	0.633
fortitude	igboya	trust	0.633
physician	ologun	trust	0.633
brotherly	arakunrin	trust	0.633
aspiration	aspiration	trust	0.633
convincing	ni idaniloju	trust	0.633
sanctification	is] dimimü	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homage	trust	0.633
courageous	alagbara	trust	0.633
soundness	didun	trust	0.633
legitimacy	legitimacy	trust	0.633
endorse	atilẹyin	trust	0.633
fidelity	ifaramọ	trust	0.633
bless	bukun	trust	0.633
judicial	idajọ	trust	0.633
important	pataki	trust	0.633
saintly	saintly	trust	0.633
conscience	ẹrí-ọkàn	trust	0.633
therapeutic	mba	trust	0.633
authorize	fun laṣẹ	trust	0.633
devotional	isinmi	trust	0.633
practiced	ti a ṣe	trust	0.633
backbone	egungun kekere	trust	0.633
approved	ti a fọwọsi	trust	0.633
evident	daju	trust	0.625
encourage	iwuri fun	trust	0.625
caretaker	olutọju	trust	0.625
regard	iyi	trust	0.625
angel	angeli	trust	0.625
engaged	npe	trust	0.625
blessing	ibukun	trust	0.625
professorship	Ojogbon	trust	0.625
majestic	majestic	trust	0.625
communication	ibaraẹnisọrọ	trust	0.625
purify	wẹ wẹ	trust	0.625
authorization	ašẹ	trust	0.625
wonderful	iyanu	trust	0.625
achievement	aṣeyọri	trust	0.625
fireman	fireman	trust	0.625
certify	jẹrisi	trust	0.625
civilized	ọlaju	trust	0.625
profound	gidi	trust	0.625
accurate	deede	trust	0.625
assured	ni idaniloju	trust	0.625
positivity	positivity	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	dara	trust	0.617
absolution	absolution	trust	0.617
commend	jọwọ	trust	0.617
cherish	ẹwọn	trust	0.617
fundamental	Pataki	trust	0.617
advice	imọran	trust	0.617
objective	ohun	trust	0.617
optimism	optimism	trust	0.617
testament	majẹmu	trust	0.617
qualities	awọn agbara	trust	0.617
haven	Haven	trust	0.617
heroine	heroine	trust	0.617
constantly	nigbagbogbo	trust	0.617
appreciation	mọrírì	trust	0.617
triumphant	bori	trust	0.617
accord	Idahun	trust	0.617
reassure	ṣe idaniloju	trust	0.617
truce	ẹda	trust	0.617
thoughtful	ronu	trust	0.617
teach	kọ ẹkọ	trust	0.617
god	ọlọrun	trust	0.617
corroborate	alapọ	trust	0.617
believer	onigbagbọ	trust	0.617
unimpeachable	ailopin	trust	0.617
surety	daju	trust	0.617
attentive	fetísílẹ	trust	0.617
gospel	ihinrere	trust	0.617
bedrock	ibùsùn	trust	0.617
approvement	igbejade	trust	0.617
planning	igbimọ	trust	0.617
rational	onipin	trust	0.617
passionate	ni igbadun	trust	0.617
happy	dun	trust	0.609
babysitter	ọmọ alagba	trust	0.609
brilliant	o wu	trust	0.609
praise	iyin	trust	0.609
definitive	pataki	trust	0.609
considerate	ṣe akiyesi	trust	0.609
patron	oluwa	trust	0.609
scripture	mimọ	trust	0.609
heal	larada	trust	0.609
praiseworthy	iyìn	trust	0.609
steward	iriju	trust	0.609
awareness	imoye	trust	0.609
officer	Oṣiṣẹ	trust	0.609
purification	mimoto	trust	0.609
excel	tayo	trust	0.609
civilization	ọlaju	trust	0.609
liking	fẹran	trust	0.609
comfort	itunu	trust	0.609
magnificence	ẹwà	trust	0.609
notary	notary	trust	0.609
progression	ilosiwaju	trust	0.609
mediator	mediator	trust	0.609
blessings	ibukun	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	ṣe iṣeduro	trust	0.609
brave	akọni	trust	0.602
experienced	RÍ	trust	0.602
steady	dada	trust	0.602
enlightenment	italaye	trust	0.602
brighten	brighten	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	mu	trust	0.602
witness	ẹri	trust	0.602
humility	irẹlẹ	trust	0.602
sympathetic	alaafia	trust	0.602
helpful	wulo	trust	0.602
symmetry	iṣeduro	trust	0.602
unquestionable	alaiṣẹ	trust	0.602
peace	alaafia	trust	0.602
transcendence	transcendence	trust	0.602
serenity	isinmi	trust	0.602
embrace	gba ara	trust	0.602
inspired	atilẹyin	trust	0.602
mainstay	akọkọ	trust	0.602
unconditional	aibikita	trust	0.602
guarded	ṣọ	trust	0.602
identify	da idanimọ	trust	0.602
marry	fẹ	trust	0.594
grant	fifun	trust	0.594
depend	dale	trust	0.594
complimentary	baramu	trust	0.594
spouse	oko	trust	0.594
tranquility	isimi	trust	0.594
vigilant	vigilant	trust	0.594
ministry	Ihinrere	trust	0.594
fairly	iṣẹtọ	trust	0.594
philanthropic	Olufẹ	trust	0.594
openly	gbangba	trust	0.594
generous	oninurere	trust	0.594
strengthen	lagbara	trust	0.594
gratitude	ọpẹ	trust	0.594
befriend	jẹ ọrẹ	trust	0.594
substantiate	awọn iyatọ	trust	0.594
praised	yìn	trust	0.594
admiral	admiral	trust	0.594
regent	regent	trust	0.594
sage	Sage	trust	0.594
assessment	iwadi iwadi	trust	0.594
enlighten	ṣalaye	trust	0.594
eminence	eminence	trust	0.594
commendation	ijowo	trust	0.594
efficient	daradara	trust	0.594
nurse	nọọsi	trust	0.594
visionary	iranran	trust	0.594
generosity	ojurere	trust	0.594
vigilance	itọju	trust	0.594
endowment	ipese	trust	0.594
council	igbimọ	trust	0.594
sweetheart	ololufẹ	trust	0.589
attest	jẹri	trust	0.586
prestige	ti o niyi	trust	0.586
serene	serene	trust	0.586
unfailing	laiṣe	trust	0.586
testimony	ẹrí	trust	0.586
checklist	iwe ayẹwo	trust	0.586
inheritance	ogún	trust	0.586
monk	Monk	trust	0.586
godly	iwa-bi-Ọlọrun	trust	0.586
compliance	ibamu	trust	0.586
rooted	fidimule	trust	0.586
constitutional	t'olofin	trust	0.586
conservation	itoju	trust	0.586
bylaw	nipasẹ ofin	trust	0.586
helper	olùrànlọwọ olùrànlọwọ	trust	0.586
joyful	ayọ	trust	0.586
collectively	apapọ	trust	0.586
meritorious	ti o dara	trust	0.586
acclaim	sọ	trust	0.586
diplomacy	diplomacy	trust	0.586
educational	ẹkọ	trust	0.586
husbandry	husbandry	trust	0.586
