word	Hawaiian-haw	emotion	emotion-intensity-score
disqualified	hōʻoleʻia	sadness	0.435
bothering	pilikia	sadness	0.435
tripping	e hoʻouka	sadness	0.429
sunk	hāʻule	sadness	0.426
retribution	uku	sadness	0.424
draining	e hoʻoulu	sadness	0.424
varicella	ʻo varicella	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	haunted	sadness	0.422
dispassionate	ke hele wale	sadness	0.422
deviation	ka hoʻololi	sadness	0.422
thief	kaʻaihue	sadness	0.422
cyst	kele	sadness	0.422
beggar	noi	sadness	0.422
falling	haule	sadness	0.422
neuralgia	neuralgia	sadness	0.422
unequal	kūʻole	sadness	0.422
jarring	ke kālepa	sadness	0.422
bad	hewa	sadness	0.422
rip	'ō	sadness	0.422
handicap	nā hemahema	sadness	0.422
cardiomyopathy	'okikala	sadness	0.422
cutting	ʻoki	sadness	0.422
unwelcome	ʻoluʻoluʻole	sadness	0.422
scarce	ʻAʻole iki	sadness	0.422
wrongdoing	hewa	sadness	0.422
insolvent	kūponoʻole	sadness	0.422
difficulties	nā pilikia	sadness	0.421
invader	hopena	sadness	0.420
drab	hoʻoponopono	sadness	0.420
fall	hāʻule	sadness	0.418
illegitimate	nā mea kīnā	sadness	0.416
expel	hoʻokuke	sadness	0.414
meaningless	ʻAʻohe kumu	sadness	0.409
darkness	pōʻeleʻele	sadness	0.409
syncope	syncope	sadness	0.407
stroke	pākī	sadness	0.406
hoax	hoax	sadness	0.406
darken	pōʻeleʻele	sadness	0.406
precarious	nui	sadness	0.406
subjected	i lalo	sadness	0.406
feudalism	feudalism	sadness	0.406
fury	ka huhū	sadness	0.406
bitch	bitch	sadness	0.406
enmity	inaina	sadness	0.406
wildfire	ke ahi	sadness	0.406
obnoxious	hilahila	sadness	0.406
confine	e kāohi	sadness	0.406
fatigued	ua maloʻo	sadness	0.406
fault	hewa	sadness	0.406
unsatisfied	ʻaʻole kūpono	sadness	0.405
spank	kauwela	sadness	0.403
deluge	kahe	sadness	0.402
sigh	e kaniʻuhū	sadness	0.402
spinster	hoʻopili	sadness	0.400
blue	polū	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	no ke kumu	sadness	0.398
embarrass	hilahila	sadness	0.394
pitfall	ka lua	sadness	0.394
pointless	ʻaʻohe kumu	sadness	0.394
seriousness	ke koʻikoʻi	sadness	0.394
monsoon	ka nui	sadness	0.391
debt	aie	sadness	0.391
exhausted	pauʻole	sadness	0.391
stretcher	ke ākea	sadness	0.391
condescension	ke kūlike	sadness	0.391
dwarfed	Pākī	sadness	0.391
inefficient	maikaʻiʻole	sadness	0.391
ravenous	e kau	sadness	0.391
rue	rue	sadness	0.391
banshee	banahee	sadness	0.391
daemon	daemon	sadness	0.391
feeble	nāwaliwali	sadness	0.391
coldness	maikaʻi	sadness	0.391
ifonly	inā paha	sadness	0.391
insulting	hōʻino	sadness	0.391
trickery	hana hoʻopunipuni	sadness	0.391
noose	noose	sadness	0.391
punch	punch	sadness	0.391
reproach	ka hōʻino	sadness	0.391
ineptitude	ʻikeʻole	sadness	0.391
refused	hōʻole	sadness	0.391
cage	ka hale	sadness	0.391
brute	ʻokoʻa	sadness	0.391
subvert	e hoʻololi	sadness	0.384
jealousy	ka lili	sadness	0.382
geriatric	koa	sadness	0.379
miss	ʻike	sadness	0.379
struggle	ke kaua	sadness	0.379
inexcusable	ʻaʻohe mea kūpono	sadness	0.379
descent	hāʻule	sadness	0.377
entangled	hoʻopiliʻia	sadness	0.377
ashes	ka lehu	sadness	0.377
exhaustion	pau	sadness	0.375
blackness	ʻeleʻele	sadness	0.375
funk	funk	sadness	0.375
disqualify	kūponoʻole	sadness	0.375
slump	hoʻokuʻu	sadness	0.375
inconsiderate	ke kuhihewa	sadness	0.375
noncompliance	ke kū'ēʻole	sadness	0.375
goodbye	Aloha	sadness	0.375
sucks	nā meaʻawa	sadness	0.375
landslide	e hoʻoneʻe	sadness	0.375
overcast	kapo	sadness	0.375
rabid	rabid	sadness	0.375
inferior	ua emi iho	sadness	0.375
murky	ka murky	sadness	0.375
prostitution	hoʻokamakama	sadness	0.375
scar	maʻile	sadness	0.375
dispel	haʻalele	sadness	0.375
parting	hoʻokaʻawale	sadness	0.375
wasting	e hoʻoweliweli ana	sadness	0.375
withdraw	e hoʻi	sadness	0.375
oust	oust	sadness	0.375
sympathy	aloha	sadness	0.375
delay	ke kali	sadness	0.373
unattractive	maikaʻiʻole	sadness	0.373
apologize	e kala aku	sadness	0.370
crazy	lōlō	sadness	0.368
bastard	ka wahine	sadness	0.366
deteriorated	ua paʻakikī	sadness	0.365
inter	i waena	sadness	0.364
empty	nele	sadness	0.364
mocking	eʻakaʻaka ana	sadness	0.363
adder	adder	sadness	0.361
hindering	ke kāohi	sadness	0.359
flounder	ka mokulele	sadness	0.359
hunter	kanaka hahai holoholona	sadness	0.359
unable	hikiʻole	sadness	0.359
fruitless	huaʻole	sadness	0.359
arraignment	hoʻopiʻi	sadness	0.359
tremor	haʻalulu	sadness	0.359
taunt	'ōlelo hōʻino	sadness	0.359
fainting	ʻehaʻeha	sadness	0.359
plaintive	ʻike maopopo	sadness	0.359
defendant	ka mea i hoopiiʻia	sadness	0.359
disconnect	e wehe	sadness	0.359
servile	kauā	sadness	0.359
unsuccessful	maikaʻiʻole	sadness	0.359
unemployed	nele i ka hana	sadness	0.359
austere	ʻOihana	sadness	0.359
lockup	loke	sadness	0.359
numbness	ka hopena	sadness	0.359
wrangling	e hakakā	sadness	0.359
misunderstanding	ka noʻonoʻo	sadness	0.359
obesity	ka momona	sadness	0.359
idiocy	ʻikeʻole	sadness	0.359
consecration	hoʻolaʻaʻana	sadness	0.359
perpetrator	ka mea hana	sadness	0.359
doubt	kānalua	sadness	0.359
affront	ka paʻi	sadness	0.359
unpopular	ʻoluʻoluʻole	sadness	0.359
inefficiency	ʻikeʻole	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	keʻano	sadness	0.359
unrest	pilikia	sadness	0.351
intervention	ke ākea	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	make	sadness	0.348
absentee	ke kali nei	sadness	0.348
spoiler	ka mea hao wale	sadness	0.348
flaw	hewa	sadness	0.347
blindly	makapō	sadness	0.344
thrash	ua hina	sadness	0.344
furrow	kele	sadness	0.344
militia	nā koa	sadness	0.344
litigate	hoʻopau	sadness	0.344
stained	kūkī	sadness	0.344
uninspired	ʻoluʻoluʻole	sadness	0.344
uninvited	hōʻikeʻoleʻia	sadness	0.344
detention	ka paʻa	sadness	0.344
surgery	ke kau	sadness	0.344
lawsuit	hoʻokolokolo	sadness	0.344
specter	ʻike	sadness	0.344
desert	waonahele	sadness	0.344
attenuation	ke kauʻana	sadness	0.344
forfeit	e lilo	sadness	0.344
plea	nonoi	sadness	0.344
cumbersome	nui loa	sadness	0.344
resigned	haʻalele	sadness	0.344
lagging	lagging	sadness	0.344
intercede	ke noi	sadness	0.344
myopia	myopia	sadness	0.339
unaccountable	unaccountable	sadness	0.339
mishap	mishap	sadness	0.338
probation	hoʻolimalima	sadness	0.336
disagreeing	kūkāʻole	sadness	0.333
severance	keʻano hoʻohaʻahaʻa	sadness	0.333
bacteria	huaʻai	sadness	0.328
adrift	hoʻopiʻi	sadness	0.328
squall	ka pae	sadness	0.328
nether	Pau	sadness	0.328
leave	e haʻalele	sadness	0.328
incompetent	nele	sadness	0.328
endless	pauʻole	sadness	0.328
unacceptable	ʻaeʻole	sadness	0.328
bondage	paʻa	sadness	0.328
dependence	ke kāohi	sadness	0.328
sterile	kūleʻa	sadness	0.328
unacknowledged	unacknowledged	sadness	0.328
disallowed	hōʻoleʻia	sadness	0.328
nepotism	nepotism	sadness	0.328
soreness	nui	sadness	0.328
scold	e uhauha	sadness	0.327
flaccid	ke kīʻaha	sadness	0.324
hobo	hobo	sadness	0.323
fragile	ʻeleʻele	sadness	0.319
stingy	nā meaʻeleʻele	sadness	0.319
sue	Huli	sadness	0.318
scarcely	ʻaʻole iki	sadness	0.318
mistake	kuhi	sadness	0.312
committal	hana	sadness	0.312
fatty	momona	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	uha	sadness	0.312
skid	nā pale	sadness	0.312
hamstring	hamstring	sadness	0.312
nonsensical	Nonsensical	sadness	0.312
ulcer	ulcer	sadness	0.312
defy	pale	sadness	0.312
nostalgia	nostalgia	sadness	0.312
inhibit	hoʻopunipuni	sadness	0.312
clouded	ua uhi	sadness	0.312
evanescence	ka wikiwiki	sadness	0.312
conceal	hūnā	sadness	0.311
blemish	hala kīnā	sadness	0.310
resisting	ke paleʻana	sadness	0.309
sympathetic	aloha	sadness	0.307
bugaboo	ʻO ka pahu	sadness	0.304
confess	haʻi aku	sadness	0.303
opium	opium	sadness	0.303
alas	alas	sadness	0.302
setback	hoʻihoʻi	sadness	0.297
halting	ho'ōki	sadness	0.297
incase	inā	sadness	0.297
inappropriate	ʻaʻole kūpono	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	ka migraine	sadness	0.297
incompatible	i ka hikiʻole	sadness	0.297
dull	kūmūmū	sadness	0.297
discontinuity	kūmau	sadness	0.297
wrinkled	wrinkled	sadness	0.297
suppress	hoʻopau	sadness	0.297
weak	nāwaliwali	sadness	0.297
mislead	alakaʻi hewa	sadness	0.297
subsidence	ka hapalua	sadness	0.297
hermit	hermit	sadness	0.296
moving	neʻe	sadness	0.295
shrink	ke hoʻohaʻahaʻa	sadness	0.295
shiver	ia ia	sadness	0.291
tramp	ka wāwae	sadness	0.288
constraint	pilikia	sadness	0.288
unimportant	ka mea nuiʻole	sadness	0.288
rubble	ka palapala	sadness	0.282
excluding	ke kūʻole	sadness	0.281
revoke	hoʻokuʻu	sadness	0.281
negro	Nānā	sadness	0.281
shortage	pauʻole	sadness	0.281
wearily	mākou	sadness	0.281
grey	hinahina	sadness	0.281
senseless	naʻaupō	sadness	0.281
overdue	nui	sadness	0.281
flinch	ka uila	sadness	0.281
adverse	ke kū'ē	sadness	0.281
remove	wehe	sadness	0.281
grumpy	'ōhumu	sadness	0.281
flop	ka pā	sadness	0.281
scrapie	hōʻailona	sadness	0.281
confession	haʻi iki	sadness	0.281
timid	haʻalulu	sadness	0.281
down	iho	sadness	0.281
unseat	unseat	sadness	0.281
apathy	ʻo ka pīhoihoi	sadness	0.281
taint	kūpilikiʻi	sadness	0.281
black	ʻeleʻele	sadness	0.281
knell	ka piko	sadness	0.275
jurisprudence	ka hoʻokolokolo	sadness	0.273
humbled	haʻahaʻa	sadness	0.273
confusion	hilahila	sadness	0.273
soldier	koa	sadness	0.273
throb	ʻoho	sadness	0.273
gray	hinahina	sadness	0.269
obstacle	ālaina	sadness	0.266
lax	lax	sadness	0.266
eternity	ke ola mau loa	sadness	0.266
leaving	haʻalele	sadness	0.266
unrealistic	halaʻole	sadness	0.266
mixedemotions	nā kūkākūkā	sadness	0.266
slur	ka slur	sadness	0.266
drifted	hoʻopau	sadness	0.266
remiss	i ka hoʻopaʻi	sadness	0.266
shack	kahe	sadness	0.266
inconvenient	pilikiaʻole	sadness	0.263
restrict	e palena	sadness	0.259
misrepresentation	ke kuhihewa	sadness	0.259
stagnant	hilahila	sadness	0.259
disservice	ka pani	sadness	0.258
backwater	ka wai	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	wao nahele	sadness	0.255
wasteful	ua palaho	sadness	0.250
labored	i hana	sadness	0.250
uneducated	ʻikeʻole	sadness	0.250
incomplete	ʻaʻole i hoʻokō	sadness	0.250
older	ke kahiko	sadness	0.250
speculation	kūkala	sadness	0.250
undying	e waiho ana	sadness	0.250
pine	pine	sadness	0.250
tempest	makani	sadness	0.250
humbug	humbug	sadness	0.250
bang	Pā	sadness	0.250
gullible	hoʻopunipuni	sadness	0.250
unexplained	heleʻole	sadness	0.250
communism	ke kaiapuni	sadness	0.250
error	hewa	sadness	0.250
anchorage	ke kuʻuna	sadness	0.250
rainyday	ka ua	sadness	0.242
demonstrative	hōʻikeʻike	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	pono	sadness	0.236
boredom	me keʻanoʻole	sadness	0.235
misty	misty	sadness	0.234
warp	kaua	sadness	0.234
trash	kāpala	sadness	0.234
burke	burke	sadness	0.234
hollow	kūwaha	sadness	0.234
void	ʻaʻohe	sadness	0.234
healing	ho'ōla	sadness	0.234
cloudy	nui	sadness	0.234
blockade	ke kāohi	sadness	0.234
depart	haalele	sadness	0.234
uninteresting	ʻoluʻoluʻole	sadness	0.234
cancel	hoʻokahuli	sadness	0.234
sentence	ka hoʻopaʻi	sadness	0.234
foggy	nā pōā	sadness	0.234
pale	hākea	sadness	0.234
case	hihia	sadness	0.228
rainy	ua ua	sadness	0.227
onerous	pakahi	sadness	0.223
bottom	lalo	sadness	0.223
uninterested	ʻaʻohe maikaʻi	sadness	0.223
fasting	hoʻokēʻai	sadness	0.220
indifference	ʻikeʻole	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	hoʻoponopono	sadness	0.219
discolored	ʻikeʻia	sadness	0.219
blunder	pōʻino	sadness	0.219
thirst	make wai	sadness	0.219
dole	pono	sadness	0.219
pious	kaulike	sadness	0.219
cocaine	ka kokeni	sadness	0.218
tough	paʻakikī	sadness	0.212
lower	lalo	sadness	0.203
sprain	kūkala	sadness	0.203
arid	ala	sadness	0.203
fat	momona	sadness	0.203
revolution	ke kipi	sadness	0.203
chilly	hōʻeuʻeu	sadness	0.203
chargeable	nui	sadness	0.203
sluggish	pōmā	sadness	0.203
yucky	ke aloha	sadness	0.203
hoary	hoal	sadness	0.203
wanting	makemake	sadness	0.202
progression	ka holomua	sadness	0.201
closure	ka pani	sadness	0.195
unbeaten	unbeaten	sadness	0.193
veal	ka pila	sadness	0.188
retirement	hoʻomaha	sadness	0.188
oddity	oddity	sadness	0.188
heartfelt	ke aloha	sadness	0.188
meh	iaʻu	sadness	0.188
invalid	ʻaʻohe	sadness	0.188
tease	keki	sadness	0.188
splitting	mahele	sadness	0.188
interrupted	ua hoʻopauʻia	sadness	0.188
rumor	lohe	sadness	0.188
cataract	hoʻopuka	sadness	0.188
rack	lāki	sadness	0.188
halter	halter	sadness	0.188
cold	anuanu	sadness	0.188
concerned	pili	sadness	0.184
sarcasm	nā'ōlelo hoʻokipa	sadness	0.181
strip	pākuʻi	sadness	0.179
esteem	mahalo	sadness	0.172
feeling	manaʻo	sadness	0.172
overload	pīpī	sadness	0.172
divided	ua māheleʻia	sadness	0.172
memories	hoʻomanaʻo	sadness	0.172
sap	lapa	sadness	0.172
eschew	wehe	sadness	0.172
cupping	ke kīʻaha	sadness	0.172
destination	hopena	sadness	0.170
nosnow	makounow	sadness	0.169
limited	ua palena	sadness	0.167
rain	ua	sadness	0.163
willful	makemake	sadness	0.160
untitled	ʻAʻohe inoa	sadness	0.157
weeds	nā meaʻai	sadness	0.156
stint	ke kuʻi	sadness	0.156
cross	ke keʻa	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	hoʻopunipuni	sadness	0.154
inconsequential	ʻikeʻole	sadness	0.152
procession	māhele	sadness	0.152
tax	auhau	sadness	0.142
lesbian	ʻo nā wāhine	sadness	0.141
emo	emo	sadness	0.141
overpriced	i luna	sadness	0.141
tolerate	kūpaʻa	sadness	0.141
mug	koko	sadness	0.141
weight	ke kaumaha	sadness	0.141
touchy	paʻi	sadness	0.140
kennel	ka hale hoʻomaha	sadness	0.130
grounded	paʻa	sadness	0.130
late	i ka hopena	sadness	0.125
theocratic	ke aʻoʻana	sadness	0.125
clouds	kapuaʻi	sadness	0.125
terrific	nui	sadness	0.125
commemorate	hoʻomanaʻo	sadness	0.125
meek	haʻahaʻa	sadness	0.125
stillness	maikaʻi	sadness	0.125
sisterhood	ke kaikuahine	sadness	0.125
socialist	olakino	sadness	0.125
unpaid	ʻaʻole i ukuʻia	sadness	0.125
margin	ka palena	sadness	0.125
default	paʻamau	sadness	0.121
lace	laikini	sadness	0.118
unpublished	i hoʻopukaʻoleʻia	sadness	0.116
interested	makemake	sadness	0.114
fortress	hale paʻa	sadness	0.110
fleece	ke anuenue	sadness	0.109
rating	kākoʻo	sadness	0.109
lush	lush	sadness	0.109
harry	hili	sadness	0.109
priesthood	oihana kahuna	sadness	0.109
orchestra	paha	sadness	0.109
ultimate	ke kumu	sadness	0.109
sanctify	e hoʻomaʻemaʻe	sadness	0.108
income	ka loaʻa kālā	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	lanakila	sadness	0.094
quiet	noho mālie	sadness	0.094
boo	boo	sadness	0.094
vainly	makehewa	sadness	0.091
wet	ū	sadness	0.078
hug	hug	sadness	0.078
hut	hut	sadness	0.078
ovation	ovation	sadness	0.078
humble	haʻahaʻa	sadness	0.078
motivating	nā mea hoʻonāukiuki	sadness	0.078
opera	opera	sadness	0.078
treat	pono	sadness	0.076
hymn	oli	sadness	0.064
honest	ʻoiaʻiʻo	sadness	0.062
relics	nā relic	sadness	0.061
couch	wahi moe	sadness	0.060
waffle	waffle	sadness	0.047
shell	ka shell	sadness	0.045
musical	nā mele	sadness	0.045
savor	maikaʻi	sadness	0.034
vote	ke koho	sadness	0.031
napkin	kahei	sadness	0.031
sing	e hīmeni	sadness	0.017
music	mele	sadness	0.016
mother	makuahine	sadness	0.016
nutritious	maikaʻi	sadness	0.015
lovely	maikaʻi	sadness	0.009
art	ʻoihana	sadness	0.000
romance	aloha	sadness	0.000
liquor	wai	sadness	0.000
sweetheart	ipo	sadness	0.000
surprise	e kahaha	surprise	0.930
flabbergast	ka pākeke	surprise	0.906
explode	hoʻopā	surprise	0.906
explosion	pāpā	surprise	0.898
explosive	nā mea pōʻino	surprise	0.883
ambush	hilinaʻi	surprise	0.883
eruption	ka uila	surprise	0.883
frighten	weliweli	surprise	0.875
startle	haʻalulu	surprise	0.875
surprisingly	ʻoiai he mea kupanaha	surprise	0.875
shockingly	me ka weliweli	surprise	0.875
surprising	ka mea kupaianaha	surprise	0.867
frightened	weliweli	surprise	0.867
surprised	kūhāhā	surprise	0.867
thrilling	hauʻoli	surprise	0.859
miracle	ka hana mana	surprise	0.859
outburst	kūlana	surprise	0.859
blast	'ō'ō	surprise	0.852
alarm	alarm	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	hekili	surprise	0.844
shock	ka hopena	surprise	0.844
fright	weliweli	surprise	0.836
bang	Pā	surprise	0.836
unexpectedly	me ka manaʻoʻole	surprise	0.836
catastrophe	ka pōʻino	surprise	0.836
dazzle	ia	surprise	0.836
emergency	kūleka	surprise	0.828
bewilderment	haʻalulu	surprise	0.828
suddenly	i ka po	surprise	0.828
startling	haʻalulu	surprise	0.828
astound	he kupaianaha	surprise	0.820
stunned	ʻikeʻia	surprise	0.820
jackpot	ka momona	surprise	0.812
earthquake	ka honua	surprise	0.812
disaster	ka pōʻino	surprise	0.812
astonish	e kahaha	surprise	0.805
astonishment	Kahaha	surprise	0.805
climax	kūpikipiki	surprise	0.805
aghast	ke kaua	surprise	0.805
scare	makaʻu	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	poma	surprise	0.789
erupt	ʻehu	surprise	0.789
exclaim	eʻoliʻoli	surprise	0.789
amazement	ʻikea	surprise	0.781
detonate	wehe	surprise	0.773
alarming	haʻalulu	surprise	0.773
miraculous	ʻoiaʻiʻo	surprise	0.773
invade	hōʻeuʻeu	surprise	0.773
raid	raid	surprise	0.773
abduction	laweʻia	surprise	0.773
kidnap	hōʻiliʻili	surprise	0.766
stupefy	pīhoihoi	surprise	0.758
overwhelming	nui loa	surprise	0.758
dumfound	ka hoʻopili	surprise	0.758
unpredictable	ʻikeʻole	surprise	0.758
unimaginable	ʻikeʻole	surprise	0.750
erratic	kūponoʻole	surprise	0.750
accident	pilikia	surprise	0.750
outrageous	nā mea hoʻonāukiuki	surprise	0.750
flinch	ka uila	surprise	0.742
blitz	maikaʻi	surprise	0.742
petrify	e pīhoihoi	surprise	0.742
slaughter	pepehi	surprise	0.742
horror	weliweli	surprise	0.742
amaze	ʻike	surprise	0.742
bewilder	make	surprise	0.742
wreck	wreck	surprise	0.742
stupefaction	ke kuhi	surprise	0.734
excitement	hauʻoli	surprise	0.734
frenetic	kūlana	surprise	0.734
frantic	hele	surprise	0.734
crash	pilikia	surprise	0.734
sudden	aia koke	surprise	0.727
riotous	haunaele	surprise	0.727
vanished	ua hala	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	'ōhea	surprise	0.727
bewildered	e hoʻopiliʻia	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	hoʻopiʻi	surprise	0.719
shriek	kāhea	surprise	0.719
breathless	hanu	surprise	0.719
scream	uē	surprise	0.719
manslaughter	ke kanaka pepehi kanaka	surprise	0.719
rupture	rupture	surprise	0.719
unanticipated	ʻaʻole i manaʻoʻia	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	ʻaʻohe kūpono	surprise	0.711
unexpected	ʻikeʻoleʻia	surprise	0.711
electrify	koho	surprise	0.711
stun	ʻokoʻa	surprise	0.711
shot	i ka pana	surprise	0.711
avalanche	ke aloha	surprise	0.711
gasp	make	surprise	0.711
unforeseen	ʻikeʻole	surprise	0.703
slam	slam	surprise	0.703
surge	piʻi	surprise	0.703
intruder	mea komo	surprise	0.703
abrupt	ua palaha	surprise	0.703
suspense	ka kānalua	surprise	0.703
devastation	ka pōʻino	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	kaʻole	surprise	0.695
excite	hauʻoli	surprise	0.695
unprecedented	heleʻole	surprise	0.695
stab	ala	surprise	0.695
urgent	wikiwiki	surprise	0.695
yell	eʻoliʻoli	surprise	0.695
strike	ka pāʻani	surprise	0.695
disturbance	haunaele	surprise	0.688
carnage	ka make	surprise	0.688
spectacular	nui	surprise	0.688
incredible	mahalo	surprise	0.688
recklessness	manaʻoʻole	surprise	0.680
slap	pila	surprise	0.680
monstrous	nui	surprise	0.680
clamor	kāpili	surprise	0.680
thrill	hauʻoli	surprise	0.680
accidentally	me kaʻikeʻole	surprise	0.672
accidental	pilikia	surprise	0.672
striking	kūkala	surprise	0.672
captivate	nui	surprise	0.672
exhilaration	hoʻolālā	surprise	0.672
terrorist	weliweli	surprise	0.672
inexplicable	ʻaʻohe mea maʻalahi	surprise	0.672
exciting	maikaʻi	surprise	0.672
topple	ke kuhi	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	lua pele	surprise	0.664
revolution	ke kipi	surprise	0.664
freakish	kālepa	surprise	0.664
incendiary	ke ahi	surprise	0.656
revolt	kipi	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	hikiʻole ke hōʻike	surprise	0.656
bloodshed	i ke koko	surprise	0.656
cyclone	hau	surprise	0.648
violent	ikaika	surprise	0.648
disruption	haunaele	surprise	0.648
spellbound	nui	surprise	0.648
unsuspecting	kūlanaʻole	surprise	0.648
mutiny	keʻano	surprise	0.648
attacking	kū'ē	surprise	0.648
unintended	ʻaʻole i manaʻoʻia	surprise	0.648
amazingly	hanana	surprise	0.648
epidemic	maʻi	surprise	0.648
shout	ho'ōho	surprise	0.641
screech	hele	surprise	0.641
wildfire	ke ahi	surprise	0.641
indescribable	hikiʻole ke helu	surprise	0.641
enthusiasm	makemake nui	surprise	0.641
excitation	ʻoliʻoli	surprise	0.641
tumult	ka nui	surprise	0.641
improvisation	hoʻolālā	surprise	0.641
anomaly	anomaly	surprise	0.633
apparition	ʻike	surprise	0.633
treachery	hoʻopunipuni	surprise	0.633
presto	mua	surprise	0.633
gape	ʻo ia	surprise	0.633
agape	agape	surprise	0.633
uncertain	ʻikeʻole	surprise	0.633
plunder	hao	surprise	0.633
tempest	makani	surprise	0.625
trick	hoʻopunipuni	surprise	0.625
slaughtering	pepehi kanaka	surprise	0.625
wonderment	mahalo	surprise	0.625
excited	hauʻoli	surprise	0.625
sorcery	kilokilo	surprise	0.625
murderous	pepehi kanaka	surprise	0.625
urgency	pilikia	surprise	0.625
distress	pilikia	surprise	0.625
mystery	mea huna	surprise	0.625
trickery	hana hoʻopunipuni	surprise	0.617
intense	ikaika	surprise	0.617
vanish	e pio	surprise	0.617
murder	pepehi kanaka	surprise	0.617
quickness	wikiwiki	surprise	0.617
intrusive	hika	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	ʻO ka maka	surprise	0.609
coup	ke kī	surprise	0.609
splash	kūkala	surprise	0.609
thief	kaʻaihue	surprise	0.609
magical	nā mea kilokilo	surprise	0.609
unstable	maikaʻiʻole	surprise	0.609
shatter	e uhaʻi	surprise	0.609
strangle	kāleka	surprise	0.609
defy	pale	surprise	0.602
deluge	kahe	surprise	0.602
inconceivable	halaʻole	surprise	0.602
jubilee	Iubile	surprise	0.602
stupor	pupule	surprise	0.602
tackle	hoʻopiʻi	surprise	0.602
assail	ke kaua	surprise	0.602
betray	ke kumakaia	surprise	0.602
monstrosity	ka naʻau nui	surprise	0.594
alerts	nā leka	surprise	0.594
lightning	uila	surprise	0.594
mishap	mishap	surprise	0.594
shrill	kūkā	surprise	0.594
stupendous	nui loa	surprise	0.594
mysterious	nā mea kupaianaha	surprise	0.586
paralyzed	maʻi'ōpū	surprise	0.586
randomly	ʻikeʻole	surprise	0.586
bonus	bonus	surprise	0.586
deceit	hoʻopunipuni	surprise	0.586
wild	ka nahelehele	surprise	0.586
pitfall	ka lua	surprise	0.586
wondrous	nā mea kupanaha	surprise	0.586
uncanny	ka pana	surprise	0.586
electric	elele	surprise	0.578
oddity	oddity	surprise	0.578
death	make	surprise	0.578
jubilant	nui	surprise	0.578
godsend	akua akua	surprise	0.578
stagger	ke nānā	surprise	0.578
raving	ana	surprise	0.578
rejoicing	hauʻoli	surprise	0.578
premature	'ōmua	surprise	0.578
fluke	kahe	surprise	0.578
bizarre	nui	surprise	0.578
revenge	e hoʻopaʻi	surprise	0.570
dynamic	ikaika	surprise	0.570
dismay	hāhā	surprise	0.570
ecstatic	ke ola	surprise	0.562
fascinate	maikaʻi	surprise	0.562
uncover	wehe	surprise	0.562
jerk	lil	surprise	0.562
reward	uku	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	e hoʻi hou	surprise	0.562
whim	whim	surprise	0.555
conjure	conjure	surprise	0.555
crescendo	kūkā	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	kulanui	surprise	0.555
illuminate	e hoʻomālamalama	surprise	0.547
rescue	hoʻopakele	surprise	0.547
tantalizing	kūkā	surprise	0.547
winner	lanakila	surprise	0.547
heroism	ikaika	surprise	0.547
rarity	ka hopena	surprise	0.547
ejaculation	ejaculation	surprise	0.547
daze	e lele	surprise	0.547
unbridled	kūponoʻole	surprise	0.547
thwart	e uhaʻi	surprise	0.547
treason	kipi	surprise	0.539
punch	punch	surprise	0.539
insult	hōʻino	surprise	0.539
lunge	ka lunake	surprise	0.539
illusion	hoʻopunipuni	surprise	0.539
lucky	pōmaikaʻi	surprise	0.539
interrupt	hoʻopau	surprise	0.539
cheer	ʻoliʻoli	surprise	0.539
celebration	hōʻuluʻulu	surprise	0.539
violation	hewa	surprise	0.539
marvel	kahaha	surprise	0.539
sensation	ʻike	surprise	0.531
fearfully	weliweli	surprise	0.531
concealed	huna	surprise	0.531
banger	pākū	surprise	0.531
affront	ka paʻi	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	ʻike	surprise	0.523
wonder	mahalo	surprise	0.523
immediacy	ʻo ia koke	surprise	0.523
undiscovered	ʻikeʻole	surprise	0.523
abandonment	ka haʻalele	surprise	0.523
rejoice	eʻoliʻoli	surprise	0.523
improvise	kūpono	surprise	0.523
majestic	hanohano	surprise	0.523
