word	Esperanto-eo	emotion	emotion-intensity-score
stab	ponardu	surprise	0.695
urgent	urĝa	surprise	0.695
yell	kriis	surprise	0.695
strike	striko	surprise	0.695
disturbance	tumulto	surprise	0.688
carnage	karno	surprise	0.688
spectacular	espectacular	surprise	0.688
incredible	nekredebla	surprise	0.688
recklessness	temerareco	surprise	0.680
slap	frapeto	surprise	0.680
monstrous	monstra	surprise	0.680
clamor	krio	surprise	0.680
thrill	emocio	surprise	0.680
accidentally	akcidente	surprise	0.672
accidental	hazarda	surprise	0.672
striking	frapanta	surprise	0.672
captivate	allogi	surprise	0.672
exhilaration	intertilado	surprise	0.672
terrorist	teroristo	surprise	0.672
inexplicable	neklarigebla	surprise	0.672
exciting	ekscita	surprise	0.672
topple	supro	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vulkano	surprise	0.664
revolution	revolucio	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	incendiary	surprise	0.656
revolt	ribelo	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	nedirebla	surprise	0.656
bloodshed	sango	surprise	0.656
cyclone	ciklono	surprise	0.648
violent	perforta	surprise	0.648
disruption	interrompo	surprise	0.648
spellbound	sorĉita	surprise	0.648
unsuspecting	senkonscia	surprise	0.648
mutiny	ribelo	surprise	0.648
attacking	atakante	surprise	0.648
unintended	ne intencita	surprise	0.648
amazingly	mirinde	surprise	0.648
epidemic	epidemio	surprise	0.648
shout	krii	surprise	0.641
screech	krii	surprise	0.641
wildfire	sovaĝa fajro	surprise	0.641
indescribable	nelegeblaj	surprise	0.641
enthusiasm	entuziasmo	surprise	0.641
excitation	ekscito	surprise	0.641
tumult	tumulto	surprise	0.641
improvisation	improvizaĵo	surprise	0.641
anomaly	anomalio	surprise	0.633
apparition	apero	surprise	0.633
treachery	perfido	surprise	0.633
presto	presto	surprise	0.633
gape	kapo	surprise	0.633
agape	agape	surprise	0.633
uncertain	necerta	surprise	0.633
plunder	prirabado	surprise	0.633
tempest	tempesto	surprise	0.625
trick	truko	surprise	0.625
slaughtering	buĉante	surprise	0.625
wonderment	Mirindaĵo	surprise	0.625
excited	ekscitita	surprise	0.625
sorcery	sorĉistino	surprise	0.625
murderous	murdaj	surprise	0.625
urgency	urĝaĵo	surprise	0.625
distress	aflikto	surprise	0.625
mystery	mistero	surprise	0.625
trickery	trompado	surprise	0.617
intense	intensa	surprise	0.617
vanish	malaperos	surprise	0.617
murder	murdo	surprise	0.617
quickness	rapideco	surprise	0.617
intrusive	intrusiva	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	trinkas	surprise	0.617
blindfold	duobla	surprise	0.609
coup	puĉo	surprise	0.609
splash	splash	surprise	0.609
thief	ŝtelisto	surprise	0.609
magical	magia	surprise	0.609
unstable	malstabila	surprise	0.609
shatter	Disbati	surprise	0.609
strangle	stranga	surprise	0.609
defy	defii	surprise	0.602
deluge	diluvo	surprise	0.602
inconceivable	nekonceptebla	surprise	0.602
jubilee	jubileo	surprise	0.602
stupor	stuporo	surprise	0.602
tackle	trakti	surprise	0.602
assail	pripensu	surprise	0.602
betray	perfidi	surprise	0.602
monstrosity	monstreco	surprise	0.594
alerts	garde	surprise	0.594
lightning	fulmo	surprise	0.594
mishap	trompo	surprise	0.594
shrill	ruĝa	surprise	0.594
stupendous	stulta	surprise	0.594
mysterious	mistera	surprise	0.586
paralyzed	paralizita	surprise	0.586
randomly	hazarde	surprise	0.586
bonus	bonuso	surprise	0.586
deceit	trompo	surprise	0.586
wild	sovaĝa	surprise	0.586
pitfall	falo	surprise	0.586
wondrous	mirinda	surprise	0.586
uncanny	senkura	surprise	0.586
electric	elektra	surprise	0.578
oddity	stranga	surprise	0.578
death	morto	surprise	0.578
jubilant	jubilantaj	surprise	0.578
godsend	dioj	surprise	0.578
stagger	stagger	surprise	0.578
raving	ravante	surprise	0.578
rejoicing	ĝojante	surprise	0.578
premature	antaŭtempa	surprise	0.578
fluke	fluto	surprise	0.578
bizarre	stranga	surprise	0.578
revenge	venĝo	surprise	0.570
dynamic	dinamika	surprise	0.570
dismay	konsterno	surprise	0.570
ecstatic	ekstra	surprise	0.562
fascinate	fascini	surprise	0.562
uncover	malkovri	surprise	0.562
jerk	jerk	surprise	0.562
reward	rekompenco	surprise	0.562
nefarious	malfeliĉa	surprise	0.562
reappear	reaperi	surprise	0.562
whim	kaprico	surprise	0.555
conjure	konsekri	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgio	surprise	0.555
illuminate	lumigu	surprise	0.547
rescue	rekupero	surprise	0.547
tantalizing	tantanta	surprise	0.547
winner	gajninto	surprise	0.547
heroism	heroeco	surprise	0.547
rarity	rareco	surprise	0.547
ejaculation	ejakulado	surprise	0.547
daze	Daze	surprise	0.547
unbridled	senbrida	surprise	0.547
thwart	malhelpi	surprise	0.547
treason	perfido	surprise	0.539
punch	punĉo	surprise	0.539
insult	insulto	surprise	0.539
lunge	Luno	surprise	0.539
illusion	iluzio	surprise	0.539
lucky	bonŝanca	surprise	0.539
interrupt	interrompi	surprise	0.539
cheer	ĝoji	surprise	0.539
celebration	festo	surprise	0.539
violation	seksperfortado	surprise	0.539
marvel	Mirindaĵo	surprise	0.539
sensation	sento	surprise	0.531
fearfully	timeme	surprise	0.531
concealed	kaŝita	surprise	0.531
banger	banger	surprise	0.531
affront	afero	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	mirinda	surprise	0.523
immediacy	immedieco	surprise	0.523
undiscovered	ne malkovrita	surprise	0.523
abandonment	forlaso	surprise	0.523
rejoice	ĝoju	surprise	0.523
improvise	improvizi	surprise	0.523
majestic	majesta	surprise	0.523
scorpion	skorpio	surprise	0.523
victimized	vundita	surprise	0.523
liberate	liberigu	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	stealthily	surprise	0.516
tickle	tikli	surprise	0.516
chance	hazardo	surprise	0.516
howl	Gloro	surprise	0.516
swerve	swerve	surprise	0.508
reflex	reflekso	surprise	0.508
rave	rave	surprise	0.508
pop	popo	surprise	0.508
luck	ŝanco	surprise	0.508
magnificent	superba	surprise	0.508
transcendence	transcendenco	surprise	0.508
garish	gajeco	surprise	0.508
unintentionally	senintence	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	malofta	surprise	0.500
marvelous	mirinda	surprise	0.500
heroic	heroa	surprise	0.500
remarkable	rimarkinda	surprise	0.500
fainting	desafiante	surprise	0.500
slayer	mortiginto	surprise	0.500
erotic	erotika	surprise	0.500
enliven	vivu	surprise	0.500
alertness	gardeco	surprise	0.500
misbehavior	malbona konduto	surprise	0.500
embarrassment	embaraso	surprise	0.500
diversion	amuzo	surprise	0.500
unutterable	senutilebla	surprise	0.492
nab	nabo	surprise	0.492
camouflage	kamuflado	surprise	0.492
trump	trumpeto	surprise	0.492
decoy	ornami	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	Ĉimero	surprise	0.492
infarct	infarkto	surprise	0.492
birthday	naskiĝtago	surprise	0.492
greatness	grandeco	surprise	0.492
zeal	fervoro	surprise	0.484
prick	priko	surprise	0.484
magician	magiisto	surprise	0.484
underestimate	subtaksi	surprise	0.484
horde	hordo	surprise	0.484
fanfare	fanfarono	surprise	0.484
inexpressible	nekomprenebla	surprise	0.484
daemon	demono	surprise	0.484
variable	variablo	surprise	0.484
curiosity	vidindaĵo	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	ne protektita	surprise	0.477
chicane	chicane	surprise	0.477
fortune	fortuno	surprise	0.477
sneeze	ŝtono	surprise	0.477
illumination	lumigado	surprise	0.477
incident	okazaĵo	surprise	0.477
dreadfully	terure	surprise	0.477
strange	stranga	surprise	0.477
subversive	renversema	surprise	0.477
reversal	renversado	surprise	0.469
prowl	pruo	surprise	0.469
rapid	rapida	surprise	0.469
leery	doloro	surprise	0.469
wizard	sorĉisto	surprise	0.469
coincidence	koincido	surprise	0.461
hilarious	ridinda	surprise	0.461
divergent	diverĝa	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	rompi	surprise	0.461
slip	gliti	surprise	0.461
wonderful	mirinda	surprise	0.453
hoax	trompo	surprise	0.453
winning	gajnanta	surprise	0.453
overestimate	overestimaj	surprise	0.453
confession	konfeso	surprise	0.453
ordeal	ordeal	surprise	0.453
evanescence	evanescencia	surprise	0.453
merriment	gajeco	surprise	0.453
raffle	rafilo	surprise	0.453
stound	fiksaĵo	surprise	0.445
laughter	ridado	surprise	0.445
enthusiast	entuziasmulo	surprise	0.445
splendid	splenda	surprise	0.445
feat	heroaĵo	surprise	0.445
perchance	sendube	surprise	0.445
excel	elstari	surprise	0.445
gambling	ludado	surprise	0.445
unintentional	neintenca	surprise	0.438
brighten	brilas	surprise	0.438
changeable	ŝanĝebla	surprise	0.438
rapt	rapt	surprise	0.438
unique	unika	surprise	0.438
splendor	splendo	surprise	0.438
senseless	senkulpa	surprise	0.438
gift	donaco	surprise	0.430
fascination	fascinado	surprise	0.430
trepidation	trepidado	surprise	0.430
stealthy	sensenca	surprise	0.430
fiesta	Festo	surprise	0.430
delighted	ĝojis	surprise	0.430
lawsuit	peto	surprise	0.430
intrigue	intrigo	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	originaleco	surprise	0.422
riddle	enigmo	surprise	0.422
judgment	juĝo	surprise	0.422
enchant	ravu	surprise	0.422
stealth	stealth	surprise	0.422
veracity	vereco	surprise	0.414
elusive	Elusive	surprise	0.414
perjury	perjurio	surprise	0.414
spirits	spiritoj	surprise	0.414
liberation	liberigo	surprise	0.414
illegitimate	neleĝa	surprise	0.414
syncope	sinkopio	surprise	0.414
experiment	eksperimento	surprise	0.414
gambler	ludanto	surprise	0.406
eager	avida	surprise	0.406
inspired	inspirita	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	aplaŭdoj	surprise	0.406
allure	allureco	surprise	0.406
parade	defilado	surprise	0.406
princely	princie	surprise	0.398
divorce	eksedziĝo	surprise	0.398
guess	diveni	surprise	0.398
burlesque	burleska	surprise	0.398
secrecy	sekreteco	surprise	0.398
aspiration	aspiro	surprise	0.391
peri	peri	surprise	0.391
cheerful	gaja	surprise	0.391
hermaphrodite	hermafrodito	surprise	0.391
supremacy	supereco	surprise	0.391
incontinence	incontinenteco	surprise	0.391
inheritance	heredaĵo	surprise	0.383
score	poentaro	surprise	0.383
lose	Perdi	surprise	0.383
crowning	kronante	surprise	0.383
buck	buklo	surprise	0.383
praiseworthy	laŭdinda	surprise	0.383
cadaver	kadavro	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	Gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	freneza	surprise	0.375
mystic	mistika	surprise	0.375
succeed	sukcesu	surprise	0.375
advance	antaŭu	surprise	0.375
sparkle	ekbrilo	surprise	0.367
hope	espero	surprise	0.367
joker	jokero	surprise	0.367
sensual	malĉasta	surprise	0.367
excavation	elfosado	surprise	0.367
feeling	sentante	surprise	0.359
entertainment	entretenimiento	surprise	0.359
clown	pajaco	surprise	0.352
newcomer	komencanto	surprise	0.352
modify	modifi	surprise	0.352
award	premio	surprise	0.352
blessings	benoj	surprise	0.352
postponement	prokrasti	surprise	0.352
obit	obito	surprise	0.352
celebrity	famulo	surprise	0.344
hero	heroo	surprise	0.344
start	komencu	surprise	0.344
wonderfully	mirinde	surprise	0.344
highest	plej alta	surprise	0.344
proficiency	kapableco	surprise	0.344
glorify	gloru	surprise	0.344
unbeaten	neatenebla	surprise	0.336
memorable	memorinda	surprise	0.336
sanctify	sanktigu	surprise	0.336
rekindle	rekoni ĝin	surprise	0.336
optimism	optimismo	surprise	0.336
warned	avertita	surprise	0.336
prodigious	prodigxa	surprise	0.336
dissolution	malfondo	surprise	0.336
grin	gaja	surprise	0.336
admiration	admiro	surprise	0.328
hypertrophy	hipertrofio	surprise	0.328
present	ĉeestanta	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	anĝelo	surprise	0.320
examination	ekzameno	surprise	0.320
catch	kapti	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirtu	surprise	0.312
puma	pumo	surprise	0.312
liberty	libereco	surprise	0.312
kiss	kiso	surprise	0.312
embrace	brakumi	surprise	0.312
occasional	okaza	surprise	0.312
treat	trakti	surprise	0.312
saint	sanktulo	surprise	0.312
scrimmage	skripto	surprise	0.312
dismissal	maldungo	surprise	0.312
perfection	perfekteco	surprise	0.305
generosity	generosidad	surprise	0.305
gratify	gratifiki	surprise	0.305
saintly	Sanktulo	surprise	0.305
sally	sally	surprise	0.305
polarity	polaridad	surprise	0.297
finally	fine	surprise	0.297
differently	malsame	surprise	0.297
palpable	palpable	surprise	0.297
warn	avertu	surprise	0.297
ceremony	ceremonio	surprise	0.297
larger	pli granda	surprise	0.297
favorable	favora	surprise	0.297
romance	am-afero	surprise	0.289
medal	medalo	surprise	0.289
inviting	invitante	surprise	0.289
greeting	saluto	surprise	0.289
candid	kuraĝa	surprise	0.281
resignation	rezigno	surprise	0.281
trip	vojaĝo	surprise	0.281
accolade	aklazo	surprise	0.281
labor	laboro	surprise	0.281
stare	rigardi	surprise	0.273
glimmer	lumo	surprise	0.266
invite	inviti	surprise	0.266
somatic	somata	surprise	0.266
admire	admiras	surprise	0.266
immerse	mergi	surprise	0.266
festival	festivalo	surprise	0.266
mimicry	imitado	surprise	0.266
compensate	kompensu	surprise	0.266
insolvency	insolvencia	surprise	0.266
playful	ludema	surprise	0.266
complement	komplemento	surprise	0.258
receiving	ricevante	surprise	0.258
hypothesis	hipotezo	surprise	0.258
laugh	ridu	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	luno de mielo	surprise	0.250
marry	edziĝu	surprise	0.242
independence	sendependeco	surprise	0.242
opera	opero	surprise	0.242
pleasant	agrabla	surprise	0.242
rhythmical	rítmica	surprise	0.234
assessment	takso	surprise	0.234
hopeful	esperema	surprise	0.234
trophy	Trofeo	surprise	0.234
holiness	sankteco	surprise	0.234
chant	ĉanto	surprise	0.234
leave	foriru	surprise	0.234
procession	procesio	surprise	0.227
placard	poŝtkarto	surprise	0.227
deal	trakti	surprise	0.227
cherish	ĉesu	surprise	0.219
good	bona	surprise	0.219
shopping	aĉetoj	surprise	0.219
musical	muzika	surprise	0.219
shell	ŝelo	surprise	0.211
dawn	tagiĝo	surprise	0.211
simplify	simpligi	surprise	0.211
purity	pureco	surprise	0.203
nullify	nuligi	surprise	0.203
money	mono	surprise	0.203
sweet	dolĉa	surprise	0.203
morals	moralaj	surprise	0.203
synchronize	sinkronigi	surprise	0.195
preservative	konservativa	surprise	0.195
humanitarian	humana	surprise	0.195
unfulfilled	ne plenumita	surprise	0.195
precious	grandvalora	surprise	0.195
obliging	deviga	surprise	0.188
singularly	unuope	surprise	0.188
foresee	antaŭvidu	surprise	0.180
pray	preĝu	surprise	0.180
graduation	gradeco	surprise	0.180
lovely	Amindaj	surprise	0.180
sun	sunon	surprise	0.172
art	arto	surprise	0.172
mouth	buŝo	surprise	0.172
youth	juneco	surprise	0.172
thirst	soifo	surprise	0.172
young	juna	surprise	0.164
goodness	bonon	surprise	0.164
overdue	superdita	surprise	0.156
visor	Vizoro	surprise	0.156
practiced	praktikitaj	surprise	0.156
latent	latenta	surprise	0.156
loyal	lojala	surprise	0.148
expect	atendu	surprise	0.148
destination	destino	surprise	0.148
wireless	sendrata	surprise	0.148
quote	citaĵo	surprise	0.141
slush	slush	surprise	0.141
infant	infano	surprise	0.141
cream	kremo	surprise	0.141
playground	ludejo	surprise	0.133
organization	organizo	surprise	0.125
teach	instruu	surprise	0.125
vote	voĉdoni	surprise	0.125
smile	rideto	surprise	0.117
weight	pezo	surprise	0.117
dolphin	delfeno	surprise	0.117
sisterhood	fratino	surprise	0.109
cable	kablo	surprise	0.109
sunny	sunplena	surprise	0.102
steady	konstanta	surprise	0.094
leisure	senokupeco	surprise	0.086
peaceful	paca	surprise	0.086
spa	banurbo	surprise	0.086
tree	arbo	surprise	0.078
picnic	pikniko	surprise	0.078
worm	vermo	surprise	0.055
truthfulness	Vero	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	fidinda	trust	0.867
honest	honesta	trust	0.844
honesty	honesteco	trust	0.844
honor	honoro	trust	0.844
truth	vero	trust	0.844
truthful	Vera	trust	0.836
trusting	konfidante	trust	0.836
brotherhood	frateco	trust	0.820
entrust	konfidi	trust	0.812
committed	farita	trust	0.805
integrity	integreco	trust	0.805
loyalty	lojaleco	trust	0.805
honorable	honora	trust	0.805
credibility	kredindeco	trust	0.805
trust	konfidi	trust	0.805
faithful	fidela	trust	0.797
sincere	sincera	trust	0.797
responsible	respondeca	trust	0.789
partnership	konsorcio	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	saĝo	trust	0.789
oath	ĵurigas	trust	0.781
verification	konfirmo	trust	0.781
vow	promeson	trust	0.781
cooperative	kunlabora	trust	0.781
respectable	respektinda	trust	0.773
credible	kredebla	trust	0.773
hero	heroo	trust	0.773
sisterhood	fratino	trust	0.773
promise	promesi	trust	0.773
verified	kontrolita	trust	0.773
qualified	kvalifikita	trust	0.766
respected	respektita	trust	0.766
authentication	aŭtentikigo	trust	0.766
compassion	kompato	trust	0.759
reputable	Reklama	trust	0.758
safekeeping	gardas	trust	0.758
reliability	fidindeco	trust	0.758
moral	morala	trust	0.758
love	amo	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	aprobo	trust	0.758
stable	stabila	trust	0.750
friend	amiko	trust	0.750
genuine	aŭtenta	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetenteco	trust	0.750
loyal	lojala	trust	0.750
ally	aliancano	trust	0.750
safeguard	defendo	trust	0.750
companion	kompano	trust	0.750
advised	konsilita	trust	0.750
authentic	aŭtentika	trust	0.750
respect	respekto	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	libereco	trust	0.742
proven	pruvita	trust	0.742
respects	respektoj	trust	0.742
faith	fido	trust	0.742
wholesome	sana	trust	0.742
heartfelt	kuraĝe	trust	0.734
unification	unuiĝo	trust	0.734
protecting	protektante	trust	0.734
reassurance	certigo	trust	0.734
admirable	admirinda	trust	0.734
trustee	kuracisto	trust	0.734
supporter	subtenanto	trust	0.734
confirmation	konfirmo	trust	0.734
respectful	respektema	trust	0.734
alliance	alianco	trust	0.727
equality	egaleco	trust	0.727
friendship	amikeco	trust	0.727
agreement	interkonsento	trust	0.727
fact	fakto	trust	0.727
confident	certa	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	kredante	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	ekscelenco	trust	0.727
credential	credencial	trust	0.727
closeness	proksimeco	trust	0.719
authenticate	aŭtentigi	trust	0.719
intelligence	inteligenteco	trust	0.719
virtue	virto	trust	0.719
honored	honorita	trust	0.719
virtuous	justa	trust	0.719
kindred	familio	trust	0.719
charitable	bonfara	trust	0.711
dedication	dediĉo	trust	0.711
guarantee	garantio	trust	0.711
cooperation	kunlaboro	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	kohereco	trust	0.711
allegiance	fideleco	trust	0.711
cooperating	kunlaborante	trust	0.711
straightforward	rekte	trust	0.711
determination	determino	trust	0.711
justice	justeco	trust	0.711
sanctuary	sanktejo	trust	0.703
nurture	nutrado	trust	0.703
innocent	senkulpa	trust	0.703
admire	admiras	trust	0.703
assurance	certigo	trust	0.703
morality	moraleco	trust	0.703
prepared	preta	trust	0.703
friendliness	amikeco	trust	0.703
reliable	fidinda	trust	0.703
mentor	mentoro	trust	0.703
guardianship	gardistaro	trust	0.703
fulfilled	plenumita	trust	0.703
reverence	riverenco	trust	0.703
proof	pruvo	trust	0.703
admiration	admiro	trust	0.703
mother	patrino	trust	0.703
protected	protektata	trust	0.703
motherhood	patrineco	trust	0.703
marriage	geedzeco	trust	0.695
skillful	lerta	trust	0.695
indestructible	indestructible	trust	0.695
guardian	kuratoro	trust	0.695
accountable	respondecaj	trust	0.695
courage	kuraĝo	trust	0.695
bodyguard	korpogardisto	trust	0.695
agreeable	plaĉa	trust	0.695
scientist	scienculo	trust	0.695
allied	aliancitaj	trust	0.695
compassionate	kompatema	trust	0.695
humanitarian	humana	trust	0.695
approving	aprobante	trust	0.695
united	kunigita	trust	0.695
pact	interkonsento	trust	0.695
certified	atestita	trust	0.695
morals	moralaj	trust	0.695
esteem	Estimu	trust	0.688
secure	sekura	trust	0.688
perfection	perfekteco	trust	0.688
guidance	gvido	trust	0.688
competent	kompetenta	trust	0.688
authenticity	aŭtentikeco	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	pravigebla	trust	0.688
humanity	homaro	trust	0.688
solidity	solideco	trust	0.688
adviser	konsilanto	trust	0.688
pledge	promeso	trust	0.688
believed	kredis	trust	0.688
understanding	komprenante	trust	0.688
monogamy	monogamio	trust	0.688
expertise	kompetenteco	trust	0.680
diplomatic	diplomatia	trust	0.680
confidential	konfidinda	trust	0.680
hope	espero	trust	0.680
protector	protektanto	trust	0.680
agreeing	konsentante	trust	0.680
diligence	diligenteco	trust	0.680
official	oficiala	trust	0.680
affirm	aserti	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	avo	trust	0.680
humble	humila	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	rekompenco	trust	0.680
elders	maljunuloj	trust	0.680
goodness	bonon	trust	0.680
commendable	laŭdinda	trust	0.680
inspire	inspiras	trust	0.680
approve	aprobi	trust	0.680
confide	konfidi	trust	0.680
professional	profesia	trust	0.680
familiarity	familiareco	trust	0.680
leader	ĉefo	trust	0.680
confirmed	konfirmita	trust	0.680
acceptance	akcepto	trust	0.680
benevolence	bonvoleco	trust	0.672
dignity	digno	trust	0.672
harmoniously	harmonie	trust	0.672
mastery	Majstro	trust	0.672
unwavering	senfonta	trust	0.672
accredited	akredititaj	trust	0.672
healing	resanigo	trust	0.672
encyclopedia	Enciklopedio	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	sanktigu	trust	0.672
cohesive	kohera	trust	0.672
covenant	interligo	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	senkulpa	trust	0.672
safe	sekura	trust	0.672
intelligent	inteligenta	trust	0.672
merit	merito	trust	0.664
impeccable	senmanka	trust	0.664
affirmatively	afirmativamente	trust	0.664
spiritual	spirita	trust	0.664
advocate	advokato	trust	0.664
team	teamo	trust	0.664
heroic	heroa	trust	0.664
communicate	komuniki	trust	0.664
disciple	discxiplo	trust	0.664
expert	sperta	trust	0.664
proficient	lerta	trust	0.664
specialist	specialisto	trust	0.664
ambassador	ambasadoro	trust	0.664
accept	akceptu	trust	0.664
attestation	atesto	trust	0.664
supporting	subtenanta	trust	0.664
reliance	fidindeco	trust	0.664
authority	aŭtoritato	trust	0.664
accountability	respondeco	trust	0.664
guidebook	gvidlibro	trust	0.664
fulfillment	plenumo	trust	0.664
strengthening	plifortigante	trust	0.661
familiar	familiara	trust	0.656
facts	faktoj	trust	0.656
achieve	atingi	trust	0.656
warranty	garantio	trust	0.656
structure	strukturo	trust	0.656
steadfast	firma	trust	0.656
favorable	favora	trust	0.656
counsel	konsilo	trust	0.656
relationship	rilato	trust	0.656
scientific	sciencaj	trust	0.656
gentleman	sinjoro	trust	0.656
strength	forto	trust	0.656
elder	maljunulo	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	sankteco	trust	0.656
excellent	bonega	trust	0.656
proficiency	kapableco	trust	0.656
constancy	konstanteco	trust	0.656
defended	protektita	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	fidu	trust	0.648
heroism	heroeco	trust	0.648
peaceful	paca	trust	0.648
competency	kompetenteco	trust	0.648
assuredly	certe	trust	0.648
brother	frato	trust	0.648
counselor	konsilanto	trust	0.648
successful	sukcesa	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	protekta	trust	0.648
saint	sanktulo	trust	0.648
harmony	harmonio	trust	0.648
matrimony	geedzeco	trust	0.648
noble	nobla	trust	0.648
inspiration	inspiro	trust	0.648
academic	akademia	trust	0.648
assist	helpi	trust	0.648
agreed	konsentis	trust	0.648
uphold	subteni	trust	0.648
comrade	kamarado	trust	0.648
lovable	lovable	trust	0.648
advisable	konvena	trust	0.648
solidarity	solidareco	trust	0.648
worthy	digna	trust	0.643
durability	daŭreco	trust	0.641
coexist	kunvivas	trust	0.641
assure	certigu	trust	0.641
establish	establi	trust	0.641
benefactor	bonfaranto	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	kondukante	trust	0.641
loving	amanta	trust	0.641
teacher	instruisto	trust	0.641
judiciary	juĝistaro	trust	0.641
conscientious	konscia	trust	0.641
confidence	konfido	trust	0.641
lawful	laŭleĝa	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordigita	trust	0.641
champion	ĉampiono	trust	0.641
unity	unueco	trust	0.641
legal	jura	trust	0.641
kind	afabla	trust	0.641
credence	kredo	trust	0.641
real	reala	trust	0.641
doctor	kuracisto	trust	0.641
intimate	intima	trust	0.634
hopeful	esperema	trust	0.633
fortitude	forto	trust	0.633
physician	kuracisto	trust	0.633
brotherly	frato	trust	0.633
aspiration	aspiro	trust	0.633
convincing	konvinka	trust	0.633
sanctification	sankteco	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	omaĝo	trust	0.633
courageous	kuraĝa	trust	0.633
soundness	soneco	trust	0.633
legitimacy	legitimeco	trust	0.633
endorse	apogu	trust	0.633
fidelity	fideleco	trust	0.633
bless	benu	trust	0.633
judicial	juĝa	trust	0.633
important	grava	trust	0.633
saintly	Sanktulo	trust	0.633
conscience	konscienco	trust	0.633
therapeutic	terapia	trust	0.633
authorize	permesi	trust	0.633
devotional	devora	trust	0.633
practiced	praktikitaj	trust	0.633
backbone	kolono	trust	0.633
approved	aprobita	trust	0.633
evident	evidenta	trust	0.625
encourage	kuraĝigi	trust	0.625
caretaker	zorgo	trust	0.625
regard	rigardu	trust	0.625
angel	anĝelo	trust	0.625
engaged	kontraktita	trust	0.625
blessing	beno	trust	0.625
professorship	instruado	trust	0.625
majestic	majesta	trust	0.625
communication	komunikado	trust	0.625
purify	purigi	trust	0.625
authorization	rajtigo	trust	0.625
wonderful	mirinda	trust	0.625
achievement	atingo	trust	0.625
fireman	fajrestingisto	trust	0.625
certify	certigi	trust	0.625
civilized	civilizita	trust	0.625
profound	profunda	trust	0.625
accurate	preciza	trust	0.625
assured	certigita	trust	0.625
positivity	pozitivaj	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	bona	trust	0.617
absolution	absolvo	trust	0.617
commend	laŭdi	trust	0.617
cherish	ĉesu	trust	0.617
fundamental	fundamenta	trust	0.617
advice	konsiloj	trust	0.617
objective	objektiva	trust	0.617
optimism	optimismo	trust	0.617
testament	testamento	trust	0.617
qualities	kvalitoj	trust	0.617
haven	haveno	trust	0.617
heroine	heroino	trust	0.617
constantly	senĉese	trust	0.617
appreciation	Dankon	trust	0.617
triumphant	triumfanta	trust	0.617
accord	akordo	trust	0.617
reassure	trankviligi	trust	0.617
truce	paŭzo	trust	0.617
thoughtful	pensema	trust	0.617
teach	instruu	trust	0.617
god	Dio	trust	0.617
corroborate	konfirmi	trust	0.617
believer	kredanto	trust	0.617
unimpeachable	neimpebla	trust	0.617
surety	garantio	trust	0.617
attentive	atenta	trust	0.617
gospel	Evangelio	trust	0.617
bedrock	truko	trust	0.617
approvement	aprobo	trust	0.617
planning	planado	trust	0.617
rational	racia	trust	0.617
passionate	pasiigita	trust	0.617
happy	feliĉa	trust	0.609
babysitter	infanino	trust	0.609
brilliant	brila	trust	0.609
