word	Cebuano-ceb	emotion	emotion-intensity-score
musical	musikal	surprise	0.219
shell	shell	surprise	0.211
dawn	kaadlawon	surprise	0.211
simplify	pasimplehon	surprise	0.211
purity	kaputli	surprise	0.203
nullify	pagwagtang	surprise	0.203
money	salapi	surprise	0.203
sweet	matam-is	surprise	0.203
morals	moralidad	surprise	0.203
synchronize	i-synchronize	surprise	0.195
preservative	preserbatibo	surprise	0.195
humanitarian	humanitarian	surprise	0.195
unfulfilled	wala matuman	surprise	0.195
precious	bililhon	surprise	0.195
obliging	mapugos	surprise	0.188
singularly	singularly	surprise	0.188
foresee	nakapanglantaw	surprise	0.180
pray	ampo	surprise	0.180
graduation	graduation	surprise	0.180
lovely	matahum	surprise	0.180
sun	adlaw	surprise	0.172
art	art	surprise	0.172
mouth	baba	surprise	0.172
youth	kabatan-onan	surprise	0.172
thirst	giuhaw	surprise	0.172
young	batan-on	surprise	0.164
goodness	kaayo	surprise	0.164
overdue	overdue	surprise	0.156
visor	visor	surprise	0.156
practiced	nagpraktis	surprise	0.156
latent	tago	surprise	0.156
loyal	maunongon	surprise	0.148
expect	pagdahum	surprise	0.148
destination	destinasyon	surprise	0.148
wireless	wireless	surprise	0.148
quote	pagkutlo	surprise	0.141
slush	slush	surprise	0.141
infant	bata	surprise	0.141
cream	cream	surprise	0.141
playground	playground	surprise	0.133
organization	organisasyon	surprise	0.125
teach	pagtudlo	surprise	0.125
vote	pagboto	surprise	0.125
smile	pahiyum	surprise	0.117
weight	gibug-aton	surprise	0.117
dolphin	dolphin	surprise	0.117
sisterhood	sisterhood	surprise	0.109
cable	cable	surprise	0.109
sunny	sunny	surprise	0.102
steady	makanunayon	surprise	0.094
leisure	paglulinghayaw	surprise	0.086
peaceful	malinawon	surprise	0.086
spa	spa	surprise	0.086
tree	kahoy	surprise	0.078
picnic	piknik	surprise	0.078
worm	ulod	surprise	0.055
truthfulness	pagkamatinud-anon	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	kasaligan	trust	0.867
honest	matinuoron	trust	0.844
honesty	pagkamatinud-anon	trust	0.844
honor	dungog	trust	0.844
truth	kamatuoran	trust	0.844
truthful	matinud-anon	trust	0.836
trusting	pagsalig	trust	0.836
brotherhood	panag-igsoonay	trust	0.820
entrust	isalig	trust	0.812
committed	nahimo	trust	0.805
integrity	integridad	trust	0.805
loyalty	pagkamaunongon	trust	0.805
honorable	dungganon	trust	0.805
credibility	kredibilidad	trust	0.805
trust	pagsalig	trust	0.805
faithful	matinumanon	trust	0.797
sincere	sinsero	trust	0.797
responsible	responsable	trust	0.789
partnership	panag-uban	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	kaalam	trust	0.789
oath	panumpa	trust	0.781
verification	pagsusi	trust	0.781
vow	panaad	trust	0.781
cooperative	kooperatiba	trust	0.781
respectable	dungganon	trust	0.773
credible	katuohan	trust	0.773
hero	bayani	trust	0.773
sisterhood	sisterhood	trust	0.773
promise	gisaad	trust	0.773
verified	napamatud-an	trust	0.773
qualified	kuwalipikado	trust	0.766
respected	gitahod	trust	0.766
authentication	pagkatinuod	trust	0.766
compassion	kalooy	trust	0.759
reputable	madungganon	trust	0.758
safekeeping	pagtipig	trust	0.758
reliability	kasaligan	trust	0.758
moral	moralidad	trust	0.758
love	gugma	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	pag-uyon	trust	0.758
stable	lig	trust	0.750
friend	higala	trust	0.750
genuine	tinuod	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	katakus	trust	0.750
loyal	maunongon	trust	0.750
ally	alyado	trust	0.750
safeguard	pagpanalipod	trust	0.750
companion	kauban	trust	0.750
advised	gitambagan	trust	0.750
authentic	tinuod	trust	0.750
respect	pagtahod	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	kagawasan	trust	0.742
proven	napamatud-an	trust	0.742
respects	nagatahod	trust	0.742
faith	pagsalig	trust	0.742
wholesome	maayo	trust	0.742
heartfelt	kinasingkasing	trust	0.734
unification	paghiusa	trust	0.734
protecting	pagpanalipod	trust	0.734
reassurance	pagpasalig	trust	0.734
admirable	dalaygon	trust	0.734
trustee	Gitugyan	trust	0.734
supporter	supporter	trust	0.734
confirmation	pagkumpirma	trust	0.734
respectful	matinahuron	trust	0.734
alliance	alyansa	trust	0.727
equality	kaangayan	trust	0.727
friendship	panaghigalaay	trust	0.727
agreement	kasabutan	trust	0.727
fact	kamatuoran	trust	0.727
confident	masaligon	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	nagtuo	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	pagkamaayo	trust	0.727
credential	kredensyal	trust	0.727
closeness	pagkasuod	trust	0.719
authenticate	testigo	trust	0.719
intelligence	paniktik	trust	0.719
virtue	hiyas	trust	0.719
honored	gipasidunggan	trust	0.719
virtuous	mahiyason	trust	0.719
kindred	mga kaliwatan	trust	0.719
charitable	mahigugmaon	trust	0.711
dedication	pagpahinungod	trust	0.711
guarantee	garantiya	trust	0.711
cooperation	pagtinabangay	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	pagkamakanunayon	trust	0.711
allegiance	pagkamaunongon	trust	0.711
cooperating	pag-kooperar	trust	0.711
straightforward	diretso	trust	0.711
determination	determinasyon	trust	0.711
justice	hustisya	trust	0.711
sanctuary	santuaryo	trust	0.703
nurture	pag-amuma	trust	0.703
innocent	inosente	trust	0.703
admire	Pagdayeg	trust	0.703
assurance	kasiguroan	trust	0.703
morality	moralidad	trust	0.703
prepared	andam	trust	0.703
friendliness	pagkamahigalaon	trust	0.703
reliable	kasaligan	trust	0.703
mentor	magtutudlo	trust	0.703
guardianship	pagbantay	trust	0.703
fulfilled	natuman	trust	0.703
reverence	balaan nga pagtahud	trust	0.703
proof	pamatuod	trust	0.703
admiration	pagdayeg	trust	0.703
mother	inahan	trust	0.703
protected	gipanalipdan	trust	0.703
motherhood	pagka-inahan	trust	0.703
marriage	kaminyoon	trust	0.695
skillful	hanas	trust	0.695
indestructible	dili mausab	trust	0.695
guardian	magbalantay	trust	0.695
accountable	may tulubagon	trust	0.695
courage	kaisog	trust	0.695
bodyguard	bodyguard	trust	0.695
agreeable	kahimut-an	trust	0.695
scientist	siyentipiko	trust	0.695
allied	alyado	trust	0.695
compassionate	maloloy-on	trust	0.695
humanitarian	humanitarian	trust	0.695
approving	aprobahan	trust	0.695
united	nagkahiusa	trust	0.695
pact	kasabutan	trust	0.695
certified	sertipikado	trust	0.695
morals	moralidad	trust	0.695
esteem	pagtamod	trust	0.688
secure	luwas	trust	0.688
perfection	pagkahingpit	trust	0.688
guidance	giya	trust	0.688
competent	sarang	trust	0.688
authenticity	pagkatinuod	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	makatarunganon	trust	0.688
humanity	katawhan	trust	0.688
solidity	kalig-on	trust	0.688
adviser	adviser	trust	0.688
pledge	pangako	trust	0.688
believed	gituohan	trust	0.688
understanding	pagsabut	trust	0.688
monogamy	monogamy	trust	0.688
expertise	kahanas	trust	0.680
diplomatic	diplomatiko	trust	0.680
confidential	kompidensyal	trust	0.680
hope	paglaum	trust	0.680
protector	tigpanalipod	trust	0.680
agreeing	pag-uyon	trust	0.680
diligence	kakugi	trust	0.680
official	opisyal	trust	0.680
affirm	gipamatud-an sa	trust	0.680
indivisible	dili mabahin	trust	0.680
grandfather	apohan nga lalaki	trust	0.680
humble	mapaubsanon	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	adbokasiya	trust	0.680
elders	mga ansiyano	trust	0.680
goodness	kaayo	trust	0.680
commendable	dalaygon	trust	0.680
inspire	pagdasig	trust	0.680
approve	mouyon	trust	0.680
confide	pagsugid	trust	0.680
professional	propesyonal	trust	0.680
familiarity	pamilyar	trust	0.680
leader	pangulo	trust	0.680
confirmed	gikumpirma	trust	0.680
acceptance	pagdawat	trust	0.680
benevolence	pagkamanggiloy-on	trust	0.672
dignity	dignidad	trust	0.672
harmoniously	makatarunganon	trust	0.672
mastery	pagkahanas	trust	0.672
unwavering	dili matarug	trust	0.672
accredited	accredited	trust	0.672
healing	ayo	trust	0.672
encyclopedia	encyclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	magbalaan	trust	0.672
cohesive	cohesive	trust	0.672
covenant	pakigsaad	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	walay sala	trust	0.672
safe	luwas	trust	0.672
intelligent	intelihente	trust	0.672
merit	merito	trust	0.664
impeccable	dili mahimo	trust	0.664
affirmatively	positibo	trust	0.664
spiritual	espirituhanon	trust	0.664
advocate	tigpasiugda	trust	0.664
team	team	trust	0.664
heroic	dungog	trust	0.664
communicate	makigsulti	trust	0.664
disciple	tinun-an	trust	0.664
expert	eksperto	trust	0.664
proficient	hanas	trust	0.664
specialist	espesyalista	trust	0.664
ambassador	ambasador	trust	0.664
accept	pagdawat	trust	0.664
attestation	pagpamatuod	trust	0.664
supporting	pagsuporta	trust	0.664
reliance	pagsalig	trust	0.664
authority	awtoridad	trust	0.664
accountability	pagkamay tulubagon	trust	0.664
guidebook	giya nga basahon	trust	0.664
fulfillment	katumanan	trust	0.664
strengthening	pagpalig-on	trust	0.661
familiar	pamilyar	trust	0.656
facts	kamatuoran	trust	0.656
achieve	pagkab-ot	trust	0.656
warranty	warranty	trust	0.656
structure	istruktura	trust	0.656
steadfast	makanunayon	trust	0.656
favorable	paborable	trust	0.656
counsel	tambag	trust	0.656
relationship	relasyon	trust	0.656
scientific	siyentipiko	trust	0.656
gentleman	ginoo	trust	0.656
strength	kusog	trust	0.656
elder	elder	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	pagkabalaan	trust	0.656
excellent	maayo kaayo	trust	0.656
proficiency	kahanas	trust	0.656
constancy	makanunayon	trust	0.656
defended	nanalipod	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	pagsalig	trust	0.648
heroism	pagkabayani	trust	0.648
peaceful	malinawon	trust	0.648
competency	katakus	trust	0.648
assuredly	sigurado	trust	0.648
brother	igsoon nga lalaki	trust	0.648
counselor	magtatambag	trust	0.648
successful	malampuson	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	proteksiyon	trust	0.648
saint	santos	trust	0.648
harmony	panag-uyon	trust	0.648
matrimony	kaminyoon	trust	0.648
noble	halangdon	trust	0.648
inspiration	inspirasyon	trust	0.648
academic	academic	trust	0.648
assist	pagtabang	trust	0.648
agreed	miuyon	trust	0.648
uphold	pagbayaw	trust	0.648
comrade	kauban	trust	0.648
lovable	hiligugmaon	trust	0.648
advisable	maayo	trust	0.648
solidarity	panaghiusa	trust	0.648
worthy	takus	trust	0.643
durability	tibay	trust	0.641
coexist	mag-uban	trust	0.641
assure	nagpasalig	trust	0.641
establish	pagtukod	trust	0.641
benefactor	tigpatabang	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	nanguna	trust	0.641
loving	mahigugmaon	trust	0.641
teacher	magtutudlo	trust	0.641
judiciary	judiciary	trust	0.641
conscientious	makugihon	trust	0.641
confidence	pagsalig	trust	0.641
lawful	subay sa balaod	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	gi-orden	trust	0.641
champion	champion	trust	0.641
unity	panaghiusa	trust	0.641
legal	legal	trust	0.641
kind	mabination	trust	0.641
credence	pagtoo	trust	0.641
real	tinuod	trust	0.641
doctor	doktor	trust	0.641
intimate	suod nga	trust	0.634
hopeful	malaumon	trust	0.633
fortitude	kalig-on	trust	0.633
physician	doktor	trust	0.633
brotherly	igsoon nga lalaki	trust	0.633
aspiration	pangandoy	trust	0.633
convincing	pagkombinsir	trust	0.633
sanctification	pagbalaan	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	pagsimba	trust	0.633
courageous	maisugon	trust	0.633
soundness	pagkamaayo	trust	0.633
legitimacy	pagkalehitimo	trust	0.633
endorse	nag-endorso	trust	0.633
fidelity	pagkamaunongon	trust	0.633
bless	pagpanalangin	trust	0.633
judicial	judicial	trust	0.633
important	importante	trust	0.633
saintly	balaan	trust	0.633
conscience	konsensya	trust	0.633
therapeutic	terapyutik	trust	0.633
authorize	pagtugot	trust	0.633
devotional	debosyonal	trust	0.633
practiced	nagpraktis	trust	0.633
backbone	backbone	trust	0.633
approved	aprobahan	trust	0.633
evident	dayag	trust	0.625
encourage	pagdasig	trust	0.625
caretaker	caretaker	trust	0.625
regard	pagtagad	trust	0.625
angel	anghel	trust	0.625
engaged	nagtrabaho	trust	0.625
blessing	panalangin	trust	0.625
professorship	pagkapropesor	trust	0.625
majestic	halangdon	trust	0.625
communication	komunikasyon	trust	0.625
purify	paghinlo	trust	0.625
authorization	awtorisasyon	trust	0.625
wonderful	nindot kaayo	trust	0.625
achievement	kalampusan	trust	0.625
fireman	bombero	trust	0.625
certify	magpamatuod	trust	0.625
civilized	sibilisado	trust	0.625
profound	lawom	trust	0.625
accurate	tukma	trust	0.625
assured	nagpasalig	trust	0.625
positivity	positibo	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	maayo	trust	0.617
absolution	absolution	trust	0.617
commend	pagdayeg	trust	0.617
cherish	mahalon	trust	0.617
fundamental	sukaranan	trust	0.617
advice	tambag	trust	0.617
objective	tumong	trust	0.617
optimism	paglaum	trust	0.617
testament	Tugon	trust	0.617
qualities	mga hiyas	trust	0.617
haven	dunggoanan	trust	0.617
heroine	heroine	trust	0.617
constantly	kanunay	trust	0.617
appreciation	apresasyon	trust	0.617
triumphant	kadaugan	trust	0.617
accord	uyon	trust	0.617
reassure	pagpasalig	trust	0.617
truce	pagsupak	trust	0.617
thoughtful	mahunahunaon	trust	0.617
teach	pagtudlo	trust	0.617
god	Dios	trust	0.617
corroborate	pagsalig	trust	0.617
believer	magtutuo	trust	0.617
unimpeachable	dili mapugngan	trust	0.617
surety	garantiya	trust	0.617
attentive	matinagdanon	trust	0.617
gospel	ebanghelyo	trust	0.617
bedrock	basura	trust	0.617
approvement	pag-uyon	trust	0.617
planning	pagplano	trust	0.617
rational	pangatarungan	trust	0.617
passionate	mabination	trust	0.617
happy	malipayon	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	hayag	trust	0.609
praise	pagdayeg	trust	0.609
definitive	tinuod	trust	0.609
considerate	mahunahunaon	trust	0.609
patron	patron	trust	0.609
scripture	kasulatan	trust	0.609
heal	ayo	trust	0.609
praiseworthy	dalaygon	trust	0.609
steward	piniyalan	trust	0.609
awareness	kahibalo	trust	0.609
officer	opisyal	trust	0.609
purification	paglinis	trust	0.609
excel	excel	trust	0.609
civilization	sibilisasyon	trust	0.609
liking	ganahan	trust	0.609
comfort	paghupay	trust	0.609
magnificence	kahalangdon	trust	0.609
notary	notaryo	trust	0.609
progression	pag-uswag	trust	0.609
mediator	tigpataliwala	trust	0.609
blessings	mga panalangin	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	pagrekomendar	trust	0.609
brave	maisugon	trust	0.602
experienced	nasinati	trust	0.602
steady	makanunayon	trust	0.602
enlightenment	pagdagan	trust	0.602
brighten	Pagpasanyog	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	tumanon	trust	0.602
witness	pagsaksi	trust	0.602
humility	pagpaubos	trust	0.602
sympathetic	simpatiya	trust	0.602
helpful	makatabang	trust	0.602
symmetry	simetriya	trust	0.602
unquestionable	dili mausab	trust	0.602
peace	kalinaw	trust	0.602
transcendence	transcendence	trust	0.602
serenity	kalinaw	trust	0.602
embrace	paggakos	trust	0.602
inspired	dinasig	trust	0.602
mainstay	mainstay	trust	0.602
unconditional	walay kondisyon	trust	0.602
guarded	gibantayan	trust	0.602
identify	ilhon	trust	0.602
marry	magminyo	trust	0.594
grant	paghatag	trust	0.594
depend	nagsalig	trust	0.594
complimentary	kompleto	trust	0.594
spouse	asawa	trust	0.594
tranquility	kalinaw	trust	0.594
vigilant	mabinantayon	trust	0.594
ministry	pangalagad	trust	0.594
fairly	makatarunganon	trust	0.594
philanthropic	philanthropic	trust	0.594
openly	sa dayag	trust	0.594
generous	manggihatagon	trust	0.594
strengthen	pagpalig-on	trust	0.594
gratitude	pasalamat	trust	0.594
befriend	pakighigala	trust	0.594
substantiate	pamatuud	trust	0.594
praised	gidayeg	trust	0.594
admiral	admiral	trust	0.594
regent	bana	trust	0.594
sage	sage	trust	0.594
assessment	pagtuon	trust	0.594
enlighten	paglamdag	trust	0.594
eminence	kahalangdon	trust	0.594
commendation	pagdayeg	trust	0.594
efficient	hapsay	trust	0.594
nurse	nurse	trust	0.594
visionary	panan-awon	trust	0.594
generosity	pagkamahinatagon	trust	0.594
vigilance	pagbantay	trust	0.594
endowment	endowment	trust	0.594
council	konseho	trust	0.594
sweetheart	ganahan	trust	0.589
attest	pagpanghimatuud	trust	0.586
prestige	dungog	trust	0.586
serene	malinawon	trust	0.586
unfailing	dili mapakyas	trust	0.586
testimony	pagpamatuod	trust	0.586
checklist	listahan	trust	0.586
inheritance	panulondon	trust	0.586
monk	monghe	trust	0.586
godly	diosnon	trust	0.586
compliance	pagsunod	trust	0.586
rooted	nakagamot	trust	0.586
constitutional	konstitusyonal	trust	0.586
conservation	konserbasyon	trust	0.586
bylaw	pinaagi sa balaod	trust	0.586
helper	katabang	trust	0.586
joyful	malipayon	trust	0.586
collectively	sa tanan	trust	0.586
meritorious	mapuslanon	trust	0.586
acclaim	pasidunggan	trust	0.586
diplomacy	diplomasya	trust	0.586
educational	edukasyon	trust	0.586
husbandry	pagpananom	trust	0.586
share	pagpakigbahin	trust	0.586
enjoying	nalingaw	trust	0.586
firmness	kalig-on	trust	0.586
convince	kombinsido	trust	0.586
designation	pagtawag	trust	0.586
tribe	tribo	trust	0.586
victory	kadaugan	trust	0.586
magnificent	halangdon	trust	0.586
lovely	matahum	trust	0.586
seniority	katigulangan	trust	0.586
angelic	anghel	trust	0.586
ambition	ambisyon	trust	0.586
father	amahan	trust	0.586
mate	kapikas	trust	0.586
sobriety	pagkasubo	trust	0.586
revere	nagpasidungog	trust	0.586
delegate	delegado	trust	0.586
navigator	navigator	trust	0.578
watchdog	tigbalantay	trust	0.578
obey	pagtuman	trust	0.578
cheerfulness	malipayon	trust	0.578
inviting	pagdapit	trust	0.578
judge	maghuhukom	trust	0.578
irrefutable	dili mausab	trust	0.578
philanthropist	philanthropist	trust	0.578
careful	pag-amping	trust	0.578
communion	pakig-ambit	trust	0.578
coexisting	nagapadayon	trust	0.578
impartiality	dili mapihigon	trust	0.578
unquestioned	wala'y pangutana	trust	0.578
upright	matul-id	trust	0.578
authoritative	awtorisado	trust	0.578
structural	estruktura	trust	0.578
convinced	kombinsido	trust	0.578
smile	pahiyum	trust	0.578
commandant	komandante	trust	0.578
dutiful	dutiful	trust	0.578
shelter	kapuy-an	trust	0.578
revival	pagkabanhaw	trust	0.578
professor	propesor	trust	0.578
adore	adore	trust	0.578
legalized	legalize	trust	0.578
punctual	punctual	trust	0.570
counsellor	magtatambag	trust	0.570
complement	katimbang	trust	0.570
corroboration	pagsuporta	trust	0.570
immaculate	Limpyo	trust	0.570
relative	paryente	trust	0.570
apostle	apostol	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	sumpay	trust	0.570
insure	sigurado	trust	0.570
plausible	makatarunganon	trust	0.570
consult	konsulta	trust	0.570
modest	makasaranganon	trust	0.570
measured	gisukod	trust	0.570
pilot	piloto	trust	0.570
collaborator	kolaborator	trust	0.570
advise	tambag	trust	0.570
cuddle	gakus	trust	0.570
ordinance	ordinansa	trust	0.570
compass	kompas	trust	0.570
guide	giya	trust	0.570
everlasting	walay katapusan	trust	0.570
adhering	adhering	trust	0.570
determinate	determinado	trust	0.570
heavenly	langitnon	trust	0.570
principal	prinsipal	trust	0.570
abundance	kabuhong	trust	0.570
matron	matron	trust	0.570
unequivocal	dili klaro	trust	0.570
volunteers	mga boluntaryo	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	sa walay pagduhaduha	trust	0.570
pertinent	mahinungdanon	trust	0.562
devout	diosnon	trust	0.562
curable	mahimo nga maayo	trust	0.562
insight	pagsabot	trust	0.562
congregation	kongregasyon	trust	0.562
admit	angkona	trust	0.562
pleasant	nindot	trust	0.562
vigorous	lagsik	trust	0.562
fort	kuta	trust	0.562
remarkable	talagsaon	trust	0.562
content	kontento	trust	0.562
spotless	walay lama	trust	0.562
uplift	pagbayaw	trust	0.562
compensate	pagbayad	trust	0.562
lovemaking	paghigugmaay	trust	0.562
jury	jury	trust	0.562
jurist	jurist	trust	0.562
soothing	makapahupay	trust	0.562
ordination	ordinasyon	trust	0.562
cohesion	panaghiusa	trust	0.562
frankness	pagkaprangka	trust	0.562
strong	kusog	trust	0.562
miracle	milagro	trust	0.562
concordance	concordance	trust	0.562
applaud	magpalakpak	trust	0.562
prize	ganti	trust	0.562
apostolic	apostoliko	trust	0.562
succeeding	milampos	trust	0.562
vitality	kalig-on	trust	0.562
treasurer	treasurer	trust	0.562
save	pagluwas	trust	0.562
earn	makaangkon	trust	0.562
midwife	mananabang	trust	0.555
discretion	pagkabuotan	trust	0.555
worship	pagsimba	trust	0.555
constant	kanunay	trust	0.555
foresight	abanteng panglantaw	trust	0.555
vote	pagboto	trust	0.555
cultivate	pag-ugmad	trust	0.555
impartial	dili mapihigon	trust	0.555
illumination	kahayag	trust	0.555
ambulance	ambulansya	trust	0.555
privacy	privacy	trust	0.555
succeed	molampos	trust	0.555
providing	paghatag	trust	0.555
veteran	beterano	trust	0.555
patience	pailub	trust	0.555
prophet	propeta	trust	0.555
coach	coach	trust	0.555
intuition	intuition	trust	0.555
reconciliation	pagpasig-uli	trust	0.555
defender	tigpanalipod	trust	0.555
coalesce	nagkahiusa	trust	0.555
mediate	pag-agi	trust	0.555
precedence	labaw sa tanan	trust	0.555
congruence	congruence	trust	0.555
buddy	buddy	trust	0.555
reunion	Reunion	trust	0.555
restorative	pagpasig-uli	trust	0.555
destined	gitagana	trust	0.555
physicist	pisiko	trust	0.555
influential	impluwensyal	trust	0.555
exalt	pagbayaw	trust	0.555
greatness	kadako	trust	0.555
inclusion	pagsulod	trust	0.555
auditor	auditor	trust	0.555
meditate	pagpamalandong	trust	0.555
betrothed	Gisulayan	trust	0.555
proud	mapahitas-on	trust	0.547
provide	paghatag	trust	0.547
conciliation	panaghiusa	trust	0.547
ancestral	katigulangan	trust	0.547
liberty	kagawasan	trust	0.547
durable	lig-on	trust	0.547
impenetrable	dili matukib	trust	0.547
prudent	maalamon	trust	0.547
invocation	pagsangpit	trust	0.547
engaging	pag-apil	trust	0.547
statement	pamahayag	trust	0.547
rejoice	magmaya	trust	0.547
cheer	kalipay	trust	0.547
eyewitness	saksi	trust	0.547
prevalent	kaylap	trust	0.547
securities	mga securities	trust	0.547
friendly	mahigalaon	trust	0.547
salvation	kaluwasan	trust	0.547
independence	kagawasan	trust	0.547
govern	pagdumala	trust	0.547
forgive	pasayloa	trust	0.547
commanding	pagmando	trust	0.547
convent	kombento	trust	0.547
reinforcement	pagpalig-on	trust	0.547
law	balaod	trust	0.547
registry	registry	trust	0.547
temperate	pugngan	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	andam	trust	0.547
heritage	panulondon	trust	0.547
chronicle	cronicle	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	institute	trust	0.539
applause	palakpak	trust	0.539
architecture	arkitektura	trust	0.539
obvious	klaro	trust	0.539
recovery	pagkaayo	trust	0.539
inimitable	dili mahimo	trust	0.539
relevant	may kalabutan	trust	0.539
responsive	responsive	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	mga instruksyon	trust	0.539
define	pagsabut	trust	0.539
delightful	makapahimuot	trust	0.539
antidote	antidote	trust	0.539
admitting	miangkon	trust	0.539
psalms	mga salmo	trust	0.539
stamina	kusog	trust	0.539
majority	kadaghanan	trust	0.539
inoculation	inoculation	trust	0.539
perfect	hingpit	trust	0.539
obedience	pagkamasinugtanon	trust	0.539
memorable	halandumon	trust	0.539
chastity	kaputli	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	pagkaparehas	trust	0.539
forefathers	mga katigulangan	trust	0.539
immovable	dili matarug	trust	0.539
eager	mahinamon	trust	0.539
aspiring	nangandoy	trust	0.539
obliging	mapugos	trust	0.539
reinforcements	reinforcements	trust	0.539
tantamount	sama nga	trust	0.539
exalted	gibayaw	trust	0.539
hospital	ospital	trust	0.531
retirement	pagretiro	trust	0.531
strive	paningkamot	trust	0.531
edification	pagpalig-on	trust	0.531
candid	dili tinuod	trust	0.531
deed	buhat	trust	0.531
school	eskwela	trust	0.531
cradle	duyan	trust	0.531
transcript	kopya	trust	0.531
accompaniment	duyog	trust	0.531
doubtless	sa walay duhaduha	trust	0.531
rescue	pagluwas	trust	0.531
seal	selyo	trust	0.531
expedient	kinahanglan	trust	0.531
ballot	balota	trust	0.531
deliverance	pagluwas	trust	0.531
heavens	mga langit	trust	0.531
fraternal	kaigsoonan	trust	0.531
dependent	nagsalig	trust	0.531
answerable	masaligan	trust	0.531
center	center	trust	0.531
analyst	analista	trust	0.531
firstborn	panganay	trust	0.531
bloom	mamulak	trust	0.531
inseparable	dili mabulag	trust	0.531
bride	pangasaw-onon	trust	0.531
evergreen	evergreen	trust	0.531
princely	prinsipe	trust	0.531
immunization	pagbakuna	trust	0.531
refuge	dangpanan	trust	0.531
verily	sa pagkatinuod	trust	0.531
omniscient	nahibaluan sa tanan	trust	0.531
terms	mga termino	trust	0.531
sponsor	sponsor	trust	0.531
approbation	pag-uyon	trust	0.527
correctness	pagkorihir	trust	0.523
elevation	pagtubo	trust	0.523
neighbor	silingan	trust	0.523
unbroken	dili maputol	trust	0.523
countenance	panagway	trust	0.523
hug	gakos	trust	0.523
nobility	kadungganan	trust	0.523
paragon	paragon	trust	0.523
coronation	koronasyon	trust	0.523
celebration	pagsaulog	trust	0.523
graduation	graduation	trust	0.523
commonwealth	komonwelt	trust	0.523
dictionary	diksiyonaryo	trust	0.523
powerful	gamhanan	trust	0.523
notable	talagsaon	trust	0.523
account	account	trust	0.523
winning	nadaug	trust	0.523
honeymoon	honeymoon	trust	0.523
improvement	pag-uswag	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	chaplain	trust	0.523
ratify	ratify	trust	0.523
connoisseur	Siyentipiko	trust	0.523
award	award	trust	0.523
taught	nagtudlo	trust	0.523
adoration	pagsimba	trust	0.523
salutary	salutary	trust	0.523
captivate	Maulaw	trust	0.523
liberate	gawasnon	trust	0.523
unimpeached	wala mahimuot	trust	0.523
laureate	ang mananaog	trust	0.523
benedictory	benedictory	trust	0.523
feeling	pagbati	trust	0.518
freely	gawasnon	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	reverie	trust	0.516
organization	organisasyon	trust	0.516
framework	gambalay	trust	0.516
sentinel	sentinel	trust	0.516
advent	pag-anhi	trust	0.516
inform	pahibalo	trust	0.516
committee	komite	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	hunahuna	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	nalipay	trust	0.516
formative	formative	trust	0.516
tribunal	tribunal	trust	0.516
association	asosasyon	trust	0.516
remedy	tambal	trust	0.516
credit	credit	trust	0.516
nobleman	halangdon nga tawo	trust	0.516
predominant	labaw sa tanan	trust	0.516
measure	sukda	trust	0.516
perpetuity	walay katapusan	trust	0.516
fully	hingpit	trust	0.516
deserve	angay	trust	0.516
tender	malumo	trust	0.516
pray	ampo	trust	0.516
confession	pagsugid	trust	0.516
management	pagdumala	trust	0.516
volunteer	boluntaryo	trust	0.509
instruct	pagtudlo	trust	0.508
virgin	ulay	trust	0.508
constable	pulis	trust	0.508
