word	Finnish-fi	emotion	emotion-intensity-score
mishap	vahinko	surprise	0.594
shrill	kimeä	surprise	0.594
stupendous	mahtava	surprise	0.594
mysterious	salaperäinen	surprise	0.586
paralyzed	halvaantunut	surprise	0.586
randomly	satunnaisesti	surprise	0.586
bonus	bonus	surprise	0.586
deceit	petos	surprise	0.586
wild	villi	surprise	0.586
pitfall	sudenkuoppa	surprise	0.586
wondrous	ihmeellinen	surprise	0.586
uncanny	käsittämätön	surprise	0.586
electric	sähköinen	surprise	0.578
oddity	kummajainen	surprise	0.578
death	kuolema	surprise	0.578
jubilant	riemukas	surprise	0.578
godsend	luojan lykky	surprise	0.578
stagger	porrastaa	surprise	0.578
raving	raivoava	surprise	0.578
rejoicing	riemu	surprise	0.578
premature	ennenaikainen	surprise	0.578
fluke	onnenpotku	surprise	0.578
bizarre	outo	surprise	0.578
revenge	kosto	surprise	0.570
dynamic	dynaaminen	surprise	0.570
dismay	tyrmistys	surprise	0.570
ecstatic	hurmioitunut	surprise	0.562
fascinate	hurmata	surprise	0.562
uncover	paljastaa	surprise	0.562
jerk	ääliö	surprise	0.562
reward	palkinto	surprise	0.562
nefarious	ilkeä	surprise	0.562
reappear	ilmestyä uudelleen	surprise	0.562
whim	päähänpisto	surprise	0.555
conjure	loihtia	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	hassu	surprise	0.555
thaumaturgy	Thaumaturgy	surprise	0.555
illuminate	valaista	surprise	0.547
rescue	pelastaa	surprise	0.547
tantalizing	ärsyttävä	surprise	0.547
winner	voittaja	surprise	0.547
heroism	sankaruus	surprise	0.547
rarity	harvinaisuus	surprise	0.547
ejaculation	siemensyöksy	surprise	0.547
daze	huumata	surprise	0.547
unbridled	hillitön	surprise	0.547
thwart	estää	surprise	0.547
treason	maanpetos	surprise	0.539
punch	booli	surprise	0.539
insult	loukkaus	surprise	0.539
lunge	syöksy	surprise	0.539
illusion	illuusio	surprise	0.539
lucky	onnekas	surprise	0.539
interrupt	keskeyttää	surprise	0.539
cheer	hurrata	surprise	0.539
celebration	juhla	surprise	0.539
violation	rikkominen	surprise	0.539
marvel	ihme	surprise	0.539
sensation	tunne	surprise	0.531
fearfully	pelottavan	surprise	0.531
concealed	piilotettu	surprise	0.531
banger	makkara	surprise	0.531
affront	loukkaus	surprise	0.531
snag	repiä	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	kääntyä	surprise	0.523
wonder	ihme	surprise	0.523
immediacy	välittömyys	surprise	0.523
undiscovered	tuntemattomien	surprise	0.523
abandonment	hylkääminen	surprise	0.523
rejoice	iloita	surprise	0.523
improvise	improvisoida	surprise	0.523
majestic	majesteettinen	surprise	0.523
scorpion	skorpioni	surprise	0.523
victimized	kostotoimien	surprise	0.523
liberate	vapauttaa	surprise	0.523
yelp	älähtää	surprise	0.516
stealthily	vaivihkaa	surprise	0.516
tickle	kutittaa	surprise	0.516
chance	mahdollisuus	surprise	0.516
howl	ulvonta	surprise	0.516
swerve	väistää	surprise	0.508
reflex	refleksi	surprise	0.508
rave	rave	surprise	0.508
pop	pop-	surprise	0.508
luck	onni	surprise	0.508
magnificent	upea	surprise	0.508
transcendence	tuonpuoleisuuden	surprise	0.508
garish	räikeä	surprise	0.508
unintentionally	tahattomasti	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	harvinainen	surprise	0.500
marvelous	ihmeellinen	surprise	0.500
heroic	sankarillinen	surprise	0.500
remarkable	huomattava	surprise	0.500
fainting	pyörtyminen	surprise	0.500
slayer	Slayer	surprise	0.500
erotic	eroottinen	surprise	0.500
enliven	elävöittää	surprise	0.500
alertness	valppaus	surprise	0.500
misbehavior	kurittomuus	surprise	0.500
embarrassment	hämmennys	surprise	0.500
diversion	harhautus	surprise	0.500
unutterable	sanoin kuvaamaton	surprise	0.492
nab	napata	surprise	0.492
camouflage	naamiointi	surprise	0.492
trump	valtti	surprise	0.492
decoy	syötti	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	kauhukuva	surprise	0.492
infarct	infarktin	surprise	0.492
birthday	syntymäpäivä	surprise	0.492
greatness	suuruus	surprise	0.492
zeal	into	surprise	0.484
prick	ääliö	surprise	0.484
magician	taikuri	surprise	0.484
underestimate	aliarvioida	surprise	0.484
horde	lauma	surprise	0.484
fanfare	fanfaari	surprise	0.484
inexpressible	sanoin kuvaamaton	surprise	0.484
daemon	demoni	surprise	0.484
variable	muuttuja	surprise	0.484
curiosity	uteliaisuus	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	vartioimaton	surprise	0.477
chicane	juoni	surprise	0.477
fortune	onni	surprise	0.477
sneeze	aivastaa	surprise	0.477
illumination	valaistus	surprise	0.477
incident	tapaus	surprise	0.477
dreadfully	kamalan	surprise	0.477
strange	outo	surprise	0.477
subversive	kumouksellinen	surprise	0.477
reversal	muutos	surprise	0.469
prowl	vaania	surprise	0.469
rapid	nopea	surprise	0.469
leery	varovainen	surprise	0.469
wizard	velho	surprise	0.469
coincidence	yhteensattuma	surprise	0.461
hilarious	hilpeä	surprise	0.461
divergent	eriävä	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	tauko	surprise	0.461
slip	lipsahdus	surprise	0.461
wonderful	ihana	surprise	0.453
hoax	huijaus	surprise	0.453
winning	voittoisa	surprise	0.453
overestimate	yliarvioida	surprise	0.453
confession	tunnustus	surprise	0.453
ordeal	koettelemus	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	hilpeys	surprise	0.453
raffle	arpajaiset	surprise	0.453
stound	stound	surprise	0.445
laughter	nauru	surprise	0.445
enthusiast	intoilija	surprise	0.445
splendid	loistava	surprise	0.445
feat	saavutus	surprise	0.445
perchance	kenties	surprise	0.445
excel	kunnostautua	surprise	0.445
gambling	uhkapeli	surprise	0.445
unintentional	tahaton	surprise	0.438
brighten	kirkastaa	surprise	0.438
changeable	vaihteleva	surprise	0.438
rapt	haltioitunut	surprise	0.438
unique	ainutlaatuinen	surprise	0.438
splendor	loisto	surprise	0.438
senseless	mieletön	surprise	0.438
gift	lahja	surprise	0.430
fascination	viehätys	surprise	0.430
trepidation	pelko	surprise	0.430
stealthy	viekas	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	iloinen	surprise	0.430
lawsuit	oikeusjuttu	surprise	0.430
intrigue	juoni	surprise	0.430
quicksilver	elohopea	surprise	0.422
originality	omaperäisyys	surprise	0.422
riddle	arvoitus	surprise	0.422
judgment	tuomio	surprise	0.422
enchant	hurmata	surprise	0.422
stealth	varkain	surprise	0.422
veracity	totuudenmukaisuus	surprise	0.414
elusive	saavuttamaton	surprise	0.414
perjury	väärä vala	surprise	0.414
spirits	henkiä	surprise	0.414
liberation	vapautus	surprise	0.414
illegitimate	avioton	surprise	0.414
syncope	hetkellinen tajuttomuus	surprise	0.414
experiment	koe	surprise	0.414
gambler	peluri	surprise	0.406
eager	innokas	surprise	0.406
inspired	innoittunut	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	suosionosoitukset	surprise	0.406
allure	viehättää	surprise	0.406
parade	paraati	surprise	0.406
princely	ruhtinaallinen	surprise	0.398
divorce	avioero	surprise	0.398
guess	arvaus	surprise	0.398
burlesque	burleski	surprise	0.398
secrecy	salaisuus	surprise	0.398
aspiration	toive	surprise	0.391
peri	peri	surprise	0.391
cheerful	iloinen	surprise	0.391
hermaphrodite	hermafrodiitti	surprise	0.391
supremacy	ylivalta	surprise	0.391
incontinence	pidätyskyvyttömyys	surprise	0.391
inheritance	perintö	surprise	0.383
score	pisteet	surprise	0.383
lose	menettää	surprise	0.383
crowning	kruunaus	surprise	0.383
buck	pukki	surprise	0.383
praiseworthy	kiitettävä	surprise	0.383
cadaver	ruumis	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	kulaus	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	vallaton	surprise	0.375
mystic	mystinen	surprise	0.375
succeed	menestyä	surprise	0.375
advance	edetä	surprise	0.375
sparkle	kimallus	surprise	0.367
hope	toivoa	surprise	0.367
joker	jokeri	surprise	0.367
sensual	aistillinen	surprise	0.367
excavation	kaivanto	surprise	0.367
feeling	tunne	surprise	0.359
entertainment	viihde	surprise	0.359
clown	klovni	surprise	0.352
newcomer	tulokas	surprise	0.352
modify	muuttaa	surprise	0.352
award	myöntää	surprise	0.352
blessings	siunaukset	surprise	0.352
postponement	lykkäys	surprise	0.352
obit	obit	surprise	0.352
celebrity	julkkis	surprise	0.344
hero	sankari	surprise	0.344
start	alkaa	surprise	0.344
wonderfully	ihanan	surprise	0.344
highest	korkein	surprise	0.344
proficiency	pätevyys	surprise	0.344
glorify	kirkastaa	surprise	0.344
unbeaten	lyömätön	surprise	0.336
memorable	mieleenpainuva	surprise	0.336
sanctify	pyhittää	surprise	0.336
rekindle	sytyttää uudestaan	surprise	0.336
optimism	optimismi	surprise	0.336
warned	varoitti	surprise	0.336
prodigious	ihmeellinen	surprise	0.336
dissolution	liukeneminen	surprise	0.336
grin	virne	surprise	0.336
admiration	ihailu	surprise	0.328
hypertrophy	liikakasvu	surprise	0.328
present	esittää	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	enkeli	surprise	0.320
examination	tutkimus	surprise	0.320
catch	ottaa kiinni	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirttailla	surprise	0.312
puma	puuma	surprise	0.312
liberty	vapaus	surprise	0.312
kiss	suudella	surprise	0.312
embrace	omaksua	surprise	0.312
occasional	satunnainen	surprise	0.312
treat	kohdella	surprise	0.312
saint	pyhimys	surprise	0.312
scrimmage	tappelu	surprise	0.312
dismissal	hylkääminen	surprise	0.312
perfection	täydellisyys	surprise	0.305
generosity	anteliaisuus	surprise	0.305
gratify	tyydyttää	surprise	0.305
saintly	hurskas	surprise	0.305
sally	rynnäkkö	surprise	0.305
polarity	vastakkaisuus	surprise	0.297
finally	vihdoin	surprise	0.297
differently	eri tavalla	surprise	0.297
palpable	selvä	surprise	0.297
warn	varoittaa	surprise	0.297
ceremony	seremonia	surprise	0.297
larger	suuremmat	surprise	0.297
favorable	suotuisa	surprise	0.297
romance	romanssi	surprise	0.289
medal	mitali	surprise	0.289
inviting	houkutteleva	surprise	0.289
greeting	tervehdys	surprise	0.289
candid	vilpitön	surprise	0.281
resignation	eroaminen	surprise	0.281
trip	matka	surprise	0.281
accolade	kunnianosoitus	surprise	0.281
labor	työvoima	surprise	0.281
stare	tuijottaa	surprise	0.273
glimmer	pilkahdus	surprise	0.266
invite	kutsu	surprise	0.266
somatic	somaattinen	surprise	0.266
admire	ihailla	surprise	0.266
immerse	upottaa	surprise	0.266
festival	festivaali	surprise	0.266
mimicry	matkiminen	surprise	0.266
compensate	hyvittää	surprise	0.266
insolvency	maksukyvyttömyys	surprise	0.266
playful	leikkisä	surprise	0.266
complement	täydentää	surprise	0.258
receiving	vastaanotetaan	surprise	0.258
hypothesis	hypoteesi	surprise	0.258
laugh	nauraa	surprise	0.258
chuckle	hihittää	surprise	0.258
honeymoon	häämatka	surprise	0.250
marry	naida	surprise	0.242
independence	itsenäisyys	surprise	0.242
opera	ooppera	surprise	0.242
pleasant	miellyttävä	surprise	0.242
rhythmical	rytmikäs	surprise	0.234
assessment	arviointi	surprise	0.234
hopeful	toiveikas	surprise	0.234
trophy	palkinto	surprise	0.234
holiness	pyhyys	surprise	0.234
chant	laulaa	surprise	0.234
leave	jättää	surprise	0.234
procession	kulkue	surprise	0.227
placard	ilmoitella	surprise	0.227
deal	sopimus	surprise	0.227
cherish	vaalia	surprise	0.219
good	hyvä	surprise	0.219
shopping	ostokset	surprise	0.219
musical	musikaali	surprise	0.219
shell	kuori	surprise	0.211
dawn	valjeta	surprise	0.211
simplify	yksinkertaistaa	surprise	0.211
purity	puhtaus	surprise	0.203
nullify	tehdä tyhjäksi	surprise	0.203
money	raha	surprise	0.203
sweet	makea	surprise	0.203
morals	moraali	surprise	0.203
synchronize	synkronoida	surprise	0.195
preservative	säilöntäaine	surprise	0.195
humanitarian	humanitaarinen	surprise	0.195
unfulfilled	täyttymätön	surprise	0.195
precious	kallisarvoinen	surprise	0.195
obliging	huomaavainen	surprise	0.188
singularly	tavattoman	surprise	0.188
foresee	aavistaa	surprise	0.180
pray	rukoilla	surprise	0.180
graduation	valmistuminen	surprise	0.180
lovely	ihana	surprise	0.180
sun	aurinko	surprise	0.172
art	taide	surprise	0.172
mouth	suu	surprise	0.172
youth	nuoret	surprise	0.172
thirst	jano	surprise	0.172
young	nuori	surprise	0.164
goodness	hyvyys	surprise	0.164
overdue	myöhässä	surprise	0.156
visor	lippa	surprise	0.156
practiced	harjoiteltu	surprise	0.156
latent	piilevä	surprise	0.156
loyal	uskollinen	surprise	0.148
expect	odottaa	surprise	0.148
destination	määränpää	surprise	0.148
wireless	langaton	surprise	0.148
quote	lainata	surprise	0.141
slush	loska	surprise	0.141
infant	pikkulasten	surprise	0.141
cream	kerma	surprise	0.141
playground	leikkikenttä	surprise	0.133
organization	organisaatio	surprise	0.125
teach	opettaa	surprise	0.125
vote	äänestys	surprise	0.125
smile	hymy	surprise	0.117
weight	paino	surprise	0.117
dolphin	delfiini	surprise	0.117
sisterhood	sisarkunta	surprise	0.109
cable	kaapeli	surprise	0.109
sunny	aurinkoinen	surprise	0.102
steady	vakaa	surprise	0.094
leisure	vapaa-	surprise	0.086
peaceful	rauhallinen	surprise	0.086
spa	kylpylä	surprise	0.086
tree	puu	surprise	0.078
picnic	piknikki	surprise	0.078
worm	mato	surprise	0.055
truthfulness	totuudellisuus	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	luotettava	trust	0.867
honest	rehellinen	trust	0.844
honesty	rehellisyys	trust	0.844
honor	kunnia	trust	0.844
truth	totuus	trust	0.844
truthful	totuudenmukainen	trust	0.836
trusting	luottavainen	trust	0.836
brotherhood	veljeys	trust	0.820
entrust	uskoa	trust	0.812
committed	sitoutunut	trust	0.805
integrity	eheys	trust	0.805
loyalty	uskollisuus	trust	0.805
honorable	kunniallinen	trust	0.805
credibility	uskottavuus	trust	0.805
trust	luottamus	trust	0.805
faithful	luotettava	trust	0.797
sincere	vilpitön	trust	0.797
responsible	vastuullinen	trust	0.789
partnership	kumppanuus	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	viisaus	trust	0.789
oath	vala	trust	0.781
verification	varmistus	trust	0.781
vow	vala	trust	0.781
cooperative	osuuskunta	trust	0.781
respectable	kunniallinen	trust	0.773
credible	uskottava	trust	0.773
hero	sankari	trust	0.773
sisterhood	sisarkunta	trust	0.773
promise	lupaus	trust	0.773
verified	todennettu	trust	0.773
qualified	pätevä	trust	0.766
respected	arvostettu	trust	0.766
authentication	todennus	trust	0.766
compassion	myötätunto	trust	0.759
reputable	hyvämaineinen	trust	0.758
safekeeping	säilytys	trust	0.758
reliability	luotettavuus	trust	0.758
moral	moraalinen	trust	0.758
love	rakkaus	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	hyväksyminen	trust	0.758
stable	vakaa	trust	0.750
friend	ystävä	trust	0.750
genuine	aito	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	pätevyys	trust	0.750
loyal	uskollinen	trust	0.750
ally	liittolainen	trust	0.750
safeguard	turvata	trust	0.750
companion	kumppani	trust	0.750
advised	neuvoi	trust	0.750
authentic	aito	trust	0.750
respect	kunnioittaminen	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	vapaus	trust	0.742
proven	todistettu	trust	0.742
respects	suhteissa	trust	0.742
faith	usko	trust	0.742
wholesome	terveellinen	trust	0.742
heartfelt	sydämellinen	trust	0.734
unification	yhdistyminen	trust	0.734
protecting	suojaava	trust	0.734
reassurance	varmuus	trust	0.734
admirable	ihailtava	trust	0.734
trustee	edunvalvoja	trust	0.734
supporter	tukija	trust	0.734
confirmation	vahvistus	trust	0.734
respectful	kunnioittava	trust	0.734
alliance	liitto	trust	0.727
equality	tasa-arvo	trust	0.727
friendship	ystävyys	trust	0.727
agreement	sopimus	trust	0.727
fact	tosiasia	trust	0.727
confident	luottavainen	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	uskoen	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	erinomaisuus	trust	0.727
credential	tilitietojen	trust	0.727
closeness	läheisyys	trust	0.719
authenticate	todentaa	trust	0.719
intelligence	älykkyys	trust	0.719
virtue	hyve	trust	0.719
honored	kunnioitettava	trust	0.719
virtuous	hyveellinen	trust	0.719
kindred	sukulais-	trust	0.719
charitable	hyväntekeväisyys-	trust	0.711
dedication	omistautuminen	trust	0.711
guarantee	takuu	trust	0.711
cooperation	yhteistyö	trust	0.711
creditable	kiitettävä	trust	0.711
consistency	johdonmukaisuus	trust	0.711
allegiance	alamaisuus	trust	0.711
cooperating	yhteistyössä	trust	0.711
straightforward	suora	trust	0.711
determination	päättäväisyys	trust	0.711
justice	oikeudenmukaisuus	trust	0.711
sanctuary	pyhäkkö	trust	0.703
nurture	vaalia	trust	0.703
innocent	viaton	trust	0.703
admire	ihailla	trust	0.703
assurance	varmuus	trust	0.703
morality	moraali	trust	0.703
prepared	valmis	trust	0.703
friendliness	ystävällisyys	trust	0.703
reliable	luotettava	trust	0.703
mentor	opastaja	trust	0.703
guardianship	holhous	trust	0.703
fulfilled	täyttyvät	trust	0.703
reverence	kunnioitus	trust	0.703
proof	todiste	trust	0.703
admiration	ihailu	trust	0.703
mother	äiti	trust	0.703
protected	suojattu	trust	0.703
motherhood	äitiys	trust	0.703
marriage	avioliitto	trust	0.695
skillful	taitava	trust	0.695
indestructible	rikkoutumaton	trust	0.695
guardian	holhooja	trust	0.695
accountable	vastuussa	trust	0.695
courage	rohkeus	trust	0.695
bodyguard	henkivartija	trust	0.695
agreeable	miellyttävä	trust	0.695
scientist	tiedemies	trust	0.695
allied	liittoutunut	trust	0.695
compassionate	myötätuntoinen	trust	0.695
humanitarian	humanitaarinen	trust	0.695
approving	hyväksyvä	trust	0.695
united	yhdistynyt	trust	0.695
pact	sopimus	trust	0.695
certified	varmennettu	trust	0.695
morals	moraali	trust	0.695
esteem	kunnioitus	trust	0.688
secure	turvallinen	trust	0.688
perfection	täydellisyys	trust	0.688
guidance	opastus	trust	0.688
competent	pätevä	trust	0.688
authenticity	aitous	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	oikeutettu	trust	0.688
humanity	ihmiskunta	trust	0.688
solidity	kiinteys	trust	0.688
adviser	neuvonantaja	trust	0.688
pledge	pantti	trust	0.688
believed	uskotaan	trust	0.688
understanding	ymmärtäminen	trust	0.688
monogamy	yksiavioisuus	trust	0.688
expertise	asiantuntemus	trust	0.680
diplomatic	diplomaattinen	trust	0.680
confidential	salassa pidettävä	trust	0.680
hope	toivoa	trust	0.680
protector	suojelija	trust	0.680
agreeing	sopimalla	trust	0.680
diligence	ahkeruus	trust	0.680
official	virallinen	trust	0.680
affirm	vakuuttaa	trust	0.680
indivisible	jakamaton	trust	0.680
grandfather	isoisä	trust	0.680
humble	nöyrä	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	asianajo	trust	0.680
elders	vanhimmat	trust	0.680
goodness	hyvyys	trust	0.680
commendable	kiitettävä	trust	0.680
inspire	innostaa	trust	0.680
approve	hyväksyä	trust	0.680
confide	tunnustaa jklle	trust	0.680
professional	ammattilainen	trust	0.680
familiarity	perehtyneisyys	trust	0.680
leader	johtaja	trust	0.680
confirmed	vahvistettu	trust	0.680
acceptance	hyväksyminen	trust	0.680
benevolence	hyväntahtoisuus	trust	0.672
dignity	arvokkuus	trust	0.672
harmoniously	harmonisesti	trust	0.672
mastery	mestaruus	trust	0.672
unwavering	horjumaton	trust	0.672
accredited	valtuutettu	trust	0.672
healing	paranemista	trust	0.672
encyclopedia	tietosanakirja	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	pyhittää	trust	0.672
cohesive	yhtenäinen	trust	0.672
covenant	liitto	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	virheetön	trust	0.672
safe	turvallinen	trust	0.672
intelligent	älykäs	trust	0.672
merit	ansio	trust	0.664
impeccable	moitteeton	trust	0.664
affirmatively	myöntävästi	trust	0.664
spiritual	hengellinen	trust	0.664
advocate	puolestapuhuja	trust	0.664
team	tiimi	trust	0.664
heroic	sankarillinen	trust	0.664
communicate	tiedottaa	trust	0.664
disciple	opetuslapsi	trust	0.664
expert	asiantuntija	trust	0.664
proficient	etevä	trust	0.664
specialist	asiantuntija	trust	0.664
ambassador	suurlähettiläs	trust	0.664
accept	hyväksyä	trust	0.664
attestation	todistaminen	trust	0.664
supporting	tuki-	trust	0.664
reliance	riippuvuus	trust	0.664
authority	auktoriteetti	trust	0.664
accountability	vastuullisuutta	trust	0.664
guidebook	opaskirja	trust	0.664
fulfillment	toteuttaminen	trust	0.664
strengthening	vahvistaminen	trust	0.661
familiar	tuttu	trust	0.656
facts	tosiasiat	trust	0.656
achieve	saavuttaa	trust	0.656
warranty	takuu	trust	0.656
structure	rakenne	trust	0.656
steadfast	järkkymätön	trust	0.656
favorable	suotuisa	trust	0.656
counsel	neuvo	trust	0.656
relationship	yhteys	trust	0.656
scientific	tieteellinen	trust	0.656
gentleman	herrasmies	trust	0.656
strength	vahvuus	trust	0.656
elder	vanhin	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	pyhyys	trust	0.656
excellent	erinomainen	trust	0.656
proficiency	pätevyys	trust	0.656
constancy	muuttumattomuus	trust	0.656
defended	puolusti	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	luottaa	trust	0.648
heroism	sankaruus	trust	0.648
peaceful	rauhallinen	trust	0.648
competency	pätevyys	trust	0.648
assuredly	varmasti	trust	0.648
brother	veli	trust	0.648
counselor	neuvonantaja	trust	0.648
successful	onnistunut	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	suojaava	trust	0.648
saint	pyhimys	trust	0.648
harmony	harmonia	trust	0.648
matrimony	avioliitto	trust	0.648
noble	jalo	trust	0.648
inspiration	inspiraatio	trust	0.648
academic	akateeminen	trust	0.648
assist	avustaa	trust	0.648
agreed	sovittu	trust	0.648
uphold	puolustaa	trust	0.648
comrade	toveri	trust	0.648
lovable	rakastettava	trust	0.648
advisable	suositeltava	trust	0.648
solidarity	solidaarisuus	trust	0.648
worthy	arvokas	trust	0.643
durability	kestävyys	trust	0.641
coexist	olla yhtä aikaa olemassa	trust	0.641
assure	vakuuttaa	trust	0.641
establish	perustaa	trust	0.641
benefactor	hyväntekijä	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	johtava	trust	0.641
loving	rakastava	trust	0.641
teacher	opettaja	trust	0.641
judiciary	oikeuslaitos	trust	0.641
conscientious	tunnollinen	trust	0.641
confidence	luottamus	trust	0.641
lawful	laillinen	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	vihitty	trust	0.641
champion	mestari	trust	0.641
unity	yhtenäisyys	trust	0.641
legal	oikeudellinen	trust	0.641
kind	kiltti	trust	0.641
credence	usko	trust	0.641
real	todellinen	trust	0.641
doctor	lääkäri	trust	0.641
intimate	intiimi	trust	0.634
hopeful	toiveikas	trust	0.633
fortitude	rohkeus	trust	0.633
physician	lääkäri	trust	0.633
brotherly	veljellinen	trust	0.633
aspiration	toive	trust	0.633
convincing	vakuuttava	trust	0.633
sanctification	sanktio	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	kunnianosoitus	trust	0.633
courageous	rohkea	trust	0.633
soundness	vakaus	trust	0.633
legitimacy	oikeutus	trust	0.633
endorse	hyväksyä	trust	0.633
fidelity	tarkkuus	trust	0.633
bless	siunata	trust	0.633
judicial	oikeudellinen	trust	0.633
important	tärkeä	trust	0.633
saintly	hurskas	trust	0.633
conscience	omatunto	trust	0.633
therapeutic	terapeuttinen	trust	0.633
authorize	valtuuttaa	trust	0.633
devotional	hartaus-	trust	0.633
practiced	harjoiteltu	trust	0.633
backbone	selkäranka	trust	0.633
approved	hyväksytty	trust	0.633
evident	ilmeinen	trust	0.625
encourage	kannustaa	trust	0.625
caretaker	talonmies	trust	0.625
regard	ottaa huomioon	trust	0.625
angel	enkeli	trust	0.625
engaged	kihloissa	trust	0.625
blessing	siunaus	trust	0.625
professorship	professuuri	trust	0.625
majestic	majesteettinen	trust	0.625
communication	viestintä	trust	0.625
purify	puhdistaa	trust	0.625
authorization	valtuutus	trust	0.625
wonderful	ihana	trust	0.625
achievement	saavutus	trust	0.625
fireman	palomies	trust	0.625
certify	varmentaa	trust	0.625
civilized	sivistynyt	trust	0.625
profound	syvällinen	trust	0.625
accurate	tarkka	trust	0.625
assured	varma	trust	0.625
positivity	positiivisuus	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	hyvä	trust	0.617
absolution	synninpäästö	trust	0.617
commend	kiittää	trust	0.617
cherish	vaalia	trust	0.617
fundamental	perus-	trust	0.617
advice	neuvot	trust	0.617
objective	tavoite	trust	0.617
optimism	optimismi	trust	0.617
testament	testamentti	trust	0.617
qualities	ominaisuudet	trust	0.617
haven	satama	trust	0.617
heroine	sankaritar	trust	0.617
constantly	alituisesti	trust	0.617
appreciation	arvostus	trust	0.617
triumphant	voittoisa	trust	0.617
accord	sopimus	trust	0.617
reassure	vakuuttaa	trust	0.617
truce	aselepo	trust	0.617
thoughtful	huomaavainen	trust	0.617
teach	opettaa	trust	0.617
god	Jumala	trust	0.617
corroborate	vahvistaa	trust	0.617
believer	uskovainen	trust	0.617
unimpeachable	moitteeton	trust	0.617
surety	takaaja	trust	0.617
attentive	tarkkaavainen	trust	0.617
gospel	gospel	trust	0.617
bedrock	kallioperä	trust	0.617
approvement	approvement	trust	0.617
planning	suunnittelu	trust	0.617
rational	järkevä	trust	0.617
passionate	intohimoinen	trust	0.617
happy	onnellinen	trust	0.609
babysitter	lapsenvahti	trust	0.609
brilliant	loistava	trust	0.609
praise	kehua	trust	0.609
definitive	lopullinen	trust	0.609
considerate	huomaavainen	trust	0.609
patron	suojelija	trust	0.609
scripture	Raamattu	trust	0.609
heal	parantaa	trust	0.609
praiseworthy	kiitettävä	trust	0.609
steward	stuertti	trust	0.609
awareness	tietoisuus	trust	0.609
officer	upseeri	trust	0.609
purification	puhdistaminen	trust	0.609
excel	kunnostautua	trust	0.609
civilization	sivistys	trust	0.609
liking	mieleen	trust	0.609
comfort	mukavuus	trust	0.609
magnificence	komeus	trust	0.609
notary	notaari	trust	0.609
progression	eteneminen	trust	0.609
mediator	sovittelija	trust	0.609
blessings	siunaukset	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	suositella	trust	0.609
brave	urhea	trust	0.602
experienced	kokenut	trust	0.602
steady	vakaa	trust	0.602
enlightenment	valistus	trust	0.602
brighten	kirkastaa	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	täyttää	trust	0.602
witness	todistaja	trust	0.602
humility	nöyryys	trust	0.602
sympathetic	sympaattinen	trust	0.602
helpful	hyödyllinen	trust	0.602
symmetry	symmetria	trust	0.602
unquestionable	kiistaton	trust	0.602
peace	rauha	trust	0.602
transcendence	tuonpuoleisuuden	trust	0.602
serenity	tyyneys	trust	0.602
embrace	omaksua	trust	0.602
inspired	innoittunut	trust	0.602
mainstay	kantava voima	trust	0.602
unconditional	ehdoton	trust	0.602
guarded	varovainen	trust	0.602
identify	tunnistaa	trust	0.602
marry	naida	trust	0.594
grant	myöntää	trust	0.594
depend	riippua	trust	0.594
complimentary	ilmainen	trust	0.594
spouse	puoliso	trust	0.594
tranquility	tyyneys	trust	0.594
vigilant	valpas	trust	0.594
ministry	ministeriö	trust	0.594
fairly	melko	trust	0.594
philanthropic	hyväntekeväisyys-	trust	0.594
openly	avoimesti	trust	0.594
