word	Basque-eu	emotion	emotion-intensity-score
irritation	narritadurak	sadness	0.470
unfortunate	Penagarria	sadness	0.469
illegal	legez kanpoko	sadness	0.469
sedition	sedizioa	sadness	0.469
penal	zigor	sadness	0.469
uneasiness	uneasiness	sadness	0.469
measles	Elgorria	sadness	0.469
ail	ail	sadness	0.469
unfavorable	kontrako	sadness	0.469
dashed	marratxodun	sadness	0.469
fallout	erori	sadness	0.469
collusion	collusion	sadness	0.469
vulnerability	ahultasun	sadness	0.469
leftout	NO TRANSLATION	sadness	0.469
recidivism	recidivism	sadness	0.469
penalty	zigorra	sadness	0.469
criticize	kritikatzea	sadness	0.469
segregate	bereiztea	sadness	0.469
uncaring	uncaring	sadness	0.469
domination	dominazioaren	sadness	0.469
perversion	perbertsio	sadness	0.469
pernicious	kaltegarri	sadness	0.469
convict	convict	sadness	0.469
expulsion	kanporatzea	sadness	0.469
conflict	gatazka	sadness	0.469
disapproval	gaitzespena	sadness	0.469
collapse	kolapso	sadness	0.469
frustrate	zapuztea	sadness	0.469
moody	Moody	sadness	0.469
frayed	frayed	sadness	0.467
infamy	infamy	sadness	0.464
plunder	espoliazioa	sadness	0.461
depreciated	amortizatuta	sadness	0.460
wane	wane	sadness	0.456
badly	gaizki	sadness	0.455
unlawful	legez kanpokoa	sadness	0.455
bittersweet	gazi-gozoa	sadness	0.453
fell	jaitsi	sadness	0.453
vulgarity	vulgarity	sadness	0.453
upheaval	askok ekin	sadness	0.453
criticise	kritikatzea	sadness	0.453
foreclose	foreclose	sadness	0.453
revolver	errebolberra	sadness	0.453
wrongly	gaizki	sadness	0.453
surrender	surrender	sadness	0.453
disapprove	gaitzetsi	sadness	0.453
tribulation	tribulation	sadness	0.453
despotism	despotismoa	sadness	0.453
wreck	Wreck	sadness	0.453
memorials	monumentuak	sadness	0.453
gone	joan	sadness	0.453
confiscate	confiscate	sadness	0.453
inhospitable	babesgabe	sadness	0.453
refugee	errefuxiatu	sadness	0.453
secluded	secluded	sadness	0.453
frown	frown	sadness	0.453
worse	okerrago	sadness	0.453
inability	ezintasuna	sadness	0.453
avalanche	mendizale	sadness	0.453
perplexity	nahasita	sadness	0.453
doldrums	doldrums	sadness	0.453
scarcity	eskasia	sadness	0.453
discriminate	diskriminatu	sadness	0.453
invade	inbaditu	sadness	0.453
lowly	lowly	sadness	0.448
lone	bakarti	sadness	0.446
guillotine	gillotina	sadness	0.446
encumbrance	karga	sadness	0.441
annulment	annulment	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	inkomunikazio	sadness	0.439
bummer	bummer	sadness	0.439
delirious	zoroak	sadness	0.439
bum	bum	sadness	0.438
rejects	arbuiatu	sadness	0.438
futile	futile	sadness	0.438
departure	irteera	sadness	0.438
disconnected	deskonektatu	sadness	0.438
lunacy	lunacy	sadness	0.438
coercion	indarkeriaren	sadness	0.438
fugitive	Iheslari	sadness	0.438
disapproved	gaitzetsi	sadness	0.438
paucity	paucity	sadness	0.438
blues	blues	sadness	0.438
ghetto	ghetto	sadness	0.438
cancellation	baliogabetzeko	sadness	0.438
imprudent	burugabe	sadness	0.438
forbid	debekatzeko	sadness	0.438
sympathize	sinpatia	sadness	0.438
problem	arazoa	sadness	0.438
abscess	absceso	sadness	0.438
insolvency	kaudimengabezia	sadness	0.438
indigent	indigent	sadness	0.438
apathetic	apatiko	sadness	0.438
pensive	pentsakor	sadness	0.438
lethargy	lozorrotik	sadness	0.438
disagreement	desadostasuna	sadness	0.438
stigma	estigma	sadness	0.438
detainee	atxilotuaren	sadness	0.438
farewell	agur	sadness	0.438
insignificant	hutsala	sadness	0.438
diminish	murriztu	sadness	0.438
dislocated	dislocated	sadness	0.438
emotional	emozionala	sadness	0.438
unattainable	eskuraezina	sadness	0.438
animosity	animosity	sadness	0.438
deflate	Deflate	sadness	0.438
appendicitis	apendizitis	sadness	0.438
restriction	murrizketa	sadness	0.438
underpaid	underpaid	sadness	0.438
disapproving	disapproving	sadness	0.438
absent	absent	sadness	0.438
darkened	iluntzen	sadness	0.438
disqualified	kanporatua	sadness	0.435
bothering	bothering	sadness	0.435
tripping	tripping	sadness	0.429
sunk	hondoratuta	sadness	0.426
retribution	ordainsari	sadness	0.424
draining	hustutzen	sadness	0.424
varicella	varicella	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	zorgindutako	sadness	0.422
dispassionate	dispassionate	sadness	0.422
deviation	desbideraketa	sadness	0.422
thief	Sustrai	sadness	0.422
cyst	cyst	sadness	0.422
beggar	eskale	sadness	0.422
falling	erortzen	sadness	0.422
neuralgia	neuralgia	sadness	0.422
unequal	desorekatua	sadness	0.422
jarring	jarring	sadness	0.422
bad	txarra	sadness	0.422
rip	Elgea	sadness	0.422
handicap	urritasuna	sadness	0.422
cardiomyopathy	cardiomyopathy	sadness	0.422
cutting	ebaketa	sadness	0.422
unwelcome	unwelcome	sadness	0.422
scarce	urria	sadness	0.422
wrongdoing	wrongdoing	sadness	0.422
insolvent	insolvent	sadness	0.422
difficulties	zailtasunak	sadness	0.421
invader	erasotzaile	sadness	0.420
drab	drab	sadness	0.420
fall	erori	sadness	0.418
illegitimate	legitimoa	sadness	0.416
expel	kanporatzeko	sadness	0.414
meaningless	zentzugabeak	sadness	0.409
darkness	iluntasuna	sadness	0.409
syncope	sinkopa	sadness	0.407
stroke	trazua	sadness	0.406
hoax	iruzurra	sadness	0.406
darken	ilundu	sadness	0.406
precarious	prekarioak	sadness	0.406
subjected	jasaten	sadness	0.406
feudalism	feudalismoaren	sadness	0.406
fury	haserrea	sadness	0.406
bitch	puta	sadness	0.406
enmity	etsaigoa	sadness	0.406
wildfire	Wildfire	sadness	0.406
obnoxious	obnoxious	sadness	0.406
confine	confine	sadness	0.406
fatigued	fatigued	sadness	0.406
fault	akats	sadness	0.406
unsatisfied	bete gabeko	sadness	0.405
spank	spank	sadness	0.403
deluge	deluge	sadness	0.402
sigh	hasperen	sadness	0.402
spinster	spinster	sadness	0.400
blue	urdinak	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	dietelako	sadness	0.398
embarrass	embarrass	sadness	0.394
pitfall	pitfall	sadness	0.394
pointless	pointless	sadness	0.394
seriousness	seriotasun	sadness	0.394
monsoon	montzoi	sadness	0.391
debt	zor	sadness	0.391
exhausted	agortu	sadness	0.391
stretcher	ohatila	sadness	0.391
condescension	condescension	sadness	0.391
dwarfed	nanoak	sadness	0.391
inefficient	eraginkorra	sadness	0.391
ravenous	ravenous	sadness	0.391
rue	rue	sadness	0.391
banshee	banshee	sadness	0.391
daemon	daemon	sadness	0.391
feeble	ahula	sadness	0.391
coldness	hoztasuna	sadness	0.391
ifonly	ifonly	sadness	0.391
insulting	iraintzen	sadness	0.391
trickery	trickery	sadness	0.391
noose	noose	sadness	0.391
punch	zulatu	sadness	0.391
reproach	reproach	sadness	0.391
ineptitude	ineptitude	sadness	0.391
refused	ukatu	sadness	0.391
cage	kaiola	sadness	0.391
brute	brute	sadness	0.391
subvert	iraultzeko	sadness	0.384
jealousy	jelosia	sadness	0.382
geriatric	geriatriko	sadness	0.379
miss	miss	sadness	0.379
struggle	borroka	sadness	0.379
inexcusable	inexcusable	sadness	0.379
descent	jaitsiera	sadness	0.377
entangled	korapilatu	sadness	0.377
ashes	errautsak	sadness	0.377
exhaustion	neke	sadness	0.375
blackness	Beltza hobeto	sadness	0.375
funk	funk	sadness	0.375
disqualify	sarietatik	sadness	0.375
slump	slump	sadness	0.375
inconsiderate	inconsiderate	sadness	0.375
noncompliance	noncompliance	sadness	0.375
goodbye	agur	sadness	0.375
sucks	sucks	sadness	0.375
landslide	luizi	sadness	0.375
overcast	estalia	sadness	0.375
rabid	rabid	sadness	0.375
inferior	inferior	sadness	0.375
murky	murky	sadness	0.375
prostitution	prostituzioa	sadness	0.375
scar	scar	sadness	0.375
dispel	uxatu	sadness	0.375
parting	parting	sadness	0.375
wasting	alferrik galtzen	sadness	0.375
withdraw	erretiratuko	sadness	0.375
oust	oust	sadness	0.375
sympathy	sinpatia	sadness	0.375
delay	atzerapenik	sadness	0.373
unattractive	unattractive	sadness	0.373
apologize	Barkatu	sadness	0.370
crazy	zoro	sadness	0.368
bastard	kabroia	sadness	0.366
deteriorated	txarrera	sadness	0.365
inter	arteko	sadness	0.364
empty	Hutsik	sadness	0.364
mocking	mocking	sadness	0.363
adder	adder	sadness	0.361
hindering	oztopatuz	sadness	0.359
flounder	flounder	sadness	0.359
hunter	ehiztari	sadness	0.359
unable	ezin	sadness	0.359
fruitless	antzuak	sadness	0.359
arraignment	arraignment	sadness	0.359
tremor	dardara	sadness	0.359
taunt	taunt	sadness	0.359
fainting	Desmayo	sadness	0.359
plaintive	negarti	sadness	0.359
defendant	salatua	sadness	0.359
disconnect	deskonektatzeko	sadness	0.359
servile	morroi	sadness	0.359
unsuccessful	arrakastarik	sadness	0.359
unemployed	langabezian	sadness	0.359
austere	soila	sadness	0.359
lockup	lockup	sadness	0.359
numbness	numbness	sadness	0.359
wrangling	liskarrak	sadness	0.359
misunderstanding	Gaizki ulertu	sadness	0.359
obesity	obesitatea	sadness	0.359
idiocy	Idiocy	sadness	0.359
consecration	consagración	sadness	0.359
perpetrator	perpetrator	sadness	0.359
doubt	Zalantzarik	sadness	0.359
affront	laido	sadness	0.359
unpopular	atseginak	sadness	0.359
inefficiency	eraginkortasunik eza	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	fuss	sadness	0.359
unrest	istiluetan	sadness	0.351
intervention	esku-hartzea	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	hondakin	sadness	0.348
absentee	absentee	sadness	0.348
spoiler	spoiler	sadness	0.348
flaw	akats	sadness	0.347
blindly	blindly	sadness	0.344
thrash	thrash	sadness	0.344
furrow	furrow	sadness	0.344
militia	milizia	sadness	0.344
litigate	auzitan	sadness	0.344
stained	stained	sadness	0.344
uninspired	uninspired	sadness	0.344
uninvited	Gonbidapen gabeko	sadness	0.344
detention	atxiloketa	sadness	0.344
surgery	kirurgia	sadness	0.344
lawsuit	auzia	sadness	0.344
specter	Specter	sadness	0.344
desert	basamortuko	sadness	0.344
attenuation	attenuation	sadness	0.344
forfeit	uko	sadness	0.344
plea	erregu	sadness	0.344
cumbersome	astuna	sadness	0.344
resigned	dimisioa aurkeztu	sadness	0.344
lagging	lagging	sadness	0.344
intercede	jardun dezaten	sadness	0.344
myopia	miopia	sadness	0.339
unaccountable	ulergaitza	sadness	0.339
mishap	mishap	sadness	0.338
probation	zentzagarriko	sadness	0.336
disagreeing	desadostasuna	sadness	0.333
severance	severance	sadness	0.333
bacteria	bakteriak	sadness	0.328
adrift	noraezean	sadness	0.328
squall	squall	sadness	0.328
nether	nether	sadness	0.328
leave	utzi	sadness	0.328
incompetent	incompetent	sadness	0.328
endless	amaigabeak	sadness	0.328
unacceptable	onartezina	sadness	0.328
bondage	bondage	sadness	0.328
dependence	menpekotasun	sadness	0.328
sterile	antzua	sadness	0.328
unacknowledged	unacknowledged	sadness	0.328
disallowed	debekatu	sadness	0.328
nepotism	nepotism	sadness	0.328
soreness	soreness	sadness	0.328
scold	scold	sadness	0.327
flaccid	flaccid	sadness	0.324
hobo	hobo	sadness	0.323
fragile	hauskor	sadness	0.319
stingy	zeken	sadness	0.319
sue	sue	sadness	0.318
scarcely	apenas	sadness	0.318
mistake	akats	sadness	0.312
committal	committal	sadness	0.312
fatty	gantz	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	thresh	sadness	0.312
skid	SKID	sadness	0.312
hamstring	hamstring	sadness	0.312
nonsensical	zentzugabeko	sadness	0.312
ulcer	ultzera	sadness	0.312
defy	defy	sadness	0.312
nostalgia	nostalgia	sadness	0.312
inhibit	galarazteko	sadness	0.312
clouded	clouded	sadness	0.312
evanescence	hutsaltasun	sadness	0.312
conceal	ezkutatzen	sadness	0.311
blemish	akats	sadness	0.310
resisting	erresistentzian	sadness	0.309
sympathetic	jatorra	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	aitor	sadness	0.303
opium	opioa	sadness	0.303
alas	ai	sadness	0.302
setback	atzerakada	sadness	0.297
halting	itzaltzeko	sadness	0.297
incase	kasuan	sadness	0.297
inappropriate	egokitzat	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migraine	sadness	0.297
incompatible	bateraezina	sadness	0.297
dull	tristea	sadness	0.297
discontinuity	eza	sadness	0.297
wrinkled	zimur	sadness	0.297
suppress	kendu	sadness	0.297
weak	ahula	sadness	0.297
mislead	engainatuta	sadness	0.297
subsidence	Subsidentzia	sadness	0.297
hermit	ermitau	sadness	0.296
moving	mugitzen	sadness	0.295
shrink	txikitu	sadness	0.295
shiver	hotzikara	sadness	0.291
tramp	tramp	sadness	0.288
constraint	murriztapen	sadness	0.288
unimportant	garrantzirik	sadness	0.288
rubble	hondakinen	sadness	0.282
excluding	salbuetsiz	sadness	0.281
revoke	ezeztatu	sadness	0.281
negro	negro	sadness	0.281
shortage	eskasia	sadness	0.281
wearily	wearily	sadness	0.281
grey	grisa	sadness	0.281
senseless	zentzugabeak	sadness	0.281
overdue	atzeratutako	sadness	0.281
flinch	kuzkurtu	sadness	0.281
adverse	kaltegarriak	sadness	0.281
remove	kendu	sadness	0.281
grumpy	erretxinaz	sadness	0.281
flop	flop	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	aitortza	sadness	0.281
timid	herabe	sadness	0.281
down	behera	sadness	0.281
unseat	unseat	sadness	0.281
apathy	apatia	sadness	0.281
taint	Taínta	sadness	0.281
black	beltza	sadness	0.281
knell	knell	sadness	0.275
jurisprudence	jurisprudentzia	sadness	0.273
humbled	apal	sadness	0.273
confusion	nahasmena	sadness	0.273
soldier	soldadu	sadness	0.273
throb	throb	sadness	0.273
gray	grisa	sadness	0.269
obstacle	oztopo	sadness	0.266
lax	lax	sadness	0.266
eternity	betikotasunaren	sadness	0.266
leaving	utziz	sadness	0.266
unrealistic	unrealistic	sadness	0.266
mixedemotions	mixedemotions	sadness	0.266
slur	slur	sadness	0.266
drifted	drifted	sadness	0.266
remiss	remiss	sadness	0.266
shack	txabola	sadness	0.266
inconvenient	deserosoa	sadness	0.263
restrict	mugatu	sadness	0.259
misrepresentation	desitxuratuz	sadness	0.259
stagnant	geldituta	sadness	0.259
disservice	disservice	sadness	0.258
backwater	backwater	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	basamortura	sadness	0.255
wasteful	xahuketa	sadness	0.250
labored	nekatu	sadness	0.250
uneducated	familiak	sadness	0.250
incomplete	osatu gabe	sadness	0.250
older	zaharragoak	sadness	0.250
speculation	espekulazioa	sadness	0.250
undying	undying	sadness	0.250
pine	pinua	sadness	0.250
tempest	ekaitza	sadness	0.250
humbug	Humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	gullible	sadness	0.250
unexplained	unexplained	sadness	0.250
communism	komunismoa	sadness	0.250
error	error	sadness	0.250
anchorage	Ainguraketa	sadness	0.250
rainyday	egun euritsua	sadness	0.242
demonstrative	erakusleak	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	derrigortasun	sadness	0.236
boredom	boredom	sadness	0.235
misty	misty	sadness	0.234
warp	okertu	sadness	0.234
trash	trash	sadness	0.234
burke	burke	sadness	0.234
hollow	hutsak	sadness	0.234
void	hutsunea	sadness	0.234
healing	sendatzeko	sadness	0.234
cloudy	lainotu	sadness	0.234
blockade	blokeoa	sadness	0.234
depart	irteten	sadness	0.234
uninteresting	izanarren	sadness	0.234
cancel	bertan behera	sadness	0.234
sentence	esaldi	sadness	0.234
foggy	lainotsua	sadness	0.234
pale	hitsa	sadness	0.234
case	Kasu	sadness	0.228
rainy	euritsua	sadness	0.227
onerous	kostubidez	sadness	0.223
bottom	behean	sadness	0.223
uninterested	uninterested	sadness	0.223
fasting	BARAUALDI	sadness	0.220
indifference	axolagabekeria	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	jarduteko	sadness	0.219
discolored	discolored	sadness	0.219
blunder	blunder	sadness	0.219
thirst	egarria	sadness	0.219
dole	langabezian	sadness	0.219
pious	jainkozale	sadness	0.219
cocaine	kokaina	sadness	0.218
tough	gogorra	sadness	0.212
lower	baxuagoa	sadness	0.203
sprain	sprain	sadness	0.203
arid	lehorretan	sadness	0.203
fat	potolo	sadness	0.203
revolution	iraultza	sadness	0.203
chilly	chilly	sadness	0.203
chargeable	ordaindu	sadness	0.203
sluggish	geldoegi	sadness	0.203
yucky	yucky	sadness	0.203
hoary	hoary	sadness	0.203
wanting	gogoa	sadness	0.202
progression	progresio	sadness	0.201
closure	itxiera	sadness	0.195
unbeaten	unbeaten	sadness	0.193
veal	txekor	sadness	0.188
retirement	erretiroa	sadness	0.188
oddity	bitxikeria	sadness	0.188
heartfelt	hunkigarria	sadness	0.188
meh	meh	sadness	0.188
invalid	baliogabe	sadness	0.188
tease	tease	sadness	0.188
splitting	splitting	sadness	0.188
interrupted	eten	sadness	0.188
rumor	zurrumurrua	sadness	0.188
cataract	katarata	sadness	0.188
rack	rack	sadness	0.188
halter	HALTER	sadness	0.188
cold	hotz	sadness	0.188
concerned	kezkatuta	sadness	0.184
sarcasm	sarkasmoa	sadness	0.181
strip	banda	sadness	0.179
esteem	autoestimua	sadness	0.172
feeling	sentimendu	sadness	0.172
overload	gainkarga	sadness	0.172
divided	banatzen	sadness	0.172
memories	oroitzapenak	sadness	0.172
sap	izerdia	sadness	0.172
eschew	eschew	sadness	0.172
cupping	cupping	sadness	0.172
destination	helmuga	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	mugatua	sadness	0.167
rain	euri	sadness	0.163
willful	nahita	sadness	0.160
untitled	untitled	sadness	0.157
weeds	belar txarrak	sadness	0.156
stint	stint	sadness	0.156
cross	zeharkatzen	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	inconsequential	sadness	0.152
procession	prozesioa	sadness	0.152
tax	zerga	sadness	0.142
lesbian	lesbiana	sadness	0.141
emo	eMO	sadness	0.141
overpriced	overpriced	sadness	0.141
tolerate	jasaten	sadness	0.141
mug	mug	sadness	0.141
weight	pisua	sadness	0.141
touchy	touchy	sadness	0.140
kennel	CRIADERO	sadness	0.130
grounded	oinarrituak	sadness	0.130
late	berandu	sadness	0.125
theocratic	teokratikoaren	sadness	0.125
clouds	hodeiak	sadness	0.125
terrific	emanaldirik	sadness	0.125
commemorate	ospatzeko	sadness	0.125
meek	meek	sadness	0.125
stillness	isiltasun	sadness	0.125
sisterhood	sisterhood	sadness	0.125
socialist	sozialista	sadness	0.125
unpaid	ordaindu gabeko	sadness	0.125
margin	marjina	sadness	0.125
default	lehenetsi	sadness	0.121
lace	parpailak	sadness	0.118
unpublished	argitaragabeak	sadness	0.116
interested	interesa	sadness	0.114
fortress	gotorlekua	sadness	0.110
fleece	polarra	sadness	0.109
rating	puntuazioa	sadness	0.109
lush	minaren	sadness	0.109
harry	harry	sadness	0.109
priesthood	apaizgoa	sadness	0.109
orchestra	orkestra	sadness	0.109
ultimate	azken	sadness	0.109
sanctify	sanctifica	sadness	0.108
income	errentaren	sadness	0.100
sonnet	soneto	sadness	0.094
winning	irabazi	sadness	0.094
quiet	lasai	sadness	0.094
boo	boo	sadness	0.094
vainly	alferrik	sadness	0.091
wet	bustia	sadness	0.078
hug	besarkada	sadness	0.078
hut	etxola	sadness	0.078
ovation	txaloaldiak	sadness	0.078
humble	apal	sadness	0.078
motivating	motibagarria	sadness	0.078
opera	opera	sadness	0.078
treat	tratatzeko	sadness	0.076
hymn	ereserkia	sadness	0.064
honest	zintzo	sadness	0.062
relics	erlikiak	sadness	0.061
couch	sofan	sadness	0.060
waffle	Waffle	sadness	0.047
shell	oskol	sadness	0.045
musical	musikala	sadness	0.045
savor	usai	sadness	0.034
vote	boto	sadness	0.031
napkin	napkin	sadness	0.031
sing	abestu	sadness	0.017
music	musika	sadness	0.016
mother	ama	sadness	0.016
nutritious	nutritiboa	sadness	0.015
lovely	ederra	sadness	0.009
art	art	sadness	0.000
romance	amodioa	sadness	0.000
liquor	likoreak	sadness	0.000
sweetheart	maitea	sadness	0.000
surprise	sorpresa	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	lehertu	surprise	0.906
explosion	leherketa	surprise	0.898
explosive	lehergai	surprise	0.883
ambush	segada	surprise	0.883
eruption	erupzioa	surprise	0.883
frighten	beldurtu	surprise	0.875
startle	startle	surprise	0.875
surprisingly	harrigarriro	surprise	0.875
shockingly	shockingly	surprise	0.875
surprising	harrigarria	surprise	0.867
frightened	izutu	surprise	0.867
surprised	harrituta	surprise	0.867
thrilling	zirraragarria	surprise	0.859
miracle	mirari	surprise	0.859
outburst	outburst	surprise	0.859
blast	eztanda	surprise	0.852
alarm	alarma	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	Thunderstruck	surprise	0.844
shock	shock	surprise	0.844
fright	beldurra	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	ustekabean	surprise	0.836
catastrophe	katastrofe	surprise	0.836
dazzle	dazzle	surprise	0.836
emergency	larrialdi	surprise	0.828
bewilderment	harridura	surprise	0.828
suddenly	bat-batean	surprise	0.828
startling	harrigarria	surprise	0.828
astound	harritu	surprise	0.820
stunned	stunned	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	lurrikara	surprise	0.812
disaster	Hondamendi	surprise	0.812
astonish	harrituko	surprise	0.805
astonishment	Berako	surprise	0.805
climax	buruko pilota	surprise	0.805
aghast	aghast	surprise	0.805
scare	uxatzen	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	bonba	surprise	0.789
erupt	lehertuko	surprise	0.789
exclaim	deiadar	surprise	0.789
amazement	harridura	surprise	0.781
detonate	detonate	surprise	0.773
alarming	kezkagarria	surprise	0.773
miraculous	Milagrosa	surprise	0.773
invade	inbaditu	surprise	0.773
raid	raid	surprise	0.773
abduction	bahiketa	surprise	0.773
kidnap	bahiketa	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	jasanezinak	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	ezusteko	surprise	0.758
unimaginable	pentsaezinak	surprise	0.750
erratic	alderrai	surprise	0.750
accident	istripua	surprise	0.750
outrageous	outrageous	surprise	0.750
flinch	kuzkurtu	surprise	0.742
blitz	blitz	surprise	0.742
petrify	harritzen	surprise	0.742
slaughter	Sarraski	surprise	0.742
horror	beldurrezko	surprise	0.742
amaze	harrituko	surprise	0.742
bewilder	ahozabalik	surprise	0.742
wreck	Wreck	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	zirrara	surprise	0.734
frenetic	frenetikoak	surprise	0.734
frantic	Frenet	surprise	0.734
crash	hutsegite	surprise	0.734
sudden	Bat-bateko	surprise	0.727
riotous	riotous	surprise	0.727
vanished	desagertu	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	outcry	surprise	0.727
bewildered	aztoratu	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotaje	surprise	0.719
shriek	garrasi	surprise	0.719
breathless	Arnasa	surprise	0.719
scream	garrasi	surprise	0.719
manslaughter	Manslaughter	surprise	0.719
rupture	haustura	surprise	0.719
unanticipated	aurreikusi gabeko	surprise	0.719
amazedness	amazedness	surprise	0.719
uncontrollable	kontrolik gabeko	surprise	0.711
unexpected	ustekabeko	surprise	0.711
electrify	argindarra	surprise	0.711
stun	STUN	surprise	0.711
shot	jaurtiketa	surprise	0.711
avalanche	mendizale	surprise	0.711
gasp	gasp	surprise	0.711
unforeseen	ezusteko	surprise	0.703
slam	slam	surprise	0.703
surge	areagotu	surprise	0.703
intruder	intruder	surprise	0.703
abrupt	bortitza	surprise	0.703
suspense	suspense	surprise	0.703
devastation	suntsiketak	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	lurrunkortasun	surprise	0.695
excite	urduritu	surprise	0.695
unprecedented	aurrekaririk	surprise	0.695
stab	labankada	surprise	0.695
urgent	premiazko	surprise	0.695
yell	garrasi	surprise	0.695
strike	greba	surprise	0.695
disturbance	traba	surprise	0.688
carnage	sarraski	surprise	0.688
spectacular	ikusgarri	surprise	0.688
incredible	sinestezina	surprise	0.688
recklessness	recklessness	surprise	0.680
slap	Slap	surprise	0.680
monstrous	gehiegikeriak	surprise	0.680
clamor	clamor	surprise	0.680
thrill	emozioa	surprise	0.680
accidentally	ustekabean	surprise	0.672
accidental	istripuz	surprise	0.672
striking	deigarria	surprise	0.672
captivate	liluratzen	surprise	0.672
exhilaration	exhilaration	surprise	0.672
terrorist	terrorista	surprise	0.672
inexplicable	azalpenik	surprise	0.672
exciting	zirraragarria	surprise	0.672
topple	iraultzea	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	sumendi	surprise	0.664
revolution	iraultza	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	incendiary	surprise	0.656
revolt	matxinada	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	unspeakable	surprise	0.656
bloodshed	bloodshed	surprise	0.656
cyclone	zikloi	surprise	0.648
violent	bortitza	surprise	0.648
disruption	etenaldiak	surprise	0.648
spellbound	Hechizado	surprise	0.648
unsuspecting	sineskorren	surprise	0.648
mutiny	matxinada	surprise	0.648
attacking	erasotzeko	surprise	0.648
unintended	ustekabeko	surprise	0.648
amazingly	amazingly	surprise	0.648
epidemic	epidemia	surprise	0.648
shout	oihu	surprise	0.641
screech	screech	surprise	0.641
wildfire	Wildfire	surprise	0.641
indescribable	izugarriak	surprise	0.641
enthusiasm	gogo	surprise	0.641
excitation	kitzikapen	surprise	0.641
tumult	iskanbila	surprise	0.641
improvisation	inprobisazioa	surprise	0.641
anomaly	anomalia	surprise	0.633
apparition	agerpena	surprise	0.633
treachery	traizioa	surprise	0.633
presto	Presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	incierto	surprise	0.633
plunder	espoliazioa	surprise	0.633
tempest	ekaitza	surprise	0.625
trick	trick	surprise	0.625
slaughtering	hilketa	surprise	0.625
wonderment	wonderment	surprise	0.625
excited	ilusioa	surprise	0.625
sorcery	sorginkeriarekin	surprise	0.625
murderous	hiltzaile	surprise	0.625
urgency	premia	surprise	0.625
distress	apuros	surprise	0.625
mystery	misterio	surprise	0.625
trickery	trickery	surprise	0.617
intense	bizia	surprise	0.617
vanish	desagertu	surprise	0.617
murder	hilketa	surprise	0.617
quickness	azkartasuna	surprise	0.617
intrusive	intrusiboak	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	antifaz	surprise	0.609
coup	golpe	surprise	0.609
splash	harrerako	surprise	0.609
thief	Sustrai	surprise	0.609
magical	magikoa	surprise	0.609
unstable	ezegonkorra	surprise	0.609
shatter	apurtu	surprise	0.609
strangle	itotzeko	surprise	0.609
defy	defy	surprise	0.602
deluge	deluge	surprise	0.602
inconceivable	pentsaezina	surprise	0.602
jubilee	ezteiak	surprise	0.602
stupor	stupor	surprise	0.602
tackle	hor	surprise	0.602
assail	oldarrarazten	surprise	0.602
betray	betray	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	alertak	surprise	0.594
lightning	tximista	surprise	0.594
mishap	mishap	surprise	0.594
shrill	ozena	surprise	0.594
stupendous	stupendous	surprise	0.594
mysterious	misteriotsu	surprise	0.586
paralyzed	geldiarazi	surprise	0.586
randomly	ausaz	surprise	0.586
bonus	bonus	surprise	0.586
deceit	iruzur	surprise	0.586
wild	basa	surprise	0.586
pitfall	pitfall	surprise	0.586
wondrous	wondrous	surprise	0.586
uncanny	harrigarria	surprise	0.586
electric	elektrikoa	surprise	0.578
oddity	bitxikeria	surprise	0.578
