word	Maori-mi	emotion	emotion-intensity-score
humanitarian	atawhai tangata	surprise	0.195
unfulfilled	kaore i oti	surprise	0.195
precious	utu nui	surprise	0.195
obliging	Tuhinga o mua	surprise	0.188
singularly	motuhake	surprise	0.188
foresee	Tuhinga o mua	surprise	0.180
pray	inoi	surprise	0.180
graduation	whakangungu	surprise	0.180
lovely	ataahua	surprise	0.180
sun	ra	surprise	0.172
art	toi	surprise	0.172
mouth	waha	surprise	0.172
youth	taitamariki	surprise	0.172
thirst	matewai	surprise	0.172
young	taitamariki	surprise	0.164
goodness	pai	surprise	0.164
overdue	Tuhinga	surprise	0.156
visor	Tuhinga	surprise	0.156
practiced	mahi	surprise	0.156
latent	Tuhinga o mua	surprise	0.156
loyal	pono	surprise	0.148
expect	tumanako	surprise	0.148
destination	ūnga	surprise	0.148
wireless	ahokore	surprise	0.148
quote	whakahua	surprise	0.141
slush	pupuhi	surprise	0.141
infant	tamaiti	surprise	0.141
cream	kirīmi	surprise	0.141
playground	papa takaro	surprise	0.133
organization	whakahaere	surprise	0.125
teach	ako	surprise	0.125
vote	pōti	surprise	0.125
smile	ataata	surprise	0.117
weight	te taimaha	surprise	0.117
dolphin	whara	surprise	0.117
sisterhood	tuahine	surprise	0.109
cable	taura	surprise	0.109
sunny	matenui	surprise	0.102
steady	u	surprise	0.094
leisure	waatea	surprise	0.086
peaceful	te rangimarie	surprise	0.086
spa	kaukau	surprise	0.086
tree	rakau	surprise	0.078
picnic	pikiniki	surprise	0.078
worm	kutukutu	surprise	0.055
truthfulness	pono	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	pono	trust	0.867
honest	pono	trust	0.844
honesty	pono	trust	0.844
honor	whakahonore	trust	0.844
truth	pono	trust	0.844
truthful	pono	trust	0.836
trusting	te ti'aturi	trust	0.836
brotherhood	teina	trust	0.820
entrust	whakawhirinaki	trust	0.812
committed	mahi	trust	0.805
integrity	tika	trust	0.805
loyalty	te pono	trust	0.805
honorable	whakahonore	trust	0.805
credibility	whaimana	trust	0.805
trust	whakawhirinaki	trust	0.805
faithful	pono	trust	0.797
sincere	pono	trust	0.797
responsible	kawenga	trust	0.789
partnership	mahi ngātahi	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	poto	trust	0.789
oath	oati	trust	0.781
verification	taunakitanga	trust	0.781
vow	taurangi	trust	0.781
cooperative	mahi ngātahi	trust	0.781
respectable	whakaute	trust	0.773
credible	whaimana	trust	0.773
hero	hero	trust	0.773
sisterhood	tuahine	trust	0.773
promise	Tuhinga o mua	trust	0.773
verified	ka whakamana	trust	0.773
qualified	tohu	trust	0.766
respected	whakaute	trust	0.766
authentication	te whakamotuhēhētanga	trust	0.766
compassion	aroha	trust	0.759
reputable	rongonui	trust	0.758
safekeeping	te tiaki	trust	0.758
reliability	te ti'aturi	trust	0.758
moral	te moemoeka	trust	0.758
love	aroha	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	whakaaetanga	trust	0.758
stable	taumau	trust	0.750
friend	hoa	trust	0.750
genuine	pono	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	matatau	trust	0.750
loyal	pono	trust	0.750
ally	hoa	trust	0.750
safeguard	tiaki	trust	0.750
companion	hoa	trust	0.750
advised	tohutohu	trust	0.750
authentic	pono	trust	0.750
respect	whakaute	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	Tuhinga o mua	trust	0.742
proven	whakamatauhia	trust	0.742
respects	whakaute	trust	0.742
faith	whakapono	trust	0.742
wholesome	he pai	trust	0.742
heartfelt	Tuhinga o mua	trust	0.734
unification	unification	trust	0.734
protecting	tiaki	trust	0.734
reassurance	te whakamana	trust	0.734
admirable	whakahiahia	trust	0.734
trustee	kaitiaki	trust	0.734
supporter	tautoko	trust	0.734
confirmation	te haamauraa	trust	0.734
respectful	whakaute	trust	0.734
alliance	Tuhinga	trust	0.727
equality	te ōrite	trust	0.727
friendship	hoa	trust	0.727
agreement	whakaaetanga	trust	0.727
fact	Tuhinga	trust	0.727
confident	māia	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	whakapono	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	hiranga	trust	0.727
credential	tohu	trust	0.727
closeness	tata	trust	0.719
authenticate	te tautuhi	trust	0.719
intelligence	matauranga	trust	0.719
virtue	Tuhinga o mua	trust	0.719
honored	whakahonore	trust	0.719
virtuous	maamaa	trust	0.719
kindred	whanaunga	trust	0.719
charitable	atawhai	trust	0.711
dedication	whakataunga	trust	0.711
guarantee	taurangi	trust	0.711
cooperation	mahi ngātahi	trust	0.711
creditable	pono	trust	0.711
consistency	te ōrite	trust	0.711
allegiance	Tuhinga	trust	0.711
cooperating	mahi tahi	trust	0.711
straightforward	māmā	trust	0.711
determination	whakatau	trust	0.711
justice	whakawa	trust	0.711
sanctuary	tapu	trust	0.703
nurture	whakanui	trust	0.703
innocent	harakore	trust	0.703
admire	whakanui	trust	0.703
assurance	Tuhinga	trust	0.703
morality	te moemoeka	trust	0.703
prepared	kua rite	trust	0.703
friendliness	te aroha	trust	0.703
reliable	pono	trust	0.703
mentor	kaiwhakaako	trust	0.703
guardianship	kaitiaki	trust	0.703
fulfilled	kua tutuki	trust	0.703
reverence	te whakaute	trust	0.703
proof	tohu	trust	0.703
admiration	whakanui	trust	0.703
mother	whaea	trust	0.703
protected	tiaki	trust	0.703
motherhood	te whaea	trust	0.703
marriage	marena	trust	0.695
skillful	tohunga	trust	0.695
indestructible	kaore i taea	trust	0.695
guardian	kaitiaki	trust	0.695
accountable	whakautu	trust	0.695
courage	toa	trust	0.695
bodyguard	kaitiaki	trust	0.695
agreeable	he pai	trust	0.695
scientist	pūtaiao	trust	0.695
allied	Tuhinga	trust	0.695
compassionate	aroha	trust	0.695
humanitarian	atawhai tangata	trust	0.695
approving	whakaaetia	trust	0.695
united	kotahi	trust	0.695
pact	Tuhinga	trust	0.695
certified	tohu	trust	0.695
morals	ngā moemoeka	trust	0.695
esteem	whakaaro	trust	0.688
secure	haumaru	trust	0.688
perfection	tino pai	trust	0.688
guidance	aratohu	trust	0.688
competent	he kaha	trust	0.688
authenticity	pono	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	tika	trust	0.688
humanity	tangata	trust	0.688
solidity	pakari	trust	0.688
adviser	kaiwhakaako	trust	0.688
pledge	putea	trust	0.688
believed	whakapono	trust	0.688
understanding	te māramatanga	trust	0.688
monogamy	monogamy	trust	0.688
expertise	tohungatanga	trust	0.680
diplomatic	Tuhinga	trust	0.680
confidential	matatapu	trust	0.680
hope	tumanako	trust	0.680
protector	kaitiaki	trust	0.680
agreeing	whakaae	trust	0.680
diligence	te itoito	trust	0.680
official	mana	trust	0.680
affirm	whakamana	trust	0.680
indivisible	kore e kitea	trust	0.680
grandfather	koroua	trust	0.680
humble	whakaiti	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	tautoko	trust	0.680
elders	kaumatua	trust	0.680
goodness	pai	trust	0.680
commendable	whaitake	trust	0.680
inspire	whakatairanga	trust	0.680
approve	whakaaetia	trust	0.680
confide	whakapuaki	trust	0.680
professional	tohunga	trust	0.680
familiarity	mōhiotanga	trust	0.680
leader	rangatira	trust	0.680
confirmed	kua whakapumautia	trust	0.680
acceptance	whakaaetanga	trust	0.680
benevolence	Tuhinga o mua	trust	0.672
dignity	te mana	trust	0.672
harmoniously	he pai	trust	0.672
mastery	te mana	trust	0.672
unwavering	kaore i te whakaari	trust	0.672
accredited	i whakaaetia	trust	0.672
healing	whakaora	trust	0.672
encyclopedia	Tuhinga o mua	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	whakatapua	trust	0.672
cohesive	Tuhinga	trust	0.672
covenant	kawenata	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	kore he	trust	0.672
safe	haumaru	trust	0.672
intelligent	poto	trust	0.672
merit	whaitake	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	i runga i te kupu	trust	0.664
spiritual	wairua	trust	0.664
advocate	Tuhinga	trust	0.664
team	rōpū	trust	0.664
heroic	heroic	trust	0.664
communicate	whakawhitiwhitiwhiti	trust	0.664
disciple	akonga	trust	0.664
expert	tohunga	trust	0.664
proficient	matatau	trust	0.664
specialist	tohunga	trust	0.664
ambassador	karere	trust	0.664
accept	whakaae	trust	0.664
attestation	tohu	trust	0.664
supporting	tautoko	trust	0.664
reliance	te whakawhirinaki	trust	0.664
authority	mana	trust	0.664
accountability	te kawenga takohanga	trust	0.664
guidebook	aratohu	trust	0.664
fulfillment	te whakatutuki	trust	0.664
strengthening	whakapakari	trust	0.661
familiar	mōhio	trust	0.656
facts	meka	trust	0.656
achieve	whakatutuki	trust	0.656
warranty	waitohu	trust	0.656
structure	hanganga	trust	0.656
steadfast	Tuhinga	trust	0.656
favorable	pai	trust	0.656
counsel	tohutohu	trust	0.656
relationship	hononga	trust	0.656
scientific	pūtaiao	trust	0.656
gentleman	tangata	trust	0.656
strength	kaha	trust	0.656
elder	kaumatua	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	tapu	trust	0.656
excellent	pai	trust	0.656
proficiency	matatau	trust	0.656
constancy	Tuhinga	trust	0.656
defended	tiaki	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	whakawhirinaki	trust	0.648
heroism	heroism	trust	0.648
peaceful	te rangimarie	trust	0.648
competency	matatau	trust	0.648
assuredly	he pono	trust	0.648
brother	teina	trust	0.648
counselor	kaitohutohu	trust	0.648
successful	angitu	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	tiaki	trust	0.648
saint	tapu	trust	0.648
harmony	haumaru	trust	0.648
matrimony	Tuhinga o mua	trust	0.648
noble	rangatira	trust	0.648
inspiration	whakatairanga	trust	0.648
academic	mātauranga	trust	0.648
assist	awhina	trust	0.648
agreed	whakaae	trust	0.648
uphold	tautoko	trust	0.648
comrade	hoa hoa	trust	0.648
lovable	aroha	trust	0.648
advisable	tika	trust	0.648
solidarity	Tuhinga	trust	0.648
worthy	tika	trust	0.643
durability	te manawanui	trust	0.641
coexist	noho tahi	trust	0.641
assure	whakapumau	trust	0.641
establish	whakapumautia	trust	0.641
benefactor	kaiawhina	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	ārahi	trust	0.641
loving	aroha	trust	0.641
teacher	kaiako	trust	0.641
judiciary	kaiwhakawā	trust	0.641
conscientious	Tuhinga o mua	trust	0.641
confidence	te maia	trust	0.641
lawful	tika	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	kua whakaritea	trust	0.641
champion	toa	trust	0.641
unity	kotahitanga	trust	0.641
legal	ture	trust	0.641
kind	ahuareka	trust	0.641
credence	tohu	trust	0.641
real	pono	trust	0.641
doctor	tākuta	trust	0.641
intimate	mema	trust	0.634
hopeful	tumanako	trust	0.633
fortitude	kaha	trust	0.633
physician	rata	trust	0.633
brotherly	teina	trust	0.633
aspiration	wawata	trust	0.633
convincing	whakatikatika	trust	0.633
sanctification	tapu	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	karakia	trust	0.633
courageous	maia	trust	0.633
soundness	hauora	trust	0.633
legitimacy	tika	trust	0.633
endorse	tautoko	trust	0.633
fidelity	Tuhinga	trust	0.633
bless	manaakitia	trust	0.633
judicial	whakawa	trust	0.633
important	nui	trust	0.633
saintly	Tuhinga	trust	0.633
conscience	hinengaro	trust	0.633
therapeutic	rongoa	trust	0.633
authorize	whakamana	trust	0.633
devotional	karakia	trust	0.633
practiced	mahi	trust	0.633
backbone	Tuhinga	trust	0.633
approved	whakaaetia	trust	0.633
evident	ka kitea	trust	0.625
encourage	whakatenatena	trust	0.625
caretaker	kaitiaki	trust	0.625
regard	whakaaro	trust	0.625
angel	anahera	trust	0.625
engaged	mahi	trust	0.625
blessing	manaaki	trust	0.625
professorship	kaiwhakaako	trust	0.625
majestic	nui	trust	0.625
communication	whakawhitiwhitinga	trust	0.625
purify	purea	trust	0.625
authorization	whakaaetanga	trust	0.625
wonderful	whakamiharo	trust	0.625
achievement	paetae	trust	0.625
fireman	kaikupu ahi	trust	0.625
certify	tohu	trust	0.625
civilized	maama	trust	0.625
profound	hohonu	trust	0.625
accurate	tika	trust	0.625
assured	ka akiaki	trust	0.625
positivity	Tuhinga	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	pai	trust	0.617
absolution	Tuhinga o mua	trust	0.617
commend	mihi	trust	0.617
cherish	aroha	trust	0.617
fundamental	matua	trust	0.617
advice	tohutohu	trust	0.617
objective	whāinga	trust	0.617
optimism	Tuhinga o mua	trust	0.617
testament	Tuhinga o mua	trust	0.617
qualities	nga waiaro	trust	0.617
haven	whanui	trust	0.617
heroine	heroine	trust	0.617
constantly	tonu	trust	0.617
appreciation	mihi	trust	0.617
triumphant	ka angitu	trust	0.617
accord	whakaaetanga	trust	0.617
reassure	whakatikatika	trust	0.617
truce	Tuhinga o mua	trust	0.617
thoughtful	whakaaroaro	trust	0.617
teach	ako	trust	0.617
god	atua	trust	0.617
corroborate	whakatikatika	trust	0.617
believer	whakapono	trust	0.617
unimpeachable	kore e taea te korero	trust	0.617
surety	Tuhinga	trust	0.617
attentive	whakarongo	trust	0.617
gospel	rongopai	trust	0.617
bedrock	te moenga	trust	0.617
approvement	whakatairanga	trust	0.617
planning	te whakamahere	trust	0.617
rational	whaimana	trust	0.617
passionate	haurangi	trust	0.617
happy	hari	trust	0.609
babysitter	kaitiaki pani	trust	0.609
brilliant	maama	trust	0.609
praise	whakamoemiti	trust	0.609
definitive	tautuhi	trust	0.609
considerate	whakaaro	trust	0.609
patron	kaitiaki	trust	0.609
scripture	mau papa'iraa mo'a	trust	0.609
heal	rongoa	trust	0.609
praiseworthy	he whakamoemiti	trust	0.609
steward	kaitiaki	trust	0.609
awareness	mōhiotanga	trust	0.609
officer	rangatira	trust	0.609
purification	purea	trust	0.609
excel	nui atu	trust	0.609
civilization	maama	trust	0.609
liking	pai	trust	0.609
comfort	whakamarie	trust	0.609
magnificence	nui	trust	0.609
notary	notary	trust	0.609
progression	haere tonu	trust	0.609
mediator	kaiwawao	trust	0.609
blessings	manaaki	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	tūtohu	trust	0.609
brave	toa	trust	0.602
experienced	te wheako	trust	0.602
steady	u	trust	0.602
enlightenment	whakamarama	trust	0.602
brighten	kanapa	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	whakatutuki	trust	0.602
witness	kaiwhakaatu	trust	0.602
humility	te haehaa	trust	0.602
sympathetic	aroha	trust	0.602
helpful	āwhina	trust	0.602
symmetry	tohu	trust	0.602
unquestionable	Tuhinga	trust	0.602
peace	te rangimarie	trust	0.602
transcendence	Tuhinga	trust	0.602
serenity	haurangi	trust	0.602
embrace	awhi	trust	0.602
inspired	i faauruhia	trust	0.602
mainstay	mainstay	trust	0.602
unconditional	Tuhinga	trust	0.602
guarded	tiaki	trust	0.602
identify	tautuhi	trust	0.602
marry	marena	trust	0.594
grant	tuku	trust	0.594
depend	whakawhirinaki	trust	0.594
complimentary	whakahirahira	trust	0.594
spouse	hoa	trust	0.594
tranquility	te ata noho	trust	0.594
vigilant	mataara	trust	0.594
ministry	minita	trust	0.594
fairly	tika	trust	0.594
philanthropic	philanthropic	trust	0.594
openly	tuwhera	trust	0.594
generous	manaaki	trust	0.594
strengthen	whakapakari	trust	0.594
gratitude	mihi	trust	0.594
befriend	aroha	trust	0.594
substantiate	whakaatu	trust	0.594
praised	whakamoemititia	trust	0.594
admiral	admiral	trust	0.594
regent	ture	trust	0.594
sage	rangatira	trust	0.594
assessment	aromatawai	trust	0.594
enlighten	whakamarama	trust	0.594
eminence	Tuhinga	trust	0.594
commendation	whakanui	trust	0.594
efficient	pai	trust	0.594
nurse	nurse	trust	0.594
visionary	matakite	trust	0.594
generosity	Tuhinga o mua	trust	0.594
vigilance	mataara	trust	0.594
endowment	waitohu	trust	0.594
council	kaunihera	trust	0.594
sweetheart	aroha	trust	0.589
attest	tohu	trust	0.586
prestige	tohu	trust	0.586
serene	maheni	trust	0.586
unfailing	kore	trust	0.586
testimony	whakaaturanga	trust	0.586
checklist	rārangi arowhai	trust	0.586
inheritance	Tuhinga	trust	0.586
monk	monk	trust	0.586
godly	tapatahi	trust	0.586
compliance	te hanganga	trust	0.586
rooted	kua pakiaka	trust	0.586
constitutional	ture	trust	0.586
conservation	tiaki	trust	0.586
bylaw	ture	trust	0.586
helper	kaiawhina	trust	0.586
joyful	koa	trust	0.586
collectively	huihui	trust	0.586
meritorious	meritorious	trust	0.586
acclaim	whakanui	trust	0.586
diplomacy	Tuhinga	trust	0.586
educational	mātauranga	trust	0.586
husbandry	mahi kai	trust	0.586
share	tohatoha	trust	0.586
enjoying	hauora	trust	0.586
firmness	Tuhinga	trust	0.586
convince	whakatenatena	trust	0.586
designation	te ingoa	trust	0.586
tribe	iwi	trust	0.586
victory	te wikitoria	trust	0.586
magnificent	nui	trust	0.586
lovely	ataahua	trust	0.586
seniority	tawhito	trust	0.586
angelic	anahera	trust	0.586
ambition	hiahia	trust	0.586
father	papa	trust	0.586
mate	mate	trust	0.586
sobriety	haurangi	trust	0.586
revere	whakawehi	trust	0.586
delegate	kaituku	trust	0.586
navigator	kaiwhakatere	trust	0.578
watchdog	Tuhinga o mua	trust	0.578
obey	whakarongo	trust	0.578
cheerfulness	koa	trust	0.578
inviting	toha	trust	0.578
judge	whakawa	trust	0.578
irrefutable	kore e taea	trust	0.578
philanthropist	kaihokohoko	trust	0.578
careful	kia tupato	trust	0.578
communion	hui	trust	0.578
coexisting	noho tahi	trust	0.578
impartiality	Tuhinga	trust	0.578
unquestioned	kāore i te whakahua	trust	0.578
upright	tika	trust	0.578
authoritative	mana	trust	0.578
structural	te hanganga	trust	0.578
convinced	ka kaha	trust	0.578
smile	ataata	trust	0.578
commandant	rangatira	trust	0.578
dutiful	Tuhinga o mua	trust	0.578
shelter	haumaru	trust	0.578
revival	whakahou	trust	0.578
professor	Ahorangi	trust	0.578
adore	aroha	trust	0.578
legalized	kua whakamanahia	trust	0.578
punctual	takitahi	trust	0.570
counsellor	kaitohutohu	trust	0.570
complement	toha	trust	0.570
corroboration	Tuhinga	trust	0.570
immaculate	whakahua	trust	0.570
relative	whanaunga	trust	0.570
apostle	apotoro	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	honohono	trust	0.570
insure	te whakarite	trust	0.570
plausible	plausible	trust	0.570
consult	uiui	trust	0.570
modest	whakaheke	trust	0.570
measured	ine	trust	0.570
pilot	pouako	trust	0.570
collaborator	kaimahi	trust	0.570
advise	tohutohu	trust	0.570
cuddle	Tuhinga	trust	0.570
ordinance	tikanga	trust	0.570
compass	panuku	trust	0.570
guide	aratohu	trust	0.570
everlasting	mure ore	trust	0.570
adhering	whakatairanga	trust	0.570
determinate	whakatau	trust	0.570
heavenly	rangi	trust	0.570
principal	tumuaki	trust	0.570
abundance	nui	trust	0.570
matron	matron	trust	0.570
unequivocal	Tuhinga	trust	0.570
volunteers	kaimahi	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	kaore	trust	0.570
pertinent	tika	trust	0.562
devout	karakia	trust	0.562
curable	ka taea te rongoa	trust	0.562
insight	tirohanga	trust	0.562
congregation	huihuinga	trust	0.562
admit	whakaae	trust	0.562
pleasant	ahuareka	trust	0.562
vigorous	kaha	trust	0.562
fort	pakari	trust	0.562
remarkable	mea whakamiharo	trust	0.562
content	ihirangi	trust	0.562
spotless	korekore	trust	0.562
uplift	whakatairanga	trust	0.562
compensate	utu	trust	0.562
lovemaking	te aroha	trust	0.562
jury	karauna	trust	0.562
jurist	tohunga	trust	0.562
soothing	ngawari	trust	0.562
ordination	whakatōpū	trust	0.562
cohesion	te mahi ngātahi	trust	0.562
frankness	Tuhinga o mua	trust	0.562
strong	kaha	trust	0.562
miracle	merekara	trust	0.562
concordance	Tuhinga	trust	0.562
applaud	whakahau	trust	0.562
prize	Tuhinga o mua	trust	0.562
apostolic	apostolic	trust	0.562
succeeding	whai angitu	trust	0.562
vitality	te kaha	trust	0.562
treasurer	kaitiaki moni	trust	0.562
save	tiaki	trust	0.562
earn	whiwhi	trust	0.562
midwife	midwife	trust	0.555
discretion	te ngawari	trust	0.555
worship	koropiko	trust	0.555
constant	roa	trust	0.555
foresight	Tuhinga o mua	trust	0.555
vote	pōti	trust	0.555
cultivate	whakawhanake	trust	0.555
impartial	Tuhinga	trust	0.555
illumination	marama	trust	0.555
ambulance	motuka	trust	0.555
privacy	tūmataiti	trust	0.555
succeed	angitu	trust	0.555
providing	whakarato	trust	0.555
veteran	rongoa	trust	0.555
patience	te manawanui	trust	0.555
prophet	poropiti	trust	0.555
coach	kaiako	trust	0.555
intuition	intuition	trust	0.555
reconciliation	te whakahou	trust	0.555
defender	kaitiaki	trust	0.555
coalesce	coalesce	trust	0.555
mediate	whakawhitiwhiti	trust	0.555
precedence	Tuhinga o mua	trust	0.555
congruence	Tuhinga o mua	trust	0.555
buddy	hoa	trust	0.555
reunion	huihuinga	trust	0.555
restorative	whakahou	trust	0.555
destined	kua whakaritea	trust	0.555
physicist	hauora	trust	0.555
influential	whai mana	trust	0.555
exalt	whakanui	trust	0.555
greatness	nui	trust	0.555
inclusion	whakauru	trust	0.555
auditor	kaiwhakahaere	trust	0.555
meditate	whakaarohia	trust	0.555
betrothed	marena	trust	0.555
proud	whakapehapeha	trust	0.547
provide	whakarato	trust	0.547
conciliation	Tuhinga	trust	0.547
ancestral	tupuna	trust	0.547
liberty	Tuhinga o mua	trust	0.547
durable	roa	trust	0.547
impenetrable	kore e taea	trust	0.547
prudent	kia tupato	trust	0.547
invocation	te tono	trust	0.547
engaging	te mahi	trust	0.547
statement	korero	trust	0.547
rejoice	koa	trust	0.547
cheer	koa	trust	0.547
eyewitness	Tuhinga o mua	trust	0.547
prevalent	nui	trust	0.547
securities	Tuhinga	trust	0.547
friendly	hoa	trust	0.547
salvation	whakaoranga	trust	0.547
independence	Tuhinga o mua	trust	0.547
govern	kawana	trust	0.547
forgive	murua	trust	0.547
commanding	whakahau	trust	0.547
convent	kaupae	trust	0.547
reinforcement	whakapakari	trust	0.547
law	ture	trust	0.547
registry	rēhita	trust	0.547
temperate	maheni	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	Tuhinga	trust	0.547
heritage	taonga tuku iho	trust	0.547
chronicle	Tuhinga	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	huihui	trust	0.539
institute	kura	trust	0.539
applause	whakanui	trust	0.539
architecture	hoahoa	trust	0.539
obvious	mārama	trust	0.539
recovery	te whakaora	trust	0.539
inimitable	kaore e taea	trust	0.539
relevant	e tika ana	trust	0.539
responsive	whakautu	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	tohutohu	trust	0.539
define	tautuhi	trust	0.539
delightful	pai	trust	0.539
antidote	rongoā	trust	0.539
admitting	whakaae	trust	0.539
psalms	himene	trust	0.539
stamina	te kaha	trust	0.539
majority	nuinga	trust	0.539
inoculation	te whakatairanga	trust	0.539
perfect	tino pai	trust	0.539
obedience	whakarongo	trust	0.539
memorable	whakamahara	trust	0.539
chastity	te harakore	trust	0.539
proctor	kaiwhakaako	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	te auau	trust	0.539
forefathers	nga tupuna	trust	0.539
immovable	korenga	trust	0.539
eager	hiahia	trust	0.539
aspiring	e hiahia ana	trust	0.539
obliging	Tuhinga o mua	trust	0.539
reinforcements	Tuhinga	trust	0.539
tantamount	Tuhinga	trust	0.539
exalted	whakanuia	trust	0.539
hospital	hauora	trust	0.531
retirement	Tuhinga o mua	trust	0.531
strive	tautohe	trust	0.531
edification	whakatikatika	trust	0.531
candid	Tuhinga	trust	0.531
deed	Tuhinga	trust	0.531
school	kura	trust	0.531
cradle	pounamu	trust	0.531
transcript	tuhinga	trust	0.531
accompaniment	Tuhinga	trust	0.531
doubtless	kaore pea	trust	0.531
rescue	whakaora	trust	0.531
seal	hiri	trust	0.531
expedient	pai	trust	0.531
ballot	pōti	trust	0.531
deliverance	te whakaora	trust	0.531
heavens	rangi	trust	0.531
fraternal	Tuhinga o mua	trust	0.531
dependent	te ti'aturi	trust	0.531
answerable	Tuhinga ka whai mai	trust	0.531
center	pokapū	trust	0.531
analyst	kaiatari	trust	0.531
firstborn	matamua	trust	0.531
bloom	puawai	trust	0.531
inseparable	ka wehea	trust	0.531
bride	wahine marena hou	trust	0.531
evergreen	Tuhinga o mua	trust	0.531
princely	rangatira	trust	0.531
immunization	te kano ārai mate	trust	0.531
refuge	rerenga	trust	0.531
verily	pono	trust	0.531
omniscient	Tuhinga o mua	trust	0.531
terms	kupu	trust	0.531
sponsor	kaitautoko	trust	0.531
approbation	whakaaetanga	trust	0.527
correctness	tika	trust	0.523
elevation	Tuhinga	trust	0.523
neighbor	hoa tata	trust	0.523
unbroken	kaore i pakaru	trust	0.523
countenance	kanohi	trust	0.523
hug	hug	trust	0.523
nobility	rangatira	trust	0.523
paragon	paraka	trust	0.523
coronation	Tuhinga o mua	trust	0.523
celebration	whakanui	trust	0.523
graduation	whakangungu	trust	0.523
commonwealth	commonwealth	trust	0.523
dictionary	papakupu	trust	0.523
powerful	kaha	trust	0.523
notable	rongonui	trust	0.523
account	pūkete	trust	0.523
winning	toa	trust	0.523
honeymoon	momona	trust	0.523
improvement	whakapai ake	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	minita	trust	0.523
ratify	rarangi	trust	0.523
connoisseur	tohunga	trust	0.523
award	tohu	trust	0.523
taught	i whakaako	trust	0.523
adoration	whakanui	trust	0.523
salutary	salutary	trust	0.523
captivate	ka kaha	trust	0.523
liberate	Tuhinga	trust	0.523
unimpeached	kaore i te whakakore	trust	0.523
laureate	laureate	trust	0.523
benedictory	Tuhinga o mua	trust	0.523
feeling	te ngakau	trust	0.518
freely	noa	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amene	trust	0.516
reverie	Tuhinga	trust	0.516
organization	whakahaere	trust	0.516
framework	anga	trust	0.516
sentinel	Tuhinga o mua	trust	0.516
advent	Tuhinga o mua	trust	0.516
inform	whakamōhio	trust	0.516
committee	komiti	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	whakaaro	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	e hiahia ana	trust	0.516
formative	Tuhinga	trust	0.516
tribunal	karauna	trust	0.516
association	rōpū	trust	0.516
remedy	rongoa	trust	0.516
credit	nama	trust	0.516
nobleman	rangatira	trust	0.516
predominant	nui	trust	0.516
measure	ine	trust	0.516
perpetuity	mau tonu	trust	0.516
fully	tino	trust	0.516
deserve	tika	trust	0.516
tender	ngawari	trust	0.516
pray	inoi	trust	0.516
confession	whakapae	trust	0.516
management	whakahaere	trust	0.516
volunteer	kaimahi	trust	0.509
instruct	whakaako	trust	0.508
virgin	wahine	trust	0.508
constable	kaitiaki	trust	0.508
reward	utu	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	tohunga	trust	0.508
policy	kaupapa here	trust	0.508
confessional	Tuhinga	trust	0.508
savor	kakara	trust	0.508
custodian	kaitiaki	trust	0.508
vouch	Tuhinga	trust	0.508
tolerance	te manawanui	trust	0.508
unsurpassed	kaore i taea	trust	0.508
venerable	rongonui	trust	0.508
forgiving	te muru hara	trust	0.508
intact	mema	trust	0.508
diversity	rerekē	trust	0.508
accolade	Tuhinga	trust	0.508
philosopher	tohunga	trust	0.508
lieutenant	kaipupuri	trust	0.508
shepherd	hepara	trust	0.508
courtship	Tuhinga o mua	trust	0.508
sovereign	rangatira	trust	0.508
medical	hauora	trust	0.508
housewife	wahine wahine	trust	0.508
automatic	aunoa	trust	0.508
