word	Estonian-et	emotion	emotion-intensity-score
improvise	improviseerima	surprise	0.523
majestic	majesteetlik	surprise	0.523
scorpion	skorpion	surprise	0.523
victimized	ohvriks langenud	surprise	0.523
liberate	vabastama	surprise	0.523
yelp	kutt	surprise	0.516
stealthily	varjuliselt	surprise	0.516
tickle	kummardama	surprise	0.516
chance	võimalus	surprise	0.516
howl	viga	surprise	0.516
swerve	põrkama	surprise	0.508
reflex	refleks	surprise	0.508
rave	märatsema	surprise	0.508
pop	pop	surprise	0.508
luck	õnne	surprise	0.508
magnificent	suurepärane	surprise	0.508
transcendence	transtsendentsus	surprise	0.508
garish	giraalne	surprise	0.508
unintentionally	tahtmatult	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	harva	surprise	0.500
marvelous	imeilus	surprise	0.500
heroic	kangelaslik	surprise	0.500
remarkable	tähelepanuväärne	surprise	0.500
fainting	minestamine	surprise	0.500
slayer	slayer	surprise	0.500
erotic	erootiline	surprise	0.500
enliven	elavdada	surprise	0.500
alertness	tähelepanelikkus	surprise	0.500
misbehavior	väärarusaam	surprise	0.500
embarrassment	piinlikkust	surprise	0.500
diversion	ümbersuunamine	surprise	0.500
unutterable	kõlbmatu	surprise	0.492
nab	nab	surprise	0.492
camouflage	kamuflaaž	surprise	0.492
trump	lühike	surprise	0.492
decoy	peibutama	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	kimäär	surprise	0.492
infarct	infarkt	surprise	0.492
birthday	sünnipäev	surprise	0.492
greatness	suurus	surprise	0.492
zeal	innukus	surprise	0.484
prick	kukkuma	surprise	0.484
magician	maagia	surprise	0.484
underestimate	alahinnata	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfaar	surprise	0.484
inexpressible	ütlemata	surprise	0.484
daemon	deemon	surprise	0.484
variable	muutuv	surprise	0.484
curiosity	uudishimu	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	valveta	surprise	0.477
chicane	šikaan	surprise	0.477
fortune	õnne	surprise	0.477
sneeze	aevastama	surprise	0.477
illumination	valgustus	surprise	0.477
incident	intsident	surprise	0.477
dreadfully	kohutavalt	surprise	0.477
strange	kummaline	surprise	0.477
subversive	hävitav	surprise	0.477
reversal	pöördumine	surprise	0.469
prowl	kummitama	surprise	0.469
rapid	kiire	surprise	0.469
leery	leery	surprise	0.469
wizard	nõustaja	surprise	0.469
coincidence	kokkusattumus	surprise	0.461
hilarious	lõbus	surprise	0.461
divergent	erinevad	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	murda	surprise	0.461
slip	libisemine	surprise	0.461
wonderful	imeline	surprise	0.453
hoax	pettus	surprise	0.453
winning	võitnud	surprise	0.453
overestimate	overestimate	surprise	0.453
confession	ülestunnistus	surprise	0.453
ordeal	katsumus	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	lõbutsemine	surprise	0.453
raffle	loosimine	surprise	0.453
stound	hull	surprise	0.445
laughter	naer	surprise	0.445
enthusiast	entusiast	surprise	0.445
splendid	suurepärane	surprise	0.445
feat	feat	surprise	0.445
perchance	perchance	surprise	0.445
excel	suurepärane	surprise	0.445
gambling	hasartmängud	surprise	0.445
unintentional	tahtmatu	surprise	0.438
brighten	heledamaks	surprise	0.438
changeable	muutuv	surprise	0.438
rapt	raputatud	surprise	0.438
unique	unikaalne	surprise	0.438
splendor	hiilgus	surprise	0.438
senseless	mõttetu	surprise	0.438
gift	kingitus	surprise	0.430
fascination	võlu	surprise	0.430
trepidation	trepimine	surprise	0.430
stealthy	salajane	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	rõõmus	surprise	0.430
lawsuit	kohtuasi	surprise	0.430
intrigue	intriig	surprise	0.430
quicksilver	kitsümbris	surprise	0.422
originality	originaalsus	surprise	0.422
riddle	mõistatus	surprise	0.422
judgment	kohtuotsus	surprise	0.422
enchant	uhkeldama	surprise	0.422
stealth	saladus	surprise	0.422
veracity	õigsus	surprise	0.414
elusive	pahatahtlik	surprise	0.414
perjury	süüdistus	surprise	0.414
spirits	vaimud	surprise	0.414
liberation	vabastamine	surprise	0.414
illegitimate	ebaseaduslik	surprise	0.414
syncope	sünkoop	surprise	0.414
experiment	katse	surprise	0.414
gambler	mängur	surprise	0.406
eager	innukas	surprise	0.406
inspired	inspireeritud	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	aplaus	surprise	0.406
allure	Allure	surprise	0.406
parade	paraad	surprise	0.406
princely	vürstlik	surprise	0.398
divorce	lahutus	surprise	0.398
guess	arvan	surprise	0.398
burlesque	Burlesque	surprise	0.398
secrecy	saladust	surprise	0.398
aspiration	püüdlus	surprise	0.391
peri	peri	surprise	0.391
cheerful	rõõmsameelne	surprise	0.391
hermaphrodite	hermaphrodiid	surprise	0.391
supremacy	ülimuslikkus	surprise	0.391
incontinence	inkontinentsus	surprise	0.391
inheritance	pärimine	surprise	0.383
score	skoor	surprise	0.383
lose	kaotada	surprise	0.383
crowning	kroonimine	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	kiiduväärt	surprise	0.383
cadaver	lõvi	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	küünema	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	vilets	surprise	0.375
mystic	müstik	surprise	0.375
succeed	õnnestub	surprise	0.375
advance	eelnevalt	surprise	0.375
sparkle	särama	surprise	0.367
hope	lootust	surprise	0.367
joker	jutustaja	surprise	0.367
sensual	sensuaalne	surprise	0.367
excavation	kaevetööd	surprise	0.367
feeling	tunne	surprise	0.359
entertainment	meelelahutus	surprise	0.359
clown	kloun	surprise	0.352
newcomer	uustulnuk	surprise	0.352
modify	muutma	surprise	0.352
award	auhind	surprise	0.352
blessings	õnnistused	surprise	0.352
postponement	edasilükkamine	surprise	0.352
obit	obit	surprise	0.352
celebrity	kuulsus	surprise	0.344
hero	kangelane	surprise	0.344
start	alusta	surprise	0.344
wonderfully	imeliselt	surprise	0.344
highest	kõrgeim	surprise	0.344
proficiency	oskus	surprise	0.344
glorify	austustage	surprise	0.344
unbeaten	löömata	surprise	0.336
memorable	meeldejääv	surprise	0.336
sanctify	pühitsema	surprise	0.336
rekindle	taastumine	surprise	0.336
optimism	optimism	surprise	0.336
warned	hoiatas	surprise	0.336
prodigious	uhke	surprise	0.336
dissolution	lahustumine	surprise	0.336
grin	naerata	surprise	0.336
admiration	imetlus	surprise	0.328
hypertrophy	hüpertroofia	surprise	0.328
present	present	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ingel	surprise	0.320
examination	eksam	surprise	0.320
catch	saak	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	vabadus	surprise	0.312
kiss	suudlus	surprise	0.312
embrace	omaks võtma	surprise	0.312
occasional	juhuslik	surprise	0.312
treat	ravige	surprise	0.312
saint	pühak	surprise	0.312
scrimmage	kisklemine	surprise	0.312
dismissal	vallandamine	surprise	0.312
perfection	täiuslikkus	surprise	0.305
generosity	suuremeelsus	surprise	0.305
gratify	rõõmu	surprise	0.305
saintly	püha	surprise	0.305
sally	sally	surprise	0.305
polarity	polaarsus	surprise	0.297
finally	lõpuks	surprise	0.297
differently	erinevalt	surprise	0.297
palpable	nähtav	surprise	0.297
warn	hoiata	surprise	0.297
ceremony	tseremoonia	surprise	0.297
larger	suurem	surprise	0.297
favorable	soodsad	surprise	0.297
romance	romantikat	surprise	0.289
medal	medal	surprise	0.289
inviting	kutsudes	surprise	0.289
greeting	tervitus	surprise	0.289
candid	siiralt	surprise	0.281
resignation	tagasiastumine	surprise	0.281
trip	reisi	surprise	0.281
accolade	auhinda	surprise	0.281
labor	töö	surprise	0.281
stare	VAHTIMA	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	kutsuda	surprise	0.266
somatic	somaatiline	surprise	0.266
admire	imetleda	surprise	0.266
immerse	sukelduma	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimikry	surprise	0.266
compensate	kompenseerima	surprise	0.266
insolvency	maksejõuetus	surprise	0.266
playful	vallatu	surprise	0.266
complement	täiendus	surprise	0.258
receiving	vastuvõtmine	surprise	0.258
hypothesis	hüpotees	surprise	0.258
laugh	naerma	surprise	0.258
chuckle	naerma	surprise	0.258
honeymoon	mesinädalad	surprise	0.250
marry	abielluda	surprise	0.242
independence	sõltumatus	surprise	0.242
opera	ooper	surprise	0.242
pleasant	meeldiv	surprise	0.242
rhythmical	rütmiline	surprise	0.234
assessment	hindamine	surprise	0.234
hopeful	loodetavasti	surprise	0.234
trophy	trofee	surprise	0.234
holiness	pühadus	surprise	0.234
chant	chant	surprise	0.234
leave	lahkuma	surprise	0.234
procession	rongkäik	surprise	0.227
placard	plakat	surprise	0.227
deal	tegelema	surprise	0.227
cherish	hellitada	surprise	0.219
good	hea	surprise	0.219
shopping	ostmine	surprise	0.219
musical	muusikaline	surprise	0.219
shell	kest	surprise	0.211
dawn	dawn	surprise	0.211
simplify	lihtsustama	surprise	0.211
purity	puhtus	surprise	0.203
nullify	tühistada	surprise	0.203
money	raha	surprise	0.203
sweet	magus	surprise	0.203
morals	moraalid	surprise	0.203
synchronize	sünkroonida	surprise	0.195
preservative	säilitusaine	surprise	0.195
humanitarian	humanitaarabi	surprise	0.195
unfulfilled	täitmata	surprise	0.195
precious	kallis	surprise	0.195
obliging	kohustatud	surprise	0.188
singularly	üksi	surprise	0.188
foresee	ette näha	surprise	0.180
pray	palvetama	surprise	0.180
graduation	lõpetamine	surprise	0.180
lovely	armas	surprise	0.180
sun	päike	surprise	0.172
art	art	surprise	0.172
mouth	suu	surprise	0.172
youth	noored	surprise	0.172
thirst	janu	surprise	0.172
young	noor	surprise	0.164
goodness	headus	surprise	0.164
overdue	hilinenud	surprise	0.156
visor	visiir	surprise	0.156
practiced	harjutanud	surprise	0.156
latent	latentne	surprise	0.156
loyal	lojaalne	surprise	0.148
expect	oota	surprise	0.148
destination	sihtkoht	surprise	0.148
wireless	traadita	surprise	0.148
quote	tsiteerida	surprise	0.141
slush	praadima	surprise	0.141
infant	laps	surprise	0.141
cream	kreem	surprise	0.141
playground	mänguväljak	surprise	0.133
organization	organisatsioon	surprise	0.125
teach	õpetama	surprise	0.125
vote	hääletama	surprise	0.125
smile	naeratus	surprise	0.117
weight	kaal	surprise	0.117
dolphin	delfiin	surprise	0.117
sisterhood	sõpruskond	surprise	0.109
cable	kaabel	surprise	0.109
sunny	päikseline	surprise	0.102
steady	stabiilne	surprise	0.094
leisure	vaba aja veetmine	surprise	0.086
peaceful	rahumeelne	surprise	0.086
spa	spaa	surprise	0.086
tree	puu	surprise	0.078
picnic	piknik	surprise	0.078
worm	uss	surprise	0.055
truthfulness	tõesus	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	usaldusväärne	trust	0.867
honest	aus	trust	0.844
honesty	ausus	trust	0.844
honor	au	trust	0.844
truth	tõde	trust	0.844
truthful	tõene	trust	0.836
trusting	usaldav	trust	0.836
brotherhood	vennaskond	trust	0.820
entrust	usaldama	trust	0.812
committed	toime pandud	trust	0.805
integrity	terviklikkus	trust	0.805
loyalty	lojaalsus	trust	0.805
honorable	austusväärne	trust	0.805
credibility	usaldusväärsus	trust	0.805
trust	usaldust	trust	0.805
faithful	ustav	trust	0.797
sincere	siiras	trust	0.797
responsible	vastutav	trust	0.789
partnership	partnerlus	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	tarkus	trust	0.789
oath	vande	trust	0.781
verification	kontrollimine	trust	0.781
vow	lubadus	trust	0.781
cooperative	ühistu	trust	0.781
respectable	salliv	trust	0.773
credible	usutav	trust	0.773
hero	kangelane	trust	0.773
sisterhood	sõpruskond	trust	0.773
promise	lubage	trust	0.773
verified	kinnitatud	trust	0.773
qualified	kvalifitseeritud	trust	0.766
respected	austatud	trust	0.766
authentication	autentimine	trust	0.766
compassion	kaastunne	trust	0.759
reputable	hea mainega	trust	0.758
safekeeping	hoidmine	trust	0.758
reliability	usaldusväärsus	trust	0.758
moral	moraalne	trust	0.758
love	armastus	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	heakskiitmine	trust	0.758
stable	stabiilne	trust	0.750
friend	sõber	trust	0.750
genuine	tõeline	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	pädevus	trust	0.750
loyal	lojaalne	trust	0.750
ally	liitlane	trust	0.750
safeguard	kaitsta	trust	0.750
companion	kaaslane	trust	0.750
advised	soovitatav	trust	0.750
authentic	autentne	trust	0.750
respect	austama	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	vabadus	trust	0.742
proven	tõestatud	trust	0.742
respects	austust	trust	0.742
faith	usk	trust	0.742
wholesome	tervislik	trust	0.742
heartfelt	südamlik	trust	0.734
unification	ühendamine	trust	0.734
protecting	kaitsmine	trust	0.734
reassurance	kindlustamine	trust	0.734
admirable	imetlusväärne	trust	0.734
trustee	usaldusisik	trust	0.734
supporter	toetaja	trust	0.734
confirmation	kinnitamine	trust	0.734
respectful	lugupidav	trust	0.734
alliance	liit	trust	0.727
equality	võrdsus	trust	0.727
friendship	sõprus	trust	0.727
agreement	kokkulepe	trust	0.727
fact	asjaolu	trust	0.727
confident	kindel	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	usklik	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	tippsaavutused	trust	0.727
credential	mandaat	trust	0.727
closeness	lähedus	trust	0.719
authenticate	autentida	trust	0.719
intelligence	intelligentsus	trust	0.719
virtue	voorus	trust	0.719
honored	austatud	trust	0.719
virtuous	vooruslik	trust	0.719
kindred	sugulane	trust	0.719
charitable	heategevuslik	trust	0.711
dedication	pühendumus	trust	0.711
guarantee	garantii	trust	0.711
cooperation	koostöö	trust	0.711
creditable	usutav	trust	0.711
consistency	järjepidevus	trust	0.711
allegiance	lojaalsus	trust	0.711
cooperating	koostööd teinud	trust	0.711
straightforward	otsekohene	trust	0.711
determination	määramine	trust	0.711
justice	õiglus	trust	0.711
sanctuary	pühakoda	trust	0.703
nurture	kasvatada	trust	0.703
innocent	süütu	trust	0.703
admire	imetleda	trust	0.703
assurance	kindlustus	trust	0.703
morality	moraal	trust	0.703
prepared	valmis	trust	0.703
friendliness	sõbralikkust	trust	0.703
reliable	usaldusväärne	trust	0.703
mentor	juhendaja	trust	0.703
guardianship	eestkoste	trust	0.703
fulfilled	täidetud	trust	0.703
reverence	lugupidamine	trust	0.703
proof	tõend	trust	0.703
admiration	imetlus	trust	0.703
mother	ema	trust	0.703
protected	kaitstud	trust	0.703
motherhood	emadus	trust	0.703
marriage	abielu	trust	0.695
skillful	osav	trust	0.695
indestructible	hävimatu	trust	0.695
guardian	hooldaja	trust	0.695
accountable	vastutav	trust	0.695
courage	julgust	trust	0.695
bodyguard	ihukaitsja	trust	0.695
agreeable	meeldiv	trust	0.695
scientist	teadlane	trust	0.695
allied	liitlased	trust	0.695
compassionate	kaastundlik	trust	0.695
humanitarian	humanitaarabi	trust	0.695
approving	heaks kiita	trust	0.695
united	ühendatud	trust	0.695
pact	pakt	trust	0.695
certified	sertifitseeritud	trust	0.695
morals	moraalid	trust	0.695
esteem	lugupidamine	trust	0.688
secure	turvaline	trust	0.688
perfection	täiuslikkus	trust	0.688
guidance	juhised	trust	0.688
competent	kompetentne	trust	0.688
authenticity	autentsus	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	õigustatud	trust	0.688
humanity	inimkond	trust	0.688
solidity	tugevus	trust	0.688
adviser	nõustaja	trust	0.688
pledge	lubadus	trust	0.688
believed	uskusin	trust	0.688
understanding	mõistmine	trust	0.688
monogamy	monogamy	trust	0.688
expertise	teadmised	trust	0.680
diplomatic	diplomaatiline	trust	0.680
confidential	konfidentsiaalne	trust	0.680
hope	lootust	trust	0.680
protector	kaitsja	trust	0.680
agreeing	kokkuleppel	trust	0.680
diligence	hoolsus	trust	0.680
official	ametnik	trust	0.680
affirm	kinnita	trust	0.680
indivisible	jagamatu	trust	0.680
grandfather	vanaisa	trust	0.680
humble	tagasihoidlik	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	propageerimine	trust	0.680
elders	vanemad	trust	0.680
goodness	headus	trust	0.680
commendable	kiiduväärt	trust	0.680
inspire	inspireerima	trust	0.680
approve	heaks kiita	trust	0.680
confide	usaldusväärne	trust	0.680
professional	professionaalne	trust	0.680
familiarity	tuttav	trust	0.680
leader	liider	trust	0.680
confirmed	kinnitatud	trust	0.680
acceptance	vastuvõtmine	trust	0.680
benevolence	heatahtlikkus	trust	0.672
dignity	väärikus	trust	0.672
harmoniously	harmooniliselt	trust	0.672
mastery	meisterlikkus	trust	0.672
unwavering	vankumatu	trust	0.672
accredited	akrediteeritud	trust	0.672
healing	paranemine	trust	0.672
encyclopedia	entsüklopeedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	pühitsema	trust	0.672
cohesive	ühtekuuluvus	trust	0.672
covenant	leping	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	veatu	trust	0.672
safe	ohutu	trust	0.672
intelligent	intelligentne	trust	0.672
merit	teenimine	trust	0.664
impeccable	laitmatu	trust	0.664
affirmatively	positiivselt	trust	0.664
spiritual	vaimne	trust	0.664
advocate	advokaat	trust	0.664
team	meeskond	trust	0.664
heroic	kangelaslik	trust	0.664
communicate	suhelda	trust	0.664
disciple	jünger	trust	0.664
expert	asjatundja	trust	0.664
proficient	kasulik	trust	0.664
specialist	spetsialist	trust	0.664
ambassador	suursaadik	trust	0.664
accept	aktsepteerima	trust	0.664
attestation	tõendamine	trust	0.664
supporting	toetades	trust	0.664
reliance	sõltuvus	trust	0.664
authority	asutus	trust	0.664
accountability	vastutus	trust	0.664
guidebook	reisijuht	trust	0.664
fulfillment	täitmine	trust	0.664
strengthening	tugevdamine	trust	0.661
familiar	tuttav	trust	0.656
facts	faktid	trust	0.656
achieve	saavutama	trust	0.656
warranty	garantii	trust	0.656
structure	struktuur	trust	0.656
steadfast	kindel	trust	0.656
favorable	soodsad	trust	0.656
counsel	kaitsja	trust	0.656
relationship	suhe	trust	0.656
scientific	teaduslik	trust	0.656
gentleman	härrasmees	trust	0.656
strength	tugevus	trust	0.656
elder	vanem	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	pühadus	trust	0.656
excellent	suurepärane	trust	0.656
proficiency	oskus	trust	0.656
constancy	püsivus	trust	0.656
defended	kaitsta	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	tugineda	trust	0.648
heroism	kangelaslikkus	trust	0.648
peaceful	rahumeelne	trust	0.648
competency	pädevus	trust	0.648
assuredly	kindlasti	trust	0.648
brother	vend	trust	0.648
counselor	nõustaja	trust	0.648
successful	edukas	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	kaitsev	trust	0.648
saint	pühak	trust	0.648
harmony	harmoonia	trust	0.648
matrimony	abielu	trust	0.648
noble	üllas	trust	0.648
inspiration	inspiratsiooni	trust	0.648
academic	Akadeemiline	trust	0.648
assist	abi	trust	0.648
agreed	kokku lepitud	trust	0.648
uphold	kinni pidama	trust	0.648
comrade	sőber	trust	0.648
lovable	armastav	trust	0.648
advisable	soovitatav	trust	0.648
solidarity	solidaarsus	trust	0.648
worthy	väärt	trust	0.643
durability	vastupidavus	trust	0.641
coexist	kooseksisteerimine	trust	0.641
assure	kinnitan	trust	0.641
establish	looma	trust	0.641
benefactor	heategija	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	juhtiv	trust	0.641
loving	armastav	trust	0.641
teacher	õpetaja	trust	0.641
judiciary	kohtusüsteem	trust	0.641
conscientious	kohusetundlik	trust	0.641
confidence	usaldust	trust	0.641
lawful	seaduslik	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordineeritud	trust	0.641
champion	meister	trust	0.641
unity	ühtsus	trust	0.641
legal	seaduslik	trust	0.641
kind	laadi	trust	0.641
credence	usaldusväärsus	trust	0.641
real	reaalne	trust	0.641
doctor	arst	trust	0.641
intimate	intiimne	trust	0.634
hopeful	loodetavasti	trust	0.633
fortitude	tugevus	trust	0.633
physician	arst	trust	0.633
brotherly	vendlikult	trust	0.633
aspiration	püüdlus	trust	0.633
convincing	veenev	trust	0.633
sanctification	pühitsemine	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	austusavaldus	trust	0.633
courageous	julge	trust	0.633
soundness	usaldusväärsus	trust	0.633
legitimacy	legitiimsus	trust	0.633
endorse	kinnitada	trust	0.633
fidelity	truudust	trust	0.633
bless	õnnistagu	trust	0.633
judicial	kohtulik	trust	0.633
important	oluline	trust	0.633
saintly	püha	trust	0.633
conscience	südametunnistus	trust	0.633
therapeutic	terapeutiline	trust	0.633
authorize	volitada	trust	0.633
devotional	pühendunud	trust	0.633
practiced	harjutanud	trust	0.633
backbone	selgroog	trust	0.633
approved	heaks kiidetud	trust	0.633
evident	ilmne	trust	0.625
encourage	julgustada	trust	0.625
caretaker	hooldaja	trust	0.625
regard	pidage meeles	trust	0.625
angel	ingel	trust	0.625
engaged	tööle võetud	trust	0.625
blessing	õnnistamine	trust	0.625
professorship	professorship	trust	0.625
majestic	majesteetlik	trust	0.625
communication	suhtlemine	trust	0.625
purify	puhastage	trust	0.625
authorization	luba	trust	0.625
wonderful	imeline	trust	0.625
achievement	saavutus	trust	0.625
fireman	tuletõrjuja	trust	0.625
certify	kinnitage	trust	0.625
civilized	tsiviliseeritud	trust	0.625
profound	sügav	trust	0.625
accurate	täpne	trust	0.625
assured	kindel	trust	0.625
positivity	positiivsus	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	hea	trust	0.617
absolution	vabanemine	trust	0.617
commend	kiiduväärt	trust	0.617
cherish	hellitada	trust	0.617
fundamental	põhiline	trust	0.617
advice	nõuanne	trust	0.617
objective	objektiivne	trust	0.617
optimism	optimism	trust	0.617
testament	testament	trust	0.617
qualities	omadused	trust	0.617
haven	haven	trust	0.617
heroine	heroiin	trust	0.617
constantly	pidevalt	trust	0.617
appreciation	kallinemine	trust	0.617
triumphant	võidukas	trust	0.617
accord	nõus	trust	0.617
reassure	kindlustage	trust	0.617
truce	vaherahu	trust	0.617
thoughtful	mõtlik	trust	0.617
teach	õpetama	trust	0.617
god	Jumal	trust	0.617
corroborate	kinnitama	trust	0.617
believer	usklik	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	käendus	trust	0.617
attentive	tähelepanelik	trust	0.617
gospel	kirikulaul	trust	0.617
bedrock	aluspõhjakivi	trust	0.617
approvement	kinnitamine	trust	0.617
planning	planeerimine	trust	0.617
rational	ratsionaalne	trust	0.617
passionate	kirglik	trust	0.617
happy	õnnelik	trust	0.609
babysitter	lapsehoidja	trust	0.609
brilliant	suurepärane	trust	0.609
praise	kiitust	trust	0.609
definitive	lõplik	trust	0.609
considerate	tähelepanelik	trust	0.609
patron	patroon	trust	0.609
scripture	pühakiri	trust	0.609
heal	paranema	trust	0.609
praiseworthy	kiiduväärt	trust	0.609
steward	juhendaja	trust	0.609
awareness	teadlikkus	trust	0.609
officer	ohvitser	trust	0.609
purification	puhastamine	trust	0.609
excel	suurepärane	trust	0.609
civilization	tsivilisatsioon	trust	0.609
liking	meeldib	trust	0.609
comfort	mugavus	trust	0.609
magnificence	suurepärasus	trust	0.609
notary	notar	trust	0.609
progression	progressioon	trust	0.609
mediator	vahendaja	trust	0.609
blessings	õnnistused	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	soovitame	trust	0.609
brave	vapper	trust	0.602
experienced	kogenud	trust	0.602
steady	stabiilne	trust	0.602
enlightenment	valgustus	trust	0.602
brighten	heledamaks	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	täitma	trust	0.602
witness	tunnistaja	trust	0.602
humility	alandlikkus	trust	0.602
sympathetic	sümpaatiline	trust	0.602
helpful	abivalmis	trust	0.602
symmetry	sümmeetria	trust	0.602
unquestionable	vaieldamatu	trust	0.602
peace	rahu	trust	0.602
transcendence	transtsendentsus	trust	0.602
serenity	rahulikkus	trust	0.602
embrace	omaks võtma	trust	0.602
inspired	inspireeritud	trust	0.602
mainstay	alustala	trust	0.602
unconditional	tingimusteta	trust	0.602
guarded	valvatav	trust	0.602
identify	tuvastada	trust	0.602
marry	abielluda	trust	0.594
grant	toetus	trust	0.594
depend	sõltuvad	trust	0.594
complimentary	tasuta	trust	0.594
spouse	abikaasa	trust	0.594
tranquility	rahu	trust	0.594
vigilant	valvsad	trust	0.594
ministry	ministeerium	trust	0.594
fairly	õiglaselt	trust	0.594
philanthropic	filantroopne	trust	0.594
openly	avalikult	trust	0.594
generous	helde	trust	0.594
strengthen	tugevdama	trust	0.594
gratitude	tänulikkus	trust	0.594
befriend	sõpru	trust	0.594
substantiate	põhjendama	trust	0.594
praised	kiitis	trust	0.594
admiral	admiral	trust	0.594
regent	Regent	trust	0.594
sage	salvei	trust	0.594
assessment	hindamine	trust	0.594
enlighten	valgustama	trust	0.594
eminence	ülimuslikkus	trust	0.594
commendation	kiiduväärt	trust	0.594
efficient	efektiivne	trust	0.594
nurse	õde	trust	0.594
visionary	visionäär	trust	0.594
generosity	suuremeelsus	trust	0.594
vigilance	valvsus	trust	0.594
endowment	annetus	trust	0.594
council	volikogu	trust	0.594
sweetheart	kullake	trust	0.589
attest	tõestada	trust	0.586
prestige	prestiiž	trust	0.586
serene	rahulik	trust	0.586
unfailing	katkematu	trust	0.586
testimony	tunnistus	trust	0.586
checklist	kontrollnimekiri	trust	0.586
inheritance	pärimine	trust	0.586
monk	munk	trust	0.586
godly	jumalik	trust	0.586
compliance	vastavus	trust	0.586
rooted	juurdunud	trust	0.586
constitutional	põhiseaduslik	trust	0.586
conservation	kaitse	trust	0.586
bylaw	seadusega	trust	0.586
helper	abimees	trust	0.586
joyful	rõõmus	trust	0.586
collectively	ühiselt	trust	0.586
meritorious	teenekas	trust	0.586
acclaim	tunnustama	trust	0.586
diplomacy	diplomaatia	trust	0.586
educational	haridus	trust	0.586
husbandry	kasvatamine	trust	0.586
share	jagada	trust	0.586
enjoying	nautida	trust	0.586
firmness	tugevus	trust	0.586
convince	veenda	trust	0.586
designation	määramine	trust	0.586
tribe	hõim	trust	0.586
victory	võit	trust	0.586
magnificent	suurepärane	trust	0.586
lovely	armas	trust	0.586
seniority	tööstaaž	trust	0.586
angelic	ingelik	trust	0.586
ambition	ambitsioon	trust	0.586
father	isa	trust	0.586
mate	abikaasa	trust	0.586
sobriety	armastus	trust	0.586
revere	austama	trust	0.586
delegate	delegeerima	trust	0.586
navigator	navigaator	trust	0.578
watchdog	valvur	trust	0.578
obey	järgige	trust	0.578
cheerfulness	rõõmsus	trust	0.578
inviting	kutsudes	trust	0.578
judge	kohtunik	trust	0.578
irrefutable	ümberlükkamatu	trust	0.578
philanthropist	filantroop	trust	0.578
careful	ettevaatlik	trust	0.578
communion	osadus	trust	0.578
coexisting	kooseksisteerimine	trust	0.578
impartiality	erapooletus	trust	0.578
unquestioned	kahtlemata	trust	0.578
upright	püsti	trust	0.578
authoritative	autoriteetne	trust	0.578
structural	struktuuriline	trust	0.578
convinced	veendunud	trust	0.578
smile	naeratus	trust	0.578
commandant	komandant	trust	0.578
dutiful	kohusetundlik	trust	0.578
shelter	varjupaik	trust	0.578
revival	taaselustamine	trust	0.578
professor	professor	trust	0.578
adore	jumaldan	trust	0.578
legalized	legaliseeritud	trust	0.578
punctual	täpne	trust	0.570
counsellor	nõustaja	trust	0.570
complement	täiendus	trust	0.570
corroboration	kinnitus	trust	0.570
immaculate	täiuslik	trust	0.570
relative	sugulane	trust	0.570
apostle	apostlit	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	sidemega	trust	0.570
insure	kindlustage	trust	0.570
