word	Georgian-ka	emotion	emotion-intensity-score
annulment	გაუქმება	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	მშობიარობა	sadness	0.439
bummer	ბუმერი	sadness	0.439
delirious	delirious	sadness	0.439
bum	ბუმი	sadness	0.438
rejects	უარყოფს	sadness	0.438
futile	უშედეგოდ	sadness	0.438
departure	გამგზავრება	sadness	0.438
disconnected	გათიშული	sadness	0.438
lunacy	სიგიჟე	sadness	0.438
coercion	იძულება	sadness	0.438
fugitive	გაქცეული	sadness	0.438
disapproved	უკმაყოფილო	sadness	0.438
paucity	სისუსტე	sadness	0.438
blues	ბლუზი	sadness	0.438
ghetto	გეტო	sadness	0.438
cancellation	გაუქმება	sadness	0.438
imprudent	უგუნური	sadness	0.438
forbid	აუკრძალოს	sadness	0.438
sympathize	სიმპათია	sadness	0.438
problem	პრობლემა	sadness	0.438
abscess	აბსცესი	sadness	0.438
insolvency	გადახდისუუნარობა	sadness	0.438
indigent	indigent	sadness	0.438
apathetic	აპათიური	sadness	0.438
pensive	მოთმინება	sadness	0.438
lethargy	ლეტალგია	sadness	0.438
disagreement	უთანხმოება	sadness	0.438
stigma	სტიგმა	sadness	0.438
detainee	დაკავებული	sadness	0.438
farewell	გამოსამშვიდობებელი	sadness	0.438
insignificant	უმნიშვნელოა	sadness	0.438
diminish	შეამცირეთ	sadness	0.438
dislocated	დისლოკაცია	sadness	0.438
emotional	ემოციური	sadness	0.438
unattainable	მიუწვდომელია	sadness	0.438
animosity	მტრობა	sadness	0.438
deflate	დეფლაცია	sadness	0.438
appendicitis	აპენდიციტი	sadness	0.438
restriction	შეზღუდვა	sadness	0.438
underpaid	underpaid	sadness	0.438
disapproving	დაუმორჩილებლობა	sadness	0.438
absent	არდამსწრე	sadness	0.438
darkened	ჩაბნელებული	sadness	0.438
disqualified	დისკვალიფიცირებული	sadness	0.435
bothering	აწუხებდა	sadness	0.435
tripping	მოგზაურობა	sadness	0.429
sunk	ჩაიარა	sadness	0.426
retribution	ანგარიშსწორება	sadness	0.424
draining	სანიაღვრე	sadness	0.424
varicella	ვარციელა	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	შეშინებული	sadness	0.422
dispassionate	dispassionate	sadness	0.422
deviation	გადახრა	sadness	0.422
thief	ქურდი	sadness	0.422
cyst	კისტა	sadness	0.422
beggar	მათხოვარი	sadness	0.422
falling	დაცემა	sadness	0.422
neuralgia	ნევრალგია	sadness	0.422
unequal	არათანაბარი	sadness	0.422
jarring	jarring	sadness	0.422
bad	ცუდი	sadness	0.422
rip	ნათელში იყოს	sadness	0.422
handicap	ჰანდიკაპი	sadness	0.422
cardiomyopathy	კარდიომიოპათია	sadness	0.422
cutting	ჭრის	sadness	0.422
unwelcome	არასასურველი	sadness	0.422
scarce	მწირი	sadness	0.422
wrongdoing	არასწორი	sadness	0.422
insolvent	გადახდისუუნარო	sadness	0.422
difficulties	სირთულეები	sadness	0.421
invader	დამპყრობელი	sadness	0.420
drab	drab	sadness	0.420
fall	შემოდგომაზე	sadness	0.418
illegitimate	არალეგიტიმური	sadness	0.416
expel	გაძევება	sadness	0.414
meaningless	უაზრო	sadness	0.409
darkness	სიბნელე	sadness	0.409
syncope	სინკოპე	sadness	0.407
stroke	ინსულტი	sadness	0.406
hoax	ხუმრობა	sadness	0.406
darken	ბნელი	sadness	0.406
precarious	საეჭვოა	sadness	0.406
subjected	ექვემდებარება	sadness	0.406
feudalism	ფეოდალიზმი	sadness	0.406
fury	რისხვას	sadness	0.406
bitch	bitch	sadness	0.406
enmity	მტრობა	sadness	0.406
wildfire	ველური ცეცხლი	sadness	0.406
obnoxious	obnoxious	sadness	0.406
confine	confine	sadness	0.406
fatigued	დაღლილი	sadness	0.406
fault	ბრალია	sadness	0.406
unsatisfied	უკმაყოფილო	sadness	0.405
spank	ტყაპუნი	sadness	0.403
deluge	დელუჯი	sadness	0.402
sigh	შვებით	sadness	0.402
spinster	spinster	sadness	0.400
blue	ლურჯი	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	გამო	sadness	0.398
embarrass	არეულობა	sadness	0.394
pitfall	pitfall	sadness	0.394
pointless	უაზრო	sadness	0.394
seriousness	სერიოზულობა	sadness	0.394
monsoon	ნალექი	sadness	0.391
debt	ვალი	sadness	0.391
exhausted	ამოწურა	sadness	0.391
stretcher	გაჭიმვა	sadness	0.391
condescension	condescension	sadness	0.391
dwarfed	ჯუჯა	sadness	0.391
inefficient	არაეფექტური	sadness	0.391
ravenous	თავხედური	sadness	0.391
rue	rue	sadness	0.391
banshee	banshee	sadness	0.391
daemon	daemon	sadness	0.391
feeble	სუსტი	sadness	0.391
coldness	სიცივე	sadness	0.391
ifonly	მხოლოდ	sadness	0.391
insulting	შეურაცხყოფა	sadness	0.391
trickery	მოსატყუებლად	sadness	0.391
noose	ხმაური	sadness	0.391
punch	Punch	sadness	0.391
reproach	საყვედური	sadness	0.391
ineptitude	არათანმიმდევრულობა	sadness	0.391
refused	უარი თქვა	sadness	0.391
cage	გალიაში	sadness	0.391
brute	უხეში	sadness	0.391
subvert	სუბვერტი	sadness	0.384
jealousy	ეჭვიანობა	sadness	0.382
geriatric	გერიატრიული	sadness	0.379
miss	მენატრები	sadness	0.379
struggle	ბრძოლა	sadness	0.379
inexcusable	გამართლებული	sadness	0.379
descent	წარმოშობის	sadness	0.377
entangled	ჩაკეტილი	sadness	0.377
ashes	ნაცარი	sadness	0.377
exhaustion	ამოწურვა	sadness	0.375
blackness	blackness	sadness	0.375
funk	გართობა	sadness	0.375
disqualify	დისკვალიფიკაცია	sadness	0.375
slump	კრიზისი	sadness	0.375
inconsiderate	inconsiderate	sadness	0.375
noncompliance	შეუსაბამობა	sadness	0.375
goodbye	მშვიდობით	sadness	0.375
sucks	sucks	sadness	0.375
landslide	მეწყერი	sadness	0.375
overcast	მოღრუბლული	sadness	0.375
rabid	rabid	sadness	0.375
inferior	inferior	sadness	0.375
murky	murky	sadness	0.375
prostitution	პროსტიტუცია	sadness	0.375
scar	ნაწიბუროვანი	sadness	0.375
dispel	დისპლეი	sadness	0.375
parting	გაყოფა	sadness	0.375
wasting	გაყვანა	sadness	0.375
withdraw	გაიყვანეთ	sadness	0.375
oust	გარეთ	sadness	0.375
sympathy	სიმპათია	sadness	0.375
delay	დაგვიანებით	sadness	0.373
unattractive	არაჩვეულებრივი	sadness	0.373
apologize	ბოდიშს გიხდით	sadness	0.370
crazy	გიჟი	sadness	0.368
bastard	ნაბიჭვარი	sadness	0.366
deteriorated	გაუარესდა	sadness	0.365
inter	ინტერ	sadness	0.364
empty	ცარიელია	sadness	0.364
mocking	დამცინავი	sadness	0.363
adder	დამტენი	sadness	0.361
hindering	შეფერხება	sadness	0.359
flounder	ცრემლსადენი	sadness	0.359
hunter	მონადირე	sadness	0.359
unable	ვერ ხერხდება	sadness	0.359
fruitless	უნაყოფო	sadness	0.359
arraignment	შეჯერება	sadness	0.359
tremor	თრთოლა	sadness	0.359
taunt	taunt	sadness	0.359
fainting	გაბრაზება	sadness	0.359
plaintive	გულახდილი	sadness	0.359
defendant	მოპასუხე	sadness	0.359
disconnect	გაწყვეტა	sadness	0.359
servile	servile	sadness	0.359
unsuccessful	წარუმატებელი	sadness	0.359
unemployed	უმუშევარი	sadness	0.359
austere	მკაცრი	sadness	0.359
lockup	ჩაკეტვა	sadness	0.359
numbness	numbness	sadness	0.359
wrangling	wrangling	sadness	0.359
misunderstanding	გაუგებრობა	sadness	0.359
obesity	სიმსუქნე	sadness	0.359
idiocy	იდიოტი	sadness	0.359
consecration	კურთხევა	sadness	0.359
perpetrator	დამნაშავე	sadness	0.359
doubt	ეჭვი	sadness	0.359
affront	affront	sadness	0.359
unpopular	არაპოპულარული	sadness	0.359
inefficiency	არაეფექტურობა	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	აურზაური	sadness	0.359
unrest	არეულობა	sadness	0.351
intervention	ინტერვენცია	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	დახარჯვა	sadness	0.348
absentee	არყოფნა	sadness	0.348
spoiler	სპოილერი	sadness	0.348
flaw	ხარვეზი	sadness	0.347
blindly	ბრმად	sadness	0.344
thrash	thrash	sadness	0.344
furrow	furrow	sadness	0.344
militia	მილიცია	sadness	0.344
litigate	იმოქმედე	sadness	0.344
stained	ნახატი	sadness	0.344
uninspired	შეუძლებელია	sadness	0.344
uninvited	დაუზუსტებელი	sadness	0.344
detention	დაკავება	sadness	0.344
surgery	ოპერაცია	sadness	0.344
lawsuit	სარჩელი	sadness	0.344
specter	სპექტაკლი	sadness	0.344
desert	უდაბნო	sadness	0.344
attenuation	ატენიანობა	sadness	0.344
forfeit	დაკარგა	sadness	0.344
plea	საპროცესო	sadness	0.344
cumbersome	cumbersome	sadness	0.344
resigned	გადადგა	sadness	0.344
lagging	lagging	sadness	0.344
intercede	intercede	sadness	0.344
myopia	მიოპია	sadness	0.339
unaccountable	უპირობოდ	sadness	0.339
mishap	mishap	sadness	0.338
probation	პრობაცია	sadness	0.336
disagreeing	disagreeing	sadness	0.333
severance	გამოყოფა	sadness	0.333
bacteria	ბაქტერია	sadness	0.328
adrift	მიდრეკილება	sadness	0.328
squall	squall	sadness	0.328
nether	მეათე	sadness	0.328
leave	დატოვონ	sadness	0.328
incompetent	არაკომპეტენტური	sadness	0.328
endless	გაუთავებელი	sadness	0.328
unacceptable	მიუღებელია	sadness	0.328
bondage	bondage	sadness	0.328
dependence	დამოკიდებულება	sadness	0.328
sterile	სტერილური	sadness	0.328
unacknowledged	გაურკვეველია	sadness	0.328
disallowed	ნებადართულია	sadness	0.328
nepotism	ნეპოტიზმი	sadness	0.328
soreness	ტკივილი	sadness	0.328
scold	გაბრაზება	sadness	0.327
flaccid	ფლაგმანი	sadness	0.324
hobo	hobo	sadness	0.323
fragile	მყიფე	sadness	0.319
stingy	მტკივა	sadness	0.319
sue	სარჩელი	sadness	0.318
scarcely	ძლივს	sadness	0.318
mistake	შეცდომა	sadness	0.312
committal	ვალდებულება	sadness	0.312
fatty	ცხიმოვანი	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	thresh	sadness	0.312
skid	skid	sadness	0.312
hamstring	hamstring	sadness	0.312
nonsensical	არასასურველი	sadness	0.312
ulcer	წყლული	sadness	0.312
defy	უგულებელყოფა	sadness	0.312
nostalgia	ნოსტალგია	sadness	0.312
inhibit	ზღუდავენ	sadness	0.312
clouded	ღრუბელი	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	დაფარვა	sadness	0.311
blemish	blemish	sadness	0.310
resisting	წინააღმდეგობა	sadness	0.309
sympathetic	სიმპათიური	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	აღიარებ	sadness	0.303
opium	ოპიუმი	sadness	0.303
alas	სამწუხაროდ	sadness	0.302
setback	რეაგირება	sadness	0.297
halting	შეჩერება	sadness	0.297
incase	შემთხვევაში	sadness	0.297
inappropriate	შეუსაბამოა	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	შაკიკი	sadness	0.297
incompatible	შეუთავსებელია	sadness	0.297
dull	მშრალი	sadness	0.297
discontinuity	შეწყვეტა	sadness	0.297
wrinkled	wrinkled	sadness	0.297
suppress	ჩახშობა	sadness	0.297
weak	სუსტი	sadness	0.297
mislead	შეცდომა	sadness	0.297
subsidence	სუბსიდია	sadness	0.297
hermit	თავშესაფარი	sadness	0.296
moving	მოძრავი	sadness	0.295
shrink	შემცირება	sadness	0.295
shiver	shiver	sadness	0.291
tramp	მაწანწალა	sadness	0.288
constraint	შეზღუდვა	sadness	0.288
unimportant	უმნიშვნელოა	sadness	0.288
rubble	ნანგრევები	sadness	0.282
excluding	გარდა	sadness	0.281
revoke	გაუქმება	sadness	0.281
negro	negro	sadness	0.281
shortage	დეფიციტი	sadness	0.281
wearily	უცნაურად	sadness	0.281
grey	ნაცრისფერი	sadness	0.281
senseless	უაზრო	sadness	0.281
overdue	ვადაგადაცილებული	sadness	0.281
flinch	flinch	sadness	0.281
adverse	უარყოფითი	sadness	0.281
remove	ამოიღე	sadness	0.281
grumpy	grumpy	sadness	0.281
flop	ფლოპი	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	აღიარება	sadness	0.281
timid	ქარიშხალი	sadness	0.281
down	ქვემოთ	sadness	0.281
unseat	unseat	sadness	0.281
apathy	აპათია	sadness	0.281
taint	ტკივილი	sadness	0.281
black	შავი	sadness	0.281
knell	knell	sadness	0.275
jurisprudence	იურისპრუდენცია	sadness	0.273
humbled	თავმდაბალი	sadness	0.273
confusion	დაბნეულობა	sadness	0.273
soldier	ჯარისკაცი	sadness	0.273
throb	throb	sadness	0.273
gray	ნაცრისფერი	sadness	0.269
obstacle	დაბრკოლება	sadness	0.266
lax	lax	sadness	0.266
eternity	მარადისობა	sadness	0.266
leaving	ტოვებს	sadness	0.266
unrealistic	არარეალურია	sadness	0.266
mixedemotions	შერეული ემოციები	sadness	0.266
slur	slur	sadness	0.266
drifted	გადაადგილებული	sadness	0.266
remiss	remiss	sadness	0.266
shack	shack	sadness	0.266
inconvenient	არასასიამოვნო	sadness	0.263
restrict	შეზღუდვა	sadness	0.259
misrepresentation	არასწორია	sadness	0.259
stagnant	სტაგნატი	sadness	0.259
disservice	უპატრონო	sadness	0.258
backwater	backwater	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	უდაბნოში	sadness	0.255
wasteful	wasteful	sadness	0.250
labored	შრომატევადი	sadness	0.250
uneducated	გაუნათლებელი	sadness	0.250
incomplete	არასრული	sadness	0.250
older	ხანდაზმული	sadness	0.250
speculation	სპეკულაცია	sadness	0.250
undying	უვარგისი	sadness	0.250
pine	ფიჭვი	sadness	0.250
tempest	ქარიშხალი	sadness	0.250
humbug	humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	gullible	sadness	0.250
unexplained	აუხსნელი	sadness	0.250
communism	კომუნიზმი	sadness	0.250
error	შეცდომა	sadness	0.250
anchorage	anchorage	sadness	0.250
rainyday	წვიმიანი დღე	sadness	0.242
demonstrative	საჩვენებელი	sadness	0.242
melodrama	მელოდრამა	sadness	0.242
necessity	აუცილებლობა	sadness	0.236
boredom	უსაქმურობის	sadness	0.235
misty	misty	sadness	0.234
warp	warp	sadness	0.234
trash	ნაგავი	sadness	0.234
burke	burke	sadness	0.234
hollow	ღრუ	sadness	0.234
void	ბათილია	sadness	0.234
healing	სამკურნალო	sadness	0.234
cloudy	მოღრუბლული	sadness	0.234
blockade	ბლოკადა	sadness	0.234
depart	გამგზავრება	sadness	0.234
uninteresting	უინტერესო	sadness	0.234
cancel	გაუქმება	sadness	0.234
sentence	სასჯელი	sadness	0.234
foggy	ყალბი	sadness	0.234
pale	ღია	sadness	0.234
case	საქმე	sadness	0.228
rainy	წვიმიანი	sadness	0.227
onerous	მყარი	sadness	0.223
bottom	ქვედა	sadness	0.223
uninterested	უინტერესოა	sadness	0.223
fasting	მარხვა	sadness	0.220
indifference	გულგრილობა	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	დაძლევა	sadness	0.219
discolored	გათიშული	sadness	0.219
blunder	შეცდომა	sadness	0.219
thirst	წყურვილი	sadness	0.219
dole	dole	sadness	0.219
pious	ღვთისმოსავი	sadness	0.219
cocaine	კოკაინი	sadness	0.218
tough	მკაცრი	sadness	0.212
lower	ქვედა	sadness	0.203
sprain	sprain	sadness	0.203
arid	არიდული	sadness	0.203
fat	ცხიმი	sadness	0.203
revolution	რევოლუცია	sadness	0.203
chilly	გრილი	sadness	0.203
chargeable	გადასახდელი	sadness	0.203
sluggish	დუნე	sadness	0.203
yucky	იუკი	sadness	0.203
hoary	გაბრაზება	sadness	0.203
wanting	სურვილს	sadness	0.202
progression	პროგრესიით	sadness	0.201
closure	დახურვა	sadness	0.195
unbeaten	გაულახავი	sadness	0.193
veal	ხბოს	sadness	0.188
retirement	საპენსიო	sadness	0.188
oddity	უცნაური	sadness	0.188
heartfelt	გულწრფელი	sadness	0.188
meh	მე	sadness	0.188
invalid	არასწორია	sadness	0.188
tease	გაღიზიანება	sadness	0.188
splitting	გაყოფა	sadness	0.188
interrupted	შეწყდა	sadness	0.188
rumor	ჭორები	sadness	0.188
cataract	კატარაქტი	sadness	0.188
rack	rack	sadness	0.188
halter	halter	sadness	0.188
cold	ცივი	sadness	0.188
concerned	შეშფოთებულია	sadness	0.184
sarcasm	სარკაზმი	sadness	0.181
strip	ზოლები	sadness	0.179
esteem	პატივისცემა	sadness	0.172
feeling	შეგრძნება	sadness	0.172
overload	გადატვირთვა	sadness	0.172
divided	იყოფა	sadness	0.172
memories	მოგონებები	sadness	0.172
sap	SAP	sadness	0.172
eschew	eschew	sadness	0.172
cupping	cupping	sadness	0.172
destination	დანიშნულება	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	შეზღუდულია	sadness	0.167
rain	წვიმა	sadness	0.163
willful	თვითნებური	sadness	0.160
untitled	უსათაურო	sadness	0.157
weeds	სარეველები	sadness	0.156
stint	მოღვაწე	sadness	0.156
cross	ჯვარი	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	უცვლელი	sadness	0.152
procession	მსვლელობა	sadness	0.152
tax	საგადასახადო	sadness	0.142
lesbian	ლესბოსელი	sadness	0.141
emo	emo	sadness	0.141
overpriced	ზედმეტი	sadness	0.141
tolerate	მოითმენს	sadness	0.141
mug	mug	sadness	0.141
weight	წონა	sadness	0.141
touchy	სენსორული	sadness	0.140
kennel	kennel	sadness	0.130
grounded	დასაბუთებული	sadness	0.130
late	გვიან	sadness	0.125
theocratic	თეოკრატიული	sadness	0.125
clouds	ღრუბლები	sadness	0.125
terrific	შესანიშნავი	sadness	0.125
commemorate	აღსანიშნავად	sadness	0.125
meek	meek	sadness	0.125
stillness	სიმშვიდე	sadness	0.125
sisterhood	sisterhood	sadness	0.125
socialist	სოციალისტური	sadness	0.125
unpaid	გადაუხდელი	sadness	0.125
margin	ზღვარი	sadness	0.125
default	ნაგულისხმევი	sadness	0.121
lace	მაქმანი	sadness	0.118
unpublished	გამოუქვეყნებელი	sadness	0.116
interested	დაინტერესებული	sadness	0.114
fortress	ციხე	sadness	0.110
fleece	საწმისის	sadness	0.109
rating	ნიშანი	sadness	0.109
lush	აყვავებულს	sadness	0.109
harry	ჰარი	sadness	0.109
priesthood	სამღვდელოება	sadness	0.109
orchestra	ორკესტრი	sadness	0.109
ultimate	საბოლოო	sadness	0.109
sanctify	sanctify	sadness	0.108
income	შემოსავალი	sadness	0.100
sonnet	სონეტი	sadness	0.094
winning	გამარჯვება	sadness	0.094
quiet	მშვიდი	sadness	0.094
boo	boo	sadness	0.094
vainly	უშედეგოდ	sadness	0.091
wet	სველი	sadness	0.078
hug	ჩახუტება	sadness	0.078
hut	ქოხი	sadness	0.078
ovation	ოვაცია	sadness	0.078
humble	თავმდაბალი	sadness	0.078
motivating	მოტივირება	sadness	0.078
opera	საოპერო	sadness	0.078
treat	მკურნალობა	sadness	0.076
hymn	ჰიმნი	sadness	0.064
honest	პატიოსანი	sadness	0.062
relics	სიწმინდე	sadness	0.061
couch	მწვრთნელი	sadness	0.060
waffle	ვაფლი	sadness	0.047
shell	ჭურვი	sadness	0.045
musical	მუსიკალური	sadness	0.045
savor	სასიამოვნოა	sadness	0.034
vote	ხმის მიცემა	sadness	0.031
napkin	ხელსახოცი	sadness	0.031
sing	მღერიან	sadness	0.017
music	მუსიკა	sadness	0.016
mother	დედა	sadness	0.016
nutritious	nutritious	sadness	0.015
lovely	ლამაზი	sadness	0.009
art	ხელოვნება	sadness	0.000
romance	რომანი	sadness	0.000
liquor	ლიქიორით	sadness	0.000
sweetheart	მიყვარხარ	sadness	0.000
surprise	სიურპრიზი	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	აფეთქება	surprise	0.906
explosion	აფეთქება	surprise	0.898
explosive	ასაფეთქებელი	surprise	0.883
ambush	ჩასაფრება	surprise	0.883
eruption	ამოფრქვევა	surprise	0.883
frighten	დააშინოს	surprise	0.875
startle	შპრიცი	surprise	0.875
surprisingly	გასაკვირი	surprise	0.875
shockingly	შოკისმომგვრელია	surprise	0.875
surprising	გასაკვირი	surprise	0.867
frightened	შეშინებული	surprise	0.867
surprised	გაკვირვებული	surprise	0.867
thrilling	ამაღელვებელი	surprise	0.859
miracle	სასწაული	surprise	0.859
outburst	outburst	surprise	0.859
blast	აფეთქება	surprise	0.852
alarm	სიგნალიზაცია	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	ჯოლტ	surprise	0.844
thunderstruck	ქარიშხალი	surprise	0.844
shock	შოკი	surprise	0.844
fright	შიში	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	მოულოდნელად	surprise	0.836
catastrophe	კატასტროფა	surprise	0.836
dazzle	მღელვარე	surprise	0.836
emergency	საგანგებო	surprise	0.828
bewilderment	გაოცება	surprise	0.828
suddenly	მოულოდნელად	surprise	0.828
startling	გასაოცარია	surprise	0.828
astound	astound	surprise	0.820
stunned	გაოცებული	surprise	0.820
jackpot	ჯეკპოტი	surprise	0.812
earthquake	მიწისძვრა	surprise	0.812
disaster	კატასტროფა	surprise	0.812
astonish	გაოცებული	surprise	0.805
astonishment	გაოცება	surprise	0.805
climax	კულმინაცია	surprise	0.805
aghast	aghast	surprise	0.805
scare	შეშინება	surprise	0.797
awestruck	მშვიდი	surprise	0.797
bomb	ბომბი	surprise	0.789
erupt	ამოიღე	surprise	0.789
exclaim	exclaim	surprise	0.789
amazement	გაოცება	surprise	0.781
detonate	აფეთქდა	surprise	0.773
alarming	საგანგაშო	surprise	0.773
miraculous	სასწაულმოქმედი	surprise	0.773
invade	შეჭრა	surprise	0.773
raid	დარბევა	surprise	0.773
abduction	გატაცება	surprise	0.773
kidnap	გატაცება	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	აბსოლუტური	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	არაპროგნოზირებადი	surprise	0.758
unimaginable	წარმოუდგენელია	surprise	0.750
erratic	არაეთიკური	surprise	0.750
accident	უბედური შემთხვევა	surprise	0.750
outrageous	აღმაშფოთებელია	surprise	0.750
flinch	flinch	surprise	0.742
blitz	ბლიცი	surprise	0.742
petrify	გადაღება	surprise	0.742
slaughter	სასაკლაო	surprise	0.742
horror	საშინელება	surprise	0.742
amaze	გაოცებული	surprise	0.742
bewilder	bewilder	surprise	0.742
wreck	დანგრევა	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	შფოთვა	surprise	0.734
frenetic	შმაგი	surprise	0.734
frantic	frantic	surprise	0.734
crash	ავარია	surprise	0.734
sudden	მოულოდნელად	surprise	0.727
riotous	შეურაცხმყოფელი	surprise	0.727
vanished	გაქრა	surprise	0.727
moonstruck	მთვარე	surprise	0.727
outcry	აღშფოთება	surprise	0.727
bewildered	უყვარდა	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	საბოტაჟი	surprise	0.719
shriek	shriek	surprise	0.719
breathless	სუნთქვა	surprise	0.719
scream	ყვირილი	surprise	0.719
manslaughter	manslaughter	surprise	0.719
rupture	rupture	surprise	0.719
unanticipated	მოულოდნელად	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	უკონტროლო	surprise	0.711
unexpected	მოულოდნელი	surprise	0.711
electrify	ელექტროფიკაცია	surprise	0.711
stun	stun	surprise	0.711
shot	გასროლა	surprise	0.711
avalanche	ზვავი	surprise	0.711
gasp	გაზი	surprise	0.711
unforeseen	გაუთვალისწინებელი	surprise	0.703
slam	აკრიტიკებენ	surprise	0.703
surge	დენის	surprise	0.703
intruder	intruder	surprise	0.703
abrupt	მკვეთრი	surprise	0.703
suspense	შეჩერება	surprise	0.703
devastation	განადგურება	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	არასტაბილურობა	surprise	0.695
excite	excite	surprise	0.695
unprecedented	უპრეცედენტო	surprise	0.695
stab	stab	surprise	0.695
urgent	სასწრაფოდ	surprise	0.695
yell	ყვირილი	surprise	0.695
strike	გაფიცვის	surprise	0.695
disturbance	არეულობა	surprise	0.688
carnage	carnage	surprise	0.688
spectacular	სანახაობრივი	surprise	0.688
incredible	წარმოუდგენელია	surprise	0.688
recklessness	უგუნურება	surprise	0.680
slap	slap	surprise	0.680
monstrous	ამაზრზენი	surprise	0.680
clamor	კამათის	surprise	0.680
thrill	მღელვარე	surprise	0.680
accidentally	შემთხვევით	surprise	0.672
accidental	შემთხვევითი	surprise	0.672
striking	ნათელი	surprise	0.672
captivate	დატყვევება	surprise	0.672
exhilaration	გაღიზიანება	surprise	0.672
terrorist	ტერორისტი	surprise	0.672
inexplicable	აუხსნელი	surprise	0.672
exciting	საინტერესო	surprise	0.672
topple	ჩამოგდება	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	ვულკანის	surprise	0.664
revolution	რევოლუცია	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	ცეცხლგამძლე	surprise	0.656
revolt	აჯანყება	surprise	0.656
sneak	შემოგეპაროთ	surprise	0.656
unspeakable	დაუჯერებელი	surprise	0.656
bloodshed	სისხლისღვრა	surprise	0.656
cyclone	ციკლონი	surprise	0.648
violent	ძალადობრივი	surprise	0.648
disruption	ჩაშლა	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	unsuspecting	surprise	0.648
mutiny	ამბოხება	surprise	0.648
attacking	თავდასხმა	surprise	0.648
unintended	გაუთვალისწინებელი	surprise	0.648
amazingly	საოცრად	surprise	0.648
epidemic	ეპიდემია	surprise	0.648
shout	ყვირილი	surprise	0.641
screech	screech	surprise	0.641
wildfire	ველური ცეცხლი	surprise	0.641
indescribable	indescribable	surprise	0.641
enthusiasm	ენთუზიაზმი	surprise	0.641
excitation	აღგზნება	surprise	0.641
tumult	შეშფოთება	surprise	0.641
improvisation	იმპროვიზაცია	surprise	0.641
anomaly	ანომალია	surprise	0.633
apparition	აწმყო	surprise	0.633
treachery	ღალატი	surprise	0.633
presto	პრესტოს	surprise	0.633
gape	gape	surprise	0.633
agape	ალეპე	surprise	0.633
uncertain	გაურკვეველია	surprise	0.633
plunder	ძარცვას	surprise	0.633
tempest	ქარიშხალი	surprise	0.625
trick	შეასრულა	surprise	0.625
slaughtering	დაკვლისას	surprise	0.625
wonderment	გასაკვირი	surprise	0.625
excited	აღფრთოვანებული	surprise	0.625
sorcery	ჯადოქარი	surprise	0.625
murderous	მკვლელობა	surprise	0.625
urgency	სასწრაფო	surprise	0.625
distress	უბედურება	surprise	0.625
mystery	საიდუმლო	surprise	0.625
trickery	მოსატყუებლად	surprise	0.617
intense	ინტენსიური	surprise	0.617
vanish	vanish	surprise	0.617
murder	მკვლელობა	surprise	0.617
quickness	სისწრაფე	surprise	0.617
intrusive	ინტრუზიული	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	უბიძგებს	surprise	0.617
blindfold	ბლაინდი	surprise	0.609
coup	გადატრიალება	surprise	0.609
splash	მისალმება	surprise	0.609
thief	ქურდი	surprise	0.609
magical	ჯადოსნური	surprise	0.609
unstable	არასტაბილურია	surprise	0.609
shatter	shatter	surprise	0.609
strangle	ძილიანობა	surprise	0.609
defy	უგულებელყოფა	surprise	0.602
deluge	დელუჯი	surprise	0.602
inconceivable	წარმოუდგენელია	surprise	0.602
jubilee	იუბილე	surprise	0.602
stupor	სუნთქვა	surprise	0.602
tackle	დაძლევა	surprise	0.602
assail	თავდამსხმელი	surprise	0.602
betray	ღალატი	surprise	0.602
monstrosity	მონსტრები	surprise	0.594
alerts	შეტყობინებები	surprise	0.594
lightning	განათება	surprise	0.594
mishap	mishap	surprise	0.594
