word	Thai-th	emotion	emotion-intensity-score
antisocial	ต่อต้านสังคม	sadness	0.531
sullen	บูดบึ้ง	sadness	0.531
forfeiture	ค่าปรับไหม	sadness	0.531
console	ปลอบใจ	sadness	0.531
neurosis	โรคประสาทพิการ	sadness	0.531
theft	โจรกรรม	sadness	0.531
outburst	การระเบิดออก	sadness	0.531
dispossessed	ยึดทรัพย์	sadness	0.531
prisoner	นักโทษ	sadness	0.531
disgust	ความรังเกียจ	sadness	0.531
embolism	เส้นเลือดอุดตัน	sadness	0.531
sorely	อย่างมาก	sadness	0.531
attacking	โจมตี	sadness	0.531
confined	ถูกคุมขัง	sadness	0.531
embarrassment	ความลำบากใจ	sadness	0.531
inimical	ทารุณ	sadness	0.531
sick	ป่วย	sadness	0.531
requiem	พิธีมิสชาสำหรับวิญญาณคนตาย	sadness	0.531
relapse	กลับทรุด	sadness	0.530
forgotten	ลืม	sadness	0.530
unpleasant	ไม่เป็นที่พอใจ	sadness	0.530
grievance	ข้อข้องใจ	sadness	0.530
disable	ปิดการใช้งาน	sadness	0.529
defenseless	ไม่มีที่พึ่ง	sadness	0.526
defunct	ตาย	sadness	0.518
ridicule	เยาะเย้ย	sadness	0.518
sequestration	การอายัด	sadness	0.516
vegetative	เจริญเติบโต	sadness	0.516
stripped	เปลือยเปล่า	sadness	0.516
blindness	การปิดตา	sadness	0.516
accident	อุบัติเหตุ	sadness	0.516
sin	NO TRANSLATION	sadness	0.516
hideous	น่าเกลียด	sadness	0.516
misfortune	โชคร้าย	sadness	0.516
retard	ชะลอ	sadness	0.516
unfriendly	ไม่เป็นมิตร	sadness	0.516
weakness	ความอ่อนแอ	sadness	0.516
dumps	ทิ้ง	sadness	0.516
sore	เจ็บ	sadness	0.516
displeased	ไม่พอใจ	sadness	0.516
wither	เหี่ยวเฉา	sadness	0.516
elimination	การขจัด	sadness	0.516
delusion	ความเข้าใจผิด	sadness	0.516
decayed	เน่าเสีย	sadness	0.516
stifled	กลั้น	sadness	0.516
unlucky	โชคร้าย	sadness	0.516
dictatorship	อำนาจเผด็จการ	sadness	0.509
regrettable	น่าเศร้า	sadness	0.509
complain	บ่น	sadness	0.509
unrequited	ยังไม่ชำระ	sadness	0.509
lose	สูญเสีย	sadness	0.509
insecure	ไม่ปลอดภัย	sadness	0.509
witchcraft	คาถา	sadness	0.508
gonorrhea	โรคหนองใน	sadness	0.500
endemic	เฉพาะถิ่น	sadness	0.500
negative	เชิงลบ	sadness	0.500
weary	เบื่อหน่าย	sadness	0.500
anxiety	ความกังวล	sadness	0.500
impossible	เป็นไปไม่ได้	sadness	0.500
disturbed	กระวนกระวายใจ	sadness	0.500
cytomegalovirus	cytomegalovirus	sadness	0.500
offended	ที่กระทำผิดกฎหมาย	sadness	0.500
intolerant	ไม่ทน	sadness	0.500
prosecute	ฟ้องคดี	sadness	0.500
rot	เน่า	sadness	0.500
exclusion	ยกเว้น	sadness	0.500
atherosclerosis	หลอดเลือด	sadness	0.500
senile	ชรา	sadness	0.500
battled	ต่อสู้	sadness	0.500
coma	อาการโคม่า	sadness	0.500
injurious	เสียหาย	sadness	0.500
bankruptcy	การล้มละลาย	sadness	0.500
chronic	เรื้อรัง	sadness	0.500
difficulty	ความยาก	sadness	0.500
howl	เห่าหอน	sadness	0.500
cringe	ประจบประแจง	sadness	0.500
messedup	NO TRANSLATION	sadness	0.500
nauseous	ปฏิกูล	sadness	0.500
deport	ขับไล่	sadness	0.500
mad	บ้า	sadness	0.500
discomfort	ความไม่สบาย	sadness	0.500
unfair	ไม่ยุติธรรม	sadness	0.500
evict	ขับไล่	sadness	0.500
damper	สิ่งที่ทำให้ชื้น	sadness	0.500
drugged	วางยา	sadness	0.500
aggravating	aggravating	sadness	0.500
crash	ชน	sadness	0.500
mortality	ความตาย	sadness	0.500
disrespectful	ไม่สุภาพ	sadness	0.500
frowning	มุ่ย	sadness	0.500
aftermath	ควันหลง	sadness	0.500
ungodly	ร้ายกาจ	sadness	0.500
bier	NO TRANSLATION	sadness	0.500
explode	ระเบิด	sadness	0.500
dolor	NO TRANSLATION	sadness	0.500
derogation	ความเลว	sadness	0.491
rob	ปล้น	sadness	0.491
recession	ภาวะถดถอย	sadness	0.485
shriek	ร้องว้าย	sadness	0.485
hospital	โรงพยาบาล	sadness	0.484
disturbance	การรบกวน	sadness	0.484
insult	ดูถูก	sadness	0.484
adversity	ความทุกข์ยาก	sadness	0.484
beg	ขอ	sadness	0.484
resign	ลาออกจากตำแหน่ง	sadness	0.484
moan	คราง	sadness	0.484
arsenic	สารหนู	sadness	0.484
nasty	น่ารังเกียจ	sadness	0.484
inadequate	ไม่เพียงพอ	sadness	0.484
sabotage	การก่อวินาศกรรม	sadness	0.484
frailty	ความอ่อนแอ	sadness	0.484
broke	ยากจน	sadness	0.484
coward	คนขี้ขลาดตาขาว	sadness	0.484
wrongful	ผิดพลาด	sadness	0.484
repress	ปราบปราม	sadness	0.484
evasion	การหลีกเลี่ยง	sadness	0.484
wince	เสียวสะดุ้ง	sadness	0.484
worn	มือสอง	sadness	0.484
offense	การกระทำผิดกฎหมาย	sadness	0.484
reprisal	การแก้แค้น	sadness	0.484
criticism	คำวิจารณ์	sadness	0.484
weariness	ความเบื่อหน่าย	sadness	0.484
infectious	ติดเชื้อ	sadness	0.483
dishonest	ไม่สุจริต	sadness	0.482
decay	ผุ	sadness	0.482
dissolution	การละลาย	sadness	0.480
lowest	ต่ำที่สุด	sadness	0.478
unhealthy	ไม่แข็งแรง	sadness	0.474
irritation	การระคายเคือง	sadness	0.470
unfortunate	โชคร้าย	sadness	0.469
illegal	ที่ผิดกฎหมาย	sadness	0.469
sedition	การปลุกระดม	sadness	0.469
penal	เกี่ยวกับอาญา	sadness	0.469
uneasiness	ความไม่สบายใจ	sadness	0.469
measles	โรคหัด	sadness	0.469
ail	ลำบาก	sadness	0.469
unfavorable	เสียเปรียบ	sadness	0.469
dashed	ประ	sadness	0.469
fallout	ออกมาเสีย	sadness	0.469
collusion	สมรู้ร่วมคิด	sadness	0.469
vulnerability	ความอ่อนแอ	sadness	0.469
leftout	NO TRANSLATION	sadness	0.469
recidivism	การย้อนกลับไปใหม่	sadness	0.469
penalty	การลงโทษ	sadness	0.469
criticize	วิจารณ์	sadness	0.469
segregate	แยก	sadness	0.469
uncaring	ไม่สนใจ	sadness	0.469
domination	การปกครอง	sadness	0.469
perversion	การบิดเบือน	sadness	0.469
pernicious	เป็นอันตราย	sadness	0.469
convict	นักโทษ	sadness	0.469
expulsion	การขับไล่	sadness	0.469
conflict	ขัดกัน	sadness	0.469
disapproval	ความไม่พอใจ	sadness	0.469
collapse	ล่มสลาย	sadness	0.469
frustrate	อึดอัด	sadness	0.469
moody	เจ้าอารมณ์	sadness	0.469
frayed	เป็นฝอย	sadness	0.467
infamy	ความอับอายขายหน้า	sadness	0.464
plunder	ปล้น	sadness	0.461
depreciated	คิดค่าเสื่อมราคา	sadness	0.460
wane	เสื่อมโทรม	sadness	0.456
badly	ไม่ดี	sadness	0.455
unlawful	ผิดกฎหมาย	sadness	0.455
bittersweet	หวานอมขมกลืน	sadness	0.453
fell	ลดลง	sadness	0.453
vulgarity	คำหยาบ	sadness	0.453
upheaval	กลียุค	sadness	0.453
criticise	วิจารณ์	sadness	0.453
foreclose	ยึดสังหาริมทรัพย์	sadness	0.453
revolver	ปืนพกลูก	sadness	0.453
wrongly	อย่างผิดพลาด	sadness	0.453
surrender	ยอมจำนน	sadness	0.453
disapprove	ไม่พอใจ	sadness	0.453
tribulation	ความทุกข์ทรมาน	sadness	0.453
despotism	ความกดขี่	sadness	0.453
wreck	การก่อวินาศกรรม	sadness	0.453
memorials	อนุสาวรีย์	sadness	0.453
gone	ที่ไปแล้ว	sadness	0.453
confiscate	ริบ	sadness	0.453
inhospitable	ไม่ต้อนรับ	sadness	0.453
refugee	ผู้ลี้ภัย	sadness	0.453
secluded	สันโดษ	sadness	0.453
frown	ขมวดคิ้ว	sadness	0.453
worse	แย่ลง	sadness	0.453
inability	การไร้ความสามารถ	sadness	0.453
avalanche	หิมะถล่ม	sadness	0.453
perplexity	ความฉงนสนเท่ห์	sadness	0.453
doldrums	ซบเซา	sadness	0.453
scarcity	ความขาดแคลน	sadness	0.453
discriminate	เห็นความแตกต่าง	sadness	0.453
invade	บุก	sadness	0.453
lowly	ต่ำต้อย	sadness	0.448
lone	โดด	sadness	0.446
guillotine	กิโยตีน	sadness	0.446
encumbrance	สิ่งที่เป็นภาระ	sadness	0.441
annulment	การเพิกถอน	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	การคุมขัง	sadness	0.439
bummer	คนเกียจคร้าน	sadness	0.439
delirious	เพ้อ	sadness	0.439
bum	ก้น	sadness	0.438
rejects	อุจจาระ	sadness	0.438
futile	ไม่ได้ผล	sadness	0.438
departure	การออกเดินทาง	sadness	0.438
disconnected	ตัดการเชื่อมต่อ	sadness	0.438
lunacy	ความบ้า	sadness	0.438
coercion	การบังคับ	sadness	0.438
fugitive	ผู้ลี้ภัย	sadness	0.438
disapproved	ไม่ผ่านการอนุมัติ	sadness	0.438
paucity	ความขัดสน	sadness	0.438
blues	เพลงบลูส	sadness	0.438
ghetto	สลัม	sadness	0.438
cancellation	การยกเลิก	sadness	0.438
imprudent	ไม่ฉลาด	sadness	0.438
forbid	ห้าม	sadness	0.438
sympathize	เห็นอกเห็นใจ	sadness	0.438
problem	ปัญหา	sadness	0.438
abscess	ฝี	sadness	0.438
insolvency	การล้มละลาย	sadness	0.438
indigent	ยากจน	sadness	0.438
apathetic	ไม่แยแส	sadness	0.438
pensive	หม่น	sadness	0.438
lethargy	ความง่วง	sadness	0.438
disagreement	ความไม่เห็นด้วย	sadness	0.438
stigma	ปาน	sadness	0.438
detainee	นักโทษ	sadness	0.438
farewell	การอำลา	sadness	0.438
insignificant	จิ๊บจ๊อย	sadness	0.438
diminish	ลดทอน	sadness	0.438
dislocated	เคล็ด	sadness	0.438
emotional	อารมณ์	sadness	0.438
unattainable	ไม่สามารถบรรลุได้	sadness	0.438
animosity	ความเป็นปรปักษ์	sadness	0.438
deflate	ยุบ	sadness	0.438
appendicitis	ไส้ติ่งอับเสบ	sadness	0.438
restriction	การ จำกัด	sadness	0.438
underpaid	ได้รับค่าจ้างน้อยไป	sadness	0.438
disapproving	ซึ่งไม่พอใจ	sadness	0.438
absent	ขาด	sadness	0.438
darkened	มืด	sadness	0.438
disqualified	ตัดสิทธิ์	sadness	0.435
bothering	รบกวน	sadness	0.435
tripping	สะดุด	sadness	0.429
sunk	จม	sadness	0.426
retribution	ผลกรรม	sadness	0.424
draining	การระบายน้ำ	sadness	0.424
varicella	varicella	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	ผีสิง	sadness	0.422
dispassionate	ไม่อคติ	sadness	0.422
deviation	การเบี่ยงเบน	sadness	0.422
thief	ขโมย	sadness	0.422
cyst	ถุง	sadness	0.422
beggar	ขอทาน	sadness	0.422
falling	ล้ม	sadness	0.422
neuralgia	โรคประสาท	sadness	0.422
unequal	ไม่เท่ากัน	sadness	0.422
jarring	ที่สั่นสะเทือน	sadness	0.422
bad	ไม่ดี	sadness	0.422
rip	ฉีก	sadness	0.422
handicap	แต้มต่อ	sadness	0.422
cardiomyopathy	cardiomyopathy	sadness	0.422
cutting	ตัด	sadness	0.422
unwelcome	ไม่พอใจ	sadness	0.422
scarce	ขาดแคลน	sadness	0.422
wrongdoing	การกระทำผิดกฎหมาย	sadness	0.422
insolvent	ล้มละลาย	sadness	0.422
difficulties	ความยากลำบาก	sadness	0.421
invader	ผู้รุกราน	sadness	0.420
drab	น่าเบื่อ	sadness	0.420
fall	ตก	sadness	0.418
illegitimate	นอกกฎหมาย	sadness	0.416
expel	ขับไล่	sadness	0.414
meaningless	ไม่มีความหมาย	sadness	0.409
darkness	ความมืด	sadness	0.409
syncope	การย่อเสียงตรงกลาง	sadness	0.407
stroke	ลากเส้น	sadness	0.406
hoax	หลอกลวง	sadness	0.406
darken	มืดมิด	sadness	0.406
precarious	ล่อแหลม	sadness	0.406
subjected	ภายใต้	sadness	0.406
feudalism	ระบบศักดินา	sadness	0.406
fury	การโกรธ	sadness	0.406
bitch	ผู้หญิงเลว	sadness	0.406
enmity	ความเป็นปฏิปักษ์	sadness	0.406
wildfire	ไฟป่า	sadness	0.406
obnoxious	น่ารังเกียจ	sadness	0.406
confine	จำกัด	sadness	0.406
fatigued	เหนื่อย	sadness	0.406
fault	ความผิด	sadness	0.406
unsatisfied	ไม่พอใจ	sadness	0.405
spank	ตบ	sadness	0.403
deluge	น้ำท่วม	sadness	0.402
sigh	ถอนหายใจ	sadness	0.402
spinster	เทื้อ	sadness	0.400
blue	สีน้ำเงิน	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	ยังค้างอยู่	sadness	0.398
embarrass	ทำให้อึดอัดใจ	sadness	0.394
pitfall	หลุมพราง	sadness	0.394
pointless	ไม่มีจุดหมาย	sadness	0.394
seriousness	ความร้ายแรง	sadness	0.394
monsoon	ลมมรสุม	sadness	0.391
debt	หนี้สิน	sadness	0.391
exhausted	เหนื่อย	sadness	0.391
stretcher	แคร่หาม	sadness	0.391
condescension	การยอมรับ	sadness	0.391
dwarfed	คนแคระ	sadness	0.391
inefficient	ไม่มีประสิทธิภาพ	sadness	0.391
ravenous	หิวมาก	sadness	0.391
rue	เวทนา	sadness	0.391
banshee	Banshee	sadness	0.391
daemon	ภูต	sadness	0.391
feeble	อ่อนแอ	sadness	0.391
coldness	ความเย็น	sadness	0.391
ifonly	ถ้าเพียงแค่	sadness	0.391
insulting	ที่ดูถูก	sadness	0.391
trickery	การใช้กลอุบาย	sadness	0.391
noose	บ่วง	sadness	0.391
punch	หมัด	sadness	0.391
reproach	ตำหนิ	sadness	0.391
ineptitude	ความโง่เขลา	sadness	0.391
refused	ปฏิเสธ	sadness	0.391
cage	กรง	sadness	0.391
brute	เดรัจฉาน	sadness	0.391
subvert	ล้มล้าง	sadness	0.384
jealousy	ความหึงหวง	sadness	0.382
geriatric	ผู้สูงอายุ	sadness	0.379
miss	นางสาว	sadness	0.379
struggle	การต่อสู้	sadness	0.379
inexcusable	อภัยไม่ได้	sadness	0.379
descent	โคตร	sadness	0.377
entangled	พันกันยุ่ง	sadness	0.377
ashes	ขี้เถ้า	sadness	0.377
exhaustion	ความอ่อนเพลีย	sadness	0.375
blackness	ความมืด	sadness	0.375
funk	คนขี้ขลาด	sadness	0.375
disqualify	ตัดสิทธิ์	sadness	0.375
slump	ตกต่ำ	sadness	0.375
inconsiderate	ไม่เกรงใจ	sadness	0.375
noncompliance	การไม่ปฏิบัติตาม	sadness	0.375
goodbye	ลาก่อน	sadness	0.375
sucks	ดูด	sadness	0.375
landslide	แผ่นดินถล่ม	sadness	0.375
overcast	มืดครึ้ม	sadness	0.375
rabid	บ้า	sadness	0.375
inferior	ด้อยกว่า	sadness	0.375
murky	มืด	sadness	0.375
prostitution	การค้าประเวณี	sadness	0.375
scar	แผลเป็น	sadness	0.375
dispel	ปัดเป่า	sadness	0.375
parting	พรากจากกัน	sadness	0.375
wasting	การสูญเสีย	sadness	0.375
withdraw	ถอน	sadness	0.375
oust	ขับไล่	sadness	0.375
sympathy	ความเห็นอกเห็นใจ	sadness	0.375
delay	ความล่าช้า	sadness	0.373
unattractive	ขี้เหร่	sadness	0.373
apologize	ขอโทษ	sadness	0.370
crazy	บ้า	sadness	0.368
bastard	ลูกครึ่ง	sadness	0.366
deteriorated	โปเก	sadness	0.365
inter	ฝัง	sadness	0.364
empty	ว่างเปล่า	sadness	0.364
mocking	ซึ่งจำลอง	sadness	0.363
adder	งูพิษ	sadness	0.361
hindering	การขัดขวาง	sadness	0.359
flounder	ดิ้นรน	sadness	0.359
hunter	ผู้ล่า	sadness	0.359
unable	ไม่สามารถ	sadness	0.359
fruitless	ไร้ผล	sadness	0.359
arraignment	การฟ้องร้อง	sadness	0.359
tremor	การสั่นสะเทือน	sadness	0.359
taunt	ยั่วยุ	sadness	0.359
fainting	เป็นลม	sadness	0.359
plaintive	คร่ำครวญ	sadness	0.359
defendant	จำเลย	sadness	0.359
disconnect	ปลด	sadness	0.359
servile	เหมือนคนรับใช้	sadness	0.359
unsuccessful	ไม่สำเร็จ	sadness	0.359
unemployed	ว่างงาน	sadness	0.359
austere	เคร่งครัด	sadness	0.359
lockup	คุก	sadness	0.359
numbness	ความมึนงง	sadness	0.359
wrangling	การทะเลาะวิวาท	sadness	0.359
misunderstanding	เข้าใจผิด	sadness	0.359
obesity	ความอ้วน	sadness	0.359
idiocy	ความโง่ที่สุด	sadness	0.359
consecration	การถวาย	sadness	0.359
perpetrator	ผู้กระทำผิด	sadness	0.359
doubt	สงสัย	sadness	0.359
affront	ดูหมิ่น	sadness	0.359
unpopular	ไม่เป็นที่นิยม	sadness	0.359
inefficiency	การไร้ความสามารถ	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	เอะอะ	sadness	0.359
unrest	ความไม่สงบ	sadness	0.351
intervention	การแทรกแซง	sadness	0.348
wimpy	Wimpy	sadness	0.348
waste	ของเสีย	sadness	0.348
absentee	ผู้ที่ขาดไป	sadness	0.348
spoiler	ผู้ทำให้เสื่อมเสีย	sadness	0.348
flaw	ข้อบกพร่อง	sadness	0.347
blindly	สุ่มสี่สุ่มห้า	sadness	0.344
thrash	ฟาด	sadness	0.344
furrow	ร่อง	sadness	0.344
militia	กองทหารอาสาสมัคร	sadness	0.344
litigate	ฟ้องร้อง	sadness	0.344
stained	เลอะ	sadness	0.344
uninspired	ไม่มีปฏิภาณ	sadness	0.344
uninvited	ไม่ได้รับเชิญ	sadness	0.344
detention	การกักกัน	sadness	0.344
surgery	ศัลยกรรม	sadness	0.344
lawsuit	คดีความ	sadness	0.344
specter	สาง	sadness	0.344
desert	ทะเลทราย	sadness	0.344
attenuation	การผ่อนผัน	sadness	0.344
forfeit	ริบ	sadness	0.344
plea	ข้ออ้าง	sadness	0.344
cumbersome	ยุ่งยาก	sadness	0.344
resigned	ลาออก	sadness	0.344
lagging	ปกคลุมด้วยวัตถุฉนวน	sadness	0.344
intercede	ขอร้อง	sadness	0.344
myopia	สายตาสั้น	sadness	0.339
unaccountable	ไม่รับผิดชอบ	sadness	0.339
mishap	อุบัติเหตุ	sadness	0.338
probation	การคุมประพฤติ	sadness	0.336
disagreeing	เสียงแตก	sadness	0.333
severance	ความแตกแยก	sadness	0.333
bacteria	แบคทีเรีย	sadness	0.328
adrift	ไม่มีจุดหมาย	sadness	0.328
squall	พายุ	sadness	0.328
nether	ใต้	sadness	0.328
leave	ออกจาก	sadness	0.328
incompetent	ไร้ความสามารถ	sadness	0.328
endless	ไม่มีที่สิ้นสุด	sadness	0.328
unacceptable	รับไม่ได้	sadness	0.328
bondage	ความเป็นทาส	sadness	0.328
dependence	การพึ่งพาอาศัยกัน	sadness	0.328
sterile	หมัน	sadness	0.328
unacknowledged	ไม่ถูกยอมรับ	sadness	0.328
disallowed	ไม่ได้รับอนุญาต	sadness	0.328
nepotism	การเลือกที่รักมักที่ชัง	sadness	0.328
soreness	ความรุนแรง	sadness	0.328
scold	ดุ	sadness	0.327
flaccid	อ่อนแอ	sadness	0.324
hobo	กุ๊ย	sadness	0.323
fragile	บอบบาง	sadness	0.319
stingy	ตระหนี่	sadness	0.319
sue	ฟ้อง	sadness	0.318
scarcely	แทบจะไม่	sadness	0.318
mistake	ผิดพลาด	sadness	0.312
committal	การกระทำผิด	sadness	0.312
fatty	มันย่อง	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	นวดข้าว	sadness	0.312
skid	ลื่นไถล	sadness	0.312
hamstring	เอ็นร้อยหวาย	sadness	0.312
nonsensical	ไร้สาระ	sadness	0.312
ulcer	ฝี	sadness	0.312
defy	ท้า	sadness	0.312
nostalgia	ความคิดถึง	sadness	0.312
inhibit	ยับยั้ง	sadness	0.312
clouded	ฟุ้ง	sadness	0.312
evanescence	การค่อยๆสลายไป	sadness	0.312
conceal	ปกปิด	sadness	0.311
blemish	ด่างพร้อย	sadness	0.310
resisting	ต่อต้าน	sadness	0.309
sympathetic	สงสาร	sadness	0.307
bugaboo	ผี	sadness	0.304
confess	สารภาพ	sadness	0.303
opium	ฝิ่น	sadness	0.303
alas	อนิจจา	sadness	0.302
setback	ความปราชัย	sadness	0.297
halting	ที่ลังเล	sadness	0.297
incase	เผื่อ	sadness	0.297
inappropriate	ไม่เหมาะสม	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	อาการไมเกรน	sadness	0.297
incompatible	เข้ากันไม่ได้	sadness	0.297
dull	น่าเบื่อ	sadness	0.297
discontinuity	ไม่ต่อเนื่อง	sadness	0.297
wrinkled	เป็นรอยย่น	sadness	0.297
suppress	ปราบปราม	sadness	0.297
weak	อ่อนแอ	sadness	0.297
mislead	ทำให้เข้าใจผิด	sadness	0.297
subsidence	การทรุด	sadness	0.297
hermit	ฤาษี	sadness	0.296
moving	การเคลื่อนย้าย	sadness	0.295
shrink	หด	sadness	0.295
shiver	สั่น	sadness	0.291
tramp	คนจรจัด	sadness	0.288
constraint	การ จำกัด	sadness	0.288
unimportant	ไม่สำคัญ	sadness	0.288
rubble	เศษหินหรืออิฐ	sadness	0.282
excluding	ไม่รวม	sadness	0.281
revoke	ถอน	sadness	0.281
negro	เกี่ยวกับชาวนิโกร	sadness	0.281
shortage	ความขาดแคลน	sadness	0.281
wearily	กระป้อกระแป้	sadness	0.281
grey	สีเทา	sadness	0.281
senseless	หมดสติ	sadness	0.281
overdue	ค้างชำระ	sadness	0.281
flinch	สะดุ้ง	sadness	0.281
adverse	ตรงข้าม	sadness	0.281
remove	เอาออก	sadness	0.281
grumpy	ไม่พอใจ	sadness	0.281
flop	ปัด	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	คำสารภาพ	sadness	0.281
timid	ขี้อาย	sadness	0.281
down	ลง	sadness	0.281
unseat	ไล่ออกจากตำแหน่ง	sadness	0.281
apathy	ความไม่แยแส	sadness	0.281
taint	มลทิน	sadness	0.281
black	สีดำ	sadness	0.281
knell	เสียงฆังมรณะ	sadness	0.275
jurisprudence	นิติศาสตร์	sadness	0.273
humbled	อ่อนน้อมถ่อมตน	sadness	0.273
confusion	ความสับสน	sadness	0.273
soldier	ทหาร	sadness	0.273
throb	การแสดงอารมณ์	sadness	0.273
gray	สีเทา	sadness	0.269
obstacle	อุปสรรค	sadness	0.266
lax	หละหลวม	sadness	0.266
eternity	กัลป์	sadness	0.266
leaving	การออกจาก	sadness	0.266
unrealistic	ไม่สมจริง	sadness	0.266
mixedemotions	mixedemotions	sadness	0.266
slur	ร้องทอดเสียง	sadness	0.266
drifted	ลอย	sadness	0.266
remiss	สะเพร่า	sadness	0.266
shack	กระท่อม	sadness	0.266
inconvenient	ไม่สะดวก	sadness	0.263
restrict	จำกัด	sadness	0.259
misrepresentation	การบิดเบือนความจริง	sadness	0.259
stagnant	ซบเซา	sadness	0.259
disservice	การก่อความเสียหาย	sadness	0.258
backwater	น้ำนิ่ง	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	ความเป็นป่า	sadness	0.255
wasteful	เปลือง	sadness	0.250
labored	ลำบาก	sadness	0.250
uneducated	ไม่ได้เรียนหนังสือ	sadness	0.250
incomplete	ไม่สมบูรณ์	sadness	0.250
older	เก่ากว่า	sadness	0.250
speculation	การเก็งกำไร	sadness	0.250
undying	อมตะ	sadness	0.250
pine	ต้นสน	sadness	0.250
tempest	ความวุ่นวาย	sadness	0.250
humbug	การหลอกลวง	sadness	0.250
bang	ปัง	sadness	0.250
gullible	ใจง่าย	sadness	0.250
unexplained	ไม่ได้อธิบาย	sadness	0.250
communism	คอมมิวนิสต์	sadness	0.250
error	ความผิดพลาด	sadness	0.250
anchorage	ที่ทอดสมอ	sadness	0.250
rainyday	วันที่ฝนตก	sadness	0.242
demonstrative	เป็นการสาธิต	sadness	0.242
melodrama	เรื่องประโลมโลก	sadness	0.242
necessity	ความจำเป็น	sadness	0.236
boredom	ความเบื่อ	sadness	0.235
misty	มีหมอก	sadness	0.234
warp	วิปริต	sadness	0.234
trash	ขยะ	sadness	0.234
burke	เบิร์ค	sadness	0.234
hollow	กลวง	sadness	0.234
void	เป็นโมฆะ	sadness	0.234
healing	การรักษา	sadness	0.234
cloudy	มีเมฆมาก	sadness	0.234
blockade	การปิดล้อม	sadness	0.234
depart	ออก	sadness	0.234
uninteresting	ไม่น่าทึ่ง	sadness	0.234
cancel	ยกเลิก	sadness	0.234
sentence	ประโยค	sadness	0.234
foggy	เต็มไปด้วยหมอก	sadness	0.234
pale	ซีด	sadness	0.234
case	กรณี	sadness	0.228
rainy	ฝนตก	sadness	0.227
onerous	เป็นภาระ	sadness	0.223
bottom	ด้านล่าง	sadness	0.223
uninterested	ไม่มีส่วนได้ส่วนเสีย	sadness	0.223
fasting	การอดอาหาร	sadness	0.220
indifference	ความไม่แยแส	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	การรับมือ	sadness	0.219
discolored	กะดำกะด่าง	sadness	0.219
blunder	ความผิดพลาด	sadness	0.219
thirst	ความกระหายน้ำ	sadness	0.219
dole	เงินที่รัฐบาลแจกให้ผู้ไม่มีงานทำ	sadness	0.219
pious	เคร่งศาสนา	sadness	0.219
cocaine	โคเคน	sadness	0.218
tough	ยาก	sadness	0.212
lower	ลดลง	sadness	0.203
sprain	แพลง	sadness	0.203
arid	แห้งแล้ง	sadness	0.203
fat	อ้วน	sadness	0.203
revolution	การปฏิวัติ	sadness	0.203
chilly	เย็น	sadness	0.203
chargeable	รับผิดชอบ	sadness	0.203
sluggish	อืด	sadness	0.203
yucky	แหยะ	sadness	0.203
hoary	ผมหงอก	sadness	0.203
wanting	บกพร่อง	sadness	0.202
progression	ขบวน	sadness	0.201
closure	การปิด	sadness	0.195
unbeaten	บุก	sadness	0.193
veal	เนื้อลูกวัว	sadness	0.188
retirement	การเกษียณอายุ	sadness	0.188
oddity	เหตุการณ์ที่แปลกประหลาด	sadness	0.188
heartfelt	จริงใจ	sadness	0.188
meh	Meh	sadness	0.188
invalid	โมฆะ	sadness	0.188
tease	แซว	sadness	0.188
splitting	รุนแรง	sadness	0.188
interrupted	ขัดจังหวะ	sadness	0.188
rumor	เล่าลือ	sadness	0.188
cataract	ต้อกระจก	sadness	0.188
rack	ชั้น	sadness	0.188
halter	เชือกแขวนคอ	sadness	0.188
cold	หนาว	sadness	0.188
concerned	เกี่ยวข้อง	sadness	0.184
sarcasm	การเสียดสี	sadness	0.181
strip	เพิก	sadness	0.179
esteem	นับถือ	sadness	0.172
feeling	ความรู้สึก	sadness	0.172
overload	เกินพิกัด	sadness	0.172
divided	แบ่งแยกออกจากกัน	sadness	0.172
memories	ความทรงจำ	sadness	0.172
sap	สนามเพลาะ	sadness	0.172
eschew	หลบหนี	sadness	0.172
cupping	ป้อง	sadness	0.172
destination	ปลายทาง	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	ถูก จำกัด	sadness	0.167
rain	ฝน	sadness	0.163
willful	จงใจ	sadness	0.160
untitled	ไม่ได้ตั้งชื่อ	sadness	0.157
weeds	วัชพืช	sadness	0.156
stint	จำกัด	sadness	0.156
cross	ข้าม	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	การดื่มอย่างรวดเร็ว	sadness	0.154
inconsequential	ไม่สมเหตุผล	sadness	0.152
procession	ขบวน	sadness	0.152
tax	ภาษี	sadness	0.142
lesbian	เลสเบี้ยน	sadness	0.141
emo	emo	sadness	0.141
overpriced	แพงเกินไป	sadness	0.141
tolerate	ทนต่อ	sadness	0.141
mug	เหยือก	sadness	0.141
weight	น้ำหนัก	sadness	0.141
