word	Mongolian-mn	emotion	emotion-intensity-score
warp	дуулах	sadness	0.234
trash	хогийн сав	sadness	0.234
burke	burke	sadness	0.234
hollow	хотгор	sadness	0.234
void	хүчин төгөлдөр бус	sadness	0.234
healing	эдгээх	sadness	0.234
cloudy	үүлтэй	sadness	0.234
blockade	бүслэлт	sadness	0.234
depart	яв	sadness	0.234
uninteresting	сонирхолгүй байна	sadness	0.234
cancel	цуцлах	sadness	0.234
sentence	өгүүлбэр	sadness	0.234
foggy	манан	sadness	0.234
pale	цайвар	sadness	0.234
case	хэрэг	sadness	0.228
rainy	бороотой	sadness	0.227
onerous	хэцүү	sadness	0.223
bottom	доод	sadness	0.223
uninterested	сонирхолгүй байдаг	sadness	0.223
fasting	мацаг барих	sadness	0.220
indifference	хайхрамжгүй байдал	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	даван туулах	sadness	0.219
discolored	ялгаатай	sadness	0.219
blunder	буруу байна	sadness	0.219
thirst	цангаж байна	sadness	0.219
dole	dole	sadness	0.219
pious	ариун хүн	sadness	0.219
cocaine	кокаин	sadness	0.218
tough	хэцүү	sadness	0.212
lower	доод	sadness	0.203
sprain	шөрмөс	sadness	0.203
arid	хуурай газар	sadness	0.203
fat	өөх тос	sadness	0.203
revolution	хувьсгал	sadness	0.203
chilly	хүйтэн	sadness	0.203
chargeable	төлбөртэй	sadness	0.203
sluggish	удааширсан	sadness	0.203
yucky	yucky	sadness	0.203
hoary	hoary	sadness	0.203
wanting	хүсч байна	sadness	0.202
progression	дэвшил	sadness	0.201
closure	хаах	sadness	0.195
unbeaten	ялагдалгүй	sadness	0.193
veal	тугалын мах	sadness	0.188
retirement	тэтгэвэрт гарсан	sadness	0.188
oddity	сондгой байдал	sadness	0.188
heartfelt	чин сэтгэлээсээ	sadness	0.188
meh	meh	sadness	0.188
invalid	хүчингүй байна	sadness	0.188
tease	элэглэх	sadness	0.188
splitting	хуваах	sadness	0.188
interrupted	тасалдсан	sadness	0.188
rumor	цуу яриа	sadness	0.188
cataract	cataract	sadness	0.188
rack	өлгүүр	sadness	0.188
halter	ногт	sadness	0.188
cold	хүйтэн	sadness	0.188
concerned	хамаарна	sadness	0.184
sarcasm	садар самуун	sadness	0.181
strip	зурвас	sadness	0.179
esteem	үнэлэмж	sadness	0.172
feeling	мэдрэмж	sadness	0.172
overload	хэт ачаалалтай	sadness	0.172
divided	хуваагдсан	sadness	0.172
memories	дурсамж	sadness	0.172
sap	Сам	sadness	0.172
eschew	Эсвэл	sadness	0.172
cupping	аяганууд	sadness	0.172
destination	очих газар	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	хязгаарлагдмал	sadness	0.167
rain	бороо	sadness	0.163
willful	хүсэл зоригтой байна	sadness	0.160
untitled	untitled	sadness	0.157
weeds	хогийн ургамал	sadness	0.156
stint	stint	sadness	0.156
cross	хөндлөнгийн	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	ач холбогдолгүй	sadness	0.152
procession	процессор	sadness	0.152
tax	татвар	sadness	0.142
lesbian	лесбиян	sadness	0.141
emo	emo	sadness	0.141
overpriced	хэт үнэтэй	sadness	0.141
tolerate	хүлцэл	sadness	0.141
mug	аяган	sadness	0.141
weight	жин	sadness	0.141
touchy	мэдрэмжтэй	sadness	0.140
kennel	нохойн хороо	sadness	0.130
grounded	үндэслэлтэй	sadness	0.130
late	хоцорсон	sadness	0.125
theocratic	теократ	sadness	0.125
clouds	үүлнүүд	sadness	0.125
terrific	гайхалтай	sadness	0.125
commemorate	өдрийг тэмдэглэ	sadness	0.125
meek	Дуу	sadness	0.125
stillness	тайван байдал	sadness	0.125
sisterhood	эгч дүү	sadness	0.125
socialist	социалист	sadness	0.125
unpaid	төлөөгүй	sadness	0.125
margin	маржин	sadness	0.125
default	Анхдагч байна	sadness	0.121
lace	нэхсэн тор	sadness	0.118
unpublished	хэвлэгдээгүй	sadness	0.116
interested	сонирхож байна	sadness	0.114
fortress	цайз	sadness	0.110
fleece	ноосны	sadness	0.109
rating	үнэлгээ	sadness	0.109
lush	Ухаан	sadness	0.109
harry	Харри	sadness	0.109
priesthood	санваартан	sadness	0.109
orchestra	Оркестра	sadness	0.109
ultimate	эцсийнх	sadness	0.109
sanctify	ариусгана	sadness	0.108
income	орлого	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	ялалт	sadness	0.094
quiet	чимээгүй байна	sadness	0.094
boo	boo	sadness	0.094
vainly	дэмий юм	sadness	0.091
wet	нойтон	sadness	0.078
hug	тэврэх	sadness	0.078
hut	овоохой	sadness	0.078
ovation	ovation	sadness	0.078
humble	даруухан байна	sadness	0.078
motivating	урам зориг өгөх	sadness	0.078
opera	дуурь	sadness	0.078
treat	эмчлэх	sadness	0.076
hymn	дуулал	sadness	0.064
honest	шударга	sadness	0.062
relics	дурсгал	sadness	0.061
couch	Суудал	sadness	0.060
waffle	waffle	sadness	0.047
shell	бүрхүүл	sadness	0.045
musical	Хөгжим	sadness	0.045
savor	амттай	sadness	0.034
vote	Санал өгөх	sadness	0.031
napkin	амны алчуур	sadness	0.031
sing	дуулах	sadness	0.017
music	хөгжим	sadness	0.016
mother	ээж	sadness	0.016
nutritious	тэжээллэг	sadness	0.015
lovely	сайхан байна	sadness	0.009
art	урлаг	sadness	0.000
romance	романтик	sadness	0.000
liquor	Пиво	sadness	0.000
sweetheart	хайрт	sadness	0.000
surprise	гайхалтай	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	дэлбэрсэн	surprise	0.906
explosion	дэлбэрэлт	surprise	0.898
explosive	тэсрэх бодис	surprise	0.883
ambush	хоргодох газар	surprise	0.883
eruption	дэлбэрэлт	surprise	0.883
frighten	айж байна	surprise	0.875
startle	гайхалтай	surprise	0.875
surprisingly	гайхалтай	surprise	0.875
shockingly	гайхалтай	surprise	0.875
surprising	гайхалтай	surprise	0.867
frightened	айсан	surprise	0.867
surprised	гайхсан	surprise	0.867
thrilling	сэтгэл татам	surprise	0.859
miracle	гайхамшиг	surprise	0.859
outburst	довтлох	surprise	0.859
blast	тэсэлгээ	surprise	0.852
alarm	дохиолол	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	яахав	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	шок	surprise	0.844
fright	айдас	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	гэнэтхэн	surprise	0.836
catastrophe	гамшиг	surprise	0.836
dazzle	гялалзах	surprise	0.836
emergency	яаралтай тусламж	surprise	0.828
bewilderment	гунигтай байна	surprise	0.828
suddenly	гэнэт	surprise	0.828
startling	гайхалтай	surprise	0.828
astound	гайхалтай	surprise	0.820
stunned	гайхсан	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	газар хөдлөлт	surprise	0.812
disaster	гамшиг	surprise	0.812
astonish	гайхширсан	surprise	0.805
astonishment	гайхширлаа	surprise	0.805
climax	оргил үе	surprise	0.805
aghast	агш	surprise	0.805
scare	айдас төрүүлж байна	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	бөмбөг	surprise	0.789
erupt	Тэсрэх	surprise	0.789
exclaim	гэж хашгирав	surprise	0.789
amazement	гайхширсан	surprise	0.781
detonate	Тэсрэлт	surprise	0.773
alarming	түгшүүрийн дохио	surprise	0.773
miraculous	гайхамшигтай	surprise	0.773
invade	дайрав	surprise	0.773
raid	робот	surprise	0.773
abduction	хулгайлсан	surprise	0.773
kidnap	хулгайлах	surprise	0.766
stupefy	тэнэг	surprise	0.758
overwhelming	дэндүү их	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	таамаглах боломжгүй	surprise	0.758
unimaginable	төсөөлшгүй	surprise	0.750
erratic	гайгүй	surprise	0.750
accident	осол	surprise	0.750
outrageous	хэрцгий	surprise	0.750
flinch	гуйвуул	surprise	0.742
blitz	blitz	surprise	0.742
petrify	тодруулбал	surprise	0.742
slaughter	нядлах	surprise	0.742
horror	Айдас	surprise	0.742
amaze	гайхширлаа	surprise	0.742
bewilder	Гайхалтай	surprise	0.742
wreck	сүйрэл	surprise	0.742
stupefaction	үймээн самуун	surprise	0.734
excitement	сэтгэл хөдлөл	surprise	0.734
frenetic	гунигтай	surprise	0.734
frantic	аймшигтай	surprise	0.734
crash	сүйрэл	surprise	0.734
sudden	гэнэт	surprise	0.727
riotous	бослого	surprise	0.727
vanished	алга болсон	surprise	0.727
moonstruck	сарлаг	surprise	0.727
outcry	Дуусах	surprise	0.727
bewildered	Алдаатай	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	хорлон сүйтгэх ажиллагаа	surprise	0.719
shriek	shriek	surprise	0.719
breathless	амьсгалахгүй	surprise	0.719
scream	хашгирах	surprise	0.719
manslaughter	хүн алсан	surprise	0.719
rupture	тасарсан	surprise	0.719
unanticipated	урьдчилан таамаглаагүй	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	хяналтгүй	surprise	0.711
unexpected	гэнэтийн	surprise	0.711
electrify	цахилгаанаар	surprise	0.711
stun	stun	surprise	0.711
shot	буудсан	surprise	0.711
avalanche	нурах	surprise	0.711
gasp	гацах	surprise	0.711
unforeseen	урьдчилан тооцоолоогүй	surprise	0.703
slam	slam	surprise	0.703
surge	өсөлт	surprise	0.703
intruder	халдагч	surprise	0.703
abrupt	гэнэт	surprise	0.703
suspense	тодорхойгүй байна	surprise	0.703
devastation	сүйрэл	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	хэлбэлзэл	surprise	0.695
excite	баярлаж байна	surprise	0.695
unprecedented	урьд өмнө байгаагүй	surprise	0.695
stab	шархлав	surprise	0.695
urgent	яаралтай	surprise	0.695
yell	хашгирч байна	surprise	0.695
strike	ажил хаялт	surprise	0.695
disturbance	эвдрэл	surprise	0.688
carnage	аллага	surprise	0.688
spectacular	гайхалтай	surprise	0.688
incredible	гайхалтай	surprise	0.688
recklessness	таагүй байдал	surprise	0.680
slap	Завсар	surprise	0.680
monstrous	аймшигтай	surprise	0.680
clamor	гэж хашгирав	surprise	0.680
thrill	сэтгэл хөдлөл	surprise	0.680
accidentally	санамсаргүйгээр	surprise	0.672
accidental	санамсаргүй байдлаар	surprise	0.672
striking	гайхалтай	surprise	0.672
captivate	Сонирхолтой	surprise	0.672
exhilaration	сэтгэл хөдлөл	surprise	0.672
terrorist	террорист	surprise	0.672
inexplicable	ойлгомжгүй	surprise	0.672
exciting	сэтгэл хөдөлгөм	surprise	0.672
topple	уналт	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	галт уул	surprise	0.664
revolution	хувьсгал	surprise	0.664
freakish	аймшигтай	surprise	0.664
incendiary	шатаж байна	surprise	0.656
revolt	бослого	surprise	0.656
sneak	Сууж байна	surprise	0.656
unspeakable	ярих боломжгүй	surprise	0.656
bloodshed	цус урсгалт	surprise	0.656
cyclone	циклон	surprise	0.648
violent	хүчирхийлэл	surprise	0.648
disruption	тасалдсан	surprise	0.648
spellbound	алдаа гарлаа	surprise	0.648
unsuspecting	харамсалтай	surprise	0.648
mutiny	мутант	surprise	0.648
attacking	довтолж байна	surprise	0.648
unintended	хүсээгүй	surprise	0.648
amazingly	гайхалтай	surprise	0.648
epidemic	тархалт	surprise	0.648
shout	гэж хашгирав	surprise	0.641
screech	Скреч	surprise	0.641
wildfire	түймэр	surprise	0.641
indescribable	тайлбаргүй байна	surprise	0.641
enthusiasm	урам зориг	surprise	0.641
excitation	өдөөлт	surprise	0.641
tumult	үймээн	surprise	0.641
improvisation	improvisation	surprise	0.641
anomaly	аномали	surprise	0.633
apparition	үзэгчид	surprise	0.633
treachery	хууран мэхлэлт	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	тодорхойгүй байна	surprise	0.633
plunder	дээрэм тонуул	surprise	0.633
tempest	шуурга	surprise	0.625
trick	трик	surprise	0.625
slaughtering	нядлах	surprise	0.625
wonderment	гайхшрал	surprise	0.625
excited	хөгжилтэй	surprise	0.625
sorcery	ид шид	surprise	0.625
murderous	алуурчин	surprise	0.625
urgency	яаралтай арга хэмжээ авах	surprise	0.625
distress	зовлон зүдгүүр	surprise	0.625
mystery	нууц юм	surprise	0.625
trickery	заль мэх	surprise	0.617
intense	хүчтэй байна	surprise	0.617
vanish	алга болсон	surprise	0.617
murder	аллага	surprise	0.617
quickness	хурдан	surprise	0.617
intrusive	интрузив	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	мухар сохор	surprise	0.609
coup	эргэлт	surprise	0.609
splash	цацах	surprise	0.609
thief	хулгайч	surprise	0.609
magical	ид шидийн	surprise	0.609
unstable	тогтворгүй байна	surprise	0.609
shatter	цочирдол	surprise	0.609
strangle	тархи	surprise	0.609
defy	эсэргүүцэж байна	surprise	0.602
deluge	хор уршиг	surprise	0.602
inconceivable	ойлгомжгүй	surprise	0.602
jubilee	ойн талбай	surprise	0.602
stupor	согтуу	surprise	0.602
tackle	тэмцэх	surprise	0.602
assail	Бодоод үзээрэй	surprise	0.602
betray	урвах	surprise	0.602
monstrosity	гайхамшигтай	surprise	0.594
alerts	анхааруулга	surprise	0.594
lightning	аянга	surprise	0.594
mishap	Муу зүйл	surprise	0.594
shrill	бутлаг	surprise	0.594
stupendous	гайхалтай	surprise	0.594
mysterious	нууцлаг	surprise	0.586
paralyzed	саажилттай	surprise	0.586
randomly	санамсаргүй байдлаар	surprise	0.586
bonus	урамшуулал	surprise	0.586
deceit	хууран мэхлэх	surprise	0.586
wild	зэрлэг	surprise	0.586
pitfall	пуужин	surprise	0.586
wondrous	гайхалтай	surprise	0.586
uncanny	Шударга бус	surprise	0.586
electric	цахилгаан	surprise	0.578
oddity	сондгой байдал	surprise	0.578
death	үхэл	surprise	0.578
jubilant	баяртай байна	surprise	0.578
godsend	godsend	surprise	0.578
stagger	шатаж байна	surprise	0.578
raving	гомдох	surprise	0.578
rejoicing	баяртай байна	surprise	0.578
premature	дутуу байна	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	хачин юм	surprise	0.578
revenge	өшөө авах	surprise	0.570
dynamic	динамик	surprise	0.570
dismay	сэтгэл гутрал	surprise	0.570
ecstatic	хөгжилтэй	surprise	0.562
fascinate	сэтгэл татам	surprise	0.562
uncover	илрүүлэх	surprise	0.562
jerk	jerk	surprise	0.562
reward	шагнал	surprise	0.562
nefarious	муухай	surprise	0.562
reappear	дахин ирнэ	surprise	0.562
whim	дуртай	surprise	0.555
conjure	санагдана	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	гэрэлтэх	surprise	0.547
rescue	аврах	surprise	0.547
tantalizing	төөрүүлэх нь	surprise	0.547
winner	ялагч	surprise	0.547
heroism	баатарлаг	surprise	0.547
rarity	ховор байдал	surprise	0.547
ejaculation	Ejaculation	surprise	0.547
daze	Хөөрхий	surprise	0.547
unbridled	хязгааргүй	surprise	0.547
thwart	Суллах	surprise	0.547
treason	харгислал	surprise	0.539
punch	цоолтуурын	surprise	0.539
insult	доромжлох	surprise	0.539
lunge	lunge	surprise	0.539
illusion	хуурмаг	surprise	0.539
lucky	азтай	surprise	0.539
interrupt	тасалдал	surprise	0.539
cheer	Баярлалаа	surprise	0.539
celebration	баяр	surprise	0.539
violation	зөрчил	surprise	0.539
marvel	гайхаж байна	surprise	0.539
sensation	мэдрэмж	surprise	0.531
fearfully	айдас төрүүлдэг	surprise	0.531
concealed	нуугдмал	surprise	0.531
banger	banger	surprise	0.531
affront	зовлонтой	surprise	0.531
snag	Хөөх	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	гээд л	surprise	0.523
wonder	гайхаж байна	surprise	0.523
immediacy	яаралтай	surprise	0.523
undiscovered	олж илрүүлээгүй байна	surprise	0.523
abandonment	татгалзах	surprise	0.523
rejoice	баярлана уу	surprise	0.523
improvise	тохирох	surprise	0.523
majestic	Сүр жавхлант	surprise	0.523
scorpion	хилэнцэт хорхой	surprise	0.523
victimized	хохирогч	surprise	0.523
liberate	ангижралд хүргэх	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	хоромхон зуур	surprise	0.516
tickle	Гель байна	surprise	0.516
chance	боломж	surprise	0.516
howl	Хөөх	surprise	0.516
swerve	шилжих	surprise	0.508
reflex	рефлекс	surprise	0.508
rave	сайшаал	surprise	0.508
pop	поп	surprise	0.508
luck	аз	surprise	0.508
magnificent	гайхамшигтай	surprise	0.508
transcendence	даван туулах нь	surprise	0.508
garish	сайн байна	surprise	0.508
unintentionally	санамсаргүйгээр	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	ховор	surprise	0.500
marvelous	гайхалтай	surprise	0.500
heroic	баатарлаг	surprise	0.500
remarkable	гайхалтай	surprise	0.500
fainting	сульдах	surprise	0.500
slayer	slayer	surprise	0.500
erotic	эротик	surprise	0.500
enliven	цэнгэх	surprise	0.500
alertness	сэрэмжтэй байх	surprise	0.500
misbehavior	буруу үйлдэл	surprise	0.500
embarrassment	ичиж зовох	surprise	0.500
diversion	голдирол өөрчлөх	surprise	0.500
unutterable	боломжгүй байна	surprise	0.492
nab	ав	surprise	0.492
camouflage	өнгөлөн далдлах	surprise	0.492
trump	бүрээ	surprise	0.492
decoy	мөлхөж байна	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	төрсөн өдөр	surprise	0.492
greatness	агуу их	surprise	0.492
zeal	зоригтой	surprise	0.484
prick	prick	surprise	0.484
magician	илбэчин	surprise	0.484
underestimate	дутуу үнэлдэг	surprise	0.484
horde	Ордууд	surprise	0.484
fanfare	Сонсох	surprise	0.484
inexpressible	илэрхийлэх боломжгүй	surprise	0.484
daemon	дэмон	surprise	0.484
variable	хувьсагч	surprise	0.484
curiosity	сониуч зан	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	ungu байдалтай байна	surprise	0.477
chicane	chicane	surprise	0.477
fortune	аз	surprise	0.477
sneeze	найтаах	surprise	0.477
illumination	гэрэлтүүлэг	surprise	0.477
incident	үйл явдал	surprise	0.477
dreadfully	аймшигтай	surprise	0.477
strange	хачин	surprise	0.477
subversive	subversive	surprise	0.477
reversal	буцаах	surprise	0.469
prowl	prowl	surprise	0.469
rapid	хурдацтай	surprise	0.469
leery	харамсалтай	surprise	0.469
wizard	шидтэн	surprise	0.469
coincidence	тохиолдлууд	surprise	0.461
hilarious	хөгжилтэй	surprise	0.461
divergent	өөр өөр байна	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	завсарлагаа	surprise	0.461
slip	хуудас	surprise	0.461
wonderful	гайхалтай	surprise	0.453
hoax	хууран мэхлэлт	surprise	0.453
winning	ялалт	surprise	0.453
overestimate	overestimate	surprise	0.453
confession	хүлээн зөвшөөрөх	surprise	0.453
ordeal	Хүнд хэцүү	surprise	0.453
evanescence	уналт	surprise	0.453
merriment	тайвширч байна	surprise	0.453
raffle	сугалаа	surprise	0.453
stound	их биетэй	surprise	0.445
laughter	инээв	surprise	0.445
enthusiast	enthusiast	surprise	0.445
splendid	сайхан байна	surprise	0.445
feat	feat	surprise	0.445
perchance	эрх чөлөө	surprise	0.445
excel	Excel	surprise	0.445
gambling	мөрийтэй тоглоом	surprise	0.445
unintentional	санаатай бус	surprise	0.438
brighten	гэрэл гэгээтэй	surprise	0.438
changeable	өөрчлөгдөхгүй	surprise	0.438
rapt	рэп	surprise	0.438
unique	өвөрмөц	surprise	0.438
splendor	сүр жавхлан	surprise	0.438
senseless	ухаангүй	surprise	0.438
gift	бэлэг	surprise	0.430
fascination	сэтгэл татам	surprise	0.430
trepidation	эмзэглэл	surprise	0.430
stealthy	тайван байна	surprise	0.430
fiesta	Fiesta	surprise	0.430
delighted	баяртай байна	surprise	0.430
lawsuit	Шүүмжлэл	surprise	0.430
intrigue	үзэн ядалт	surprise	0.430
quicksilver	түргэн шуурга	surprise	0.422
originality	анхдагч байдал	surprise	0.422
riddle	редактор	surprise	0.422
judgment	үнэлгээ	surprise	0.422
enchant	дур булаам	surprise	0.422
stealth	үл үзэгдэгч	surprise	0.422
veracity	Үнэн	surprise	0.414
elusive	хялбар биш	surprise	0.414
perjury	худал мэдүүлэг	surprise	0.414
spirits	сүнснүүд	surprise	0.414
liberation	ангижрал	surprise	0.414
illegitimate	хууль бус	surprise	0.414
syncope	синкоп	surprise	0.414
experiment	туршилт	surprise	0.414
gambler	тоглогч	surprise	0.406
eager	сонирхолтой	surprise	0.406
inspired	сүнслэг нөлөөтэй	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	алга ташилт	surprise	0.406
allure	сэтгэл татам	surprise	0.406
parade	парад	surprise	0.406
princely	ноёд	surprise	0.398
divorce	салалт	surprise	0.398
guess	таах хэрэгтэй	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	нууцлал	surprise	0.398
aspiration	хүсэл тэмүүлэл	surprise	0.391
peri	peri	surprise	0.391
cheerful	хөгжилтэй	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	давамгайлал	surprise	0.391
incontinence	хоргүйжүүлэх	surprise	0.391
inheritance	өв залгамжлал	surprise	0.383
score	Оноо	surprise	0.383
lose	алдаж байна	surprise	0.383
crowning	хамгийн агуу	surprise	0.383
buck	Бак	surprise	0.383
praiseworthy	сайшааж байна	surprise	0.383
cadaver	үхсэн	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	хөлөөрөө	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	нууцлаг	surprise	0.375
succeed	амжилттай болсон	surprise	0.375
advance	урьдчилгаа	surprise	0.375
sparkle	спирт	surprise	0.367
hope	найдвар	surprise	0.367
joker	joker	surprise	0.367
sensual	мэдрэмжтэй	surprise	0.367
excavation	малтлага	surprise	0.367
feeling	мэдрэмж	surprise	0.359
entertainment	үзвэр үйлчилгээ	surprise	0.359
clown	алиалагч	surprise	0.352
newcomer	шинэ гишүүн	surprise	0.352
modify	өөрчлөх	surprise	0.352
award	шагнал	surprise	0.352
blessings	адислалууд	surprise	0.352
postponement	хойшлуулах	surprise	0.352
obit	obit	surprise	0.352
celebrity	одууд	surprise	0.344
hero	баатар	surprise	0.344
start	Эхлээд	surprise	0.344
wonderfully	гайхалтай	surprise	0.344
highest	хамгийн өндөр	surprise	0.344
proficiency	ур чадвар	surprise	0.344
glorify	алдаршуул	surprise	0.344
unbeaten	ялагдалгүй	surprise	0.336
memorable	Дурсамжтай	surprise	0.336
sanctify	ариусгана	surprise	0.336
rekindle	дахин сэргээх	surprise	0.336
optimism	өөдрөг үзэл	surprise	0.336
warned	сэрэмжлүүлсэн	surprise	0.336
prodigious	гайхамшигтай	surprise	0.336
dissolution	татан буулгах	surprise	0.336
grin	инээв	surprise	0.336
admiration	гайхал	surprise	0.328
hypertrophy	гипертрофи	surprise	0.328
present	Одоо байна	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	тэнгэр элч	surprise	0.320
examination	үзлэг	surprise	0.320
catch	барих	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	сээтэгнэх	surprise	0.312
puma	Пума	surprise	0.312
liberty	эрх чөлөө	surprise	0.312
kiss	үнсэж байна	surprise	0.312
embrace	тэврэлт	surprise	0.312
occasional	хааяа нэг	surprise	0.312
treat	эмчлэх	surprise	0.312
saint	гэгээнтэн	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	халах	surprise	0.312
perfection	төгс төгөлдөр	surprise	0.305
generosity	өгөөмөр сэтгэл	surprise	0.305
gratify	баярлалаа	surprise	0.305
saintly	ариун гэгээнтэн	surprise	0.305
sally	Салли	surprise	0.305
polarity	туйлшрал	surprise	0.297
finally	эцэст нь	surprise	0.297
differently	өөрөөр хэлбэл	surprise	0.297
palpable	тайвширдаг	surprise	0.297
warn	анхааруулж байна	surprise	0.297
ceremony	ёслол	surprise	0.297
larger	том	surprise	0.297
favorable	таатай	surprise	0.297
romance	романтик	surprise	0.289
medal	медаль	surprise	0.289
inviting	урьж байна	surprise	0.289
greeting	мэндчилгээ	surprise	0.289
candid	нуух	surprise	0.281
resignation	огцрох	surprise	0.281
trip	аялал	surprise	0.281
accolade	өргөмжлөл	surprise	0.281
labor	хөдөлмөр	surprise	0.281
stare	Ойлгож байна	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	урих	surprise	0.266
somatic	соматик	surprise	0.266
admire	бахархах	surprise	0.266
immerse	Усанд орох	surprise	0.266
festival	наадам	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	нөхөн төлнө	surprise	0.266
insolvency	төлбөрийн чадваргүй байдал	surprise	0.266
playful	хөгжилтэй	surprise	0.266
complement	нэмэлт	surprise	0.258
receiving	хүлээн авах	surprise	0.258
hypothesis	таамаглал	surprise	0.258
laugh	инээв	surprise	0.258
chuckle	инээдтэй	surprise	0.258
honeymoon	бал сар	surprise	0.250
marry	гэрлэх	surprise	0.242
independence	бие даасан байдал	surprise	0.242
opera	дуурь	surprise	0.242
pleasant	сайхан байна	surprise	0.242
rhythmical	хэмнэл	surprise	0.234
assessment	үнэлгээ	surprise	0.234
hopeful	найдвартай	surprise	0.234
trophy	цом	surprise	0.234
holiness	ариун байдал	surprise	0.234
chant	мантра	surprise	0.234
leave	явах	surprise	0.234
procession	процессор	surprise	0.227
placard	Ланка	surprise	0.227
deal	гэрээ	surprise	0.227
cherish	Сайхан байна	surprise	0.219
good	сайн байна	surprise	0.219
shopping	дэлгүүр хэсэх	surprise	0.219
musical	Хөгжим	surprise	0.219
shell	бүрхүүл	surprise	0.211
dawn	үүр	surprise	0.211
simplify	хялбаршуулсан	surprise	0.211
purity	цэвэр байдал	surprise	0.203
nullify	nullify	surprise	0.203
money	мөнгө	surprise	0.203
sweet	сайхан байна	surprise	0.203
morals	ёс суртахуун	surprise	0.203
synchronize	синхрончлох	surprise	0.195
preservative	бэлгэвч	surprise	0.195
humanitarian	хүмүүнлэг	surprise	0.195
unfulfilled	биелээгүй	surprise	0.195
precious	үнэт	surprise	0.195
obliging	хүлээх	surprise	0.188
singularly	ганцаарчилсан	surprise	0.188
foresee	урьдчилан харах болно	surprise	0.180
pray	залбир	surprise	0.180
graduation	төгсөлт	surprise	0.180
lovely	сайхан байна	surprise	0.180
sun	нар	surprise	0.172
art	урлаг	surprise	0.172
mouth	ам	surprise	0.172
youth	залуучууд	surprise	0.172
thirst	цангаж байна	surprise	0.172
young	залуу	surprise	0.164
goodness	сайн сайхан	surprise	0.164
overdue	хугацаа хэтэрсэн	surprise	0.156
visor	visor	surprise	0.156
practiced	дадлага хийх	surprise	0.156
latent	нууцлагдмал	surprise	0.156
loyal	үнэнч байх	surprise	0.148
expect	хүлээж байна	surprise	0.148
destination	очих газар	surprise	0.148
wireless	утасгүй	surprise	0.148
quote	иш татах	surprise	0.141
slush	налуу	surprise	0.141
infant	нялх хүүхэд	surprise	0.141
cream	тос	surprise	0.141
playground	тоглоомын талбай	surprise	0.133
organization	байгууллага	surprise	0.125
teach	заах	surprise	0.125
vote	Санал өгөх	surprise	0.125
smile	инээмсэглэн	surprise	0.117
weight	жин	surprise	0.117
dolphin	далайн гахай	surprise	0.117
sisterhood	эгч дүү	surprise	0.109
cable	кабель	surprise	0.109
sunny	нартай	surprise	0.102
steady	тогтвортой байна	surprise	0.094
leisure	чөлөөт цаг	surprise	0.086
peaceful	тайван байна	surprise	0.086
spa	рашаан	surprise	0.086
tree	мод	surprise	0.078
picnic	пикник	surprise	0.078
worm	өт	surprise	0.055
truthfulness	үнэн зөв байдал	trust	0.906
