word	Haitian Creole-ht	emotion	emotion-intensity-score
broke	kase	sadness	0.484
coward	lach	sadness	0.484
wrongful	negatif	sadness	0.484
repress	reprimande	sadness	0.484
evasion	levasyon	sadness	0.484
wince	wince	sadness	0.484
worn	chire	sadness	0.484
offense	ofans	sadness	0.484
reprisal	repriz	sadness	0.484
criticism	kritik	sadness	0.484
weariness	doulè	sadness	0.484
infectious	enfektye	sadness	0.483
dishonest	malonèt	sadness	0.482
decay	pouri	sadness	0.482
dissolution	yap divòse	sadness	0.480
lowest	ki pi ba	sadness	0.478
unhealthy	malsen	sadness	0.474
irritation	iritasyon	sadness	0.470
unfortunate	malere	sadness	0.469
illegal	ilegal	sadness	0.469
sedition	sedisyon	sadness	0.469
penal	penal	sadness	0.469
uneasiness	enkyetid	sadness	0.469
measles	lawoujòl	sadness	0.469
ail	Ail	sadness	0.469
unfavorable	favorab	sadness	0.469
dashed	tirè	sadness	0.469
fallout	fallout	sadness	0.469
collusion	konplisite	sadness	0.469
vulnerability	vilnerabilite	sadness	0.469
leftout	NO TRANSLATION	sadness	0.469
recidivism	residivism	sadness	0.469
penalty	penalite	sadness	0.469
criticize	kritike	sadness	0.469
segregate	segregasyon	sadness	0.469
uncaring	enkarnasyon	sadness	0.469
domination	dominasyon	sadness	0.469
perversion	pervertion	sadness	0.469
pernicious	pervert	sadness	0.469
convict	kondane	sadness	0.469
expulsion	ekspilsyon	sadness	0.469
conflict	konfli	sadness	0.469
disapproval	disapproval	sadness	0.469
collapse	tonbe	sadness	0.469
frustrate	fristrasyon	sadness	0.469
moody	Moody	sadness	0.469
frayed	frayed	sadness	0.467
infamy	infamy	sadness	0.464
plunder	pran tou sa	sadness	0.461
depreciated	depresyasyon	sadness	0.460
wane	wane	sadness	0.456
badly	seryezman	sadness	0.455
unlawful	ilegal	sadness	0.455
bittersweet	amèr	sadness	0.453
fell	tonbe	sadness	0.453
vulgarity	vulgarite	sadness	0.453
upheaval	chanjman	sadness	0.453
criticise	kritike	sadness	0.453
foreclose	sezi	sadness	0.453
revolver	revòlvè	sadness	0.453
wrongly	mal	sadness	0.453
surrender	al rann tèt	sadness	0.453
disapprove	pa dakò	sadness	0.453
tribulation	tribilasyon	sadness	0.453
despotism	despotism	sadness	0.453
wreck	nofwaj	sadness	0.453
memorials	memorials	sadness	0.453
gone	ale	sadness	0.453
confiscate	konfiske	sadness	0.453
inhospitable	inospitalye	sadness	0.453
refugee	refijye	sadness	0.453
secluded	solitèr	sadness	0.453
frown	frown	sadness	0.453
worse	vin pi mal	sadness	0.453
inability	enkapasite	sadness	0.453
avalanche	lavalas	sadness	0.453
perplexity	pèfòmans	sadness	0.453
doldrums	Doldrums	sadness	0.453
scarcity	rate	sadness	0.453
discriminate	fè diskriminasyon	sadness	0.453
invade	anvayi	sadness	0.453
lowly	lowly	sadness	0.448
lone	Lone	sadness	0.446
guillotine	guillotine	sadness	0.446
encumbrance	anbouteyaj	sadness	0.441
annulment	anilasyon	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	enkaserasyon	sadness	0.439
bummer	bummer	sadness	0.439
delirious	delirious	sadness	0.439
bum	bom	sadness	0.438
rejects	rejte	sadness	0.438
futile	initil	sadness	0.438
departure	depa	sadness	0.438
disconnected	dekonekte	sadness	0.438
lunacy	lunacy	sadness	0.438
coercion	presyon	sadness	0.438
fugitive	sove	sadness	0.438
disapproved	dezapwouve	sadness	0.438
paucity	Pèdi	sadness	0.438
blues	blues	sadness	0.438
ghetto	ghetto	sadness	0.438
cancellation	anile	sadness	0.438
imprudent	enprudant	sadness	0.438
forbid	padon	sadness	0.438
sympathize	senpatize	sadness	0.438
problem	pwoblèm	sadness	0.438
abscess	absè	sadness	0.438
insolvency	fayit	sadness	0.438
indigent	endiferan	sadness	0.438
apathetic	endiferan	sadness	0.438
pensive	pansyonè	sadness	0.438
lethargy	letaji	sadness	0.438
disagreement	dezakò	sadness	0.438
stigma	stigma	sadness	0.438
detainee	prizonye	sadness	0.438
farewell	Adye	sadness	0.438
insignificant	ensiyifyan	sadness	0.438
diminish	diminye	sadness	0.438
dislocated	deplase	sadness	0.438
emotional	emosyonèl	sadness	0.438
unattainable	irealizabl	sadness	0.438
animosity	animosite	sadness	0.438
deflate	deflate	sadness	0.438
appendicitis	Apendis	sadness	0.438
restriction	restriksyon	sadness	0.438
underpaid	peye	sadness	0.438
disapproving	disapproving	sadness	0.438
absent	absan	sadness	0.438
darkened	fè nwa	sadness	0.438
disqualified	diskalifye	sadness	0.435
bothering	tris	sadness	0.435
tripping	tripping	sadness	0.429
sunk	koule	sadness	0.426
retribution	pinisyon	sadness	0.424
draining	vide	sadness	0.424
varicella	varicella	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	ante	sadness	0.422
dispassionate	dispassionate	sadness	0.422
deviation	devyasyon	sadness	0.422
thief	vòlè	sadness	0.422
cyst	sist	sadness	0.422
beggar	plenyen	sadness	0.422
falling	tonbe	sadness	0.422
neuralgia	neuralgia	sadness	0.422
unequal	inegal	sadness	0.422
jarring	jayi	sadness	0.422
bad	move	sadness	0.422
rip	rip	sadness	0.422
handicap	andikap	sadness	0.422
cardiomyopathy	kadyomyopati	sadness	0.422
cutting	koupe	sadness	0.422
unwelcome	unwelcome	sadness	0.422
scarce	ra	sadness	0.422
wrongdoing	mal	sadness	0.422
insolvent	ensolvant	sadness	0.422
difficulties	difikilte	sadness	0.421
invader	okipan	sadness	0.420
drab	drab	sadness	0.420
fall	tonbe	sadness	0.418
illegitimate	ilejitim	sadness	0.416
expel	ranvwaye	sadness	0.414
meaningless	san sans	sadness	0.409
darkness	fènwa	sadness	0.409
syncope	senkop	sadness	0.407
stroke	konjesyon serebral	sadness	0.406
hoax	fo	sadness	0.406
darken	fè nwa	sadness	0.406
precarious	prekosye	sadness	0.406
subjected	sibi	sadness	0.406
feudalism	feyodalis	sadness	0.406
fury	kòlè	sadness	0.406
bitch	bitch	sadness	0.406
enmity	enmi	sadness	0.406
wildfire	dife	sadness	0.406
obnoxious	dezagreyab	sadness	0.406
confine	limenm	sadness	0.406
fatigued	fatige	sadness	0.406
fault	fòt	sadness	0.406
unsatisfied	satisfè	sadness	0.405
spank	pè	sadness	0.403
deluge	delij	sadness	0.402
sigh	soupi	sadness	0.402
spinster	spinster	sadness	0.400
blue	ble	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	en	sadness	0.398
embarrass	anbarase	sadness	0.394
pitfall	pyèj	sadness	0.394
pointless	initil	sadness	0.394
seriousness	gravite	sadness	0.394
monsoon	mouason	sadness	0.391
debt	dèt	sadness	0.391
exhausted	fin itilize	sadness	0.391
stretcher	tren an	sadness	0.391
condescension	Kondansasyon	sadness	0.391
dwarfed	dwarfed	sadness	0.391
inefficient	rezèvwa	sadness	0.391
ravenous	devoran	sadness	0.391
rue	rue	sadness	0.391
banshee	banshee	sadness	0.391
daemon	dyaman	sadness	0.391
feeble	fèb	sadness	0.391
coldness	fredi	sadness	0.391
ifonly	ifonly	sadness	0.391
insulting	ensiltan	sadness	0.391
trickery	tris	sadness	0.391
noose	Nwa	sadness	0.391
punch	kout pyen	sadness	0.391
reproach	wont	sadness	0.391
ineptitude	ineptitid	sadness	0.391
refused	refize	sadness	0.391
cage	kaj	sadness	0.391
brute	brital	sadness	0.391
subvert	sibvansyon	sadness	0.384
jealousy	jalouzi	sadness	0.382
geriatric	geriatris	sadness	0.379
miss	manke	sadness	0.379
struggle	lit	sadness	0.379
inexcusable	inexcusable	sadness	0.379
descent	desandan	sadness	0.377
entangled	entangled	sadness	0.377
ashes	sann	sadness	0.377
exhaustion	fatig	sadness	0.375
blackness	nwa	sadness	0.375
funk	Funk	sadness	0.375
disqualify	disqualify	sadness	0.375
slump	glisman	sadness	0.375
inconsiderate	konsilte	sadness	0.375
noncompliance	non konplè	sadness	0.375
goodbye	orevwa	sadness	0.375
sucks	absorb	sadness	0.375
landslide	glisman teren	sadness	0.375
overcast	sonje	sadness	0.375
rabid	rabid	sadness	0.375
inferior	enferyè	sadness	0.375
murky	tris	sadness	0.375
prostitution	pwostitisyon	sadness	0.375
scar	mak	sadness	0.375
dispel	disparèt	sadness	0.375
parting	separe	sadness	0.375
wasting	gaspiye	sadness	0.375
withdraw	retire li	sadness	0.375
oust	oust	sadness	0.375
sympathy	senpati	sadness	0.375
delay	reta	sadness	0.373
unattractive	désagréable	sadness	0.373
apologize	mande padon	sadness	0.370
crazy	fou	sadness	0.368
bastard	bata	sadness	0.366
deteriorated	deteryore	sadness	0.365
inter	entè	sadness	0.364
empty	vid	sadness	0.364
mocking	moke	sadness	0.363
adder	adisyone	sadness	0.361
hindering	anpeche	sadness	0.359
flounder	flounder	sadness	0.359
hunter	chasè	sadness	0.359
unable	kapab	sadness	0.359
fruitless	san rezilta	sadness	0.359
arraignment	aranjman	sadness	0.359
tremor	tranbleman	sadness	0.359
taunt	fawouche	sadness	0.359
fainting	endispoze	sadness	0.359
plaintive	plentif	sadness	0.359
defendant	akize	sadness	0.359
disconnect	dekonekte	sadness	0.359
servile	servile	sadness	0.359
unsuccessful	san siksè	sadness	0.359
unemployed	pap travay	sadness	0.359
austere	ki di	sadness	0.359
lockup	blokaj	sadness	0.359
numbness	pèt sansasyon	sadness	0.359
wrangling	ensandi	sadness	0.359
misunderstanding	enkonpreyansyon	sadness	0.359
obesity	obezite	sadness	0.359
idiocy	idiocy	sadness	0.359
consecration	konsekrasyon	sadness	0.359
perpetrator	moun ki komèt krim lan	sadness	0.359
doubt	dout	sadness	0.359
affront	afwonte	sadness	0.359
unpopular	popilè	sadness	0.359
inefficiency	inefficiency	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	momi	sadness	0.359
unrest	ajitasyon	sadness	0.351
intervention	entèvansyon	sadness	0.348
wimpy	Wimpy	sadness	0.348
waste	dechè	sadness	0.348
absentee	absan	sadness	0.348
spoiler	Spòtif	sadness	0.348
flaw	defo	sadness	0.347
blindly	je fèmen	sadness	0.344
thrash	Thrash	sadness	0.344
furrow	gran	sadness	0.344
militia	milis	sadness	0.344
litigate	litij	sadness	0.344
stained	tache	sadness	0.344
uninspired	san enspire	sadness	0.344
uninvited	Uninvited	sadness	0.344
detention	detansyon	sadness	0.344
surgery	operasyon	sadness	0.344
lawsuit	pwosè	sadness	0.344
specter	espektatè	sadness	0.344
desert	dezè	sadness	0.344
attenuation	atenuasyon	sadness	0.344
forfeit	pèdi	sadness	0.344
plea	lapriyè	sadness	0.344
cumbersome	ankonbran	sadness	0.344
resigned	demisyon	sadness	0.344
lagging	reta	sadness	0.344
intercede	lapriyè	sadness	0.344
myopia	myopya	sadness	0.339
unaccountable	inaktif	sadness	0.339
mishap	move	sadness	0.338
probation	pwobasyon	sadness	0.336
disagreeing	pa dakò	sadness	0.333
severance	detounman	sadness	0.333
bacteria	bakteri	sadness	0.328
adrift	Adjwen	sadness	0.328
squall	squall	sadness	0.328
nether	Nether	sadness	0.328
leave	kite	sadness	0.328
incompetent	enkonpetan	sadness	0.328
endless	kontinuèl	sadness	0.328
unacceptable	akseptab	sadness	0.328
bondage	esklavaj	sadness	0.328
dependence	depandans	sadness	0.328
sterile	esteril	sadness	0.328
unacknowledged	unacknowledged	sadness	0.328
disallowed	non	sadness	0.328
nepotism	Nepotism	sadness	0.328
soreness	doulè	sadness	0.328
scold	reprimande	sadness	0.327
flaccid	flaccid	sadness	0.324
hobo	hobo	sadness	0.323
fragile	frajil	sadness	0.319
stingy	chaje	sadness	0.319
sue	fè rele	sadness	0.318
scarcely	fèk ditou	sadness	0.318
mistake	erè	sadness	0.312
committal	komèt	sadness	0.312
fatty	gra	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	twou	sadness	0.312
skid	glise	sadness	0.312
hamstring	andikape	sadness	0.312
nonsensical	san sans	sadness	0.312
ulcer	ilsè	sadness	0.312
defy	defi	sadness	0.312
nostalgia	Nostalji	sadness	0.312
inhibit	anpeche	sadness	0.312
clouded	nwaj	sadness	0.312
evanescence	evanesans	sadness	0.312
conceal	kache	sadness	0.311
blemish	bèbè	sadness	0.310
resisting	reziste kont	sadness	0.309
sympathetic	senpatik	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	konfese	sadness	0.303
opium	opyòm	sadness	0.303
alas	Ay	sadness	0.302
setback	ensekirite	sadness	0.297
halting	kanpe	sadness	0.297
incase	incase	sadness	0.297
inappropriate	apwopriye	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migrèn	sadness	0.297
incompatible	enkonpatib	sadness	0.297
dull	mat	sadness	0.297
discontinuity	diskontinwite	sadness	0.297
wrinkled	ri	sadness	0.297
suppress	siprime	sadness	0.297
weak	fèb	sadness	0.297
mislead	twonpe	sadness	0.297
subsidence	estabilizasyon	sadness	0.297
hermit	hermit	sadness	0.296
moving	k ap deplase	sadness	0.295
shrink	retresi	sadness	0.295
shiver	tranble	sadness	0.291
tramp	vagabon	sadness	0.288
constraint	kontrent	sadness	0.288
unimportant	ki pa enpòtan	sadness	0.288
rubble	debri	sadness	0.282
excluding	eksepte	sadness	0.281
revoke	revoke	sadness	0.281
negro	negro	sadness	0.281
shortage	mank	sadness	0.281
wearily	tris	sadness	0.281
grey	gri	sadness	0.281
senseless	dezagreyab	sadness	0.281
overdue	anreta	sadness	0.281
flinch	flinch	sadness	0.281
adverse	negatif	sadness	0.281
remove	retire	sadness	0.281
grumpy	mawon	sadness	0.281
flop	flop	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	konfesyon	sadness	0.281
timid	timid	sadness	0.281
down	desann	sadness	0.281
unseat	Unseat	sadness	0.281
apathy	Apeti	sadness	0.281
taint	taint	sadness	0.281
black	nwa	sadness	0.281
knell	koup	sadness	0.275
jurisprudence	jiridiksyon	sadness	0.273
humbled	enb	sadness	0.273
confusion	konfizyon	sadness	0.273
soldier	sòlda	sadness	0.273
throb	pouse	sadness	0.273
gray	gri	sadness	0.269
obstacle	obstak	sadness	0.266
lax	Laks	sadness	0.266
eternity	letènite	sadness	0.266
leaving	kite	sadness	0.266
unrealistic	ireyèl	sadness	0.266
mixedemotions	mixemotions	sadness	0.266
slur	Slur	sadness	0.266
drifted	drifted	sadness	0.266
remiss	remis	sadness	0.266
shack	shack	sadness	0.266
inconvenient	konvenyan	sadness	0.263
restrict	limite	sadness	0.259
misrepresentation	misrepresentation	sadness	0.259
stagnant	kowonpi	sadness	0.259
disservice	disservice	sadness	0.258
backwater	rmou	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	dezè	sadness	0.255
wasteful	inutil	sadness	0.250
labored	travay	sadness	0.250
uneducated	enkult	sadness	0.250
incomplete	enkonplè	sadness	0.250
older	ki pi gran	sadness	0.250
speculation	espekilasyon	sadness	0.250
undying	onè	sadness	0.250
pine	Pine	sadness	0.250
tempest	tanpèt	sadness	0.250
humbug	humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	gullible	sadness	0.250
unexplained	san rezon	sadness	0.250
communism	kominis	sadness	0.250
error	erè	sadness	0.250
anchorage	anchorage	sadness	0.250
rainyday	jou lapli	sadness	0.242
demonstrative	demonstratif	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	nesesite	sadness	0.236
boredom	annwi	sadness	0.235
misty	misty	sadness	0.234
warp	chèn	sadness	0.234
trash	fatra	sadness	0.234
burke	burke	sadness	0.234
hollow	kre	sadness	0.234
void	anile	sadness	0.234
healing	geri	sadness	0.234
cloudy	twoub	sadness	0.234
blockade	blokaj	sadness	0.234
depart	ale	sadness	0.234
uninteresting	entérésan	sadness	0.234
cancel	anile	sadness	0.234
sentence	fraz	sadness	0.234
foggy	bwouya	sadness	0.234
pale	pale	sadness	0.234
case	ka	sadness	0.228
rainy	lapli	sadness	0.227
onerous	pénible	sadness	0.223
bottom	anba	sadness	0.223
uninterested	san enterè	sadness	0.223
fasting	jèn	sadness	0.220
indifference	endiferans	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	siviv	sadness	0.219
discolored	dekolore	sadness	0.219
blunder	bèbè	sadness	0.219
thirst	swaf dlo	sadness	0.219
dole	Dole	sadness	0.219
pious	relijyeu	sadness	0.219
cocaine	kokayin	sadness	0.218
tough	difisil	sadness	0.212
lower	pi ba	sadness	0.203
sprain	lukse	sadness	0.203
arid	arid	sadness	0.203
fat	grès	sadness	0.203
revolution	revolisyon	sadness	0.203
chilly	frwa	sadness	0.203
chargeable	peye	sadness	0.203
sluggish	paresseux	sadness	0.203
yucky	yucky	sadness	0.203
hoary	ankèt	sadness	0.203
wanting	vle	sadness	0.202
progression	pwogresyon	sadness	0.201
closure	fèmti	sadness	0.195
unbeaten	unbeaten	sadness	0.193
veal	bèf	sadness	0.188
retirement	retrèt	sadness	0.188
oddity	oddite	sadness	0.188
heartfelt	sensè	sadness	0.188
meh	meh	sadness	0.188
invalid	envalid	sadness	0.188
tease	toumante	sadness	0.188
splitting	divize	sadness	0.188
interrupted	entèwonp	sadness	0.188
rumor	rimè	sadness	0.188
cataract	katarakt	sadness	0.188
rack	etajè	sadness	0.188
halter	mwatye	sadness	0.188
cold	frèt	sadness	0.188
concerned	konsène	sadness	0.184
sarcasm	sarcastic	sadness	0.181
strip	teren	sadness	0.179
esteem	estime	sadness	0.172
feeling	santi	sadness	0.172
overload	Surcharge	sadness	0.172
divided	divize	sadness	0.172
memories	memwa	sadness	0.172
sap	sap	sadness	0.172
eschew	eschew	sadness	0.172
cupping	koup	sadness	0.172
destination	destinasyon	sadness	0.170
nosnow	nonnow	sadness	0.169
limited	limite	sadness	0.167
rain	lapli	sadness	0.163
willful	volontè	sadness	0.160
untitled	Untitled	sadness	0.157
weeds	move zèb	sadness	0.156
stint	misyonè	sadness	0.156
cross	kwa	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	enkonvenyan	sadness	0.152
procession	pwosesyon	sadness	0.152
tax	taks	sadness	0.142
lesbian	madivin	sadness	0.141
emo	emo	sadness	0.141
overpriced	ovèrprisèd	sadness	0.141
tolerate	tolere	sadness	0.141
mug	tas	sadness	0.141
weight	pwa	sadness	0.141
touchy	manyen	sadness	0.140
kennel	nich	sadness	0.130
grounded	chita	sadness	0.130
late	an reta	sadness	0.125
theocratic	teyokratik	sadness	0.125
clouds	nwaj	sadness	0.125
terrific	formidable	sadness	0.125
commemorate	komemore	sadness	0.125
meek	dou	sadness	0.125
stillness	silans	sadness	0.125
sisterhood	sèhoodhood	sadness	0.125
socialist	sosyalis	sadness	0.125
unpaid	san peye	sadness	0.125
margin	Marge	sadness	0.125
default	default	sadness	0.121
lace	dantèl	sadness	0.118
unpublished	pibliye	sadness	0.116
interested	enterese	sadness	0.114
fortress	fò	sadness	0.110
fleece	moso	sadness	0.109
rating	Rating	sadness	0.109
lush	Fertile	sadness	0.109
harry	harry	sadness	0.109
priesthood	prètriz	sadness	0.109
orchestra	òkès	sadness	0.109
ultimate	ultim	sadness	0.109
sanctify	sanktifye	sadness	0.108
income	revni	sadness	0.100
sonnet	sonèt	sadness	0.094
winning	genyen	sadness	0.094
quiet	trankil	sadness	0.094
boo	boo	sadness	0.094
vainly	vainly	sadness	0.091
wet	mouye	sadness	0.078
hug	anbrase	sadness	0.078
hut	joupa	sadness	0.078
ovation	ovasyon	sadness	0.078
humble	enb	sadness	0.078
motivating	motivasyon	sadness	0.078
opera	opera	sadness	0.078
treat	trete	sadness	0.076
hymn	kantik	sadness	0.064
honest	onèt	sadness	0.062
relics	rlik	sadness	0.061
couch	kanape	sadness	0.060
waffle	vlou	sadness	0.047
shell	koki	sadness	0.045
musical	mizik	sadness	0.045
savor	gou	sadness	0.034
vote	vote	sadness	0.031
napkin	moso twal	sadness	0.031
sing	chante	sadness	0.017
music	Mizik	sadness	0.016
mother	manman	sadness	0.016
nutritious	nourisan	sadness	0.015
lovely	bèl	sadness	0.009
art	atizay	sadness	0.000
romance	romans	sadness	0.000
liquor	likè	sadness	0.000
sweetheart	amoure	sadness	0.000
surprise	sipriz	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	eksploze	surprise	0.906
explosion	eksplozyon	surprise	0.898
explosive	eksplozif	surprise	0.883
ambush	anbiskad	surprise	0.883
eruption	eripsyon	surprise	0.883
frighten	pè	surprise	0.875
startle	sote	surprise	0.875
surprisingly	etonan	surprise	0.875
shockingly	chokan	surprise	0.875
surprising	etone	surprise	0.867
frightened	pè	surprise	0.867
surprised	etone	surprise	0.867
thrilling	sezisman	surprise	0.859
miracle	mirak	surprise	0.859
outburst	eksplozyon	surprise	0.859
blast	eksplozyon	surprise	0.852
alarm	alam	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jè	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	chòk	surprise	0.844
fright	fright	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	san atann	surprise	0.836
catastrophe	katastwòf	surprise	0.836
dazzle	avegle je	surprise	0.836
emergency	ijans	surprise	0.828
bewilderment	konfizyon	surprise	0.828
suddenly	toudenkou	surprise	0.828
startling	sezisman	surprise	0.828
astound	etone	surprise	0.820
stunned	etoudi	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	tranbleman tè	surprise	0.812
disaster	dezas	surprise	0.812
astonish	etone	surprise	0.805
astonishment	sezi	surprise	0.805
climax	Pi gwo pwen	surprise	0.805
aghast	aghast	surprise	0.805
scare	fè pè	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	bonm	surprise	0.789
erupt	eklate	surprise	0.789
exclaim	rele	surprise	0.789
amazement	sezi	surprise	0.781
detonate	eklate	surprise	0.773
alarming	alarmant	surprise	0.773
miraculous	mirak	surprise	0.773
invade	anvayi	surprise	0.773
raid	atak	surprise	0.773
abduction	anlèvman	surprise	0.773
kidnap	kidnape	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	akablan	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	enprevi	surprise	0.758
unimaginable	inimajinabl	surprise	0.750
erratic	iregilye	surprise	0.750
accident	aksidan	surprise	0.750
outrageous	ekzòbitan	surprise	0.750
flinch	flinch	surprise	0.742
blitz	Blitz	surprise	0.742
petrify	petrify	surprise	0.742
slaughter	touye	surprise	0.742
horror	laterè	surprise	0.742
amaze	etone	surprise	0.742
bewilder	konplo	surprise	0.742
wreck	nofwaj	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	eksitasyon	surprise	0.734
frenetic	frenetik	surprise	0.734
frantic	frantic	surprise	0.734
crash	aksidan	surprise	0.734
sudden	toudenkou	surprise	0.727
riotous	ri	surprise	0.727
vanished	disparèt	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	eskandal	surprise	0.727
bewildered	dezoryante	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotaj	surprise	0.719
shriek	rèl	surprise	0.719
breathless	san souf	surprise	0.719
scream	rèl	surprise	0.719
manslaughter	asasina	surprise	0.719
rupture	kraze	surprise	0.719
unanticipated	unanticipated	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	enkontwolab	surprise	0.711
unexpected	inatandi	surprise	0.711
electrify	elèktrik	surprise	0.711
stun	Tounen	surprise	0.711
shot	piki	surprise	0.711
avalanche	lavalas	surprise	0.711
gasp	gasp	surprise	0.711
unforeseen	enprevi	surprise	0.703
slam	slam	surprise	0.703
surge	vag	surprise	0.703
intruder	entrigan	surprise	0.703
abrupt	brid sou kou	surprise	0.703
suspense	sispansyon	surprise	0.703
devastation	devastasyon	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	volatilité	surprise	0.695
excite	eksite	surprise	0.695
unprecedented	san parèy	surprise	0.695
stab	koud	surprise	0.695
urgent	ijan	surprise	0.695
yell	rele	surprise	0.695
strike	grèv	surprise	0.695
disturbance	twoub	surprise	0.688
carnage	carnage	surprise	0.688
spectacular	espektakilè	surprise	0.688
incredible	enkwayab	surprise	0.688
recklessness	enkyetid	surprise	0.680
slap	kalòt	surprise	0.680
monstrous	kolosal	surprise	0.680
clamor	rimè	surprise	0.680
thrill	frison	surprise	0.680
accidentally	aksidantèlman	surprise	0.672
accidental	aksidan	surprise	0.672
striking	frape	surprise	0.672
captivate	kaptive	surprise	0.672
exhilaration	Egzèsis	surprise	0.672
terrorist	teworis	surprise	0.672
inexplicable	ineksplikab	surprise	0.672
exciting	enteresan	surprise	0.672
topple	topple	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vòlkan	surprise	0.664
revolution	revolisyon	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	ensandyè	surprise	0.656
revolt	revòlt	surprise	0.656
sneak	fofile	surprise	0.656
unspeakable	endèskriptibl	surprise	0.656
bloodshed	san koule	surprise	0.656
cyclone	siklòn	surprise	0.648
violent	vyolan	surprise	0.648
disruption	dezòd	surprise	0.648
spellbound	epouvantay	surprise	0.648
unsuspecting	mefyan	surprise	0.648
mutiny	choute	surprise	0.648
attacking	atake	surprise	0.648
unintended	entansyonel	surprise	0.648
amazingly	étonant	surprise	0.648
epidemic	epidemi	surprise	0.648
shout	rele	surprise	0.641
screech	kriye	surprise	0.641
wildfire	dife	surprise	0.641
indescribable	entradwizibl	surprise	0.641
enthusiasm	antouzyasm	surprise	0.641
excitation	eksitasyon	surprise	0.641
tumult	tumult	surprise	0.641
improvisation	enpwovizasyon	surprise	0.641
anomaly	anomali	surprise	0.633
apparition	aparisyon	surprise	0.633
treachery	treachery	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	ensèten	surprise	0.633
plunder	pran tou sa	surprise	0.633
tempest	tanpèt	surprise	0.625
trick	Trick	surprise	0.625
slaughtering	touye	surprise	0.625
wonderment	sezi	surprise	0.625
excited	eksite	surprise	0.625
sorcery	sorselri	surprise	0.625
murderous	touye moun	surprise	0.625
urgency	ijans	surprise	0.625
distress	detrès	surprise	0.625
mystery	mistè	surprise	0.625
trickery	tris	surprise	0.617
intense	entans	surprise	0.617
vanish	disparèt	surprise	0.617
murder	touye moun	surprise	0.617
quickness	vitès	surprise	0.617
intrusive	entriksyon	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	blindfold	surprise	0.609
coup	koudeta	surprise	0.609
splash	Splash	surprise	0.609
thief	vòlè	surprise	0.609
magical	majik	surprise	0.609
unstable	enstab	surprise	0.609
shatter	kraze	surprise	0.609
strangle	trangle	surprise	0.609
defy	defi	surprise	0.602
deluge	delij	surprise	0.602
inconceivable	inconceivable	surprise	0.602
jubilee	Jubilee	surprise	0.602
stupor	stupor	surprise	0.602
tackle	atake	surprise	0.602
assail	detèmine	surprise	0.602
betray	trayi	surprise	0.602
monstrosity	monstrozite	surprise	0.594
alerts	alèt	surprise	0.594
lightning	zèklè	surprise	0.594
mishap	move	surprise	0.594
shrill	tranble	surprise	0.594
stupendous	estipid	surprise	0.594
mysterious	misterye	surprise	0.586
paralyzed	paralize	surprise	0.586
randomly	owaza	surprise	0.586
bonus	bonis	surprise	0.586
deceit	twonpe	surprise	0.586
wild	sovaj	surprise	0.586
pitfall	pyèj	surprise	0.586
wondrous	bèl	surprise	0.586
uncanny	komik	surprise	0.586
electric	elektrik	surprise	0.578
oddity	oddite	surprise	0.578
death	lanmò	surprise	0.578
jubilant	Jubilant	surprise	0.578
godsend	bondye	surprise	0.578
stagger	repati	surprise	0.578
raving	ravaj	surprise	0.578
rejoicing	kontan	surprise	0.578
premature	twò bonè	surprise	0.578
fluke	grip	surprise	0.578
bizarre	ra	surprise	0.578
revenge	revanj	surprise	0.570
dynamic	dinamik	surprise	0.570
dismay	pè	surprise	0.570
