word	Slovak-sk	emotion	emotion-intensity-score
precious	vzácny	surprise	0.195
obliging	ochotný	surprise	0.188
singularly	jednotlivo	surprise	0.188
foresee	predvídať	surprise	0.180
pray	modliť sa	surprise	0.180
graduation	promócie	surprise	0.180
lovely	pôvabný	surprise	0.180
sun	slnko	surprise	0.172
art	umenie	surprise	0.172
mouth	ústa	surprise	0.172
youth	mladosti	surprise	0.172
thirst	smäd	surprise	0.172
young	mladý	surprise	0.164
goodness	dobrota	surprise	0.164
overdue	oneskorený	surprise	0.156
visor	hľadí	surprise	0.156
practiced	praktizovaný	surprise	0.156
latent	latentný	surprise	0.156
loyal	lojálni	surprise	0.148
expect	očakávať	surprise	0.148
destination	destinácia	surprise	0.148
wireless	bezdrôtový	surprise	0.148
quote	citovať	surprise	0.141
slush	brečka	surprise	0.141
infant	nemluvňa	surprise	0.141
cream	krém	surprise	0.141
playground	detské ihrisko	surprise	0.133
organization	organizácie	surprise	0.125
teach	vyučovať	surprise	0.125
vote	hlasovanie	surprise	0.125
smile	úsmev	surprise	0.117
weight	závažia	surprise	0.117
dolphin	delfín	surprise	0.117
sisterhood	sesterstva	surprise	0.109
cable	kábel	surprise	0.109
sunny	slnečno	surprise	0.102
steady	stály	surprise	0.094
leisure	voľný čas	surprise	0.086
peaceful	pokojný	surprise	0.086
spa	kúpele	surprise	0.086
tree	strom	surprise	0.078
picnic	piknik	surprise	0.078
worm	červ	surprise	0.055
truthfulness	pravdivosť	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	dôveryhodný	trust	0.867
honest	úprimný	trust	0.844
honesty	poctivosť	trust	0.844
honor	česť	trust	0.844
truth	pravda	trust	0.844
truthful	pravdivý	trust	0.836
trusting	dôverčivý	trust	0.836
brotherhood	bratstvo	trust	0.820
entrust	zveriť	trust	0.812
committed	angažovaný	trust	0.805
integrity	integrita	trust	0.805
loyalty	vernosť	trust	0.805
honorable	čestný	trust	0.805
credibility	dôveryhodnosť	trust	0.805
trust	dôvera	trust	0.805
faithful	verný	trust	0.797
sincere	úprimný	trust	0.797
responsible	zodpovedný	trust	0.789
partnership	partnerstva	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	múdrosť	trust	0.789
oath	prísaha	trust	0.781
verification	overenie	trust	0.781
vow	prísaha	trust	0.781
cooperative	družstevné	trust	0.781
respectable	slušný	trust	0.773
credible	dôveryhodný	trust	0.773
hero	hrdina	trust	0.773
sisterhood	sesterstva	trust	0.773
promise	sľub	trust	0.773
verified	overená	trust	0.773
qualified	kvalifikovaný	trust	0.766
respected	vážený	trust	0.766
authentication	overenie pravosti	trust	0.766
compassion	súcit	trust	0.759
reputable	seriózne	trust	0.758
safekeeping	opatrovanie	trust	0.758
reliability	spoľahlivosť	trust	0.758
moral	morálne	trust	0.758
love	milovať	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	schválenie	trust	0.758
stable	stabilný	trust	0.750
friend	priateľ	trust	0.750
genuine	rýdze	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetencie	trust	0.750
loyal	lojálni	trust	0.750
ally	spojenec	trust	0.750
safeguard	zabezpečiť	trust	0.750
companion	spoločník	trust	0.750
advised	Vezmite na vedomie,	trust	0.750
authentic	autentický	trust	0.750
respect	rešpekt	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	sloboda	trust	0.742
proven	dokázaný	trust	0.742
respects	pozdravy	trust	0.742
faith	viera	trust	0.742
wholesome	zdravý	trust	0.742
heartfelt	srdečný	trust	0.734
unification	zjednotenie	trust	0.734
protecting	chrániť	trust	0.734
reassurance	uistenie	trust	0.734
admirable	obdivuhodný	trust	0.734
trustee	poručník	trust	0.734
supporter	podporovateľ	trust	0.734
confirmation	potvrdenie	trust	0.734
respectful	zdvorilý	trust	0.734
alliance	spojenectvo	trust	0.727
equality	rovnosť	trust	0.727
friendship	priateľstvo	trust	0.727
agreement	dohoda	trust	0.727
fact	skutočnosť	trust	0.727
confident	istý	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	veriť	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	dokonalosť	trust	0.727
credential	poverenia	trust	0.727
closeness	blízkosť	trust	0.719
authenticate	overiť	trust	0.719
intelligence	inteligencia	trust	0.719
virtue	cnosť	trust	0.719
honored	poctený	trust	0.719
virtuous	cnostný	trust	0.719
kindred	príbuzenstva	trust	0.719
charitable	charitatívne	trust	0.711
dedication	venovanie	trust	0.711
guarantee	záruka	trust	0.711
cooperation	spolupráca	trust	0.711
creditable	záslužný	trust	0.711
consistency	konzistencia	trust	0.711
allegiance	vernosť	trust	0.711
cooperating	spolupracujúci	trust	0.711
straightforward	priamočiary	trust	0.711
determination	rozhodnosť	trust	0.711
justice	spravodlivosť	trust	0.711
sanctuary	svätyne	trust	0.703
nurture	živiť	trust	0.703
innocent	nevinný	trust	0.703
admire	obdivovať	trust	0.703
assurance	uistenie	trust	0.703
morality	morálka	trust	0.703
prepared	pripravený	trust	0.703
friendliness	prívetivosť	trust	0.703
reliable	spoľahlivý	trust	0.703
mentor	učiteľ	trust	0.703
guardianship	poručníctvo	trust	0.703
fulfilled	splnené	trust	0.703
reverence	úcta	trust	0.703
proof	dôkaz	trust	0.703
admiration	obdiv	trust	0.703
mother	matka	trust	0.703
protected	chránený	trust	0.703
motherhood	materstvo	trust	0.703
marriage	manželstvo	trust	0.695
skillful	zručne	trust	0.695
indestructible	nezničiteľný	trust	0.695
guardian	poručník	trust	0.695
accountable	zodpovedný	trust	0.695
courage	odvaha	trust	0.695
bodyguard	osobný strážca	trust	0.695
agreeable	príjemný	trust	0.695
scientist	vedec	trust	0.695
allied	spriaznený	trust	0.695
compassionate	súcitný	trust	0.695
humanitarian	humanitárna	trust	0.695
approving	schvaľovanie	trust	0.695
united	zjednotený	trust	0.695
pact	pakt	trust	0.695
certified	certifikované	trust	0.695
morals	mravnosť	trust	0.695
esteem	úcta	trust	0.688
secure	zabezpečiť	trust	0.688
perfection	dokonalosť	trust	0.688
guidance	vedenie	trust	0.688
competent	kompetentní	trust	0.688
authenticity	autentickosť	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	ospravedlniteľný	trust	0.688
humanity	ľudskosť	trust	0.688
solidity	pevnosť	trust	0.688
adviser	poradcu	trust	0.688
pledge	zástava	trust	0.688
believed	predpokladá	trust	0.688
understanding	porozumenie	trust	0.688
monogamy	monogamie	trust	0.688
expertise	odbornosť	trust	0.680
diplomatic	diplomatický	trust	0.680
confidential	dôverný	trust	0.680
hope	nádej	trust	0.680
protector	protektor	trust	0.680
agreeing	súhlasiť	trust	0.680
diligence	pracovitosť	trust	0.680
official	úradné	trust	0.680
affirm	vyhlásiť	trust	0.680
indivisible	nedeliteľný	trust	0.680
grandfather	dedko	trust	0.680
humble	pokorný	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	obhajoba	trust	0.680
elders	staršie	trust	0.680
goodness	dobrota	trust	0.680
commendable	záslužný	trust	0.680
inspire	inšpirovať	trust	0.680
approve	schvaľovať	trust	0.680
confide	zveriť	trust	0.680
professional	profesionálny	trust	0.680
familiarity	oboznámenosť	trust	0.680
leader	vodca	trust	0.680
confirmed	potvrdená	trust	0.680
acceptance	prijatie	trust	0.680
benevolence	zhovievavosť	trust	0.672
dignity	dôstojnosť	trust	0.672
harmoniously	harmonicky	trust	0.672
mastery	majstrovstvá	trust	0.672
unwavering	neochvejný	trust	0.672
accredited	akreditovaný	trust	0.672
healing	liečenie	trust	0.672
encyclopedia	encyklopédie	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	posvätiť	trust	0.672
cohesive	súdržný	trust	0.672
covenant	zmluva	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	bezvadný	trust	0.672
safe	trezor	trust	0.672
intelligent	inteligentný	trust	0.672
merit	zaslúžiť si	trust	0.664
impeccable	bezvadný	trust	0.664
affirmatively	súhlasne	trust	0.664
spiritual	duchovný	trust	0.664
advocate	zástanca	trust	0.664
team	tím	trust	0.664
heroic	hrdinský	trust	0.664
communicate	komunikovať	trust	0.664
disciple	žiak	trust	0.664
expert	expert	trust	0.664
proficient	zbehlý	trust	0.664
specialist	špecialista	trust	0.664
ambassador	veľvyslanec	trust	0.664
accept	súhlasiť	trust	0.664
attestation	svedectvo	trust	0.664
supporting	podporujúce	trust	0.664
reliance	spoľahnutie	trust	0.664
authority	autorita	trust	0.664
accountability	zodpovednosť	trust	0.664
guidebook	tlačený sprievodca	trust	0.664
fulfillment	splnenie	trust	0.664
strengthening	posilnenie	trust	0.661
familiar	oboznameny	trust	0.656
facts	fakty	trust	0.656
achieve	dosiahnuť	trust	0.656
warranty	záruka	trust	0.656
structure	štruktúra	trust	0.656
steadfast	vytrvalý	trust	0.656
favorable	priaznivý	trust	0.656
counsel	právny zástupca	trust	0.656
relationship	súvislosť	trust	0.656
scientific	vedecký	trust	0.656
gentleman	gentleman	trust	0.656
strength	pevnosť	trust	0.656
elder	staršie	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	sviatosť	trust	0.656
excellent	vynikajúci	trust	0.656
proficiency	zručnosť	trust	0.656
constancy	stálosť	trust	0.656
defended	bránil	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	spoliehať	trust	0.648
heroism	hrdinstvo	trust	0.648
peaceful	pokojný	trust	0.648
competency	kompetenčné	trust	0.648
assuredly	iste	trust	0.648
brother	brat	trust	0.648
counselor	poradca	trust	0.648
successful	úspešný	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	ochranný	trust	0.648
saint	svätec	trust	0.648
harmony	harmónia	trust	0.648
matrimony	manželstvo	trust	0.648
noble	ušľachtilý	trust	0.648
inspiration	inšpirácie	trust	0.648
academic	akademický	trust	0.648
assist	asistovať	trust	0.648
agreed	dohodnuté	trust	0.648
uphold	obhájiť	trust	0.648
comrade	súdruh	trust	0.648
lovable	roztomilý	trust	0.648
advisable	vhodný	trust	0.648
solidarity	solidarita	trust	0.648
worthy	hodné	trust	0.643
durability	trvanlivosť	trust	0.641
coexist	koexistovať	trust	0.641
assure	uistiť	trust	0.641
establish	zriadiť	trust	0.641
benefactor	dobrodinec	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	vedúci	trust	0.641
loving	milujúca	trust	0.641
teacher	učiteľ	trust	0.641
judiciary	súdnictvo	trust	0.641
conscientious	svedomitý	trust	0.641
confidence	dôvera	trust	0.641
lawful	legálne	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	nariadený	trust	0.641
champion	majster	trust	0.641
unity	jednota	trust	0.641
legal	právnej	trust	0.641
kind	druh	trust	0.641
credence	viera	trust	0.641
real	reálny	trust	0.641
doctor	lekár	trust	0.641
intimate	intímne	trust	0.634
hopeful	nádejný	trust	0.633
fortitude	statočnosť	trust	0.633
physician	lekár	trust	0.633
brotherly	bratský	trust	0.633
aspiration	ašpirácie	trust	0.633
convincing	presvedčivý	trust	0.633
sanctification	posvätenie	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	pocta	trust	0.633
courageous	statočný	trust	0.633
soundness	dôkladnosť	trust	0.633
legitimacy	legitímnosť	trust	0.633
endorse	súhlasiť	trust	0.633
fidelity	vernosť	trust	0.633
bless	požehnať	trust	0.633
judicial	súdne	trust	0.633
important	dôležitý	trust	0.633
saintly	svätý	trust	0.633
conscience	svedomie	trust	0.633
therapeutic	liečebný	trust	0.633
authorize	povoliť	trust	0.633
devotional	náboženský	trust	0.633
practiced	praktizovaný	trust	0.633
backbone	chrbtica	trust	0.633
approved	schválený	trust	0.633
evident	evidentné	trust	0.625
encourage	povzbudiť	trust	0.625
caretaker	domovník	trust	0.625
regard	prihliadnutím	trust	0.625
angel	anjel	trust	0.625
engaged	zasnúbený	trust	0.625
blessing	požehnanie	trust	0.625
professorship	profesorskému	trust	0.625
majestic	majestátne	trust	0.625
communication	komunikácia	trust	0.625
purify	očistiť	trust	0.625
authorization	povolenie	trust	0.625
wonderful	báječný	trust	0.625
achievement	úspech	trust	0.625
fireman	hasič	trust	0.625
certify	potvrdiť	trust	0.625
civilized	civilizovaný	trust	0.625
profound	hlboký	trust	0.625
accurate	presný	trust	0.625
assured	sebaistý	trust	0.625
positivity	pozitivity	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	dobrý	trust	0.617
absolution	oslobodenie	trust	0.617
commend	chváliť	trust	0.617
cherish	opatrovať	trust	0.617
fundamental	základné	trust	0.617
advice	rada	trust	0.617
objective	objektívny	trust	0.617
optimism	optimizmus	trust	0.617
testament	testament	trust	0.617
qualities	vlastnosti	trust	0.617
haven	útočisko	trust	0.617
heroine	hrdinka	trust	0.617
constantly	nepretržite	trust	0.617
appreciation	ocenenie	trust	0.617
triumphant	triumfálny	trust	0.617
accord	dohoda	trust	0.617
reassure	upokojiť	trust	0.617
truce	prímerie	trust	0.617
thoughtful	premýšľavý	trust	0.617
teach	vyučovať	trust	0.617
god	boh	trust	0.617
corroborate	podoprieť	trust	0.617
believer	veriaci	trust	0.617
unimpeachable	bezúhonný	trust	0.617
surety	záruka	trust	0.617
attentive	pozorný	trust	0.617
gospel	evanjelium	trust	0.617
bedrock	jadro	trust	0.617
approvement	approvement	trust	0.617
planning	plánovanie	trust	0.617
rational	racionálne	trust	0.617
passionate	vášnivý	trust	0.617
happy	šťasný	trust	0.609
babysitter	domácej opatrovateľky detí	trust	0.609
brilliant	brilantný	trust	0.609
praise	chvála	trust	0.609
definitive	definitívny	trust	0.609
considerate	ohľaduplný	trust	0.609
patron	patrón	trust	0.609
scripture	biblie	trust	0.609
heal	liečiť	trust	0.609
praiseworthy	chvályhodný	trust	0.609
steward	stevard	trust	0.609
awareness	povedomie	trust	0.609
officer	dôstojník	trust	0.609
purification	čistenie	trust	0.609
excel	vynikať	trust	0.609
civilization	civilizácie	trust	0.609
liking	záľuba	trust	0.609
comfort	pohodlie	trust	0.609
magnificence	veľkoleposť	trust	0.609
notary	notár	trust	0.609
progression	postup	trust	0.609
mediator	prostredník	trust	0.609
blessings	požehnania	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	odporučiť	trust	0.609
brave	statočný	trust	0.602
experienced	skúsený	trust	0.602
steady	stály	trust	0.602
enlightenment	osvietenie	trust	0.602
brighten	objasniť	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	spĺňať	trust	0.602
witness	svedok	trust	0.602
humility	pokora	trust	0.602
sympathetic	súcitný	trust	0.602
helpful	užitočný	trust	0.602
symmetry	symetria	trust	0.602
unquestionable	nesporný	trust	0.602
peace	mier	trust	0.602
transcendence	dokonalosť	trust	0.602
serenity	vyrovnanosť	trust	0.602
embrace	objatie	trust	0.602
inspired	inšpirovaný	trust	0.602
mainstay	pilierom	trust	0.602
unconditional	bezpodmienečný	trust	0.602
guarded	strážený	trust	0.602
identify	identifikovať	trust	0.602
marry	oženiť	trust	0.594
grant	udeliť	trust	0.594
depend	závisieť	trust	0.594
complimentary	bezplatný	trust	0.594
spouse	manželka	trust	0.594
tranquility	pokoj	trust	0.594
vigilant	bdelý	trust	0.594
ministry	ministerstvo	trust	0.594
fairly	spravodlivo	trust	0.594
philanthropic	dobročinný	trust	0.594
openly	otvorene	trust	0.594
generous	štedrý	trust	0.594
strengthen	posilniť	trust	0.594
gratitude	vďačnosť	trust	0.594
befriend	spriateliť	trust	0.594
substantiate	zdôvodniť	trust	0.594
praised	chválili	trust	0.594
admiral	admirál	trust	0.594
regent	regent	trust	0.594
sage	šalvia	trust	0.594
assessment	posúdenie	trust	0.594
enlighten	osvietiť	trust	0.594
eminence	eminencia	trust	0.594
commendation	vyznamenanie	trust	0.594
efficient	účinný	trust	0.594
nurse	zdravotná sestra	trust	0.594
visionary	vizionár	trust	0.594
generosity	štedrosť	trust	0.594
vigilance	bdelosť	trust	0.594
endowment	nadácie	trust	0.594
council	rada	trust	0.594
sweetheart	miláčik	trust	0.589
attest	osvedčiť	trust	0.586
prestige	prestíž	trust	0.586
serene	pokojný	trust	0.586
unfailing	nevyčerpateľný	trust	0.586
testimony	svedectvo	trust	0.586
checklist	Kontrolný zoznam	trust	0.586
inheritance	dedičstvo	trust	0.586
monk	mních	trust	0.586
godly	boží	trust	0.586
compliance	dodržiavanie	trust	0.586
rooted	zakorenený	trust	0.586
constitutional	ústavné	trust	0.586
conservation	konzervácia	trust	0.586
bylaw	miestnej predpis	trust	0.586
helper	pomocník	trust	0.586
joyful	rozradostněný	trust	0.586
collectively	kolektívne	trust	0.586
meritorious	zaslúžilý	trust	0.586
acclaim	pozdravovat	trust	0.586
diplomacy	diplomacia	trust	0.586
educational	vzdelávacie	trust	0.586
husbandry	hospodárstvo	trust	0.586
share	zdieľam	trust	0.586
enjoying	teší	trust	0.586
firmness	pevnosť	trust	0.586
convince	presvedčiť	trust	0.586
designation	označenie	trust	0.586
tribe	kmeň	trust	0.586
victory	víťazstvo	trust	0.586
magnificent	veľkolepý	trust	0.586
lovely	pôvabný	trust	0.586
seniority	služobný vek	trust	0.586
angelic	anjelský	trust	0.586
ambition	ctižiadosť	trust	0.586
father	otec	trust	0.586
mate	kamarát	trust	0.586
sobriety	triezvosť	trust	0.586
revere	ctiť	trust	0.586
delegate	delegát	trust	0.586
navigator	navigátor	trust	0.578
watchdog	strážny pes	trust	0.578
obey	počúvať	trust	0.578
cheerfulness	veselí	trust	0.578
inviting	lákavý	trust	0.578
judge	sudca	trust	0.578
irrefutable	nevyvrátiteľný	trust	0.578
philanthropist	filantrop	trust	0.578
careful	opatrný	trust	0.578
communion	spoločenstvo	trust	0.578
coexisting	koexistujúce	trust	0.578
impartiality	nestrannosť	trust	0.578
unquestioned	nevyslýchaný	trust	0.578
upright	vzpriamený	trust	0.578
authoritative	autoritatívny	trust	0.578
structural	štrukturálne	trust	0.578
convinced	presvedčený	trust	0.578
smile	úsmev	trust	0.578
commandant	veliteľ	trust	0.578
dutiful	svedomitý	trust	0.578
shelter	prístrešia	trust	0.578
revival	oživenie	trust	0.578
professor	profesor	trust	0.578
adore	uctievať	trust	0.578
legalized	legalizovaný	trust	0.578
punctual	presný	trust	0.570
counsellor	poradca	trust	0.570
complement	doplnok	trust	0.570
corroboration	potvrdenie	trust	0.570
immaculate	nepoškvrnený	trust	0.570
relative	relatívna	trust	0.570
apostle	apoštol	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	spojovacie	trust	0.570
insure	poistiť	trust	0.570
plausible	pravdepodobný	trust	0.570
consult	konzultovať	trust	0.570
modest	skromný	trust	0.570
measured	merané	trust	0.570
pilot	pilot	trust	0.570
collaborator	spolupracovník	trust	0.570
advise	radiť	trust	0.570
cuddle	hýčkať	trust	0.570
ordinance	obrad	trust	0.570
compass	kompas	trust	0.570
guide	navádzať	trust	0.570
everlasting	večný	trust	0.570
adhering	dodržiavaním	trust	0.570
determinate	určitý	trust	0.570
heavenly	nebeský	trust	0.570
principal	hlavná	trust	0.570
abundance	hojnosť	trust	0.570
matron	dozorkyňa	trust	0.570
unequivocal	jednoznačný	trust	0.570
volunteers	dobrovoľníci	trust	0.570
pedigree	rodokmeň	trust	0.570
unquestionably	nesporne	trust	0.570
pertinent	relevantné	trust	0.562
devout	zbožný	trust	0.562
curable	vyliečitelný	trust	0.562
insight	náhľad	trust	0.562
congregation	kongregácie	trust	0.562
admit	pripustiť	trust	0.562
pleasant	príjemný	trust	0.562
vigorous	energický	trust	0.562
fort	pevnosť	trust	0.562
remarkable	pozoruhodný	trust	0.562
content	obsah	trust	0.562
spotless	nepoškvrnený	trust	0.562
uplift	zdvíhanie	trust	0.562
compensate	kompenzovať	trust	0.562
lovemaking	milovanie	trust	0.562
jury	jury	trust	0.562
jurist	právnik	trust	0.562
soothing	upokojujúce	trust	0.562
ordination	vysvätenia	trust	0.562
cohesion	súdržnosť	trust	0.562
frankness	úprimnosť	trust	0.562
strong	silný	trust	0.562
miracle	zázrak	trust	0.562
concordance	súlad	trust	0.562
applaud	aplaudovať	trust	0.562
prize	odmena	trust	0.562
apostolic	apoštolský	trust	0.562
succeeding	darí	trust	0.562
vitality	vitalita	trust	0.562
treasurer	pokladník	trust	0.562
save	uložiť	trust	0.562
earn	zarábať	trust	0.562
midwife	pôrodná asistentka	trust	0.555
discretion	diskrétnosť	trust	0.555
worship	uctievanie	trust	0.555
constant	konštantný	trust	0.555
foresight	prezieravosť	trust	0.555
vote	hlasovanie	trust	0.555
cultivate	pestovať	trust	0.555
impartial	nestranný	trust	0.555
illumination	osvetlenie	trust	0.555
ambulance	ambulancie	trust	0.555
privacy	súkromia	trust	0.555
succeed	mať úspech	trust	0.555
providing	ak	trust	0.555
veteran	veterán	trust	0.555
patience	trpezlivosť	trust	0.555
prophet	prorok	trust	0.555
coach	tréner	trust	0.555
intuition	intuícia	trust	0.555
reconciliation	zmierenie	trust	0.555
defender	obranca	trust	0.555
coalesce	splynúť	trust	0.555
mediate	sprostredkujúci	trust	0.555
precedence	prednosť	trust	0.555
congruence	zhoda	trust	0.555
buddy	kámoš	trust	0.555
reunion	konštatovanie	trust	0.555
restorative	posilňujúci	trust	0.555
destined	určený	trust	0.555
physicist	fyzik	trust	0.555
influential	vplyvný	trust	0.555
exalt	povýšiť	trust	0.555
greatness	veľkosť	trust	0.555
inclusion	zahrnutie	trust	0.555
auditor	kontrolór	trust	0.555
meditate	premýšľať	trust	0.555
betrothed	zasnúbený	trust	0.555
proud	hrdý	trust	0.547
provide	poskytnúť	trust	0.547
conciliation	zmierovacie konanie	trust	0.547
ancestral	dedičný	trust	0.547
liberty	sloboda	trust	0.547
durable	odolný	trust	0.547
impenetrable	nepreniknuteľný	trust	0.547
prudent	obozretný	trust	0.547
invocation	invokácie	trust	0.547
engaging	podmanivý	trust	0.547
statement	výkaz	trust	0.547
rejoice	radovať sa	trust	0.547
cheer	potešiť	trust	0.547
eyewitness	očitý svedok	trust	0.547
prevalent	prevládajúci	trust	0.547
securities	cenné papiere	trust	0.547
friendly	priateľský	trust	0.547
salvation	spása	trust	0.547
independence	nezávislosť	trust	0.547
govern	vládnuť	trust	0.547
forgive	odpustiť	trust	0.547
commanding	impozantný	trust	0.547
convent	kláštor	trust	0.547
reinforcement	zosilnenie	trust	0.547
law	zákon	trust	0.547
registry	register	trust	0.547
temperate	striedmy	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	pripravenosť	trust	0.547
heritage	dedičstvo	trust	0.547
chronicle	kronika	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	súbor	trust	0.539
institute	ústav	trust	0.539
applause	potlesk	trust	0.539
architecture	architektúra	trust	0.539
obvious	zrejmý	trust	0.539
recovery	zotavenie	trust	0.539
inimitable	nenapodobiteľný	trust	0.539
relevant	príslušný	trust	0.539
responsive	citlivý	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	inštrukcie	trust	0.539
define	vymedziť	trust	0.539
delightful	lahodný	trust	0.539
antidote	protijed	trust	0.539
admitting	prijímanie	trust	0.539
psalms	žalmy	trust	0.539
stamina	výdrž	trust	0.539
majority	väčšina	trust	0.539
inoculation	očkovanie	trust	0.539
perfect	perfektný	trust	0.539
obedience	poslušnosť	trust	0.539
memorable	pamätný	trust	0.539
chastity	cudnosť	trust	0.539
proctor	proktor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	pravidelnosť	trust	0.539
forefathers	predkovia	trust	0.539
immovable	nehnuteľný	trust	0.539
eager	dychtivý	trust	0.539
aspiring	ctižiadostivý	trust	0.539
obliging	ochotný	trust	0.539
reinforcements	výstuhy	trust	0.539
tantamount	rovnalo	trust	0.539
exalted	vysoký	trust	0.539
hospital	nemocnica	trust	0.531
retirement	odchod do dôchodku	trust	0.531
strive	usilovať	trust	0.531
edification	poučenie	trust	0.531
candid	úprimný	trust	0.531
deed	listina	trust	0.531
school	školské	trust	0.531
cradle	kolíska	trust	0.531
transcript	odpis	trust	0.531
accompaniment	sprievod	trust	0.531
doubtless	nepochybne	trust	0.531
rescue	záchrana	trust	0.531
seal	tuleň	trust	0.531
expedient	účelný	trust	0.531
ballot	hlasovanie	trust	0.531
deliverance	vyslobodenie	trust	0.531
heavens	nebesá	trust	0.531
fraternal	bratský	trust	0.531
dependent	závislý	trust	0.531
answerable	zodpovedný	trust	0.531
center	centrum	trust	0.531
analyst	analytik	trust	0.531
firstborn	prvorodený	trust	0.531
bloom	kvet	trust	0.531
inseparable	nerozlučný	trust	0.531
bride	nevesta	trust	0.531
evergreen	evergreen	trust	0.531
princely	kniežací	trust	0.531
immunization	imunizácia	trust	0.531
refuge	útočisko	trust	0.531
verily	iste	trust	0.531
omniscient	vševedúci	trust	0.531
terms	podmienky	trust	0.531
sponsor	sponzor	trust	0.531
approbation	aprobácie	trust	0.527
correctness	korektnosť	trust	0.523
elevation	nadmorská výška	trust	0.523
neighbor	sused	trust	0.523
unbroken	neporušený	trust	0.523
countenance	výzoru	trust	0.523
hug	objatie	trust	0.523
nobility	šľachta	trust	0.523
paragon	vzor	trust	0.523
coronation	korunovácie	trust	0.523
celebration	slávnosť	trust	0.523
graduation	promócie	trust	0.523
commonwealth	společenstvi	trust	0.523
dictionary	slovník	trust	0.523
powerful	mocný	trust	0.523
notable	pozoruhodný	trust	0.523
account	účet	trust	0.523
winning	víťazný	trust	0.523
honeymoon	medové týždne	trust	0.523
improvement	zlepšenie	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kaplán	trust	0.523
ratify	ratifikovať	trust	0.523
connoisseur	znalec	trust	0.523
award	udeliť	trust	0.523
taught	učil	trust	0.523
adoration	zbožňovanie	trust	0.523
salutary	prospešný	trust	0.523
captivate	upútať	trust	0.523
liberate	oslobodiť	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureát	trust	0.523
benedictory	benedictory	trust	0.523
feeling	pocit	trust	0.518
freely	voľne	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	snívanie	trust	0.516
organization	organizácie	trust	0.516
framework	rámec	trust	0.516
sentinel	stráž	trust	0.516
advent	príchod	trust	0.516
inform	informovať	trust	0.516
committee	výbor	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	minded	trust	0.516
obstetrician	pôrodník	trust	0.516
enchanted	zakliaty	trust	0.516
formative	formatívne	trust	0.516
tribunal	tribunál	trust	0.516
association	združenie	trust	0.516
remedy	liek	trust	0.516
credit	úver	trust	0.516
nobleman	šľachtic	trust	0.516
predominant	prevládajúci	trust	0.516
measure	zmerať	trust	0.516
perpetuity	večnosť	trust	0.516
fully	plne	trust	0.516
deserve	zaslúžiť	trust	0.516
tender	nežný	trust	0.516
pray	modliť sa	trust	0.516
confession	vyznanie	trust	0.516
management	management	trust	0.516
volunteer	dobrovoľník	trust	0.509
instruct	poučiť	trust	0.508
virgin	panenský	trust	0.508
constable	strážnik	trust	0.508
reward	odmena	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	kňaz	trust	0.508
policy	politika	trust	0.508
confessional	spovedné	trust	0.508
savor	nádych	trust	0.508
custodian	strážca	trust	0.508
vouch	zaručiť	trust	0.508
tolerance	tolerancia	trust	0.508
unsurpassed	neprekonaný	trust	0.508
venerable	ctihodný	trust	0.508
forgiving	odpúšťajúci	trust	0.508
intact	neporušený	trust	0.508
diversity	rozmanitosť	trust	0.508
accolade	vyznamenanie	trust	0.508
philosopher	filozof	trust	0.508
lieutenant	poručík	trust	0.508
shepherd	pastier	trust	0.508
courtship	pytačky	trust	0.508
sovereign	suverénny	trust	0.508
medical	lekársky	trust	0.508
housewife	gazdinka	trust	0.508
automatic	automatický	trust	0.508
patronage	patronát	trust	0.508
enable	umožniť	trust	0.508
admissible	prípustná	trust	0.508
beautification	skrášľovania	trust	0.508
