word	Slovenian-sl	emotion	emotion-intensity-score
cyst	cista	sadness	0.422
beggar	berač	sadness	0.422
falling	padec	sadness	0.422
neuralgia	nevralgija	sadness	0.422
unequal	neenakomerno	sadness	0.422
jarring	jarring	sadness	0.422
bad	slab	sadness	0.422
rip	počivaj v miru	sadness	0.422
handicap	hendikep	sadness	0.422
cardiomyopathy	kardiomiopatija	sadness	0.422
cutting	rezanje	sadness	0.422
unwelcome	nezaželeno	sadness	0.422
scarce	malo	sadness	0.422
wrongdoing	nepravičnost	sadness	0.422
insolvent	plačilno nesposoben	sadness	0.422
difficulties	težave	sadness	0.421
invader	napadalec	sadness	0.420
drab	drab	sadness	0.420
fall	padec	sadness	0.418
illegitimate	nezakonito	sadness	0.416
expel	Izginiti	sadness	0.414
meaningless	Brez pomena	sadness	0.409
darkness	temno	sadness	0.409
syncope	sinkopa	sadness	0.407
stroke	kap	sadness	0.406
hoax	potegavščina	sadness	0.406
darken	temen	sadness	0.406
precarious	negotovo	sadness	0.406
subjected	izpostavljen	sadness	0.406
feudalism	fevdalizem	sadness	0.406
fury	bes	sadness	0.406
bitch	prasica	sadness	0.406
enmity	sovraštvo	sadness	0.406
wildfire	gozdni požar	sadness	0.406
obnoxious	neumnost	sadness	0.406
confine	omejiti	sadness	0.406
fatigued	utrujenost	sadness	0.406
fault	napaka	sadness	0.406
unsatisfied	nezadovoljni	sadness	0.405
spank	ploskanje	sadness	0.403
deluge	poplave	sadness	0.402
sigh	vzdih	sadness	0.402
spinster	spinster	sadness	0.400
blue	modra	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	zaradi	sadness	0.398
embarrass	nesramen	sadness	0.394
pitfall	pasti	sadness	0.394
pointless	nesmiselno	sadness	0.394
seriousness	resnost	sadness	0.394
monsoon	monsun	sadness	0.391
debt	dolg	sadness	0.391
exhausted	izčrpan	sadness	0.391
stretcher	nosila	sadness	0.391
condescension	zmedenost	sadness	0.391
dwarfed	dwarfed	sadness	0.391
inefficient	neučinkovito	sadness	0.391
ravenous	grenak	sadness	0.391
rue	rue	sadness	0.391
banshee	Banshee	sadness	0.391
daemon	daemon	sadness	0.391
feeble	slaboten	sadness	0.391
coldness	hladnost	sadness	0.391
ifonly	če bi le	sadness	0.391
insulting	žalitev	sadness	0.391
trickery	trik	sadness	0.391
noose	žica	sadness	0.391
punch	udarec	sadness	0.391
reproach	sramota	sadness	0.391
ineptitude	neupravičenost	sadness	0.391
refused	zavrnil	sadness	0.391
cage	kletka	sadness	0.391
brute	Brute	sadness	0.391
subvert	pretrgati	sadness	0.384
jealousy	ljubosumje	sadness	0.382
geriatric	geriatrično	sadness	0.379
miss	zgrešiti	sadness	0.379
struggle	boj	sadness	0.379
inexcusable	neizprosno	sadness	0.379
descent	spust	sadness	0.377
entangled	zapletena	sadness	0.377
ashes	pepel	sadness	0.377
exhaustion	izčrpanost	sadness	0.375
blackness	črna	sadness	0.375
funk	funk	sadness	0.375
disqualify	diskvalificiram	sadness	0.375
slump	padec	sadness	0.375
inconsiderate	nepredstavljivo	sadness	0.375
noncompliance	neupoštevanje	sadness	0.375
goodbye	Zbogom	sadness	0.375
sucks	zanič je	sadness	0.375
landslide	zemeljski plaz	sadness	0.375
overcast	oblačno	sadness	0.375
rabid	poln	sadness	0.375
inferior	slabše	sadness	0.375
murky	Mračen	sadness	0.375
prostitution	prostitucija	sadness	0.375
scar	brazgotina	sadness	0.375
dispel	razpršiti	sadness	0.375
parting	razvajanje	sadness	0.375
wasting	izgublja	sadness	0.375
withdraw	umaknite se	sadness	0.375
oust	odtrgati	sadness	0.375
sympathy	simpatije	sadness	0.375
delay	zamuda	sadness	0.373
unattractive	neprivlačna	sadness	0.373
apologize	se opravičujem	sadness	0.370
crazy	noro	sadness	0.368
bastard	prasec	sadness	0.366
deteriorated	poslabšala	sadness	0.365
inter	inter	sadness	0.364
empty	prazno	sadness	0.364
mocking	zmešan	sadness	0.363
adder	seštevalnik	sadness	0.361
hindering	oviranje	sadness	0.359
flounder	flounder	sadness	0.359
hunter	lovec	sadness	0.359
unable	ne morem	sadness	0.359
fruitless	brezplodno	sadness	0.359
arraignment	poravnava	sadness	0.359
tremor	tremor	sadness	0.359
taunt	uniči	sadness	0.359
fainting	omedlevica	sadness	0.359
plaintive	žalostno	sadness	0.359
defendant	tožena stranka	sadness	0.359
disconnect	odklopite	sadness	0.359
servile	servile	sadness	0.359
unsuccessful	neuspešno	sadness	0.359
unemployed	brezposelni	sadness	0.359
austere	strogo	sadness	0.359
lockup	zakleniti	sadness	0.359
numbness	otrplost	sadness	0.359
wrangling	premagati	sadness	0.359
misunderstanding	nesporazum	sadness	0.359
obesity	debelost	sadness	0.359
idiocy	idiocija	sadness	0.359
consecration	posvečenje	sadness	0.359
perpetrator	storilca	sadness	0.359
doubt	dvom	sadness	0.359
affront	napasti	sadness	0.359
unpopular	nepriljubljen	sadness	0.359
inefficiency	neučinkovitost	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	škoda	sadness	0.359
unrest	nemir	sadness	0.351
intervention	intervencija	sadness	0.348
wimpy	Wimpy	sadness	0.348
waste	odpadki	sadness	0.348
absentee	odsoten	sadness	0.348
spoiler	spojler	sadness	0.348
flaw	pomanjkljivost	sadness	0.347
blindly	slepo	sadness	0.344
thrash	trh	sadness	0.344
furrow	brazda	sadness	0.344
militia	milicija	sadness	0.344
litigate	litigate	sadness	0.344
stained	obarvana	sadness	0.344
uninspired	nenavaden	sadness	0.344
uninvited	nepovabljen	sadness	0.344
detention	pridržanje	sadness	0.344
surgery	operacija	sadness	0.344
lawsuit	tožba	sadness	0.344
specter	spekter	sadness	0.344
desert	puščava	sadness	0.344
attenuation	slabljenje	sadness	0.344
forfeit	zapečatena	sadness	0.344
plea	pritožba	sadness	0.344
cumbersome	okoren	sadness	0.344
resigned	odstopil	sadness	0.344
lagging	zaostajajo	sadness	0.344
intercede	posreduj	sadness	0.344
myopia	miopija	sadness	0.339
unaccountable	nespametno	sadness	0.339
mishap	nesreča	sadness	0.338
probation	pogojno	sadness	0.336
disagreeing	ne strinjam se	sadness	0.333
severance	odprava	sadness	0.333
bacteria	bakterije	sadness	0.328
adrift	vzpenjati	sadness	0.328
squall	škoda	sadness	0.328
nether	nether	sadness	0.328
leave	dopust	sadness	0.328
incompetent	nesposoben	sadness	0.328
endless	neskončno	sadness	0.328
unacceptable	nesprejemljivo	sadness	0.328
bondage	ropstvo	sadness	0.328
dependence	odvisnost	sadness	0.328
sterile	sterilno	sadness	0.328
unacknowledged	nepriznane	sadness	0.328
disallowed	prepovedano	sadness	0.328
nepotism	nepotizem	sadness	0.328
soreness	bolečine	sadness	0.328
scold	Rahlo	sadness	0.327
flaccid	Flaccid	sadness	0.324
hobo	hobo	sadness	0.323
fragile	krhka	sadness	0.319
stingy	Škrt	sadness	0.319
sue	tožiti	sadness	0.318
scarcely	komajda	sadness	0.318
mistake	napaka	sadness	0.312
committal	zavezanost	sadness	0.312
fatty	maščobo	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	thresh	sadness	0.312
skid	drsanje	sadness	0.312
hamstring	prikradek	sadness	0.312
nonsensical	nesmiselno	sadness	0.312
ulcer	razjeda	sadness	0.312
defy	premagati	sadness	0.312
nostalgia	nostalgija	sadness	0.312
inhibit	zavirati	sadness	0.312
clouded	oblak	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	skrivaj	sadness	0.311
blemish	pomanjkljivost	sadness	0.310
resisting	odporen	sadness	0.309
sympathetic	simpatično	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	priznaj	sadness	0.303
opium	opij	sadness	0.303
alas	Žal mi je	sadness	0.302
setback	nazadovanje	sadness	0.297
halting	zaustavitev	sadness	0.297
incase	v primeru	sadness	0.297
inappropriate	neprimerno	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migrena	sadness	0.297
incompatible	nezdružljiva	sadness	0.297
dull	dolgočasno	sadness	0.297
discontinuity	diskontinuiteta	sadness	0.297
wrinkled	zguban	sadness	0.297
suppress	zatreti	sadness	0.297
weak	šibko	sadness	0.297
mislead	zavajajo	sadness	0.297
subsidence	pogrezanje	sadness	0.297
hermit	puščavnik	sadness	0.296
moving	premikanje	sadness	0.295
shrink	skrči	sadness	0.295
shiver	Stisni	sadness	0.291
tramp	tramp	sadness	0.288
constraint	omejitev	sadness	0.288
unimportant	nepomembno	sadness	0.288
rubble	ruševine	sadness	0.282
excluding	brez	sadness	0.281
revoke	prekliči	sadness	0.281
negro	negro	sadness	0.281
shortage	pomanjkanje	sadness	0.281
wearily	utrujen	sadness	0.281
grey	siva	sadness	0.281
senseless	nesmiselno	sadness	0.281
overdue	zamudo	sadness	0.281
flinch	flinch	sadness	0.281
adverse	neugodno	sadness	0.281
remove	odstraniti	sadness	0.281
grumpy	grumpy	sadness	0.281
flop	flop	sadness	0.281
scrapie	praskavec	sadness	0.281
confession	priznanje	sadness	0.281
timid	ropoten	sadness	0.281
down	navzdol	sadness	0.281
unseat	odpustite	sadness	0.281
apathy	apatija	sadness	0.281
taint	taint	sadness	0.281
black	Črna	sadness	0.281
knell	knell	sadness	0.275
jurisprudence	sodna praksa	sadness	0.273
humbled	ponižal	sadness	0.273
confusion	zmedenost	sadness	0.273
soldier	vojak	sadness	0.273
throb	trbo	sadness	0.273
gray	siva	sadness	0.269
obstacle	ovira	sadness	0.266
lax	lax	sadness	0.266
eternity	večnost	sadness	0.266
leaving	odhod	sadness	0.266
unrealistic	nerealno	sadness	0.266
mixedemotions	mešani občutki	sadness	0.266
slur	slur	sadness	0.266
drifted	odpluli	sadness	0.266
remiss	remiss	sadness	0.266
shack	shack	sadness	0.266
inconvenient	neprijetno	sadness	0.263
restrict	omejiti	sadness	0.259
misrepresentation	napačna predstavitev	sadness	0.259
stagnant	stagnira	sadness	0.259
disservice	slabost	sadness	0.258
backwater	povratna voda	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	divjina	sadness	0.255
wasteful	potratno	sadness	0.250
labored	težko	sadness	0.250
uneducated	neobrazovana	sadness	0.250
incomplete	nepopolna	sadness	0.250
older	starejši	sadness	0.250
speculation	špekulacije	sadness	0.250
undying	neumno	sadness	0.250
pine	bora	sadness	0.250
tempest	nevihta	sadness	0.250
humbug	humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	lahkoveren	sadness	0.250
unexplained	nepojasnjeno	sadness	0.250
communism	komunizem	sadness	0.250
error	napaka	sadness	0.250
anchorage	sidrišče	sadness	0.250
rainyday	deževen dan	sadness	0.242
demonstrative	dokazni	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	nujnost	sadness	0.236
boredom	dolgčas	sadness	0.235
misty	megleno	sadness	0.234
warp	osnova	sadness	0.234
trash	smeti	sadness	0.234
burke	burke	sadness	0.234
hollow	votle	sadness	0.234
void	neveljaven	sadness	0.234
healing	zdravljenje	sadness	0.234
cloudy	oblačno	sadness	0.234
blockade	blokada	sadness	0.234
depart	Odhod	sadness	0.234
uninteresting	nezanimiv	sadness	0.234
cancel	prekliči	sadness	0.234
sentence	stavka	sadness	0.234
foggy	megleno	sadness	0.234
pale	bledo	sadness	0.234
case	primera	sadness	0.228
rainy	deževno	sadness	0.227
onerous	zahtevno	sadness	0.223
bottom	spodaj	sadness	0.223
uninterested	nezainteresiran	sadness	0.223
fasting	post	sadness	0.220
indifference	brezbrižnost	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	obvladovanje	sadness	0.219
discolored	razbarvana	sadness	0.219
blunder	napačna	sadness	0.219
thirst	žeja	sadness	0.219
dole	dole	sadness	0.219
pious	pobožni	sadness	0.219
cocaine	kokain	sadness	0.218
tough	težko	sadness	0.212
lower	nižje	sadness	0.203
sprain	Sprain	sadness	0.203
arid	arid	sadness	0.203
fat	maščobe	sadness	0.203
revolution	revolucija	sadness	0.203
chilly	hladno	sadness	0.203
chargeable	zaračunati	sadness	0.203
sluggish	počasen	sadness	0.203
yucky	Jaki	sadness	0.203
hoary	stari	sadness	0.203
wanting	želim	sadness	0.202
progression	napredovanje	sadness	0.201
closure	zaključek	sadness	0.195
unbeaten	nepremagljiv	sadness	0.193
veal	teletina	sadness	0.188
retirement	upokojitev	sadness	0.188
oddity	čudnost	sadness	0.188
heartfelt	iskreno	sadness	0.188
meh	meh	sadness	0.188
invalid	neveljaven	sadness	0.188
tease	tease	sadness	0.188
splitting	delitev	sadness	0.188
interrupted	zmoten	sadness	0.188
rumor	govorica	sadness	0.188
cataract	katarakta	sadness	0.188
rack	stojalo	sadness	0.188
halter	halter	sadness	0.188
cold	hladno	sadness	0.188
concerned	zadevnega	sadness	0.184
sarcasm	sarkazem	sadness	0.181
strip	trak	sadness	0.179
esteem	ceniti	sadness	0.172
feeling	občutek	sadness	0.172
overload	preobremenitev	sadness	0.172
divided	razdeljen	sadness	0.172
memories	spomini	sadness	0.172
sap	sap	sadness	0.172
eschew	izogibati se	sadness	0.172
cupping	Cupping	sadness	0.172
destination	destinacijo	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	omejeno	sadness	0.167
rain	dež	sadness	0.163
willful	namerno	sadness	0.160
untitled	brez naslova	sadness	0.157
weeds	plevel	sadness	0.156
stint	stint	sadness	0.156
cross	križ	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	nepomembno	sadness	0.152
procession	procesijo	sadness	0.152
tax	davek	sadness	0.142
lesbian	lezbijka	sadness	0.141
emo	emo	sadness	0.141
overpriced	prekomerno	sadness	0.141
tolerate	prenašati	sadness	0.141
mug	vrč	sadness	0.141
weight	utež	sadness	0.141
touchy	občutljiv	sadness	0.140
kennel	psarna	sadness	0.130
grounded	utemeljen	sadness	0.130
late	pozen	sadness	0.125
theocratic	teokratski	sadness	0.125
clouds	oblaki	sadness	0.125
terrific	grozen	sadness	0.125
commemorate	spominjati	sadness	0.125
meek	krotko	sadness	0.125
stillness	mirnost	sadness	0.125
sisterhood	sestrinstvo	sadness	0.125
socialist	socialistično	sadness	0.125
unpaid	neplačana	sadness	0.125
margin	marža	sadness	0.125
default	privzeto	sadness	0.121
lace	čipke	sadness	0.118
unpublished	neobjavljeno	sadness	0.116
interested	zainteresirani	sadness	0.114
fortress	trdnjava	sadness	0.110
fleece	flis	sadness	0.109
rating	rating	sadness	0.109
lush	bujna	sadness	0.109
harry	Harry	sadness	0.109
priesthood	duhovništvo	sadness	0.109
orchestra	orkester	sadness	0.109
ultimate	končni	sadness	0.109
sanctify	posveti	sadness	0.108
income	dohodek	sadness	0.100
sonnet	Sonnet	sadness	0.094
winning	zmagovalec	sadness	0.094
quiet	tih	sadness	0.094
boo	Boo	sadness	0.094
vainly	zaman	sadness	0.091
wet	mokro	sadness	0.078
hug	objem	sadness	0.078
hut	koča	sadness	0.078
ovation	Ovation	sadness	0.078
humble	skromno	sadness	0.078
motivating	motiviranje	sadness	0.078
opera	opera	sadness	0.078
treat	zdravljenje	sadness	0.076
hymn	himna	sadness	0.064
honest	pošten	sadness	0.062
relics	relikvije	sadness	0.061
couch	Kavč	sadness	0.060
waffle	vafelj	sadness	0.047
shell	lupina	sadness	0.045
musical	glasbeni	sadness	0.045
savor	aromo	sadness	0.034
vote	glasovanje	sadness	0.031
napkin	prtiček	sadness	0.031
sing	poje	sadness	0.017
music	glasba	sadness	0.016
mother	mama	sadness	0.016
nutritious	hranljiv	sadness	0.015
lovely	lepo	sadness	0.009
art	umetnost	sadness	0.000
romance	romance	sadness	0.000
liquor	liker	sadness	0.000
sweetheart	ljubica	sadness	0.000
surprise	presenečenje	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	eksplodira	surprise	0.906
explosion	eksplozija	surprise	0.898
explosive	eksplozivno	surprise	0.883
ambush	zaseda	surprise	0.883
eruption	izbruh	surprise	0.883
frighten	prestraši	surprise	0.875
startle	začudite	surprise	0.875
surprisingly	presenetljivo	surprise	0.875
shockingly	šokantno	surprise	0.875
surprising	presenetljivo	surprise	0.867
frightened	prestrašen	surprise	0.867
surprised	presenečen	surprise	0.867
thrilling	vznemirljivo	surprise	0.859
miracle	čudež	surprise	0.859
outburst	izbruh	surprise	0.859
blast	pišu	surprise	0.852
alarm	alarm	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	sunek	surprise	0.844
thunderstruck	grom	surprise	0.844
shock	šok	surprise	0.844
fright	strah	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	nepričakovano	surprise	0.836
catastrophe	katastrofa	surprise	0.836
dazzle	zaslepiti	surprise	0.836
emergency	nujno	surprise	0.828
bewilderment	zmedo	surprise	0.828
suddenly	nenadoma	surprise	0.828
startling	presunljivo	surprise	0.828
astound	presenečen	surprise	0.820
stunned	omamljen	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	potres	surprise	0.812
disaster	katastrofa	surprise	0.812
astonish	Presenetiti	surprise	0.805
astonishment	presenečenje	surprise	0.805
climax	vrhunec	surprise	0.805
aghast	aghast	surprise	0.805
scare	prestraši	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	bomba	surprise	0.789
erupt	erupt	surprise	0.789
exclaim	izvleček	surprise	0.789
amazement	presenečenje	surprise	0.781
detonate	detoniraj	surprise	0.773
alarming	zaskrbljujoče	surprise	0.773
miraculous	čudežno	surprise	0.773
invade	napadel	surprise	0.773
raid	napad	surprise	0.773
abduction	ugrabitev	surprise	0.773
kidnap	ugrabitev	surprise	0.766
stupefy	zapleten	surprise	0.758
overwhelming	preveč	surprise	0.758
dumfound	Odkrito	surprise	0.758
unpredictable	nepredvidljivo	surprise	0.758
unimaginable	nepredstavljivo	surprise	0.750
erratic	neredno	surprise	0.750
accident	nesreča	surprise	0.750
outrageous	nezaslišano	surprise	0.750
flinch	flinch	surprise	0.742
blitz	blitz	surprise	0.742
petrify	petrify	surprise	0.742
slaughter	zakol	surprise	0.742
horror	grozo	surprise	0.742
amaze	presenetiti	surprise	0.742
bewilder	Zlahka	surprise	0.742
wreck	razbitino	surprise	0.742
stupefaction	neumnost	surprise	0.734
excitement	vznemirjenje	surprise	0.734
frenetic	frenetic	surprise	0.734
frantic	nenavaden	surprise	0.734
crash	crash	surprise	0.734
sudden	nenadoma	surprise	0.727
riotous	riotno	surprise	0.727
vanished	izginila	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	ponorel	surprise	0.727
bewildered	zmeden	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotaža	surprise	0.719
shriek	kričati	surprise	0.719
breathless	brez sape	surprise	0.719
scream	kričati	surprise	0.719
manslaughter	uboj	surprise	0.719
rupture	ruptura	surprise	0.719
unanticipated	nepričakovano	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	nenadzorovano	surprise	0.711
unexpected	nepričakovano	surprise	0.711
electrify	elektrifikacija	surprise	0.711
stun	omamljanje	surprise	0.711
shot	strel	surprise	0.711
avalanche	plaz	surprise	0.711
gasp	plavuti	surprise	0.711
unforeseen	nepredvidene	surprise	0.703
slam	Slam	surprise	0.703
surge	val	surprise	0.703
intruder	vsiljivec	surprise	0.703
abrupt	nenaden	surprise	0.703
suspense	napetost	surprise	0.703
devastation	uničenje	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	volatilnost	surprise	0.695
excite	vznemirjaj	surprise	0.695
unprecedented	brez primere	surprise	0.695
stab	zabodel	surprise	0.695
urgent	nujno	surprise	0.695
yell	vikati	surprise	0.695
strike	stavka	surprise	0.695
disturbance	motnje	surprise	0.688
carnage	pokolja	surprise	0.688
spectacular	spektakularen	surprise	0.688
incredible	neverjetno	surprise	0.688
recklessness	brezobzirnost	surprise	0.680
slap	Slap	surprise	0.680
monstrous	pošastno	surprise	0.680
clamor	klobuk	surprise	0.680
thrill	vznemirjenje	surprise	0.680
accidentally	slučajno	surprise	0.672
accidental	slučajno	surprise	0.672
striking	presenetljivo	surprise	0.672
captivate	očarljiv	surprise	0.672
exhilaration	razburjenje	surprise	0.672
terrorist	terorista	surprise	0.672
inexplicable	nepojmljivo	surprise	0.672
exciting	vznemirljivo	surprise	0.672
topple	zrušiti	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vulkan	surprise	0.664
revolution	revolucija	surprise	0.664
freakish	čudaško	surprise	0.664
incendiary	zažigalnik	surprise	0.656
revolt	upor	surprise	0.656
sneak	skrivaj	surprise	0.656
unspeakable	neizprosno	surprise	0.656
bloodshed	krvoproba	surprise	0.656
cyclone	ciklon	surprise	0.648
violent	nasilno	surprise	0.648
disruption	prekinitev	surprise	0.648
spellbound	uničen	surprise	0.648
unsuspecting	nič nenavadnega	surprise	0.648
mutiny	upor	surprise	0.648
attacking	napadajo	surprise	0.648
unintended	nenamerno	surprise	0.648
amazingly	neverjetno	surprise	0.648
epidemic	epidemija	surprise	0.648
shout	kričati	surprise	0.641
screech	vijuga	surprise	0.641
wildfire	gozdni požar	surprise	0.641
indescribable	nepopisno	surprise	0.641
enthusiasm	navdušenje	surprise	0.641
excitation	vzburjenje	surprise	0.641
tumult	nemir	surprise	0.641
improvisation	improvizacija	surprise	0.641
anomaly	anomalija	surprise	0.633
apparition	prikazovanje	surprise	0.633
treachery	izdajstvo	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	negotovo	surprise	0.633
plunder	plunder	surprise	0.633
tempest	nevihta	surprise	0.625
trick	trik	surprise	0.625
slaughtering	zakol	surprise	0.625
wonderment	čudež	surprise	0.625
excited	navdušen	surprise	0.625
sorcery	čarovništvo	surprise	0.625
murderous	morilec	surprise	0.625
urgency	nujnost	surprise	0.625
distress	stisko	surprise	0.625
mystery	skrivnost	surprise	0.625
trickery	trik	surprise	0.617
intense	intenzivno	surprise	0.617
vanish	izginejo	surprise	0.617
murder	umor	surprise	0.617
quickness	hitrosti	surprise	0.617
intrusive	vsiljiv	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	Šala	surprise	0.617
blindfold	vezenje na oči	surprise	0.609
coup	državni udar	surprise	0.609
splash	splash	surprise	0.609
thief	tat	surprise	0.609
magical	čarobno	surprise	0.609
unstable	nestabilno	surprise	0.609
shatter	Razbiti	surprise	0.609
strangle	zadaviti	surprise	0.609
defy	premagati	surprise	0.602
deluge	poplave	surprise	0.602
inconceivable	nepredstavljivo	surprise	0.602
jubilee	jubilej	surprise	0.602
stupor	stupor	surprise	0.602
tackle	reševanje	surprise	0.602
assail	assail	surprise	0.602
betray	izdati	surprise	0.602
monstrosity	pošast	surprise	0.594
alerts	opozorila	surprise	0.594
lightning	strela	surprise	0.594
mishap	nesreča	surprise	0.594
shrill	navzdol	surprise	0.594
stupendous	Nenavadno	surprise	0.594
mysterious	skrivnostno	surprise	0.586
paralyzed	paraliziran	surprise	0.586
randomly	naključno	surprise	0.586
bonus	bonus	surprise	0.586
deceit	prevara	surprise	0.586
wild	divji	surprise	0.586
pitfall	pasti	surprise	0.586
wondrous	čudno	surprise	0.586
uncanny	čudno	surprise	0.586
electric	električni	surprise	0.578
oddity	čudnost	surprise	0.578
death	smrt	surprise	0.578
jubilant	veselo	surprise	0.578
godsend	bogsend	surprise	0.578
stagger	stenjanje	surprise	0.578
raving	gnjev	surprise	0.578
rejoicing	veselje	surprise	0.578
premature	prezgodaj	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	bizarno	surprise	0.578
revenge	maščevanje	surprise	0.570
dynamic	dinamično	surprise	0.570
dismay	razburjaj	surprise	0.570
ecstatic	ekstatično	surprise	0.562
fascinate	fascinantno	surprise	0.562
uncover	odkriti	surprise	0.562
jerk	kreten	surprise	0.562
reward	nagrada	surprise	0.562
nefarious	neumni	surprise	0.562
reappear	ponovno se pojavijo	surprise	0.562
whim	kim	surprise	0.555
conjure	povedati	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	Zany	surprise	0.555
thaumaturgy	thaumaturgija	surprise	0.555
illuminate	osvetlite	surprise	0.547
rescue	reševanje	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	zmagovalec	surprise	0.547
heroism	heroizem	surprise	0.547
rarity	redkost	surprise	0.547
ejaculation	ejakulacija	surprise	0.547
daze	daze	surprise	0.547
unbridled	razburjen	surprise	0.547
thwart	pomiri	surprise	0.547
treason	izdaja	surprise	0.539
punch	udarec	surprise	0.539
insult	žalitev	surprise	0.539
lunge	potopite	surprise	0.539
illusion	iluzija	surprise	0.539
lucky	srečen	surprise	0.539
interrupt	prekiniti	surprise	0.539
cheer	navijati	surprise	0.539
celebration	praznovanje	surprise	0.539
violation	kršitev	surprise	0.539
marvel	čudite	surprise	0.539
sensation	občutek	surprise	0.531
fearfully	strašno	surprise	0.531
concealed	skrito	surprise	0.531
banger	banger	surprise	0.531
affront	napasti	surprise	0.531
snag	prhljaj	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	čudno	surprise	0.523
immediacy	neposrednost	surprise	0.523
undiscovered	neodkrit	surprise	0.523
abandonment	opustitev	surprise	0.523
rejoice	veselite se	surprise	0.523
improvise	improvizirati	surprise	0.523
majestic	veličastno	surprise	0.523
scorpion	škorpijon	surprise	0.523
victimized	žrtev	surprise	0.523
liberate	osvoboditi	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	skrito	surprise	0.516
tickle	žgečkati	surprise	0.516
chance	priložnost	surprise	0.516
howl	vraga	surprise	0.516
swerve	prekleto	surprise	0.508
reflex	refleks	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	Sreča	surprise	0.508
magnificent	veličasten	surprise	0.508
transcendence	transcendenca	surprise	0.508
garish	Garish	surprise	0.508
unintentionally	nenamerno	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	redki	surprise	0.500
marvelous	čudovito	surprise	0.500
heroic	junaški	surprise	0.500
remarkable	izjemno	surprise	0.500
fainting	omedlevica	surprise	0.500
slayer	Slayer	surprise	0.500
erotic	erotično	surprise	0.500
enliven	enliven	surprise	0.500
alertness	budnost	surprise	0.500
misbehavior	nepravilno vedenje	surprise	0.500
embarrassment	zadrega	surprise	0.500
diversion	preusmeritev	surprise	0.500
unutterable	neizmerno	surprise	0.492
nab	nab	surprise	0.492
camouflage	kamuflaža	surprise	0.492
trump	adut	surprise	0.492
decoy	mamica	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	kimera	surprise	0.492
infarct	infarkt	surprise	0.492
birthday	rojstni dan	surprise	0.492
greatness	veličino	surprise	0.492
zeal	zeal	surprise	0.484
prick	prick	surprise	0.484
magician	čarovnik	surprise	0.484
underestimate	podcenjuj	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	neizrekljivo	surprise	0.484
daemon	daemon	surprise	0.484
variable	spremenljivka	surprise	0.484
curiosity	radovednost	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	nezavarovano	surprise	0.477
chicane	chicane	surprise	0.477
fortune	sreča	surprise	0.477
sneeze	kihanje	surprise	0.477
illumination	osvetlitev	surprise	0.477
incident	nezgoda	surprise	0.477
dreadfully	grozno	surprise	0.477
strange	čudno	surprise	0.477
subversive	subverzivno	surprise	0.477
reversal	preobrat	surprise	0.469
prowl	prowl	surprise	0.469
rapid	hitro	surprise	0.469
leery	poškodovan	surprise	0.469
wizard	Čarovnik	surprise	0.469
coincidence	naključje	surprise	0.461
hilarious	smešno	surprise	0.461
divergent	divergentno	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	odmor	surprise	0.461
slip	zdrs	surprise	0.461
wonderful	Čudovito	surprise	0.453
hoax	potegavščina	surprise	0.453
winning	zmagovalec	surprise	0.453
