word	Uzbek-uz	emotion	emotion-intensity-score
thief	o'g'ri	surprise	0.609
magical	sehrli	surprise	0.609
unstable	beqaror	surprise	0.609
shatter	siqila	surprise	0.609
strangle	bo'g'ilib qoladi	surprise	0.609
defy	yolg'on gapirish	surprise	0.602
deluge	to'fon	surprise	0.602
inconceivable	aqlga sig'maydi	surprise	0.602
jubilee	yubiley	surprise	0.602
stupor	zo'ravonlik	surprise	0.602
tackle	kurashish	surprise	0.602
assail	hujum qilish	surprise	0.602
betray	xiyonat qilish	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	ogohlantirishlar	surprise	0.594
lightning	chaqmoq	surprise	0.594
mishap	mishap	surprise	0.594
shrill	shilinadi	surprise	0.594
stupendous	ulkan	surprise	0.594
mysterious	sirli	surprise	0.586
paralyzed	falajlangan	surprise	0.586
randomly	tasodifiy	surprise	0.586
bonus	bonus	surprise	0.586
deceit	yolg'on	surprise	0.586
wild	yovvoyi	surprise	0.586
pitfall	pitfall	surprise	0.586
wondrous	mo''jizaviy	surprise	0.586
uncanny	g'ayrioddiy	surprise	0.586
electric	elektr	surprise	0.578
oddity	g'alati	surprise	0.578
death	o'lim	surprise	0.578
jubilant	jubilant	surprise	0.578
godsend	xudo	surprise	0.578
stagger	o'ynash	surprise	0.578
raving	sharmandalik	surprise	0.578
rejoicing	quvonadi	surprise	0.578
premature	erta	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	g'alati	surprise	0.578
revenge	intiqom	surprise	0.570
dynamic	dinamik	surprise	0.570
dismay	dahshatdan	surprise	0.570
ecstatic	ekstatik	surprise	0.562
fascinate	qiziqarli	surprise	0.562
uncover	ochish	surprise	0.562
jerk	jirk	surprise	0.562
reward	sovrin	surprise	0.562
nefarious	buzuq	surprise	0.562
reappear	qayta paydo bo'ladi	surprise	0.562
whim	qichqiriq	surprise	0.555
conjure	jasorat	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	yoritadi	surprise	0.547
rescue	qutqarish	surprise	0.547
tantalizing	tantal qilish	surprise	0.547
winner	g'olib	surprise	0.547
heroism	qahramonlik	surprise	0.547
rarity	kamdan-kam hollarda	surprise	0.547
ejaculation	ejekulyatsiya	surprise	0.547
daze	shodlik	surprise	0.547
unbridled	qisqartirilgan	surprise	0.547
thwart	oldini olish	surprise	0.547
treason	vatanga xiyonat qilish	surprise	0.539
punch	zarba	surprise	0.539
insult	haqorat qilish	surprise	0.539
lunge	haydash	surprise	0.539
illusion	illuziya	surprise	0.539
lucky	omadli	surprise	0.539
interrupt	to'xtatish	surprise	0.539
cheer	hayqiriq	surprise	0.539
celebration	bayram	surprise	0.539
violation	buzilish	surprise	0.539
marvel	hayron	surprise	0.539
sensation	hissiyot	surprise	0.531
fearfully	qo'rqinchli tarzda	surprise	0.531
concealed	yashirin	surprise	0.531
banger	banger	surprise	0.531
affront	tahqirlash	surprise	0.531
snag	siqish	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	yigit	surprise	0.523
wonder	hayron	surprise	0.523
immediacy	tezkorlik	surprise	0.523
undiscovered	topilmadi	surprise	0.523
abandonment	tark etish	surprise	0.523
rejoice	xursand bo'ling	surprise	0.523
improvise	Improvise	surprise	0.523
majestic	ulug'vor	surprise	0.523
scorpion	chayon	surprise	0.523
victimized	qurbon bo'lgan	surprise	0.523
liberate	ozod qilish	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	yashirincha	surprise	0.516
tickle	qaynatish	surprise	0.516
chance	imkoniyat	surprise	0.516
howl	xijolat bo'lsin	surprise	0.516
swerve	shovqin	surprise	0.508
reflex	ko'zda tutilmagan	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	omad	surprise	0.508
magnificent	ajoyib	surprise	0.508
transcendence	transsendensiya	surprise	0.508
garish	chiroyli	surprise	0.508
unintentionally	qasddan	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	juda kam	surprise	0.500
marvelous	ajoyib	surprise	0.500
heroic	qahramonlik	surprise	0.500
remarkable	diqqatga sazovor	surprise	0.500
fainting	hushidan ketish	surprise	0.500
slayer	slayder	surprise	0.500
erotic	erotik	surprise	0.500
enliven	jonlanish	surprise	0.500
alertness	ogohlantirish	surprise	0.500
misbehavior	noto'g'ri harakat	surprise	0.500
embarrassment	sharmandalik	surprise	0.500
diversion	shovqin	surprise	0.500
unutterable	unutilmas	surprise	0.492
nab	nab	surprise	0.492
camouflage	kamuflyaj	surprise	0.492
trump	qozi	surprise	0.492
decoy	chirigan	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarkt	surprise	0.492
birthday	tug'ilgan kun	surprise	0.492
greatness	buyuklik	surprise	0.492
zeal	g'ayrat	surprise	0.484
prick	teshik	surprise	0.484
magician	sehrgar	surprise	0.484
underestimate	kam	surprise	0.484
horde	qo'shin	surprise	0.484
fanfare	jo'shqinlik	surprise	0.484
inexpressible	tushunarsiz	surprise	0.484
daemon	daemon	surprise	0.484
variable	o'zgarmaydigan	surprise	0.484
curiosity	qiziqish	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	himoyalanmagan	surprise	0.477
chicane	chicane	surprise	0.477
fortune	boylik	surprise	0.477
sneeze	aksirish	surprise	0.477
illumination	yoritish	surprise	0.477
incident	hodisa	surprise	0.477
dreadfully	dahshatli	surprise	0.477
strange	g'alati	surprise	0.477
subversive	dovdiratuvchi	surprise	0.477
reversal	bekor qilish	surprise	0.469
prowl	prowl	surprise	0.469
rapid	tez	surprise	0.469
leery	jigarrang	surprise	0.469
wizard	sehrgar	surprise	0.469
coincidence	tasodif	surprise	0.461
hilarious	kulgili	surprise	0.461
divergent	ajralib turadi	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	tanaffus	surprise	0.461
slip	slip	surprise	0.461
wonderful	ajoyib	surprise	0.453
hoax	yolg'on	surprise	0.453
winning	qozongan	surprise	0.453
overestimate	ortiqcha	surprise	0.453
confession	tan olish	surprise	0.453
ordeal	sinov	surprise	0.453
evanescence	uyg'unlik	surprise	0.453
merriment	quvonch	surprise	0.453
raffle	lotereya	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	kulgu	surprise	0.445
enthusiast	muxlislar	surprise	0.445
splendid	ajoyib	surprise	0.445
feat	feat	surprise	0.445
perchance	perchance	surprise	0.445
excel	excel	surprise	0.445
gambling	qimor	surprise	0.445
unintentional	noma'lum	surprise	0.438
brighten	yorqinroq	surprise	0.438
changeable	o'zgarishi mumkin	surprise	0.438
rapt	rapt	surprise	0.438
unique	noyob	surprise	0.438
splendor	ulug'vorlik	surprise	0.438
senseless	mantiqsiz	surprise	0.438
gift	sovg'a	surprise	0.430
fascination	hayrat	surprise	0.430
trepidation	qo'rqitish	surprise	0.430
stealthy	yashirincha	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Men maftunman	surprise	0.430
lawsuit	da'vo	surprise	0.430
intrigue	qiziqqonlik	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	originallik	surprise	0.422
riddle	topishmoq	surprise	0.422
judgment	hukm	surprise	0.422
enchant	sehrlangan	surprise	0.422
stealth	yashirin	surprise	0.422
veracity	Haqiqat	surprise	0.414
elusive	qiyin	surprise	0.414
perjury	yolg'on	surprise	0.414
spirits	spirtli ichimliklar	surprise	0.414
liberation	ozod qilish	surprise	0.414
illegitimate	noqonuniy	surprise	0.414
syncope	senkop	surprise	0.414
experiment	tajriba	surprise	0.414
gambler	qimor	surprise	0.406
eager	istak	surprise	0.406
inspired	ilhomlantirdi	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	olqishlar	surprise	0.406
allure	chiroylik	surprise	0.406
parade	parad	surprise	0.406
princely	shahzoda	surprise	0.398
divorce	ajralish	surprise	0.398
guess	o'ylab ko'ring	surprise	0.398
burlesque	burlesk	surprise	0.398
secrecy	maxfiylik	surprise	0.398
aspiration	aspiratsiya	surprise	0.391
peri	peri	surprise	0.391
cheerful	quvnoq	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	ustunlik	surprise	0.391
incontinence	ushlab qolish	surprise	0.391
inheritance	meros olish	surprise	0.383
score	Hisob	surprise	0.383
lose	yo'qotish	surprise	0.383
crowning	qarg'a	surprise	0.383
buck	pul	surprise	0.383
praiseworthy	maqtovga sazovor	surprise	0.383
cadaver	kadavr	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	chiroyli	surprise	0.375
mystic	sirli	surprise	0.375
succeed	muvaffaqiyatli	surprise	0.375
advance	oldinga	surprise	0.375
sparkle	uchqun	surprise	0.367
hope	umid qilamiz	surprise	0.367
joker	joker	surprise	0.367
sensual	sezgi	surprise	0.367
excavation	qazish	surprise	0.367
feeling	his qilish	surprise	0.359
entertainment	o'yin-kulgi	surprise	0.359
clown	palyaço	surprise	0.352
newcomer	yangi kelgan	surprise	0.352
modify	o'zgartirish	surprise	0.352
award	mukofoti	surprise	0.352
blessings	ne'matlar	surprise	0.352
postponement	kechiktirish	surprise	0.352
obit	obit	surprise	0.352
celebrity	mashhur	surprise	0.344
hero	qahramon	surprise	0.344
start	boshlang	surprise	0.344
wonderfully	ajoyib	surprise	0.344
highest	eng yuqori	surprise	0.344
proficiency	malakasi	surprise	0.344
glorify	ulug'lash	surprise	0.344
unbeaten	mag'lubiyatsiz	surprise	0.336
memorable	unutilmas	surprise	0.336
sanctify	muqaddaslash	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	optimizm	surprise	0.336
warned	ogohlantirilgan	surprise	0.336
prodigious	g'azabli	surprise	0.336
dissolution	tarqalishi	surprise	0.336
grin	kulrang	surprise	0.336
admiration	hayrat	surprise	0.328
hypertrophy	gipertrofiyasi	surprise	0.328
present	mavjud	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	farishta	surprise	0.320
examination	tekshirish	surprise	0.320
catch	tutish	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	ozodlik	surprise	0.312
kiss	o'pish	surprise	0.312
embrace	quchoqlash	surprise	0.312
occasional	vaqti-vaqti bilan	surprise	0.312
treat	davolash	surprise	0.312
saint	aziz	surprise	0.312
scrimmage	tajovuz	surprise	0.312
dismissal	ishdan bo'shatish	surprise	0.312
perfection	mukammallik	surprise	0.305
generosity	saxiylik	surprise	0.305
gratify	xursandchilik	surprise	0.305
saintly	aziz	surprise	0.305
sally	sally	surprise	0.305
polarity	polarlik	surprise	0.297
finally	oxirida	surprise	0.297
differently	boshqacha	surprise	0.297
palpable	seziladi	surprise	0.297
warn	ogohlantir	surprise	0.297
ceremony	marosimi	surprise	0.297
larger	katta	surprise	0.297
favorable	qulay	surprise	0.297
romance	romantizm	surprise	0.289
medal	medali bilan taqdirlangan	surprise	0.289
inviting	taklif qilish	surprise	0.289
greeting	tabriklash	surprise	0.289
candid	samimiy	surprise	0.281
resignation	iste'foga chiqdi	surprise	0.281
trip	sayohat qilish	surprise	0.281
accolade	taqdir	surprise	0.281
labor	mehnat	surprise	0.281
stare	qarash	surprise	0.273
glimmer	jilvalanadi	surprise	0.266
invite	taklif qiling	surprise	0.266
somatic	somatik	surprise	0.266
admire	hayratga tushadi	surprise	0.266
immerse	chapga	surprise	0.266
festival	festival	surprise	0.266
mimicry	taqlid qilish	surprise	0.266
compensate	kompensatsiya qilish	surprise	0.266
insolvency	to'lovga layoqatsizlik	surprise	0.266
playful	qiziqarli	surprise	0.266
complement	to'ldiruvchi	surprise	0.258
receiving	qabul qilish	surprise	0.258
hypothesis	faraz	surprise	0.258
laugh	kulmoq	surprise	0.258
chuckle	xirillash	surprise	0.258
honeymoon	Lahzani	surprise	0.250
marry	turmush qurish	surprise	0.242
independence	mustaqillik	surprise	0.242
opera	opera	surprise	0.242
pleasant	yoqimli	surprise	0.242
rhythmical	ritmik	surprise	0.234
assessment	baholash	surprise	0.234
hopeful	umidvor	surprise	0.234
trophy	kupa	surprise	0.234
holiness	muqaddaslik	surprise	0.234
chant	qo'shiq aytish	surprise	0.234
leave	qoldiring	surprise	0.234
procession	harakat	surprise	0.227
placard	plakat	surprise	0.227
deal	shartnoma	surprise	0.227
cherish	ovqatlanish	surprise	0.219
good	yaxshi	surprise	0.219
shopping	xarid qilish	surprise	0.219
musical	musiqa	surprise	0.219
shell	qobiq	surprise	0.211
dawn	tong	surprise	0.211
simplify	soddalashtirish	surprise	0.211
purity	tozalik	surprise	0.203
nullify	bekor qiladi	surprise	0.203
money	pul	surprise	0.203
sweet	shirin	surprise	0.203
morals	axloq	surprise	0.203
synchronize	sinxronlash	surprise	0.195
preservative	himoyachi	surprise	0.195
humanitarian	insonparvarlik	surprise	0.195
unfulfilled	amalga oshmadi	surprise	0.195
precious	qimmatli	surprise	0.195
obliging	majburiyat	surprise	0.188
singularly	yagona	surprise	0.188
foresee	oldindan o'ylab ko'ring	surprise	0.180
pray	ibodat qiling	surprise	0.180
graduation	Bitiruv	surprise	0.180
lovely	yaxshi	surprise	0.180
sun	quyosh	surprise	0.172
art	san'at	surprise	0.172
mouth	og'iz	surprise	0.172
youth	yoshlar	surprise	0.172
thirst	tashnalik	surprise	0.172
young	yosh	surprise	0.164
goodness	yaxshilik	surprise	0.164
overdue	muddati o'tgan	surprise	0.156
visor	visor	surprise	0.156
practiced	amalda	surprise	0.156
latent	yashirin	surprise	0.156
loyal	sodiq	surprise	0.148
expect	kuting	surprise	0.148
destination	boradigan joy	surprise	0.148
wireless	simsiz	surprise	0.148
quote	taklif	surprise	0.141
slush	suyuqlik	surprise	0.141
infant	chaqaloq	surprise	0.141
cream	krem	surprise	0.141
playground	o'yin maydoni	surprise	0.133
organization	tashkilot	surprise	0.125
teach	o'rgat	surprise	0.125
vote	ovoz berish	surprise	0.125
smile	tabassum	surprise	0.117
weight	og'irligi	surprise	0.117
dolphin	Yunus	surprise	0.117
sisterhood	qarindoshlik	surprise	0.109
cable	kabel	surprise	0.109
sunny	quyoshli	surprise	0.102
steady	barqaror	surprise	0.094
leisure	dam olish	surprise	0.086
peaceful	tinch	surprise	0.086
spa	berilgan	surprise	0.086
tree	daraxt	surprise	0.078
picnic	yanada mustahkamlanadi	surprise	0.078
worm	solucan	surprise	0.055
truthfulness	rostgo'ylik	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	ishonchli	trust	0.867
honest	halol	trust	0.844
honesty	halollik	trust	0.844
honor	sharaf	trust	0.844
truth	haqiqat	trust	0.844
truthful	haqiqat	trust	0.836
trusting	ishonish	trust	0.836
brotherhood	birodarlik	trust	0.820
entrust	ishonish	trust	0.812
committed	amalga oshirildi	trust	0.805
integrity	butunlikni	trust	0.805
loyalty	sodiqlik	trust	0.805
honorable	sharafli	trust	0.805
credibility	ishonchliligi	trust	0.805
trust	ishonch	trust	0.805
faithful	sodiq	trust	0.797
sincere	samimiy	trust	0.797
responsible	javobgar	trust	0.789
partnership	hamkorlik	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	donolik	trust	0.789
oath	qasam	trust	0.781
verification	tekshirish	trust	0.781
vow	qasam ichish	trust	0.781
cooperative	hamkorlik	trust	0.781
respectable	hurmatli	trust	0.773
credible	ishonchli	trust	0.773
hero	qahramon	trust	0.773
sisterhood	qarindoshlik	trust	0.773
promise	va'da berish	trust	0.773
verified	tasdiqlangan	trust	0.773
qualified	malakali	trust	0.766
respected	hurmatli	trust	0.766
authentication	autentifikatsiya	trust	0.766
compassion	rahmdillik	trust	0.759
reputable	hurmatli	trust	0.758
safekeeping	muhofaza qilish	trust	0.758
reliability	ishonchliligi	trust	0.758
moral	ahloqiy	trust	0.758
love	sevgi	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	tasdiqlash	trust	0.758
stable	barqaror	trust	0.750
friend	do'stim	trust	0.750
genuine	haqiqiy	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	vakolatlari	trust	0.750
loyal	sodiq	trust	0.750
ally	ittifoqdosh	trust	0.750
safeguard	himoya qilish	trust	0.750
companion	sherigim	trust	0.750
advised	tavsiya etilgan	trust	0.750
authentic	haqiqiy	trust	0.750
respect	hurmat qilish	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	erkinlik	trust	0.742
proven	isbotlangan	trust	0.742
respects	hurmat qiladi	trust	0.742
faith	ishonch	trust	0.742
wholesome	foydali	trust	0.742
heartfelt	samimiy	trust	0.734
unification	birlashma	trust	0.734
protecting	himoya qilish	trust	0.734
reassurance	ishonch	trust	0.734
admirable	yoqimli	trust	0.734
trustee	ishonchli shaxs	trust	0.734
supporter	tarafdorlari	trust	0.734
confirmation	tasdiqlash	trust	0.734
respectful	hurmatli	trust	0.734
alliance	ittifoq	trust	0.727
equality	tenglik	trust	0.727
friendship	do'stlik	trust	0.727
agreement	kelishuv	trust	0.727
fact	haqiqat	trust	0.727
confident	o'ziga ishongan	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	ishonish	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	mukammallikni	trust	0.727
credential	hisobga olish ma'lumotlari	trust	0.727
closeness	yaqinlik	trust	0.719
authenticate	autentifikatsiya qilish	trust	0.719
intelligence	razvedka	trust	0.719
virtue	fazilat	trust	0.719
honored	sharaflangan	trust	0.719
virtuous	yaxshi	trust	0.719
kindred	qarindoshlar	trust	0.719
charitable	xayriya tashkiloti	trust	0.711
dedication	bag'ishlanish	trust	0.711
guarantee	kafolati	trust	0.711
cooperation	hamkorlik	trust	0.711
creditable	foydalanish mumkin	trust	0.711
consistency	mustahkamlik	trust	0.711
allegiance	sadoqat	trust	0.711
cooperating	hamkorlik	trust	0.711
straightforward	to'g'ri	trust	0.711
determination	aniqlash	trust	0.711
justice	adolat	trust	0.711
sanctuary	muqaddas joy	trust	0.703
nurture	tarbiyalash	trust	0.703
innocent	begunoh	trust	0.703
admire	hayratga tushadi	trust	0.703
assurance	ishonch	trust	0.703
morality	axloq	trust	0.703
prepared	tayyorlangan	trust	0.703
friendliness	samimiylik	trust	0.703
reliable	ishonchli	trust	0.703
mentor	murabbiy	trust	0.703
guardianship	vasiylik	trust	0.703
fulfilled	amalga oshdi	trust	0.703
reverence	hurmat	trust	0.703
proof	dalil	trust	0.703
admiration	hayrat	trust	0.703
mother	Ona	trust	0.703
protected	himoyalangan	trust	0.703
motherhood	onalik	trust	0.703
marriage	nikoh	trust	0.695
skillful	mohirlik	trust	0.695
indestructible	buzilmaydi	trust	0.695
guardian	vasiychi	trust	0.695
accountable	javobgar	trust	0.695
courage	jasorat	trust	0.695
bodyguard	qo'riqchi	trust	0.695
agreeable	yoqimli	trust	0.695
scientist	olim	trust	0.695
allied	ittifoqdosh	trust	0.695
compassionate	shafqatli	trust	0.695
humanitarian	insonparvarlik	trust	0.695
approving	tasdiqlash	trust	0.695
united	birlashgan	trust	0.695
pact	bitim	trust	0.695
certified	sertifikatlangan	trust	0.695
morals	axloq	trust	0.695
esteem	hurmat	trust	0.688
secure	xavfsiz	trust	0.688
perfection	mukammallik	trust	0.688
guidance	yo'l-yo'riq	trust	0.688
competent	vakolatli	trust	0.688
authenticity	haqiqiyligi	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	haqli	trust	0.688
humanity	insoniyat	trust	0.688
solidity	mustahkamlik	trust	0.688
adviser	maslahatchi	trust	0.688
pledge	garov	trust	0.688
believed	ishongan	trust	0.688
understanding	tushunish	trust	0.688
monogamy	monogami	trust	0.688
expertise	tajriba	trust	0.680
diplomatic	diplomatik	trust	0.680
confidential	maxfiy	trust	0.680
hope	umid qilamiz	trust	0.680
protector	himoyachi	trust	0.680
agreeing	shartnoma	trust	0.680
diligence	mehnatsevarlik	trust	0.680
official	rasmiy	trust	0.680
affirm	tasdiqlang	trust	0.680
indivisible	bo'linmas	trust	0.680
grandfather	bobosi	trust	0.680
humble	kamtarin	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advokatlashtirish	trust	0.680
elders	oqsoqollar	trust	0.680
goodness	yaxshilik	trust	0.680
commendable	maqtovga sazovor	trust	0.680
inspire	ilhom bering	trust	0.680
approve	tasdiqlang	trust	0.680
confide	ishonch hosil qiling	trust	0.680
professional	professional	trust	0.680
familiarity	tanishlik	trust	0.680
leader	lideri	trust	0.680
confirmed	tasdiqladi	trust	0.680
acceptance	qabul qilish	trust	0.680
benevolence	xayrixohlik	trust	0.672
dignity	qadr-qimmati	trust	0.672
harmoniously	uyg'un tarzda	trust	0.672
mastery	mahorat	trust	0.672
unwavering	harakatsiz	trust	0.672
accredited	akkreditatsiyadan o'tgan	trust	0.672
healing	shifo	trust	0.672
encyclopedia	entsiklopediya	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	muqaddaslash	trust	0.672
cohesive	birlashtiruvchi	trust	0.672
covenant	ahd	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	noaniq	trust	0.672
safe	xavfsiz	trust	0.672
intelligent	aqlli	trust	0.672
merit	loyiqlik	trust	0.664
impeccable	mukammal	trust	0.664
affirmatively	ijobiy tarzda	trust	0.664
spiritual	ma'naviy	trust	0.664
advocate	advokat	trust	0.664
team	jamoa	trust	0.664
heroic	qahramonlik	trust	0.664
communicate	muloqot qilish	trust	0.664
disciple	shogird	trust	0.664
expert	mutaxassis	trust	0.664
proficient	malakali	trust	0.664
specialist	mutaxassis	trust	0.664
ambassador	elchi	trust	0.664
accept	qabul qiling	trust	0.664
attestation	attestatsiya	trust	0.664
supporting	qo'llab-quvvatlaydi	trust	0.664
reliance	ishonch	trust	0.664
authority	hokimiyat	trust	0.664
accountability	hisobdorlik	trust	0.664
guidebook	qo'llanma	trust	0.664
fulfillment	bajarish	trust	0.664
strengthening	kuchaytirish	trust	0.661
familiar	tanish	trust	0.656
facts	faktlar	trust	0.656
achieve	erishish	trust	0.656
warranty	kafolati	trust	0.656
structure	tuzilishi	trust	0.656
steadfast	sabr qiling	trust	0.656
favorable	qulay	trust	0.656
counsel	maslahatchi	trust	0.656
relationship	munosabatlar	trust	0.656
scientific	ilmiy	trust	0.656
gentleman	janob	trust	0.656
strength	kuch-quvvat	trust	0.656
elder	oqsoqol	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	muqaddaslik	trust	0.656
excellent	juda yaxshi	trust	0.656
proficiency	malakasi	trust	0.656
constancy	barqarorlik	trust	0.656
defended	himoyalangan	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	ishonish	trust	0.648
heroism	qahramonlik	trust	0.648
peaceful	tinch	trust	0.648
competency	vakolatlari	trust	0.648
assuredly	albatta	trust	0.648
brother	birodar	trust	0.648
counselor	maslahatchi	trust	0.648
successful	omadli	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	himoya qilish	trust	0.648
saint	aziz	trust	0.648
harmony	Garmoniya	trust	0.648
matrimony	nikoh	trust	0.648
noble	oliyjanob	trust	0.648
inspiration	ilhom	trust	0.648
academic	akademik	trust	0.648
assist	yordam	trust	0.648
agreed	qabul qildi	trust	0.648
uphold	qo'llab-quvvatlash	trust	0.648
comrade	yolg'iz	trust	0.648
lovable	yoqimli	trust	0.648
advisable	tavsiya etiladi	trust	0.648
solidarity	birdamlik	trust	0.648
worthy	loyiq	trust	0.643
durability	chidamlilik	trust	0.641
coexist	birga yashaydi	trust	0.641
assure	ishonch hosil qiling	trust	0.641
establish	tashkil etish	trust	0.641
benefactor	xayr-saxov	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	etakchi	trust	0.641
loving	sevgi	trust	0.641
teacher	o'qituvchi	trust	0.641
judiciary	sud tizimi	trust	0.641
conscientious	vijdonli	trust	0.641
confidence	ishonch	trust	0.641
lawful	qonuniy	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	belgilangan	trust	0.641
champion	chempioni	trust	0.641
unity	birlik	trust	0.641
legal	qonuniy	trust	0.641
kind	mehribon	trust	0.641
credence	ishonch	trust	0.641
real	haqiqiy	trust	0.641
doctor	shifokor	trust	0.641
intimate	samimiy	trust	0.634
hopeful	umidvor	trust	0.633
fortitude	mustahkamlik	trust	0.633
physician	shifokor	trust	0.633
brotherly	birodarlik	trust	0.633
aspiration	aspiratsiya	trust	0.633
convincing	ishonchli	trust	0.633
sanctification	muqaddaslanish	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hurmat bilan	trust	0.633
courageous	jasur	trust	0.633
soundness	mustahkamlik	trust	0.633
legitimacy	qonuniylik	trust	0.633
endorse	tasdiqlash	trust	0.633
fidelity	sodiqlik	trust	0.633
bless	muborak bo'l	trust	0.633
judicial	sud	trust	0.633
important	muhim	trust	0.633
saintly	aziz	trust	0.633
conscience	vijdon	trust	0.633
therapeutic	terapevtik	trust	0.633
authorize	avtorizatsiya qiling	trust	0.633
devotional	bag'rikenglik	trust	0.633
practiced	amalda	trust	0.633
backbone	orqa miya	trust	0.633
approved	tasdiqlangan	trust	0.633
evident	aniq	trust	0.625
encourage	rag'batlantirish	trust	0.625
caretaker	xodimi	trust	0.625
regard	e'tibor bering	trust	0.625
angel	farishta	trust	0.625
engaged	unashtirilgan	trust	0.625
blessing	marhamat	trust	0.625
professorship	professor	trust	0.625
majestic	ulug'vor	trust	0.625
communication	aloqa	trust	0.625
purify	tozalash	trust	0.625
authorization	ruxsat	trust	0.625
wonderful	ajoyib	trust	0.625
achievement	muvaffaqiyat	trust	0.625
fireman	o't o'chiruvchilar	trust	0.625
certify	tasdiqlang	trust	0.625
civilized	madaniyatli	trust	0.625
profound	chuqur	trust	0.625
accurate	aniq	trust	0.625
assured	ishonch hosil qildi	trust	0.625
positivity	pozitivlik	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	yaxshi	trust	0.617
absolution	yo'qotish	trust	0.617
commend	maqtash	trust	0.617
cherish	ovqatlanish	trust	0.617
fundamental	asosiy	trust	0.617
advice	maslahat	trust	0.617
objective	maqsadi	trust	0.617
optimism	optimizm	trust	0.617
testament	vasiyat	trust	0.617
qualities	sifatlari	trust	0.617
haven	jannat	trust	0.617
heroine	qahramon	trust	0.617
constantly	doimiy	trust	0.617
appreciation	minnatdorchilik	trust	0.617
triumphant	g'alaba qozongan	trust	0.617
accord	akkord	trust	0.617
reassure	ishontirish	trust	0.617
truce	sulh	trust	0.617
thoughtful	ehtiyotkorlik bilan	trust	0.617
teach	o'rgat	trust	0.617
god	xudo	trust	0.617
corroborate	tasdiqlash	trust	0.617
believer	imonli	trust	0.617
unimpeachable	unimpachable	trust	0.617
surety	kafillik	trust	0.617
attentive	ehtiyotkorlik bilan	trust	0.617
gospel	Xushxabar	trust	0.617
bedrock	beda	trust	0.617
approvement	tasdiqlash	trust	0.617
planning	rejalashtirish	trust	0.617
rational	oqilona	trust	0.617
passionate	ehtirosli	trust	0.617
happy	baxtli	trust	0.609
babysitter	chaqaloq	trust	0.609
brilliant	porloq	trust	0.609
praise	Maqtov	trust	0.609
definitive	aniq	trust	0.609
considerate	ehtiyotkorlik bilan	trust	0.609
patron	xo'jayin	trust	0.609
scripture	Muqaddas Yozuvlar	trust	0.609
heal	shifo	trust	0.609
praiseworthy	maqtovga sazovor	trust	0.609
steward	boshqaruvchi	trust	0.609
awareness	xabardorlik	trust	0.609
officer	ofitser	trust	0.609
purification	tozalash	trust	0.609
excel	excel	trust	0.609
civilization	madaniyat	trust	0.609
liking	sevish	trust	0.609
comfort	qulaylik	trust	0.609
magnificence	ulug'vorlik	trust	0.609
notary	notarius	trust	0.609
progression	rivojlanish	trust	0.609
mediator	vositachi	trust	0.609
