word	Malay-ms	emotion	emotion-intensity-score
resignation	peletakan jawatan	surprise	0.281
trip	perjalanan	surprise	0.281
accolade	anugerah	surprise	0.281
labor	buruh	surprise	0.281
stare	merenung	surprise	0.273
glimmer	berkilau	surprise	0.266
invite	jemput	surprise	0.266
somatic	somatik	surprise	0.266
admire	mengagumi	surprise	0.266
immerse	tenggelam	surprise	0.266
festival	perayaan	surprise	0.266
mimicry	meniru	surprise	0.266
compensate	mengimbangi	surprise	0.266
insolvency	insolvensi	surprise	0.266
playful	mainan	surprise	0.266
complement	pelengkap	surprise	0.258
receiving	menerima	surprise	0.258
hypothesis	hipotesis	surprise	0.258
laugh	ketawa	surprise	0.258
chuckle	tertawa	surprise	0.258
honeymoon	bulan madu	surprise	0.250
marry	kahwin	surprise	0.242
independence	kebebasan	surprise	0.242
opera	opera	surprise	0.242
pleasant	menyenangkan	surprise	0.242
rhythmical	berirama	surprise	0.234
assessment	penilaian	surprise	0.234
hopeful	harapan	surprise	0.234
trophy	trofi	surprise	0.234
holiness	kesucian	surprise	0.234
chant	bernyanyi	surprise	0.234
leave	cuti	surprise	0.234
procession	perarakan	surprise	0.227
placard	pelan	surprise	0.227
deal	berurusan	surprise	0.227
cherish	menghargai	surprise	0.219
good	baik	surprise	0.219
shopping	membeli belah	surprise	0.219
musical	muzik	surprise	0.219
shell	shell	surprise	0.211
dawn	subuh	surprise	0.211
simplify	memudahkan	surprise	0.211
purity	kesucian	surprise	0.203
nullify	batalkan	surprise	0.203
money	wang	surprise	0.203
sweet	manis	surprise	0.203
morals	moral	surprise	0.203
synchronize	menyegerakkan	surprise	0.195
preservative	pengawet	surprise	0.195
humanitarian	kemanusiaan	surprise	0.195
unfulfilled	tidak dipenuhi	surprise	0.195
precious	berharga	surprise	0.195
obliging	mewajibkan	surprise	0.188
singularly	secara bersendirian	surprise	0.188
foresee	meramalkan	surprise	0.180
pray	berdoa	surprise	0.180
graduation	pengijazahan	surprise	0.180
lovely	indah	surprise	0.180
sun	matahari	surprise	0.172
art	seni	surprise	0.172
mouth	mulut	surprise	0.172
youth	belia	surprise	0.172
thirst	dahaga	surprise	0.172
young	muda	surprise	0.164
goodness	kebaikan	surprise	0.164
overdue	terlambat	surprise	0.156
visor	visor	surprise	0.156
practiced	diamalkan	surprise	0.156
latent	laten	surprise	0.156
loyal	setia	surprise	0.148
expect	menjangkakan	surprise	0.148
destination	destinasi	surprise	0.148
wireless	tanpa wayar	surprise	0.148
quote	petikan	surprise	0.141
slush	lumpur	surprise	0.141
infant	bayi	surprise	0.141
cream	krim	surprise	0.141
playground	taman permainan	surprise	0.133
organization	organisasi	surprise	0.125
teach	mengajar	surprise	0.125
vote	undi	surprise	0.125
smile	senyum	surprise	0.117
weight	berat badan	surprise	0.117
dolphin	lumba-lumba	surprise	0.117
sisterhood	persaudaraan	surprise	0.109
cable	kabel	surprise	0.109
sunny	cerah	surprise	0.102
steady	mantap	surprise	0.094
leisure	masa lapang	surprise	0.086
peaceful	aman	surprise	0.086
spa	spa	surprise	0.086
tree	pokok	surprise	0.078
picnic	berkelah	surprise	0.078
worm	cacing	surprise	0.055
truthfulness	kebenaran	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	boleh dipercayai	trust	0.867
honest	jujur	trust	0.844
honesty	kejujuran	trust	0.844
honor	kehormatan	trust	0.844
truth	kebenaran	trust	0.844
truthful	jujur	trust	0.836
trusting	mempercayai	trust	0.836
brotherhood	persaudaraan	trust	0.820
entrust	mempercayakan	trust	0.812
committed	komited	trust	0.805
integrity	integriti	trust	0.805
loyalty	kesetiaan	trust	0.805
honorable	mulia	trust	0.805
credibility	kredibiliti	trust	0.805
trust	amanah	trust	0.805
faithful	setia	trust	0.797
sincere	ikhlas	trust	0.797
responsible	bertanggungjawab	trust	0.789
partnership	perkongsian	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	kebijaksanaan	trust	0.789
oath	sumpah	trust	0.781
verification	pengesahan	trust	0.781
vow	bersumpah	trust	0.781
cooperative	koperasi	trust	0.781
respectable	dihormati	trust	0.773
credible	boleh dipercayai	trust	0.773
hero	wira	trust	0.773
sisterhood	persaudaraan	trust	0.773
promise	janji	trust	0.773
verified	disahkan	trust	0.773
qualified	layak	trust	0.766
respected	dihormati	trust	0.766
authentication	pengesahan	trust	0.766
compassion	belas kasihan	trust	0.759
reputable	bereputasi	trust	0.758
safekeeping	keselamatan	trust	0.758
reliability	kebolehpercayaan	trust	0.758
moral	moral	trust	0.758
love	cinta	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	kelulusan	trust	0.758
stable	stabil	trust	0.750
friend	kawan	trust	0.750
genuine	tulen	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kecekapan	trust	0.750
loyal	setia	trust	0.750
ally	sekutu	trust	0.750
safeguard	melindungi	trust	0.750
companion	sahabat	trust	0.750
advised	dinasihatkan	trust	0.750
authentic	sahih	trust	0.750
respect	menghormati	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	kebebasan	trust	0.742
proven	terbukti	trust	0.742
respects	menghormati	trust	0.742
faith	iman	trust	0.742
wholesome	sihat	trust	0.742
heartfelt	bersungguh-sungguh	trust	0.734
unification	penyatuan	trust	0.734
protecting	melindungi	trust	0.734
reassurance	jaminan	trust	0.734
admirable	terpuji	trust	0.734
trustee	pemegang amanah	trust	0.734
supporter	penyokong	trust	0.734
confirmation	pengesahan	trust	0.734
respectful	menghormati	trust	0.734
alliance	persekutuan	trust	0.727
equality	kesaksamaan	trust	0.727
friendship	persahabatan	trust	0.727
agreement	perjanjian	trust	0.727
fact	fakta	trust	0.727
confident	yakin	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	percaya	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	kecemerlangan	trust	0.727
credential	tauliah	trust	0.727
closeness	kedekatan	trust	0.719
authenticate	pengesahan	trust	0.719
intelligence	kecerdasan	trust	0.719
virtue	kebaikan	trust	0.719
honored	dihormati	trust	0.719
virtuous	bersikap baik	trust	0.719
kindred	keluarga	trust	0.719
charitable	amal	trust	0.711
dedication	dedikasi	trust	0.711
guarantee	jaminan	trust	0.711
cooperation	kerjasama	trust	0.711
creditable	boleh dipuji	trust	0.711
consistency	konsistensi	trust	0.711
allegiance	kesetiaan	trust	0.711
cooperating	bekerjasama	trust	0.711
straightforward	langsung	trust	0.711
determination	keazaman	trust	0.711
justice	keadilan	trust	0.711
sanctuary	tempat perlindungan	trust	0.703
nurture	memupuk	trust	0.703
innocent	tidak bersalah	trust	0.703
admire	mengagumi	trust	0.703
assurance	jaminan	trust	0.703
morality	moral	trust	0.703
prepared	disediakan	trust	0.703
friendliness	keramahan	trust	0.703
reliable	boleh dipercayai	trust	0.703
mentor	mentor	trust	0.703
guardianship	penjagaan	trust	0.703
fulfilled	dipenuhi	trust	0.703
reverence	penghormatan	trust	0.703
proof	bukti	trust	0.703
admiration	kekaguman	trust	0.703
mother	ibu	trust	0.703
protected	dilindungi	trust	0.703
motherhood	ibu	trust	0.703
marriage	perkahwinan	trust	0.695
skillful	mahir	trust	0.695
indestructible	tidak dapat ditembusi	trust	0.695
guardian	penjaga	trust	0.695
accountable	bertanggungjawab	trust	0.695
courage	keberanian	trust	0.695
bodyguard	pengawal peribadi	trust	0.695
agreeable	bersetuju	trust	0.695
scientist	saintis	trust	0.695
allied	bersekutu	trust	0.695
compassionate	belas kasihan	trust	0.695
humanitarian	kemanusiaan	trust	0.695
approving	meluluskan	trust	0.695
united	bersatu	trust	0.695
pact	perjanjian	trust	0.695
certified	disahkan	trust	0.695
morals	moral	trust	0.695
esteem	harga diri	trust	0.688
secure	selamat	trust	0.688
perfection	kesempurnaan	trust	0.688
guidance	bimbingan	trust	0.688
competent	kompeten	trust	0.688
authenticity	keaslian	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	wajar	trust	0.688
humanity	kemanusiaan	trust	0.688
solidity	kekukuhan	trust	0.688
adviser	penasihat	trust	0.688
pledge	ikrar	trust	0.688
believed	percaya	trust	0.688
understanding	pemahaman	trust	0.688
monogamy	monogami	trust	0.688
expertise	kepakaran	trust	0.680
diplomatic	diplomatik	trust	0.680
confidential	sulit	trust	0.680
hope	harapan	trust	0.680
protector	pelindung	trust	0.680
agreeing	bersetuju	trust	0.680
diligence	ketekunan	trust	0.680
official	rasmi	trust	0.680
affirm	mengesahkan	trust	0.680
indivisible	tidak dapat dipisahkan	trust	0.680
grandfather	datuk	trust	0.680
humble	rendah hati	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advokasi	trust	0.680
elders	penatua	trust	0.680
goodness	kebaikan	trust	0.680
commendable	terpuji	trust	0.680
inspire	memberi inspirasi	trust	0.680
approve	terima	trust	0.680
confide	confide	trust	0.680
professional	profesional	trust	0.680
familiarity	kebiasaan	trust	0.680
leader	Ketua	trust	0.680
confirmed	disahkan	trust	0.680
acceptance	penerimaan	trust	0.680
benevolence	kebajikan	trust	0.672
dignity	martabat	trust	0.672
harmoniously	harmoni	trust	0.672
mastery	penguasaan	trust	0.672
unwavering	tidak berbelah bahagi	trust	0.672
accredited	diiktiraf	trust	0.672
healing	penyembuhan	trust	0.672
encyclopedia	ensiklopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	menguduskan	trust	0.672
cohesive	kohesif	trust	0.672
covenant	perjanjian	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	tidak sempurna	trust	0.672
safe	selamat	trust	0.672
intelligent	pintar	trust	0.672
merit	merit	trust	0.664
impeccable	sempurna	trust	0.664
affirmatively	secara tegas	trust	0.664
spiritual	rohani	trust	0.664
advocate	peguam bela	trust	0.664
team	pasukan	trust	0.664
heroic	heroik	trust	0.664
communicate	berkomunikasi	trust	0.664
disciple	murid	trust	0.664
expert	pakar	trust	0.664
proficient	mahir	trust	0.664
specialist	pakar	trust	0.664
ambassador	duta besar	trust	0.664
accept	terima	trust	0.664
attestation	pengesahan	trust	0.664
supporting	menyokong	trust	0.664
reliance	pergantungan	trust	0.664
authority	kuasa	trust	0.664
accountability	akauntabiliti	trust	0.664
guidebook	buku panduan	trust	0.664
fulfillment	pemenuhan	trust	0.664
strengthening	pengukuhan	trust	0.661
familiar	biasa	trust	0.656
facts	fakta	trust	0.656
achieve	mencapai	trust	0.656
warranty	waranti	trust	0.656
structure	struktur	trust	0.656
steadfast	tegas	trust	0.656
favorable	menguntungkan	trust	0.656
counsel	peguam	trust	0.656
relationship	hubungan	trust	0.656
scientific	saintifik	trust	0.656
gentleman	lelaki	trust	0.656
strength	kekuatan	trust	0.656
elder	penatua	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	kesucian	trust	0.656
excellent	sangat baik	trust	0.656
proficiency	kemahiran	trust	0.656
constancy	kesabaran	trust	0.656
defended	bertahan	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	bergantung	trust	0.648
heroism	kepahlawanan	trust	0.648
peaceful	aman	trust	0.648
competency	kecekapan	trust	0.648
assuredly	dengan pasti	trust	0.648
brother	saudara lelaki	trust	0.648
counselor	kaunselor	trust	0.648
successful	berjaya	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	perlindungan	trust	0.648
saint	saint	trust	0.648
harmony	harmoni	trust	0.648
matrimony	perkahwinan	trust	0.648
noble	mulia	trust	0.648
inspiration	inspirasi	trust	0.648
academic	akademik	trust	0.648
assist	membantu	trust	0.648
agreed	bersetuju	trust	0.648
uphold	menegakkan	trust	0.648
comrade	kawan	trust	0.648
lovable	dicintai	trust	0.648
advisable	dinasihatkan	trust	0.648
solidarity	perpaduan	trust	0.648
worthy	layak	trust	0.643
durability	ketahanan	trust	0.641
coexist	wujud bersama	trust	0.641
assure	memberi jaminan	trust	0.641
establish	menubuhkan	trust	0.641
benefactor	dermawan	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	mengetuai	trust	0.641
loving	cinta	trust	0.641
teacher	guru	trust	0.641
judiciary	kehakiman	trust	0.641
conscientious	bersungguh-sungguh	trust	0.641
confidence	keyakinan	trust	0.641
lawful	sahkan	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ditahbiskan	trust	0.641
champion	juara	trust	0.641
unity	perpaduan	trust	0.641
legal	undang-undang	trust	0.641
kind	jenis	trust	0.641
credence	kepercayaan	trust	0.641
real	sebenar	trust	0.641
doctor	doktor	trust	0.641
intimate	intim	trust	0.634
hopeful	harapan	trust	0.633
fortitude	ketabahan	trust	0.633
physician	doktor	trust	0.633
brotherly	bersaudara	trust	0.633
aspiration	aspirasi	trust	0.633
convincing	meyakinkan	trust	0.633
sanctification	pengudusan	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	penghormatan	trust	0.633
courageous	berani	trust	0.633
soundness	kesihatan	trust	0.633
legitimacy	legitimasi	trust	0.633
endorse	mengesahkan	trust	0.633
fidelity	kesetiaan	trust	0.633
bless	memberkati	trust	0.633
judicial	kehakiman	trust	0.633
important	penting	trust	0.633
saintly	saintly	trust	0.633
conscience	hati nurani	trust	0.633
therapeutic	terapeutik	trust	0.633
authorize	memberi kuasa	trust	0.633
devotional	kebaktian	trust	0.633
practiced	diamalkan	trust	0.633
backbone	tulang belakang	trust	0.633
approved	diluluskan	trust	0.633
evident	jelas	trust	0.625
encourage	menggalakkan	trust	0.625
caretaker	penjaga	trust	0.625
regard	anggap	trust	0.625
angel	malaikat	trust	0.625
engaged	terlibat	trust	0.625
blessing	berkat	trust	0.625
professorship	profesor	trust	0.625
majestic	megah	trust	0.625
communication	komunikasi	trust	0.625
purify	membersihkan	trust	0.625
authorization	kebenaran	trust	0.625
wonderful	indah	trust	0.625
achievement	pencapaian	trust	0.625
fireman	ahli bomba	trust	0.625
certify	mengesahkan	trust	0.625
civilized	bertamadun	trust	0.625
profound	mendalam	trust	0.625
accurate	tepat	trust	0.625
assured	terjamin	trust	0.625
positivity	positif	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	baik	trust	0.617
absolution	absolution	trust	0.617
commend	memuji	trust	0.617
cherish	menghargai	trust	0.617
fundamental	asas	trust	0.617
advice	nasihat	trust	0.617
objective	objektif	trust	0.617
optimism	keyakinan	trust	0.617
testament	kesaksian	trust	0.617
qualities	kualiti	trust	0.617
haven	tempat tinggal	trust	0.617
heroine	heroin	trust	0.617
constantly	sentiasa	trust	0.617
appreciation	penghargaan	trust	0.617
triumphant	kejayaan	trust	0.617
accord	sesuai dengan	trust	0.617
reassure	meyakinkan	trust	0.617
truce	gencatan senjata	trust	0.617
thoughtful	bertimbang rasa	trust	0.617
teach	mengajar	trust	0.617
god	tuhan	trust	0.617
corroborate	menyokong	trust	0.617
believer	orang percaya	trust	0.617
unimpeachable	tidak dapat dijelaskan	trust	0.617
surety	penjamin	trust	0.617
attentive	penuh perhatian	trust	0.617
gospel	injil	trust	0.617
bedrock	batuan dasar	trust	0.617
approvement	pengesahan	trust	0.617
planning	perancangan	trust	0.617
rational	rasional	trust	0.617
passionate	bersemangat	trust	0.617
happy	gembira	trust	0.609
babysitter	pengasuh bayi	trust	0.609
brilliant	cemerlang	trust	0.609
praise	pujian	trust	0.609
definitive	muktamad	trust	0.609
considerate	bertimbang rasa	trust	0.609
patron	penaung	trust	0.609
scripture	kitab suci	trust	0.609
heal	sembuh	trust	0.609
praiseworthy	terpuji	trust	0.609
steward	steward	trust	0.609
awareness	kesedaran	trust	0.609
officer	pegawai	trust	0.609
purification	pembersihan	trust	0.609
excel	cemerlang	trust	0.609
civilization	tamadun	trust	0.609
liking	suka	trust	0.609
comfort	keselesaan	trust	0.609
magnificence	keindahan	trust	0.609
notary	notari	trust	0.609
progression	kemajuan	trust	0.609
mediator	pengantara	trust	0.609
blessings	berkat	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	mengesyorkan	trust	0.609
brave	berani	trust	0.602
experienced	berpengalaman	trust	0.602
steady	mantap	trust	0.602
enlightenment	pencerahan	trust	0.602
brighten	cerah	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	memenuhi	trust	0.602
witness	saksi	trust	0.602
humility	kerendahan hati	trust	0.602
sympathetic	bersimpati	trust	0.602
helpful	membantu	trust	0.602
symmetry	simetri	trust	0.602
unquestionable	tidak boleh dipersoalkan	trust	0.602
peace	keamanan	trust	0.602
transcendence	transendensi	trust	0.602
serenity	ketenangan	trust	0.602
embrace	peluk	trust	0.602
inspired	terinspirasi	trust	0.602
mainstay	mainstay	trust	0.602
unconditional	tanpa syarat	trust	0.602
guarded	dijaga	trust	0.602
identify	mengenal pasti	trust	0.602
marry	kahwin	trust	0.594
grant	pemberian	trust	0.594
depend	bergantung	trust	0.594
complimentary	percuma	trust	0.594
spouse	pasangan	trust	0.594
tranquility	ketenangan	trust	0.594
vigilant	berhati-hati	trust	0.594
ministry	kementerian	trust	0.594
fairly	adil	trust	0.594
philanthropic	dermawan	trust	0.594
openly	secara terbuka	trust	0.594
generous	murah hati	trust	0.594
strengthen	menguatkan	trust	0.594
gratitude	terima kasih	trust	0.594
befriend	berteman	trust	0.594
substantiate	membuktikan	trust	0.594
praised	memuji	trust	0.594
admiral	admiral	trust	0.594
regent	bupati	trust	0.594
sage	bijaksana	trust	0.594
assessment	penilaian	trust	0.594
enlighten	mencerahkan	trust	0.594
eminence	keunggulan	trust	0.594
commendation	pujian	trust	0.594
efficient	cekap	trust	0.594
nurse	jururawat	trust	0.594
visionary	berwawasan	trust	0.594
generosity	kemurahan hati	trust	0.594
vigilance	kewaspadaan	trust	0.594
endowment	endowmen	trust	0.594
council	majlis	trust	0.594
sweetheart	Sayang	trust	0.589
attest	membuktikan	trust	0.586
prestige	prestij	trust	0.586
serene	tenang	trust	0.586
unfailing	tidak berkesudahan	trust	0.586
testimony	kesaksian	trust	0.586
checklist	senarai semak	trust	0.586
inheritance	warisan	trust	0.586
monk	sami	trust	0.586
godly	ketuhanan	trust	0.586
compliance	pematuhan	trust	0.586
rooted	berakar umbi	trust	0.586
constitutional	perlembagaan	trust	0.586
conservation	pemuliharaan	trust	0.586
bylaw	undang-undang	trust	0.586
helper	pembantu	trust	0.586
joyful	gembira	trust	0.586
collectively	secara kolektif	trust	0.586
meritorious	meritorious	trust	0.586
acclaim	pujian	trust	0.586
diplomacy	diplomasi	trust	0.586
educational	pendidikan	trust	0.586
husbandry	penternakan	trust	0.586
share	berkongsi	trust	0.586
enjoying	menikmati	trust	0.586
firmness	ketegasan	trust	0.586
convince	meyakinkan	trust	0.586
designation	jawatan	trust	0.586
tribe	suku	trust	0.586
victory	kemenangan	trust	0.586
magnificent	megah	trust	0.586
lovely	indah	trust	0.586
seniority	kekananan	trust	0.586
angelic	malaikat	trust	0.586
ambition	cita-cita	trust	0.586
father	bapa	trust	0.586
mate	pasangan	trust	0.586
sobriety	ketenangan	trust	0.586
revere	menghormati	trust	0.586
delegate	mewakilkan	trust	0.586
navigator	navigator	trust	0.578
watchdog	pengawas	trust	0.578
obey	taat	trust	0.578
cheerfulness	keseronokan	trust	0.578
inviting	menjemput	trust	0.578
judge	Hakim	trust	0.578
irrefutable	tidak dapat disangkal	trust	0.578
philanthropist	Dermawan	trust	0.578
careful	berhati-hati	trust	0.578
communion	persekutuan	trust	0.578
coexisting	wujud bersama	trust	0.578
impartiality	tidak adil	trust	0.578
unquestioned	tidak dipersoalkan	trust	0.578
upright	tegak	trust	0.578
authoritative	berwibawa	trust	0.578
structural	struktur	trust	0.578
convinced	yakin	trust	0.578
smile	senyum	trust	0.578
commandant	komander	trust	0.578
dutiful	bersungguh-sungguh	trust	0.578
shelter	tempat perlindungan	trust	0.578
revival	kebangkitan semula	trust	0.578
professor	profesor	trust	0.578
adore	suka	trust	0.578
legalized	disahkan	trust	0.578
punctual	tepat masa	trust	0.570
counsellor	kaunselor	trust	0.570
complement	pelengkap	trust	0.570
corroboration	pengesahan	trust	0.570
immaculate	rapi	trust	0.570
relative	saudara	trust	0.570
apostle	rasul	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	penyambung	trust	0.570
insure	menginsuranskan	trust	0.570
plausible	munasabah	trust	0.570
consult	berunding	trust	0.570
modest	sederhana	trust	0.570
measured	diukur	trust	0.570
pilot	juruterbang	trust	0.570
collaborator	kolaborator	trust	0.570
advise	menasihati	trust	0.570
cuddle	berpelukan	trust	0.570
ordinance	ordinan	trust	0.570
compass	kompas	trust	0.570
guide	panduan	trust	0.570
everlasting	abadi	trust	0.570
adhering	berpegang teguh	trust	0.570
determinate	menentukan	trust	0.570
heavenly	syurga	trust	0.570
principal	pengetua	trust	0.570
abundance	banyak	trust	0.570
matron	matron	trust	0.570
unequivocal	tegas	trust	0.570
volunteers	sukarelawan	trust	0.570
pedigree	silsilah	trust	0.570
unquestionably	tidak dapat disangkal lagi	trust	0.570
pertinent	penting	trust	0.562
devout	taat	trust	0.562
curable	boleh dirawat	trust	0.562
insight	wawasan	trust	0.562
congregation	jemaah	trust	0.562
admit	mengaku	trust	0.562
pleasant	menyenangkan	trust	0.562
vigorous	bertenaga	trust	0.562
fort	kubu	trust	0.562
remarkable	luar biasa	trust	0.562
content	kandungan	trust	0.562
spotless	bersih	trust	0.562
uplift	naikkan	trust	0.562
compensate	mengimbangi	trust	0.562
lovemaking	suka membuat	trust	0.562
jury	juri	trust	0.562
jurist	jurist	trust	0.562
soothing	menenangkan	trust	0.562
ordination	pentahbisan	trust	0.562
cohesion	kohesi	trust	0.562
frankness	ketulusan	trust	0.562
strong	kuat	trust	0.562
miracle	keajaiban	trust	0.562
concordance	kesesuaian	trust	0.562
applaud	bertepuk tangan	trust	0.562
prize	hadiah	trust	0.562
apostolic	rasul	trust	0.562
succeeding	berjaya	trust	0.562
vitality	kecergasan	trust	0.562
treasurer	bendahari	trust	0.562
save	simpan	trust	0.562
earn	dapatkan	trust	0.562
midwife	bidan	trust	0.555
discretion	kebijaksanaan	trust	0.555
worship	ibadat	trust	0.555
constant	berterusan	trust	0.555
foresight	jauh ke hadapan	trust	0.555
vote	undi	trust	0.555
cultivate	memupuk	trust	0.555
impartial	tidak adil	trust	0.555
illumination	pencahayaan	trust	0.555
ambulance	ambulans	trust	0.555
privacy	privasi	trust	0.555
succeed	berjaya	trust	0.555
providing	menyediakan	trust	0.555
veteran	veteran	trust	0.555
patience	kesabaran	trust	0.555
prophet	nabi	trust	0.555
coach	jurulatih	trust	0.555
intuition	intuisi	trust	0.555
reconciliation	perdamaian	trust	0.555
defender	pertahanan	trust	0.555
coalesce	bersatu	trust	0.555
mediate	mengah	trust	0.555
precedence	keutamaan	trust	0.555
congruence	keserasian	trust	0.555
buddy	buddy	trust	0.555
reunion	reuni	trust	0.555
restorative	pemulihan	trust	0.555
destined	ditakdirkan	trust	0.555
physicist	ahli fizik	trust	0.555
influential	berpengaruh	trust	0.555
exalt	meninggikan	trust	0.555
greatness	kebesaran	trust	0.555
inclusion	kemasukan	trust	0.555
auditor	juruaudit	trust	0.555
meditate	bermeditasi	trust	0.555
betrothed	bertunangan	trust	0.555
proud	bangga	trust	0.547
provide	menyediakan	trust	0.547
conciliation	perdamaian	trust	0.547
ancestral	nenek moyang	trust	0.547
liberty	kebebasan	trust	0.547
durable	tahan lama	trust	0.547
impenetrable	tidak dapat ditembusi	trust	0.547
prudent	berhemah	trust	0.547
invocation	penyerahan	trust	0.547
engaging	menarik	trust	0.547
statement	pernyataan	trust	0.547
rejoice	bergembira	trust	0.547
cheer	bersorak	trust	0.547
eyewitness	saksi mata	trust	0.547
prevalent	berleluasa	trust	0.547
securities	sekuriti	trust	0.547
friendly	mesra	trust	0.547
salvation	keselamatan	trust	0.547
independence	kebebasan	trust	0.547
govern	memerintah	trust	0.547
forgive	maafkan	trust	0.547
commanding	memerintahkan	trust	0.547
convent	biara	trust	0.547
reinforcement	pengukuhan	trust	0.547
law	undang-undang	trust	0.547
registry	pendaftaran	trust	0.547
temperate	sederhana	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	kesediaan	trust	0.547
heritage	warisan	trust	0.547
chronicle	kronik	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	institut	trust	0.539
applause	bertepuk tangan	trust	0.539
architecture	seni bina	trust	0.539
obvious	jelas	trust	0.539
recovery	pemulihan	trust	0.539
inimitable	tak dapat diterima	trust	0.539
relevant	berkaitan	trust	0.539
responsive	responsif	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	arahan	trust	0.539
define	mentakrifkan	trust	0.539
delightful	menarik	trust	0.539
antidote	penawar	trust	0.539
admitting	mengaku	trust	0.539
psalms	mazmur	trust	0.539
stamina	stamina	trust	0.539
majority	majoriti	trust	0.539
inoculation	inokulasi	trust	0.539
perfect	sempurna	trust	0.539
obedience	ketaatan	trust	0.539
memorable	dilupakan	trust	0.539
chastity	kesucian	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	keteraturan	trust	0.539
forefathers	nenek moyang	trust	0.539
immovable	tak boleh alih	trust	0.539
eager	bersemangat	trust	0.539
aspiring	bercita-cita tinggi	trust	0.539
obliging	mewajibkan	trust	0.539
reinforcements	bala bantuan	trust	0.539
tantamount	sama seperti	trust	0.539
exalted	ditinggikan	trust	0.539
hospital	hospital	trust	0.531
retirement	bersara	trust	0.531
strive	berusaha	trust	0.531
edification	pembaharuan	trust	0.531
candid	terang	trust	0.531
deed	surat ikatan	trust	0.531
school	sekolah	trust	0.531
cradle	buaian	trust	0.531
transcript	transkrip	trust	0.531
accompaniment	iringan	trust	0.531
doubtless	tidak pasti	trust	0.531
rescue	menyelamat	trust	0.531
seal	meterai	trust	0.531
expedient	sihat	trust	0.531
ballot	undi	trust	0.531
deliverance	pembebasan	trust	0.531
heavens	langit	trust	0.531
fraternal	persaudaraan	trust	0.531
dependent	bergantung	trust	0.531
answerable	boleh dipertanggungjawabkan	trust	0.531
center	pusat	trust	0.531
analyst	penganalisis	trust	0.531
firstborn	anak sulung	trust	0.531
bloom	mekar	trust	0.531
inseparable	tidak dapat dipisahkan	trust	0.531
bride	pengantin perempuan	trust	0.531
evergreen	malar hijau	trust	0.531
princely	princely	trust	0.531
immunization	imunisasi	trust	0.531
refuge	perlindungan	trust	0.531
verily	sesungguhnya	trust	0.531
omniscient	Maha Mengetahui	trust	0.531
terms	terma	trust	0.531
sponsor	penaja	trust	0.531
approbation	kelulusan	trust	0.527
correctness	ketepatan	trust	0.523
elevation	ketinggian	trust	0.523
neighbor	jiran	trust	0.523
unbroken	tidak terputus	trust	0.523
countenance	wajah	trust	0.523
hug	peluk	trust	0.523
nobility	bangsawan	trust	0.523
paragon	paragon	trust	0.523
coronation	penobatan	trust	0.523
celebration	perayaan	trust	0.523
graduation	pengijazahan	trust	0.523
commonwealth	persekutuan	trust	0.523
dictionary	kamus	trust	0.523
powerful	berkuasa	trust	0.523
notable	ketara	trust	0.523
account	akaun	trust	0.523
winning	menang	trust	0.523
honeymoon	bulan madu	trust	0.523
improvement	penambahbaikan	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kastil	trust	0.523
ratify	ratifikasi	trust	0.523
connoisseur	peniaga	trust	0.523
award	anugerah	trust	0.523
taught	diajar	trust	0.523
adoration	pemujaan	trust	0.523
salutary	salam	trust	0.523
captivate	menawan	trust	0.523
liberate	membebaskan	trust	0.523
unimpeached	tidak terkeluar	trust	0.523
laureate	pemenang	trust	0.523
benedictory	benedictory	trust	0.523
feeling	perasaan	trust	0.518
freely	bebas	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	reverie	trust	0.516
organization	organisasi	trust	0.516
framework	rangka kerja	trust	0.516
sentinel	sentinel	trust	0.516
advent	kedatangan	trust	0.516
