word	Swahili-sw	emotion	emotion-intensity-score
simplify	Rahisisha	surprise	0.211
purity	usafi	surprise	0.203
nullify	kuondosha	surprise	0.203
money	fedha	surprise	0.203
sweet	tamu	surprise	0.203
morals	maadili	surprise	0.203
synchronize	onanisha	surprise	0.195
preservative	kihifadhi	surprise	0.195
humanitarian	kibinadamu	surprise	0.195
unfulfilled	kutojazwa	surprise	0.195
precious	thamani	surprise	0.195
obliging	inavyotakiwa	surprise	0.188
singularly	singularly	surprise	0.188
foresee	onyesha	surprise	0.180
pray	kuomba	surprise	0.180
graduation	uhitimu	surprise	0.180
lovely	nzuri	surprise	0.180
sun	jua	surprise	0.172
art	sanaa	surprise	0.172
mouth	kinywa	surprise	0.172
youth	vijana	surprise	0.172
thirst	kiu	surprise	0.172
young	vijana	surprise	0.164
goodness	wema	surprise	0.164
overdue	zimeongezeka	surprise	0.156
visor	visor	surprise	0.156
practiced	walifanya	surprise	0.156
latent	latent	surprise	0.156
loyal	waaminifu	surprise	0.148
expect	wanatarajia	surprise	0.148
destination	marudio	surprise	0.148
wireless	wireless	surprise	0.148
quote	quote	surprise	0.141
slush	slush	surprise	0.141
infant	watoto wachanga	surprise	0.141
cream	cream	surprise	0.141
playground	uwanja wa michezo	surprise	0.133
organization	shirika	surprise	0.125
teach	kufundisha	surprise	0.125
vote	kupiga kura	surprise	0.125
smile	tabasamu	surprise	0.117
weight	uzito	surprise	0.117
dolphin	dolphin	surprise	0.117
sisterhood	dada	surprise	0.109
cable	cable	surprise	0.109
sunny	jua	surprise	0.102
steady	imara	surprise	0.094
leisure	burudani	surprise	0.086
peaceful	amani	surprise	0.086
spa	spa	surprise	0.086
tree	mti	surprise	0.078
picnic	picnic	surprise	0.078
worm	mdudu	surprise	0.055
truthfulness	ukweli	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	kuaminika	trust	0.867
honest	waaminifu	trust	0.844
honesty	uaminifu	trust	0.844
honor	heshima	trust	0.844
truth	ukweli	trust	0.844
truthful	kweli	trust	0.836
trusting	kuamini	trust	0.836
brotherhood	udugu	trust	0.820
entrust	patia	trust	0.812
committed	nia	trust	0.805
integrity	uadilifu	trust	0.805
loyalty	uaminifu	trust	0.805
honorable	heshima	trust	0.805
credibility	uaminifu	trust	0.805
trust	tumaini	trust	0.805
faithful	mwaminifu	trust	0.797
sincere	waaminifu	trust	0.797
responsible	wajibu	trust	0.789
partnership	ushirikiano	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	hekima	trust	0.789
oath	kiapo	trust	0.781
verification	uthibitishaji	trust	0.781
vow	nadhiri	trust	0.781
cooperative	ushirika	trust	0.781
respectable	heshima	trust	0.773
credible	kuaminika	trust	0.773
hero	shujaa	trust	0.773
sisterhood	dada	trust	0.773
promise	ahadi	trust	0.773
verified	kuthibitishwa	trust	0.773
qualified	waliohitimu	trust	0.766
respected	kuheshimiwa	trust	0.766
authentication	uthibitisho	trust	0.766
compassion	huruma	trust	0.759
reputable	yenye sifa	trust	0.758
safekeeping	kuhifadhi	trust	0.758
reliability	kuegemea	trust	0.758
moral	maadili	trust	0.758
love	upendo	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	ruhusa	trust	0.758
stable	imara	trust	0.750
friend	rafiki	trust	0.750
genuine	kweli	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	uwezo	trust	0.750
loyal	waaminifu	trust	0.750
ally	mshirika	trust	0.750
safeguard	kulinda	trust	0.750
companion	rafiki	trust	0.750
advised	alishauriwa	trust	0.750
authentic	halisi	trust	0.750
respect	heshima	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	uhuru	trust	0.742
proven	kuthibitishwa	trust	0.742
respects	heshima	trust	0.742
faith	imani	trust	0.742
wholesome	nzuri	trust	0.742
heartfelt	kutoka kwa moyo	trust	0.734
unification	umoja	trust	0.734
protecting	kulinda	trust	0.734
reassurance	uhakikisho	trust	0.734
admirable	admirable	trust	0.734
trustee	mdhamini	trust	0.734
supporter	msaidizi	trust	0.734
confirmation	uthibitisho	trust	0.734
respectful	heshima	trust	0.734
alliance	Muungano	trust	0.727
equality	usawa	trust	0.727
friendship	urafiki	trust	0.727
agreement	makubaliano	trust	0.727
fact	ukweli	trust	0.727
confident	ujasiri	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	kuamini	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	ubora	trust	0.727
credential	sifa	trust	0.727
closeness	ukaribu	trust	0.719
authenticate	kuthibitisha	trust	0.719
intelligence	akili	trust	0.719
virtue	wema	trust	0.719
honored	kuheshimiwa	trust	0.719
virtuous	wema	trust	0.719
kindred	jamaa	trust	0.719
charitable	misaada	trust	0.711
dedication	kujitolea	trust	0.711
guarantee	dhamana	trust	0.711
cooperation	ushirikiano	trust	0.711
creditable	mkopo	trust	0.711
consistency	msimamo	trust	0.711
allegiance	utii	trust	0.711
cooperating	kushirikiana	trust	0.711
straightforward	moja kwa moja	trust	0.711
determination	uamuzi	trust	0.711
justice	haki	trust	0.711
sanctuary	mahali patakatifu	trust	0.703
nurture	kulisha	trust	0.703
innocent	wasio na hatia	trust	0.703
admire	admire	trust	0.703
assurance	uhakika	trust	0.703
morality	maadili	trust	0.703
prepared	tayari	trust	0.703
friendliness	urafiki	trust	0.703
reliable	kuaminika	trust	0.703
mentor	mshauri	trust	0.703
guardianship	uhifadhi	trust	0.703
fulfilled	ilitimizwa	trust	0.703
reverence	heshima	trust	0.703
proof	ushahidi	trust	0.703
admiration	sifa	trust	0.703
mother	mama	trust	0.703
protected	ilitetewa	trust	0.703
motherhood	mama	trust	0.703
marriage	ndoa	trust	0.695
skillful	ujuzi	trust	0.695
indestructible	isiyoharibika	trust	0.695
guardian	mlezi	trust	0.695
accountable	kuwajibika	trust	0.695
courage	ujasiri	trust	0.695
bodyguard	mlinzi	trust	0.695
agreeable	nzuri	trust	0.695
scientist	mwanasayansi	trust	0.695
allied	washirika	trust	0.695
compassionate	huruma	trust	0.695
humanitarian	kibinadamu	trust	0.695
approving	kuidhinisha	trust	0.695
united	umoja	trust	0.695
pact	mkataba	trust	0.695
certified	kuthibitishwa	trust	0.695
morals	maadili	trust	0.695
esteem	heshima	trust	0.688
secure	salama	trust	0.688
perfection	ukamilifu	trust	0.688
guidance	mwongozo	trust	0.688
competent	wenye uwezo	trust	0.688
authenticity	uhalali	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	hakika	trust	0.688
humanity	ubinadamu	trust	0.688
solidity	imara	trust	0.688
adviser	mshauri	trust	0.688
pledge	ahadi	trust	0.688
believed	aliamini	trust	0.688
understanding	uelewa	trust	0.688
monogamy	monogamy	trust	0.688
expertise	utaalamu	trust	0.680
diplomatic	kidiplomasia	trust	0.680
confidential	siri	trust	0.680
hope	tumaini	trust	0.680
protector	mlinzi	trust	0.680
agreeing	kukubaliana	trust	0.680
diligence	bidii	trust	0.680
official	rasmi	trust	0.680
affirm	kuthibitisha	trust	0.680
indivisible	haijulikani	trust	0.680
grandfather	babu	trust	0.680
humble	wanyenyekevu	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	utetezi	trust	0.680
elders	wazee	trust	0.680
goodness	wema	trust	0.680
commendable	kupendekezwa	trust	0.680
inspire	kuhamasisha	trust	0.680
approve	kupitisha	trust	0.680
confide	furu	trust	0.680
professional	mtaalamu	trust	0.680
familiarity	ujuzi	trust	0.680
leader	kiongozi	trust	0.680
confirmed	imethibitishwa	trust	0.680
acceptance	kukubalika	trust	0.680
benevolence	wema	trust	0.672
dignity	heshima	trust	0.672
harmoniously	kwa usawa	trust	0.672
mastery	ustadi	trust	0.672
unwavering	inakabiliwa	trust	0.672
accredited	vibali	trust	0.672
healing	kuponya	trust	0.672
encyclopedia	encyclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	takatifu	trust	0.672
cohesive	ushirikiano	trust	0.672
covenant	agano	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	hana hatia	trust	0.672
safe	salama	trust	0.672
intelligent	akili	trust	0.672
merit	sifa	trust	0.664
impeccable	haiwezekani	trust	0.664
affirmatively	kuthibitisha	trust	0.664
spiritual	kiroho	trust	0.664
advocate	kutetea	trust	0.664
team	timu	trust	0.664
heroic	shujaa	trust	0.664
communicate	kuwasiliana	trust	0.664
disciple	mwanafunzi	trust	0.664
expert	mtaalam	trust	0.664
proficient	ujuzi	trust	0.664
specialist	mtaalamu	trust	0.664
ambassador	balozi	trust	0.664
accept	kukubali	trust	0.664
attestation	ushahidi	trust	0.664
supporting	kusaidia	trust	0.664
reliance	kutegemea	trust	0.664
authority	mamlaka	trust	0.664
accountability	uwajibikaji	trust	0.664
guidebook	mwongozo	trust	0.664
fulfillment	kutimiza	trust	0.664
strengthening	kuimarisha	trust	0.661
familiar	ujuzi	trust	0.656
facts	ukweli	trust	0.656
achieve	kufikia	trust	0.656
warranty	udhamini	trust	0.656
structure	muundo	trust	0.656
steadfast	imara	trust	0.656
favorable	nzuri	trust	0.656
counsel	shauri	trust	0.656
relationship	uhusiano	trust	0.656
scientific	kisayansi	trust	0.656
gentleman	muungwana	trust	0.656
strength	nguvu	trust	0.656
elder	mzee	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	utakatifu	trust	0.656
excellent	bora	trust	0.656
proficiency	ustadi	trust	0.656
constancy	mara kwa mara	trust	0.656
defended	alitetea	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	kutegemea	trust	0.648
heroism	ujasiri	trust	0.648
peaceful	amani	trust	0.648
competency	ustadi	trust	0.648
assuredly	hakika	trust	0.648
brother	ndugu	trust	0.648
counselor	mshauri	trust	0.648
successful	imefanikiwa	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	kinga	trust	0.648
saint	mtakatifu	trust	0.648
harmony	maelewano	trust	0.648
matrimony	ndoa	trust	0.648
noble	mzuri	trust	0.648
inspiration	msukumo	trust	0.648
academic	kitaaluma	trust	0.648
assist	kusaidia	trust	0.648
agreed	walikubali	trust	0.648
uphold	kushikilia	trust	0.648
comrade	rafiki	trust	0.648
lovable	kupendwa	trust	0.648
advisable	kushauriwa	trust	0.648
solidarity	mshikamano	trust	0.648
worthy	thamani	trust	0.643
durability	kudumu	trust	0.641
coexist	coexist	trust	0.641
assure	hakikisha	trust	0.641
establish	kuanzisha	trust	0.641
benefactor	mfadhili	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	kuongoza	trust	0.641
loving	upendo	trust	0.641
teacher	mwalimu	trust	0.641
judiciary	mahakama	trust	0.641
conscientious	kwa ujasiri	trust	0.641
confidence	kujiamini	trust	0.641
lawful	halali	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	amewekwa	trust	0.641
champion	bingwa	trust	0.641
unity	umoja	trust	0.641
legal	kisheria	trust	0.641
kind	aina	trust	0.641
credence	kukubali	trust	0.641
real	halisi	trust	0.641
doctor	daktari	trust	0.641
intimate	karibu	trust	0.634
hopeful	matumaini	trust	0.633
fortitude	ujasiri	trust	0.633
physician	daktari	trust	0.633
brotherly	ndugu	trust	0.633
aspiration	sura	trust	0.633
convincing	kushawishi	trust	0.633
sanctification	utakaso	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	heshima	trust	0.633
courageous	ujasiri	trust	0.633
soundness	uzuri	trust	0.633
legitimacy	uhalali	trust	0.633
endorse	kuidhinisha	trust	0.633
fidelity	uaminifu	trust	0.633
bless	baraka	trust	0.633
judicial	mahakama	trust	0.633
important	muhimu	trust	0.633
saintly	saintly	trust	0.633
conscience	dhamira	trust	0.633
therapeutic	matibabu	trust	0.633
authorize	idhini	trust	0.633
devotional	ibada	trust	0.633
practiced	walifanya	trust	0.633
backbone	mgongo	trust	0.633
approved	imeidhinishwa	trust	0.633
evident	dhahiri	trust	0.625
encourage	kuhimiza	trust	0.625
caretaker	mlezi	trust	0.625
regard	tazama	trust	0.625
angel	malaika	trust	0.625
engaged	kushiriki	trust	0.625
blessing	baraka	trust	0.625
professorship	professorship	trust	0.625
majestic	majeshi	trust	0.625
communication	mawasiliano	trust	0.625
purify	kusafisha	trust	0.625
authorization	idhini	trust	0.625
wonderful	ajabu	trust	0.625
achievement	mafanikio	trust	0.625
fireman	moto	trust	0.625
certify	kuthibitisha	trust	0.625
civilized	ustaarabu	trust	0.625
profound	kina	trust	0.625
accurate	sahihi	trust	0.625
assured	uhakika	trust	0.625
positivity	positivity	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	nzuri	trust	0.617
absolution	upungufu	trust	0.617
commend	toa	trust	0.617
cherish	cherish	trust	0.617
fundamental	msingi	trust	0.617
advice	ushauri	trust	0.617
objective	lengo	trust	0.617
optimism	matumaini	trust	0.617
testament	agano	trust	0.617
qualities	sifa	trust	0.617
haven	makao	trust	0.617
heroine	heroine	trust	0.617
constantly	daima	trust	0.617
appreciation	shukrani	trust	0.617
triumphant	ushindi	trust	0.617
accord	mkataba	trust	0.617
reassure	thibitisha	trust	0.617
truce	truce	trust	0.617
thoughtful	kuzingatia	trust	0.617
teach	kufundisha	trust	0.617
god	mungu	trust	0.617
corroborate	kuunga mkono	trust	0.617
believer	mwamini	trust	0.617
unimpeachable	haiwezekani	trust	0.617
surety	uhakikisho	trust	0.617
attentive	makini	trust	0.617
gospel	injili	trust	0.617
bedrock	kitanda	trust	0.617
approvement	kibali	trust	0.617
planning	kupanga	trust	0.617
rational	busara	trust	0.617
passionate	shauku	trust	0.617
happy	furaha	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	kipaji	trust	0.609
praise	sifa	trust	0.609
definitive	dhahiri	trust	0.609
considerate	kuzingatia	trust	0.609
patron	msimamizi	trust	0.609
scripture	maandiko	trust	0.609
heal	kuponya	trust	0.609
praiseworthy	sifa nzuri	trust	0.609
steward	msimamizi	trust	0.609
awareness	ufahamu	trust	0.609
officer	afisa	trust	0.609
purification	utakaso	trust	0.609
excel	bora zaidi	trust	0.609
civilization	ustaarabu	trust	0.609
liking	kupenda	trust	0.609
comfort	faraja	trust	0.609
magnificence	utukufu	trust	0.609
notary	mthibitishaji	trust	0.609
progression	maendeleo	trust	0.609
mediator	mpatanishi	trust	0.609
blessings	baraka	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	kupendekeza	trust	0.609
brave	jasiri	trust	0.602
experienced	uzoefu	trust	0.602
steady	imara	trust	0.602
enlightenment	taa	trust	0.602
brighten	onyesha	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	kutimiza	trust	0.602
witness	shahidi	trust	0.602
humility	unyenyekevu	trust	0.602
sympathetic	huruma	trust	0.602
helpful	husaidia	trust	0.602
symmetry	ulinganifu	trust	0.602
unquestionable	bila shaka	trust	0.602
peace	amani	trust	0.602
transcendence	uhaba	trust	0.602
serenity	Utulivu	trust	0.602
embrace	kukumbatia	trust	0.602
inspired	aliongoza	trust	0.602
mainstay	kuendeleza	trust	0.602
unconditional	bila masharti	trust	0.602
guarded	walindwa	trust	0.602
identify	tambua	trust	0.602
marry	kuoa	trust	0.594
grant	ruzuku	trust	0.594
depend	tegemee	trust	0.594
complimentary	complimentary	trust	0.594
spouse	mke	trust	0.594
tranquility	utulivu	trust	0.594
vigilant	tahadhari	trust	0.594
ministry	huduma	trust	0.594
fairly	haki	trust	0.594
philanthropic	upendeleo	trust	0.594
openly	waziwazi	trust	0.594
generous	ukarimu	trust	0.594
strengthen	imarisha	trust	0.594
gratitude	shukrani	trust	0.594
befriend	kuwa rafiki	trust	0.594
substantiate	thibitisha	trust	0.594
praised	kusifiwa	trust	0.594
admiral	admiral	trust	0.594
regent	regent	trust	0.594
sage	sage	trust	0.594
assessment	tathmini	trust	0.594
enlighten	onyesha	trust	0.594
eminence	ukuu	trust	0.594
commendation	sifa	trust	0.594
efficient	ufanisi	trust	0.594
nurse	muuguzi	trust	0.594
visionary	mtazamaji	trust	0.594
generosity	ukarimu	trust	0.594
vigilance	uangalifu	trust	0.594
endowment	urithi	trust	0.594
council	baraza	trust	0.594
sweetheart	mpenzi	trust	0.589
attest	inathibitisha	trust	0.586
prestige	ufahari	trust	0.586
serene	serene	trust	0.586
unfailing	hakika	trust	0.586
testimony	ushuhuda	trust	0.586
checklist	orodha	trust	0.586
inheritance	urithi	trust	0.586
monk	Mtawa	trust	0.586
godly	waumini	trust	0.586
compliance	kufuata	trust	0.586
rooted	mizizi	trust	0.586
constitutional	kikatiba	trust	0.586
conservation	uhifadhi	trust	0.586
bylaw	sheria	trust	0.586
helper	msaidizi	trust	0.586
joyful	furaha	trust	0.586
collectively	kwa pamoja	trust	0.586
meritorious	sifa nzuri	trust	0.586
acclaim	sifa	trust	0.586
diplomacy	diplomasia	trust	0.586
educational	elimu	trust	0.586
husbandry	mkulima	trust	0.586
share	kushiriki	trust	0.586
enjoying	kufurahia	trust	0.586
firmness	uimarishaji	trust	0.586
convince	kuwashawishi	trust	0.586
designation	sifa	trust	0.586
tribe	kabila	trust	0.586
victory	ushindi	trust	0.586
magnificent	nzuri sana	trust	0.586
lovely	nzuri	trust	0.586
seniority	cheo	trust	0.586
angelic	malaika	trust	0.586
ambition	tamaa	trust	0.586
father	baba	trust	0.586
mate	mwenzi	trust	0.586
sobriety	ukatili	trust	0.586
revere	heshima	trust	0.586
delegate	mjumbe	trust	0.586
navigator	navigator	trust	0.578
watchdog	kuangalia	trust	0.578
obey	titii	trust	0.578
cheerfulness	furaha	trust	0.578
inviting	kuwakaribisha	trust	0.578
judge	Hakimu	trust	0.578
irrefutable	haiwezi kupunguzwa	trust	0.578
philanthropist	mpenzi	trust	0.578
careful	makini	trust	0.578
communion	ushirika	trust	0.578
coexisting	kushirikiana	trust	0.578
impartiality	upendeleo	trust	0.578
unquestioned	bila shaka	trust	0.578
upright	sawa	trust	0.578
authoritative	mamlaka	trust	0.578
structural	miundo	trust	0.578
convinced	wanaaminika	trust	0.578
smile	tabasamu	trust	0.578
commandant	amri	trust	0.578
dutiful	unastahili	trust	0.578
shelter	makao	trust	0.578
revival	uamsho	trust	0.578
professor	profesa	trust	0.578
adore	adore	trust	0.578
legalized	imehalalishwa	trust	0.578
punctual	wakati	trust	0.570
counsellor	mshauri	trust	0.570
complement	kuongezea	trust	0.570
corroboration	ushirikiano	trust	0.570
immaculate	salama	trust	0.570
relative	jamaa	trust	0.570
apostle	Mtume	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	inayojulikana	trust	0.570
insure	kuhakikisha	trust	0.570
plausible	inapendekezwa	trust	0.570
consult	shauriana	trust	0.570
modest	kawaida	trust	0.570
measured	kipimo	trust	0.570
pilot	majaribio	trust	0.570
collaborator	mshirika	trust	0.570
advise	ushauri	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	kanuni	trust	0.570
compass	dira	trust	0.570
guide	mwongozo	trust	0.570
everlasting	milele	trust	0.570
adhering	kushikamana	trust	0.570
determinate	kuamua	trust	0.570
heavenly	mbinguni	trust	0.570
principal	mkuu	trust	0.570
abundance	wingi	trust	0.570
matron	matron	trust	0.570
unequivocal	bila usahihi	trust	0.570
volunteers	wajitolea	trust	0.570
pedigree	asili	trust	0.570
unquestionably	bila shaka	trust	0.570
pertinent	yanafaa	trust	0.562
devout	mwaminifu	trust	0.562
curable	kuponya	trust	0.562
insight	ufahamu	trust	0.562
congregation	kutaniko	trust	0.562
admit	kukubali	trust	0.562
pleasant	mazuri	trust	0.562
vigorous	nguvu	trust	0.562
fort	fort	trust	0.562
remarkable	ajabu	trust	0.562
content	maudhui	trust	0.562
spotless	doa	trust	0.562
uplift	kuinua	trust	0.562
compensate	fidia	trust	0.562
lovemaking	kufanya mapenzi	trust	0.562
jury	juri	trust	0.562
jurist	jurist	trust	0.562
soothing	soothing	trust	0.562
ordination	upatanisho	trust	0.562
cohesion	mshikamano	trust	0.562
frankness	kusema ukweli	trust	0.562
strong	nguvu	trust	0.562
miracle	muujiza	trust	0.562
concordance	concordance	trust	0.562
applaud	tamaa	trust	0.562
prize	tuzo	trust	0.562
apostolic	utume	trust	0.562
succeeding	kufanikiwa	trust	0.562
vitality	nguvu	trust	0.562
treasurer	mweka hazina	trust	0.562
save	salama	trust	0.562
earn	kulipwa	trust	0.562
midwife	mkunga	trust	0.555
discretion	busara	trust	0.555
worship	ibada	trust	0.555
constant	mara kwa mara	trust	0.555
foresight	mtazamo	trust	0.555
vote	kupiga kura	trust	0.555
cultivate	kulima	trust	0.555
impartial	bila upendeleo	trust	0.555
illumination	mwanga	trust	0.555
ambulance	ambulensi	trust	0.555
privacy	faragha	trust	0.555
succeed	kufanikiwa	trust	0.555
providing	kutoa	trust	0.555
veteran	mkongwe	trust	0.555
patience	uvumilivu	trust	0.555
prophet	nabii	trust	0.555
coach	kocha	trust	0.555
intuition	intuition	trust	0.555
reconciliation	upatanisho	trust	0.555
defender	mlinzi	trust	0.555
coalesce	coalesce	trust	0.555
mediate	patanisha	trust	0.555
precedence	utangulizi	trust	0.555
congruence	kikundi	trust	0.555
buddy	buddy	trust	0.555
reunion	reunion	trust	0.555
restorative	kurejesha	trust	0.555
destined	iliyopelekwa	trust	0.555
physicist	fizikia	trust	0.555
influential	yenye ushawishi	trust	0.555
exalt	kuinua	trust	0.555
greatness	ukuu	trust	0.555
inclusion	kuingizwa	trust	0.555
auditor	mkaguzi	trust	0.555
meditate	kutafakari	trust	0.555
betrothed	waliyetumiwa	trust	0.555
proud	kiburi	trust	0.547
provide	kutoa	trust	0.547
conciliation	upatanisho	trust	0.547
ancestral	baba	trust	0.547
liberty	uhuru	trust	0.547
durable	muda mrefu	trust	0.547
impenetrable	haiwezi kuingiliwa	trust	0.547
prudent	busara	trust	0.547
invocation	kuomba	trust	0.547
engaging	kushiriki	trust	0.547
statement	kauli	trust	0.547
rejoice	shangwe	trust	0.547
cheer	furaha	trust	0.547
eyewitness	ushahidi wa macho	trust	0.547
prevalent	imeenea	trust	0.547
securities	dhamana	trust	0.547
friendly	kirafiki	trust	0.547
salvation	wokovu	trust	0.547
independence	uhuru	trust	0.547
govern	utawala	trust	0.547
forgive	kusamehe	trust	0.547
commanding	amri	trust	0.547
convent	mkutano	trust	0.547
reinforcement	kuimarisha	trust	0.547
law	sheria	trust	0.547
registry	Usajili	trust	0.547
temperate	hasira	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	utayari	trust	0.547
heritage	urithi	trust	0.547
chronicle	mwandishi	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	seti	trust	0.539
institute	taasisi	trust	0.539
applause	kupiga makofi	trust	0.539
architecture	usanifu	trust	0.539
obvious	dhahiri	trust	0.539
recovery	kupona	trust	0.539
inimitable	inimitable	trust	0.539
relevant	husika	trust	0.539
responsive	msikivu	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	maelekezo	trust	0.539
define	kufafanua	trust	0.539
delightful	furaha	trust	0.539
antidote	antidote	trust	0.539
admitting	kukubali	trust	0.539
psalms	Zaburi	trust	0.539
stamina	stamina	trust	0.539
majority	wengi	trust	0.539
inoculation	inoculation	trust	0.539
perfect	kamilifu	trust	0.539
obedience	Utiifu	trust	0.539
memorable	kukumbukwa	trust	0.539
chastity	usafi	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	kawaida	trust	0.539
forefathers	mababu	trust	0.539
immovable	isiyohamishika	trust	0.539
eager	hamu	trust	0.539
aspiring	unataka	trust	0.539
obliging	inavyotakiwa	trust	0.539
reinforcements	reinforcements	trust	0.539
tantamount	sawa	trust	0.539
exalted	kuinuliwa	trust	0.539
hospital	hospitali	trust	0.531
retirement	kustaafu	trust	0.531
strive	jitahidi	trust	0.531
edification	kujenga	trust	0.531
candid	mgombea	trust	0.531
deed	tendo	trust	0.531
school	shule	trust	0.531
cradle	utoto	trust	0.531
transcript	nakala	trust	0.531
accompaniment	kuambatana	trust	0.531
doubtless	bila shaka	trust	0.531
rescue	kuokoa	trust	0.531
seal	muhuri	trust	0.531
expedient	inafaa	trust	0.531
ballot	kura	trust	0.531
deliverance	ukombozi	trust	0.531
heavens	mbingu	trust	0.531
fraternal	ndugu	trust	0.531
dependent	tegemezi	trust	0.531
answerable	inayofaa	trust	0.531
center	kituo	trust	0.531
analyst	mchambuzi	trust	0.531
firstborn	mzaliwa wa kwanza	trust	0.531
bloom	Bloom	trust	0.531
inseparable	haiwezi kutenganishwa	trust	0.531
bride	bibi	trust	0.531
evergreen	kijani	trust	0.531
princely	heshima	trust	0.531
immunization	chanjo	trust	0.531
refuge	kimbilio	trust	0.531
verily	hakika	trust	0.531
omniscient	wanajua	trust	0.531
terms	maneno	trust	0.531
sponsor	mdhamini	trust	0.531
approbation	kupitishwa	trust	0.527
correctness	usahihi	trust	0.523
elevation	mwinuko	trust	0.523
neighbor	jirani	trust	0.523
unbroken	haijavunjika	trust	0.523
countenance	uso	trust	0.523
hug	kumkumbatia	trust	0.523
nobility	heshima	trust	0.523
paragon	paragon	trust	0.523
coronation	maadili	trust	0.523
celebration	sherehe	trust	0.523
graduation	uhitimu	trust	0.523
commonwealth	jumuiya ya kawaida	trust	0.523
dictionary	kamusi	trust	0.523
powerful	nguvu	trust	0.523
notable	inayojulikana	trust	0.523
account	akaunti	trust	0.523
winning	kushinda	trust	0.523
honeymoon	asali	trust	0.523
improvement	kuboresha	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	mwalimu	trust	0.523
ratify	ratiba	trust	0.523
connoisseur	mvumbuzi	trust	0.523
award	tuzo	trust	0.523
taught	alifundishwa	trust	0.523
adoration	ibada	trust	0.523
salutary	salutary	trust	0.523
captivate	captivate	trust	0.523
liberate	toa	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	mzuri	trust	0.523
benedictory	benedictory	trust	0.523
feeling	hisia	trust	0.518
freely	kwa uhuru	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	reverie	trust	0.516
organization	shirika	trust	0.516
framework	mfumo	trust	0.516
sentinel	sentinel	trust	0.516
advent	kuja	trust	0.516
inform	taarifa	trust	0.516
committee	kamati	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	nia	trust	0.516
obstetrician	Daktari wa uzazi	trust	0.516
enchanted	enchanted	trust	0.516
formative	kuunda	trust	0.516
tribunal	mahakama	trust	0.516
association	ushirika	trust	0.516
remedy	dawa	trust	0.516
credit	mkopo	trust	0.516
nobleman	Mheshimiwa	trust	0.516
predominant	predominant	trust	0.516
measure	kupima	trust	0.516
perpetuity	kudumu	trust	0.516
fully	kikamilifu	trust	0.516
deserve	unastahili	trust	0.516
tender	zabuni	trust	0.516
pray	kuomba	trust	0.516
confession	kuungama	trust	0.516
management	usimamizi	trust	0.516
volunteer	kujitolea	trust	0.509
instruct	kufundisha	trust	0.508
virgin	bikira	trust	0.508
constable	jitihada	trust	0.508
reward	zawadi	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	kuhani	trust	0.508
policy	sera	trust	0.508
confessional	kukiri	trust	0.508
savor	kula	trust	0.508
custodian	mtunzaji	trust	0.508
vouch	toleo	trust	0.508
tolerance	uvumilivu	trust	0.508
unsurpassed	haijapigwa	trust	0.508
venerable	kuheshimiwa	trust	0.508
forgiving	kusamehe	trust	0.508
intact	si sahihi	trust	0.508
diversity	utofauti	trust	0.508
accolade	kulazimisha	trust	0.508
philosopher	mwanafalsafa	trust	0.508
lieutenant	Luteni	trust	0.508
shepherd	mchungaji	trust	0.508
courtship	uvunjaji	trust	0.508
sovereign	huru	trust	0.508
medical	matibabu	trust	0.508
housewife	mama wa nyumbani	trust	0.508
automatic	moja kwa moja	trust	0.508
patronage	utawala	trust	0.508
enable	itawezesha	trust	0.508
admissible	inakubalika	trust	0.508
