word	Tamil-ta	emotion	emotion-intensity-score
virtuous	நல்லொழுக்கம்	trust	0.719
kindred	இனத்தையும்	trust	0.719
charitable	தொண்டு	trust	0.711
dedication	அர்ப்பணிப்பு	trust	0.711
guarantee	உத்தரவாதம்	trust	0.711
cooperation	ஒத்துழைப்பு	trust	0.711
creditable	பாராட்டப்பட	trust	0.711
consistency	நிலைத்தன்மையும்	trust	0.711
allegiance	விசுவாசம்	trust	0.711
cooperating	ஒத்துழைத்து	trust	0.711
straightforward	நேரடியான	trust	0.711
determination	உறுதியை	trust	0.711
justice	நீதி	trust	0.711
sanctuary	சரணாலயம்	trust	0.703
nurture	வளர்த்தெடுப்பதே	trust	0.703
innocent	அப்பாவி	trust	0.703
admire	ரசிக்கிறது	trust	0.703
assurance	உத்தரவாதம்	trust	0.703
morality	அறநெறி	trust	0.703
prepared	தயாராக	trust	0.703
friendliness	நேசம்	trust	0.703
reliable	நம்பகமான	trust	0.703
mentor	வழிகாட்டியான	trust	0.703
guardianship	பாதுகாவலில்	trust	0.703
fulfilled	நிறைவேறும்	trust	0.703
reverence	மரியாதை	trust	0.703
proof	ஆதாரம்	trust	0.703
admiration	புகழையும்	trust	0.703
mother	தாய்	trust	0.703
protected	பாதுகாக்கப்படுவதால்	trust	0.703
motherhood	தாய்மை	trust	0.703
marriage	திருமணம்	trust	0.695
skillful	திறமைமிக்க	trust	0.695
indestructible	அழிக்கமுடியாத	trust	0.695
guardian	பாதுகாவலர்	trust	0.695
accountable	கணக்கு	trust	0.695
courage	தைரியம்	trust	0.695
bodyguard	மெய்க்காப்பாளர்	trust	0.695
agreeable	ஏற்றுக்கொள்ளக்கூடியதாக	trust	0.695
scientist	விஞ்ஞானி	trust	0.695
allied	கூட்டணி	trust	0.695
compassionate	கருணையுடன்	trust	0.695
humanitarian	மனிதாபிமான	trust	0.695
approving	ஒப்புதல்	trust	0.695
united	ஐக்கிய	trust	0.695
pact	உடன்படிக்கை	trust	0.695
certified	சான்றிதழ்	trust	0.695
morals	ஒழுக்கம்	trust	0.695
esteem	மதிப்பு	trust	0.688
secure	பாதுகாக்க	trust	0.688
perfection	முழுமையாக	trust	0.688
guidance	வழிகாட்டல்	trust	0.688
competent	தகுதிவாய்ந்த	trust	0.688
authenticity	நம்பகத்தன்மையை	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	நியாயமான	trust	0.688
humanity	மனித	trust	0.688
solidity	செறிவு	trust	0.688
adviser	ஆலோசகர்	trust	0.688
pledge	உறுதிமொழி	trust	0.688
believed	நம்பப்படுகிறது	trust	0.688
understanding	புரிதல்	trust	0.688
monogamy	ஒருவனுக்கு ஒருத்தி	trust	0.688
expertise	நிபுணத்துவம்	trust	0.680
diplomatic	தூதரக	trust	0.680
confidential	ரகசிய	trust	0.680
hope	நம்புகிறேன்	trust	0.680
protector	பாதுகாப்பான்	trust	0.680
agreeing	ஒப்புக்	trust	0.680
diligence	விடாமுயற்சி	trust	0.680
official	அதிகாரி	trust	0.680
affirm	உறுதிபடுத்தவும்	trust	0.680
indivisible	பிரிக்கப்படவியலாதது	trust	0.680
grandfather	பாட்டன்	trust	0.680
humble	தாழ்மையான	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	ஆலோசனை	trust	0.680
elders	பெரியவர்கள்	trust	0.680
goodness	நற்குணம்	trust	0.680
commendable	பாராட்டும்படி	trust	0.680
inspire	ஊக்குவிக்கும்	trust	0.680
approve	ஒப்புதல்	trust	0.680
confide	நம்பி	trust	0.680
professional	தொழில்முறை	trust	0.680
familiarity	பரிச்சயம்	trust	0.680
leader	தலைவர்	trust	0.680
confirmed	உறுதி	trust	0.680
acceptance	ஏற்பு	trust	0.680
benevolence	ஈகைக் குணம்	trust	0.672
dignity	கண்ணியம்	trust	0.672
harmoniously	சுமுகமாக	trust	0.672
mastery	தேர்ச்சிக்கு	trust	0.672
unwavering	நிகரில்லா	trust	0.672
accredited	அங்கீகாரம் பெற்ற	trust	0.672
healing	சிகிச்சைமுறை	trust	0.672
encyclopedia	கலைக்களஞ்சியம்	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	தூய்மைப்படுத்திக்	trust	0.672
cohesive	ஒத்திசைந்த	trust	0.672
covenant	உடன்படிக்கை	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	முழுநிறைவான	trust	0.672
safe	பாதுகாப்பான	trust	0.672
intelligent	புத்திசாலி	trust	0.672
merit	தகுதி	trust	0.664
impeccable	அப்பழுக்கற்ற	trust	0.664
affirmatively	உடன்பாடாக	trust	0.664
spiritual	ஆன்மீக	trust	0.664
advocate	வழக்கறிஞர்	trust	0.664
team	அணி	trust	0.664
heroic	வீர	trust	0.664
communicate	தொடர்பு	trust	0.664
disciple	சீடர்	trust	0.664
expert	நிபுணர்	trust	0.664
proficient	கைதேர்ந்தவர்	trust	0.664
specialist	சிறப்பு	trust	0.664
ambassador	தூதர்	trust	0.664
accept	ஏற்க	trust	0.664
attestation	சான்றொப்பம்	trust	0.664
supporting	ஆதரவு	trust	0.664
reliance	நம்பிக்கை	trust	0.664
authority	அதிகாரம்	trust	0.664
accountability	பொறுப்புடைமை	trust	0.664
guidebook	கையேட்டில்	trust	0.664
fulfillment	பூர்த்தி	trust	0.664
strengthening	வலுவடைவதால்	trust	0.661
familiar	பழக்கமான	trust	0.656
facts	உண்மைகளை	trust	0.656
achieve	அடைய	trust	0.656
warranty	உத்தரவாதத்தை	trust	0.656
structure	அமைப்பு	trust	0.656
steadfast	உறுதியான	trust	0.656
favorable	சாதகமான	trust	0.656
counsel	ஆலோசனையை	trust	0.656
relationship	உறவு	trust	0.656
scientific	அறிவியல்	trust	0.656
gentleman	பண்புள்ள	trust	0.656
strength	வலிமை	trust	0.656
elder	மூத்த	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	புனிதம்	trust	0.656
excellent	சிறந்த	trust	0.656
proficiency	திறமை	trust	0.656
constancy	சீரான	trust	0.656
defended	பாதுகாத்து	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	நம்ப	trust	0.648
heroism	வீரம்	trust	0.648
peaceful	அமைதியான	trust	0.648
competency	தேர்ச்சி	trust	0.648
assuredly	நிச்சயமாக	trust	0.648
brother	சகோதரன்	trust	0.648
counselor	ஆலோசகர்	trust	0.648
successful	வெற்றிகரமான	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	பாதுகாப்பு	trust	0.648
saint	துறவி	trust	0.648
harmony	நல்லிணக்கம்	trust	0.648
matrimony	திருமணத்தின்	trust	0.648
noble	உன்னத	trust	0.648
inspiration	உத்வேகம்	trust	0.648
academic	கல்வி	trust	0.648
assist	உதவு	trust	0.648
agreed	ஒப்பு	trust	0.648
uphold	நிலைநிறுத்த	trust	0.648
comrade	தோழர்	trust	0.648
lovable	அன்பானவன்	trust	0.648
advisable	அறிவுறுத்தப்படுகிறது	trust	0.648
solidarity	ஒற்றுமை	trust	0.648
worthy	தகுதி	trust	0.643
durability	ஆயுள்	trust	0.641
coexist	ஒன்றுசேர்ந்தே	trust	0.641
assure	உறுதி	trust	0.641
establish	நிறுவ	trust	0.641
benefactor	புரவலர்	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	முன்னணி	trust	0.641
loving	அன்பான	trust	0.641
teacher	ஆசிரியர்	trust	0.641
judiciary	நீதித்துறை	trust	0.641
conscientious	நேர்மையான	trust	0.641
confidence	நம்பிக்கை	trust	0.641
lawful	சட்டப்பூர்வமான	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	போதகரும்	trust	0.641
champion	சாம்பியன்	trust	0.641
unity	ஒற்றுமை	trust	0.641
legal	சட்ட	trust	0.641
kind	வகையான	trust	0.641
credence	நம்பிக்கை	trust	0.641
real	உண்மையான	trust	0.641
doctor	மருத்துவர்	trust	0.641
intimate	நெருக்கமான	trust	0.634
hopeful	நம்பிக்கையோடு	trust	0.633
fortitude	மனோபலம்	trust	0.633
physician	மருத்துவர்	trust	0.633
brotherly	சகோதரப்	trust	0.633
aspiration	ஆர்வத்தையும்	trust	0.633
convincing	உறுதியளித்தார்	trust	0.633
sanctification	புனிதத்துவத்திற்கு	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	அஞ்சலி	trust	0.633
courageous	தைரியமான	trust	0.633
soundness	வலுவான	trust	0.633
legitimacy	சட்டபூர்வமான தன்மையை	trust	0.633
endorse	ஆதரவளிக்காது	trust	0.633
fidelity	நம்பக	trust	0.633
bless	ஆசீர்வதிப்பார்	trust	0.633
judicial	நீதித்துறை	trust	0.633
important	முக்கியமான	trust	0.633
saintly	துறவு	trust	0.633
conscience	மனசாட்சி	trust	0.633
therapeutic	சிகிச்சை	trust	0.633
authorize	அங்கீகரிக்க	trust	0.633
devotional	பக்தி	trust	0.633
practiced	பயிற்சி	trust	0.633
backbone	முதுகெலும்பாக	trust	0.633
approved	ஒப்புதல்	trust	0.633
evident	தெளிவாக	trust	0.625
encourage	ஊக்குவிக்க	trust	0.625
caretaker	காபந்து	trust	0.625
regard	தொடர்பாக	trust	0.625
angel	தேவதை	trust	0.625
engaged	ஈடுபட்டு	trust	0.625
blessing	ஆசி	trust	0.625
professorship	பேராசிரியராக இருந்தார்	trust	0.625
majestic	கம்பீரமான	trust	0.625
communication	தொடர்பு	trust	0.625
purify	சுத்திகரிக்கப்பட்ட	trust	0.625
authorization	அங்கீகாரம்	trust	0.625
wonderful	அற்புதமான	trust	0.625
achievement	சாதனை	trust	0.625
fireman	தீயணைப்பு வீரர்	trust	0.625
certify	சான்றளிக்க	trust	0.625
civilized	நாகரீகமடைந்த	trust	0.625
profound	ஆழ்ந்த	trust	0.625
accurate	துல்லியமான	trust	0.625
assured	உறுதியளிக்கப்பட்ட	trust	0.625
positivity	பாசிட்டிவிட்டி	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	நல்ல	trust	0.617
absolution	குற்ற	trust	0.617
commend	சிபாரிசு	trust	0.617
cherish	சந்தோஷமாக	trust	0.617
fundamental	அடிப்படை	trust	0.617
advice	ஆலோசனை	trust	0.617
objective	புறநிலை	trust	0.617
optimism	நம்பிக்கை	trust	0.617
testament	சாட்சிகளாய்	trust	0.617
qualities	குணங்கள்	trust	0.617
haven	புகலிடமாக	trust	0.617
heroine	கதாநாயகி	trust	0.617
constantly	தொடர்ந்து	trust	0.617
appreciation	பாராட்டு	trust	0.617
triumphant	வெற்றிப்	trust	0.617
accord	அக்கார்டு	trust	0.617
reassure	உத்தரவாதம்	trust	0.617
truce	சமாதான	trust	0.617
thoughtful	சிந்தனை	trust	0.617
teach	கற்று	trust	0.617
god	தேவன்	trust	0.617
corroborate	உறுதிபடுத்த	trust	0.617
believer	நம்பிக்கை	trust	0.617
unimpeachable	தூய்மையான	trust	0.617
surety	ஷ்யூரிட்டி	trust	0.617
attentive	கவனத்துடன்	trust	0.617
gospel	நற்செய்தி	trust	0.617
bedrock	பாறைப்படுக்கை	trust	0.617
approvement	approvement	trust	0.617
planning	திட்டமிடல்	trust	0.617
rational	பகுத்தறிவு	trust	0.617
passionate	உணர்ச்சி	trust	0.617
happy	சந்தோஷமாக	trust	0.609
babysitter	குழந்தையை	trust	0.609
brilliant	புத்திசாலித்தனமான	trust	0.609
praise	பாராட்டு	trust	0.609
definitive	உறுதியான	trust	0.609
considerate	பரிவு	trust	0.609
patron	புரவலர்	trust	0.609
scripture	இலக்கியத்தில்	trust	0.609
heal	குணமடைய	trust	0.609
praiseworthy	போற்றுதலுக்குரிய	trust	0.609
steward	ஸ்டீவர்ட்	trust	0.609
awareness	விழிப்புணர்வு	trust	0.609
officer	அதிகாரி	trust	0.609
purification	சுத்திகரிப்பு	trust	0.609
excel	எக்சல்	trust	0.609
civilization	நாகரிகம்	trust	0.609
liking	விருப்பபடி	trust	0.609
comfort	ஆறுதல்	trust	0.609
magnificence	சிறப்புக்கும்	trust	0.609
notary	நோட்டரி	trust	0.609
progression	முன்னேற்றத்தை	trust	0.609
mediator	மத்தியஸ்தராக	trust	0.609
blessings	ஆசீர்வாதம்	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	பரிந்துரை	trust	0.609
brave	துணிச்சலான	trust	0.602
experienced	அனுபவம்	trust	0.602
steady	நிலையான	trust	0.602
enlightenment	அறிவொளி	trust	0.602
brighten	பிரகாசிக்கவோ	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	நிறைவேற்ற	trust	0.602
witness	சாட்சி	trust	0.602
humility	பணிவு	trust	0.602
sympathetic	அனுதாபம்	trust	0.602
helpful	பயனுள்ளதாக	trust	0.602
symmetry	சமச்சீர்	trust	0.602
unquestionable	உரியதல்லாததைக்	trust	0.602
peace	சமாதானம்	trust	0.602
transcendence	விஞ்சிய	trust	0.602
serenity	அமைதி	trust	0.602
embrace	தழுவி	trust	0.602
inspired	ஈர்க்கப்பட்டு	trust	0.602
mainstay	முக்கிய	trust	0.602
unconditional	நிபந்தனையற்ற	trust	0.602
guarded	பாதுகாக்கப்பட்ட	trust	0.602
identify	அடையாளம்	trust	0.602
marry	திருமணம்	trust	0.594
grant	வழங்க	trust	0.594
depend	சார்ந்தது	trust	0.594
complimentary	பாராட்டு	trust	0.594
spouse	மனைவி	trust	0.594
tranquility	அமைதி	trust	0.594
vigilant	விழிப்புடன்	trust	0.594
ministry	அமைச்சகம்	trust	0.594
fairly	மிகவும்	trust	0.594
philanthropic	மனிதநேய	trust	0.594
openly	வெளிப்படையாக	trust	0.594
generous	தாராள	trust	0.594
strengthen	வலுப்படுத்த	trust	0.594
gratitude	நன்றி	trust	0.594
befriend	நட்பாக	trust	0.594
substantiate	ஆதாரம்	trust	0.594
praised	பாராட்டினார்	trust	0.594
admiral	அட்மிரல்	trust	0.594
regent	பிரதிநிதி	trust	0.594
sage	முனிவர்	trust	0.594
assessment	மதிப்பீடு	trust	0.594
enlighten	விழிப்பூட்ட	trust	0.594
eminence	மாண்புமிக்க	trust	0.594
commendation	பாராட்டுவது	trust	0.594
efficient	திறமையான	trust	0.594
nurse	செவிலியர்	trust	0.594
visionary	தொலைநோக்கு	trust	0.594
generosity	பெருந்தன்மை	trust	0.594
vigilance	கண்காணிப்பு	trust	0.594
endowment	மானியம்	trust	0.594
council	சபை	trust	0.594
sweetheart	காதலி	trust	0.589
attest	சான்றளிப்பதைக்	trust	0.586
prestige	கெளரவம்	trust	0.586
serene	அமைதியான	trust	0.586
unfailing	தவறாத	trust	0.586
testimony	சாட்சியம்	trust	0.586
checklist	பட்டியல்	trust	0.586
inheritance	பரம்பரை	trust	0.586
monk	துறவி	trust	0.586
godly	தெய்வீக	trust	0.586
compliance	இணக்கம்	trust	0.586
rooted	வேரூன்றி	trust	0.586
constitutional	அரசியலமைப்பு	trust	0.586
conservation	பாதுகாப்பு	trust	0.586
bylaw	ஒழுங்கமைப்புச் சட்ட	trust	0.586
helper	உதவி	trust	0.586
joyful	மகிழ்ச்சிமிக்க	trust	0.586
collectively	கூட்டாக	trust	0.586
meritorious	மெச்சத்தக்க	trust	0.586
acclaim	பாராட்டை	trust	0.586
diplomacy	இராஜதந்திரம்	trust	0.586
educational	கல்வி	trust	0.586
husbandry	வளர்ப்பு	trust	0.586
share	பகிர்	trust	0.586
enjoying	அனுபவிக்கும்	trust	0.586
firmness	உறுதி	trust	0.586
convince	சமாதானப்படுத்த	trust	0.586
designation	பதவி	trust	0.586
tribe	பழங்குடி	trust	0.586
victory	வெற்றி	trust	0.586
magnificent	அற்புதமான	trust	0.586
lovely	அழகான	trust	0.586
seniority	பணி மூப்பு	trust	0.586
angelic	தேவதூதர்	trust	0.586
ambition	லட்சியம்	trust	0.586
father	அப்பா	trust	0.586
mate	துணையை	trust	0.586
sobriety	புகழும்	trust	0.586
revere	வணங்கு	trust	0.586
delegate	பிரதிநிதி	trust	0.586
navigator	மாலுமி	trust	0.578
watchdog	காவற்குழுவினுடனும்	trust	0.578
obey	கீழ்ப்படிய	trust	0.578
cheerfulness	மனமகிழ்ச்சியடைதல்	trust	0.578
inviting	அழைப்பு	trust	0.578
judge	நீதிபதி	trust	0.578
irrefutable	மறுக்க இயலாத	trust	0.578
philanthropist	கொடையாளர்	trust	0.578
careful	கவனமாக	trust	0.578
communion	ஒற்றுமை	trust	0.578
coexisting	உடனிருப்பான	trust	0.578
impartiality	பாரபட்சமற்ற	trust	0.578
unquestioned	முடிசூடா	trust	0.578
upright	நிமிர்ந்து	trust	0.578
authoritative	அதிகார	trust	0.578
structural	கட்டுமான	trust	0.578
convinced	நம்பினார்	trust	0.578
smile	புன்னகை	trust	0.578
commandant	தளபதி	trust	0.578
dutiful	பணிவான	trust	0.578
shelter	தங்குமிடம்	trust	0.578
revival	மறுமலர்ச்சி	trust	0.578
professor	பேராசிரியர்	trust	0.578
adore	வணங்கு	trust	0.578
legalized	சட்டப்பூர்வமாக்கி	trust	0.578
punctual	தவறாமையுடன்	trust	0.570
counsellor	ஆலோசகர்	trust	0.570
complement	நிறைவுடன்	trust	0.570
corroboration	விளைவைப்பற்றிய	trust	0.570
immaculate	மாசற்ற	trust	0.570
relative	உறவினர்	trust	0.570
apostle	அப்போஸ்தலன்	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	இணைப்பு	trust	0.570
insure	காப்பீடு	trust	0.570
plausible	நம்பத்தகுந்த	trust	0.570
consult	ஆலோசனை	trust	0.570
modest	சாதாரண	trust	0.570
measured	அளவிடப்படுகிறது	trust	0.570
pilot	பைலட்	trust	0.570
collaborator	ஒருங்கிணைப்பாளர்	trust	0.570
advise	ஆலோசனை	trust	0.570
cuddle	அரவணைப்பு	trust	0.570
ordinance	அவசரச்	trust	0.570
compass	திசைகாட்டி	trust	0.570
guide	வழிகாட்டும்	trust	0.570
everlasting	நித்திய	trust	0.570
adhering	கடைப்பிடிக்கின்றது	trust	0.570
determinate	தீர்மானிக்கப்பட்டது	trust	0.570
heavenly	பரலோக	trust	0.570
principal	முக்கிய	trust	0.570
abundance	மிகுதியாக	trust	0.570
matron	பம்பில்	trust	0.570
unequivocal	தெளிவான	trust	0.570
volunteers	தொண்டர்கள்	trust	0.570
pedigree	வம்சாவளியை	trust	0.570
unquestionably	கேள்விக்கிடமின்றி	trust	0.570
pertinent	ஏற்புடைய	trust	0.562
devout	பக்தியும்	trust	0.562
curable	குணப்படுத்தக்கூடிய	trust	0.562
insight	நுண்ணறிவால்	trust	0.562
congregation	கூட்டம்	trust	0.562
admit	ஒப்புக்கொள்ள	trust	0.562
pleasant	இனிமையான	trust	0.562
vigorous	தீவிரமான	trust	0.562
fort	கோட்டை	trust	0.562
remarkable	குறிப்பிடத்தக்க	trust	0.562
content	உள்ளடக்கம்	trust	0.562
spotless	களங்கமற்ற	trust	0.562
uplift	மேலெழும்பி	trust	0.562
compensate	ஈடு	trust	0.562
lovemaking	தேதியும்	trust	0.562
jury	ஜூரி	trust	0.562
jurist	நீதியாளர்	trust	0.562
soothing	இனிமையான	trust	0.562
ordination	ஒருங்கிணைப்பு	trust	0.562
cohesion	ஓட்டுந்தன்மை	trust	0.562
frankness	பகிரங்கமாகவும்	trust	0.562
strong	வலுவான	trust	0.562
miracle	அதிசயம்	trust	0.562
concordance	ஒற்றுமை	trust	0.562
applaud	கைத்தட்டல்	trust	0.562
prize	பரிசு	trust	0.562
apostolic	திருத்தூதர்	trust	0.562
succeeding	வெற்றி	trust	0.562
vitality	ஆயுளையும்	trust	0.562
treasurer	பொருளாளர்	trust	0.562
save	காப்பாற்ற	trust	0.562
earn	சம்பாதி	trust	0.562
midwife	மருத்துவச்சி	trust	0.555
discretion	சுயேச்சையான	trust	0.555
worship	வழிபாடு	trust	0.555
constant	நிலையான	trust	0.555
foresight	தொலைநோக்கு பார்வையால்	trust	0.555
vote	வாக்கு	trust	0.555
cultivate	பயிரிட	trust	0.555
impartial	நடுநிலை	trust	0.555
illumination	ஒளியூட்டமானது	trust	0.555
ambulance	ஆம்புலன்ஸ்	trust	0.555
privacy	தனியுரிமை	trust	0.555
succeed	வெற்றி	trust	0.555
providing	வழங்கும்	trust	0.555
veteran	முதுபெரும்	trust	0.555
patience	பொறுமை	trust	0.555
prophet	தீர்க்கதரிசி	trust	0.555
coach	பயிற்சியாளர்	trust	0.555
intuition	உள்ளுணர்வு	trust	0.555
reconciliation	சமரசம்	trust	0.555
defender	பாதுகாவலனாக	trust	0.555
coalesce	ஒன்றுதிரள்வதற்கும்	trust	0.555
mediate	மத்தியஸ்தம்	trust	0.555
precedence	முன்னுரிமை	trust	0.555
congruence	சர்வசமமாக	trust	0.555
buddy	நண்பா	trust	0.555
reunion	ஒன்றிணைதல்	trust	0.555
restorative	சீரமைப்பு	trust	0.555
destined	விதி	trust	0.555
physicist	இயற்பியலாளர்	trust	0.555
influential	செல்வாக்கு	trust	0.555
exalt	பதவி உயர்த்து	trust	0.555
greatness	மேன்மை	trust	0.555
inclusion	சேர்ப்பதற்காக	trust	0.555
auditor	தணிக்கையாளர்	trust	0.555
meditate	தியானம்	trust	0.555
betrothed	திருமணம் நிச்சயமாகிறது	trust	0.555
proud	பெருமை	trust	0.547
provide	வழங்கும்	trust	0.547
conciliation	சமரசம்	trust	0.547
ancestral	மூதாதையர்	trust	0.547
liberty	சுதந்திரம்	trust	0.547
durable	நீடித்த	trust	0.547
impenetrable	போலித்தனம்	trust	0.547
prudent	விவேகமுள்ள	trust	0.547
invocation	பிரார்த்தனையுடன்	trust	0.547
engaging	ஈடுபாட்டை	trust	0.547
statement	அறிக்கை	trust	0.547
rejoice	சந்தோஷப்படுங்கள்	trust	0.547
cheer	உற்சாகம்	trust	0.547
eyewitness	கண்ணால் கண்ட	trust	0.547
prevalent	அதிகமாக	trust	0.547
securities	பத்திரங்கள்	trust	0.547
friendly	நட்பு	trust	0.547
salvation	இரட்சிப்பின்	trust	0.547
independence	சுதந்திரம்	trust	0.547
govern	ஆட்சி	trust	0.547
forgive	மன்னிக்க	trust	0.547
commanding	கட்டளை	trust	0.547
convent	கான்வென்ட்	trust	0.547
reinforcement	வலுவூட்டல்	trust	0.547
law	சட்டம்	trust	0.547
registry	பதிவேட்டில்	trust	0.547
temperate	மிதமான	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	தயார்	trust	0.547
heritage	பாரம்பரியத்தை	trust	0.547
chronicle	வரலாற்றுக்கூறின்	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	குழும	trust	0.539
institute	நிறுவனம்	trust	0.539
applause	கைத்தட்டல்	trust	0.539
architecture	கட்டிடக்கலை	trust	0.539
obvious	வெளிப்படையான	trust	0.539
recovery	மீட்பு	trust	0.539
inimitable	பார்த்துப் பின்பற்ற	trust	0.539
relevant	தொடர்புடைய	trust	0.539
responsive	பதிலளிக்க	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	அறிவுறுத்தல்கள்	trust	0.539
define	வரையறுக்க	trust	0.539
delightful	மகிழ்ச்சிகரமானதாக	trust	0.539
antidote	மாற்று மருந்தாக	trust	0.539
admitting	ஒப்புக்	trust	0.539
psalms	பாசுரங்கள்	trust	0.539
stamina	திண்மை	trust	0.539
majority	பெரும்பான்மை	trust	0.539
inoculation	தடுப்பூசியாக	trust	0.539
perfect	சரியான	trust	0.539
obedience	கீழ்ப்படிதல்	trust	0.539
memorable	மறக்கமுடியாத	trust	0.539
chastity	கற்பு	trust	0.539
proctor	பிராக்டர்	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	முறைப்படுத்தி	trust	0.539
forefathers	முன்னோர்களின்	trust	0.539
immovable	அசையா	trust	0.539
eager	ஆர்வமாக	trust	0.539
aspiring	ஆர்வலர்	trust	0.539
obliging	தெளிவற்ற	trust	0.539
reinforcements	வலுவூட்டங்கள்	trust	0.539
tantamount	வழிவகுக்கக்கூடும்	trust	0.539
exalted	மேன்மைமிகு	trust	0.539
hospital	மருத்துவமனை	trust	0.531
retirement	ஓய்வு	trust	0.531
strive	போராடு	trust	0.531
edification	நல்லொழுக்கப்படுத்துவதற்கு	trust	0.531
candid	நேர்மையாக	trust	0.531
deed	பத்திரம்	trust	0.531
school	பள்ளி	trust	0.531
cradle	தொட்டில்	trust	0.531
transcript	தமிழாக்கம்	trust	0.531
accompaniment	அழகுக்காக	trust	0.531
doubtless	சந்தேகமின்றி	trust	0.531
rescue	மீட்பு	trust	0.531
seal	முத்திரை	trust	0.531
expedient	உகந்த	trust	0.531
ballot	வாக்கு	trust	0.531
deliverance	விடுதலை	trust	0.531
heavens	வானங்களும்	trust	0.531
fraternal	உடன்பிறந்த	trust	0.531
dependent	சார்ந்து	trust	0.531
answerable	பெறுப்பேற்பதற்குரிய	trust	0.531
center	சென்டர்	trust	0.531
analyst	ஆய்வாளர்	trust	0.531
firstborn	மூத்தவள்	trust	0.531
bloom	மலர்ந்து	trust	0.531
inseparable	பிரிக்க	trust	0.531
bride	மணப்பெண்	trust	0.531
evergreen	பசுமையான	trust	0.531
princely	சுதேச	trust	0.531
immunization	நோய்த்தடுப்பு	trust	0.531
refuge	அடைக்கலம்	trust	0.531
verily	மெய்யாகவே	trust	0.531
omniscient	எங்கும்	trust	0.531
terms	விதிமுறை	trust	0.531
sponsor	ஸ்பான்சராக	trust	0.531
approbation	பாராட்டு	trust	0.527
correctness	சரியான	trust	0.523
elevation	உயரத்தில்	trust	0.523
neighbor	அண்டை	trust	0.523
unbroken	உடையாத	trust	0.523
countenance	முகம்	trust	0.523
hug	அணைப்பு	trust	0.523
nobility	பிரபுக்கள்	trust	0.523
paragon	போற்றுதற்குரிய	trust	0.523
coronation	முடிசூட்டு	trust	0.523
celebration	கொண்டாட்டம்	trust	0.523
graduation	பட்டம்	trust	0.523
commonwealth	காமன்வெல்த்	trust	0.523
dictionary	அகராதி	trust	0.523
powerful	சக்திவாய்ந்த	trust	0.523
notable	குறிப்பிடத்தக்க	trust	0.523
account	கணக்கு	trust	0.523
winning	வென்ற	trust	0.523
honeymoon	தேனிலவு	trust	0.523
improvement	முன்னேற்றம்	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	பாதிரியாராக	trust	0.523
ratify	கையொப்பமிட	trust	0.523
connoisseur	ரசிகனுக்கு	trust	0.523
award	விருது	trust	0.523
taught	கற்று	trust	0.523
adoration	அர்ப்பணிப்பிற்குத்	trust	0.523
salutary	உடல் நலம்	trust	0.523
captivate	இழுக்கும்	trust	0.523
liberate	விடுவித்து	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	பரிசு பெற்ற	trust	0.523
benedictory	benedictory	trust	0.523
feeling	உணர்வு	trust	0.518
freely	சுதந்திரமாக	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	ஆமென்	trust	0.516
reverie	பகற்கனவு	trust	0.516
organization	அமைப்பு	trust	0.516
framework	கட்டமைப்பை	trust	0.516
sentinel	காவலாளி	trust	0.516
advent	வருகையுடன்	trust	0.516
inform	தெரிவிக்க	trust	0.516
committee	குழு	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	எண்ணம்	trust	0.516
obstetrician	மகப்பேறு மருத்துவராக	trust	0.516
enchanted	மந்திரித்த	trust	0.516
formative	உருவாக்கம்	trust	0.516
tribunal	தீர்ப்பாயம்	trust	0.516
association	சங்கம்	trust	0.516
remedy	தீர்வு	trust	0.516
credit	கடன்	trust	0.516
nobleman	பிரபுவின்	trust	0.516
predominant	முதன்மையானதாக	trust	0.516
measure	அளவிட	trust	0.516
perpetuity	நிரந்தரமாக	trust	0.516
fully	முழுமையாக	trust	0.516
deserve	தகுதி	trust	0.516
tender	ஒப்பந்தம்	trust	0.516
pray	பிரார்த்தனை	trust	0.516
confession	வாக்குமூலம்	trust	0.516
management	மேலாண்மை	trust	0.516
volunteer	தன்னார்வ	trust	0.509
