word	Albanian-sq	emotion	emotion-intensity-score
frown	vrenjt	sadness	0.453
worse	më keq	sadness	0.453
inability	pamundësi	sadness	0.453
avalanche	ortek	sadness	0.453
perplexity	shushatje	sadness	0.453
doldrums	apati	sadness	0.453
scarcity	pamjaftueshmëri	sadness	0.453
discriminate	diskriminoj	sadness	0.453
invade	pushtoj	sadness	0.453
lowly	i ulët	sadness	0.448
lone	i vetëm	sadness	0.446
guillotine	gijotinë	sadness	0.446
encumbrance	pengesë	sadness	0.441
annulment	anulim	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	burgosje	sadness	0.439
bummer	zhgënjim	sadness	0.439
delirious	në kllapi	sadness	0.439
bum	të ndenjura	sadness	0.438
rejects	refuzon	sadness	0.438
futile	i kotë	sadness	0.438
departure	largim	sadness	0.438
disconnected	shkëputur	sadness	0.438
lunacy	çmenduri	sadness	0.438
coercion	shtrëngim	sadness	0.438
fugitive	i arratisur	sadness	0.438
disapproved	miratoi	sadness	0.438
paucity	pakicë	sadness	0.438
blues	gjendje e dëshpëruar	sadness	0.438
ghetto	geto	sadness	0.438
cancellation	anulim	sadness	0.438
imprudent	i pakujdesshëm	sadness	0.438
forbid	ndaloj	sadness	0.438
sympathize	më vjen keq	sadness	0.438
problem	problem	sadness	0.438
abscess	lungë	sadness	0.438
insolvency	paaftësi paguese	sadness	0.438
indigent	i varfër	sadness	0.438
apathetic	apatik	sadness	0.438
pensive	i zhytur në mendime	sadness	0.438
lethargy	letargji	sadness	0.438
disagreement	mosmarrëveshje	sadness	0.438
stigma	njollë	sadness	0.438
detainee	i arrestuar	sadness	0.438
farewell	lamtumirë	sadness	0.438
insignificant	i parëndësishëm	sadness	0.438
diminish	zvogelohet	sadness	0.438
dislocated	i ndrydhur	sadness	0.438
emotional	emocional	sadness	0.438
unattainable	i paarritshëm	sadness	0.438
animosity	armiqësi	sadness	0.438
deflate	ul çmimet	sadness	0.438
appendicitis	apendicit	sadness	0.438
restriction	kufizimi	sadness	0.438
underpaid	i paguar pak	sadness	0.438
disapproving	mospranues	sadness	0.438
absent	që mungon	sadness	0.438
darkened	errësuar	sadness	0.438
disqualified	i përjashtuar	sadness	0.435
bothering	ngacmim	sadness	0.435
tripping	fikje	sadness	0.429
sunk	i zhytur	sadness	0.426
retribution	ndëshkim	sadness	0.424
draining	kullues	sadness	0.424
varicella	lisë së dhenve	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	i përhumbur	sadness	0.422
dispassionate	i paanshëm	sadness	0.422
deviation	devijim	sadness	0.422
thief	hajdut	sadness	0.422
cyst	kist	sadness	0.422
beggar	lypës	sadness	0.422
falling	rënie	sadness	0.422
neuralgia	nevralgji	sadness	0.422
unequal	i pabarabartë	sadness	0.422
jarring	luhatje	sadness	0.422
bad	keq	sadness	0.422
rip	prehu ne paqe	sadness	0.422
handicap	e metë	sadness	0.422
cardiomyopathy	cardiomyopathy	sadness	0.422
cutting	prerje	sadness	0.422
unwelcome	i paftuar	sadness	0.422
scarce	i pakët	sadness	0.422
wrongdoing	keqbërje	sadness	0.422
insolvent	i paaftë të paguajë	sadness	0.422
difficulties	vështirësi	sadness	0.421
invader	pushtues	sadness	0.420
drab	i zymtë	sadness	0.420
fall	bie	sadness	0.418
illegitimate	i paligjshëm	sadness	0.416
expel	përjashtoj	sadness	0.414
meaningless	pakuptimtë	sadness	0.409
darkness	terr	sadness	0.409
syncope	të fikët	sadness	0.407
stroke	goditje	sadness	0.406
hoax	shaka	sadness	0.406
darken	errësoj	sadness	0.406
precarious	i pasigurt	sadness	0.406
subjected	nënshtruar	sadness	0.406
feudalism	feudalizëm	sadness	0.406
fury	tërbim	sadness	0.406
bitch	kurvë	sadness	0.406
enmity	armiqësi	sadness	0.406
wildfire	lëndë e djegshme	sadness	0.406
obnoxious	i padurueshëm	sadness	0.406
confine	kufizoj	sadness	0.406
fatigued	i lodhur	sadness	0.406
fault	faj	sadness	0.406
unsatisfied	i pakënaqur	sadness	0.405
spank	shpulakë	sadness	0.403
deluge	përmbytje	sadness	0.402
sigh	psherëtimë	sadness	0.402
spinster	grua e pamartuar	sadness	0.400
blue	blu	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	i duhur	sadness	0.398
embarrass	vë në siklet	sadness	0.394
pitfall	kurth	sadness	0.394
pointless	i kotë	sadness	0.394
seriousness	seriozitet	sadness	0.394
monsoon	muson	sadness	0.391
debt	borxh	sadness	0.391
exhausted	i rraskapitur	sadness	0.391
stretcher	barelë	sadness	0.391
condescension	përfillje	sadness	0.391
dwarfed	dwarfed	sadness	0.391
inefficient	i paefektshëm	sadness	0.391
ravenous	grabitqar	sadness	0.391
rue	rue	sadness	0.391
banshee	Banshee	sadness	0.391
daemon	demon	sadness	0.391
feeble	i dobët	sadness	0.391
coldness	ftohtësi	sadness	0.391
ifonly	ifonly	sadness	0.391
insulting	fyes	sadness	0.391
trickery	dinakëri	sadness	0.391
noose	lak	sadness	0.391
punch	grusht	sadness	0.391
reproach	turp	sadness	0.391
ineptitude	absurditet	sadness	0.391
refused	refuzoi	sadness	0.391
cage	kafaz	sadness	0.391
brute	shtazë	sadness	0.391
subvert	shkatërroj	sadness	0.384
jealousy	xhelozi	sadness	0.382
geriatric	geriatric	sadness	0.379
miss	humbas	sadness	0.379
struggle	luftë	sadness	0.379
inexcusable	i pafalshëm	sadness	0.379
descent	prejardhje	sadness	0.377
entangled	i ngatërruar	sadness	0.377
ashes	hi	sadness	0.377
exhaustion	rraskapitje	sadness	0.375
blackness	mërzi	sadness	0.375
funk	frikacak	sadness	0.375
disqualify	ndaloj	sadness	0.375
slump	krizë	sadness	0.375
inconsiderate	i pakujdesur	sadness	0.375
noncompliance	mospërputhje	sadness	0.375
goodbye	lamtumirë	sadness	0.375
sucks	sucks	sadness	0.375
landslide	lumë votash	sadness	0.375
overcast	i mbuluar me re	sadness	0.375
rabid	i tërbuar	sadness	0.375
inferior	inferior	sadness	0.375
murky	i errët	sadness	0.375
prostitution	prostitucion	sadness	0.375
scar	mbresë	sadness	0.375
dispel	largoj	sadness	0.375
parting	lamtumire	sadness	0.375
wasting	gërryes	sadness	0.375
withdraw	të tërheqë	sadness	0.375
oust	përzë	sadness	0.375
sympathy	simpati	sadness	0.375
delay	vonesë	sadness	0.373
unattractive	i pakëndshëm	sadness	0.373
apologize	kërkoj falje	sadness	0.370
crazy	i çmendur	sadness	0.368
bastard	bastard	sadness	0.366
deteriorated	përkeqësuar	sadness	0.365
inter	inter	sadness	0.364
empty	bosh	sadness	0.364
mocking	tallës	sadness	0.363
adder	nëpërkë	sadness	0.361
hindering	penguar	sadness	0.359
flounder	ngec	sadness	0.359
hunter	gjuetar	sadness	0.359
unable	i paaftë	sadness	0.359
fruitless	i pafrytshëm	sadness	0.359
arraignment	lexim i aktpadisë	sadness	0.359
tremor	dridhje	sadness	0.359
taunt	thumb	sadness	0.359
fainting	i dobët	sadness	0.359
plaintive	vajtues	sadness	0.359
defendant	i pandehur	sadness	0.359
disconnect	shqit	sadness	0.359
servile	servil	sadness	0.359
unsuccessful	i pasuksesshëm	sadness	0.359
unemployed	i papunë	sadness	0.359
austere	i rreptë	sadness	0.359
lockup	kyç	sadness	0.359
numbness	mpirje	sadness	0.359
wrangling	zënie	sadness	0.359
misunderstanding	keqkuptim	sadness	0.359
obesity	trashje	sadness	0.359
idiocy	idiotësi	sadness	0.359
consecration	përkushtim	sadness	0.359
perpetrator	kryesi	sadness	0.359
doubt	dyshim	sadness	0.359
affront	fyerje	sadness	0.359
unpopular	jopopullor	sadness	0.359
inefficiency	paaftësi	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	bujë	sadness	0.359
unrest	shqetësim	sadness	0.351
intervention	ndërhyrje	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	humbje	sadness	0.348
absentee	mungestar	sadness	0.348
spoiler	spoiler	sadness	0.348
flaw	e metë	sadness	0.347
blindly	verbërisht	sadness	0.344
thrash	rrah	sadness	0.344
furrow	hulli	sadness	0.344
militia	milici	sadness	0.344
litigate	bëj gjyq me dikë	sadness	0.344
stained	me njolla	sadness	0.344
uninspired	i pashkaktuar	sadness	0.344
uninvited	i paftuar	sadness	0.344
detention	ndalim	sadness	0.344
surgery	kirurgji	sadness	0.344
lawsuit	procedim	sadness	0.344
specter	fantazmë	sadness	0.344
desert	shkretëtirë	sadness	0.344
attenuation	zbutje	sadness	0.344
forfeit	humb	sadness	0.344
plea	lutje	sadness	0.344
cumbersome	i rëndë	sadness	0.344
resigned	dha dorëheqjen	sadness	0.344
lagging	mbetur	sadness	0.344
intercede	ndërmjetësoj	sadness	0.344
myopia	miopi	sadness	0.339
unaccountable	i papërgjegjshëm	sadness	0.339
mishap	incident	sadness	0.338
probation	provë	sadness	0.336
disagreeing	mospajtim	sadness	0.333
severance	ndarje	sadness	0.333
bacteria	bakteret	sadness	0.328
adrift	në mëshirë të fatit	sadness	0.328
squall	klithmë	sadness	0.328
nether	nether	sadness	0.328
leave	lë	sadness	0.328
incompetent	i paaftë	sadness	0.328
endless	i pafund	sadness	0.328
unacceptable	i papranueshëm	sadness	0.328
bondage	skallavëri	sadness	0.328
dependence	varësi	sadness	0.328
sterile	steril	sadness	0.328
unacknowledged	i mbetur pa përgjigje	sadness	0.328
disallowed	ndaluar	sadness	0.328
nepotism	nepotizëm	sadness	0.328
soreness	hidhërim	sadness	0.328
scold	shaj	sadness	0.327
flaccid	i dobët	sadness	0.324
hobo	endacak	sadness	0.323
fragile	i brishtë	sadness	0.319
stingy	koprac	sadness	0.319
sue	hedh në gjyq	sadness	0.318
scarcely	thuajse	sadness	0.318
mistake	gabim	sadness	0.312
committal	varrim	sadness	0.312
fatty	i yndyrshëm	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	shij	sadness	0.312
skid	trung	sadness	0.312
hamstring	paralizoj	sadness	0.312
nonsensical	absurd	sadness	0.312
ulcer	ulçerë	sadness	0.312
defy	nuk e përfill	sadness	0.312
nostalgia	nostalgji	sadness	0.312
inhibit	pengoj	sadness	0.312
clouded	plot	sadness	0.312
evanescence	shuarje	sadness	0.312
conceal	fsheh	sadness	0.311
blemish	cen	sadness	0.310
resisting	rezistonin	sadness	0.309
sympathetic	dashamirës	sadness	0.307
bugaboo	gogol	sadness	0.304
confess	rrëfej	sadness	0.303
opium	opium	sadness	0.303
alas	mjerisht	sadness	0.302
setback	pengesë	sadness	0.297
halting	që çalon	sadness	0.297
incase	në rast se	sadness	0.297
inappropriate	i papërshtatshëm	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migrenë	sadness	0.297
incompatible	i papajtueshëm	sadness	0.297
dull	e shurdhër	sadness	0.297
discontinuity	mungesë lidhjeje logjike	sadness	0.297
wrinkled	i rrudhosur	sadness	0.297
suppress	shtyp	sadness	0.297
weak	i dobët	sadness	0.297
mislead	mashtroj	sadness	0.297
subsidence	fundosje	sadness	0.297
hermit	vetmitar	sadness	0.296
moving	lëviz	sadness	0.295
shrink	tkurrje	sadness	0.295
shiver	drithmë	sadness	0.291
tramp	lavire	sadness	0.288
constraint	detyrim	sadness	0.288
unimportant	i parëndësishëm	sadness	0.288
rubble	rrënoja	sadness	0.282
excluding	me përjashtim të	sadness	0.281
revoke	anuloj	sadness	0.281
negro	zezak	sadness	0.281
shortage	mungesë	sadness	0.281
wearily	wearily	sadness	0.281
grey	gri	sadness	0.281
senseless	i pakuptim	sadness	0.281
overdue	i vonuar	sadness	0.281
flinch	dridhem	sadness	0.281
adverse	i pafavorshëm	sadness	0.281
remove	heq	sadness	0.281
grumpy	ters	sadness	0.281
flop	dështim	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	rrëfim	sadness	0.281
timid	i turpshëm	sadness	0.281
down	poshtë	sadness	0.281
unseat	heq nga parlamenti	sadness	0.281
apathy	apati	sadness	0.281
taint	turp	sadness	0.281
black	e zezë	sadness	0.281
knell	shenjë e kobshme	sadness	0.275
jurisprudence	jurisprudencë	sadness	0.273
humbled	përulur	sadness	0.273
confusion	ngatërrim	sadness	0.273
soldier	ushtar	sadness	0.273
throb	pulsim	sadness	0.273
gray	gri	sadness	0.269
obstacle	pengesë	sadness	0.266
lax	i shkujdesur	sadness	0.266
eternity	përjetësi	sadness	0.266
leaving	duke lënë	sadness	0.266
unrealistic	joreale	sadness	0.266
mixedemotions	emocione të përziera	sadness	0.266
slur	shpifje	sadness	0.266
drifted	përvjedhur	sadness	0.266
remiss	i pakujdesshëm	sadness	0.266
shack	kasolle	sadness	0.266
inconvenient	i papërshtatshëm	sadness	0.263
restrict	kufizoj	sadness	0.259
misrepresentation	shtrembërim	sadness	0.259
stagnant	i ndenjur	sadness	0.259
disservice	dëmtim	sadness	0.258
backwater	moçal	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	labirint	sadness	0.255
wasteful	shkapërdar	sadness	0.250
labored	i mundimshëm	sadness	0.250
uneducated	i paedukuar	sadness	0.250
incomplete	i paplotë	sadness	0.250
older	më të vjetër	sadness	0.250
speculation	spekulim	sadness	0.250
undying	i pavdekshëm	sadness	0.250
pine	pishe	sadness	0.250
tempest	stuhi	sadness	0.250
humbug	mashtrues	sadness	0.250
bang	zhurmë	sadness	0.250
gullible	sylesh	sadness	0.250
unexplained	pashpjegueshme	sadness	0.250
communism	komunizmi	sadness	0.250
error	gabim	sadness	0.250
anchorage	ankorim	sadness	0.250
rainyday	ditë me shi	sadness	0.242
demonstrative	dëftor	sadness	0.242
melodrama	melodramë	sadness	0.242
necessity	domosdoshmëri	sadness	0.236
boredom	mërzitje	sadness	0.235
misty	i mjegullt	sadness	0.234
warp	prish	sadness	0.234
trash	plehra	sadness	0.234
burke	shuaj	sadness	0.234
hollow	i uritur	sadness	0.234
void	i pavlefshëm	sadness	0.234
healing	shërim	sadness	0.234
cloudy	i vrenjtur	sadness	0.234
blockade	bllokadë	sadness	0.234
depart	largohem	sadness	0.234
uninteresting	jointeresant	sadness	0.234
cancel	anuloj	sadness	0.234
sentence	fjali	sadness	0.234
foggy	i errët	sadness	0.234
pale	i zbehtë	sadness	0.234
case	rast	sadness	0.228
rainy	me shi	sadness	0.227
onerous	i vështirë	sadness	0.223
bottom	fund	sadness	0.223
uninterested	i çinteresuar	sadness	0.223
fasting	agjërimit	sadness	0.220
indifference	mospërfillje	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	përballimin	sadness	0.219
discolored	i zbardhur	sadness	0.219
blunder	gabim trashanik	sadness	0.219
thirst	etje	sadness	0.219
dole	ua ndaj të varfërve	sadness	0.219
pious	fetar	sadness	0.219
cocaine	kokainë	sadness	0.218
tough	i ashpër	sadness	0.212
lower	më i ulët	sadness	0.203
sprain	ndrydhje	sadness	0.203
arid	i thatë	sadness	0.203
fat	yndyrë	sadness	0.203
revolution	revolucion	sadness	0.203
chilly	ftohtë	sadness	0.203
chargeable	i dënueshëm	sadness	0.203
sluggish	i ngadaltë	sadness	0.203
yucky	i pështirë	sadness	0.203
hoary	i zbardhur	sadness	0.203
wanting	i mangët	sadness	0.202
progression	progresion	sadness	0.201
closure	mbyllje	sadness	0.195
unbeaten	i parrahur	sadness	0.193
veal	mish viçi	sadness	0.188
retirement	daljes në pension	sadness	0.188
oddity	gjë e çuditshme	sadness	0.188
heartfelt	i përzemërt	sadness	0.188
meh	meh	sadness	0.188
invalid	invalid	sadness	0.188
tease	ngas	sadness	0.188
splitting	përçarje	sadness	0.188
interrupted	i ndërprerë	sadness	0.188
rumor	thashetheme	sadness	0.188
cataract	katarakt	sadness	0.188
rack	raft	sadness	0.188
halter	lak	sadness	0.188
cold	të ftohtë	sadness	0.188
concerned	i shqetësuar	sadness	0.184
sarcasm	sarkazëm	sadness	0.181
strip	rrip	sadness	0.179
esteem	nderim	sadness	0.172
feeling	ndjenje	sadness	0.172
overload	mbingarkesë	sadness	0.172
divided	i ndarë	sadness	0.172
memories	kujtimet	sadness	0.172
sap	llogore	sadness	0.172
eschew	rri larg	sadness	0.172
cupping	hedhje kupash	sadness	0.172
destination	destinacion	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	i kufizuar	sadness	0.167
rain	shi	sadness	0.163
willful	me paramendim	sadness	0.160
untitled	untitled	sadness	0.157
weeds	rroba zije	sadness	0.156
stint	kufizoj	sadness	0.156
cross	kryq	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	gërhij	sadness	0.154
inconsequential	i parëndësishëm	sadness	0.152
procession	procesion	sadness	0.152
tax	taksë	sadness	0.142
lesbian	lezbike	sadness	0.141
emo	emo	sadness	0.141
overpriced	mbiçmuara	sadness	0.141
tolerate	duroj	sadness	0.141
mug	turi	sadness	0.141
weight	peshë	sadness	0.141
touchy	i prekshëm	sadness	0.140
kennel	lukuni	sadness	0.130
grounded	bazuar	sadness	0.130
late	vonë	sadness	0.125
theocratic	teokratik	sadness	0.125
clouds	retë	sadness	0.125
terrific	i frikshëm	sadness	0.125
commemorate	përkujtuar	sadness	0.125
meek	i butë	sadness	0.125
stillness	heshtje	sadness	0.125
sisterhood	lidhje e afërt motrave	sadness	0.125
socialist	socialist	sadness	0.125
unpaid	i papaguar	sadness	0.125
margin	diferencë	sadness	0.125
default	parazgjedhur	sadness	0.121
lace	lidhëse	sadness	0.118
unpublished	i pabotuar	sadness	0.116
interested	i interesuar	sadness	0.114
fortress	kala	sadness	0.110
fleece	qeth	sadness	0.109
rating	vlerësim	sadness	0.109
lush	i shëndetshëm	sadness	0.109
harry	ngacmoj	sadness	0.109
priesthood	priftëri	sadness	0.109
orchestra	orkestër	sadness	0.109
ultimate	i fundit	sadness	0.109
sanctify	shenjtëroj	sadness	0.108
income	të ardhura	sadness	0.100
sonnet	sonet	sadness	0.094
winning	fitues	sadness	0.094
quiet	i qetë	sadness	0.094
boo	yy	sadness	0.094
vainly	më kot	sadness	0.091
wet	i lagësht	sadness	0.078
hug	përqafim	sadness	0.078
hut	bun	sadness	0.078
ovation	brohoritje	sadness	0.078
humble	i përulur	sadness	0.078
motivating	motivuese	sadness	0.078
opera	operë	sadness	0.078
treat	trajtoj	sadness	0.076
hymn	himn	sadness	0.064
honest	i ndershëm	sadness	0.062
relics	gërmadha	sadness	0.061
couch	shtrat	sadness	0.060
waffle	gjepura	sadness	0.047
shell	guaskë	sadness	0.045
musical	muzikor	sadness	0.045
savor	shijoj	sadness	0.034
vote	votim	sadness	0.031
napkin	pecetë	sadness	0.031
sing	këndoj	sadness	0.017
music	muzikë	sadness	0.016
mother	nënë	sadness	0.016
nutritious	kalori	sadness	0.015
lovely	bukuroshe	sadness	0.009
art	art	sadness	0.000
romance	romancë	sadness	0.000
liquor	pije	sadness	0.000
sweetheart	i dashur	sadness	0.000
surprise	befasi	surprise	0.930
flabbergast	mahnis	surprise	0.906
explode	shpërthej	surprise	0.906
explosion	shpërthyes	surprise	0.898
explosive	eksploziv	surprise	0.883
ambush	pritë	surprise	0.883
eruption	shpërthim	surprise	0.883
frighten	tremb	surprise	0.875
startle	befasoj	surprise	0.875
surprisingly	çuditërisht	surprise	0.875
shockingly	shockingly	surprise	0.875
surprising	i papritur	surprise	0.867
frightened	i frikësuar	surprise	0.867
surprised	befasuar	surprise	0.867
thrilling	emocionues	surprise	0.859
miracle	mrekulli	surprise	0.859
outburst	shpërthim	surprise	0.859
blast	shpërthim	surprise	0.852
alarm	alarm	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	goditje	surprise	0.844
thunderstruck	i shushatur	surprise	0.844
shock	goditje	surprise	0.844
fright	lemeri	surprise	0.836
bang	zhurmë	surprise	0.836
unexpectedly	papritur	surprise	0.836
catastrophe	katastrofë	surprise	0.836
dazzle	verboj	surprise	0.836
emergency	urgjencë	surprise	0.828
bewilderment	hutim	surprise	0.828
suddenly	papritur	surprise	0.828
startling	befasues	surprise	0.828
astound	shtang	surprise	0.820
stunned	habitur	surprise	0.820
jackpot	çmim i parë	surprise	0.812
earthquake	tërmet	surprise	0.812
disaster	fatkeqësi	surprise	0.812
astonish	habis	surprise	0.805
astonishment	mahnitje	surprise	0.805
climax	kulm	surprise	0.805
aghast	i tmerruar	surprise	0.805
scare	tremb	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	bombë	surprise	0.789
erupt	shpërthej	surprise	0.789
exclaim	thërras	surprise	0.789
amazement	habi	surprise	0.781
detonate	shpërthej	surprise	0.773
alarming	alarmues	surprise	0.773
miraculous	i mrekullueshëm	surprise	0.773
invade	pushtoj	surprise	0.773
raid	bastisje	surprise	0.773
abduction	rrëmbim	surprise	0.773
kidnap	rrëmbej me dhunë	surprise	0.766
stupefy	topis	surprise	0.758
overwhelming	i pakalueshëm	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	paparashikueshme	surprise	0.758
unimaginable	i papërfytyrueshëm	surprise	0.750
erratic	i çrregullt	surprise	0.750
accident	aksident	surprise	0.750
outrageous	i egër	surprise	0.750
flinch	dridhem	surprise	0.742
blitz	sulmoj rrufeshëm	surprise	0.742
petrify	shtang	surprise	0.742
slaughter	masakër	surprise	0.742
horror	tmerr	surprise	0.742
amaze	çudit	surprise	0.742
bewilder	trullos	surprise	0.742
wreck	thyej	surprise	0.742
stupefaction	trullosje	surprise	0.734
excitement	eksitim	surprise	0.734
frenetic	i harbuar	surprise	0.734
frantic	i tërbuar	surprise	0.734
crash	përplasje	surprise	0.734
sudden	i papritur	surprise	0.727
riotous	i tërbuar	surprise	0.727
vanished	i zhdukur	surprise	0.727
moonstruck	i rrjedhur	surprise	0.727
outcry	protestë	surprise	0.727
bewildered	i hutuar	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotim	surprise	0.719
shriek	britmë	surprise	0.719
breathless	i pafrymë	surprise	0.719
scream	piskat	surprise	0.719
manslaughter	vrasje e thjeshtë	surprise	0.719
rupture	këputje	surprise	0.719
unanticipated	paparashikuar	surprise	0.719
amazedness	amazedness	surprise	0.719
uncontrollable	i papërmbajtur	surprise	0.711
unexpected	i papritur	surprise	0.711
electrify	elektrifikoj	surprise	0.711
stun	trullos	surprise	0.711
shot	e shtënë	surprise	0.711
avalanche	ortek	surprise	0.711
gasp	gulçoj	surprise	0.711
unforeseen	i paparashikuar	surprise	0.703
slam	kritikoj	surprise	0.703
surge	valë e madhe	surprise	0.703
intruder	njeri i bezdisshëm	surprise	0.703
abrupt	i papritur	surprise	0.703
suspense	pezullim	surprise	0.703
devastation	shkatërrim	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	paqëndrueshmëri	surprise	0.695
excite	nxeh	surprise	0.695
unprecedented	i pashembullt	surprise	0.695
stab	goditje me thikë	surprise	0.695
urgent	urgjent	surprise	0.695
yell	bërtas	surprise	0.695
strike	grevë	surprise	0.695
disturbance	shqetësim	surprise	0.688
carnage	kërdi	surprise	0.688
spectacular	madhështor	surprise	0.688
incredible	i pabesueshëm	surprise	0.688
recklessness	recklessness	surprise	0.680
slap	mu	surprise	0.680
monstrous	i përçudnuar	surprise	0.680
clamor	zhurmë	surprise	0.680
thrill	emocion	surprise	0.680
accidentally	rastësisht	surprise	0.672
accidental	aksidental	surprise	0.672
striking	i mrekullueshëm	surprise	0.672
captivate	robëroj	surprise	0.672
exhilaration	dehje	surprise	0.672
terrorist	terrorist	surprise	0.672
inexplicable	i pashpjegueshëm	surprise	0.672
exciting	emocionuese	surprise	0.672
topple	të rrëzuar	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vullkan	surprise	0.664
revolution	revolucion	surprise	0.664
freakish	tekanjoz	surprise	0.664
incendiary	zjarrvënës	surprise	0.656
revolt	revoltë	surprise	0.656
sneak	vjedhës	surprise	0.656
unspeakable	i pashprehur	surprise	0.656
bloodshed	gjakderdhje	surprise	0.656
cyclone	ciklon	surprise	0.648
violent	i dhunshëm	surprise	0.648
disruption	përçarje	surprise	0.648
spellbound	gojëhapur	surprise	0.648
unsuspecting	që nuk dyshon	surprise	0.648
mutiny	kryengritje	surprise	0.648
attacking	sulmuar	surprise	0.648
unintended	paparamenduara	surprise	0.648
amazingly	amazingly	surprise	0.648
epidemic	epidemi	surprise	0.648
shout	britmë	surprise	0.641
screech	ulërimë	surprise	0.641
wildfire	lëndë e djegshme	surprise	0.641
indescribable	i papërshkrueshëm	surprise	0.641
enthusiasm	entuziazëm	surprise	0.641
excitation	ngacmim	surprise	0.641
tumult	zhurmë	surprise	0.641
improvisation	improvizim	surprise	0.641
anomaly	anomali	surprise	0.633
apparition	fantazmë	surprise	0.633
treachery	tradhti	surprise	0.633
presto	pasazh i shpejtë	surprise	0.633
gape	çuditem	surprise	0.633
agape	golëhapur	surprise	0.633
uncertain	i pasigurt	surprise	0.633
plunder	plaçkitje	surprise	0.633
tempest	stuhi	surprise	0.625
trick	mashtrim	surprise	0.625
slaughtering	therja	surprise	0.625
wonderment	habi	surprise	0.625
excited	i ngacmuar	surprise	0.625
sorcery	magji	surprise	0.625
murderous	vrasës	surprise	0.625
urgency	urgjente	surprise	0.625
distress	ankth	surprise	0.625
mystery	mister	surprise	0.625
trickery	dinakëri	surprise	0.617
intense	i madh	surprise	0.617
vanish	zhduket	surprise	0.617
murder	vrasje	surprise	0.617
quickness	shpejtësi	surprise	0.617
intrusive	i bezdisshëm	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	shaka	surprise	0.617
blindfold	qorrazi	surprise	0.609
coup	goditje e befasishme	surprise	0.609
splash	spërkatje	surprise	0.609
thief	hajdut	surprise	0.609
magical	magjik	surprise	0.609
unstable	i paqëndrueshëm	surprise	0.609
shatter	thyej	surprise	0.609
strangle	mbyt	surprise	0.609
defy	nuk e përfill	surprise	0.602
deluge	përmbytje	surprise	0.602
inconceivable	i papërfytyrueshëm	surprise	0.602
jubilee	jubile	surprise	0.602
stupor	mpirje	surprise	0.602
tackle	trajtuar	surprise	0.602
assail	sulmoj	surprise	0.602
betray	shes	surprise	0.602
monstrosity	gjë e shëmtuar	surprise	0.594
alerts	alarme	surprise	0.594
lightning	vetëtimë	surprise	0.594
mishap	incident	surprise	0.594
shrill	i mprehtë	surprise	0.594
stupendous	i jashtëzakonshëm	surprise	0.594
mysterious	misterioz	surprise	0.586
paralyzed	i paralizuar	surprise	0.586
randomly	rastësisht	surprise	0.586
bonus	shpërblim	surprise	0.586
deceit	mashtrim	surprise	0.586
wild	i egër	surprise	0.586
pitfall	kurth	surprise	0.586
wondrous	i mrekullueshëm	surprise	0.586
uncanny	i çuditshëm	surprise	0.586
electric	elektrik	surprise	0.578
oddity	gjë e çuditshme	surprise	0.578
death	vdekje	surprise	0.578
jubilant	i ngazëllyer	surprise	0.578
godsend	dhuratë nga perëndia	surprise	0.578
stagger	tundem	surprise	0.578
raving	përçart	surprise	0.578
rejoicing	gëzuar	surprise	0.578
premature	i parakohshëm	surprise	0.578
fluke	pikë për shans	surprise	0.578
bizarre	i çuditshëm	surprise	0.578
revenge	hakmarrje	surprise	0.570
dynamic	dinamik	surprise	0.570
dismay	lebetit	surprise	0.570
ecstatic	në ekstazë	surprise	0.562
fascinate	magjeps	surprise	0.562
uncover	zbuloj	surprise	0.562
jerk	hov	surprise	0.562
reward	shperblim	surprise	0.562
nefarious	i poshtër	surprise	0.562
reappear	ridukem	surprise	0.562
whim	teka	surprise	0.555
conjure	sjell në mendje	surprise	0.555
crescendo	kulm	surprise	0.555
zany	karagjoz	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	ndriçoj	surprise	0.547
rescue	shpëtim	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	fitues	surprise	0.547
heroism	heroizëm	surprise	0.547
rarity	gjë e rrallë	surprise	0.547
ejaculation	derdhje	surprise	0.547
