word	Galician-gl	emotion	emotion-intensity-score
humbled	humillado	sadness	0.273
confusion	confusión	sadness	0.273
soldier	soldado	sadness	0.273
throb	golpear	sadness	0.273
gray	gris	sadness	0.269
obstacle	obstáculo	sadness	0.266
lax	lax	sadness	0.266
eternity	eternidade	sadness	0.266
leaving	saíndo	sadness	0.266
unrealistic	non realista	sadness	0.266
mixedemotions	mixtas emocións	sadness	0.266
slur	rebelde	sadness	0.266
drifted	deriva	sadness	0.266
remiss	remiss	sadness	0.266
shack	choza	sadness	0.266
inconvenient	inconveniente	sadness	0.263
restrict	restrinxir	sadness	0.259
misrepresentation	falsa representación	sadness	0.259
stagnant	estancado	sadness	0.259
disservice	dobrar	sadness	0.258
backwater	remanso	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	deserto	sadness	0.255
wasteful	desperdicio	sadness	0.250
labored	traballou	sadness	0.250
uneducated	sen educación	sadness	0.250
incomplete	incompleto	sadness	0.250
older	máis vello	sadness	0.250
speculation	especulación	sadness	0.250
undying	inmortal	sadness	0.250
pine	piñeiro	sadness	0.250
tempest	tempestade	sadness	0.250
humbug	humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	crédula	sadness	0.250
unexplained	inexplicable	sadness	0.250
communism	comunismo	sadness	0.250
error	erro	sadness	0.250
anchorage	ancoraxe	sadness	0.250
rainyday	día chuvioso	sadness	0.242
demonstrative	demostrativo	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	necesidade	sadness	0.236
boredom	aburrimiento	sadness	0.235
misty	brumoso	sadness	0.234
warp	urdidura	sadness	0.234
trash	lixo	sadness	0.234
burke	burke	sadness	0.234
hollow	oco	sadness	0.234
void	baleiro	sadness	0.234
healing	curación	sadness	0.234
cloudy	nublado	sadness	0.234
blockade	bloqueo	sadness	0.234
depart	parten	sadness	0.234
uninteresting	desinteressante	sadness	0.234
cancel	cancelar	sadness	0.234
sentence	sentenza	sadness	0.234
foggy	brumoso	sadness	0.234
pale	pálido	sadness	0.234
case	caso	sadness	0.228
rainy	chuvioso	sadness	0.227
onerous	oneroso	sadness	0.223
bottom	fondo	sadness	0.223
uninterested	desinteresado	sadness	0.223
fasting	xexún	sadness	0.220
indifference	indiferenza	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	facer fronte	sadness	0.219
discolored	decolorado	sadness	0.219
blunder	erro	sadness	0.219
thirst	sede	sadness	0.219
dole	dole	sadness	0.219
pious	piadoso	sadness	0.219
cocaine	cocaína	sadness	0.218
tough	duro	sadness	0.212
lower	menor	sadness	0.203
sprain	esguince	sadness	0.203
arid	árido	sadness	0.203
fat	graxa	sadness	0.203
revolution	revolución	sadness	0.203
chilly	frío	sadness	0.203
chargeable	cobrable	sadness	0.203
sluggish	lento	sadness	0.203
yucky	sorteado	sadness	0.203
hoary	hoary	sadness	0.203
wanting	querendo	sadness	0.202
progression	progresión	sadness	0.201
closure	peche	sadness	0.195
unbeaten	invicto	sadness	0.193
veal	veal	sadness	0.188
retirement	xubilación	sadness	0.188
oddity	oddidade	sadness	0.188
heartfelt	sincero	sadness	0.188
meh	meh	sadness	0.188
invalid	non válido	sadness	0.188
tease	burlarse	sadness	0.188
splitting	división	sadness	0.188
interrupted	interrompido	sadness	0.188
rumor	rumor	sadness	0.188
cataract	catarata	sadness	0.188
rack	rack	sadness	0.188
halter	halter	sadness	0.188
cold	frío	sadness	0.188
concerned	preocupado	sadness	0.184
sarcasm	sarcasmo	sadness	0.181
strip	tira	sadness	0.179
esteem	estima	sadness	0.172
feeling	sentimento	sadness	0.172
overload	sobrecarga	sadness	0.172
divided	dividido	sadness	0.172
memories	recordos	sadness	0.172
sap	sap	sadness	0.172
eschew	escapar	sadness	0.172
cupping	cubrindo	sadness	0.172
destination	destino	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	limitado	sadness	0.167
rain	choiva	sadness	0.163
willful	voluntario	sadness	0.160
untitled	sen título	sadness	0.157
weeds	malas herbas	sadness	0.156
stint	stint	sadness	0.156
cross	cruz	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	inconsecuente	sadness	0.152
procession	procesión	sadness	0.152
tax	Imposto	sadness	0.142
lesbian	lesbianas	sadness	0.141
emo	emo	sadness	0.141
overpriced	caro	sadness	0.141
tolerate	tolerar	sadness	0.141
mug	caneca	sadness	0.141
weight	peso	sadness	0.141
touchy	tactil	sadness	0.140
kennel	canil	sadness	0.130
grounded	conectado a terra	sadness	0.130
late	tarde	sadness	0.125
theocratic	teocrático	sadness	0.125
clouds	nubes	sadness	0.125
terrific	fantástico	sadness	0.125
commemorate	conmemorar	sadness	0.125
meek	tímido	sadness	0.125
stillness	quietude	sadness	0.125
sisterhood	irmandade	sadness	0.125
socialist	socialista	sadness	0.125
unpaid	sen pagar	sadness	0.125
margin	marxe	sadness	0.125
default	por defecto	sadness	0.121
lace	encaixe	sadness	0.118
unpublished	inédita	sadness	0.116
interested	interesado	sadness	0.114
fortress	fortaleza	sadness	0.110
fleece	vellón	sadness	0.109
rating	clasificación	sadness	0.109
lush	exuberante	sadness	0.109
harry	Harry	sadness	0.109
priesthood	sacerdocio	sadness	0.109
orchestra	Orquestra	sadness	0.109
ultimate	ultimate	sadness	0.109
sanctify	santificar	sadness	0.108
income	ingresos	sadness	0.100
sonnet	soneto	sadness	0.094
winning	gañar	sadness	0.094
quiet	tranquila	sadness	0.094
boo	boo	sadness	0.094
vainly	en balde	sadness	0.091
wet	mollado	sadness	0.078
hug	abrazo	sadness	0.078
hut	Cabana	sadness	0.078
ovation	ovación	sadness	0.078
humble	humilde	sadness	0.078
motivating	motivar	sadness	0.078
opera	ópera	sadness	0.078
treat	tratar	sadness	0.076
hymn	himno	sadness	0.064
honest	honesto	sadness	0.062
relics	reliquias	sadness	0.061
couch	sofá	sadness	0.060
waffle	waffle	sadness	0.047
shell	casca	sadness	0.045
musical	musical	sadness	0.045
savor	saborear	sadness	0.034
vote	votar	sadness	0.031
napkin	servilletas	sadness	0.031
sing	cantar	sadness	0.017
music	música	sadness	0.016
mother	nai	sadness	0.016
nutritious	nutritivo	sadness	0.015
lovely	precioso	sadness	0.009
art	arte	sadness	0.000
romance	romance	sadness	0.000
liquor	licor	sadness	0.000
sweetheart	cariño	sadness	0.000
surprise	sorpresa	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	estoupar	surprise	0.906
explosion	explosión	surprise	0.898
explosive	explosivo	surprise	0.883
ambush	emboscada	surprise	0.883
eruption	erupción	surprise	0.883
frighten	asustar	surprise	0.875
startle	asustado	surprise	0.875
surprisingly	sorprendentemente	surprise	0.875
shockingly	sorprendentemente	surprise	0.875
surprising	sorprendente	surprise	0.867
frightened	asustado	surprise	0.867
surprised	sorprendido	surprise	0.867
thrilling	emocionante	surprise	0.859
miracle	milagre	surprise	0.859
outburst	explosión	surprise	0.859
blast	explosión	surprise	0.852
alarm	alarma	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	sacudida	surprise	0.844
thunderstruck	golpeado	surprise	0.844
shock	choque	surprise	0.844
fright	medo	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	inesperadamente	surprise	0.836
catastrophe	catástrofe	surprise	0.836
dazzle	deslumbrante	surprise	0.836
emergency	emerxencia	surprise	0.828
bewilderment	desconcertante	surprise	0.828
suddenly	De súpeto	surprise	0.828
startling	sorprendente	surprise	0.828
astound	asombrado	surprise	0.820
stunned	sorprendido	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	terremoto	surprise	0.812
disaster	desastre	surprise	0.812
astonish	asombroso	surprise	0.805
astonishment	asombro	surprise	0.805
climax	clímax	surprise	0.805
aghast	aghast	surprise	0.805
scare	asustar	surprise	0.797
awestruck	asombrado	surprise	0.797
bomb	bomba	surprise	0.789
erupt	erupción	surprise	0.789
exclaim	exclamar	surprise	0.789
amazement	asombro	surprise	0.781
detonate	detonar	surprise	0.773
alarming	alarmante	surprise	0.773
miraculous	milagroso	surprise	0.773
invade	invadir	surprise	0.773
raid	incursión	surprise	0.773
abduction	rapto	surprise	0.773
kidnap	secuestro	surprise	0.766
stupefy	estupor	surprise	0.758
overwhelming	abafadora	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	impredicible	surprise	0.758
unimaginable	inimaginable	surprise	0.750
erratic	errático	surprise	0.750
accident	accidente	surprise	0.750
outrageous	indignante	surprise	0.750
flinch	flinch	surprise	0.742
blitz	blitz	surprise	0.742
petrify	Petrificar	surprise	0.742
slaughter	masacre	surprise	0.742
horror	horror	surprise	0.742
amaze	sorprender	surprise	0.742
bewilder	desconcertante	surprise	0.742
wreck	naufraxio	surprise	0.742
stupefaction	estupefacción	surprise	0.734
excitement	emoción	surprise	0.734
frenetic	frenético	surprise	0.734
frantic	frenético	surprise	0.734
crash	falla	surprise	0.734
sudden	repentina	surprise	0.727
riotous	riotosa	surprise	0.727
vanished	desapareceu	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	protesta	surprise	0.727
bewildered	desconcertado	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotaxe	surprise	0.719
shriek	gritar	surprise	0.719
breathless	sen alento	surprise	0.719
scream	gritar	surprise	0.719
manslaughter	homicidio	surprise	0.719
rupture	ruptura	surprise	0.719
unanticipated	inesperado	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	incontrolable	surprise	0.711
unexpected	inesperado	surprise	0.711
electrify	electrificar	surprise	0.711
stun	atordoamento	surprise	0.711
shot	tiro	surprise	0.711
avalanche	avalancha	surprise	0.711
gasp	gasp	surprise	0.711
unforeseen	imprevisto	surprise	0.703
slam	golpe	surprise	0.703
surge	aumento	surprise	0.703
intruder	intruso	surprise	0.703
abrupt	brusco	surprise	0.703
suspense	suspense	surprise	0.703
devastation	devastación	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	volatilidade	surprise	0.695
excite	excitar	surprise	0.695
unprecedented	sen precedentes	surprise	0.695
stab	apuñalar	surprise	0.695
urgent	urxente	surprise	0.695
yell	gritar	surprise	0.695
strike	folga	surprise	0.695
disturbance	perturbación	surprise	0.688
carnage	carnicería	surprise	0.688
spectacular	espectacular	surprise	0.688
incredible	incrible	surprise	0.688
recklessness	imprudencia	surprise	0.680
slap	bofetada	surprise	0.680
monstrous	monstruoso	surprise	0.680
clamor	clamor	surprise	0.680
thrill	emoción	surprise	0.680
accidentally	accidentalmente	surprise	0.672
accidental	accidental	surprise	0.672
striking	sorprendente	surprise	0.672
captivate	cautivar	surprise	0.672
exhilaration	exhilaration	surprise	0.672
terrorist	terrorista	surprise	0.672
inexplicable	inexplicable	surprise	0.672
exciting	apaixonante	surprise	0.672
topple	derrubar	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	volcán	surprise	0.664
revolution	revolución	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	incendiario	surprise	0.656
revolt	revolta	surprise	0.656
sneak	esgueirar	surprise	0.656
unspeakable	indecible	surprise	0.656
bloodshed	derramamento de sangue	surprise	0.656
cyclone	ciclón	surprise	0.648
violent	violento	surprise	0.648
disruption	interrupción	surprise	0.648
spellbound	hechizado	surprise	0.648
unsuspecting	desprezo	surprise	0.648
mutiny	motín	surprise	0.648
attacking	atacando	surprise	0.648
unintended	non desexado	surprise	0.648
amazingly	sorprendentemente	surprise	0.648
epidemic	epidemia	surprise	0.648
shout	gritar	surprise	0.641
screech	chillar	surprise	0.641
wildfire	incendio forestal	surprise	0.641
indescribable	indescriptible	surprise	0.641
enthusiasm	entusiasmo	surprise	0.641
excitation	excitación	surprise	0.641
tumult	tumulto	surprise	0.641
improvisation	improvisación	surprise	0.641
anomaly	anomalía	surprise	0.633
apparition	aparición	surprise	0.633
treachery	traizón	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	incerto	surprise	0.633
plunder	saqueo	surprise	0.633
tempest	tempestade	surprise	0.625
trick	truco	surprise	0.625
slaughtering	matanza	surprise	0.625
wonderment	marabilla	surprise	0.625
excited	animado	surprise	0.625
sorcery	hechicería	surprise	0.625
murderous	asasinos	surprise	0.625
urgency	urxencia	surprise	0.625
distress	angustia	surprise	0.625
mystery	misterio	surprise	0.625
trickery	trucos	surprise	0.617
intense	intenso	surprise	0.617
vanish	desaparecer	surprise	0.617
murder	asasinato	surprise	0.617
quickness	rapidez	surprise	0.617
intrusive	intrusivo	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	broma	surprise	0.617
blindfold	vinganza	surprise	0.609
coup	golpe	surprise	0.609
splash	salpicón	surprise	0.609
thief	ladroa	surprise	0.609
magical	máxico	surprise	0.609
unstable	inestable	surprise	0.609
shatter	romper	surprise	0.609
strangle	estrangular	surprise	0.609
defy	desafiar	surprise	0.602
deluge	diluvio	surprise	0.602
inconceivable	inconcibible	surprise	0.602
jubilee	Xubileu	surprise	0.602
stupor	estupor	surprise	0.602
tackle	abordar	surprise	0.602
assail	asaltar	surprise	0.602
betray	traizoar	surprise	0.602
monstrosity	monstruosidade	surprise	0.594
alerts	alertas	surprise	0.594
lightning	raio	surprise	0.594
mishap	accidente	surprise	0.594
shrill	estridente	surprise	0.594
stupendous	estupendo	surprise	0.594
mysterious	misterioso	surprise	0.586
paralyzed	paralizado	surprise	0.586
randomly	aleatoriamente	surprise	0.586
bonus	bonus	surprise	0.586
deceit	engano	surprise	0.586
wild	salvaxe	surprise	0.586
pitfall	trampa	surprise	0.586
wondrous	marabilloso	surprise	0.586
uncanny	descoñecido	surprise	0.586
electric	eléctrico	surprise	0.578
oddity	oddidade	surprise	0.578
death	morte	surprise	0.578
jubilant	jubilante	surprise	0.578
godsend	godsend	surprise	0.578
stagger	escalar	surprise	0.578
raving	raving	surprise	0.578
rejoicing	alegrándose	surprise	0.578
premature	prematuro	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	bizarro	surprise	0.578
revenge	vinganza	surprise	0.570
dynamic	dinámico	surprise	0.570
dismay	asustado	surprise	0.570
ecstatic	extático	surprise	0.562
fascinate	Abraiar	surprise	0.562
uncover	descubrir	surprise	0.562
jerk	parvo	surprise	0.562
reward	recompensa	surprise	0.562
nefarious	nefasta	surprise	0.562
reappear	reaparecer	surprise	0.562
whim	capricho	surprise	0.555
conjure	conxurar	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	iluminar	surprise	0.547
rescue	rescate	surprise	0.547
tantalizing	tentador	surprise	0.547
winner	ganador	surprise	0.547
heroism	heroísmo	surprise	0.547
rarity	rareza	surprise	0.547
ejaculation	ejaculação	surprise	0.547
daze	aturdido	surprise	0.547
unbridled	desenfreada	surprise	0.547
thwart	frustrar	surprise	0.547
treason	traizón	surprise	0.539
punch	golpe	surprise	0.539
insult	insulto	surprise	0.539
lunge	estourido	surprise	0.539
illusion	ilusión	surprise	0.539
lucky	sorte	surprise	0.539
interrupt	interromper	surprise	0.539
cheer	animar	surprise	0.539
celebration	celebración	surprise	0.539
violation	violación	surprise	0.539
marvel	marabilla	surprise	0.539
sensation	sensación	surprise	0.531
fearfully	temerosa	surprise	0.531
concealed	oculto	surprise	0.531
banger	banger	surprise	0.531
affront	afrontamento	surprise	0.531
snag	atrapado	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	marabilla	surprise	0.523
immediacy	inmediatez	surprise	0.523
undiscovered	non descuberto	surprise	0.523
abandonment	abandono	surprise	0.523
rejoice	Alegre	surprise	0.523
improvise	improvisar	surprise	0.523
majestic	majestuoso	surprise	0.523
scorpion	escorpión	surprise	0.523
victimized	vítima	surprise	0.523
liberate	liberar	surprise	0.523
yelp	querer	surprise	0.516
stealthily	furtivamente	surprise	0.516
tickle	cóxegas	surprise	0.516
chance	oportunidade	surprise	0.516
howl	aullar	surprise	0.516
swerve	desviar	surprise	0.508
reflex	reflexo	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	sorte	surprise	0.508
magnificent	magnífico	surprise	0.508
transcendence	transcendencia	surprise	0.508
garish	garish	surprise	0.508
unintentionally	sen querer	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	infrecuente	surprise	0.500
marvelous	marabilloso	surprise	0.500
heroic	heroica	surprise	0.500
remarkable	notable	surprise	0.500
fainting	desmayo	surprise	0.500
slayer	asasino	surprise	0.500
erotic	erótico	surprise	0.500
enliven	animar	surprise	0.500
alertness	alerta	surprise	0.500
misbehavior	mal comportamento	surprise	0.500
embarrassment	vergonza	surprise	0.500
diversion	diversión	surprise	0.500
unutterable	unutterable	surprise	0.492
nab	nab	surprise	0.492
camouflage	camuflaxe	surprise	0.492
trump	triunfo	surprise	0.492
decoy	señuelo	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	quimera	surprise	0.492
infarct	infarto	surprise	0.492
birthday	aniversario	surprise	0.492
greatness	grandeza	surprise	0.492
zeal	celo	surprise	0.484
prick	picar	surprise	0.484
magician	mago	surprise	0.484
underestimate	subestimar	surprise	0.484
horde	horda	surprise	0.484
fanfare	fanfarria	surprise	0.484
inexpressible	inexpresable	surprise	0.484
daemon	demonio	surprise	0.484
variable	variable	surprise	0.484
curiosity	curiosidade	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	sen gardar	surprise	0.477
chicane	chicane	surprise	0.477
fortune	fortuna	surprise	0.477
sneeze	estornudar	surprise	0.477
illumination	iluminación	surprise	0.477
incident	incidente	surprise	0.477
dreadfully	terriblemente	surprise	0.477
strange	estraño	surprise	0.477
subversive	subversivo	surprise	0.477
reversal	reversión	surprise	0.469
prowl	prowl	surprise	0.469
rapid	rápido	surprise	0.469
leery	leery	surprise	0.469
wizard	asistente	surprise	0.469
coincidence	coincidencia	surprise	0.461
hilarious	hilarante	surprise	0.461
divergent	diverxente	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	romper	surprise	0.461
slip	deslizamento	surprise	0.461
wonderful	marabilloso	surprise	0.453
hoax	broma	surprise	0.453
winning	gañar	surprise	0.453
overestimate	sobreestimar	surprise	0.453
confession	confesión	surprise	0.453
ordeal	calvario	surprise	0.453
evanescence	evanescencia	surprise	0.453
merriment	alegría	surprise	0.453
raffle	rifa	surprise	0.453
stound	estropeado	surprise	0.445
laughter	risa	surprise	0.445
enthusiast	entusiasta	surprise	0.445
splendid	espléndido	surprise	0.445
feat	fazaña	surprise	0.445
perchance	por casualidade	surprise	0.445
excel	excel	surprise	0.445
gambling	xogos de azar	surprise	0.445
unintentional	non intencionais	surprise	0.438
brighten	alegrar	surprise	0.438
changeable	cambiable	surprise	0.438
rapt	rapt	surprise	0.438
unique	único	surprise	0.438
splendor	esplendor	surprise	0.438
senseless	sen sentido	surprise	0.438
gift	agasallo	surprise	0.430
fascination	fascinación	surprise	0.430
trepidation	trepidación	surprise	0.430
stealthy	furtivo	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	encantado	surprise	0.430
lawsuit	demanda	surprise	0.430
intrigue	intriga	surprise	0.430
quicksilver	rápido	surprise	0.422
originality	orixinalidade	surprise	0.422
riddle	enigma	surprise	0.422
judgment	xuízo	surprise	0.422
enchant	encantar	surprise	0.422
stealth	sigilo	surprise	0.422
veracity	veracidade	surprise	0.414
elusive	elusivo	surprise	0.414
perjury	perjurio	surprise	0.414
spirits	espíritos	surprise	0.414
liberation	liberación	surprise	0.414
illegitimate	ilexítimo	surprise	0.414
syncope	síncope	surprise	0.414
experiment	experimento	surprise	0.414
gambler	xogador	surprise	0.406
eager	Ansioso	surprise	0.406
inspired	inspirado	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	aplausos	surprise	0.406
allure	encanto	surprise	0.406
parade	desfile	surprise	0.406
princely	princely	surprise	0.398
divorce	divorcio	surprise	0.398
guess	adiviñar	surprise	0.398
burlesque	burlesco	surprise	0.398
secrecy	segredo	surprise	0.398
aspiration	aspiración	surprise	0.391
peri	peri	surprise	0.391
cheerful	alegre	surprise	0.391
hermaphrodite	hermafrodita	surprise	0.391
supremacy	supremacía	surprise	0.391
incontinence	incontinencia	surprise	0.391
inheritance	herdanza	surprise	0.383
score	puntuación	surprise	0.383
lose	perder	surprise	0.383
crowning	coroando	surprise	0.383
buck	dólar	surprise	0.383
praiseworthy	louvável	surprise	0.383
cadaver	Cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	místico	surprise	0.375
succeed	ter éxito	surprise	0.375
advance	avanzar	surprise	0.375
sparkle	brillo	surprise	0.367
hope	esperanza	surprise	0.367
joker	bromista	surprise	0.367
sensual	sensual	surprise	0.367
excavation	escavación	surprise	0.367
feeling	sentimento	surprise	0.359
entertainment	entretemento	surprise	0.359
clown	payaso	surprise	0.352
newcomer	novo	surprise	0.352
modify	modificar	surprise	0.352
award	premio	surprise	0.352
blessings	benzóns	surprise	0.352
postponement	aplazamento	surprise	0.352
obit	obit	surprise	0.352
celebrity	celebridade	surprise	0.344
hero	heroe	surprise	0.344
start	comezar	surprise	0.344
wonderfully	marabillosas	surprise	0.344
highest	máis alto	surprise	0.344
proficiency	competencia	surprise	0.344
glorify	glorificar	surprise	0.344
unbeaten	invicto	surprise	0.336
memorable	memorable	surprise	0.336
sanctify	santificar	surprise	0.336
rekindle	reavivar	surprise	0.336
optimism	optimismo	surprise	0.336
warned	advertiu	surprise	0.336
prodigious	prodixioso	surprise	0.336
dissolution	disolución	surprise	0.336
grin	sorriso	surprise	0.336
admiration	admiración	surprise	0.328
hypertrophy	hipertrofia	surprise	0.328
present	presente	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	anxo	surprise	0.320
examination	exame	surprise	0.320
catch	atrapar	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	coquetear	surprise	0.312
puma	puma	surprise	0.312
liberty	liberdade	surprise	0.312
kiss	bico	surprise	0.312
embrace	abrazar	surprise	0.312
occasional	ocasional	surprise	0.312
treat	tratar	surprise	0.312
saint	santo	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	despedida	surprise	0.312
perfection	perfección	surprise	0.305
generosity	xenerosidade	surprise	0.305
gratify	gratificar	surprise	0.305
saintly	santo	surprise	0.305
sally	sally	surprise	0.305
polarity	polaridade	surprise	0.297
finally	finalmente	surprise	0.297
differently	diferente	surprise	0.297
palpable	palpable	surprise	0.297
warn	aviso	surprise	0.297
ceremony	cerimonia	surprise	0.297
larger	máis grande	surprise	0.297
favorable	favorable	surprise	0.297
romance	romance	surprise	0.289
medal	medalla	surprise	0.289
inviting	invitando	surprise	0.289
greeting	saúdo	surprise	0.289
candid	franco	surprise	0.281
resignation	renuncia	surprise	0.281
trip	viaxe	surprise	0.281
accolade	recoñecemento	surprise	0.281
labor	traballo	surprise	0.281
stare	mirar fijamente	surprise	0.273
glimmer	brillo	surprise	0.266
invite	invitar	surprise	0.266
somatic	somático	surprise	0.266
admire	admirar	surprise	0.266
immerse	mergullar	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimetismo	surprise	0.266
compensate	compensar	surprise	0.266
insolvency	insolvencia	surprise	0.266
playful	juguetón	surprise	0.266
complement	complemento	surprise	0.258
receiving	recibindo	surprise	0.258
hypothesis	hipótese	surprise	0.258
laugh	rir	surprise	0.258
chuckle	risa	surprise	0.258
honeymoon	lúa de mel	surprise	0.250
marry	casar	surprise	0.242
independence	independencia	surprise	0.242
opera	ópera	surprise	0.242
pleasant	agradable	surprise	0.242
rhythmical	rítmica	surprise	0.234
assessment	avaliación	surprise	0.234
hopeful	esperanzador	surprise	0.234
trophy	trofeo	surprise	0.234
holiness	santidade	surprise	0.234
chant	canto	surprise	0.234
leave	saír	surprise	0.234
procession	procesión	surprise	0.227
placard	cartelera	surprise	0.227
deal	tratar	surprise	0.227
cherish	apreciar	surprise	0.219
good	bo	surprise	0.219
shopping	compras	surprise	0.219
musical	musical	surprise	0.219
shell	casca	surprise	0.211
dawn	amanecer	surprise	0.211
simplify	simplificar	surprise	0.211
purity	pureza	surprise	0.203
nullify	anular	surprise	0.203
money	diñeiro	surprise	0.203
sweet	doce	surprise	0.203
morals	moral	surprise	0.203
synchronize	sincronizar	surprise	0.195
preservative	conservante	surprise	0.195
humanitarian	humanitario	surprise	0.195
unfulfilled	non cumpridos	surprise	0.195
precious	precioso	surprise	0.195
obliging	obrigando	surprise	0.188
singularly	singularmente	surprise	0.188
foresee	prever	surprise	0.180
pray	orar	surprise	0.180
graduation	graduación	surprise	0.180
lovely	precioso	surprise	0.180
sun	sol	surprise	0.172
art	arte	surprise	0.172
mouth	boca	surprise	0.172
youth	mozos	surprise	0.172
thirst	sede	surprise	0.172
young	novo	surprise	0.164
goodness	bondade	surprise	0.164
overdue	atrasado	surprise	0.156
visor	visor	surprise	0.156
practiced	practicado	surprise	0.156
latent	latente	surprise	0.156
loyal	leal	surprise	0.148
expect	esperar	surprise	0.148
destination	destino	surprise	0.148
wireless	sen fíos	surprise	0.148
quote	cita	surprise	0.141
slush	asfixia	surprise	0.141
infant	infante	surprise	0.141
cream	crema	surprise	0.141
playground	parque infantil	surprise	0.133
organization	organización	surprise	0.125
teach	ensinar	surprise	0.125
vote	votar	surprise	0.125
smile	sorriso	surprise	0.117
weight	peso	surprise	0.117
dolphin	Golfiño	surprise	0.117
sisterhood	irmandade	surprise	0.109
cable	cable	surprise	0.109
sunny	soleado	surprise	0.102
steady	constante	surprise	0.094
leisure	ocio	surprise	0.086
peaceful	pacífico	surprise	0.086
spa	spa	surprise	0.086
tree	árbore	surprise	0.078
picnic	picnic	surprise	0.078
worm	gusano	surprise	0.055
truthfulness	veracidade	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	digno de confianza	trust	0.867
honest	honesto	trust	0.844
honesty	honestidade	trust	0.844
honor	honor	trust	0.844
truth	verdade	trust	0.844
truthful	veraz	trust	0.836
trusting	confiando	trust	0.836
brotherhood	Irmandade	trust	0.820
entrust	encomendar	trust	0.812
committed	comprometido	trust	0.805
integrity	integridade	trust	0.805
loyalty	lealdade	trust	0.805
honorable	honorable	trust	0.805
credibility	credibilidade	trust	0.805
trust	confianza	trust	0.805
faithful	fiel	trust	0.797
sincere	sincero	trust	0.797
responsible	responsable	trust	0.789
partnership	asociación	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	sabedoría	trust	0.789
oath	xuramento	trust	0.781
verification	verificación	trust	0.781
vow	voto	trust	0.781
cooperative	cooperativa	trust	0.781
respectable	respectable	trust	0.773
credible	credível	trust	0.773
hero	heroe	trust	0.773
sisterhood	irmandade	trust	0.773
promise	promesa	trust	0.773
verified	verificado	trust	0.773
qualified	cualificado	trust	0.766
respected	respectado	trust	0.766
authentication	autenticación	trust	0.766
compassion	compaixón	trust	0.759
reputable	respectable	trust	0.758
safekeeping	custodia	trust	0.758
reliability	fiabilidade	trust	0.758
moral	moral	trust	0.758
love	amor	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	aprobación	trust	0.758
stable	estable	trust	0.750
friend	amiga	trust	0.750
genuine	auténtico	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	competencia	trust	0.750
loyal	leal	trust	0.750
ally	aliado	trust	0.750
safeguard	salvagardar	trust	0.750
companion	compañeiro	trust	0.750
advised	avisado	trust	0.750
authentic	auténtico	trust	0.750
respect	respecto	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	liberdade	trust	0.742
proven	comprobada	trust	0.742
respects	respecta	trust	0.742
faith	fe	trust	0.742
wholesome	saudable	trust	0.742
