word	Persian-fa	emotion	emotion-intensity-score
goodness	خوبی	trust	0.680
commendable	قابل ستایش	trust	0.680
inspire	الهام بخشیدن	trust	0.680
approve	تایید	trust	0.680
confide	اعتماد به نفس	trust	0.680
professional	حرفه ای	trust	0.680
familiarity	آشنایی	trust	0.680
leader	رهبر	trust	0.680
confirmed	تایید شده	trust	0.680
acceptance	پذیرش	trust	0.680
benevolence	خیرخواهی	trust	0.672
dignity	کرامت	trust	0.672
harmoniously	هماهنگ	trust	0.672
mastery	تسلط بر	trust	0.672
unwavering	بی نظیر	trust	0.672
accredited	معتبر	trust	0.672
healing	شفا	trust	0.672
encyclopedia	دایره المعارف	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	تسبیح	trust	0.672
cohesive	انسجام	trust	0.672
covenant	پیمان	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	بی پروا	trust	0.672
safe	بی خطر	trust	0.672
intelligent	باهوش - هوشمند	trust	0.672
merit	شایستگی	trust	0.664
impeccable	بی عیب و نقص	trust	0.664
affirmatively	مثبت است	trust	0.664
spiritual	روحانی	trust	0.664
advocate	مدافع	trust	0.664
team	تیم	trust	0.664
heroic	قهرمانانه	trust	0.664
communicate	برقراری ارتباط	trust	0.664
disciple	شاگرد	trust	0.664
expert	کارشناس	trust	0.664
proficient	کارآمد	trust	0.664
specialist	متخصص	trust	0.664
ambassador	سفیر	trust	0.664
accept	تایید کنید	trust	0.664
attestation	گواهینامه	trust	0.664
supporting	حمایت از	trust	0.664
reliance	وابستگی	trust	0.664
authority	قدرت	trust	0.664
accountability	مسئوليت	trust	0.664
guidebook	کتاب راهنما	trust	0.664
fulfillment	تحقق	trust	0.664
strengthening	تقویت	trust	0.661
familiar	آشنا	trust	0.656
facts	حقایق	trust	0.656
achieve	رسیدن	trust	0.656
warranty	ضمانتنامه	trust	0.656
structure	ساختار	trust	0.656
steadfast	پایدار	trust	0.656
favorable	مطلوب	trust	0.656
counsel	مشاوره	trust	0.656
relationship	ارتباط	trust	0.656
scientific	علمی	trust	0.656
gentleman	نجیب زاده	trust	0.656
strength	استحکام	trust	0.656
elder	بزرگتر	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	تقدس	trust	0.656
excellent	عالی است	trust	0.656
proficiency	مهارت	trust	0.656
constancy	پایداری	trust	0.656
defended	دفاع کرد	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	تکیه	trust	0.648
heroism	قهرمانی	trust	0.648
peaceful	صلح آمیز	trust	0.648
competency	شایستگی	trust	0.648
assuredly	مطمئنا	trust	0.648
brother	برادر	trust	0.648
counselor	مشاور	trust	0.648
successful	موفقیت آمیز	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	محافظ	trust	0.648
saint	سنت	trust	0.648
harmony	هماهنگی	trust	0.648
matrimony	ازدواج	trust	0.648
noble	نجیب	trust	0.648
inspiration	الهام بخش	trust	0.648
academic	علمی	trust	0.648
assist	کمک کن	trust	0.648
agreed	توافق کرد	trust	0.648
uphold	پشت سر گذاشتن	trust	0.648
comrade	رفیق	trust	0.648
lovable	دوست داشتنی	trust	0.648
advisable	قابل توصیه	trust	0.648
solidarity	همبستگی	trust	0.648
worthy	شایسته	trust	0.643
durability	دوام	trust	0.641
coexist	همزیستی	trust	0.641
assure	اطمینان دادن	trust	0.641
establish	تاسيس كردن	trust	0.641
benefactor	خیرخواه	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	منتهی شدن	trust	0.641
loving	با محبت	trust	0.641
teacher	معلم	trust	0.641
judiciary	قوه قضاییه	trust	0.641
conscientious	با وجدان	trust	0.641
confidence	اعتماد به نفس	trust	0.641
lawful	قانونی	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	تعیین شده	trust	0.641
champion	قهرمان	trust	0.641
unity	وحدت	trust	0.641
legal	قانونی	trust	0.641
kind	نوع	trust	0.641
credence	اعتبار	trust	0.641
real	واقعی	trust	0.641
doctor	دکتر	trust	0.641
intimate	صمیمی	trust	0.634
hopeful	امیدوارم	trust	0.633
fortitude	صدای بلند	trust	0.633
physician	پزشک	trust	0.633
brotherly	برادرانه	trust	0.633
aspiration	تنفس	trust	0.633
convincing	متقاعد کننده	trust	0.633
sanctification	تقدس	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	احترام	trust	0.633
courageous	شجاع	trust	0.633
soundness	صداقت	trust	0.633
legitimacy	مشروعیت	trust	0.633
endorse	تایید و امضا	trust	0.633
fidelity	وفاداری	trust	0.633
bless	برکت دهد	trust	0.633
judicial	قضایی	trust	0.633
important	مهم	trust	0.633
saintly	مقدس	trust	0.633
conscience	وجدان	trust	0.633
therapeutic	درمانی	trust	0.633
authorize	مجاز	trust	0.633
devotional	مذهبی	trust	0.633
practiced	تمرین کرد	trust	0.633
backbone	ستون فقرات	trust	0.633
approved	تایید شده	trust	0.633
evident	واضح است	trust	0.625
encourage	تشويق كردن	trust	0.625
caretaker	سرپرست	trust	0.625
regard	توجه	trust	0.625
angel	فرشته	trust	0.625
engaged	نامزد شده	trust	0.625
blessing	برکت	trust	0.625
professorship	استاد	trust	0.625
majestic	با شکوه	trust	0.625
communication	ارتباطات	trust	0.625
purify	پاک کن	trust	0.625
authorization	مجوز	trust	0.625
wonderful	فوق العاده	trust	0.625
achievement	دستاورد	trust	0.625
fireman	مامور اتش نشانی	trust	0.625
certify	گواهینامه	trust	0.625
civilized	متمدن	trust	0.625
profound	عمیق	trust	0.625
accurate	دقیق	trust	0.625
assured	خاطر جمع	trust	0.625
positivity	مثبت بودن	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	خوب	trust	0.617
absolution	عزت نفس	trust	0.617
commend	commend	trust	0.617
cherish	گرامی داشتن	trust	0.617
fundamental	اساسی	trust	0.617
advice	مشاوره	trust	0.617
objective	هدف، واقعگرایانه	trust	0.617
optimism	خوش بینی	trust	0.617
testament	عهدنامه	trust	0.617
qualities	کیفیت ها	trust	0.617
haven	پناهگاه	trust	0.617
heroine	قهرمان	trust	0.617
constantly	به طور مداوم	trust	0.617
appreciation	قدردانی	trust	0.617
triumphant	پیروزی	trust	0.617
accord	توافق	trust	0.617
reassure	اطمینان حاصل کنید	trust	0.617
truce	آتش بس	trust	0.617
thoughtful	متفکر	trust	0.617
teach	تدریس کنید	trust	0.617
god	خدایا	trust	0.617
corroborate	تأیید	trust	0.617
believer	مؤمن	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	ضمانت	trust	0.617
attentive	توجه کن	trust	0.617
gospel	انجیل	trust	0.617
bedrock	بستر	trust	0.617
approvement	تایید	trust	0.617
planning	برنامه ریزی	trust	0.617
rational	گویا	trust	0.617
passionate	پرشور	trust	0.617
happy	خوشحال	trust	0.609
babysitter	پرستار بچه	trust	0.609
brilliant	درخشان	trust	0.609
praise	ستایش	trust	0.609
definitive	قطعی	trust	0.609
considerate	محتاطانه	trust	0.609
patron	حامی	trust	0.609
scripture	کتاب مقدس	trust	0.609
heal	التیام	trust	0.609
praiseworthy	شایستگی	trust	0.609
steward	استوارت	trust	0.609
awareness	اطلاع	trust	0.609
officer	افسر	trust	0.609
purification	تصفیه	trust	0.609
excel	اکسل	trust	0.609
civilization	تمدن	trust	0.609
liking	دوست داشتنی	trust	0.609
comfort	راحتی	trust	0.609
magnificence	شکوه و عظمت	trust	0.609
notary	دفتر اسناد رسمی	trust	0.609
progression	پیشرفت	trust	0.609
mediator	واسطه	trust	0.609
blessings	نعمت ها	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	توصیه	trust	0.609
brave	شجاع	trust	0.602
experienced	با تجربه	trust	0.602
steady	ثابت	trust	0.602
enlightenment	روشنگری	trust	0.602
brighten	روشن شدن	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	تحقق یابد	trust	0.602
witness	شاهد	trust	0.602
humility	فروتنی	trust	0.602
sympathetic	دلسوز	trust	0.602
helpful	مفید است	trust	0.602
symmetry	تقارن	trust	0.602
unquestionable	بدون تردید	trust	0.602
peace	صلح	trust	0.602
transcendence	تعالی	trust	0.602
serenity	آرامش	trust	0.602
embrace	پذیرفتن	trust	0.602
inspired	الهام گرفته	trust	0.602
mainstay	پایه	trust	0.602
unconditional	بی قید و شرط	trust	0.602
guarded	محافظت شده	trust	0.602
identify	شناسایی	trust	0.602
marry	ازدواج کن	trust	0.594
grant	اعطا کردن	trust	0.594
depend	بستگی دارد	trust	0.594
complimentary	جالب است	trust	0.594
spouse	همسر	trust	0.594
tranquility	آرامش	trust	0.594
vigilant	هوشیار	trust	0.594
ministry	وزارتخانه	trust	0.594
fairly	منصفانه	trust	0.594
philanthropic	بشردوستانه	trust	0.594
openly	بی پرده	trust	0.594
generous	سخاوتمندانه	trust	0.594
strengthen	تقویت	trust	0.594
gratitude	حق شناسی	trust	0.594
befriend	دوست شدن	trust	0.594
substantiate	اثبات	trust	0.594
praised	ستایش کرد	trust	0.594
admiral	دریاسالار	trust	0.594
regent	مستعمره	trust	0.594
sage	حکیم	trust	0.594
assessment	ارزیابی	trust	0.594
enlighten	روشن کن	trust	0.594
eminence	برجسته	trust	0.594
commendation	تشویق	trust	0.594
efficient	کارآمد	trust	0.594
nurse	پرستار	trust	0.594
visionary	چشم انداز	trust	0.594
generosity	سخاوتمندانه	trust	0.594
vigilance	هوشیاری	trust	0.594
endowment	کمک هزینه	trust	0.594
council	شورا	trust	0.594
sweetheart	عزیزم	trust	0.589
attest	شهادت	trust	0.586
prestige	اعتبار	trust	0.586
serene	بی رحم	trust	0.586
unfailing	بی وقفه	trust	0.586
testimony	شهادت	trust	0.586
checklist	چک لیست	trust	0.586
inheritance	وراثت	trust	0.586
monk	راهب	trust	0.586
godly	خداحافظ	trust	0.586
compliance	انطباق	trust	0.586
rooted	نشات گرفتن	trust	0.586
constitutional	مشروطه	trust	0.586
conservation	حفاظت	trust	0.586
bylaw	مجازات	trust	0.586
helper	یاور	trust	0.586
joyful	شاد	trust	0.586
collectively	مجموعا	trust	0.586
meritorious	شایستگی	trust	0.586
acclaim	تحسین	trust	0.586
diplomacy	دیپلماسی	trust	0.586
educational	آموزشی	trust	0.586
husbandry	مزرعه	trust	0.586
share	اشتراک گذاری	trust	0.586
enjoying	لذت بردن از	trust	0.586
firmness	استحکام	trust	0.586
convince	متقاعد کردن	trust	0.586
designation	تعیین	trust	0.586
tribe	قبیله	trust	0.586
victory	پیروزی	trust	0.586
magnificent	باشکوه	trust	0.586
lovely	دوست داشتني	trust	0.586
seniority	ارشد	trust	0.586
angelic	فرشته ای	trust	0.586
ambition	هدف - آرزو	trust	0.586
father	پدر	trust	0.586
mate	رفیق	trust	0.586
sobriety	تردید	trust	0.586
revere	احترام	trust	0.586
delegate	نمایندگی	trust	0.586
navigator	ناوبر	trust	0.578
watchdog	نگهبان	trust	0.578
obey	اطاعت کنید	trust	0.578
cheerfulness	شادابی	trust	0.578
inviting	دعوت کردن	trust	0.578
judge	قاضی	trust	0.578
irrefutable	قابل انکار نیست	trust	0.578
philanthropist	خیرخواهانه	trust	0.578
careful	مراقب باشید	trust	0.578
communion	همبستگی	trust	0.578
coexisting	همزیستی	trust	0.578
impartiality	بی طرفی	trust	0.578
unquestioned	بدون شک	trust	0.578
upright	راست	trust	0.578
authoritative	معتبر	trust	0.578
structural	ساختاری	trust	0.578
convinced	متقاعد	trust	0.578
smile	لبخند	trust	0.578
commandant	فرمانده	trust	0.578
dutiful	شایسته	trust	0.578
shelter	پناه	trust	0.578
revival	احیای	trust	0.578
professor	استاد	trust	0.578
adore	عشق ورزیدن	trust	0.578
legalized	قانونی	trust	0.578
punctual	مشخصه	trust	0.570
counsellor	مشاور	trust	0.570
complement	متمم	trust	0.570
corroboration	تأیید	trust	0.570
immaculate	معصوم	trust	0.570
relative	نسبت فامیلی	trust	0.570
apostle	رسول	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	ارتباطی	trust	0.570
insure	مطمئن شو	trust	0.570
plausible	محتمل	trust	0.570
consult	مشورت کردن	trust	0.570
modest	فروتن	trust	0.570
measured	اندازه گیری شده	trust	0.570
pilot	خلبان	trust	0.570
collaborator	مشارکت کننده	trust	0.570
advise	توصیه	trust	0.570
cuddle	در اغوش گرفتن	trust	0.570
ordinance	دستورالعمل	trust	0.570
compass	قطب نما	trust	0.570
guide	راهنما	trust	0.570
everlasting	ابدی	trust	0.570
adhering	پیوستن	trust	0.570
determinate	تعیین کننده	trust	0.570
heavenly	آسمانی	trust	0.570
principal	اصلی	trust	0.570
abundance	فراوانی	trust	0.570
matron	ماترو	trust	0.570
unequivocal	واضح است	trust	0.570
volunteers	داوطلبان	trust	0.570
pedigree	شجره نامه	trust	0.570
unquestionably	بدون شک	trust	0.570
pertinent	مربوط	trust	0.562
devout	مقدس	trust	0.562
curable	قابل درمان است	trust	0.562
insight	بینش، بصیرت، درون بینی	trust	0.562
congregation	جماعت	trust	0.562
admit	اقرار کردن	trust	0.562
pleasant	دلپذیر	trust	0.562
vigorous	نیرومند	trust	0.562
fort	قلعه	trust	0.562
remarkable	قابل توجه	trust	0.562
content	محتوا	trust	0.562
spotless	بی عیب	trust	0.562
uplift	بالا بردن	trust	0.562
compensate	جبران کردن	trust	0.562
lovemaking	عشقبازی	trust	0.562
jury	هیئت داوران	trust	0.562
jurist	حقوقدان	trust	0.562
soothing	تسکین دهنده	trust	0.562
ordination	هماهنگی	trust	0.562
cohesion	انسجام	trust	0.562
frankness	افتخار	trust	0.562
strong	قوی	trust	0.562
miracle	معجزه	trust	0.562
concordance	هماهنگی	trust	0.562
applaud	تحسین می کنم	trust	0.562
prize	جایزه	trust	0.562
apostolic	رسول خدا	trust	0.562
succeeding	موفقیت	trust	0.562
vitality	سرزندگی	trust	0.562
treasurer	خزانه دار	trust	0.562
save	صرفه جویی	trust	0.562
earn	بدست آوردن	trust	0.562
midwife	ماما	trust	0.555
discretion	اختیار	trust	0.555
worship	عبادت	trust	0.555
constant	ثابت	trust	0.555
foresight	آینده نگری	trust	0.555
vote	رای	trust	0.555
cultivate	کشت کن	trust	0.555
impartial	بی طرفانه	trust	0.555
illumination	روشنایی	trust	0.555
ambulance	آمبولانس	trust	0.555
privacy	حریم خصوصی	trust	0.555
succeed	موفق باش	trust	0.555
providing	فراهم آوردن	trust	0.555
veteran	کهنه سرباز	trust	0.555
patience	صبر	trust	0.555
prophet	پیامبر	trust	0.555
coach	مربی	trust	0.555
intuition	بینش	trust	0.555
reconciliation	اصلاح	trust	0.555
defender	مدافع	trust	0.555
coalesce	تلفیق	trust	0.555
mediate	میانجی	trust	0.555
precedence	اولویت	trust	0.555
congruence	همبستگی	trust	0.555
buddy	دوست داری	trust	0.555
reunion	تجدید دیدار	trust	0.555
restorative	مقوی	trust	0.555
destined	مقصد	trust	0.555
physicist	فیزیکدان	trust	0.555
influential	موثر	trust	0.555
exalt	بالا بردن	trust	0.555
greatness	عظمت	trust	0.555
inclusion	گنجاندن	trust	0.555
auditor	ممیز، مامور رسیدگی	trust	0.555
meditate	مراقب باشید	trust	0.555
betrothed	متعهد	trust	0.555
proud	مغرور	trust	0.547
provide	فراهم کند	trust	0.547
conciliation	مصالحه	trust	0.547
ancestral	اجداد	trust	0.547
liberty	آزادی	trust	0.547
durable	با دوام	trust	0.547
impenetrable	غیر قابل نفوذ	trust	0.547
prudent	محتاطانه	trust	0.547
invocation	فراخوان	trust	0.547
engaging	جذاب	trust	0.547
statement	بیانیه	trust	0.547
rejoice	شادی کردن	trust	0.547
cheer	تشویق کردن	trust	0.547
eyewitness	شاهد عینی	trust	0.547
prevalent	شایع	trust	0.547
securities	اوراق بهادار	trust	0.547
friendly	دوستانه	trust	0.547
salvation	نجات	trust	0.547
independence	استقلال	trust	0.547
govern	حکومت می کند	trust	0.547
forgive	ببخشید	trust	0.547
commanding	فرمانده	trust	0.547
convent	کلیسا	trust	0.547
reinforcement	تقویت	trust	0.547
law	قانون	trust	0.547
registry	ثبت	trust	0.547
temperate	معتدل	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	آمادگی	trust	0.547
heritage	میراث	trust	0.547
chronicle	ضبط	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	گروه	trust	0.539
institute	موسسه	trust	0.539
applause	تشویق و تمجید	trust	0.539
architecture	معماری	trust	0.539
obvious	آشکار	trust	0.539
recovery	بهبود	trust	0.539
inimitable	بی نظیر	trust	0.539
relevant	مربوط	trust	0.539
responsive	پاسخگو	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	دستورالعمل ها	trust	0.539
define	تعريف كردن	trust	0.539
delightful	لذت بخش	trust	0.539
antidote	پادزهر	trust	0.539
admitting	پذیرش	trust	0.539
psalms	مزامیر	trust	0.539
stamina	استقامت	trust	0.539
majority	اکثریت	trust	0.539
inoculation	تلقیح	trust	0.539
perfect	کامل	trust	0.539
obedience	اطاعت	trust	0.539
memorable	بیاد ماندنی	trust	0.539
chastity	عفت	trust	0.539
proctor	پروکتور	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	منظم بودن	trust	0.539
forefathers	پدران	trust	0.539
immovable	ثابت	trust	0.539
eager	مشتاق	trust	0.539
aspiring	مشتاق	trust	0.539
obliging	موظف است	trust	0.539
reinforcements	تقویت کننده ها	trust	0.539
tantamount	معادل	trust	0.539
exalted	بالا بردن	trust	0.539
hospital	بیمارستان	trust	0.531
retirement	بازنشستگی	trust	0.531
strive	تلاش کن	trust	0.531
edification	آموزش و پرورش	trust	0.531
candid	پرده	trust	0.531
deed	سند - سند قانونی	trust	0.531
school	مدرسه	trust	0.531
cradle	گهواره	trust	0.531
transcript	رونوشت	trust	0.531
accompaniment	همراهی	trust	0.531
doubtless	بدون تردید	trust	0.531
rescue	نجات	trust	0.531
seal	مهر	trust	0.531
expedient	مصلحت	trust	0.531
ballot	رای گیری	trust	0.531
deliverance	رستگاری	trust	0.531
heavens	آسمان ها	trust	0.531
fraternal	برادرانه	trust	0.531
dependent	وابسته	trust	0.531
answerable	مسئولیت پذیر	trust	0.531
center	مرکز	trust	0.531
analyst	تحلیلگر	trust	0.531
firstborn	اولین فرزند	trust	0.531
bloom	شکوفه	trust	0.531
inseparable	جدایی ناپذیر	trust	0.531
bride	عروس	trust	0.531
evergreen	همیشه سبز	trust	0.531
princely	شاهزاده	trust	0.531
immunization	ایمن سازی	trust	0.531
refuge	پناه	trust	0.531
verily	به راستی	trust	0.531
omniscient	مشهور	trust	0.531
terms	مقررات	trust	0.531
sponsor	حامی مالی	trust	0.531
approbation	تقلب	trust	0.527
correctness	صحت	trust	0.523
elevation	ارتفاع	trust	0.523
neighbor	همسایه	trust	0.523
unbroken	بدون شک	trust	0.523
countenance	چهره	trust	0.523
hug	در آغوش گرفتن	trust	0.523
nobility	اشراف	trust	0.523
paragon	پاراگراف	trust	0.523
coronation	تاج گذاری	trust	0.523
celebration	جشن	trust	0.523
graduation	فارغ التحصیلی	trust	0.523
commonwealth	کشور مشترک	trust	0.523
dictionary	فرهنگ لغت	trust	0.523
powerful	قدرتمند	trust	0.523
notable	قابل توجه	trust	0.523
account	حساب	trust	0.523
winning	برنده شدن	trust	0.523
honeymoon	ماه عسل	trust	0.523
improvement	بهبود	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	سرپرست	trust	0.523
ratify	تصویب	trust	0.523
connoisseur	خبره	trust	0.523
award	جایزه	trust	0.523
taught	تدریس	trust	0.523
adoration	تقدیر	trust	0.523
salutary	سلامتی	trust	0.523
captivate	فریب دادن	trust	0.523
liberate	آزادی	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	برنده جایزه	trust	0.523
benedictory	خوشبختی	trust	0.523
feeling	احساس	trust	0.518
freely	آزادانه	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	آمین	trust	0.516
reverie	رؤیای	trust	0.516
organization	سازمان	trust	0.516
framework	چارچوب	trust	0.516
sentinel	نگهبان	trust	0.516
advent	ظهور	trust	0.516
inform	آگاه کردن	trust	0.516
committee	کمیته	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	فکر	trust	0.516
obstetrician	متخصص زنان و زایمان	trust	0.516
enchanted	لعنتی	trust	0.516
formative	شکل دهنده	trust	0.516
tribunal	دادگاه	trust	0.516
association	اتحادیه	trust	0.516
remedy	درمان	trust	0.516
credit	اعتبار	trust	0.516
nobleman	نجیب زاده	trust	0.516
predominant	غالب	trust	0.516
measure	اندازه گرفتن	trust	0.516
perpetuity	دائمی	trust	0.516
fully	به طور کامل	trust	0.516
deserve	سزاوار	trust	0.516
tender	مناقصه	trust	0.516
pray	نماز خواندن	trust	0.516
confession	اعتراف	trust	0.516
management	مدیریت	trust	0.516
volunteer	داوطلب	trust	0.509
instruct	دستور دادن	trust	0.508
virgin	باکره	trust	0.508
constable	کنسولگری	trust	0.508
reward	جایزه	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	کشیش	trust	0.508
policy	سیاست	trust	0.508
confessional	اعتراف	trust	0.508
savor	مزه	trust	0.508
custodian	نگهبان	trust	0.508
vouch	گواهینامه	trust	0.508
tolerance	تحمل	trust	0.508
unsurpassed	بی حد و حصر	trust	0.508
venerable	با احترام	trust	0.508
forgiving	بخشش	trust	0.508
intact	سالم	trust	0.508
diversity	تنوع	trust	0.508
accolade	تقدیر	trust	0.508
philosopher	فیلسوف	trust	0.508
lieutenant	ستوان	trust	0.508
shepherd	چوپان	trust	0.508
courtship	نگاه کردن	trust	0.508
sovereign	پادشاه	trust	0.508
medical	پزشکی	trust	0.508
housewife	خانم خانه دار	trust	0.508
automatic	اتوماتیک	trust	0.508
patronage	حامی	trust	0.508
enable	فعال کردن	trust	0.508
admissible	قابل قبول	trust	0.508
beautification	زیبایی	trust	0.508
synchronize	همگام سازی	trust	0.500
info	اطلاعات	trust	0.500
pontiff	ارتداد	trust	0.500
retain	حفظ	trust	0.500
warden	سرپرست	trust	0.500
majesty	عظمت	trust	0.500
infallibility	بی اعتنایی	trust	0.500
guru	گورو	trust	0.500
apologetic	عذر خواهی	trust	0.500
darling	عزیز	trust	0.500
doctrine	دکترین	trust	0.500
related	مربوط	trust	0.500
treasure	گنج	trust	0.500
infinity	بی نهایت	trust	0.500
romantic	رومانتیک	trust	0.500
optimist	خوش بین	trust	0.500
timing	زمان سنجی	trust	0.500
undying	بی حوصله	trust	0.500
personal	شخصی	trust	0.500
gateway	دروازه	trust	0.500
instruction	دستورالعمل	trust	0.500
backer	پشتیبان	trust	0.500
watchful	مراقب باشید	trust	0.500
badge	نشان	trust	0.500
birth	تولد	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	معشوق	trust	0.500
indelible	قابل خواندن	trust	0.500
superman	سوپرمن	trust	0.500
guard	نگهبان	trust	0.500
vindication	بازپرداخت	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	زنده است	trust	0.500
constitute	تشکیل می دهند	trust	0.492
jubilant	جالب	trust	0.492
endow	انداختن	trust	0.492
improve	بهتر کردن	trust	0.492
contributor	مشارکت کننده	trust	0.492
formality	فرمالیته	trust	0.492
salute	سلام	trust	0.492
inevitable	اجتناب ناپذیر	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	داور	trust	0.492
grow	رشد	trust	0.492
fellow	همکار	trust	0.492
popularity	محبوبیت	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	سخنگوی	trust	0.492
synonymous	مترادف	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	کلیسا	trust	0.492
hardy	هاردی	trust	0.492
privy	مزین	trust	0.492
psalm	طلسم	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	جاذبه	trust	0.492
grandchildren	نوه ها	trust	0.492
elegance	ظرافت	trust	0.492
laudatory	افتخار	trust	0.492
sheriff	کلانتر	trust	0.492
radiance	تابش آفتاب	trust	0.492
harbor	بندرگاه	trust	0.492
aspire	آرزو می کنم	trust	0.492
musical	موزیکال	trust	0.492
chairman	رئيس	trust	0.492
moderator	مدیر	trust	0.492
laudation	غرور	trust	0.484
clean	تمیز	trust	0.484
arbiter	داور	trust	0.484
crowning	تاج زدن	trust	0.484
depth	عمق	trust	0.484
forecast	پیش بینی	trust	0.484
colonel	سرهنگ	trust	0.484
hire	استخدام	trust	0.484
found	پیدا شد	trust	0.484
armor	زره پوش	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	مورد علاقه	trust	0.484
voucher	کوپن	trust	0.484
affection	محبت	trust	0.484
path	مسیر	trust	0.484
referee	داور	trust	0.484
police	پلیس	trust	0.484
countryman	هموطن	trust	0.484
romance	داستان عاشقانه	trust	0.484
diagnosis	تشخیص	trust	0.484
concord	موافق	trust	0.484
enjoy	لذت ببرید	trust	0.484
ranger	تکاور	trust	0.484
confess	اعتراف کنید	trust	0.484
income	درآمد	trust	0.484
assembly	مونتاژ	trust	0.484
sweet	شیرین	trust	0.484
like	پسندیدن	trust	0.484
apologize	عذر خواهی کردن	trust	0.477
sermon	خطبه	trust	0.477
pastor	کشیش	trust	0.477
matter	موضوع	trust	0.477
glory	شکوه	trust	0.477
lamb	گوشت بره	trust	0.477
lover	عاشق	trust	0.477
putative	احتمالی	trust	0.477
expect	انتظار	trust	0.477
purely	صرفا	trust	0.477
follow	دنبال کردن	trust	0.477
parliament	مجلس	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	مهد کودک	trust	0.477
episcopal	اسقف اعظم	trust	0.477
veracity	راستی	trust	0.477
mathematical	ریاضی	trust	0.477
frank	صریح	trust	0.477
policeman	پلیس	trust	0.477
word	کلمه	trust	0.477
consul	کنسول	trust	0.477
landmark	نقطه عطفی	trust	0.477
calculator	ماشین حساب	trust	0.477
sterling	استرلینگ	trust	0.477
signature	امضا	trust	0.477
votive	دروغ گفتن	trust	0.477
preponderance	غلبه بر	trust	0.477
sacrifice	قربانی	trust	0.477
underwrite	قرض گرفتن	trust	0.469
bridesmaid	ساقدوش عروس	trust	0.469
commission	کمیسیون	trust	0.469
passion	شور	trust	0.469
prefer	ترجیح می دهند	trust	0.469
recruits	استخدام	trust	0.469
cashier	صندوقدار	trust	0.469
judicious	دارای قوه قضاوت سلیم	trust	0.469
immerse	غوطه ور شدن	trust	0.469
uncritical	غیر انتقادی	trust	0.469
effective	تاثير گذار	trust	0.469
dove	کبوتر	trust	0.469
tutelage	نگهبان	trust	0.469
associate	وابسته	trust	0.469
flagship	گل سرسبد	trust	0.469
religion	مذهب	trust	0.469
gain	کسب کردن	trust	0.469
instructor	مربی	trust	0.469
judgment	داوری	trust	0.469
title	عنوان	trust	0.469
regal	پادشاه	trust	0.469
author	نویسنده	trust	0.469
top	بالا	trust	0.469
tribune	تریبون	trust	0.469
eagerness	اشتیاق	trust	0.469
marshal	مارشال	trust	0.469
mighty	توانا	trust	0.469
intended	مورد نظر	trust	0.469
capacity	ظرفیت	trust	0.469
vicar	ویکتور	trust	0.469
partake	بخور	trust	0.461
commerce	تجارت	trust	0.461
magnetic	مغناطیسی	trust	0.461
medal	مدال	trust	0.461
courier	پیک	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	ثبت نام کنید	trust	0.461
necessarily	لزوما	trust	0.461
lesson	درس	trust	0.461
custody	بازداشت	trust	0.461
moorings	پیمانکاران	trust	0.461
fortress	دژ	trust	0.461
aunt	عمه	trust	0.461
bank	بانک	trust	0.461
theological	الهیات	trust	0.461
manage	مدیریت کردن	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	تجارت	trust	0.461
lifestyle	سبک زندگی	trust	0.461
consecration	محکومیت	trust	0.461
admitted	پذیرفته	trust	0.461
crucial	حیاتی	trust	0.461
cautious	محتاط	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	مذهب	trust	0.461
