word	Maltese-mt	emotion	emotion-intensity-score
reversal	treġġigħ lura	surprise	0.469
prowl	prowl	surprise	0.469
rapid	mgħaġġel	surprise	0.469
leery	leery	surprise	0.469
wizard	wizard	surprise	0.469
coincidence	koinċidenza	surprise	0.461
hilarious	tad-daħq	surprise	0.461
divergent	diverġenti	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	waqfa	surprise	0.461
slip	slip	surprise	0.461
wonderful	meraviljuż	surprise	0.453
hoax	ingann	surprise	0.453
winning	rebbieħa	surprise	0.453
overestimate	stmat iżżejjed	surprise	0.453
confession	konfessjoni	surprise	0.453
ordeal	ordeal	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	Merriment	surprise	0.453
raffle	raffle	surprise	0.453
stound	stound	surprise	0.445
laughter	Rires	surprise	0.445
enthusiast	enthusiast	surprise	0.445
splendid	splendid	surprise	0.445
feat	proeza	surprise	0.445
perchance	kull ħaġa	surprise	0.445
excel	jisbqu	surprise	0.445
gambling	logħob tal-azzard	surprise	0.445
unintentional	mhux intenzjonat	surprise	0.438
brighten	brighten	surprise	0.438
changeable	jinbidel	surprise	0.438
rapt	rapt	surprise	0.438
unique	unika	surprise	0.438
splendor	splendor	surprise	0.438
senseless	bla sens	surprise	0.438
gift	rigal	surprise	0.430
fascination	faxxinu	surprise	0.430
trepidation	trepidation	surprise	0.430
stealthy	sigriet	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	delighted	surprise	0.430
lawsuit	lawsuit	surprise	0.430
intrigue	intrigue	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	oriġinalità	surprise	0.422
riddle	riddle	surprise	0.422
judgment	sentenza	surprise	0.422
enchant	enchant	surprise	0.422
stealth	stealth	surprise	0.422
veracity	verità	surprise	0.414
elusive	elużiva	surprise	0.414
perjury	perjur	surprise	0.414
spirits	spirti	surprise	0.414
liberation	liberazzjoni	surprise	0.414
illegitimate	illeġittimu	surprise	0.414
syncope	sinkope	surprise	0.414
experiment	esperiment	surprise	0.414
gambler	gambler	surprise	0.406
eager	ħerqan	surprise	0.406
inspired	ispirata	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	ċapċip	surprise	0.406
allure	allure	surprise	0.406
parade	parata	surprise	0.406
princely	prinċipalment	surprise	0.398
divorce	divorzju	surprise	0.398
guess	raden	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	segretezza	surprise	0.398
aspiration	l-aspirazzjoni	surprise	0.391
peri	peri	surprise	0.391
cheerful	ferrieħa	surprise	0.391
hermaphrodite	hermafrodita	surprise	0.391
supremacy	supremazija	surprise	0.391
incontinence	inkontinenza	surprise	0.391
inheritance	wirt	surprise	0.383
score	punteġġ	surprise	0.383
lose	jitilfu	surprise	0.383
crowning	crowning	surprise	0.383
buck	Buck	surprise	0.383
praiseworthy	ta 'min ifaħħarha	surprise	0.383
cadaver	kadavri	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	mystic	surprise	0.375
succeed	tirnexxi	surprise	0.375
advance	bil-quddiem	surprise	0.375
sparkle	sparkle	surprise	0.367
hope	tama	surprise	0.367
joker	joker	surprise	0.367
sensual	senswali	surprise	0.367
excavation	skavar	surprise	0.367
feeling	tħossok	surprise	0.359
entertainment	divertiment	surprise	0.359
clown	buffu	surprise	0.352
newcomer	ġdid	surprise	0.352
modify	timmodifika	surprise	0.352
award	għotja	surprise	0.352
blessings	tberik	surprise	0.352
postponement	posponiment	surprise	0.352
obit	obit	surprise	0.352
celebrity	ċelebrità	surprise	0.344
hero	eroj	surprise	0.344
start	tibda	surprise	0.344
wonderfully	wonderfully	surprise	0.344
highest	l-ogħla	surprise	0.344
proficiency	profiċjenza	surprise	0.344
glorify	glorify	surprise	0.344
unbeaten	mhux mistenni	surprise	0.336
memorable	memorabbli	surprise	0.336
sanctify	sanctify	surprise	0.336
rekindle	jerġgħu jinbdew	surprise	0.336
optimism	ottimiżmu	surprise	0.336
warned	avżat	surprise	0.336
prodigious	prodigious	surprise	0.336
dissolution	xoljiment	surprise	0.336
grin	grin	surprise	0.336
admiration	ammirazzjoni	surprise	0.328
hypertrophy	ipertrofija	surprise	0.328
present	rigal	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	anġlu	surprise	0.320
examination	eżami	surprise	0.320
catch	qabda	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	libertà	surprise	0.312
kiss	KISS	surprise	0.312
embrace	tħaddan	surprise	0.312
occasional	okkażjonali	surprise	0.312
treat	jittratta	surprise	0.312
saint	qaddis	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	tkeċċija	surprise	0.312
perfection	perfezzjoni	surprise	0.305
generosity	ġenerożità	surprise	0.305
gratify	gratify	surprise	0.305
saintly	qaddis	surprise	0.305
sally	sally	surprise	0.305
polarity	polarità	surprise	0.297
finally	finalment	surprise	0.297
differently	b'mod differenti	surprise	0.297
palpable	palpabbli	surprise	0.297
warn	iwissu	surprise	0.297
ceremony	ċerimonja	surprise	0.297
larger	ikbar	surprise	0.297
favorable	favorevoli	surprise	0.297
romance	rumanz	surprise	0.289
medal	midalja	surprise	0.289
inviting	stedina	surprise	0.289
greeting	Tislijiet	surprise	0.289
candid	sinċier	surprise	0.281
resignation	riżenja	surprise	0.281
trip	vjaġġ	surprise	0.281
accolade	accolade	surprise	0.281
labor	xogħol	surprise	0.281
stare	stare	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	jistiednu	surprise	0.266
somatic	somatiċi	surprise	0.266
admire	jammiraw	surprise	0.266
immerse	għaddas	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimetija	surprise	0.266
compensate	jikkumpensaw	surprise	0.266
insolvency	insolvenza	surprise	0.266
playful	jilgħab	surprise	0.266
complement	komplement	surprise	0.258
receiving	jirċievu	surprise	0.258
hypothesis	ipote i	surprise	0.258
laugh	tidħaq	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	honeymoon	surprise	0.250
marry	jiżżewġu	surprise	0.242
independence	indipendenza	surprise	0.242
opera	opra	surprise	0.242
pleasant	pjaċevoli	surprise	0.242
rhythmical	ritmiku	surprise	0.234
assessment	valutazzjoni	surprise	0.234
hopeful	tama	surprise	0.234
trophy	trofew	surprise	0.234
holiness	qdusija	surprise	0.234
chant	Chant	surprise	0.234
leave	leave	surprise	0.234
procession	purċissjoni	surprise	0.227
placard	kartellun	surprise	0.227
deal	jittratta	surprise	0.227
cherish	għeżież	surprise	0.219
good	tajjeb	surprise	0.219
shopping	xiri	surprise	0.219
musical	mużikali	surprise	0.219
shell	qoxra	surprise	0.211
dawn	dawn	surprise	0.211
simplify	tissimplifika	surprise	0.211
purity	purità	surprise	0.203
nullify	tannulla	surprise	0.203
money	flus	surprise	0.203
sweet	ħelu	surprise	0.203
morals	morali	surprise	0.203
synchronize	sinkronizzata	surprise	0.195
preservative	preservattiv	surprise	0.195
humanitarian	umanitarju	surprise	0.195
unfulfilled	mhux milħuq	surprise	0.195
precious	prezzjuż	surprise	0.195
obliging	jobbligaw	surprise	0.188
singularly	b'mod singolu	surprise	0.188
foresee	nipprevedu	surprise	0.180
pray	nitolbu	surprise	0.180
graduation	gradwazzjoni	surprise	0.180
lovely	sabiħ	surprise	0.180
sun	xemx	surprise	0.172
art	art	surprise	0.172
mouth	ħalq	surprise	0.172
youth	żgħażagħ	surprise	0.172
thirst	għatx	surprise	0.172
young	żgħażagħ	surprise	0.164
goodness	goodness	surprise	0.164
overdue	li suppost sar	surprise	0.156
visor	viżiera	surprise	0.156
practiced	ipprattikat	surprise	0.156
latent	latenti	surprise	0.156
loyal	leali	surprise	0.148
expect	jistennew	surprise	0.148
destination	destinazzjoni	surprise	0.148
wireless	bla wajers	surprise	0.148
quote	kwotazzjoni	surprise	0.141
slush	slush	surprise	0.141
infant	tarbija	surprise	0.141
cream	krema	surprise	0.141
playground	bitħa	surprise	0.133
organization	organizzazzjoni	surprise	0.125
teach	jgħallmu	surprise	0.125
vote	votazzjoni	surprise	0.125
smile	tbissima	surprise	0.117
weight	piż	surprise	0.117
dolphin	delfini	surprise	0.117
sisterhood	sisterhood	surprise	0.109
cable	kejbil	surprise	0.109
sunny	xemxi	surprise	0.102
steady	stabbli	surprise	0.094
leisure	divertiment	surprise	0.086
peaceful	paċifiku	surprise	0.086
spa	spa	surprise	0.086
tree	siġra	surprise	0.078
picnic	Picnic	surprise	0.078
worm	dud	surprise	0.055
truthfulness	verità	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	affidabbli	trust	0.867
honest	onest	trust	0.844
honesty	onestà	trust	0.844
honor	unur	trust	0.844
truth	verità	trust	0.844
truthful	veritiera	trust	0.836
trusting	fiduċja	trust	0.836
brotherhood	fratellanza	trust	0.820
entrust	tafda	trust	0.812
committed	impenjat	trust	0.805
integrity	integrità	trust	0.805
loyalty	lealtà	trust	0.805
honorable	onorabbli	trust	0.805
credibility	kredibilità	trust	0.805
trust	fiduċja	trust	0.805
faithful	fidila	trust	0.797
sincere	sinċieri	trust	0.797
responsible	responsabbli	trust	0.789
partnership	sħubija	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	għerf	trust	0.789
oath	ġurament	trust	0.781
verification	verifika	trust	0.781
vow	vow	trust	0.781
cooperative	kooperattiva	trust	0.781
respectable	rispettabbli	trust	0.773
credible	kredibbli	trust	0.773
hero	eroj	trust	0.773
sisterhood	sisterhood	trust	0.773
promise	wegħda	trust	0.773
verified	verifikata	trust	0.773
qualified	kwalifikat	trust	0.766
respected	rispettati	trust	0.766
authentication	awtentikazzjoni	trust	0.766
compassion	kompassjoni	trust	0.759
reputable	ta 'fama tajba	trust	0.758
safekeeping	salvagwardja	trust	0.758
reliability	affidabilità	trust	0.758
moral	morali	trust	0.758
love	imħabba	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	approvazzjoni	trust	0.758
stable	stabbli	trust	0.750
friend	ħabib	trust	0.750
genuine	ġenwin	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetenza	trust	0.750
loyal	leali	trust	0.750
ally	alleat	trust	0.750
safeguard	salvagwardja	trust	0.750
companion	ħbieb	trust	0.750
advised	avżat	trust	0.750
authentic	awtentiku	trust	0.750
respect	rispett	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	libertà	trust	0.742
proven	ippruvat	trust	0.742
respects	tirrispetta	trust	0.742
faith	fidi	trust	0.742
wholesome	bnin	trust	0.742
heartfelt	mill-qalb	trust	0.734
unification	unifikazzjoni	trust	0.734
protecting	protezzjoni	trust	0.734
reassurance	riassigurazzjoni	trust	0.734
admirable	ammirabbli	trust	0.734
trustee	trustee	trust	0.734
supporter	sostenitur	trust	0.734
confirmation	konferma	trust	0.734
respectful	b'rispett	trust	0.734
alliance	alleanza	trust	0.727
equality	ugwaljanza	trust	0.727
friendship	ħbiberija	trust	0.727
agreement	ftehim	trust	0.727
fact	fatt	trust	0.727
confident	kunfidenti	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	jemmen	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	eċċellenza	trust	0.727
credential	kredenzjali	trust	0.727
closeness	viċinanza	trust	0.719
authenticate	awtentikar	trust	0.719
intelligence	intelliġenza	trust	0.719
virtue	virtù	trust	0.719
honored	onorat	trust	0.719
virtuous	virtwu	trust	0.719
kindred	kindred	trust	0.719
charitable	karita '	trust	0.711
dedication	dedikazzjoni	trust	0.711
guarantee	garanzija	trust	0.711
cooperation	kooperazzjoni	trust	0.711
creditable	kredibbli	trust	0.711
consistency	konsistenza	trust	0.711
allegiance	lealtà	trust	0.711
cooperating	jikkooperaw	trust	0.711
straightforward	sempliċi	trust	0.711
determination	determinazzjoni	trust	0.711
justice	ġustizzja	trust	0.711
sanctuary	santwarju	trust	0.703
nurture	nrawmu	trust	0.703
innocent	innoċenti	trust	0.703
admire	jammiraw	trust	0.703
assurance	assigurazzjoni	trust	0.703
morality	moralità	trust	0.703
prepared	ippreparat	trust	0.703
friendliness	użu faċli	trust	0.703
reliable	ta'min jafdah	trust	0.703
mentor	konsulent	trust	0.703
guardianship	tutela	trust	0.703
fulfilled	sodisfatti	trust	0.703
reverence	reverence	trust	0.703
proof	prova	trust	0.703
admiration	ammirazzjoni	trust	0.703
mother	omm	trust	0.703
protected	protett	trust	0.703
motherhood	maternità	trust	0.703
marriage	żwieġ	trust	0.695
skillful	skillful	trust	0.695
indestructible	indestructible	trust	0.695
guardian	gwardjan	trust	0.695
accountable	responsabbli	trust	0.695
courage	kuraġġ	trust	0.695
bodyguard	gwardja tas-sigurtà	trust	0.695
agreeable	aċċettabbli	trust	0.695
scientist	xjentist	trust	0.695
allied	alleati	trust	0.695
compassionate	kompassjoni	trust	0.695
humanitarian	umanitarju	trust	0.695
approving	tapprova	trust	0.695
united	magħquda	trust	0.695
pact	patt	trust	0.695
certified	iċċertifikat	trust	0.695
morals	morali	trust	0.695
esteem	stima	trust	0.688
secure	sikur	trust	0.688
perfection	perfezzjoni	trust	0.688
guidance	gwida	trust	0.688
competent	kompetenti	trust	0.688
authenticity	awtentiċità	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	ġustifikabbli	trust	0.688
humanity	umanità	trust	0.688
solidity	solidità	trust	0.688
adviser	konsulent	trust	0.688
pledge	wegħda	trust	0.688
believed	maħsub	trust	0.688
understanding	fehim	trust	0.688
monogamy	monogamija	trust	0.688
expertise	kompetenza	trust	0.680
diplomatic	diplomatiku	trust	0.680
confidential	kunfidenzjali	trust	0.680
hope	tama	trust	0.680
protector	protettur	trust	0.680
agreeing	qbil	trust	0.680
diligence	diliġenza	trust	0.680
official	uffiċjal	trust	0.680
affirm	jaffermaw	trust	0.680
indivisible	indiviżibbli	trust	0.680
grandfather	nannu	trust	0.680
humble	umli	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advocacy	trust	0.680
elders	anzjani	trust	0.680
goodness	goodness	trust	0.680
commendable	ifaħħarha	trust	0.680
inspire	jispira	trust	0.680
approve	tapprova	trust	0.680
confide	confide	trust	0.680
professional	professjonali	trust	0.680
familiarity	familjarità	trust	0.680
leader	Kap	trust	0.680
confirmed	ikkonfermat	trust	0.680
acceptance	aċċettazzjoni	trust	0.680
benevolence	benevolenza	trust	0.672
dignity	id-dinjità	trust	0.672
harmoniously	b'mod armonjuż	trust	0.672
mastery	padrunanza	trust	0.672
unwavering	mhux sod	trust	0.672
accredited	akkreditat	trust	0.672
healing	fejqan	trust	0.672
encyclopedia	enċiklopedija	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	sanctify	trust	0.672
cohesive	koeżiv	trust	0.672
covenant	patt	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	bla difetti	trust	0.672
safe	sikur	trust	0.672
intelligent	intelliġenti	trust	0.672
merit	mertu	trust	0.664
impeccable	impekkabbli	trust	0.664
affirmatively	fl-affermattiv	trust	0.664
spiritual	spiritwali	trust	0.664
advocate	avukat	trust	0.664
team	tim	trust	0.664
heroic	erojiku	trust	0.664
communicate	jikkomunikaw	trust	0.664
disciple	dixxiplu	trust	0.664
expert	espert	trust	0.664
proficient	profiċjenti	trust	0.664
specialist	speċjalista	trust	0.664
ambassador	Ambaxxatur	trust	0.664
accept	taċċetta	trust	0.664
attestation	attestazzjoni	trust	0.664
supporting	appoġġ	trust	0.664
reliance	dipendenza	trust	0.664
authority	awtorità	trust	0.664
accountability	responsabilità	trust	0.664
guidebook	ktieb ta 'gwida	trust	0.664
fulfillment	twettiq	trust	0.664
strengthening	tisħiħ	trust	0.661
familiar	familjari	trust	0.656
facts	fatti	trust	0.656
achieve	tikseb	trust	0.656
warranty	garanzija	trust	0.656
structure	struttura	trust	0.656
steadfast	sod	trust	0.656
favorable	favorevoli	trust	0.656
counsel	avukat	trust	0.656
relationship	relazzjoni	trust	0.656
scientific	xjentifiku	trust	0.656
gentleman	gentleman	trust	0.656
strength	saħħa	trust	0.656
elder	anzjani	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	qdusija	trust	0.656
excellent	eċċellenti	trust	0.656
proficiency	profiċjenza	trust	0.656
constancy	kostanza	trust	0.656
defended	difiża	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	jiddependu	trust	0.648
heroism	erojiżmu	trust	0.648
peaceful	paċifiku	trust	0.648
competency	kompetenza	trust	0.648
assuredly	assuredly	trust	0.648
brother	ħuh	trust	0.648
counselor	konsulent	trust	0.648
successful	suċċess	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	protettiva	trust	0.648
saint	qaddis	trust	0.648
harmony	armonija	trust	0.648
matrimony	zwieg	trust	0.648
noble	nobbli	trust	0.648
inspiration	ispirazzjoni	trust	0.648
academic	akkademiku	trust	0.648
assist	tassisti	trust	0.648
agreed	miftiehem	trust	0.648
uphold	tilqa '	trust	0.648
comrade	comrade	trust	0.648
lovable	Maħbub	trust	0.648
advisable	rakkomandabbli	trust	0.648
solidarity	solidarjetà	trust	0.648
worthy	jistħoqqilhom	trust	0.643
durability	durabilità	trust	0.641
coexist	jikkoeżistu	trust	0.641
assure	tassigura	trust	0.641
establish	tistabbilixxi	trust	0.641
benefactor	benefattur	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	li twassal	trust	0.641
loving	loving	trust	0.641
teacher	għalliem	trust	0.641
judiciary	ġudikatura	trust	0.641
conscientious	kuxjenzjuż	trust	0.641
confidence	kunfidenza	trust	0.641
lawful	legali	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordnat	trust	0.641
champion	champion	trust	0.641
unity	unità	trust	0.641
legal	legali	trust	0.641
kind	tip	trust	0.641
credence	kredibilità	trust	0.641
real	reali	trust	0.641
doctor	tabib	trust	0.641
intimate	intima	trust	0.634
hopeful	tama	trust	0.633
fortitude	fortitude	trust	0.633
physician	tabib	trust	0.633
brotherly	fraterni	trust	0.633
aspiration	l-aspirazzjoni	trust	0.633
convincing	konvinċenti	trust	0.633
sanctification	qdusija	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	tribut	trust	0.633
courageous	kuraġġuż	trust	0.633
soundness	sodezza	trust	0.633
legitimacy	leġittimità	trust	0.633
endorse	japprova	trust	0.633
fidelity	fedeltà	trust	0.633
bless	bless	trust	0.633
judicial	ġudizzjarju	trust	0.633
important	importanti	trust	0.633
saintly	qaddis	trust	0.633
conscience	kuxjenza	trust	0.633
therapeutic	terapewtiku	trust	0.633
authorize	tawtorizza	trust	0.633
devotional	devotional	trust	0.633
practiced	ipprattikat	trust	0.633
backbone	sinsla tad-dahar	trust	0.633
approved	approvat	trust	0.633
evident	evidenti	trust	0.625
encourage	tinkoraġġixxi	trust	0.625
caretaker	gwardjan	trust	0.625
regard	rigward	trust	0.625
angel	anġlu	trust	0.625
engaged	ingaġġat	trust	0.625
blessing	barka	trust	0.625
professorship	professorship	trust	0.625
majestic	Majestic	trust	0.625
communication	komunikazzjoni	trust	0.625
purify	ippurifika	trust	0.625
authorization	awtorizzazzjoni	trust	0.625
wonderful	meraviljuż	trust	0.625
achievement	kisba	trust	0.625
fireman	fireman	trust	0.625
certify	niċċertifika	trust	0.625
civilized	ċivilizzat	trust	0.625
profound	profonda	trust	0.625
accurate	preċiża	trust	0.625
assured	assigurat	trust	0.625
positivity	pożittività	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	tajjeb	trust	0.617
absolution	assoluzzjoni	trust	0.617
commend	jirrakkomanda	trust	0.617
cherish	għeżież	trust	0.617
fundamental	fundamentali	trust	0.617
advice	pariri	trust	0.617
objective	objettiv	trust	0.617
optimism	ottimiżmu	trust	0.617
testament	xhieda	trust	0.617
qualities	kwalitajiet	trust	0.617
haven	haven	trust	0.617
heroine	erojina	trust	0.617
constantly	kontinwament	trust	0.617
appreciation	apprezzament	trust	0.617
triumphant	trijonfanti	trust	0.617
accord	accord	trust	0.617
reassure	tassigura	trust	0.617
truce	truce	trust	0.617
thoughtful	maħsub	trust	0.617
teach	jgħallmu	trust	0.617
god	god	trust	0.617
corroborate	tikkorobora	trust	0.617
believer	fidi	trust	0.617
unimpeachable	mhux impekkabbli	trust	0.617
surety	garanzija	trust	0.617
attentive	attent	trust	0.617
gospel	Evanġelju	trust	0.617
bedrock	qiegħ tal-qiegħ	trust	0.617
approvement	approvazzjoni	trust	0.617
planning	ippjanar	trust	0.617
rational	razzjonali	trust	0.617
passionate	passjonat	trust	0.617
happy	kuntenti	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	brillanti	trust	0.609
praise	tifħir	trust	0.609
definitive	definittiv	trust	0.609
considerate	considerate	trust	0.609
patron	patrun	trust	0.609
scripture	Iskrittura	trust	0.609
heal	fejqan	trust	0.609
praiseworthy	ta 'min ifaħħarha	trust	0.609
steward	steward	trust	0.609
awareness	kuxjenza	trust	0.609
officer	uffiċjal	trust	0.609
purification	purifikazzjoni	trust	0.609
excel	jisbqu	trust	0.609
civilization	ċiviltà	trust	0.609
liking	Predisposizzjoni	trust	0.609
comfort	kumdità	trust	0.609
magnificence	magnificence	trust	0.609
notary	nutar	trust	0.609
progression	progressjoni	trust	0.609
mediator	medjatur	trust	0.609
blessings	tberik	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	jirrakkomanda	trust	0.609
brave	kuraġġużi	trust	0.602
experienced	esperjenza	trust	0.602
steady	stabbli	trust	0.602
enlightenment	kjarifika	trust	0.602
brighten	brighten	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	jissodisfaw	trust	0.602
witness	xhud	trust	0.602
humility	umiltà	trust	0.602
sympathetic	simpatetika	trust	0.602
helpful	utli	trust	0.602
symmetry	simmetrija	trust	0.602
unquestionable	bla dubju	trust	0.602
peace	paċi	trust	0.602
transcendence	transcendenza	trust	0.602
serenity	serenità	trust	0.602
embrace	tħaddan	trust	0.602
inspired	ispirata	trust	0.602
mainstay	pedament	trust	0.602
unconditional	mingħajr kundizzjoni	trust	0.602
guarded	mgħasses	trust	0.602
identify	tidentifika	trust	0.602
marry	jiżżewġu	trust	0.594
grant	għotja	trust	0.594
depend	jiddependu	trust	0.594
complimentary	kumplimentari	trust	0.594
spouse	konjuġi	trust	0.594
tranquility	trankwillità	trust	0.594
vigilant	viġilanti	trust	0.594
ministry	ministeru	trust	0.594
fairly	b'mod ġust	trust	0.594
philanthropic	filantropiku	trust	0.594
openly	b'mod miftuħ	trust	0.594
generous	ġeneruż	trust	0.594
strengthen	isaħħu	trust	0.594
gratitude	gratitudni	trust	0.594
befriend	ħbieb	trust	0.594
substantiate	tissostanzja	trust	0.594
praised	faħħar	trust	0.594
admiral	ammiral	trust	0.594
regent	Regent	trust	0.594
sage	salvja	trust	0.594
assessment	valutazzjoni	trust	0.594
enlighten	tgħarraf	trust	0.594
eminence	eminenza	trust	0.594
commendation	commendation	trust	0.594
efficient	effiċjenti	trust	0.594
nurse	infermier	trust	0.594
visionary	viżjonarju	trust	0.594
generosity	ġenerożità	trust	0.594
vigilance	viġilanza	trust	0.594
endowment	dotazzjoni	trust	0.594
council	Kunsill	trust	0.594
sweetheart	sweetheart	trust	0.589
attest	tafferma	trust	0.586
prestige	prestiġju	trust	0.586
serene	serene	trust	0.586
unfailing	unfailing	trust	0.586
testimony	xhieda	trust	0.586
checklist	lista ta 'kontroll	trust	0.586
inheritance	wirt	trust	0.586
monk	monk	trust	0.586
godly	godly	trust	0.586
compliance	konformità	trust	0.586
rooted	għeruq	trust	0.586
constitutional	kostituzzjonali	trust	0.586
conservation	konservazzjoni	trust	0.586
bylaw	bylaw	trust	0.586
helper	helper	trust	0.586
joyful	ferħana	trust	0.586
collectively	kollettivament	trust	0.586
meritorious	meritevoli	trust	0.586
acclaim	akklamazzjoni	trust	0.586
diplomacy	diplomazija	trust	0.586
educational	edukattivi	trust	0.586
husbandry	trobbija	trust	0.586
share	sehem	trust	0.586
enjoying	li tgawdi	trust	0.586
firmness	fermezza	trust	0.586
convince	tikkonvinċi	trust	0.586
designation	denominazzjoni	trust	0.586
tribe	tribù	trust	0.586
victory	rebħa	trust	0.586
magnificent	magnífico	trust	0.586
lovely	sabiħ	trust	0.586
seniority	anzjanità	trust	0.586
angelic	angelic	trust	0.586
ambition	ambizzjoni	trust	0.586
father	missier	trust	0.586
mate	mate	trust	0.586
sobriety	sobriety	trust	0.586
revere	deher	trust	0.586
delegate	tiddelega	trust	0.586
navigator	navigatur	trust	0.578
watchdog	għassies	trust	0.578
obey	jobdi	trust	0.578
cheerfulness	ferrieħa	trust	0.578
inviting	stedina	trust	0.578
judge	imħallef	trust	0.578
irrefutable	irrefutabbli	trust	0.578
philanthropist	philanthropist	trust	0.578
careful	bir-reqqa	trust	0.578
communion	komunjoni	trust	0.578
coexisting	koeżistenti	trust	0.578
impartiality	imparzjalità	trust	0.578
unquestioned	bla dubju	trust	0.578
upright	wieqaf	trust	0.578
authoritative	awtorevoli	trust	0.578
structural	strutturali	trust	0.578
convinced	konvint	trust	0.578
smile	tbissima	trust	0.578
commandant	kmandant	trust	0.578
dutiful	dwejjaq	trust	0.578
shelter	kenn	trust	0.578
revival	qawmien mill-ġdid	trust	0.578
professor	professur	trust	0.578
adore	adore	trust	0.578
legalized	legalizzat	trust	0.578
punctual	puntwali	trust	0.570
counsellor	konsulent	trust	0.570
complement	komplement	trust	0.570
corroboration	korroborazzjoni	trust	0.570
immaculate	immakulata	trust	0.570
relative	qarib	trust	0.570
apostle	appostlu	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	konnettiv	trust	0.570
insure	tassigura	trust	0.570
plausible	plausibbli	trust	0.570
consult	ikkonsulta	trust	0.570
modest	modest	trust	0.570
measured	imkejla	trust	0.570
pilot	pilota	trust	0.570
collaborator	kollaboratur	trust	0.570
advise	avża	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	ordinanza	trust	0.570
compass	boxxla	trust	0.570
guide	gwida	trust	0.570
everlasting	eterna	trust	0.570
adhering	aderazzjoni	trust	0.570
determinate	determinat	trust	0.570
heavenly	heavenly	trust	0.570
principal	prinċipal	trust	0.570
abundance	abbundanza	trust	0.570
matron	matron	trust	0.570
unequivocal	inekwivokabbli	trust	0.570
volunteers	voluntiera	trust	0.570
pedigree	razza pura	trust	0.570
unquestionably	bla dubju	trust	0.570
pertinent	pertinenti	trust	0.562
devout	devout	trust	0.562
curable	kurabbli	trust	0.562
insight	għarfien	trust	0.562
congregation	kongregazzjoni	trust	0.562
admit	jammettu	trust	0.562
pleasant	pjaċevoli	trust	0.562
vigorous	vigoruż	trust	0.562
fort	forti	trust	0.562
remarkable	notevoli	trust	0.562
content	il-kontenut	trust	0.562
spotless	spotless	trust	0.562
uplift	uplift	trust	0.562
compensate	jikkumpensaw	trust	0.562
lovemaking	tħejjija tal-mara	trust	0.562
jury	ġurija	trust	0.562
jurist	ġuristi	trust	0.562
soothing	serħan il-moħħ	trust	0.562
ordination	koordinazzjoni	trust	0.562
cohesion	koeżjoni	trust	0.562
frankness	sinċerità	trust	0.562
strong	qawwija	trust	0.562
miracle	miraklu	trust	0.562
concordance	konkordanza	trust	0.562
applaud	applaud	trust	0.562
prize	premju	trust	0.562
apostolic	appostolika	trust	0.562
succeeding	warajha	trust	0.562
vitality	vitalità	trust	0.562
treasurer	teżorier	trust	0.562
save	ħlief	trust	0.562
earn	jaqilgħu	trust	0.562
midwife	qabla	trust	0.555
discretion	diskrezzjoni	trust	0.555
worship	qima	trust	0.555
constant	kostanti	trust	0.555
foresight	tbassir	trust	0.555
vote	votazzjoni	trust	0.555
