word	Kurdish-ku	emotion	emotion-intensity-score
tempest	tengahî	surprise	0.625
trick	fen	surprise	0.625
slaughtering	kuştinê	surprise	0.625
wonderment	ecêb	surprise	0.625
excited	aciz	surprise	0.625
sorcery	xerîb	surprise	0.625
murderous	kuştin	surprise	0.625
urgency	acîlîyet	surprise	0.625
distress	tûnebûnî	surprise	0.625
mystery	sir	surprise	0.625
trickery	xemgîniyê	surprise	0.617
intense	liserhev	surprise	0.617
vanish	wendabûn	surprise	0.617
murder	kûştin	surprise	0.617
quickness	lezgîn	surprise	0.617
intrusive	xweser	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	paçê ber çav	surprise	0.609
coup	kûpa	surprise	0.609
splash	derzşkirin	surprise	0.609
thief	diz	surprise	0.609
magical	sêrik	surprise	0.609
unstable	livok	surprise	0.609
shatter	perçiqandin	surprise	0.609
strangle	xeniqandin	surprise	0.609
defy	bikişînin	surprise	0.602
deluge	cihekî	surprise	0.602
inconceivable	neheq	surprise	0.602
jubilee	jûbîlê	surprise	0.602
stupor	stupor	surprise	0.602
tackle	çêdibe	surprise	0.602
assail	xerîb	surprise	0.602
betray	xîyanetkirin	surprise	0.602
monstrosity	hişk	surprise	0.594
alerts	alerts	surprise	0.594
lightning	brûsk	surprise	0.594
mishap	xemgîniyê	surprise	0.594
shrill	kişandin	surprise	0.594
stupendous	bêdeng	surprise	0.594
mysterious	pirdizî	surprise	0.586
paralyzed	paralyzed	surprise	0.586
randomly	nebaş	surprise	0.586
bonus	xelat	surprise	0.586
deceit	şaşkirinî	surprise	0.586
wild	bejî	surprise	0.586
pitfall	zehf	surprise	0.586
wondrous	şehrezayî	surprise	0.586
uncanny	neheq	surprise	0.586
electric	elatrîkî	surprise	0.578
oddity	bêkêmasî	surprise	0.578
death	mirin	surprise	0.578
jubilant	jûbilant	surprise	0.578
godsend	xwedan	surprise	0.578
stagger	lerzîn	surprise	0.578
raving	çêdike	surprise	0.578
rejoicing	kêfxweş im	surprise	0.578
premature	berê	surprise	0.578
fluke	bêdeng	surprise	0.578
bizarre	dîn	surprise	0.578
revenge	heyf	surprise	0.570
dynamic	dînamîk	surprise	0.570
dismay	xemgîn bike	surprise	0.570
ecstatic	ecstatic	surprise	0.562
fascinate	xemgîn	surprise	0.562
uncover	vekirî	surprise	0.562
jerk	jerk	surprise	0.562
reward	xelat	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	dîsa derketin	surprise	0.562
whim	zû	surprise	0.555
conjure	mizgîniyê	surprise	0.555
crescendo	qezencê	surprise	0.555
zany	zanyar	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	biriqandin	surprise	0.547
rescue	rizgarî	surprise	0.547
tantalizing	tantalîzasyonê	surprise	0.547
winner	serketî	surprise	0.547
heroism	vîdyoyîzmê	surprise	0.547
rarity	kêmasî	surprise	0.547
ejaculation	rêjîmê	surprise	0.547
daze	daze	surprise	0.547
unbridled	nebaş	surprise	0.547
thwart	xistin	surprise	0.547
treason	îxanet	surprise	0.539
punch	pûç	surprise	0.539
insult	kêmkirinî	surprise	0.539
lunge	lêdanê	surprise	0.539
illusion	xiyal	surprise	0.539
lucky	şayî	surprise	0.539
interrupt	devjêberdan	surprise	0.539
cheer	kêfhatinî	surprise	0.539
celebration	kêfî	surprise	0.539
violation	birîn	surprise	0.539
marvel	şaş	surprise	0.539
sensation	bûyerê ecêb	surprise	0.531
fearfully	tirsa	surprise	0.531
concealed	veşartin	surprise	0.531
banger	banger	surprise	0.531
affront	pêşî	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veguhestin	surprise	0.523
wonder	mûcîze	surprise	0.523
immediacy	hergav	surprise	0.523
undiscovered	veşartî	surprise	0.523
abandonment	berdan	surprise	0.523
rejoice	kêfkirin	surprise	0.523
improvise	lihevanîn	surprise	0.523
majestic	dilsoz	surprise	0.523
scorpion	dûpişk	surprise	0.523
victimized	mexdûr kirin	surprise	0.523
liberate	rizgarkirin	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	bêdeng	surprise	0.516
tickle	xûrîk	surprise	0.516
chance	tesadûf	surprise	0.516
howl	zûrîn	surprise	0.516
swerve	swerve	surprise	0.508
reflex	berxwek	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	şahî	surprise	0.508
magnificent	geş	surprise	0.508
transcendence	berbiçav	surprise	0.508
garish	kinc	surprise	0.508
unintentionally	nerazî	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	kêm	surprise	0.500
marvelous	pirxweş	surprise	0.500
heroic	qehremanî	surprise	0.500
remarkable	balkêş	surprise	0.500
fainting	neheqî	surprise	0.500
slayer	slayer	surprise	0.500
erotic	cinsî	surprise	0.500
enliven	enliven	surprise	0.500
alertness	hişyariyê	surprise	0.500
misbehavior	sûcdar	surprise	0.500
embarrassment	fedî	surprise	0.500
diversion	balalîdanî	surprise	0.500
unutterable	bête	surprise	0.492
nab	nab	surprise	0.492
camouflage	xweveşartinî	surprise	0.492
trump	tîrêj	surprise	0.492
decoy	biryara	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	nefret	surprise	0.492
birthday	rojbûn	surprise	0.492
greatness	mezinahî	surprise	0.492
zeal	zehf	surprise	0.484
prick	bikişînin	surprise	0.484
magician	sihrevan	surprise	0.484
underestimate	biçûkdîtin	surprise	0.484
horde	horde	surprise	0.484
fanfare	fenazeyê	surprise	0.484
inexpressible	nexwendin	surprise	0.484
daemon	daemon	surprise	0.484
variable	têgûherr	surprise	0.484
curiosity	miraq	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	nebaş	surprise	0.477
chicane	xemgîn	surprise	0.477
fortune	hebûnî	surprise	0.477
sneeze	pişkîn	surprise	0.477
illumination	biriqîn	surprise	0.477
incident	bûyer	surprise	0.477
dreadfully	xemgîn	surprise	0.477
strange	xerîb	surprise	0.477
subversive	veguherîn	surprise	0.477
reversal	tersî	surprise	0.469
prowl	pêxember	surprise	0.469
rapid	jêqetandin	surprise	0.469
leery	leery	surprise	0.469
wizard	wizard	surprise	0.469
coincidence	hevcivîn	surprise	0.461
hilarious	hilweşîn	surprise	0.461
divergent	dûr	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	şikesta	surprise	0.461
slip	derpê	surprise	0.461
wonderful	pirxweş	surprise	0.453
hoax	hoax	surprise	0.453
winning	serketin	surprise	0.453
overestimate	pirrjimar	surprise	0.453
confession	mûkir	surprise	0.453
ordeal	ode	surprise	0.453
evanescence	evanscence	surprise	0.453
merriment	mêr	surprise	0.453
raffle	raffle	surprise	0.453
stound	avêtin	surprise	0.445
laughter	pêkenîn	surprise	0.445
enthusiast	dilsoz	surprise	0.445
splendid	birqok	surprise	0.445
feat	kar	surprise	0.445
perchance	xemgîniyê	surprise	0.445
excel	excel	surprise	0.445
gambling	qezencê	surprise	0.445
unintentional	bêqesd	surprise	0.438
brighten	ronahî	surprise	0.438
changeable	digûherr	surprise	0.438
rapt	rapt	surprise	0.438
unique	yekane	surprise	0.438
splendor	şêrîn	surprise	0.438
senseless	bêhîs	surprise	0.438
gift	dîyarî	surprise	0.430
fascination	balkêşî	surprise	0.430
trepidation	dagirkeriyê	surprise	0.430
stealthy	bêdeng	surprise	0.430
fiesta	festa	surprise	0.430
delighted	kêfxweş	surprise	0.430
lawsuit	doz	surprise	0.430
intrigue	fen	surprise	0.430
quicksilver	lezgîn	surprise	0.422
originality	etnîkî	surprise	0.422
riddle	şertonek	surprise	0.422
judgment	biryar	surprise	0.422
enchant	balkêş	surprise	0.422
stealth	bêdeng	surprise	0.422
veracity	rastdariyê	surprise	0.414
elusive	jidestrevî	surprise	0.414
perjury	sonda derewîn	surprise	0.414
spirits	ruhên	surprise	0.414
liberation	rizgarî	surprise	0.414
illegitimate	bêbavane	surprise	0.414
syncope	syncope	surprise	0.414
experiment	ceribandinî	surprise	0.414
gambler	lîstikvan	surprise	0.406
eager	jîrane	surprise	0.406
inspired	berbiçav	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	çepik	surprise	0.406
allure	dilkişîn	surprise	0.406
parade	temaşe	surprise	0.406
princely	serwer	surprise	0.398
divorce	telaqdanî	surprise	0.398
guess	texmîn	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	xanîdar	surprise	0.398
aspiration	bîhnfirehiyê	surprise	0.391
peri	peri	surprise	0.391
cheerful	şa	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	serketinî	surprise	0.391
incontinence	neheq	surprise	0.391
inheritance	mîratî	surprise	0.383
score	rewşa nixtan	surprise	0.383
lose	windakirin	surprise	0.383
crowning	qelem	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	dilsoz	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	xemgîn	surprise	0.375
mystic	mystic	surprise	0.375
succeed	serketin	surprise	0.375
advance	pêşveçûn	surprise	0.375
sparkle	sparkle	surprise	0.367
hope	hêvî	surprise	0.367
joker	joker	surprise	0.367
sensual	bifêhmî	surprise	0.367
excavation	kol	surprise	0.367
feeling	his	surprise	0.359
entertainment	axaftin	surprise	0.359
clown	palyaço	surprise	0.352
newcomer	newcomer	surprise	0.352
modify	gûhertin	surprise	0.352
award	xelatkirin	surprise	0.352
blessings	pîroz	surprise	0.352
postponement	tarloq	surprise	0.352
obit	obit	surprise	0.352
celebrity	pîroz	surprise	0.344
hero	qehreman	surprise	0.344
start	destpêkirin	surprise	0.344
wonderfully	ecêb	surprise	0.344
highest	herî bilind	surprise	0.344
proficiency	profesyonel	surprise	0.344
glorify	qîmetzêdegirtin	surprise	0.344
unbeaten	nebaş	surprise	0.336
memorable	memorable	surprise	0.336
sanctify	pîroz bikin	surprise	0.336
rekindle	vekin	surprise	0.336
optimism	dilsoziyê	surprise	0.336
warned	hişyar kirin	surprise	0.336
prodigious	berbiçav	surprise	0.336
dissolution	hilweşandin	surprise	0.336
grin	binsimbêlkenînî	surprise	0.336
admiration	dilpêmayî	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	amade	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	milyaket	surprise	0.320
examination	îmtîhan	surprise	0.320
catch	girtin	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	Azadî	surprise	0.312
kiss	maç	surprise	0.312
embrace	himbêzkirin	surprise	0.312
occasional	carinan	surprise	0.312
treat	dermankirin	surprise	0.312
saint	ezîz	surprise	0.312
scrimmage	çermê	surprise	0.312
dismissal	berdanî	surprise	0.312
perfection	gîhiştî	surprise	0.305
generosity	dilmezinî	surprise	0.305
gratify	xweş bikin	surprise	0.305
saintly	saintly	surprise	0.305
sally	silav	surprise	0.305
polarity	polîtîk	surprise	0.297
finally	paşan	surprise	0.297
differently	cûda	surprise	0.297
palpable	paqijkirin	surprise	0.297
warn	gazîgîhandin	surprise	0.297
ceremony	şênayî	surprise	0.297
larger	mezin	surprise	0.297
favorable	erzan	surprise	0.297
romance	navderketina evînî	surprise	0.289
medal	xelat	surprise	0.289
inviting	vexwendin	surprise	0.289
greeting	silav	surprise	0.289
candid	vekirî	surprise	0.281
resignation	şûndekişî	surprise	0.281
trip	gerr	surprise	0.281
accolade	pîroz kirin	surprise	0.281
labor	kar	surprise	0.281
stare	ziqnerrîn	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	ezimanden	surprise	0.266
somatic	somatîkî	surprise	0.266
admire	lêşaşman	surprise	0.266
immerse	navdekirin	surprise	0.266
festival	cejn	surprise	0.266
mimicry	xemgîniyê	surprise	0.266
compensate	zîyandayin	surprise	0.266
insolvency	nebaş	surprise	0.266
playful	lîstikî	surprise	0.266
complement	temamî	surprise	0.258
receiving	wergirtin	surprise	0.258
hypothesis	fikra	surprise	0.258
laugh	ken	surprise	0.258
chuckle	qulikê	surprise	0.258
honeymoon	gera paşzewacê	surprise	0.250
marry	zewicîn	surprise	0.242
independence	serxwebûnî	surprise	0.242
opera	opîra	surprise	0.242
pleasant	xweş	surprise	0.242
rhythmical	rhythmîn	surprise	0.234
assessment	bellîkirinî	surprise	0.234
hopeful	hêvîyane	surprise	0.234
trophy	bîrane	surprise	0.234
holiness	rûhanî	surprise	0.234
chant	çêdike	surprise	0.234
leave	terikandin	surprise	0.234
procession	pêvajoyê	surprise	0.227
placard	paqij	surprise	0.227
deal	bazirganî	surprise	0.227
cherish	xemgîn	surprise	0.219
good	baş	surprise	0.219
shopping	kirînê	surprise	0.219
musical	mûsîqî	surprise	0.219
shell	legan	surprise	0.211
dawn	bandev	surprise	0.211
simplify	asankirin	surprise	0.211
purity	paqij	surprise	0.203
nullify	naxwazin	surprise	0.203
money	dirav	surprise	0.203
sweet	şêrîn	surprise	0.203
morals	exlaqî	surprise	0.203
synchronize	synchronize	surprise	0.195
preservative	dermanê parastinê	surprise	0.195
humanitarian	mirovî	surprise	0.195
unfulfilled	bêkêmkirin	surprise	0.195
precious	giranbiha	surprise	0.195
obliging	mecbûr kirin	surprise	0.188
singularly	bi tenê	surprise	0.188
foresee	derxistin	surprise	0.180
pray	dûakirin	surprise	0.180
graduation	refpîvok	surprise	0.180
lovely	têhezkir	surprise	0.180
sun	tav	surprise	0.172
art	fen	surprise	0.172
mouth	dev	surprise	0.172
youth	ciwanan	surprise	0.172
thirst	tîbûnî	surprise	0.172
young	ciwan	surprise	0.164
goodness	başî	surprise	0.164
overdue	demhatî	surprise	0.156
visor	visor	surprise	0.156
practiced	tête kirin	surprise	0.156
latent	latînî	surprise	0.156
loyal	pêvgirêda	surprise	0.148
expect	bendeman	surprise	0.148
destination	armanca seyahatê	surprise	0.148
wireless	wireless	surprise	0.148
quote	pêşnîyarîya bedelê	surprise	0.141
slush	herrî	surprise	0.141
infant	zarokê biçûk	surprise	0.141
cream	qeymax	surprise	0.141
playground	cihê lîstikê	surprise	0.133
organization	sazûman	surprise	0.125
teach	hînkirin	surprise	0.125
vote	deng	surprise	0.125
smile	kenn	surprise	0.117
weight	pîvan	surprise	0.117
dolphin	masîyê ûnis	surprise	0.117
sisterhood	sisterhood	surprise	0.109
cable	kablo	surprise	0.109
sunny	ro	surprise	0.102
steady	berdewam dike	surprise	0.094
leisure	betalî	surprise	0.086
peaceful	aş	surprise	0.086
spa	spa	surprise	0.086
tree	dar	surprise	0.078
picnic	picnic	surprise	0.078
worm	kûrm	surprise	0.055
truthfulness	rastiyê	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	dilsoz	trust	0.867
honest	dilpaqij	trust	0.844
honesty	rastî	trust	0.844
honor	namûs	trust	0.844
truth	rastî	trust	0.844
truthful	dilsoz	trust	0.836
trusting	ewlehiyê	trust	0.836
brotherhood	birayên	trust	0.820
entrust	birêvebirin	trust	0.812
committed	kir	trust	0.805
integrity	linavketinî	trust	0.805
loyalty	pêvgirêdayî	trust	0.805
honorable	binamûs	trust	0.805
credibility	bawerîpêhatinî	trust	0.805
trust	bawerî	trust	0.805
faithful	girêda	trust	0.797
sincere	dilrast	trust	0.797
responsible	berpirsîyare	trust	0.789
partnership	hevaltî	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	rîsipîti	trust	0.789
oath	sond	trust	0.781
verification	tesdîq	trust	0.781
vow	sond	trust	0.781
cooperative	amadeyê alîkarî	trust	0.781
respectable	emelxweş	trust	0.773
credible	bawerî	trust	0.773
hero	qehreman	trust	0.773
sisterhood	sisterhood	trust	0.773
promise	ahd	trust	0.773
verified	nirxandin	trust	0.773
qualified	xwende	trust	0.766
respected	rêzdar	trust	0.766
authentication	piştrastkirin	trust	0.766
compassion	dilêşî	trust	0.759
reputable	berbiçav	trust	0.758
safekeeping	safekeeping	trust	0.758
reliability	ewlehiyê	trust	0.758
moral	rûhî	trust	0.758
love	evîn	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	qayilî	trust	0.758
stable	stewr	trust	0.750
friend	heval	trust	0.750
genuine	rast	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	zanyî	trust	0.750
loyal	pêvgirêda	trust	0.750
ally	hevkar	trust	0.750
safeguard	ewlehiyê	trust	0.750
companion	hevala rê	trust	0.750
advised	şîret kirin	trust	0.750
authentic	rast	trust	0.750
respect	rûmet	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	azadî	trust	0.742
proven	îspat	trust	0.742
respects	rêzgirtin	trust	0.742
faith	bawerî	trust	0.742
wholesome	sax	trust	0.742
heartfelt	dilfiroş	trust	0.734
unification	komele	trust	0.734
protecting	parastin	trust	0.734
reassurance	rehetî	trust	0.734
admirable	qeşeng	trust	0.734
trustee	wekîl	trust	0.734
supporter	piştevanîya	trust	0.734
confirmation	tesdîq	trust	0.734
respectful	rûmetar	trust	0.734
alliance	hevkarî	trust	0.727
equality	wekhevî	trust	0.727
friendship	dostî	trust	0.727
agreement	lihevhatin	trust	0.727
fact	berçavî	trust	0.727
confident	bigûman	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	bawerî	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	gelekbaşî	trust	0.727
credential	pejirandin	trust	0.727
closeness	nêzîkbûnê	trust	0.719
authenticate	tesdîqkirin	trust	0.719
intelligence	nûçe	trust	0.719
virtue	fezîlet	trust	0.719
honored	rûmet kirin	trust	0.719
virtuous	qenc	trust	0.719
kindred	xemgîn	trust	0.719
charitable	karûbar	trust	0.711
dedication	şabaşî	trust	0.711
guarantee	garantî	trust	0.711
cooperation	hevkarî	trust	0.711
creditable	kredî	trust	0.711
consistency	berdewam	trust	0.711
allegiance	dilsozî	trust	0.711
cooperating	hevkariyê	trust	0.711
straightforward	rasterast	trust	0.711
determination	tespîtkirinî	trust	0.711
justice	mafî	trust	0.711
sanctuary	dorhalîyê parastî	trust	0.703
nurture	kurt kirin	trust	0.703
innocent	bêsûc	trust	0.703
admire	lêşaşman	trust	0.703
assurance	sîxorte	trust	0.703
morality	rûhane	trust	0.703
prepared	amadekirin	trust	0.703
friendliness	hevalbendiyê	trust	0.703
reliable	bawerdar	trust	0.703
mentor	şêwirmend	trust	0.703
guardianship	cerdevaniyê	trust	0.703
fulfilled	temam kirin	trust	0.703
reverence	dilsoz	trust	0.703
proof	delîl	trust	0.703
admiration	dilpêmayî	trust	0.703
mother	dê	trust	0.703
protected	parastin	trust	0.703
motherhood	dilsoz	trust	0.703
marriage	mahrî	trust	0.695
skillful	pispor	trust	0.695
indestructible	nehêle	trust	0.695
guardian	wekîl	trust	0.695
accountable	berpirsîyarîn	trust	0.695
courage	cesaret	trust	0.695
bodyguard	bedenparêz	trust	0.695
agreeable	xweş	trust	0.695
scientist	zanistvan	trust	0.695
allied	hevkar	trust	0.695
compassionate	dilovaniyê	trust	0.695
humanitarian	mirovî	trust	0.695
approving	pejirandin	trust	0.695
united	yekbû	trust	0.695
pact	peyman	trust	0.695
certified	pejirandin	trust	0.695
morals	exlaqî	trust	0.695
esteem	dilsoz	trust	0.688
secure	bicî	trust	0.688
perfection	gîhiştî	trust	0.688
guidance	birêvebirî	trust	0.688
competent	zana	trust	0.688
authenticity	rastiyê	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	rastdar	trust	0.688
humanity	mirovatî	trust	0.688
solidity	xurt	trust	0.688
adviser	şêwirvan	trust	0.688
pledge	berdêl	trust	0.688
believed	bawerî	trust	0.688
understanding	lihevhat	trust	0.688
monogamy	monogamy	trust	0.688
expertise	pispor	trust	0.680
diplomatic	dîplomatîk	trust	0.680
confidential	bawerane	trust	0.680
hope	hêvî	trust	0.680
protector	parastinî	trust	0.680
agreeing	bipejirîne	trust	0.680
diligence	jîrî	trust	0.680
official	fermî	trust	0.680
affirm	bawerdayin	trust	0.680
indivisible	bête	trust	0.680
grandfather	bapîr	trust	0.680
humble	dilnizm	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	parêzer	trust	0.680
elders	rihspî	trust	0.680
goodness	başî	trust	0.680
commendable	pesinhêja	trust	0.680
inspire	eyankirin	trust	0.680
approve	destûrdan	trust	0.680
confide	bawerpêanîn	trust	0.680
professional	karî	trust	0.680
familiarity	nasname	trust	0.680
leader	birêvebir	trust	0.680
confirmed	pejirandin	trust	0.680
acceptance	bawerî	trust	0.680
benevolence	berbiçav	trust	0.672
dignity	rûmet	trust	0.672
harmoniously	baş	trust	0.672
mastery	berbiçav	trust	0.672
unwavering	nerazîbûn	trust	0.672
accredited	naskirî	trust	0.672
healing	qenc kirin	trust	0.672
encyclopedia	ensîklopediya	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	pîroz bikin	trust	0.672
cohesive	heval	trust	0.672
covenant	Peymanê	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	neheq	trust	0.672
safe	emîn	trust	0.672
intelligent	reweşenbîr	trust	0.672
merit	birin	trust	0.664
impeccable	neheq	trust	0.664
affirmatively	erênî	trust	0.664
spiritual	fikrî	trust	0.664
advocate	pêşnîyarkirin	trust	0.664
team	kom	trust	0.664
heroic	qehremanî	trust	0.664
communicate	agahdayin	trust	0.664
disciple	dilxaz	trust	0.664
expert	pispor	trust	0.664
proficient	jîr	trust	0.664
specialist	taybetzana	trust	0.664
ambassador	sefîr	trust	0.664
accept	baweranîn	trust	0.664
attestation	destnîşankirin	trust	0.664
supporting	piştevanîya	trust	0.664
reliance	girêdayî	trust	0.664
authority	erc	trust	0.664
accountability	hesab	trust	0.664
guidebook	rêber	trust	0.664
fulfillment	bicihanînî	trust	0.664
strengthening	bihêzkirin	trust	0.661
familiar	nas	trust	0.656
facts	rastiyê	trust	0.656
achieve	gîhaştin	trust	0.656
warranty	libersekînîn	trust	0.656
structure	awayî	trust	0.656
steadfast	dilsoz	trust	0.656
favorable	erzan	trust	0.656
counsel	pêşnîyardanî	trust	0.656
relationship	peywendî	trust	0.656
scientific	zanistî	trust	0.656
gentleman	birêz	trust	0.656
strength	qawet	trust	0.656
elder	gewretir	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	rûhanî	trust	0.656
excellent	pirrbidilî	trust	0.656
proficiency	profesyonel	trust	0.656
constancy	domdar	trust	0.656
defended	parastin	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	pişta xwe girêdan bi	trust	0.648
heroism	vîdyoyîzmê	trust	0.648
peaceful	aş	trust	0.648
competency	qezencî	trust	0.648
assuredly	bi rastî	trust	0.648
brother	brak	trust	0.648
counselor	pêşnîyarvan	trust	0.648
successful	serfiraz	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	parêzarî	trust	0.648
saint	ezîz	trust	0.648
harmony	lihevkirinî	trust	0.648
matrimony	matrimony	trust	0.648
noble	pîroz	trust	0.648
inspiration	eyan	trust	0.648
academic	danişgayî	trust	0.648
assist	alîkirin	trust	0.648
agreed	lihevhati	trust	0.648
uphold	bigirin	trust	0.648
comrade	nas	trust	0.648
lovable	xweşik	trust	0.648
advisable	pêşnîyarbar	trust	0.648
solidarity	piştgiriya	trust	0.648
worthy	rûmetar	trust	0.643
durability	xweparêzî	trust	0.641
coexist	hevkariyê	trust	0.641
assure	sîxortekirin	trust	0.641
establish	bingehdanîn	trust	0.641
benefactor	xêrxwaz	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	sereke	trust	0.641
loving	ji dil	trust	0.641
teacher	mamoste	trust	0.641
judiciary	dadweriyê	trust	0.641
conscientious	dilsoz	trust	0.641
confidence	bawerî	trust	0.641
lawful	qanûnî	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	damezrandin	trust	0.641
champion	hoste	trust	0.641
unity	yekîtî	trust	0.641
legal	mafî	trust	0.641
kind	hevalbend	trust	0.641
credence	qezenc	trust	0.641
real	rast	trust	0.641
doctor	pizişk	trust	0.641
intimate	nas	trust	0.634
hopeful	hêvîyane	trust	0.633
fortitude	dilsoz	trust	0.633
physician	bijîşk	trust	0.633
brotherly	birayê	trust	0.633
aspiration	bîhnfirehiyê	trust	0.633
convincing	qanihkir	trust	0.633
sanctification	pîrozkirin	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	navbilindkirin	trust	0.633
courageous	cesûr	trust	0.633
soundness	dilsoz	trust	0.633
legitimacy	qanûnî	trust	0.633
endorse	destnîşankirin	trust	0.633
fidelity	pêvgirêdayi	trust	0.633
bless	bereketkirin	trust	0.633
judicial	dadwerî	trust	0.633
important	giring	trust	0.633
saintly	saintly	trust	0.633
conscience	wijdan	trust	0.633
therapeutic	dermanan	trust	0.633
authorize	ercdan	trust	0.633
devotional	dilsoz	trust	0.633
practiced	tête kirin	trust	0.633
backbone	wersel	trust	0.633
approved	pejirandin	trust	0.633
evident	diyar e	trust	0.625
encourage	cisaretdan	trust	0.625
caretaker	karmend	trust	0.625
regard	nirxandin	trust	0.625
angel	milyaket	trust	0.625
engaged	tevlihev	trust	0.625
blessing	bereket	trust	0.625
professorship	profesyonel	trust	0.625
majestic	dilsoz	trust	0.625
communication	agahhesînî	trust	0.625
purify	paqij bikin	trust	0.625
authorization	wekîlkirinî	trust	0.625
wonderful	pirxweş	trust	0.625
achievement	suxre	trust	0.625
fireman	parîzevanê ji ber agir	trust	0.625
certify	şehadtkirin	trust	0.625
civilized	beşer	trust	0.625
profound	kûr	trust	0.625
accurate	tam	trust	0.625
assured	piştrast kirin	trust	0.625
positivity	erênî	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	baş	trust	0.617
absolution	betalkirinê	trust	0.617
commend	pêşniyarkirin	trust	0.617
cherish	xemgîn	trust	0.617
fundamental	bingehane	trust	0.617
advice	şêwr	trust	0.617
objective	berdest	trust	0.617
optimism	dilsoziyê	trust	0.617
testament	vesîyet	trust	0.617
qualities	taybetmendiyên	trust	0.617
haven	haven	trust	0.617
heroine	qehrîn	trust	0.617
constantly	berdewam	trust	0.617
appreciation	rûmetdanî	trust	0.617
triumphant	serfirazî	trust	0.617
accord	peyman	trust	0.617
reassure	rehetkirin	trust	0.617
truce	agirbesî	trust	0.617
thoughtful	bibal	trust	0.617
teach	hînkirin	trust	0.617
god	xwedê	trust	0.617
corroborate	şaş kirin	trust	0.617
believer	bawervan	trust	0.617
unimpeachable	neheq	trust	0.617
surety	ewlehî	trust	0.617
attentive	balane	trust	0.617
gospel	încîl	trust	0.617
bedrock	bedrock	trust	0.617
approvement	erêkirin	trust	0.617
planning	pîlankirinî	trust	0.617
rational	parî	trust	0.617
passionate	bi hez	trust	0.617
happy	şa	trust	0.609
babysitter	dikişînin	trust	0.609
brilliant	birqanî	trust	0.609
praise	pesn	trust	0.609
definitive	nirxandin	trust	0.609
considerate	baldar	trust	0.609
patron	patron	trust	0.609
scripture	nivîsa ezîz	trust	0.609
heal	saxkirin	trust	0.609
praiseworthy	dilsoz	trust	0.609
steward	karkerê balafirê	trust	0.609
awareness	zanetî	trust	0.609
officer	serbaz	trust	0.609
purification	paqijkirin	trust	0.609
excel	excel	trust	0.609
civilization	beşerî	trust	0.609
liking	dixwaze	trust	0.609
comfort	rehetî	trust	0.609
magnificence	celeb	trust	0.609
notary	noter	trust	0.609
progression	pêşveçûn	trust	0.609
mediator	navdêr	trust	0.609
blessings	pîroz	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	pêşnîyarkirin	trust	0.609
brave	jîr	trust	0.602
experienced	serbixwe	trust	0.602
steady	berdewam dike	trust	0.602
enlightenment	ronahî	trust	0.602
brighten	ronahî	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	bicihanîn	trust	0.602
