word	Greek-el	emotion	emotion-intensity-score
bizarre	παράξενος	surprise	0.578
revenge	εκδίκηση	surprise	0.570
dynamic	δυναμικός	surprise	0.570
dismay	φόβος	surprise	0.570
ecstatic	εκστατικός	surprise	0.562
fascinate	θέλγω	surprise	0.562
uncover	αποκαλύπτω	surprise	0.562
jerk	κόπανος	surprise	0.562
reward	ανταμοιβή	surprise	0.562
nefarious	άνομος	surprise	0.562
reappear	επαναφαίνομαι	surprise	0.562
whim	ιδιοτροπία	surprise	0.555
conjure	εξορκίζω	surprise	0.555
crescendo	αυξάνων τόνος	surprise	0.555
zany	γελωτοποιός	surprise	0.555
thaumaturgy	θαυματουργία	surprise	0.555
illuminate	διαφωτίζω	surprise	0.547
rescue	διάσωση	surprise	0.547
tantalizing	ενθουσιασμός	surprise	0.547
winner	νικητής	surprise	0.547
heroism	ηρωϊσμός	surprise	0.547
rarity	σπανιότητα	surprise	0.547
ejaculation	εκσπερμάτωση	surprise	0.547
daze	σάστισμα	surprise	0.547
unbridled	αχαλίνωτος	surprise	0.547
thwart	εγκάρσιος	surprise	0.547
treason	προδοσία	surprise	0.539
punch	γροθιά	surprise	0.539
insult	προσβολή	surprise	0.539
lunge	ξιφίζω	surprise	0.539
illusion	ψευδαίσθηση	surprise	0.539
lucky	τυχερός	surprise	0.539
interrupt	διακοπή	surprise	0.539
cheer	κέφι	surprise	0.539
celebration	εορτασμός	surprise	0.539
violation	παράβαση	surprise	0.539
marvel	θαύμα	surprise	0.539
sensation	αίσθηση	surprise	0.531
fearfully	με φόβο	surprise	0.531
concealed	απόκρυψη	surprise	0.531
banger	banger	surprise	0.531
affront	προσβολή	surprise	0.531
snag	απροσδόκητο εμπόδιο	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	γυρίζω	surprise	0.523
wonder	θαύμα	surprise	0.523
immediacy	αμεσότητα	surprise	0.523
undiscovered	ανεύρετος	surprise	0.523
abandonment	εγκατάλειψη	surprise	0.523
rejoice	χαίρομαι	surprise	0.523
improvise	αυτοσχεδιάζω	surprise	0.523
majestic	μεγαλοπρεπής	surprise	0.523
scorpion	σκορπιός	surprise	0.523
victimized	θύματα	surprise	0.523
liberate	απελευθερώνω	surprise	0.523
yelp	ούρλιασμα	surprise	0.516
stealthily	λάθρα	surprise	0.516
tickle	γαργαλάω	surprise	0.516
chance	ευκαιρία	surprise	0.516
howl	ουρλιάζω	surprise	0.516
swerve	στραβοτιμονιά	surprise	0.508
reflex	αντανάκλαση	surprise	0.508
rave	ουρλιάζω	surprise	0.508
pop	κρότος	surprise	0.508
luck	τυχη	surprise	0.508
magnificent	μεγαλοπρεπής	surprise	0.508
transcendence	υπέρβαση	surprise	0.508
garish	φανταχτερός	surprise	0.508
unintentionally	ακούσια	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	σπάνιος	surprise	0.500
marvelous	θαυμάσιος	surprise	0.500
heroic	ηρωϊκός	surprise	0.500
remarkable	αξιοσημείωτος	surprise	0.500
fainting	λιποθυμία	surprise	0.500
slayer	φονιάς	surprise	0.500
erotic	ερωτικός	surprise	0.500
enliven	ζωντανεύω	surprise	0.500
alertness	ετοιμότητα	surprise	0.500
misbehavior	κακή διαγωγή	surprise	0.500
embarrassment	αμηχανία	surprise	0.500
diversion	εκτροπή	surprise	0.500
unutterable	ανέκφραστος	surprise	0.492
nab	συλλαμβάνω	surprise	0.492
camouflage	καμουφλάζ	surprise	0.492
trump	ατού	surprise	0.492
decoy	δόλωμα	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	χίμαιρα	surprise	0.492
infarct	στρατιώτης	surprise	0.492
birthday	γενέθλια	surprise	0.492
greatness	μεγαλείο	surprise	0.492
zeal	ζήλος	surprise	0.484
prick	πούτσος	surprise	0.484
magician	μάγος	surprise	0.484
underestimate	υποτιμώ	surprise	0.484
horde	ορδή	surprise	0.484
fanfare	σαλπίσματα	surprise	0.484
inexpressible	ανέκφραστος	surprise	0.484
daemon	δαίμονας	surprise	0.484
variable	μεταβλητός	surprise	0.484
curiosity	περιέργεια	surprise	0.484
gawk	μπούφος	surprise	0.477
unguarded	αφύλακτος	surprise	0.477
chicane	chicane	surprise	0.477
fortune	τύχη	surprise	0.477
sneeze	φτάρνισμα	surprise	0.477
illumination	φωτισμός	surprise	0.477
incident	περιστατικό	surprise	0.477
dreadfully	τρομακτικά	surprise	0.477
strange	παράξενος	surprise	0.477
subversive	ανατρεπτικός	surprise	0.477
reversal	αντιστροφή	surprise	0.469
prowl	αναζήτηση λείας	surprise	0.469
rapid	ταχύς	surprise	0.469
leery	φιλύποπτος	surprise	0.469
wizard	μάγος	surprise	0.469
coincidence	σύμπτωση	surprise	0.461
hilarious	εύθυμος	surprise	0.461
divergent	αποκλίνων	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	Διακοπή	surprise	0.461
slip	γλιστράω	surprise	0.461
wonderful	εκπληκτικός	surprise	0.453
hoax	απάτη	surprise	0.453
winning	επιτυχής	surprise	0.453
overestimate	υπερτιμώ	surprise	0.453
confession	ομολογία	surprise	0.453
ordeal	δοκιμασία	surprise	0.453
evanescence	εξαφάνιση	surprise	0.453
merriment	ευθυμία	surprise	0.453
raffle	λοταρία	surprise	0.453
stound	βύθιση	surprise	0.445
laughter	γέλιο	surprise	0.445
enthusiast	θιασώτης	surprise	0.445
splendid	λαμπρός	surprise	0.445
feat	κατόρθωμα	surprise	0.445
perchance	κατά τύχη	surprise	0.445
excel	προέχω	surprise	0.445
gambling	ΤΥΧΕΡΑ ΠΑΙΧΝΙΔΙΑ	surprise	0.445
unintentional	ακούσιος	surprise	0.438
brighten	λαμπρύνω	surprise	0.438
changeable	μεταβλητός	surprise	0.438
rapt	βυθισμένος	surprise	0.438
unique	μοναδικός	surprise	0.438
splendor	μεγαλείο	surprise	0.438
senseless	αναίσθητος	surprise	0.438
gift	δώρο	surprise	0.430
fascination	γοητεία	surprise	0.430
trepidation	τρόμος	surprise	0.430
stealthy	κρύφιος	surprise	0.430
fiesta	γιορτή	surprise	0.430
delighted	ευχαριστημένος	surprise	0.430
lawsuit	αγωγή	surprise	0.430
intrigue	μηχανοραφία	surprise	0.430
quicksilver	υδράργυρος	surprise	0.422
originality	πρωτοτυπία	surprise	0.422
riddle	αίνιγμα	surprise	0.422
judgment	κρίση	surprise	0.422
enchant	θέλγω	surprise	0.422
stealth	λαθραία	surprise	0.422
veracity	φιλαλήθεια	surprise	0.414
elusive	άπιαστος	surprise	0.414
perjury	ψευδορκία	surprise	0.414
spirits	οινοπνευματώδη	surprise	0.414
liberation	απελευθέρωση	surprise	0.414
illegitimate	νόθος	surprise	0.414
syncope	συγκοπή	surprise	0.414
experiment	πείραμα	surprise	0.414
gambler	χαρτοπαίχτης	surprise	0.406
eager	πρόθυμος	surprise	0.406
inspired	εμπνευσμένος	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	χειροκροτήματα	surprise	0.406
allure	δελεάζω	surprise	0.406
parade	παρέλαση	surprise	0.406
princely	ηγεμονικός	surprise	0.398
divorce	διαζύγιο	surprise	0.398
guess	εικασία	surprise	0.398
burlesque	γελοιοποιώ	surprise	0.398
secrecy	μυστικότητα	surprise	0.398
aspiration	φιλοδοξία	surprise	0.391
peri	δαιμόνιο των πέρσω	surprise	0.391
cheerful	χαρούμενος	surprise	0.391
hermaphrodite	ερμαφόδιτος	surprise	0.391
supremacy	υπεροχή	surprise	0.391
incontinence	ακράτεια	surprise	0.391
inheritance	κληρονομία	surprise	0.383
score	σκορ	surprise	0.383
lose	χάνω	surprise	0.383
crowning	στέμμα	surprise	0.383
buck	αίξ	surprise	0.383
praiseworthy	αξιέπαινος	surprise	0.383
cadaver	πτώμα	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	χαψιά	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	ζωηρός	surprise	0.375
mystic	μυστικιστής	surprise	0.375
succeed	πετυχαίνω	surprise	0.375
advance	προκαταβολή	surprise	0.375
sparkle	λάμπω	surprise	0.367
hope	ελπίδα	surprise	0.367
joker	τζόκερ	surprise	0.367
sensual	αισθησιακός	surprise	0.367
excavation	ανασκαφή	surprise	0.367
feeling	συναισθημα	surprise	0.359
entertainment	ψυχαγωγία	surprise	0.359
clown	κλόουν	surprise	0.352
newcomer	νεοφερμένος	surprise	0.352
modify	τροποποιώ	surprise	0.352
award	βραβείο	surprise	0.352
blessings	ευλογίες	surprise	0.352
postponement	αναβολή	surprise	0.352
obit	obit	surprise	0.352
celebrity	διασημότητα	surprise	0.344
hero	ήρωας	surprise	0.344
start	αρχή	surprise	0.344
wonderfully	υπέροχα	surprise	0.344
highest	ύψιστος	surprise	0.344
proficiency	ικανότητα	surprise	0.344
glorify	δοξάζω	surprise	0.344
unbeaten	ανίκητος	surprise	0.336
memorable	αξιομνημόνευτος	surprise	0.336
sanctify	αγιάζω	surprise	0.336
rekindle	ξανανάβω	surprise	0.336
optimism	αισιοδοξία	surprise	0.336
warned	προειδοποίησε	surprise	0.336
prodigious	καταπληκτικός	surprise	0.336
dissolution	διάλυση	surprise	0.336
grin	γκριμάτσα	surprise	0.336
admiration	θαυμασμός	surprise	0.328
hypertrophy	υπερτροφία	surprise	0.328
present	παρόν	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	άγγελος	surprise	0.320
examination	εξέταση	surprise	0.320
catch	σύλληψη	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	φλερτάρω	surprise	0.312
puma	πούμα	surprise	0.312
liberty	ελευθερία	surprise	0.312
kiss	φιλί	surprise	0.312
embrace	εναγκαλισμός	surprise	0.312
occasional	τυχαίος	surprise	0.312
treat	θεραπεύω	surprise	0.312
saint	άγιος	surprise	0.312
scrimmage	ταραχή	surprise	0.312
dismissal	απόλυση	surprise	0.312
perfection	τελειότητα	surprise	0.305
generosity	γενναιοδωρία	surprise	0.305
gratify	ικανοποιώ	surprise	0.305
saintly	άγιος	surprise	0.305
sally	έξοδος	surprise	0.305
polarity	πόλωση	surprise	0.297
finally	τελικά	surprise	0.297
differently	διαφορετικά	surprise	0.297
palpable	χειροπιαστός	surprise	0.297
warn	προειδοποιώ	surprise	0.297
ceremony	τελετή	surprise	0.297
larger	μεγαλύτερος	surprise	0.297
favorable	ευνοϊκός	surprise	0.297
romance	ειδύλλιο	surprise	0.289
medal	μετάλλιο	surprise	0.289
inviting	ελκυστικός	surprise	0.289
greeting	χαιρετισμός	surprise	0.289
candid	ειλικρινής	surprise	0.281
resignation	παραίτηση	surprise	0.281
trip	ταξίδι	surprise	0.281
accolade	χειροτονία ιππότου	surprise	0.281
labor	εργασία	surprise	0.281
stare	κοιτάζω	surprise	0.273
glimmer	φέγγω	surprise	0.266
invite	καλώ	surprise	0.266
somatic	σωματικός	surprise	0.266
admire	θαυμάζω	surprise	0.266
immerse	βυθίζω	surprise	0.266
festival	Φεστιβάλ	surprise	0.266
mimicry	διακωμώδηση	surprise	0.266
compensate	αποζημιώνω	surprise	0.266
insolvency	αφερεγγυότητα	surprise	0.266
playful	παιχνιδιάρικος	surprise	0.266
complement	συμπλήρωμα	surprise	0.258
receiving	λήψη	surprise	0.258
hypothesis	υπόθεση	surprise	0.258
laugh	γέλιο	surprise	0.258
chuckle	συγκρατημένο γέλιο	surprise	0.258
honeymoon	ΓΑΜΗΛΙΟ ΤΑΞΙΔΙ	surprise	0.250
marry	παντρεύω	surprise	0.242
independence	ανεξαρτησία	surprise	0.242
opera	ΛΥΡΙΚΗ ΣΚΗΝΗ	surprise	0.242
pleasant	ευχάριστος	surprise	0.242
rhythmical	ρυθμικός	surprise	0.234
assessment	εκτίμηση	surprise	0.234
hopeful	ελπιδοφόρος	surprise	0.234
trophy	τρόπαιο	surprise	0.234
holiness	αγιότητα	surprise	0.234
chant	άσμα	surprise	0.234
leave	άδεια	surprise	0.234
procession	πομπή	surprise	0.227
placard	πλακάτ	surprise	0.227
deal	συμφωνία	surprise	0.227
cherish	διατηρώ	surprise	0.219
good	Καλός	surprise	0.219
shopping	ψώνια	surprise	0.219
musical	μιούζικαλ	surprise	0.219
shell	κέλυφος	surprise	0.211
dawn	αυγή	surprise	0.211
simplify	απλοποιώ	surprise	0.211
purity	καθαρότητα	surprise	0.203
nullify	ακυρώ	surprise	0.203
money	χρήματα	surprise	0.203
sweet	γλυκός	surprise	0.203
morals	ήθη	surprise	0.203
synchronize	συγχρονίζω	surprise	0.195
preservative	συντηρητικό	surprise	0.195
humanitarian	φιλάνθρωπος	surprise	0.195
unfulfilled	ανεκπλήρωτος	surprise	0.195
precious	πολύτιμος	surprise	0.195
obliging	περιποιητικός	surprise	0.188
singularly	μεμονωμένα	surprise	0.188
foresee	προβλέπω	surprise	0.180
pray	προσεύχομαι	surprise	0.180
graduation	αποφοίτηση	surprise	0.180
lovely	ωραίος	surprise	0.180
sun	ήλιος	surprise	0.172
art	τέχνη	surprise	0.172
mouth	στόμα	surprise	0.172
youth	νεολαία	surprise	0.172
thirst	δίψα	surprise	0.172
young	νέος	surprise	0.164
goodness	καλοσύνη	surprise	0.164
overdue	εκπρόθεσμος	surprise	0.156
visor	προσωπίδα	surprise	0.156
practiced	εξασκημένος	surprise	0.156
latent	λανθάνων	surprise	0.156
loyal	πιστός	surprise	0.148
expect	αναμένω	surprise	0.148
destination	προορισμός	surprise	0.148
wireless	ασύρματος	surprise	0.148
quote	παραθέτω, αναφορά	surprise	0.141
slush	λίπος	surprise	0.141
infant	βρέφος	surprise	0.141
cream	κρέμα	surprise	0.141
playground	παιδική χαρά	surprise	0.133
organization	οργάνωση	surprise	0.125
teach	διδάσκω	surprise	0.125
vote	ψήφος	surprise	0.125
smile	χαμόγελο	surprise	0.117
weight	βάρος	surprise	0.117
dolphin	δελφίνι	surprise	0.117
sisterhood	αδελφότητα	surprise	0.109
cable	καλώδιο	surprise	0.109
sunny	ηλιόλουστος	surprise	0.102
steady	σταθερά	surprise	0.094
leisure	ελεύθερος χρόνος	surprise	0.086
peaceful	ειρηνικός	surprise	0.086
spa	ιαματική πηγή	surprise	0.086
tree	δέντρο	surprise	0.078
picnic	πικνίκ	surprise	0.078
worm	σκουλήκι	surprise	0.055
truthfulness	φιλαλήθεια	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	αξιόπιστος	trust	0.867
honest	τίμιος	trust	0.844
honesty	τιμιότητα	trust	0.844
honor	τιμή	trust	0.844
truth	αλήθεια	trust	0.844
truthful	αληθής	trust	0.836
trusting	εμπιστευόμενος	trust	0.836
brotherhood	αδελφότητα	trust	0.820
entrust	εμπιστεύομαι	trust	0.812
committed	δεσμεύεται	trust	0.805
integrity	ακεραιότητα	trust	0.805
loyalty	αφοσίωση	trust	0.805
honorable	αξιότιμος	trust	0.805
credibility	αξιοπιστία	trust	0.805
trust	εμπιστοσύνη	trust	0.805
faithful	πιστός	trust	0.797
sincere	ειλικρινής	trust	0.797
responsible	υπεύθυνος	trust	0.789
partnership	συνεταιρισμός	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	σοφία	trust	0.789
oath	όρκος	trust	0.781
verification	επαλήθευση	trust	0.781
vow	όρκος	trust	0.781
cooperative	συνεργατική	trust	0.781
respectable	αξιοσέβαστος	trust	0.773
credible	αξιόπιστος	trust	0.773
hero	ήρωας	trust	0.773
sisterhood	αδελφότητα	trust	0.773
promise	υπόσχεση	trust	0.773
verified	επαληθεύτηκε	trust	0.773
qualified	αρμόδιος	trust	0.766
respected	σεβαστή	trust	0.766
authentication	αυθεντικοποίηση	trust	0.766
compassion	συμπόνια	trust	0.759
reputable	ευυπόληπτος	trust	0.758
safekeeping	φύλαξη	trust	0.758
reliability	αξιοπιστία	trust	0.758
moral	ηθικός	trust	0.758
love	αγάπη	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	έγκριση	trust	0.758
stable	σταθερός	trust	0.750
friend	φίλος	trust	0.750
genuine	γνήσιος	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	επάρκεια	trust	0.750
loyal	πιστός	trust	0.750
ally	σύμμαχος	trust	0.750
safeguard	προστασία	trust	0.750
companion	σύντροφος	trust	0.750
advised	συνιστάται	trust	0.750
authentic	αυθεντικός	trust	0.750
respect	Σεβασμός	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	ελευθερία	trust	0.742
proven	αποδεδειγμένος	trust	0.742
respects	σέβη	trust	0.742
faith	πίστη	trust	0.742
wholesome	υγιεινός	trust	0.742
heartfelt	εγκάρδιος	trust	0.734
unification	ενοποίηση	trust	0.734
protecting	προστασία	trust	0.734
reassurance	καθησύχαση	trust	0.734
admirable	θαυμαστός	trust	0.734
trustee	θεματοφύλακας	trust	0.734
supporter	υποστηρικτής	trust	0.734
confirmation	επιβεβαίωση	trust	0.734
respectful	γεμάτος σεβασμό	trust	0.734
alliance	ΣΥΜΜΑΧΙΑ	trust	0.727
equality	ισότητα	trust	0.727
friendship	φιλία	trust	0.727
agreement	συμφωνία	trust	0.727
fact	γεγονός	trust	0.727
confident	βέβαιος	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	πιστεύοντας	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	υπεροχή	trust	0.727
credential	πιστοποιητικό	trust	0.727
closeness	εγγύτητα	trust	0.719
authenticate	πιστοποιώ την αυθεντικότητα	trust	0.719
intelligence	νοημοσύνη	trust	0.719
virtue	αρετή	trust	0.719
honored	τιμημένος	trust	0.719
virtuous	ενάρετος	trust	0.719
kindred	συγγενείς	trust	0.719
charitable	φιλάνθρωπος	trust	0.711
dedication	αφιέρωση	trust	0.711
guarantee	εγγύηση	trust	0.711
cooperation	συνεργασία	trust	0.711
creditable	αξιόπιστος	trust	0.711
consistency	συνοχή	trust	0.711
allegiance	υποταγή	trust	0.711
cooperating	συνεργασία	trust	0.711
straightforward	ειλικρινής	trust	0.711
determination	προσδιορισμός	trust	0.711
justice	δικαιοσύνη	trust	0.711
sanctuary	άσυλο	trust	0.703
nurture	ανατροφή	trust	0.703
innocent	αθώος	trust	0.703
admire	θαυμάζω	trust	0.703
assurance	ασφάλεια	trust	0.703
morality	ηθική	trust	0.703
prepared	έτοιμος	trust	0.703
friendliness	φιλικότητα	trust	0.703
reliable	αξιόπιστος	trust	0.703
mentor	μέντορας	trust	0.703
guardianship	κηδεμονία	trust	0.703
fulfilled	εκπληρωθεί	trust	0.703
reverence	ευλάβεια	trust	0.703
proof	απόδειξη	trust	0.703
admiration	θαυμασμός	trust	0.703
mother	μητέρα	trust	0.703
protected	προστατεύονται	trust	0.703
motherhood	μητρότητα	trust	0.703
marriage	γάμος	trust	0.695
skillful	επιδέξιος	trust	0.695
indestructible	άφθαρτος	trust	0.695
guardian	κηδεμόνας	trust	0.695
accountable	υπεύθυνος	trust	0.695
courage	θάρρος	trust	0.695
bodyguard	σωματοφύλακας	trust	0.695
agreeable	ευχάριστος	trust	0.695
scientist	επιστήμονας	trust	0.695
allied	σύμμαχος	trust	0.695
compassionate	συμπονετικός	trust	0.695
humanitarian	φιλάνθρωπος	trust	0.695
approving	έγκριση	trust	0.695
united	ενωμένος	trust	0.695
pact	συμφωνία	trust	0.695
certified	πιστοποιημένα	trust	0.695
morals	ήθη	trust	0.695
esteem	εκτίμηση	trust	0.688
secure	ασφαλής	trust	0.688
perfection	τελειότητα	trust	0.688
guidance	οδηγία	trust	0.688
competent	ικανός	trust	0.688
authenticity	αυθεντικότητα	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	δικαιολογημένος	trust	0.688
humanity	ανθρωπότητα	trust	0.688
solidity	στερεότητα	trust	0.688
adviser	σύμβουλος	trust	0.688
pledge	ενέχυρο	trust	0.688
believed	πιστεύω	trust	0.688
understanding	κατανόηση	trust	0.688
monogamy	μονογαμία	trust	0.688
expertise	εξειδίκευση	trust	0.680
diplomatic	διπλωματικός	trust	0.680
confidential	εμπιστευτικός	trust	0.680
hope	ελπίδα	trust	0.680
protector	προστάτης	trust	0.680
agreeing	συμφωνώ	trust	0.680
diligence	επιμέλεια	trust	0.680
official	επίσημος	trust	0.680
affirm	επιβεβαιώνουμε	trust	0.680
indivisible	αδιαίρετος	trust	0.680
grandfather	παππούς	trust	0.680
humble	ταπεινός	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	υπεράσπιση	trust	0.680
elders	οι πρεσβύτεροι	trust	0.680
goodness	καλοσύνη	trust	0.680
commendable	αξιέπαινος	trust	0.680
inspire	εμπνέω	trust	0.680
approve	εγκρίνω	trust	0.680
confide	εμπιστεύομαι	trust	0.680
professional	επαγγελματίας	trust	0.680
familiarity	εξοικείωση	trust	0.680
leader	ηγέτης	trust	0.680
confirmed	επιβεβαιωμένος	trust	0.680
acceptance	αποδοχή	trust	0.680
benevolence	καλοσύνη	trust	0.672
dignity	αξιοπρέπεια	trust	0.672
harmoniously	αρμονικά	trust	0.672
mastery	την κυριαρχία	trust	0.672
unwavering	ακλόνητος	trust	0.672
accredited	διαπιστευμένος	trust	0.672
healing	φαρμακευτικός	trust	0.672
encyclopedia	εγκυκλοπαιδεία	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	αγιάζω	trust	0.672
cohesive	συνεκτικός	trust	0.672
covenant	σύμφωνο	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	άψογος	trust	0.672
safe	ασφαλής	trust	0.672
intelligent	έξυπνος	trust	0.672
merit	αξία	trust	0.664
impeccable	άψογος	trust	0.664
affirmatively	καταφατικά	trust	0.664
spiritual	πνευματικός	trust	0.664
advocate	συνήγορος	trust	0.664
team	ομάδα	trust	0.664
heroic	ηρωϊκός	trust	0.664
communicate	ΕΠΙΚΟΙΝΩΝΩ	trust	0.664
disciple	μαθητής	trust	0.664
expert	ειδικός	trust	0.664
proficient	εντριβής	trust	0.664
specialist	ειδικός	trust	0.664
ambassador	πρεσβευτής	trust	0.664
accept	αποδέχομαι	trust	0.664
attestation	επιβεβαίωση	trust	0.664
supporting	υποστηρίζοντας	trust	0.664
reliance	εξάρτηση	trust	0.664
authority	εξουσία	trust	0.664
accountability	Ευθύνη	trust	0.664
guidebook	οδηγός	trust	0.664
fulfillment	εκπλήρωση	trust	0.664
strengthening	τόνοση	trust	0.661
familiar	οικείος	trust	0.656
facts	γεγονότα	trust	0.656
achieve	φέρνω σε πέρας	trust	0.656
warranty	εγγύηση	trust	0.656
structure	δομή	trust	0.656
steadfast	σταθερός	trust	0.656
favorable	ευνοϊκός	trust	0.656
counsel	ο ΣΥΝΗΓΟΡΟΣ	trust	0.656
relationship	σχέση	trust	0.656
scientific	επιστημονικός	trust	0.656
gentleman	κύριος	trust	0.656
strength	δύναμη	trust	0.656
elder	μεγαλύτερος	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	αγιότητα	trust	0.656
excellent	έξοχος	trust	0.656
proficiency	ικανότητα	trust	0.656
constancy	σταθερότητα	trust	0.656
defended	υπερασπιστεί	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	βασίζομαι	trust	0.648
heroism	ηρωϊσμός	trust	0.648
peaceful	ειρηνικός	trust	0.648
competency	ικανότητας	trust	0.648
assuredly	βεβαίως	trust	0.648
brother	αδελφός	trust	0.648
counselor	σύμβουλος	trust	0.648
successful	επιτυχής	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	προστατευτικός	trust	0.648
saint	άγιος	trust	0.648
harmony	αρμονία	trust	0.648
matrimony	γάμος	trust	0.648
noble	ευγενής	trust	0.648
inspiration	έμπνευση	trust	0.648
academic	ακαδημαϊκός	trust	0.648
assist	βοηθώ	trust	0.648
agreed	σύμφωνος	trust	0.648
uphold	στηρίζω	trust	0.648
comrade	σύντροφος	trust	0.648
lovable	αξιαγάπητος	trust	0.648
advisable	ορθός	trust	0.648
solidarity	αλληλεγγύη	trust	0.648
worthy	άξιος	trust	0.643
durability	αντοχή	trust	0.641
coexist	συνυπάρχω	trust	0.641
assure	επιβεβαιώνω	trust	0.641
establish	εγκαθιδρύω	trust	0.641
benefactor	ευεργέτης	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	κύριος	trust	0.641
loving	τρυφερός	trust	0.641
teacher	δάσκαλος	trust	0.641
judiciary	δικαστήρια	trust	0.641
conscientious	ευσυνείδητος	trust	0.641
confidence	αυτοπεποίθηση	trust	0.641
lawful	νόμιμος	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	χειροτονήθηκε	trust	0.641
champion	πρωταθλητής	trust	0.641
unity	ενότητα	trust	0.641
legal	νομικός	trust	0.641
kind	είδος	trust	0.641
credence	πίστη	trust	0.641
real	πραγματικός	trust	0.641
doctor	γιατρός	trust	0.641
intimate	οικείος	trust	0.634
hopeful	ελπιδοφόρος	trust	0.633
fortitude	σθένος	trust	0.633
physician	γιατρός	trust	0.633
brotherly	αδελφικός	trust	0.633
aspiration	φιλοδοξία	trust	0.633
convincing	πειστικός	trust	0.633
sanctification	αγιασμός	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	φόρος τιμής	trust	0.633
courageous	θαρραλέος	trust	0.633
soundness	ορθότητα	trust	0.633
legitimacy	νομιμότητα	trust	0.633
endorse	εγκρίνω	trust	0.633
fidelity	πιστότητα	trust	0.633
bless	ευλογώ	trust	0.633
judicial	δικαστικός	trust	0.633
important	σπουδαίος	trust	0.633
saintly	άγιος	trust	0.633
conscience	συνείδηση	trust	0.633
therapeutic	θεραπευτικός	trust	0.633
authorize	εξουσιοδοτώ	trust	0.633
devotional	ευλαβής	trust	0.633
practiced	εξασκημένος	trust	0.633
backbone	σπονδυλική στήλη	trust	0.633
approved	εγκριθεί	trust	0.633
evident	εμφανές	trust	0.625
encourage	ενθαρρύνω	trust	0.625
caretaker	επιστάτης	trust	0.625
regard	σχέση	trust	0.625
angel	άγγελος	trust	0.625
engaged	αρραβωνιασμένος	trust	0.625
blessing	ευλογία	trust	0.625
professorship	καθηγεσία	trust	0.625
majestic	μεγαλοπρεπής	trust	0.625
communication	επικοινωνία	trust	0.625
purify	καθαρίζω	trust	0.625
authorization	εξουσιοδότηση	trust	0.625
wonderful	εκπληκτικός	trust	0.625
achievement	κατόρθωμα	trust	0.625
fireman	πυροσβέστης	trust	0.625
certify	πιστοποιώ	trust	0.625
civilized	πολιτισμένος	trust	0.625
profound	βαθύς	trust	0.625
accurate	ακριβής	trust	0.625
assured	βέβαιος	trust	0.625
positivity	θετικότητα	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	Καλός	trust	0.617
absolution	απαλλαγή	trust	0.617
commend	συνιστώ	trust	0.617
cherish	διατηρώ	trust	0.617
fundamental	θεμελιώδης	trust	0.617
advice	συμβουλή	trust	0.617
objective	σκοπός	trust	0.617
optimism	αισιοδοξία	trust	0.617
testament	διαθήκη	trust	0.617
qualities	ποιότητες	trust	0.617
haven	επίνειο	trust	0.617
heroine	ηρωίδα	trust	0.617
constantly	συνεχώς	trust	0.617
appreciation	εκτίμηση	trust	0.617
triumphant	θριαμβευτικός	trust	0.617
accord	συμφωνία	trust	0.617
reassure	καθησυχάζω	trust	0.617
truce	εκεχειρία	trust	0.617
thoughtful	προσεκτικός	trust	0.617
teach	διδάσκω	trust	0.617
god	θεός	trust	0.617
corroborate	ενισχύω	trust	0.617
believer	πιστός	trust	0.617
unimpeachable	άμεμπτος	trust	0.617
surety	εγγύηση	trust	0.617
attentive	προσεκτικός	trust	0.617
gospel	Ευαγγέλιο	trust	0.617
bedrock	υπόβαθρο	trust	0.617
approvement	έγκριση	trust	0.617
planning	σχεδίαση	trust	0.617
rational	λογικός	trust	0.617
passionate	παθιασμένος	trust	0.617
happy	ευτυχισμένος	trust	0.609
babysitter	νταντά	trust	0.609
