word	Indonesian-id	emotion	emotion-intensity-score
unsatisfied	tdk puas	sadness	0.405
spank	tamparan	sadness	0.403
deluge	membanjiri	sadness	0.402
sigh	mendesah	sadness	0.402
spinster	perawan tua	sadness	0.400
blue	biru	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	yg berhutang	sadness	0.398
embarrass	memalukan	sadness	0.394
pitfall	jebakan	sadness	0.394
pointless	tak berarti	sadness	0.394
seriousness	keseriusan	sadness	0.394
monsoon	musim	sadness	0.391
debt	hutang	sadness	0.391
exhausted	habis	sadness	0.391
stretcher	usungan	sadness	0.391
condescension	sikap merendahkan	sadness	0.391
dwarfed	kekerdilan	sadness	0.391
inefficient	tidak efisien	sadness	0.391
ravenous	sangat lapar	sadness	0.391
rue	menyesali	sadness	0.391
banshee	banshee	sadness	0.391
daemon	daemon	sadness	0.391
feeble	lemah	sadness	0.391
coldness	kedinginan	sadness	0.391
ifonly	jika hanya	sadness	0.391
insulting	menghina	sadness	0.391
trickery	tipu daya	sadness	0.391
noose	jerat	sadness	0.391
punch	meninju	sadness	0.391
reproach	mencela	sadness	0.391
ineptitude	tindakan yg bodoh	sadness	0.391
refused	menolak	sadness	0.391
cage	kandang	sadness	0.391
brute	kasar	sadness	0.391
subvert	menumbangkan	sadness	0.384
jealousy	kecemburuan	sadness	0.382
geriatric	geriatrik	sadness	0.379
miss	kehilangan	sadness	0.379
struggle	perjuangan	sadness	0.379
inexcusable	tidak bisa dimaafkan	sadness	0.379
descent	keturunan	sadness	0.377
entangled	terjerat	sadness	0.377
ashes	abu	sadness	0.377
exhaustion	kelelahan	sadness	0.375
blackness	kegelapan	sadness	0.375
funk	funk	sadness	0.375
disqualify	membatalkan	sadness	0.375
slump	kemerosotan	sadness	0.375
inconsiderate	tidak pengertian	sadness	0.375
noncompliance	ketidakpatuhan	sadness	0.375
goodbye	Selamat tinggal	sadness	0.375
sucks	menyebalkan	sadness	0.375
landslide	tanah longsor	sadness	0.375
overcast	mendung	sadness	0.375
rabid	fanatik	sadness	0.375
inferior	inferior	sadness	0.375
murky	suram	sadness	0.375
prostitution	pelacuran	sadness	0.375
scar	bekas luka	sadness	0.375
dispel	menghilangkan	sadness	0.375
parting	perpisahan	sadness	0.375
wasting	menyia nyiakan	sadness	0.375
withdraw	menarik	sadness	0.375
oust	mengusir	sadness	0.375
sympathy	simpati	sadness	0.375
delay	menunda	sadness	0.373
unattractive	kurang menarik	sadness	0.373
apologize	minta maaf	sadness	0.370
crazy	gila	sadness	0.368
bastard	bajingan	sadness	0.366
deteriorated	memburuk	sadness	0.365
inter	antar	sadness	0.364
empty	kosong	sadness	0.364
mocking	mengejek	sadness	0.363
adder	adder	sadness	0.361
hindering	menghalangi	sadness	0.359
flounder	menggelepar	sadness	0.359
hunter	pemburu	sadness	0.359
unable	tidak bisa	sadness	0.359
fruitless	tidak berbuah	sadness	0.359
arraignment	dakwaan	sadness	0.359
tremor	getaran	sadness	0.359
taunt	mengejek	sadness	0.359
fainting	pingsan	sadness	0.359
plaintive	sedih	sadness	0.359
defendant	terdakwa	sadness	0.359
disconnect	memutuskan	sadness	0.359
servile	seperti budak	sadness	0.359
unsuccessful	gagal	sadness	0.359
unemployed	penganggur	sadness	0.359
austere	keras	sadness	0.359
lockup	terkunci	sadness	0.359
numbness	mati rasa	sadness	0.359
wrangling	perselisihan	sadness	0.359
misunderstanding	salah paham	sadness	0.359
obesity	kegemukan	sadness	0.359
idiocy	kebodohan	sadness	0.359
consecration	konsekrasi	sadness	0.359
perpetrator	pelaku	sadness	0.359
doubt	keraguan	sadness	0.359
affront	penghinaan	sadness	0.359
unpopular	tidak populer	sadness	0.359
inefficiency	ketidakefisienan	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	kehebohan	sadness	0.359
unrest	kerusuhan	sadness	0.351
intervention	intervensi	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	limbah	sadness	0.348
absentee	absen	sadness	0.348
spoiler	spoiler	sadness	0.348
flaw	cacat	sadness	0.347
blindly	secara membabi buta	sadness	0.344
thrash	menggasak	sadness	0.344
furrow	alur	sadness	0.344
militia	milisi	sadness	0.344
litigate	mengajukan perkara	sadness	0.344
stained	bernoda	sadness	0.344
uninspired	tidak bersemangat	sadness	0.344
uninvited	tidak diundang	sadness	0.344
detention	penahanan	sadness	0.344
surgery	operasi	sadness	0.344
lawsuit	gugatan hukum	sadness	0.344
specter	momok	sadness	0.344
desert	gurun	sadness	0.344
attenuation	atenuasi	sadness	0.344
forfeit	kehilangan	sadness	0.344
plea	permohonan	sadness	0.344
cumbersome	tidak praktis	sadness	0.344
resigned	mengundurkan diri	sadness	0.344
lagging	tertinggal	sadness	0.344
intercede	menengahi	sadness	0.344
myopia	lamur	sadness	0.339
unaccountable	tidak akuntabel	sadness	0.339
mishap	kecelakaan	sadness	0.338
probation	masa percobaan	sadness	0.336
disagreeing	tidak setuju	sadness	0.333
severance	pemutusan	sadness	0.333
bacteria	bakteri	sadness	0.328
adrift	terapung	sadness	0.328
squall	squall	sadness	0.328
nether	nether	sadness	0.328
leave	meninggalkan	sadness	0.328
incompetent	tidak kompeten	sadness	0.328
endless	tanpa akhir	sadness	0.328
unacceptable	tidak dapat diterima	sadness	0.328
bondage	perbudakan	sadness	0.328
dependence	ketergantungan	sadness	0.328
sterile	steril	sadness	0.328
unacknowledged	tidak diakui	sadness	0.328
disallowed	tidak diizinkan	sadness	0.328
nepotism	nepotisme	sadness	0.328
soreness	rasa sakit	sadness	0.328
scold	memarahi	sadness	0.327
flaccid	lembek	sadness	0.324
hobo	batak	sadness	0.323
fragile	rapuh	sadness	0.319
stingy	pelit	sadness	0.319
sue	menuntut	sadness	0.318
scarcely	hampir	sadness	0.318
mistake	kesalahan	sadness	0.312
committal	committal	sadness	0.312
fatty	berlemak	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	mengirik	sadness	0.312
skid	selip	sadness	0.312
hamstring	melumpuhkan	sadness	0.312
nonsensical	tidak masuk akal	sadness	0.312
ulcer	maag	sadness	0.312
defy	menentang	sadness	0.312
nostalgia	nostalgia	sadness	0.312
inhibit	menghalangi	sadness	0.312
clouded	mendung	sadness	0.312
evanescence	kehilangan dr pandangan	sadness	0.312
conceal	menyembunyikan	sadness	0.311
blemish	cacat	sadness	0.310
resisting	menolak	sadness	0.309
sympathetic	simpatik	sadness	0.307
bugaboo	momok	sadness	0.304
confess	mengaku	sadness	0.303
opium	candu	sadness	0.303
alas	Sayang	sadness	0.302
setback	kemunduran	sadness	0.297
halting	tersendat-sendat	sadness	0.297
incase	dalam hal	sadness	0.297
inappropriate	tidak pantas	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migrain	sadness	0.297
incompatible	tidak kompatibel	sadness	0.297
dull	membosankan	sadness	0.297
discontinuity	pemegatan	sadness	0.297
wrinkled	berkerut	sadness	0.297
suppress	menekan	sadness	0.297
weak	lemah	sadness	0.297
mislead	menyesatkan	sadness	0.297
subsidence	subsidence	sadness	0.297
hermit	pertapa	sadness	0.296
moving	bergerak	sadness	0.295
shrink	menyusut	sadness	0.295
shiver	menggigil	sadness	0.291
tramp	gelandangan	sadness	0.288
constraint	paksaan	sadness	0.288
unimportant	tidak penting	sadness	0.288
rubble	puing	sadness	0.282
excluding	tidak termasuk	sadness	0.281
revoke	mencabut	sadness	0.281
negro	Negro	sadness	0.281
shortage	kekurangan	sadness	0.281
wearily	letih	sadness	0.281
grey	Abu-abu	sadness	0.281
senseless	bodoh	sadness	0.281
overdue	terlambat	sadness	0.281
flinch	menyentak	sadness	0.281
adverse	merugikan	sadness	0.281
remove	menghapus	sadness	0.281
grumpy	pemarah	sadness	0.281
flop	kegagalan	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	pengakuan	sadness	0.281
timid	malu	sadness	0.281
down	turun	sadness	0.281
unseat	menggeser	sadness	0.281
apathy	apati	sadness	0.281
taint	noda	sadness	0.281
black	hitam	sadness	0.281
knell	tanda buruk	sadness	0.275
jurisprudence	yurisprudensi	sadness	0.273
humbled	rendah hati	sadness	0.273
confusion	kebingungan	sadness	0.273
soldier	tentara	sadness	0.273
throb	berdenyut	sadness	0.273
gray	Abu-abu	sadness	0.269
obstacle	hambatan	sadness	0.266
lax	longgar	sadness	0.266
eternity	kekekalan	sadness	0.266
leaving	pergi	sadness	0.266
unrealistic	tidak realistis	sadness	0.266
mixedemotions	emosi campuran	sadness	0.266
slur	cercaan	sadness	0.266
drifted	terhanyut	sadness	0.266
remiss	lalai	sadness	0.266
shack	gubuk	sadness	0.266
inconvenient	tidak nyaman	sadness	0.263
restrict	membatasi	sadness	0.259
misrepresentation	keliru	sadness	0.259
stagnant	tergenang	sadness	0.259
disservice	tindakan merugikan	sadness	0.258
backwater	terpencil	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	gurun	sadness	0.255
wasteful	boros	sadness	0.250
labored	bekerja keras	sadness	0.250
uneducated	tidak berpendidikan	sadness	0.250
incomplete	tidak lengkap	sadness	0.250
older	lebih tua	sadness	0.250
speculation	spekulasi	sadness	0.250
undying	abadi	sadness	0.250
pine	pinus	sadness	0.250
tempest	badai	sadness	0.250
humbug	omong kosong	sadness	0.250
bang	bang	sadness	0.250
gullible	mudah tertipu	sadness	0.250
unexplained	tanpa penjelasan	sadness	0.250
communism	komunisme	sadness	0.250
error	kesalahan	sadness	0.250
anchorage	pelabuhan	sadness	0.250
rainyday	hari hujan	sadness	0.242
demonstrative	demonstratif	sadness	0.242
melodrama	sandiwara sensasi	sadness	0.242
necessity	kebutuhan	sadness	0.236
boredom	kebosanan	sadness	0.235
misty	berkabut	sadness	0.234
warp	melengkung	sadness	0.234
trash	sampah	sadness	0.234
burke	menutup perkara	sadness	0.234
hollow	berongga	sadness	0.234
void	kosong	sadness	0.234
healing	penyembuhan	sadness	0.234
cloudy	berawan	sadness	0.234
blockade	blokade	sadness	0.234
depart	berangkat	sadness	0.234
uninteresting	sepa	sadness	0.234
cancel	membatalkan	sadness	0.234
sentence	kalimat	sadness	0.234
foggy	berkabut	sadness	0.234
pale	pucat	sadness	0.234
case	kasus	sadness	0.228
rainy	hujan	sadness	0.227
onerous	berat	sadness	0.223
bottom	bawah	sadness	0.223
uninterested	tidak tertarik	sadness	0.223
fasting	puasa	sadness	0.220
indifference	pengabaian	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	mengatasi	sadness	0.219
discolored	berubah warna	sadness	0.219
blunder	kekeliruan	sadness	0.219
thirst	haus	sadness	0.219
dole	membagikan	sadness	0.219
pious	saleh	sadness	0.219
cocaine	kokain	sadness	0.218
tough	sulit	sadness	0.212
lower	menurunkan	sadness	0.203
sprain	keseleo	sadness	0.203
arid	kering	sadness	0.203
fat	lemak	sadness	0.203
revolution	revolusi	sadness	0.203
chilly	dingin	sadness	0.203
chargeable	dikenakan biaya	sadness	0.203
sluggish	lamban	sadness	0.203
yucky	yucky	sadness	0.203
hoary	tua	sadness	0.203
wanting	ingin	sadness	0.202
progression	perkembangan	sadness	0.201
closure	penutupan	sadness	0.195
unbeaten	tak terkalahkan	sadness	0.193
veal	Daging sapi muda	sadness	0.188
retirement	pensiun	sadness	0.188
oddity	keanehan	sadness	0.188
heartfelt	tulus	sadness	0.188
meh	meh	sadness	0.188
invalid	tidak valid	sadness	0.188
tease	menggoda	sadness	0.188
splitting	pemisahan	sadness	0.188
interrupted	terputus	sadness	0.188
rumor	isu	sadness	0.188
cataract	katarak	sadness	0.188
rack	rak	sadness	0.188
halter	halter	sadness	0.188
cold	dingin	sadness	0.188
concerned	prihatin	sadness	0.184
sarcasm	sarkasme	sadness	0.181
strip	mengupas	sadness	0.179
esteem	menghargai	sadness	0.172
feeling	perasaan	sadness	0.172
overload	kelebihan beban	sadness	0.172
divided	terbagi	sadness	0.172
memories	kenangan	sadness	0.172
sap	getah	sadness	0.172
eschew	menjauhkan diri	sadness	0.172
cupping	bekam	sadness	0.172
destination	tujuan	sadness	0.170
nosnow	tidak ada salju	sadness	0.169
limited	terbatas	sadness	0.167
rain	hujan	sadness	0.163
willful	disengaja	sadness	0.160
untitled	tanpa judul	sadness	0.157
weeds	gulma	sadness	0.156
stint	tugas	sadness	0.156
cross	menyeberang	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	mendengus	sadness	0.154
inconsequential	ngawur	sadness	0.152
procession	prosesi	sadness	0.152
tax	pajak	sadness	0.142
lesbian	lesbian	sadness	0.141
emo	emo	sadness	0.141
overpriced	terlalu mahal	sadness	0.141
tolerate	mentolerir	sadness	0.141
mug	mug	sadness	0.141
weight	berat	sadness	0.141
touchy	mudah tersinggung	sadness	0.140
kennel	kennel	sadness	0.130
grounded	membumi	sadness	0.130
late	terlambat	sadness	0.125
theocratic	teokratis	sadness	0.125
clouds	awan	sadness	0.125
terrific	hebat	sadness	0.125
commemorate	memperingati	sadness	0.125
meek	lembut	sadness	0.125
stillness	keheningan	sadness	0.125
sisterhood	persaudaraan wanita	sadness	0.125
socialist	sosialis	sadness	0.125
unpaid	tidak dibayar	sadness	0.125
margin	batas	sadness	0.125
default	default	sadness	0.121
lace	renda	sadness	0.118
unpublished	tidak diterbitkan	sadness	0.116
interested	tertarik	sadness	0.114
fortress	benteng	sadness	0.110
fleece	bulu domba	sadness	0.109
rating	rating	sadness	0.109
lush	subur	sadness	0.109
harry	harry	sadness	0.109
priesthood	imamat	sadness	0.109
orchestra	orkestra	sadness	0.109
ultimate	terakhir	sadness	0.109
sanctify	menguduskan	sadness	0.108
income	pendapatan	sadness	0.100
sonnet	sonet	sadness	0.094
winning	kemenangan	sadness	0.094
quiet	diam	sadness	0.094
boo	boo	sadness	0.094
vainly	dengan sia-sia	sadness	0.091
wet	basah	sadness	0.078
hug	memeluk	sadness	0.078
hut	pondok	sadness	0.078
ovation	tepuk tangan	sadness	0.078
humble	merendahkan	sadness	0.078
motivating	memotivasi	sadness	0.078
opera	opera	sadness	0.078
treat	memperlakukan	sadness	0.076
hymn	nyanyian pujian	sadness	0.064
honest	jujur	sadness	0.062
relics	peninggalan	sadness	0.061
couch	sofa	sadness	0.060
waffle	omongan	sadness	0.047
shell	kulit	sadness	0.045
musical	musikal	sadness	0.045
savor	menikmati	sadness	0.034
vote	memilih	sadness	0.031
napkin	serbet	sadness	0.031
sing	bernyanyi	sadness	0.017
music	musik	sadness	0.016
mother	ibu	sadness	0.016
nutritious	bergizi	sadness	0.015
lovely	menyenangkan	sadness	0.009
art	seni	sadness	0.000
romance	percintaan	sadness	0.000
liquor	minuman keras	sadness	0.000
sweetheart	kekasih	sadness	0.000
surprise	mengherankan	surprise	0.930
flabbergast	sangat menakjubkan	surprise	0.906
explode	meledak	surprise	0.906
explosion	ledakan	surprise	0.898
explosive	eksplosif	surprise	0.883
ambush	penyergapan	surprise	0.883
eruption	letusan	surprise	0.883
frighten	menakuti	surprise	0.875
startle	kejut	surprise	0.875
surprisingly	heran	surprise	0.875
shockingly	teramat	surprise	0.875
surprising	mengejutkan	surprise	0.867
frightened	ketakutan	surprise	0.867
surprised	terkejut	surprise	0.867
thrilling	menegangkan	surprise	0.859
miracle	keajaiban	surprise	0.859
outburst	ledakan	surprise	0.859
blast	ledakan	surprise	0.852
alarm	alarm	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	sentakan	surprise	0.844
thunderstruck	seperti disambar petir	surprise	0.844
shock	syok	surprise	0.844
fright	ketakutan	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	tiba-tiba	surprise	0.836
catastrophe	malapetaka	surprise	0.836
dazzle	mempesona	surprise	0.836
emergency	keadaan darurat	surprise	0.828
bewilderment	kebingungan	surprise	0.828
suddenly	mendadak	surprise	0.828
startling	menakjubkan	surprise	0.828
astound	mengherankan	surprise	0.820
stunned	tertegun	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	gempa bumi	surprise	0.812
disaster	bencana	surprise	0.812
astonish	mencengangkan	surprise	0.805
astonishment	heran	surprise	0.805
climax	klimaks	surprise	0.805
aghast	terperanjat	surprise	0.805
scare	ketakutan	surprise	0.797
awestruck	terpesona	surprise	0.797
bomb	bom	surprise	0.789
erupt	meletus	surprise	0.789
exclaim	berseru	surprise	0.789
amazement	keheranan	surprise	0.781
detonate	meledakkan	surprise	0.773
alarming	menggelisahkan	surprise	0.773
miraculous	ajaib	surprise	0.773
invade	menyerbu	surprise	0.773
raid	serangan	surprise	0.773
abduction	penculikan	surprise	0.773
kidnap	menculik	surprise	0.766
stupefy	memabukkan	surprise	0.758
overwhelming	luar biasa	surprise	0.758
dumfound	menakjubkan	surprise	0.758
unpredictable	tidak bisa diprediksi	surprise	0.758
unimaginable	tak terbayangkan	surprise	0.750
erratic	tak menentu	surprise	0.750
accident	kecelakaan	surprise	0.750
outrageous	memalukan	surprise	0.750
flinch	menyentak	surprise	0.742
blitz	membombardir	surprise	0.742
petrify	membatu	surprise	0.742
slaughter	pembantaian	surprise	0.742
horror	kengerian	surprise	0.742
amaze	menakjubkan	surprise	0.742
bewilder	membingungkan	surprise	0.742
wreck	kecelakaan	surprise	0.742
stupefaction	kelumpuhan	surprise	0.734
excitement	kegembiraan	surprise	0.734
frenetic	fanatik	surprise	0.734
frantic	panik	surprise	0.734
crash	jatuh	surprise	0.734
sudden	tiba-tiba	surprise	0.727
riotous	liar	surprise	0.727
vanished	lenyap	surprise	0.727
moonstruck	gila	surprise	0.727
outcry	teriakan	surprise	0.727
bewildered	bingung	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotase	surprise	0.719
shriek	menjerit	surprise	0.719
breathless	sesak nafas	surprise	0.719
scream	berteriak	surprise	0.719
manslaughter	pembunuhan biasa	surprise	0.719
rupture	pecah	surprise	0.719
unanticipated	tak terduga	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	tidak terkendali	surprise	0.711
unexpected	tidak terduga	surprise	0.711
electrify	menggemparkan	surprise	0.711
stun	setrum	surprise	0.711
shot	tembakan	surprise	0.711
avalanche	salju longsor	surprise	0.711
gasp	terkesiap	surprise	0.711
unforeseen	tidak terduga	surprise	0.703
slam	membanting	surprise	0.703
surge	lonjakan	surprise	0.703
intruder	pengacau	surprise	0.703
abrupt	mendadak	surprise	0.703
suspense	ketegangan	surprise	0.703
devastation	penghancuran	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	keriangan	surprise	0.695
excite	merangsang	surprise	0.695
unprecedented	belum pernah terjadi sebelumnya	surprise	0.695
stab	menusuk	surprise	0.695
urgent	penting	surprise	0.695
yell	berteriak	surprise	0.695
strike	menyerang	surprise	0.695
disturbance	gangguan	surprise	0.688
carnage	pembantaian	surprise	0.688
spectacular	spektakuler	surprise	0.688
incredible	luar biasa	surprise	0.688
recklessness	kenekatan	surprise	0.680
slap	menampar	surprise	0.680
monstrous	raksasa	surprise	0.680
clamor	keributan	surprise	0.680
thrill	sensasi	surprise	0.680
accidentally	tanpa sengaja	surprise	0.672
accidental	kebetulan	surprise	0.672
striking	menyolok	surprise	0.672
captivate	memikat hati	surprise	0.672
exhilaration	kegembiraan	surprise	0.672
terrorist	teroris	surprise	0.672
inexplicable	tidak bisa dijelaskan	surprise	0.672
exciting	menarik	surprise	0.672
topple	menjatuhkan	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	gunung berapi	surprise	0.664
revolution	revolusi	surprise	0.664
freakish	aneh	surprise	0.664
incendiary	pembakar	surprise	0.656
revolt	memberontak	surprise	0.656
sneak	menyelinap	surprise	0.656
unspeakable	tak terkatakan	surprise	0.656
bloodshed	pertumpahan darah	surprise	0.656
cyclone	topan	surprise	0.648
violent	hebat	surprise	0.648
disruption	gangguan	surprise	0.648
spellbound	terpesona	surprise	0.648
unsuspecting	tidak curiga	surprise	0.648
mutiny	pemberontakan	surprise	0.648
attacking	menyerang	surprise	0.648
unintended	tidak disengaja	surprise	0.648
amazingly	luar biasa	surprise	0.648
epidemic	wabah	surprise	0.648
shout	berteriak	surprise	0.641
screech	memekik	surprise	0.641
wildfire	kebakaran	surprise	0.641
indescribable	tak terlukiskan	surprise	0.641
enthusiasm	antusiasme	surprise	0.641
excitation	perangsangan	surprise	0.641
tumult	keributan	surprise	0.641
improvisation	improvisasi	surprise	0.641
anomaly	anomali	surprise	0.633
apparition	hantu	surprise	0.633
treachery	pengkhianatan	surprise	0.633
presto	presto	surprise	0.633
gape	melongo	surprise	0.633
agape	ternganga	surprise	0.633
uncertain	tidak pasti	surprise	0.633
plunder	menjarah	surprise	0.633
tempest	badai	surprise	0.625
trick	menipu	surprise	0.625
slaughtering	membantai	surprise	0.625
wonderment	keheranan	surprise	0.625
excited	gembira	surprise	0.625
sorcery	sihir	surprise	0.625
murderous	kejam	surprise	0.625
urgency	urgensi	surprise	0.625
distress	kesulitan	surprise	0.625
mystery	Misteri	surprise	0.625
trickery	tipu daya	surprise	0.617
intense	intens	surprise	0.617
vanish	lenyap	surprise	0.617
murder	pembunuhan	surprise	0.617
quickness	kecepatan	surprise	0.617
intrusive	intrusif	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	menutup mata	surprise	0.609
coup	kup	surprise	0.609
splash	guyuran	surprise	0.609
thief	pencuri	surprise	0.609
magical	gaib	surprise	0.609
unstable	tidak stabil	surprise	0.609
shatter	pecah	surprise	0.609
strangle	mencekik	surprise	0.609
defy	menentang	surprise	0.602
deluge	membanjiri	surprise	0.602
inconceivable	tak terbayangkan	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	pingsan	surprise	0.602
tackle	mengatasi	surprise	0.602
assail	menyerang	surprise	0.602
betray	mengkhianati	surprise	0.602
monstrosity	monstrositas	surprise	0.594
alerts	peringatan	surprise	0.594
lightning	petir	surprise	0.594
mishap	kecelakaan	surprise	0.594
shrill	melengking	surprise	0.594
stupendous	menakjubkan	surprise	0.594
mysterious	gaib	surprise	0.586
paralyzed	lumpuh	surprise	0.586
randomly	secara acak	surprise	0.586
bonus	bonus	surprise	0.586
deceit	penipuan	surprise	0.586
wild	liar	surprise	0.586
pitfall	jebakan	surprise	0.586
wondrous	menakjubkan	surprise	0.586
uncanny	luar biasa	surprise	0.586
electric	listrik	surprise	0.578
oddity	keanehan	surprise	0.578
death	kematian	surprise	0.578
jubilant	bergembira sekali	surprise	0.578
godsend	rahmat	surprise	0.578
stagger	sempoyongan	surprise	0.578
raving	ocehan	surprise	0.578
rejoicing	kegembiraan	surprise	0.578
premature	prematur	surprise	0.578
fluke	kebetulan	surprise	0.578
bizarre	aneh	surprise	0.578
revenge	balas dendam	surprise	0.570
dynamic	dinamis	surprise	0.570
dismay	kecemasan	surprise	0.570
ecstatic	luar biasa	surprise	0.562
fascinate	mengasyikkan	surprise	0.562
uncover	menemukan	surprise	0.562
jerk	menyentakkan	surprise	0.562
reward	Penghargaan	surprise	0.562
nefarious	jahat	surprise	0.562
reappear	muncul lagi	surprise	0.562
whim	tingkah	surprise	0.555
conjure	menyulap	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	amat lucu	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	menerangi	surprise	0.547
rescue	menyelamatkan	surprise	0.547
tantalizing	menggiurkan	surprise	0.547
winner	pemenang	surprise	0.547
heroism	kepahlawanan	surprise	0.547
rarity	keanehan	surprise	0.547
ejaculation	ejakulasi	surprise	0.547
daze	linglung	surprise	0.547
unbridled	tak terkekang	surprise	0.547
thwart	menggagalkan	surprise	0.547
treason	pengkhianatan	surprise	0.539
punch	meninju	surprise	0.539
insult	menghina	surprise	0.539
lunge	terjang	surprise	0.539
illusion	ilusi	surprise	0.539
lucky	beruntung	surprise	0.539
interrupt	mengganggu	surprise	0.539
cheer	bersorak	surprise	0.539
celebration	perayaan	surprise	0.539
violation	pelanggaran	surprise	0.539
marvel	keajaiban	surprise	0.539
sensation	sensasi	surprise	0.531
fearfully	menakutkan	surprise	0.531
concealed	dirahasiakan	surprise	0.531
banger	banger	surprise	0.531
affront	penghinaan	surprise	0.531
snag	merobek	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	membelok	surprise	0.523
wonder	bertanya-tanya	surprise	0.523
immediacy	kesegeraan	surprise	0.523
undiscovered	tidak ditemukan	surprise	0.523
abandonment	pengabaian	surprise	0.523
rejoice	bersuka cita	surprise	0.523
improvise	berimprovisasi	surprise	0.523
majestic	megah	surprise	0.523
scorpion	kalajengking	surprise	0.523
victimized	menjadi korban	surprise	0.523
liberate	membebaskan	surprise	0.523
yelp	menyalak	surprise	0.516
stealthily	diam-diam	surprise	0.516
tickle	menggelitik	surprise	0.516
chance	kesempatan	surprise	0.516
howl	melolong	surprise	0.516
swerve	mengelak	surprise	0.508
reflex	refleks	surprise	0.508
rave	sambutan hangat	surprise	0.508
pop	pop	surprise	0.508
luck	keberuntungan	surprise	0.508
magnificent	indah	surprise	0.508
transcendence	transendensi	surprise	0.508
garish	menyolok	surprise	0.508
unintentionally	secara tidak sengaja	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	jarang	surprise	0.500
marvelous	menakjubkan	surprise	0.500
heroic	heroik	surprise	0.500
remarkable	luar biasa	surprise	0.500
fainting	pingsan	surprise	0.500
slayer	pembunuh	surprise	0.500
erotic	erotis	surprise	0.500
enliven	memeriahkan	surprise	0.500
alertness	kewaspadaan	surprise	0.500
misbehavior	kelakuan buruk	surprise	0.500
embarrassment	malu	surprise	0.500
diversion	pengalihan	surprise	0.500
unutterable	tak terkatakan	surprise	0.492
nab	menangkap	surprise	0.492
camouflage	kamuflase	surprise	0.492
trump	truf	surprise	0.492
decoy	umpan	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	ulang tahun	surprise	0.492
greatness	kebesaran	surprise	0.492
zeal	semangat	surprise	0.484
prick	tusukan	surprise	0.484
magician	pesulap	surprise	0.484
underestimate	meremehkan	surprise	0.484
horde	gerombolan	surprise	0.484
fanfare	keriuhan di pawai	surprise	0.484
inexpressible	tak terkatakan	surprise	0.484
daemon	daemon	surprise	0.484
variable	variabel	surprise	0.484
curiosity	rasa ingin tahu	surprise	0.484
gawk	melongo	surprise	0.477
unguarded	lengah	surprise	0.477
chicane	ketidakjujuran	surprise	0.477
fortune	nasib	surprise	0.477
sneeze	bersin	surprise	0.477
illumination	penerangan	surprise	0.477
incident	kejadian	surprise	0.477
dreadfully	sangat	surprise	0.477
strange	aneh	surprise	0.477
subversive	subversif	surprise	0.477
reversal	pembalikan	surprise	0.469
prowl	berkeliaran mencari mangsa	surprise	0.469
rapid	cepat	surprise	0.469
leery	curiga	surprise	0.469
wizard	penyihir	surprise	0.469
coincidence	kebetulan	surprise	0.461
hilarious	lucu sekali	surprise	0.461
divergent	berbeda	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	istirahat	surprise	0.461
slip	tergelincir	surprise	0.461
wonderful	hebat	surprise	0.453
hoax	berita palsu	surprise	0.453
winning	kemenangan	surprise	0.453
overestimate	menaksir terlalu tinggi	surprise	0.453
confession	pengakuan	surprise	0.453
ordeal	siksaan	surprise	0.453
evanescence	kehilangan dr pandangan	surprise	0.453
merriment	kegembiraan	surprise	0.453
raffle	mengundi	surprise	0.453
stound	stound	surprise	0.445
laughter	tawa	surprise	0.445
enthusiast	penggemar	surprise	0.445
splendid	megah	surprise	0.445
feat	prestasi	surprise	0.445
perchance	barangkali	surprise	0.445
excel	unggul	surprise	0.445
gambling	perjudian	surprise	0.445
unintentional	tak disengaja	surprise	0.438
brighten	menerangi	surprise	0.438
changeable	bisa berubah	surprise	0.438
rapt	penuh	surprise	0.438
