word	Ukrainian-uk	emotion	emotion-intensity-score
stripped	позбавити	sadness	0.516
blindness	сліпота	sadness	0.516
accident	аварія	sadness	0.516
sin	NO TRANSLATION	sadness	0.516
hideous	жахливий	sadness	0.516
misfortune	нещастя	sadness	0.516
retard	затримати	sadness	0.516
unfriendly	недружелюбний	sadness	0.516
weakness	слабкість	sadness	0.516
dumps	звалища	sadness	0.516
sore	болить	sadness	0.516
displeased	невдоволений	sadness	0.516
wither	засихати	sadness	0.516
elimination	ліквідація	sadness	0.516
delusion	омана	sadness	0.516
decayed	розпалений	sadness	0.516
stifled	задушливий	sadness	0.516
unlucky	нещасливий	sadness	0.516
dictatorship	диктатура	sadness	0.509
regrettable	жаль	sadness	0.509
complain	скаржись	sadness	0.509
unrequited	несправедливий	sadness	0.509
lose	втрачати	sadness	0.509
insecure	небезпечний	sadness	0.509
witchcraft	чаклунство	sadness	0.508
gonorrhea	гонорея	sadness	0.500
endemic	ендемічний	sadness	0.500
negative	негативний	sadness	0.500
weary	втомився	sadness	0.500
anxiety	тривога	sadness	0.500
impossible	неможливо	sadness	0.500
disturbed	засмучений	sadness	0.500
cytomegalovirus	цитомегаловірус	sadness	0.500
offended	ображений	sadness	0.500
intolerant	нетерпимий	sadness	0.500
prosecute	переслідувати	sadness	0.500
rot	гнити	sadness	0.500
exclusion	виключення	sadness	0.500
atherosclerosis	атеросклероз	sadness	0.500
senile	старець	sadness	0.500
battled	боровся	sadness	0.500
coma	кома	sadness	0.500
injurious	шкідливий	sadness	0.500
bankruptcy	банкрутство	sadness	0.500
chronic	хронічний	sadness	0.500
difficulty	труднощі	sadness	0.500
howl	вити	sadness	0.500
cringe	скрипучий	sadness	0.500
messedup	NO TRANSLATION	sadness	0.500
nauseous	нудний	sadness	0.500
deport	депортувати	sadness	0.500
mad	божевільний	sadness	0.500
discomfort	дискомфорт	sadness	0.500
unfair	несправедливо	sadness	0.500
evict	виселити	sadness	0.500
damper	демпфер	sadness	0.500
drugged	наркотик	sadness	0.500
aggravating	обтяжуючи	sadness	0.500
crash	крах	sadness	0.500
mortality	смертність	sadness	0.500
disrespectful	нешанобливий	sadness	0.500
frowning	хмуриться	sadness	0.500
aftermath	наслідки	sadness	0.500
ungodly	безбожний	sadness	0.500
bier	NO TRANSLATION	sadness	0.500
explode	вибухнути	sadness	0.500
dolor	NO TRANSLATION	sadness	0.500
derogation	відступ	sadness	0.491
rob	грабувати	sadness	0.491
recession	рецесія	sadness	0.485
shriek	крик	sadness	0.485
hospital	лікарня	sadness	0.484
disturbance	обурення	sadness	0.484
insult	образа	sadness	0.484
adversity	несприятливість	sadness	0.484
beg	просити	sadness	0.484
resign	піти у відставку	sadness	0.484
moan	стогнути	sadness	0.484
arsenic	миш'як	sadness	0.484
nasty	неприємний	sadness	0.484
inadequate	неадекватний	sadness	0.484
sabotage	саботаж	sadness	0.484
frailty	слабкість	sadness	0.484
broke	зламався	sadness	0.484
coward	боягуз	sadness	0.484
wrongful	неправомірний	sadness	0.484
repress	придушувати	sadness	0.484
evasion	Ухилення від воріт	sadness	0.484
wince	збити	sadness	0.484
worn	носити	sadness	0.484
offense	злочин	sadness	0.484
reprisal	репресія	sadness	0.484
criticism	критика	sadness	0.484
weariness	втома	sadness	0.484
infectious	інфекційний	sadness	0.483
dishonest	нечесний	sadness	0.482
decay	розпад	sadness	0.482
dissolution	розчинення	sadness	0.480
lowest	найнижчий	sadness	0.478
unhealthy	нездоровий	sadness	0.474
irritation	роздратування	sadness	0.470
unfortunate	нещасний	sadness	0.469
illegal	незаконний	sadness	0.469
sedition	руйнування	sadness	0.469
penal	покарання	sadness	0.469
uneasiness	неспокій	sadness	0.469
measles	кір	sadness	0.469
ail	айль	sadness	0.469
unfavorable	несприятливий	sadness	0.469
dashed	пунктирний	sadness	0.469
fallout	випадання	sadness	0.469
collusion	змова	sadness	0.469
vulnerability	вразливість	sadness	0.469
leftout	NO TRANSLATION	sadness	0.469
recidivism	рецидив	sadness	0.469
penalty	штраф	sadness	0.469
criticize	критикувати	sadness	0.469
segregate	відокремити	sadness	0.469
uncaring	розлучитися	sadness	0.469
domination	панування	sadness	0.469
perversion	збочення	sadness	0.469
pernicious	згубний	sadness	0.469
convict	засуджений	sadness	0.469
expulsion	вигнання	sadness	0.469
conflict	конфлікт	sadness	0.469
disapproval	не схвалення	sadness	0.469
collapse	колапс	sadness	0.469
frustrate	розчарувати	sadness	0.469
moody	дурний	sadness	0.469
frayed	потерпілий	sadness	0.467
infamy	ганебна шкода	sadness	0.464
plunder	грабунок	sadness	0.461
depreciated	знецінився	sadness	0.460
wane	зникати	sadness	0.456
badly	погано	sadness	0.455
unlawful	незаконний	sadness	0.455
bittersweet	гіркий солодкий	sadness	0.453
fell	впав	sadness	0.453
vulgarity	вульгарність	sadness	0.453
upheaval	переворот	sadness	0.453
criticise	критикувати	sadness	0.453
foreclose	виключити	sadness	0.453
revolver	револьвер	sadness	0.453
wrongly	неправильно	sadness	0.453
surrender	капітуляція	sadness	0.453
disapprove	не схвалювати	sadness	0.453
tribulation	скорбота	sadness	0.453
despotism	деспотизм	sadness	0.453
wreck	крах	sadness	0.453
memorials	пам'ятники	sadness	0.453
gone	пішов	sadness	0.453
confiscate	конфісковувати	sadness	0.453
inhospitable	непривітні	sadness	0.453
refugee	біженець	sadness	0.453
secluded	відокремлений	sadness	0.453
frown	хмуриться	sadness	0.453
worse	гірше	sadness	0.453
inability	нездатність	sadness	0.453
avalanche	лавина	sadness	0.453
perplexity	збентеженість	sadness	0.453
doldrums	занепад	sadness	0.453
scarcity	дефіцит	sadness	0.453
discriminate	дискримінувати	sadness	0.453
invade	вторгнутися	sadness	0.453
lowly	низько	sadness	0.448
lone	самотній	sadness	0.446
guillotine	гільйотина	sadness	0.446
encumbrance	обтяжливість	sadness	0.441
annulment	анулювання	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	ув'язнення	sadness	0.439
bummer	бомбардувати	sadness	0.439
delirious	марнославство	sadness	0.439
bum	бум	sadness	0.438
rejects	відкидає	sadness	0.438
futile	марно	sadness	0.438
departure	від'їзд	sadness	0.438
disconnected	відключений	sadness	0.438
lunacy	лукавство	sadness	0.438
coercion	примус	sadness	0.438
fugitive	втечу	sadness	0.438
disapproved	не схвалено	sadness	0.438
paucity	слабкість	sadness	0.438
blues	блюз	sadness	0.438
ghetto	гетто	sadness	0.438
cancellation	скасування	sadness	0.438
imprudent	необережний	sadness	0.438
forbid	забороняй	sadness	0.438
sympathize	співчувати	sadness	0.438
problem	проблема	sadness	0.438
abscess	абсцес	sadness	0.438
insolvency	неспроможність	sadness	0.438
indigent	бідний	sadness	0.438
apathetic	апатичний	sadness	0.438
pensive	задумливий	sadness	0.438
lethargy	млявість	sadness	0.438
disagreement	розбіжності	sadness	0.438
stigma	стигма	sadness	0.438
detainee	затриманий	sadness	0.438
farewell	прощай	sadness	0.438
insignificant	незначний	sadness	0.438
diminish	зменшувати	sadness	0.438
dislocated	вивихований	sadness	0.438
emotional	емоційний	sadness	0.438
unattainable	недосяжний	sadness	0.438
animosity	ворожнеча	sadness	0.438
deflate	дефляція	sadness	0.438
appendicitis	апендицит	sadness	0.438
restriction	обмеження	sadness	0.438
underpaid	недоплачений	sadness	0.438
disapproving	не схвалюючи	sadness	0.438
absent	відсутній	sadness	0.438
darkened	потемніло	sadness	0.438
disqualified	дискваліфікований	sadness	0.435
bothering	турбує	sadness	0.435
tripping	відключення	sadness	0.429
sunk	потоплений	sadness	0.426
retribution	відплата	sadness	0.424
draining	зливу	sadness	0.424
varicella	вітряна вода	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	переслідував	sadness	0.422
dispassionate	безпристрасний	sadness	0.422
deviation	відхилення	sadness	0.422
thief	злодій	sadness	0.422
cyst	кіста	sadness	0.422
beggar	жебрак	sadness	0.422
falling	падіння	sadness	0.422
neuralgia	невралгія	sadness	0.422
unequal	нерівний	sadness	0.422
jarring	стрибати	sadness	0.422
bad	поганий	sadness	0.422
rip	розрізати	sadness	0.422
handicap	гандикап	sadness	0.422
cardiomyopathy	кардіоміопатія	sadness	0.422
cutting	різання	sadness	0.422
unwelcome	небажано	sadness	0.422
scarce	дефіцит	sadness	0.422
wrongdoing	правопорушення	sadness	0.422
insolvent	неплатоспроможний	sadness	0.422
difficulties	ускладнення	sadness	0.421
invader	загарбник	sadness	0.420
drab	драб	sadness	0.420
fall	падати	sadness	0.418
illegitimate	нелегітимний	sadness	0.416
expel	вигнати	sadness	0.414
meaningless	безглуздо	sadness	0.409
darkness	темрява	sadness	0.409
syncope	синкопея	sadness	0.407
stroke	удар	sadness	0.406
hoax	містифікація	sadness	0.406
darken	темніє	sadness	0.406
precarious	нестійкий	sadness	0.406
subjected	підданий	sadness	0.406
feudalism	феодалізм	sadness	0.406
fury	лють	sadness	0.406
bitch	сука	sadness	0.406
enmity	ворожнеча	sadness	0.406
wildfire	природний пожежа	sadness	0.406
obnoxious	неприємний	sadness	0.406
confine	обмежити	sadness	0.406
fatigued	стомлений	sadness	0.406
fault	провина	sadness	0.406
unsatisfied	незадоволений	sadness	0.405
spank	шпанка	sadness	0.403
deluge	потоп	sadness	0.402
sigh	зітхає	sadness	0.402
spinster	спинстер	sadness	0.400
blue	синій	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	завдяки	sadness	0.398
embarrass	збентежити	sadness	0.394
pitfall	ломка	sadness	0.394
pointless	безглуздо	sadness	0.394
seriousness	серйозність	sadness	0.394
monsoon	мусон	sadness	0.391
debt	борг	sadness	0.391
exhausted	виснажений	sadness	0.391
stretcher	носилки	sadness	0.391
condescension	поблажливість	sadness	0.391
dwarfed	карлик	sadness	0.391
inefficient	неефективний	sadness	0.391
ravenous	хижковий	sadness	0.391
rue	вулиця	sadness	0.391
banshee	банши	sadness	0.391
daemon	демон	sadness	0.391
feeble	слабкий	sadness	0.391
coldness	холодність	sadness	0.391
ifonly	якщо тільки	sadness	0.391
insulting	образливо	sadness	0.391
trickery	хитрість	sadness	0.391
noose	петля	sadness	0.391
punch	удар	sadness	0.391
reproach	докорами	sadness	0.391
ineptitude	непридатність	sadness	0.391
refused	відмовився	sadness	0.391
cage	клітка	sadness	0.391
brute	грубий	sadness	0.391
subvert	підірвати	sadness	0.384
jealousy	ревнощі	sadness	0.382
geriatric	геріатричний	sadness	0.379
miss	міс	sadness	0.379
struggle	боротьба	sadness	0.379
inexcusable	непростим	sadness	0.379
descent	спуск	sadness	0.377
entangled	заплутався	sadness	0.377
ashes	прах	sadness	0.377
exhaustion	виснаження	sadness	0.375
blackness	чорнота	sadness	0.375
funk	фанк	sadness	0.375
disqualify	дискваліфікувати	sadness	0.375
slump	спад	sadness	0.375
inconsiderate	неуважний	sadness	0.375
noncompliance	невідповідність	sadness	0.375
goodbye	до побачення	sadness	0.375
sucks	смокче	sadness	0.375
landslide	зсув	sadness	0.375
overcast	похмуро	sadness	0.375
rabid	гадкий	sadness	0.375
inferior	нижчий	sadness	0.375
murky	темний	sadness	0.375
prostitution	проституція	sadness	0.375
scar	шрам	sadness	0.375
dispel	розвіяти	sadness	0.375
parting	розставання	sadness	0.375
wasting	витрачати	sadness	0.375
withdraw	зняти	sadness	0.375
oust	витікати	sadness	0.375
sympathy	співчуття	sadness	0.375
delay	затримка	sadness	0.373
unattractive	непривабливий	sadness	0.373
apologize	вибачитися	sadness	0.370
crazy	божевільний	sadness	0.368
bastard	ублюдок	sadness	0.366
deteriorated	погіршився	sadness	0.365
inter	інтер	sadness	0.364
empty	порожній	sadness	0.364
mocking	глузування	sadness	0.363
adder	суматор	sadness	0.361
hindering	заважає	sadness	0.359
flounder	камбала	sadness	0.359
hunter	мисливець	sadness	0.359
unable	не в змозі	sadness	0.359
fruitless	безплідний	sadness	0.359
arraignment	виправдання	sadness	0.359
tremor	тремтіння	sadness	0.359
taunt	засмучений	sadness	0.359
fainting	непритомність	sadness	0.359
plaintive	жалібний	sadness	0.359
defendant	відповідач	sadness	0.359
disconnect	відключити	sadness	0.359
servile	сервілес	sadness	0.359
unsuccessful	невдалий	sadness	0.359
unemployed	безробітний	sadness	0.359
austere	суворий	sadness	0.359
lockup	замикати	sadness	0.359
numbness	оніміння	sadness	0.359
wrangling	сперечаючись	sadness	0.359
misunderstanding	непорозуміння	sadness	0.359
obesity	ожиріння	sadness	0.359
idiocy	ідіотизм	sadness	0.359
consecration	освячення	sadness	0.359
perpetrator	злочинець	sadness	0.359
doubt	сумнів	sadness	0.359
affront	ображати	sadness	0.359
unpopular	непопулярний	sadness	0.359
inefficiency	неефективність	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	метушня	sadness	0.359
unrest	неспокій	sadness	0.351
intervention	втручання	sadness	0.348
wimpy	здоровий	sadness	0.348
waste	відходи	sadness	0.348
absentee	відступок	sadness	0.348
spoiler	спойлер	sadness	0.348
flaw	дефект	sadness	0.347
blindly	сліпо	sadness	0.344
thrash	трэш	sadness	0.344
furrow	борозни	sadness	0.344
militia	міліція	sadness	0.344
litigate	судовий процес	sadness	0.344
stained	забарвлений	sadness	0.344
uninspired	несимпатичний	sadness	0.344
uninvited	не запрошені	sadness	0.344
detention	затримання	sadness	0.344
surgery	хірургія	sadness	0.344
lawsuit	судовий процес	sadness	0.344
specter	привид	sadness	0.344
desert	пустеля	sadness	0.344
attenuation	загасання	sadness	0.344
forfeit	позбавитись	sadness	0.344
plea	прохання	sadness	0.344
cumbersome	громіздкий	sadness	0.344
resigned	пішов у відставку	sadness	0.344
lagging	відставання	sadness	0.344
intercede	заступник	sadness	0.344
myopia	короткозорість	sadness	0.339
unaccountable	невідповідний	sadness	0.339
mishap	невдача	sadness	0.338
probation	стажування	sadness	0.336
disagreeing	не згоден	sadness	0.333
severance	розірваність	sadness	0.333
bacteria	бактерії	sadness	0.328
adrift	приплив	sadness	0.328
squall	шквал	sadness	0.328
nether	далі	sadness	0.328
leave	залишати	sadness	0.328
incompetent	некомпетентний	sadness	0.328
endless	нескінченні	sadness	0.328
unacceptable	неприйнятна	sadness	0.328
bondage	кабала	sadness	0.328
dependence	залежність	sadness	0.328
sterile	стерильний	sadness	0.328
unacknowledged	невідомий	sadness	0.328
disallowed	заборонено	sadness	0.328
nepotism	кумівство	sadness	0.328
soreness	болісність	sadness	0.328
scold	руйнувати	sadness	0.327
flaccid	пухнастий	sadness	0.324
hobo	хобу	sadness	0.323
fragile	крихкий	sadness	0.319
stingy	скупий	sadness	0.319
sue	судитися	sadness	0.318
scarcely	навряд чи	sadness	0.318
mistake	помилка	sadness	0.312
committal	зречення	sadness	0.312
fatty	жирний	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	перекинути	sadness	0.312
skid	скайд	sadness	0.312
hamstring	суглоба	sadness	0.312
nonsensical	безглуздо	sadness	0.312
ulcer	виразка	sadness	0.312
defy	сперечатися	sadness	0.312
nostalgia	ностальгія	sadness	0.312
inhibit	гальмувати	sadness	0.312
clouded	затьмарений	sadness	0.312
evanescence	евансценція	sadness	0.312
conceal	приховати	sadness	0.311
blemish	вада	sadness	0.310
resisting	опір	sadness	0.309
sympathetic	співчутливий	sadness	0.307
bugaboo	бугабу	sadness	0.304
confess	зізнатися	sadness	0.303
opium	опіум	sadness	0.303
alas	на жаль!	sadness	0.302
setback	невдача	sadness	0.297
halting	припинення	sadness	0.297
incase	включити	sadness	0.297
inappropriate	недоречно	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	мігрень	sadness	0.297
incompatible	несумісний	sadness	0.297
dull	нудний	sadness	0.297
discontinuity	розрив	sadness	0.297
wrinkled	зморшкувата	sadness	0.297
suppress	придушувати	sadness	0.297
weak	слабкий	sadness	0.297
mislead	вводити в оману	sadness	0.297
subsidence	осідання	sadness	0.297
hermit	відлюдник	sadness	0.296
moving	рухаючись	sadness	0.295
shrink	скоротити	sadness	0.295
shiver	тремтять	sadness	0.291
tramp	бродяга	sadness	0.288
constraint	обмеження	sadness	0.288
unimportant	неважливо	sadness	0.288
rubble	щебінь	sadness	0.282
excluding	виключення	sadness	0.281
revoke	відкликати	sadness	0.281
negro	негр	sadness	0.281
shortage	дефіцит	sadness	0.281
wearily	втомлено	sadness	0.281
grey	сірий	sadness	0.281
senseless	безглуздо	sadness	0.281
overdue	прострочений	sadness	0.281
flinch	флінк	sadness	0.281
adverse	несприятливий	sadness	0.281
remove	видалити	sadness	0.281
grumpy	жахливий	sadness	0.281
flop	флоп	sadness	0.281
scrapie	скрепі	sadness	0.281
confession	сповідь	sadness	0.281
timid	боязкий	sadness	0.281
down	вниз	sadness	0.281
unseat	розстебнути	sadness	0.281
apathy	апатія	sadness	0.281
taint	непристойний	sadness	0.281
black	чорний	sadness	0.281
knell	крюк	sadness	0.275
jurisprudence	юриспруденція	sadness	0.273
humbled	принижений	sadness	0.273
confusion	плутанина	sadness	0.273
soldier	солдат	sadness	0.273
throb	пульсація	sadness	0.273
gray	сірий	sadness	0.269
obstacle	перешкода	sadness	0.266
lax	слабкий	sadness	0.266
eternity	вічність	sadness	0.266
leaving	залишаючи	sadness	0.266
unrealistic	нереально	sadness	0.266
mixedemotions	змішані почуття	sadness	0.266
slur	шурувати	sadness	0.266
drifted	дрейфував	sadness	0.266
remiss	непридатність	sadness	0.266
shack	халат	sadness	0.266
inconvenient	незручно	sadness	0.263
restrict	обмежити	sadness	0.259
misrepresentation	введення в оману	sadness	0.259
stagnant	застій	sadness	0.259
disservice	неслухняність	sadness	0.258
backwater	затока	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	пустеля	sadness	0.255
wasteful	марнотратна	sadness	0.250
labored	працював	sadness	0.250
uneducated	неосвічений	sadness	0.250
incomplete	неповна	sadness	0.250
older	старше	sadness	0.250
speculation	спекуляції	sadness	0.250
undying	безсмертний	sadness	0.250
pine	сосна	sadness	0.250
tempest	буря	sadness	0.250
humbug	губитися	sadness	0.250
bang	вибух	sadness	0.250
gullible	довірчий	sadness	0.250
unexplained	незрозумілий	sadness	0.250
communism	комунізм	sadness	0.250
error	помилка	sadness	0.250
anchorage	кріплення	sadness	0.250
rainyday	дощовий день	sadness	0.242
demonstrative	демонстративний	sadness	0.242
melodrama	мелодрама	sadness	0.242
necessity	необхідність	sadness	0.236
boredom	нудьга	sadness	0.235
misty	туманний	sadness	0.234
warp	деформація	sadness	0.234
trash	сміття	sadness	0.234
burke	бурк	sadness	0.234
hollow	порожній	sadness	0.234
void	недійсний	sadness	0.234
healing	зцілення	sadness	0.234
cloudy	хмарно	sadness	0.234
blockade	блокада	sadness	0.234
depart	від'їхати	sadness	0.234
uninteresting	нецікаво	sadness	0.234
cancel	скасувати	sadness	0.234
sentence	вирок	sadness	0.234
foggy	туманний	sadness	0.234
pale	блідий	sadness	0.234
case	справа	sadness	0.228
rainy	дощовий	sadness	0.227
onerous	обтяжливий	sadness	0.223
bottom	дно	sadness	0.223
uninterested	нецікаво	sadness	0.223
fasting	пост	sadness	0.220
indifference	байдужість	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	справлятися	sadness	0.219
discolored	знебарвлений	sadness	0.219
blunder	помилка	sadness	0.219
thirst	спрага	sadness	0.219
dole	доле	sadness	0.219
pious	благочестивий	sadness	0.219
cocaine	кокаїн	sadness	0.218
tough	жорсткий	sadness	0.212
lower	нижче	sadness	0.203
sprain	розтягнення	sadness	0.203
arid	засушливий	sadness	0.203
fat	жирний	sadness	0.203
revolution	революція	sadness	0.203
chilly	холодно	sadness	0.203
chargeable	платний	sadness	0.203
sluggish	млявий	sadness	0.203
yucky	щасливий	sadness	0.203
hoary	хрипи	sadness	0.203
wanting	бажаючий	sadness	0.202
progression	прогрес	sadness	0.201
closure	закриття	sadness	0.195
unbeaten	непереможний	sadness	0.193
veal	телятина	sadness	0.188
retirement	виходу на пенсію	sadness	0.188
oddity	дивацтва	sadness	0.188
heartfelt	щирий	sadness	0.188
meh	Мех	sadness	0.188
invalid	недійсний	sadness	0.188
tease	дражнити	sadness	0.188
splitting	розщеплення	sadness	0.188
interrupted	перервано	sadness	0.188
rumor	чутка	sadness	0.188
cataract	катаракта	sadness	0.188
rack	стійка	sadness	0.188
halter	призупинити	sadness	0.188
cold	холодний	sadness	0.188
concerned	зацікавлений	sadness	0.184
sarcasm	сарказм	sadness	0.181
strip	смуга	sadness	0.179
esteem	повага	sadness	0.172
feeling	почуття	sadness	0.172
overload	перевантаження	sadness	0.172
divided	розділений	sadness	0.172
memories	спогади	sadness	0.172
sap	сок	sadness	0.172
eschew	уникати	sadness	0.172
cupping	купання	sadness	0.172
destination	призначення	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	обмежений	sadness	0.167
rain	дощ	sadness	0.163
willful	навмисне	sadness	0.160
untitled	без назви	sadness	0.157
weeds	бур'яни	sadness	0.156
stint	стиглість	sadness	0.156
cross	хрест	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	хмільно	sadness	0.154
inconsequential	несуттєвий	sadness	0.152
procession	процесія	sadness	0.152
tax	податок	sadness	0.142
lesbian	лесбійська	sadness	0.141
emo	емо	sadness	0.141
overpriced	завищені	sadness	0.141
tolerate	терпіти	sadness	0.141
mug	кружка	sadness	0.141
weight	вага	sadness	0.141
touchy	чуйний	sadness	0.140
kennel	розплідник	sadness	0.130
grounded	обгрунтований	sadness	0.130
late	пізно	sadness	0.125
theocratic	теократичний	sadness	0.125
clouds	хмари	sadness	0.125
terrific	приголомшливий	sadness	0.125
commemorate	вшанувати пам'ять	sadness	0.125
meek	лагідний	sadness	0.125
stillness	тиша	sadness	0.125
sisterhood	сестринство	sadness	0.125
socialist	соціалістичний	sadness	0.125
unpaid	неоплачений	sadness	0.125
margin	запас	sadness	0.125
default	за замовчуванням	sadness	0.121
lace	мереживо	sadness	0.118
unpublished	неопублікований	sadness	0.116
interested	зацікавлений	sadness	0.114
fortress	фортеця	sadness	0.110
fleece	фліс	sadness	0.109
rating	рейтинг	sadness	0.109
lush	пишний	sadness	0.109
harry	Гаррі	sadness	0.109
priesthood	священство	sadness	0.109
orchestra	оркестр	sadness	0.109
ultimate	остаточний	sadness	0.109
sanctify	освятити	sadness	0.108
income	дохід	sadness	0.100
sonnet	сонет	sadness	0.094
winning	виграш	sadness	0.094
quiet	спокійно	sadness	0.094
boo	боу	sadness	0.094
vainly	марно	sadness	0.091
wet	мокрий	sadness	0.078
hug	обійми	sadness	0.078
hut	хата	sadness	0.078
ovation	овація	sadness	0.078
humble	скромний	sadness	0.078
motivating	мотивація	sadness	0.078
opera	опера	sadness	0.078
treat	лікувати	sadness	0.076
hymn	гімн	sadness	0.064
honest	чесний	sadness	0.062
relics	мощі	sadness	0.061
couch	диван	sadness	0.060
waffle	Вафлі	sadness	0.047
shell	оболонка	sadness	0.045
musical	музичний	sadness	0.045
savor	смакувати	sadness	0.034
vote	голосувати	sadness	0.031
napkin	серветка	sadness	0.031
sing	співай	sadness	0.017
music	музика	sadness	0.016
mother	мама	sadness	0.016
nutritious	поживний	sadness	0.015
lovely	милий	sadness	0.009
art	мистецтво	sadness	0.000
romance	романтика	sadness	0.000
liquor	лікер	sadness	0.000
sweetheart	кохана	sadness	0.000
surprise	здивування	surprise	0.930
flabbergast	флаббергаст	surprise	0.906
explode	вибухнути	surprise	0.906
explosion	вибух	surprise	0.898
explosive	вибуховий	surprise	0.883
ambush	засідка	surprise	0.883
eruption	виверження	surprise	0.883
frighten	лякайся	surprise	0.875
startle	розчарування	surprise	0.875
surprisingly	дивно	surprise	0.875
shockingly	шокуюче	surprise	0.875
surprising	дивним	surprise	0.867
frightened	наляканий	surprise	0.867
surprised	здивований	surprise	0.867
thrilling	захоплююча	surprise	0.859
miracle	диво	surprise	0.859
outburst	вибух	surprise	0.859
blast	вибух	surprise	0.852
alarm	тривога	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	поштовх	surprise	0.844
thunderstruck	громи	surprise	0.844
shock	шок	surprise	0.844
fright	переляканий	surprise	0.836
bang	вибух	surprise	0.836
unexpectedly	несподівано	surprise	0.836
catastrophe	катастрофа	surprise	0.836
dazzle	засліплювати	surprise	0.836
emergency	надзвичайна ситуація	surprise	0.828
bewilderment	здивування	surprise	0.828
suddenly	раптом	surprise	0.828
startling	вражаюче	surprise	0.828
astound	вражаюче	surprise	0.820
stunned	приголомшений	surprise	0.820
jackpot	джекпот	surprise	0.812
earthquake	землетрус	surprise	0.812
disaster	катастрофа	surprise	0.812
astonish	здивування	surprise	0.805
astonishment	здивування	surprise	0.805
climax	кульмінація	surprise	0.805
aghast	агас	surprise	0.805
scare	налякати	surprise	0.797
awestruck	вдарити	surprise	0.797
bomb	бомба	surprise	0.789
erupt	вивернути	surprise	0.789
exclaim	вигукнути	surprise	0.789
amazement	здивування	surprise	0.781
detonate	детонувати	surprise	0.773
alarming	тривожний	surprise	0.773
miraculous	чудодійний	surprise	0.773
invade	вторгнутися	surprise	0.773
raid	наліт	surprise	0.773
abduction	викрадення	surprise	0.773
kidnap	викрадай	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	переважна	surprise	0.758
dumfound	подумав	surprise	0.758
unpredictable	непередбачуваний	surprise	0.758
unimaginable	немислимий	surprise	0.750
erratic	нестабільний	surprise	0.750
accident	аварія	surprise	0.750
outrageous	обурливо	surprise	0.750
flinch	флінк	surprise	0.742
blitz	бліц	surprise	0.742
petrify	оминути	surprise	0.742
slaughter	забій	surprise	0.742
horror	жах	surprise	0.742
amaze	здивування	surprise	0.742
bewilder	здивування	surprise	0.742
wreck	крах	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	хвилювання	surprise	0.734
frenetic	божевільний	surprise	0.734
frantic	Безстрашний	surprise	0.734
crash	крах	surprise	0.734
sudden	раптовий	surprise	0.727
riotous	буйний	surprise	0.727
vanished	зник	surprise	0.727
moonstruck	місячний струм	surprise	0.727
outcry	виклик	surprise	0.727
bewildered	здивований	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	саботаж	surprise	0.719
shriek	крик	surprise	0.719
breathless	задишка	surprise	0.719
scream	кричати	surprise	0.719
manslaughter	вбивство	surprise	0.719
rupture	розрив	surprise	0.719
unanticipated	непередбачуваний	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	неконтрольований	surprise	0.711
unexpected	несподівано	surprise	0.711
electrify	електрифікувати	surprise	0.711
stun	оглушити	surprise	0.711
shot	вистрілений	surprise	0.711
avalanche	лавина	surprise	0.711
gasp	задихайся	surprise	0.711
unforeseen	непередбачені	surprise	0.703
slam	хлюпати	surprise	0.703
surge	сплеск	surprise	0.703
intruder	вторгнення	surprise	0.703
abrupt	різко	surprise	0.703
suspense	очікування	surprise	0.703
devastation	спустошення	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	волатильність	surprise	0.695
excite	збуджуйся	surprise	0.695
unprecedented	безпрецедентний	surprise	0.695
stab	колоти	surprise	0.695
urgent	терміново	surprise	0.695
yell	крикнути	surprise	0.695
strike	страйкувати	surprise	0.695
disturbance	обурення	surprise	0.688
carnage	різанина	surprise	0.688
spectacular	вражаючий	surprise	0.688
incredible	неймовірний	surprise	0.688
recklessness	безрозсудність	surprise	0.680
slap	ляпати	surprise	0.680
monstrous	чудовисько	surprise	0.680
clamor	крик	surprise	0.680
thrill	гострі відчуття	surprise	0.680
accidentally	випадково	surprise	0.672
accidental	випадковий	surprise	0.672
striking	вражаючий	surprise	0.672
captivate	захоплювати	surprise	0.672
exhilaration	радість	surprise	0.672
terrorist	терорист	surprise	0.672
inexplicable	незрозумілий	surprise	0.672
exciting	хвилююче	surprise	0.672
topple	скинути	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	вулкан	surprise	0.664
