word	Chinese (Traditional)-zh-TW	emotion	emotion-intensity-score
dashed	虛線	sadness	0.469
fallout	掉出來	sadness	0.469
collusion	共謀	sadness	0.469
vulnerability	漏洞	sadness	0.469
leftout	NO TRANSLATION	sadness	0.469
recidivism	累犯	sadness	0.469
penalty	罰款	sadness	0.469
criticize	批評	sadness	0.469
segregate	分離	sadness	0.469
uncaring	冷漠	sadness	0.469
domination	統治	sadness	0.469
perversion	變態	sadness	0.469
pernicious	有害	sadness	0.469
convict	定罪	sadness	0.469
expulsion	開除	sadness	0.469
conflict	衝突	sadness	0.469
disapproval	不贊成	sadness	0.469
collapse	坍方	sadness	0.469
frustrate	阻撓	sadness	0.469
moody	喜怒無常	sadness	0.469
frayed	磨損	sadness	0.467
infamy	罵名	sadness	0.464
plunder	掠奪	sadness	0.461
depreciated	貶值	sadness	0.460
wane	沒落	sadness	0.456
badly	慘	sadness	0.455
unlawful	非法的	sadness	0.455
bittersweet	苦樂參半	sadness	0.453
fell	下跌	sadness	0.453
vulgarity	俗氣	sadness	0.453
upheaval	動盪	sadness	0.453
criticise	批評	sadness	0.453
foreclose	取消抵押品贖回權	sadness	0.453
revolver	左輪手槍	sadness	0.453
wrongly	錯	sadness	0.453
surrender	投降	sadness	0.453
disapprove	不贊成	sadness	0.453
tribulation	苦難	sadness	0.453
despotism	獨裁	sadness	0.453
wreck	破壞	sadness	0.453
memorials	紀念館	sadness	0.453
gone	走了	sadness	0.453
confiscate	沒收	sadness	0.453
inhospitable	荒涼	sadness	0.453
refugee	難民	sadness	0.453
secluded	僻	sadness	0.453
frown	皺眉	sadness	0.453
worse	更差	sadness	0.453
inability	無力	sadness	0.453
avalanche	雪崩	sadness	0.453
perplexity	困惑	sadness	0.453
doldrums	低迷	sadness	0.453
scarcity	缺乏	sadness	0.453
discriminate	辨析	sadness	0.453
invade	入侵	sadness	0.453
lowly	卑賤	sadness	0.448
lone	孤單	sadness	0.446
guillotine	斷頭台	sadness	0.446
encumbrance	累贅	sadness	0.441
annulment	廢除	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	坐月子	sadness	0.439
bummer	長號	sadness	0.439
delirious	發狂的	sadness	0.439
bum	屁股	sadness	0.438
rejects	拒絕	sadness	0.438
futile	無用	sadness	0.438
departure	離開	sadness	0.438
disconnected	斷開的	sadness	0.438
lunacy	瘋狂行為	sadness	0.438
coercion	強迫	sadness	0.438
fugitive	逃亡	sadness	0.438
disapproved	不贊成	sadness	0.438
paucity	缺乏	sadness	0.438
blues	藍調	sadness	0.438
ghetto	貧民區	sadness	0.438
cancellation	消除	sadness	0.438
imprudent	魯莽的	sadness	0.438
forbid	禁止	sadness	0.438
sympathize	同情	sadness	0.438
problem	問題	sadness	0.438
abscess	膿腫	sadness	0.438
insolvency	破產	sadness	0.438
indigent	貧困	sadness	0.438
apathetic	麻木不仁	sadness	0.438
pensive	哀思	sadness	0.438
lethargy	昏睡	sadness	0.438
disagreement	異議	sadness	0.438
stigma	柱頭	sadness	0.438
detainee	被拘留者	sadness	0.438
farewell	告別	sadness	0.438
insignificant	微不足道	sadness	0.438
diminish	減少	sadness	0.438
dislocated	脫臼	sadness	0.438
emotional	情緒化	sadness	0.438
unattainable	高不可攀	sadness	0.438
animosity	敵意	sadness	0.438
deflate	放氣	sadness	0.438
appendicitis	闌尾炎	sadness	0.438
restriction	限制	sadness	0.438
underpaid	少繳	sadness	0.438
disapproving	不贊成	sadness	0.438
absent	缺席	sadness	0.438
darkened	黑暗	sadness	0.438
disqualified	取消資格	sadness	0.435
bothering	困擾	sadness	0.435
tripping	跳閘	sadness	0.429
sunk	沉沒	sadness	0.426
retribution	報應	sadness	0.424
draining	排水	sadness	0.424
varicella	水痘	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	鬧鬼	sadness	0.422
dispassionate	冷靜	sadness	0.422
deviation	偏差	sadness	0.422
thief	賊	sadness	0.422
cyst	囊腫	sadness	0.422
beggar	乞丐	sadness	0.422
falling	落下	sadness	0.422
neuralgia	神經痛	sadness	0.422
unequal	不等	sadness	0.422
jarring	不和諧	sadness	0.422
bad	壞	sadness	0.422
rip	安息	sadness	0.422
handicap	阻礙	sadness	0.422
cardiomyopathy	心肌病	sadness	0.422
cutting	切割	sadness	0.422
unwelcome	不受歡迎	sadness	0.422
scarce	稀缺	sadness	0.422
wrongdoing	壞事	sadness	0.422
insolvent	資不抵債	sadness	0.422
difficulties	困難	sadness	0.421
invader	侵略者	sadness	0.420
drab	單調	sadness	0.420
fall	秋季	sadness	0.418
illegitimate	非法的	sadness	0.416
expel	驅逐	sadness	0.414
meaningless	無意義的	sadness	0.409
darkness	黑暗	sadness	0.409
syncope	昏厥	sadness	0.407
stroke	行程	sadness	0.406
hoax	惡作劇	sadness	0.406
darken	變暗	sadness	0.406
precarious	危險的	sadness	0.406
subjected	受	sadness	0.406
feudalism	封建	sadness	0.406
fury	憤怒	sadness	0.406
bitch	婊子	sadness	0.406
enmity	敵意	sadness	0.406
wildfire	磷火	sadness	0.406
obnoxious	厭惡	sadness	0.406
confine	局限	sadness	0.406
fatigued	疲勞	sadness	0.406
fault	故障	sadness	0.406
unsatisfied	不滿意	sadness	0.405
spank	一巴掌	sadness	0.403
deluge	洪水	sadness	0.402
sigh	嘆	sadness	0.402
spinster	獨身主義者	sadness	0.400
blue	藍色	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	虧欠的	sadness	0.398
embarrass	阻礙	sadness	0.394
pitfall	陷阱	sadness	0.394
pointless	無意義	sadness	0.394
seriousness	嚴肅	sadness	0.394
monsoon	雨季	sadness	0.391
debt	債務	sadness	0.391
exhausted	累	sadness	0.391
stretcher	擔架	sadness	0.391
condescension	屈尊	sadness	0.391
dwarfed	所繪	sadness	0.391
inefficient	低效	sadness	0.391
ravenous	餓壞了的	sadness	0.391
rue	後悔	sadness	0.391
banshee	女妖	sadness	0.391
daemon	守護進程	sadness	0.391
feeble	微弱	sadness	0.391
coldness	寒冷	sadness	0.391
ifonly	要是	sadness	0.391
insulting	侮辱	sadness	0.391
trickery	詭計	sadness	0.391
noose	套索	sadness	0.391
punch	沖床	sadness	0.391
reproach	責備	sadness	0.391
ineptitude	無能	sadness	0.391
refused	拒絕	sadness	0.391
cage	籠	sadness	0.391
brute	畜生	sadness	0.391
subvert	顛覆	sadness	0.384
jealousy	妒忌	sadness	0.382
geriatric	老年	sadness	0.379
miss	小姐	sadness	0.379
struggle	鬥爭	sadness	0.379
inexcusable	不可原諒	sadness	0.379
descent	降落	sadness	0.377
entangled	糾纏	sadness	0.377
ashes	灰燼	sadness	0.377
exhaustion	衰竭	sadness	0.375
blackness	黑	sadness	0.375
funk	恐懼	sadness	0.375
disqualify	資格	sadness	0.375
slump	暴跌	sadness	0.375
inconsiderate	輕率	sadness	0.375
noncompliance	違規	sadness	0.375
goodbye	再見	sadness	0.375
sucks	吸	sadness	0.375
landslide	滑坡	sadness	0.375
overcast	灰濛蒙	sadness	0.375
rabid	瘋狂的	sadness	0.375
inferior	下	sadness	0.375
murky	模糊	sadness	0.375
prostitution	賣淫	sadness	0.375
scar	瘢痕	sadness	0.375
dispel	打消	sadness	0.375
parting	離別	sadness	0.375
wasting	浪費	sadness	0.375
withdraw	收回	sadness	0.375
oust	逐出	sadness	0.375
sympathy	同情	sadness	0.375
delay	延遲	sadness	0.373
unattractive	沒有吸引力	sadness	0.373
apologize	道歉	sadness	0.370
crazy	瘋	sadness	0.368
bastard	混蛋	sadness	0.366
deteriorated	惡化	sadness	0.365
inter	間	sadness	0.364
empty	空	sadness	0.364
mocking	嘲諷	sadness	0.363
adder	加法器	sadness	0.361
hindering	阻礙	sadness	0.359
flounder	比目魚	sadness	0.359
hunter	獵人	sadness	0.359
unable	無法	sadness	0.359
fruitless	不結果	sadness	0.359
arraignment	提審	sadness	0.359
tremor	震	sadness	0.359
taunt	嘲諷	sadness	0.359
fainting	昏暈	sadness	0.359
plaintive	哀怨	sadness	0.359
defendant	被告	sadness	0.359
disconnect	斷開	sadness	0.359
servile	低三下四	sadness	0.359
unsuccessful	不成功	sadness	0.359
unemployed	失業的	sadness	0.359
austere	簡樸的	sadness	0.359
lockup	鎖起來	sadness	0.359
numbness	麻木	sadness	0.359
wrangling	扯皮	sadness	0.359
misunderstanding	誤解	sadness	0.359
obesity	肥胖	sadness	0.359
idiocy	白痴	sadness	0.359
consecration	奉獻	sadness	0.359
perpetrator	肇事者	sadness	0.359
doubt	懷疑	sadness	0.359
affront	冒犯	sadness	0.359
unpopular	不得人心	sadness	0.359
inefficiency	低效	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	小題大作	sadness	0.359
unrest	動盪	sadness	0.351
intervention	介入	sadness	0.348
wimpy	懦弱	sadness	0.348
waste	浪費	sadness	0.348
absentee	缺席者	sadness	0.348
spoiler	擾流板	sadness	0.348
flaw	缺陷	sadness	0.347
blindly	盲目地	sadness	0.344
thrash	鞭打	sadness	0.344
furrow	畦	sadness	0.344
militia	民兵	sadness	0.344
litigate	訴訟	sadness	0.344
stained	染色	sadness	0.344
uninspired	平庸	sadness	0.344
uninvited	不速之	sadness	0.344
detention	拘留	sadness	0.344
surgery	手術	sadness	0.344
lawsuit	訴訟	sadness	0.344
specter	幽靈	sadness	0.344
desert	沙漠	sadness	0.344
attenuation	衰減	sadness	0.344
forfeit	喪失	sadness	0.344
plea	懇求	sadness	0.344
cumbersome	笨重	sadness	0.344
resigned	辭職	sadness	0.344
lagging	滯後	sadness	0.344
intercede	說情	sadness	0.344
myopia	近視	sadness	0.339
unaccountable	莫名其妙	sadness	0.339
mishap	不測	sadness	0.338
probation	緩刑	sadness	0.336
disagreeing	不同意	sadness	0.333
severance	遣散	sadness	0.333
bacteria	菌	sadness	0.328
adrift	漂浮	sadness	0.328
squall	颮	sadness	0.328
nether	幽冥	sadness	0.328
leave	離開	sadness	0.328
incompetent	無能	sadness	0.328
endless	無窮	sadness	0.328
unacceptable	不可接受	sadness	0.328
bondage	束縛	sadness	0.328
dependence	依賴	sadness	0.328
sterile	無菌	sadness	0.328
unacknowledged	未確認	sadness	0.328
disallowed	不允許	sadness	0.328
nepotism	裙帶關係	sadness	0.328
soreness	疼痛	sadness	0.328
scold	罵	sadness	0.327
flaccid	鬆弛	sadness	0.324
hobo	流浪漢	sadness	0.323
fragile	脆弱	sadness	0.319
stingy	小氣	sadness	0.319
sue	起訴	sadness	0.318
scarcely	幾乎沒有	sadness	0.318
mistake	錯誤	sadness	0.312
committal	拘押	sadness	0.312
fatty	脂肪	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	脫粒	sadness	0.312
skid	剎車	sadness	0.312
hamstring	腿筋	sadness	0.312
nonsensical	無厘頭	sadness	0.312
ulcer	潰瘍	sadness	0.312
defy	違抗	sadness	0.312
nostalgia	懷舊之情	sadness	0.312
inhibit	抑制	sadness	0.312
clouded	烏雲密布	sadness	0.312
evanescence	伊凡塞斯	sadness	0.312
conceal	隱藏	sadness	0.311
blemish	缺陷	sadness	0.310
resisting	抵制	sadness	0.309
sympathetic	有同情心	sadness	0.307
bugaboo	嚇人的東西	sadness	0.304
confess	承認	sadness	0.303
opium	鴉片	sadness	0.303
alas	唉	sadness	0.302
setback	挫折	sadness	0.297
halting	暫停	sadness	0.297
incase	以防萬一	sadness	0.297
inappropriate	不當	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	偏頭痛	sadness	0.297
incompatible	不相容	sadness	0.297
dull	平淡	sadness	0.297
discontinuity	中斷	sadness	0.297
wrinkled	皺	sadness	0.297
suppress	壓制	sadness	0.297
weak	弱	sadness	0.297
mislead	誤導	sadness	0.297
subsidence	下沉	sadness	0.297
hermit	隱士	sadness	0.296
moving	移動	sadness	0.295
shrink	收縮	sadness	0.295
shiver	發抖	sadness	0.291
tramp	流浪漢	sadness	0.288
constraint	約束	sadness	0.288
unimportant	不重要	sadness	0.288
rubble	瓦礫	sadness	0.282
excluding	排除	sadness	0.281
revoke	撤消	sadness	0.281
negro	黑人	sadness	0.281
shortage	短缺	sadness	0.281
wearily	疲勞	sadness	0.281
grey	灰色	sadness	0.281
senseless	無意義	sadness	0.281
overdue	過期的	sadness	0.281
flinch	退縮	sadness	0.281
adverse	不利的	sadness	0.281
remove	去掉	sadness	0.281
grumpy	性情乖戾的	sadness	0.281
flop	拍擊聲	sadness	0.281
scrapie	羊瘙癢病	sadness	0.281
confession	自白書	sadness	0.281
timid	膽小	sadness	0.281
down	下	sadness	0.281
unseat	拉下馬	sadness	0.281
apathy	暮氣	sadness	0.281
taint	污點	sadness	0.281
black	黑色	sadness	0.281
knell	喪鐘	sadness	0.275
jurisprudence	法理	sadness	0.273
humbled	自愧不如	sadness	0.273
confusion	混亂	sadness	0.273
soldier	士兵	sadness	0.273
throb	搏動	sadness	0.273
gray	灰色	sadness	0.269
obstacle	障礙	sadness	0.266
lax	松	sadness	0.266
eternity	永恆	sadness	0.266
leaving	離開	sadness	0.266
unrealistic	不切實際	sadness	0.266
mixedemotions	複雜的情緒	sadness	0.266
slur	誹謗	sadness	0.266
drifted	漂流	sadness	0.266
remiss	失職	sadness	0.266
shack	窩棚	sadness	0.266
inconvenient	不方便	sadness	0.263
restrict	限制	sadness	0.259
misrepresentation	誤傳	sadness	0.259
stagnant	滯	sadness	0.259
disservice	幫倒忙	sadness	0.258
backwater	回水	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	荒野	sadness	0.255
wasteful	浪費	sadness	0.250
labored	吃力	sadness	0.250
uneducated	沒有受過教育	sadness	0.250
incomplete	殘缺	sadness	0.250
older	舊的	sadness	0.250
speculation	推測	sadness	0.250
undying	不朽	sadness	0.250
pine	松樹	sadness	0.250
tempest	暴風雨	sadness	0.250
humbug	哄騙	sadness	0.250
bang	砰	sadness	0.250
gullible	輕信	sadness	0.250
unexplained	原因不明	sadness	0.250
communism	共產主義	sadness	0.250
error	錯誤	sadness	0.250
anchorage	錨地	sadness	0.250
rainyday	下雨天	sadness	0.242
demonstrative	示範	sadness	0.242
melodrama	情景劇	sadness	0.242
necessity	必要性	sadness	0.236
boredom	無聊	sadness	0.235
misty	濛濛	sadness	0.234
warp	經	sadness	0.234
trash	垃圾	sadness	0.234
burke	伯克	sadness	0.234
hollow	空洞	sadness	0.234
void	空虛	sadness	0.234
healing	復原	sadness	0.234
cloudy	多雲的	sadness	0.234
blockade	封鎖	sadness	0.234
depart	離開	sadness	0.234
uninteresting	枯燥	sadness	0.234
cancel	取消	sadness	0.234
sentence	句子	sadness	0.234
foggy	有霧	sadness	0.234
pale	蒼白	sadness	0.234
case	案件	sadness	0.228
rainy	多雨的	sadness	0.227
onerous	繁重的	sadness	0.223
bottom	底部	sadness	0.223
uninterested	無心戀戰	sadness	0.223
fasting	禁食	sadness	0.220
indifference	漠不關心	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	應對	sadness	0.219
discolored	脫色的	sadness	0.219
blunder	錯誤	sadness	0.219
thirst	口渴	sadness	0.219
dole	悲	sadness	0.219
pious	虔	sadness	0.219
cocaine	可卡因	sadness	0.218
tough	強硬	sadness	0.212
lower	降低	sadness	0.203
sprain	扭傷	sadness	0.203
arid	乾旱	sadness	0.203
fat	脂肪	sadness	0.203
revolution	革命	sadness	0.203
chilly	寒冷	sadness	0.203
chargeable	收費	sadness	0.203
sluggish	遲緩	sadness	0.203
yucky	令人討厭	sadness	0.203
hoary	蒼老	sadness	0.203
wanting	希望	sadness	0.202
progression	級數	sadness	0.201
closure	關閉	sadness	0.195
unbeaten	不敗	sadness	0.193
veal	小牛肉	sadness	0.188
retirement	退休	sadness	0.188
oddity	怪人	sadness	0.188
heartfelt	衷心	sadness	0.188
meh	MEH	sadness	0.188
invalid	無效	sadness	0.188
tease	逗	sadness	0.188
splitting	分裂	sadness	0.188
interrupted	間斷	sadness	0.188
rumor	謠言	sadness	0.188
cataract	白內障	sadness	0.188
rack	架	sadness	0.188
halter	羈	sadness	0.188
cold	冷	sadness	0.188
concerned	關心	sadness	0.184
sarcasm	諷刺	sadness	0.181
strip	跳閘	sadness	0.179
esteem	尊重	sadness	0.172
feeling	感覺	sadness	0.172
overload	超載	sadness	0.172
divided	分為	sadness	0.172
memories	回憶	sadness	0.172
sap	樹液	sadness	0.172
eschew	避	sadness	0.172
cupping	拔罐	sadness	0.172
destination	目的地	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	有限	sadness	0.167
rain	雨	sadness	0.163
willful	恣意	sadness	0.160
untitled	無標題	sadness	0.157
weeds	雜草	sadness	0.156
stint	限制	sadness	0.156
cross	交叉	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	哼	sadness	0.154
inconsequential	無關緊要	sadness	0.152
procession	遊行	sadness	0.152
tax	稅	sadness	0.142
lesbian	女同性戀	sadness	0.141
emo	EMO	sadness	0.141
overpriced	高估	sadness	0.141
tolerate	容忍	sadness	0.141
mug	杯	sadness	0.141
weight	重量	sadness	0.141
touchy	易怒的	sadness	0.140
kennel	狗窩	sadness	0.130
grounded	接地	sadness	0.130
late	晚了	sadness	0.125
theocratic	政教合一	sadness	0.125
clouds	雲	sadness	0.125
terrific	了不起	sadness	0.125
commemorate	紀念	sadness	0.125
meek	溫順	sadness	0.125
stillness	寂靜	sadness	0.125
sisterhood	姐妹	sadness	0.125
socialist	社會主義的	sadness	0.125
unpaid	未付	sadness	0.125
margin	餘量	sadness	0.125
default	默認	sadness	0.121
lace	花邊	sadness	0.118
unpublished	未公佈	sadness	0.116
interested	有興趣	sadness	0.114
fortress	堡壘	sadness	0.110
fleece	羊毛	sadness	0.109
rating	評分	sadness	0.109
lush	青蔥的	sadness	0.109
harry	掠奪	sadness	0.109
priesthood	聖職	sadness	0.109
orchestra	樂隊	sadness	0.109
ultimate	最終	sadness	0.109
sanctify	聖化	sadness	0.108
income	收入	sadness	0.100
sonnet	十四行詩	sadness	0.094
winning	勝利	sadness	0.094
quiet	安靜	sadness	0.094
boo	噓	sadness	0.094
vainly	徒勞的	sadness	0.091
wet	濕	sadness	0.078
hug	擁抱	sadness	0.078
hut	棚屋	sadness	0.078
ovation	歡呼	sadness	0.078
humble	謙卑	sadness	0.078
motivating	激勵	sadness	0.078
opera	歌劇	sadness	0.078
treat	對待	sadness	0.076
hymn	聖歌	sadness	0.064
honest	誠實	sadness	0.062
relics	文物	sadness	0.061
couch	長椅	sadness	0.060
waffle	胡扯	sadness	0.047
shell	貝殼	sadness	0.045
musical	音樂	sadness	0.045
savor	品嚐	sadness	0.034
vote	投票	sadness	0.031
napkin	餐巾	sadness	0.031
sing	唱	sadness	0.017
music	音樂	sadness	0.016
mother	母親	sadness	0.016
nutritious	有營養	sadness	0.015
lovely	可愛	sadness	0.009
art	藝術	sadness	0.000
romance	浪漫	sadness	0.000
liquor	酒	sadness	0.000
sweetheart	愛人	sadness	0.000
surprise	驚	surprise	0.930
flabbergast	驚奇	surprise	0.906
explode	爆炸	surprise	0.906
explosion	爆炸	surprise	0.898
explosive	爆炸物	surprise	0.883
ambush	伏擊	surprise	0.883
eruption	噴發	surprise	0.883
frighten	嚇唬	surprise	0.875
startle	驚嚇	surprise	0.875
surprisingly	出奇	surprise	0.875
shockingly	令人吃驚	surprise	0.875
surprising	奇怪	surprise	0.867
frightened	受驚	surprise	0.867
surprised	詫異	surprise	0.867
thrilling	驚險	surprise	0.859
miracle	奇蹟	surprise	0.859
outburst	突發	surprise	0.859
blast	爆破	surprise	0.852
alarm	報警	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	顛簸	surprise	0.844
thunderstruck	嚇壞的	surprise	0.844
shock	休克	surprise	0.844
fright	驚駭	surprise	0.836
bang	砰	surprise	0.836
unexpectedly	不料	surprise	0.836
catastrophe	災難	surprise	0.836
dazzle	炫	surprise	0.836
emergency	急	surprise	0.828
bewilderment	困惑	surprise	0.828
suddenly	突然	surprise	0.828
startling	觸目驚心	surprise	0.828
astound	驚奇	surprise	0.820
stunned	目瞪口呆	surprise	0.820
jackpot	頭獎	surprise	0.812
earthquake	地震	surprise	0.812
disaster	災害	surprise	0.812
astonish	震驚	surprise	0.805
astonishment	驚愕	surprise	0.805
climax	高潮	surprise	0.805
aghast	駭然	surprise	0.805
scare	嚇	surprise	0.797
awestruck	肅然起敬	surprise	0.797
bomb	炸彈	surprise	0.789
erupt	爆發	surprise	0.789
exclaim	喊叫	surprise	0.789
amazement	驚愕	surprise	0.781
detonate	起爆	surprise	0.773
alarming	驚人	surprise	0.773
miraculous	神奇	surprise	0.773
invade	入侵	surprise	0.773
raid	襲擊	surprise	0.773
abduction	綁架	surprise	0.773
kidnap	綁架	surprise	0.766
stupefy	昏昏倒地	surprise	0.758
overwhelming	壓倒	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	不可預料的	surprise	0.758
unimaginable	不可思議	surprise	0.750
erratic	不穩定的	surprise	0.750
accident	事故	surprise	0.750
outrageous	蠻橫的	surprise	0.750
flinch	退縮	surprise	0.742
blitz	閃電戰	surprise	0.742
petrify	發呆	surprise	0.742
slaughter	屠宰	surprise	0.742
horror	恐怖	surprise	0.742
amaze	驚奇	surprise	0.742
bewilder	困惑	surprise	0.742
wreck	破壞	surprise	0.742
stupefaction	發呆	surprise	0.734
excitement	激動	surprise	0.734
frenetic	狂熱的	surprise	0.734
frantic	瘋狂的	surprise	0.734
crash	緊急	surprise	0.734
sudden	突然	surprise	0.727
riotous	放蕩的	surprise	0.727
vanished	消失	surprise	0.727
moonstruck	發狂的	surprise	0.727
outcry	喊叫	surprise	0.727
bewildered	不知所措	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	破壞	surprise	0.719
shriek	尖叫	surprise	0.719
breathless	咋舌	surprise	0.719
scream	驚叫	surprise	0.719
manslaughter	誤殺	surprise	0.719
rupture	破裂	surprise	0.719
unanticipated	意外	surprise	0.719
amazedness	amazedness	surprise	0.719
uncontrollable	不可控	surprise	0.711
unexpected	意外	surprise	0.711
electrify	通電	surprise	0.711
stun	擊暈	surprise	0.711
shot	射擊	surprise	0.711
avalanche	雪崩	surprise	0.711
gasp	喘氣	surprise	0.711
unforeseen	意外	surprise	0.703
slam	猛撞	surprise	0.703
surge	浪湧	surprise	0.703
intruder	侵入者	surprise	0.703
abrupt	突兀	surprise	0.703
suspense	懸念	surprise	0.703
devastation	毀壞	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	揮發性	surprise	0.695
excite	激發	surprise	0.695
unprecedented	史無前例	surprise	0.695
stab	刺	surprise	0.695
urgent	緊急	surprise	0.695
yell	叫喊	surprise	0.695
strike	罷工	surprise	0.695
disturbance	騷亂	surprise	0.688
carnage	大屠殺	surprise	0.688
spectacular	壯觀	surprise	0.688
incredible	難以置信	surprise	0.688
recklessness	魯莽	surprise	0.680
slap	拍擊	surprise	0.680
monstrous	滔天	surprise	0.680
clamor	叫囂	surprise	0.680
thrill	顫抖	surprise	0.680
accidentally	偶然	surprise	0.672
accidental	偶然	surprise	0.672
striking	引人注目	surprise	0.672
captivate	著迷	surprise	0.672
exhilaration	不亦樂乎	surprise	0.672
terrorist	恐怖分子	surprise	0.672
inexplicable	費解的	surprise	0.672
exciting	扣人心弦	surprise	0.672
topple	傾覆	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	火山	surprise	0.664
revolution	革命	surprise	0.664
freakish	滑稽可笑的	surprise	0.664
incendiary	放火的	surprise	0.656
revolt	反叛	surprise	0.656
sneak	潛行	surprise	0.656
unspeakable	無法形容	surprise	0.656
bloodshed	流血	surprise	0.656
cyclone	氣旋	surprise	0.648
violent	暴力	surprise	0.648
disruption	瓦解	surprise	0.648
spellbound	敗興而歸	surprise	0.648
unsuspecting	信任的	surprise	0.648
mutiny	兵變	surprise	0.648
attacking	進攻	surprise	0.648
unintended	意外	surprise	0.648
amazingly	令人驚訝	surprise	0.648
epidemic	疫情	surprise	0.648
shout	喊	surprise	0.641
screech	尖叫	surprise	0.641
wildfire	磷火	surprise	0.641
indescribable	無法形容	surprise	0.641
enthusiasm	熱情	surprise	0.641
excitation	勵磁	surprise	0.641
tumult	騷動	surprise	0.641
improvisation	即興	surprise	0.641
anomaly	不規則	surprise	0.633
apparition	幻影	surprise	0.633
treachery	背信棄義	surprise	0.633
presto	急板	surprise	0.633
gape	盱	surprise	0.633
agape	純愛	surprise	0.633
uncertain	不確定	surprise	0.633
plunder	掠奪	surprise	0.633
tempest	暴風雨	surprise	0.625
trick	招	surprise	0.625
slaughtering	屠宰	surprise	0.625
wonderment	驚愕	surprise	0.625
excited	興奮	surprise	0.625
sorcery	巫術	surprise	0.625
murderous	殺	surprise	0.625
urgency	急	surprise	0.625
distress	苦難	surprise	0.625
mystery	神秘	surprise	0.625
trickery	詭計	surprise	0.617
intense	激烈	surprise	0.617
vanish	消失	surprise	0.617
murder	謀殺	surprise	0.617
quickness	速度	surprise	0.617
intrusive	侵入	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	惡作劇	surprise	0.617
blindfold	盲目的	surprise	0.609
coup	政變	surprise	0.609
splash	濺	surprise	0.609
thief	賊	surprise	0.609
magical	神奇	surprise	0.609
unstable	不穩定	surprise	0.609
shatter	打碎	surprise	0.609
strangle	扼殺	surprise	0.609
defy	違抗	surprise	0.602
deluge	洪水	surprise	0.602
inconceivable	不可思議	surprise	0.602
jubilee	歡樂	surprise	0.602
stupor	麻木	surprise	0.602
tackle	滑車	surprise	0.602
assail	攻擊	surprise	0.602
betray	背叛	surprise	0.602
monstrosity	怪物	surprise	0.594
alerts	警報	surprise	0.594
lightning	閃電	surprise	0.594
mishap	不測	surprise	0.594
shrill	尖銳	surprise	0.594
stupendous	巨大的	surprise	0.594
mysterious	神秘	surprise	0.586
paralyzed	癱	surprise	0.586
randomly	隨機	surprise	0.586
bonus	獎金	surprise	0.586
deceit	謊言	surprise	0.586
wild	野生	surprise	0.586
pitfall	陷阱	surprise	0.586
wondrous	奇妙	surprise	0.586
uncanny	神秘的	surprise	0.586
electric	電動	surprise	0.578
oddity	怪人	surprise	0.578
death	死亡	surprise	0.578
jubilant	喜慶	surprise	0.578
godsend	天賜	surprise	0.578
stagger	錯開	surprise	0.578
raving	狂言	surprise	0.578
rejoicing	欣喜	surprise	0.578
premature	過早	surprise	0.578
fluke	吸蟲	surprise	0.578
bizarre	奇異的	surprise	0.578
revenge	復仇	surprise	0.570
dynamic	動態	surprise	0.570
dismay	沮喪	surprise	0.570
ecstatic	欣喜若狂	surprise	0.562
fascinate	吸引	surprise	0.562
uncover	揭露	surprise	0.562
jerk	混蛋	surprise	0.562
reward	獎勵	surprise	0.562
nefarious	邪惡	surprise	0.562
reappear	再現	surprise	0.562
whim	怪念頭	surprise	0.555
conjure	變戲法	surprise	0.555
crescendo	漸強	surprise	0.555
zany	滑稽的	surprise	0.555
thaumaturgy	奇術	surprise	0.555
illuminate	照亮	surprise	0.547
rescue	拯救	surprise	0.547
tantalizing	誘人	surprise	0.547
winner	優勝者	surprise	0.547
heroism	英雄主義	surprise	0.547
rarity	稀有	surprise	0.547
ejaculation	射精	surprise	0.547
daze	發呆	surprise	0.547
unbridled	恣意	surprise	0.547
thwart	阻撓	surprise	0.547
treason	叛逆	surprise	0.539
punch	沖床	surprise	0.539
insult	侮辱	surprise	0.539
lunge	弓步	surprise	0.539
illusion	錯覺	surprise	0.539
lucky	幸運	surprise	0.539
interrupt	打斷	surprise	0.539
cheer	歡呼	surprise	0.539
celebration	慶典	surprise	0.539
violation	違反	surprise	0.539
marvel	奇蹟	surprise	0.539
sensation	感覺	surprise	0.531
fearfully	可怕	surprise	0.531
concealed	暗	surprise	0.531
banger	香腸	surprise	0.531
