word	Kannada-kn	emotion	emotion-intensity-score
delay	ವಿಳಂಬ	sadness	0.373
unattractive	ಸುಂದರವಲ್ಲದ	sadness	0.373
apologize	ಕ್ಷಮೆ	sadness	0.370
crazy	ಕ್ರೇಜಿ	sadness	0.368
bastard	ಬಾಸ್ಟರ್ಡ್	sadness	0.366
deteriorated	ಹದಗೆಟ್ಟಿತು	sadness	0.365
inter	ಅಂತರ	sadness	0.364
empty	ಖಾಲಿ	sadness	0.364
mocking	ಅಪಹಾಸ್ಯ	sadness	0.363
adder	ಆಡ್ಕರ್	sadness	0.361
hindering	ಅಡಚಣೆ	sadness	0.359
flounder	ಫ್ಲೌಂಡರ್	sadness	0.359
hunter	ಬೇಟೆಗಾರ	sadness	0.359
unable	ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ	sadness	0.359
fruitless	ನಿಷ್ಪ್ರಯೋಜಕ	sadness	0.359
arraignment	ಜೋಡಣೆ	sadness	0.359
tremor	ನಡುಕ	sadness	0.359
taunt	ಅಸಮಾಧಾನ	sadness	0.359
fainting	ಮೂರ್ಛೆ	sadness	0.359
plaintive	ದುಷ್ಕರ್ಮಿ	sadness	0.359
defendant	ಪ್ರತಿವಾದಿ	sadness	0.359
disconnect	ಸಂಪರ್ಕ ಕಡಿತಗೊಳಿಸಿ	sadness	0.359
servile	ಸೇವೆಯುಳ್ಳ	sadness	0.359
unsuccessful	ವಿಫಲವಾಗಿದೆ	sadness	0.359
unemployed	ನಿರುದ್ಯೋಗಿ	sadness	0.359
austere	ದೃಢವಾದ	sadness	0.359
lockup	ಲಾಕ್ಅಪ್	sadness	0.359
numbness	ಮರಗಟ್ಟುವಿಕೆ	sadness	0.359
wrangling	ಸುಲಿಗೆ ಮಾಡುವುದು	sadness	0.359
misunderstanding	ತಪ್ಪು ತಿಳುವಳಿಕೆ	sadness	0.359
obesity	ಸ್ಥೂಲಕಾಯತೆ	sadness	0.359
idiocy	ನಿಷ್ಕಪಟ	sadness	0.359
consecration	ಪ್ರತಿಷ್ಠೆ	sadness	0.359
perpetrator	ಅಪರಾಧಿ	sadness	0.359
doubt	ಅನುಮಾನ	sadness	0.359
affront	ಅಫ್ರಾಂಟ್	sadness	0.359
unpopular	ಜನಪ್ರಿಯವಲ್ಲದ	sadness	0.359
inefficiency	ಅಸಮರ್ಥತೆ	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	ಗದ್ದಲ	sadness	0.359
unrest	ಅಶಾಂತಿ	sadness	0.351
intervention	ಹಸ್ತಕ್ಷೇಪ	sadness	0.348
wimpy	ದುರ್ಬಲವಾದ ಯಾ ಅಸಮರ್ಥನಾದ	sadness	0.348
waste	ತ್ಯಾಜ್ಯ	sadness	0.348
absentee	ಅನುಪಸ್ಥಿತಿಯಲ್ಲಿ	sadness	0.348
spoiler	ಸ್ಪಾಯ್ಲರ್	sadness	0.348
flaw	ನ್ಯೂನತೆ	sadness	0.347
blindly	ಕುರುಡಾಗಿ	sadness	0.344
thrash	ಥ್ರಷ್	sadness	0.344
furrow	ಹುಬ್ಬು	sadness	0.344
militia	ಮಿಲಿಟಿಯ	sadness	0.344
litigate	ವಿಚಾರಣೆ	sadness	0.344
stained	ಬಣ್ಣದ	sadness	0.344
uninspired	ನೀರಸ	sadness	0.344
uninvited	ಆಹ್ವಾನಿಸದ	sadness	0.344
detention	ಬಂಧನ	sadness	0.344
surgery	ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ	sadness	0.344
lawsuit	ಮೊಕದ್ದಮೆ	sadness	0.344
specter	ಭೀತಿ	sadness	0.344
desert	ಮರುಭೂಮಿ	sadness	0.344
attenuation	ಅಟೆನ್ಯೂಯೇಷನ್	sadness	0.344
forfeit	ಮುಂದೂಡಲಾಗಿದೆ	sadness	0.344
plea	ಮನವಿ	sadness	0.344
cumbersome	ತೊಡಕಿನ	sadness	0.344
resigned	ರಾಜೀನಾಮೆ ನೀಡಿದರು	sadness	0.344
lagging	ಮಂದಗತಿ	sadness	0.344
intercede	ಮಧ್ಯಸ್ಥಿಕೆ	sadness	0.344
myopia	ಸಮೀಪದೃಷ್ಟಿ	sadness	0.339
unaccountable	ಊಹಿಸಲಾಗದ	sadness	0.339
mishap	ಅಪಘಾತ	sadness	0.338
probation	ಪರೀಕ್ಷಣೆ	sadness	0.336
disagreeing	ಅಸಮ್ಮತಿ	sadness	0.333
severance	ಬೇರ್ಪಡಿಕೆ	sadness	0.333
bacteria	ಬ್ಯಾಕ್ಟೀರಿಯಾ	sadness	0.328
adrift	ಅಲೆಯುವ	sadness	0.328
squall	ಗುಂಡು ಹಾರಿಸು	sadness	0.328
nether	ಕೆಳಗೆ	sadness	0.328
leave	ಬಿಡಿ	sadness	0.328
incompetent	ಅಸಮರ್ಥ	sadness	0.328
endless	ಅಂತ್ಯವಿಲ್ಲದ	sadness	0.328
unacceptable	ಸ್ವೀಕಾರಾರ್ಹವಲ್ಲ	sadness	0.328
bondage	ಬಂಧನ	sadness	0.328
dependence	ಅವಲಂಬನೆ	sadness	0.328
sterile	ಸಂಶ್ಲೇಷಿತ	sadness	0.328
unacknowledged	ಗುರುತಿಸಲಾಗದ	sadness	0.328
disallowed	ಅನುಮತಿಸಲಾಗಿಲ್ಲ	sadness	0.328
nepotism	ಸ್ವಜನಪಕ್ಷಪಾತ	sadness	0.328
soreness	ದುಃಖ	sadness	0.328
scold	ಗದರಿಸು	sadness	0.327
flaccid	ನಯವಾದ	sadness	0.324
hobo	ಹೋಬೋ	sadness	0.323
fragile	ದುರ್ಬಲವಾದ	sadness	0.319
stingy	ಜಿಗುಟಾದ	sadness	0.319
sue	ಮೊಕದ್ದಮೆ ಹೂಡಿ	sadness	0.318
scarcely	ವಿರಳವಾಗಿ	sadness	0.318
mistake	ತಪ್ಪು	sadness	0.312
committal	ಸಮಿತಿ	sadness	0.312
fatty	ಕೊಬ್ಬು	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	ಥ್ರೆಶ್	sadness	0.312
skid	ಜಾರು	sadness	0.312
hamstring	ಮಂಡಿರಜ್ಜು	sadness	0.312
nonsensical	ಅಸಂಬದ್ಧ	sadness	0.312
ulcer	ಹುಣ್ಣು	sadness	0.312
defy	ನಿರಾಕರಿಸು	sadness	0.312
nostalgia	ಗೃಹವಿರಹ	sadness	0.312
inhibit	ಪ್ರತಿಬಂಧಿಸುತ್ತದೆ	sadness	0.312
clouded	ಮೋಡ ಕವಿದಿದೆ	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	ಮರೆಮಾಡು	sadness	0.311
blemish	ಕಳಂಕ	sadness	0.310
resisting	ನಿರೋಧಕತೆ	sadness	0.309
sympathetic	ಸಹಾನುಭೂತಿ	sadness	0.307
bugaboo	ಬಗ್ಬೂ	sadness	0.304
confess	ಒಪ್ಪಿಕೊಳ್ಳಿ	sadness	0.303
opium	ಅಫೀಮು	sadness	0.303
alas	ಅಯ್ಯೋ	sadness	0.302
setback	ಹಿನ್ನಡೆ	sadness	0.297
halting	ನಿಲ್ಲಿಸಲಾಗುತ್ತಿದೆ	sadness	0.297
incase	ಒಂದು ವೇಳೆ	sadness	0.297
inappropriate	ಸೂಕ್ತವಲ್ಲ	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	ಮೈಗ್ರೇನ್	sadness	0.297
incompatible	ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ	sadness	0.297
dull	ಮಂದ	sadness	0.297
discontinuity	ಸ್ಥಗಿತತೆ	sadness	0.297
wrinkled	ಸುಕ್ಕುಗಟ್ಟಿದ	sadness	0.297
suppress	ನಿಗ್ರಹಿಸು	sadness	0.297
weak	ದುರ್ಬಲ	sadness	0.297
mislead	ತಪ್ಪಾಗಿ	sadness	0.297
subsidence	ಉಪಸ್ಥಿತಿ	sadness	0.297
hermit	ಸನ್ಯಾಸಿ	sadness	0.296
moving	ಚಲಿಸುವ	sadness	0.295
shrink	ಕುಗ್ಗಿಸು	sadness	0.295
shiver	ನಡುಗಿಸು	sadness	0.291
tramp	ಅಲೆಮಾರಿ	sadness	0.288
constraint	ನಿರ್ಬಂಧ	sadness	0.288
unimportant	ಮುಖ್ಯವಲ್ಲ	sadness	0.288
rubble	ಅವಶೇಷಗಳು	sadness	0.282
excluding	ಹೊರತುಪಡಿಸಿ	sadness	0.281
revoke	ರದ್ದು	sadness	0.281
negro	ನೀಗ್ರೋ	sadness	0.281
shortage	ಕೊರತೆ	sadness	0.281
wearily	ನಿರಪರಾಧಿ	sadness	0.281
grey	ಬೂದು	sadness	0.281
senseless	ಪ್ರಜ್ಞಾಶೂನ್ಯ	sadness	0.281
overdue	ಮಿತಿಮೀರಿದ	sadness	0.281
flinch	ಫ್ಲಿಂಚ್	sadness	0.281
adverse	ಪ್ರತಿಕೂಲ	sadness	0.281
remove	ತೆಗೆದುಹಾಕಿ	sadness	0.281
grumpy	ಮುಂಗೋಪದ	sadness	0.281
flop	ಫ್ಲಾಪ್	sadness	0.281
scrapie	ಸ್ಕ್ರಾಪೀ	sadness	0.281
confession	ತಪ್ಪೊಪ್ಪಿಗೆ	sadness	0.281
timid	ಅಂಜುಬುರುಕವಾಗಿರುತ್ತದೆ	sadness	0.281
down	ಕೆಳಗೆ	sadness	0.281
unseat	ಬಿಟ್ಟುಬಿಡು	sadness	0.281
apathy	ನಿರಾಸಕ್ತಿ	sadness	0.281
taint	ಕೊಳೆತ	sadness	0.281
black	ಕಪ್ಪು	sadness	0.281
knell	ಮಂಕು	sadness	0.275
jurisprudence	ನ್ಯಾಯಶಾಸ್ತ್ರ	sadness	0.273
humbled	ವಿನೀತ	sadness	0.273
confusion	ಗೊಂದಲ	sadness	0.273
soldier	ಸೈನಿಕ	sadness	0.273
throb	ಥ್ರೋಬ್	sadness	0.273
gray	ಬೂದು	sadness	0.269
obstacle	ಅಡಚಣೆ	sadness	0.266
lax	ಸಡಿಲ	sadness	0.266
eternity	ಶಾಶ್ವತತೆ	sadness	0.266
leaving	ಬಿಟ್ಟು	sadness	0.266
unrealistic	ಅವಾಸ್ತವಿಕ	sadness	0.266
mixedemotions	ಮಿಶ್ರ ಭಾವನೆಗಳು	sadness	0.266
slur	ಕಳಂಕ	sadness	0.266
drifted	ತಿರುಗಿತು	sadness	0.266
remiss	ರದ್ದುಮಾಡಿ	sadness	0.266
shack	ಶ್ಯಾಕ್	sadness	0.266
inconvenient	ಅನಾನುಕೂಲ	sadness	0.263
restrict	ನಿರ್ಬಂಧಿಸಿ	sadness	0.259
misrepresentation	ತಪ್ಪು ನಿರೂಪಣೆ	sadness	0.259
stagnant	ನಿಶ್ಚಲ	sadness	0.259
disservice	ಅನ್ಯಾಯ	sadness	0.258
backwater	ಹಿನ್ನೀರು	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	ಕಾಡು	sadness	0.255
wasteful	ವ್ಯರ್ಥ	sadness	0.250
labored	ಶ್ರಮಿಸಿದರು	sadness	0.250
uneducated	ಅಶಿಕ್ಷಿತ	sadness	0.250
incomplete	ಅಪೂರ್ಣ	sadness	0.250
older	ಹಳೆಯದು	sadness	0.250
speculation	ಊಹಾಪೋಹ	sadness	0.250
undying	ಅಂತ್ಯವಿಲ್ಲದ	sadness	0.250
pine	ಪೈನ್	sadness	0.250
tempest	ಚಂಡಮಾರುತ	sadness	0.250
humbug	ಹಂಬಗ್	sadness	0.250
bang	ಬ್ಯಾಂಗ್	sadness	0.250
gullible	ಗಾಲಿಬಲ್	sadness	0.250
unexplained	ವಿವರಿಸಲಾಗದ	sadness	0.250
communism	ಕಮ್ಯುನಿಸಮ್	sadness	0.250
error	ದೋಷ	sadness	0.250
anchorage	ರೇವು	sadness	0.250
rainyday	ಮಳೆಗಾಲದ ದಿನ	sadness	0.242
demonstrative	ಪ್ರದರ್ಶಕ	sadness	0.242
melodrama	ಭಾವಾತಿರೇಕ	sadness	0.242
necessity	ಅಗತ್ಯತೆ	sadness	0.236
boredom	ಬೇಸರ	sadness	0.235
misty	ತಪ್ಪಾಗಿ	sadness	0.234
warp	ವಾರ್ಪ್	sadness	0.234
trash	ಕಸ	sadness	0.234
burke	ಬರ್ಕ್	sadness	0.234
hollow	ಟೊಳ್ಳು	sadness	0.234
void	ನಿರರ್ಥಕ	sadness	0.234
healing	ಗುಣಪಡಿಸುವುದು	sadness	0.234
cloudy	ಮೋಡ	sadness	0.234
blockade	ದಿಗ್ಬಂಧನ	sadness	0.234
depart	ನಿರ್ಗಮಿಸು	sadness	0.234
uninteresting	ಆಸಕ್ತಿರಹಿತ	sadness	0.234
cancel	ರದ್ದುಮಾಡಿ	sadness	0.234
sentence	ವಾಕ್ಯ	sadness	0.234
foggy	ಮಬ್ಬು	sadness	0.234
pale	ತೆಳು	sadness	0.234
case	ಕೇಸ್	sadness	0.228
rainy	ಮಳೆಯ	sadness	0.227
onerous	ಭಾರವಾದ	sadness	0.223
bottom	ಕೆಳಗೆ	sadness	0.223
uninterested	ಆಸಕ್ತಿರಹಿತ	sadness	0.223
fasting	ಉಪವಾಸ	sadness	0.220
indifference	ಉದಾಸೀನತೆ	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	ನಿಭಾಯಿಸುವುದು	sadness	0.219
discolored	ಡಿಸ್ಕಲರ್ಡ್	sadness	0.219
blunder	ತಪ್ಪು	sadness	0.219
thirst	ಬಾಯಾರಿಕೆ	sadness	0.219
dole	ಡೂಲ್	sadness	0.219
pious	ಧಾರ್ಮಿಕ	sadness	0.219
cocaine	ಕೊಕೇನ್	sadness	0.218
tough	ಕಠಿಣ	sadness	0.212
lower	ಕಡಿಮೆ	sadness	0.203
sprain	ಉಳುಕು	sadness	0.203
arid	ಶುಷ್ಕ	sadness	0.203
fat	ಕೊಬ್ಬು	sadness	0.203
revolution	ಕ್ರಾಂತಿ	sadness	0.203
chilly	ಚಳಿಯನ್ನು	sadness	0.203
chargeable	ವಿಧಿಸಲಾಗುವುದು	sadness	0.203
sluggish	ಜಡ	sadness	0.203
yucky	ಯಾಕಿ	sadness	0.203
hoary	ಹಾರಿ	sadness	0.203
wanting	ಬಯಸುವ	sadness	0.202
progression	ಪ್ರಗತಿ	sadness	0.201
closure	ಮುಚ್ಚಿದ	sadness	0.195
unbeaten	ಅಜೇಯ	sadness	0.193
veal	ಕರುವಿನ	sadness	0.188
retirement	ನಿವೃತ್ತಿ	sadness	0.188
oddity	ವಿಚಿತ್ರತೆ	sadness	0.188
heartfelt	ಹೃತ್ಪೂರ್ವಕವಾಗಿ	sadness	0.188
meh	ಮೆಹ್	sadness	0.188
invalid	ಅಮಾನ್ಯವಾಗಿದೆ	sadness	0.188
tease	ಕೀಟಲೆ ಮಾಡು	sadness	0.188
splitting	ವಿಭಜನೆ	sadness	0.188
interrupted	ಅಡಚಣೆ	sadness	0.188
rumor	ವದಂತಿಯನ್ನು	sadness	0.188
cataract	ಕಣ್ಣಿನ ಪೊರೆ	sadness	0.188
rack	ರಾಕ್	sadness	0.188
halter	ಹಲ್ಟರ್	sadness	0.188
cold	ಶೀತ	sadness	0.188
concerned	ಸಂಬಂಧಪಟ್ಟ	sadness	0.184
sarcasm	ಚುಚ್ಚುಮಾತು	sadness	0.181
strip	ಸ್ಟ್ರಿಪ್	sadness	0.179
esteem	ಗೌರವ	sadness	0.172
feeling	ಭಾವನೆ	sadness	0.172
overload	ಓವರ್ಲೋಡ್	sadness	0.172
divided	ವಿಂಗಡಿಸಲಾಗಿದೆ	sadness	0.172
memories	ನೆನಪುಗಳು	sadness	0.172
sap	ಸಾಪ್	sadness	0.172
eschew	ಬಿಟ್ಟುಬಿಡಿ	sadness	0.172
cupping	ಕೋಪಿಂಗ್	sadness	0.172
destination	ಗಮ್ಯಸ್ಥಾನ	sadness	0.170
nosnow	ನಾಸ್ನೊ	sadness	0.169
limited	ಸೀಮಿತವಾಗಿದೆ	sadness	0.167
rain	ಮಳೆ	sadness	0.163
willful	ಉದ್ದೇಶಪೂರ್ವಕ	sadness	0.160
untitled	ಹೆಸರಿಸದ	sadness	0.157
weeds	ಕಳೆಗಳು	sadness	0.156
stint	ನಿಗದಿತ	sadness	0.156
cross	ಅಡ್ಡ	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	ಸ್ನೂಟ್	sadness	0.154
inconsequential	ಕ್ಷುಲ್ಲಕ	sadness	0.152
procession	ಮೆರವಣಿಗೆ	sadness	0.152
tax	ತೆರಿಗೆ	sadness	0.142
lesbian	ಸಲಿಂಗಕಾಮಿ	sadness	0.141
emo	ಎಮೋ	sadness	0.141
overpriced	ತಪ್ಪುದಾರಿಗೆಳೆಯುವ	sadness	0.141
tolerate	ಸಹಿಸಿಕೊಳ್ಳಬಲ್ಲವು	sadness	0.141
mug	ಚೊಂಬು	sadness	0.141
weight	ತೂಕ	sadness	0.141
touchy	ಟಚ್ಟಿ	sadness	0.140
kennel	ಮೋರಿ	sadness	0.130
grounded	ನೆಲಸಮ	sadness	0.130
late	ಕೊನೆಯಲ್ಲಿ	sadness	0.125
theocratic	ದೇವತಾವಾದಿ	sadness	0.125
clouds	ಮೋಡಗಳು	sadness	0.125
terrific	ಭಯಂಕರ	sadness	0.125
commemorate	ನೆನಪಿಡು	sadness	0.125
meek	ಸೌಮ್ಯ	sadness	0.125
stillness	ಸ್ಥಿರತೆ	sadness	0.125
sisterhood	ಸಹೋದರಿ	sadness	0.125
socialist	ಸಮಾಜವಾದಿ	sadness	0.125
unpaid	ಪಾವತಿಸದ	sadness	0.125
margin	ಅಂಚು	sadness	0.125
default	ಡೀಫಾಲ್ಟ್	sadness	0.121
lace	ಕಸೂತಿ	sadness	0.118
unpublished	ಅಪ್ರಕಟಿತ	sadness	0.116
interested	ಆಸಕ್ತಿ	sadness	0.114
fortress	ಕೋಟೆ	sadness	0.110
fleece	ಉಣ್ಣೆ	sadness	0.109
rating	ರೇಟಿಂಗ್	sadness	0.109
lush	ಸೊಂಪಾದ	sadness	0.109
harry	ಹ್ಯಾರಿ	sadness	0.109
priesthood	ಪುರೋಹಿತರು	sadness	0.109
orchestra	ಆರ್ಕೆಸ್ಟ್ರಾ	sadness	0.109
ultimate	ಅಂತಿಮ	sadness	0.109
sanctify	ಪವಿತ್ರಗೊಳಿಸು	sadness	0.108
income	ಆದಾಯ	sadness	0.100
sonnet	ಸುನೀತ	sadness	0.094
winning	ವಿಜೇತ	sadness	0.094
quiet	ಸ್ತಬ್ಧ	sadness	0.094
boo	ಬೂ	sadness	0.094
vainly	ವ್ಯರ್ಥವಾಗಿ	sadness	0.091
wet	ಒದ್ದೆ	sadness	0.078
hug	ತಬ್ಬಿಕೊಳ್ಳುವುದು	sadness	0.078
hut	ಗುಡಿಸಲು	sadness	0.078
ovation	ಗೌರವ	sadness	0.078
humble	ವಿನಮ್ರ	sadness	0.078
motivating	ಪ್ರೇರೇಪಿಸುವ	sadness	0.078
opera	ಒಪೆರಾ	sadness	0.078
treat	ಚಿಕಿತ್ಸೆ	sadness	0.076
hymn	ಸ್ತುತಿಗೀತೆ	sadness	0.064
honest	ಪ್ರಾಮಾಣಿಕ	sadness	0.062
relics	ಅವಶೇಷಗಳು	sadness	0.061
couch	ಮಂಚದ	sadness	0.060
waffle	ದೋಸೆ	sadness	0.047
shell	ಶೆಲ್	sadness	0.045
musical	ಸಂಗೀತ	sadness	0.045
savor	ಆಸ್ವಾದಿಸು	sadness	0.034
vote	ಮತ	sadness	0.031
napkin	ಕರವಸ್ತ್ರ	sadness	0.031
sing	ಹಾಡಿ	sadness	0.017
music	ಸಂಗೀತ	sadness	0.016
mother	ತಾಯಿ	sadness	0.016
nutritious	ಪೌಷ್ಟಿಕ	sadness	0.015
lovely	ಸುಂದರ	sadness	0.009
art	ಕಲೆ	sadness	0.000
romance	ಪ್ರಣಯ	sadness	0.000
liquor	ಮದ್ಯ	sadness	0.000
sweetheart	ಪ್ರಿಯತಮೆಯ	sadness	0.000
surprise	ಆಶ್ಚರ್ಯ	surprise	0.930
flabbergast	ಫ್ಲಾಬ್ಬರ್ಸ್ಟ್	surprise	0.906
explode	ಸ್ಫೋಟಿಸಿ	surprise	0.906
explosion	ಸ್ಫೋಟ	surprise	0.898
explosive	ಸ್ಫೋಟಕ	surprise	0.883
ambush	ಹೊಂಚುದಾಳಿ	surprise	0.883
eruption	ಉಗುಳುವಿಕೆ	surprise	0.883
frighten	ಬೆದರಿಸಿ	surprise	0.875
startle	ಕಂದಕ	surprise	0.875
surprisingly	ಆಶ್ಚರ್ಯಕರವಾಗಿ	surprise	0.875
shockingly	ಆಘಾತಕಾರಿ	surprise	0.875
surprising	ಅಚ್ಚರಿ	surprise	0.867
frightened	ಭಯಗೊಂಡಿದೆ	surprise	0.867
surprised	ಆಶ್ಚರ್ಯ	surprise	0.867
thrilling	ರೋಮಾಂಚಕ	surprise	0.859
miracle	ಪವಾಡ	surprise	0.859
outburst	ಪ್ರಕೋಪ	surprise	0.859
blast	ಸ್ಫೋಟ	surprise	0.852
alarm	ಎಚ್ಚರಿಕೆ	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	ಜೊಲ್ಟ್	surprise	0.844
thunderstruck	ಗುಡುಗು	surprise	0.844
shock	ಆಘಾತ	surprise	0.844
fright	ಭಯ	surprise	0.836
bang	ಬ್ಯಾಂಗ್	surprise	0.836
unexpectedly	ಅನಿರೀಕ್ಷಿತವಾಗಿ	surprise	0.836
catastrophe	ದುರಂತ	surprise	0.836
dazzle	ಬೆರಗುಗೊಳಿಸು	surprise	0.836
emergency	ತುರ್ತು ಪರಿಸ್ಥಿತಿ	surprise	0.828
bewilderment	ಮೋಡಿ ಮಾಡುವಿಕೆ	surprise	0.828
suddenly	ಇದ್ದಕ್ಕಿದ್ದಂತೆ	surprise	0.828
startling	ಚಕಿತಗೊಳಿಸುವ	surprise	0.828
astound	ಆಶ್ಚರ್ಯಕರ	surprise	0.820
stunned	ದಿಗಿಲಾಯಿತು	surprise	0.820
jackpot	ಜಾಕ್ಪಾಟ್	surprise	0.812
earthquake	ಭೂಕಂಪ	surprise	0.812
disaster	ದುರಂತದ	surprise	0.812
astonish	ಅಚ್ಚರಿ	surprise	0.805
astonishment	ಆಶ್ಚರ್ಯ	surprise	0.805
climax	ಪರಾಕಾಷ್ಠೆ	surprise	0.805
aghast	ಅಗಾಸ್ಟ್	surprise	0.805
scare	ಹೆದರಿಕೆ	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	ಬಾಂಬ್	surprise	0.789
erupt	ಸ್ಫೋಟಿಸು	surprise	0.789
exclaim	ಕ್ಷಮಿಸಿ	surprise	0.789
amazement	ಆಶ್ಚರ್ಯ	surprise	0.781
detonate	ಆಸ್ಫೋಟಿಸು	surprise	0.773
alarming	ಗಾಬರಿಗೊಳಿಸುವ	surprise	0.773
miraculous	ಪವಾಡ	surprise	0.773
invade	ಆಕ್ರಮಣ	surprise	0.773
raid	ದಾಳಿ	surprise	0.773
abduction	ಅಪಹರಣ	surprise	0.773
kidnap	ಅಪಹರಿಸಿ	surprise	0.766
stupefy	ಮುಗ್ಧತೆ	surprise	0.758
overwhelming	ಅಗಾಧ	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	ಅನಿರೀಕ್ಷಿತ	surprise	0.758
unimaginable	ಊಹಾತೀತ	surprise	0.750
erratic	ಅನಿಯಮಿತ	surprise	0.750
accident	ಅಪಘಾತ	surprise	0.750
outrageous	ಅತಿರೇಕದ	surprise	0.750
flinch	ಫ್ಲಿಂಚ್	surprise	0.742
blitz	ಬಿರುಸಿನ	surprise	0.742
petrify	ಕೊಳೆತ	surprise	0.742
slaughter	ವಧೆ	surprise	0.742
horror	ಭಯಾನಕ	surprise	0.742
amaze	ವಿಸ್ಮಯಗೊಳಿಸು	surprise	0.742
bewilder	ಮೋಡಿ ಮಾಡುವವನು	surprise	0.742
wreck	ಧ್ವಂಸ	surprise	0.742
stupefaction	ಮೂರ್ಖತನ	surprise	0.734
excitement	ಉತ್ಸಾಹ	surprise	0.734
frenetic	ವಿಲಕ್ಷಣವಾದ	surprise	0.734
frantic	ಉದ್ರಿಕ್ತ	surprise	0.734
crash	ಕುಸಿತ	surprise	0.734
sudden	ಹಠಾತ್	surprise	0.727
riotous	ಗಲಭೆ	surprise	0.727
vanished	ಕಣ್ಮರೆಯಾಯಿತು	surprise	0.727
moonstruck	ಮೂನ್ಸ್ಟ್ರಾಕ್	surprise	0.727
outcry	ಪ್ರತಿಭಟನೆ	surprise	0.727
bewildered	ಬಿಯಾಲ್ಡ್ಡ್	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	ವಿಧ್ವಂಸಕ	surprise	0.719
shriek	ಶ್ರಮಿಸು	surprise	0.719
breathless	ಉಸಿರಾಟದ	surprise	0.719
scream	ಚೀರು	surprise	0.719
manslaughter	ನರಹತ್ಯೆ	surprise	0.719
rupture	ಛಿದ್ರ	surprise	0.719
unanticipated	ನಿರೀಕ್ಷಿತ	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	ಅನಿಯಂತ್ರಿತ	surprise	0.711
unexpected	ಅನಿರೀಕ್ಷಿತ	surprise	0.711
electrify	ವಿದ್ಯುಜ್ಜನಕ	surprise	0.711
stun	ದಿಗ್ಭ್ರಾಂತಗೊಳಿಸು	surprise	0.711
shot	ಶಾಟ್	surprise	0.711
avalanche	ಹಠಾತ್	surprise	0.711
gasp	ಮೇಲುಸಿರು	surprise	0.711
unforeseen	ಅನಿರೀಕ್ಷಿತ	surprise	0.703
slam	ಸ್ಲ್ಯಾಮ್	surprise	0.703
surge	ಉಲ್ಬಣವು	surprise	0.703
intruder	ಅನಾಹುತ	surprise	0.703
abrupt	ಹಠಾತ್	surprise	0.703
suspense	ರಹಸ್ಯ	surprise	0.703
devastation	ವಿನಾಶ	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	ಚಂಚಲತೆ	surprise	0.695
excite	ಪ್ರಚೋದಿಸು	surprise	0.695
unprecedented	ಅಭೂತಪೂರ್ವ	surprise	0.695
stab	ಇರಿತ	surprise	0.695
urgent	ತುರ್ತು	surprise	0.695
yell	ಕೂಗು	surprise	0.695
strike	ಮುಷ್ಕರ	surprise	0.695
disturbance	ಅಡಚಣೆ	surprise	0.688
carnage	ಕಗ್ಗೊಲೆ	surprise	0.688
spectacular	ಅದ್ಭುತ	surprise	0.688
incredible	ನಂಬಲಾಗದ	surprise	0.688
recklessness	ಅಜಾಗರೂಕತೆ	surprise	0.680
slap	ಸ್ಲ್ಯಾಪ್	surprise	0.680
monstrous	ದೈತ್ಯಾಕಾರದ	surprise	0.680
clamor	ಕೂಗಾಡು	surprise	0.680
thrill	ಥ್ರಿಲ್	surprise	0.680
accidentally	ಆಕಸ್ಮಿಕವಾಗಿ	surprise	0.672
accidental	ಆಕಸ್ಮಿಕ	surprise	0.672
striking	ಹೊಡೆಯುವುದು	surprise	0.672
captivate	ಕ್ಯಾಪ್ಟಿವೇಟ್	surprise	0.672
exhilaration	ಉಲ್ಲಾಸ	surprise	0.672
terrorist	ಭಯೋತ್ಪಾದಕ	surprise	0.672
inexplicable	ವಿವರಿಸಲಾಗದ	surprise	0.672
exciting	ಅತ್ಯಾಕರ್ಷಕ	surprise	0.672
topple	ಉರುಳಿಸು	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	ಜ್ವಾಲಾಮುಖಿ	surprise	0.664
revolution	ಕ್ರಾಂತಿ	surprise	0.664
freakish	ಅಸಹಜ	surprise	0.664
incendiary	ಬೆಂಕಿಯಿಡುವ	surprise	0.656
revolt	ದಂಗೆ	surprise	0.656
sneak	ಸ್ನೀಕ್	surprise	0.656
unspeakable	ಅನಿರ್ವಚನೀಯ	surprise	0.656
