word	Hungarian-hu	emotion	emotion-intensity-score
overdue	lejárt	sadness	0.281
flinch	hátrál	sadness	0.281
adverse	kedvezőtlen	sadness	0.281
remove	eltávolít	sadness	0.281
grumpy	zsémbes	sadness	0.281
flop	flop	sadness	0.281
scrapie	súrlókóros	sadness	0.281
confession	gyónás	sadness	0.281
timid	félénk	sadness	0.281
down	le-	sadness	0.281
unseat	nyeregből kivet	sadness	0.281
apathy	fásultság	sadness	0.281
taint	megfertőz	sadness	0.281
black	fekete	sadness	0.281
knell	lélekharang szava	sadness	0.275
jurisprudence	jogtudomány	sadness	0.273
humbled	megalázta	sadness	0.273
confusion	zavar	sadness	0.273
soldier	katona	sadness	0.273
throb	dobog	sadness	0.273
gray	szürke	sadness	0.269
obstacle	akadály	sadness	0.266
lax	laza	sadness	0.266
eternity	örökkévalóság	sadness	0.266
leaving	kilépő	sadness	0.266
unrealistic	irreális	sadness	0.266
mixedemotions	Vegyes érzelmekkel	sadness	0.266
slur	elmosódik	sadness	0.266
drifted	sodródott	sadness	0.266
remiss	hanyag	sadness	0.266
shack	kunyhó	sadness	0.266
inconvenient	kényelmetlen	sadness	0.263
restrict	korlátoz	sadness	0.259
misrepresentation	megtévesztés	sadness	0.259
stagnant	pangó	sadness	0.259
disservice	rossz szolgálat	sadness	0.258
backwater	holtág	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	vadon	sadness	0.255
wasteful	pazarló	sadness	0.250
labored	erőltetett	sadness	0.250
uneducated	tanulatlan	sadness	0.250
incomplete	befejezetlen	sadness	0.250
older	idősebb	sadness	0.250
speculation	spekuláció	sadness	0.250
undying	halhatatlan	sadness	0.250
pine	fenyő	sadness	0.250
tempest	vihar	sadness	0.250
humbug	csaló	sadness	0.250
bang	bumm	sadness	0.250
gullible	hiszékeny	sadness	0.250
unexplained	megmagyarázatlan	sadness	0.250
communism	kommunizmus	sadness	0.250
error	hiba	sadness	0.250
anchorage	rögzítés	sadness	0.250
rainyday	esős nap	sadness	0.242
demonstrative	meggyőző	sadness	0.242
melodrama	melodráma	sadness	0.242
necessity	szükségesség	sadness	0.236
boredom	unalom	sadness	0.235
misty	ködös	sadness	0.234
warp	vetemedés	sadness	0.234
trash	szemét	sadness	0.234
burke	elfojt	sadness	0.234
hollow	üreges	sadness	0.234
void	üres	sadness	0.234
healing	gyógyulás	sadness	0.234
cloudy	felhős	sadness	0.234
blockade	blokád	sadness	0.234
depart	indul	sadness	0.234
uninteresting	érdektelen	sadness	0.234
cancel	megszünteti	sadness	0.234
sentence	mondat	sadness	0.234
foggy	ködös	sadness	0.234
pale	sápadt	sadness	0.234
case	ügy	sadness	0.228
rainy	esős	sadness	0.227
onerous	terhes	sadness	0.223
bottom	alsó	sadness	0.223
uninterested	közönyös	sadness	0.223
fasting	böjtölés	sadness	0.220
indifference	közöny	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	megküzdési	sadness	0.219
discolored	kifakult	sadness	0.219
blunder	baklövés	sadness	0.219
thirst	szomjúság	sadness	0.219
dole	alamizsna	sadness	0.219
pious	jámbor	sadness	0.219
cocaine	kokain	sadness	0.218
tough	kemény	sadness	0.212
lower	Alsó	sadness	0.203
sprain	rándulás	sadness	0.203
arid	száraz	sadness	0.203
fat	zsír	sadness	0.203
revolution	forradalom	sadness	0.203
chilly	hűvös	sadness	0.203
chargeable	terhelhető	sadness	0.203
sluggish	lassú	sadness	0.203
yucky	yucky	sadness	0.203
hoary	deres	sadness	0.203
wanting	hiányzó	sadness	0.202
progression	haladás	sadness	0.201
closure	bezárás	sadness	0.195
unbeaten	veretlen	sadness	0.193
veal	borjúhús	sadness	0.188
retirement	nyugdíjazás	sadness	0.188
oddity	furcsaság	sadness	0.188
heartfelt	őszinte	sadness	0.188
meh	meh	sadness	0.188
invalid	érvénytelen	sadness	0.188
tease	kötekedik	sadness	0.188
splitting	hasítás	sadness	0.188
interrupted	megszakított	sadness	0.188
rumor	szóbeszéd	sadness	0.188
cataract	vízesés	sadness	0.188
rack	állvány	sadness	0.188
halter	kötőfék	sadness	0.188
cold	hideg	sadness	0.188
concerned	az érintett	sadness	0.184
sarcasm	gúny	sadness	0.181
strip	szalag	sadness	0.179
esteem	becsülés	sadness	0.172
feeling	érzés	sadness	0.172
overload	túlterhelés	sadness	0.172
divided	megosztott	sadness	0.172
memories	memóriák	sadness	0.172
sap	nedv	sadness	0.172
eschew	kikerül	sadness	0.172
cupping	köpölyözés	sadness	0.172
destination	rendeltetési hely	sadness	0.170
nosnow	nincs hó	sadness	0.169
limited	korlátozott	sadness	0.167
rain	eső	sadness	0.163
willful	szándékos	sadness	0.160
untitled	névtelen	sadness	0.157
weeds	gyomok	sadness	0.156
stint	megszorítás	sadness	0.156
cross	kereszt	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	horkant	sadness	0.154
inconsequential	lényegtelen	sadness	0.152
procession	felvonulás	sadness	0.152
tax	adó	sadness	0.142
lesbian	leszbikus	sadness	0.141
emo	emo	sadness	0.141
overpriced	túlárazott	sadness	0.141
tolerate	elvisel	sadness	0.141
mug	bögre	sadness	0.141
weight	súly	sadness	0.141
touchy	érzékeny	sadness	0.140
kennel	kutyaól	sadness	0.130
grounded	földelt	sadness	0.130
late	késő	sadness	0.125
theocratic	teokratikus	sadness	0.125
clouds	felhők	sadness	0.125
terrific	szörnyű	sadness	0.125
commemorate	megemlékezik	sadness	0.125
meek	szelíd	sadness	0.125
stillness	nyugalom	sadness	0.125
sisterhood	apácarend	sadness	0.125
socialist	szocialista	sadness	0.125
unpaid	Kifizetetlen	sadness	0.125
margin	margó	sadness	0.125
default	alapértelmezett	sadness	0.121
lace	csipke	sadness	0.118
unpublished	kiadatlan	sadness	0.116
interested	érdekelt	sadness	0.114
fortress	erőd	sadness	0.110
fleece	gyapjú	sadness	0.109
rating	értékelés	sadness	0.109
lush	buja	sadness	0.109
harry	Harry	sadness	0.109
priesthood	papság	sadness	0.109
orchestra	zenekar	sadness	0.109
ultimate	végső	sadness	0.109
sanctify	megszentel	sadness	0.108
income	jövedelem	sadness	0.100
sonnet	szonett	sadness	0.094
winning	nyerő	sadness	0.094
quiet	csendes	sadness	0.094
boo	lehurrogás	sadness	0.094
vainly	hiába	sadness	0.091
wet	nedves	sadness	0.078
hug	átkarolás	sadness	0.078
hut	kunyhó	sadness	0.078
ovation	ováció	sadness	0.078
humble	alázatos	sadness	0.078
motivating	motiváló	sadness	0.078
opera	opera	sadness	0.078
treat	csemege	sadness	0.076
hymn	zsolozsma	sadness	0.064
honest	becsületes	sadness	0.062
relics	relikviák	sadness	0.061
couch	kanapé	sadness	0.060
waffle	waffle	sadness	0.047
shell	héj	sadness	0.045
musical	zenei	sadness	0.045
savor	ízesít	sadness	0.034
vote	szavazás	sadness	0.031
napkin	szalvéta	sadness	0.031
sing	énekel	sadness	0.017
music	zene	sadness	0.016
mother	anya	sadness	0.016
nutritious	tápláló	sadness	0.015
lovely	bájos	sadness	0.009
art	Művészet	sadness	0.000
romance	románc	sadness	0.000
liquor	folyadék	sadness	0.000
sweetheart	Édesem	sadness	0.000
surprise	meglepetés	surprise	0.930
flabbergast	megdöbbent	surprise	0.906
explode	felrobban	surprise	0.906
explosion	robbanás	surprise	0.898
explosive	robbanó	surprise	0.883
ambush	csapda	surprise	0.883
eruption	kitörés	surprise	0.883
frighten	megijeszt	surprise	0.875
startle	megijeszt	surprise	0.875
surprisingly	meglepően	surprise	0.875
shockingly	megdöbbentően	surprise	0.875
surprising	meglepő	surprise	0.867
frightened	rémült	surprise	0.867
surprised	meglepődött	surprise	0.867
thrilling	izgató	surprise	0.859
miracle	csoda	surprise	0.859
outburst	kitörés	surprise	0.859
blast	robbanás	surprise	0.852
alarm	riasztás	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	ráz	surprise	0.844
thunderstruck	megdöbbent	surprise	0.844
shock	sokk	surprise	0.844
fright	ijedtség	surprise	0.836
bang	bumm	surprise	0.836
unexpectedly	váratlanul	surprise	0.836
catastrophe	katasztrófa	surprise	0.836
dazzle	káprázat	surprise	0.836
emergency	vészhelyzet	surprise	0.828
bewilderment	zavarodottság	surprise	0.828
suddenly	hirtelen	surprise	0.828
startling	ijesztő	surprise	0.828
astound	megdöbbent	surprise	0.820
stunned	kábult	surprise	0.820
jackpot	főnyeremény	surprise	0.812
earthquake	földrengés	surprise	0.812
disaster	katasztrófa	surprise	0.812
astonish	megdöbbent	surprise	0.805
astonishment	csodálkozás	surprise	0.805
climax	tetőpont	surprise	0.805
aghast	megdöbbent	surprise	0.805
scare	megijeszt	surprise	0.797
awestruck	megdöbbent	surprise	0.797
bomb	bomba	surprise	0.789
erupt	kinő	surprise	0.789
exclaim	felkiált	surprise	0.789
amazement	ámulat	surprise	0.781
detonate	felrobbant	surprise	0.773
alarming	riasztó	surprise	0.773
miraculous	csodálatos	surprise	0.773
invade	betör	surprise	0.773
raid	rajtaütés	surprise	0.773
abduction	emberrablás	surprise	0.773
kidnap	elrabol	surprise	0.766
stupefy	elkábít	surprise	0.758
overwhelming	túlnyomó	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	kiszámíthatatlan	surprise	0.758
unimaginable	elképzelhetetlen	surprise	0.750
erratic	akadozó	surprise	0.750
accident	baleset	surprise	0.750
outrageous	felháborító	surprise	0.750
flinch	hátrál	surprise	0.742
blitz	villámháború	surprise	0.742
petrify	megkövesít	surprise	0.742
slaughter	levágás	surprise	0.742
horror	borzalom	surprise	0.742
amaze	meghökkent	surprise	0.742
bewilder	megtéveszt	surprise	0.742
wreck	roncs	surprise	0.742
stupefaction	elképedés	surprise	0.734
excitement	izgalom	surprise	0.734
frenetic	őrületes	surprise	0.734
frantic	őrjöngő	surprise	0.734
crash	csattanás	surprise	0.734
sudden	hirtelen	surprise	0.727
riotous	lázadó	surprise	0.727
vanished	eltűnt	surprise	0.727
moonstruck	holdkóros	surprise	0.727
outcry	felháborodás	surprise	0.727
bewildered	megzavarodott	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	szabotázs	surprise	0.719
shriek	sikoly	surprise	0.719
breathless	kifulladt	surprise	0.719
scream	sikoly	surprise	0.719
manslaughter	emberölés	surprise	0.719
rupture	törés	surprise	0.719
unanticipated	váratlan	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	ellenőrizhetetlen	surprise	0.711
unexpected	váratlan	surprise	0.711
electrify	felvillanyoz	surprise	0.711
stun	megszédít	surprise	0.711
shot	lövés	surprise	0.711
avalanche	lavina	surprise	0.711
gasp	zihál	surprise	0.711
unforeseen	váratlan	surprise	0.703
slam	bevág	surprise	0.703
surge	túlfeszültség	surprise	0.703
intruder	betolakodó	surprise	0.703
abrupt	hirtelen	surprise	0.703
suspense	bizonytalanság	surprise	0.703
devastation	pusztulás	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	illékonyság	surprise	0.695
excite	izgat	surprise	0.695
unprecedented	példátlan	surprise	0.695
stab	döfés	surprise	0.695
urgent	sürgős	surprise	0.695
yell	ordít	surprise	0.695
strike	sztrájk	surprise	0.695
disturbance	zavarás	surprise	0.688
carnage	vérontás	surprise	0.688
spectacular	látványos	surprise	0.688
incredible	hihetetlen	surprise	0.688
recklessness	vakmerőség	surprise	0.680
slap	csapás	surprise	0.680
monstrous	szörnyű	surprise	0.680
clamor	kiabálás	surprise	0.680
thrill	izgalom	surprise	0.680
accidentally	véletlenül	surprise	0.672
accidental	véletlen	surprise	0.672
striking	meglepő	surprise	0.672
captivate	meghódít	surprise	0.672
exhilaration	jókedv	surprise	0.672
terrorist	terrorista	surprise	0.672
inexplicable	megmagyarázhatatlan	surprise	0.672
exciting	izgalmas	surprise	0.672
topple	ledönt	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vulkán	surprise	0.664
revolution	forradalom	surprise	0.664
freakish	szeszélyes	surprise	0.664
incendiary	gyújtó-	surprise	0.656
revolt	lázadás	surprise	0.656
sneak	settenkedik	surprise	0.656
unspeakable	kimondhatatlan	surprise	0.656
bloodshed	vérontás	surprise	0.656
cyclone	ciklon	surprise	0.648
violent	erőszakos	surprise	0.648
disruption	zavar	surprise	0.648
spellbound	Spellbound	surprise	0.648
unsuspecting	gyanútlan	surprise	0.648
mutiny	lázadás	surprise	0.648
attacking	támadó	surprise	0.648
unintended	nem szándékos	surprise	0.648
amazingly	bámulatosan	surprise	0.648
epidemic	járvány	surprise	0.648
shout	kiáltás	surprise	0.641
screech	sikoltás	surprise	0.641
wildfire	futótűz	surprise	0.641
indescribable	leírhatatlan	surprise	0.641
enthusiasm	lelkesedés	surprise	0.641
excitation	ingerlés	surprise	0.641
tumult	felfordulás	surprise	0.641
improvisation	improvizáció	surprise	0.641
anomaly	anomália	surprise	0.633
apparition	jelenés	surprise	0.633
treachery	árulás	surprise	0.633
presto	gyors	surprise	0.633
gape	ásítás	surprise	0.633
agape	bámuló	surprise	0.633
uncertain	bizonytalan	surprise	0.633
plunder	zsákmány	surprise	0.633
tempest	vihar	surprise	0.625
trick	trükk	surprise	0.625
slaughtering	levágás	surprise	0.625
wonderment	csodálkozás	surprise	0.625
excited	izgatott	surprise	0.625
sorcery	varázslás	surprise	0.625
murderous	gyilkos	surprise	0.625
urgency	sürgősség	surprise	0.625
distress	szorongás	surprise	0.625
mystery	rejtély	surprise	0.625
trickery	trükk	surprise	0.617
intense	erős	surprise	0.617
vanish	eltűnik	surprise	0.617
murder	gyilkosság	surprise	0.617
quickness	gyorsaság	surprise	0.617
intrusive	tolakodó	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	csíny	surprise	0.617
blindfold	vakon	surprise	0.609
coup	puccs	surprise	0.609
splash	loccsanás	surprise	0.609
thief	tolvaj	surprise	0.609
magical	mágikus	surprise	0.609
unstable	instabil	surprise	0.609
shatter	összetör	surprise	0.609
strangle	fojt	surprise	0.609
defy	dacol	surprise	0.602
deluge	özönvíz	surprise	0.602
inconceivable	elképzelhetetlen	surprise	0.602
jubilee	jubileum	surprise	0.602
stupor	kábulat	surprise	0.602
tackle	felszerelés	surprise	0.602
assail	megtámad	surprise	0.602
betray	elárul	surprise	0.602
monstrosity	szörnyűség	surprise	0.594
alerts	figyelmeztetések	surprise	0.594
lightning	villám	surprise	0.594
mishap	baleset	surprise	0.594
shrill	éles	surprise	0.594
stupendous	elképesztő	surprise	0.594
mysterious	rejtélyes	surprise	0.586
paralyzed	bénult	surprise	0.586
randomly	véletlenszerűen	surprise	0.586
bonus	pótlék	surprise	0.586
deceit	csalás	surprise	0.586
wild	vad	surprise	0.586
pitfall	csapda	surprise	0.586
wondrous	csodálatos	surprise	0.586
uncanny	rejtélyes	surprise	0.586
electric	elektromos	surprise	0.578
oddity	furcsaság	surprise	0.578
death	halál	surprise	0.578
jubilant	ujjongó	surprise	0.578
godsend	szerencsés véletlen	surprise	0.578
stagger	tántorog	surprise	0.578
raving	dühöngő	surprise	0.578
rejoicing	öröm	surprise	0.578
premature	idő előtti	surprise	0.578
fluke	szerencse	surprise	0.578
bizarre	bizarr	surprise	0.578
revenge	bosszú	surprise	0.570
dynamic	dinamikus	surprise	0.570
dismay	döbbenet	surprise	0.570
ecstatic	elragadtatott	surprise	0.562
fascinate	elbűvöl	surprise	0.562
uncover	feltárni	surprise	0.562
jerk	rántás	surprise	0.562
reward	jutalom	surprise	0.562
nefarious	aljas	surprise	0.562
reappear	újra megjelenik	surprise	0.562
whim	szeszély	surprise	0.555
conjure	varázsol	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	paprikajancsi	surprise	0.555
thaumaturgy	Taumaturgia	surprise	0.555
illuminate	megvilágít	surprise	0.547
rescue	mentés	surprise	0.547
tantalizing	kínzó	surprise	0.547
winner	győztes	surprise	0.547
heroism	hősiesség	surprise	0.547
rarity	ritkaság	surprise	0.547
ejaculation	ejakuláció	surprise	0.547
daze	kábít	surprise	0.547
unbridled	féktelen	surprise	0.547
thwart	keresztben	surprise	0.547
treason	árulás	surprise	0.539
punch	puncs	surprise	0.539
insult	sértés	surprise	0.539
lunge	vezetőszár	surprise	0.539
illusion	illúzió	surprise	0.539
lucky	szerencsés	surprise	0.539
interrupt	szakítsa	surprise	0.539
cheer	éljenzés	surprise	0.539
celebration	ünneplés	surprise	0.539
violation	megsértése	surprise	0.539
marvel	csoda	surprise	0.539
sensation	szenzáció	surprise	0.531
fearfully	szörnyen	surprise	0.531
concealed	rejtett	surprise	0.531
banger	banger	surprise	0.531
affront	sértés	surprise	0.531
snag	csonk	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	irányváltozás	surprise	0.523
wonder	csoda	surprise	0.523
immediacy	közvetlenség	surprise	0.523
undiscovered	felfedezetlen	surprise	0.523
abandonment	lemondás	surprise	0.523
rejoice	örüljetek	surprise	0.523
improvise	rögtönöz	surprise	0.523
majestic	fenséges	surprise	0.523
scorpion	skorpió	surprise	0.523
victimized	áldozattá	surprise	0.523
liberate	felszabadít	surprise	0.523
yelp	ugat	surprise	0.516
stealthily	lopakodva	surprise	0.516
tickle	viszket	surprise	0.516
chance	véletlen	surprise	0.516
howl	üvöltés	surprise	0.516
swerve	félrefordul	surprise	0.508
reflex	reflex	surprise	0.508
rave	félrebeszél	surprise	0.508
pop	pop	surprise	0.508
luck	szerencse	surprise	0.508
magnificent	Káprázatos	surprise	0.508
transcendence	transzcendencia	surprise	0.508
garish	rikító	surprise	0.508
unintentionally	akaratlanul	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	ritka	surprise	0.500
marvelous	csodálatos	surprise	0.500
heroic	hősies	surprise	0.500
remarkable	figyelemre méltó	surprise	0.500
fainting	ájulás	surprise	0.500
slayer	ölő	surprise	0.500
erotic	erotikus	surprise	0.500
enliven	lelkesít	surprise	0.500
alertness	éberség	surprise	0.500
misbehavior	neveletlenség	surprise	0.500
embarrassment	zavar	surprise	0.500
diversion	elterelés	surprise	0.500
unutterable	kimondhatatlan	surprise	0.492
nab	elcsíp	surprise	0.492
camouflage	álcázás	surprise	0.492
trump	adu	surprise	0.492
decoy	csali	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	mesebeli szörny	surprise	0.492
infarct	infarktus	surprise	0.492
birthday	születésnap	surprise	0.492
greatness	nagyság	surprise	0.492
zeal	buzgóság	surprise	0.484
prick	pöcs	surprise	0.484
magician	bűvész	surprise	0.484
underestimate	alábecsül	surprise	0.484
horde	horda	surprise	0.484
fanfare	harsonaszó	surprise	0.484
inexpressible	kimondhatatlan	surprise	0.484
daemon	démon	surprise	0.484
variable	változó	surprise	0.484
curiosity	kíváncsiság	surprise	0.484
gawk	mamlasz	surprise	0.477
unguarded	őrizetlen	surprise	0.477
chicane	csűrés-csavarás	surprise	0.477
fortune	szerencse	surprise	0.477
sneeze	tüsszent	surprise	0.477
illumination	megvilágítás	surprise	0.477
incident	incidens	surprise	0.477
dreadfully	félelmetesen	surprise	0.477
strange	furcsa	surprise	0.477
subversive	felforgató	surprise	0.477
reversal	megfordítás	surprise	0.469
prowl	portyázás	surprise	0.469
rapid	gyors	surprise	0.469
leery	furfangos	surprise	0.469
wizard	varázsló	surprise	0.469
coincidence	véletlen egybeesés	surprise	0.461
hilarious	vicces	surprise	0.461
divergent	divergens	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	szünet	surprise	0.461
slip	csúszás	surprise	0.461
wonderful	csodálatos	surprise	0.453
hoax	félrevezetés	surprise	0.453
winning	nyerő	surprise	0.453
overestimate	túlbecslés	surprise	0.453
confession	gyónás	surprise	0.453
ordeal	megpróbáltatás	surprise	0.453
evanescence	eltűnés	surprise	0.453
merriment	vidámság	surprise	0.453
raffle	tombola	surprise	0.453
stound	stound	surprise	0.445
laughter	nevetés	surprise	0.445
enthusiast	rajongó	surprise	0.445
splendid	pompás	surprise	0.445
feat	tett	surprise	0.445
perchance	véletlenül	surprise	0.445
excel	excel	surprise	0.445
gambling	szerencsejáték	surprise	0.445
unintentional	nem szándékos	surprise	0.438
brighten	felderít	surprise	0.438
changeable	változékony	surprise	0.438
rapt	elbűvölt	surprise	0.438
unique	egyedi	surprise	0.438
splendor	ragyogás	surprise	0.438
senseless	öntudatlan	surprise	0.438
gift	ajándék	surprise	0.430
fascination	elragadtatás	surprise	0.430
trepidation	felindulás	surprise	0.430
stealthy	titkos	surprise	0.430
fiesta	templombúcsú	surprise	0.430
delighted	elragadtatva	surprise	0.430
lawsuit	per	surprise	0.430
intrigue	cselszövés	surprise	0.430
quicksilver	higany	surprise	0.422
originality	eredetiség	surprise	0.422
riddle	találós kérdés	surprise	0.422
judgment	ítélet	surprise	0.422
enchant	megbabonáz	surprise	0.422
stealth	lopakodás	surprise	0.422
veracity	igazmondás	surprise	0.414
elusive	nehezen megfogható	surprise	0.414
perjury	hamis eskü	surprise	0.414
spirits	szesz	surprise	0.414
liberation	felszabadulás	surprise	0.414
illegitimate	törvénytelen	surprise	0.414
syncope	syncope	surprise	0.414
experiment	kísérlet	surprise	0.414
gambler	kártyás	surprise	0.406
eager	mohó	surprise	0.406
inspired	ihletett	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	taps	surprise	0.406
allure	csábít	surprise	0.406
parade	felvonulás	surprise	0.406
princely	fejedelmi	surprise	0.398
divorce	válás	surprise	0.398
guess	Találd ki	surprise	0.398
burlesque	burleszk	surprise	0.398
secrecy	titoktartás	surprise	0.398
aspiration	törekvés	surprise	0.391
peri	peri	surprise	0.391
cheerful	vidám	surprise	0.391
hermaphrodite	hermafrodita	surprise	0.391
supremacy	fölény	surprise	0.391
incontinence	inkontinencia	surprise	0.391
inheritance	öröklés	surprise	0.383
score	pontszám	surprise	0.383
lose	elveszít	surprise	0.383
crowning	koronázás	surprise	0.383
buck	bak	surprise	0.383
praiseworthy	dicséretre méltó	surprise	0.383
cadaver	hulla	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	korty	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	élénk	surprise	0.375
mystic	misztikus	surprise	0.375
succeed	sikerül	surprise	0.375
advance	előleg	surprise	0.375
sparkle	szikra	surprise	0.367
hope	remény	surprise	0.367
joker	dzsókerkártya	surprise	0.367
sensual	érzéki	surprise	0.367
excavation	kiásás	surprise	0.367
feeling	érzés	surprise	0.359
entertainment	szórakozás	surprise	0.359
clown	bohóc	surprise	0.352
newcomer	újonc	surprise	0.352
modify	módosít	surprise	0.352
award	díj	surprise	0.352
blessings	áldások	surprise	0.352
postponement	halasztás	surprise	0.352
obit	obit	surprise	0.352
celebrity	híres ember	surprise	0.344
hero	hős	surprise	0.344
start	Rajt	surprise	0.344
wonderfully	csodálatosan	surprise	0.344
highest	legmagasabb	surprise	0.344
proficiency	jártasság	surprise	0.344
glorify	dicsőít	surprise	0.344
unbeaten	veretlen	surprise	0.336
memorable	emlékezetes	surprise	0.336
sanctify	megszentel	surprise	0.336
rekindle	feléleszteni	surprise	0.336
optimism	optimizmus	surprise	0.336
warned	figyelmeztetett	surprise	0.336
prodigious	bámulatos	surprise	0.336
dissolution	oldódás	surprise	0.336
grin	vigyorog	surprise	0.336
admiration	csodálat	surprise	0.328
hypertrophy	túltengés	surprise	0.328
present	ajándék	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	angyal	surprise	0.320
examination	vizsgálat	surprise	0.320
catch	fogás	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flört	surprise	0.312
puma	puma	surprise	0.312
liberty	szabadság	surprise	0.312
kiss	csók	surprise	0.312
embrace	ölelés	surprise	0.312
occasional	alkalmi	surprise	0.312
treat	csemege	surprise	0.312
saint	szent	surprise	0.312
scrimmage	összecsapás	surprise	0.312
dismissal	elbocsátás	surprise	0.312
perfection	tökéletesség	surprise	0.305
generosity	nagylelkűség	surprise	0.305
gratify	kielégít	surprise	0.305
saintly	szent	surprise	0.305
sally	kirohanás	surprise	0.305
polarity	polaritás	surprise	0.297
finally	végül	surprise	0.297
differently	eltérően	surprise	0.297
palpable	kézzelfogható	surprise	0.297
warn	figyelmeztet	surprise	0.297
ceremony	szertartás	surprise	0.297
larger	nagyobb	surprise	0.297
favorable	kedvező	surprise	0.297
romance	románc	surprise	0.289
medal	érem	surprise	0.289
inviting	hívogató	surprise	0.289
greeting	üdvözlet	surprise	0.289
candid	őszinte	surprise	0.281
resignation	lemondás	surprise	0.281
trip	utazás	surprise	0.281
accolade	elismerés	surprise	0.281
labor	munkaerő	surprise	0.281
stare	bámul	surprise	0.273
glimmer	pislákol	surprise	0.266
invite	meghívás	surprise	0.266
somatic	szomatikus	surprise	0.266
admire	csodál	surprise	0.266
immerse	elmerül	surprise	0.266
festival	fesztivál	surprise	0.266
mimicry	utánzás	surprise	0.266
compensate	kompenzálni	surprise	0.266
insolvency	fizetésképtelenség	surprise	0.266
playful	játékos	surprise	0.266
complement	kiegészítés	surprise	0.258
receiving	részesülő	surprise	0.258
hypothesis	hipotézis	surprise	0.258
laugh	nevetés	surprise	0.258
chuckle	kuncogás	surprise	0.258
honeymoon	nászút	surprise	0.250
marry	feleségül vesz	surprise	0.242
independence	függetlenség	surprise	0.242
opera	opera	surprise	0.242
pleasant	kellemes	surprise	0.242
rhythmical	ütemes	surprise	0.234
assessment	értékelés	surprise	0.234
hopeful	bizakodó	surprise	0.234
trophy	trófea	surprise	0.234
holiness	szentség	surprise	0.234
chant	ének	surprise	0.234
leave	szabadság	surprise	0.234
procession	felvonulás	surprise	0.227
placard	plakát	surprise	0.227
deal	üzlet	surprise	0.227
cherish	dédelget	surprise	0.219
good	jó	surprise	0.219
shopping	bevásárlás	surprise	0.219
musical	zenei	surprise	0.219
shell	héj	surprise	0.211
dawn	hajnal	surprise	0.211
simplify	egyszerűsítése	surprise	0.211
purity	tisztaság	surprise	0.203
nullify	megsemmisít	surprise	0.203
money	pénz	surprise	0.203
sweet	édes	surprise	0.203
morals	erkölcsök	surprise	0.203
synchronize	szinkronizálni	surprise	0.195
preservative	konzerváló	surprise	0.195
humanitarian	humanitárius	surprise	0.195
unfulfilled	beteljesítetlen	surprise	0.195
precious	értékes	surprise	0.195
obliging	udvarias	surprise	0.188
singularly	feltűnően	surprise	0.188
foresee	előre lát	surprise	0.180
pray	imádkozik	surprise	0.180
graduation	fokozatokra osztás	surprise	0.180
lovely	bájos	surprise	0.180
sun	nap	surprise	0.172
art	Művészet	surprise	0.172
mouth	száj	surprise	0.172
youth	ifjúság	surprise	0.172
thirst	szomjúság	surprise	0.172
young	fiatal	surprise	0.164
goodness	jóság	surprise	0.164
overdue	lejárt	surprise	0.156
visor	napellenző	surprise	0.156
practiced	gyakorolta	surprise	0.156
latent	rejtett	surprise	0.156
loyal	hűséges	surprise	0.148
expect	elvár	surprise	0.148
destination	rendeltetési hely	surprise	0.148
wireless	drótnélküli	surprise	0.148
quote	idézet	surprise	0.141
slush	latyak	surprise	0.141
infant	csecsemő	surprise	0.141
cream	krém	surprise	0.141
playground	játszótér	surprise	0.133
organization	szervezet	surprise	0.125
teach	tanít	surprise	0.125
vote	szavazás	surprise	0.125
smile	mosoly	surprise	0.117
weight	súly	surprise	0.117
dolphin	delfin	surprise	0.117
sisterhood	apácarend	surprise	0.109
cable	kábel	surprise	0.109
sunny	napos	surprise	0.102
steady	állandó	surprise	0.094
leisure	szabadidő	surprise	0.086
peaceful	Békés	surprise	0.086
spa	gyógyfürdő	surprise	0.086
tree	fa	surprise	0.078
picnic	piknik	surprise	0.078
worm	féreg	surprise	0.055
truthfulness	igazmondás	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	megbízható	trust	0.867
honest	becsületes	trust	0.844
honesty	őszinteség	trust	0.844
