word	Corsican-co	emotion	emotion-intensity-score
rejoice	si rallegri	surprise	0.523
improvise	impastassi	surprise	0.523
majestic	majesticu	surprise	0.523
scorpion	scorpion	surprise	0.523
victimized	vittimatu	surprise	0.523
liberate	liberate	surprise	0.523
yelp	chjappi	surprise	0.516
stealthily	stealthily	surprise	0.516
tickle	cosi	surprise	0.516
chance	casu	surprise	0.516
howl	aube	surprise	0.516
swerve	stancu	surprise	0.508
reflex	riflittura	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	furtuna	surprise	0.508
magnificent	magnificu	surprise	0.508
transcendence	trascendenza	surprise	0.508
garish	garish	surprise	0.508
unintentionally	senza vulintà	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	pocu pocu	surprise	0.500
marvelous	meravigliosa	surprise	0.500
heroic	eroicu	surprise	0.500
remarkable	significatu	surprise	0.500
fainting	muriri	surprise	0.500
slayer	slayer	surprise	0.500
erotic	erotic	surprise	0.500
enliven	venerà	surprise	0.500
alertness	viulenza	surprise	0.500
misbehavior	misbilateru	surprise	0.500
embarrassment	vrigogna	surprise	0.500
diversion	diversione	surprise	0.500
unutterable	unutterable	surprise	0.492
nab	nab	surprise	0.492
camouflage	camouflage	surprise	0.492
trump	trump	surprise	0.492
decoy	picculu pupu	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infattu	surprise	0.492
birthday	anniversariu	surprise	0.492
greatness	grandezza	surprise	0.492
zeal	u cellu	surprise	0.484
prick	picchittà	surprise	0.484
magician	magu	surprise	0.484
underestimate	sottestimà	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfara	surprise	0.484
inexpressible	inesessuali	surprise	0.484
daemon	daemon	surprise	0.484
variable	variable	surprise	0.484
curiosity	curiusità	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	unguarded	surprise	0.477
chicane	chicane	surprise	0.477
fortune	furtuna	surprise	0.477
sneeze	strannutu	surprise	0.477
illumination	illuminazione	surprise	0.477
incident	incidente	surprise	0.477
dreadfully	dreadful	surprise	0.477
strange	strana	surprise	0.477
subversive	subversivu	surprise	0.477
reversal	cambiamentu	surprise	0.469
prowl	prufessiunale	surprise	0.469
rapid	rapidu	surprise	0.469
leery	ragiuni	surprise	0.469
wizard	mago	surprise	0.469
coincidence	a cunccidenza	surprise	0.461
hilarious	hilaria	surprise	0.461
divergent	divirsenti	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	rumpimentu	surprise	0.461
slip	slip	surprise	0.461
wonderful	maravigliosa	surprise	0.453
hoax	farsa	surprise	0.453
winning	vinciutu	surprise	0.453
overestimate	stimate	surprise	0.453
confession	cunfissioni	surprise	0.453
ordeal	travaddu	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	maestri	surprise	0.453
raffle	rifflione	surprise	0.453
stound	stunda	surprise	0.445
laughter	risata	surprise	0.445
enthusiast	entusiastu	surprise	0.445
splendid	splendid	surprise	0.445
feat	feat	surprise	0.445
perchance	perchance	surprise	0.445
excel	excel	surprise	0.445
gambling	ghjocu	surprise	0.445
unintentional	unintentional	surprise	0.438
brighten	di raligrà	surprise	0.438
changeable	cambià	surprise	0.438
rapt	rapitu	surprise	0.438
unique	unicu	surprise	0.438
splendor	splendor	surprise	0.438
senseless	sensu	surprise	0.438
gift	rigalu	surprise	0.430
fascination	fascinazione	surprise	0.430
trepidation	trépidation	surprise	0.430
stealthy	stealthy	surprise	0.430
fiesta	festa	surprise	0.430
delighted	cuntentu	surprise	0.430
lawsuit	a causa	surprise	0.430
intrigue	intrigue	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	uriginale	surprise	0.422
riddle	enigma	surprise	0.422
judgment	u tribunale	surprise	0.422
enchant	ncantari	surprise	0.422
stealth	stealth	surprise	0.422
veracity	veracità	surprise	0.414
elusive	elusive	surprise	0.414
perjury	parrinimentu	surprise	0.414
spirits	spiriti	surprise	0.414
liberation	libbirazioni	surprise	0.414
illegitimate	illegitime	surprise	0.414
syncope	syncope	surprise	0.414
experiment	spirimèntu	surprise	0.414
gambler	gambler	surprise	0.406
eager	impegnu	surprise	0.406
inspired	inspiratu	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	applausi	surprise	0.406
allure	allure	surprise	0.406
parade	parata	surprise	0.406
princely	principale	surprise	0.398
divorce	u divorziu	surprise	0.398
guess	crede	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	u sicretu	surprise	0.398
aspiration	aspirazioni	surprise	0.391
peri	peri	surprise	0.391
cheerful	allegru	surprise	0.391
hermaphrodite	hermafrodite	surprise	0.391
supremacy	supremazzia	surprise	0.391
incontinence	incontinenza	surprise	0.391
inheritance	eredi	surprise	0.383
score	puntu	surprise	0.383
lose	perde	surprise	0.383
crowning	ncurunari	surprise	0.383
buck	beccu	surprise	0.383
praiseworthy	praziosa	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	mistica	surprise	0.375
succeed	successu	surprise	0.375
advance	avanzata	surprise	0.375
sparkle	sparkle	surprise	0.367
hope	speranza	surprise	0.367
joker	joker	surprise	0.367
sensual	sensuale	surprise	0.367
excavation	scavu	surprise	0.367
feeling	sintimu	surprise	0.359
entertainment	divertimentu	surprise	0.359
clown	clown	surprise	0.352
newcomer	novu	surprise	0.352
modify	mudificà	surprise	0.352
award	guvernu	surprise	0.352
blessings	benedizzioni	surprise	0.352
postponement	postponimentu	surprise	0.352
obit	obit	surprise	0.352
celebrity	celebrità	surprise	0.344
hero	eroi	surprise	0.344
start	principiu	surprise	0.344
wonderfully	maravigliu	surprise	0.344
highest	più altu	surprise	0.344
proficiency	prufessione	surprise	0.344
glorify	glurificà	surprise	0.344
unbeaten	unbeaten	surprise	0.336
memorable	memorable	surprise	0.336
sanctify	santificà	surprise	0.336
rekindle	riavvicinassi	surprise	0.336
optimism	ottimisimu	surprise	0.336
warned	avvirtiva	surprise	0.336
prodigious	prodigioso	surprise	0.336
dissolution	dissoluzzioni	surprise	0.336
grin	grin	surprise	0.336
admiration	admirazione	surprise	0.328
hypertrophy	ipertròfia	surprise	0.328
present	prisenti	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ànghjulu	surprise	0.320
examination	esame	surprise	0.320
catch	aghjunghje	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	libertà	surprise	0.312
kiss	bacio	surprise	0.312
embrace	abbracciallu	surprise	0.312
occasional	occasione	surprise	0.312
treat	trattà	surprise	0.312
saint	santu	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	licinziamentu	surprise	0.312
perfection	perfettu	surprise	0.305
generosity	ghjinirosità	surprise	0.305
gratify	gratificà	surprise	0.305
saintly	santu	surprise	0.305
sally	sally	surprise	0.305
polarity	polarità	surprise	0.297
finally	finarmenti	surprise	0.297
differently	diversu	surprise	0.297
palpable	palpable	surprise	0.297
warn	avvisanu	surprise	0.297
ceremony	funzioni	surprise	0.297
larger	più grande	surprise	0.297
favorable	favurevuli	surprise	0.297
romance	romance	surprise	0.289
medal	medaglia	surprise	0.289
inviting	accittà	surprise	0.289
greeting	salutazione	surprise	0.289
candid	candid	surprise	0.281
resignation	dimissioni	surprise	0.281
trip	viaghju	surprise	0.281
accolade	accolade	surprise	0.281
labor	travagliu	surprise	0.281
stare	stariscu	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	invita	surprise	0.266
somatic	somatic	surprise	0.266
admire	ammirazione	surprise	0.266
immerse	immerse	surprise	0.266
festival	festa	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	cumpensà	surprise	0.266
insolvency	insolvency	surprise	0.266
playful	ghjucatu	surprise	0.266
complement	cumpensà	surprise	0.258
receiving	avè ricivutu	surprise	0.258
hypothesis	ipotesi	surprise	0.258
laugh	ririri	surprise	0.258
chuckle	ricchizza	surprise	0.258
honeymoon	luna di miele	surprise	0.250
marry	maritari	surprise	0.242
independence	indipindenza	surprise	0.242
opera	opera	surprise	0.242
pleasant	piacevuli	surprise	0.242
rhythmical	ritticu	surprise	0.234
assessment	valutazione	surprise	0.234
hopeful	hopeful	surprise	0.234
trophy	trufeu	surprise	0.234
holiness	santità	surprise	0.234
chant	chant	surprise	0.234
leave	lasciate	surprise	0.234
procession	prucissioni	surprise	0.227
placard	cartellu	surprise	0.227
deal	trattà	surprise	0.227
cherish	cherish	surprise	0.219
good	bene	surprise	0.219
shopping	shopping	surprise	0.219
musical	musicale	surprise	0.219
shell	cunchiglia	surprise	0.211
dawn	alba	surprise	0.211
simplify	simplificà	surprise	0.211
purity	purità	surprise	0.203
nullify	anulanu	surprise	0.203
money	soldi	surprise	0.203
sweet	dolce	surprise	0.203
morals	murali	surprise	0.203
synchronize	sincronizza	surprise	0.195
preservative	cunservatore	surprise	0.195
humanitarian	umanitariu	surprise	0.195
unfulfilled	micca fatti	surprise	0.195
precious	preziosa	surprise	0.195
obliging	impegnu	surprise	0.188
singularly	singularmente	surprise	0.188
foresee	impensee	surprise	0.180
pray	prega	surprise	0.180
graduation	graduazione	surprise	0.180
lovely	bella	surprise	0.180
sun	sole	surprise	0.172
art	arti	surprise	0.172
mouth	bocca	surprise	0.172
youth	ghjuventù	surprise	0.172
thirst	sete	surprise	0.172
young	ghjovanu	surprise	0.164
goodness	buntà	surprise	0.164
overdue	riimpiia	surprise	0.156
visor	visor	surprise	0.156
practiced	praticatu	surprise	0.156
latent	latenti	surprise	0.156
loyal	fidili	surprise	0.148
expect	aspetta	surprise	0.148
destination	destinazione	surprise	0.148
wireless	wireless	surprise	0.148
quote	quota	surprise	0.141
slush	slush	surprise	0.141
infant	infant	surprise	0.141
cream	crema	surprise	0.141
playground	duminiu	surprise	0.133
organization	urganizazione	surprise	0.125
teach	insignà	surprise	0.125
vote	votu	surprise	0.125
smile	u surrisu	surprise	0.117
weight	pisu	surprise	0.117
dolphin	delfinu	surprise	0.117
sisterhood	fratellanza	surprise	0.109
cable	cable	surprise	0.109
sunny	sunny	surprise	0.102
steady	fermu	surprise	0.094
leisure	passatempi	surprise	0.086
peaceful	pacìfichi	surprise	0.086
spa	spa	surprise	0.086
tree	arbulu	surprise	0.078
picnic	picnic	surprise	0.078
worm	vermu	surprise	0.055
truthfulness	a verità	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	fiducia	trust	0.867
honest	onesta	trust	0.844
honesty	l 'honesty	trust	0.844
honor	onuri	trust	0.844
truth	verità	trust	0.844
truthful	verità	trust	0.836
trusting	fiducia	trust	0.836
brotherhood	fratellanza	trust	0.820
entrust	cunfidenza	trust	0.812
committed	cumpostu	trust	0.805
integrity	integrità	trust	0.805
loyalty	fidilità	trust	0.805
honorable	onorevoli	trust	0.805
credibility	credibilità	trust	0.805
trust	fiducia	trust	0.805
faithful	fideli	trust	0.797
sincere	sinceru	trust	0.797
responsible	respunsabile	trust	0.789
partnership	partenaria	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	saviezza	trust	0.789
oath	ghjurà	trust	0.781
verification	verificazione	trust	0.781
vow	votu	trust	0.781
cooperative	cooperative	trust	0.781
respectable	rinuvàbbili	trust	0.773
credible	credibuli	trust	0.773
hero	eroi	trust	0.773
sisterhood	fratellanza	trust	0.773
promise	prumetti	trust	0.773
verified	verificate	trust	0.773
qualified	qualified	trust	0.766
respected	rispittatu	trust	0.766
authentication	autentificazione	trust	0.766
compassion	cumpassione	trust	0.759
reputable	risputabbili	trust	0.758
safekeeping	salvagere	trust	0.758
reliability	affidabilità	trust	0.758
moral	murali	trust	0.758
love	amuri	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	appruvazioni	trust	0.758
stable	stadda	trust	0.750
friend	amicu	trust	0.750
genuine	genuine	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	cumpetenza	trust	0.750
loyal	fidili	trust	0.750
ally	alliatu	trust	0.750
safeguard	salvaguarde	trust	0.750
companion	cumpagnu	trust	0.750
advised	cunsigliatu	trust	0.750
authentic	autenticu	trust	0.750
respect	rispettu	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	libertà	trust	0.742
proven	pruvucatu	trust	0.742
respects	rispetta	trust	0.742
faith	a fede	trust	0.742
wholesome	sustene	trust	0.742
heartfelt	fermu	trust	0.734
unification	unificazioni	trust	0.734
protecting	prutegginu	trust	0.734
reassurance	assicuranza	trust	0.734
admirable	admirable	trust	0.734
trustee	trustee	trust	0.734
supporter	sustinituri	trust	0.734
confirmation	cunferma	trust	0.734
respectful	rispettuosu	trust	0.734
alliance	alliance	trust	0.727
equality	ugualità	trust	0.727
friendship	amici	trust	0.727
agreement	accordu	trust	0.727
fact	fattu	trust	0.727
confident	cunvinta	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	crìdiri	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	eccellenza	trust	0.727
credential	credential	trust	0.727
closeness	a vicinanza	trust	0.719
authenticate	autentificà	trust	0.719
intelligence	intelligenza	trust	0.719
virtue	virtù	trust	0.719
honored	anuratu	trust	0.719
virtuous	virtuu	trust	0.719
kindred	pàtria	trust	0.719
charitable	carità	trust	0.711
dedication	dedizioni	trust	0.711
guarantee	guaranzia	trust	0.711
cooperation	a cooperazione	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	a cunsistenza	trust	0.711
allegiance	fidiltà	trust	0.711
cooperating	a cooperatrice	trust	0.711
straightforward	direttamente	trust	0.711
determination	determinazioni	trust	0.711
justice	ghjustizia	trust	0.711
sanctuary	Santuariu	trust	0.703
nurture	cultivà	trust	0.703
innocent	innocent	trust	0.703
admire	ammirazione	trust	0.703
assurance	assicuranza	trust	0.703
morality	murali	trust	0.703
prepared	preparatu	trust	0.703
friendliness	amichezza	trust	0.703
reliable	affidàbbili	trust	0.703
mentor	mentor	trust	0.703
guardianship	tutelle	trust	0.703
fulfilled	cumpiimentu	trust	0.703
reverence	reverenza	trust	0.703
proof	prova	trust	0.703
admiration	admirazione	trust	0.703
mother	mamma	trust	0.703
protected	prutiggiu	trust	0.703
motherhood	a maternità	trust	0.703
marriage	matrimoniu	trust	0.695
skillful	misticu	trust	0.695
indestructible	indestructible	trust	0.695
guardian	guardiastru	trust	0.695
accountable	rende cuntu	trust	0.695
courage	curaggiu	trust	0.695
bodyguard	guardi	trust	0.695
agreeable	piacevule	trust	0.695
scientist	scientist	trust	0.695
allied	alliatu	trust	0.695
compassionate	cumpassione	trust	0.695
humanitarian	umanitariu	trust	0.695
approving	appruvamentu	trust	0.695
united	unitu	trust	0.695
pact	pattu	trust	0.695
certified	certificata	trust	0.695
morals	murali	trust	0.695
esteem	stima	trust	0.688
secure	sicura	trust	0.688
perfection	perfettu	trust	0.688
guidance	guida	trust	0.688
competent	cumpetente	trust	0.688
authenticity	a sputichezza	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	ghjustificate	trust	0.688
humanity	l 'umanità	trust	0.688
solidity	solidità	trust	0.688
adviser	cunsiggheri	trust	0.688
pledge	prumessa	trust	0.688
believed	cridutu	trust	0.688
understanding	intelligenza	trust	0.688
monogamy	monogamia	trust	0.688
expertise	sapè fà	trust	0.680
diplomatic	diplomaticu	trust	0.680
confidential	cunfidenziale	trust	0.680
hope	speranza	trust	0.680
protector	prutettore	trust	0.680
agreeing	accurdà	trust	0.680
diligence	diligenza	trust	0.680
official	ufficiale	trust	0.680
affirm	affirmate	trust	0.680
indivisible	indivisibile	trust	0.680
grandfather	babbone	trust	0.680
humble	umiliu	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advocacy	trust	0.680
elders	anziani	trust	0.680
goodness	buntà	trust	0.680
commendable	ricunnisciute	trust	0.680
inspire	inspirate	trust	0.680
approve	appruvà	trust	0.680
confide	cunfidarà	trust	0.680
professional	prufessiunale	trust	0.680
familiarity	familiarità	trust	0.680
leader	capimachja	trust	0.680
confirmed	cunfirmata	trust	0.680
acceptance	accettazione	trust	0.680
benevolence	benevolenza	trust	0.672
dignity	dignità	trust	0.672
harmoniously	armuniosu	trust	0.672
mastery	maestru	trust	0.672
unwavering	sughjettu	trust	0.672
accredited	accreditata	trust	0.672
healing	guariscenza	trust	0.672
encyclopedia	enciclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	santificà	trust	0.672
cohesive	cohesive	trust	0.672
covenant	pattu	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	facile	trust	0.672
safe	sicura	trust	0.672
intelligent	intelligente	trust	0.672
merit	meritu	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	affirmativamenti	trust	0.664
spiritual	spirituali	trust	0.664
advocate	avvucatu	trust	0.664
team	squadra	trust	0.664
heroic	eroicu	trust	0.664
communicate	cumunicà	trust	0.664
disciple	discìpulu	trust	0.664
expert	spetturista	trust	0.664
proficient	prufiziunali	trust	0.664
specialist	specialista	trust	0.664
ambassador	imbasciadore	trust	0.664
accept	accetta	trust	0.664
attestation	attestazione	trust	0.664
supporting	sustegnu	trust	0.664
reliance	fiducia	trust	0.664
authority	autorità	trust	0.664
accountability	accountability	trust	0.664
guidebook	guida	trust	0.664
fulfillment	rializazione	trust	0.664
strengthening	rinfurzà	trust	0.661
familiar	familiar	trust	0.656
facts	fatti	trust	0.656
achieve	ghjunghje	trust	0.656
warranty	a guaranzia	trust	0.656
structure	struttura	trust	0.656
steadfast	fermu	trust	0.656
favorable	favurevuli	trust	0.656
counsel	cunsigliu	trust	0.656
relationship	rilazioni	trust	0.656
scientific	scentificu	trust	0.656
gentleman	signuri	trust	0.656
strength	forza	trust	0.656
elder	anzianu	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	santità	trust	0.656
excellent	eccellenti	trust	0.656
proficiency	prufessione	trust	0.656
constancy	constanza	trust	0.656
defended	difende	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	appujarà	trust	0.648
heroism	heroismu	trust	0.648
peaceful	pacìfichi	trust	0.648
competency	cumpetenza	trust	0.648
assuredly	assicurazione	trust	0.648
brother	fratellu	trust	0.648
counselor	cunsigliu	trust	0.648
successful	successu	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	prutittiva	trust	0.648
saint	santu	trust	0.648
harmony	armunia	trust	0.648
matrimony	matrimoniu	trust	0.648
noble	nobili	trust	0.648
inspiration	ispirazioni	trust	0.648
academic	accadèmicu	trust	0.648
assist	assistenza	trust	0.648
agreed	accunsentì	trust	0.648
uphold	sustene	trust	0.648
comrade	cumpagnu	trust	0.648
lovable	adamabbile	trust	0.648
advisable	advisable	trust	0.648
solidarity	sulidarità	trust	0.648
worthy	digna	trust	0.643
durability	a durabilità	trust	0.641
coexist	coexist	trust	0.641
assure	assicura	trust	0.641
establish	stabiliscenu	trust	0.641
benefactor	benfatturatore	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	guida	trust	0.641
loving	amassi	trust	0.641
teacher	maestru	trust	0.641
judiciary	judiciary	trust	0.641
conscientious	cuncienza	trust	0.641
confidence	fiducia	trust	0.641
lawful	hè permessu	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	hà cunsacratu	trust	0.641
champion	campiuni	trust	0.641
unity	unità	trust	0.641
legal	ligali	trust	0.641
kind	bona	trust	0.641
credence	credenza	trust	0.641
real	veru	trust	0.641
doctor	duttore	trust	0.641
intimate	intimi	trust	0.634
hopeful	hopeful	trust	0.633
fortitude	fortitude	trust	0.633
physician	mèdicu	trust	0.633
brotherly	fratellu	trust	0.633
aspiration	aspirazioni	trust	0.633
convincing	cunvinta	trust	0.633
sanctification	santificazioni	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	omaggiu	trust	0.633
courageous	curaggiu	trust	0.633
soundness	sonu	trust	0.633
legitimacy	legitimità	trust	0.633
endorse	endorse	trust	0.633
fidelity	fideli	trust	0.633
bless	benedite	trust	0.633
judicial	judicial	trust	0.633
important	impurtante	trust	0.633
saintly	santu	trust	0.633
conscience	cuscenza	trust	0.633
therapeutic	terapulugia	trust	0.633
authorize	auturizà	trust	0.633
devotional	devozione	trust	0.633
practiced	praticatu	trust	0.633
backbone	backbone	trust	0.633
approved	appruvata	trust	0.633
evident	evidenti	trust	0.625
encourage	incuragisce	trust	0.625
caretaker	caretaker	trust	0.625
regard	cunsiderebbe	trust	0.625
angel	ànghjulu	trust	0.625
engaged	impegni	trust	0.625
blessing	benedizzione	trust	0.625
professorship	professore	trust	0.625
majestic	majesticu	trust	0.625
communication	cumunicazione	trust	0.625
purify	purificà	trust	0.625
authorization	autorizazione	trust	0.625
wonderful	maravigliosa	trust	0.625
achievement	successu	trust	0.625
fireman	u bumbardariu	trust	0.625
certify	certificà	trust	0.625
civilized	civilizzatu	trust	0.625
profound	prufundità	trust	0.625
accurate	precisa	trust	0.625
assured	assicurati	trust	0.625
positivity	positività	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	bene	trust	0.617
absolution	assulzione	trust	0.617
commend	furtificà	trust	0.617
cherish	cherish	trust	0.617
fundamental	fundamentale	trust	0.617
advice	cunsigliu	trust	0.617
objective	ubbittivu	trust	0.617
optimism	ottimisimu	trust	0.617
testament	testamentu	trust	0.617
qualities	qualità	trust	0.617
haven	paradisu	trust	0.617
heroine	heroina	trust	0.617
constantly	sempre	trust	0.617
appreciation	apprezzamentu	trust	0.617
triumphant	triunfante	trust	0.617
accord	accordu	trust	0.617
reassure	assicurà	trust	0.617
truce	tregu	trust	0.617
thoughtful	pinsariu	trust	0.617
teach	insignà	trust	0.617
god	diu	trust	0.617
corroborate	corroborate	trust	0.617
believer	criunu	trust	0.617
unimpeachable	impuru	trust	0.617
surety	prutettore	trust	0.617
attentive	attenti	trust	0.617
gospel	evangelu	trust	0.617
bedrock	bedrock	trust	0.617
approvement	appruvisione	trust	0.617
planning	pianificazione	trust	0.617
rational	raziunale	trust	0.617
passionate	passioni	trust	0.617
happy	cuntentu	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	brillanti	trust	0.609
praise	ludà	trust	0.609
definitive	definitivu	trust	0.609
considerate	cunzidiratu	trust	0.609
patron	patronu	trust	0.609
scripture	scripture	trust	0.609
heal	guariscenze	trust	0.609
praiseworthy	praziosa	trust	0.609
steward	steward	trust	0.609
awareness	cuscenza	trust	0.609
officer	ufficiale	trust	0.609
purification	purificazione	trust	0.609
excel	excel	trust	0.609
civilization	civilizazione	trust	0.609
liking	piacimentu	trust	0.609
comfort	cunfortu	trust	0.609
magnificence	magnificenza	trust	0.609
notary	nutarili	trust	0.609
progression	prugressioni	trust	0.609
mediator	mediatori	trust	0.609
blessings	benedizzioni	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	ricumandemu	trust	0.609
brave	curaghju	trust	0.602
experienced	cunnisciutu	trust	0.602
steady	fermu	trust	0.602
enlightenment	illuminazione	trust	0.602
brighten	di raligrà	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	rializzari	trust	0.602
witness	tistimone	trust	0.602
humility	umilità	trust	0.602
sympathetic	simpatichi	trust	0.602
helpful	utili	trust	0.602
symmetry	simetria	trust	0.602
unquestionable	indiscutibili	trust	0.602
peace	a pace	trust	0.602
transcendence	trascendenza	trust	0.602
serenity	serenità	trust	0.602
embrace	abbracciallu	trust	0.602
inspired	inspiratu	trust	0.602
mainstay	piaghja	trust	0.602
unconditional	incondiziale	trust	0.602
guarded	vardata	trust	0.602
identify	identificà	trust	0.602
marry	maritari	trust	0.594
grant	cuncede	trust	0.594
depend	devenu	trust	0.594
complimentary	cumpletu	trust	0.594
spouse	spouse	trust	0.594
tranquility	tranquillità	trust	0.594
vigilant	vigilante	trust	0.594
ministry	ministeru	trust	0.594
fairly	abbastanza	trust	0.594
philanthropic	filantropicu	trust	0.594
openly	apertu	trust	0.594
generous	ghjinirosu	trust	0.594
strengthen	furtificallu	trust	0.594
gratitude	gratitenza	trust	0.594
befriend	per favvi	trust	0.594
substantiate	sustate	trust	0.594
praised	benedia	trust	0.594
admiral	Ammiragghiu	trust	0.594
regent	riggenti	trust	0.594
sage	sage	trust	0.594
assessment	valutazione	trust	0.594
enlighten	illuminà	trust	0.594
eminence	eminenza	trust	0.594
commendation	commemorazione	trust	0.594
efficient	efficace	trust	0.594
nurse	infermiera	trust	0.594
visionary	visionario	trust	0.594
generosity	ghjinirosità	trust	0.594
vigilance	vigilanza	trust	0.594
endowment	endowment	trust	0.594
council	cunsigliu	trust	0.594
sweetheart	cori	trust	0.589
attest	attesta	trust	0.586
prestige	pristiggiu	trust	0.586
serene	serene	trust	0.586
unfailing	unfailing	trust	0.586
testimony	tistimunianza	trust	0.586
checklist	lista di verificatu	trust	0.586
inheritance	eredi	trust	0.586
monk	monacu	trust	0.586
godly	divinamente	trust	0.586
compliance	u cumpletu	trust	0.586
rooted	arradicatu	trust	0.586
constitutional	custituziunale	trust	0.586
conservation	cunsirvazioni	trust	0.586
bylaw	statutu	trust	0.586
helper	helper	trust	0.586
joyful	felice	trust	0.586
collectively	colettori	trust	0.586
meritorious	meriteghji	trust	0.586
acclaim	appruvazioni	trust	0.586
diplomacy	diplomacia	trust	0.586
educational	educazione	trust	0.586
husbandry	travagliu	trust	0.586
share	sparte	trust	0.586
enjoying	divirtìannusi	trust	0.586
firmness	fermezza	trust	0.586
convince	cunvince	trust	0.586
designation	appillazioni	trust	0.586
tribe	a tribù	trust	0.586
victory	vittoria	trust	0.586
magnificent	magnificu	trust	0.586
lovely	bella	trust	0.586
seniority	anziane	trust	0.586
angelic	angèlicu	trust	0.586
ambition	ambizioni	trust	0.586
father	babbu	trust	0.586
mate	mate	trust	0.586
sobriety	buggizza	trust	0.586
revere	revere	trust	0.586
delegate	delegate	trust	0.586
navigator	navigatore	trust	0.578
watchdog	cani di guardia	trust	0.578
obey	ubbidì	trust	0.578
cheerfulness	felicità	trust	0.578
inviting	accittà	trust	0.578
judge	ghjudice	trust	0.578
irrefutable	ingannevule	trust	0.578
philanthropist	filantropu	trust	0.578
careful	attentu	trust	0.578
communion	cummunione	trust	0.578
coexisting	cunisciiscenu	trust	0.578
impartiality	imparziunalità	trust	0.578
unquestioned	senza dubbure	trust	0.578
upright	ghjustu	trust	0.578
authoritative	auturità	trust	0.578
structural	strutturale	trust	0.578
convinced	cunvinta	trust	0.578
smile	u surrisu	trust	0.578
commandant	cumannanti	trust	0.578
dutiful	dutiful	trust	0.578
shelter	rifughju	trust	0.578
revival	rinvivimentu	trust	0.578
professor	prufissuri	trust	0.578
adore	adore	trust	0.578
legalized	legalizata	trust	0.578
punctual	puntuale	trust	0.570
counsellor	cunsigliu	trust	0.570
complement	cumpensà	trust	0.570
corroboration	corroborazione	trust	0.570
immaculate	immaculate	trust	0.570
relative	parenti	trust	0.570
apostle	apòstulu	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	connective	trust	0.570
insure	assicurà	trust	0.570
plausible	sia plausible	trust	0.570
consult	cunsultate	trust	0.570
modest	modestu	trust	0.570
measured	misurata	trust	0.570
pilot	pilotu	trust	0.570
collaborator	collaboratore	trust	0.570
advise	avè cunsigliatu	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	ordinanza	trust	0.570
compass	compass	trust	0.570
guide	guida	trust	0.570
everlasting	eternu	trust	0.570
adhering	aderenti	trust	0.570
determinate	determinatu	trust	0.570
heavenly	paradisu	trust	0.570
principal	principale	trust	0.570
abundance	abbundanza	trust	0.570
matron	matrona	trust	0.570
unequivocal	in unequivocale	trust	0.570
volunteers	vuluntarii	trust	0.570
pedigree	pedigree	trust	0.570
