word	Polish-pl	emotion	emotion-intensity-score
closeness	bliskość	trust	0.719
authenticate	uwierzytelniać	trust	0.719
intelligence	inteligencja	trust	0.719
virtue	cnota	trust	0.719
honored	zaszczycony	trust	0.719
virtuous	cnotliwy	trust	0.719
kindred	krewni	trust	0.719
charitable	charytatywny	trust	0.711
dedication	poświęcenie	trust	0.711
guarantee	gwarancja	trust	0.711
cooperation	współpraca	trust	0.711
creditable	chlubny	trust	0.711
consistency	konsystencja	trust	0.711
allegiance	wierność	trust	0.711
cooperating	współpracujący	trust	0.711
straightforward	bezpośredni	trust	0.711
determination	determinacja	trust	0.711
justice	sprawiedliwość	trust	0.711
sanctuary	sanktuarium	trust	0.703
nurture	wychowanie	trust	0.703
innocent	niewinny	trust	0.703
admire	podziwiać	trust	0.703
assurance	zapewnienie	trust	0.703
morality	moralność	trust	0.703
prepared	przygotowany	trust	0.703
friendliness	życzliwość	trust	0.703
reliable	niezawodny	trust	0.703
mentor	mentor	trust	0.703
guardianship	opieka	trust	0.703
fulfilled	spełniony	trust	0.703
reverence	cześć	trust	0.703
proof	dowód	trust	0.703
admiration	podziw	trust	0.703
mother	mama	trust	0.703
protected	chroniony	trust	0.703
motherhood	macierzyństwo	trust	0.703
marriage	małżeństwo	trust	0.695
skillful	zręczny	trust	0.695
indestructible	niezniszczalna	trust	0.695
guardian	opiekun	trust	0.695
accountable	odpowiedzialny	trust	0.695
courage	odwaga	trust	0.695
bodyguard	ochroniarz	trust	0.695
agreeable	przyjemny	trust	0.695
scientist	naukowiec	trust	0.695
allied	sprzymierzony	trust	0.695
compassionate	współczujący	trust	0.695
humanitarian	humanitarny	trust	0.695
approving	pochlebny	trust	0.695
united	zjednoczony	trust	0.695
pact	pakt	trust	0.695
certified	atestowany	trust	0.695
morals	moralność	trust	0.695
esteem	szacunek	trust	0.688
secure	bezpieczne	trust	0.688
perfection	doskonałość	trust	0.688
guidance	poradnictwo	trust	0.688
competent	kompetentny	trust	0.688
authenticity	autentyczność	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	uzasadniony	trust	0.688
humanity	ludzkość	trust	0.688
solidity	solidność	trust	0.688
adviser	doradca	trust	0.688
pledge	zastaw	trust	0.688
believed	uwierzyli	trust	0.688
understanding	zrozumienie	trust	0.688
monogamy	monogamia	trust	0.688
expertise	ekspertyza	trust	0.680
diplomatic	dyplomatyczny	trust	0.680
confidential	poufny	trust	0.680
hope	nadzieja	trust	0.680
protector	ochraniacz	trust	0.680
agreeing	zgodzić się	trust	0.680
diligence	pracowitość	trust	0.680
official	urzędnik	trust	0.680
affirm	potwierdzać	trust	0.680
indivisible	niepodzielny	trust	0.680
grandfather	Dziadek	trust	0.680
humble	pokorny	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	rzecznictwo	trust	0.680
elders	starsi	trust	0.680
goodness	dobroć	trust	0.680
commendable	chwalebny	trust	0.680
inspire	inspirować	trust	0.680
approve	zatwierdzać	trust	0.680
confide	zwierzać	trust	0.680
professional	profesjonalny	trust	0.680
familiarity	znajomość	trust	0.680
leader	lider	trust	0.680
confirmed	zatwardziały	trust	0.680
acceptance	przyjęcie	trust	0.680
benevolence	życzliwość	trust	0.672
dignity	godność	trust	0.672
harmoniously	harmonijnie	trust	0.672
mastery	mistrzostwo	trust	0.672
unwavering	niezachwiany	trust	0.672
accredited	akredytowany	trust	0.672
healing	gojenie	trust	0.672
encyclopedia	encyklopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	uświęcać	trust	0.672
cohesive	spoisty	trust	0.672
covenant	przymierze	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	bezbłędny	trust	0.672
safe	bezpieczny	trust	0.672
intelligent	inteligentny	trust	0.672
merit	zasługa	trust	0.664
impeccable	bez zarzutu	trust	0.664
affirmatively	afirmatywnie	trust	0.664
spiritual	duchowy	trust	0.664
advocate	rzecznik	trust	0.664
team	zespół	trust	0.664
heroic	heroiczny	trust	0.664
communicate	komunikować się	trust	0.664
disciple	uczeń	trust	0.664
expert	ekspert	trust	0.664
proficient	biegły	trust	0.664
specialist	specjalista	trust	0.664
ambassador	ambasador	trust	0.664
accept	zaakceptować	trust	0.664
attestation	zaświadczenie	trust	0.664
supporting	wspierający	trust	0.664
reliance	poleganie	trust	0.664
authority	autorytet	trust	0.664
accountability	odpowiedzialność	trust	0.664
guidebook	przewodnik	trust	0.664
fulfillment	spełnienie	trust	0.664
strengthening	wzmacniający	trust	0.661
familiar	znajomy	trust	0.656
facts	fakty	trust	0.656
achieve	osiągać	trust	0.656
warranty	Gwarancja	trust	0.656
structure	Struktura	trust	0.656
steadfast	niezłomny	trust	0.656
favorable	korzystny	trust	0.656
counsel	rada	trust	0.656
relationship	związek	trust	0.656
scientific	naukowy	trust	0.656
gentleman	pan	trust	0.656
strength	siła	trust	0.656
elder	starszy	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	świętość	trust	0.656
excellent	doskonały	trust	0.656
proficiency	biegłość	trust	0.656
constancy	stałość	trust	0.656
defended	broniony	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	polegać	trust	0.648
heroism	bohaterstwo	trust	0.648
peaceful	spokojna	trust	0.648
competency	kompetencja	trust	0.648
assuredly	zapewne	trust	0.648
brother	brat	trust	0.648
counselor	doradca	trust	0.648
successful	odnoszący sukcesy	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	ochronny	trust	0.648
saint	święty	trust	0.648
harmony	Harmonia	trust	0.648
matrimony	małżeństwo	trust	0.648
noble	szlachetny	trust	0.648
inspiration	Inspiracja	trust	0.648
academic	akademicki	trust	0.648
assist	wspierać	trust	0.648
agreed	Zgoda	trust	0.648
uphold	podtrzymywać	trust	0.648
comrade	towarzysz	trust	0.648
lovable	sympatyczny	trust	0.648
advisable	wskazany	trust	0.648
solidarity	solidarność	trust	0.648
worthy	godny	trust	0.643
durability	trwałość	trust	0.641
coexist	współistnieć	trust	0.641
assure	gwarantować	trust	0.641
establish	ustalić	trust	0.641
benefactor	dobroczyńca	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	prowadzący	trust	0.641
loving	kochający	trust	0.641
teacher	nauczyciel	trust	0.641
judiciary	sądownictwo	trust	0.641
conscientious	sumienny	trust	0.641
confidence	pewność siebie	trust	0.641
lawful	legalny	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	wyświęcony	trust	0.641
champion	mistrz	trust	0.641
unity	jedność	trust	0.641
legal	prawny	trust	0.641
kind	uprzejmy	trust	0.641
credence	wiara	trust	0.641
real	real	trust	0.641
doctor	lekarz	trust	0.641
intimate	intymny	trust	0.634
hopeful	pełen nadziei	trust	0.633
fortitude	hart	trust	0.633
physician	Lekarz	trust	0.633
brotherly	braterski	trust	0.633
aspiration	dążenie	trust	0.633
convincing	przekonujący	trust	0.633
sanctification	uświęcenie	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hołd	trust	0.633
courageous	odważny	trust	0.633
soundness	solidność	trust	0.633
legitimacy	prawowitość	trust	0.633
endorse	podpisać się	trust	0.633
fidelity	wierność	trust	0.633
bless	błogosławić	trust	0.633
judicial	sądowy	trust	0.633
important	ważny	trust	0.633
saintly	świętobliwy	trust	0.633
conscience	sumienie	trust	0.633
therapeutic	terapeutyczny	trust	0.633
authorize	autoryzować	trust	0.633
devotional	nabożny	trust	0.633
practiced	doświadczony	trust	0.633
backbone	kręgosłup	trust	0.633
approved	zatwierdzony	trust	0.633
evident	oczywisty	trust	0.625
encourage	zachęcać	trust	0.625
caretaker	dozorca	trust	0.625
regard	wzgląd	trust	0.625
angel	anioł	trust	0.625
engaged	zaręczony	trust	0.625
blessing	błogosławieństwo	trust	0.625
professorship	profesura	trust	0.625
majestic	majestatyczny	trust	0.625
communication	komunikacja	trust	0.625
purify	oczyścić	trust	0.625
authorization	upoważnienie	trust	0.625
wonderful	wspaniale	trust	0.625
achievement	osiągnięcie	trust	0.625
fireman	strażak	trust	0.625
certify	poświadczać	trust	0.625
civilized	cywilizowany	trust	0.625
profound	głęboki	trust	0.625
accurate	dokładny	trust	0.625
assured	zapewniony	trust	0.625
positivity	pozytywność	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	dobry	trust	0.617
absolution	rozgrzeszenie	trust	0.617
commend	pochwalić	trust	0.617
cherish	kochać	trust	0.617
fundamental	fundamentalny	trust	0.617
advice	Rada	trust	0.617
objective	cel	trust	0.617
optimism	optymizm	trust	0.617
testament	testament	trust	0.617
qualities	cechy	trust	0.617
haven	przystań	trust	0.617
heroine	bohaterka	trust	0.617
constantly	stale	trust	0.617
appreciation	uznanie	trust	0.617
triumphant	tryumfalny	trust	0.617
accord	porozumienie	trust	0.617
reassure	uspokajać	trust	0.617
truce	rozejm	trust	0.617
thoughtful	rozważny	trust	0.617
teach	nauczać	trust	0.617
god	Bóg	trust	0.617
corroborate	potwierdzać	trust	0.617
believer	Wierny	trust	0.617
unimpeachable	bez zarzutu	trust	0.617
surety	pewność	trust	0.617
attentive	uważny	trust	0.617
gospel	ewangelia	trust	0.617
bedrock	podłoże skalne	trust	0.617
approvement	zatwierdzenie	trust	0.617
planning	planowanie	trust	0.617
rational	racjonalny	trust	0.617
passionate	namiętny	trust	0.617
happy	szczęśliwy	trust	0.609
babysitter	opiekunka dziecięca	trust	0.609
brilliant	znakomity	trust	0.609
praise	pochwała	trust	0.609
definitive	ostateczny	trust	0.609
considerate	taktowny	trust	0.609
patron	patron	trust	0.609
scripture	pismo	trust	0.609
heal	uzdrowić	trust	0.609
praiseworthy	godny pochwały	trust	0.609
steward	Steward	trust	0.609
awareness	świadomość	trust	0.609
officer	oficer	trust	0.609
purification	oczyszczenie	trust	0.609
excel	przewyższać	trust	0.609
civilization	cywilizacja	trust	0.609
liking	gust	trust	0.609
comfort	komfort	trust	0.609
magnificence	wspaniałość	trust	0.609
notary	notariusz	trust	0.609
progression	postęp	trust	0.609
mediator	mediator	trust	0.609
blessings	błogosławieństwa	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	polecić	trust	0.609
brave	odważny	trust	0.602
experienced	doświadczony	trust	0.602
steady	stały	trust	0.602
enlightenment	oświecenie	trust	0.602
brighten	rozjaśnić	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	spełnić	trust	0.602
witness	świadek	trust	0.602
humility	pokora	trust	0.602
sympathetic	współczujący	trust	0.602
helpful	pomocny	trust	0.602
symmetry	symetria	trust	0.602
unquestionable	niewątpliwy	trust	0.602
peace	pokój	trust	0.602
transcendence	transcendencja	trust	0.602
serenity	spokój	trust	0.602
embrace	uścisk	trust	0.602
inspired	natchniony	trust	0.602
mainstay	filar	trust	0.602
unconditional	bezwarunkowy	trust	0.602
guarded	ostrożny	trust	0.602
identify	zidentyfikować	trust	0.602
marry	ożenić	trust	0.594
grant	dotacja	trust	0.594
depend	zależeć	trust	0.594
complimentary	pochlebny	trust	0.594
spouse	małżonka	trust	0.594
tranquility	spokój	trust	0.594
vigilant	czujny	trust	0.594
ministry	ministerstwo	trust	0.594
fairly	dość	trust	0.594
philanthropic	filantropijny	trust	0.594
openly	otwarcie	trust	0.594
generous	hojny	trust	0.594
strengthen	wzmacniać	trust	0.594
gratitude	wdzięczność	trust	0.594
befriend	zaprzyjaźnić się z	trust	0.594
substantiate	uzasadniać	trust	0.594
praised	chwalony	trust	0.594
admiral	admirał	trust	0.594
regent	regent	trust	0.594
sage	szałwia	trust	0.594
assessment	oszacowanie	trust	0.594
enlighten	oświecać	trust	0.594
eminence	eminencja	trust	0.594
commendation	pochwała	trust	0.594
efficient	wydajny	trust	0.594
nurse	pielęgniarka	trust	0.594
visionary	wizjoner	trust	0.594
generosity	hojność	trust	0.594
vigilance	czujność	trust	0.594
endowment	obdarowanie	trust	0.594
council	rada	trust	0.594
sweetheart	kochanie	trust	0.589
attest	zaświadczać	trust	0.586
prestige	prestiż	trust	0.586
serene	spokojny	trust	0.586
unfailing	niezawodny	trust	0.586
testimony	świadectwo	trust	0.586
checklist	lista kontrolna	trust	0.586
inheritance	dziedzictwo	trust	0.586
monk	mnich	trust	0.586
godly	pobożny	trust	0.586
compliance	spełnienie	trust	0.586
rooted	ukorzeniony	trust	0.586
constitutional	konstytucyjny	trust	0.586
conservation	ochrona	trust	0.586
bylaw	zarządzenie	trust	0.586
helper	pomocnik	trust	0.586
joyful	radosny	trust	0.586
collectively	zbiorowo	trust	0.586
meritorious	zasłużony	trust	0.586
acclaim	oklaskiwać	trust	0.586
diplomacy	dyplomacja	trust	0.586
educational	edukacyjny	trust	0.586
husbandry	uprawa roli	trust	0.586
share	dzielić	trust	0.586
enjoying	ciesząc	trust	0.586
firmness	jędrność	trust	0.586
convince	przekonać	trust	0.586
designation	Przeznaczenie	trust	0.586
tribe	plemię	trust	0.586
victory	zwycięstwo	trust	0.586
magnificent	wspaniały	trust	0.586
lovely	śliczny	trust	0.586
seniority	starszeństwo	trust	0.586
angelic	anielski	trust	0.586
ambition	ambicja	trust	0.586
father	ojciec	trust	0.586
mate	kumpel	trust	0.586
sobriety	trzeźwość	trust	0.586
revere	czcić	trust	0.586
delegate	delegat	trust	0.586
navigator	nawigator	trust	0.578
watchdog	pies podwórzowy	trust	0.578
obey	być posłusznym	trust	0.578
cheerfulness	wesołość	trust	0.578
inviting	atrakcyjny	trust	0.578
judge	sędzia	trust	0.578
irrefutable	niezbity	trust	0.578
philanthropist	filantrop	trust	0.578
careful	ostrożny	trust	0.578
communion	komunia	trust	0.578
coexisting	współistniejący	trust	0.578
impartiality	bezstronność	trust	0.578
unquestioned	niezaprzeczony	trust	0.578
upright	pionowo	trust	0.578
authoritative	autorytatywny	trust	0.578
structural	strukturalny	trust	0.578
convinced	przekonany	trust	0.578
smile	uśmiech	trust	0.578
commandant	dowódca	trust	0.578
dutiful	dbający	trust	0.578
shelter	schron	trust	0.578
revival	odrodzenie	trust	0.578
professor	profesor	trust	0.578
adore	adorować	trust	0.578
legalized	zalegalizowane	trust	0.578
punctual	punktualny	trust	0.570
counsellor	doradca	trust	0.570
complement	komplement	trust	0.570
corroboration	potwierdzenie	trust	0.570
immaculate	nieskazitelny	trust	0.570
relative	krewny	trust	0.570
apostle	apostoł	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	łączący	trust	0.570
insure	ubezpieczać	trust	0.570
plausible	do przyjęcia	trust	0.570
consult	konsultować	trust	0.570
modest	skromny	trust	0.570
measured	wymierzony	trust	0.570
pilot	pilot	trust	0.570
collaborator	współpracownik	trust	0.570
advise	doradzać	trust	0.570
cuddle	przytulać	trust	0.570
ordinance	rozporządzenie	trust	0.570
compass	kompas	trust	0.570
guide	przewodnik	trust	0.570
everlasting	wieczny	trust	0.570
adhering	przyleganie	trust	0.570
determinate	zdeterminować	trust	0.570
heavenly	niebiański	trust	0.570
principal	dyrektor	trust	0.570
abundance	obfitość	trust	0.570
matron	matrona	trust	0.570
unequivocal	jednoznaczny	trust	0.570
volunteers	wolontariusze	trust	0.570
pedigree	genealogia	trust	0.570
unquestionably	bezsprzecznie	trust	0.570
pertinent	trafny	trust	0.562
devout	pobożny	trust	0.562
curable	uleczalny	trust	0.562
insight	wgląd	trust	0.562
congregation	kongregacja	trust	0.562
admit	przyznać	trust	0.562
pleasant	przyjemne	trust	0.562
vigorous	energiczny	trust	0.562
fort	fort	trust	0.562
remarkable	znakomity	trust	0.562
content	zadowolony	trust	0.562
spotless	nieskazitelny	trust	0.562
uplift	podnieść	trust	0.562
compensate	kompensować	trust	0.562
lovemaking	uprawianie miłości	trust	0.562
jury	jury	trust	0.562
jurist	prawnik	trust	0.562
soothing	kojący	trust	0.562
ordination	wyświęcenie	trust	0.562
cohesion	spójność	trust	0.562
frankness	szczerość	trust	0.562
strong	silny	trust	0.562
miracle	cud	trust	0.562
concordance	zgodność	trust	0.562
applaud	bić brawo	trust	0.562
prize	nagroda	trust	0.562
apostolic	apostolski	trust	0.562
succeeding	kolejny	trust	0.562
vitality	witalność	trust	0.562
treasurer	skarbnik	trust	0.562
save	zapisać	trust	0.562
earn	zarabiać	trust	0.562
midwife	położna	trust	0.555
discretion	dyskrecja	trust	0.555
worship	kult	trust	0.555
constant	stały	trust	0.555
foresight	dalekowzroczność	trust	0.555
vote	głosować	trust	0.555
cultivate	kultywować	trust	0.555
impartial	bezstronny	trust	0.555
illumination	oświetlenie	trust	0.555
ambulance	ambulans	trust	0.555
privacy	Prywatność	trust	0.555
succeed	osiągnąć sukces	trust	0.555
providing	że	trust	0.555
veteran	weteran	trust	0.555
patience	cierpliwość	trust	0.555
prophet	prorok	trust	0.555
coach	trener	trust	0.555
intuition	intuicja	trust	0.555
reconciliation	pojednanie	trust	0.555
defender	obrońca	trust	0.555
coalesce	łączyć	trust	0.555
mediate	pośredniczyć	trust	0.555
precedence	precedens	trust	0.555
congruence	stosowność	trust	0.555
buddy	kumpel	trust	0.555
reunion	Reunion	trust	0.555
restorative	wzmacniający	trust	0.555
destined	przeznaczone	trust	0.555
physicist	fizyk	trust	0.555
influential	wpływowy	trust	0.555
exalt	wywyższać	trust	0.555
greatness	wielkość	trust	0.555
inclusion	włączenie	trust	0.555
auditor	rewident księgowy	trust	0.555
meditate	medytować	trust	0.555
betrothed	narzeczony	trust	0.555
proud	dumny	trust	0.547
provide	zapewniać	trust	0.547
conciliation	pojednanie	trust	0.547
ancestral	rodowy	trust	0.547
liberty	wolność	trust	0.547
durable	trwały	trust	0.547
impenetrable	niedostępny	trust	0.547
prudent	ostrożny	trust	0.547
invocation	wezwanie	trust	0.547
engaging	ujmujący	trust	0.547
statement	komunikat	trust	0.547
rejoice	cieszyć	trust	0.547
cheer	dopingować	trust	0.547
eyewitness	naoczny świadek	trust	0.547
prevalent	rozpowszechniony	trust	0.547
securities	papiery wartościowe	trust	0.547
friendly	przyjazny	trust	0.547
salvation	zbawienie	trust	0.547
independence	niezależność	trust	0.547
govern	rządzić	trust	0.547
forgive	przebaczyć	trust	0.547
commanding	imponujący	trust	0.547
convent	klasztor	trust	0.547
reinforcement	wzmocnienie	trust	0.547
law	prawo	trust	0.547
registry	rejestr	trust	0.547
temperate	umiarkowany	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	gotowość	trust	0.547
heritage	dziedzictwo	trust	0.547
chronicle	kronika	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	instytut	trust	0.539
applause	oklaski	trust	0.539
architecture	architektura	trust	0.539
obvious	oczywisty	trust	0.539
recovery	poprawa	trust	0.539
inimitable	nie do naśladowania	trust	0.539
relevant	istotnych	trust	0.539
responsive	czuły	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instrukcje	trust	0.539
define	definiować	trust	0.539
delightful	zachwycający	trust	0.539
antidote	antidotum	trust	0.539
admitting	przyznać	trust	0.539
psalms	psalmy	trust	0.539
stamina	wytrzymałość	trust	0.539
majority	większość	trust	0.539
inoculation	szczepienie ochronne	trust	0.539
perfect	idealny	trust	0.539
obedience	posłuszeństwo	trust	0.539
memorable	niezapomniany	trust	0.539
chastity	czystość	trust	0.539
proctor	cenzor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	prawidłowość	trust	0.539
forefathers	przodkowie	trust	0.539
immovable	nieruchomy	trust	0.539
eager	chętny	trust	0.539
aspiring	ambitny	trust	0.539
obliging	uczynny	trust	0.539
reinforcements	wzmocnienia	trust	0.539
tantamount	równoznaczny	trust	0.539
exalted	egzaltowany	trust	0.539
hospital	szpital	trust	0.531
retirement	przejście na emeryturę	trust	0.531
strive	starać się	trust	0.531
edification	pozytywny wpływ	trust	0.531
candid	szczery	trust	0.531
deed	czyn	trust	0.531
school	szkoła	trust	0.531
cradle	kolebka	trust	0.531
transcript	transkrypcja	trust	0.531
accompaniment	akompaniament	trust	0.531
doubtless	niewątpliwie	trust	0.531
rescue	ratować	trust	0.531
seal	foka	trust	0.531
expedient	korzystny	trust	0.531
ballot	balotować	trust	0.531
deliverance	uwolnienie	trust	0.531
heavens	niebiosa	trust	0.531
fraternal	braterski	trust	0.531
dependent	zależny	trust	0.531
answerable	odpowiedzialny za coś	trust	0.531
center	Centrum	trust	0.531
analyst	analityk	trust	0.531
firstborn	pierworodny	trust	0.531
bloom	kwiat	trust	0.531
inseparable	nierozerwalny	trust	0.531
bride	panna młoda	trust	0.531
evergreen	zimozielony	trust	0.531
princely	książęcy	trust	0.531
immunization	immunizacja	trust	0.531
refuge	schronienie	trust	0.531
verily	zaiste	trust	0.531
omniscient	wszechwiedzący	trust	0.531
terms	warunki	trust	0.531
sponsor	sponsor	trust	0.531
approbation	aprobata	trust	0.527
correctness	poprawność	trust	0.523
elevation	podniesienie	trust	0.523
neighbor	sąsiad	trust	0.523
unbroken	nieprzerwany	trust	0.523
countenance	oblicze	trust	0.523
hug	przytulać	trust	0.523
nobility	szlachta	trust	0.523
paragon	wzór doskonałości	trust	0.523
coronation	koronacja	trust	0.523
celebration	uroczystość	trust	0.523
graduation	ukończenie szkoły	trust	0.523
commonwealth	wspólnota	trust	0.523
dictionary	słownik	trust	0.523
powerful	potężny	trust	0.523
notable	znaczny	trust	0.523
account	konto	trust	0.523
winning	zwycięski	trust	0.523
honeymoon	Miesiąc miodowy	trust	0.523
improvement	poprawa	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kapelan	trust	0.523
ratify	ratyfikować	trust	0.523
connoisseur	znawca	trust	0.523
award	nagroda	trust	0.523
taught	nauczony	trust	0.523
adoration	adoracja	trust	0.523
salutary	zbawienny	trust	0.523
captivate	Urzec	trust	0.523
liberate	uwalniać	trust	0.523
unimpeached	niepokonany	trust	0.523
laureate	laureat	trust	0.523
benedictory	błogosławieństwo	trust	0.523
feeling	uczucie	trust	0.518
freely	swobodnie	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amen	trust	0.516
reverie	zaduma	trust	0.516
organization	organizacja	trust	0.516
framework	struktura	trust	0.516
sentinel	strażnik	trust	0.516
advent	Adwent	trust	0.516
inform	poinformować	trust	0.516
committee	komisja	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	myślący	trust	0.516
obstetrician	położnik	trust	0.516
enchanted	zaczarowany	trust	0.516
formative	kształtujący	trust	0.516
tribunal	trybunał	trust	0.516
association	stowarzyszenie	trust	0.516
remedy	zaradzić	trust	0.516
credit	kredyt	trust	0.516
nobleman	szlachcic	trust	0.516
predominant	dominujący	trust	0.516
measure	zmierzyć	trust	0.516
perpetuity	wieczność	trust	0.516
fully	całkowicie	trust	0.516
deserve	zasłużyć	trust	0.516
tender	delikatny	trust	0.516
pray	modlić się	trust	0.516
confession	wyznanie	trust	0.516
management	zarządzanie	trust	0.516
volunteer	wolontariusz	trust	0.509
instruct	pouczać	trust	0.508
virgin	dziewica	trust	0.508
constable	policjant	trust	0.508
reward	nagroda	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	kapłan	trust	0.508
policy	polityka	trust	0.508
confessional	konfesjonał	trust	0.508
savor	smak	trust	0.508
custodian	kustosz	trust	0.508
vouch	ręczyć	trust	0.508
tolerance	tolerancja	trust	0.508
unsurpassed	niezrównany	trust	0.508
venerable	czcigodny	trust	0.508
forgiving	wyrozumiały	trust	0.508
intact	nienaruszony	trust	0.508
diversity	różnorodność	trust	0.508
accolade	uznanie	trust	0.508
philosopher	filozof	trust	0.508
lieutenant	porucznik	trust	0.508
shepherd	pasterz	trust	0.508
courtship	zaloty	trust	0.508
sovereign	suwerenny	trust	0.508
medical	medyczny	trust	0.508
housewife	gospodyni domowa	trust	0.508
automatic	automatyczny	trust	0.508
patronage	patronat	trust	0.508
enable	włączyć	trust	0.508
admissible	dopuszczalny	trust	0.508
beautification	upiększanie	trust	0.508
synchronize	synchronizować	trust	0.500
info	info	trust	0.500
pontiff	biskup	trust	0.500
retain	zachować	trust	0.500
warden	opiekun	trust	0.500
majesty	majestat	trust	0.500
infallibility	nieomylność	trust	0.500
guru	guru	trust	0.500
apologetic	przepraszający	trust	0.500
darling	kochanie	trust	0.500
doctrine	doktryna	trust	0.500
related	związane z	trust	0.500
treasure	skarb	trust	0.500
infinity	nieskończoność	trust	0.500
romantic	romantyczny	trust	0.500
optimist	optymista	trust	0.500
timing	wyczucie czasu	trust	0.500
undying	nieśmiertelny	trust	0.500
personal	osobisty	trust	0.500
gateway	przejście	trust	0.500
instruction	instrukcja	trust	0.500
backer	zwolennik	trust	0.500
watchful	czujny	trust	0.500
badge	odznaka	trust	0.500
birth	narodziny	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	pobożny	trust	0.500
indelible	niezatarty	trust	0.500
superman	nadczłowiek	trust	0.500
guard	strzec	trust	0.500
vindication	windykacja	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	żywy	trust	0.500
constitute	stanowić	trust	0.492
jubilant	uradowany	trust	0.492
endow	wyposażyć	trust	0.492
improve	ulepszać	trust	0.492
contributor	współpracownik	trust	0.492
formality	formalność	trust	0.492
salute	salut	trust	0.492
inevitable	nieunikniony	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	rozjemca	trust	0.492
grow	rosnąć	trust	0.492
fellow	facet	trust	0.492
popularity	popularność	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	rzecznik	trust	0.492
synonymous	równoznaczny	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kościół	trust	0.492
hardy	wytrzymały	trust	0.492
privy	wtajemniczony	trust	0.492
psalm	psalm	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	atrakcja	trust	0.492
grandchildren	wnuki	trust	0.492
elegance	elegancja	trust	0.492
laudatory	pochwalny	trust	0.492
sheriff	szeryf	trust	0.492
radiance	blask	trust	0.492
harbor	port	trust	0.492
aspire	aspirować	trust	0.492
musical	musical	trust	0.492
chairman	przewodniczący	trust	0.492
moderator	moderator	trust	0.492
laudation	pochwała	trust	0.484
clean	czysty	trust	0.484
arbiter	arbiter	trust	0.484
crowning	koronny	trust	0.484
depth	głębokość	trust	0.484
forecast	prognoza	trust	0.484
colonel	pułkownik	trust	0.484
hire	zatrudnić	trust	0.484
found	uznany	trust	0.484
armor	zbroja	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	ulubiony	trust	0.484
voucher	talon	trust	0.484
affection	tkliwość	trust	0.484
path	ścieżka	trust	0.484
referee	Sędzia	trust	0.484
police	Policja	trust	0.484
countryman	rodak	trust	0.484
romance	romans	trust	0.484
diagnosis	diagnoza	trust	0.484
concord	zgoda	trust	0.484
enjoy	cieszyć się	trust	0.484
ranger	leśniczy	trust	0.484
confess	wyznać	trust	0.484
income	dochód	trust	0.484
assembly	montaż	trust	0.484
sweet	Słodkie	trust	0.484
like	lubić	trust	0.484
apologize	przepraszać	trust	0.477
sermon	kazanie	trust	0.477
pastor	pastor	trust	0.477
matter	materia	trust	0.477
glory	chwała	trust	0.477
lamb	owieczka	trust	0.477
lover	kochanek	trust	0.477
putative	domniemany	trust	0.477
expect	oczekiwać	trust	0.477
purely	czysto	trust	0.477
follow	śledzić	trust	0.477
parliament	parlament	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	żłobek	trust	0.477
episcopal	biskupi	trust	0.477
veracity	prawdziwość	trust	0.477
mathematical	matematyczny	trust	0.477
frank	szczery	trust	0.477
policeman	policjant	trust	0.477
word	słowo	trust	0.477
consul	konsul	trust	0.477
landmark	punkt orientacyjny	trust	0.477
calculator	kalkulator	trust	0.477
sterling	szterling	trust	0.477
signature	podpis	trust	0.477
votive	wotywny	trust	0.477
preponderance	przewaga	trust	0.477
sacrifice	poświęcać się	trust	0.477
underwrite	przyjąć do ubezpieczenia	trust	0.469
bridesmaid	druhna	trust	0.469
