word	Lao-lo	emotion	emotion-intensity-score
resisting	ຕ້ານທານ	sadness	0.309
sympathetic	sympathetic	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	ຍອມຮັບ	sadness	0.303
opium	opium	sadness	0.303
alas	ອືມ	sadness	0.302
setback	ຄວາມລົ້ມເຫລວ	sadness	0.297
halting	ຢຸດຊົ່ວຄາວ	sadness	0.297
incase	ໃນ​ກໍ​ລະ​ນີ	sadness	0.297
inappropriate	ບໍ່ເຫມາະສົມ	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migraine	sadness	0.297
incompatible	incompatible	sadness	0.297
dull	ຂົມຂື່ນ	sadness	0.297
discontinuity	ຄວາມບໍ່ຢຸດຢັ້ງ	sadness	0.297
wrinkled	wrinkled	sadness	0.297
suppress	ສະກັດກັ້ນ	sadness	0.297
weak	ອ່ອນແອ	sadness	0.297
mislead	ເຂົ້າໃຈຜິດ	sadness	0.297
subsidence	subsidence	sadness	0.297
hermit	hermit	sadness	0.296
moving	ການເຄື່ອນຍ້າຍ	sadness	0.295
shrink	shrink	sadness	0.295
shiver	shiver	sadness	0.291
tramp	tramp	sadness	0.288
constraint	constraint	sadness	0.288
unimportant	ບໍ່ສໍາຄັນ	sadness	0.288
rubble	rubble	sadness	0.282
excluding	ຍົກເວັ້ນ	sadness	0.281
revoke	ຖອນຄືນ	sadness	0.281
negro	negro	sadness	0.281
shortage	ການຂາດແຄນ	sadness	0.281
wearily	wearily	sadness	0.281
grey	ສີເທົາ	sadness	0.281
senseless	senseless	sadness	0.281
overdue	overdue	sadness	0.281
flinch	flinch	sadness	0.281
adverse	ເປັນທາງລົບ	sadness	0.281
remove	ເອົາອອກ	sadness	0.281
grumpy	ຂົມຂື່ນ	sadness	0.281
flop	flop	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	ການສາລະພາບ	sadness	0.281
timid	timid	sadness	0.281
down	ລົງ	sadness	0.281
unseat	unseat	sadness	0.281
apathy	ຄວາມບໍ່ສະຫງົບ	sadness	0.281
taint	taint	sadness	0.281
black	ສີດໍາ	sadness	0.281
knell	knell	sadness	0.275
jurisprudence	jurisprudence	sadness	0.273
humbled	humbled	sadness	0.273
confusion	ຄວາມສັບສົນ	sadness	0.273
soldier	soldier	sadness	0.273
throb	throb	sadness	0.273
gray	ສີເທົາ	sadness	0.269
obstacle	ອຸປະສັກ	sadness	0.266
lax	lax	sadness	0.266
eternity	ນິລັນດອນ	sadness	0.266
leaving	ອອກໄປ	sadness	0.266
unrealistic	unrealistic	sadness	0.266
mixedemotions	mixedemotions	sadness	0.266
slur	slur	sadness	0.266
drifted	ລ້າວ	sadness	0.266
remiss	remiss	sadness	0.266
shack	shack	sadness	0.266
inconvenient	ບໍ່ສະດວກ	sadness	0.263
restrict	ຈໍາກັດ	sadness	0.259
misrepresentation	misrepresentation	sadness	0.259
stagnant	stagnant	sadness	0.259
disservice	ເສຍໃຈ	sadness	0.258
backwater	backwater	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	wilderness	sadness	0.255
wasteful	ເສຍຫາຍ	sadness	0.250
labored	ເຮັດວຽກ	sadness	0.250
uneducated	uneducated	sadness	0.250
incomplete	ບໍ່ຄົບຖ້ວນ	sadness	0.250
older	ເກົ່າກວ່າເກົ່າ	sadness	0.250
speculation	speculation	sadness	0.250
undying	undying	sadness	0.250
pine	pine	sadness	0.250
tempest	tempest	sadness	0.250
humbug	humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	ຫນ້າກຽດຊັງ	sadness	0.250
unexplained	unexplained	sadness	0.250
communism	communism	sadness	0.250
error	ຜິດພາດ	sadness	0.250
anchorage	anchorage	sadness	0.250
rainyday	ມື້​ທີ່​ຝົນ​ຕົກ	sadness	0.242
demonstrative	ສະແດງໃຫ້ເຫັນ	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	ຄວາມຈໍາເປັນ	sadness	0.236
boredom	ຄວາມລໍາບາກ	sadness	0.235
misty	misty	sadness	0.234
warp	warp	sadness	0.234
trash	ຂີ້ເຫຍື້ອ	sadness	0.234
burke	burke	sadness	0.234
hollow	ຮູ	sadness	0.234
void	void	sadness	0.234
healing	ການປິ່ນປົວ	sadness	0.234
cloudy	ມີເມຄ	sadness	0.234
blockade	blockade	sadness	0.234
depart	ອອກເດີນທາງ	sadness	0.234
uninteresting	uninteresting	sadness	0.234
cancel	ຍົກເລີກ	sadness	0.234
sentence	ປະໂຫຍກ	sadness	0.234
foggy	foggy	sadness	0.234
pale	ສີຂີ້ເຖົ່າ	sadness	0.234
case	ກໍລະນີ	sadness	0.228
rainy	ຝົນຕົກ	sadness	0.227
onerous	ຢ່າງແຮງ	sadness	0.223
bottom	ດ້ານລຸ່ມ	sadness	0.223
uninterested	ບໍ່ສົນໃຈ	sadness	0.223
fasting	fasting	sadness	0.220
indifference	indifference	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	ການແກ້ໄຂ	sadness	0.219
discolored	ບໍ່ປ່ຽນແປງ	sadness	0.219
blunder	ຂໍ້ຜິດພະລາດ	sadness	0.219
thirst	ຫິວ	sadness	0.219
dole	dole	sadness	0.219
pious	pious	sadness	0.219
cocaine	cocaine	sadness	0.218
tough	tough	sadness	0.212
lower	ຕ່ໍາກວ່າ	sadness	0.203
sprain	sprain	sadness	0.203
arid	ແຫ້ງແລ້ງ	sadness	0.203
fat	ໄຂມັນ	sadness	0.203
revolution	ການປະຕິວັດ	sadness	0.203
chilly	chilly	sadness	0.203
chargeable	ຮັບຜິດຊອບ	sadness	0.203
sluggish	ຕື່ນເຕັ້ນ	sadness	0.203
yucky	yucky	sadness	0.203
hoary	hoary	sadness	0.203
wanting	ຕ້ອງການ	sadness	0.202
progression	progression	sadness	0.201
closure	ປິດ	sadness	0.195
unbeaten	unbeaten	sadness	0.193
veal	veal	sadness	0.188
retirement	ບໍານານ	sadness	0.188
oddity	ຄວາມແປກປະຫຼາດ	sadness	0.188
heartfelt	heartfelt	sadness	0.188
meh	meh	sadness	0.188
invalid	ບໍ່ຖືກຕ້ອງ	sadness	0.188
tease	tease	sadness	0.188
splitting	ການແບ່ງປັນ	sadness	0.188
interrupted	ຖືກລົບກວນ	sadness	0.188
rumor	ຂ່າວລື	sadness	0.188
cataract	cataract	sadness	0.188
rack	rack	sadness	0.188
halter	halter	sadness	0.188
cold	ເຢັນ	sadness	0.188
concerned	ກ່ຽວຂ້ອງ	sadness	0.184
sarcasm	sarcasm	sadness	0.181
strip	ລອກລອກ	sadness	0.179
esteem	esteem	sadness	0.172
feeling	ຄວາມຮູ້ສຶກ	sadness	0.172
overload	overload	sadness	0.172
divided	ແບ່ງອອກ	sadness	0.172
memories	ຄວາມຊົງຈໍາ	sadness	0.172
sap	sap	sadness	0.172
eschew	eschew	sadness	0.172
cupping	ເກີບ	sadness	0.172
destination	destination	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	ຈໍາກັດ	sadness	0.167
rain	ຝົນຕົກ	sadness	0.163
willful	willful	sadness	0.160
untitled	untitled	sadness	0.157
weeds	ຫຍ້າ	sadness	0.156
stint	stint	sadness	0.156
cross	ຂ້າມ	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	inconsequential	sadness	0.152
procession	ຂະບວນການ	sadness	0.152
tax	ພາສີ	sadness	0.142
lesbian	lesbian	sadness	0.141
emo	emo	sadness	0.141
overpriced	overpriced	sadness	0.141
tolerate	ທົນທານຕໍ່	sadness	0.141
mug	mug	sadness	0.141
weight	ນ້ໍາຫນັກ	sadness	0.141
touchy	touchy	sadness	0.140
kennel	kennel	sadness	0.130
grounded	ພື້ນຖານ	sadness	0.130
late	late	sadness	0.125
theocratic	theocratic	sadness	0.125
clouds	ຟັງ	sadness	0.125
terrific	terrific	sadness	0.125
commemorate	commemorate	sadness	0.125
meek	ອ່ອນແອ	sadness	0.125
stillness	ຄວາມງຽບສະຫງົບ	sadness	0.125
sisterhood	ເອື້ອຍນ້ອງ	sadness	0.125
socialist	ສັງຄົມນິຍົມ	sadness	0.125
unpaid	ບໍ່ຈ່າຍຄ່າ	sadness	0.125
margin	margin	sadness	0.125
default	Default	sadness	0.121
lace	lace	sadness	0.118
unpublished	unpublished	sadness	0.116
interested	ສົນໃຈ	sadness	0.114
fortress	fortress	sadness	0.110
fleece	fleece	sadness	0.109
rating	rating	sadness	0.109
lush	lush	sadness	0.109
harry	harry	sadness	0.109
priesthood	ຖານະປະໂລຫິດ	sadness	0.109
orchestra	orchestra	sadness	0.109
ultimate	ສຸດທ້າຍ	sadness	0.109
sanctify	sanctify	sadness	0.108
income	ລາຍ​ໄດ້	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	ຊະນະ	sadness	0.094
quiet	ງຽບ	sadness	0.094
boo	boo	sadness	0.094
vainly	vainly	sadness	0.091
wet	ຊຸ່ມຊື້ນ	sadness	0.078
hug	ອົກ	sadness	0.078
hut	hut	sadness	0.078
ovation	ovation	sadness	0.078
humble	ຖ່ອມຕົວ	sadness	0.078
motivating	ກະຕຸ້ນໃຈ	sadness	0.078
opera	opera	sadness	0.078
treat	ປິ່ນປົວ	sadness	0.076
hymn	ເພງສວດ	sadness	0.064
honest	ຊື່ສັດ	sadness	0.062
relics	relics	sadness	0.061
couch	couch	sadness	0.060
waffle	waffle	sadness	0.047
shell	ຫອຍ	sadness	0.045
musical	ດົນຕີ	sadness	0.045
savor	savor	sadness	0.034
vote	ລົງຜະລິດແນນ	sadness	0.031
napkin	ຜ້າຫົ່ມ	sadness	0.031
sing	sing	sadness	0.017
music	ເພງ	sadness	0.016
mother	ແມ່	sadness	0.016
nutritious	ໂພຊະນາການ	sadness	0.015
lovely	lovely	sadness	0.009
art	art	sadness	0.000
romance	romance	sadness	0.000
liquor	ເຫຼົ້າ	sadness	0.000
sweetheart	sweetheart	sadness	0.000
surprise	ແປກໃຈ	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	explode	surprise	0.906
explosion	ການລະເບີດ	surprise	0.898
explosive	ລະເບີດ	surprise	0.883
ambush	ambush	surprise	0.883
eruption	eruption	surprise	0.883
frighten	ຢ້ານກົວ	surprise	0.875
startle	ຫນ້າຢ້ານ	surprise	0.875
surprisingly	ຫນ້າແປກໃຈ	surprise	0.875
shockingly	ຫນ້າຢ້ານກົວ	surprise	0.875
surprising	ຫນ້າແປກໃຈ	surprise	0.867
frightened	ຢ້ານກົວ	surprise	0.867
surprised	ປະຫລາດໃຈ	surprise	0.867
thrilling	thrilling	surprise	0.859
miracle	ມະ​ຫັດ​ສະ​ຈັນ	surprise	0.859
outburst	outburst	surprise	0.859
blast	blast	surprise	0.852
alarm	ເຕືອນ	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	ຊັອກ	surprise	0.844
fright	ຄວາມຢ້ານກົວ	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	ຢ່າງບໍ່ຄາດຝັນ	surprise	0.836
catastrophe	catastrophe	surprise	0.836
dazzle	dazzle	surprise	0.836
emergency	ສຸກເສີນ	surprise	0.828
bewilderment	ຄວາມສັບສົນ	surprise	0.828
suddenly	ທັນທີທັນໃດ	surprise	0.828
startling	ຫນ້າຢ້ານ	surprise	0.828
astound	ອັນຕະລາຍ	surprise	0.820
stunned	stunned	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	ແຜ່ນດິນໄຫວ	surprise	0.812
disaster	ໄພພິບັດ	surprise	0.812
astonish	ປະຫລາດໃຈ	surprise	0.805
astonishment	ປະຫລາດໃຈ	surprise	0.805
climax	climax	surprise	0.805
aghast	aghast	surprise	0.805
scare	ຢ້ານ	surprise	0.797
awestruck	ຫນ້າຫວາດສຽວ	surprise	0.797
bomb	ລູກລະເບີດ	surprise	0.789
erupt	erupt	surprise	0.789
exclaim	ຮ້ອງໄຫ້	surprise	0.789
amazement	ປະຫລາດໃຈ	surprise	0.781
detonate	ລະເບີດ	surprise	0.773
alarming	ເປັນອັນຕະລາຍ	surprise	0.773
miraculous	miraculous	surprise	0.773
invade	invade	surprise	0.773
raid	raid	surprise	0.773
abduction	ການລ່ວງລະເມີດ	surprise	0.773
kidnap	kidnap	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	overwhelming	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	unpredictable	surprise	0.758
unimaginable	unimaginable	surprise	0.750
erratic	erratic	surprise	0.750
accident	ອຸບັດຕິເຫດ	surprise	0.750
outrageous	outrageous	surprise	0.750
flinch	flinch	surprise	0.742
blitz	blitz	surprise	0.742
petrify	petrify	surprise	0.742
slaughter	ການຂ້າສັດ	surprise	0.742
horror	horror	surprise	0.742
amaze	ປະຫລາດໃຈ	surprise	0.742
bewilder	bewilder	surprise	0.742
wreck	wreck	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	ຄວາມຕື່ນເຕັ້ນ	surprise	0.734
frenetic	frenetic	surprise	0.734
frantic	ຫນ້າຢ້ານ	surprise	0.734
crash	crash	surprise	0.734
sudden	ຢ່າງກະທັນຫັນ	surprise	0.727
riotous	ກັງວົນ	surprise	0.727
vanished	ຫາຍໄປ	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	outcry	surprise	0.727
bewildered	ຫນ້າຢ້ານ	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotage	surprise	0.719
shriek	shriek	surprise	0.719
breathless	breathless	surprise	0.719
scream	scream	surprise	0.719
manslaughter	ການລ່ວງລະເມີດ	surprise	0.719
rupture	rupture	surprise	0.719
unanticipated	unanticipated	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	uncontrollable	surprise	0.711
unexpected	unexpected	surprise	0.711
electrify	electrify	surprise	0.711
stun	stun	surprise	0.711
shot	ຍິງເປົ້າ	surprise	0.711
avalanche	avalanche	surprise	0.711
gasp	ກັງວົນ	surprise	0.711
unforeseen	unforeseen	surprise	0.703
slam	slam	surprise	0.703
surge	ເພີ່ມຂຶ້ນ	surprise	0.703
intruder	intruder	surprise	0.703
abrupt	ຢ່າງກະທັນຫັນ	surprise	0.703
suspense	suspense	surprise	0.703
devastation	devastation	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	volatility	surprise	0.695
excite	ຕື່ນເຕັ້ນ	surprise	0.695
unprecedented	unprecedented	surprise	0.695
stab	stab	surprise	0.695
urgent	ດ່ວນ	surprise	0.695
yell	ຮ້ອງໄຫ້	surprise	0.695
strike	ປະທ້ວງ	surprise	0.695
disturbance	ການລົບກວນ	surprise	0.688
carnage	carnage	surprise	0.688
spectacular	ຫນ້າປະທັບໃຈ	surprise	0.688
incredible	ເຫຼືອ​ເຊື່ອ	surprise	0.688
recklessness	ການບໍ່ປະຕິເສດ	surprise	0.680
slap	slap	surprise	0.680
monstrous	monstrous	surprise	0.680
clamor	ຈົ່ມວ່າ	surprise	0.680
thrill	ຕື່ນເຕັ້ນ	surprise	0.680
accidentally	ໂດຍບັງເອີນ	surprise	0.672
accidental	accidental	surprise	0.672
striking	striking	surprise	0.672
captivate	captivate	surprise	0.672
exhilaration	ຄວາມຕື່ນເຕັ້ນ	surprise	0.672
terrorist	terrorist	surprise	0.672
inexplicable	inexplicable	surprise	0.672
exciting	ຕື່ນເຕັ້ນ	surprise	0.672
topple	topple	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	volcano	surprise	0.664
revolution	ການປະຕິວັດ	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	incendiary	surprise	0.656
revolt	revolt	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	ບໍ່ສາມາດເວົ້າໄດ້	surprise	0.656
bloodshed	bloodshed	surprise	0.656
cyclone	cyclone	surprise	0.648
violent	ຮຸນແຮງ	surprise	0.648
disruption	disruption	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	unsuspecting	surprise	0.648
mutiny	mutiny	surprise	0.648
attacking	attacking	surprise	0.648
unintended	unintended	surprise	0.648
amazingly	amazingly	surprise	0.648
epidemic	ການແພ່ກະຈາຍ	surprise	0.648
shout	shout	surprise	0.641
screech	screech	surprise	0.641
wildfire	ປ່າທໍາມະຊາດ	surprise	0.641
indescribable	indescribable	surprise	0.641
enthusiasm	ຄວາມກະຕືລືລົ້ນ	surprise	0.641
excitation	ຕື່ນເຕັ້ນ	surprise	0.641
tumult	tumult	surprise	0.641
improvisation	improvisation	surprise	0.641
anomaly	anomaly	surprise	0.633
apparition	apparition	surprise	0.633
treachery	ການລ່ວງລະເມີດ	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	ບໍ່ແນ່ນອນ	surprise	0.633
plunder	plunder	surprise	0.633
tempest	tempest	surprise	0.625
trick	trick	surprise	0.625
slaughtering	ການຂ້າສັດ	surprise	0.625
wonderment	ສິ່ງມະຫັດສະຈັນ	surprise	0.625
excited	ຕື່ນເຕັ້ນ	surprise	0.625
sorcery	sorcery	surprise	0.625
murderous	murderous	surprise	0.625
urgency	ດ່ວນ	surprise	0.625
distress	ຄວາມຫຍຸ້ງຍາກ	surprise	0.625
mystery	ຄວາມລຶກລັບ	surprise	0.625
trickery	trickery	surprise	0.617
intense	ຢ່າງລຸນແຮງ	surprise	0.617
vanish	ຫາຍໄປ	surprise	0.617
murder	murder	surprise	0.617
quickness	ໄວ	surprise	0.617
intrusive	intrusive	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	ຕາບອດ	surprise	0.609
coup	coup	surprise	0.609
splash	splash	surprise	0.609
thief	ໂຈນ	surprise	0.609
magical	magical	surprise	0.609
unstable	ບໍ່ຫມັ້ນຄົງ	surprise	0.609
shatter	shatter	surprise	0.609
strangle	strangle	surprise	0.609
defy	defy	surprise	0.602
deluge	deluge	surprise	0.602
inconceivable	inconceivable	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	stupor	surprise	0.602
tackle	tackle	surprise	0.602
assail	assail	surprise	0.602
betray	betray	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	ແຈ້ງເຕືອນ	surprise	0.594
lightning	ຟ້າຜ່າ	surprise	0.594
mishap	mishap	surprise	0.594
shrill	shrill	surprise	0.594
stupendous	stupendous	surprise	0.594
mysterious	ຄວາມລຶກັບ	surprise	0.586
paralyzed	ບາດແຜ	surprise	0.586
randomly	randomly	surprise	0.586
bonus	bonus	surprise	0.586
deceit	ການຫລອກລວງ	surprise	0.586
wild	ປ່າທໍາມະຊາດ	surprise	0.586
pitfall	pitfall	surprise	0.586
wondrous	wondrous	surprise	0.586
uncanny	uncanny	surprise	0.586
electric	ໄຟຟ້າ	surprise	0.578
oddity	ຄວາມແປກປະຫຼາດ	surprise	0.578
death	ເສຍຊີວິດ	surprise	0.578
jubilant	jubilant	surprise	0.578
godsend	godend	surprise	0.578
stagger	stagger	surprise	0.578
raving	raving	surprise	0.578
rejoicing	ຍິນດີຕ້ອນຮັບ	surprise	0.578
premature	premature	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	ປະຫລາດໃຈ	surprise	0.578
revenge	revenge	surprise	0.570
dynamic	dynamic	surprise	0.570
dismay	ຕົກໃຈ	surprise	0.570
ecstatic	ecstatic	surprise	0.562
fascinate	fascinate	surprise	0.562
uncover	ເປີດເຜີຍ	surprise	0.562
jerk	jerk	surprise	0.562
reward	ລາງ​ວັນ	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	ປາກົດຂຶ້ນໃຫມ່	surprise	0.562
whim	whim	surprise	0.555
conjure	conjure	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	ສະຫວ່າງແຈ້ງ	surprise	0.547
rescue	ກູ້ໄພ	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	ຜູ້ຊະນະ	surprise	0.547
heroism	heroism	surprise	0.547
rarity	rarity	surprise	0.547
ejaculation	ejaculation	surprise	0.547
daze	daze	surprise	0.547
unbridled	unbridled	surprise	0.547
thwart	ຂັດຂວາງ	surprise	0.547
treason	treason	surprise	0.539
punch	punch	surprise	0.539
insult	insult	surprise	0.539
lunge	lunge	surprise	0.539
illusion	illusion	surprise	0.539
lucky	ໂຊກດີ	surprise	0.539
interrupt	ຂັດຂວາງ	surprise	0.539
cheer	ຍິນດີຕ້ອນຮັບ	surprise	0.539
celebration	ການສະຫລອງ	surprise	0.539
violation	ການລະເມີດ	surprise	0.539
marvel	ປະຫລາດໃຈ	surprise	0.539
sensation	ຄວາມຮູ້ສຶກ	surprise	0.531
fearfully	ຢ້ານກົວ	surprise	0.531
concealed	ຖືກປິດບັງ	surprise	0.531
banger	banger	surprise	0.531
affront	ຫນ້າຢ້ານກົວ	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	wonder	surprise	0.523
immediacy	immediacy	surprise	0.523
undiscovered	undiscovered	surprise	0.523
abandonment	ການຍົກເລີກ	surprise	0.523
rejoice	ປິຕິຍິນດີ	surprise	0.523
improvise	improvise	surprise	0.523
majestic	majestic	surprise	0.523
scorpion	scorpion	surprise	0.523
victimized	ຖືກເຄາະຮ້າຍ	surprise	0.523
liberate	ປົດປ່ອຍ	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	ລ້າໆ	surprise	0.516
tickle	tickle	surprise	0.516
chance	ໂອກາດ	surprise	0.516
howl	howl	surprise	0.516
swerve	swerve	surprise	0.508
reflex	reflex	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	ໂຊກດີ	surprise	0.508
magnificent	magnificent	surprise	0.508
transcendence	transcendence	surprise	0.508
garish	garish	surprise	0.508
unintentionally	unintentionally	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	infrequent	surprise	0.500
marvelous	ມະຫັດສະຈັນ	surprise	0.500
heroic	heroic	surprise	0.500
remarkable	ຫນ້າສົນໃຈ	surprise	0.500
fainting	fainting	surprise	0.500
slayer	slayer	surprise	0.500
erotic	erotic	surprise	0.500
enliven	enliven	surprise	0.500
alertness	ຄວາມວ່ອງໄວ	surprise	0.500
misbehavior	misbehavior	surprise	0.500
embarrassment	ຄວາມອັບອາຍຂາຍຫນ້າ	surprise	0.500
diversion	ການຫຼີກລ້ຽງ	surprise	0.500
unutterable	unutterable	surprise	0.492
nab	nab	surprise	0.492
camouflage	camouflage	surprise	0.492
trump	trump	surprise	0.492
decoy	decoy	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	ວັນເກີດ	surprise	0.492
greatness	ຄວາມຍິ່ງໃຫຍ່	surprise	0.492
zeal	zeal	surprise	0.484
prick	prick	surprise	0.484
magician	magician	surprise	0.484
underestimate	ຄາດເດົາ	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	inexpressible	surprise	0.484
daemon	daemon	surprise	0.484
variable	variable	surprise	0.484
curiosity	curiosity	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	unguarded	surprise	0.477
chicane	chicane	surprise	0.477
fortune	fortune	surprise	0.477
sneeze	sneeze	surprise	0.477
illumination	illumination	surprise	0.477
incident	ເຫດການ	surprise	0.477
dreadfully	dreadfully	surprise	0.477
strange	strange	surprise	0.477
subversive	subversive	surprise	0.477
reversal	reversal	surprise	0.469
prowl	prowl	surprise	0.469
rapid	ຢ່າງໄວວາ	surprise	0.469
leery	leery	surprise	0.469
wizard	wizard	surprise	0.469
coincidence	coincidence	surprise	0.461
hilarious	hilarious	surprise	0.461
divergent	ແຕກຕ່າງກັນ	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ພັກຜ່ອນ	surprise	0.461
slip	ລ້າໆ	surprise	0.461
wonderful	ສິ່ງມະຫັດ	surprise	0.453
hoax	hoax	surprise	0.453
winning	ຊະນະ	surprise	0.453
overestimate	ເກີນໄປ	surprise	0.453
confession	ການສາລະພາບ	surprise	0.453
ordeal	ordeal	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	ຄວາມສຸກ	surprise	0.453
raffle	raffle	surprise	0.453
stound	stound	surprise	0.445
laughter	laughter	surprise	0.445
enthusiast	enthusiast	surprise	0.445
splendid	splendid	surprise	0.445
feat	feat	surprise	0.445
perchance	perchance	surprise	0.445
excel	excel	surprise	0.445
gambling	ການພະນັນ	surprise	0.445
unintentional	unintentional	surprise	0.438
brighten	brighten	surprise	0.438
changeable	ປ່ຽນແປງໄດ້	surprise	0.438
rapt	rapt	surprise	0.438
unique	ເປັນເອກະລັກ	surprise	0.438
splendor	splendor	surprise	0.438
senseless	senseless	surprise	0.438
gift	ຂອງຂວັນ	surprise	0.430
fascination	fascination	surprise	0.430
trepidation	ຄວາມຢ້ານກົວ	surprise	0.430
stealthy	stealthy	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	ພໍໃຈ	surprise	0.430
lawsuit	ກົດຫມາຍວ່າດ້ວຍ	surprise	0.430
intrigue	intrigue	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	ຕົ້ນສະບັບ	surprise	0.422
riddle	riddle	surprise	0.422
judgment	ການຕັດສິນໃຈ	surprise	0.422
enchant	enchant	surprise	0.422
stealth	stealth	surprise	0.422
veracity	veracity	surprise	0.414
elusive	ຫາຍາກ	surprise	0.414
perjury	ການຂົ່ມເຫັງ	surprise	0.414
spirits	ວິນຍານ	surprise	0.414
liberation	ການເປີດເສລີ	surprise	0.414
illegitimate	illegitimate	surprise	0.414
syncope	syncope	surprise	0.414
experiment	ທົດລອງ	surprise	0.414
gambler	ນັກພະນັນ	surprise	0.406
eager	eager	surprise	0.406
inspired	ໄດ້ຮັບການດົນໃຈ	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	applause	surprise	0.406
allure	ປະຫລາດໃຈ	surprise	0.406
parade	parade	surprise	0.406
princely	prince	surprise	0.398
divorce	ການຢ່າຮ້າງ	surprise	0.398
guess	guess	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	ຄວາມລັບ	surprise	0.398
aspiration	aspiration	surprise	0.391
peri	peri	surprise	0.391
cheerful	ມີຄວາມສຸກ	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	supremacy	surprise	0.391
incontinence	incontinence	surprise	0.391
inheritance	ມໍລະດົກ	surprise	0.383
score	ຜະລິດແນນ	surprise	0.383
lose	ສູນເສຍ	surprise	0.383
crowning	ຍອດຮອນ	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	ຫນ້າສົນໃຈ	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	mystic	surprise	0.375
succeed	ປະສົບຜົນສໍາເລັດ	surprise	0.375
advance	ລ່ວງຫນ້າ	surprise	0.375
sparkle	ປາດສະຈາກ	surprise	0.367
hope	ຫວັງວ່າ	surprise	0.367
joker	joker	surprise	0.367
sensual	sensual	surprise	0.367
excavation	ການຂຸດຄົ້ນ	surprise	0.367
feeling	ຄວາມຮູ້ສຶກ	surprise	0.359
entertainment	ການບັນເທີງ	surprise	0.359
clown	clown	surprise	0.352
newcomer	newcomer	surprise	0.352
modify	ແກ້ໄຂ	surprise	0.352
award	ລາງວັນ	surprise	0.352
blessings	ພອນ	surprise	0.352
postponement	ການຍົກເລີກ	surprise	0.352
obit	obit	surprise	0.352
celebrity	ສະເຫຼີມສະຫຼອງ	surprise	0.344
