word	Croatian-hr	emotion	emotion-intensity-score
cocaine	kokain	sadness	0.218
tough	tvrd	sadness	0.212
lower	niži	sadness	0.203
sprain	uganuti	sadness	0.203
arid	suh	sadness	0.203
fat	mast	sadness	0.203
revolution	revolucija	sadness	0.203
chilly	prohladan	sadness	0.203
chargeable	naplativ	sadness	0.203
sluggish	trom	sadness	0.203
yucky	yucky	sadness	0.203
hoary	sijed	sadness	0.203
wanting	u nedostatku	sadness	0.202
progression	progresija	sadness	0.201
closure	zatvaranje	sadness	0.195
unbeaten	neišiban	sadness	0.193
veal	teletina	sadness	0.188
retirement	povlačenje	sadness	0.188
oddity	nastranost	sadness	0.188
heartfelt	iskren	sadness	0.188
meh	meh	sadness	0.188
invalid	nevažeći	sadness	0.188
tease	zafrkavati	sadness	0.188
splitting	cijepanje	sadness	0.188
interrupted	isprekidan	sadness	0.188
rumor	glasina	sadness	0.188
cataract	katarakt	sadness	0.188
rack	razbijati	sadness	0.188
halter	ular	sadness	0.188
cold	hladno	sadness	0.188
concerned	zabrinut	sadness	0.184
sarcasm	sarkazam	sadness	0.181
strip	traka	sadness	0.179
esteem	poštovanje	sadness	0.172
feeling	osjećaj	sadness	0.172
overload	preopterećenje	sadness	0.172
divided	podijeljen	sadness	0.172
memories	sjećanja	sadness	0.172
sap	budala	sadness	0.172
eschew	izbjegavati	sadness	0.172
cupping	proces puštanja krvi	sadness	0.172
destination	odredište	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	ograničen	sadness	0.167
rain	kiša	sadness	0.163
willful	samovoljan	sadness	0.160
untitled	bez naslova	sadness	0.157
weeds	korov	sadness	0.156
stint	ograničenje	sadness	0.156
cross	križ	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	frka	sadness	0.154
inconsequential	nedosljedan	sadness	0.152
procession	procesija	sadness	0.152
tax	porez	sadness	0.142
lesbian	lezbijka	sadness	0.141
emo	emo	sadness	0.141
overpriced	precijenjen	sadness	0.141
tolerate	tolerirati	sadness	0.141
mug	šalica	sadness	0.141
weight	težina	sadness	0.141
touchy	osjetljiv	sadness	0.140
kennel	kućica za psa	sadness	0.130
grounded	osnovan	sadness	0.130
late	kasno	sadness	0.125
theocratic	teokratski	sadness	0.125
clouds	oblaci	sadness	0.125
terrific	nevjerojatan	sadness	0.125
commemorate	komemoracija	sadness	0.125
meek	krotak	sadness	0.125
stillness	tišina	sadness	0.125
sisterhood	sestrinstvo	sadness	0.125
socialist	socijalista	sadness	0.125
unpaid	neplaćen	sadness	0.125
margin	margina	sadness	0.125
default	zadano	sadness	0.121
lace	čipka	sadness	0.118
unpublished	neobjavljen	sadness	0.116
interested	zainteresiran	sadness	0.114
fortress	tvrđava	sadness	0.110
fleece	runo	sadness	0.109
rating	klijenata	sadness	0.109
lush	bujan	sadness	0.109
harry	harati	sadness	0.109
priesthood	sveštenstvo	sadness	0.109
orchestra	orkestar	sadness	0.109
ultimate	ultimativno	sadness	0.109
sanctify	posvetiti	sadness	0.108
income	prihod	sadness	0.100
sonnet	sonet	sadness	0.094
winning	osvajanjem	sadness	0.094
quiet	miran	sadness	0.094
boo	izviždati	sadness	0.094
vainly	uzaludno	sadness	0.091
wet	mokar	sadness	0.078
hug	zagrliti	sadness	0.078
hut	koliba	sadness	0.078
ovation	ovacija	sadness	0.078
humble	skroman	sadness	0.078
motivating	motivirajući	sadness	0.078
opera	opera	sadness	0.078
treat	liječiti	sadness	0.076
hymn	himna	sadness	0.064
honest	pošten, čestit	sadness	0.062
relics	mošti	sadness	0.061
couch	kauč	sadness	0.060
waffle	blebetanje	sadness	0.047
shell	ljuska	sadness	0.045
musical	mjuzikl	sadness	0.045
savor	uživati	sadness	0.034
vote	glasanje	sadness	0.031
napkin	ubrus	sadness	0.031
sing	pjevati	sadness	0.017
music	glazba, muzika	sadness	0.016
mother	majka	sadness	0.016
nutritious	hranljiv	sadness	0.015
lovely	lijep	sadness	0.009
art	umjetnost	sadness	0.000
romance	romantika	sadness	0.000
liquor	alkoholno piće	sadness	0.000
sweetheart	draga	sadness	0.000
surprise	iznenađenje	surprise	0.930
flabbergast	zapanjiti	surprise	0.906
explode	eksplodirati	surprise	0.906
explosion	Eksplozija	surprise	0.898
explosive	Eksplozivno	surprise	0.883
ambush	zasjeda	surprise	0.883
eruption	erupcija	surprise	0.883
frighten	uplašiti	surprise	0.875
startle	uzdrhtati	surprise	0.875
surprisingly	iznenađujuče	surprise	0.875
shockingly	šokantno	surprise	0.875
surprising	iznenađujuće	surprise	0.867
frightened	uplašen	surprise	0.867
surprised	iznenađen	surprise	0.867
thrilling	uzbudljiv	surprise	0.859
miracle	čudo	surprise	0.859
outburst	izljev	surprise	0.859
blast	eksplozija	surprise	0.852
alarm	alarm	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	protresti	surprise	0.844
thunderstruck	zabezeknut	surprise	0.844
shock	šok	surprise	0.844
fright	strah	surprise	0.836
bang	prasak	surprise	0.836
unexpectedly	neočekivano	surprise	0.836
catastrophe	katastrofa	surprise	0.836
dazzle	zasjeniti	surprise	0.836
emergency	hitan	surprise	0.828
bewilderment	zbunjenost	surprise	0.828
suddenly	iznenada	surprise	0.828
startling	potresan	surprise	0.828
astound	zapanjiti	surprise	0.820
stunned	zapanjen	surprise	0.820
jackpot	glavni zgoditak	surprise	0.812
earthquake	potres	surprise	0.812
disaster	katastrofa	surprise	0.812
astonish	začuditi	surprise	0.805
astonishment	zaprepašćenje	surprise	0.805
climax	vrhunac	surprise	0.805
aghast	prestravljen	surprise	0.805
scare	uplašiti	surprise	0.797
awestruck	pun straha	surprise	0.797
bomb	bomba	surprise	0.789
erupt	buknuti	surprise	0.789
exclaim	uzviknuti	surprise	0.789
amazement	zadivljenost	surprise	0.781
detonate	eksplodirati	surprise	0.773
alarming	alarmantan	surprise	0.773
miraculous	čudesan	surprise	0.773
invade	upasti	surprise	0.773
raid	racija	surprise	0.773
abduction	otmica	surprise	0.773
kidnap	oteti	surprise	0.766
stupefy	ošamutiti	surprise	0.758
overwhelming	neodoljiv	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	nepredvidiv	surprise	0.758
unimaginable	nezamisliv	surprise	0.750
erratic	nepravilan	surprise	0.750
accident	nesreća	surprise	0.750
outrageous	pretjeran	surprise	0.750
flinch	izbjeći	surprise	0.742
blitz	iznenadan napad	surprise	0.742
petrify	okameniti	surprise	0.742
slaughter	pokolj	surprise	0.742
horror	užas	surprise	0.742
amaze	zadiviti	surprise	0.742
bewilder	zbuniti	surprise	0.742
wreck	olupina	surprise	0.742
stupefaction	ošamućivanje	surprise	0.734
excitement	uzbuđenje	surprise	0.734
frenetic	frenetičan	surprise	0.734
frantic	mahnit	surprise	0.734
crash	sudar	surprise	0.734
sudden	naglo	surprise	0.727
riotous	raskalašan	surprise	0.727
vanished	nestala	surprise	0.727
moonstruck	ćaknut	surprise	0.727
outcry	negodovanje	surprise	0.727
bewildered	zbunjen	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotaža	surprise	0.719
shriek	krik	surprise	0.719
breathless	bez daha	surprise	0.719
scream	vrisak	surprise	0.719
manslaughter	ubistvo bez predoumišljaja	surprise	0.719
rupture	ruptura	surprise	0.719
unanticipated	neočekivano	surprise	0.719
amazedness	amazedness	surprise	0.719
uncontrollable	nekontroliran	surprise	0.711
unexpected	neočekivan	surprise	0.711
electrify	elektrifikovati	surprise	0.711
stun	onesvijestiti	surprise	0.711
shot	šut	surprise	0.711
avalanche	lavina	surprise	0.711
gasp	dahtati	surprise	0.711
unforeseen	nepredviđen	surprise	0.703
slam	zalupiti	surprise	0.703
surge	udar	surprise	0.703
intruder	nametljivac	surprise	0.703
abrupt	isprekidan	surprise	0.703
suspense	suspenzija	surprise	0.703
devastation	pustoš	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	nestalnost	surprise	0.695
excite	oduševiti	surprise	0.695
unprecedented	bez presedana	surprise	0.695
stab	ubosti	surprise	0.695
urgent	hitan	surprise	0.695
yell	vikati	surprise	0.695
strike	štrajk	surprise	0.695
disturbance	poremećaj	surprise	0.688
carnage	pokolj	surprise	0.688
spectacular	spektakularan	surprise	0.688
incredible	nevjerojatan	surprise	0.688
recklessness	nesmotrenost	surprise	0.680
slap	šamar	surprise	0.680
monstrous	monstruozan	surprise	0.680
clamor	vika	surprise	0.680
thrill	uzbuđenje	surprise	0.680
accidentally	slučajno	surprise	0.672
accidental	slučajan	surprise	0.672
striking	udaranje	surprise	0.672
captivate	zarobiti	surprise	0.672
exhilaration	razveseljenost	surprise	0.672
terrorist	terorista	surprise	0.672
inexplicable	neobjašnjiv	surprise	0.672
exciting	uzbudljiv	surprise	0.672
topple	oboriti	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vulkan	surprise	0.664
revolution	revolucija	surprise	0.664
freakish	hirovit	surprise	0.664
incendiary	palikuća	surprise	0.656
revolt	pobuna	surprise	0.656
sneak	doušnik	surprise	0.656
unspeakable	neizreciv	surprise	0.656
bloodshed	krvoproliće	surprise	0.656
cyclone	ciklon	surprise	0.648
violent	nasilan	surprise	0.648
disruption	prekid	surprise	0.648
spellbound	potresen	surprise	0.648
unsuspecting	bezazlen	surprise	0.648
mutiny	pobuna	surprise	0.648
attacking	napadaju	surprise	0.648
unintended	nenamjeran	surprise	0.648
amazingly	začuđeno	surprise	0.648
epidemic	epidemija	surprise	0.648
shout	vikati	surprise	0.641
screech	vrisak	surprise	0.641
wildfire	požar	surprise	0.641
indescribable	neopisiv	surprise	0.641
enthusiasm	entuzijazam	surprise	0.641
excitation	uzbuđenost	surprise	0.641
tumult	buka	surprise	0.641
improvisation	improvizacija	surprise	0.641
anomaly	anomalija	surprise	0.633
apparition	prikaza	surprise	0.633
treachery	izdaja	surprise	0.633
presto	odmah	surprise	0.633
gape	zjapiti	surprise	0.633
agape	zinvši	surprise	0.633
uncertain	nesiguran	surprise	0.633
plunder	plijen	surprise	0.633
tempest	oluja	surprise	0.625
trick	trik	surprise	0.625
slaughtering	klanje	surprise	0.625
wonderment	čuđenje	surprise	0.625
excited	uzbuđen	surprise	0.625
sorcery	vračanje	surprise	0.625
murderous	ubitačan	surprise	0.625
urgency	hitnost	surprise	0.625
distress	nevolja	surprise	0.625
mystery	misterija	surprise	0.625
trickery	varanje	surprise	0.617
intense	intenzivan	surprise	0.617
vanish	iščeznuti	surprise	0.617
murder	ubiti	surprise	0.617
quickness	hitrost	surprise	0.617
intrusive	nametljiv	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	neslana šala	surprise	0.617
blindfold	povez preko očiju	surprise	0.609
coup	genijalan potez	surprise	0.609
splash	uprskati	surprise	0.609
thief	lopov	surprise	0.609
magical	čaroban	surprise	0.609
unstable	nestabilan	surprise	0.609
shatter	razbiti	surprise	0.609
strangle	daviti	surprise	0.609
defy	prkositi	surprise	0.602
deluge	potop	surprise	0.602
inconceivable	nezamisliv	surprise	0.602
jubilee	jubilej	surprise	0.602
stupor	ukočenost	surprise	0.602
tackle	pribor	surprise	0.602
assail	salijetati	surprise	0.602
betray	izdati	surprise	0.602
monstrosity	monstruoznost	surprise	0.594
alerts	upozorenja	surprise	0.594
lightning	munja	surprise	0.594
mishap	neuspjeh	surprise	0.594
shrill	kreštav	surprise	0.594
stupendous	ogroman	surprise	0.594
mysterious	misteriozan	surprise	0.586
paralyzed	oduzet	surprise	0.586
randomly	slučajno	surprise	0.586
bonus	bonus	surprise	0.586
deceit	obmana	surprise	0.586
wild	divlji	surprise	0.586
pitfall	zamka	surprise	0.586
wondrous	čudesan	surprise	0.586
uncanny	neoprezan	surprise	0.586
electric	električni	surprise	0.578
oddity	nastranost	surprise	0.578
death	smrt	surprise	0.578
jubilant	ushićen	surprise	0.578
godsend	božji dar	surprise	0.578
stagger	teturati	surprise	0.578
raving	buncanje	surprise	0.578
rejoicing	radost	surprise	0.578
premature	preuranjen	surprise	0.578
fluke	metilj	surprise	0.578
bizarre	bizaran	surprise	0.578
revenge	osveta	surprise	0.570
dynamic	dinamičan	surprise	0.570
dismay	zaprepašćenje	surprise	0.570
ecstatic	presretan	surprise	0.562
fascinate	fascinirati	surprise	0.562
uncover	otkriti	surprise	0.562
jerk	glupan	surprise	0.562
reward	nagrada	surprise	0.562
nefarious	opak	surprise	0.562
reappear	ponovo se pojaviti	surprise	0.562
whim	hir	surprise	0.555
conjure	prizivati	surprise	0.555
crescendo	kreščendo	surprise	0.555
zany	lakrdijaš	surprise	0.555
thaumaturgy	taumaturgiju	surprise	0.555
illuminate	osvijetliti	surprise	0.547
rescue	spasiti	surprise	0.547
tantalizing	mučan	surprise	0.547
winner	pobjednik	surprise	0.547
heroism	junaštvo	surprise	0.547
rarity	rijetkost	surprise	0.547
ejaculation	ejakulacija	surprise	0.547
daze	ošamućenost	surprise	0.547
unbridled	razuzdan	surprise	0.547
thwart	osujetiti	surprise	0.547
treason	izdaja	surprise	0.539
punch	bušiti	surprise	0.539
insult	uvreda	surprise	0.539
lunge	udarati	surprise	0.539
illusion	iluzija	surprise	0.539
lucky	sretan	surprise	0.539
interrupt	prekinuti	surprise	0.539
cheer	bodriti	surprise	0.539
celebration	Proslava	surprise	0.539
violation	povreda	surprise	0.539
marvel	čudo	surprise	0.539
sensation	osjećaj	surprise	0.531
fearfully	plašljivo	surprise	0.531
concealed	sakriven	surprise	0.531
banger	banger	surprise	0.531
affront	uvreda	surprise	0.531
snag	uloviti	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	skretanje	surprise	0.523
wonder	čudo	surprise	0.523
immediacy	neposrednost	surprise	0.523
undiscovered	neotkriven	surprise	0.523
abandonment	napuštanje	surprise	0.523
rejoice	radovati se	surprise	0.523
improvise	improvizirati	surprise	0.523
majestic	veličanstven	surprise	0.523
scorpion	škorpion	surprise	0.523
victimized	žrtve	surprise	0.523
liberate	osloboditi	surprise	0.523
yelp	cviliti	surprise	0.516
stealthily	potajno	surprise	0.516
tickle	golicati	surprise	0.516
chance	prilika	surprise	0.516
howl	urlati	surprise	0.516
swerve	zastranjivanje	surprise	0.508
reflex	refleks	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	sreća	surprise	0.508
magnificent	veličanstven	surprise	0.508
transcendence	prevazilaženje	surprise	0.508
garish	drečav	surprise	0.508
unintentionally	nenamjerno	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	rijedak	surprise	0.500
marvelous	veličanstven	surprise	0.500
heroic	herojski	surprise	0.500
remarkable	izvanredan	surprise	0.500
fainting	nesvjestica	surprise	0.500
slayer	ubica	surprise	0.500
erotic	erotski	surprise	0.500
enliven	oživjeti	surprise	0.500
alertness	opreznost	surprise	0.500
misbehavior	nedolično ponašanje	surprise	0.500
embarrassment	Sram	surprise	0.500
diversion	diverzija	surprise	0.500
unutterable	neizreciv	surprise	0.492
nab	uhapsiti	surprise	0.492
camouflage	kamuflaža	surprise	0.492
trump	adut	surprise	0.492
decoy	mamac	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	himera	surprise	0.492
infarct	infarkt	surprise	0.492
birthday	rođendan	surprise	0.492
greatness	veličina	surprise	0.492
zeal	žar	surprise	0.484
prick	ubod	surprise	0.484
magician	mađioničar	surprise	0.484
underestimate	podcjenjivati	surprise	0.484
horde	horda	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	neizraziv	surprise	0.484
daemon	demon	surprise	0.484
variable	varijabla	surprise	0.484
curiosity	znatiželja	surprise	0.484
gawk	budala	surprise	0.477
unguarded	nečuvan	surprise	0.477
chicane	varati	surprise	0.477
fortune	bogatstvo	surprise	0.477
sneeze	kihanje	surprise	0.477
illumination	osvjetljenje	surprise	0.477
incident	incident	surprise	0.477
dreadfully	strašno	surprise	0.477
strange	čudan	surprise	0.477
subversive	subverzivan	surprise	0.477
reversal	preokret	surprise	0.469
prowl	tumarati	surprise	0.469
rapid	brz	surprise	0.469
leery	sumnjičav	surprise	0.469
wizard	čarobnjak	surprise	0.469
coincidence	koincidencija	surprise	0.461
hilarious	smiješan	surprise	0.461
divergent	odvojit	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	pauza	surprise	0.461
slip	skliznuti	surprise	0.461
wonderful	predivan	surprise	0.453
hoax	obmana	surprise	0.453
winning	osvajanjem	surprise	0.453
overestimate	precijeniti	surprise	0.453
confession	ispovijest	surprise	0.453
ordeal	teško iskušenje	surprise	0.453
evanescence	iščezavanje	surprise	0.453
merriment	veselje	surprise	0.453
raffle	lutrija	surprise	0.453
stound	stound	surprise	0.445
laughter	smijeh	surprise	0.445
enthusiast	entuzijasta	surprise	0.445
splendid	sjajan	surprise	0.445
feat	podvig	surprise	0.445
perchance	možda	surprise	0.445
excel	nadmašiti	surprise	0.445
gambling	Kockanje	surprise	0.445
unintentional	nenamjeran	surprise	0.438
brighten	razvedriti	surprise	0.438
changeable	promjenljiv	surprise	0.438
rapt	ushićen	surprise	0.438
unique	jedinstvena	surprise	0.438
splendor	sjaj	surprise	0.438
senseless	neosjetljiv	surprise	0.438
gift	dar	surprise	0.430
fascination	zanos	surprise	0.430
trepidation	strah	surprise	0.430
stealthy	nečujan	surprise	0.430
fiesta	proslava	surprise	0.430
delighted	presretan	surprise	0.430
lawsuit	parnica	surprise	0.430
intrigue	intriga	surprise	0.430
quicksilver	živa	surprise	0.422
originality	originalnost	surprise	0.422
riddle	zagonetka	surprise	0.422
judgment	osuda	surprise	0.422
enchant	opčiniti	surprise	0.422
stealth	potajno	surprise	0.422
veracity	istinitost	surprise	0.414
elusive	nedostižan	surprise	0.414
perjury	krivokletstvo	surprise	0.414
spirits	duhovi	surprise	0.414
liberation	oslobođenje	surprise	0.414
illegitimate	nelegitimni	surprise	0.414
syncope	sinkopa	surprise	0.414
experiment	eksperiment	surprise	0.414
gambler	kockar	surprise	0.406
eager	željan	surprise	0.406
inspired	nadahnut	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	pljesak	surprise	0.406
allure	vabiti	surprise	0.406
parade	parada	surprise	0.406
princely	kneževski	surprise	0.398
divorce	razvod	surprise	0.398
guess	nagađati	surprise	0.398
burlesque	burleska	surprise	0.398
secrecy	tajnost	surprise	0.398
aspiration	aspiracija	surprise	0.391
peri	vila	surprise	0.391
cheerful	veseo	surprise	0.391
hermaphrodite	hermafrodit	surprise	0.391
supremacy	vrhovna vlast	surprise	0.391
incontinence	inkontinencija	surprise	0.391
inheritance	baština	surprise	0.383
score	postići	surprise	0.383
lose	izgubiti	surprise	0.383
crowning	krunidba	surprise	0.383
buck	mužjak	surprise	0.383
praiseworthy	pohvalan	surprise	0.383
cadaver	lješ	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gutljaj	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	nestašan	surprise	0.375
mystic	mističan	surprise	0.375
succeed	uspjeti	surprise	0.375
advance	napredovati	surprise	0.375
sparkle	iskra	surprise	0.367
hope	nada	surprise	0.367
joker	džoker	surprise	0.367
sensual	senzualan	surprise	0.367
excavation	iskopavanje	surprise	0.367
feeling	osjećaj	surprise	0.359
entertainment	Zabava	surprise	0.359
clown	klaun	surprise	0.352
newcomer	pridošlica	surprise	0.352
modify	izmijeniti	surprise	0.352
award	dodijeliti	surprise	0.352
blessings	blagoslovi	surprise	0.352
postponement	odgoda	surprise	0.352
obit	obit	surprise	0.352
celebrity	poznata ličnost	surprise	0.344
hero	junak	surprise	0.344
start	početak	surprise	0.344
wonderfully	predivno	surprise	0.344
highest	najviši	surprise	0.344
proficiency	vještina	surprise	0.344
glorify	slaviti	surprise	0.344
unbeaten	neišiban	surprise	0.336
memorable	znamenit	surprise	0.336
sanctify	posvetiti	surprise	0.336
rekindle	ponovo zapaliti	surprise	0.336
optimism	optimizam	surprise	0.336
warned	upozorio	surprise	0.336
prodigious	fenomenalan	surprise	0.336
dissolution	otapanje	surprise	0.336
grin	osmijeh	surprise	0.336
admiration	divljenje	surprise	0.328
hypertrophy	hipertrofija	surprise	0.328
present	predstaviti	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	anđeo	surprise	0.320
examination	ispit	surprise	0.320
catch	ulov	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flertovati	surprise	0.312
puma	puma	surprise	0.312
liberty	sloboda	surprise	0.312
kiss	poljubac	surprise	0.312
embrace	zagrljaj	surprise	0.312
occasional	poneki	surprise	0.312
treat	liječiti	surprise	0.312
saint	svetac	surprise	0.312
scrimmage	krkljanac	surprise	0.312
dismissal	otkaz	surprise	0.312
perfection	savršenstvo	surprise	0.305
generosity	velikodušnost	surprise	0.305
gratify	zadovoljiti	surprise	0.305
saintly	svetački	surprise	0.305
sally	dosjetka	surprise	0.305
polarity	polaritet	surprise	0.297
finally	konačno	surprise	0.297
differently	različito	surprise	0.297
palpable	opipljiv	surprise	0.297
warn	upozoriti	surprise	0.297
ceremony	ceremonija	surprise	0.297
larger	veći	surprise	0.297
favorable	povoljan	surprise	0.297
romance	romantika	surprise	0.289
medal	medalja	surprise	0.289
inviting	primamljiv	surprise	0.289
greeting	pozdrav	surprise	0.289
candid	iskren	surprise	0.281
resignation	ostavka	surprise	0.281
trip	putovanje	surprise	0.281
accolade	priznanje	surprise	0.281
labor	rad	surprise	0.281
stare	buljiti	surprise	0.273
glimmer	svjetlucanje	surprise	0.266
invite	pozvati	surprise	0.266
somatic	somatski	surprise	0.266
admire	diviti se	surprise	0.266
immerse	zaroniti	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimika	surprise	0.266
compensate	nadoknaditi	surprise	0.266
insolvency	insolventnost	surprise	0.266
playful	razigran	surprise	0.266
complement	upotpuniti, dopuna	surprise	0.258
receiving	primanje	surprise	0.258
hypothesis	hipoteza	surprise	0.258
laugh	smijeh	surprise	0.258
chuckle	cerekanje	surprise	0.258
honeymoon	medeni mjesec	surprise	0.250
marry	oženiti	surprise	0.242
independence	nezavisnost	surprise	0.242
opera	opera	surprise	0.242
pleasant	prijatan	surprise	0.242
rhythmical	ritmički	surprise	0.234
assessment	procjena	surprise	0.234
hopeful	pun nade	surprise	0.234
trophy	trofej	surprise	0.234
holiness	svetost	surprise	0.234
chant	pjevati	surprise	0.234
leave	napustiti	surprise	0.234
procession	procesija	surprise	0.227
placard	plakat	surprise	0.227
deal	Dogovor	surprise	0.227
cherish	njegovati	surprise	0.219
good	dobro	surprise	0.219
shopping	kupovina	surprise	0.219
musical	mjuzikl	surprise	0.219
shell	ljuska	surprise	0.211
dawn	zora	surprise	0.211
simplify	pojednostaviti	surprise	0.211
purity	čistoća	surprise	0.203
nullify	poništiti	surprise	0.203
money	novac	surprise	0.203
sweet	slatko	surprise	0.203
morals	moral	surprise	0.203
synchronize	sinkronizirati	surprise	0.195
preservative	prezervativ	surprise	0.195
humanitarian	humanitarac	surprise	0.195
unfulfilled	neispunjen	surprise	0.195
precious	dragocjen	surprise	0.195
obliging	uslužan	surprise	0.188
singularly	pojedinačno	surprise	0.188
foresee	predvidjeti	surprise	0.180
pray	moliti	surprise	0.180
graduation	diplomiranje	surprise	0.180
lovely	lijep	surprise	0.180
sun	Sunce	surprise	0.172
art	umjetnost	surprise	0.172
mouth	usta	surprise	0.172
youth	mladež	surprise	0.172
thirst	žeđ	surprise	0.172
young	mladi	surprise	0.164
goodness	dobrota	surprise	0.164
overdue	prezadužen	surprise	0.156
visor	vizir	surprise	0.156
practiced	prakticira	surprise	0.156
latent	latentan	surprise	0.156
loyal	odan	surprise	0.148
expect	očekivati	surprise	0.148
destination	odredište	surprise	0.148
wireless	bežični	surprise	0.148
quote	citat	surprise	0.141
slush	bljuzgavica	surprise	0.141
infant	dječji	surprise	0.141
cream	krema	surprise	0.141
playground	igralište	surprise	0.133
organization	organizacija	surprise	0.125
teach	učiti	surprise	0.125
vote	glasanje	surprise	0.125
smile	osmijeh	surprise	0.117
weight	težina	surprise	0.117
dolphin	dupin	surprise	0.117
sisterhood	sestrinstvo	surprise	0.109
cable	kabel	surprise	0.109
sunny	sunčano	surprise	0.102
steady	postojan	surprise	0.094
leisure	slobodno vrijeme	surprise	0.086
peaceful	mirno	surprise	0.086
spa	banja	surprise	0.086
tree	drvo	surprise	0.078
picnic	piknik	surprise	0.078
worm	crv	surprise	0.055
truthfulness	istinitost	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	pouzdan	trust	0.867
honest	pošten, čestit	trust	0.844
honesty	poštenje	trust	0.844
honor	čast	trust	0.844
truth	istina	trust	0.844
truthful	istinit	trust	0.836
trusting	povjerljiv	trust	0.836
brotherhood	bratstvo	trust	0.820
entrust	povjeriti	trust	0.812
committed	predan	trust	0.805
integrity	integritet	trust	0.805
loyalty	odanost	trust	0.805
honorable	častan	trust	0.805
credibility	vjerodostojnost	trust	0.805
trust	povjerenje	trust	0.805
faithful	vjeran	trust	0.797
sincere	iskren	trust	0.797
responsible	odgovoran	trust	0.789
partnership	partnerstvo	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	mudrost	trust	0.789
oath	zakletva	trust	0.781
verification	verifikacija	trust	0.781
vow	zavjet	trust	0.781
cooperative	zadruga	trust	0.781
respectable	ugledan	trust	0.773
credible	vjerodostojan	trust	0.773
hero	junak	trust	0.773
sisterhood	sestrinstvo	trust	0.773
promise	obećanje	trust	0.773
verified	ovjeren	trust	0.773
qualified	kvalificiran	trust	0.766
respected	ugledan	trust	0.766
authentication	ovjera	trust	0.766
compassion	samilost	trust	0.759
reputable	poštovan	trust	0.758
safekeeping	čuvanje	trust	0.758
reliability	pouzdanost	trust	0.758
moral	moralan	trust	0.758
love	ljubav	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	odobrenje	trust	0.758
stable	stabilan	trust	0.750
friend	prijatelj	trust	0.750
genuine	pravi	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	nadležnost	trust	0.750
loyal	odan	trust	0.750
ally	saveznik	trust	0.750
safeguard	zaštita	trust	0.750
companion	drug	trust	0.750
advised	savjetovan	trust	0.750
authentic	autentičan	trust	0.750
respect	poštovanje	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	sloboda	trust	0.742
proven	dokazan	trust	0.742
respects	poštovanje	trust	0.742
faith	vjera	trust	0.742
wholesome	zdrav	trust	0.742
heartfelt	iskren	trust	0.734
unification	ujedinjenje	trust	0.734
protecting	zaštitu	trust	0.734
reassurance	ponovno potvrđivanje	trust	0.734
admirable	izvrstan	trust	0.734
trustee	povjerenik	trust	0.734
supporter	navijač	trust	0.734
confirmation	potvrda	trust	0.734
respectful	pun poštovanja	trust	0.734
alliance	savez	trust	0.727
equality	jednakost	trust	0.727
friendship	prijateljstvo	trust	0.727
agreement	sporazum	trust	0.727
fact	činjenica	trust	0.727
confident	uvjeren	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	vjerujući	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	izvrsnost	trust	0.727
credential	uvjerenje	trust	0.727
closeness	bliskost	trust	0.719
authenticate	potvrditi	trust	0.719
intelligence	inteligencija	trust	0.719
virtue	vrlina	trust	0.719
honored	poštovan	trust	0.719
virtuous	vrli	trust	0.719
kindred	rod	trust	0.719
charitable	dobrotvoran	trust	0.711
dedication	posveta	trust	0.711
guarantee	jamčiti	trust	0.711
cooperation	suradnja	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	dosljednost	trust	0.711
allegiance	vjernost	trust	0.711
cooperating	surađuje	trust	0.711
straightforward	iskren	trust	0.711
determination	odlučnost	trust	0.711
justice	pravda	trust	0.711
sanctuary	svetilište	trust	0.703
nurture	njegovanje	trust	0.703
innocent	nevin	trust	0.703
