word	Norwegian-no	emotion	emotion-intensity-score
credible	troverdig	trust	0.773
hero	helt	trust	0.773
sisterhood	søster	trust	0.773
promise	love	trust	0.773
verified	verifisert	trust	0.773
qualified	utdannet	trust	0.766
respected	respektert	trust	0.766
authentication	autentisering	trust	0.766
compassion	medfølelse	trust	0.759
reputable	aner	trust	0.758
safekeeping	oppbevaring	trust	0.758
reliability	pålitelighet	trust	0.758
moral	moralsk	trust	0.758
love	kjærlighet	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	godkjenning	trust	0.758
stable	stabil	trust	0.750
friend	venn	trust	0.750
genuine	ekte	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetanse	trust	0.750
loyal	lojal	trust	0.750
ally	alliert	trust	0.750
safeguard	ivareta	trust	0.750
companion	kompanjong	trust	0.750
advised	rådes	trust	0.750
authentic	autentisk	trust	0.750
respect	respekt	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	frihet	trust	0.742
proven	bevist	trust	0.742
respects	henseender	trust	0.742
faith	tro	trust	0.742
wholesome	sunn	trust	0.742
heartfelt	hjertefølt	trust	0.734
unification	samling	trust	0.734
protecting	beskyttende	trust	0.734
reassurance	beroligelse	trust	0.734
admirable	beundringsverdig	trust	0.734
trustee	bobestyrer	trust	0.734
supporter	supporter	trust	0.734
confirmation	bekreftelse	trust	0.734
respectful	respekt	trust	0.734
alliance	allianse	trust	0.727
equality	likestilling	trust	0.727
friendship	vennskap	trust	0.727
agreement	avtale	trust	0.727
fact	faktum	trust	0.727
confident	Selvsikker	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	tro	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	fortreffelighet	trust	0.727
credential	credential	trust	0.727
closeness	nærhet	trust	0.719
authenticate	autentisere	trust	0.719
intelligence	intelligens	trust	0.719
virtue	dyd	trust	0.719
honored	hedret	trust	0.719
virtuous	dydig	trust	0.719
kindred	slekt	trust	0.719
charitable	veldedig	trust	0.711
dedication	dedikasjon	trust	0.711
guarantee	garanti	trust	0.711
cooperation	samarbeid	trust	0.711
creditable	credit	trust	0.711
consistency	konsistens	trust	0.711
allegiance	troskap	trust	0.711
cooperating	samvirkende	trust	0.711
straightforward	rett fram	trust	0.711
determination	besluttsomhet	trust	0.711
justice	rettferdighet	trust	0.711
sanctuary	helligdom	trust	0.703
nurture	nurture	trust	0.703
innocent	uskyldig	trust	0.703
admire	beundre	trust	0.703
assurance	forsikring	trust	0.703
morality	moral	trust	0.703
prepared	forberedt	trust	0.703
friendliness	vennlighet	trust	0.703
reliable	pålitelig	trust	0.703
mentor	mentor	trust	0.703
guardianship	vergemål	trust	0.703
fulfilled	oppfylt	trust	0.703
reverence	ærbødighet	trust	0.703
proof	bevis	trust	0.703
admiration	beundring	trust	0.703
mother	mor	trust	0.703
protected	beskyttet	trust	0.703
motherhood	morskap	trust	0.703
marriage	ekteskap	trust	0.695
skillful	dyktig	trust	0.695
indestructible	uforgjengelig	trust	0.695
guardian	verge	trust	0.695
accountable	ansvarlig	trust	0.695
courage	mot	trust	0.695
bodyguard	livvakt	trust	0.695
agreeable	behagelig	trust	0.695
scientist	forsker	trust	0.695
allied	allierte	trust	0.695
compassionate	medfølende	trust	0.695
humanitarian	humanitær	trust	0.695
approving	godkjenne	trust	0.695
united	forent	trust	0.695
pact	pakt	trust	0.695
certified	sertifisert	trust	0.695
morals	moral	trust	0.695
esteem	følelse	trust	0.688
secure	sikre	trust	0.688
perfection	fullkommenhet	trust	0.688
guidance	veiledning	trust	0.688
competent	kompetent	trust	0.688
authenticity	ekthet	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	forsvarlig	trust	0.688
humanity	menneskeheten	trust	0.688
solidity	soliditet	trust	0.688
adviser	rådgiver	trust	0.688
pledge	løfte	trust	0.688
believed	antatt	trust	0.688
understanding	forståelse	trust	0.688
monogamy	monogami	trust	0.688
expertise	ekspertise	trust	0.680
diplomatic	diplomatisk	trust	0.680
confidential	konfidensiell	trust	0.680
hope	håp	trust	0.680
protector	beskytter	trust	0.680
agreeing	enige	trust	0.680
diligence	aktsomhet	trust	0.680
official	offisielt	trust	0.680
affirm	bekrefte	trust	0.680
indivisible	udelelig	trust	0.680
grandfather	farfar	trust	0.680
humble	ydmyk	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	beslutningspåvirkning	trust	0.680
elders	eldste	trust	0.680
goodness	godhet	trust	0.680
commendable	verdig	trust	0.680
inspire	inspirere	trust	0.680
approve	vedta	trust	0.680
confide	betro	trust	0.680
professional	profesjonell	trust	0.680
familiarity	familiær	trust	0.680
leader	leder	trust	0.680
confirmed	bekreftet	trust	0.680
acceptance	godkjennelse	trust	0.680
benevolence	velvilje	trust	0.672
dignity	verdighet	trust	0.672
harmoniously	harmonisk	trust	0.672
mastery	mestring	trust	0.672
unwavering	urokkelig	trust	0.672
accredited	akkreditert	trust	0.672
healing	helbredelse	trust	0.672
encyclopedia	leksikon	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	helliger	trust	0.672
cohesive	sammenhengende	trust	0.672
covenant	pakt	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	feilfri	trust	0.672
safe	sikker	trust	0.672
intelligent	intelligent	trust	0.672
merit	bragd	trust	0.664
impeccable	upåklagelig	trust	0.664
affirmatively	bekreftende	trust	0.664
spiritual	åndelig	trust	0.664
advocate	advokat	trust	0.664
team	team	trust	0.664
heroic	heroisk	trust	0.664
communicate	kommunisere	trust	0.664
disciple	disippel	trust	0.664
expert	Ekspert	trust	0.664
proficient	dyktig	trust	0.664
specialist	spesialist	trust	0.664
ambassador	ambassadør	trust	0.664
accept	aksepterer	trust	0.664
attestation	attestasjon	trust	0.664
supporting	bære	trust	0.664
reliance	avhengighet	trust	0.664
authority	autoritet	trust	0.664
accountability	ansvarlighet	trust	0.664
guidebook	guidebok	trust	0.664
fulfillment	oppfyllelse	trust	0.664
strengthening	styrking	trust	0.661
familiar	fortrolig	trust	0.656
facts	fakta	trust	0.656
achieve	oppnå	trust	0.656
warranty	garanti	trust	0.656
structure	struktur	trust	0.656
steadfast	standhaftig	trust	0.656
favorable	gunstige	trust	0.656
counsel	råd	trust	0.656
relationship	forhold	trust	0.656
scientific	vitenskapelig	trust	0.656
gentleman	herre	trust	0.656
strength	styrke	trust	0.656
elder	eldre	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	hellighet	trust	0.656
excellent	utmerket	trust	0.656
proficiency	ferdighet	trust	0.656
constancy	standhaftighet	trust	0.656
defended	forsvarte	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	stole	trust	0.648
heroism	heltemot	trust	0.648
peaceful	fredelig	trust	0.648
competency	kompetanse	trust	0.648
assuredly	Sannelig	trust	0.648
brother	bror	trust	0.648
counselor	rådgiver	trust	0.648
successful	vellykket	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	beskyttende	trust	0.648
saint	helgen	trust	0.648
harmony	harmoni	trust	0.648
matrimony	ekteskap	trust	0.648
noble	edel	trust	0.648
inspiration	inspirasjon	trust	0.648
academic	akademisk	trust	0.648
assist	assistere	trust	0.648
agreed	avtalt	trust	0.648
uphold	opprett	trust	0.648
comrade	kamerat	trust	0.648
lovable	elskelig	trust	0.648
advisable	tilrådelig	trust	0.648
solidarity	solidaritet	trust	0.648
worthy	verdig	trust	0.643
durability	varighet	trust	0.641
coexist	sameksistere	trust	0.641
assure	forsikrer	trust	0.641
establish	etablere	trust	0.641
benefactor	velgjører	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	ledende	trust	0.641
loving	kjærlig	trust	0.641
teacher	lærer	trust	0.641
judiciary	domstolene	trust	0.641
conscientious	pliktoppfyllende	trust	0.641
confidence	selvtillit	trust	0.641
lawful	lovlig	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordinert	trust	0.641
champion	champion	trust	0.641
unity	enhet	trust	0.641
legal	lovlig	trust	0.641
kind	snill	trust	0.641
credence	troverdighet	trust	0.641
real	ekte	trust	0.641
doctor	doktor	trust	0.641
intimate	intime	trust	0.634
hopeful	håpe	trust	0.633
fortitude	heltemot	trust	0.633
physician	lege	trust	0.633
brotherly	broderlig	trust	0.633
aspiration	aspirasjon	trust	0.633
convincing	overbevisende	trust	0.633
sanctification	helliggjørelse	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hyllest	trust	0.633
courageous	modig	trust	0.633
soundness	soliditet	trust	0.633
legitimacy	legitimitet	trust	0.633
endorse	påtegne	trust	0.633
fidelity	gjengivelse	trust	0.633
bless	velsigne	trust	0.633
judicial	rettslig	trust	0.633
important	viktig	trust	0.633
saintly	hellig	trust	0.633
conscience	samvittighet	trust	0.633
therapeutic	terapeutisk	trust	0.633
authorize	autorisere	trust	0.633
devotional	andakt	trust	0.633
practiced	praktisert	trust	0.633
backbone	ryggrad	trust	0.633
approved	godkjent	trust	0.633
evident	tydelig	trust	0.625
encourage	oppmuntre	trust	0.625
caretaker	vaktmester	trust	0.625
regard	Når det gjelder	trust	0.625
angel	engel	trust	0.625
engaged	engasjert	trust	0.625
blessing	velsignelse	trust	0.625
professorship	professorat	trust	0.625
majestic	majestetiske	trust	0.625
communication	kommunikasjon	trust	0.625
purify	rense	trust	0.625
authorization	autorisasjon	trust	0.625
wonderful	herlig	trust	0.625
achievement	oppnåelse	trust	0.625
fireman	brannmann	trust	0.625
certify	sertifisere	trust	0.625
civilized	sivilisert	trust	0.625
profound	dyp	trust	0.625
accurate	korrekt	trust	0.625
assured	trygg	trust	0.625
positivity	positivitet	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	flink	trust	0.617
absolution	absolusjon	trust	0.617
commend	anbefale	trust	0.617
cherish	verne	trust	0.617
fundamental	fundamental	trust	0.617
advice	råd	trust	0.617
objective	objektiv	trust	0.617
optimism	optimisme	trust	0.617
testament	testamente	trust	0.617
qualities	kvaliteter	trust	0.617
haven	haven	trust	0.617
heroine	heltinne	trust	0.617
constantly	stadig	trust	0.617
appreciation	verdsettelse	trust	0.617
triumphant	triumferende	trust	0.617
accord	accord	trust	0.617
reassure	Forsikre	trust	0.617
truce	våpenhvile	trust	0.617
thoughtful	omtenksom	trust	0.617
teach	lære bort	trust	0.617
god	Gud	trust	0.617
corroborate	underbygge	trust	0.617
believer	troende	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	kausjonist	trust	0.617
attentive	oppmerksomme	trust	0.617
gospel	evangelium	trust	0.617
bedrock	berggrunn	trust	0.617
approvement	godkjennelse	trust	0.617
planning	planlegger	trust	0.617
rational	rasjonell	trust	0.617
passionate	lidenskapelig	trust	0.617
happy	lykkelig	trust	0.609
babysitter	barnevakt	trust	0.609
brilliant	strålende	trust	0.609
praise	ros	trust	0.609
definitive	definitive	trust	0.609
considerate	hensyns	trust	0.609
patron	skyts	trust	0.609
scripture	skrift	trust	0.609
heal	helbrede	trust	0.609
praiseworthy	verdig	trust	0.609
steward	steward	trust	0.609
awareness	bevissthet	trust	0.609
officer	offiser	trust	0.609
purification	rensing	trust	0.609
excel	utmerke	trust	0.609
civilization	sivilisasjon	trust	0.609
liking	smak	trust	0.609
comfort	komfort	trust	0.609
magnificence	storhet	trust	0.609
notary	notarius publicus	trust	0.609
progression	progresjon	trust	0.609
mediator	mellommann	trust	0.609
blessings	velsignelser	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	anbefale	trust	0.609
brave	modig	trust	0.602
experienced	opplevde	trust	0.602
steady	stødig	trust	0.602
enlightenment	opplysning	trust	0.602
brighten	lysne	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	innfri	trust	0.602
witness	vitne	trust	0.602
humility	ydmykhet	trust	0.602
sympathetic	medfølende	trust	0.602
helpful	hjelpsom	trust	0.602
symmetry	symmetri	trust	0.602
unquestionable	udiskutable	trust	0.602
peace	fred	trust	0.602
transcendence	transcendens	trust	0.602
serenity	sinnsro	trust	0.602
embrace	omfavne	trust	0.602
inspired	inspirert	trust	0.602
mainstay	bærebjelke	trust	0.602
unconditional	betingelsesløs	trust	0.602
guarded	bevoktet	trust	0.602
identify	identifisere	trust	0.602
marry	gifte seg	trust	0.594
grant	stipend	trust	0.594
depend	avhenge	trust	0.594
complimentary	gratis	trust	0.594
spouse	ektefelle	trust	0.594
tranquility	ro	trust	0.594
vigilant	årvåken	trust	0.594
ministry	departement	trust	0.594
fairly	ganske	trust	0.594
philanthropic	filantropiske	trust	0.594
openly	åpent	trust	0.594
generous	sjenerøs	trust	0.594
strengthen	forsterke	trust	0.594
gratitude	takknemlighet	trust	0.594
befriend	bli venn	trust	0.594
substantiate	bygge	trust	0.594
praised	skryt	trust	0.594
admiral	admiral	trust	0.594
regent	regent	trust	0.594
sage	salvie	trust	0.594
assessment	evaluering	trust	0.594
enlighten	opplyse	trust	0.594
eminence	eminense	trust	0.594
commendation	anbefaling	trust	0.594
efficient	effektiv	trust	0.594
nurse	sykepleier	trust	0.594
visionary	visjonær	trust	0.594
generosity	gavmildhet	trust	0.594
vigilance	årvåkenhet	trust	0.594
endowment	legat	trust	0.594
council	råd	trust	0.594
sweetheart	kjæreste	trust	0.589
attest	attestere	trust	0.586
prestige	prestisje	trust	0.586
serene	fredelig	trust	0.586
unfailing	ufeilbarlig	trust	0.586
testimony	vitnesbyrd	trust	0.586
checklist	sjekkliste	trust	0.586
inheritance	arv	trust	0.586
monk	munk	trust	0.586
godly	gudfryktig	trust	0.586
compliance	samsvar	trust	0.586
rooted	forankret	trust	0.586
constitutional	konstitusjonell	trust	0.586
conservation	bevaring	trust	0.586
bylaw	vedtekt	trust	0.586
helper	hjelper	trust	0.586
joyful	gledelig	trust	0.586
collectively	samlet sett	trust	0.586
meritorious	meritter	trust	0.586
acclaim	anerkjennelse	trust	0.586
diplomacy	diplomati	trust	0.586
educational	pedagogisk	trust	0.586
husbandry	oppdrett	trust	0.586
share	dele	trust	0.586
enjoying	Nyter	trust	0.586
firmness	fasthet	trust	0.586
convince	overbevise	trust	0.586
designation	betegnelse	trust	0.586
tribe	stamme	trust	0.586
victory	seier	trust	0.586
magnificent	storslått	trust	0.586
lovely	herlig	trust	0.586
seniority	ansiennitet	trust	0.586
angelic	engleaktig	trust	0.586
ambition	ambisjon	trust	0.586
father	far	trust	0.586
mate	kamerat	trust	0.586
sobriety	Edruelighet	trust	0.586
revere	revere	trust	0.586
delegate	delegat	trust	0.586
navigator	navigator	trust	0.578
watchdog	vakthund	trust	0.578
obey	lyde	trust	0.578
cheerfulness	munterhet	trust	0.578
inviting	innbydende	trust	0.578
judge	dømme	trust	0.578
irrefutable	ugjendrivelige	trust	0.578
philanthropist	filantrop	trust	0.578
careful	forsiktig	trust	0.578
communion	kommunion	trust	0.578
coexisting	coexisting	trust	0.578
impartiality	habilitet	trust	0.578
unquestioned	unquestioned	trust	0.578
upright	oppreist	trust	0.578
authoritative	autoritær	trust	0.578
structural	strukturell	trust	0.578
convinced	overbevist	trust	0.578
smile	smil	trust	0.578
commandant	kommandant	trust	0.578
dutiful	pliktoppfyllende	trust	0.578
shelter	husly	trust	0.578
revival	vekkelse	trust	0.578
professor	professor	trust	0.578
adore	elsker	trust	0.578
legalized	legalisert	trust	0.578
punctual	punktlig	trust	0.570
counsellor	rådgiver	trust	0.570
complement	komplement	trust	0.570
corroboration	bekreftelse	trust	0.570
immaculate	plettfri	trust	0.570
relative	slektning	trust	0.570
apostle	apostel	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	binde	trust	0.570
insure	forsikre	trust	0.570
plausible	plausibel	trust	0.570
consult	rådføre	trust	0.570
modest	beskjeden	trust	0.570
measured	målt	trust	0.570
pilot	Pilot	trust	0.570
collaborator	samarbeidspartner	trust	0.570
advise	rådgi	trust	0.570
cuddle	kose	trust	0.570
ordinance	vedtekter	trust	0.570
compass	kompass	trust	0.570
guide	guide	trust	0.570
everlasting	evig	trust	0.570
adhering	holde	trust	0.570
determinate	determinate	trust	0.570
heavenly	himmelsk	trust	0.570
principal	rektor	trust	0.570
abundance	overflod	trust	0.570
matron	forstander	trust	0.570
unequivocal	utvetydig	trust	0.570
volunteers	frivillige	trust	0.570
pedigree	stamtavle	trust	0.570
unquestionably	utvilsomt	trust	0.570
pertinent	relevant	trust	0.562
devout	troende	trust	0.562
curable	herdbart	trust	0.562
insight	innsikt	trust	0.562
congregation	forsamling	trust	0.562
admit	innrømme	trust	0.562
pleasant	hyggelig	trust	0.562
vigorous	energisk	trust	0.562
fort	fort	trust	0.562
remarkable	bemerkelsesverdig	trust	0.562
content	innhold	trust	0.562
spotless	plettfrie	trust	0.562
uplift	friinntekt	trust	0.562
compensate	kompensere	trust	0.562
lovemaking	samleie	trust	0.562
jury	jury	trust	0.562
jurist	jurist	trust	0.562
soothing	beroligende	trust	0.562
ordination	ordinasjon	trust	0.562
cohesion	samhold	trust	0.562
frankness	åpenhet	trust	0.562
strong	sterk	trust	0.562
miracle	mirakel	trust	0.562
concordance	konkordans	trust	0.562
applaud	klappe	trust	0.562
prize	premie	trust	0.562
apostolic	apostolisk	trust	0.562
succeeding	lykkes	trust	0.562
vitality	vitalitet	trust	0.562
treasurer	kasserer	trust	0.562
save	lagre	trust	0.562
earn	tjene	trust	0.562
midwife	jordmor	trust	0.555
discretion	diskresjon	trust	0.555
worship	tilbedelse	trust	0.555
constant	konstant	trust	0.555
foresight	framsyn	trust	0.555
vote	stemme	trust	0.555
cultivate	dyrke	trust	0.555
impartial	upartisk	trust	0.555
illumination	belysning	trust	0.555
ambulance	ambulanse	trust	0.555
privacy	personvern	trust	0.555
succeed	lykkes	trust	0.555
providing	gi	trust	0.555
veteran	veteran	trust	0.555
patience	tålmodighet	trust	0.555
prophet	profet	trust	0.555
coach	trener	trust	0.555
intuition	intuisjon	trust	0.555
reconciliation	forsoning	trust	0.555
defender	forsvarer	trust	0.555
coalesce	smelte sammen	trust	0.555
mediate	mekle	trust	0.555
precedence	presedens	trust	0.555
congruence	sammenfallende	trust	0.555
buddy	buddy	trust	0.555
reunion	gjenforening	trust	0.555
restorative	restorative	trust	0.555
destined	skjebne	trust	0.555
physicist	fysiker	trust	0.555
influential	innflytelsesrik	trust	0.555
exalt	opphøye	trust	0.555
greatness	storhet	trust	0.555
inclusion	inkludering	trust	0.555
auditor	revisor	trust	0.555
meditate	meditere	trust	0.555
betrothed	forlovet	trust	0.555
proud	stolt	trust	0.547
provide	gi	trust	0.547
conciliation	forlik	trust	0.547
ancestral	doms	trust	0.547
liberty	frihet	trust	0.547
durable	varig	trust	0.547
impenetrable	ugjennomtrengelig	trust	0.547
prudent	forsvarlig	trust	0.547
invocation	påkallelse	trust	0.547
engaging	engasjerende	trust	0.547
statement	uttalelse	trust	0.547
rejoice	fryde	trust	0.547
cheer	oppmuntre	trust	0.547
eyewitness	øyenvitne	trust	0.547
prevalent	utbredt	trust	0.547
securities	verdipapirer	trust	0.547
friendly	vennlig	trust	0.547
salvation	frelse	trust	0.547
independence	selvstendighet	trust	0.547
govern	styre	trust	0.547
forgive	tilgi	trust	0.547
commanding	kommanderende	trust	0.547
convent	kloster	trust	0.547
reinforcement	forsterkning	trust	0.547
law	lov	trust	0.547
registry	registret	trust	0.547
temperate	temperert	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	beredskap	trust	0.547
heritage	arv	trust	0.547
chronicle	kronikk	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	institutt	trust	0.539
applause	bifall	trust	0.539
architecture	arkitektur	trust	0.539
obvious	åpenbart	trust	0.539
recovery	gjenoppretting	trust	0.539
inimitable	inimitable	trust	0.539
relevant	aktuell	trust	0.539
responsive	mottakelig	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	bruksanvisning	trust	0.539
define	definere	trust	0.539
delightful	herlig	trust	0.539
antidote	motgift	trust	0.539
admitting	bekjenne	trust	0.539
psalms	salmer	trust	0.539
stamina	utholdenhet	trust	0.539
majority	flertall	trust	0.539
inoculation	inokulasjon	trust	0.539
perfect	perfekt	trust	0.539
obedience	lydighet	trust	0.539
memorable	minneverdig	trust	0.539
chastity	kyskhet	trust	0.539
proctor	Proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	regelmessighet	trust	0.539
forefathers	forfedre	trust	0.539
immovable	ubevegelig	trust	0.539
eager	ivrig	trust	0.539
aspiring	fremadstormende	trust	0.539
obliging	vennlighet	trust	0.539
reinforcements	forsterkninger	trust	0.539
tantamount	ensbetydende	trust	0.539
exalted	opphøyet	trust	0.539
hospital	sykehus	trust	0.531
retirement	pensjonering	trust	0.531
strive	strebe	trust	0.531
edification	oppbyggelse	trust	0.531
candid	oppriktige	trust	0.531
deed	skjøte	trust	0.531
school	skole	trust	0.531
cradle	vugge	trust	0.531
transcript	transkripsjon	trust	0.531
accompaniment	akkompagnement	trust	0.531
doubtless	utvilsomt	trust	0.531
rescue	redde	trust	0.531
seal	Tetning	trust	0.531
expedient	hensiktsmessig	trust	0.531
ballot	stemmeseddel	trust	0.531
deliverance	levering	trust	0.531
heavens	himmelen	trust	0.531
fraternal	broderlig	trust	0.531
dependent	avhengig	trust	0.531
answerable	ansvarlig	trust	0.531
center	senter	trust	0.531
analyst	analytiker	trust	0.531
firstborn	førstefødte	trust	0.531
bloom	blomst	trust	0.531
inseparable	uatskillelig	trust	0.531
bride	brud	trust	0.531
evergreen	Evergreen	trust	0.531
princely	fyrstelig	trust	0.531
immunization	immunisering	trust	0.531
refuge	tilflukt	trust	0.531
verily	sannelig	trust	0.531
omniscient	allvitende	trust	0.531
terms	vilkår	trust	0.531
sponsor	sponsor	trust	0.531
approbation	bifall	trust	0.527
correctness	korrekthet	trust	0.523
elevation	høyde	trust	0.523
neighbor	nabo	trust	0.523
unbroken	ubrutt	trust	0.523
countenance	ansikt	trust	0.523
hug	Klem	trust	0.523
nobility	adel	trust	0.523
paragon	paragon	trust	0.523
coronation	kroning	trust	0.523
celebration	feiring	trust	0.523
graduation	konfirmasjonen	trust	0.523
commonwealth	Samveldet	trust	0.523
dictionary	ordbok	trust	0.523
powerful	kraftig	trust	0.523
notable	bemerkelsesverdig	trust	0.523
account	konto	trust	0.523
winning	vinne	trust	0.523
honeymoon	bryllupsreise	trust	0.523
improvement	forbedring	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kapellan	trust	0.523
ratify	ratifisere	trust	0.523
connoisseur	connoisseur	trust	0.523
award	tildele	trust	0.523
taught	undervist	trust	0.523
adoration	tilbedelse	trust	0.523
salutary	sunn	trust	0.523
captivate	fange	trust	0.523
liberate	frigjøre	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	prisvinner	trust	0.523
benedictory	benedictory	trust	0.523
feeling	følelse	trust	0.518
freely	fritt	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	dagdrøm	trust	0.516
organization	organisasjon	trust	0.516
framework	rammeverk	trust	0.516
sentinel	sentinel	trust	0.516
advent	advent	trust	0.516
inform	informere	trust	0.516
committee	komiteen	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	minded	trust	0.516
obstetrician	fødselslege	trust	0.516
enchanted	fortryllet	trust	0.516
formative	formativ	trust	0.516
tribunal	tribunal	trust	0.516
association	assosiasjon	trust	0.516
remedy	middel	trust	0.516
credit	kreditt	trust	0.516
nobleman	adelsmann	trust	0.516
predominant	fremherskende	trust	0.516
measure	måle	trust	0.516
perpetuity	uendelige	trust	0.516
fully	fullt	trust	0.516
deserve	fortjene	trust	0.516
tender	mør	trust	0.516
pray	be	trust	0.516
confession	tilståelse	trust	0.516
management	ledelse	trust	0.516
volunteer	frivillig	trust	0.509
instruct	undervise	trust	0.508
virgin	jomfru	trust	0.508
constable	konstabel	trust	0.508
reward	belønning	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	prest	trust	0.508
policy	Politikk	trust	0.508
confessional	bekjennende	trust	0.508
savor	duft	trust	0.508
custodian	vaktmester	trust	0.508
vouch	innestå	trust	0.508
tolerance	toleranse	trust	0.508
unsurpassed	uovertruffen	trust	0.508
venerable	ærverdige	trust	0.508
forgiving	forgiving	trust	0.508
intact	intakt	trust	0.508
diversity	mangfold	trust	0.508
accolade	utmerkelse	trust	0.508
philosopher	filosof	trust	0.508
lieutenant	løytnant	trust	0.508
shepherd	gjeter	trust	0.508
courtship	frieri	trust	0.508
sovereign	suverene	trust	0.508
medical	medisinsk	trust	0.508
housewife	husmor	trust	0.508
automatic	Automatisk	trust	0.508
patronage	beskyttelse	trust	0.508
enable	Aktiver	trust	0.508
admissible	tillatelig	trust	0.508
beautification	beautification	trust	0.508
synchronize	synkron	trust	0.500
info	info	trust	0.500
pontiff	paven	trust	0.500
retain	beholde	trust	0.500
warden	oppsynsmann	trust	0.500
majesty	majestet	trust	0.500
infallibility	ufeilbarlighet	trust	0.500
guru	guru	trust	0.500
apologetic	unnskyld	trust	0.500
darling	elskling	trust	0.500
doctrine	doktrine	trust	0.500
related	i slekt	trust	0.500
treasure	skatt	trust	0.500
infinity	evighet	trust	0.500
romantic	romantisk	trust	0.500
optimist	optimist	trust	0.500
timing	timing	trust	0.500
undying	udødelig	trust	0.500
personal	personlig	trust	0.500
gateway	inngangsport	trust	0.500
instruction	instruksjon	trust	0.500
backer	Backer	trust	0.500
watchful	vaktsom	trust	0.500
badge	skilt	trust	0.500
birth	fødsel	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	fromme	trust	0.500
indelible	uutslettelig	trust	0.500
superman	superman	trust	0.500
guard	vakt	trust	0.500
vindication	oppreisning	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	i live	trust	0.500
constitute	utgjøre	trust	0.492
jubilant	jubilant	trust	0.492
endow	gi gave	trust	0.492
improve	forbedre	trust	0.492
contributor	bidragsyter	trust	0.492
formality	formalitet	trust	0.492
salute	honnør	trust	0.492
inevitable	uunngåelig	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	oppmann	trust	0.492
grow	vokse	trust	0.492
fellow	kar	trust	0.492
popularity	popularitet	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	talsmann	trust	0.492
synonymous	synonymt	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kirke	trust	0.492
hardy	hardfør	trust	0.492
privy	do	trust	0.492
psalm	salme	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	tiltrekning	trust	0.492
grandchildren	barnebarn	trust	0.492
elegance	eleganse	trust	0.492
laudatory	rosende	trust	0.492
sheriff	sheriff	trust	0.492
radiance	utstråling	trust	0.492
harbor	havn	trust	0.492
aspire	strebe	trust	0.492
musical	musikalsk	trust	0.492
chairman	Formann	trust	0.492
moderator	moderator	trust	0.492
laudation	laudation	trust	0.484
clean	ren	trust	0.484
arbiter	oppmann	trust	0.484
crowning	kroningen	trust	0.484
depth	dybde	trust	0.484
forecast	prognose	trust	0.484
colonel	oberst	trust	0.484
hire	leie	trust	0.484
found	funnet	trust	0.484
armor	rustning	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	favoritt	trust	0.484
voucher	kupong	trust	0.484
affection	kjærlighet	trust	0.484
path	sti	trust	0.484
referee	dommer	trust	0.484
police	politiet	trust	0.484
countryman	landsmann	trust	0.484
romance	romanse	trust	0.484
diagnosis	diagnose	trust	0.484
concord	concord	trust	0.484
enjoy	Nyt	trust	0.484
ranger	ranger	trust	0.484
confess	tilstå	trust	0.484
income	inntekt	trust	0.484
assembly	montering	trust	0.484
sweet	søt	trust	0.484
like	som	trust	0.484
apologize	be om unnskyldning	trust	0.477
sermon	preken	trust	0.477
pastor	pastor	trust	0.477
matter	saken	trust	0.477
