word	Somali-so	emotion	emotion-intensity-score
blindfold	indhoolayaasha	surprise	0.609
coup	kufsi	surprise	0.609
splash	furka	surprise	0.609
thief	tuug	surprise	0.609
magical	muusik	surprise	0.609
unstable	aan degganeyn	surprise	0.609
shatter	burburin	surprise	0.609
strangle	dharbaaxo	surprise	0.609
defy	diidmo	surprise	0.602
deluge	Duufaan	surprise	0.602
inconceivable	aan la aqbali karin	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	nacas	surprise	0.602
tackle	tactel	surprise	0.602
assail	geysato	surprise	0.602
betray	gacangelinta	surprise	0.602
monstrosity	dulqaad	surprise	0.594
alerts	digniino	surprise	0.594
lightning	iftiin	surprise	0.594
mishap	mishap	surprise	0.594
shrill	qoyaan	surprise	0.594
stupendous	nasiib darro	surprise	0.594
mysterious	dahsoon	surprise	0.586
paralyzed	curyaan ah	surprise	0.586
randomly	si aan kala sooc lahayn	surprise	0.586
bonus	gunno	surprise	0.586
deceit	khiyaanada	surprise	0.586
wild	duurjoogta	surprise	0.586
pitfall	boobka	surprise	0.586
wondrous	yaab leh	surprise	0.586
uncanny	qarsoodi ah	surprise	0.586
electric	koronto	surprise	0.578
oddity	qulqulo	surprise	0.578
death	dhimasho	surprise	0.578
jubilant	jubilant	surprise	0.578
godsend	ilaahyo	surprise	0.578
stagger	adkaato	surprise	0.578
raving	ruxaya	surprise	0.578
rejoicing	farxaan	surprise	0.578
premature	waqti hore	surprise	0.578
fluke	jilicsan	surprise	0.578
bizarre	qosol	surprise	0.578
revenge	aargoosi	surprise	0.570
dynamic	dhaqdhaqaaqa	surprise	0.570
dismay	murugo	surprise	0.570
ecstatic	raaxo	surprise	0.562
fascinate	xiiso leh	surprise	0.562
uncover	iska furo	surprise	0.562
jerk	jahwareer	surprise	0.562
reward	abaalmarin	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	soo muuqato	surprise	0.562
whim	xayawaan	surprise	0.555
conjure	isku dhejin	surprise	0.555
crescendo	Crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	asaturgy	surprise	0.555
illuminate	iftiin	surprise	0.547
rescue	badbaadinta	surprise	0.547
tantalizing	tantalising	surprise	0.547
winner	ku guuleystey	surprise	0.547
heroism	geesinimada	surprise	0.547
rarity	tiro yar	surprise	0.547
ejaculation	xayawaan	surprise	0.547
daze	daze	surprise	0.547
unbridled	aan la shaacin	surprise	0.547
thwart	joojin	surprise	0.547
treason	khiyaamo Qaran	surprise	0.539
punch	foorar	surprise	0.539
insult	cayayaan	surprise	0.539
lunge	garaacid	surprise	0.539
illusion	shucuur	surprise	0.539
lucky	nasiib	surprise	0.539
interrupt	joojiyaan	surprise	0.539
cheer	kalsooni	surprise	0.539
celebration	dabaaldega	surprise	0.539
violation	xadgudub	surprise	0.539
marvel	yaabay	surprise	0.539
sensation	dareenka	surprise	0.531
fearfully	cabsi leh	surprise	0.531
concealed	qarsoodi ah	surprise	0.531
banger	bangiga	surprise	0.531
affront	soo horjeeda	surprise	0.531
snag	jug	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	xitaa	surprise	0.523
wonder	yaaba	surprise	0.523
immediacy	degdeg ah	surprise	0.523
undiscovered	lama ogeyn	surprise	0.523
abandonment	ka tagid	surprise	0.523
rejoice	farxa	surprise	0.523
improvise	hagaajin	surprise	0.523
majestic	haybad	surprise	0.523
scorpion	Scorpion	surprise	0.523
victimized	dhibaney	surprise	0.523
liberate	xor u ah	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	si qarsoodi ah	surprise	0.516
tickle	isku day	surprise	0.516
chance	fursada	surprise	0.516
howl	qulqul	surprise	0.516
swerve	riix	surprise	0.508
reflex	jawaab celin	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	nasiib	surprise	0.508
magnificent	cajiib ah	surprise	0.508
transcendence	transcendence	surprise	0.508
garish	gashan	surprise	0.508
unintentionally	si aan ula kac aheyn	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	aanad dhicin	surprise	0.500
marvelous	cajiib ah	surprise	0.500
heroic	geesinimo	surprise	0.500
remarkable	cajiib ah	surprise	0.500
fainting	suuxdin	surprise	0.500
slayer	dilka	surprise	0.500
erotic	erotic	surprise	0.500
enliven	dardargelinta	surprise	0.500
alertness	Feejignaan	surprise	0.500
misbehavior	edeb daro	surprise	0.500
embarrassment	wax laga xishoodo	surprise	0.500
diversion	leexashada	surprise	0.500
unutterable	la gooyn karo	surprise	0.492
nab	nab	surprise	0.492
camouflage	xayawaanka	surprise	0.492
trump	boodada	surprise	0.492
decoy	qoyaan	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	Xerada	surprise	0.492
infarct	infarct	surprise	0.492
birthday	dhalashada	surprise	0.492
greatness	weynaanta	surprise	0.492
zeal	qiiro	surprise	0.484
prick	cuncun	surprise	0.484
magician	macalinka	surprise	0.484
underestimate	qadarin	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanaaniin	surprise	0.484
inexpressible	aan la garan karin	surprise	0.484
daemon	daemon	surprise	0.484
variable	isbeddel	surprise	0.484
curiosity	xiisaha	surprise	0.484
gawk	digaagga	surprise	0.477
unguarded	aanad lahayn	surprise	0.477
chicane	chicane	surprise	0.477
fortune	hanti	surprise	0.477
sneeze	hindhiso	surprise	0.477
illumination	iftiin	surprise	0.477
incident	dhacdo	surprise	0.477
dreadfully	dareen ahaan	surprise	0.477
strange	qariib ah	surprise	0.477
subversive	subversive	surprise	0.477
reversal	dib u dhac	surprise	0.469
prowl	riix	surprise	0.469
rapid	degdeg ah	surprise	0.469
leery	deymo	surprise	0.469
wizard	Wizard	surprise	0.469
coincidence	dareenka	surprise	0.461
hilarious	qosol badan	surprise	0.461
divergent	kala duwanaansho	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	jebin	surprise	0.461
slip	qashin	surprise	0.461
wonderful	cajiib ah	surprise	0.453
hoax	caqli	surprise	0.453
winning	guuleysta	surprise	0.453
overestimate	qiyaas badan	surprise	0.453
confession	qirasho	surprise	0.453
ordeal	xasilooni	surprise	0.453
evanescence	gardarrada	surprise	0.453
merriment	merriment	surprise	0.453
raffle	raffle	surprise	0.453
stound	garaac	surprise	0.445
laughter	qosol	surprise	0.445
enthusiast	dhiirigeliya	surprise	0.445
splendid	qurux badan	surprise	0.445
feat	feat	surprise	0.445
perchance	guntii	surprise	0.445
excel	sare	surprise	0.445
gambling	khamaarka	surprise	0.445
unintentional	aanad ujeeddo lahayn	surprise	0.438
brighten	dhalaalaya	surprise	0.438
changeable	beddeli karo	surprise	0.438
rapt	rapt	surprise	0.438
unique	mid gaar ah	surprise	0.438
splendor	qurux badan	surprise	0.438
senseless	macquul ah	surprise	0.438
gift	hadiyad	surprise	0.430
fascination	fasiraadda	surprise	0.430
trepidation	niyadjab	surprise	0.430
stealthy	aan lahayn	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	aad u faraxsan	surprise	0.430
lawsuit	dacwad	surprise	0.430
intrigue	qulqul	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	asalka	surprise	0.422
riddle	halis	surprise	0.422
judgment	xukun	surprise	0.422
enchant	enchant	surprise	0.422
stealth	xasilooni	surprise	0.422
veracity	sax	surprise	0.414
elusive	dhib badan	surprise	0.414
perjury	been abuur	surprise	0.414
spirits	jinniyo	surprise	0.414
liberation	xoraynta	surprise	0.414
illegitimate	sharci darro ah	surprise	0.414
syncope	syncope	surprise	0.414
experiment	tijaabin	surprise	0.414
gambler	khamaariste	surprise	0.406
eager	xiiso leh	surprise	0.406
inspired	waxyoonay	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	sacab	surprise	0.406
allure	oo dhan	surprise	0.406
parade	madadaalo	surprise	0.406
princely	amiir	surprise	0.398
divorce	furiinka	surprise	0.398
guess	maleyn	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	sirta	surprise	0.398
aspiration	rabitaan	surprise	0.391
peri	peri	surprise	0.391
cheerful	faraxsan	surprise	0.391
hermaphrodite	Hermaphrodite	surprise	0.391
supremacy	Awoodda	surprise	0.391
incontinence	ceshad la'aanta kaadida	surprise	0.391
inheritance	dhaxalka	surprise	0.383
score	dhibcaha	surprise	0.383
lose	lumo	surprise	0.383
crowning	taajirnimo	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	amaan	surprise	0.383
cadaver	cadaw	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	furo	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	qallajin	surprise	0.375
mystic	qarsoodi	surprise	0.375
succeed	guuleysta	surprise	0.375
advance	hormarin	surprise	0.375
sparkle	jilicsan	surprise	0.367
hope	rajo	surprise	0.367
joker	joker	surprise	0.367
sensual	dareen ah	surprise	0.367
excavation	xayiraad	surprise	0.367
feeling	dareen	surprise	0.359
entertainment	madadaalo	surprise	0.359
clown	dhoobo	surprise	0.352
newcomer	cusub	surprise	0.352
modify	isbeddel	surprise	0.352
award	abaalmarin	surprise	0.352
blessings	barakooyinka	surprise	0.352
postponement	dib u dhigid	surprise	0.352
obit	labadaba	surprise	0.352
celebrity	caanka	surprise	0.344
hero	hero	surprise	0.344
start	bilow	surprise	0.344
wonderfully	cajiib ah	surprise	0.344
highest	ugu sareeya	surprise	0.344
proficiency	aqoonta	surprise	0.344
glorify	ammaanaan	surprise	0.344
unbeaten	aan laga badin	surprise	0.336
memorable	xusuusi	surprise	0.336
sanctify	quduusso	surprise	0.336
rekindle	dib u noqo	surprise	0.336
optimism	rajada	surprise	0.336
warned	ka digay	surprise	0.336
prodigious	nacasnimo	surprise	0.336
dissolution	kala dirista	surprise	0.336
grin	gariir	surprise	0.336
admiration	xiisaha	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	iminka	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	malaa'ig	surprise	0.320
examination	baaritaanka	surprise	0.320
catch	qaado	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	xorriyadda	surprise	0.312
kiss	dhunkasho	surprise	0.312
embrace	isku duub	surprise	0.312
occasional	marmar	surprise	0.312
treat	daawee	surprise	0.312
saint	saint	surprise	0.312
scrimmage	sawir	surprise	0.312
dismissal	ka eryid	surprise	0.312
perfection	dhammaystiran	surprise	0.305
generosity	deeqsinimo	surprise	0.305
gratify	raashin	surprise	0.305
saintly	saintly	surprise	0.305
sally	caan ah	surprise	0.305
polarity	kutubnimo	surprise	0.297
finally	Ugu dambeyntii	surprise	0.297
differently	si kala duwan	surprise	0.297
palpable	daalacan	surprise	0.297
warn	digniin	surprise	0.297
ceremony	xaflad	surprise	0.297
larger	weyn	surprise	0.297
favorable	wanaagsan	surprise	0.297
romance	jacaylka	surprise	0.289
medal	bilad	surprise	0.289
inviting	soo dhaweynta	surprise	0.289
greeting	salaanta	surprise	0.289
candid	caddayn	surprise	0.281
resignation	Is-casilaad	surprise	0.281
trip	safar	surprise	0.281
accolade	abaalmarin	surprise	0.281
labor	shaqo	surprise	0.281
stare	dareen	surprise	0.273
glimmer	dhalaalaya	surprise	0.266
invite	casuumi	surprise	0.266
somatic	Somatic	surprise	0.266
admire	ku farxi	surprise	0.266
immerse	qallafsan	surprise	0.266
festival	Dabaaldag	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	magdhow	surprise	0.266
insolvency	caymis	surprise	0.266
playful	ciyaara	surprise	0.266
complement	dhammeystirid	surprise	0.258
receiving	helitaanka	surprise	0.258
hypothesis	Mala-awaal	surprise	0.258
laugh	qosol	surprise	0.258
chuckle	xiiraan	surprise	0.258
honeymoon	malab	surprise	0.250
marry	guursato	surprise	0.242
independence	madax-bannaani	surprise	0.242
opera	Opera	surprise	0.242
pleasant	wacan	surprise	0.242
rhythmical	rhythmical	surprise	0.234
assessment	qiimeynta	surprise	0.234
hopeful	rajo	surprise	0.234
trophy	koob	surprise	0.234
holiness	quduusnaan	surprise	0.234
chant	farriin	surprise	0.234
leave	baxo	surprise	0.234
procession	socodka	surprise	0.227
placard	calaamadda	surprise	0.227
deal	heshiis	surprise	0.227
cherish	qadarin	surprise	0.219
good	wanaagsan	surprise	0.219
shopping	dukaamaysiga	surprise	0.219
musical	muusik	surprise	0.219
shell	qolof	surprise	0.211
dawn	waaba	surprise	0.211
simplify	fududee	surprise	0.211
purity	daahirsanaanta	surprise	0.203
nullify	nullify	surprise	0.203
money	lacag	surprise	0.203
sweet	macaan	surprise	0.203
morals	anshax	surprise	0.203
synchronize	Isku duwo	surprise	0.195
preservative	ilaalinta	surprise	0.195
humanitarian	bani'aadanimo	surprise	0.195
unfulfilled	oo aan fiicnayn	surprise	0.195
precious	qaali ah	surprise	0.195
obliging	waajib ah	surprise	0.188
singularly	si sax ah	surprise	0.188
foresee	horta	surprise	0.180
pray	tukadaan	surprise	0.180
graduation	qalinjebinta	surprise	0.180
lovely	qurux badan	surprise	0.180
sun	qorraxda	surprise	0.172
art	farshaxanka	surprise	0.172
mouth	afka	surprise	0.172
youth	dhalinyarada	surprise	0.172
thirst	harraad	surprise	0.172
young	dhalinyaro	surprise	0.164
goodness	wanaag	surprise	0.164
overdue	wakhtigii deynta	surprise	0.156
visor	sawirka	surprise	0.156
practiced	ku dhaqmey	surprise	0.156
latent	qarsoon	surprise	0.156
loyal	daacad	surprise	0.148
expect	filan	surprise	0.148
destination	meesha	surprise	0.148
wireless	wireless	surprise	0.148
quote	xigasho	surprise	0.141
slush	riix	surprise	0.141
infant	ilmaha	surprise	0.141
cream	kareemka	surprise	0.141
playground	goobta ciyaarta	surprise	0.133
organization	urur	surprise	0.125
teach	baro	surprise	0.125
vote	cod bixin	surprise	0.125
smile	dhoola cadeyn	surprise	0.117
weight	miisaanka	surprise	0.117
dolphin	Dolphin	surprise	0.117
sisterhood	walaashiis	surprise	0.109
cable	cable	surprise	0.109
sunny	qorraxda	surprise	0.102
steady	degenaansho	surprise	0.094
leisure	riwaayado	surprise	0.086
peaceful	nabad	surprise	0.086
spa	isboorti	surprise	0.086
tree	geed	surprise	0.078
picnic	farshaxanka	surprise	0.078
worm	dirxiga	surprise	0.055
truthfulness	runta	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	kalsooni	trust	0.867
honest	daacad ah	trust	0.844
honesty	daacadnimo	trust	0.844
honor	sharaf	trust	0.844
truth	runta	trust	0.844
truthful	run ah	trust	0.836
trusting	kalsooni	trust	0.836
brotherhood	walaaltinimo	trust	0.820
entrust	dhiibo	trust	0.812
committed	geysatay	trust	0.805
integrity	daacadnimo	trust	0.805
loyalty	daacadnimo	trust	0.805
honorable	sharaf leh	trust	0.805
credibility	kalsoonida	trust	0.805
trust	kalsooni	trust	0.805
faithful	aamin ah	trust	0.797
sincere	daacad ah	trust	0.797
responsible	mas'uul ka ah	trust	0.789
partnership	iskaashiga	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	xigmad	trust	0.789
oath	dhaarta	trust	0.781
verification	xaqiijinta	trust	0.781
vow	nidar ah	trust	0.781
cooperative	iskaashi	trust	0.781
respectable	ixtiraam leh	trust	0.773
credible	ansax ah	trust	0.773
hero	hero	trust	0.773
sisterhood	walaashiis	trust	0.773
promise	ballanqaad	trust	0.773
verified	xaqiijiyay	trust	0.773
qualified	u qalma	trust	0.766
respected	ixtiraam leh	trust	0.766
authentication	aqoonsi	trust	0.766
compassion	naxariis	trust	0.759
reputable	qadarin	trust	0.758
safekeeping	Badbaadinta	trust	0.758
reliability	kalsooni	trust	0.758
moral	anshax	trust	0.758
love	jacayl	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	ansixin	trust	0.758
stable	deggan	trust	0.750
friend	saaxiib	trust	0.750
genuine	dhab ah	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	karti	trust	0.750
loyal	daacad	trust	0.750
ally	isbahaysi	trust	0.750
safeguard	ilaalinta	trust	0.750
companion	saaxiibka	trust	0.750
advised	la taliyey	trust	0.750
authentic	dhab ah	trust	0.750
respect	ixtiraam	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	xorriyadda	trust	0.742
proven	la xaqiijiyay	trust	0.742
respects	ixtiraamo	trust	0.742
faith	iimaanka	trust	0.742
wholesome	Caadi ahaan	trust	0.742
heartfelt	kali ah	trust	0.734
unification	mideynta	trust	0.734
protecting	ilaalinta	trust	0.734
reassurance	kalsooni	trust	0.734
admirable	farxad leh	trust	0.734
trustee	wakiil	trust	0.734
supporter	taageeraha	trust	0.734
confirmation	xaqiijin	trust	0.734
respectful	ixtiraam leh	trust	0.734
alliance	isbahaysi	trust	0.727
equality	sinnaanta	trust	0.727
friendship	saaxiibtinimo	trust	0.727
agreement	heshiis	trust	0.727
fact	xaqiiqda	trust	0.727
confident	kalsooni	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	aaminsan	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	heer sare	trust	0.727
credential	aqoonsiga	trust	0.727
closeness	dhowaansho	trust	0.719
authenticate	xaqiijin	trust	0.719
intelligence	sirdoon	trust	0.719
virtue	wanaag	trust	0.719
honored	sharaf leh	trust	0.719
virtuous	fiican	trust	0.719
kindred	xigeen	trust	0.719
charitable	sadaqo	trust	0.711
dedication	ku kalsoonaanta	trust	0.711
guarantee	damaanad qaad	trust	0.711
cooperation	iskaashi	trust	0.711
creditable	"creditable"	trust	0.711
consistency	joogteynta	trust	0.711
allegiance	daacadnimo	trust	0.711
cooperating	wada shaqeyn	trust	0.711
straightforward	toos ah	trust	0.711
determination	go'aaminta	trust	0.711
justice	caddaaladda	trust	0.711
sanctuary	meel quduus ah	trust	0.703
nurture	kobcinta	trust	0.703
innocent	qof aan waxba galabsan	trust	0.703
admire	ku farxi	trust	0.703
assurance	hubin	trust	0.703
morality	anshax	trust	0.703
prepared	diyaarisay	trust	0.703
friendliness	saaxiibtinimo	trust	0.703
reliable	lagu kalsoonaan karo	trust	0.703
mentor	hagaha	trust	0.703
guardianship	ilaalinta	trust	0.703
fulfilled	dhammaystiray	trust	0.703
reverence	qadarin	trust	0.703
proof	Cadayn	trust	0.703
admiration	xiisaha	trust	0.703
mother	hooyo	trust	0.703
protected	ilaaliyo	trust	0.703
motherhood	hooyada	trust	0.703
marriage	guurka	trust	0.695
skillful	xirfad leh	trust	0.695
indestructible	aan lahayn	trust	0.695
guardian	mas'uulka	trust	0.695
accountable	xisaabtan	trust	0.695
courage	geesinimo	trust	0.695
bodyguard	ilaaliye	trust	0.695
agreeable	la aqbali karo	trust	0.695
scientist	saynis	trust	0.695
allied	isbahaysi	trust	0.695
compassionate	naxariis	trust	0.695
humanitarian	bani'aadanimo	trust	0.695
approving	ansixinta	trust	0.695
united	united	trust	0.695
pact	heshiis	trust	0.695
certified	shahaadada	trust	0.695
morals	anshax	trust	0.695
esteem	kalsooni	trust	0.688
secure	aamin	trust	0.688
perfection	dhammaystiran	trust	0.688
guidance	hagid	trust	0.688
competent	karti leh	trust	0.688
authenticity	xaqiiqda	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	waa xaq	trust	0.688
humanity	aadanimada	trust	0.688
solidity	adkaysiga	trust	0.688
adviser	la taliye	trust	0.688
pledge	ballanqaad	trust	0.688
believed	rumaystay	trust	0.688
understanding	faham	trust	0.688
monogamy	hal jinsi	trust	0.688
expertise	khibrad	trust	0.680
diplomatic	diblomaasi	trust	0.680
confidential	qarsoodi ah	trust	0.680
hope	rajo	trust	0.680
protector	ilaaliyaha	trust	0.680
agreeing	heshiis	trust	0.680
diligence	dadaal	trust	0.680
official	rasmi ah	trust	0.680
affirm	qiray	trust	0.680
indivisible	lama qaybin karo	trust	0.680
grandfather	awoowe	trust	0.680
humble	hoosaysiiya	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	u doodid	trust	0.680
elders	odayaasha	trust	0.680
goodness	wanaag	trust	0.680
commendable	la ammaano	trust	0.680
inspire	dhiiri galin	trust	0.680
approve	aqbalaan	trust	0.680
confide	kalsooni	trust	0.680
professional	xirfadle	trust	0.680
familiarity	aqoonta	trust	0.680
leader	hogaamiye	trust	0.680
confirmed	xaqiijiyay	trust	0.680
acceptance	aqbalida	trust	0.680
benevolence	dhiiranaan	trust	0.672
dignity	sharaf	trust	0.672
harmoniously	isku dhafan	trust	0.672
mastery	baqdin	trust	0.672
unwavering	joojin la'aan	trust	0.672
accredited	la aqoonsan yahay	trust	0.672
healing	bogsashada	trust	0.672
encyclopedia	encyclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	quduusso	trust	0.672
cohesive	wadaag	trust	0.672
covenant	axdiga	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	qalad la'aan	trust	0.672
safe	badbaado	trust	0.672
intelligent	caqli badan	trust	0.672
merit	mudnaan	trust	0.664
impeccable	qaliinka	trust	0.664
affirmatively	si daacad ah	trust	0.664
spiritual	ruuxa	trust	0.664
advocate	u dood	trust	0.664
team	koox	trust	0.664
heroic	geesinimo	trust	0.664
communicate	xiriirin	trust	0.664
disciple	xer	trust	0.664
expert	khabiir	trust	0.664
proficient	aqoon fiican	trust	0.664
specialist	khabiir	trust	0.664
ambassador	Safiirka	trust	0.664
accept	aqbalo	trust	0.664
attestation	caddayn	trust	0.664
supporting	taageeraya	trust	0.664
reliance	kalsooni	trust	0.664
authority	maamulka	trust	0.664
accountability	xisaabtan	trust	0.664
guidebook	buug hagaha	trust	0.664
fulfillment	dhammaystirka	trust	0.664
strengthening	Xoojinta	trust	0.661
familiar	yaqaan	trust	0.656
facts	xaqiiqda	trust	0.656
achieve	gaari	trust	0.656
warranty	damaanad qaad	trust	0.656
structure	qaab dhismeedka	trust	0.656
steadfast	waari	trust	0.656
favorable	wanaagsan	trust	0.656
counsel	talo	trust	0.656
relationship	xiriirka	trust	0.656
scientific	sayniska	trust	0.656
gentleman	gentleman	trust	0.656
strength	xoog	trust	0.656
elder	odayga	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	quduusnaan	trust	0.656
excellent	aad u fiican	trust	0.656
proficiency	aqoonta	trust	0.656
constancy	joogtayn	trust	0.656
defended	difaacay	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	ku kalsoonow	trust	0.648
heroism	geesinimada	trust	0.648
peaceful	nabad	trust	0.648
competency	karti	trust	0.648
assuredly	hubaal	trust	0.648
brother	walaal	trust	0.648
counselor	la taliye	trust	0.648
successful	guulaystay	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	ilaalinta	trust	0.648
saint	saint	trust	0.648
harmony	wada noolaanshaha	trust	0.648
matrimony	xaaska	trust	0.648
noble	sharaf leh	trust	0.648
inspiration	waxyoonay	trust	0.648
academic	tacliin	trust	0.648
assist	caawi	trust	0.648
agreed	isku raacay	trust	0.648
uphold	ilaalinta	trust	0.648
comrade	wadaad	trust	0.648
lovable	jecel yahay	trust	0.648
advisable	la talin	trust	0.648
solidarity	midnimo	trust	0.648
worthy	istaahilaa	trust	0.643
durability	adkeysiga	trust	0.641
coexist	wada-jir	trust	0.641
assure	hubi	trust	0.641
establish	samee	trust	0.641
benefactor	nasiib wanaag	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	hogaaminaya	trust	0.641
loving	jecel yahay	trust	0.641
teacher	macallin	trust	0.641
judiciary	garsoorka	trust	0.641
conscientious	si daacad ah	trust	0.641
confidence	kalsooni	trust	0.641
lawful	sharci ah	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	laguu dhigay	trust	0.641
champion	horyaal	trust	0.641
unity	midnimo	trust	0.641
legal	sharci	trust	0.641
kind	nooca	trust	0.641
credence	aqoonsi	trust	0.641
real	dhab ah	trust	0.641
doctor	dhakhtarka	trust	0.641
intimate	sokeeye	trust	0.634
hopeful	rajo	trust	0.633
fortitude	xajmiga	trust	0.633
physician	dhakhtarka	trust	0.633
brotherly	walaal ahaan	trust	0.633
aspiration	rabitaan	trust	0.633
convincing	qancinta	trust	0.633
sanctification	daahirinta	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	qaylin	trust	0.633
courageous	geesinimo	trust	0.633
soundness	midab	trust	0.633
legitimacy	sharciyeynta	trust	0.633
endorse	aqbalaan	trust	0.633
fidelity	daacadnimo	trust	0.633
bless	barakee	trust	0.633
judicial	garsoore	trust	0.633
important	muhiim ah	trust	0.633
saintly	saintly	trust	0.633
conscience	damiirka	trust	0.633
therapeutic	daaweyn	trust	0.633
authorize	oggolaansho	trust	0.633
devotional	diin ahaan	trust	0.633
practiced	ku dhaqmey	trust	0.633
backbone	laf-dhabarka	trust	0.633
approved	ansixiyay	trust	0.633
evident	caddayn	trust	0.625
encourage	dhiirigeli	trust	0.625
caretaker	daryeelaha	trust	0.625
regard	la xiriira	trust	0.625
angel	malaa'ig	trust	0.625
engaged	ku hawlan	trust	0.625
blessing	barako	trust	0.625
professorship	Professorship	trust	0.625
majestic	haybad	trust	0.625
communication	isgaarsiinta	trust	0.625
purify	nadiifin	trust	0.625
authorization	oggolaansho	trust	0.625
wonderful	cajiib ah	trust	0.625
achievement	guuleysiga	trust	0.625
fireman	dab-demis	trust	0.625
certify	cadee	trust	0.625
civilized	midaysan	trust	0.625
profound	qoto dheer	trust	0.625
accurate	sax ah	trust	0.625
assured	hubin	trust	0.625
positivity	jawaabta	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	wanaagsan	trust	0.617
absolution	xayiraadda	trust	0.617
commend	ammaanaan	trust	0.617
cherish	qadarin	trust	0.617
fundamental	muhiim ah	trust	0.617
advice	talo	trust	0.617
objective	Ujeedada	trust	0.617
optimism	rajada	trust	0.617
testament	axdiga	trust	0.617
qualities	tayada	trust	0.617
haven	hagaag	trust	0.617
heroine	geesinimada	trust	0.617
constantly	si joogto ah	trust	0.617
appreciation	qadarin	trust	0.617
triumphant	guulayste	trust	0.617
accord	heshiis	trust	0.617
reassure	u adkee	trust	0.617
truce	xabbad-joojin	trust	0.617
thoughtful	fikrado badan	trust	0.617
teach	baro	trust	0.617
god	ilaah	trust	0.617
corroborate	caddayn	trust	0.617
believer	Mu'min	trust	0.617
unimpeachable	aan la dabiqi karin	trust	0.617
surety	dammaanad	trust	0.617
attentive	fiiri	trust	0.617
gospel	Injiil	trust	0.617
bedrock	xargaha	trust	0.617
approvement	ansixinta	trust	0.617
planning	qorsheynta	trust	0.617
rational	macquul ah	trust	0.617
passionate	xiisaha	trust	0.617
happy	faraxsan	trust	0.609
babysitter	carruurta yaryar	trust	0.609
brilliant	qurux badan	trust	0.609
praise	ammaan	trust	0.609
definitive	qeexan	trust	0.609
considerate	tixgelin	trust	0.609
patron	ilaaliye	trust	0.609
scripture	Qorniinka	trust	0.609
heal	bogsii	trust	0.609
praiseworthy	amaan	trust	0.609
steward	wakiil	trust	0.609
awareness	wacyiga	trust	0.609
officer	sarkaal	trust	0.609
purification	nadiifinta	trust	0.609
excel	sare	trust	0.609
civilization	ilbaxnimada	trust	0.609
liking	jecel	trust	0.609
comfort	raaxo	trust	0.609
magnificence	weynaanta	trust	0.609
notary	nootaayo	trust	0.609
progression	horumarka	trust	0.609
mediator	dhexdhexaadiyaha	trust	0.609
blessings	barakooyinka	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	ku talin	trust	0.609
brave	geesinimo	trust	0.602
experienced	khibrad leh	trust	0.602
steady	degenaansho	trust	0.602
enlightenment	madadaalo	trust	0.602
brighten	dhalaalaya	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	dhammaystir	trust	0.602
witness	markhaati	trust	0.602
humility	hoosaysiin	trust	0.602
sympathetic	dabacsanaadaan	trust	0.602
