word	Welsh-cy	emotion	emotion-intensity-score
luck	lwc	surprise	0.508
magnificent	yn wych	surprise	0.508
transcendence	trosgynnol	surprise	0.508
garish	yn ddrwg	surprise	0.508
unintentionally	yn anfwriadol	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	yn anaml	surprise	0.500
marvelous	yn wych	surprise	0.500
heroic	arwrol	surprise	0.500
remarkable	yn rhyfeddol	surprise	0.500
fainting	gwanhau	surprise	0.500
slayer	slayer	surprise	0.500
erotic	erotig	surprise	0.500
enliven	enliven	surprise	0.500
alertness	rhybudd	surprise	0.500
misbehavior	camymddwyn	surprise	0.500
embarrassment	embaras	surprise	0.500
diversion	gwyro	surprise	0.500
unutterable	annioddefol	surprise	0.492
nab	nab	surprise	0.492
camouflage	cuddliw	surprise	0.492
trump	trump	surprise	0.492
decoy	addurn	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	pen-blwydd	surprise	0.492
greatness	wychder	surprise	0.492
zeal	zeal	surprise	0.484
prick	prick	surprise	0.484
magician	dewin	surprise	0.484
underestimate	danamcangyfrif	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	anhyblyg	surprise	0.484
daemon	daemon	surprise	0.484
variable	amrywiol	surprise	0.484
curiosity	chwilfrydedd	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	heb ei warchod	surprise	0.477
chicane	chicane	surprise	0.477
fortune	ffortiwn	surprise	0.477
sneeze	Tisian	surprise	0.477
illumination	goleuo	surprise	0.477
incident	digwyddiad	surprise	0.477
dreadfully	yn ofnadwy	surprise	0.477
strange	rhyfedd	surprise	0.477
subversive	israddol	surprise	0.477
reversal	gwrthdroi	surprise	0.469
prowl	prowl	surprise	0.469
rapid	cyflym	surprise	0.469
leery	leery	surprise	0.469
wizard	dewin	surprise	0.469
coincidence	cyd-ddigwyddiad	surprise	0.461
hilarious	hyfryd	surprise	0.461
divergent	yn wahanol	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	egwyl	surprise	0.461
slip	slip	surprise	0.461
wonderful	yn wych	surprise	0.453
hoax	ffug	surprise	0.453
winning	ennill	surprise	0.453
overestimate	rhy amcangyfrif	surprise	0.453
confession	cyffes	surprise	0.453
ordeal	ordeal	surprise	0.453
evanescence	troi allan	surprise	0.453
merriment	rhyfeddod	surprise	0.453
raffle	raffl	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	chwerthin	surprise	0.445
enthusiast	brwdfrydig	surprise	0.445
splendid	yn wych	surprise	0.445
feat	gamp	surprise	0.445
perchance	perchance	surprise	0.445
excel	rhagori	surprise	0.445
gambling	hapchwarae	surprise	0.445
unintentional	yn anfwriadol	surprise	0.438
brighten	disgleirio	surprise	0.438
changeable	newidadwy	surprise	0.438
rapt	rapt	surprise	0.438
unique	unigryw	surprise	0.438
splendor	ysblander	surprise	0.438
senseless	heb synnwyr	surprise	0.438
gift	rhodd	surprise	0.430
fascination	diddorol	surprise	0.430
trepidation	dychrynllyd	surprise	0.430
stealthy	yn llym	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	wrth fy modd	surprise	0.430
lawsuit	lawsuit	surprise	0.430
intrigue	dychrynllyd	surprise	0.430
quicksilver	chwiban	surprise	0.422
originality	gwreiddioldeb	surprise	0.422
riddle	dychymyg	surprise	0.422
judgment	dyfarniad	surprise	0.422
enchant	enchant	surprise	0.422
stealth	llym	surprise	0.422
veracity	wirionedd	surprise	0.414
elusive	ysgogol	surprise	0.414
perjury	perjury	surprise	0.414
spirits	ysbrydion	surprise	0.414
liberation	rhyddhad	surprise	0.414
illegitimate	anghyfreithlon	surprise	0.414
syncope	synop	surprise	0.414
experiment	arbrofi	surprise	0.414
gambler	Gambler	surprise	0.406
eager	yn awyddus	surprise	0.406
inspired	ysbrydoliaeth	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	cymeradwyaeth	surprise	0.406
allure	allure	surprise	0.406
parade	gorymdaith	surprise	0.406
princely	tywysog	surprise	0.398
divorce	ysgariad	surprise	0.398
guess	dyfalu	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	cyfrinachedd	surprise	0.398
aspiration	dyhead	surprise	0.391
peri	peri	surprise	0.391
cheerful	yn hwyliog	surprise	0.391
hermaphrodite	hermaphrodit	surprise	0.391
supremacy	goruchafiaeth	surprise	0.391
incontinence	anymataliad	surprise	0.391
inheritance	etifeddiaeth	surprise	0.383
score	sgôr	surprise	0.383
lose	colli	surprise	0.383
crowning	coroni	surprise	0.383
buck	bwc	surprise	0.383
praiseworthy	yn ganmoladwy	surprise	0.383
cadaver	carcharor	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	yn ysgafn	surprise	0.375
mystic	mystic	surprise	0.375
succeed	llwyddo	surprise	0.375
advance	ymlaen llaw	surprise	0.375
sparkle	sgleinio	surprise	0.367
hope	gobaith	surprise	0.367
joker	jôc	surprise	0.367
sensual	synhwyrol	surprise	0.367
excavation	cloddio	surprise	0.367
feeling	teimlo	surprise	0.359
entertainment	adloniant	surprise	0.359
clown	clown	surprise	0.352
newcomer	newydd-ddyfod	surprise	0.352
modify	addasu	surprise	0.352
award	gwobr	surprise	0.352
blessings	bendithion	surprise	0.352
postponement	gohirio	surprise	0.352
obit	obit	surprise	0.352
celebrity	enwog	surprise	0.344
hero	arwr	surprise	0.344
start	dechrau	surprise	0.344
wonderfully	rhyfeddol	surprise	0.344
highest	uchaf	surprise	0.344
proficiency	hyfedredd	surprise	0.344
glorify	gogoneddwch	surprise	0.344
unbeaten	heb ei drin	surprise	0.336
memorable	cofiadwy	surprise	0.336
sanctify	sancteiddiwch	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	optimistiaeth	surprise	0.336
warned	rhybuddio	surprise	0.336
prodigious	rhyfeddol	surprise	0.336
dissolution	diddymiad	surprise	0.336
grin	grin	surprise	0.336
admiration	edmygedd	surprise	0.328
hypertrophy	hypertrwyth	surprise	0.328
present	presennol	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	angel	surprise	0.320
examination	arholiad	surprise	0.320
catch	dal	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	pwma	surprise	0.312
liberty	rhyddid	surprise	0.312
kiss	cusan	surprise	0.312
embrace	croesawu	surprise	0.312
occasional	achlysurol	surprise	0.312
treat	trin	surprise	0.312
saint	sant	surprise	0.312
scrimmage	sgimiog	surprise	0.312
dismissal	diswyddo	surprise	0.312
perfection	berffaith	surprise	0.305
generosity	haelioni	surprise	0.305
gratify	diolch	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	polaredd	surprise	0.297
finally	yn olaf	surprise	0.297
differently	yn wahanol	surprise	0.297
palpable	palpable	surprise	0.297
warn	rhybuddio	surprise	0.297
ceremony	seremoni	surprise	0.297
larger	mwy	surprise	0.297
favorable	ffafriol	surprise	0.297
romance	rhamant	surprise	0.289
medal	medal	surprise	0.289
inviting	gwahodd	surprise	0.289
greeting	cyfarch	surprise	0.289
candid	candid	surprise	0.281
resignation	ymddiswyddiad	surprise	0.281
trip	taith	surprise	0.281
accolade	gweddill	surprise	0.281
labor	llafur	surprise	0.281
stare	sefyll	surprise	0.273
glimmer	cipolwg	surprise	0.266
invite	gwahoddwch	surprise	0.266
somatic	somatig	surprise	0.266
admire	edmygu	surprise	0.266
immerse	ymledu	surprise	0.266
festival	gŵyl	surprise	0.266
mimicry	dynwared	surprise	0.266
compensate	diolchwch	surprise	0.266
insolvency	ansolfedd	surprise	0.266
playful	playful	surprise	0.266
complement	ategu	surprise	0.258
receiving	yn derbyn	surprise	0.258
hypothesis	damcaniaeth	surprise	0.258
laugh	chwerthin	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	mis mêl	surprise	0.250
marry	priodi	surprise	0.242
independence	annibyniaeth	surprise	0.242
opera	opera	surprise	0.242
pleasant	dymunol	surprise	0.242
rhythmical	rhythmig	surprise	0.234
assessment	asesiad	surprise	0.234
hopeful	gobeithiol	surprise	0.234
trophy	tlws	surprise	0.234
holiness	sancteiddrwydd	surprise	0.234
chant	sant	surprise	0.234
leave	gadael	surprise	0.234
procession	gorymdaith	surprise	0.227
placard	placard	surprise	0.227
deal	delio	surprise	0.227
cherish	caris	surprise	0.219
good	da	surprise	0.219
shopping	siopa	surprise	0.219
musical	cerddorol	surprise	0.219
shell	cregyn	surprise	0.211
dawn	dawn	surprise	0.211
simplify	symleiddio	surprise	0.211
purity	purdeb	surprise	0.203
nullify	nulloli	surprise	0.203
money	arian	surprise	0.203
sweet	melys	surprise	0.203
morals	moesau	surprise	0.203
synchronize	cydamseru	surprise	0.195
preservative	cadwraethol	surprise	0.195
humanitarian	dyngarol	surprise	0.195
unfulfilled	heb ei gyflawni	surprise	0.195
precious	gwerthfawr	surprise	0.195
obliging	rhwymedigaeth	surprise	0.188
singularly	yn unigol	surprise	0.188
foresee	rhagweld	surprise	0.180
pray	gweddïwch	surprise	0.180
graduation	graddio	surprise	0.180
lovely	hyfryd	surprise	0.180
sun	haul	surprise	0.172
art	celf	surprise	0.172
mouth	ceg	surprise	0.172
youth	ieuenctid	surprise	0.172
thirst	syched	surprise	0.172
young	ifanc	surprise	0.164
goodness	daioni	surprise	0.164
overdue	yn hwyr	surprise	0.156
visor	gweledydd	surprise	0.156
practiced	ymarfer	surprise	0.156
latent	cuddio	surprise	0.156
loyal	yn ffyddlon	surprise	0.148
expect	yn disgwyl	surprise	0.148
destination	cyrchfan	surprise	0.148
wireless	di-wifr	surprise	0.148
quote	dyfynbris	surprise	0.141
slush	slush	surprise	0.141
infant	babanod	surprise	0.141
cream	hufen	surprise	0.141
playground	maes chwarae	surprise	0.133
organization	sefydliad	surprise	0.125
teach	dysgu	surprise	0.125
vote	pleidleisio	surprise	0.125
smile	gwên	surprise	0.117
weight	pwysau	surprise	0.117
dolphin	dolffiniaid	surprise	0.117
sisterhood	chwaeriaeth	surprise	0.109
cable	cebl	surprise	0.109
sunny	Heulog	surprise	0.102
steady	cyson	surprise	0.094
leisure	hamdden	surprise	0.086
peaceful	heddychlon	surprise	0.086
spa	sba	surprise	0.086
tree	coeden	surprise	0.078
picnic	picnic	surprise	0.078
worm	mwydod	surprise	0.055
truthfulness	gwirionedd	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	yn ddibynadwy	trust	0.867
honest	yn onest	trust	0.844
honesty	gonestrwydd	trust	0.844
honor	anrhydedd	trust	0.844
truth	gwirionedd	trust	0.844
truthful	yn wirioneddol	trust	0.836
trusting	yn ymddiried	trust	0.836
brotherhood	brawdoliaeth	trust	0.820
entrust	ymddiriedaeth	trust	0.812
committed	wedi ymrwymo	trust	0.805
integrity	uniondeb	trust	0.805
loyalty	teyrngarwch	trust	0.805
honorable	anrhydeddus	trust	0.805
credibility	hygrededd	trust	0.805
trust	ymddiriedolaeth	trust	0.805
faithful	ffyddlon	trust	0.797
sincere	yn ddidwyll	trust	0.797
responsible	yn gyfrifol	trust	0.789
partnership	partneriaeth	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	doethineb	trust	0.789
oath	llw	trust	0.781
verification	dilysu	trust	0.781
vow	vow	trust	0.781
cooperative	cydweithredol	trust	0.781
respectable	parchus	trust	0.773
credible	yn gredadwy	trust	0.773
hero	arwr	trust	0.773
sisterhood	chwaeriaeth	trust	0.773
promise	addewid	trust	0.773
verified	gwirio	trust	0.773
qualified	cymwysedig	trust	0.766
respected	parchu	trust	0.766
authentication	dilysu	trust	0.766
compassion	tosturi	trust	0.759
reputable	enwog	trust	0.758
safekeeping	cadw diogel	trust	0.758
reliability	dibynadwyedd	trust	0.758
moral	moesol	trust	0.758
love	cariad	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	cymeradwyaeth	trust	0.758
stable	sefydlog	trust	0.750
friend	ffrind	trust	0.750
genuine	gwirioneddol	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	cymhwysedd	trust	0.750
loyal	yn ffyddlon	trust	0.750
ally	ally	trust	0.750
safeguard	Diogelu	trust	0.750
companion	cydymaith	trust	0.750
advised	cynghorir	trust	0.750
authentic	dilys	trust	0.750
respect	parch	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	rhyddid	trust	0.742
proven	profi	trust	0.742
respects	parch	trust	0.742
faith	ffydd	trust	0.742
wholesome	yn iach	trust	0.742
heartfelt	croen	trust	0.734
unification	uniad	trust	0.734
protecting	amddiffyn	trust	0.734
reassurance	sicrwydd	trust	0.734
admirable	yn ddymunol	trust	0.734
trustee	ymddiriedolwr	trust	0.734
supporter	cefnogwr	trust	0.734
confirmation	cadarnhad	trust	0.734
respectful	parchus	trust	0.734
alliance	cynghrair	trust	0.727
equality	Cydraddoldeb	trust	0.727
friendship	cyfeillgarwch	trust	0.727
agreement	cytundeb	trust	0.727
fact	ffaith	trust	0.727
confident	hyderus	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	yn credu	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	rhagoriaeth	trust	0.727
credential	credential	trust	0.727
closeness	agosrwydd	trust	0.719
authenticate	dilysu	trust	0.719
intelligence	gwybodaeth	trust	0.719
virtue	rhinwedd	trust	0.719
honored	anrhydeddus	trust	0.719
virtuous	rhyfeddol	trust	0.719
kindred	garedig	trust	0.719
charitable	elusennol	trust	0.711
dedication	ymroddiad	trust	0.711
guarantee	gwarant	trust	0.711
cooperation	cydweithrediad	trust	0.711
creditable	credadwy	trust	0.711
consistency	cysondeb	trust	0.711
allegiance	ffyddlondeb	trust	0.711
cooperating	cydweithio	trust	0.711
straightforward	syml	trust	0.711
determination	penderfyniad	trust	0.711
justice	cyfiawnder	trust	0.711
sanctuary	cysegr	trust	0.703
nurture	meithrin	trust	0.703
innocent	yn ddiniwed	trust	0.703
admire	edmygu	trust	0.703
assurance	sicrwydd	trust	0.703
morality	moesoldeb	trust	0.703
prepared	paratowyd	trust	0.703
friendliness	cyfeillgarwch	trust	0.703
reliable	dibynadwy	trust	0.703
mentor	mentor	trust	0.703
guardianship	gwarcheidiaeth	trust	0.703
fulfilled	wedi'i gyflawni	trust	0.703
reverence	parch	trust	0.703
proof	prawf	trust	0.703
admiration	edmygedd	trust	0.703
mother	mam	trust	0.703
protected	gwarchodedig	trust	0.703
motherhood	mamolaeth	trust	0.703
marriage	priodas	trust	0.695
skillful	yn fedrus	trust	0.695
indestructible	indestructible	trust	0.695
guardian	gwarcheidwad	trust	0.695
accountable	yn atebol	trust	0.695
courage	dewrder	trust	0.695
bodyguard	bodyguard	trust	0.695
agreeable	yn fodlon	trust	0.695
scientist	gwyddonydd	trust	0.695
allied	perthynol	trust	0.695
compassionate	yn dosturiol	trust	0.695
humanitarian	dyngarol	trust	0.695
approving	cymeradwyo	trust	0.695
united	unedig	trust	0.695
pact	pact	trust	0.695
certified	ardystiedig	trust	0.695
morals	moesau	trust	0.695
esteem	barch	trust	0.688
secure	yn ddiogel	trust	0.688
perfection	berffaith	trust	0.688
guidance	cyfarwyddyd	trust	0.688
competent	cymwys	trust	0.688
authenticity	dilysrwydd	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	gellir ei gyfiawnhau	trust	0.688
humanity	dynoliaeth	trust	0.688
solidity	sicrwydd	trust	0.688
adviser	cynghorydd	trust	0.688
pledge	addewid	trust	0.688
believed	yn credu	trust	0.688
understanding	deall	trust	0.688
monogamy	monogami	trust	0.688
expertise	arbenigedd	trust	0.680
diplomatic	diplomyddol	trust	0.680
confidential	cyfrinachol	trust	0.680
hope	gobaith	trust	0.680
protector	amddiffynwr	trust	0.680
agreeing	cytuno	trust	0.680
diligence	diwydrwydd	trust	0.680
official	swyddogol	trust	0.680
affirm	cadarnhau	trust	0.680
indivisible	yn anochel	trust	0.680
grandfather	dad-cu	trust	0.680
humble	humble	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	eiriolaeth	trust	0.680
elders	henuriaid	trust	0.680
goodness	daioni	trust	0.680
commendable	yn ganmoladwy	trust	0.680
inspire	ysbrydoli	trust	0.680
approve	cymeradwyo	trust	0.680
confide	cyfrinachwch	trust	0.680
professional	proffesiynol	trust	0.680
familiarity	yn gyfarwydd	trust	0.680
leader	arweinydd	trust	0.680
confirmed	cadarnhau	trust	0.680
acceptance	derbyniad	trust	0.680
benevolence	boddhad	trust	0.672
dignity	urddas	trust	0.672
harmoniously	yn gytûn	trust	0.672
mastery	meistroli	trust	0.672
unwavering	heb fod yn weddill	trust	0.672
accredited	achrededig	trust	0.672
healing	iacháu	trust	0.672
encyclopedia	encyclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	sancteiddiwch	trust	0.672
cohesive	cydlynol	trust	0.672
covenant	cyfamod	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	di-faen	trust	0.672
safe	yn ddiogel	trust	0.672
intelligent	deallus	trust	0.672
merit	teilyngdod	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	yn gadarnhaol	trust	0.664
spiritual	ysbrydol	trust	0.664
advocate	eiriolwr	trust	0.664
team	tîm	trust	0.664
heroic	arwrol	trust	0.664
communicate	cyfathrebu	trust	0.664
disciple	disgybl	trust	0.664
expert	arbenigwr	trust	0.664
proficient	hyfedr	trust	0.664
specialist	arbenigol	trust	0.664
ambassador	llysgennad	trust	0.664
accept	derbyn	trust	0.664
attestation	ardystiad	trust	0.664
supporting	cefnogi	trust	0.664
reliance	ddibyniaeth	trust	0.664
authority	awdurdod	trust	0.664
accountability	atebolrwydd	trust	0.664
guidebook	llawlyfr	trust	0.664
fulfillment	cyflawniad	trust	0.664
strengthening	cryfhau	trust	0.661
familiar	yn gyfarwydd	trust	0.656
facts	ffeithiau	trust	0.656
achieve	cyflawni	trust	0.656
warranty	gwarant	trust	0.656
structure	strwythur	trust	0.656
steadfast	yn gadarn	trust	0.656
favorable	ffafriol	trust	0.656
counsel	cwnsel	trust	0.656
relationship	perthynas	trust	0.656
scientific	gwyddonol	trust	0.656
gentleman	dynwr	trust	0.656
strength	cryfder	trust	0.656
elder	henoed	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	sancteiddrwydd	trust	0.656
excellent	rhagorol	trust	0.656
proficiency	hyfedredd	trust	0.656
constancy	cysondeb	trust	0.656
defended	amddiffynedig	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	yn dibynnu	trust	0.648
heroism	arwriaeth	trust	0.648
peaceful	heddychlon	trust	0.648
competency	cymhwysedd	trust	0.648
assuredly	yn sicr	trust	0.648
brother	brawd	trust	0.648
counselor	cynghorydd	trust	0.648
successful	llwyddiannus	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	amddiffynnol	trust	0.648
saint	sant	trust	0.648
harmony	cytgord	trust	0.648
matrimony	marwolaeth	trust	0.648
noble	nobel	trust	0.648
inspiration	ysbrydoliaeth	trust	0.648
academic	academaidd	trust	0.648
assist	cynorthwyo	trust	0.648
agreed	cytunwyd	trust	0.648
uphold	cynnal	trust	0.648
comrade	comrade	trust	0.648
lovable	lovable	trust	0.648
advisable	yn ddoeth	trust	0.648
solidarity	undod	trust	0.648
worthy	teilwng	trust	0.643
durability	gwydnwch	trust	0.641
coexist	yn cyd-fyw	trust	0.641
assure	sicrhau	trust	0.641
establish	sefydlu	trust	0.641
benefactor	ffafriwr	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	yn arwain	trust	0.641
loving	cariadus	trust	0.641
teacher	athro	trust	0.641
judiciary	barnwriaeth	trust	0.641
conscientious	cydwybodol	trust	0.641
confidence	hyder	trust	0.641
lawful	cyfreithlon	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordeiniwyd	trust	0.641
champion	pencampwr	trust	0.641
unity	undeb	trust	0.641
legal	cyfreithiol	trust	0.641
kind	caredig	trust	0.641
credence	credyd	trust	0.641
real	go iawn	trust	0.641
doctor	meddyg	trust	0.641
intimate	yn agos	trust	0.634
hopeful	gobeithiol	trust	0.633
fortitude	fortitude	trust	0.633
physician	meddyg	trust	0.633
brotherly	brawdol	trust	0.633
aspiration	dyhead	trust	0.633
convincing	argyhoeddiadol	trust	0.633
sanctification	sancteiddiad	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homage	trust	0.633
courageous	yn ddewr	trust	0.633
soundness	cadernid	trust	0.633
legitimacy	cyfreithlondeb	trust	0.633
endorse	cymeradwyo	trust	0.633
fidelity	ffyddlondeb	trust	0.633
bless	bendithiwch	trust	0.633
judicial	barnwrol	trust	0.633
important	bwysig	trust	0.633
saintly	saintly	trust	0.633
conscience	cydwybod	trust	0.633
therapeutic	therapiwtig	trust	0.633
authorize	awdurdodi	trust	0.633
devotional	devotiynol	trust	0.633
practiced	ymarfer	trust	0.633
backbone	asgwrn cefn	trust	0.633
approved	wedi'i gymeradwyo	trust	0.633
evident	amlwg	trust	0.625
encourage	annog	trust	0.625
caretaker	gofalwr	trust	0.625
regard	sylw	trust	0.625
angel	angel	trust	0.625
engaged	ymgysylltu	trust	0.625
blessing	bendith	trust	0.625
professorship	athrawiaeth	trust	0.625
majestic	mawreddog	trust	0.625
communication	cyfathrebu	trust	0.625
purify	puro	trust	0.625
authorization	awdurdodiad	trust	0.625
wonderful	yn wych	trust	0.625
achievement	cyflawniad	trust	0.625
fireman	dyn tân	trust	0.625
certify	ardystio	trust	0.625
civilized	gwâr	trust	0.625
profound	dwys	trust	0.625
accurate	yn gywir	trust	0.625
assured	sicrwydd	trust	0.625
positivity	positifrwydd	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	da	trust	0.617
absolution	rhyddhad	trust	0.617
commend	cymeradwywch	trust	0.617
cherish	caris	trust	0.617
fundamental	sylfaenol	trust	0.617
advice	cyngor	trust	0.617
objective	amcan	trust	0.617
optimism	optimistiaeth	trust	0.617
testament	tyst	trust	0.617
qualities	rhinweddau	trust	0.617
haven	hafan	trust	0.617
heroine	heroin	trust	0.617
constantly	yn gyson	trust	0.617
appreciation	gwerthfawrogiad	trust	0.617
triumphant	yn fuddugoliaethus	trust	0.617
accord	cydsynio	trust	0.617
reassure	sicrhewch	trust	0.617
truce	toriad	trust	0.617
thoughtful	yn feddylgar	trust	0.617
teach	dysgu	trust	0.617
god	Duw	trust	0.617
corroborate	cadarnhau	trust	0.617
believer	credydwr	trust	0.617
unimpeachable	anhygoel	trust	0.617
surety	sicrwydd	trust	0.617
attentive	yn ofalus	trust	0.617
gospel	efengyl	trust	0.617
bedrock	rhesfaen	trust	0.617
approvement	cymeradwyaeth	trust	0.617
planning	cynllunio	trust	0.617
rational	rhesymol	trust	0.617
passionate	yn angerddol	trust	0.617
happy	hapus	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	yn wych	trust	0.609
praise	canmoliaeth	trust	0.609
definitive	diffiniol	trust	0.609
considerate	yn ystyriol	trust	0.609
patron	noddwr	trust	0.609
scripture	ysgrythur	trust	0.609
heal	heal	trust	0.609
praiseworthy	yn ganmoladwy	trust	0.609
steward	stiward	trust	0.609
awareness	ymwybyddiaeth	trust	0.609
officer	swyddog	trust	0.609
purification	puro	trust	0.609
excel	rhagori	trust	0.609
civilization	gwareiddiad	trust	0.609
liking	hoffi	trust	0.609
comfort	cysur	trust	0.609
magnificence	magnificence	trust	0.609
notary	notari	trust	0.609
progression	dilyniant	trust	0.609
mediator	cyfryngwr	trust	0.609
blessings	bendithion	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	argymell	trust	0.609
brave	dewr	trust	0.602
experienced	profiadol	trust	0.602
steady	cyson	trust	0.602
enlightenment	goleuadau	trust	0.602
brighten	disgleirio	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	cyflawni	trust	0.602
witness	tyst	trust	0.602
humility	iselder	trust	0.602
sympathetic	cydymdeimladol	trust	0.602
helpful	yn ddefnyddiol	trust	0.602
symmetry	cymesuredd	trust	0.602
unquestionable	annisgwyl	trust	0.602
peace	heddwch	trust	0.602
transcendence	trosgynnol	trust	0.602
serenity	serenity	trust	0.602
embrace	croesawu	trust	0.602
inspired	ysbrydoliaeth	trust	0.602
mainstay	prif bapur	trust	0.602
unconditional	ddiamod	trust	0.602
guarded	gwarchodedig	trust	0.602
identify	nodi	trust	0.602
marry	priodi	trust	0.594
grant	grant	trust	0.594
depend	yn dibynnu	trust	0.594
complimentary	canmoliaethol	trust	0.594
spouse	priod	trust	0.594
tranquility	llonyddwch	trust	0.594
vigilant	yn wyliadwrus	trust	0.594
ministry	gweinidogaeth	trust	0.594
fairly	yn deg	trust	0.594
philanthropic	dyngarol	trust	0.594
openly	yn agored	trust	0.594
generous	hael	trust	0.594
strengthen	cryfhau	trust	0.594
gratitude	diolch	trust	0.594
befriend	cyfaill	trust	0.594
substantiate	cadarnhau	trust	0.594
praised	canmoliaeth	trust	0.594
admiral	myfrwraig	trust	0.594
regent	regent	trust	0.594
sage	sage	trust	0.594
assessment	asesiad	trust	0.594
enlighten	goleuwch	trust	0.594
eminence	eminence	trust	0.594
commendation	cymeradwyaeth	trust	0.594
efficient	effeithlon	trust	0.594
nurse	nyrs	trust	0.594
visionary	gweledigaethol	trust	0.594
generosity	haelioni	trust	0.594
vigilance	gwyliadwriaeth	trust	0.594
endowment	gwaddol	trust	0.594
council	cyngor	trust	0.594
sweetheart	cariad	trust	0.589
attest	dyst	trust	0.586
prestige	bri	trust	0.586
serene	seren	trust	0.586
unfailing	yn ddiffygiol	trust	0.586
testimony	tystiolaeth	trust	0.586
checklist	rhestr wirio	trust	0.586
inheritance	etifeddiaeth	trust	0.586
monk	mynach	trust	0.586
godly	Duw	trust	0.586
compliance	cydymffurfiaeth	trust	0.586
rooted	wedi'i gwreiddio	trust	0.586
constitutional	cyfansoddiadol	trust	0.586
conservation	cadwraeth	trust	0.586
bylaw	bylaw	trust	0.586
helper	cynorthwyydd	trust	0.586
joyful	llawenydd	trust	0.586
collectively	gyda'i gilydd	trust	0.586
meritorious	meritorious	trust	0.586
acclaim	canmoliaeth	trust	0.586
diplomacy	diplomyddiaeth	trust	0.586
educational	addysgol	trust	0.586
husbandry	hwsmonaeth	trust	0.586
share	rhannu	trust	0.586
enjoying	mwynhau	trust	0.586
firmness	cadarndeb	trust	0.586
convince	argyhoeddi	trust	0.586
designation	dynodiad	trust	0.586
tribe	llwyth	trust	0.586
victory	buddugoliaeth	trust	0.586
magnificent	yn wych	trust	0.586
lovely	hyfryd	trust	0.586
seniority	yr hynafiaeth	trust	0.586
angelic	angelig	trust	0.586
ambition	uchelgais	trust	0.586
father	dad	trust	0.586
mate	ffrind	trust	0.586
sobriety	sobrrwydd	trust	0.586
revere	disgres	trust	0.586
delegate	dirprwyo	trust	0.586
navigator	navigator	trust	0.578
watchdog	gwarchodwr	trust	0.578
obey	ufuddhau	trust	0.578
cheerfulness	hwylus	trust	0.578
inviting	gwahodd	trust	0.578
judge	barnwr	trust	0.578
irrefutable	anghyfreithlon	trust	0.578
philanthropist	dyngarwr	trust	0.578
careful	yn ofalus	trust	0.578
communion	cymundeb	trust	0.578
coexisting	cydfodoli	trust	0.578
impartiality	didueddrwydd	trust	0.578
unquestioned	heb ei drafod	trust	0.578
upright	unionsyth	trust	0.578
authoritative	awdurdodol	trust	0.578
structural	strwythurol	trust	0.578
convinced	yn argyhoeddedig	trust	0.578
smile	gwên	trust	0.578
commandant	pennaeth	trust	0.578
dutiful	Diolchus	trust	0.578
shelter	lloches	trust	0.578
revival	adfywiad	trust	0.578
professor	athro	trust	0.578
adore	adore	trust	0.578
