word	Javanese-jw	emotion	emotion-intensity-score
hero	pahlawan	surprise	0.344
start	miwiti	surprise	0.344
wonderfully	apik banget	surprise	0.344
highest	paling dhuwur	surprise	0.344
proficiency	keahlian	surprise	0.344
glorify	ngluhurake	surprise	0.344
unbeaten	unbeaten	surprise	0.336
memorable	kenangan	surprise	0.336
sanctify	ngresiki	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	optimis	surprise	0.336
warned	dielingake	surprise	0.336
prodigious	prodigious	surprise	0.336
dissolution	pembubaran	surprise	0.336
grin	grin	surprise	0.336
admiration	kekarepan	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	saiki	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	angel	surprise	0.320
examination	pemeriksaan	surprise	0.320
catch	nyekel	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	kebebasan	surprise	0.312
kiss	Kiss	surprise	0.312
embrace	ngisin	surprise	0.312
occasional	occasional	surprise	0.312
treat	nambani	surprise	0.312
saint	saint	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	pemecahan	surprise	0.312
perfection	kesempurnaan	surprise	0.305
generosity	loman	surprise	0.305
gratify	gratify	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	polaritas	surprise	0.297
finally	pungkasanipun	surprise	0.297
differently	beda	surprise	0.297
palpable	palpable	surprise	0.297
warn	ngelingi	surprise	0.297
ceremony	upacara	surprise	0.297
larger	luwih gedhe	surprise	0.297
favorable	sarujuk	surprise	0.297
romance	romansa	surprise	0.289
medal	medal	surprise	0.289
inviting	ngundang	surprise	0.289
greeting	Salam	surprise	0.289
candid	jujur	surprise	0.281
resignation	mundur	surprise	0.281
trip	trip	surprise	0.281
accolade	pinunjul	surprise	0.281
labor	pegaweyan	surprise	0.281
stare	nonton	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	ngajak	surprise	0.266
somatic	somatic	surprise	0.266
admire	ngujo	surprise	0.266
immerse	nyemangati	surprise	0.266
festival	Festival	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	ngisi	surprise	0.266
insolvency	insolvensi	surprise	0.266
playful	playful	surprise	0.266
complement	ngompliti	surprise	0.258
receiving	nampa	surprise	0.258
hypothesis	hipotesis	surprise	0.258
laugh	ngguyu	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	bulan madu	surprise	0.250
marry	omah-omah	surprise	0.242
independence	kamardikan	surprise	0.242
opera	opera	surprise	0.242
pleasant	nyenengake	surprise	0.242
rhythmical	rhythmical	surprise	0.234
assessment	Assessment	surprise	0.234
hopeful	muga-muga	surprise	0.234
trophy	Piala	surprise	0.234
holiness	sutji	surprise	0.234
chant	sambat	surprise	0.234
leave	ninggalake	surprise	0.234
procession	prosesi	surprise	0.227
placard	placard	surprise	0.227
deal	menehi hasil	surprise	0.227
cherish	ngurmati	surprise	0.219
good	apik	surprise	0.219
shopping	shopping	surprise	0.219
musical	musik	surprise	0.219
shell	cangkang	surprise	0.211
dawn	esuk	surprise	0.211
simplify	nyederakake	surprise	0.211
purity	kemurnian	surprise	0.203
nullify	nullify	surprise	0.203
money	dhuwit	surprise	0.203
sweet	manis	surprise	0.203
morals	moral	surprise	0.203
synchronize	nyinkronake	surprise	0.195
preservative	pengawet	surprise	0.195
humanitarian	kamanungsan	surprise	0.195
unfulfilled	unfulfilled	surprise	0.195
precious	larang regane	surprise	0.195
obliging	ngawasi	surprise	0.188
singularly	singularly	surprise	0.188
foresee	foresee	surprise	0.180
pray	ndedonga	surprise	0.180
graduation	lulusan	surprise	0.180
lovely	apik banget	surprise	0.180
sun	srengenge	surprise	0.172
art	seni	surprise	0.172
mouth	cangkeme	surprise	0.172
youth	pemuda	surprise	0.172
thirst	thirst	surprise	0.172
young	enom	surprise	0.164
goodness	kaluhuran	surprise	0.164
overdue	overdue	surprise	0.156
visor	visor	surprise	0.156
practiced	praktik	surprise	0.156
latent	laten	surprise	0.156
loyal	setya	surprise	0.148
expect	ngarepake	surprise	0.148
destination	panggonan	surprise	0.148
wireless	nirkabel	surprise	0.148
quote	Kutipan	surprise	0.141
slush	slush	surprise	0.141
infant	bayi	surprise	0.141
cream	krim	surprise	0.141
playground	playground	surprise	0.133
organization	organisasi	surprise	0.125
teach	ngajar	surprise	0.125
vote	pilihane	surprise	0.125
smile	eseman	surprise	0.117
weight	bobot	surprise	0.117
dolphin	dolphin	surprise	0.117
sisterhood	sisterhood	surprise	0.109
cable	kabel	surprise	0.109
sunny	panas	surprise	0.102
steady	mantep	surprise	0.094
leisure	luang	surprise	0.086
peaceful	tentrem	surprise	0.086
spa	spa	surprise	0.086
tree	wit	surprise	0.078
picnic	piknik	surprise	0.078
worm	cacing	surprise	0.055
truthfulness	bener	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	dipercaya	trust	0.867
honest	jujur	trust	0.844
honesty	kejujuran	trust	0.844
honor	opah	trust	0.844
truth	bebener	trust	0.844
truthful	jujur	trust	0.836
trusting	pitados	trust	0.836
brotherhood	kakang-adhi	trust	0.820
entrust	ngandhemi	trust	0.812
committed	tumindak	trust	0.805
integrity	integritas	trust	0.805
loyalty	kasetyan	trust	0.805
honorable	mulya	trust	0.805
credibility	kredibilitas	trust	0.805
trust	dipercaya	trust	0.805
faithful	setya	trust	0.797
sincere	tulus	trust	0.797
responsible	tanggung jawab	trust	0.789
partnership	kemitraan	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	kawicaksanan	trust	0.789
oath	sumpah	trust	0.781
verification	verifikasi	trust	0.781
vow	sumpah	trust	0.781
cooperative	pengusaha	trust	0.781
respectable	respectable	trust	0.773
credible	kredibel	trust	0.773
hero	pahlawan	trust	0.773
sisterhood	sisterhood	trust	0.773
promise	janji	trust	0.773
verified	Diverifikasi	trust	0.773
qualified	qualified	trust	0.766
respected	dihormati	trust	0.766
authentication	otentikasi	trust	0.766
compassion	karep	trust	0.759
reputable	biso dipercoyo	trust	0.758
safekeeping	nyegah	trust	0.758
reliability	linuwih	trust	0.758
moral	moral	trust	0.758
love	katresnan	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	persetujuan	trust	0.758
stable	stabil	trust	0.750
friend	kanca	trust	0.750
genuine	asli	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetensi	trust	0.750
loyal	setya	trust	0.750
ally	sekutu	trust	0.750
safeguard	njaga	trust	0.750
companion	kanca	trust	0.750
advised	menehi saran	trust	0.750
authentic	asli	trust	0.750
respect	ngormati	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	kebebasan	trust	0.742
proven	buktiaken	trust	0.742
respects	ngajeni	trust	0.742
faith	iman	trust	0.742
wholesome	waras	trust	0.742
heartfelt	tulus	trust	0.734
unification	penyatuan	trust	0.734
protecting	nglindhungi	trust	0.734
reassurance	reassurance	trust	0.734
admirable	admirable	trust	0.734
trustee	katentreman	trust	0.734
supporter	suporter	trust	0.734
confirmation	konfirmasi	trust	0.734
respectful	hormat	trust	0.734
alliance	aliansi	trust	0.727
equality	Podo	trust	0.727
friendship	Persahabatan	trust	0.727
agreement	persetujuan	trust	0.727
fact	kanyatan	trust	0.727
confident	mantep	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	pracaya	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	kaunggulan	trust	0.727
credential	kapercayan	trust	0.727
closeness	closeness	trust	0.719
authenticate	authenticate	trust	0.719
intelligence	Intelligence	trust	0.719
virtue	kabecikan	trust	0.719
honored	diajeni	trust	0.719
virtuous	virtuous	trust	0.719
kindred	kulawarga	trust	0.719
charitable	amal	trust	0.711
dedication	dedikasi	trust	0.711
guarantee	njamin	trust	0.711
cooperation	kerjasama	trust	0.711
creditable	dikarepake	trust	0.711
consistency	konsistensi	trust	0.711
allegiance	allegiance	trust	0.711
cooperating	nyengkuyung	trust	0.711
straightforward	straightforward	trust	0.711
determination	tekad	trust	0.711
justice	kaadilan	trust	0.711
sanctuary	panggonan suci	trust	0.703
nurture	nurture	trust	0.703
innocent	innocent	trust	0.703
admire	ngujo	trust	0.703
assurance	jaminan	trust	0.703
morality	moralitas	trust	0.703
prepared	disiapake	trust	0.703
friendliness	kersane	trust	0.703
reliable	iso dipercoyo	trust	0.703
mentor	mentor	trust	0.703
guardianship	njaga	trust	0.703
fulfilled	kawujud	trust	0.703
reverence	reverence	trust	0.703
proof	bukti	trust	0.703
admiration	kekarepan	trust	0.703
mother	ibu	trust	0.703
protected	dilindhungi	trust	0.703
motherhood	ibu	trust	0.703
marriage	perkawinan	trust	0.695
skillful	skillful	trust	0.695
indestructible	indestructible	trust	0.695
guardian	wali	trust	0.695
accountable	tanggung jawab	trust	0.695
courage	wani	trust	0.695
bodyguard	pengawal	trust	0.695
agreeable	agreeable	trust	0.695
scientist	ilmuwan	trust	0.695
allied	sekutu	trust	0.695
compassionate	welas asih	trust	0.695
humanitarian	kamanungsan	trust	0.695
approving	nyetujoni	trust	0.695
united	united	trust	0.695
pact	pakta	trust	0.695
certified	certified	trust	0.695
morals	moral	trust	0.695
esteem	prasetya	trust	0.688
secure	ngamanake	trust	0.688
perfection	kesempurnaan	trust	0.688
guidance	bimbingan	trust	0.688
competent	cekap	trust	0.688
authenticity	keaslian	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justifiable	trust	0.688
humanity	manungsa	trust	0.688
solidity	soliditas	trust	0.688
adviser	penasehat	trust	0.688
pledge	sumpah	trust	0.688
believed	pracaya	trust	0.688
understanding	pangerten	trust	0.688
monogamy	monogami	trust	0.688
expertise	keahlian	trust	0.680
diplomatic	diplomatik	trust	0.680
confidential	rahasia	trust	0.680
hope	pangarep-arep	trust	0.680
protector	pelindung	trust	0.680
agreeing	setuju	trust	0.680
diligence	rajin	trust	0.680
official	resmi	trust	0.680
affirm	tegese	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	mbah kakung	trust	0.680
humble	sedherhana	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advokasi	trust	0.680
elders	pinter	trust	0.680
goodness	kaluhuran	trust	0.680
commendable	pinujia	trust	0.680
inspire	inspirasi	trust	0.680
approve	nyetujoni	trust	0.680
confide	ngandel	trust	0.680
professional	profesional	trust	0.680
familiarity	mirip	trust	0.680
leader	pimpinan	trust	0.680
confirmed	dikonfirmasi	trust	0.680
acceptance	acceptance	trust	0.680
benevolence	benevolence	trust	0.672
dignity	kamulyan	trust	0.672
harmoniously	harmonis	trust	0.672
mastery	keprigelan	trust	0.672
unwavering	unwavering	trust	0.672
accredited	akreditasi	trust	0.672
healing	marasake awakmu	trust	0.672
encyclopedia	ensiklopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	ngresiki	trust	0.672
cohesive	cohesive	trust	0.672
covenant	prajanjian	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	sampurna	trust	0.672
safe	aman	trust	0.672
intelligent	cerdas	trust	0.672
merit	merit	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	affirmatively	trust	0.664
spiritual	rohani	trust	0.664
advocate	pengacara	trust	0.664
team	tim	trust	0.664
heroic	heroik	trust	0.664
communicate	komunikasi	trust	0.664
disciple	murid	trust	0.664
expert	pakar	trust	0.664
proficient	ahli	trust	0.664
specialist	spesialis	trust	0.664
ambassador	duta	trust	0.664
accept	nampa	trust	0.664
attestation	pengadilan	trust	0.664
supporting	ndhukung	trust	0.664
reliance	ngandel	trust	0.664
authority	wewenang	trust	0.664
accountability	tanggung jawab	trust	0.664
guidebook	buku pedoman	trust	0.664
fulfillment	kasenengan	trust	0.664
strengthening	nguatake	trust	0.661
familiar	menowo	trust	0.656
facts	bukti	trust	0.656
achieve	entuk	trust	0.656
warranty	babar pisan	trust	0.656
structure	struktur	trust	0.656
steadfast	tegese	trust	0.656
favorable	sarujuk	trust	0.656
counsel	penasehat	trust	0.656
relationship	sesambetan	trust	0.656
scientific	ilmiah	trust	0.656
gentleman	gentlemen	trust	0.656
strength	kekuatan	trust	0.656
elder	pinter	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	sutji	trust	0.656
excellent	banget	trust	0.656
proficiency	keahlian	trust	0.656
constancy	konstan	trust	0.656
defended	mbela	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	gumantung	trust	0.648
heroism	kepahlawanan	trust	0.648
peaceful	tentrem	trust	0.648
competency	kompetensi	trust	0.648
assuredly	assuredly	trust	0.648
brother	sedulur	trust	0.648
counselor	penasihat	trust	0.648
successful	sukses	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	protèktif	trust	0.648
saint	saint	trust	0.648
harmony	harmoni	trust	0.648
matrimony	matrimony	trust	0.648
noble	bangsawan	trust	0.648
inspiration	inspirasi	trust	0.648
academic	akademik	trust	0.648
assist	ngewangi	trust	0.648
agreed	sarujuk	trust	0.648
uphold	ngajeni	trust	0.648
comrade	kanca	trust	0.648
lovable	sing disenengi	trust	0.648
advisable	dianjurake	trust	0.648
solidarity	solidaritas	trust	0.648
worthy	pantes	trust	0.643
durability	daya tahan	trust	0.641
coexist	coexist	trust	0.641
assure	njamin	trust	0.641
establish	netepake	trust	0.641
benefactor	wong sing mberkahi	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	leading	trust	0.641
loving	tresna	trust	0.641
teacher	guru	trust	0.641
judiciary	pengadilan	trust	0.641
conscientious	konsisten	trust	0.641
confidence	kapercayan	trust	0.641
lawful	sah miturut ukum	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ditetepake	trust	0.641
champion	juara	trust	0.641
unity	kamanunggalan	trust	0.641
legal	legal	trust	0.641
kind	apik	trust	0.641
credence	kapercayan	trust	0.641
real	nyata	trust	0.641
doctor	dhokter	trust	0.641
intimate	intim	trust	0.634
hopeful	muga-muga	trust	0.633
fortitude	santosa	trust	0.633
physician	dokter	trust	0.633
brotherly	sadulur	trust	0.633
aspiration	aspirasi	trust	0.633
convincing	meyakinkan	trust	0.633
sanctification	kasucian	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homage	trust	0.633
courageous	wani	trust	0.633
soundness	soundness	trust	0.633
legitimacy	legitimasi	trust	0.633
endorse	nyurung	trust	0.633
fidelity	kasetyan	trust	0.633
bless	rahayu	trust	0.633
judicial	pengadilan	trust	0.633
important	penting	trust	0.633
saintly	saintly	trust	0.633
conscience	kalbu	trust	0.633
therapeutic	terapeutik	trust	0.633
authorize	ngidini	trust	0.633
devotional	devotional	trust	0.633
practiced	praktik	trust	0.633
backbone	backbone	trust	0.633
approved	disetujoni	trust	0.633
evident	bukti	trust	0.625
encourage	menehi dorongan	trust	0.625
caretaker	pangurus	trust	0.625
regard	gati	trust	0.625
angel	angel	trust	0.625
engaged	melu	trust	0.625
blessing	berkah	trust	0.625
professorship	profesor	trust	0.625
majestic	nggumun	trust	0.625
communication	komunikasi	trust	0.625
purify	ngresiki	trust	0.625
authorization	wewenang	trust	0.625
wonderful	apik banget	trust	0.625
achievement	prestasi	trust	0.625
fireman	firman	trust	0.625
certify	nandhakake	trust	0.625
civilized	civilized	trust	0.625
profound	penting	trust	0.625
accurate	akurat	trust	0.625
assured	njamin	trust	0.625
positivity	positip	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	apik	trust	0.617
absolution	absolution	trust	0.617
commend	muji	trust	0.617
cherish	ngurmati	trust	0.617
fundamental	dhasar	trust	0.617
advice	saran	trust	0.617
objective	adil	trust	0.617
optimism	optimis	trust	0.617
testament	Prajanjian	trust	0.617
qualities	kuwalitas	trust	0.617
haven	Haven	trust	0.617
heroine	heroine	trust	0.617
constantly	terus	trust	0.617
appreciation	apresiasi	trust	0.617
triumphant	triumphant	trust	0.617
accord	kasepakatan	trust	0.617
reassure	reassure	trust	0.617
truce	gencatan senjata	trust	0.617
thoughtful	pikirane	trust	0.617
teach	ngajar	trust	0.617
god	Pengeran	trust	0.617
corroborate	corroborate	trust	0.617
believer	pitados	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	surety	trust	0.617
attentive	attentive	trust	0.617
gospel	Injil	trust	0.617
bedrock	bedrock	trust	0.617
approvement	sarujuk	trust	0.617
planning	planning	trust	0.617
rational	nyoto	trust	0.617
passionate	hasrat	trust	0.617
happy	seneng	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	sarwa	trust	0.609
praise	pujian	trust	0.609
definitive	definitif	trust	0.609
considerate	konsisten	trust	0.609
patron	patron	trust	0.609
scripture	tulisan	trust	0.609
heal	waras	trust	0.609
praiseworthy	pinuji	trust	0.609
steward	steward	trust	0.609
awareness	kesadaran	trust	0.609
officer	pejabat	trust	0.609
purification	dimurnèkaké	trust	0.609
excel	unggul	trust	0.609
civilization	peradaban	trust	0.609
liking	dikarepake	trust	0.609
comfort	comfort	trust	0.609
magnificence	magnificence	trust	0.609
notary	notaris	trust	0.609
progression	kemajuan	trust	0.609
mediator	mediator	trust	0.609
blessings	berkah	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	nyaranake	trust	0.609
brave	wani	trust	0.602
experienced	nduwe pengalaman	trust	0.602
steady	mantep	trust	0.602
enlightenment	pencerahan	trust	0.602
brighten	Padhangake	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	nepangi	trust	0.602
witness	saksi	trust	0.602
humility	sedhela	trust	0.602
sympathetic	simpatik	trust	0.602
helpful	mbiyantu	trust	0.602
symmetry	simetri	trust	0.602
unquestionable	unquestionable	trust	0.602
peace	tentrem	trust	0.602
transcendence	transcendence	trust	0.602
serenity	serenity	trust	0.602
embrace	ngisin	trust	0.602
inspired	inspirasi	trust	0.602
mainstay	mainstay	trust	0.602
unconditional	tanpa syarat	trust	0.602
guarded	dijaga	trust	0.602
identify	ngenali	trust	0.602
marry	omah-omah	trust	0.594
grant	Granting	trust	0.594
depend	gumantung	trust	0.594
complimentary	tambahan	trust	0.594
spouse	pasangan	trust	0.594
tranquility	ketenangan	trust	0.594
vigilant	waspada	trust	0.594
ministry	pelayanan	trust	0.594
fairly	nyedhaki	trust	0.594
philanthropic	philanthropic	trust	0.594
openly	kanthi terang	trust	0.594
generous	loman	trust	0.594
strengthen	nguatake	trust	0.594
gratitude	matur nuwun	trust	0.594
befriend	kekancan	trust	0.594
substantiate	substantiate	trust	0.594
praised	ngalembana	trust	0.594
admiral	admiral	trust	0.594
regent	Bupati	trust	0.594
sage	sage	trust	0.594
assessment	Assessment	trust	0.594
enlighten	enlighten	trust	0.594
eminence	eminence	trust	0.594
commendation	pamuji	trust	0.594
efficient	efisien	trust	0.594
nurse	perawat	trust	0.594
visionary	visionary	trust	0.594
generosity	loman	trust	0.594
vigilance	kewaspadaan	trust	0.594
endowment	endowment	trust	0.594
council	dewan	trust	0.594
sweetheart	gendhakan	trust	0.589
attest	mbuktèkaké	trust	0.586
prestige	prestige	trust	0.586
serene	tenang	trust	0.586
unfailing	unfailing	trust	0.586
testimony	mirengake opo	trust	0.586
checklist	priksa	trust	0.586
inheritance	warisan	trust	0.586
monk	monk	trust	0.586
godly	godly	trust	0.586
compliance	selaras	trust	0.586
rooted	bosok	trust	0.586
constitutional	konstitusi	trust	0.586
conservation	konservasi	trust	0.586
bylaw	bylaw	trust	0.586
helper	helper	trust	0.586
joyful	bungah	trust	0.586
collectively	bebarengan	trust	0.586
meritorious	meritorious	trust	0.586
acclaim	panjaluk	trust	0.586
diplomacy	diplomasi	trust	0.586
educational	pendidikan	trust	0.586
husbandry	husbandry	trust	0.586
share	bareng	trust	0.586
enjoying	nglangen	trust	0.586
firmness	tegese	trust	0.586
convince	yakinake	trust	0.586
designation	sebutan	trust	0.586
tribe	suku	trust	0.586
victory	kamenangan	trust	0.586
magnificent	apik banget	trust	0.586
lovely	apik banget	trust	0.586
seniority	senioritas	trust	0.586
angelic	angelic	trust	0.586
ambition	ambisi	trust	0.586
father	bapak	trust	0.586
mate	mate	trust	0.586
sobriety	sobriety	trust	0.586
revere	revere	trust	0.586
delegate	utusan	trust	0.586
navigator	navigator	trust	0.578
watchdog	pengawas	trust	0.578
obey	ngrungokake	trust	0.578
cheerfulness	nyenengake	trust	0.578
inviting	ngundang	trust	0.578
judge	hakim	trust	0.578
irrefutable	irrefutable	trust	0.578
philanthropist	philanthropist	trust	0.578
careful	ati-ati	trust	0.578
communion	komuni	trust	0.578
coexisting	coexisting	trust	0.578
impartiality	impartiality	trust	0.578
unquestioned	unquestioned	trust	0.578
upright	mujur	trust	0.578
authoritative	sah	trust	0.578
structural	struktural	trust	0.578
convinced	yakin	trust	0.578
smile	eseman	trust	0.578
commandant	komandhan	trust	0.578
dutiful	dutiful	trust	0.578
shelter	papan perlindungan	trust	0.578
revival	kawentar	trust	0.578
professor	profesor	trust	0.578
adore	adore	trust	0.578
legalized	dileksanakake	trust	0.578
punctual	punctual	trust	0.570
counsellor	penasihat	trust	0.570
complement	ngompliti	trust	0.570
corroboration	koruptor	trust	0.570
immaculate	immaculate	trust	0.570
relative	relatif	trust	0.570
apostle	rasul	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	nyambungake	trust	0.570
insure	njamin	trust	0.570
plausible	bisa ditemokake	trust	0.570
consult	konsultasi	trust	0.570
modest	andhap asor	trust	0.570
measured	diukur	trust	0.570
pilot	sing nyetir pesawat	trust	0.570
collaborator	kolaborator	trust	0.570
advise	maringi pitutur	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	aturan	trust	0.570
compass	kompas	trust	0.570
guide	Pandhuan	trust	0.570
everlasting	langgeng	trust	0.570
adhering	adhering	trust	0.570
determinate	determinate	trust	0.570
heavenly	swarga	trust	0.570
principal	principal	trust	0.570
abundance	kelimpahan	trust	0.570
matron	matron	trust	0.570
unequivocal	unequivocal	trust	0.570
volunteers	sukarelawan	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	unquestionably	trust	0.570
pertinent	sing penting	trust	0.562
devout	taqwa	trust	0.562
curable	kelangan	trust	0.562
insight	wawasan	trust	0.562
congregation	jemaah	trust	0.562
admit	ngakoni	trust	0.562
pleasant	nyenengake	trust	0.562
vigorous	kuat banget	trust	0.562
fort	Bèntèng	trust	0.562
remarkable	luar biasa	trust	0.562
content	isi	trust	0.562
spotless	spotless	trust	0.562
uplift	uplift	trust	0.562
compensate	ngisi	trust	0.562
lovemaking	lovemaking	trust	0.562
jury	juri	trust	0.562
jurist	jurist	trust	0.562
soothing	nyenengake	trust	0.562
ordination	pentahbisan	trust	0.562
cohesion	kohesi	trust	0.562
frankness	frankness	trust	0.562
strong	kuwat	trust	0.562
miracle	Ajaib	trust	0.562
concordance	concordance	trust	0.562
applaud	ngguyu	trust	0.562
prize	hadiah	trust	0.562
apostolic	apostolik	trust	0.562
succeeding	ngganti	trust	0.562
vitality	vitalitas	trust	0.562
treasurer	bendahara	trust	0.562
save	simpen	trust	0.562
earn	entuk	trust	0.562
midwife	bidan	trust	0.555
discretion	discretion	trust	0.555
worship	nyembah	trust	0.555
constant	terus-terusan	trust	0.555
foresight	katresnan	trust	0.555
vote	pilihane	trust	0.555
cultivate	cultivate	trust	0.555
impartial	ora adil	trust	0.555
illumination	katerangan	trust	0.555
ambulance	ambulans	trust	0.555
privacy	privasi	trust	0.555
succeed	kasil	trust	0.555
providing	nyediakake	trust	0.555
veteran	veteran	trust	0.555
patience	sabar	trust	0.555
prophet	nabi	trust	0.555
coach	pelatih	trust	0.555
intuition	roso	trust	0.555
reconciliation	rekonsiliasi	trust	0.555
defender	defender	trust	0.555
coalesce	coalesce	trust	0.555
mediate	mediate	trust	0.555
precedence	precedene	trust	0.555
congruence	congruence	trust	0.555
buddy	budha	trust	0.555
reunion	reuni	trust	0.555
restorative	restoratif	trust	0.555
destined	kepenak	trust	0.555
physicist	fisikawan	trust	0.555
influential	pengaruh	trust	0.555
exalt	nggoleki	trust	0.555
greatness	kebesaran	trust	0.555
inclusion	klebu	trust	0.555
auditor	auditor	trust	0.555
meditate	meditate	trust	0.555
betrothed	dipeksa	trust	0.555
proud	bangga	trust	0.547
provide	nyedhiyani	trust	0.547
conciliation	konsiliasi	trust	0.547
ancestral	leluhur	trust	0.547
liberty	kebebasan	trust	0.547
durable	awet	trust	0.547
impenetrable	impenetrable	trust	0.547
prudent	prudent	trust	0.547
invocation	invocation	trust	0.547
engaging	makarya	trust	0.547
statement	statement	trust	0.547
rejoice	bungaha	trust	0.547
cheer	seneng	trust	0.547
eyewitness	saksi mata	trust	0.547
prevalent	biasa	trust	0.547
securities	sekuritase	trust	0.547
friendly	loropaken	trust	0.547
salvation	kawilujengan	trust	0.547
independence	kamardikan	trust	0.547
govern	mrentah	trust	0.547
forgive	ngapura	trust	0.547
commanding	pangandikane	trust	0.547
convent	biara	trust	0.547
reinforcement	tulangan	trust	0.547
law	hukum	trust	0.547
registry	registri	trust	0.547
temperate	temperate	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	kasetyan	trust	0.547
heritage	warisan	trust	0.547
chronicle	babad	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	gamelan	trust	0.539
institute	institut	trust	0.539
applause	keplok	trust	0.539
architecture	arsitektur	trust	0.539
obvious	cetho	trust	0.539
recovery	pemulihan	trust	0.539
inimitable	inimitable	trust	0.539
relevant	sing cocog	trust	0.539
responsive	responsif	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instruksi	trust	0.539
define	netepake	trust	0.539
delightful	seneng banget	trust	0.539
antidote	antidote	trust	0.539
admitting	ngakoni	trust	0.539
psalms	psalms	trust	0.539
stamina	tenogo	trust	0.539
majority	mayoritas	trust	0.539
inoculation	inoculation	trust	0.539
perfect	sempurno	trust	0.539
obedience	ketaatan	trust	0.539
memorable	kenangan	trust	0.539
chastity	chastity	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	biasa	trust	0.539
forefathers	leluhur	trust	0.539
immovable	immovable	trust	0.539
eager	nyenengake	trust	0.539
aspiring	aspiring	trust	0.539
obliging	ngawasi	trust	0.539
reinforcements	reinforcements	trust	0.539
tantamount	tantamount	trust	0.539
exalted	luhur	trust	0.539
hospital	rumah sakit	trust	0.531
retirement	pensiun	trust	0.531
strive	usaha	trust	0.531
edification	edifikasi	trust	0.531
candid	jujur	trust	0.531
deed	tumindak	trust	0.531
school	sekolah	trust	0.531
cradle	cradle	trust	0.531
transcript	transkrip	trust	0.531
accompaniment	accompaniment	trust	0.531
doubtless	mesthine	trust	0.531
rescue	nulung	trust	0.531
seal	segel	trust	0.531
expedient	kapentingan	trust	0.531
ballot	suara	trust	0.531
deliverance	pambebasan	trust	0.531
heavens	langit	trust	0.531
fraternal	prawan	trust	0.531
dependent	gumantung	trust	0.531
answerable	jawabane	trust	0.531
center	tengah	trust	0.531
analyst	Analis	trust	0.531
firstborn	anake	trust	0.531
bloom	mekar	trust	0.531
inseparable	ora bisa dipisahake	trust	0.531
bride	putri	trust	0.531
evergreen	Evergreen	trust	0.531
princely	princely	trust	0.531
immunization	imunisasi	trust	0.531
refuge	pengungsi	trust	0.531
verily	mesthi	trust	0.531
omniscient	omniscient	trust	0.531
terms	istilah	trust	0.531
sponsor	Sponsor	trust	0.531
approbation	approbation	trust	0.527
correctness	bener	trust	0.523
elevation	elevasi	trust	0.523
neighbor	pepadhamu	trust	0.523
unbroken	unbroken	trust	0.523
countenance	countenance	trust	0.523
hug	ngrangkul	trust	0.523
nobility	bangsawan	trust	0.523
paragon	paragon	trust	0.523
coronation	koronasi	trust	0.523
celebration	prayaan	trust	0.523
graduation	lulusan	trust	0.523
commonwealth	persemakmuran	trust	0.523
dictionary	kamus	trust	0.523
