word	Serbian-sr	emotion	emotion-intensity-score
uphold	подржавам	trust	0.648
comrade	другар	trust	0.648
lovable	љубазно	trust	0.648
advisable	препоручљиво	trust	0.648
solidarity	солидарност	trust	0.648
worthy	достојан	trust	0.643
durability	издржљивост	trust	0.641
coexist	коегзистирају	trust	0.641
assure	Уверите	trust	0.641
establish	успоставити	trust	0.641
benefactor	добротворац	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	водећи	trust	0.641
loving	љубави	trust	0.641
teacher	наставник	trust	0.641
judiciary	правосуђе	trust	0.641
conscientious	савесно	trust	0.641
confidence	самопоуздање	trust	0.641
lawful	законито	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ордаинед	trust	0.641
champion	шампион	trust	0.641
unity	јединство	trust	0.641
legal	правни	trust	0.641
kind	врста	trust	0.641
credence	цреденце	trust	0.641
real	прави	trust	0.641
doctor	доктор	trust	0.641
intimate	интимни	trust	0.634
hopeful	надам се	trust	0.633
fortitude	отпорност	trust	0.633
physician	лекар	trust	0.633
brotherly	братски	trust	0.633
aspiration	тежња	trust	0.633
convincing	убедљив	trust	0.633
sanctification	посвећење	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	хомаге	trust	0.633
courageous	храбро	trust	0.633
soundness	исправност	trust	0.633
legitimacy	легитимитет	trust	0.633
endorse	Потврди	trust	0.633
fidelity	верност	trust	0.633
bless	благослови	trust	0.633
judicial	судски	trust	0.633
important	важно	trust	0.633
saintly	свето	trust	0.633
conscience	савест	trust	0.633
therapeutic	терапеутски	trust	0.633
authorize	овластите	trust	0.633
devotional	преданост	trust	0.633
practiced	вежбали	trust	0.633
backbone	кичмени стуб	trust	0.633
approved	одобрена	trust	0.633
evident	очигледан	trust	0.625
encourage	охрабрити	trust	0.625
caretaker	царетакер	trust	0.625
regard	поглед	trust	0.625
angel	анђео	trust	0.625
engaged	ангажована	trust	0.625
blessing	благослов	trust	0.625
professorship	професора	trust	0.625
majestic	Величанствено	trust	0.625
communication	комуникација	trust	0.625
purify	прочистити	trust	0.625
authorization	овлашћење	trust	0.625
wonderful	предивна	trust	0.625
achievement	достигнуће	trust	0.625
fireman	ватрогасац	trust	0.625
certify	сертификат	trust	0.625
civilized	цивилизован	trust	0.625
profound	дубок	trust	0.625
accurate	тачан	trust	0.625
assured	сигуран	trust	0.625
positivity	позитивност	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	Добро	trust	0.617
absolution	абсолутион	trust	0.617
commend	похвалити	trust	0.617
cherish	неговати	trust	0.617
fundamental	фундаментално	trust	0.617
advice	савет	trust	0.617
objective	објективан	trust	0.617
optimism	оптимизам	trust	0.617
testament	тестамент	trust	0.617
qualities	квалитете	trust	0.617
haven	рај	trust	0.617
heroine	хероина	trust	0.617
constantly	стално	trust	0.617
appreciation	апресијација	trust	0.617
triumphant	тријумфалан	trust	0.617
accord	споразум	trust	0.617
reassure	увјерите	trust	0.617
truce	примирје	trust	0.617
thoughtful	пажљив	trust	0.617
teach	научити	trust	0.617
god	Бог	trust	0.617
corroborate	поткрепити	trust	0.617
believer	верник	trust	0.617
unimpeachable	неупадљив	trust	0.617
surety	сигурност	trust	0.617
attentive	пажљиво	trust	0.617
gospel	Госпел	trust	0.617
bedrock	бедроцк	trust	0.617
approvement	одобрење	trust	0.617
planning	планирање	trust	0.617
rational	рационално	trust	0.617
passionate	страствено	trust	0.617
happy	срећан	trust	0.609
babysitter	бабиситтер	trust	0.609
brilliant	брилијантно	trust	0.609
praise	похвала	trust	0.609
definitive	дефинитивно	trust	0.609
considerate	пажљиво	trust	0.609
patron	покровитељ	trust	0.609
scripture	Свето писмо	trust	0.609
heal	хеал	trust	0.609
praiseworthy	Хваљен	trust	0.609
steward	стјуард	trust	0.609
awareness	свесност	trust	0.609
officer	официр	trust	0.609
purification	пречишћавање	trust	0.609
excel	екцел	trust	0.609
civilization	цивилизација	trust	0.609
liking	ликинг	trust	0.609
comfort	удобност	trust	0.609
magnificence	величанственост	trust	0.609
notary	Бележник	trust	0.609
progression	прогресија	trust	0.609
mediator	медиатор	trust	0.609
blessings	благослови	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	препоручите	trust	0.609
brave	храбри	trust	0.602
experienced	Искусан	trust	0.602
steady	стабилно	trust	0.602
enlightenment	просветљење	trust	0.602
brighten	освежите	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	испунити	trust	0.602
witness	сведок	trust	0.602
humility	понизност, одмереност	trust	0.602
sympathetic	симпатичан	trust	0.602
helpful	користан	trust	0.602
symmetry	симетрија	trust	0.602
unquestionable	неспорно	trust	0.602
peace	мир	trust	0.602
transcendence	трансценденција	trust	0.602
serenity	спокојство	trust	0.602
embrace	загрли	trust	0.602
inspired	инспирирано	trust	0.602
mainstay	маинстаи	trust	0.602
unconditional	безусловно	trust	0.602
guarded	чувани	trust	0.602
identify	идентификовати	trust	0.602
marry	оженити се	trust	0.594
grant	грант	trust	0.594
depend	зависи	trust	0.594
complimentary	ласкав	trust	0.594
spouse	супруга	trust	0.594
tranquility	спокојство	trust	0.594
vigilant	будно	trust	0.594
ministry	министарство	trust	0.594
fairly	поштено	trust	0.594
philanthropic	филантропски	trust	0.594
openly	отворено	trust	0.594
generous	великодушан	trust	0.594
strengthen	ојачати	trust	0.594
gratitude	захвалност	trust	0.594
befriend	бефриенд	trust	0.594
substantiate	поткрепити	trust	0.594
praised	хваљен	trust	0.594
admiral	адмирал	trust	0.594
regent	регент	trust	0.594
sage	саге	trust	0.594
assessment	процена	trust	0.594
enlighten	просветљују	trust	0.594
eminence	еминенце	trust	0.594
commendation	похвале	trust	0.594
efficient	ефикасан	trust	0.594
nurse	медицинска сестра	trust	0.594
visionary	визионар	trust	0.594
generosity	великодушност	trust	0.594
vigilance	будност	trust	0.594
endowment	задужбина	trust	0.594
council	савет	trust	0.594
sweetheart	Душица	trust	0.589
attest	аттест	trust	0.586
prestige	престиж	trust	0.586
serene	спокојно	trust	0.586
unfailing	неизравно	trust	0.586
testimony	сведочење	trust	0.586
checklist	Контролна листа	trust	0.586
inheritance	наслеђивање	trust	0.586
monk	монах	trust	0.586
godly	Божијем	trust	0.586
compliance	сагласност	trust	0.586
rooted	укорењен	trust	0.586
constitutional	уставно	trust	0.586
conservation	конзервација	trust	0.586
bylaw	подзаконски акт	trust	0.586
helper	помоћник	trust	0.586
joyful	радостан	trust	0.586
collectively	колективно	trust	0.586
meritorious	мериториоус	trust	0.586
acclaim	признајем	trust	0.586
diplomacy	дипломатија	trust	0.586
educational	образовни	trust	0.586
husbandry	узгој	trust	0.586
share	Објави	trust	0.586
enjoying	уживајући	trust	0.586
firmness	чврстоћа	trust	0.586
convince	убедити	trust	0.586
designation	ознака	trust	0.586
tribe	племе	trust	0.586
victory	победа	trust	0.586
magnificent	величанствено	trust	0.586
lovely	дивно	trust	0.586
seniority	сениоритет	trust	0.586
angelic	ангелски	trust	0.586
ambition	амбиција	trust	0.586
father	отац	trust	0.586
mate	пријатељ	trust	0.586
sobriety	трезвеност	trust	0.586
revere	ревере	trust	0.586
delegate	делегат	trust	0.586
navigator	навигатор	trust	0.578
watchdog	пас чувар	trust	0.578
obey	поштовати	trust	0.578
cheerfulness	весело	trust	0.578
inviting	инвитинг	trust	0.578
judge	судија	trust	0.578
irrefutable	непобитно	trust	0.578
philanthropist	филантроп	trust	0.578
careful	пажљив	trust	0.578
communion	заједница	trust	0.578
coexisting	коегзистирају	trust	0.578
impartiality	непристрасност	trust	0.578
unquestioned	без сумње	trust	0.578
upright	усправно	trust	0.578
authoritative	ауторитативан	trust	0.578
structural	структурално	trust	0.578
convinced	уверен	trust	0.578
smile	осмех	trust	0.578
commandant	командант	trust	0.578
dutiful	Дутифул	trust	0.578
shelter	склониште	trust	0.578
revival	Оживљавање	trust	0.578
professor	професор	trust	0.578
adore	обожавам	trust	0.578
legalized	легализовано	trust	0.578
punctual	тачан	trust	0.570
counsellor	саветник	trust	0.570
complement	комплемент	trust	0.570
corroboration	потврда	trust	0.570
immaculate	Безгрешно	trust	0.570
relative	у односу	trust	0.570
apostle	апостол	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	конективно	trust	0.570
insure	осигурати	trust	0.570
plausible	вероватно	trust	0.570
consult	консултовати	trust	0.570
modest	скромно	trust	0.570
measured	измерена	trust	0.570
pilot	пилот	trust	0.570
collaborator	сарадник	trust	0.570
advise	саветовати	trust	0.570
cuddle	загрљај	trust	0.570
ordinance	уредба	trust	0.570
compass	компас	trust	0.570
guide	Водич	trust	0.570
everlasting	вечно	trust	0.570
adhering	Придржавати се	trust	0.570
determinate	одредити	trust	0.570
heavenly	небеско	trust	0.570
principal	директор	trust	0.570
abundance	заступљеност	trust	0.570
matron	Матрон	trust	0.570
unequivocal	недвосмислено	trust	0.570
volunteers	волонтери	trust	0.570
pedigree	педигре	trust	0.570
unquestionably	неспорно	trust	0.570
pertinent	релевантно	trust	0.562
devout	побожни	trust	0.562
curable	лечење	trust	0.562
insight	на видику	trust	0.562
congregation	цонгрегатион	trust	0.562
admit	признајем	trust	0.562
pleasant	пријатно	trust	0.562
vigorous	енергичан	trust	0.562
fort	Форт	trust	0.562
remarkable	изузетно	trust	0.562
content	садржај	trust	0.562
spotless	беспрекорно	trust	0.562
uplift	подизање	trust	0.562
compensate	надокнадити	trust	0.562
lovemaking	љубав	trust	0.562
jury	порота	trust	0.562
jurist	правник	trust	0.562
soothing	умирујуће	trust	0.562
ordination	ординација	trust	0.562
cohesion	кохезија	trust	0.562
frankness	Искреност	trust	0.562
strong	јак	trust	0.562
miracle	чудо	trust	0.562
concordance	сагласност	trust	0.562
applaud	аплауд	trust	0.562
prize	награда	trust	0.562
apostolic	апостолски	trust	0.562
succeeding	успева	trust	0.562
vitality	виталност	trust	0.562
treasurer	благајник	trust	0.562
save	сачувати	trust	0.562
earn	зарадите	trust	0.562
midwife	бабица	trust	0.555
discretion	дискреција	trust	0.555
worship	обожавање	trust	0.555
constant	константно	trust	0.555
foresight	форесигхт	trust	0.555
vote	гласати	trust	0.555
cultivate	култивисати	trust	0.555
impartial	непристрасно	trust	0.555
illumination	осветљење	trust	0.555
ambulance	хитна помоћ	trust	0.555
privacy	приватност	trust	0.555
succeed	успети	trust	0.555
providing	обезбеђујући	trust	0.555
veteran	ветеран	trust	0.555
patience	стрпљење	trust	0.555
prophet	пророк	trust	0.555
coach	тренер	trust	0.555
intuition	интуиција	trust	0.555
reconciliation	помирење	trust	0.555
defender	бранилац	trust	0.555
coalesce	цоалесце	trust	0.555
mediate	посредовати	trust	0.555
precedence	предност	trust	0.555
congruence	конгруенција	trust	0.555
buddy	другар	trust	0.555
reunion	окупљање	trust	0.555
restorative	ресторативе	trust	0.555
destined	предодређено	trust	0.555
physicist	физичар	trust	0.555
influential	утицајно	trust	0.555
exalt	екалт	trust	0.555
greatness	величанственост	trust	0.555
inclusion	укључивање	trust	0.555
auditor	ревизор	trust	0.555
meditate	медитирајте	trust	0.555
betrothed	обавезно	trust	0.555
proud	поносан	trust	0.547
provide	пружити	trust	0.547
conciliation	помирење	trust	0.547
ancestral	предак	trust	0.547
liberty	слобода	trust	0.547
durable	издржљив	trust	0.547
impenetrable	импенетрабле	trust	0.547
prudent	разумно	trust	0.547
invocation	позив	trust	0.547
engaging	ангажовање	trust	0.547
statement	изјава	trust	0.547
rejoice	радујте се	trust	0.547
cheer	навијати	trust	0.547
eyewitness	очевидац	trust	0.547
prevalent	преовлађујуће	trust	0.547
securities	хартије од вредности	trust	0.547
friendly	пријатељски	trust	0.547
salvation	спасење	trust	0.547
independence	независност	trust	0.547
govern	управљати	trust	0.547
forgive	опрости	trust	0.547
commanding	командовање	trust	0.547
convent	манастир	trust	0.547
reinforcement	армирање	trust	0.547
law	закон	trust	0.547
registry	регистар	trust	0.547
temperate	умерена	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	спремност	trust	0.547
heritage	наслеђе	trust	0.547
chronicle	хроника	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ансамбл	trust	0.539
institute	Институт	trust	0.539
applause	аплауз	trust	0.539
architecture	архитектура	trust	0.539
obvious	очигледан	trust	0.539
recovery	опоравак	trust	0.539
inimitable	неупадљива	trust	0.539
relevant	релевантно	trust	0.539
responsive	Одговарајуће	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	упутства	trust	0.539
define	дефинисати	trust	0.539
delightful	дивно	trust	0.539
antidote	антидот	trust	0.539
admitting	признајем	trust	0.539
psalms	Псалмс	trust	0.539
stamina	издржљивост	trust	0.539
majority	већина	trust	0.539
inoculation	инокулација	trust	0.539
perfect	савршен	trust	0.539
obedience	послушност	trust	0.539
memorable	незаборавно	trust	0.539
chastity	чедност	trust	0.539
proctor	процтор	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	регуларност	trust	0.539
forefathers	предци	trust	0.539
immovable	непокретно	trust	0.539
eager	жељан	trust	0.539
aspiring	тежак	trust	0.539
obliging	обавезујући	trust	0.539
reinforcements	појачања	trust	0.539
tantamount	тантамоунт	trust	0.539
exalted	екалтед	trust	0.539
hospital	болница	trust	0.531
retirement	пензионисање	trust	0.531
strive	тежити	trust	0.531
edification	едификацију	trust	0.531
candid	искрен	trust	0.531
deed	дело	trust	0.531
school	школа	trust	0.531
cradle	колевка	trust	0.531
transcript	препис	trust	0.531
accompaniment	пратња	trust	0.531
doubtless	без сумње	trust	0.531
rescue	спасавање	trust	0.531
seal	печат	trust	0.531
expedient	експедитивно	trust	0.531
ballot	гласачки листић	trust	0.531
deliverance	испорука	trust	0.531
heavens	небеса	trust	0.531
fraternal	братски	trust	0.531
dependent	зависни	trust	0.531
answerable	одговорно	trust	0.531
center	центар	trust	0.531
analyst	аналитичар	trust	0.531
firstborn	првенац	trust	0.531
bloom	цвет	trust	0.531
inseparable	неодвојиво	trust	0.531
bride	Невеста	trust	0.531
evergreen	зимзелено	trust	0.531
princely	принцели	trust	0.531
immunization	имунизација	trust	0.531
refuge	уточиште	trust	0.531
verily	заиста	trust	0.531
omniscient	свезнајући	trust	0.531
terms	услови	trust	0.531
sponsor	спонзор	trust	0.531
approbation	одобрење	trust	0.527
correctness	исправност	trust	0.523
elevation	надморска висина	trust	0.523
neighbor	комшија	trust	0.523
unbroken	непрекидан	trust	0.523
countenance	фаца	trust	0.523
hug	загрли	trust	0.523
nobility	племство	trust	0.523
paragon	парагон	trust	0.523
coronation	крунисање	trust	0.523
celebration	прослава	trust	0.523
graduation	дипломи	trust	0.523
commonwealth	Цоммонвеалтх	trust	0.523
dictionary	речник	trust	0.523
powerful	моћан	trust	0.523
notable	значајан	trust	0.523
account	рачун	trust	0.523
winning	Побеђивати	trust	0.523
honeymoon	Медени месец	trust	0.523
improvement	побољшање	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	капелан	trust	0.523
ratify	ратификовати	trust	0.523
connoisseur	познавалац	trust	0.523
award	награда	trust	0.523
taught	научио	trust	0.523
adoration	обожавање	trust	0.523
salutary	поздрав	trust	0.523
captivate	ухватити	trust	0.523
liberate	ослободити	trust	0.523
unimpeached	неуморно	trust	0.523
laureate	лауреат	trust	0.523
benedictory	бенедицтори	trust	0.523
feeling	Осећај	trust	0.518
freely	слободно	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	амен	trust	0.516
reverie	сањарење	trust	0.516
organization	организација	trust	0.516
framework	оквир	trust	0.516
sentinel	сентинел	trust	0.516
advent	адвент	trust	0.516
inform	обавестити	trust	0.516
committee	одбор	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	миндед	trust	0.516
obstetrician	породничар	trust	0.516
enchanted	очаран	trust	0.516
formative	формативно	trust	0.516
tribunal	трибунал	trust	0.516
association	удружење	trust	0.516
remedy	лек	trust	0.516
credit	кредит	trust	0.516
nobleman	племић	trust	0.516
predominant	претежан	trust	0.516
measure	меру	trust	0.516
perpetuity	перпетуити	trust	0.516
fully	потпуно	trust	0.516
deserve	заслужују	trust	0.516
tender	тендер	trust	0.516
pray	молите се	trust	0.516
confession	признање	trust	0.516
management	менаџмент	trust	0.516
volunteer	волонтер	trust	0.509
instruct	инструктовати	trust	0.508
virgin	девица	trust	0.508
constable	полицајац	trust	0.508
reward	награда	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	свештеник	trust	0.508
policy	политика	trust	0.508
confessional	цонфессионал	trust	0.508
savor	савор	trust	0.508
custodian	чувар	trust	0.508
vouch	воуцх	trust	0.508
tolerance	толеранција	trust	0.508
unsurpassed	непревазиђени	trust	0.508
venerable	поштовани	trust	0.508
forgiving	опрости	trust	0.508
intact	нетакнута	trust	0.508
diversity	разноликост	trust	0.508
accolade	признање	trust	0.508
philosopher	филозоф	trust	0.508
lieutenant	поручник	trust	0.508
shepherd	пастир	trust	0.508
courtship	удварање	trust	0.508
sovereign	суверен	trust	0.508
medical	медицински	trust	0.508
housewife	домаћица	trust	0.508
automatic	аутоматски	trust	0.508
patronage	покровитељство	trust	0.508
enable	омогућите	trust	0.508
admissible	допуштено	trust	0.508
beautification	беаутифицатион	trust	0.508
synchronize	синхронизовати	trust	0.500
info	инфо	trust	0.500
pontiff	понтиф	trust	0.500
retain	задржати	trust	0.500
warden	надзорник	trust	0.500
majesty	Величанство	trust	0.500
infallibility	непогрешивост	trust	0.500
guru	гуру	trust	0.500
apologetic	апологетски	trust	0.500
darling	драга	trust	0.500
doctrine	доктрина	trust	0.500
related	повезан	trust	0.500
treasure	благо	trust	0.500
infinity	бесконачност	trust	0.500
romantic	романтичан	trust	0.500
optimist	оптимиста	trust	0.500
timing	време	trust	0.500
undying	несигурно	trust	0.500
personal	лични	trust	0.500
gateway	пролаз	trust	0.500
instruction	упутство	trust	0.500
backer	бацкер	trust	0.500
watchful	будно	trust	0.500
badge	значка	trust	0.500
birth	рођење	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	побожни	trust	0.500
indelible	неизбрисив	trust	0.500
superman	суперман	trust	0.500
guard	стражар	trust	0.500
vindication	оправдање	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	жив	trust	0.500
constitute	конституисати	trust	0.492
jubilant	Јубилант	trust	0.492
endow	ендов	trust	0.492
improve	побољшати	trust	0.492
contributor	допринос	trust	0.492
formality	формалност	trust	0.492
salute	поздрави	trust	0.492
inevitable	неизбежан	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	судија	trust	0.492
grow	расту	trust	0.492
fellow	колега	trust	0.492
popularity	популарност	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	портпарол	trust	0.492
synonymous	синоним	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	црква	trust	0.492
hardy	тврди	trust	0.492
privy	приви	trust	0.492
psalm	псалм	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	атракција	trust	0.492
grandchildren	унуци	trust	0.492
elegance	елеганција	trust	0.492
laudatory	лаудатори	trust	0.492
sheriff	шериф	trust	0.492
radiance	сјај	trust	0.492
harbor	луку	trust	0.492
aspire	тежити	trust	0.492
musical	музички	trust	0.492
chairman	председник	trust	0.492
moderator	модератор	trust	0.492
laudation	похвале	trust	0.484
clean	чист	trust	0.484
arbiter	арбитер	trust	0.484
crowning	крунисање	trust	0.484
depth	дубина	trust	0.484
forecast	прогноза	trust	0.484
colonel	пуковниче	trust	0.484
hire	најам	trust	0.484
found	нашао	trust	0.484
armor	оклоп	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	омиљени	trust	0.484
voucher	ваучер	trust	0.484
affection	наклоност	trust	0.484
path	пут	trust	0.484
referee	судија	trust	0.484
police	полиција	trust	0.484
countryman	сународник	trust	0.484
romance	романса	trust	0.484
diagnosis	дијагноза	trust	0.484
concord	цонцорд	trust	0.484
enjoy	уживати	trust	0.484
ranger	Рангер	trust	0.484
confess	признајем	trust	0.484
income	приход	trust	0.484
assembly	монтажа	trust	0.484
sweet	слатко	trust	0.484
like	као	trust	0.484
apologize	извинити се	trust	0.477
sermon	проповед	trust	0.477
pastor	пастор	trust	0.477
matter	материја	trust	0.477
glory	слава	trust	0.477
lamb	јагње	trust	0.477
lover	љубавник	trust	0.477
putative	путативе	trust	0.477
expect	очекујте	trust	0.477
purely	чисто	trust	0.477
follow	пратити	trust	0.477
parliament	парламент	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	јаслице	trust	0.477
episcopal	еписцопал	trust	0.477
veracity	верацити	trust	0.477
mathematical	математички	trust	0.477
frank	искрен	trust	0.477
policeman	полицајац	trust	0.477
word	реч	trust	0.477
consul	конзул	trust	0.477
landmark	обележје	trust	0.477
calculator	калкулатор	trust	0.477
sterling	стерлинг	trust	0.477
signature	потпис	trust	0.477
votive	вотиве	trust	0.477
preponderance	превласт	trust	0.477
sacrifice	жртвовање	trust	0.477
underwrite	закупити	trust	0.469
bridesmaid	дјеверуша	trust	0.469
commission	провизија	trust	0.469
passion	страст	trust	0.469
prefer	преферира	trust	0.469
recruits	регрути	trust	0.469
cashier	благајник	trust	0.469
judicious	разумно	trust	0.469
immerse	уроните	trust	0.469
uncritical	некритични	trust	0.469
effective	ефикасан	trust	0.469
dove	голуб	trust	0.469
tutelage	тутелаге	trust	0.469
associate	стручни сарадник	trust	0.469
flagship	водећи	trust	0.469
religion	религија	trust	0.469
gain	добит	trust	0.469
instructor	инструктор	trust	0.469
judgment	пресуда	trust	0.469
title	наслов	trust	0.469
regal	Регал	trust	0.469
author	аутор	trust	0.469
top	врх	trust	0.469
tribune	трибуна	trust	0.469
eagerness	жудња	trust	0.469
marshal	маршал	trust	0.469
mighty	моћан	trust	0.469
intended	намењен	trust	0.469
capacity	капацитета	trust	0.469
vicar	вицар	trust	0.469
partake	учествуј	trust	0.461
commerce	трговина	trust	0.461
magnetic	магнетни	trust	0.461
medal	медаља	trust	0.461
courier	Курир	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	уписати	trust	0.461
necessarily	нужно	trust	0.461
lesson	лекцију	trust	0.461
custody	старатељство	trust	0.461
moorings	привези	trust	0.461
fortress	тврђава	trust	0.461
aunt	тетка	trust	0.461
bank	банка	trust	0.461
theological	теолошки	trust	0.461
manage	управљати	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	трговина	trust	0.461
lifestyle	начин живота	trust	0.461
consecration	посвећеност	trust	0.461
admitted	признао	trust	0.461
crucial	кључно	trust	0.461
cautious	опрезан	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	свештенство	trust	0.461
attendant	послужитељ	trust	0.461
oblige	обавезати	trust	0.461
patriarchal	патријархално	trust	0.461
kitten	маца	trust	0.461
cathedral	катедрала	trust	0.455
eagle	орао	trust	0.453
puppy	кучко	trust	0.453
present	поклон	trust	0.453
perceive	Перцеиве	trust	0.453
foresee	предвидети	trust	0.453
governor	гувернер	trust	0.453
synergistic	синергистички	trust	0.453
commonplace	обично	trust	0.453
exchange	размена	trust	0.453
journeyman	путник	trust	0.453
laud	лауд	trust	0.453
chairwoman	председница	trust	0.453
encomium	енцомиум	trust	0.453
strategist	стратег	trust	0.453
dawn	зоре	trust	0.453
excited	узбуђени	trust	0.453
finally	коначно	trust	0.453
level	ниво	trust	0.453
chart	графикон	trust	0.453
oasis	оаза	trust	0.453
insulation	изолација	trust	0.453
president	председник	trust	0.453
deputy	заменик	trust	0.453
orthodoxy	православље	trust	0.445
sir	господине	trust	0.445
theorem	теорема	trust	0.445
formula	формула	trust	0.445
operation	операција	trust	0.445
bridegroom	младожења	trust	0.445
lodging	смештај	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	приручник	trust	0.445
impart	давати	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	обештећење	trust	0.445
negotiate	преговарати	trust	0.445
magnify	магнифи	trust	0.445
chancellor	канцелара	trust	0.445
crew	посада	trust	0.445
sensual	сензуално	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	обично	trust	0.445
asserting	тврди	trust	0.445
chocolate	чоколада	trust	0.445
statistical	статистички	trust	0.445
lord	Господару	trust	0.445
exaltation	екалтација	trust	0.445
employ	запослити	trust	0.445
orchestra	оркестар	trust	0.445
director	директор	trust	0.445
chemist	хемичар	trust	0.445
remains	остаје	trust	0.445
enliven	енливен	trust	0.445
sun	сунце	trust	0.438
imagination	машту	trust	0.438
comptroller	компјутер	trust	0.438
digit	цифра	trust	0.438
cabinet	кабинет	trust	0.438
emphasize	нагласити	trust	0.438
atone	атоне	trust	0.438
inauguration	инаугурација	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	елита	trust	0.438
governess	гувернер	trust	0.438
tandem	тандем	trust	0.438
conveyancing	преношење	trust	0.438
arbitrator	арбитратор	trust	0.438
oracle	орацле	trust	0.438
economy	економија	trust	0.438
elect	изабрати	trust	0.438
villager	сељак	trust	0.438
fate	судбина	trust	0.438
exhaustive	исцрпно	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	Батлер	trust	0.438
conformity	конформизам	trust	0.438
grammar	граматика	trust	0.430
disclosed	откривени	trust	0.430
persuade	убеђивати	trust	0.430
compact	компакт	trust	0.430
rule	правило	trust	0.430
deacon	Деакон	trust	0.430
impressionable	импресивно	trust	0.430
cop	полицајац	trust	0.430
neutrality	неутралност	trust	0.430
pay	платите	trust	0.430
bridal	бридал	trust	0.430
wealth	богатство	trust	0.430
base	базу	trust	0.430
errand	ерранд	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	жилавост	trust	0.430
estimable	проценљив	trust	0.430
lender	зајмодавац	trust	0.430
sentry	стражар	trust	0.430
invite	позовите	trust	0.430
circle	круг	trust	0.430
grit	грит	trust	0.430
elucidate	елуцидате	trust	0.430
repay	отплати	trust	0.430
resources	ресурса	trust	0.430
blanket	ћебе	trust	0.430
occupant	станар	trust	0.430
bequest	бекуест	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	бројање	trust	0.430
hail	град	trust	0.430
playful	игрив	trust	0.430
simplify	поједноставити	trust	0.430
differential	диференцијал	trust	0.430
utopian	утопијски	trust	0.430
parish	жупа	trust	0.422
sing	певати	trust	0.422
dominion	доминион	trust	0.422
dealings	послове	trust	0.422
theocratic	теократски	trust	0.422
shopkeeper	продавац	trust	0.422
accountant	рачуновођа	trust	0.422
forum	форум	trust	0.422
fixed	фиксно	trust	0.422
eulogize	еулогизе	trust	0.422
diary	дневник	trust	0.422
intend	Намеравам	trust	0.422
supplication	молитву	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	шегрт	trust	0.422
continue	Настави	trust	0.422
antiseptic	антисептик	trust	0.422
perennial	вишегодишње	trust	0.422
primer	пример	trust	0.422
enablement	омогућавање	trust	0.422
respite	предах	trust	0.422
assignee	Ассигнее	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	трговање	trust	0.422
travel	путовање	trust	0.422
probity	честитост	trust	0.422
axiom	аксиом	trust	0.422
maintenance	одржавање	trust	0.422
reconsideration	поновно разматрање	trust	0.422
treat	лечити	trust	0.422
truss	трусс	trust	0.422
hymn	химна	trust	0.422
supremacy	супремаци	trust	0.422
athlete	Атлета	trust	0.414
cogent	цогент	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	служи	trust	0.414
incline	нагиб	trust	0.414
trainer	тренер	trust	0.414
choir	хор	trust	0.414
preservative	конзерванс	trust	0.414
kudos	кудос	trust	0.414
cash	готовина	trust	0.414
gazette	газетте	trust	0.414
akin	сродан	trust	0.414
amortization	амортизација	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	репортер	trust	0.414
salary	плата	trust	0.414
offering	нуде	trust	0.414
