word	Tajik-tg	emotion	emotion-intensity-score
willful	хоҳишманд аст	sadness	0.160
untitled	бетаъхир	sadness	0.157
weeds	мастакҳо	sadness	0.156
stint	данд	sadness	0.156
cross	салиб	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	соф	sadness	0.154
inconsequential	ба таври назаррас	sadness	0.152
procession	давр	sadness	0.152
tax	андоз	sadness	0.142
lesbian	lesbian	sadness	0.141
emo	данд	sadness	0.141
overpriced	overpriced	sadness	0.141
tolerate	таҳаммулпазирӣ кунед	sadness	0.141
mug	mug	sadness	0.141
weight	вазни	sadness	0.141
touchy	ҳасад	sadness	0.140
kennel	ношукр	sadness	0.130
grounded	асос ёфтааст	sadness	0.130
late	дертар	sadness	0.125
theocratic	теократӣ	sadness	0.125
clouds	абрҳо	sadness	0.125
terrific	ҳайратовар	sadness	0.125
commemorate	ёд кунед	sadness	0.125
meek	юр	sadness	0.125
stillness	сустӣ	sadness	0.125
sisterhood	хоҳарон	sadness	0.125
socialist	иҷтимоӣ	sadness	0.125
unpaid	бепул	sadness	0.125
margin	марж	sadness	0.125
default	пешфарзӣ	sadness	0.121
lace	дандон	sadness	0.118
unpublished	бе чоп нашуд	sadness	0.116
interested	манфиатдор аст	sadness	0.114
fortress	қалъа	sadness	0.110
fleece	қолин	sadness	0.109
rating	Радиои Озодӣ	sadness	0.109
lush	лаб	sadness	0.109
harry	Гарри	sadness	0.109
priesthood	рухсатӣ	sadness	0.109
orchestra	оркестр	sadness	0.109
ultimate	ниҳоӣ	sadness	0.109
sanctify	муқаддас	sadness	0.108
income	даромад	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	ғолиб	sadness	0.094
quiet	ором	sadness	0.094
boo	Бой	sadness	0.094
vainly	бесадо	sadness	0.091
wet	тар шавад	sadness	0.078
hug	гул	sadness	0.078
hut	хом	sadness	0.078
ovation	тифл	sadness	0.078
humble	фурӯтан	sadness	0.078
motivating	ҳавасмандгардонӣ	sadness	0.078
opera	опера	sadness	0.078
treat	муносибат кунед	sadness	0.076
hymn	гимн	sadness	0.064
honest	ростқавл	sadness	0.062
relics	Шаҳрия Адҳамзод	sadness	0.061
couch	катӣ	sadness	0.060
waffle	шаффоф	sadness	0.047
shell	ниҳонӣ	sadness	0.045
musical	мусиқӣ	sadness	0.045
savor	ширин	sadness	0.034
vote	овоз	sadness	0.031
napkin	пӯст	sadness	0.031
sing	суруд	sadness	0.017
music	мусиқӣ	sadness	0.016
mother	модар	sadness	0.016
nutritious	ғизо	sadness	0.015
lovely	зебо	sadness	0.009
art	санъат	sadness	0.000
romance	романтикӣ	sadness	0.000
liquor	сӯзишворӣ	sadness	0.000
sweetheart	дўст	sadness	0.000
surprise	тааҷҷубовар аст	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	тарк кунед	surprise	0.906
explosion	таркиш	surprise	0.898
explosive	таркиш	surprise	0.883
ambush	гуруснагӣ	surprise	0.883
eruption	кушодан	surprise	0.883
frighten	тарсондан	surprise	0.875
startle	оғоз	surprise	0.875
surprisingly	тааҷҷубовар аст	surprise	0.875
shockingly	шадид	surprise	0.875
surprising	тааҷҷубовар аст	surprise	0.867
frightened	тарсид	surprise	0.867
surprised	тааҷҷубовар аст	surprise	0.867
thrilling	донистан	surprise	0.859
miracle	мӯъҷиза	surprise	0.859
outburst	барзагов	surprise	0.859
blast	тарк	surprise	0.852
alarm	ҳушдор	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	садақа	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	шок	surprise	0.844
fright	тарс	surprise	0.836
bang	банд	surprise	0.836
unexpectedly	ғайричашмдошт	surprise	0.836
catastrophe	фалокат	surprise	0.836
dazzle	дӯзанда	surprise	0.836
emergency	ҳолати фавқулодда	surprise	0.828
bewilderment	шодравон	surprise	0.828
suddenly	ногаҳон	surprise	0.828
startling	дубора	surprise	0.828
astound	шубҳанок	surprise	0.820
stunned	шитобон	surprise	0.820
jackpot	Ҷопон	surprise	0.812
earthquake	заминҷунбӣ	surprise	0.812
disaster	фалокат	surprise	0.812
astonish	ҳайратовар аст	surprise	0.805
astonishment	тааҷҷубовар	surprise	0.805
climax	давр	surprise	0.805
aghast	шабоҳат	surprise	0.805
scare	тарсед	surprise	0.797
awestruck	аҷиб	surprise	0.797
bomb	бомба	surprise	0.789
erupt	барнагарданд	surprise	0.789
exclaim	шаҳодат диҳед	surprise	0.789
amazement	тааҷҷубовар	surprise	0.781
detonate	ошкор карда мешавад	surprise	0.773
alarming	ҳаяҷоновар	surprise	0.773
miraculous	мӯъҷиза	surprise	0.773
invade	ишғол кунед	surprise	0.773
raid	рондан	surprise	0.773
abduction	истисмор	surprise	0.773
kidnap	зӯроварӣ	surprise	0.766
stupefy	шамшер	surprise	0.758
overwhelming	аз ҳад зиёд	surprise	0.758
dumfound	дандон	surprise	0.758
unpredictable	пешгӯинашаванда	surprise	0.758
unimaginable	бесабаб нест	surprise	0.750
erratic	решакан	surprise	0.750
accident	садама	surprise	0.750
outrageous	хашмгин	surprise	0.750
flinch	рехт	surprise	0.742
blitz	blitz	surprise	0.742
petrify	бензин	surprise	0.742
slaughter	қатл	surprise	0.742
horror	дуд	surprise	0.742
amaze	ҳайратовар	surprise	0.742
bewilder	хандовар	surprise	0.742
wreck	зарб	surprise	0.742
stupefaction	шаффофият	surprise	0.734
excitement	шавқовар	surprise	0.734
frenetic	феникс	surprise	0.734
frantic	флюидикӣ	surprise	0.734
crash	садама	surprise	0.734
sudden	ногаҳон	surprise	0.727
riotous	зӯроварӣ	surprise	0.727
vanished	нопадид шуд	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	хомӯш	surprise	0.727
bewildered	хандидед	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	таҳқир	surprise	0.719
shriek	Шриек	surprise	0.719
breathless	сулфан	surprise	0.719
scream	гиря мекунанд	surprise	0.719
manslaughter	хондан	surprise	0.719
rupture	пӯлод	surprise	0.719
unanticipated	бесабаб нест	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	назоратнашаванда	surprise	0.711
unexpected	ғайричашмдошт	surprise	0.711
electrify	электрикӣ	surprise	0.711
stun	дандоншикан	surprise	0.711
shot	Муборак!	surprise	0.711
avalanche	тармафароӣ	surprise	0.711
gasp	данд	surprise	0.711
unforeseen	бесабаб нест	surprise	0.703
slam	Садо Ояндасоз	surprise	0.703
surge	зиёд аст	surprise	0.703
intruder	ҳамлагар	surprise	0.703
abrupt	заъиф	surprise	0.703
suspense	шикастан	surprise	0.703
devastation	зилзила	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	ногаҳонӣ	surprise	0.695
excite	excite	surprise	0.695
unprecedented	бесабаб нест	surprise	0.695
stab	стаб	surprise	0.695
urgent	фавран	surprise	0.695
yell	хандидед	surprise	0.695
strike	задааст	surprise	0.695
disturbance	вайрон шудан	surprise	0.688
carnage	ҷаримавӣ	surprise	0.688
spectacular	тамошобин	surprise	0.688
incredible	аҷиб аст	surprise	0.688
recklessness	ноумедӣ	surprise	0.680
slap	сандуқ	surprise	0.680
monstrous	аҷиб аст	surprise	0.680
clamor	ханда	surprise	0.680
thrill	андеша	surprise	0.680
accidentally	тасодуфан	surprise	0.672
accidental	тасодуфӣ	surprise	0.672
striking	возеҳ аст	surprise	0.672
captivate	садақа	surprise	0.672
exhilaration	хушбахтӣ	surprise	0.672
terrorist	террорист	surprise	0.672
inexplicable	бесабаб нест	surprise	0.672
exciting	шавқовар	surprise	0.672
topple	пӯшидааст	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	вулқон	surprise	0.664
revolution	инқилоб	surprise	0.664
freakish	хашмгин	surprise	0.664
incendiary	харобиовар	surprise	0.656
revolt	исён	surprise	0.656
sneak	сканак	surprise	0.656
unspeakable	номаълум	surprise	0.656
bloodshed	хунрезӣ	surprise	0.656
cyclone	давр	surprise	0.648
violent	зӯроварӣ	surprise	0.648
disruption	вайрон шудан	surprise	0.648
spellbound	данд	surprise	0.648
unsuspecting	бесабаб нест	surprise	0.648
mutiny	изтироб	surprise	0.648
attacking	ҳамла	surprise	0.648
unintended	бесабаб нест	surprise	0.648
amazingly	аҷиб аст	surprise	0.648
epidemic	эпидемия	surprise	0.648
shout	хандиданд	surprise	0.641
screech	секунҷа	surprise	0.641
wildfire	ҷангалҳо	surprise	0.641
indescribable	номаълум	surprise	0.641
enthusiasm	шодбошӣ	surprise	0.641
excitation	дубора	surprise	0.641
tumult	Муборак	surprise	0.641
improvisation	беҳтарсозӣ	surprise	0.641
anomaly	аномалия	surprise	0.633
apparition	ШАҲРИ КӮЛОБ	surprise	0.633
treachery	хиёнаткорона	surprise	0.633
presto	presto	surprise	0.633
gape	гамбус	surprise	0.633
agape	растаниҳо	surprise	0.633
uncertain	номаълум	surprise	0.633
plunder	талоқ	surprise	0.633
tempest	шамол	surprise	0.625
trick	ҳилла	surprise	0.625
slaughtering	забҳ кардан	surprise	0.625
wonderment	ҳайратовар	surprise	0.625
excited	шавқовар	surprise	0.625
sorcery	сеҳрнок	surprise	0.625
murderous	куштор	surprise	0.625
urgency	фаврӣ	surprise	0.625
distress	мушкилот	surprise	0.625
mystery	сирри	surprise	0.625
trickery	хирс	surprise	0.617
intense	сахт	surprise	0.617
vanish	нестанд	surprise	0.617
murder	куштор	surprise	0.617
quickness	зуд	surprise	0.617
intrusive	бепарвоӣ	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	шӯхӣ	surprise	0.617
blindfold	пӯшида	surprise	0.609
coup	шубҳа	surprise	0.609
splash	дубора	surprise	0.609
thief	дузд	surprise	0.609
magical	ҷодугарӣ	surprise	0.609
unstable	ноустувор	surprise	0.609
shatter	хомӯш	surprise	0.609
strangle	сангин	surprise	0.609
defy	дандон	surprise	0.602
deluge	Тӯҳфаҳо	surprise	0.602
inconceivable	ғайриинтизор	surprise	0.602
jubilee	юми	surprise	0.602
stupor	шамшер	surprise	0.602
tackle	ҳал карда мешавад	surprise	0.602
assail	қаллобӣ	surprise	0.602
betray	хиёнат кунед	surprise	0.602
monstrosity	монастирӣ	surprise	0.594
alerts	огоҳ аст	surprise	0.594
lightning	сӯзон	surprise	0.594
mishap	mishap	surprise	0.594
shrill	чап	surprise	0.594
stupendous	бесамар аст	surprise	0.594
mysterious	зебо	surprise	0.586
paralyzed	фалаҷ	surprise	0.586
randomly	тасодуфӣ	surprise	0.586
bonus	бонус	surprise	0.586
deceit	фиребгарӣ	surprise	0.586
wild	ваҳшӣ	surprise	0.586
pitfall	пител	surprise	0.586
wondrous	аҷиб аст	surprise	0.586
uncanny	ғайриқонунӣ	surprise	0.586
electric	электр	surprise	0.578
oddity	Шохиси моҳвораҳо	surprise	0.578
death	марг	surprise	0.578
jubilant	Ҷубилант	surprise	0.578
godsend	худо	surprise	0.578
stagger	шитобон	surprise	0.578
raving	хандид	surprise	0.578
rejoicing	шодбошӣ	surprise	0.578
premature	пеш аз мӯҳлат	surprise	0.578
fluke	фук	surprise	0.578
bizarre	дандон	surprise	0.578
revenge	дубора	surprise	0.570
dynamic	динамикӣ	surprise	0.570
dismay	нопадид шудааст	surprise	0.570
ecstatic	орзу	surprise	0.562
fascinate	шавқовар	surprise	0.562
uncover	ошкор кунед	surprise	0.562
jerk	данд	surprise	0.562
reward	мукофот	surprise	0.562
nefarious	нефред	surprise	0.562
reappear	бозгашт	surprise	0.562
whim	кист?	surprise	0.555
conjure	conjure	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	зани	surprise	0.555
thaumaturgy	латофат	surprise	0.555
illuminate	равшанӣ	surprise	0.547
rescue	наҷот	surprise	0.547
tantalizing	фарогирӣ	surprise	0.547
winner	ғолиб	surprise	0.547
heroism	геройизм	surprise	0.547
rarity	камобӣ	surprise	0.547
ejaculation	ejaculation	surprise	0.547
daze	дед	surprise	0.547
unbridled	ғайриқонунӣ	surprise	0.547
thwart	пешгирӣ кардан	surprise	0.547
treason	хиёнаткорона	surprise	0.539
punch	хӯша	surprise	0.539
insult	таҳқир	surprise	0.539
lunge	лона	surprise	0.539
illusion	гумроҳӣ	surprise	0.539
lucky	хушбахт	surprise	0.539
interrupt	таркиш	surprise	0.539
cheer	шод	surprise	0.539
celebration	ҷашн	surprise	0.539
violation	вайронкунӣ	surprise	0.539
marvel	тааҷҷубовар аст	surprise	0.539
sensation	ҳиссиёт	surprise	0.531
fearfully	тарсед	surprise	0.531
concealed	пинҳон карда шудааст	surprise	0.531
banger	banger	surprise	0.531
affront	бадбахтӣ	surprise	0.531
snag	садақа	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	задааст	surprise	0.523
wonder	ҳайратовар	surprise	0.523
immediacy	фавран	surprise	0.523
undiscovered	ошкор нашудааст	surprise	0.523
abandonment	тарк кардан	surprise	0.523
rejoice	шод бошед	surprise	0.523
improvise	беҳтар аст	surprise	0.523
majestic	шодбошӣ	surprise	0.523
scorpion	scorpion	surprise	0.523
victimized	қурбонӣ карда шуд	surprise	0.523
liberate	озод шавед	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	пинҳон	surprise	0.516
tickle	тигл	surprise	0.516
chance	имконият	surprise	0.516
howl	таъмир	surprise	0.516
swerve	задааст	surprise	0.508
reflex	рефлекс	surprise	0.508
rave	rave	surprise	0.508
pop	поп	surprise	0.508
luck	Шукурҷон Зуҳуров	surprise	0.508
magnificent	зебост	surprise	0.508
transcendence	узвият	surprise	0.508
garish	пӯшанд	surprise	0.508
unintentionally	ғайричашмдошт	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	ноком	surprise	0.500
marvelous	аҷиб аст	surprise	0.500
heroic	қаҳрамонона	surprise	0.500
remarkable	назаррас	surprise	0.500
fainting	шадид	surprise	0.500
slayer	зӯроварӣ	surprise	0.500
erotic	erotic	surprise	0.500
enliven	вироиш	surprise	0.500
alertness	ҳушёрӣ	surprise	0.500
misbehavior	рафтор	surprise	0.500
embarrassment	шармандагӣ	surprise	0.500
diversion	фарогирӣ	surprise	0.500
unutterable	номаълум	surprise	0.492
nab	д	surprise	0.492
camouflage	сандуқча	surprise	0.492
trump	кӯҳ	surprise	0.492
decoy	дона	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	хоб аст	surprise	0.492
infarct	Инфиҷор	surprise	0.492
birthday	рӯзи таваллуд	surprise	0.492
greatness	бузургӣ	surprise	0.492
zeal	зиқӣ	surprise	0.484
prick	харида мешавад	surprise	0.484
magician	ҷодугар	surprise	0.484
underestimate	беназир	surprise	0.484
horde	ханд	surprise	0.484
fanfare	фахрӣ	surprise	0.484
inexpressible	номаълум аст	surprise	0.484
daemon	дубора	surprise	0.484
variable	тағйирёбанда	surprise	0.484
curiosity	шавқовар	surprise	0.484
gawk	гов	surprise	0.477
unguarded	ғайриқонунӣ	surprise	0.477
chicane	chicane	surprise	0.477
fortune	хушбахтона	surprise	0.477
sneeze	оҳиста-оҳиста	surprise	0.477
illumination	равшанӣ	surprise	0.477
incident	ҳодиса	surprise	0.477
dreadfully	шадидтар	surprise	0.477
strange	аҷиб	surprise	0.477
subversive	таҳрир	surprise	0.477
reversal	бозгашт	surprise	0.469
prowl	пешкаш кунед	surprise	0.469
rapid	зуд	surprise	0.469
leery	пӯст	surprise	0.469
wizard	устод	surprise	0.469
coincidence	муқовимат	surprise	0.461
hilarious	хандовар	surprise	0.461
divergent	гуногун аст	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	танаффус	surprise	0.461
slip	буридан	surprise	0.461
wonderful	аҷиб	surprise	0.453
hoax	шухии фиребомез	surprise	0.453
winning	ғолиб	surprise	0.453
overestimate	аз ҳад зиёд аст	surprise	0.453
confession	эътироф	surprise	0.453
ordeal	Сониян	surprise	0.453
evanescence	фиребгарӣ	surprise	0.453
merriment	Муфассал ...	surprise	0.453
raffle	Рафиқ	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	ханда	surprise	0.445
enthusiast	ҳавасманд	surprise	0.445
splendid	аҷиб аст	surprise	0.445
feat	фит	surprise	0.445
perchance	Тақвим	surprise	0.445
excel	excel	surprise	0.445
gambling	бозӣ	surprise	0.445
unintentional	ғайричашмдошт	surprise	0.438
brighten	дурахшон	surprise	0.438
changeable	тағйирёбанда	surprise	0.438
rapt	rapt	surprise	0.438
unique	беназир	surprise	0.438
splendor	шодравон	surprise	0.438
senseless	бефоида	surprise	0.438
gift	тӯҳфа	surprise	0.430
fascination	шавқовар	surprise	0.430
trepidation	шубҳанок	surprise	0.430
stealthy	беғаразона	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Хушҳол	surprise	0.430
lawsuit	додгоҳ	surprise	0.430
intrigue	хандаовар	surprise	0.430
quicksilver	классик	surprise	0.422
originality	аслӣ	surprise	0.422
riddle	ситора	surprise	0.422
judgment	доварӣ	surprise	0.422
enchant	эҷодкор	surprise	0.422
stealth	пинҳон	surprise	0.422
veracity	дақиқ	surprise	0.414
elusive	зӯроварӣ	surprise	0.414
perjury	дурӯғгӯй	surprise	0.414
spirits	рӯҳҳо	surprise	0.414
liberation	озод шудан	surprise	0.414
illegitimate	ғайриқонунӣ	surprise	0.414
syncope	синкопӣ	surprise	0.414
experiment	озмоиш	surprise	0.414
gambler	бозӣ	surprise	0.406
eager	хурсандӣ	surprise	0.406
inspired	илҳом	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	шодбошӣ	surprise	0.406
allure	ҳама	surprise	0.406
parade	парад	surprise	0.406
princely	пинҳон	surprise	0.398
divorce	талоқ	surprise	0.398
guess	ҳикоя	surprise	0.398
burlesque	Бурлеск	surprise	0.398
secrecy	махфӣ	surprise	0.398
aspiration	aspiration	surprise	0.391
peri	период	surprise	0.391
cheerful	хушбахтона	surprise	0.391
hermaphrodite	хирафротит	surprise	0.391
supremacy	бартарӣ	surprise	0.391
incontinence	ҳабс кардан	surprise	0.391
inheritance	мерос	surprise	0.383
score	Ҳисоб	surprise	0.383
lose	гум шудан	surprise	0.383
crowning	тоҷи	surprise	0.383
buck	харита	surprise	0.383
praiseworthy	шӯҳратпараст	surprise	0.383
cadaver	кадрӣ	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	калл	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frice	surprise	0.375
mystic	mystic	surprise	0.375
succeed	муваффақият	surprise	0.375
advance	пешрафт	surprise	0.375
sparkle	шамол	surprise	0.367
hope	умед	surprise	0.367
joker	joker	surprise	0.367
sensual	ҳассос	surprise	0.367
excavation	садама	surprise	0.367
feeling	ҳиссиёт	surprise	0.359
entertainment	тамошобин	surprise	0.359
clown	қоғаз	surprise	0.352
newcomer	нависед	surprise	0.352
modify	тағир диҳед	surprise	0.352
award	мукофот	surprise	0.352
blessings	баракатҳо	surprise	0.352
postponement	таъхир	surprise	0.352
obit	дуюм	surprise	0.352
celebrity	маъруф	surprise	0.344
hero	геро	surprise	0.344
start	оғоз кунед	surprise	0.344
wonderfully	аҷиб аст	surprise	0.344
highest	баландтарин	surprise	0.344
proficiency	ихтисос	surprise	0.344
glorify	шӯҳрат	surprise	0.344
unbeaten	бесадо	surprise	0.336
memorable	хотира	surprise	0.336
sanctify	муқаддас	surprise	0.336
rekindle	дубора	surprise	0.336
optimism	оптимизм	surprise	0.336
warned	огоҳ карда шудааст	surprise	0.336
prodigious	зӯроварӣ	surprise	0.336
dissolution	бекор карда шудааст	surprise	0.336
grin	гул	surprise	0.336
admiration	тааҷҷубовар	surprise	0.328
hypertrophy	гипертерия	surprise	0.328
present	ҳозир	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	фаришта	surprise	0.320
examination	санҷиш	surprise	0.320
catch	сайд кунед	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	Пума	surprise	0.312
liberty	озодӣ	surprise	0.312
kiss	бӯса	surprise	0.312
embrace	гиред	surprise	0.312
occasional	баъзан	surprise	0.312
treat	муносибат кунед	surprise	0.312
saint	муқаддас	surprise	0.312
scrimmage	шамшер	surprise	0.312
dismissal	озод кардан	surprise	0.312
perfection	комилан	surprise	0.305
generosity	саховатмандона	surprise	0.305
gratify	гул кардан	surprise	0.305
saintly	Садо Ояндасоз	surprise	0.305
sally	сали	surprise	0.305
polarity	polarity	surprise	0.297
finally	дар охир	surprise	0.297
differently	гуногун	surprise	0.297
palpable	бангӣ	surprise	0.297
warn	огоҳ кунед	surprise	0.297
ceremony	маросим	surprise	0.297
larger	калонтар	surprise	0.297
favorable	мусоид	surprise	0.297
romance	романтикӣ	surprise	0.289
medal	медал	surprise	0.289
inviting	даъват кардан	surprise	0.289
greeting	саломати	surprise	0.289
candid	саъй	surprise	0.281
resignation	истироҳат	surprise	0.281
trip	сафар	surprise	0.281
accolade	тақдир	surprise	0.281
labor	меҳнатӣ	surprise	0.281
stare	назар	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	даъват кунед	surprise	0.266
somatic	Сомони	surprise	0.266
admire	тааҷҷубовар аст	surprise	0.266
immerse	бибахшед	surprise	0.266
festival	фестивал	surprise	0.266
mimicry	мимикри	surprise	0.266
compensate	ҷуброн кунед	surprise	0.266
insolvency	муфлисшавӣ	surprise	0.266
playful	хандаовар	surprise	0.266
complement	иловаҳо	surprise	0.258
receiving	қабул	surprise	0.258
hypothesis	гипотеза	surprise	0.258
laugh	хандидед	surprise	0.258
chuckle	қаҳва	surprise	0.258
honeymoon	асал	surprise	0.250
marry	никоҳ	surprise	0.242
independence	истиқлолият	surprise	0.242
opera	опера	surprise	0.242
pleasant	зебо	surprise	0.242
rhythmical	rhythmical	surprise	0.234
assessment	арзёбӣ	surprise	0.234
hopeful	умедворам	surprise	0.234
trophy	медали	surprise	0.234
holiness	муқаддас	surprise	0.234
chant	Чант	surprise	0.234
leave	тарк кунед	surprise	0.234
procession	давр	surprise	0.227
placard	портрет	surprise	0.227
deal	шартнома	surprise	0.227
cherish	ҳикмат	surprise	0.219
good	хуб	surprise	0.219
shopping	харид	surprise	0.219
musical	мусиқӣ	surprise	0.219
shell	ниҳонӣ	surprise	0.211
dawn	субҳ	surprise	0.211
simplify	соддатар	surprise	0.211
purity	покӣ	surprise	0.203
nullify	бекор кунед	surprise	0.203
money	пул	surprise	0.203
sweet	ширин	surprise	0.203
morals	ахлоқӣ	surprise	0.203
synchronize	ҳамоҳангсозӣ кунед	surprise	0.195
preservative	preservative	surprise	0.195
humanitarian	гуманитарӣ	surprise	0.195
unfulfilled	бесабаб нест	surprise	0.195
precious	гаронбаҳо	surprise	0.195
obliging	ӯҳдадоранд	surprise	0.188
singularly	мутаносибан	surprise	0.188
foresee	пешбини шудааст	surprise	0.180
pray	дуо кунед	surprise	0.180
graduation	хатмкунӣ	surprise	0.180
lovely	зебо	surprise	0.180
sun	офтоб	surprise	0.172
art	санъат	surprise	0.172
mouth	даҳон	surprise	0.172
youth	ҷавонон	surprise	0.172
thirst	ташнагӣ	surprise	0.172
young	ҷавонон	surprise	0.164
goodness	хуб	surprise	0.164
overdue	дертар	surprise	0.156
visor	водор	surprise	0.156
practiced	амал мекард	surprise	0.156
latent	латталӣ	surprise	0.156
loyal	содиқона	surprise	0.148
expect	интизор шавед	surprise	0.148
destination	макон	surprise	0.148
wireless	бесим	surprise	0.148
quote	манбаъ	surprise	0.141
slush	суст	surprise	0.141
infant	кӯдак	surprise	0.141
cream	яхмос	surprise	0.141
playground	майдонча	surprise	0.133
organization	ташкилот	surprise	0.125
teach	омӯзед	surprise	0.125
vote	овоз	surprise	0.125
smile	хандидед	surprise	0.117
weight	вазни	surprise	0.117
dolphin	дффин	surprise	0.117
sisterhood	хоҳарон	surprise	0.109
cable	кабелӣ	surprise	0.109
sunny	офтобӣ	surprise	0.102
steady	устувор	surprise	0.094
leisure	истироҳат	surprise	0.086
peaceful	сулҳ	surprise	0.086
spa	spa	surprise	0.086
tree	дарахт	surprise	0.078
picnic	picnic	surprise	0.078
worm	кирмҳо	surprise	0.055
truthfulness	ростқавлӣ	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	боварӣ доранд	trust	0.867
honest	ростқавл	trust	0.844
honesty	ростқавл	trust	0.844
honor	шараф	trust	0.844
truth	ҳақиқӣ	trust	0.844
truthful	ростқавл	trust	0.836
trusting	боварӣ	trust	0.836
brotherhood	бародарӣ	trust	0.820
entrust	бовар кунед	trust	0.812
committed	содир шудааст	trust	0.805
integrity	беайб	trust	0.805
loyalty	содиқона	trust	0.805
honorable	шӯҳрат	trust	0.805
credibility	эътимоднокӣ	trust	0.805
trust	боварӣ	trust	0.805
faithful	содиқона	trust	0.797
sincere	самимона	trust	0.797
responsible	масъул аст	trust	0.789
partnership	шарикӣ	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	хирад	trust	0.789
oath	қасам	trust	0.781
verification	санҷиш	trust	0.781
vow	аҳамият диҳед	trust	0.781
cooperative	кооператив	trust	0.781
respectable	эҳтиром	trust	0.773
credible	эътимод	trust	0.773
hero	геро	trust	0.773
sisterhood	хоҳарон	trust	0.773
promise	ваъда медиҳад	trust	0.773
verified	тасдиқ шудааст	trust	0.773
qualified	тахассусӣ	trust	0.766
respected	эҳтиром мегузорад	trust	0.766
authentication	authentication	trust	0.766
compassion	шафқат	trust	0.759
reputable	эътибори	trust	0.758
safekeeping	нигаҳдорӣ	trust	0.758
reliability	боварӣ	trust	0.758
moral	ахлоқӣ	trust	0.758
love	муҳаббат	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	тасдиқ	trust	0.758
stable	устувор	trust	0.750
friend	дўстон	trust	0.750
genuine	ҳақиқӣ	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	салоҳият	trust	0.750
loyal	содиқона	trust	0.750
ally	иттифоқ	trust	0.750
safeguard	ҳимоя кардан	trust	0.750
companion	шарики	trust	0.750
advised	тавсия дода мешавад	trust	0.750
authentic	аслӣ	trust	0.750
respect	эҳтиром	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	озод	trust	0.742
proven	тасдиқ шудааст	trust	0.742
respects	эҳтиромона	trust	0.742
faith	имон	trust	0.742
wholesome	муфид	trust	0.742
heartfelt	дилпазир	trust	0.734
unification	муттаҳидшавӣ	trust	0.734
protecting	ҳимоя	trust	0.734
reassurance	Тафтишот	trust	0.734
admirable	шодбошӣ	trust	0.734
trustee	мудири кафедра	trust	0.734
supporter	пуштибонӣ мекунад	trust	0.734
confirmation	тасдиќ	trust	0.734
respectful	эҳтиромона	trust	0.734
alliance	иттифоқ	trust	0.727
equality	баробарӣ	trust	0.727
friendship	дӯстӣ	trust	0.727
agreement	созишнома	trust	0.727
fact	факт	trust	0.727
confident	боварӣ	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	имондор	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	беҳтарин	trust	0.727
credential	сертификатсия	trust	0.727
closeness	ба наздикӣ	trust	0.719
authenticate	тасдиқ кунед	trust	0.719
intelligence	хабардор	trust	0.719
virtue	некӣ	trust	0.719
honored	шӯҳрат	trust	0.719
virtuous	зебо	trust	0.719
kindred	оилавӣ	trust	0.719
charitable	хайрия	trust	0.711
dedication	бахшида шудааст	trust	0.711
guarantee	кафолат дода мешавад	trust	0.711
cooperation	ҳамкорӣ	trust	0.711
creditable	кредитӣ	trust	0.711
consistency	мутобиқат	trust	0.711
allegiance	собит	trust	0.711
cooperating	ҳамкорӣ мекунанд	trust	0.711
straightforward	рост	trust	0.711
determination	муайян кардан	trust	0.711
justice	адолат	trust	0.711
sanctuary	муқаддас	trust	0.703
nurture	парвариш	trust	0.703
innocent	бегуноҳ	trust	0.703
