word	Malagasy-mg	emotion	emotion-intensity-score
cherish	hankamamy	surprise	0.219
good	tsara	surprise	0.219
shopping	fiantsenana	surprise	0.219
musical	mozika	surprise	0.219
shell	akorandriaka	surprise	0.211
dawn	mangiran-dratsy	surprise	0.211
simplify	manatsotra	surprise	0.211
purity	fahadiovana	surprise	0.203
nullify	manafoana	surprise	0.203
money	vola	surprise	0.203
sweet	mamy	surprise	0.203
morals	fitondran-tena	surprise	0.203
synchronize	synchronize	surprise	0.195
preservative	miaro	surprise	0.195
humanitarian	maha-olona	surprise	0.195
unfulfilled	tanteraka	surprise	0.195
precious	sarobidy	surprise	0.195
obliging	manery ny	surprise	0.188
singularly	singularly	surprise	0.188
foresee	mialoha	surprise	0.180
pray	Mivavaha	surprise	0.180
graduation	diplaoma	surprise	0.180
lovely	lovely	surprise	0.180
sun	masoandro	surprise	0.172
art	kanto	surprise	0.172
mouth	vava	surprise	0.172
youth	tanora	surprise	0.172
thirst	hetaheta	surprise	0.172
young	tanora	surprise	0.164
goodness	hatsaran-toetra	surprise	0.164
overdue	loatra izany	surprise	0.156
visor	visor	surprise	0.156
practiced	nampihatra	surprise	0.156
latent	miseho	surprise	0.156
loyal	tsy mivadika	surprise	0.148
expect	manantena	surprise	0.148
destination	toerana halehany	surprise	0.148
wireless	Wireless	surprise	0.148
quote	notsongaina	surprise	0.141
slush	slush	surprise	0.141
infant	zaza	surprise	0.141
cream	fanosotra	surprise	0.141
playground	tokotanin-tsekoly	surprise	0.133
organization	fikambanana	surprise	0.125
teach	mampianatra	surprise	0.125
vote	fifidianana	surprise	0.125
smile	tsiky	surprise	0.117
weight	lanja	surprise	0.117
dolphin	feso	surprise	0.117
sisterhood	mpirahavavy	surprise	0.109
cable	tariby	surprise	0.109
sunny	talaky masoandro	surprise	0.102
steady	tapaka	surprise	0.094
leisure	fialam-boly	surprise	0.086
peaceful	am-pilaminana	surprise	0.086
spa	Spa	surprise	0.086
tree	hazo	surprise	0.078
picnic	fitsangatsanganana	surprise	0.078
worm	kankana	surprise	0.055
truthfulness	marina	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	mendri-pitokisana	trust	0.867
honest	marina	trust	0.844
honesty	manao ny marina	trust	0.844
honor	voninahitra	trust	0.844
truth	fahamarinana	trust	0.844
truthful	milaza ny marina	trust	0.836
trusting	matoky	trust	0.836
brotherhood	mpirahalahy	trust	0.820
entrust	hanankina	trust	0.812
committed	nanao	trust	0.805
integrity	mivadika	trust	0.805
loyalty	tsy fivadihana	trust	0.805
honorable	manan-kaja	trust	0.805
credibility	fitokisana	trust	0.805
trust	fahatokiana	trust	0.805
faithful	mahatoky	trust	0.797
sincere	tso-po	trust	0.797
responsible	tompon'andraikitra	trust	0.789
partnership	fiaraha-miasa	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	fahendrena	trust	0.789
oath	fianianana	trust	0.781
verification	fanamarinana	trust	0.781
vow	voady	trust	0.781
cooperative	fiaraha-miasa	trust	0.781
respectable	kaja	trust	0.773
credible	azo itokisana	trust	0.773
hero	mahery fo	trust	0.773
sisterhood	mpirahavavy	trust	0.773
promise	fampanantenana	trust	0.773
verified	voamarina	trust	0.773
qualified	mahay	trust	0.766
respected	kaja	trust	0.766
authentication	fanamarinana	trust	0.766
compassion	fangoraham-po	trust	0.759
reputable	malaza	trust	0.758
safekeeping	harovan'i	trust	0.758
reliability	azo itokisana	trust	0.758
moral	fitondran-tena	trust	0.758
love	fitiavana	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	fankatoavana	trust	0.758
stable	miovaova	trust	0.750
friend	namana	trust	0.750
genuine	tena	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	fahaizana	trust	0.750
loyal	tsy mivadika	trust	0.750
ally	mpiara	trust	0.750
safeguard	hiaro	trust	0.750
companion	mpiara-mitory	trust	0.750
advised	nanoro hevitra	trust	0.750
authentic	marina	trust	0.750
respect	fanajana	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	fahafahana	trust	0.742
proven	voaporofo	trust	0.742
respects	lafiny	trust	0.742
faith	finoana	trust	0.742
wholesome	tsara	trust	0.742
heartfelt	avy amin'ny fo	trust	0.734
unification	fampiraisan-tsaina	trust	0.734
protecting	fiarovana	trust	0.734
reassurance	fanomezan-toky	trust	0.734
admirable	mendri-piderana	trust	0.734
trustee	pananana	trust	0.734
supporter	mpanohana	trust	0.734
confirmation	ny fandraisana ho mpikambana	trust	0.734
respectful	fanajana	trust	0.734
alliance	fifanarahana	trust	0.727
equality	fitoviana	trust	0.727
friendship	fisakaizana	trust	0.727
agreement	fifanarahana	trust	0.727
fact	zava-misy	trust	0.727
confident	antoka	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	finoana	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	fahatsarany	trust	0.727
credential	fanomezan-dalana	trust	0.727
closeness	akaiky	trust	0.719
authenticate	manamarina	trust	0.719
intelligence	fahiratan-tsaina	trust	0.719
virtue	hatsaran-toetra	trust	0.719
honored	voninahitra	trust	0.719
virtuous	tsara	trust	0.719
kindred	havanao	trust	0.719
charitable	mpanao asa soa	trust	0.711
dedication	fanoloran-tena	trust	0.711
guarantee	antoka	trust	0.711
cooperation	fiaraha-miasa	trust	0.711
creditable	creditable	trust	0.711
consistency	tapaka	trust	0.711
allegiance	fankatoavana	trust	0.711
cooperating	miara-miasa	trust	0.711
straightforward	mivantana	trust	0.711
determination	tapa-kevitra	trust	0.711
justice	ny rariny	trust	0.711
sanctuary	fitoerana masina	trust	0.703
nurture	mikolokolo	trust	0.703
innocent	tsy manan-tsiny	trust	0.703
admire	mahafinaritra	trust	0.703
assurance	fanomezan-toky	trust	0.703
morality	fitondran-tena	trust	0.703
prepared	voaomana	trust	0.703
friendliness	sariaka	trust	0.703
reliable	azo antoka	trust	0.703
mentor	mpanoro hevitra	trust	0.703
guardianship	miambina	trust	0.703
fulfilled	tanteraka	trust	0.703
reverence	fanehoana fanajana	trust	0.703
proof	porofo	trust	0.703
admiration	fahatalanjonana sy fifaliana	trust	0.703
mother	reny	trust	0.703
protected	voaaro	trust	0.703
motherhood	reny	trust	0.703
marriage	fanambadiana	trust	0.695
skillful	mahay	trust	0.695
indestructible	mety levona	trust	0.695
guardian	mpiambina	trust	0.695
accountable	tompon 'andraikitra	trust	0.695
courage	herim-po	trust	0.695
bodyguard	mpiambina	trust	0.695
agreeable	manaiky hiara	trust	0.695
scientist	mpahay siansa	trust	0.695
allied	Mpiray Dina	trust	0.695
compassionate	fangorahana	trust	0.695
humanitarian	maha-olona	trust	0.695
approving	dia mampiseho ny	trust	0.695
united	tafaray	trust	0.695
pact	fifanarahana	trust	0.695
certified	voamarina	trust	0.695
morals	fitondran-tena	trust	0.695
esteem	fanajana	trust	0.688
secure	fiarovana	trust	0.688
perfection	tonga lafatra	trust	0.688
guidance	tari-dalana	trust	0.688
competent	mahefa	trust	0.688
authenticity	maha-azo itokiana	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	azo hamarinina	trust	0.688
humanity	maha-olombelona	trust	0.688
solidity	hamafy	trust	0.688
adviser	mpanolo-tsaina	trust	0.688
pledge	antoka	trust	0.688
believed	nino	trust	0.688
understanding	fahazavan-tsaina	trust	0.688
monogamy	hoe tokony hanambady tokana	trust	0.688
expertise	fahaizany	trust	0.680
diplomatic	diplaomatika	trust	0.680
confidential	tsiambaratelo	trust	0.680
hope	manantena	trust	0.680
protector	Mpiaro	trust	0.680
agreeing	nanaiky	trust	0.680
diligence	fahazotoana	trust	0.680
official	ofisialy	trust	0.680
affirm	manamafy	trust	0.680
indivisible	saratsarahina	trust	0.680
grandfather	raibe	trust	0.680
humble	manetry tena	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	fisoloana vava	trust	0.680
elders	anti-panahy	trust	0.680
goodness	hatsaran-toetra	trust	0.680
commendable	-piderana	trust	0.680
inspire	aingam-panahy	trust	0.680
approve	hanaiky	trust	0.680
confide	hamboraka	trust	0.680
professional	matihanina	trust	0.680
familiarity	mahazatra	trust	0.680
leader	mpitarika	trust	0.680
confirmed	noraisina ho mpikambana	trust	0.680
acceptance	fanekena	trust	0.680
benevolence	fiantrana	trust	0.672
dignity	fahamendrehana	trust	0.672
harmoniously	mirindra	trust	0.672
mastery	fehezina	trust	0.672
unwavering	voahozongozona	trust	0.672
accredited	ofisialy	trust	0.672
healing	fanasitranana	trust	0.672
encyclopedia	-bolana malalaka	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	manamasina	trust	0.672
cohesive	mampivondrona	trust	0.672
covenant	fanekempihavanana	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	tsiny	trust	0.672
safe	azo antoka	trust	0.672
intelligent	manan-tsaina	trust	0.672
merit	fahamendrehana	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	fankatoavana no	trust	0.664
spiritual	ara-panahy	trust	0.664
advocate	mpiaro	trust	0.664
team	ekipa	trust	0.664
heroic	feno herim-po	trust	0.664
communicate	mampita	trust	0.664
disciple	mpianatra	trust	0.664
expert	manam-pahaizana	trust	0.664
proficient	nahay	trust	0.664
specialist	manam-pahaizana manokana	trust	0.664
ambassador	masoivoho	trust	0.664
accept	manaiky	trust	0.664
attestation	teni-vavolombelona ihany	trust	0.664
supporting	manohana	trust	0.664
reliance	fianteherana	trust	0.664
authority	fahefana	trust	0.664
accountability	andraikitra	trust	0.664
guidebook	boky torolalana	trust	0.664
fulfillment	tanteraka	trust	0.664
strengthening	fanamafisana orina	trust	0.661
familiar	mahazatra	trust	0.656
facts	zava-misy	trust	0.656
achieve	hanatrarana	trust	0.656
warranty	Warranty	trust	0.656
structure	structure	trust	0.656
steadfast	tsy miovaova	trust	0.656
favorable	tsara	trust	0.656
counsel	torohevitra	trust	0.656
relationship	fifandraisana	trust	0.656
scientific	siantifika	trust	0.656
gentleman	rangahy	trust	0.656
strength	hery	trust	0.656
elder	anti-panahy	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	fahamasinana	trust	0.656
excellent	tsara	trust	0.656
proficiency	fahaizany	trust	0.656
constancy	tapaka	trust	0.656
defended	niaro	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	miantehitra	trust	0.648
heroism	herimpon'izy	trust	0.648
peaceful	am-pilaminana	trust	0.648
competency	fahaiza-	trust	0.648
assuredly	tokoa	trust	0.648
brother	rahalahy	trust	0.648
counselor	mpanolo-tsaina	trust	0.648
successful	mahomby	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	fiarovana	trust	0.648
saint	Saint	trust	0.648
harmony	mifanaraka	trust	0.648
matrimony	fanambadiana	trust	0.648
noble	mendri-kaja	trust	0.648
inspiration	aingam-panahy	trust	0.648
academic	akademika	trust	0.648
assist	hanampy	trust	0.648
agreed	nanaiky	trust	0.648
uphold	manohana	trust	0.648
comrade	comrade	trust	0.648
lovable	mahatehotia	trust	0.648
advisable	tokony hatao	trust	0.648
solidarity	firaisan-kina	trust	0.648
worthy	mendrika	trust	0.643
durability	faharetana	trust	0.641
coexist	hiara-hitoetra	trust	0.641
assure	manome toky	trust	0.641
establish	mametraka	trust	0.641
benefactor	mpanao soa	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	nitarika	trust	0.641
loving	fitiavana	trust	0.641
teacher	mpampianatra	trust	0.641
judiciary	fitsarana	trust	0.641
conscientious	feon'ny fieritreretany	trust	0.641
confidence	fahatokiana	trust	0.641
lawful	ara-dalàna	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	voatokana	trust	0.641
champion	tompon-daka	trust	0.641
unity	firaisan-kina	trust	0.641
legal	ara-dalàna	trust	0.641
kind	tsara fanahy	trust	0.641
credence	hino	trust	0.641
real	tena	trust	0.641
doctor	dokotera	trust	0.641
intimate	akaiky	trust	0.634
hopeful	be fanantenana	trust	0.633
fortitude	herimpo	trust	0.633
physician	mpitsabo	trust	0.633
brotherly	rahalahy	trust	0.633
aspiration	faniriantsika	trust	0.633
convincing	mandresy lahatra	trust	0.633
sanctification	fanamasinana	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	fanomezam-boninahitra	trust	0.633
courageous	be herim-po	trust	0.633
soundness	fahasalamana	trust	0.633
legitimacy	ara-drariny	trust	0.633
endorse	manohana	trust	0.633
fidelity	fivadihana	trust	0.633
bless	hitahy	trust	0.633
judicial	fitsarana	trust	0.633
important	zava-dehibe	trust	0.633
saintly	saintly	trust	0.633
conscience	feon'ny fieritreretana	trust	0.633
therapeutic	pahasalamana	trust	0.633
authorize	alalana	trust	0.633
devotional	fivoriana fampaherezam-panahy	trust	0.633
practiced	nampihatra	trust	0.633
backbone	hazondamosina	trust	0.633
approved	nankatoavina	trust	0.633
evident	hita	trust	0.625
encourage	mampirisika	trust	0.625
caretaker	mpikarakara	trust	0.625
regard	mikasika	trust	0.625
angel	anjely	trust	0.625
engaged	mpifamofo	trust	0.625
blessing	fitahiana	trust	0.625
professorship	maha-mpampianatra ahy	trust	0.625
majestic	malaza	trust	0.625
communication	fifandraisana	trust	0.625
purify	hanadio	trust	0.625
authorization	alàlana	trust	0.625
wonderful	mahafinaritra	trust	0.625
achievement	zava-bitany	trust	0.625
fireman	mpamono afo	trust	0.625
certify	Ary mampahafantatra	trust	0.625
civilized	mandroso	trust	0.625
profound	lalina	trust	0.625
accurate	marina	trust	0.625
assured	antoka	trust	0.625
positivity	positivity	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	tsara	trust	0.617
absolution	famotsoran-keloka	trust	0.617
commend	teny fiderana	trust	0.617
cherish	hankamamy	trust	0.617
fundamental	fototra	trust	0.617
advice	toro-hevitra	trust	0.617
objective	tanjona	trust	0.617
optimism	fanantenana	trust	0.617
testament	testamenta	trust	0.617
qualities	toetra	trust	0.617
haven	fitodian-tsambo	trust	0.617
heroine	mahery fo	trust	0.617
constantly	foana	trust	0.617
appreciation	fankasitrahana	trust	0.617
triumphant	mpandresy	trust	0.617
accord	mifanaraka	trust	0.617
reassure	hanome toky	trust	0.617
truce	fampiatoan'ady	trust	0.617
thoughtful	voahevitra	trust	0.617
teach	mampianatra	trust	0.617
god	andriamanitra	trust	0.617
corroborate	Manamarina an'izay	trust	0.617
believer	mpino	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	hiantoka	trust	0.617
attentive	hihaino	trust	0.617
gospel	filazantsara	trust	0.617
bedrock	fototry	trust	0.617
approvement	approvement	trust	0.617
planning	planning	trust	0.617
rational	misaina	trust	0.617
passionate	liana	trust	0.617
happy	sambatra	trust	0.609
babysitter	mpitaiza	trust	0.609
brilliant	mamirapiratra	trust	0.609
praise	fiderana	trust	0.609
definitive	raikitra	trust	0.609
considerate	fiheverana	trust	0.609
patron	mpiaro	trust	0.609
scripture	soratra masina	trust	0.609
heal	manasitrana	trust	0.609
praiseworthy	mendri-piderana	trust	0.609
steward	mpitandrin-draharaha	trust	0.609
awareness	fanentanana	trust	0.609
officer	manamboninahitra	trust	0.609
purification	fanadiovana	trust	0.609
excel	Excel	trust	0.609
civilization	fandrosoana	trust	0.609
liking	eritreritsika	trust	0.609
comfort	fampiononana	trust	0.609
magnificence	fahamboniany	trust	0.609
notary	notary	trust	0.609
progression	fivoarana	trust	0.609
mediator	mpanelanelana	trust	0.609
blessings	fitahiana	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	fahazoan-dalana	trust	0.609
brave	be herim-po	trust	0.602
experienced	za-draharaha	trust	0.602
steady	tapaka	trust	0.602
enlightenment	fahazavana ara-panahy	trust	0.602
brighten	miramirana	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	hanatanteraka	trust	0.602
witness	vavolombelona	trust	0.602
humility	fanetren-tena	trust	0.602
sympathetic	mangoraka	trust	0.602
helpful	manampy	trust	0.602
symmetry	symmetry	trust	0.602
unquestionable	vadian-kevitra	trust	0.602
peace	fandriampahalemana	trust	0.602
transcendence	Ny fahamboniana	trust	0.602
serenity	fahatoniana	trust	0.602
embrace	manaiky	trust	0.602
inspired	ara-tsindrimandry	trust	0.602
mainstay	iankinan'ny	trust	0.602
unconditional	tsy misy fepetra	trust	0.602
guarded	niambina	trust	0.602
identify	hamantatra	trust	0.602
marry	hanambady	trust	0.594
grant	omeo	trust	0.594
depend	miankina	trust	0.594
complimentary	fiderana	trust	0.594
spouse	vady	trust	0.594
tranquility	filaminana	trust	0.594
vigilant	mailo	trust	0.594
ministry	asa fanompoana	trust	0.594
fairly	somary	trust	0.594
philanthropic	asa soa	trust	0.594
openly	ampahibemaso	trust	0.594
generous	malala-tanana	trust	0.594
strengthen	hanamafy orina	trust	0.594
gratitude	fankasitrahana	trust	0.594
befriend	misakaiza	trust	0.594
substantiate	hanamarina ny	trust	0.594
praised	nidera	trust	0.594
admiral	amiral	trust	0.594
regent	Regent	trust	0.594
sage	olon-kendry	trust	0.594
assessment	fanombanana	trust	0.594
enlighten	hanazava	trust	0.594
eminence	ambony	trust	0.594
commendation	fiderana	trust	0.594
efficient	mahomby	trust	0.594
nurse	mpitsabo mpanampy	trust	0.594
visionary	fahitana	trust	0.594
generosity	fahalalahan-tanana	trust	0.594
vigilance	mailo	trust	0.594
endowment	fanafiana masina	trust	0.594
council	filan-kevitra	trust	0.594
sweetheart	malalany	trust	0.589
attest	manamarina	trust	0.586
prestige	voninahitra	trust	0.586
serene	tony	trust	0.586
unfailing	mety levona	trust	0.586
testimony	fijoroana ho vavolombelona	trust	0.586
checklist	lisitra	trust	0.586
inheritance	lova	trust	0.586
monk	moanina	trust	0.586
godly	araka an'Andriamanitra	trust	0.586
compliance	fanajana	trust	0.586
rooted	miorim-paka	trust	0.586
constitutional	lalàm-panorenana	trust	0.586
conservation	fiarovana ny tontolo iainana	trust	0.586
bylaw	didim-pitondrana	trust	0.586
helper	mpanampy	trust	0.586
joyful	faly	trust	0.586
collectively	miaraka	trust	0.586
meritorious	mendrika hampihatra izay mampihatra	trust	0.586
acclaim	laza	trust	0.586
diplomacy	diplaomasia	trust	0.586
educational	fanabeazana	trust	0.586
husbandry	husbandry	trust	0.586
share	anjara	trust	0.586
enjoying	nankafy	trust	0.586
firmness	hentitra	trust	0.586
convince	handresy lahatra	trust	0.586
designation	fanendrena	trust	0.586
tribe	firenena	trust	0.586
victory	fandresena	trust	0.586
magnificent	mahatalanjona	trust	0.586
lovely	lovely	trust	0.586
seniority	seniority	trust	0.586
angelic	anjely	trust	0.586
ambition	faniriana	trust	0.586
father	ray	trust	0.586
mate	vady	trust	0.586
sobriety	fahononan-tena	trust	0.586
revere	Revere	trust	0.586
delegate	solontena	trust	0.586
navigator	tantsambo	trust	0.578
watchdog	Watchdog	trust	0.578
obey	mankatò	trust	0.578
cheerfulness	-kafaliana	trust	0.578
inviting	manintona	trust	0.578
judge	mpitsara	trust	0.578
irrefutable	tsy azo lavina	trust	0.578
philanthropist	soa nataon'ny	trust	0.578
careful	Mitandrema	trust	0.578
communion	fiombonana	trust	0.578
coexisting	coexisting	trust	0.578
impartiality	tsy manavakavaka	trust	0.578
unquestioned	unquestioned	trust	0.578
upright	mahitsy	trust	0.578
authoritative	manam-pahefana	trust	0.578
structural	ara-drafitra	trust	0.578
convinced	resy lahatra	trust	0.578
smile	tsiky	trust	0.578
commandant	komandà,	trust	0.578
dutiful	fanaovana adidy	trust	0.578
shelter	fialofana	trust	0.578
revival	fifohazana	trust	0.578
professor	mpampianatra	trust	0.578
adore	mankafy	trust	0.578
legalized	ara-dalàna	trust	0.578
punctual	marim-potoana	trust	0.570
counsellor	mpanolo-tsaina	trust	0.570
complement	famenon'ny	trust	0.570
corroboration	fanamarinan'ny	trust	0.570
immaculate	immaculate	trust	0.570
relative	havana	trust	0.570
apostle	apostoly	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	connective	trust	0.570
insure	antoka	trust	0.570
plausible	Mitombina	trust	0.570
consult	maka hevitra	trust	0.570
modest	tsotra	trust	0.570
measured	norefesiny	trust	0.570
pilot	mpanamory	trust	0.570
collaborator	mpiara-miasa	trust	0.570
advise	manoro hevitra	trust	0.570
cuddle	hamihina	trust	0.570
ordinance	ôrdônansy	trust	0.570
compass	manodidina	trust	0.570
guide	hitari-dalana	trust	0.570
everlasting	mandrakizay	trust	0.570
adhering	manaraka	trust	0.570
determinate	voafaritra ao	trust	0.570
heavenly	any an-danitra	trust	0.570
principal	fototra	trust	0.570
abundance	be dia be	trust	0.570
matron	mpiasa azy	trust	0.570
unequivocal	misy ahiahy	trust	0.570
volunteers	mpiasa an-tsitrapo	trust	0.570
pedigree	rohim- pirazanana	trust	0.570
unquestionably	tokoa	trust	0.570
pertinent	misongadina	trust	0.562
devout	mpivavaka	trust	0.562
curable	afaka manasitrana azy	trust	0.562
insight	malina	trust	0.562
congregation	fiangonana	trust	0.562
admit	niaiky	trust	0.562
pleasant	mahafinaritra	trust	0.562
vigorous	mahery	trust	0.562
fort	Fort	trust	0.562
remarkable	miavaka	trust	0.562
content	afa-po	trust	0.562
spotless	tsy misy pentina	trust	0.562
uplift	mankahery	trust	0.562
compensate	hanonitra	trust	0.562
lovemaking	lovemaking	trust	0.562
jury	mpitsara	trust	0.562
jurist	mpahay lalàna	trust	0.562
soothing	mampitony	trust	0.562
ordination	fanendrena	trust	0.562
cohesion	cohesion	trust	0.562
frankness	frankness	trust	0.562
strong	mahery	trust	0.562
miracle	fahagagana	trust	0.562
concordance	fizahan-teny	trust	0.562
applaud	mitehaka	trust	0.562
prize	loka	trust	0.562
apostolic	maha-apôstôly	trust	0.562
succeeding	mahomby	trust	0.562
vitality	heriny	trust	0.562
treasurer	mpitahiry vola	trust	0.562
save	afa-tsy	trust	0.562
earn	hahazoana	trust	0.562
midwife	mpampivelona	trust	0.555
discretion	ny fisainana mazava,	trust	0.555
worship	fanompoam-pivavahana	trust	0.555
constant	foana	trust	0.555
foresight	tsy mahatsinjo lavitra	trust	0.555
vote	fifidianana	trust	0.555
cultivate	mamboly	trust	0.555
impartial	tsy manavakavaka	trust	0.555
illumination	hazavana	trust	0.555
ambulance	fiara mpitondra marary	trust	0.555
privacy	ny fiainana manokana	trust	0.555
succeed	mahomby	trust	0.555
providing	fanomezana	trust	0.555
veteran	ela nihetezana	trust	0.555
patience	faharetana	trust	0.555
prophet	mpaminany	trust	0.555
coach	mpanazatra	trust	0.555
intuition	zavatra manindry mandry	trust	0.555
reconciliation	fampihavanana	trust	0.555
defender	mpiaro	trust	0.555
coalesce	coalesce	trust	0.555
mediate	mikatroka	trust	0.555
precedence	tiana	trust	0.555
congruence	congruence	trust	0.555
buddy	akama	trust	0.555
reunion	fihaonana	trust	0.555
restorative	hamerenana amin'ny laoniny	trust	0.555
destined	voalahatra	trust	0.555
physicist	fizika	trust	0.555
influential	pahefana	trust	0.555
exalt	hanandra-	trust	0.555
greatness	lehibe	trust	0.555
inclusion	fampidirana	trust	0.555
auditor	auditor	trust	0.555
meditate	misaintsaina	trust	0.555
betrothed	voafofo ho vadin'olona	trust	0.555
proud	mirehareha	trust	0.547
provide	manome	trust	0.547
conciliation	conciliation	trust	0.547
ancestral	drazana	trust	0.547
liberty	fahafahana	trust	0.547
durable	maharitra	trust	0.547
impenetrable	tafiditry ny fahavalo	trust	0.547
prudent	manan-tsaina	trust	0.547
invocation	Vavaka Fanombohana	trust	0.547
engaging	hanintona	trust	0.547
statement	fanambarana	trust	0.547
rejoice	hifaly	trust	0.547
cheer	fifaliana	trust	0.547
eyewitness	nanatri-maso	trust	0.547
prevalent	manjaka	trust	0.547
securities	Fiarovana	trust	0.547
friendly	friendly	trust	0.547
salvation	famonjena	trust	0.547
independence	fahaleovan-tena	trust	0.547
govern	mifehy	trust	0.547
forgive	mamelà	trust	0.547
commanding	nandidy	trust	0.547
convent	drelijiozy	trust	0.547
reinforcement	fanamafisana	trust	0.547
law	lalàna	trust	0.547
registry	lisitra	trust	0.547
temperate	mahonon-tena	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	fahavononana	trust	0.547
heritage	lova	trust	0.547
chronicle	tantara	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	Ensemble	trust	0.539
institute	Institute	trust	0.539
applause	tehaka	trust	0.539
architecture	maritrano	trust	0.539
obvious	mazava	trust	0.539
recovery	famerenana	trust	0.539
inimitable	inimitable	trust	0.539
relevant	manan-danja	trust	0.539
responsive	manaiky	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	toromarika	trust	0.539
define	hamaritra	trust	0.539
delightful	mahafinaritra	trust	0.539
antidote	fanefitry	trust	0.539
admitting	niaiky	trust	0.539
psalms	salamo	trust	0.539
stamina	matanjaka	trust	0.539
majority	maro an'isa	trust	0.539
inoculation	inoculation	trust	0.539
perfect	tonga lafatra	trust	0.539
obedience	fankatoavana	trust	0.539
memorable	tsy hay hadinoina	trust	0.539
chastity	fahadiovam-pitiavana	trust	0.539
proctor	Proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	tapaka	trust	0.539
forefathers	razanareo	trust	0.539
immovable	voahozongozona	trust	0.539
eager	te	trust	0.539
aspiring	naniry	trust	0.539
obliging	manery ny	trust	0.539
reinforcements	fanampin-kery	trust	0.539
tantamount	olona.	trust	0.539
exalted	ambony	trust	0.539
hospital	hopitaly	trust	0.531
retirement	fisotroan-dronono	trust	0.531
strive	hiezaka	trust	0.531
edification	fampandrosoana	trust	0.531
candid	ahiahinao	trust	0.531
deed	asa	trust	0.531
school	am-pianarana	trust	0.531
cradle	fandrian-jaza	trust	0.531
transcript	transcript	trust	0.531
accompaniment	arahina	trust	0.531
doubtless	Azo antoka fa	trust	0.531
rescue	fanavotana	trust	0.531
seal	tombo-kase	trust	0.531
expedient	ilaina	trust	0.531
ballot	vatom-pifidianana	trust	0.531
deliverance	fanafahana	trust	0.531
heavens	lanitra	trust	0.531
fraternal	pirahalahiana	trust	0.531
dependent	miankina	trust	0.531
answerable	mifanolotra	trust	0.531
center	foibe	trust	0.531
analyst	mpandalina	trust	0.531
firstborn	lahimatoa	trust	0.531
bloom	fotoana fivelaran'ny	trust	0.531
inseparable	afa-misaraka	trust	0.531
bride	ampakarina	trust	0.531
evergreen	Evergreen	trust	0.531
princely	andriana	trust	0.531
immunization	immunization	trust	0.531
refuge	fialofana	trust	0.531
verily	marina tokoa	trust	0.531
omniscient	omniscient	trust	0.531
terms	Anarana iombonana	trust	0.531
sponsor	mpanohana	trust	0.531
approbation	-pankasitrahana	trust	0.527
correctness	correct	trust	0.523
elevation	isam-ponina	trust	0.523
neighbor	mpiara-belona	trust	0.523
unbroken	nitsaharan'ny	trust	0.523
countenance	tarehy	trust	0.523
hug	mamihina	trust	0.523
nobility	ambony	trust	0.523
paragon	paragon	trust	0.523
coronation	nanosotra	trust	0.523
celebration	fankalazana	trust	0.523
graduation	diplaoma	trust	0.523
commonwealth	Commonwealth	trust	0.523
dictionary	malagasy	trust	0.523
powerful	mahery	trust	0.523
notable	miavaka	trust	0.523
account	kaonty	trust	0.523
winning	mandresy	trust	0.523
honeymoon	volan-tantely	trust	0.523
improvement	fanatsarana	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	mpitondra fivavahana	trust	0.523
ratify	ratify	trust	0.523
connoisseur	connoisseur	trust	0.523
award	mari-pankasitrahana	trust	0.523
taught	nampianatra	trust	0.523
adoration	fitsaohana	trust	0.523
salutary	mahavonjy	trust	0.523
captivate	hambabo	trust	0.523
liberate	hanafaka	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	Nobel	trust	0.523
benedictory	benedictory	trust	0.523
feeling	fihetseham-po	trust	0.518
freely	malalaka	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amena	trust	0.516
